SPK_SPKC04a,SPK_SPKC05b,SPK_SPKC10a
416.873775,441.308525,428.17575
416.905125,441.38295,428.233975
416.9481,441.6679,428.2885
416.97505,441.727825,428.33435
417.015325,442.058675,428.4039
417.103875,442.093925,428.474175
417.198925,442.252825,428.543675
417.236625,442.41015,428.6026
417.283775,442.4763,428.628675
417.3772,442.513675,428.6926
417.484025,442.735675,428.763325
417.53265,442.821025,428.80195
417.5705,442.854675,428.85505
417.584975,442.8999,428.89435
417.60185,442.928025,428.9163
417.629025,443.005475,428.9643
417.682175,443.179025,429.027175
417.7192,443.20015,429.09165
417.757025,443.465025,429.1364
417.799925,443.48845,429.1915
417.86785,443.71325,429.2853
417.91825,443.769825,429.3135
417.998625,443.83865,429.355425
418.112225,443.896075,429.41355
418.16315,443.973675,429.5248
418.187925,444.0496,429.612825
418.2131,444.15645,429.671825
418.27875,444.175575,429.690175
418.333325,444.2825,429.76435
418.39505,444.3471,429.807375
418.444975,444.5098,429.861875
418.489825,444.58255,429.9244
418.638325,444.676475,429.992075
418.7124,444.70695,430.0203
418.73875,444.8799,430.0943
418.7593,444.975975,430.114025
418.78725,445.084975,430.1514
418.811225,445.2458,430.210475
418.84525,445.326325,430.234075
418.890925,445.385325,430.331075
418.94385,445.416875,430.3983
419.0089,445.508425,430.445925
419.089375,445.7394,430.473175
419.15355,445.87225,430.525975
419.241125,445.901825,430.619225
419.267775,445.981125,430.79745
419.29815,446.185975,430.875525
419.331325,446.213,430.943775
419.34725,446.275475,431.020925
419.372675,446.344725,431.1707
419.425725,446.466425,431.302225
419.4668,446.565925,431.345425
419.496625,446.623175,431.3788
419.529425,446.691925,431.412525
419.580025,446.776525,431.43915
419.65965,446.7975,431.465675
419.7754,446.8421,431.560925
419.952175,446.914025,431.63795
420.030975,447.03605,431.6946
420.07825,447.09435,431.817325
420.103425,447.252675,431.864
420.130475,447.343125,431.92455
420.1581,447.36435,431.963725
420.206125,447.494825,432.007575
420.239725,447.551775,432.04875
420.279175,447.7052,432.097425
420.309375,447.851575,432.229775
420.355675,447.92635,432.24755
420.414125,448.031525,432.289275
420.55645,448.0995,432.419975
420.625875,448.201025,432.546725
420.707075,448.313975,432.5994
420.8059,448.374575,432.664575
420.843625,448.48705,432.830875
420.901475,448.548375,432.870625
420.963375,448.66795,432.9217
421.002075,448.75675,432.95455
421.02295,448.827675,433.029325
421.05095,448.8833,433.05795
421.065725,448.935675,433.182425
421.114675,449.005225,433.2569
421.145575,449.1543,433.387
421.203975,449.281225,433.42765
421.277325,449.383875,433.481
421.341125,449.56715,433.628025
421.406975,449.6273,433.7519
421.467,449.97195,433.859225
421.502575,450.12495,433.97095
421.560525,450.20565,434.0358
421.6387,450.24635,434.070025
421.72705,450.2942,434.15265
421.781925,450.313425,434.244225
421.8073,450.349825,434.339775
421.8317,450.439275,434.49595
421.863975,450.539725,434.560875
421.900525,450.66045,434.72325
