SPK_SPKC03a (no response),SPK_SPKC06a (no response),SPK_SPKC12a (no response)
106.19375,88.27215,73.65645
106.252825,88.2923,73.7673
106.280375,88.324775,73.797475
106.33785,88.480675,73.936925
106.344925,88.516125,74.037225
106.519325,88.633375,74.103375
106.844175,88.700425,74.115625
107.00755,88.7239,74.183925
107.15765,88.82405,74.220575
107.23685,88.9542,74.4583
107.25505,89.0443,74.478975
107.78605,89.1111,74.5352
107.93345,89.1989,74.5485
108.02365,89.410575,74.576275
108.046175,89.5756,74.636925
108.062625,89.685825,74.67025
108.14985,89.71245,74.6966
108.19455,89.76205,74.734275
108.233825,89.837,74.7479
108.3059,89.863975,74.777575
108.330175,89.99775,74.78845
108.61765,90.080375,74.8768
108.6566,90.129175,74.895325
108.76395,90.427,74.9179
108.782025,90.44975,74.999425
108.80225,90.5058,75.2418
108.8403,90.52825,75.30515
108.855625,90.665275,75.367775
108.957525,90.698125,75.40175
108.978475,90.8222,75.424925
109.09765,91.034525,75.46765
109.11845,91.088775,75.503
109.148725,91.11735,75.569475
109.2121,91.25905,75.590825
109.284725,91.353575,75.646025
109.584,91.447275,75.664275
109.72285,91.521425,75.70505
109.85425,91.587575,75.724025
110.029325,91.7482,75.81395
110.10335,91.780875,75.87195
110.265075,92.031425,75.935275
110.454275,92.277975,76.01585
110.64775,92.40055,76.02995
110.66255,92.44065,76.094175
110.68555,92.46285,76.11325
110.74005,92.595075,76.205125
110.835025,92.666925,76.24615
110.957625,92.6867,76.302175
111.294125,92.966825,76.344925
111.329725,93.00285,76.367725
111.4031,93.028625,76.4576
111.44755,93.129425,76.47755
111.46575,93.144925,76.723225
111.555775,93.28605,76.80545
111.5882,93.363525,76.884825
111.874775,93.424525,76.935825
111.9626,93.45345,76.9551
112.031825,93.48115,77.008925
112.132125,93.5085,77.026225
112.1478,93.654075,77.052225
112.254325,93.8895,77.07595
112.32815,93.97365,77.129725
112.442625,94.0205,77.221825
112.513575,94.05945,77.2481
112.56665,94.07315,77.316825
112.6119,94.17225,77.477425
112.7598,94.281275,77.5546
112.956275,94.626425,77.591725
113.08145,94.64775,77.60625
113.7186,94.7078,77.648175
113.84035,94.949625,77.66575
113.893375,94.953675,77.705475
113.9056,95.19845,77.79665
114.040125,95.413075,77.82435
114.093525,95.4308,77.852275
114.140375,95.507625,77.872975
114.15705,95.6081,77.915175
114.2839,95.680725,77.92275
114.30925,95.779275,78.1374
114.330975,95.862025,78.179125
114.6157,95.99035,78.283425
114.677425,96.01065,78.331625
114.7433,96.0425,78.4023
114.8801,96.070175,78.5795
114.922425,96.130725,78.617375
115.003425,96.2228,78.631775
115.044125,96.2755,78.696125
115.27065,96.41725,78.725475
115.319,96.451475,78.774375
115.35445,96.457625,78.825425
115.37365,96.556125,78.938175
115.449225,96.6178,79.0344
115.452025,96.8012,79.0543
115.516,96.9992,79.09375
115.680075,97.0295,79.183625
115.8228,97.084175,79.2577
116.097625,97.120825,79.390025
116.211975,97.30925,79.4227
116.263575,97.346,79.462275
116.2918,97.3547,79.56385
116.299275,97.411575,79.69005
116.57965,97.438825,79.760075
116.623725,97.483375,79.905975
116.944775,97.643825,79.983925
117.132925,97.671475,80.243925
117.197125,97.7743,80.418025
117.21955,97.87485,80.47265
117.2357,97.973375,80.6983
117.277625,98.020825,80.745225
117.4943,98.034525,80.99315
117.53555,98.1005,81.117875
117.695375,98.17975,81.214525
117.81395,98.285325,81.3255
117.882475,98.32095,81.405325
118.053025,98.4156,81.595475
118.181675,98.476375,81.698925
118.38225,98.504175,81.81025
118.45885,98.521875,81.9764
118.476775,98.589925,82.277025
118.6059,98.819,82.354125
118.7338,98.8639,82.475275
118.7463,99.016425,82.544875
119.0199,99.061475,82.692375
119.462875,99.111875,82.740675
119.552275,99.155475,82.77805
119.911,99.2383,82.989025
119.93715,99.34825,83.023625
120.019925,99.4178,83.10425
120.1912,99.49035,83.2825
120.31725,99.553,83.505775
120.414275,99.602525,83.573025
120.757825,99.671375,83.628775
120.9272,99.702025,83.676
121.012875,99.7218,83.711275
121.404625,99.9184,83.745025
121.5453,99.981175,83.88535
121.678125,100.02905,84.04955
121.680775,100.046125,84.4753
121.71055,100.108175,84.52915
121.80685,100.170525,84.7118
121.81885,100.2745,84.75985
122.00535,100.429925,84.88575
122.0939,100.4474,84.9514
122.42515,100.5807,85.084425
122.495575,100.616925,85.2064
122.55985,100.779275,85.234775
122.7374,100.868275,85.26935
122.964825,101.0382,85.31095
123.064675,101.123775,85.3947
123.1737,101.15215,85.459375
123.399925,101.190425,85.491675
123.462,101.229675,85.6721
123.65615,101.334275,85.754
123.851275,101.3582,85.828425
123.910475,101.401725,85.916025
123.947775,101.461975,86.013625
123.953475,101.492575,86.1596
123.970175,101.539425,86.261625
124.1097,101.660725,86.3437
124.2991,101.687325,86.4211
124.48275,101.726725,86.479125
124.527975,101.85615,86.577225
124.568125,101.893125,87.070375
124.66545,101.919575,87.116675
125.103175,101.97115,87.164
125.193575,102.111525,87.227575
125.291325,102.167125,87.3548
125.36305,102.342225,87.38465
125.38805,102.38075,87.49385
125.4692,102.4357,87.533275
125.670475,102.4735,87.588
125.8148,102.500025,87.604425
125.885725,102.51735,87.690125
125.9279,102.654375,87.8436
126.123925,102.7417,87.890875
126.13675,102.877625,88.15985
126.38445,102.92085,88.2409
126.402575,102.9879,88.3119
126.7545,103.03085,88.3535
127.181025,103.050225,88.400025
127.28615,103.08425,88.4071
127.428025,103.212875,88.434825
127.5138,103.346825,88.65435
127.7421,103.426075,88.792425
128.11665,103.44315,88.975725
128.219725,103.504375,89.1475
128.367725,103.53135,89.254875
128.53245,103.6442,89.3204
128.74515,103.72895,89.3746
128.842675,103.83695,89.473125
129.055675,103.861,89.523725
129.0902,104.0376,89.612925
129.1369,104.1637,89.619575
129.322,104.3451,89.63685
129.4348,104.437525,89.65745
129.5708,104.477975,89.69585
129.930775,104.627425,89.7903
129.990675,104.67275,90.008525
130.00585,104.71505,90.0711
130.1141,104.73235,90.292375
130.30425,104.759575,90.41815
130.4831,104.95505,90.49285
130.598225,105.2365,90.50275
130.9002,105.2589,90.52885
131.0632,105.403,90.62255
131.07755,105.60215,90.650825
131.13755,106.014475,90.729225
131.522875,106.634425,90.7928
131.666525,106.7213,90.91615
131.7796,106.73725,90.9682
131.810275,106.9239,91.189725
131.84375,107.06805,91.24545
132.061975,107.098875,91.28635
132.07405,107.16715,91.31155
132.151475,107.753925,91.34575
132.5185,107.8145,91.48345
132.5449,107.89465,91.572625
132.6782,107.9227,91.697725
132.9296,107.938575,91.731875
133.180625,108.028325,91.79615
133.283625,108.29255,91.831575
133.397825,108.3939,91.874
133.54355,108.552275,92.06915
133.594775,108.7264,92.084525
133.609625,108.998925,92.193225
133.7294,109.06675,92.2226
133.750625,109.3902,92.263575
133.853925,109.408775,92.270275
133.9123,109.4398,92.3828
133.917325,109.583425,92.579175
133.939775,109.6425,92.605225
134.153675,109.7307,92.716075
134.261,110.010775,92.924375
134.299925,110.2018,92.9652
134.3173,110.233425,93.00825
134.626225,110.373875,93.121275
134.664275,110.705175,93.19285
134.946925,110.730325,93.434925
135.2069,110.77315,93.448875
135.268,110.909675,93.504875
135.448075,111.0428,93.513275
135.478375,111.24845,93.566325
135.594025,111.288625,93.633675
135.6828,111.306725,93.959475
135.783775,111.326975,94.11595
135.905675,111.4264,94.1698
135.93825,111.777525,94.308525
136.035075,111.91015,94.45085
136.0917,111.9661,94.477075
136.302275,112.000975,94.48815
136.395575,112.09475,94.528675
136.5706,112.163825,94.5337
136.600625,112.268725,94.753275
136.8488,112.29555,94.80045
136.8719,112.332475,94.83795
137.082475,112.351925,94.85115
137.088725,112.410175,94.86205
137.2049,112.5134,94.96765
137.231675,112.6646,95.04985
137.284875,112.8869,95.170225
137.447875,112.941025,95.19365
137.6056,112.9699,95.2422
137.673675,113.01615,95.266225
138.03665,113.10325,95.275175
138.3114,113.356625,95.292225
138.503675,113.455825,95.301025
138.549275,113.5883,95.719475
138.6232,113.70745,95.772175
138.66215,113.755425,95.77995
138.7959,114.09645,95.8964
138.817625,114.1122,95.936375
138.89125,114.30035,95.950875
138.957925,114.317225,96.153725
139.07115,114.38855,96.2003
139.172725,114.464125,96.241525
139.323425,114.54205,96.3518
139.407825,114.566375,96.486325
139.49555,114.690175,96.528875
139.807525,114.7101,96.59335
139.92415,114.78715,96.60705
140.074875,114.8128,96.6616
140.0761,114.851975,96.693075
140.251575,114.94615,96.83595
140.2948,115.469875,96.888825
140.346475,115.557825,96.904125
140.4383,115.7034,96.998025
140.47765,115.749975,97.052
140.566325,115.791925,97.203775
140.61935,115.91215,97.371925
140.7468,116.009375,97.45575
140.769575,116.229625,97.4955
140.93005,116.319975,97.590275
141.0455,116.414725,97.620875
141.0554,116.5494,97.7259
141.161575,116.689,97.739675
141.314925,116.709975,97.89485
141.388025,116.771025,98.045925
141.509125,116.802575,98.097225
141.628,116.850425,98.349725
141.699025,116.910225,98.44885
141.8579,116.9368,98.4953
141.969675,117.01035,98.518225
141.9777,117.100325,98.563825
142.07435,117.1743,98.628575
142.1335,117.214375,98.80235
142.150725,117.238925,99.01885
142.473025,117.31485,99.04365
142.55585,117.508175,99.056175
142.55775,117.7319,99.0788
142.586075,117.786,99.156375
142.6025,117.884875,99.213475
142.72585,117.9006,99.2774
142.76575,118.0447,99.302775
142.83935,118.249975,99.383475
142.849825,118.44085,99.465475
143.12745,118.4691,99.48665
143.19225,118.5282,99.652125
143.254775,118.568,99.687775
143.35165,118.60725,99.7806
143.450525,118.698275,99.907925
143.500225,118.75595,100.1023
143.650925,118.90725,100.20245
143.84225,118.983525,100.2243
143.91455,119.2388,100.2958
143.967275,119.368375,100.372825
144.10455,119.539775,100.4969
144.182325,119.594175,100.610775
144.220825,119.6101,100.679475
144.281925,119.7703,100.71865
144.2992,119.962625,100.793725
144.39895,120.017175,100.917075
144.415925,120.035025,101.05035
144.567,120.1446,101.3546
144.60265,120.303825,101.3846
144.68435,120.547275,101.425425
144.920125,120.640225,101.482475
145.1188,120.675675,101.5013
145.15025,120.73145,101.525325
145.2815,120.899325,101.581025
145.347425,121.004925,101.63815
145.45965,121.10705,101.826525
145.571575,121.1942,102.026275
145.66895,121.2563,102.084375
145.900375,121.568475,102.11495
146.06415,121.65705,102.20345
146.1901,121.7425,102.2989
146.35455,121.86215,102.453725
146.45825,121.8706,102.49345
146.58135,121.89365,102.5747
146.65895,122.08815,102.767125
146.680725,122.23725,102.9478
146.7286,122.359025,103.01945
146.81745,122.52385,103.057825
146.8762,122.712125,103.129725
146.922825,122.811925,103.38885
147.07435,122.857575,103.415425
147.284425,122.9863,103.48085
147.324,123.1196,103.69075
147.41,123.2003,103.7064
147.6517,123.29105,103.7488
147.71875,123.38495,103.805325
147.86425,123.410075,103.980925
148.02985,123.438125,104.130375
148.184625,123.705375,104.3713
148.272325,123.839375,104.425825
148.4381,123.917875,104.479
148.44965,124.013825,104.530575
148.525,124.0448,104.67535
148.55095,124.418175,104.746
148.634,124.44225,104.9036
148.7902,124.56835,104.95935
148.85665,124.715175,104.975025
148.953625,124.773175,105.05905
149.029425,124.823175,105.07365
149.0439,124.83765,105.11445
149.128075,124.859225,105.16335
149.18255,124.88265,105.182325
149.615725,124.962425,105.2364
149.79145,125.045525,105.2534
149.9392,125.123225,105.278575
150.117425,125.230325,105.295575
150.14105,125.314825,105.30295
150.19485,125.3696,105.495975
150.2745,125.3879,105.5478
150.2872,125.41675,105.595
150.40375,125.453975,105.61845
150.52575,125.66535,105.64
150.65285,125.6968,105.662375
150.83165,125.713625,105.754
150.9276,125.84685,105.7819
151.018,125.956375,105.846325
151.0464,125.990075,105.89055
151.132925,126.016825,105.959
151.15445,126.0905,105.994825
151.275475,126.1057,106.07135
151.3644,126.1867,106.1075
151.43905,126.19825,106.14035
151.5149,126.235225,106.19385
151.530025,126.508775,106.319325
151.7705,126.587325,106.367325
151.9386,126.6489,106.420275
152.07745,126.71315,106.4385
152.25395,126.7468,106.4748
152.28805,126.76605,106.528425
152.36755,126.996,106.61825
152.458375,126.99935,106.7172
152.54755,127.039625,106.783275
152.7507,127.100975,106.82315
152.809575,127.149625,106.852875
152.8734,127.171975,106.892175
152.965375,127.2975,107.001025
153.000975,127.410375,107.054725
153.030075,127.4434,107.121525
153.035925,127.483925,107.170975
153.227175,127.515825,107.177725
153.5178,127.643325,107.2017
153.63565,127.829675,107.264675
153.792925,127.889875,107.334375
154.149875,127.94095,107.3496
154.2063,128.040625,107.381125
154.543375,128.172575,107.61515
154.872775,128.244375,107.6934
155.006725,128.26965,107.719425
155.0257,128.523625,107.734575
155.11215,128.551225,107.752475
155.1736,128.614875,107.816675
155.241475,128.6294,107.857375
155.373175,128.6445,107.906575
155.527875,128.88995,107.946425
155.588075,128.91805,107.987975
155.637775,128.979975,108.00865
155.818025,129.056625,108.0416
155.91265,129.1137,108.08385
156.07855,129.194725,108.10155
156.1595,129.219375,108.166775
156.2174,129.34235,108.191275
156.333525,129.4586,108.19935
156.408375,129.496925,108.285225
156.56205,129.563875,108.2962
156.5888,129.807375,108.338525
156.5987,129.863575,108.445475
156.6629,130.234475,108.5037
156.7096,130.29835,108.541825
156.7523,130.37,108.55595
156.7729,130.386675,108.584825
156.8136,130.71845,108.599575
156.82145,130.754525,108.64695
156.969525,130.8624,108.7415
157.0259,130.934425,108.766275
157.1377,131.00485,108.96505
157.18525,131.03235,109.045
157.2792,131.055175,109.101475
157.314525,131.166725,109.211
157.34305,131.1772,109.243875
157.412825,131.4138,109.256175
157.532175,131.66655,109.3038
157.58715,131.808925,109.544525
157.61065,131.83135,109.584925
157.69035,131.88175,109.6837
157.76075,131.954075,109.7454
157.87605,132.327975,109.84505
157.8887,132.3435,109.9228
158.212,132.3764,109.975775
158.28765,132.403075,110.011825
158.414475,132.451125,110.033
158.54485,132.56055,110.151975
158.6874,132.6769,110.249575
158.6982,132.6942,110.369175
158.7309,132.794725,110.403
158.792825,133.213225,110.430425
158.85615,133.2594,110.58615
159.06685,133.28875,110.645275
159.111425,133.380725,110.66225
159.3565,133.483275,110.723425
159.454025,133.49695,110.77845
159.591075,133.512825,110.795975
159.706075,133.59645,110.81965
159.7284,133.6598,110.867725
159.8087,133.9285,111.0754
159.901775,133.966675,111.14785
159.99245,133.995575,111.176925
160.0432,134.008525,111.242075
160.3182,134.131,111.2571
160.517075,134.16945,111.2638
160.5848,134.19755,111.286225
160.62775,134.50035,111.316825
160.692025,134.529375,111.415
160.778525,134.850075,111.488
160.830325,135.030375,111.5213
160.9459,135.1202,111.5519
161.33565,135.362875,111.58235
161.5444,135.529575,111.624225
161.6764,135.5815,111.659175
161.779025,135.648125,111.774
161.917175,135.741425,111.918475
162.057425,135.782075,112.0375
162.406225,135.7989,112.0674
162.452325,136.0203,112.098325
162.49085,136.08305,112.11935
162.528425,136.2247,112.232125
162.5399,136.3909,112.26895
162.59335,136.429775,112.3151
162.827475,136.453175,112.3482
162.903275,136.5041,112.40265
162.947875,136.53,112.4774
162.970025,136.581475,112.499275
163.063375,136.672575,112.57055
163.14305,136.911675,112.579775
163.2635,136.95175,112.59875
163.3257,136.97355,112.621
163.538125,137.0224,112.6986
163.604875,137.0462,112.751425
163.644525,137.31395,112.817325
163.71995,137.32855,112.917425
163.88575,137.62645,112.946075
163.975975,137.8288,113.00425
164.055525,138.0054,113.326825
164.148675,138.27325,113.394375
164.18605,138.297075,113.502925
164.2175,138.363125,113.544475
164.240725,138.3969,113.574125
164.2609,138.644,113.6033
164.2671,138.783125,113.65205
164.322325,138.9332,113.674575
164.410775,138.9787,113.719525
164.5304,139.0274,113.749175
164.718875,139.16145,113.785475
164.77755,139.212325,113.857125
164.8203,139.279125,113.873575
164.8478,139.33475,113.940125
164.9994,139.6228,114.044025
165.126575,139.645275,114.064275
165.185075,139.765925,114.286725
165.28575,139.972825,114.343525
165.323925,140.263325,114.358125
165.352,140.493925,114.48005
165.45305,140.6146,114.57345
165.5449,140.63365,114.67115
165.7043,140.79465,114.723225
165.814275,140.9107,114.792725
165.912925,140.9363,114.8523
165.9336,141.330525,114.888975
166.0763,141.577625,115.072925
166.192225,141.6684,115.128175
166.271225,141.683,115.16015
166.353775,141.8403,115.2526
166.4691,141.96835,115.2816
166.56125,141.996625,115.32795
166.613225,142.1066,115.39175
166.6451,142.165325,115.462375
166.730275,142.30655,115.50125
166.81025,142.4211,115.52935
166.880525,142.53685,115.5594
166.9817,142.599275,115.59485
167.068025,142.6398,115.62985
167.146675,142.821525,115.664175
167.2719,143.002575,115.71575
167.419175,143.1004,115.827825
167.4662,143.146075,115.8844
167.5249,143.207225,115.936125
167.598425,143.25445,115.960575
167.657575,143.288775,115.989
167.67175,143.39745,116.051975
167.705825,143.428625,116.0883
167.75765,143.484875,116.132725
168.050225,143.72925,116.1656
168.187375,143.7492,116.184325
168.211375,143.78085,116.22845
168.27685,143.849425,116.263
168.3485,143.9071,116.280375
168.491175,144.01665,116.309
168.56755,144.0631,116.34995
168.578425,144.223925,116.49125
168.6788,144.3395,116.62805
168.955,144.35635,116.726375
169.022675,144.48705,116.838775
169.0266,144.64305,116.878925
169.0956,144.698725,116.928975
169.192875,144.717775,117.026375
169.3258,145.058225,117.088375
169.4494,145.110375,117.10825
169.6362,145.14885,117.128475
169.75505,145.1785,117.203525
169.84765,145.47125,117.226025
169.9603,145.58315,117.252375
170.093375,145.6249,117.284725
170.4053,145.6653,117.3028
170.56335,146.02235,117.315425
170.6039,146.060325,117.407175
170.77475,146.0824,117.5319
170.898125,146.181975,117.57485
170.9353,146.24575,117.6163
171.1238,146.260375,117.72235
171.2124,146.3709,117.776375
171.536,146.460025,117.8009
171.656125,146.58355,117.83845
171.70475,146.694625,117.87145
171.763325,146.887,117.887225
171.793325,146.917,118.10855
171.9005,146.927525,118.228925
172.1005,146.95305,118.244475
172.224225,147.0307,118.2567
172.2842,147.06545,118.2777
172.373875,147.293625,118.346075
172.394625,147.320875,118.468425
172.635225,147.421425,118.597175
172.807825,147.555375,118.6103
172.893775,147.605775,118.663475
172.92335,147.772025,118.723425
173.004825,147.790125,118.739325
173.15825,147.854775,118.780675
173.297375,148.0234,118.83895
173.467175,148.042775,118.887025
173.5479,148.382025,118.9864
173.62615,148.728575,119.143975
173.64195,148.749825,119.2302
173.685375,148.856575,119.33555
173.76835,149.0517,119.39215
173.772675,149.1963,119.516
173.793775,149.2011,119.6285
174.067975,149.417075,119.663675
174.09395,149.452725,119.6855
174.19955,149.505475,119.703175
174.35805,149.556,119.75585
174.446925,149.59105,119.843525
174.5929,149.6513,119.871775
174.6544,149.779675,119.889175
174.762675,149.867,119.927725
174.7691,150.2355,119.975825
174.85345,150.33075,120.0188
174.94105,150.363025,120.062175
175.15225,150.395425,120.143375
175.226525,150.485,120.186275
175.290275,150.51755,120.365125
175.391975,150.673425,120.4742
175.685075,150.85725,120.5805
175.819125,150.8701,120.926825
176.081975,151.05835,120.9327
176.20015,151.10165,120.9543
176.299575,151.139075,120.98185
176.4741,151.1945,121.0081
176.48355,151.332875,121.1535
176.551825,151.351525,121.176
176.739475,151.495975,121.26335
176.828375,151.5187,121.3063
176.901025,151.62745,121.36065
177.40305,151.679875,121.46495
177.4504,151.726825,121.50435
177.639125,151.79495,121.535075
177.67195,151.949675,121.56035
177.915725,152.610425,121.617525
178.012875,152.6877,121.654825
178.022725,152.8824,121.69505
178.05945,152.938725,121.892475
178.0657,153.175375,121.9545
178.14715,153.2581,122.02375
178.237925,153.552975,122.0753
178.4492,153.633075,122.186875
178.46545,153.848125,122.29685
178.623375,153.966175,122.330475
178.89595,154.0148,122.37315
178.95705,154.120525,122.403625
179.0571,154.135675,122.539425
179.105325,154.18895,122.761025
179.157675,154.39045,122.84435
179.24965,154.4883,122.896475
179.2749,154.52495,122.92355
179.330375,154.590275,122.95935
179.3338,154.95835,123.00385
179.45025,154.9787,123.056475
179.606525,155.221275,123.08495
179.735025,155.2537,123.12765
179.764875,155.489025,123.253
179.85745,155.528,123.345375
179.87085,155.6089,123.432225
180.058475,155.984475,123.511775
180.15415,156.0071,123.58815
180.353275,156.2342,123.61075
180.402475,156.2779,123.6354
180.488625,156.4305,123.644775
180.69175,156.5071,123.85995
180.7177,156.613975,123.896725
180.981925,156.88185,123.9151
181.003825,157.030425,123.932775
181.1116,157.153675,123.955275
181.146825,157.1812,124.256625
181.395125,157.764575,124.293375
181.59155,158.041725,124.3181
181.852125,158.250675,124.329625
181.926875,158.2773,124.410125
182.158325,158.535075,124.4699
182.241,158.691875,124.619425
182.3828,158.912725,124.65545
182.51275,158.958775,124.68475
182.575,158.966775,124.8549
182.585475,159.27565,124.911775
182.806725,160.05725,124.925925
183.07675,160.155975,125.001725
183.1917,160.273225,125.04815
183.223925,160.4697,125.11205
183.350475,160.587875,125.129875
183.445,160.76045,125.1991
183.68835,160.9037,125.26815
183.75835,160.95335,125.287
183.926625,161.029025,125.312825
184.1227,161.2106,125.3452
184.361375,161.278,125.3744
184.482475,161.451625,125.402
184.5177,161.834475,125.43425
184.66145,161.8766,125.62325
184.7918,162.15305,125.701925
184.80965,162.266925,125.75365
185.183425,162.540175,125.82585
185.47985,162.5621,125.88715
185.631675,162.9726,125.9321
185.814675,163.21705,125.99315
185.955475,163.2887,126.05375
186.04465,163.37615,126.087775
186.256875,163.421775,126.132625
186.317975,163.5416,126.16605
186.556875,163.74095,126.1869
186.654,163.7627,126.2655
186.6932,163.891575,126.43755
186.75335,164.005275,126.495075
186.781875,164.13135,126.5771
186.8397,164.33715,126.7539
187.03605,164.443325,126.768025
187.455,164.520775,126.78875
187.5206,164.633025,126.80845
187.627875,164.66365,126.8778
187.6941,164.7979,126.898625
187.8562,164.9135,127.099975
187.9332,165.4332,127.131625
188.189375,165.6337,127.158925
188.34455,165.704325,127.168575
188.51025,165.794325,127.2738
188.565325,166.013,127.383575
188.601125,166.558125,127.562225
188.802225,166.7662,127.6705
188.835625,167.2277,127.7572
188.99315,167.39595,127.806525
189.23185,167.508875,127.847725
189.360375,167.7153,127.92585
189.399275,167.78115,127.946725
189.459925,167.99215,128.0596
189.65945,168.18185,128.08175
190.0296,168.497275,128.195675
190.1192,168.530425,128.44685
190.153325,169.015075,128.5601
190.1544,169.020075,128.611225
190.244675,169.123125,128.635575
190.298925,169.294875,128.691775
190.4277,169.3605,128.717375
190.5423,169.387175,128.736525
190.545375,169.849175,128.77165
190.60915,169.978375,128.797925
190.666675,170.059775,128.808075
190.67085,170.175825,128.855275
190.8268,170.71025,128.94755
190.85,170.7504,128.98995
190.894925,170.88555,129.0117
190.9685,171.2735,129.048175
191.04005,171.295525,129.159925
191.078375,171.356825,129.168375
191.271675,171.583325,129.233275
191.507625,171.6468,129.298025
191.536075,171.723625,129.317025
191.758675,171.9855,129.3838
191.906,172.24005,129.48455
192.105225,172.422925,129.51545
192.191125,172.790325,129.537325
192.331825,173.135375,129.59805
192.825175,173.22275,129.618925
193.23765,173.356175,129.783575
193.34275,173.37905,129.79565
193.6037,173.549925,129.8343
193.63625,174.006225,129.926675
193.7795,174.029175,129.948325
193.782825,174.16505,129.975625
193.8953,174.2316,130.079525
193.981125,174.61165,130.23155
193.9874,174.919875,130.2523
194.1463,175.032025,130.32945
194.30445,175.09065,130.402775
194.3259,175.282625,130.415125
194.7671,175.330725,130.44265
194.840375,175.678175,130.5245
194.91085,175.70795,130.616275
195.16955,175.8285,130.7549
195.395175,176.282325,130.789875
195.64635,176.452325,130.804425
195.8286,176.548525,130.99415
195.866975,176.66285,131.01925
196.3064,176.71555,131.056575
196.629825,176.750325,131.147925
196.7619,176.9001,131.16695
196.876525,176.93245,131.240825
197.26885,177.09885,131.27665
197.753825,177.392775,131.329125
197.770775,177.425325,131.363775
197.8271,177.49205,131.479225
197.91295,177.551975,131.496825
198.00515,177.6478,131.5921
198.095,177.766075,131.699875
198.22445,177.85785,131.734325
198.3046,177.946675,131.888525
198.5072,177.980925,131.899125
198.592575,178.1457,131.916825
198.601075,178.283275,131.943475
198.859175,178.331775,131.9696
199.02445,178.378875,132.32935
199.126225,178.675275,132.3965
199.212075,178.789225,132.419
199.306525,179.011525,132.472
199.504075,179.315875,132.566075
199.554525,179.6083,132.7464
199.6328,179.700075,132.79495
199.738375,179.7583,132.89075
199.7825,179.765125,132.97105
199.92185,179.78345,133.165075
199.923175,179.84515,133.30955
199.9483,179.935125,133.453875
,179.968875,133.474675
,180.03015,133.487625
,180.06,133.63385
,180.089575,133.677275
,180.262875,133.8449
,180.353225,133.862575
,180.39725,133.88355
,180.510125,133.89605
,180.57705,133.9959
,180.662775,134.012175
,180.730325,134.091325
,180.7643,134.2354
,181.14,134.30445
,181.162,134.325525
,181.196575,134.360825
,181.321775,134.400225
,181.491825,134.41705
,181.720425,134.43765
,181.836625,134.6562
,181.98745,134.77945
,182.0432,134.8231
,182.1563,135.0236
,182.2229,135.09165
,182.2454,135.145525
,182.3166,135.1959
,182.392575,135.25845
,182.4147,135.370825
,182.808725,135.41915
,183.0168,135.72965
,183.0807,135.852325
,183.11595,136.04815
,183.1638,136.189225
,183.24035,136.2886
,183.287125,136.3374
,183.7141,136.456775
,183.869,136.5275
,183.9115,136.560325
,183.923825,136.707825
,183.981925,136.719025
,184.0103,136.77355
,184.104975,136.7899
,184.28295,136.8163
,184.387525,137.015425
,184.54195,137.056925
,184.660375,137.0898
,185.22205,137.15115
,185.648775,137.172675
,185.816725,137.3002
,185.913625,137.359825
,186.05845,137.428875
,186.1254,137.492175
,186.161425,137.603625
,186.47715,137.713225
,186.544025,137.73545
,186.619625,137.770025
,186.6605,137.787975
,187.2647,137.8123
,187.41465,137.866675
,187.5101,137.92925
,187.551075,137.948875
,187.73205,138.082125
,188.18525,138.131775
,188.2019,138.1686
,188.2753,138.175275
,188.328375,138.207525
,188.44475,138.3109
,188.643575,138.332475
,188.667275,138.3851
,188.728875,138.4534
,188.953275,138.488875
,188.9757,138.519175
,189.021575,138.552175
,189.2738,138.5868
,189.298825,138.640925
,189.317975,138.67705
,189.3541,138.745375
,189.377725,138.7633
,189.4473,138.794775
,189.479675,138.833475
,189.60835,138.894475
,189.762825,138.924725
,189.963225,138.979925
,189.99135,139.006925
,190.1763,139.086975
,190.2529,139.1167
,190.3295,139.175475
,190.365075,139.205025
,190.571975,139.292125
,190.7554,139.421875
,190.922475,139.449125
,190.9449,139.489925
,190.97755,139.5153
,191.166525,139.574825
,191.29535,139.6277
,191.68085,139.6925
,191.835625,139.7098
,192.284825,139.771975
,192.414975,139.812425
,192.792775,139.827775
,192.971875,139.95045
,193.0374,139.9641
,193.629775,140.35645
,193.99955,140.387675
,194.11815,140.44275
,194.580875,140.7843
,194.862425,140.86175
,195.503775,140.882975
,195.870475,140.894525
,196.037625,140.91375
,196.142275,140.942975
,196.2994,141.039175
,196.340375,141.06465
,196.502425,141.075525
,197.026575,141.153075
,197.224575,141.291875
,197.36245,141.30985
,197.4338,141.3276
,197.45545,141.34975
,197.61135,141.51455
,197.77785,141.534775
,197.86975,141.54565
,197.938975,141.560075
,197.964425,141.61105
,198.02395,141.675525
,198.050075,141.761075
,198.151325,141.789825
,198.17395,141.856225
,198.2489,141.8802
,198.319575,142.078675
,198.459575,142.089375
,198.899525,142.162325
,199.08055,142.1851
,199.1059,142.215675
,199.14075,142.232825
,199.2295,142.245225
,199.5444,142.3449
,199.59435,142.474625
,199.84335,142.5063
,,142.64815
,,142.81135
,,142.8259
,,142.8692
,,142.986625
,,143.054575
,,143.09815
,,143.120325
,,143.144925
,,143.3539
,,143.369675
,,143.40755
,,143.50685
,,143.584625
,,143.70065
,,143.807275
,,143.866425
,,143.9022
,,144.005725
,,144.173675
,,144.20705
,,144.328675
,,144.60195
,,144.640875
,,144.680925
,,144.7378
,,144.77655
