SPK_SPKC01a (no effect),SPK_SPKC05a (inhibited),SPK_SPKC08a (inhibited),SPK_SPKC09a (no effect),SPK_SPKC12a (excited),SPK_SPKC13a (excited)
,,432.886775,,,
,,432.90395,,,
,,432.93175,,,
,,432.953,,,
,,432.961875,,,
,,432.981275,,,
,,432.9973,,,
,,433.027775,,,
,,433.0569,,,
,,433.06935,,,
,,433.086275,,,
,,433.10545,,,
,,433.123875,,,
,,433.140625,,,
,,433.1627,,,
,,433.18055,,,
,,433.197125,,,
,,433.209075,,,
,,433.221275,,,
,,433.235825,,,
,,433.248375,,,
,,433.259875,,,
,,433.27695,,,
,,433.30145,,,
,,433.32655,,,
,,433.3432,,,
,,433.355575,,,
,,433.368925,,,
,,433.39435,,,
,,433.4154,,,
,,433.42225,,,
,,433.43755,,,
,,433.4468,,,
,,433.45425,,,
,,433.462725,,,
,,433.4701,,,
,,433.47855,,,
,,433.482625,,,
,,433.49225,,,
,,433.499475,,,
,,433.51945,,,
,,433.529625,,,
,,433.538375,,,
,,433.548875,,,
,,433.556975,,,
,,433.567075,,,
,,433.5959,,,
,,433.607675,,,
,,433.6225,,,
,,433.631075,,,
,,433.64845,,,
,,433.6666,,,
,,433.6773,,,
,,433.6932,,,
,,433.72495,,,
,,433.748875,,,
,,433.76385,,,
,,433.7744,,,
,,433.795375,,,
,,433.817075,,,
,,433.832575,,,
,,433.84785,,,
,,433.868625,,,
,,433.89015,,,
,,433.9139,,,
,,433.961675,,,
,,433.977275,,,
,,434.0047,,,
,,434.018525,,,
,,434.029,,,
,,434.0567,,,
,,434.077725,,,
,,434.106825,,,
,,434.139175,,,
,,434.174225,,,
,,434.1894,,,
,,434.203175,,,
,,434.228475,,,
,,434.2571,,,
,,434.287425,,,
,,434.33365,,,
,,434.359275,,,
,,434.388825,,,
,,434.4088,,,
,,434.430375,,,
,,434.472725,,,
,,434.485575,,,
,,434.50935,,,
,,434.53985,,,
,,434.56415,,,
,,434.608,,,
,,434.6286,,,
,,434.649275,,,
,,434.66345,,,
,,434.682325,,,
,,434.6934,,,
,,434.70635,,,
,,434.714275,,,
,,434.72395,,,
,,434.746425,,,
,,434.7597,,,
,,434.774175,,,
,,434.786275,,,
,,434.804875,,,
,,434.825525,,,
,,434.839225,,,
,,434.85505,,,
,,434.8726,,,
,,434.887175,,,
,,434.8994,,,
,,434.91025,,,
,,434.9204,,,
,,434.937875,,,
,,434.954,,,
,,434.961275,,,
,,434.9726,,,
,,434.9833,,,
,,434.9921,,,
,,434.9998,,,
,,435.00895,,,
,,435.01775,,,
,,435.027125,,,
,,435.0366,,,
,,435.044325,,,
,,435.052975,,,
,,435.06625,,,
,,435.0774,,,
,,435.0881,,,
,,435.114075,,,
,,435.124675,,,
,,435.13305,,,
,,435.146325,,,
,,435.154475,,,
,,435.1662,,,
,,435.18245,,,
,,435.191025,,,
,,435.21025,,,
,,435.22355,,,
,,435.235275,,,
,,435.246925,,,
,,435.262875,,,
,,435.277175,,,
,,435.2962,,,
,,435.310025,,,
,,435.320425,,,
,,435.327725,,,
,,435.3373,,,
,,435.346425,,,
,,435.356875,,,
,,435.365975,,,
,,435.379175,,,
,,435.3954,,,
,,435.414125,,,
,,435.44495,,,
,,435.4595,,,
,,435.479225,,,
,,435.4948,,,
,,435.508625,,,
,,435.5218,,,
,,435.552,,,
,,435.573075,,,
,,435.59965,,,
,,435.613275,,,
,,435.624075,,,
,,435.6334,,,
,,435.646625,,,
,,435.65775,,,
,,435.67445,,,
,,435.687425,,,
,,435.695,,,
,,435.70495,,,
,,435.717175,,,
,,435.733475,,,
,,435.7479,,,
,,435.760175,,,
,,435.7751,,,
,,435.798725,,,
,,435.83395,,,
,,435.843125,,,
,,435.855,,,
,,435.881525,,,
,,435.8997,,,
,,435.922175,,,
,,435.9389,,,
,,435.964875,,,
,,435.978725,,,
,,435.994925,,,
,,436.00835,,,
,,436.02075,,,
,,436.035875,,,
,,436.075475,,,
,,436.1009,,,
,,436.119325,,,
,,436.144075,,,
,,436.159325,,,
,,436.18795,,,
,,436.21375,,,
,,436.296125,,,
,,436.31015,,,
,,436.3215,,,
,,436.332775,,,
,,436.3531,,,
,,436.374175,,,
,,436.3837,,,
,,436.395975,,,
,,436.406425,,,
,,436.4144,,,
,,436.425125,,,
,,436.43175,,,
,,436.43885,,,
,,436.448775,,,
,,436.457125,,,
,,436.464825,,,
,,436.472925,,,
,,436.48275,,,
,,436.487425,,,
,,436.49875,,,
,,436.50645,,,
,,436.515525,,,
,,436.525475,,,
,,436.53605,,,
,,436.54455,,,
,,436.5515,,,
,,436.564,,,
,,436.57335,,,
,,436.583975,,,
,,436.5934,,,
,,436.602125,,,
,,436.61095,,,
,,436.6218,,,
,,436.6285,,,
,,436.641025,,,
,,436.651025,,,
,,436.660575,,,
,,436.67675,,,
,,436.69005,,,
,,436.702375,,,
,,436.7154,,,
,,436.728325,,,
,,436.750125,,,
,,436.764675,,,
,,436.7955,,,
,,436.822325,,,
,,436.840325,,,
,,436.859475,,,
,,436.867875,,,
,,436.878375,,,
,,436.8833,,,
,,436.891,,,
,,436.902525,,,
,,436.91705,,,
,,436.92635,,,
,,436.933875,,,
,,436.94665,,,
,,436.9572,,,
,,436.971625,,,
,,436.9861,,,
,,437.005625,,,
,,437.035525,,,
,,437.05855,,,
,,437.089975,,,
,,437.10845,,,
,,437.1416,,,
,,437.1654,,,
,,437.1763,,,
,,437.1788,,,
,,437.18975,,,
,,437.21375,,,
,,437.232725,,,
,,437.2551,,,
,,437.28795,,,
,,437.310425,,,
,,437.32445,,,
,,437.336675,,,
,,437.35085,,,
,,437.3692,,,
,,437.377625,,,
,,437.400475,,,
,,437.40975,,,
,,437.4181,,,
,,437.430825,,,
,,437.44595,,,
,,437.4579,,,
,,437.470125,,,
,,437.489875,,,
,,437.511425,,,
,,437.53775,,,
,,437.554125,,,
,,437.566325,,,
,,437.58055,,,
,,437.5921,,,
,,437.6067,,,
,,437.615575,,,
,,437.633825,,,
,,437.646175,,,
,,437.6547,,,
,,437.6629,,,
,,437.66885,,,
,,437.68055,,,
,,437.69675,,,
,,437.708925,,,
,,437.71495,,,
,,437.7246,,,
,,437.73145,,,
,,437.744475,,,
,,437.7575,,,
,,437.7774,,,
,,437.7892,,,
,,437.798075,,,
,,437.812,,,
,,437.827025,,,
,,437.839425,,,
,,437.853475,,,
,,437.8661,,,
,,437.886925,,,
,,437.901825,,,
,,437.9156,,,
,,437.928325,,,
,,437.945675,,,
,,437.95835,,,
,,437.97565,,,
,,437.989375,,,
,,438.001825,,,
,,438.015225,,,
,,438.0276,,,
,,438.05135,,,
,,438.072525,,,
,,438.089375,,,
,,438.100925,,,
,,438.1123,,,
,,438.13095,,,
,,438.1389,,,
,,438.15005,,,
,,438.160825,,,
,,438.175275,,,
,,438.182225,,,
,,438.189075,,,
,,438.200175,,,
,,438.20915,,,
,,438.2168,,,
,,438.229225,,,
,,438.240775,,,
,,438.256425,,,
,,438.27405,,,
,,438.295525,,,
,,438.312575,,,
,,438.326525,,,
,,438.348475,,,
,,438.376675,,,
,,438.390725,,,
,,438.402375,,,
,,438.419325,,,
,,438.43665,,,
,,438.462925,,,
,,438.495725,,,
,,438.54165,,,
,,438.56465,,,
,,438.58805,,,
,,438.612125,,,
,,438.623475,,,
,,438.646575,,,
,,438.68235,,,
,,438.70545,,,
,,438.738975,,,
,,438.767025,,,
,,438.794175,,,
,,438.81155,,,
,,438.825775,,,
,,438.84425,,,
,,438.85625,,,
,,438.8795,,,
,,438.8905,,,
,,438.9072,,,
,,438.92685,,,
,,438.938475,,,
,,438.951075,,,
,,438.970675,,,
,,438.998925,,,
,,439.012775,,,
,,439.0216,,,
,,439.03335,,,
,,439.0461,,,
,,439.052725,,,
,,439.064275,,,
,,439.0731,,,
,,439.08225,,,
,,439.09215,,,
,,439.115625,,,
,,439.1303,,,
,,439.148,,,
,,439.152325,,,
,,439.15935,,,
,,439.190225,,,
,,439.2169,,,
,,439.22855,,,
,,439.246925,,,
,,439.262175,,,
,,439.277275,,,
,,439.30665,,,
,,439.3347,,,
,,439.350525,,,
,,439.378875,,,
,,439.404625,,,
,,439.418175,,,
,,439.4525,,,
,,439.4689,,,
,,439.487125,,,
,,439.505,,,
,,439.52295,,,
,,439.5433,,,
,,439.555625,,,
,,439.588075,,,
,,439.61615,,,
,,439.6389,,,
,,439.6604,,,
,,439.678775,,,
,,439.711175,,,
,,439.731725,,,
,,439.742775,,,
,,439.75385,,,
,,439.7631,,,
,,439.773575,,,
,,439.78765,,,
,,439.798875,,,
,,439.8205,,,
,,439.83325,,,
,,439.846975,,,
,,439.879975,,,
,,439.902325,,,
,,439.924275,,,
,,439.96135,,,
,,439.983625,,,
,,440.011175,,,
,,440.029375,,,
,,440.045025,,,
,,440.079575,,,
,,440.123675,,,
,,440.190775,,,
,,440.21115,,,
,,440.233,,,
,,440.300425,,,
,,440.317475,,,
,,440.33335,,,
,,440.341425,,,
,,440.351925,,,
,,440.359225,,,
,,440.370925,,,
,,440.3803,,,
,,440.393275,,,
,,440.405975,,,
,,440.418675,,,
,,440.434025,,,
,,440.441225,,,
,,440.45145,,,
,,440.458375,,,
,,440.466075,,,
,,440.47585,,,
,,440.48795,,,
,,440.50285,,,
,,440.512075,,,
,,440.527975,,,
,,440.5417,,,
,,440.557175,,,
,,440.57165,,,
,,440.584325,,,
,,440.598,,,
,,440.60635,,,
,,440.616225,,,
,,440.6257,,,
,,440.63455,,,
,,440.646425,,,
,,440.658675,,,
,,440.66485,,,
,,440.674425,,,
,,440.681675,,,
,,440.690275,,,
,,440.69615,,,
,,440.705,,,
,,440.716825,,,
,,440.726025,,,
,,440.744625,,,
,,440.7532,,,
,,440.764075,,,
,,440.77895,,,
,,440.788675,,,
,,440.799075,,,
,,440.814825,,,
,,440.834625,,,
,,440.8553,,,
,,440.866975,,,
,,440.885875,,,
,,440.8968,,,
,,440.9089,,,
,,440.915,,,
,,440.92155,,,
,,440.928075,,,
,,440.9342,,,
,,440.94345,,,
,,440.9681,,,
,,440.983425,,,
,,441.01985,,,
,,441.0557,,,
,,441.076825,,,
,,441.090075,,,
,,441.112525,,,
,,441.138975,,,
,,441.162975,,,
,,441.1819,,,
,,441.196825,,,
,,441.208925,,,
,,441.2275,,,
,,441.24425,,,
,,441.256375,,,
,,441.2727,,,
,,441.27775,,,
,,441.28705,,,
,,441.296475,,,
,,441.32675,,,
,,441.33425,,,
,,441.34055,,,
,,441.34565,,,
,,441.3484,,,
,,441.3533,,,
,,441.3591,,,
,,441.3669,,,
,,441.37475,,,
,,441.3845,,,
,,441.389775,,,
,,441.395925,,,
,,441.400725,,,
,,441.407125,,,
,,441.416975,,,
,,441.430275,,,
,,441.4436,,,
,,441.4564,,,
,,441.462375,,,
,,441.4721,,,
,,441.48385,,,
,,441.4968,,,
,,441.507,,,
,,441.51775,,,
,,441.551775,,,
,,441.57115,,,
,,441.589775,,,
,,441.60995,,,
,,441.622475,,,
,,441.636325,,,
,,441.647725,,,
,,441.6616,,,
,,441.6907,,,
,,441.716225,,,
,,441.731725,,,
,,441.75385,,,
,,441.781225,,,
,,441.807975,,,
,,441.819,,,
,,441.844,,,
,,441.857025,,,
,,441.8743,,,
,,441.8894,,,
,,441.914575,,,
,,441.925975,,,
,,441.937575,,,
,,441.944675,,,
,,441.95415,,,
,,441.95545,,,
,,441.965575,,,
,,441.974075,,,
,,441.98555,,,
,,441.99495,,,
,,442.0027,,,
,,442.01175,,,
,,442.01965,,,
,,442.028625,,,
,,442.039325,,,
,,442.05575,,,
,,442.0687,,,
,,442.08365,,,
,,442.147375,,,
,,442.1619,,,
,,442.175425,,,
,,442.186725,,,
,,442.21055,,,
,,442.23145,,,
,,442.26055,,,
,,442.2741,,,
,,442.2861,,,
,,442.30345,,,
,,442.314675,,,
,,442.33265,,,
,,442.351375,,,
,,442.3789,,,
,,442.3947,,,
,,442.41605,,,
,,442.43035,,,
,,442.460425,,,
,,442.49465,,,
,,442.50915,,,
,,442.541125,,,
,,442.560025,,,
,,442.5807,,,
,,442.6063,,,
,,442.625525,,,
,,442.64985,,,
,,442.6675,,,
,,442.696125,,,
,,442.720875,,,
,,442.734825,,,
,,442.76335,,,
,,442.78235,,,
,,442.79575,,,
,,442.810175,,,
,,442.8224,,,
,,442.830675,,,
,,442.8382,,,
,,442.84155,,,
,,442.853075,,,
,,442.8606,,,
,,442.86585,,,
,,442.88,,,
,,442.8872,,,
,,442.903775,,,
,,442.910025,,,
,,442.9224,,,
,,442.9342,,,
,,442.943175,,,
,,442.95385,,,
,,442.9654,,,
,,442.97635,,,
,,442.990125,,,
,,443.0002,,,
,,443.0106,,,
,,443.028925,,,
,,443.0432,,,
,,443.05765,,,
,,443.077725,,,
,,443.097975,,,
,,443.1125,,,
,,443.130275,,,
,,443.1452,,,
,,443.16485,,,
,,443.1898,,,
,,443.2016,,,
,,443.2225,,,
,,443.2429,,,
,,443.267725,,,
,,443.2827,,,
,,443.29405,,,
,,443.332475,,,
,,443.3662,,,
,,443.3838,,,
,,443.40305,,,
,,443.4237,,,
,,443.44535,,,
,,443.45905,,,
,,443.467375,,,
,,443.479075,,,
,,443.488675,,,
,,443.4981,,,
,,443.508525,,,
,,443.5273,,,
,,443.5454,,,
,,443.5823,,,
,,443.591525,,,
,,443.605875,,,
,,443.61675,,,
,,443.647675,,,
,,443.671,,,
,,443.685,,,
,,443.7101,,,
,,443.728325,,,
,,443.761225,,,
,,443.790375,,,
,,443.808425,,,
,,443.81295,,,
,,443.8252,,,
,,443.84305,,,
,,443.846075,,,
,,443.855375,,,
,,443.87255,,,
,,443.887375,,,
,,443.907825,,,
,,443.925275,,,
,,443.935525,,,
,,443.941675,,,
,,443.9429,,,
,,443.952825,,,
,,443.962675,,,
,,443.971225,,,
,,443.97895,,,
,,443.98605,,,
,,443.995925,,,
,,444.0017,,,
,,444.009375,,,
,,444.0161,,,
,,444.021675,,,
,,444.0257,,,
,,444.030675,,,
,,444.033525,,,
,,444.036075,,,
,,444.039525,,,
,,444.044025,,,
,,444.046575,,,
,,444.055025,,,
,,444.062675,,,
,,444.0715,,,
,,444.072575,,,
,,444.07665,,,
,,444.0848,,,
,,444.100325,,,
,,444.117775,,,
,,444.1318,,,
,,444.139325,,,
,,444.148875,,,
,,444.15515,,,
,,444.16375,,,
,,444.171975,,,
,,444.181725,,,
,,444.187475,,,
,,444.1959,,,
,,444.20305,,,
,,444.21065,,,
,,444.219075,,,
,,444.23475,,,
,,444.245375,,,
,,444.2578,,,
,,444.270275,,,
,,444.28445,,,
,,444.293825,,,
,,444.30805,,,
,,444.3256,,,
,,444.3383,,,
,,444.349525,,,
,,444.3661,,,
,,444.3854,,,
,,444.4301,,,
,,444.449375,,,
,,444.4765,,,
,,444.50285,,,
,,444.52545,,,
,,444.587575,,,
,,444.6049,,,
,,444.62505,,,
,,444.651775,,,
,,444.66515,,,
,,444.685725,,,
,,444.711,,,
,,444.735475,,,
,,444.7618,,,
,,444.7846,,,
,,444.7982,,,
,,444.8111,,,
,,444.824275,,,
,,444.843875,,,
,,444.857025,,,
,,444.866275,,,
,,444.876975,,,
,,444.890475,,,
,,444.91015,,,
,,444.93035,,,
,,444.93165,,,
,,444.963375,,,
,,444.9877,,,
,,445.004125,,,
,,445.02505,,,
,,445.0347,,,
,,445.039975,,,
,,445.057875,,,
,,445.063725,,,
,,445.076575,,,
,,445.08545,,,
,,445.092875,,,
,,445.097925,,,
,,445.1065,,,
,,445.115125,,,
,,445.121725,,,
,,445.131525,,,
,,445.138425,,,
,,445.145275,,,
,,445.1543,,,
,,445.164675,,,
,,445.1776,,,
,,445.19085,,,
,,445.206025,,,
,,445.225025,,,
,,445.24365,,,
,,445.25765,,,
,,445.2643,,,
,,445.275225,,,
,,445.283475,,,
,,445.2901,,,
,,445.298425,,,
,,445.304125,,,
,,445.313825,,,
,,445.32065,,,
,,445.328925,,,
,,445.337975,,,
,,445.346275,,,
,,445.355075,,,
,,445.36915,,,
,,445.388325,,,
,,445.40415,,,
,,445.4192,,,
,,445.450025,,,
,,445.47365,,,
,,445.490875,,,
,,445.51005,,,
,,445.539925,,,
,,445.566925,,,
,,445.657825,,,
,,445.691375,,,
,,445.706375,,,
,,445.724375,,,
,,445.77425,,,
,,445.791,,,
,,445.815025,,,
,,445.850425,,,
,,445.87265,,,
,,445.90295,,,
,,445.92465,,,
,,445.9396,,,
,,445.959625,,,
,,445.995325,,,
,,446.0617,,,
,,446.07765,,,
,,446.137825,,,
,,446.154025,,,
,,446.179575,,,
,,446.2997,,,
,,446.321825,,,
,,446.3282,,,
,,446.33955,,,
,,446.3517,,,
,,446.36965,,,
,,446.4016,,,
,,446.419975,,,
,,446.438775,,,
,,446.4591,,,
,,446.465025,,,
,,446.468525,,,
,,446.47595,,,
,,446.481075,,,
,,446.489425,,,
,,446.502275,,,
,,446.50895,,,
,,446.51575,,,
,,446.525625,,,
,,446.532625,,,
,,446.54265,,,
,,446.552375,,,
,,446.56665,,,
,,446.57545,,,
,,446.5911,,,
,,446.606825,,,
,,446.61965,,,
,,446.635025,,,
,,446.653725,,,
,,446.674625,,,
,,446.69495,,,
,,446.707075,,,
,,446.73125,,,
,,446.7576,,,
,,446.782,,,
,,446.795425,,,
,,446.811125,,,
,,446.84455,,,
,,446.879525,,,
,,446.8954,,,
,,446.918925,,,
,,446.935925,,,
,,446.974575,,,
,,447.00665,,,
,,447.018625,,,
,,447.049975,,,
,,447.06595,,,
,,447.077975,,,
,,447.0881,,,
,,447.109025,,,
,,447.12215,,,
,,447.143275,,,
,,447.16615,,,
,,447.175725,,,
,,447.196875,,,
,,447.2075,,,
,,447.2157,,,
,,447.229225,,,
,,447.238225,,,
,,447.25375,,,
,,447.269775,,,
,,447.285425,,,
,,447.309225,,,
,,447.317725,,,
,,447.326225,,,
,,447.332625,,,
,,447.338125,,,
,,447.346525,,,
,,447.355125,,,
,,447.362425,,,
,,447.36915,,,
,,447.3994,,,
,,447.417275,,,
,,447.425075,,,
,,447.43435,,,
,,447.442225,,,
,,447.4534,,,
,,447.460075,,,
,,447.46635,,,
,,447.476,,,
,,447.48375,,,
,,447.49395,,,
,,447.502575,,,
,,447.51285,,,
,,447.52015,,,
,,447.529175,,,
,,447.53865,,,
,,447.570925,,,
,,447.5802,,,
,,447.5919,,,
,,447.60295,,,
,,447.604975,,,
,,447.613575,,,
,,447.6291,,,
,,447.638125,,,
,,447.64755,,,
,,447.65085,,,
,,447.68165,,,
,,447.696975,,,
,,447.712925,,,
,,447.72445,,,
,,447.736075,,,
,,447.741675,,,
,,447.75265,,,
,,447.764975,,,
,,447.7734,,,
,,447.782,,,
,,447.7951,,,
,,447.8047,,,
,,447.82195,,,
,,447.8327,,,
,,447.8418,,,
,,447.8491,,,
,,447.86345,,,
,,447.87695,,,
,,447.8839,,,
,,447.895775,,,
,,447.9122,,,
,,447.9207,,,
,,447.934325,,,
,,447.957625,,,
,,447.97555,,,
,,447.9968,,,
,,448.0251,,,
,,448.03915,,,
,,448.055075,,,
,,448.0681,,,
,,448.106925,,,
,,448.11795,,,
,,448.129025,,,
,,448.1469,,,
,,448.17295,,,
,,448.186475,,,
,,448.200675,,,
,,448.218725,,,
,,448.2373,,,
,,448.250075,,,
,,448.26085,,,
,,448.288,,,
,,448.308075,,,
,,448.3276,,,
,,448.354225,,,
,,448.388275,,,
,,448.40365,,,
,,448.43715,,,
,,448.446025,,,
,,448.46375,,,
,,448.4848,,,
,,448.491825,,,
,,448.50205,,,
,,448.51245,,,
,,448.520125,,,
,,448.526375,,,
,,448.532275,,,
,,448.542275,,,
,,448.5505,,,
,,448.56315,,,
,,448.574575,,,
,,448.58635,,,
,,448.604375,,,
,,448.62505,,,
,,448.657175,,,
,,448.683625,,,
,,448.7071,,,
,,448.730525,,,
,,448.746325,,,
,,448.75985,,,
,,448.78435,,,
,,448.8009,,,
,,448.822375,,,
,,448.852225,,,
,,448.886975,,,
,,448.90345,,,
,,448.94635,,,
,,448.96115,,,
,,448.988625,,,
,,449.012325,,,
,,449.022575,,,
,,449.07495,,,
,,449.105,,,
,,449.129225,,,
,,449.144475,,,
,,449.174025,,,
,,449.193875,,,
,,449.220475,,,
,,449.235125,,,
,,449.255325,,,
,,449.272775,,,
,,449.295475,,,
,,449.31635,,,
,,449.339775,,,
,,449.35575,,,
,,449.3712,,,
,,449.382425,,,
,,449.42155,,,
,,449.458875,,,
,,449.48575,,,
,,449.505525,,,
,,449.51855,,,
,,449.536625,,,
,,449.572775,,,
,,449.5901,,,
,,449.600875,,,
,,449.61685,,,
,,449.627775,,,
,,449.6397,,,
,,449.660425,,,
,,449.737075,,,
,,449.7549,,,
,,449.780625,,,
,,449.800425,,,
,,449.8171,,,
,,449.8291,,,
,,449.83975,,,
,,449.847025,,,
,,449.85375,,,
,,449.86135,,,
,,449.86745,,,
,,449.876025,,,
,,449.883175,,,
,,449.889775,,,
,,449.8941,,,
,,449.900575,,,
,,449.91145,,,
,,449.917275,,,
,,449.924875,,,
,,449.941325,,,
,,449.948475,,,
,,449.9559,,,
,,449.964325,,,
,,449.974325,,,
,,449.987575,,,
,,449.99495,,,
,,450.0093,,,
,,450.025225,,,
,,450.0329,,,
,,450.0535,,,
,,450.064625,,,
,,450.072825,,,
,,450.080425,,,
,,450.107425,,,
,,450.116275,,,
,,450.125225,,,
,,450.13275,,,
,,450.148,,,
,,450.1552,,,
,,450.162425,,,
,,450.17415,,,
,,450.186225,,,
,,450.19825,,,
,,450.205125,,,
,,450.206125,,,
,,450.21765,,,
,,450.2262,,,
,,450.2396,,,
,,450.2478,,,
,,450.258525,,,
,,450.2772,,,
,,450.290475,,,
,,450.3081,,,
,,450.350925,,,
,,450.375875,,,
,,450.38845,,,
,,450.4184,,,
,,450.43345,,,
,,450.45865,,,
,,450.4803,,,
,,450.50065,,,
,,450.52495,,,
,,450.542475,,,
,,450.5614,,,
,,450.59325,,,
,,450.6091,,,
,,450.622075,,,
,,450.6391,,,
,,450.6551,,,
,,450.6785,,,
,,450.689075,,,
,,450.7061,,,
,,450.71725,,,
,,450.7308,,,
,,450.7472,,,
,,450.76665,,,
,,450.7827,,,
,,450.795975,,,
,,450.803125,,,
,,450.814575,,,
,,450.83315,,,
,,450.857225,,,
,,450.871875,,,
,,450.887925,,,
,,450.90975,,,
,,450.944925,,,
,,450.964475,,,
,,450.97595,,,
,,450.989125,,,
,,451.002275,,,
,,451.02475,,,
,,451.0368,,,
,,451.08745,,,
,,451.114575,,,
,,451.124425,,,
,,451.141825,,,
,,451.1749,,,
,,451.2211,,,
,,451.253125,,,
,,451.26775,,,
,,451.28285,,,
,,451.29785,,,
,,451.3107,,,
,,451.328725,,,
,,451.3458,,,
,,451.3572,,,
,,451.37945,,,
,,451.399375,,,
,,451.414725,,,
,,451.435,,,
,,451.449275,,,
,,451.46825,,,
,,451.48845,,,
,,451.5022,,,
,,451.5139,,,
,,451.524225,,,
,,451.5355,,,
,,451.54825,,,
,,451.5596,,,
,,451.5714,,,
,,451.58295,,,
,,451.599575,,,
,,451.6119,,,
,,451.6398,,,
,,451.65325,,,
,,451.6649,,,
,,451.68465,,,
,,451.713625,,,
,,451.7318,,,
,,451.74615,,,
,,451.766975,,,
,,451.78825,,,
,,451.8008,,,
,,451.81655,,,
,,451.85305,,,
,,451.872925,,,
,,451.885725,,,
,,451.90195,,,
,,451.91795,,,
,,451.951275,,,
,,451.98,,,
,,451.9968,,,
,,452.004925,,,
,,452.017875,,,
,,452.033075,,,
,,452.04485,,,
,,452.05985,,,
,,452.093825,,,
,,452.11585,,,
,,452.123025,,,
,,452.1335,,,
,,452.1427,,,
,,452.151125,,,
,,452.167725,,,
,,452.17585,,,
,,452.18265,,,
,,452.19175,,,
,,452.207425,,,
,,452.214975,,,
,,452.2294,,,
,,452.238725,,,
,,452.251025,,,
,,452.261375,,,
,,452.2736,,,
,,452.29,,,
,,452.307175,,,
,,452.322925,,,
,,452.336325,,,
,,452.348325,,,
,,452.36015,,,
,,452.3748,,,
,,452.3965,,,
,,452.403375,,,
,,452.4156,,,
,,452.420425,,,
,,452.428175,,,
,,452.445925,,,
,,452.456025,,,
,,452.466025,,,
,,452.47725,,,
,,452.4855,,,
,,452.493625,,,
,,452.501425,,,
,,452.514825,,,
,,452.520675,,,
,,452.530375,,,
,,452.54135,,,
,,452.55095,,,
,,452.56275,,,
,,452.579225,,,
,,452.60505,,,
,,452.624125,,,
,,452.644325,,,
,,452.666025,,,
,,452.694875,,,
,,452.709975,,,
,,452.727025,,,
,,452.743,,,
,,452.7638,,,
,,452.777625,,,
,,452.793475,,,
,,452.8158,,,
,,452.833475,,,
,,452.84435,,,
,,452.8542,,,
,,452.86345,,,
,,452.87685,,,
,,452.900625,,,
,,452.9147,,,
,,452.92675,,,
,,452.9429,,,
,,452.954725,,,
,,452.98345,,,
,,452.996525,,,
,,453.008225,,,
,,453.033125,,,
,,453.04555,,,
,,453.058875,,,
,,453.0706,,,
,,453.0903,,,
,,453.10505,,,
,,453.116725,,,
,,453.1345,,,
,,453.15465,,,
,,453.174125,,,
,,453.207725,,,
,,453.2358,,,
,,453.25,,,
,,453.262725,,,
,,453.2767,,,
,,453.292775,,,
,,453.308625,,,
,,453.319725,,,
,,453.334175,,,
,,453.352025,,,
,,453.363375,,,
,,453.3886,,,
,,453.399475,,,
,,453.4141,,,
,,453.423,,,
,,453.432775,,,
,,453.4432,,,
,,453.45695,,,
,,453.49975,,,
,,453.513175,,,
,,453.527925,,,
,,453.5396,,,
,,453.55455,,,
,,453.57135,,,
,,453.582525,,,
,,453.600175,,,
,,453.61185,,,
,,453.629825,,,
,,453.6452,,,
,,453.65635,,,
,,453.676825,,,
,,453.6912,,,
,,453.7116,,,
,,453.73565,,,
,,453.75435,,,
,,453.776775,,,
,,453.795625,,,
,,453.813325,,,
,,453.8316,,,
,,453.8517,,,
,,453.875725,,,
,,453.89645,,,
,,453.908425,,,
,,453.9261,,,
,,453.929625,,,
,,453.950225,,,
,,453.97115,,,
,,453.99105,,,
,,454.0231,,,
,,454.04,,,
,,454.053625,,,
,,454.092,,,
,,454.131275,,,
,,454.16835,,,
,,454.18195,,,
,,454.1964,,,
,,454.214675,,,
,,454.224875,,,
,,454.242725,,,
,,454.25265,,,
,,454.267575,,,
,,454.286525,,,
,,454.29495,,,
,,454.314975,,,
,,454.326275,,,
,,454.3409,,,
,,454.364425,,,
,,454.382475,,,
,,454.399125,,,
,,454.416625,,,
,,454.430125,,,
,,454.445825,,,
,,454.485525,,,
,,454.511675,,,
,,454.522425,,,
,,454.5328,,,
,,454.541825,,,
,,454.55715,,,
,,454.573575,,,
,,454.59425,,,
,,454.605925,,,
,,454.6275,,,
,,454.644925,,,
,,454.6611,,,
,,454.6881,,,
,,454.6974,,,
,,454.721175,,,
,,454.739325,,,
,,454.758525,,,
,,454.774425,,,
,,454.81155,,,
,,454.848225,,,
,,454.872025,,,
,,454.881025,,,
,,454.903575,,,
,,454.950775,,,
,,454.953,,,
,,454.966625,,,
,,454.997275,,,
,,455.013975,,,
,,455.032375,,,
,,455.048425,,,
,,455.06605,,,
,,455.08175,,,
,,455.095475,,,
,,455.114275,,,
,,455.128575,,,
,,455.155575,,,
,,455.1645,,,
,,455.179975,,,
,,455.192425,,,
,,455.211425,,,
,,455.224225,,,
,,455.244175,,,
,,455.258675,,,
,,455.2719,,,
,,455.28545,,,
,,455.29435,,,
,,455.309275,,,
,,455.32025,,,
,,455.33975,,,
,,455.35905,,,
,,455.38055,,,
,,455.397375,,,
,,455.4174,,,
,,455.42785,,,
,,455.45575,,,
,,455.47195,,,
,,455.501425,,,
,,455.52135,,,
,,455.560325,,,
,,455.5823,,,
,,455.59495,,,
,,455.6193,,,
