SPK_SPKC01a (no effect),SPK_SPKC05a (inhibited),SPK_SPKC08a (inhibited),SPK_SPKC09a (no effect),SPK_SPKC12a (excited),SPK_SPKC13a (excited)
101.1313,79.72925,29.5222,64.466175,328.428175,48.999075
101.233,79.753925,29.5291,64.51735,328.464075,49.012925
101.361925,79.77505,29.543125,64.587525,328.541325,49.028075
101.3913,79.847475,29.55065,64.602475,328.6797,49.04485
101.404575,79.880275,29.5589,64.61895,328.712125,49.06535
101.431975,80.0041,29.567975,64.634475,329.326325,49.08135
101.47835,80.04305,29.58305,64.681225,329.383875,49.097525
101.55795,80.098575,29.58995,64.7635,329.5193,49.1151
101.737575,80.120625,29.599875,64.852025,329.838075,49.13385
101.89965,80.201775,29.60785,64.8898,330.096475,49.14785
101.9438,80.296725,29.61755,64.89915,330.187225,49.1748
102.0188,80.317025,29.6268,64.916325,330.25615,49.184825
102.061875,80.451875,29.638525,64.976475,330.524925,49.19875
102.144225,80.471925,29.65025,65.010325,330.6029,49.219125
102.149775,80.508625,29.662,65.030475,330.66085,49.23495
102.178375,80.51855,29.669825,65.095775,330.782925,49.264375
102.276675,80.556025,29.677625,65.134425,330.84045,49.29025
102.420875,80.583575,29.687725,65.181575,330.946025,49.31145
102.543725,80.597775,29.694625,65.235225,331.21155,49.33065
102.79685,80.619225,29.703325,65.263325,331.32345,49.344225
103.148975,80.6613,29.712475,65.2762,331.598525,49.35725
103.268825,80.694925,29.7218,65.34025,331.64265,49.37005
103.312925,80.72525,29.729225,65.37285,331.714075,49.38135
103.366875,80.7783,29.739525,65.408375,331.78985,49.394225
103.628975,80.81415,29.74925,65.423775,331.868925,49.40875
103.994975,80.84505,29.75975,65.440225,332.1545,49.43765
104.020175,80.865725,29.768975,65.47715,332.192925,49.469225
104.1256,80.892825,29.78305,65.49085,332.23165,49.499275
104.315225,80.9859,29.7933,65.50815,332.2859,49.51055
104.37935,81.0112,29.8049,65.526875,332.3826,49.5227
104.48405,81.030025,29.813125,65.5627,332.440325,49.543625
104.917425,81.142525,29.825875,65.60855,332.56085,49.560625
105.04515,81.1676,29.832425,65.65255,332.644875,49.59755
105.198425,81.1918,29.8413,65.703025,332.745325,49.621125
105.2705,81.227925,29.8544,65.74175,332.8598,49.635075
105.3048,81.2605,29.8611,65.775675,332.89905,49.660475
105.4225,81.3074,29.8734,65.822775,333.1608,49.67035
105.529475,81.3299,29.88255,65.84695,333.34805,49.68705
105.5855,81.37265,29.891025,65.87225,333.48755,49.705525
105.6096,81.395275,29.905125,65.916575,333.521525,49.72175
105.655675,81.44945,29.915025,65.935,333.647725,49.73805
105.69665,81.59835,29.926,65.976825,333.657075,49.8125
105.729875,81.633175,29.93915,66.008375,333.6605,49.85385
105.83285,81.653925,29.94905,66.03465,333.8783,49.872
106.081975,81.687925,29.961325,66.0494,334.622175,49.884925
106.27685,81.719825,29.97605,66.079225,334.8559,49.906975
106.2971,81.754725,29.98295,66.2242,335.037525,49.9269
106.354,81.7992,29.994625,66.250425,335.14235,49.97525
106.4756,81.818775,30.01125,66.285875,335.383525,49.990225
106.635375,81.846075,30.01905,66.3316,335.567475,50.033375
106.64475,81.872425,30.028775,66.364775,335.572775,50.057075
106.672575,81.910075,30.04725,66.392875,335.67585,50.10115
106.683075,81.9457,30.05655,66.405325,335.8012,50.1393
106.688125,81.961375,30.0812,66.427325,335.866825,50.169
106.714675,81.988525,30.088175,66.46465,335.905775,50.18895
106.728025,82.023175,30.103225,66.4836,336.3042,50.205225
106.7418,82.066575,30.11295,66.498875,336.649375,50.22215
106.76575,82.085925,30.123575,66.546075,337.30935,50.234225
106.808,82.1143,30.1322,66.606625,337.605425,50.24515
106.835325,82.135675,30.149125,66.6309,337.7603,50.259375
106.860475,82.177425,30.159175,66.65175,337.918875,50.2742
106.886,82.2149,30.165575,66.722525,338.2839,50.28805
106.910975,82.2509,30.18075,66.74105,338.421825,50.312325
106.932875,82.271475,30.191475,66.792925,338.5037,50.33695
106.9475,82.375525,30.2003,66.80895,338.539925,50.3515
106.955425,82.430925,30.225025,66.852075,338.548775,50.36765
106.969275,82.45545,30.24245,66.871875,338.551575,50.379875
106.985725,82.49955,30.25405,66.878925,338.671925,50.3967
107.009675,82.52205,30.264575,66.8818,338.7462,50.411075
107.0244,82.563975,30.272375,66.9177,338.8189,50.423075
107.032425,82.57805,30.28275,66.976075,338.83515,50.443725
107.059475,82.5893,30.2966,67.003825,339.036725,50.456175
107.087075,82.599825,30.3047,67.03065,339.156725,50.472275
107.103125,82.6099,30.319125,67.04115,339.20175,50.483125
107.124375,82.617125,30.330025,67.074125,339.25295,50.521575
107.16925,82.63955,30.353375,67.0909,339.457775,50.5355
107.199225,82.68825,30.362975,67.12035,339.46365,50.55395
107.21955,82.7211,30.37955,67.138475,339.469025,50.588275
107.240875,82.749475,30.396225,67.1515,339.588025,50.6071
107.254875,82.779975,30.41315,67.168075,339.594125,50.62435
107.275775,82.7966,30.423625,67.18645,339.59685,50.643275
107.292225,82.810825,30.435875,67.202025,339.59945,50.6588
107.322925,82.81865,30.44845,67.25225,339.60445,50.6753
107.3338,82.821,30.463825,67.267325,339.94495,50.6844
107.345425,82.830925,30.4762,67.279225,339.947475,50.7008
107.3827,82.859775,30.5002,67.323725,339.9665,50.732975
107.39835,82.874625,30.516625,67.34685,340.130025,50.752325
107.42765,82.8897,30.532775,67.359325,340.605375,50.7628
107.44665,82.911175,30.5439,67.367825,340.884975,50.77625
107.502625,82.928,30.5774,67.373425,340.960975,50.81265
107.532775,82.951875,30.593575,67.412225,341.0089,50.831525
107.554075,83.027125,30.60945,67.4309,341.13375,50.846425
107.57495,83.070825,30.625425,67.4791,341.286675,50.8589
107.6099,83.088375,30.642025,67.491975,341.390925,50.87095
107.610875,83.1239,30.658175,67.51395,341.556575,50.88315
107.62175,83.14625,30.6764,67.521175,341.567425,50.894225
107.63885,83.179425,30.694525,67.557825,341.577225,50.90735
107.659825,83.1905,30.71035,67.580375,341.593075,50.91995
107.70655,83.212025,30.7506,67.619025,341.6586,50.93135
107.746525,83.21655,30.78065,67.669275,341.691425,50.944075
107.7879,83.28425,30.801525,67.682725,342.230575,50.9671
107.8755,83.30245,30.86425,67.686675,342.39675,50.986675
107.8959,83.336875,30.8787,67.805775,342.436375,51.001325
107.9124,83.458925,30.8943,67.815475,342.457625,51.005
107.959525,83.4821,30.937325,67.831925,342.4655,51.0325
107.979275,83.509425,30.9696,67.8398,342.532275,51.04605
107.991525,83.53005,30.99425,67.8428,342.53915,51.0606
108.0046,83.546525,31.0526,67.875425,342.585925,51.074975
108.028875,83.5611,31.06865,67.898375,343.0128,51.08895
108.0505,83.5717,31.086325,67.913175,343.03285,51.102925
108.073325,83.579375,31.11295,67.9349,343.1624,51.13335
108.106125,83.597475,31.1321,67.9861,343.168775,51.1596
108.13385,83.607875,31.16455,67.99465,343.23085,51.170675
108.1603,83.6244,31.1782,68.01275,343.251575,51.184325
108.2321,83.64335,31.195375,68.045825,343.653225,51.211175
108.2726,83.648325,31.2143,68.05545,344.058225,51.22625
108.345875,83.7198,31.258275,68.070975,344.16715,51.2386
108.4114,83.7949,31.2837,68.0992,344.2834,51.280125
108.4406,83.807,31.2967,68.114225,344.4385,51.2927
108.47045,83.829475,31.309625,68.1417,344.50115,51.308875
108.500425,83.861175,31.3208,68.2014,344.678175,51.319725
108.504925,83.8761,31.332625,68.268075,344.78055,51.331375
108.540675,83.9193,31.345325,68.298375,345.0876,51.35085
108.570075,83.95435,31.367425,68.31625,345.22895,51.3625
108.616625,83.9937,31.38805,68.32555,345.494175,51.380775
108.6544,84.0349,31.40435,68.327675,345.675775,51.39135
108.80795,84.0747,31.42135,68.36065,345.906075,51.40205
108.97915,84.083825,31.432175,68.4672,346.073,51.414325
109.2902,84.087675,31.4415,68.6474,346.1604,51.44595
109.406475,84.099625,31.45905,68.709,346.2832,51.4576
109.43065,84.113225,31.48965,68.777575,346.340525,51.47
109.447675,84.14935,31.51935,68.7922,346.614425,51.483125
109.769975,84.1541,31.531675,68.836625,346.662625,51.49465
109.80965,84.192375,31.5447,68.8722,347.1576,51.5084
109.8472,84.250025,31.561075,68.88485,347.184975,51.519175
110.291775,84.2522,31.582125,68.931,348.055325,51.538675
110.530475,84.27255,31.596025,68.93325,348.119025,51.564825
110.616825,84.296825,31.6074,68.989375,348.2109,51.61635
110.865275,84.303,31.621125,69.008875,348.317825,51.629975
110.91725,84.331525,31.633775,69.040275,348.3394,51.656975
111.098825,84.37225,31.64525,69.078925,348.36845,51.67205
111.116075,84.4206,31.648025,69.12,348.504125,51.689175
111.149775,84.46345,31.6562,69.152425,348.54995,51.703625
111.206225,84.484925,31.6734,69.269775,348.619275,51.730475
111.22145,84.5037,31.692225,69.276825,348.7272,51.7416
111.2471,84.517,31.703975,69.321425,348.83965,51.771475
111.354025,84.542725,31.721225,69.34985,348.873875,51.7825
111.4963,84.56085,31.7341,69.379925,349.18015,51.7981
111.655675,84.599275,31.754925,69.412125,349.314225,51.813175
111.771475,84.630575,31.7748,69.439275,349.56695,51.82845
111.799175,84.63965,31.787,69.47495,349.70045,51.859125
111.8524,84.662525,31.799875,69.518875,350.024725,51.871925
112.0371,84.706,31.809125,69.590325,350.077975,51.895175
112.06055,84.7411,31.820325,69.607725,350.0837,51.910675
112.29715,84.77095,31.830075,69.639825,350.300475,51.9233
112.314375,84.821775,31.844725,69.698825,350.442375,51.948225
112.34435,84.839,31.855575,69.7199,351.9042,51.967675
112.464025,84.969575,31.869425,69.77255,352.954375,51.984425
112.544,85.0093,31.88875,69.7928,353.015275,52.000925
112.57215,85.039225,31.90065,69.80745,353.225875,52.02185
112.5831,85.1591,31.924,69.856975,353.4153,52.034625
112.86575,85.2056,31.94585,69.890075,353.432425,52.09595
113.01805,85.371175,31.964025,69.90175,353.47795,52.1144
113.038,85.47655,31.994,69.92425,353.5009,52.129225
113.25305,85.506975,32.0127,69.931975,353.51645,52.140075
113.3892,85.553975,32.04845,69.9722,353.55925,52.154325
113.42615,85.575225,32.0598,70.02205,353.615325,52.17845
113.467475,85.58825,32.074475,70.0435,353.6932,52.1902
113.5103,85.6233,32.08725,70.076825,353.7747,52.206025
113.566625,85.6268,32.1204,70.115625,353.881925,52.225275
113.647125,85.73135,32.1444,70.1315,353.911975,52.255425
113.6983,85.789,32.169225,70.1665,354.3255,52.271575
113.8662,86.092875,32.211775,70.1927,354.394425,52.28735
113.9624,86.120825,32.22535,70.214575,354.471775,52.325475
114.058325,86.199825,32.252425,70.2361,354.5251,52.345325
114.147575,86.285125,32.2716,70.250175,354.560275,52.394575
114.20505,86.323,32.314225,70.26025,354.59165,52.4053
114.279325,86.480075,32.33595,70.280375,354.61845,52.41765
114.293575,86.50135,32.35395,70.327025,354.75465,52.430125
114.6491,86.550075,32.367975,70.3473,354.777,52.4426
114.714225,86.643425,32.3981,70.371175,354.869125,52.457725
114.8973,86.693125,32.43465,70.376225,355.0032,52.468025
115.04145,86.9081,32.4779,70.3951,355.1507,52.4829
115.31395,87.134775,32.5328,70.411025,355.4082,52.5029
115.3533,87.15555,32.558375,70.441875,355.429275,52.54195
115.4048,87.28975,32.6055,70.467175,355.751,52.5518
115.411425,87.3238,32.657825,70.498325,356.115625,52.566125
115.54725,87.4353,32.6738,70.678475,357.26115,52.5841
115.655975,87.548325,32.691975,70.7069,357.298725,52.59485
115.711175,87.634775,32.71275,70.725475,357.50335,52.612725
115.748125,87.65475,32.7337,70.762825,357.612675,52.62695
115.87495,87.66865,32.75015,70.806025,357.70525,52.71175
115.927175,87.68225,32.765325,70.876,357.962725,52.71365
115.985725,87.709975,32.7762,70.905875,357.98905,52.726025
116.0092,87.747425,32.786375,70.9399,358.077675,52.7407
116.07165,87.763325,32.798625,70.9635,358.102925,52.758
116.107475,87.77875,32.813975,71.001675,358.134875,52.77335
116.209775,87.794175,32.8238,71.0231,358.1399,52.7958
116.271025,87.82245,32.842325,71.0445,358.151175,52.81385
116.4335,87.846625,32.8629,71.070725,358.295625,52.848825
116.47495,87.8722,32.87595,71.085,358.310075,52.875525
116.59215,87.876475,32.887325,71.1883,358.349125,52.90545
116.8836,87.91165,32.908625,71.21755,358.58535,52.92205
116.9994,87.9658,32.937825,71.2457,358.79945,52.981025
117.02985,88.019125,32.9597,71.271475,358.8184,53.0288
117.132325,88.04425,32.9773,71.32325,358.93825,53.048
117.17535,88.086825,32.991,71.3651,358.998075,53.075575
117.191125,88.35865,33.0141,71.404525,359.073775,53.090075
117.209025,88.42585,33.0305,71.409375,359.142075,53.115575
117.255475,88.49615,33.064875,71.48515,359.450075,53.157925
117.294025,88.746675,33.121,71.524875,359.567,53.187575
117.32035,88.78075,33.13405,71.578775,359.599525,53.205875
117.3461,88.822775,33.159225,71.597775,359.7246,53.22585
117.348025,89.0414,33.17545,71.61285,359.746,53.2587
117.37485,89.124175,33.2048,71.68245,359.8691,53.283725
117.3955,89.15935,33.222575,71.728775,359.948425,53.299
117.4098,89.221025,33.2425,71.745225,359.9698,53.3162
117.422625,89.312025,33.262,71.756975,360.00125,53.332975
117.43975,89.387625,33.274075,71.797975,360.1176,53.3489
117.4896,89.474325,33.317,71.803825,360.267375,53.3499
117.506675,89.516525,33.34035,71.863575,360.458225,53.3608
117.511075,89.5384,33.37535,71.884875,361.2204,53.374475
117.54925,89.5397,33.396825,71.94745,361.284925,53.391925
117.561975,89.576825,33.426425,71.974575,361.4403,53.4038
117.570025,89.60745,33.445975,71.995225,361.563325,53.4215
117.586025,89.626375,33.474025,72.0819,361.589025,53.4379
117.601475,89.65795,33.490975,72.117525,361.61775,53.454625
117.6104,89.705525,33.5119,72.130425,361.6983,53.468425
117.637225,89.72765,33.531875,72.132175,361.71325,53.48265
117.691475,89.731125,33.5492,72.149175,361.776575,53.498025
117.7145,89.761775,33.5951,72.167525,361.836,53.51495
117.7541,89.88065,33.61505,72.185225,361.8751,53.5698
117.812075,89.909075,33.6546,72.208375,361.93125,53.602525
117.8375,89.937875,33.676925,72.2811,361.952675,53.672025
117.84585,89.955725,33.6975,72.373875,361.979475,53.704175
117.85055,90.01795,33.7217,72.474275,361.98245,53.7254
117.889025,90.064525,33.75005,72.482925,361.993725,53.739725
117.9028,90.100625,33.765675,72.496275,362.058875,53.75775
117.912575,90.18915,33.7789,72.545925,362.15555,53.7843
117.93065,90.345275,33.791125,72.573475,362.195675,53.7991
117.9498,90.484275,33.817675,72.625,362.28665,53.815
117.964825,90.5072,33.836575,72.7392,362.317875,53.82815
117.976975,90.529975,33.85225,72.747725,362.451425,53.8571
117.987975,90.55525,33.867675,72.768875,362.5641,53.869825
118.008975,90.596825,33.885025,72.82205,362.69755,53.880475
118.021875,90.61275,33.895175,72.834975,362.73665,53.91955
118.035425,90.628,33.90825,72.85875,362.760825,53.96085
118.037325,90.73065,33.926025,72.8843,362.93435,53.9722
118.045375,90.8787,33.950225,72.905625,363.2267,54.03775
118.0673,90.928225,33.962475,72.961075,363.2713,54.055225
118.073175,90.97825,33.9772,73.02665,363.314325,54.073125
118.0994,91.14685,33.99185,73.06745,363.4943,54.11255
118.118425,91.240625,34.00345,73.08985,363.610875,54.130375
118.137625,91.286525,34.0147,73.105525,363.803875,54.16385
118.150775,91.33965,34.03225,73.176775,364.5138,54.182525
118.228525,91.4064,34.0563,73.1852,364.772025,54.195525
118.266825,91.535025,34.0727,73.2174,364.917525,54.207725
118.273225,91.56525,34.086225,73.227075,364.929025,54.25825
118.280275,91.6091,34.11095,73.24195,365.198875,54.270325
118.310075,91.6336,34.1416,73.259525,365.315725,54.29815
118.332375,91.656525,34.155575,73.26305,365.586025,54.3317
118.358875,91.680825,34.169425,73.301475,365.624775,54.344
118.4004,91.752075,34.180875,73.313775,365.731325,54.381625
118.4185,91.791475,34.194225,73.33235,365.754975,54.440475
118.449925,91.881975,34.210475,73.356575,365.872375,54.497675
118.502075,91.910075,34.2294,73.40475,366.018,54.562325
118.532775,91.9929,34.252025,73.424475,366.070475,54.581775
118.55245,92.043475,34.263075,73.4465,366.25815,54.6037
118.568775,92.18455,34.277975,73.46905,366.418525,54.642825
118.585475,92.22455,34.315,73.477975,366.724475,54.659025
118.60225,92.302325,34.3553,73.536975,366.78315,54.67365
118.62285,92.346925,34.3741,73.5567,366.868425,54.68825
118.636025,92.418075,34.40185,73.576125,366.9903,54.70815
118.656575,92.4663,34.421925,73.606,367.100625,54.7358
118.69175,92.578525,34.436675,73.6387,367.144975,54.778275
118.74615,92.61085,34.483625,73.64235,367.265275,54.791225
118.772925,92.647275,34.5178,73.65175,367.36195,54.80965
118.82875,92.679975,34.537775,73.68265,367.410225,54.82995
118.8611,92.800725,34.564275,73.701675,367.438325,54.8458
118.96085,92.83935,34.5876,73.728325,367.457,54.881875
119.0144,92.89775,34.62525,73.769175,367.539175,54.89125
119.042975,93.013575,34.653125,73.82405,367.8847,54.902675
119.05805,93.12215,34.67355,73.864525,367.98175,54.918275
119.06165,93.148725,34.683725,73.911125,368.03745,54.954575
119.0722,93.188775,34.691475,73.9585,368.148925,54.9732
119.109475,93.209825,34.71035,73.986275,368.245775,55.02295
119.12545,93.264775,34.718775,74.0053,368.392575,55.194975
119.138375,93.3494,34.7239,74.048475,368.4179,55.216575
119.1621,93.353225,34.73065,74.06425,368.4369,55.2383
119.1795,93.377875,34.739425,74.07615,368.8107,55.277325
119.209225,93.42665,34.746525,74.108525,368.940925,55.2905
119.216625,93.4476,34.771925,74.124675,368.9845,55.303725
119.287275,93.55165,34.78545,74.17155,369.00885,55.324675
119.296525,93.59435,34.79555,74.20935,369.3271,55.397325
119.31465,93.716375,34.805625,74.263675,370.02065,55.472675
119.326875,93.736,34.817425,74.2738,370.705575,55.585975
119.338125,93.785275,34.831325,74.34325,371.43715,55.601925
119.347725,93.825925,34.84135,74.38015,371.583525,55.6302
119.361025,93.97195,34.8579,74.458725,372.40995,55.681225
119.401225,94.0129,34.87355,74.484675,372.681575,55.720925
119.416175,94.03995,34.88965,74.501325,372.7402,55.7903
119.421925,94.057575,34.900225,74.524525,372.75215,55.81555
119.4341,94.080675,34.91755,74.551,372.859,55.8287
119.488525,94.09805,34.93185,74.57875,372.969475,55.84815
119.513725,94.14285,34.953375,74.5984,373.01885,55.868825
119.539,94.28555,34.9932,74.6168,373.081675,55.910625
119.55385,94.327125,35.00895,74.648025,373.08345,55.968925
119.624025,94.353275,35.0284,74.681475,373.2741,56.057975
119.659125,94.43735,35.0482,74.697775,373.6236,56.087475
119.6806,94.444175,35.0711,74.709075,373.700425,56.105225
119.70465,94.4697,35.0963,74.72455,374.02095,56.14315
119.7503,94.498275,35.11035,74.730825,374.104325,56.181125
119.83345,94.535025,35.125825,74.7387,374.2557,56.2237
119.922075,94.562075,35.149225,74.7623,374.26835,56.2505
120.07465,94.5967,35.1857,74.843325,374.321025,56.274525
120.177475,94.616675,35.212475,74.92155,374.57215,56.322675
120.18915,94.66985,35.248,74.942575,374.72315,56.35025
120.22285,94.7112,35.2757,74.9681,374.726275,56.388375
120.26335,94.7306,35.2919,75.068375,374.86685,56.4233
120.265475,94.778975,35.3539,75.0877,374.9738,56.44005
120.2904,94.8043,35.373075,75.100275,375.088575,56.457225
120.324225,94.832725,35.40095,75.173075,375.162825,56.64255
120.36305,94.850025,35.42275,75.197375,375.517875,56.670825
120.62825,94.868375,35.44515,75.244925,375.561575,56.68855
120.651475,94.8881,35.461675,75.268925,375.793125,56.70055
120.6689,94.9219,35.4962,75.2996,375.92375,56.72335
120.683125,94.976075,35.521525,75.318725,376.215725,57.123375
120.6988,95.002925,35.543725,75.3416,376.35435,57.14105
120.71805,95.0068,35.5615,75.37495,378.0556,57.16395
120.751125,95.030025,35.578675,75.3969,378.572025,57.356925
120.7681,95.073,35.593925,75.43575,379.052025,57.371875
120.795025,95.107825,35.610675,75.4848,379.18525,57.386975
120.9015,95.190025,35.656,75.5694,379.51165,57.427125
120.924675,95.196075,35.678625,75.597125,379.670325,57.64965
120.93365,95.207125,35.6897,75.61615,379.7988,57.666175
120.973025,95.23755,35.699175,75.665475,379.8363,57.6888
121.011225,95.2515,35.7085,75.6933,379.897475,57.7068
121.0315,95.269925,35.722925,75.70675,380.47185,57.7196
121.052875,95.278925,35.740025,75.720075,380.520975,57.74025
121.0902,95.28735,35.755675,75.732975,380.5769,57.96175
121.0949,95.3006,35.767825,75.757925,380.609325,57.998675
121.150025,95.3406,35.78305,75.760975,380.681725,58.01605
121.165125,95.3674,35.80225,75.77475,380.832975,58.029875
121.220775,95.3926,35.8217,75.8245,380.93985,58.048075
121.353325,95.4201,35.83425,75.891925,380.967525,58.07535
121.405475,95.48165,35.846575,75.924675,381.1453,58.123375
121.488475,95.483225,35.859125,75.936475,381.261,58.2008
121.819175,95.5025,35.874925,75.9703,381.36205,58.23245
122.221925,95.516675,35.889375,75.997725,381.4429,58.2494
122.419725,95.53595,35.908025,76.017,381.63705,58.2933
122.520575,95.5535,35.92005,76.0401,381.6785,58.31995
122.6075,95.571475,35.93355,76.065875,381.886675,58.345
122.7381,95.61815,35.942675,76.114625,382.024575,58.361775
122.798275,95.64195,35.965225,76.22145,382.0478,58.38415
122.8728,95.6997,35.98815,76.245575,382.0595,58.407275
122.93505,95.7083,36.00885,76.27675,382.1418,58.4295
123.0283,95.76535,36.0303,76.345425,382.260325,58.454625
123.188925,95.83705,36.05685,76.35965,382.42275,58.4568
123.312025,95.86725,36.0932,76.377825,382.50975,58.49125
123.502675,95.891675,36.11625,76.436925,382.6915,58.538325
123.6915,95.92,36.12645,76.499525,382.893775,58.56985
123.728075,95.94705,36.143725,76.5156,383.060475,58.599175
123.828125,95.9836,36.167125,76.532775,383.1789,58.615525
123.923,96.012975,36.1964,76.563275,383.1825,58.6274
123.9963,96.11095,36.213375,76.58695,383.210075,58.6486
124.079325,96.185225,36.231025,76.603875,383.254225,58.815125
124.263775,96.2187,36.24675,76.626675,383.279925,58.934575
124.274,96.2673,36.261075,76.648775,383.30725,58.94495
124.332025,96.298125,36.27045,76.6661,383.464325,58.991875
124.532675,96.334475,36.284625,76.7148,383.91,59.01135
124.573975,96.37155,36.30185,76.771975,384.35705,59.030725
124.680775,96.390625,36.3181,76.838925,384.909475,59.0458
124.8464,96.409225,36.329025,76.8701,384.99125,59.064775
125.0055,96.436125,36.34425,76.889975,385.053775,59.0939
125.070175,96.47485,36.35775,76.925175,385.075225,59.117775
125.2369,96.4925,36.379,77.0059,385.094,59.13475
125.296175,96.5188,36.402675,77.02835,385.5247,59.1573
125.334575,96.535775,36.419075,77.18005,385.5953,59.2889
125.355325,96.592875,36.4319,77.22885,385.613725,59.310325
125.59435,96.628575,36.44645,77.26035,385.622925,59.3261
125.676475,96.646225,36.4574,77.32665,385.6288,59.34345
126.15555,96.647975,36.466325,77.350325,386.5789,59.361475
126.525775,96.68665,36.47535,77.36495,386.920825,59.385725
126.5776,96.733275,36.488,77.40975,387.39205,59.41065
126.68165,96.784625,36.49745,77.473625,387.653425,59.444175
126.76525,96.948875,36.499525,77.5322,387.8275,59.461625
126.798575,96.974725,36.508775,77.55635,387.8949,59.5176
126.868125,97.018125,36.52245,77.57115,387.9204,59.536525
126.896,97.028125,36.535625,77.58955,387.945225,59.5655
127.044675,97.04755,36.544625,77.5988,387.97685,59.58515
127.06,97.05655,36.5609,77.606,388.07215,59.662425
127.184125,97.0911,36.578325,77.610575,388.10465,59.6783
127.303625,97.1118,36.601325,77.659175,388.1493,59.693625
127.393275,97.130175,36.611275,77.711825,388.252875,59.9356
127.58345,97.147425,36.634075,77.727875,388.401575,59.9637
127.617575,97.226625,36.647425,77.77725,388.527725,60.005625
127.879175,97.24635,36.652975,77.784725,388.7636,60.044125
127.970075,97.296275,36.65655,77.7916,388.833475,60.051875
128.000025,97.31485,36.6613,77.81425,388.9617,60.081675
128.089625,97.316225,36.664,77.890275,389.341125,60.1045
128.222125,97.3601,36.669375,77.9528,389.661625,60.12635
128.22995,97.390775,36.678,78.021875,389.737975,60.144825
128.331575,97.413675,36.681125,78.089275,389.816075,60.17205
128.472275,97.438275,36.6876,78.10065,390.2806,60.198725
128.6618,97.444175,36.69195,78.128425,390.353175,60.25185
128.70055,97.458775,36.697025,78.13475,390.46,60.282425
128.721475,97.490875,36.70295,78.163225,390.60835,60.372775
128.852075,97.55135,36.70815,78.16765,390.690175,60.4308
128.8927,97.581825,36.718825,78.180825,390.7258,60.46355
129.104575,97.60235,36.7237,78.18695,390.8765,60.49845
129.40595,97.630925,36.743425,78.251075,390.9144,60.526825
129.515025,97.671075,36.74885,78.300025,390.950675,60.546475
129.561725,97.701975,36.7547,78.331525,391.22835,60.632525
129.59975,97.738725,36.7604,78.3478,391.2839,60.658675
129.712825,97.745775,36.7673,78.354225,391.412875,60.67415
129.944425,97.755725,36.771475,78.3707,391.449225,60.7439
129.967025,97.79905,36.7766,78.41135,391.499525,60.754825
130.3607,97.87435,36.782225,78.43495,391.54955,60.871925
130.44055,97.912725,36.790925,78.4441,391.643625,60.8899
130.48465,97.939175,36.79655,78.4729,391.707975,60.90795
130.6317,97.958325,36.802525,78.531225,391.9816,60.925875
130.690075,97.974925,36.81135,78.536225,392.978725,60.951225
130.72265,97.996925,36.816975,78.549875,393.499125,60.971175
130.770975,98.05495,36.8205,78.566125,393.769275,60.9955
130.85995,98.10085,36.825275,78.576525,394.1539,61.0255
131.014175,98.1944,36.836275,78.594725,394.275775,61.042075
131.041525,98.273075,36.844975,78.6199,394.52165,61.05995
131.245375,98.4665,36.849175,78.644325,394.5425,61.089325
131.272425,98.50595,36.855475,78.686825,394.64295,61.112675
131.325975,98.61805,36.8616,78.7071,394.6787,61.1304
131.36165,98.634,36.876175,78.741475,394.75445,61.150825
131.4021,98.650525,36.88235,78.788625,394.832,61.1726
131.43125,98.669625,36.88715,78.80105,394.85425,61.2031
131.503625,98.703625,36.8919,78.85705,394.942875,61.2209
131.570875,98.730625,36.9021,78.922,395.007975,61.2577
131.6745,98.752925,36.9066,78.945075,395.31875,61.283425
131.777125,98.795125,36.91225,79.001275,395.368475,61.345475
131.866025,98.82235,36.9176,79.0356,395.44055,61.5481
131.96345,98.8738,36.9228,79.064225,395.6545,61.5837
132.0261,98.927,36.931175,79.078275,395.71755,61.6005
132.0583,98.952,36.939025,79.109575,395.740025,61.625175
132.133825,99.013425,36.948075,79.1362,395.89365,61.653
132.21825,99.028,36.9557,79.180975,395.91175,61.6929
132.38115,99.0467,36.96535,79.226625,396.0629,61.709625
132.40535,99.05935,36.974575,79.26385,396.09795,61.730325
132.420925,99.122375,36.990625,79.27595,396.145475,61.755775
132.448425,99.183525,37.001925,79.32645,396.18405,61.799525
132.468725,99.204975,37.014925,79.33525,396.288875,61.8123
132.48745,99.233675,37.02775,79.340375,396.3284,61.853925
132.50775,99.277325,37.04785,79.34865,396.35535,61.890075
132.541475,99.29115,37.064225,79.38165,396.54245,61.91015
132.563425,99.302325,37.0781,79.38775,396.57535,61.925875
132.57395,99.35735,37.092375,79.3989,396.88615,61.94155
132.591825,99.399925,37.10445,79.410575,397.003675,61.965675
132.598925,99.42485,37.11615,79.427625,397.0996,61.987675
132.61575,99.46925,37.134225,79.439975,397.2201,62.004075
132.632725,99.4902,37.147725,79.4568,397.331975,62.02405
132.6406,99.55085,37.160925,79.486625,397.3704,62.0386
132.674,99.5657,37.171075,79.553575,397.38885,62.051825
132.687275,99.5907,37.1957,79.55615,397.42575,62.06405
132.6995,99.63055,37.210775,79.58755,397.56795,62.081625
132.719175,99.672675,37.238625,79.5996,397.70315,62.096525
132.75135,99.69895,37.2553,79.64995,397.997525,62.121725
132.7654,99.826675,37.27005,79.67725,398.020275,62.15
132.792375,99.881875,37.27965,79.7263,398.0395,62.171125
132.8112,100.009475,37.28665,79.74585,398.0477,62.20685
