SPK_SPKC09a (no response),SPK_SPKC10a (inhi),SPK_SPKC13b (inhi),SPK_SPKC14a (no response),SPK_SPKC15a (inhi)
,242.582525,252.96305,160.95245,236.55005
,242.629575,253.0254,160.982075,236.63665
,242.63165,253.0412,160.999675,236.6918
,242.6767,253.0508,161.01645,236.741575
,242.716775,253.068575,161.054125,236.778325
,242.730725,253.077125,161.0724,236.843275
,242.775175,253.128475,161.0796,236.88885
,242.813425,253.1346,161.096975,236.95355
,242.8365,253.190925,161.11765,236.99925
,242.84835,253.229525,161.1355,237.06195
,242.8784,253.31115,161.169775,237.118025
,242.8827,253.348675,161.189875,237.135775
,242.9056,253.35255,161.260875,237.170225
,242.921325,253.534925,161.300575,237.2478
,242.927625,253.66165,161.316025,237.3207
,242.93135,253.675375,161.340025,237.403625
,242.965725,253.8211,161.344925,237.448475
,243.183625,253.866975,161.358375,237.483925
,243.2564,253.911575,161.37145,237.5141
,243.309075,254.013,161.402225,237.556675
,243.3639,254.060075,161.4256,237.623025
,243.427325,254.09915,161.432575,237.670925
,243.468525,254.128075,161.447125,237.706175
,243.4967,254.151525,161.459325,237.733675
,243.503925,254.18025,161.4928,237.805525
,243.517775,254.225325,161.5166,237.952725
,243.551975,254.2982,161.54315,237.995775
,243.623875,254.334775,161.55115,238.03615
,243.70705,254.373075,161.565225,238.049175
,243.7397,254.63275,161.582075,238.0866
,243.843275,254.702875,161.607,238.147875
,243.874975,254.73715,161.6184,238.22535
,243.915325,255.0251,161.6285,238.300625
,243.9393,255.4743,161.631275,238.34675
,243.97635,255.802075,161.66405,238.37805
,243.984825,255.81055,161.68995,238.444875
,244.000475,255.839525,161.717275,238.4816
,244.0018,255.8646,161.72465,238.513225
,244.020725,255.885275,161.74655,238.606125
,244.047975,255.932025,161.7673,238.654175
,244.084125,256.246125,161.782775,238.69775
,244.1135,256.3518,161.822175,238.738325
,244.145375,256.38455,161.840875,238.754375
,244.18615,256.4763,161.858,238.789525
,244.2533,256.4938,161.880275,238.859625
,244.3306,256.541075,161.8931,238.9217
,244.465225,256.57625,161.90605,239.055675
,244.5648,256.586425,161.93725,239.082825
,244.568425,256.598025,161.955275,239.149975
,244.602225,256.62355,161.9791,239.189075
,244.672975,256.636125,161.991375,239.279525
,244.7111,256.645475,162.0116,239.3283
,244.7479,256.6629,162.03135,239.467525
,244.80165,256.6672,162.048475,239.538025
,244.819375,256.674775,162.08845,239.6265
,244.89005,256.708975,162.109,239.637925
,244.9478,256.73445,162.12525,239.7516
,245.059425,256.76465,162.150475,239.772625
,245.172125,256.79465,162.154325,239.806175
,245.179675,256.8195,162.170925,239.828925
,245.223125,256.8696,162.231725,239.83675
,245.23175,256.9387,162.2514,239.865525
,245.263675,257.0522,162.266075,239.894975
,245.300925,257.085875,162.290325,239.9272
,245.343275,257.096925,162.326,239.995025
,245.61595,257.15355,162.362825,240.038225
,245.849425,257.22735,162.3805,240.085975
,245.910175,257.2981,162.391225,240.121675
,245.969925,257.541275,162.426775,240.177825
,246.078175,257.6401,162.442325,240.249375
,246.145475,257.6927,162.468075,240.3026
,246.2042,257.7088,162.47265,240.364675
,246.282225,257.72985,162.48275,240.38825
,246.39085,257.772,162.49165,240.46205
,246.43435,257.850125,162.51635,240.494575
,246.49295,257.8709,162.534125,240.508525
,246.581625,257.885775,162.54925,240.668125
,246.6792,257.9456,162.5712,240.770225
,246.728775,257.951125,162.6106,240.790175
,246.82105,257.9927,162.628125,240.80295
,246.850475,258.074875,162.646175,240.8266
,246.856425,258.1125,162.66185,240.8844
,246.892925,258.15455,162.67395,240.906575
,246.907425,258.19755,162.686725,240.940975
,246.9189,258.3038,162.713175,240.994975
,246.932325,258.3791,162.729775,241.06715
,246.94945,258.4018,162.78685,241.14995
,246.998725,258.446225,162.840625,241.2584
,247.019875,258.500725,162.861,241.292725
,247.055875,258.57065,162.889625,241.315075
,247.137375,258.740675,162.9112,241.378175
,247.2105,258.76915,162.918325,241.444475
,247.26825,258.790175,162.93735,241.5268
,247.301925,258.864975,162.9641,241.55365
,247.320625,258.90035,162.98545,241.5762
,247.414725,258.9397,162.99215,241.5899
,247.4443,258.981975,163.0263,241.64495
,247.49065,259.057675,163.0453,241.7295
,247.497325,259.202025,163.0703,241.77295
,247.505825,259.237875,163.085175,241.798225
,247.5215,259.245875,163.111075,241.819075
,247.59095,259.282925,163.177175,241.877875
,247.618425,259.3098,163.196,241.892925
,247.62185,259.3246,163.220625,241.946275
,247.63935,259.336025,163.22335,242.007775
,247.672775,259.3548,163.2409,242.0244
,247.696375,259.390525,163.2484,242.04455
,247.7375,259.402875,163.263575,242.062175
,247.74025,259.409775,163.293275,242.0853
,247.781775,259.436525,163.3198,242.114675
,247.9198,259.48955,163.325225,242.143875
,247.923775,259.496525,163.33255,242.1742
,248.00625,259.707075,163.357,242.197875
,248.0125,259.749125,163.378975,242.209875
,248.180125,260.138875,163.401975,242.2338
,248.184875,260.165125,163.4259,242.25315
,248.24535,260.370325,163.44345,242.265225
,248.2533,260.375725,163.4517,242.306975
,248.323275,260.4417,163.511975,242.337675
,248.3831,260.52415,163.5523,242.353775
,248.48835,260.61235,163.575725,242.379325
,248.519325,260.70655,163.586775,242.452125
,248.549,260.733925,163.6118,242.514875
,248.6073,260.861975,163.632275,242.5575
,248.64995,261.0795,163.6747,242.58015
,248.717425,261.10905,163.7102,242.7168
,248.7529,261.140625,163.735125,242.752675
,248.769075,261.2157,163.75365,242.790875
,248.786425,261.260175,163.77225,242.811175
,248.8094,261.309875,163.7992,242.8429
,248.8495,261.314225,163.8172,242.8661
,248.88295,261.333575,163.819625,242.876125
,248.90715,261.34645,163.8426,242.903925
,249.047625,261.370325,163.846325,242.924875
,249.508675,261.4394,163.85915,242.946775
,249.546875,261.48355,163.880175,242.97705
,249.689625,261.492275,163.901,243.01015
,249.795675,261.512625,163.920775,243.07675
,250.190925,261.5284,164.0161,243.104925
,250.245475,261.539575,164.041,243.182025
,250.34935,261.60985,164.046275,243.203425
,250.487,261.722975,164.050075,243.3078
,250.58985,261.76495,164.06495,243.3251
,250.99785,261.7757,164.088775,243.3496
,251.05605,261.84835,164.101375,243.3869
,251.1645,262.0334,164.122275,243.422775
,251.273975,262.046875,164.1399,243.453575
,251.33335,262.108925,164.153625,243.48015
,251.479725,262.1812,164.1825,243.523525
,251.610775,262.229375,164.21675,243.55615
,251.7094,262.29135,164.2562,243.658975
,251.79455,262.355425,164.279775,243.68265
,251.882325,262.381075,164.30125,243.703925
,251.928175,262.4014,164.323075,243.71765
,251.97565,262.416325,164.362925,243.76225
,252.05445,262.4509,164.377225,243.787475
,252.0663,262.46415,164.3872,243.81375
,252.097075,262.529575,164.4148,243.85375
,252.1159,262.5513,164.432475,243.8908
,252.12015,262.59965,164.5162,243.923425
,252.1338,262.631125,164.520175,243.939975
,252.15235,262.644975,164.536775,243.97575
,252.185175,262.6755,164.554075,243.99695
,252.196375,262.681075,164.567525,244.02175
,252.20915,262.702275,164.581475,244.0574
,252.2242,262.7314,164.59065,244.119675
,252.237275,262.796,164.610075,244.16755
,252.2828,262.8491,164.620775,244.25845
,252.3332,262.89585,164.64185,244.32095
,252.3505,262.9586,164.6657,244.4675
,252.427725,263.00325,164.688575,244.515575
,252.531775,263.0304,164.7144,244.550175
,252.564175,263.1515,164.717775,244.562425
,252.592575,263.17305,164.73315,244.665275
,252.6271,263.2308,164.751725,244.715125
,252.64255,263.242375,164.771075,244.759425
,252.651,263.2821,164.7903,244.81605
,252.68325,263.3144,164.81875,244.932775
,252.71565,263.3308,164.851375,244.986275
,252.728475,263.3962,164.874475,245.02535
,252.7824,263.482575,164.902125,245.11105
,252.870725,263.57885,164.925625,245.131825
,252.92885,263.7082,164.933325,245.197275
,252.958875,263.88305,164.9412,245.241825
,252.982425,263.929525,164.965325,245.42215
,252.996625,264.060175,164.989,245.45695
,253.0434,264.095625,165.019375,245.503
,253.0662,264.1324,165.034575,245.5449
,253.128075,264.1707,165.056,245.5735
,253.16915,264.19305,165.1186,245.623225
,253.3852,264.2169,165.16645,245.6397
,253.388125,264.23035,165.167525,245.65465
,253.6489,264.263525,165.202625,245.6591
,253.70215,264.269175,165.209975,245.78885
,253.70835,264.282275,165.227,245.8789
,253.73245,264.4169,165.247975,245.913875
,253.82655,264.433925,165.261375,245.981925
,253.89605,264.472975,165.268925,246.0688
,254.019175,264.592275,165.2879,246.136025
,254.069,264.6536,165.3056,246.166625
,254.1133,264.6868,165.32955,246.2096
,254.177275,264.716675,165.358275,246.26065
,254.31325,264.742225,165.379975,246.327675
,254.3614,264.755775,165.40285,246.357275
,254.3935,264.766925,165.405675,246.4854
,254.40795,264.82945,165.42445,246.5362
,254.458075,264.849825,165.443075,246.62455
,254.48665,264.88595,165.452775,246.6318
,254.498525,264.924975,165.4634,246.653425
,254.50835,264.958925,165.4778,246.70525
,254.5198,264.9755,165.50635,246.73125
,254.5705,265.0363,165.5431,246.74625
,254.6758,265.132525,165.562,246.775525
,254.847675,265.203325,165.584425,246.822675
,254.925125,265.245425,165.588075,246.86125
,254.939125,265.29,165.614,246.879425
,254.955625,265.4185,165.63165,246.8909
,255.0019,265.56705,165.65045,246.907975
,255.017575,265.610725,165.667,246.9355
,255.028475,265.730625,165.6728,246.96335
,255.0491,265.75495,165.6919,246.991125
,255.059,265.789875,165.72885,247.044925
,255.07115,265.835625,165.7331,247.072425
,255.078825,265.874075,165.804625,247.10805
,255.103175,265.8965,165.82165,247.1251
,255.1141,265.9195,165.870475,247.159275
,255.143975,265.947075,165.900125,247.189125
,255.164025,265.9736,165.94355,247.234975
,255.1776,266.018625,165.963625,247.266275
,255.222025,266.0772,165.977325,247.296075
,255.2398,266.0836,165.98235,247.32795
,255.270925,266.15495,166.03355,247.376425
,255.33715,266.1773,166.037325,247.402625
,255.357225,266.19335,166.041975,247.4227
,255.374525,266.198825,166.0739,247.446975
,255.397675,266.2245,166.0887,247.461675
,255.4062,266.31265,166.103875,247.4993
,255.49615,266.3449,166.109225,247.520025
,255.535775,266.423325,166.1294,247.553125
,255.573525,266.463075,166.1335,247.5801
,255.584075,266.565075,166.176075,247.604025
,255.59155,266.629075,166.196375,247.628125
,255.622625,266.68035,166.242075,247.661725
,255.698975,266.68815,166.277825,247.6796
,255.71545,266.80355,166.2792,247.728025
,255.72965,266.8328,166.34305,247.751675
,255.7448,266.898375,166.357375,247.77675
,255.750175,266.927775,166.3646,247.8051
,255.7689,266.9955,166.3944,247.825775
,255.799475,267.035575,166.410775,247.876825
,255.824475,267.0498,166.427025,247.928625
,255.826825,267.058425,166.45045,247.950775
,255.832825,267.2147,166.485275,247.984675
,255.84365,267.22805,166.513675,247.999725
,255.8561,267.263375,166.52905,248.097175
,255.875225,267.340075,166.532925,248.147075
,255.8788,267.37085,166.552125,248.178225
,255.88585,267.530625,166.576925,248.2035
,255.89985,267.63445,166.59825,248.216625
,255.9297,267.69345,166.618025,248.2291
,255.931225,267.73255,166.6331,248.241075
,256.105675,267.87805,166.645825,248.26945
,256.15965,268.079275,166.66225,248.33585
,256.242075,268.100325,166.711525,248.35545
,256.280425,268.13985,166.7384,248.38005
,256.293825,268.171725,166.750025,248.417925
,256.322475,268.191325,166.785675,248.450575
,256.382325,268.234875,166.787775,248.491725
,256.44395,268.26505,166.7889,248.668225
,256.636225,268.295725,166.819,248.723325
,256.732925,268.3055,166.87215,248.7444
,256.7744,268.350475,166.88895,248.7698
,256.818775,268.387675,166.9764,248.865725
,256.99865,268.4608,166.99665,248.881275
,257.031675,268.4755,167.025075,248.909225
,257.05475,268.566675,167.056825,248.943525
,257.058825,268.629675,167.075975,248.97115
,257.066925,268.761325,167.103125,249.051
,257.070725,268.801375,167.14995,249.089025
,257.0826,268.831225,167.156225,249.16905
,257.096975,268.844725,167.18655,249.283
,257.103025,268.87145,167.20655,249.78185
,257.109,268.877725,167.2277,249.804925
,257.1611,268.9404,167.265625,249.838475
,257.27745,268.9481,167.310875,249.88595
,257.42195,268.951225,167.321775,249.9096
,257.4781,269.021875,167.3464,249.927925
,257.493225,269.040925,167.364,249.978225
,257.5063,269.12335,167.374725,249.991775
,257.522575,269.139025,167.384925,250.064625
,257.5582,269.1594,167.404725,250.082725
,257.60615,269.180475,167.422625,250.249825
,257.8004,269.228925,167.449325,250.278025
,257.8547,269.278125,167.484875,250.352475
,257.902875,269.3427,167.51145,250.39925
,257.922675,269.411725,167.554175,250.417175
,257.958975,269.466825,167.56475,251.5177
,257.99555,269.5177,167.5727,251.61605
,258.02915,269.53535,167.586625,251.6423
,258.045,269.57295,167.599225,251.825075
,258.063625,269.58855,167.62785,251.861825
,258.071325,269.629375,167.645,251.891125
,258.087225,269.651675,167.704525,251.906725
,258.112575,269.73525,167.722375,251.9113
,258.132825,269.779525,167.7446,251.941175
,258.171475,269.80905,167.76865,252.010575
,258.184225,269.932725,167.822775,252.04805
,258.200225,269.95935,167.85075,252.059
,258.2096,269.983575,167.868825,252.076825
,258.2195,270.0429,167.870325,252.1037
,258.24615,270.088525,167.91345,252.117625
,258.24925,270.1399,167.9405,252.123325
,258.450025,270.15895,167.95565,252.146
,258.50655,270.22595,167.9647,252.1594
,258.538675,270.2477,167.98035,252.17855
,258.58235,270.2608,168.01215,252.231075
,258.58855,270.27585,168.026525,252.2577
,258.6693,270.3058,168.06585,252.303575
,258.69905,270.33655,168.093875,252.337025
,258.710775,270.367675,168.12,252.375875
,258.767625,270.385725,168.137025,252.401825
,258.86255,270.4147,168.1569,252.440425
,258.95765,270.46155,168.158925,252.552225
,258.978125,270.4705,168.188475,252.686175
,258.984275,270.514125,168.22625,252.707625
,258.99715,270.564225,168.25945,252.7823
,259.03125,270.5718,168.2717,252.8762
,259.047825,270.61725,168.305675,252.935675
,259.060025,270.65895,168.328125,253.15085
,259.086825,270.674825,168.3568,253.24125
,259.120025,270.709175,168.371775,253.336675
,259.126675,270.739575,168.376125,253.62295
,259.16115,270.8124,168.39215,253.705725
,259.225225,270.873,168.4069,253.757325
,259.390125,270.9082,168.413675,254.211
,259.43865,270.9486,168.423825,254.41075
,259.468575,270.982975,168.45075,254.57605
,259.479975,270.9928,168.4645,254.70185
,259.489625,270.998775,168.484925,254.89555
,259.50535,271.0166,168.50545,254.9203
,259.515775,271.074525,168.5315,254.948075
,259.538825,271.092575,168.55405,254.9825
,259.5557,271.1529,168.573525,255.000375
,259.586,271.24245,168.5886,255.01985
,259.59885,271.280925,168.6082,255.027675
,259.62125,271.294575,168.61285,255.043025
,259.67515,271.3034,168.64065,255.052825
,259.67815,271.347525,168.6626,255.07935
,259.687175,271.38675,168.6661,255.09325
,259.715975,271.433175,168.68535,255.10545
,259.718675,271.45575,168.704325,255.11865
,259.747175,271.554275,168.7066,255.1427
,259.759375,271.700025,168.722725,255.194475
,259.78765,271.74225,168.736875,255.233725
,259.849075,271.80755,168.766125,255.24125
,259.90015,271.885425,168.7807,255.256875
,259.91195,271.90575,168.80065,255.301
,259.931525,271.9717,168.8207,255.33
,259.96955,271.991025,168.8462,255.34185
,260.01915,272.048575,168.8623,255.348125
,260.030275,272.109225,168.886475,255.369125
,260.078025,272.15995,168.899425,255.374125
,260.087,272.16865,168.949725,255.426475
,260.09575,272.198825,168.981025,255.4768
,260.12335,272.232825,169.0116,255.50475
,260.1316,272.2684,169.022475,255.5412
,260.15895,272.351575,169.0367,255.5574
,260.16745,272.378325,169.0383,255.570975
,260.183275,272.38765,169.052125,255.5873
,260.2613,272.4284,169.104375,255.602575
,260.268025,272.44125,169.142125,255.678925
,260.322875,272.465875,169.1633,255.707725
,260.3308,272.504075,169.177075,255.723525
,260.4275,272.5129,169.2047,255.733375
,260.437325,272.580625,169.2667,255.7458
,260.462625,272.621675,169.288025,255.768
,260.534125,272.632675,169.29565,255.785975
,260.5549,272.724,169.309025,255.7969
,260.59595,272.75945,169.332625,255.8117
,260.6347,272.774625,169.33545,255.8377
,260.649025,272.84975,169.3538,255.86535
,260.662475,272.909725,169.386175,255.8821
,260.6684,272.95265,169.3996,255.90925
,260.695675,272.997275,169.4125,255.9998
,260.723175,273.014475,169.4241,256.022525
,260.73755,273.042925,169.43895,256.057025
,260.788875,273.056575,169.4469,256.134525
,260.803375,273.1118,169.4624,256.247425
,260.892375,273.180675,169.478125,256.269475
,260.95665,273.243475,169.51655,256.300225
,260.973375,273.32545,169.534775,256.35135
,261.01475,273.47325,169.560075,256.52075
,261.0732,273.49275,169.578775,256.87665
,261.132625,273.515425,169.586575,256.911275
,261.199375,273.52505,169.6025,256.9321
,261.22345,273.551225,169.641925,256.943325
,261.2326,273.570825,169.672475,256.968575
,261.360275,273.63385,169.674725,256.989475
,261.450375,273.708325,169.69595,257.00195
,261.4917,273.758425,169.72775,257.008675
,261.535975,273.8351,169.738525,257.03105
,261.594475,273.914325,169.766525,257.05025
,261.628575,273.949775,169.7691,257.056425
,261.79235,273.960775,169.785125,257.07375
,261.82375,274.006775,169.8014,257.092975
,261.909875,274.012775,169.822,257.10515
,261.9307,274.0889,169.8529,257.134275
,262.014175,274.21145,169.880125,257.161675
,262.060475,274.259725,169.910375,257.2646
,262.11975,274.279575,169.95115,257.293625
,262.135825,274.3303,169.966875,257.344775
,262.19735,274.4687,169.993,257.389175
,262.341525,274.54985,170.01395,257.419325
,262.397075,274.557875,170.03375,257.44155
,262.41335,274.594075,170.047475,257.482875
,262.498825,274.625175,170.051,257.58845
,262.5567,274.68235,170.065075,257.6028
,262.60225,274.7027,170.071425,257.696175
,262.717725,274.7186,170.09395,257.752725
,262.78565,274.77385,170.1141,257.81795
,262.792625,274.827675,170.166475,257.838675
,262.8194,274.834125,170.199675,257.8722
,262.862875,274.896075,170.226725,257.956775
,262.870775,275.004975,170.2498,257.99145
,262.895925,275.02245,170.288425,258.012175
,262.924675,275.096125,170.308075,258.037125
,262.931175,275.191525,170.364475,258.091825
,262.9658,275.305325,170.36915,258.1111
,262.991325,275.354625,170.397,258.13135
,263.011625,275.396275,170.41005,258.148925
,263.0464,275.425925,170.4373,258.1742
,263.06425,275.4435,170.445075,258.191175
,263.09505,275.50035,170.466075,258.28575
,263.257975,275.53025,170.506475,258.3087
,263.304675,275.566175,170.509575,258.3905
,263.328475,275.593225,170.537825,258.4318
,263.355325,275.614775,170.587225,258.4436
,263.37845,275.663475,170.59125,258.4847
,263.3994,275.6946,170.60805,258.491075
,263.4106,275.713825,170.627125,258.52365
,263.474625,275.731925,170.6576,258.541775
,263.49515,275.846125,170.6796,258.5608
,263.5066,275.9084,170.706,258.62835
,263.549825,275.9768,170.73945,258.634375
,263.58765,276.0025,170.772625,258.662225
,263.602975,276.03215,170.805625,258.69205
,263.63465,276.053225,170.81795,258.741575
,263.63815,276.064125,170.8369,258.829925
,263.660875,276.09125,170.845625,258.848675
,263.71935,276.14275,170.864575,258.884725
,263.8082,276.192475,170.872225,258.93755
,263.859325,276.220975,170.889625,259.0015
,263.89955,276.2262,170.92215,259.0112
,263.907,276.333575,170.943575,259.044125
,263.937725,276.38625,170.955475,259.058825
,263.96555,276.5505,170.96275,259.07615
,264.010125,276.572875,170.9754,259.08625
,264.063925,276.6107,170.99365,259.14045
,264.117475,276.65665,171.0303,259.2254
,264.1806,276.67305,171.0521,259.2957
,264.210925,276.8151,171.08035,259.412225
,264.253175,276.938,171.096375,259.4478
,264.30555,276.950825,171.124875,259.499925
,264.434,276.982975,171.15135,259.522575
,264.4696,277.01875,171.176225,259.540575
,264.4899,277.046025,171.205425,259.558725
,264.501825,277.077275,171.21985,259.5928
,264.533175,277.085075,171.228425,259.6064
,264.55405,277.164775,171.2406,259.633525
,264.566475,277.214975,171.260675,259.65375
,264.576375,277.29415,171.324025,259.6667
,264.617925,277.335975,171.3395,259.673325
,264.6234,277.3816,171.3664,259.6818
,264.687675,277.4048,171.381175,259.708225
,264.71975,277.4601,171.4188,259.7381
,264.72255,277.4975,171.4411,259.757475
,264.8023,277.719825,171.448075,259.768175
,264.8039,277.727675,171.46695,259.7732
,264.821,277.771375,171.48155,259.789975
,264.852525,277.8338,171.519125,259.81
,264.878025,277.870525,171.536925,259.85335
,264.907525,277.9004,171.55715,259.9133
,264.921925,277.9271,171.57555,259.938625
,264.982275,277.963425,171.580525,259.956575
,265.00185,277.988825,171.603625,259.97465
,265.126275,278.018375,171.606775,260.038125
,265.1801,278.0587,171.614225,260.08145
,265.224025,278.083725,171.625275,260.091725
,265.344925,278.096725,171.635525,260.126025
,265.38115,278.2156,171.645525,260.146225
,265.40055,278.243425,171.658275,260.164775
,265.48235,278.249425,171.677525,260.1814
,265.483575,278.267125,171.69365,260.21015
,265.521275,278.30215,171.709425,260.233175
,265.5723,278.325075,171.731225,260.247075
,265.5809,278.343375,171.747675,260.26155
,265.61475,278.367125,171.7667,260.295
,265.62735,278.4208,171.78725,260.3466
,265.634575,278.451625,171.810525,260.3599
,265.651825,278.454875,171.83145,260.403725
,265.6747,278.4858,171.850575,260.492325
,265.7094,278.5272,171.87815,260.535
,265.759525,278.57615,171.93495,260.5888
,265.79725,278.9072,171.952475,260.62475
,265.891675,278.948375,171.9828,260.6343
,265.951225,278.9836,171.99615,260.662125
,266.011625,279.086825,172.01245,260.67305
,266.135225,279.134975,172.086875,260.696925
,266.18755,279.232425,172.122725,260.721275
,266.1989,279.362325,172.15995,260.740275
,266.228525,279.38825,172.173,260.753925
,266.237575,279.410175,172.191725,260.77845
,266.2447,279.471625,172.201125,260.845125
,266.2605,279.55315,172.24495,260.868225
,266.2643,279.575025,172.26445,261.002975
,266.2799,279.589075,172.284375,261.0319
,266.29785,279.6697,172.316925,261.075475
,266.36605,279.69715,172.3453,261.1688
,266.420975,279.76525,172.3669,261.258575
,266.474,279.77265,172.3958,261.47145
,266.51955,279.8442,172.40205,261.559475
,266.5531,280.001875,172.4092,261.5882
,266.58405,280.019675,172.435975,261.62725
,266.627575,280.129825,172.47,261.6688
,266.68045,280.24945,172.488925,261.7336
,266.69195,280.341725,172.4996,261.7852
,266.748875,280.37595,172.5217,261.798825
,266.7896,280.4409,172.5446,261.835775
,266.831875,280.4747,172.559075,261.922075
,266.8766,280.56535,172.61245,261.965575
,266.94825,280.5724,172.63,262.00255
,266.9945,280.5837,172.65485,262.02505
,267.032275,280.88925,172.6779,262.103725
,267.11425,280.95215,172.701175,262.18985
,267.167575,281.00485,172.705975,262.23385
,267.251275,281.0788,172.719175,262.260325
,267.256575,281.164525,172.740325,262.3262
,267.277725,281.2394,172.777475,262.402725
,267.29965,281.2801,172.7942,262.4517
,267.3089,281.29815,172.814525,262.4817
,267.349775,281.311025,172.82805,262.5106
,267.37325,281.3468,172.840375,262.666725
,267.487075,281.49945,172.883675,262.678525
,267.566575,281.536275,172.895125,262.7048
,267.622675,281.639575,172.910525,262.73565
,267.6258,281.7854,172.9351,262.7686
,267.730175,282.02275,172.950375,262.777575
,267.85485,282.067125,172.9602,262.78735
,267.871925,282.090775,172.97885,262.8925
,268.01665,282.134675,172.98,262.947725
,268.071925,282.1757,173.008025,262.98925
,268.07375,282.2534,173.033375,263.0215
,268.114525,282.26835,173.045975,263.08575
,268.2458,282.32185,173.061775,263.186425
,268.285625,282.364475,173.095075,263.19825
,268.3159,282.3879,173.107875,263.244
,268.493525,282.57125,173.123,263.284875
,268.5364,282.5979,173.163025,263.300375
,268.550075,282.6695,173.173625,263.348075
,268.575575,282.69105,173.1879,263.4062
,268.588025,282.75995,173.190725,263.464175
,268.61915,282.814375,173.2046,263.491925
,268.62975,282.88915,173.2476,263.52965
,268.670925,283.0691,173.2631,263.5639
,268.7123,283.140075,173.28475,263.57375
,268.74535,283.16795,173.337,263.59455
,268.792425,283.246225,173.35335,263.604925
,268.85845,283.28385,173.371375,263.68085
,268.912325,283.29815,173.377275,263.702375
,268.92645,283.364875,173.39475,263.7149
,268.9513,283.409275,173.409425,263.72645
,268.95805,283.499675,173.421325,263.758525
,268.98975,283.5692,173.43195,263.791075
,269.02645,283.5995,173.453675,263.859425
,269.028425,283.634125,173.466875,263.933775
,269.199175,283.654025,173.499875,263.992325
,269.4577,283.696075,173.516325,264.0215
,269.48305,283.8821,173.5194,264.11255
,269.514825,283.93095,173.535325,264.143
,269.5478,283.9856,173.5528,264.18865
,269.568425,284.08815,173.56675,264.2278
,269.5999,284.111325,173.569725,264.335675
,269.63145,284.143375,173.6251,264.3678
,269.6407,284.202475,173.62625,264.401125
,269.644125,284.255825,173.6342,264.41265
,269.657025,284.317075,173.63745,264.43415
,269.668175,284.341975,173.654925,264.465375
,269.6901,284.6571,173.6779,264.4923
,269.69225,284.669775,173.705525,264.5486
,269.703925,284.696925,173.726075,264.608825
,269.719175,284.813475,173.7486,264.708025
,269.73,284.8442,173.751375,264.72825
,269.73765,284.92975,173.7764,264.7443
,269.783775,285.0155,173.800375,264.77365
,269.89445,285.0491,173.81905,264.795325
,270.012175,285.130375,173.83175,264.8175
,270.025925,285.3101,173.837625,264.83175
,270.034725,285.329625,173.847875,264.85775
,270.113275,285.339375,173.87555,264.86525
,270.3426,285.3739,173.88065,264.8854
,270.436375,285.393575,173.898475,264.8994
,270.47465,285.4351,173.9116,264.907325
,270.4847,285.544525,173.9952,264.926075
,270.486875,285.59155,174.011725,264.964825
,270.6358,285.68355,174.038175,264.985725
,270.697025,285.747375,174.056825,265.013525
,270.73445,285.76235,174.07465,265.0597
,270.81865,285.78265,174.078525,265.094475
,270.914375,285.790225,174.0963,265.154225
,270.96255,285.8267,174.125575,265.24205
,270.985525,285.860525,174.1437,265.285675
,270.989575,285.998925,174.158325,265.3254
,271.0166,286.029825,174.187625,265.35735
,271.031475,286.044925,174.20935,265.37855
,271.07185,286.09345,174.2206,265.398575
,271.1238,286.204525,174.255025,265.4673
,271.307525,286.22975,174.275075,265.5163
,271.453925,286.331675,174.28745,265.551425
,271.55485,286.36755,174.3246,265.578875
,271.59895,286.4046,174.350225,265.608975
,271.6145,286.42895,174.368575,265.636275
,271.627675,286.541425,174.378525,265.674775
,271.645525,286.59865,174.404675,265.7551
,271.6541,286.6087,174.408675,265.78635
,271.69005,286.66385,174.45025,265.804575
,271.714275,286.70455,174.472125,265.831825
,271.785425,286.73365,174.476775,265.8579
,271.79665,286.7731,174.494125,265.874275
,271.862,286.824125,174.5037,265.8893
,271.97665,286.869975,174.521575,265.93945
,272.190125,286.902125,174.525375,266.089775
,272.273575,286.936875,174.5407,266.156625
,272.378725,287.0373,174.620925,266.1918
,272.480325,287.059625,174.633625,266.199775
,272.736025,287.087575,174.63695,266.215975
,272.7726,287.111975,174.666625,266.233475
,272.8223,287.1321,174.7234,266.264825
,272.863025,287.204325,174.76585,266.306225
,272.883625,287.307125,174.8155,266.3753
,272.890875,287.369675,174.83335,266.4757
,273.04355,287.5109,174.842025,266.5103
,273.12175,287.56405,174.854275,266.5498
,273.242425,287.593,174.87035,266.586475
,273.257375,287.606325,174.8815,266.61775
,273.28465,287.645525,174.899725,266.6619
,273.306625,287.655475,174.9254,266.69895
,273.31365,287.67625,174.95095,266.75505
,273.320825,287.699175,174.977125,266.778625
,273.33,287.7424,174.998175,266.8122
,273.343425,287.814825,175.023725,266.898875
,273.45355,287.83825,175.029225,266.9211
,273.500225,287.8732,175.06025,266.9545
,273.6715,287.943875,175.0957,266.98625
,273.769,287.987925,175.1229,267.03885
,273.78615,288.002075,175.1615,267.059175
,273.924825,288.04375,175.176675,267.12405
,274.18605,288.08195,175.1863,267.210825
,274.200275,288.0899,175.2013,267.239675
,274.27285,288.277925,175.22545,267.305375
,274.29985,288.3044,175.226475,267.3266
,274.3055,288.382725,175.24265,267.375275
,274.315175,288.4503,175.26245,267.433525
,274.345575,288.4631,175.280525,267.502925
,274.460675,288.544025,175.298,267.529825
,274.521825,288.5707,175.3192,267.629525
,274.636875,288.59025,175.3352,267.71275
