SPK_SPKC05a,SPK_SPKC05c,SPK_SPKC15a,SPK_SPKC16b
,3825.84155,3848.675175,3839.83465
,3825.852275,3848.71235,3839.866675
,3825.878475,3848.720925,3839.88505
,3825.897325,3848.732175,3839.91945
,3825.918375,3848.7418,3839.959025
,3825.93435,3848.830875,3839.983675
,3825.9608,3848.8979,3840.0452
,3825.990525,3848.9611,3840.074875
,3826.0186,3849.00425,3840.113525
,3826.02965,3849.027075,3840.147875
,3826.0594,3849.06235,3840.179325
,3826.1072,3849.0936,3840.2419
,3826.146675,3849.12005,3840.290825
,3826.1601,3849.150975,3840.32065
,3826.185525,3849.20695,3840.35745
,3826.2182,3849.226725,3840.387275
,3826.250775,3849.2576,3840.42555
,3826.298525,3849.2832,3840.463825
,3826.3107,3849.310175,3840.565825
,3826.33415,3849.329325,3840.58735
,3826.3546,3849.350725,3840.5971
,3826.3741,3849.375175,3840.609475
,3826.393525,3849.401575,3840.643725
,3826.410175,3849.4603,3840.660475
,3826.450425,3849.520925,3840.677275
,3826.475475,3849.558375,3840.702425
,3826.486325,3849.5827,3840.71875
,3826.51965,3849.609175,3840.74555
,3826.539925,3849.647725,3840.810975
,3826.572675,3849.696675,3840.84215
,3826.59355,3849.833025,3840.887225
,3826.620475,3849.890325,3840.915125
,3826.649225,3849.91265,3840.99825
,3826.70195,3849.9314,3841.03175
,3826.7379,3849.9605,3841.0643
,3826.75795,3850.009175,3841.108225
,3826.7984,3850.038325,3841.15775
,3826.818175,3850.09815,3841.19335
,3826.8513,3850.1283,3841.2311
,3826.881575,3850.15375,3841.277
,3826.900825,3850.200525,3841.284175
,3826.91995,3850.214525,3841.313175
,3826.929975,3850.236125,3841.3597
,3826.954425,3850.25555,3841.416525
,3826.975925,3850.275325,3841.43305
,3827.009725,3850.34885,3841.45395
,3827.021325,3850.3609,3841.482575
,3827.034175,3850.4034,3841.483625
,3827.051275,3850.4573,3841.5099
,3827.078975,3850.515225,3841.53555
,3827.08865,3850.579675,3841.544875
,3827.10965,3850.643675,3841.56175
,3827.126475,3850.672625,3841.58275
,3827.14765,3850.704675,3841.599675
,3827.190825,3850.738275,3841.639425
,3827.208725,3850.76655,3841.6584
,3827.2252,3850.8278,3841.705375
,3827.250675,3850.849775,3841.71835
,3827.26975,3850.900575,3841.72145
,3827.29085,3850.957125,3841.749425
,3827.32225,3850.99085,3841.77265
,3827.33105,3851.038675,3841.818725
,3827.36265,3851.1258,3841.847825
,3827.39055,3851.145075,3841.8847
,3827.434225,3851.182175,3841.8936
,3827.4639,3851.285025,3841.923775
,3827.4889,3851.342925,3841.9758
,3827.51375,3851.41165,3842.08795
,3827.523375,3851.437875,3842.123675
,3827.537875,3851.512875,3842.148025
,3827.553075,3851.580275,3842.15825
,3827.5674,3851.619375,3842.19655
,3827.599075,3851.63775,3842.225975
,3827.617325,3851.747275,3842.251525
,3827.633,3851.770375,3842.269275
,3827.649475,3851.80195,3842.298025
,3827.656025,3851.8325,3842.3209
,3827.67825,3851.856125,3842.378925
,3827.70095,3851.896775,3842.40655
,3827.717525,3851.9345,3842.444575
,3827.7319,3851.999625,3842.545675
,3827.751575,3852.08155,3842.587625
,3827.763025,3852.114425,3842.627625
,3827.78705,3852.168775,3842.67255
,3827.813475,3852.196425,3842.716125
,3827.844975,3852.231225,3842.749
,3827.8692,3852.27425,3842.78795
,3827.884,3852.309325,3842.8218
,3827.904325,3852.35685,3842.891525
,3827.914025,3852.412125,3842.898675
,3827.940725,3852.485325,3842.927525
,3827.9667,3852.5343,3842.972925
,3827.9979,3852.58535,3843.04535
,3828.0099,3852.6274,3843.10365
,3828.042075,3852.6738,3843.1217
,3828.064575,3852.767825,3843.13165
,3828.098875,3852.78995,3843.172475
,3828.12535,3852.861625,3843.1917
,3828.1348,3852.89005,3843.218
,3828.169675,3852.94815,3843.2529
,3828.1999,3853.031675,3843.285225
,3828.22275,3853.06,3843.3361
,3828.25605,3853.093925,3843.344425
,3828.28545,3853.125075,3843.3741
,3828.29775,3853.2028,3843.498625
,3828.32495,3853.240775,3843.5407
,3828.33465,3853.279175,3843.5729
,3828.3645,3853.370775,3843.619875
,3828.40955,3853.461,3843.63515
,3828.42955,3853.49675,3843.653375
,3828.451675,3853.539775,3843.691925
,3828.466,3853.566675,3843.72705
,3828.477125,3853.645375,3843.7567
,3828.495525,3853.75285,3843.783425
,3828.5136,3853.769675,3843.8048
,3828.5346,3853.81875,3843.8383
,3828.552875,3853.83385,3843.851575
,3828.59865,3853.896375,3843.87275
,3828.647075,3853.9451,3843.8941
,3828.664375,3854.063075,3843.912775
,3828.686725,3854.08865,3843.916875
,3828.719725,3854.1442,3843.9378
,3828.74275,3854.160675,3843.984375
,3828.77415,3854.200325,3843.99795
,3828.80725,3854.215725,3844.034375
,3828.8402,3854.2666,3844.067475
,3828.86,3854.288025,3844.0961
,3828.9054,3854.344525,3844.13775
,3828.928125,3854.395475,3844.1656
,3828.95275,3854.465825,3844.216275
,3828.988375,3854.510875,3844.23115
,3829.002025,3854.56455,3844.244175
,3829.038325,3854.674425,3844.25615
,3829.06295,3854.755075,3844.29135
,3829.087275,3854.78625,3844.333475
,3829.118025,3854.802225,3844.36045
,3829.1326,3854.90955,3844.365525
,3829.157825,3854.93495,3844.414425
,3829.1916,3855.00445,3844.4456
,3829.22685,3855.040975,3844.47955
,3829.258975,3855.061775,3844.520375
,3829.286025,3855.08815,3844.5535
,3829.2976,3855.141225,3844.570425
,3829.317225,3855.17875,3844.58385
,3829.350625,3855.20585,3844.6216
,3829.3687,3855.2489,3844.654075
,3829.381325,3855.275575,3844.670325
,3829.3968,3855.310675,3844.684125
,3829.4065,3855.339025,3844.696225
,3829.429225,3855.3683,3844.72915
,3829.44145,3855.39425,3844.7441
,3829.45135,3855.43355,3844.749275
,3829.4718,3855.451725,3844.775275
,3829.48775,3855.48615,3844.806125
,3829.5002,3855.5177,3844.8336
,3829.5246,3855.5506,3844.88215
,3829.54185,3855.57555,3844.912125
,3829.57635,3855.6442,3844.9721
,3829.5981,3855.718825,3845.0062
,3829.6169,3855.750825,3845.103275
,3829.636125,3855.7832,3845.155675
,3829.656775,3855.822975,3845.16235
,3829.68145,3855.8788,3845.2005
,3829.69245,3855.928675,3845.228675
,3829.72,3855.96295,3845.239575
,3829.770375,3856.0175,3845.282375
,3829.787275,3856.06645,3845.32705
,3829.804875,3856.1212,3845.34565
,3829.82395,3856.2286,3845.3654
,3829.857375,3856.27205,3845.39395
,3829.88455,3856.300525,3845.43855
,3829.9091,3856.32955,3845.4657
,3829.9323,3856.399725,3845.5024
,3829.95805,3856.413,3845.53
,3829.98385,3856.482525,3845.546625
,3830.009725,3856.5204,3845.589525
,3830.033025,3856.59515,3845.6269
,3830.0552,3856.6183,3845.653425
,3830.081075,3856.76205,3845.6868
,3830.1003,3856.7907,3845.82095
,3830.138875,3856.83145,3845.857275
,3830.1671,3856.925175,3845.86735
,3830.1789,3856.979525,3845.9243
,3830.20065,3857.013125,3845.980725
,3830.2201,3857.0702,3845.999825
,3830.256075,3857.10625,3846.0757
,3830.276,3857.1313,3846.097525
,3830.29975,3857.161425,3846.1191
,3830.3227,3857.190475,3846.1361
,3830.3659,3857.233575,3846.144475
,3830.3917,3857.244725,3846.155375
,3830.428925,3857.26065,3846.19765
,3830.465025,3857.276075,3846.217175
,3830.483675,3857.295575,3846.251025
,3830.525825,3857.319075,3846.26635
,3830.538375,3857.352675,3846.288375
,3830.5772,3857.43675,3846.30225
,3830.594275,3857.4868,3846.330775
,3830.6259,3857.537025,3846.350675
,3830.66255,3857.593225,3846.382925
,3830.692425,3857.644625,3846.397925
,3830.711825,3857.66815,3846.40955
,3830.7231,3857.699275,3846.421925
,3830.7389,3857.733375,3846.431125
,3830.75695,3857.7555,3846.4827
,3830.788875,3857.834875,3846.50805
,3830.8063,3857.87105,3846.5253
,3830.829425,3858.0142,3846.56435
,3830.844075,3858.0675,3846.59115
,3830.86285,3858.12215,3846.6685
,3830.888,3858.15425,3846.683875
,3830.910925,3858.1732,3846.696075
,3830.921875,3858.258025,3846.7112
,3830.9511,3858.29915,3846.715825
,3830.979575,3858.3134,3846.731825
,3830.999525,3858.35185,3846.749425
,3831.031725,3858.364375,3846.76475
,3831.0565,3858.388825,3846.7806
,3831.081575,3858.401775,3846.80215
,3831.1112,3858.41585,3846.8584
,3831.12225,3858.473025,3846.87745
,3831.14555,3858.519675,3846.89535
,3831.175175,3858.527475,3846.928775
,3831.2006,3858.5868,3846.943925
,3831.22625,3858.6171,3846.96635
,3831.26115,3858.634225,3846.97995
,3831.28715,3858.704175,3846.99575
,3831.3261,3858.731025,3847.052575
,3831.341125,3858.7547,3847.07045
,3831.36565,3858.7663,3847.084175
,3831.3987,3858.804725,3847.120425
,3831.42555,3858.852675,3847.1378
,3831.45885,3858.936075,3847.1621
,3831.505575,3858.99485,3847.1852
,3831.524025,3859.018325,3847.2182
,3831.555875,3859.0377,3847.250025
,3831.57865,3859.121925,3847.297625
,3831.6095,3859.17265,3847.33585
,3831.632825,3859.2043,3847.399675
,3831.6513,3859.223275,3847.432075
,3831.693025,3859.253875,3847.481575
,3831.706875,3859.280275,3847.504725
,3831.737775,3859.29645,3847.5662
,3831.793275,3859.32865,3847.600925
,3831.816775,3859.36025,3847.619025
,3831.844575,3859.3853,3847.635
,3831.863525,3859.415075,3847.648625
,3831.905025,3859.4402,3847.657025
,3831.9165,3859.461575,3847.679225
,3831.941125,3859.484225,3847.70035
,3831.967375,3859.51425,3847.728625
,3831.998225,3859.5318,3847.842075
,3832.0294,3859.54235,3847.906775
,3832.068725,3859.56785,3847.9363
,3832.0927,3859.5969,3847.9715
,3832.117325,3859.6172,3848.00625
,3832.144675,3859.635175,3848.02465
,3832.1683,3859.66775,3848.03675
,3832.19635,3859.85395,3848.04515
,3832.215225,3859.92725,3848.0525
,3832.241925,3859.957425,3848.06475
,3832.262425,3859.9851,3848.07425
,3832.28685,3860.0313,3848.091575
,3832.3135,3860.062525,3848.10805
,3832.340325,3860.09135,3848.122
,3832.372675,3860.118175,3848.131725
,3832.38985,3860.14425,3848.1479
,3832.43645,3860.16855,3848.1666
,3832.453275,3860.197625,3848.168
,3832.466075,3860.217375,3848.179325
,3832.47945,3860.266525,3848.1963
,3832.496275,3860.298425,3848.20845
,3832.5168,3860.33615,3848.227975
,3832.532725,3860.35805,3848.24585
,3832.551575,3860.426625,3848.265425
,3832.584875,3860.58625,3848.281625
,3832.611575,3860.604025,3848.29815
,3832.641425,3860.672075,3848.32525
,3832.679725,3860.689575,3848.354925
,3832.7079,3860.71545,3848.359025
,3832.725575,3860.827675,3848.385825
,3832.746025,3860.85095,3848.419725
,3832.77205,3860.88135,3848.448325
,3832.79505,3860.904725,3848.490675
,3832.819825,3860.93285,3848.520775
,3832.838275,3860.961625,3848.55515
,3832.8712,3860.989525,3848.593575
,3832.90145,3861.022225,3848.65885
,3832.965425,3861.045525,3848.673375
,3833.0032,3861.07065,3848.6886
,3833.030175,3861.10025,3848.716625
,3833.06355,3861.12145,3848.7531
,3833.08835,3861.142025,3848.7873
,3833.09995,3861.15985,3848.79755
,3833.10865,3861.27575,3848.837825
,3833.119025,3861.32955,3848.85595
,3833.1332,3861.373025,3848.8787
,3833.14415,3861.423625,3848.90325
,3833.16055,3861.47685,3848.9292
,3833.171625,3861.503975,3848.9565
,3833.1883,3861.56535,3848.9819
,3833.201275,3861.577925,3849.00775
,3833.210725,3861.6285,3849.035375
,3833.219875,3861.69425,3849.0384
,3833.2359,3861.722425,3849.106425
,3833.253575,3861.7746,3849.1597
,3833.275425,3861.815275,3849.208225
,3833.2915,3861.87015,3849.28195
,3833.29965,3861.968925,3849.3562
,3833.311075,3862.00055,3849.4828
,3833.3257,3862.071475,3849.516175
,3833.3394,3862.198625,3849.5459
,3833.34825,3862.217325,3849.578125
,3833.3596,3862.24005,3849.607575
,3833.3733,3862.2633,3849.63485
,3833.390675,3862.2925,3849.641525
,3833.4114,3862.321775,3849.680625
,3833.42385,3862.369425,3849.693775
,3833.434125,3862.38985,3849.7212
,3833.4456,3862.4173,3849.73465
,3833.460475,3862.481675,3849.748075
,3833.470775,3862.576925,3849.7671
,3833.492875,3862.61115,3849.778825
,3833.51145,3862.6726,3849.79235
,3833.5333,3862.692675,3849.85905
,3833.5611,3862.728775,3849.899925
,3833.575075,3862.755,3849.975575
,3833.59755,3862.782575,3850.004175
,3833.606875,3862.826,3850.05145
,3833.633825,3862.94955,3850.059075
,3833.650175,3862.9677,3850.083475
,3833.68035,3862.9907,3850.119325
,3833.706725,3863.045425,3850.161175
,3833.728825,3863.15115,3850.184525
,3833.739325,3863.182575,3850.188525
,3833.7506,3863.216175,3850.1975
,3833.761875,3863.30575,3850.202375
,3833.7678,3863.343275,3850.21445
,3833.784825,3863.376875,3850.22155
,3833.80745,3863.3976,3850.23905
,3833.82815,3863.42145,3850.276175
,3833.8469,3863.461025,3850.30315
,3833.8714,3863.5505,3850.329875
,3833.884175,3863.567375,3850.367875
,3833.899125,3863.613,3850.4116
,3833.924425,3863.6688,3850.445725
,3833.93755,3863.726975,3850.47455
,3833.9468,3863.800775,3850.489
,3833.964075,3863.840525,3850.52135
,3833.9788,3863.867825,3850.551325
,3833.992625,3863.912425,3850.5545
,3834.00535,3863.9546,3850.5889
,3834.02305,3864.002375,3850.61665
,3834.035775,3864.04435,3850.648325
,3834.04995,3864.1061,3850.658825
,3834.068525,3864.1464,3850.697075
,3834.0833,3864.24795,3850.7203
,3834.09875,3864.26745,3850.738775
,3834.120375,3864.30655,3850.7545
,3834.1486,3864.32525,3850.763875
,3834.17045,3864.344825,3850.774675
,3834.197275,3864.362325,3850.786775
,3834.21465,3864.37555,3850.794975
,3834.240625,3864.42415,3850.80885
,3834.2522,3864.55205,3850.8255
,3834.272775,3864.577075,3850.846875
,3834.29685,3864.670775,3850.868125
,3834.313675,3864.7356,3850.87115
,3834.333975,3864.76905,3850.890725
,3834.360125,3864.820025,3850.923275
,3834.382875,3864.848975,3850.953625
,3834.40695,3864.872525,3851.000275
,3834.4119,3864.930575,3851.05885
,3834.42465,3864.96085,3851.0865
,3834.434575,3865.0119,3851.126175
,3834.450925,3865.040275,3851.169425
,3834.50235,3865.115275,3851.208475
,3834.5088,3865.14825,3851.238625
,3834.522675,3865.186175,3851.28395
,3834.543175,3865.217725,3851.30115
,3834.56165,3865.2811,3851.320025
,3834.57855,3865.31545,3851.365475
,3834.5977,3865.3922,3851.3766
,3834.606525,3865.42175,3851.400525
,3834.6325,3865.461075,3851.44045
,3834.658,3865.5028,3851.465775
,3834.678075,3865.540025,3851.4834
,3834.7032,3865.579475,3851.5015
,3834.725675,3865.626275,3851.540875
,3834.748525,3865.662575,3851.56135
,3834.775225,3865.69175,3851.615475
,3834.81395,3865.736525,3851.6413
,3834.840825,3865.77935,3851.661
,3834.857975,3865.796825,3851.673875
,3834.876775,3865.862675,3851.68175
,3834.9049,3865.900675,3851.692175
,3834.92465,3865.9346,3851.714575
,3834.94795,3865.965125,3851.748925
,3834.9821,3865.982325,3851.785475
,3835.010175,3866.00355,3851.819925
,3835.033975,3866.0693,3851.869075
,3835.059,3866.11,3851.87235
,3835.069575,3866.140925,3851.908375
,3835.09455,3866.1698,3851.95885
,3835.111,3866.196325,3851.99665
,3835.131225,3866.226275,3852.088475
,3835.151625,3866.277325,3852.120125
,3835.15995,3866.31025,3852.151675
,3835.173775,3866.339575,3852.190175
,3835.202575,3866.372425,3852.237575
,3835.21575,3866.39045,3852.339725
,3835.2297,3866.398925,3852.37055
,3835.268375,3866.438175,3852.3986
,3835.299775,3866.470425,3852.43605
,3835.32205,3866.54605,3852.472375
,3835.344275,3866.6665,3852.5332
,3835.36785,3866.6845,3852.5493
,3835.4021,3866.70205,3852.56315
,3835.4177,3866.713525,3852.595475
,3835.457575,3866.73845,3852.63415
,3835.5056,3866.80335,3852.678225
,3835.53955,3866.8493,3852.772925
,3835.600275,3866.89335,3852.80335
,3835.61905,3866.934225,3852.809675
,3835.629725,3866.992225,3852.83045
,3835.64255,3867.0304,3852.858025
,3835.66585,3867.091375,3852.886825
,3835.6776,3867.144775,3852.908
,3835.7019,3867.169025,3852.947875
,3835.71555,3867.1955,3852.9867
,3835.740975,3867.21215,3853.0454
,3835.75215,3867.23425,3853.0727
,3835.7925,3867.290575,3853.113675
,3835.8155,3867.347825,3853.14535
,3835.8438,3867.382425,3853.276275
,3835.8659,3867.4178,3853.322375
,3835.9046,3867.4452,3853.4038
,3835.94395,3867.479975,3853.438225
,3835.990475,3867.58255,3853.471475
,3836.02025,3867.609,3853.520425
,3836.041275,3867.63265,3853.56735
,3836.071325,3867.649125,3853.579
,3836.10005,3867.66235,3853.612725
,3836.12785,3867.688925,3853.641125
,3836.1589,3867.709675,3853.677675
,3836.18655,3867.747325,3853.70395
,3836.2245,3867.774375,3853.72245
,3836.2418,3867.899675,3853.726725
,3836.2637,3867.920525,3853.73695
,3836.3447,3867.9823,3853.74305
,3836.38075,3868.01705,3853.7581
,3836.408925,3868.1022,3853.7967
,3836.443525,3868.1664,3853.816925
,3836.4739,3868.196475,3853.841375
,3836.4982,3868.271525,3853.862075
,3836.5217,3868.309125,3853.896325
,3836.557575,3868.335325,3853.966675
,3836.5852,3868.400775,3853.99075
,3836.637725,3868.4253,3854.0275
,3836.6705,3868.460175,3854.059575
,3836.6919,3868.497625,3854.0909
,3836.715925,3868.521825,3854.13235
,3836.75795,3868.550525,3854.1388
,3836.777675,3868.589225,3854.1591
,3836.7933,3868.61285,3854.1767
,3836.810175,3868.684025,3854.199325
,3836.830475,3868.707825,3854.225675
,3836.84685,3868.7443,3854.2598
,3836.862975,3868.766325,3854.288625
,3836.873575,3868.795525,3854.298125
,3836.8959,3868.846225,3854.3378
,3836.90985,3868.905125,3854.370875
,3836.937025,3868.994475,3854.411625
,3836.9659,3869.0395,3854.466975
,3837.00995,3869.083675,3854.5387
,3837.04305,3869.098675,3854.540875
,3837.06695,3869.139925,3854.5751
,3837.098275,3869.216175,3854.617275
,3837.138925,3869.253275,3854.66345
,3837.1662,3869.302575,3854.692225
,3837.188975,3869.3409,3854.734525
,3837.213075,3869.3827,3854.73665
,3837.2497,3869.391625,3854.7445
,3837.285425,3869.420925,3854.753825
,3837.36605,3869.44545,3854.760075
,3837.381525,3869.465025,3854.774425
,3837.4018,3869.501625,3854.787625
,3837.420975,3869.5251,3854.80645
,3837.44845,3869.633125,3854.822525
,3837.46735,3869.6557,3854.8374
,3837.4982,3869.68615,3854.8535
,3837.51455,3869.711025,3854.868925
,3837.5315,3869.787025,3854.915275
,3837.547175,3869.8186,3854.932225
,3837.571725,3869.854275,3854.982225
,3837.590225,3869.886775,3855.042925
,3837.608575,3869.9111,3855.0815
,3837.627675,3869.936875,3855.125925
,3837.649325,3870.04635,3855.159925
,3837.6706,3870.071525,3855.189375
,3837.6922,3870.136575,3855.245375
,3837.732075,3870.191625,3855.27995
,3837.751025,3870.23615,3855.28265
,3837.779525,3870.25705,3855.31005
,3837.83865,3870.26895,3855.3697
,3837.860025,3870.3026,3855.3863
,3837.881775,3870.352425,3855.491725
,3837.89695,3870.3818,3855.584275
,3837.9282,3870.44215,3855.66415
,3837.94,3870.475125,3855.7068
,3837.965075,3870.513775,3855.7479
,3837.9783,3870.55435,3855.789875
,3837.988375,3870.5877,3855.8329
,3837.999325,3870.629725,3855.882125
,3838.008925,3870.66275,3855.9112
,3838.02565,3870.7011,3855.989375
,3838.03785,3870.7407,3856.011475
,3838.05015,3870.779925,3856.02785
,3838.09135,3870.82815,3856.029325
,3838.1046,3870.85285,3856.055925
,3838.124725,3870.920075,3856.095025
,3838.1425,3870.992,3856.13565
,3838.17195,3871.07825,3856.138875
,3838.194175,3871.21655,3856.20395
,3838.24315,3871.2842,3856.249125
,3838.275475,3871.313275,3856.278275
,3838.2942,3871.39585,3856.324
,3838.3201,3871.482075,3856.369825
,3838.360675,3871.53085,3856.385575
,3838.371825,3871.61275,3856.3988
,3838.386925,3871.637525,3856.406725
,3838.39645,3871.717125,3856.42025
,3838.414275,3871.742175,3856.4296
,3838.4374,3871.78545,3856.443975
,3838.45445,3871.855925,3856.485025
,3838.4786,3871.8937,3856.494175
,3838.54305,3871.93195,3856.5105
,3838.5524,3871.962875,3856.5521
,3838.569575,3872.035825,3856.5951
,3838.5785,3872.111675,3856.60485
,3838.593225,3872.13735,3856.6786
,3838.6066,3872.174,3856.70355
,3838.6258,3872.2129,3856.7322
,3838.645825,3872.24575,3856.769125
,3838.69405,3872.276275,3856.838575
,3838.7115,3872.3759,3856.903975
,3838.732675,3872.417675,3856.94455
,3838.78075,3872.460125,3856.966625
,3838.812575,3872.5003,3857.027475
,3838.841125,3872.598125,3857.07555
,3838.8644,3872.657575,3857.08855
,3838.89545,3872.69885,3857.1199
,3838.942525,3872.725725,3857.15815
,3838.9743,3872.792375,3857.2055
,3838.9821,3872.867375,3857.2557
,3838.992175,3872.943325,3857.267825
,3839.019775,3872.99145,3857.2755
,3839.056325,3873.10325,3857.297075
,3839.065175,3873.1375,3857.32475
,3839.07585,3873.184625,3857.34975
,3839.086075,3873.218825,3857.367825
,3839.094975,3873.27205,3857.404125
,3839.1041,3873.308025,3857.451275
,3839.118475,3873.322925,3857.479025
,3839.130975,3873.39285,3857.497925
,3839.165725,3873.419775,3857.543675
,3839.174725,3873.4584,3857.566475
,3839.193225,3873.496775,3857.6
,3839.231225,3873.526825,3857.7081
,3839.256475,3873.563825,3857.744025
,3839.279125,3873.603525,3857.8006
,3839.295425,3873.6327,3857.841525
,3839.32485,3873.6805,3857.877025
,3839.3401,3873.72295,3857.905125
,3839.3717,3873.73775,3857.918125
,3839.39715,3873.7617,3857.926875
,3839.428725,3873.7947,3857.930725
,3839.443375,3873.83575,3857.964325
,3839.4835,3873.882325,3857.996225
,3839.513475,3873.920075,3858.07175
,3839.55545,3873.963675,3858.10555
,3839.595575,3874.004725,3858.115175
,3839.6153,3874.0228,3858.1489
,3839.641225,3874.0675,3858.1542
,3839.650325,3874.1078,3858.20565
,3839.660675,3874.20665,3858.22235
,3839.673625,3874.255675,3858.246875
,3839.68255,3874.305175,3858.288625
,3839.697275,3874.33695,3858.334675
,3839.70915,3874.3964,3858.355425
,3839.720275,3874.435425,3858.3692
,3839.733875,3874.466025,3858.383725
,3839.755175,3874.49405,3858.3991
,3839.7667,3874.609875,3858.40175
,3839.7865,3874.6399,3858.4139
,3839.8056,3874.677525,3858.431525
,3839.825075,3874.7411,3858.46875
,3839.83155,3874.765775,3858.489475
,3839.85855,3874.799725,3858.517325
,3839.8721,3874.8604,3858.531225
,3839.884175,3874.8958,3858.547875
,3839.921325,3874.92885,3858.55725
,3839.9354,3875.003075,3858.5688
,3839.958175,3875.006225,3858.586775
,3839.977425,3875.03605,3858.5908
,3840.00485,3875.0602,3858.60865
,3840.0304,3875.0637,3858.622125
,3840.053925,3875.08705,3858.6407
,3840.073075,3875.0993,3858.659775
,3840.10565,3875.114275,3858.676375
,3840.13365,3875.18825,3858.698625
,3840.1539,3875.205025,3858.714375
,3840.18505,3875.236275,3858.73295
,3840.216,3875.2554,3858.74945
,3840.232425,3875.272125,3858.86045
,3840.26485,3875.3067,3858.87485
,3840.292175,3875.324875,3858.93215
,3840.320425,3875.370175,3858.951275
,3840.34435,3875.392275,3858.97445
,3840.35855,3875.39515,3858.996775
,3840.378,3875.44175,3859.022875
,3840.407825,3875.45345,3859.055825
,3840.43715,3875.60115,3859.07375
,3840.448075,3875.66395,3859.098
,3840.461825,3875.7331,3859.13415
,3840.464675,3875.757575,3859.169625
,3840.476675,3875.8427,3859.21005
,3840.49105,3875.88215,3859.236075
,3840.51215,3875.913575,3859.265325
,3840.535675,3875.942925,3859.27815
,3840.561025,3876.0034,3859.340175
,3840.58085,3876.034675,3859.371125
,3840.59535,3876.06755,3859.407475
,3840.610375,3876.103325,3859.432475
,3840.619775,3876.1674,3859.46155
,3840.62735,3876.187225,3859.46955
,3840.655775,3876.200375,3859.491825
,3840.669975,3876.21415,3859.5102
,3840.684725,3876.22605,3859.522925
,3840.71075,3876.244175,3859.536325
,3840.724775,3876.3085,3859.56235
,3840.7404,3876.353825,3859.592325
,3840.7551,3876.382175,3859.597925
,3840.780375,3876.4045,3859.616
,3840.788575,3876.441175,3859.622675
,3840.806625,3876.475475,3859.633225
,3840.8203,3876.4989,3859.68555
,3840.837225,3876.52455,3859.703875
,3840.849825,3876.56255,3859.716075
,3840.863,3876.620175,3859.729525
,3840.872675,3876.6714,3859.739125
,3840.8927,3876.696175,3859.7519
,3840.906125,3876.775525,3859.762125
,3840.92175,3876.796675,3859.774675
,3840.945725,3876.8107,3859.799025
,3840.963525,3876.9022,3859.848975
,3840.979,3876.9187,3859.87275
,3841.0122,3876.93505,3859.90125
,3841.024725,3876.94885,3859.988525
,3841.034575,3877.034275,3860.05765
,3841.061425,3877.054975,3860.090475
,3841.082025,3877.074625,3860.125
,3841.105525,3877.183875,3860.162225
,3841.121275,3877.194875,3860.263425
,3841.1446,3877.290525,3860.269975
,3841.171125,3877.375,3860.2876
,3841.19665,3877.413875,3860.3014
,3841.221825,3877.43675,3860.32665
,3841.2497,3877.4732,3860.357775
,3841.277175,3877.529125,3860.371625
,3841.317425,3877.5572,3860.391475
,3841.34985,3877.583575,3860.4364
,3841.3849,3877.6154,3860.47735
,3841.40035,3877.73155,3860.49145
,3841.41275,3877.781725,3860.50655
,3841.4287,3877.85295,3860.5276
,3841.459775,3877.859375,3860.5523
,3841.4709,3877.8722,3860.56745
,3841.4834,3877.88715,3860.60655
,3841.49905,3877.92885,3860.6595
,3841.50765,3878.01335,3860.676475
,3841.51915,3878.043475,3860.810625
,3841.530725,3878.0662,3860.843625
,3841.5412,3878.087375,3860.8838
,3841.56485,3878.116375,3860.923275
,3841.5917,3878.13835,3861.0002
,3841.61005,3878.1677,3861.001825
,3841.624225,3878.287025,3861.03035
,3841.642,3878.32555,3861.06675
,3841.659775,3878.341625,3861.090875
,3841.6686,3878.361625,3861.105025
,3841.6823,3878.377125,3861.12055
,3841.689825,3878.50095,3861.150175
,3841.717525,3878.525325,3861.164325
,3841.73575,3878.558325,3861.212775
,3841.75535,3878.716675,3861.224325
,3841.776625,3878.762325,3861.22775
,3841.798125,3878.780925,3861.25615
,3841.8147,3878.903625,3861.29985
,3841.82955,3878.9286,3861.3197
,3841.85475,3878.95905,3861.3483
,3841.884425,3878.9765,3861.375
,3841.9083,3879.00425,3861.3792
,3841.924425,3879.054125,3861.403375
,3841.969925,3879.07865,3861.4395
,3842.002375,3879.129275,3861.4744
,3842.042575,3879.1467,3861.51405
,3842.086625,3879.203675,3861.528525
,3842.11955,3879.230475,3861.558225
,3842.137975,3879.344325,3861.57305
,3842.156,3879.357275,3861.63575
,3842.176875,3879.39045,3861.662025
,3842.19515,3879.4182,3861.680975
,3842.20415,3879.4324,3861.78605
,3842.2306,3879.469725,3861.844825
,3842.243775,3879.4953,3861.878875
,3842.255925,3879.539775,3861.908775
,3842.2741,3879.5825,3861.921425
,3842.290075,3879.6028,3861.9543
,3842.31165,3879.61865,3861.988925
,3842.3315,3879.6898,3862.019625
,3842.3503,3879.79945,3862.054925
,3842.362975,3879.8262,3862.073275
,3842.374725,3879.945975,3862.097825
,3842.402375,3879.9708,3862.1577
,3842.426825,3880.0028,3862.207825
,3842.4441,3880.02945,3862.226425
,3842.472975,3880.05665,3862.343525
,3842.49195,3880.158575,3862.3721
,3842.543425,3880.184875,3862.40235
,3842.57655,3880.21015,3862.470925
,3842.6045,3880.240125,3862.47755
,3842.6267,3880.265425,3862.51455
,3842.6843,3880.318925,3862.5474
,3842.706225,3880.350875,3862.5612
,3842.72595,3880.43485,3862.593225
