SPK_SPKC05a,SPK_SPKC05c,SPK_SPKC15a,SPK_SPKC16b
,3873.630225,3941.25235,3909.70505
,3873.649025,3941.30395,3909.757075
,3873.6858,3941.33065,3909.807525
,3873.723075,3941.352075,3909.819575
,3873.75185,3941.41485,3909.8531
,3873.77855,3941.441975,3909.899025
,3873.795875,3941.469525,3909.9433
,3873.821125,3941.495175,3910.00015
,3873.848525,3941.546175,3910.06555
,3873.89405,3941.5786,3910.1552
,3873.9214,3941.59985,3910.202175
,3873.953875,3941.67035,3910.270525
,3873.989725,3941.715375,3910.321775
,3874.01525,3941.827025,3910.36315
,3874.04435,3941.853375,3910.406675
,3874.078425,3941.890025,3910.4439
,3874.104075,3941.92755,3910.47975
,3874.1277,3941.9879,3910.509875
,3874.17405,3942.032625,3910.518075
,3874.19725,3942.09645,3910.5325
,3874.229875,3942.170925,3910.553075
,3874.2586,3942.188675,3910.5711
,3874.3105,3942.2012,3910.58675
,3874.3221,3942.23955,3910.608175
,3874.343675,3942.273775,3910.6147
,3874.4054,3942.32845,3910.684075
,3874.433525,3942.357575,3910.71785
,3874.4576,3942.39575,3910.739975
,3874.477375,3942.4237,3910.760475
,3874.511075,3942.510325,3910.779125
,3874.538375,3942.6181,3910.8154
,3874.5693,3942.649825,3910.86405
,3874.597225,3942.6953,3910.959775
,3874.6245,3942.731925,3911.006625
,3874.652225,3942.760225,3911.050975
,3874.695575,3942.794625,3911.11315
,3874.718175,3942.825075,3911.134575
,3874.7715,3942.84575,3911.154425
,3874.817425,3942.891075,3911.224325
,3874.83685,3942.9352,3911.29005
,3874.85595,3942.9957,3911.30925
,3874.888525,3943.052625,3911.35085
,3874.915425,3943.073525,3911.3527
,3874.954725,3943.104025,3911.366675
,3874.984625,3943.125425,3911.382175
,3875.0099,3943.1752,3911.3858
,3875.028675,3943.232025,3911.416375
,3875.04525,3943.263225,3911.45265
,3875.06105,3943.293275,3911.481
,3875.076575,3943.31855,3911.5005
,3875.092025,3943.3987,3911.50705
,3875.1075,3943.4231,3911.524475
,3875.12795,3943.42765,3911.5739
,3875.144625,3943.4632,3911.6073
,3875.159325,3943.58625,3911.6374
,3875.164225,3943.6405,3911.72455
,3875.17165,3943.72235,3911.799175
,3875.19485,3943.75435,3911.83315
,3875.20825,3943.8038,3911.841575
,3875.220575,3943.8455,3911.871025
,3875.2327,3943.855075,3911.8962
,3875.248675,3943.864975,3911.92055
,3875.257025,3943.8824,3912.0269
,3875.267575,3943.98945,3912.051
,3875.27855,3944.070525,3912.0723
,3875.301125,3944.110425,3912.099
,3875.317425,3944.150075,3912.119025
,3875.335925,3944.16285,3912.130025
,3875.343825,3944.1725,3912.13715
,3875.37325,3944.235275,3912.15335
,3875.3795,3944.2499,3912.1674
,3875.40125,3944.3128,3912.17915
,3875.4175,3944.33495,3912.193725
,3875.428,3944.357,3912.228425
,3875.4416,3944.381225,3912.3138
,3875.4588,3944.401975,3912.34255
,3875.472025,3944.420575,3912.375325
,3875.4901,3944.445425,3912.387125
,3875.510075,3944.51535,3912.41615
,3875.523175,3944.54355,3912.435675
,3875.5419,3944.6635,3912.469075
,3875.571675,3944.686175,3912.48605
,3875.587525,3944.735725,3912.502075
,3875.60895,3944.834425,3912.591475
,3875.62225,3944.893525,3912.62
,3875.640325,3945.053675,3912.659675
,3875.650975,3945.088575,3912.786475
,3875.66535,3945.16195,3912.8287
,3875.678325,3945.271,3912.90835
,3875.702,3945.303425,3912.948475
,3875.718875,3945.365275,3912.984275
,3875.730175,3945.442375,3913.0066
,3875.78655,3945.461275,3913.016325
,3875.796625,3945.533975,3913.0751
,3875.8074,3945.613725,3913.11325
,3875.8266,3945.663425,3913.131825
,3875.83825,3945.723575,3913.166425
,3875.862425,3945.75725,3913.1865
,3875.8815,3945.798125,3913.2159
,3875.89275,3945.8451,3913.259675
,3875.91605,3945.8769,3913.292525
,3875.9382,3945.922775,3913.328475
,3875.95175,3945.9481,3913.371025
,3875.9745,3945.9702,3913.419775
,3875.999675,3946.0045,3913.470125
,3876.040275,3946.045375,3913.471975
,3876.065325,3946.07795,3913.518375
,3876.087625,3946.1493,3913.542575
,3876.1023,3946.288675,3913.577325
,3876.132575,3946.3056,3913.61825
,3876.1651,3946.34155,3913.62125
,3876.212625,3946.35265,3913.65345
,3876.233425,3946.3615,3913.6802
,3876.248225,3946.45105,3913.6923
,3876.257275,3946.484375,3913.707175
,3876.2746,3946.51695,3913.757075
,3876.282525,3946.55555,3913.8856
,3876.295625,3946.5846,3913.913675
,3876.306325,3946.638925,3913.9469
,3876.3227,3946.662475,3914.031025
,3876.333875,3946.68355,3914.03205
,3876.35465,3946.75875,3914.05055
,3876.369925,3946.771825,3914.07285
,3876.387825,3946.775575,3914.075875
,3876.404725,3946.80925,3914.1093
,3876.416225,3946.819325,3914.1502
,3876.437675,3946.86555,3914.246175
,3876.46535,3946.920325,3914.294
,3876.480075,3946.940625,3914.32275
,3876.497075,3946.967375,3914.365975
,3876.518975,3947.025175,3914.3706
,3876.530525,3947.0933,3914.405075
,3876.544975,3947.127575,3914.426075
,3876.563675,3947.18595,3914.460775
,3876.576325,3947.237,3914.4917
,3876.5973,3947.270075,3914.5034
,3876.62135,3947.306925,3914.53345
,3876.634125,3947.33665,3914.58405
,3876.658675,3947.367675,3914.63535
,3876.683325,3947.414525,3914.64545
,3876.69865,3947.4557,3914.6925
,3876.73745,3947.56165,3914.7431
,3876.7613,3947.6034,3914.7959
,3876.7761,3947.6534,3914.804025
,3876.81595,3947.73645,3914.83925
,3876.83805,3947.7737,3914.84205
,3876.8495,3947.8077,3914.852925
,3876.861975,3947.84035,3914.8743
,3876.872075,3947.864625,3914.88715
,3876.8911,3947.928675,3914.903275
,3876.90605,3947.955775,3914.935175
,3876.91955,3947.98595,3914.9489
,3876.9326,3948.0185,3914.983675
,3876.9501,3948.130725,3914.9895
,3876.98665,3948.1639,3915.009425
,3877.009625,3948.206825,3915.013825
,3877.029075,3948.3756,3915.037125
,3877.0421,3948.407025,3915.054225
,3877.059825,3948.469525,3915.077925
,3877.0715,3948.489825,3915.1349
,3877.095125,3948.540625,3915.19155
,3877.112125,3948.564625,3915.218525
,3877.1238,3948.58905,3915.255575
,3877.138725,3948.653,3915.28955
,3877.146125,3948.678875,3915.2977
,3877.16275,3948.6969,3915.336725
,3877.168475,3948.727425,3915.37875
,3877.203225,3948.762875,3915.4054
,3877.252425,3948.807325,3915.414475
,3877.2648,3948.834375,3915.44995
,3877.291675,3948.854425,3915.47435
,3877.3189,3948.873575,3915.517425
,3877.347925,3948.914375,3915.555775
,3877.36845,3948.945875,3915.579725
,3877.388925,3948.99145,3915.5852
,3877.407425,3949.0642,3915.601075
,3877.419825,3949.098425,3915.662675
,3877.440725,3949.136075,3915.697025
,3877.452925,3949.18065,3915.7148
,3877.470025,3949.22585,3915.730925
,3877.4937,3949.3184,3915.747275
,3877.503725,3949.3571,3915.757575
,3877.5315,3949.391875,3915.77375
,3877.5714,3949.4202,3915.803175
,3877.603775,3949.4574,3915.81755
,3877.6321,3949.4894,3915.8344
,3877.649775,3949.567625,3915.86205
,3877.67705,3949.575525,3915.89135
,3877.7049,3949.603075,3915.96555
,3877.72255,3949.66575,3916.035125
,3877.78225,3949.7539,3916.047375
,3877.8203,3949.77795,3916.123675
,3877.82805,3949.805675,3916.165675
,3877.869175,3949.8313,3916.199925
,3877.886825,3949.9299,3916.230725
,3877.893075,3949.955575,3916.2559
,3877.9094,3950.029475,3916.29065
,3877.9359,3950.066475,3916.320425
,3877.944825,3950.141725,3916.33305
,3877.950475,3950.18425,3916.344975
,3877.969575,3950.21605,3916.368025
,3877.978225,3950.2581,3916.3804
,3877.990075,3950.30455,3916.391475
,3878.0412,3950.342125,3916.393025
,3878.061725,3950.38215,3916.414725
,3878.083275,3950.445375,3916.4441
,3878.09365,3950.504775,3916.52455
,3878.1223,3950.5571,3916.543025
,3878.13175,3950.6188,3916.5673
,3878.14905,3950.66375,3916.579825
,3878.165075,3950.690975,3916.586075
,3878.17445,3950.722925,3916.6514
,3878.184175,3950.76555,3916.693825
,3878.20135,3950.85295,3916.724725
,3878.224375,3950.893475,3916.759575
,3878.24575,3950.9163,3916.8
,3878.2602,3950.9662,3916.809125
,3878.27205,3951.007075,3916.84105
,3878.287925,3951.05615,3916.8714
,3878.304775,3951.088075,3916.921975
,3878.320925,3951.161575,3916.951675
,3878.339675,3951.203675,3916.988925
,3878.3647,3951.247225,3917.027725
,3878.3848,3951.28025,3917.060475
,3878.414075,3951.32195,3917.106475
,3878.425525,3951.34385,3917.17605
,3878.447425,3951.36015,3917.191125
,3878.461025,3951.4103,3917.204075
,3878.4733,3951.52595,3917.2293
,3878.48495,3951.5684,3917.251175
,3878.505025,3951.620575,3917.255275
,3878.54105,3951.653675,3917.2725
,3878.579575,3951.6756,3917.299425
,3878.60015,3951.7191,3917.3279
,3878.6317,3951.7574,3917.341025
,3878.64055,3951.79495,3917.369525
,3878.65765,3951.845125,3917.384175
,3878.69655,3951.884175,3917.4121
,3878.7129,3951.910575,3917.418775
,3878.7259,3951.94495,3917.443425
,3878.769325,3951.991725,3917.45975
,3878.784675,3952.094175,3917.5232
,3878.80515,3952.172975,3917.5496
,3878.826575,3952.217025,3917.621775
,3878.85505,3952.249825,3917.636775
,3878.874625,3952.28845,3917.667025
,3878.901425,3952.329975,3917.7103
,3878.9336,3952.37155,3917.793775
,3878.983375,3952.4188,3917.8796
,3879.036525,3952.469025,3917.92055
,3879.0573,3952.48415,3918.046775
,3879.079775,3952.49445,3918.08505
,3879.097,3952.541925,3918.12025
,3879.1122,3952.5899,3918.1673
,3879.13215,3952.665125,3918.19915
,3879.1439,3952.72215,3918.26415
,3879.15915,3952.752725,3918.30745
,3879.1691,3952.788575,3918.336375
,3879.182975,3952.83505,3918.350775
,3879.213225,3952.867675,3918.376875
,3879.225675,3952.870925,3918.39045
,3879.245125,3952.90535,3918.42885
,3879.263925,3953.034575,3918.44815
,3879.278025,3953.085625,3918.464775
,3879.2913,3953.115025,3918.48875
,3879.3012,3953.156625,3918.5006
,3879.30675,3953.193575,3918.50325
,3879.320825,3953.228725,3918.519475
,3879.3398,3953.28515,3918.56265
,3879.34985,3953.326575,3918.6211
,3879.385675,3953.397925,3918.627525
,3879.43835,3953.43805,3918.649225
,3879.45525,3953.485325,3918.682275
,3879.490375,3953.5163,3918.7026
,3879.5402,3953.585,3918.7387
,3879.56505,3953.595475,3918.747975
,3879.578625,3953.61545,3918.794275
,3879.6004,3953.65155,3918.8343
,3879.6162,3953.67305,3918.8567
,3879.6403,3953.751625,3918.860525
,3879.658425,3953.803575,3918.894475
,3879.681975,3953.8215,3918.935125
,3879.693225,3953.84,3918.97105
,3879.717725,3953.868025,3919.0095
,3879.7329,3953.912725,3919.098975
,3879.749525,3953.990475,3919.128075
,3879.769525,3954.01855,3919.167875
,3879.798425,3954.0894,3919.1852
,3879.8172,3954.27975,3919.1955
,3879.83655,3954.330525,3919.2245
,3879.86615,3954.3679,3919.2359
,3879.926675,3954.3994,3919.3019
,3879.944825,3954.421,3919.32655
,3879.96175,3954.45195,3919.341625
,3879.9706,3954.510675,3919.3542
,3879.988175,3954.552575,3919.368625
,3879.999925,3954.581675,3919.378
,3880.023275,3954.6102,3919.397825
,3880.03395,3954.643275,3919.40095
,3880.044475,3954.677325,3919.4182
,3880.0579,3954.72455,3919.446875
,3880.071175,3954.776225,3919.47535
,3880.0876,3954.80435,3919.50455
,3880.1027,3954.84225,3919.5388
,3880.14045,3954.8799,3919.5745
,3880.1643,3954.92115,3919.601175
,3880.180125,3954.948725,3919.604425
,3880.1936,3954.969975,3919.64705
,3880.22475,3954.973,3919.69085
,3880.24655,3955.005975,3919.72895
,3880.270975,3955.0497,3919.76955
,3880.31305,3955.0806,3919.7934
,3880.3237,3955.1482,3919.802975
,3880.375025,3955.17545,3919.81325
,3880.399775,3955.20855,3919.83315
,3880.441375,3955.232425,3919.8546
,3880.460775,3955.2717,3919.8728
,3880.48315,3955.315,3919.894375
,3880.504,3955.35315,3919.91875
,3880.516175,3955.460975,3919.95575
,3880.54265,3955.50955,3919.976875
,3880.558725,3955.5904,3920.0095
,3880.57845,3955.6106,3920.04175
,3880.6023,3955.641,3920.0816
,3880.6276,3955.67545,3920.11955
,3880.64145,3955.797325,3920.148425
,3880.6535,3955.929575,3920.1992
,3880.663525,3955.95965,3920.26435
,3880.7034,3955.993675,3920.326025
,3880.71075,3956.16565,3920.363475
,3880.7259,3956.184225,3920.38825
,3880.753475,3956.2026,3920.408
,3880.755875,3956.24935,3920.4305
,3880.77555,3956.29725,3920.44025
,3880.808325,3956.31895,3920.458275
,3880.833125,3956.40525,3920.48905
,3880.8622,3956.42305,3920.51095
,3880.894425,3956.440825,3920.5251
,3880.91555,3956.466,3920.5456
,3880.928075,3956.512425,3920.5779
,3880.943625,3956.5383,3920.5976
,3880.9628,3956.631375,3920.616875
,3880.97405,3956.657975,3920.634475
,3880.9902,3956.68405,3920.6498
,3881.016725,3956.758125,3920.671775
,3881.023775,3956.806925,3920.74095
,3881.04035,3956.8865,3920.752725
,3881.054225,3956.92645,3920.762075
,3881.087775,3956.964575,3920.773725
,3881.10205,3957.02865,3920.82955
,3881.128525,3957.0576,3920.83795
,3881.148875,3957.09055,3920.85615
,3881.176025,3957.17215,3920.871875
,3881.194075,3957.1987,3920.889925
,3881.218975,3957.22825,3920.919
,3881.250425,3957.3252,3920.9611
,3881.265975,3957.370125,3920.994275
,3881.316975,3957.40425,3921.031125
,3881.34405,3957.40925,3921.089575
,3881.356,3957.43835,3921.107
,3881.4156,3957.469,3921.142775
,3881.4313,3957.484325,3921.219025
,3881.443825,3957.499225,3921.24575
,3881.462475,3957.521825,3921.26665
,3881.47755,3957.54155,3921.288775
,3881.5036,3957.564175,3921.309675
,3881.51365,3957.584325,3921.330425
,3881.542125,3957.601775,3921.35855
,3881.55325,3957.6312,3921.367275
,3881.570125,3957.653725,3921.381325
,3881.59005,3957.68255,3921.404825
,3881.6101,3957.807775,3921.43835
,3881.623125,3957.8492,3921.4653
,3881.639175,3957.882925,3921.549875
,3881.674725,3957.922325,3921.5812
,3881.6956,3957.99715,3921.6523
,3881.71245,3958.0812,3921.70365
,3881.74185,3958.127275,3921.724575
,3881.76305,3958.159525,3921.782975
,3881.8018,3958.196625,3921.825125
,3881.8257,3958.22015,3921.838125
,3881.85305,3958.264175,3921.883725
,3881.87305,3958.29025,3921.910625
,3881.899625,3958.3728,3921.932125
,3881.93515,3958.393175,3921.9492
,3881.969875,3958.412625,3921.99405
,3882.03085,3958.427275,3922.0559
,3882.0636,3958.448325,3922.09185
,3882.089725,3958.561675,3922.1293
,3882.121725,3958.6028,3922.174125
,3882.134975,3958.645025,3922.227075
,3882.172875,3958.6638,3922.239725
,3882.1799,3958.7071,3922.252125
,3882.188275,3958.739875,3922.2599
,3882.19665,3958.793825,3922.2762
,3882.214125,3958.828775,3922.2947
,3882.227475,3958.903475,3922.317725
,3882.2376,3958.970075,3922.3381
,3882.25365,3959.0475,3922.3602
,3882.27045,3959.10575,3922.415525
,3882.2919,3959.14485,3922.444
,3882.3122,3959.179925,3922.47615
,3882.325375,3959.21225,3922.516475
,3882.338275,3959.224,3922.54485
,3882.347975,3959.321175,3922.56875
,3882.362125,3959.34665,3922.63935
,3882.37615,3959.3661,3922.674825
,3882.401875,3959.3884,3922.7108
,3882.434975,3959.428325,3922.75225
,3882.4518,3959.443125,3922.80355
,3882.47555,3959.473475,3922.832025
,3882.490125,3959.567225,3922.874525
,3882.50565,3959.591775,3922.9078
,3882.528575,3959.600775,3922.93965
,3882.548425,3959.617475,3922.964875
,3882.580925,3959.6569,3922.9946
,3882.599975,3959.694325,3923.0014
,3882.625325,3959.71605,3923.01505
,3882.644575,3959.81125,3923.04225
,3882.67275,3959.840925,3923.057975
,3882.68495,3959.873725,3923.07425
,3882.712025,3959.89895,3923.0858
,3882.7231,3959.943825,3923.169675
,3882.745225,3959.9571,3923.188325
,3882.759275,3959.9723,3923.204375
,3882.774525,3959.998475,3923.2241
,3882.79845,3960.015525,3923.246075
,3882.8117,3960.1024,3923.2849
,3882.823475,3960.130625,3923.2952
,3882.835425,3960.16015,3923.30775
,3882.851,3960.211925,3923.321925
,3882.8699,3960.23945,3923.337025
,3882.883,3960.293475,3923.35055
,3882.896775,3960.331625,3923.36935
,3882.913825,3960.3616,3923.387375
,3882.94155,3960.430075,3923.401675
,3882.986275,3960.4639,3923.422225
,3883.0133,3960.4866,3923.433325
,3883.03435,3960.526175,3923.43795
,3883.051875,3960.5536,3923.472825
,3883.0667,3960.625875,3923.5225
,3883.15945,3960.657575,3923.5507
,3883.174225,3960.730625,3923.56745
,3883.19435,3960.756375,3923.58725
,3883.209175,3960.778275,3923.60525
,3883.218425,3960.804025,3923.6184
,3883.2314,3960.84245,3923.629275
,3883.2384,3960.888575,3923.647325
,3883.24455,3960.92065,3923.693975
,3883.260125,3960.991825,3923.715475
,3883.268725,3961.018925,3923.755375
,3883.279,3961.05285,3923.76845
,3883.287675,3961.095325,3923.791225
,3883.29985,3961.120475,3923.81835
,3883.3146,3961.15565,3923.827775
,3883.32385,3961.1944,3923.8451
,3883.339925,3961.21245,3923.869375
,3883.35055,3961.2353,3923.90085
,3883.3669,3961.266225,3923.930975
,3883.395975,3961.299775,3924.069675
,3883.415275,3961.344575,3924.089325
,3883.423725,3961.36645,3924.09555
,3883.447325,3961.3916,3924.12095
,3883.4586,3961.45375,3924.144425
,3883.477675,3961.482325,3924.16425
,3883.492725,3961.567075,3924.187025
,3883.510775,3961.59925,3924.19675
,3883.558325,3961.64485,3924.225675
,3883.577975,3961.679925,3924.249375
,3883.59355,3961.729025,3924.2681
,3883.609825,3961.744625,3924.2863
,3883.63915,3961.77515,3924.4304
,3883.6855,3961.8131,3924.542325
,3883.725675,3961.834775,3924.570325
,3883.7482,3961.85585,3924.667575
,3883.77645,3961.898475,3924.681825
,3883.790825,3961.90345,3924.70465
,3883.811475,3961.926775,3924.7284
,3883.831275,3961.954925,3924.73705
,3883.8434,3962.0179,3924.774775
,3883.8541,3962.1382,3924.817075
,3883.86385,3962.236025,3924.8985
,3883.878125,3962.26435,3924.9561
,3883.890175,3962.336275,3924.973175
,3883.91095,3962.37155,3924.982475
,3883.929725,3962.39095,3925.001025
,3883.94875,3962.40785,3925.03435
,3883.96055,3962.43155,3925.099375
,3883.9799,3962.483325,3925.1206
,3883.99385,3962.49955,3925.12685
,3884.022475,3962.534725,3925.163725
,3884.04325,3962.581375,3925.203075
,3884.070225,3962.604075,3925.227975
,3884.0924,3962.688925,3925.25065
,3884.12755,3962.71245,3925.28345
,3884.14725,3962.746175,3925.317
,3884.193375,3962.771825,3925.36805
,3884.233225,3962.842825,3925.41075
,3884.271175,3962.902875,3925.432075
,3884.2881,3962.92915,3925.480975
,3884.299475,3962.95385,3925.5189
,3884.31305,3962.9857,3925.602025
,3884.327825,3963.011125,3925.63115
,3884.339075,3963.024525,3925.698825
,3884.352625,3963.067925,3925.72715
,3884.396575,3963.0802,3925.775725
,3884.410575,3963.11865,3925.784275
,3884.4206,3963.14185,3925.816375
,3884.440675,3963.168,3925.86765
,3884.4504,3963.1951,3925.887775
,3884.46965,3963.263875,3925.941125
,3884.485775,3963.404475,3925.9643
,3884.499925,3963.4208,3925.9933
,3884.5278,3963.445525,3926.052075
,3884.54925,3963.544575,3926.066875
,3884.57255,3963.583975,3926.088175
,3884.5952,3963.639825,3926.1301
,3884.608125,3963.659675,3926.176775
,3884.625575,3963.68025,3926.190025
,3884.66065,3963.70755,3926.257725
,3884.681025,3963.7311,3926.29405
,3884.6939,3963.745275,3926.368925
,3884.715475,3963.7761,3926.408025
,3884.73995,3963.896475,3926.451775
,3884.7552,3963.935675,3926.47985
,3884.778675,3963.969625,3926.4925
,3884.8026,3964.007875,3926.525975
,3884.8258,3964.042,3926.5643
,3884.85425,3964.105725,3926.5655
,3884.8708,3964.15765,3926.6046
,3884.9339,3964.199275,3926.632275
,3884.94445,3964.24865,3926.652725
,3884.962325,3964.321725,3926.676675
,3884.9739,3964.350775,3926.720725
,3884.98975,3964.369275,3926.7505
,3884.997975,3964.397125,3926.79155
,3885.0096,3964.447875,3926.82435
,3885.018925,3964.47305,3926.831
,3885.035275,3964.519425,3926.86995
,3885.0451,3964.5567,3926.9041
,3885.058925,3964.63705,3926.9508
,3885.08565,3964.664675,3926.9765
,3885.1004,3964.703425,3927.011575
,3885.11225,3964.749075,3927.031675
,3885.135075,3964.76955,3927.06505
,3885.143175,3964.805825,3927.0981
,3885.156175,3964.871175,3927.124125
,3885.1776,3964.9039,3927.1502
,3885.191575,3964.96955,3927.185375
,3885.20865,3964.979625,3927.202875
,3885.2187,3965.036775,3927.2691
,3885.237,3965.0497,3927.315875
,3885.2549,3965.186325,3927.370825
,3885.289975,3965.202675,3927.414475
,3885.3035,3965.23575,3927.4661
,3885.328025,3965.285475,3927.5386
,3885.3489,3965.31125,3927.580075
,3885.365975,3965.341275,3927.601
,3885.391025,3965.372825,3927.6878
,3885.40695,3965.397125,3927.72785
,3885.42755,3965.452175,3927.763775
,3885.4613,3965.479625,3927.8143
,3885.478875,3965.511875,3927.87735
,3885.4917,3965.538525,3927.97775
,3885.515825,3965.582475,3928.016525
,3885.5599,3965.61275,3928.07315
,3885.587975,3965.6386,3928.12055
,3885.6022,3965.668725,3928.1477
,3885.623125,3965.685675,3928.1621
,3885.64725,3965.7079,3928.1905
,3885.657825,3965.763125,3928.40645
,3885.6703,3965.820525,3928.440375
,3885.682025,3965.847725,3928.48155
,3885.701575,3965.901225,3928.48535
,3885.72145,3965.928925,3928.502225
,3885.74165,3965.956075,3928.547025
,3885.756825,3965.97585,3928.594975
,3885.7904,3966.04995,3928.610975
,3885.8072,3966.073325,3928.6263
,3885.834975,3966.1104,3928.733725
,3885.874225,3966.1402,3928.78335
,3885.917325,3966.166525,3928.814375
,3885.9354,3966.1943,3928.847275
,3885.969625,3966.216425,3928.924925
,3885.999175,3966.235725,3928.944475
,3886.02945,3966.257875,3928.9632
,3886.051075,3966.287025,3928.99775
,3886.0811,3966.3527,3929.03805
,3886.096975,3966.382775,3929.07175
,3886.12655,3966.4133,3929.103425
,3886.1476,3966.4354,3929.12455
,3886.176525,3966.460675,3929.23395
,3886.1976,3966.524125,3929.27615
,3886.2146,3966.739975,3929.33275
,3886.237575,3966.7741,3929.366525
,3886.275825,3966.8053,3929.403325
,3886.30515,3966.831425,3929.457525
,3886.340375,3966.88585,3929.4958
,3886.35395,3966.9394,3929.501225
,3886.39565,3967.0009,3929.60105
,3886.435075,3967.033075,3929.63485
,3886.468525,3967.067,3929.669625
,3886.491125,3967.098775,3929.7182
,3886.555675,3967.126725,3929.76205
,3886.571625,3967.1884,3929.776425
,3886.58785,3967.224675,3929.81505
,3886.609175,3967.32045,3929.849275
,3886.64195,3967.368175,3929.914375
,3886.6746,3967.39425,3929.967025
,3886.69455,3967.43205,3929.996925
,3886.708525,3967.471775,3930.007925
,3886.74435,3967.51345,3930.032375
,3886.763225,3967.612825,3930.056675
,3886.791875,3967.641475,3930.065625
,3886.8218,3967.671775,3930.1253
,3886.8365,3967.715325,3930.16055
,3886.853475,3967.741725,3930.208175
,3886.872775,3967.77115,3930.3189
,3886.891,3967.802625,3930.36485
,3886.9279,3967.83495,3930.42185
,3886.943275,3967.880625,3930.46165
,3886.972675,3967.941775,3930.51245
,3887.011525,3967.9708,3930.513925
,3887.032525,3968.007375,3930.564425
,3887.053975,3968.036875,3930.6033
,3887.07155,3968.0722,3930.64925
,3887.094625,3968.11575,3930.6879
,3887.140375,3968.1399,3930.7274
,3887.16185,3968.186025,3930.762475
,3887.18585,3968.217,3930.804675
,3887.218975,3968.2548,3930.88225
,3887.232325,3968.297425,3930.901625
,3887.2546,3968.322475,3930.959225
,3887.274175,3968.353875,3930.9839
,3887.2871,3968.371175,3931.004925
,3887.30855,3968.422425,3931.049675
,3887.3243,3968.476925,3931.0805
,3887.34245,3968.550525,3931.1162
,3887.362625,3968.56455,3931.118575
,3887.37665,3968.6918,3931.178875
,3887.41805,3968.77955,3931.22195
,3887.450175,3968.79515,3931.264025
,3887.478,3968.8888,3931.30155
,3887.505425,3968.932625,3931.3254
,3887.5185,3968.935475,3931.344075
,3887.5423,3968.964975,3931.39245
,3887.612025,3968.980625,3931.432475
,3887.637375,3969.001225,3931.47165
,3887.6494,3969.0303,3931.49655
,3887.680325,3969.05585,3931.52205
,3887.7131,3969.093725,3931.543825
,3887.72905,3969.133625,3931.562825
,3887.754675,3969.217775,3931.58845
,3887.774,3969.2649,3931.602225
,3887.795725,3969.393625,3931.6296
,3887.8241,3969.44545,3931.649625
,3887.85495,3969.475875,3931.668775
,3887.873375,3969.5788,3931.6854
,3887.906625,3969.609775,3931.703475
,3887.931025,3969.64995,3931.724075
,3887.956125,3969.681675,3931.7603
,3887.97945,3969.728875,3931.83655
,3888.0253,3969.762675,3931.859375
,3888.059575,3969.859175,3931.893875
,3888.09295,3969.89975,3931.92735
,3888.1253,3969.9396,3931.96175
,3888.155375,3969.986425,3931.9956
,3888.1835,3970.02385,3932.02495
,3888.213125,3970.056,3932.05315
,3888.244025,3970.133075,3932.09195
,3888.30035,3970.152025,3932.123275
,3888.351475,3970.197,3932.144525
,3888.374075,3970.220175,3932.1867
,3888.416575,3970.236225,3932.200175
,3888.43145,3970.2559,3932.24065
,3888.4462,3970.282,3932.28275
,3888.475975,3970.33225,3932.31725
,3888.483775,3970.361575,3932.3725
,3888.5196,3970.416275,3932.4108
,3888.543825,3970.5292,3932.4714
,3888.5519,3970.5703,3932.52335
,3888.568275,3970.66655,3932.56925
,3888.5967,3970.6971,3932.597625
,3888.614425,3970.727475,3932.6131
,3888.6329,3970.763575,3932.6582
,3888.65375,3970.802925,3932.71455
,3888.678175,3970.8338,3932.736575
,3888.694025,3970.85925,3932.753525
,3888.73015,3970.8989,3932.7912
,3888.767775,3970.9282,3932.804825
,3888.7892,3970.992275,3932.815725
,3888.819,3971.014625,3932.8375
,3888.851325,3971.044175,3932.839275
,3888.87195,3971.0588,3932.8497
,3888.9011,3971.087875,3932.94235
,3888.933475,3971.105825,3932.9728
,3888.955575,3971.149475,3933.0454
,3888.980375,3971.165175,3933.08635
,3889.008825,3971.191275,3933.118825
,3889.0528,3971.222475,3933.145775
,3889.069625,3971.279075,3933.266775
,3889.09105,3971.31105,3933.3061
,3889.11095,3971.4446,3933.346925
,3889.135875,3971.47735,3933.371825
,3889.168175,3971.5137,3933.37915
,3889.189175,3971.554375,3933.390475
,3889.2151,3971.6242,3933.40125
,3889.251325,3971.652125,3933.4038
,3889.267125,3971.678875,3933.452725
,3889.294925,3971.70215,3933.47875
,3889.358275,3971.73385,3933.4989
,3889.3744,3971.773325,3933.519575
,3889.406725,3971.814325,3933.542825
,3889.44215,3971.8506,3933.56755
,3889.465125,3971.929575,3933.57935
,3889.4878,3971.9903,3933.591275
,3889.534125,3972.0266,3933.61045
,3889.5473,3972.05945,3933.647125
,3889.568925,3972.102475,3933.670225
,3889.600925,3972.1483,3933.7031
,3889.6274,3972.182875,3933.752425
,3889.651125,3972.212325,3933.7816
,3889.684825,3972.2419,3933.80985
,3889.711075,3972.3162,3933.83225
,3889.73605,3972.34005,3933.8572
,3889.7638,3972.363875,3933.859225
,3889.8014,3972.3761,3933.868225
,3889.821175,3972.423,3933.884575
,3889.84185,3972.4501,3933.8973
,3889.8593,3972.465975,3933.969325
,3889.883775,3972.4896,3934.031825
,3889.916325,3972.584925,3934.069275
,3889.93175,3972.67305,3934.107725
,3889.972875,3972.700625,3934.208475
,3890.019875,3972.7778,3934.25205
,3890.03655,3972.80455,3934.296125
,3890.06085,3972.838575,3934.333
