SPK_SPKC03a (no effect),SPK_SPKC12a (no effect)
,136.54865
,136.558
,136.582925
,136.597825
,136.61135
,136.624675
,136.6397
,136.661475
,136.674175
,136.69165
,136.70265
,136.715075
,136.726275
,136.735175
,136.74605
,136.756775
,136.757925
,136.77215
,136.781875
,136.79315
,136.820225
,136.8333
,136.850025
,136.8591
,136.873875
,136.88435
,136.894575
,136.91605
,136.92495
,136.93355
,136.9611
,136.96885
,136.977975
,136.9832
,137.011175
,137.031525
,137.04105
,137.05
,137.05175
,137.0552
,137.062875
,137.068975
,137.07455
,137.0881
,137.096
,137.104075
,137.123375
,137.13445
,137.147675
,137.157875
,137.16695
,137.17575
,137.1991
,137.21105
,137.2311
,137.2384
,137.251875
,137.27375
,137.304375
,137.311025
,137.328825
,137.339725
,137.3512
,137.352225
,137.362425
,137.37825
,137.390925
,137.39725
,137.4066
,137.41355
,137.42175
,137.430275
,137.44165
,137.453525
,137.464125
,137.473325
,137.491675
,137.508975
,137.517425
,137.528975
,137.5437
,137.556525
,137.5713
,137.58615
,137.595675
,137.61195
,137.624325
,137.6335
,137.6409
,137.645525
,137.650125
,137.6543
,137.660925
,137.665775
,137.67195
,137.677525
,137.68505
,137.6951
,137.7007
,137.7068
,137.7266
,137.73225
,137.7408
,137.756025
,137.765225
,137.786025
,137.790875
,137.8038
,137.810825
,137.816025
,137.82405
,137.8297
,137.844975
,137.8552
,137.8635
,137.88655
,137.89525
,137.9072
,137.915375
,137.9246
,137.93645
,137.947875
,137.96105
,137.96265
,137.9707
,137.994825
,138.008025
,138.018425
,138.03065
,138.041825
,138.057275
,138.07445
,138.089925
,138.1047
,138.116625
,138.127625
,138.139025
,138.164175
,138.1738
,138.187125
,138.19955
,138.211625
,138.222575
,138.233325
,138.2475
,138.265225
,138.2778
,138.296
,138.313075
,138.33005
,138.3463
,138.365025
,138.383875
,138.400075
,138.41695
,138.44355
,138.4592
,138.48095
,138.493825
,138.5084
,138.52485
,138.5436
,138.567225
,138.583625
,138.6174
,138.633275
,138.64695
,138.66095
,138.6746
,138.686575
,138.699575
,138.716775
,138.729075
,138.73035
,138.740675
,138.75025
,138.7643
,138.78025
,138.793175
,138.807125
,138.82505
,138.83695
,138.858675
,138.877475
,138.892775
,138.9083
,138.925
,138.938725
,138.956775
,138.9842
,139.01325
,139.051725
,139.07905
,139.1051
,139.125225
,139.143775
,139.164275
,139.184325
,139.21035
,139.2327
,139.259025
,139.279675
,139.30855
,139.33765
,139.354225
,139.37325
,139.394775
,139.419225
,139.44185
,139.466175
,139.4975
,139.535675
,139.557825
,139.63465
,139.673325
,139.7183
,139.741275
,139.759825
,139.7788
,139.79075
,139.809275
,139.82635
,139.8608
,139.89685
,139.93725
,140.00675
,140.058575
,140.08745
,140.118725
,140.12975
,140.145375
,140.162275
,140.177675
,140.179375
,140.191275
,140.2051
,140.218125
,140.22775
,140.249325
,140.2716
,140.3087
,140.322475
,140.329325
,140.33565
,140.34415
,140.350525
,140.35885
,140.3654
,140.378975
,140.39585
,140.442525
,140.4769
,140.539025
,140.571625
,140.60235
,140.62905
,140.668225
,140.6967
,140.70695
,140.73595
,140.74675
,140.757275
,140.7662
,140.77315
,140.785625
,140.793025
,140.803325
,140.8133
,140.825675
,140.84525
,140.857725
,140.871375
,140.8841
,140.89715
,140.913275
,140.9234
,140.939375
,140.949125
,140.9636
,140.9772
,140.9926
,141.00235
,141.010975
,141.0205
,141.03485
,141.045275
,141.0567
,141.06715
,141.07455
,141.084375
,141.096075
,141.10495
,141.12125
,141.129275
,141.140525
,141.15415
,141.18335
,141.199425
,141.2081
,141.22185
,141.23545
,141.243175
,141.247725
,141.266525
,141.280875
,141.30305
,141.340975
,141.3529
,141.367475
,141.38565
,141.3868
,141.401125
,141.402675
,141.422425
,141.447175
,141.464175
,141.479375
,141.493025
,141.50905
,141.523275
,141.548225
,141.57385
,141.590275
,141.60965
,141.6246
,141.639975
,141.6558
,141.673425
,141.68355
,141.6983
,141.711175
,141.725725
,141.7431
,141.76255
,141.784
,141.799875
,141.817175
,141.845175
,141.8637
,141.89735
,141.930825
,141.93685
,141.953875
,141.9738
,141.991225
,142.0117
,142.035425
,142.055875
,142.072425
,142.102225
,142.1499
,142.192475
,142.21735
,142.2434
,142.27455
,142.29685
,142.313125
,142.324275
,142.33435
,142.345625
,142.353425
,142.361725
,142.3701
,142.378775
,142.390675
,142.40465
,142.41445
,142.4316
,142.45065
,142.47335
,142.499
,142.516475
,142.528125
,142.53935
,142.554325
,142.5756
,142.593025
,142.606125
,142.626875
,142.642575
,142.654125
,142.6661
,142.686275
,142.699425
,142.720175
,142.7565
,142.8
,142.838425
,142.877975
,142.917375
,142.931375
,142.948525
,142.96415
,142.979175
,142.995075
,143.018725
,143.0402
,143.061825
,143.0817
,143.105225
,143.1327
,143.165725
,143.2203
,143.25145
,143.28175
,143.298475
,143.30745
,143.318525
,143.32765
,143.3444
,143.352175
,143.369775
,143.385575
,143.396875
,143.40755
,143.42095
,143.43665
,143.458575
,143.475775
,143.495625
,143.51095
,143.524925
,143.545575
,143.563275
,143.57895
,143.595575
,143.60985
,143.628525
,143.64015
,143.660625
,143.68005
,143.69865
,143.7136
,143.742375
,143.76265
,143.789725
,143.812075
,143.828375
,143.84405
,143.862825
,143.878825
,143.895875
,143.9151
,143.939175
,143.967725
,143.994275
,144.0172
,144.051225
,144.06805
,144.091375
,144.107925
,144.144625
,144.161375
,144.180075
,144.21075
,144.230025
,144.251625
,144.274525
,144.30915
,144.3561
,144.377675
,144.389425
,144.401725
,144.41305
,144.423275
,144.431775
,144.439525
,144.4503
,144.461325
,144.47235
,144.5008
,144.5102
,144.5254
,144.541125
,144.556225
,144.57275
,144.593975
,144.63845
,144.671775
,144.698825
,144.724375
,144.745325
,144.765425
,144.795875
,144.8189
,144.85375
,144.888625
,144.91925
,144.942375
,144.95045
,144.9602
,144.97855
,144.996825
,145.01485
,145.0462
,145.070925
,145.10175
,145.1458
,145.1783
,145.218325
,145.249625
,145.283375
,145.31145
,145.331575
,145.3655
,145.395575
,145.42135
,145.4504
,145.479975
,145.5362
,145.56915
,145.589875
,145.6101
,145.627925
,145.6403
,145.655225
,145.669575
,145.68695
,145.6999
,145.714775
,145.738525
,145.7552
,145.757675
,145.78105
,145.804625
,145.831925
,145.861175
,145.886425
,145.91795
,145.992375
,146.010925
,146.023875
,146.0363
,146.045725
,146.0592
,146.0717
,146.08435
,146.0949
,146.101025
,146.108825
,146.117
,146.127
,146.14125
,146.1495
,146.166875
,146.18225
,146.2093
,146.2232
,146.23695
,146.2506
,146.267525
,146.288425
,146.320875
,146.3395
,146.361425
,146.38525
,146.40245
,146.417625
,146.4285
,146.441425
,146.456875
,146.47015
,146.481775
,146.49465
,146.508825
,146.522575
,146.542575
,146.56255
,146.573475
,146.579925
,146.593025
,146.60395
,146.6184
,146.6273
,146.65085
,146.665675
,146.67505
,146.693475
,146.7142
,146.736975
,146.75565
,146.775475
,146.799
,146.814225
,146.831775
,146.85055
,146.870325
,146.88895
,146.90525
,146.9371
,146.959875
,146.97845
,146.9939
,147.0191
,147.0384
,147.056
,147.071075
,147.09035
,147.1151
,147.13145
,147.1445
,147.1574
,147.17775
,147.1959
,147.222575
,147.240475
,147.2661
,147.295675
,147.328075
,147.35435
,147.381025
,147.41105
,147.436975
,147.46835
,147.4819
,147.502975
,147.52095
,147.54625
,147.584275
,147.62135
,147.666675
,147.715575
,147.743325
,147.764675
,147.782525
,147.797025
,147.8146
,147.83985
,147.8628
,147.889325
,147.915025
,147.950675
,147.9736
,147.996875
,148.012475
,148.034525
,148.05195
,148.09525
,148.113125
,148.1238
,148.1457
,148.160725
,148.17605
,148.194525
,148.209675
,148.240925
,148.300125
,148.3207
,148.347825
,148.376
,148.400825
,148.411925
,148.440375
,148.4532
,148.4659
,148.47575
,148.487825
,148.5129
,148.5313
,148.552275
,148.588025
,148.604575
,148.6253
,148.6472
,148.67235
,148.690225
,148.70825
,148.72515
,148.74105
,148.755525
,148.7743
,148.7865
,148.812225
,148.833225
,148.8547
,148.880225
,148.910775
,148.9341
,148.951
,148.96275
,148.976125
,148.98205
,148.989175
,149.003225
,149.0213
,149.03935
,149.052375
,149.08995
,149.107075
,149.115
,149.12785
,149.150475
,149.162525
,149.18105
,149.19195
,149.20355
,149.2158
,149.231575
,149.24385
,149.255175
,149.2704
,149.2901
,149.31275
,149.330725
,149.353175
,149.367125
,149.373825
,149.379975
,149.386475
,149.3933
,149.398375
,149.414875
,149.4218
,149.44585
,149.453925
,149.4667
,149.4782
,149.49075
,149.503875
,149.5308
,149.562675
,149.5754
,149.5856
,149.6004
,149.610025
,149.619
,149.6299
,149.642525
,149.6542
,149.66395
,149.67595
,149.691225
,149.70175
,149.711375
,149.719875
,149.73335
,149.74435
,149.76295
,149.77805
,149.78755
,149.79855
,149.822275
,149.836675
,149.85015
,149.86555
,149.8751
,149.8878
,149.9034
,149.9134
,149.9215
,149.9305
,149.9356
,149.94215
,149.950975
,149.96115
,149.96995
,149.97725
,149.981825
,149.984875
,149.9917
,150.014275
,150.021375
,150.026075
,150.0305
,150.040725
,150.050375
,150.06355
,150.074
,150.09805
,150.103725
,150.11105
,150.1183
,150.14815
,150.155975
,150.164125
,150.172325
,150.180275
,150.187025
,150.1955
,150.210325
,150.2195
,150.23365
,150.239575
,150.247825
,150.25695
,150.2684
,150.28145
,150.2902
,150.3123
,150.325075
,150.33465
,150.35245
,150.3638
,150.383225
,150.399875
,150.413775
,150.42235
,150.4334
,150.46225
,150.4765
,150.487675
,150.5032
,150.5113
,150.5218
,150.5353
,150.554
,150.5652
,150.57525
,150.593425
,150.60475
,150.620175
,150.633325
,150.647575
,150.662575
,150.675275
,150.69005
,150.712475
,150.728525
,150.737375
,150.750925
,150.766525
,150.7786
,150.788775
,150.814025
,150.82335
,150.83725
,150.852775
,150.868125
,150.88215
,150.907975
,150.926175
,150.946675
,150.9699
,150.98895
,151.0185
,151.06025
,151.077675
,151.089925
,151.10515
,151.11565
,151.1293
,151.138875
,151.152975
,151.16425
,151.176275
,151.18815
,151.19775
,151.2217
,151.230675
,151.2397
,151.256125
,151.27265
,151.2855
,151.3047
,151.324125
,151.339225
,151.348275
,151.360475
,151.3699
,151.38195
,151.388875
,151.40745
,151.419
,151.4576
,151.466825
,151.4797
,151.4944
,151.5097
,151.52225
,151.532125
,151.555425
,151.576525
,151.59665
,151.628625
,151.649025
,151.66545
,151.687
,151.70545
,151.723425
,151.74105
,151.761975
,151.78375
,151.805325
,151.827225
,151.842375
,151.860075
,151.88435
,151.90325
,151.922775
,151.939125
,151.9549
,151.969675
,151.9856
,151.99795
,152.008925
,152.0201
,152.027975
,152.0422
,152.053775
,152.063175
,152.0777
,152.088825
,152.102825
,152.11525
,152.129125
,152.142425
,152.1589
,152.17025
,152.183
,152.198
,152.219975
,152.23435
,152.2445
,152.256925
,152.2654
,152.27825
,152.29
,152.302025
,152.32875
,152.353575
,152.368925
,152.37845
,152.390125
,152.406475
,152.41965
,152.43635
,152.44825
,152.459775
,152.47595
,152.487975
,152.4961
,152.507875
,152.519025
,152.520975
,152.533125
,152.544125
,152.5565
,152.569525
,152.5846
,152.60795
,152.617825
,152.63985
,152.660925
,152.68435
,152.6928
,152.699875
,152.7181
,152.729275
,152.74985
,152.778175
,152.791125
,152.804125
,152.82025
,152.83915
,152.857525
,152.8757
,152.9016
,152.94325
,152.967575
,153.005225
,153.0329
,153.0619
,153.08925
,153.11705
,153.14125
,153.15225
,153.16295
,153.176
,153.185175
,153.196075
,153.20755
,153.21445
,153.2202
,153.2388
,153.246225
,153.25735
,153.26905
,153.284725
,153.298825
,153.318275
,153.33185
,153.357425
,153.3885
,153.413375
,153.435475
,153.470575
,153.4906
,153.516025
,153.55595
,153.578525
,153.593
,153.614975
,153.625425
,153.62705
,153.635675
,153.646175
,153.652925
,153.66225
,153.6671
,153.6757
,153.6837
,153.688825
,153.71185
,153.7222
,153.732375
,153.746675
,153.76235
,153.7909
,153.80865
,153.8256
,153.8405
,153.857775
,153.8763
,153.9134
,153.93165
,153.948375
,153.970475
,153.994925
,154.013475
,154.04425
,154.06735
,154.0863
,154.106425
,154.1266
,154.143175
,154.16855
,154.1923
,154.204075
,154.22755
,154.258175
,154.3043
,154.345925
,154.372
,154.413125
,154.439475
,154.4632
,154.4818
,154.489275
,154.49995
,154.512775
,154.525775
,154.536525
,154.54735
,154.55745
,154.568325
,154.583025
,154.60375
,154.617925
,154.6471
,154.663825
,154.68
,154.693125
,154.705875
,154.71685
,154.7419
,154.754125
,154.762125
,154.773675
,154.7842
,154.795075
,154.80595
,154.8198
,154.8299
,154.837
,154.8475
,154.8606
,154.873525
,154.89185
,154.904825
,154.9182
,154.934525
,154.949825
,154.958775
,154.968375
,154.9773
,154.987075
,154.998875
,155.009775
,155.01645
,155.024625
,155.03305
,155.0406
,155.047175
,155.062125
,155.0711
,155.08335
,155.095225
,155.108675
,155.125975
,155.13865
,155.1597
,155.174025
,155.198525
,155.21195
,155.232275
,155.262125
,155.294325
,155.313725
,155.337725
,155.376925
,155.402775
,155.4261
,155.45875
,155.482025
,155.49735
,155.513225
,155.527575
,155.545425
,155.563
,155.575475
,155.60375
,155.6295
,155.664775
,155.69515
,155.726075
,155.80305
,155.83145
,155.840025
,155.86825
,155.883
,155.896775
,155.923525
,155.943875
,155.9661
,155.996525
,156.01645
,156.043775
,156.10275
,156.139225
,156.1754
,156.20195
,156.2238
,156.238075
,156.247925
,156.26045
,156.26825
,156.278525
,156.28995
,156.300175
,156.3122
,156.324675
,156.332075
,156.3396
,156.351475
,156.363075
,156.378
,156.387125
,156.3996
,156.420875
,156.440225
,156.4571
,156.47495
,156.492925
,156.50835
,156.519875
,156.535525
,156.551625
,156.563575
,156.5788
,156.592725
,156.614675
,156.63525
,156.661275
,156.684
,156.709775
,156.731075
,156.753725
,156.792125
,156.8303
,156.856325
,156.893425
,156.911925
,156.94165
,156.960525
,156.98035
,157.006125
,157.0181
,157.0475
,157.06935
,157.093375
,157.121875
,157.15515
,157.18925
,157.2215
,157.241825
,157.260525
,157.2852
,157.3323
,157.35135
,157.37735
,157.4092
,157.43705
,157.46845
,157.511675
,157.549275
,157.550925
,157.5892
,157.63025
,157.660875
,157.679675
,157.705025
,157.720375
,157.73255
,157.746
,157.760025
,157.792525
,157.8209
,157.854325
,157.8899
,157.919825
,157.949975
,157.9765
,158.01175
,158.0296
,158.04655
,158.071525
,158.0921
,158.120775
,158.1341
,158.1407
,158.158075
,158.1922
,158.221975
,158.2433
,158.26555
,158.2993
,158.351025
,158.3935
,158.453625
,158.466975
,158.4754
,158.484475
,158.4926
,158.504325
,158.511125
,158.526825
,158.5392
,158.54745
,158.556675
,158.566525
,158.57595
,158.5881
,158.59715
,158.618
,158.6288
,158.640325
,158.650425
,158.6638
,158.6788
,158.6882
,158.697575
,158.706175
,158.727725
,158.739525
,158.749425
,158.759925
,158.780025
,158.78955
,158.806375
,158.823325
,158.837675
,158.8516
,158.870475
,158.8882
,158.9039
,158.915625
,158.9352
,158.950625
,158.96215
,158.9794
,158.99615
,159.016725
,159.033725
,159.0548
,159.074225
,159.09185
,159.13055
,159.16035
,159.18395
,159.211375
,159.2278
,159.247375
,159.29065
,159.31175
,159.3329
,159.359475
,159.39
,159.4322
,159.462475
,159.47725
,159.500175
,159.527425
,159.553475
,159.5804
,159.607375
,159.618575
,159.6321
,159.6528
,159.669425
,159.684275
,159.71225
,159.729175
,159.75095
,159.773375
,159.807475
,159.8367
,159.88585
,159.942775
,159.972825
,160.00135
,160.012575
,160.0304
,160.045575
,160.053175
,160.064125
,160.074525
,160.0885
,160.108725
,160.1453
,160.189375
,160.2124
,160.229825
,160.243525
,160.256775
,160.265075
,160.285775
,160.2995
,160.325025
,160.35845
,160.383525
,160.396425
,160.4204
,160.425525
,160.43025
,160.43475
,160.438325
,160.44775
,160.463675
,160.47765
,160.48415
,160.4944
,160.5049
,160.52185
,160.5331
,160.547
,160.5789
,160.5849
,160.5967
,160.61215
,160.6332
,160.64765
,160.664475
,160.6793
,160.68895
,160.70045
,160.715975
,160.73025
,160.7419
,160.75855
,160.776075
,160.808775
,160.8245
,160.847725
,160.8646
,160.89105
,160.91765
,160.93615
,160.9373
,160.965275
,160.994425
,161.022575
,161.05215
,161.085075
,161.101425
,161.127375
,161.157275
,161.191625
,161.1993
,161.216375
,161.2431
,161.27315
,161.30175
,161.334225
,161.34735
,161.373175
,161.395325
,161.41945
,161.4609
,161.4866
,161.538775
,161.593925
,161.614275
,161.627825
,161.6398
,161.652825
,161.664775
,161.6731
,161.68285
,161.6924
,161.709475
,161.719725
,161.728325
,161.74865
,161.77545
,161.785875
,161.793675
,161.80195
,161.8126
,161.8469
,161.8587
,161.87485
,161.8976
,161.907275
,161.91875
,161.933225
,161.9472
,161.9569
,161.965925
,161.97655
,161.984625
,161.996175
,162.017025
,162.034675
,162.0584
,162.07475
,162.101075
,162.1301
,162.143275
,162.1538
,162.1701
,162.184225
,162.193925
,162.20315
,162.2207
,162.222225
,162.2298
,162.2489
,162.254625
,162.2647
,162.2826
,162.28815
,162.295175
,162.3095
,162.320475
,162.3505
,162.362625
,162.37425
,162.385775
,162.400325
,162.4118
,162.421825
,162.4276
,162.4365
,162.4426
,162.461875
,162.4747
,162.479375
,162.487375
,162.49185
,162.496825
,162.513775
,162.524375
,162.54345
,162.5532
,162.5595
,162.57195
,162.582525
,162.5986
,162.612875
,162.6246
,162.636925
,162.647925
,162.65755
,162.66975
,162.6789
,162.6964
,162.708475
,162.715925
,162.7324
,162.745775
,162.765025
,162.777
,162.7874
,162.799075
,162.810975
,162.821625
,162.851275
,162.864225
,162.882025
,162.903225
,162.94905
,162.9729
,162.9923
,163.018475
,163.031025
,163.03395
,163.057725
,163.07685
,163.09925
,163.12015
,163.1428
,163.1584
,163.17485
,163.195325
,163.212425
,163.227025
,163.256025
,163.27685
,163.3065
,163.362825
,163.381175
,163.394325
,163.4173
,163.44505
,163.466025
,163.4893
,163.51395
,163.536225
,163.564325
,163.584425
,163.6032
,163.634525
,163.6541
,163.668775
,163.686575
,163.705025
,163.722225
,163.747325
,163.766575
,163.792875
,163.809225
,163.823125
,163.83495
,163.8455
,163.8566
,163.868925
,163.880475
,163.894025
,163.902
,163.92265
,163.93815
,163.9705
,163.990125
,164.0235
,164.052675
,164.079225
,164.108875
,164.142875
,164.172625
,164.199375
,164.21715
,164.232475
,164.2476
,164.263925
,164.28145
,164.302075
,164.346325
,164.370425
,164.392025
,164.42705
,164.464075
,164.4938
,164.514325
,164.5369
,164.55265
,164.570175
,164.589425
,164.605025
,164.625575
,164.64415
,164.666325
,164.685275
,164.70125
,164.722475
,164.736675
,164.75795
,164.77455
,164.7882
,164.806725
,164.834325
,164.859475
,164.87605
,164.8998
,164.9169
,164.931925
,164.94335
,164.95715
,164.969225
,164.98275
,164.992375
,165.005775
,165.0322
,165.0473
,165.058975
,165.07785
,165.07885
,165.10065
,165.118975
,165.142775
,165.16235
,165.18225
,165.1983
,165.213725
,165.22905
,165.246225
,165.267
,165.310875
,165.33415
,165.352275
,165.37165
,165.4164
,165.4475
,165.46495
,165.487475
,165.51145
,165.532575
,165.556125
,165.579725
,165.616725
,165.631175
,165.646925
,165.661725
,165.664575
,165.6876
,165.701975
,165.713575
,165.73365
,165.75615
,165.780425
,165.804725
,165.8638
,165.892775
,165.907225
,165.92315
,165.93895
,165.9471
,165.958175
,165.96555
,165.98405
,165.9942
,166.004825
,166.0126
,166.02295
,166.04685
,166.0616
,166.0739
,166.090525
,166.104275
,166.117925
,166.134625
,166.1475
,166.157825
,166.1674
,166.179375
,166.20275
,166.213125
,166.225525
,166.2334
,166.23505
,166.2451
,166.273375
,166.284825
,166.3046
,166.324675
,166.345075
,166.37035
,166.390025
,166.41165
,166.4231
,166.437975
,166.44865
,166.4625
,166.47755
,166.488
,166.49995
,166.5338
,166.5503
,166.56285
,166.582225
,166.6038
,166.628325
,166.655525
,166.680175
,166.712575
,166.731
,166.744825
,166.76065
,166.77425
,166.7877
,166.802875
,166.817375
,166.831825
,166.844025
,166.85985
,166.879675
,166.892825
,166.91125
,166.935825
,166.954825
,166.976575
,166.996375
,167.0195
,167.039725
,167.05935
,167.075225
,167.083925
,167.0956
,167.105075
,167.1176
,167.129175
,167.138975
,167.150825
,167.160525
,167.17435
,167.187075
,167.200675
,167.2214
,167.231275
,167.245325
,167.260275
,167.279525
,167.2982
,167.317725
,167.331725
,167.336575
,167.35515
,167.369025
,167.39045
,167.407075
,167.429325
,167.46435
,167.49365
,167.5307
,167.5928
,167.63315
,167.66385
,167.6818
,167.6988
,167.7143
,167.731825
,167.747125
,167.7694
,167.795375
,167.817825
,167.83905
,167.8863
,167.93785
,167.97445
,168.012275
,168.051625
,168.080525
,168.0944
,168.10225
,168.11095
,168.120475
,168.12825
,168.137175
,168.1473
,168.15395
,168.1628
,168.169625
,168.182825
,168.1953
,168.206825
,168.235775
,168.2509
,168.264625
,168.27365
,168.28135
,168.2914
,168.293325
,168.3027
,168.3137
,168.3223
,168.3338
,168.345175
,168.353225
,168.367025
,168.37735
,168.387575
,168.39925
,168.409
,168.4202
,168.4337
,168.443775
,168.458975
,168.4716
,168.4815
,168.504875
,168.52765
,168.553025
,168.5751
,168.5966
,168.61775
,168.64215
,168.664125
,168.68395
,168.712675
,168.743475
,168.763075
,168.774675
,168.78535
,168.7982
,168.812725
,168.827775
,168.84495
,168.857275
,168.86995
,168.878
,168.897575
,168.91185
,168.929925
,168.950575
,168.964975
,168.9997
,169.0315
,169.0466
,169.062575
,169.0831
,169.114475
,169.131225
,169.1578
,169.17835
,169.19375
,169.20745
,169.239675
,169.2696
,169.327125
,169.352375
,169.37445
,169.38935
,169.403175
,169.419675
,169.448825
,169.467675
,169.49995
,169.527925
,169.5438
,169.56115
,169.5783
,169.60515
,169.626975
,169.6476
,169.667325
,169.681225
,169.70045
,169.7144
,169.7596
,169.785075
,169.80175
,169.825
,169.851775
,169.87225
,169.89105
,169.914
,169.9366
,169.95585
,169.986425
,170.041775
,170.102925
,170.124375
,170.1484
,170.17345
,170.18985
,170.205875
,170.2232
,170.240575
,170.275725
,170.313275
,170.3471
,170.367975
,170.380075
,170.391625
,170.40015
,170.416525
,170.42725
,170.4373
,170.44675
,170.458475
,170.47665
,170.49645
,170.526575
,170.582525
,170.6147
,170.64375
,170.658625
,170.67125
,170.6816
,170.693675
,170.706225
,170.718725
,170.73435
,170.750475
,170.7598
,170.770375
,170.778225
,170.7877
,170.7961
,170.807175
,170.816425
,170.82895
,170.84895
,170.858125
,170.87705
,170.888575
,170.903175
,170.92435
,170.9396
,170.952125
,170.965375
,170.972925
,170.98845
,170.99415
,171.0139
,171.023275
,171.048675
,171.0599
,171.07155
,171.079975
,171.08695
,171.088075
,171.0998
,171.1126
,171.1361
,171.1488
,171.16435
,171.188375
,171.1967
,171.19885
,171.205225
,171.212925
,171.2245
,171.2346
,171.252025
,171.264
,171.272875
,171.286475
,171.29695
,171.309025
,171.320175
,171.3333
,171.35745
,171.3719
,171.39215
,171.41265
,171.427525
,171.45025
,171.469175
,171.501175
,171.51535
,171.527025
,171.548925
,171.561875
,171.57775
,171.6014
,171.6344
,171.66265
,171.687325
,171.704125
,171.716
,171.735875
,171.745675
,171.76425
,171.779975
,171.80105
,171.81795
,171.8345
,171.852775
,171.8712
,171.895525
,171.921825
,171.96205
,171.9872
,172.006075
,172.026325
,172.0491
,172.07425
,172.09065
,172.093725
,172.1145
,172.13585
,172.163
,172.18835
,172.225375
,172.255325
,172.275775
,172.3037
,172.327125
,172.34205
,172.361475
,172.38075
,172.41255
,172.455
,172.49635
,172.555125
,172.603275
,172.64855
,172.691575
,172.7095
,172.722875
,172.736425
,172.7503
,172.76275
,172.776325
,172.789425
,172.807725
,172.8236
,172.85175
,172.892325
,172.943325
,172.9899
,173.00245
,173.01105
,173.01585
,173.01985
,173.043775
,173.052375
,173.057875
,173.06255
,173.067875
,173.07975
,173.08695
,173.096275
,173.10465
,173.113425
,173.126575
,173.139375
,173.151875
,173.168025
,173.178175
,173.18695
,173.194575
,173.211
,173.219525
,173.228825
,173.248425
,173.2582
,173.27035
,173.277875
,173.295375
,173.324975
,173.347475
,173.365025
,173.378625
,173.390275
,173.403625
,173.4182
,173.42805
,173.45345
,173.469
,173.481375
,173.491675
,173.504725
,173.5187
,173.536825
,173.552525
,173.568025
,173.58325
,173.60785
,173.631
,173.65855
,173.67735
,173.695575
,173.7425
,173.7641
,173.7793
,173.7986
,173.825025
,173.847775
,173.8712
,173.89335
,173.9218
,173.954175
,173.98825
,174.007325
,174.03395
,174.0555
,174.0792
,174.1552
,174.18575
,174.224375
,174.24615
,174.292675
,174.320875
,174.341475
,174.38005
,174.4073
,174.4243
,174.469325
,174.5015
,174.526475
,174.567725
,174.597625
,174.63335
,174.65925
,174.68725
,174.709975
,174.729475
,174.74295
,174.75265
,174.766075
,174.7757
,174.778225
,174.801
,174.826025
,174.84025
,174.853775
,174.8672
,174.87755
,174.889225
,174.909775
,174.94365
,174.97475
,174.992175
,175.00985
,175.0222
,175.035925
,175.05045
,175.052675
,175.06225
,175.075675
,175.089575
,175.104075
,175.1182
,175.141925
,175.162775
,175.189525
,175.21105
,175.221375
,175.237425
,175.256425
,175.270525
,175.282625
,175.2934
,175.30575
,175.32075
,175.334575
,175.35325
,175.363125
,175.374325
,175.386875
,175.4061
,175.42095
,175.441375
,175.49025
,175.521325
,175.53955
,175.553775
,175.57595
,175.58645
,175.6006
,175.626775
,175.65575
,175.666075
,175.6772
,175.698125
,175.7126
,175.741675
,175.774675
,175.806325
,175.854025
,175.874975
,175.910675
,175.93685
,175.952775
,175.96805
,175.979525
,175.990125
,176.004525
,176.01295
,176.024925
,176.037475
,176.049975
,176.061175
,176.0728
,176.086075
,176.097975
,176.1238
,176.1381
,176.149425
,176.159675
,176.171975
,176.187675
,176.1973
,176.208325
,176.221525
,176.233125
,176.246625
,176.260225
,176.28695
,176.29905
,176.300625
,176.31255
,176.324025
,176.333275
,176.3463
,176.368175
,176.3874
,176.3987
,176.41355
,176.431225
,176.444275
,176.469625
,176.482025
,176.493875
,176.505975
,176.523075
,176.542375
,176.56405
,176.585125
,176.611975
,176.642125
,176.70685
,176.71935
,176.735
,176.745
,176.751025
,176.763775
,176.772575
,176.7819
,176.79055
,176.79745
,176.8192
,176.836975
,176.847475
,176.8568
,176.8764
,176.915675
,176.928575
,176.940575
,176.95325
,176.9667
,176.9773
,176.9898
,177.003975
,177.017
,177.0372
,177.051925
,177.07795
,177.10525
,177.126225
,177.14025
,177.15935
,177.172275
,177.1889
,177.2094
,177.2232
,177.23455
,177.250325
,177.26235
,177.27395
,177.2822
,177.2917
,177.30335
,177.311975
,177.326225
,177.3459
,177.3622
,177.3794
,177.394875
,177.41495
,177.443525
,177.46835
,177.500025
,177.522575
,177.54045
,177.569225
,177.5928
,177.634025
,177.65995
,177.6848
,177.6976
,177.721825
,177.740475
,177.7706
,177.80565
,177.815875
,177.84815
,177.888375
,177.909475
,177.9344
,177.965675
,177.997725
,178.01445
,178.04765
,178.0669
,178.1007
,178.135375
,178.155075
,178.173525
,178.193325
,178.218975
,178.238575
,178.2675
,178.28725
,178.30715
,178.3324
,178.365575
,178.397875
,178.423075
,178.4377
,178.455875
,178.4821
,178.50195
,178.526425
,178.542025
,178.560575
,178.577425
,178.59865
,178.6252
,178.65065
,178.6658
,178.684275
,178.69915
,178.71335
,178.728275
,178.739625
,178.75165
,178.7603
,178.79125
,178.799725
,178.8028
,178.814625
,178.83335
,178.87275
,178.905675
,178.925925
,178.93825
,178.951425
,178.96085
,178.973075
,178.989875
,179.004325
,179.02295
,179.037925
,179.065125
,179.1146
