SPK_SPKC03a (no effect),SPK_SPKC12a (no effect)
,59.726225
,59.73825
,59.7493
,59.75995
,59.779175
,59.802125
,59.823
,59.836475
,59.8464
,59.854625
,59.86115
,59.865275
,59.8701
,59.87745
,59.883625
,59.888625
,59.895025
,59.90405
,59.913725
,59.925
,59.943225
,59.955375
,59.9727
,59.993675
,60.01205
,60.02825
,60.0293
,60.042475
,60.07195
,60.087725
,60.09975
,60.113125
,60.1268
,60.1419
,60.155475
,60.173325
,60.189275
,60.2059
,60.224775
,60.240175
,60.26815
,60.281075
,60.29325
,60.30435
,60.31945
,60.33015
,60.341625
,60.351175
,60.362825
,60.3766
,60.39085
,60.40295
,60.4184
,60.429975
,60.4504
,60.472925
,60.50165
,60.526175
,60.53895
,60.55175
,60.567975
,60.587025
,60.59695
,60.61055
,60.62445
,60.63715
,60.6507
,60.6661
,60.678375
,60.691725
,60.71405
,60.736925
,60.764925
,60.784925
,60.80245
,60.823525
,60.842125
,60.861225
,60.8748
,60.8895
,60.906375
,60.931425
,60.95655
,60.9859
,61.003575
,61.036275
,61.064675
,61.1045
,61.1441
,61.174725
,61.1951
,61.219625
,61.2362
,61.25985
,61.27685
,61.311775
,61.3452
,61.400175
,61.4444
,61.494525
,61.5251
,61.550625
,61.5664
,61.574875
,61.583375
,61.60045
,61.61925
,61.64005
,61.66005
,61.681725
,61.704475
,61.73045
,61.762375
,61.802925
,61.82185
,61.844725
,61.874525
,61.893175
,61.919125
,61.9296
,61.938675
,61.95715
,61.97565
,61.992525
,62.025275
,62.050075
,62.071375
,62.11065
,62.13355
,62.1599
,62.189875
,62.216725
,62.2439
,62.27385
,62.316475
,62.345775
,62.367925
,62.39245
,62.410075
,62.435975
,62.458575
,62.50215
,62.54045
,62.598625
,62.639175
,62.670225
,62.693125
,62.7134
,62.7304
,62.752525
,62.770625
,62.785625
,62.8101
,62.827975
,62.8513
,62.8688
,62.8873
,62.909
,62.9368
,62.965775
,62.992275
,63.02025
,63.067475
,63.093375
,63.110425
,63.129075
,63.145575
,63.154775
,63.1598
,63.17065
,63.18785
,63.189225
,63.198075
,63.215675
,63.2167
,63.22735
,63.242025
,63.2584
,63.280075
,63.291275
,63.307
,63.32365
,63.33795
,63.35365
,63.366775
,63.380875
,63.3953
,63.4048
,63.41885
,63.432175
,63.454225
,63.461975
,63.4778
,63.49095
,63.507575
,63.52385
,63.543625
,63.5674
,63.5836
,63.5981
,63.6141
,63.6293
,63.646775
,63.666075
,63.6884
,63.704625
,63.720525
,63.724575
,63.737575
,63.751925
,63.76845
,63.786325
,63.803825
,63.81925
,63.839075
,63.862525
,63.89145
,63.9143
,63.9371
,63.9597
,63.981675
,64.0067
,64.0262
,64.04365
,64.064875
,64.079475
,64.107225
,64.1339
,64.162575
,64.193475
,64.2337
,64.28735
,64.312
,64.346875
,64.359425
,64.370625
,64.38855
,64.404875
,64.419625
,64.456425
,64.47295
,64.5016
,64.523525
,64.53825
,64.550525
,64.56725
,64.57505
,64.590675
,64.61435
,64.636525
,64.659125
,64.6881
,64.731075
,64.756125
,64.78035
,64.8157
,64.836375
,64.878875
,65.025275
,65.057375
,65.06855
,65.0835
,65.09245
,65.102675
,65.113375
,65.11955
,65.12845
,65.140875
,65.152775
,65.166
,65.1867
,65.223425
,65.27255
,65.29435
,65.315425
,65.329225
,65.34145
,65.36655
,65.394825
,65.419475
,65.4364
,65.44785
,65.46275
,65.475925
,65.488825
,65.498675
,65.5095
,65.522925
,65.549475
,65.57095
,65.590875
,65.6128
,65.6426
,65.673425
,65.696025
,65.723225
,65.747025
,65.7763
,65.795325
,65.82195
,65.841625
,65.869475
,65.893475
,65.928025
,65.949475
,65.96465
,65.9789
,65.992575
,66.00755
,66.03635
,66.07315
,66.101925
,66.117
,66.151225
,66.17105
,66.197775
,66.22925
,66.25565
,66.28545
,66.306675
,66.329525
,66.3523
,66.380325
,66.3974
,66.430925
,66.454575
,66.467
,66.484825
,66.49315
,66.503175
,66.51865
,66.530525
,66.5417
,66.55405
,66.5717
,66.585375
,66.601625
,66.622275
,66.65265
,66.674875
,66.689175
,66.70945
,66.7253
,66.728925
,66.741575
,66.755425
,66.7727
,66.775925
,66.794
,66.812025
,66.82955
,66.848775
,66.865025
,66.887625
,66.90375
,66.922025
,66.9493
,66.977225
,67.0042
,67.0395
,67.0655
,67.086325
,67.100275
,67.115775
,67.134475
,67.154775
,67.1794
,67.204475
,67.224075
,67.260675
,67.283125
,67.3119
,67.34485
,67.373325
,67.40455
,67.442975
,67.46255
,67.4957
,67.5222
,67.543575
,67.58385
,67.620925
,67.6782
,67.7467
,67.78195
,67.80135
,67.8182
,67.836175
,67.849125
,67.876675
,67.8939
,67.91795
,67.9397
,67.96165
,67.98065
,68.0041
,68.028775
,68.04805
,68.065275
,68.07975
,68.099925
,68.113975
,68.13095
,68.140025
,68.156525
,68.166325
,68.200825
,68.2154
,68.230925
,68.244725
,68.266475
,68.29035
,68.3175
,68.3426
,68.366725
,68.392875
,68.424
,68.4461
,68.480175
,68.510025
,68.53745
,68.58645
,68.614025
,68.642925
,68.6846
,68.7128
,68.7404
,68.76525
,68.79035
,68.82485
,68.841025
,68.88255
,68.9113
,68.94115
,68.9677
,68.99635
,69.03695
,69.086175
,69.138125
,69.161875
,69.180925
,69.214475
,69.23205
,69.2527
,69.275
,69.31085
,69.3288
,69.36175
,69.38325
,69.412825
,69.43185
,69.4648
,69.4937
,69.525025
,69.564925
,69.586825
,69.610675
,69.63795
,69.8275
,69.8484
,69.86115
,69.87515
,69.894125
,69.91495
,69.92565
,69.9379
,69.95305
,69.970225
,69.984675
,70.007575
,70.023125
,70.08765
,70.118025
,70.13395
,70.150025
,70.164775
,70.1944
,70.2656
,70.304275
,70.321775
,70.3406
,70.352275
,70.36675
,70.3988
,70.41785
,70.429
,70.4446
,70.4559
,70.465425
,70.4871
,70.501775
,70.518825
,70.532425
,70.559575
,70.570975
,70.582275
,70.608825
,70.64805
,70.670275
,70.690625
,70.743175
,70.76925
,70.7882
,70.802225
,70.811025
,70.828625
,70.841725
,70.848425
,70.862075
,70.878425
,70.889075
,70.905
,70.921275
,70.93385
,70.952125
,70.967375
,71.013575
,71.038275
,71.07185
,71.096025
,71.124575
,71.14475
,71.176975
,71.191425
,71.20765
,71.2265
,71.240275
,71.25685
,71.268625
,71.2886
,71.30865
,71.337
,71.3556
,71.38135
,71.3964
,71.422925
,71.43835
,71.453475
,71.483075
,71.508
,71.525125
,71.538
,71.54985
,71.5594
,71.5699
,71.58255
,71.5936
,71.60965
,71.62695
,71.6547
,71.6748
,71.6963
,71.7301
,71.749525
,71.7662
,71.784825
,71.7986
,71.810625
,71.829525
,71.8573
,71.87995
,71.8919
,71.918125
,71.937725
,71.963275
,71.9823
,71.997675
,72.00975
,72.018625
,72.042475
,72.055575
,72.06935
,72.08255
,72.098375
,72.110025
,72.134675
,72.1552
,72.18495
,72.209775
,72.25135
,72.2586
,72.27995
,72.296425
,72.323225
,72.3461
,72.3722
,72.40065
,72.4292
,72.4551
,72.483425
,72.51485
,72.547
,72.584875
,72.60375
,72.625
,72.6568
,72.6866
,72.7157
,72.751475
,72.791825
,72.8197
,72.85705
,72.8803
,72.902625
,72.92215
,72.956525
,72.9868
,73.007475
,73.0276
,73.0568
,73.096075
,73.118475
,73.1539
,73.1778
,73.201125
,73.2137
,73.2375
,73.263975
,73.30925
,73.325375
,73.34865
,73.35805
,73.374125
,73.382275
,73.39755
,73.4061
,73.41135
,73.419075
,73.426125
,73.4388
,73.450475
,73.465025
,73.47595
,73.490525
,73.503975
,73.5178
,73.534825
,73.5556
,73.57405
,73.588275
,73.607225
,73.627325
,73.6428
,73.661975
,73.68495
,73.70705
,73.73595
,73.7701
,73.795425
,73.821525
,73.862175
,73.883175
,73.908525
,73.93175
,73.945675
,73.9647
,73.98315
,74.010175
,74.026075
,74.055975
,74.0787
,74.11015
,74.132175
,74.155775
,74.1848
,74.206175
,74.220025
,74.2321
,74.246575
,74.2573
,74.280825
,74.2927
,74.306325
,74.320125
,74.333925
,74.345125
,74.36015
,74.370975
,74.391325
,74.409025
,74.42775
,74.442075
,74.46025
,74.47255
,74.485975
,74.496025
,74.520425
,74.531875
,74.5448
,74.55765
,74.574175
,74.592625
,74.6104
,74.631375
,74.6569
,74.678675
,74.694375
,74.714725
,74.735125
,74.748575
,74.766425
,74.7824
,74.8029
,74.82615
,74.8412
,74.859475
,74.878475
,74.89745
,74.9129
,74.9298
,74.94755
,74.965
,74.97745
,74.9942
,75.004475
,75.0175
,75.030975
,75.04305
,75.055
,75.0654
,75.0805
,75.09235
,75.109075
,75.122275
,75.138125
,75.1685
,75.200525
,75.2191
,75.243725
,75.27225
,75.289875
,75.3076
,75.3229
,75.3343
,75.3422
,75.349675
,75.3576
,75.3645
,75.37185
,75.37895
,75.38945
,75.401225
,75.409925
,75.42485
,75.438
,75.448575
,75.458475
,75.470675
,75.509275
,75.521225
,75.539575
,75.556825
,75.572475
,75.5981
,75.61995
,75.634925
,75.6516
,75.67435
,75.694225
,75.710575
,75.7259
,75.7452
,75.76595
,75.7841
,75.8022
,75.828175
,75.84515
,75.874575
,75.892625
,75.91435
,75.953675
,75.975825
,75.999125
,76.0129
,76.05015
,76.085225
,76.118425
,76.1228
,76.153375
,76.18585
,76.223425
,76.252075
,76.2906
,76.331575
,76.3596
,76.381875
,76.39615
,76.40875
,76.4244
,76.439625
,76.45255
,76.466125
,76.487175
,76.52015
,76.54665
,76.581175
,76.6174
,76.654275
,76.6965
,76.73025
,76.7497
,76.769225
,76.787025
,76.80605
,76.8273
,76.84875
,76.86795
,76.888225
,76.91385
,76.950125
,76.969375
,76.98335
,76.994275
,77.010775
,77.03785
,77.060975
,77.077825
,77.088425
,77.095675
,77.104475
,77.122875
,77.134175
,77.17105
,77.25925
,77.304925
,77.326575
,77.34305
,77.352875
,77.3634
,77.37555
,77.38775
,77.395325
,77.405925
,77.413925
,77.424275
,77.435025
,77.444975
,77.4553
,77.465025
,77.478175
,77.489725
,77.500975
,77.512925
,77.52875
,77.5395
,77.552225
,77.5658
,77.577825
,77.598075
,77.612725
,77.623625
,77.631225
,77.6409
,77.649075
,77.656425
,77.663875
,77.6685
,77.672675
,77.677375
,77.682525
,77.689375
,77.694675
,77.699
,77.7137
,77.7337
,77.7449
,77.7575
,77.7718
,77.786225
,77.802975
,77.838525
,77.8706
,77.89995
,77.922025
,77.95365
,77.975025
,77.9858
,78.006675
,78.025625
,78.042975
,78.054975
,78.07065
,78.0859
,78.0998
,78.11125
,78.125275
,78.138475
,78.1612
,78.185725
,78.20795
,78.230025
,78.24485
,78.261925
,78.279975
,78.299175
,78.3188
,78.350625
,78.371375
,78.40025
,78.41985
,78.4435
,78.473425
,78.50775
,78.5386
,78.569025
,78.591125
,78.61215
,78.646075
,78.664475
,78.686625
,78.7078
,78.73885
,78.75495
,78.8153
,78.8487
,78.872725
,78.89195
,78.9072
,78.923025
,78.942775
,78.956525
,78.97325
,78.9854
,78.994075
,79.00555
,79.013025
,79.019775
,79.028525
,79.0358
,79.046125
,79.057275
,79.073325
,79.08445
,79.0952
,79.10605
,79.118825
,79.127575
,79.134675
,79.144075
,79.155475
,79.169525
,79.18345
,79.192775
,79.204875
,79.230575
,79.2905
,79.3119
,79.32295
,79.328225
,79.3332
,79.337425
,79.3412
,79.3496
,79.3569
,79.361375
,79.3655
,79.371325
,79.3768
,79.38835
,79.412025
,79.427075
,79.44375
,79.45635
,79.466925
,79.48465
,79.4972
,79.5084
,79.5274
,79.541075
,79.55445
,79.5702
,79.586875
,79.602525
,79.6302
,79.65235
,79.67115
,79.69235
,79.71565
,79.7335
,79.754675
,79.76845
,79.7867
,79.799475
,79.8152
,79.83165
,79.854525
,79.864625
,79.87675
,79.894725
,79.922275
,79.956175
,79.9895
,80.004675
,80.022175
,80.03545
,80.051
,80.06315
,80.07445
,80.084175
,80.093675
,80.104175
,80.11415
,80.12765
,80.13865
,80.15305
,80.18005
,80.193075
,80.2082
,80.228625
,80.242875
,80.25695
,80.270475
,80.30065
,80.318725
,80.332575
,80.34495
,80.354125
,80.369525
,80.3807
,80.39755
,80.4165
,80.43225
,80.448825
,80.470075
,80.483275
,80.4986
,80.509025
,80.5194
,80.53085
,80.54205
,80.55065
,80.55765
,80.5651
,80.570875
,80.57805
,80.579375
,80.5837
,80.592125
,80.59365
,80.602225
,80.6103
,80.62195
,80.6299
,80.639925
,80.6593
,80.67005
,80.680825
,80.6938
,80.704425
,80.716325
,80.733875
,80.748575
,80.769525
,80.783075
,80.794875
,80.8062
,80.83355
,80.84295
,80.856775
,80.87795
,80.8932
,80.907175
,80.928775
,80.952775
,80.97315
,81.00075
,81.034575
,81.05075
,81.0621
,81.07455
,81.08985
,81.100325
,81.109975
,81.12225
,81.14635
,81.155675
,81.167075
,81.17625
,81.1888
,81.20175
,81.21665
,81.23405
,81.260575
,81.289125
,81.308325
,81.3342
,81.35335
,81.38145
,81.39845
,81.42245
,81.441725
,81.4679
,81.494775
,81.5208
,81.548325
,81.580175
,81.610025
,81.62885
,81.643425
,81.658475
,81.670925
,81.68075
,81.692675
,81.7022
,81.713175
,81.728825
,81.7394
,81.747975
,81.756725
,81.766375
,81.777675
,81.789075
,81.79795
,81.80755
,81.8185
,81.838
,81.848625
,81.85795
,81.8644
,81.8717
,81.879675
,81.885325
,81.88935
,81.895525
,81.903625
,81.908625
,81.91585
,81.923325
,81.93465
,81.9436
,81.952375
,81.961025
,81.968675
,81.979225
,81.987225
,81.9994
,82.019325
,82.029475
,82.0431
,82.079975
,82.095775
,82.10895
,82.127625
,82.14365
,82.15215
,82.162225
,82.169725
,82.179025
,82.187175
,82.1951
,82.203375
,82.21635
,82.228925
,82.2431
,82.256525
,82.278275
,82.2914
,82.3293
,82.34775
,82.372475
,82.39145
,82.410175
,82.433275
,82.4527
,82.469875
,82.492975
,82.508425
,82.5267
,82.540475
,82.55635
,82.572225
,82.591325
,82.618175
,82.6405
,82.671775
,82.69565
,82.717475
,82.739225
,82.7531
,82.769775
,82.783275
,82.79845
,82.821325
,82.846525
,82.8675
,82.884725
,82.910275
,82.927875
,82.954675
,82.985725
,83.013025
,83.034175
,83.068375
,83.085775
,83.1006
,83.1116
,83.125625
,83.141125
,83.150625
,83.169
,83.18985
,83.21415
,83.232975
,83.262525
,83.322225
,83.418875
,83.47725
,83.497675
,83.5093
,83.5149
,83.5296
,83.545725
,83.565225
,83.58715
,83.612875
,83.63265
,83.6587
,83.676025
,83.69205
,83.7082
,83.7211
,83.736225
,83.76795
,83.8013
,83.844
,83.873875
,83.900025
,83.917375
,83.940775
,83.9683
,83.987025
,84.00285
,84.019575
,84.0354
,84.053525
,84.08495
,84.103175
,84.116125
,84.198475
,84.2343
,84.2691
,84.2952
,84.307025
,84.314125
,84.31985
,84.328325
,84.3395
,84.345325
,84.352325
,84.358775
,84.369125
,84.376725
,84.383825
,84.38965
,84.407725
,84.41845
,84.432375
,84.4452
,84.45565
,84.461975
,84.472875
,84.48215
,84.489625
,84.49555
,84.50435
,84.5099
,84.5224
,84.5454
,84.5548
,84.562425
,84.574775
,84.582575
,84.59225
,84.6041
,84.61495
,84.6261
,84.6383
,84.650425
,84.661075
,84.6761
,84.690225
,84.707775
,84.722975
,84.7414
,84.76645
,84.7804
,84.814925
,84.844925
,84.86465
,84.894825
,84.920175
,84.935375
,84.949125
,84.96385
,84.983825
,85.0067
,85.027225
,85.057225
,85.08845
,85.13945
,85.1866
,85.21555
,85.2324
,85.246725
,85.258425
,85.274275
,85.2882
,85.3042
,85.328875
,85.355025
,85.382775
,85.395225
,85.409725
,85.4238
,85.436775
,85.446175
,85.455975
,85.47015
,85.485825
,85.5033
,85.524275
,85.5415
,85.58455
,85.60225
,85.619575
,85.6376
,85.658175
,85.6754
,85.6908
,85.704475
,85.712875
,85.724425
,85.733
,85.751225
,85.7682
,85.78465
,85.801975
,85.820225
,85.845275
,85.8654
,85.91425
,85.9823
,86.04185
,86.061
,86.07745
,86.094475
,86.106025
,86.12175
,86.136525
,86.1491
,86.170625
,86.18905
,86.20695
,86.225325
,86.23825
,86.25
,86.25655
,86.26795
,86.283
,86.30695
,86.3333
,86.3612
,86.370225
,86.387075
,86.40865
,86.427125
,86.44415
,86.4702
,86.5049
,86.5504
,86.57215
,86.591
,86.610175
,86.6394
,86.667375
,86.69055
,86.704375
,86.71645
,86.73565
,86.752175
,86.77115
,86.790825
,86.80345
,86.8162
,86.8362
,86.847525
,86.85015
,86.85685
,86.8628
,86.87005
,86.877675
,86.884525
,86.8923
,86.900025
,86.9166
,86.945025
,86.967325
,86.996225
,87.018375
,87.039825
,87.062
,87.1026
,87.13545
,87.152675
,87.165475
,87.187775
,87.2089
,87.226225
,87.251025
,87.2756
,87.299425
,87.323625
,87.359175
,87.397125
,87.425975
,87.451375
,87.479875
,87.51645
,87.5299
,87.543375
,87.54975
,87.55885
,87.5641
,87.568825
,87.573125
,87.576175
,87.580875
,87.584525
,87.587625
,87.592925
,87.5967
,87.601075
,87.60605
,87.6226
,87.64085
,87.66075
,87.679125
,87.6993
,87.722975
,87.743475
,87.76875
,87.78735
,87.806525
,87.8276
,87.8409
,87.858
,87.875925
,87.893125
,87.912975
,87.9427
,87.96555
,87.99025
,88.019725
,88.04955
,88.07585
,88.100075
,88.12175
,88.143175
,88.1681
,88.188725
,88.2072
,88.230825
,88.2512
,88.28225
,88.312825
,88.347575
,88.377725
,88.407475
,88.44075
,88.481075
,88.509975
,88.53855
,88.5683
,88.60065
,88.63395
,88.658075
,88.6818
,88.701525
,88.722875
,88.740525
,88.769
,88.7926
,88.815475
,88.837125
,88.8639
,88.89095
,88.91865
,88.943025
,88.960025
,88.980075
,89.008
,89.024425
,89.04515
,89.067275
,89.092
,89.1191
,89.1376
,89.16515
,89.18945
,89.21325
,89.24335
,89.255525
,89.27485
,89.30815
,89.330425
,89.35095
,89.366175
,89.379375
,89.39345
,89.41425
,89.433225
,89.456875
,89.473325
,89.488575
,89.5053
,89.5125
,89.523875
,89.544125
,89.55775
,89.565225
,89.574075
,89.57885
,89.58365
,89.589
,89.592325
,89.60765
,89.615825
,89.621375
,89.62925
,89.635925
,89.64335
,89.64985
,89.662225
,89.671675
,89.682275
,89.694525
,89.710975
,89.721075
,89.73365
,89.745275
,89.757875
,89.77195
,89.784525
,89.791675
,89.80265
,89.8117
,89.825
,89.837
,89.85205
,89.864425
,89.880075
,89.890175
,89.900475
,89.913025
,89.9276
,89.942875
,89.9592
,89.997175
,90.004725
,90.019925
,90.03805
,90.062175
,90.086225
,90.106125
,90.124175
,90.15515
,90.179775
,90.2102
,90.238525
,90.274425
,90.3294
,90.3642
,90.414825
,90.443275
,90.4712
,90.49225
,90.510075
,90.54545
,90.571675
,90.597975
,90.6256
,90.67205
,90.709175
,90.7434
,90.773525
,90.808225
,90.840625
,90.85685
,90.86875
,90.883775
,90.896575
,90.908125
,90.9213
,90.9363
,90.95195
,90.9716
,90.985625
,90.99915
,91.011825
,91.028425
,91.037175
,91.048225
,91.061375
,91.07125
,91.083125
,91.09085
,91.098975
,91.10775
,91.119
,91.1288
,91.1397
,91.158025
,91.17835
,91.1986
,91.222275
,91.240175
,91.261075
,91.274975
,91.291175
,91.31385
,91.32605
,91.343
,91.3646
,91.387525
,91.448175
,91.491275
,91.532775
,91.563575
,91.58665
,91.605125
,91.6204
,91.637175
,91.650525
,91.6646
,91.67725
,91.69165
,91.712475
,91.73055
,91.748325
,91.760025
,91.77445
,91.7897
,91.81615
,91.8328
,91.8352
,91.86225
,91.885575
,91.90205
,91.91085
,91.922575
,91.935975
,91.95
,91.964825
,91.994
,92.006725
,92.036975
,92.0575
,92.07385
,92.0884
,92.108525
,92.13255
,92.157775
,92.180525
,92.214925
,92.23575
,92.263825
,92.291375
,92.34125
,92.37105
,92.40135
,92.41515
,92.43065
,92.443925
,92.455
,92.467075
,92.499425
,92.524425
,92.54985
,92.57805
,92.60805
,92.637675
,92.656525
,92.67
,92.682525
,92.6939
,92.702475
,92.712225
,92.7224
,92.727825
,92.74155
,92.751275
,92.761
,92.76995
,92.78445
,92.8098
,92.826625
,92.84055
,92.853175
,92.86355
,92.873
,92.881825
,92.891775
,92.9016
,92.91265
,92.921275
,92.93245
,92.9443
,92.953025
,92.963575
,92.97155
,92.98075
,92.988275
,93.003025
,93.015975
,93.027225
,93.0395
,93.051525
,93.06605
,93.07705
,93.0867
,93.098325
,93.11175
,93.129775
,93.14345
,93.15945
,93.171775
,93.18475
,93.203
,93.228725
,93.24575
,93.26155
,93.2869
,93.310475
,93.33905
,93.361625
,93.389825
,93.42905
,93.456275
,93.47825
,93.495825
,93.505225
,93.5161
,93.5207
,93.5276
,93.537975
,93.5499
,93.560625
,93.57365
,93.588575
,93.603375
,93.6237
,93.642275
,93.6669
,93.68585
,93.7042
,93.718475
,93.73785
,93.75455
,93.7703
,93.783
,93.79505
,93.811625
,93.823375
,93.83565
,93.847525
,93.85595
,93.86245
,93.876575
,93.885875
,93.89425
,93.906325
,93.928325
,93.9408
,93.948925
,93.9643
,93.97905
,93.994925
,94.00835
,94.02565
,94.040175
,94.0646
,94.09215
,94.1288
,94.1459
,94.157375
,94.164475
,94.17725
,94.18325
,94.186575
,94.199975
,94.2115
,94.223275
,94.232775
,94.24375
,94.25345
,94.268175
,94.285275
,94.304075
,94.327475
,94.3455
,94.364225
,94.3822
,94.410025
,94.423625
,94.4407
,94.453825
,94.463625
,94.47335
,94.485275
,94.50595
,94.523925
,94.545175
,94.56845
,94.598675
,94.633625
,94.658125
,94.672775
,94.688225
,94.705475
,94.7205
,94.737925
,94.749075
,94.7581
,94.778275
,94.806175
,94.83445
,94.864975
,94.937125
,94.9666
,95.004
,95.035575
,95.052475
,95.06565
,95.075
,95.08405
,95.091775
,95.10545
,95.11265
,95.12255
,95.135575
,95.1456
,95.1635
,95.177925
,95.199875
,95.215925
,95.233075
,95.2491
,95.264875
,95.28545
,95.3023
,95.32245
,95.333225
,95.345175
,95.356775
,95.369475
,95.389375
,95.4094
,95.4338
,95.455575
,95.471225
,95.487575
,95.4991
,95.5192
,95.536075
,95.54925
,95.564825
,95.5789
,95.591325
,95.60455
,95.62435
,95.64505
,95.66065
,95.681625
,95.69705
,95.713875
,95.734675
,95.77455
,95.8215
,95.835975
,95.850875
,95.862125
,95.87505
,95.884125
,95.894625
,95.907775
,95.919025
,95.92915
,95.943
,95.95265
,95.966975
,95.982525
,96.022175
,96.05865
,96.075075
,96.086075
,96.103
,96.107975
,96.113325
,96.121175
,96.126725
,96.1294
,96.131675
,96.141475
,96.15165
,96.164025
,96.17145
,96.17855
,96.186475
,96.19805
,96.21135
,96.2263
,96.2396
,96.25235
,96.263675
,96.2735
,96.289225
,96.313625
,96.315675
,96.323325
,96.33195
,96.34395
,96.3534
,96.371425
,96.389125
,96.4058
,96.42295
,96.440825
,96.454525
,96.4596
,96.47535
,96.48575
,96.492
,96.496875
,96.503075
,96.50805
,96.5129
,96.5173
,96.53385
,96.54455
,96.551275
,96.57405
,96.5758
,96.583975
,96.604375
,96.616275
,96.6266
,96.64185
,96.65155
,96.66445
,96.67645
,96.688675
,96.700725
,96.71795
,96.73825
,96.754125
,96.775025
,96.7908
,96.8201
,96.8357
,96.851575
,96.8605
,96.87365
,96.8883
,96.9051
,96.9281
,96.95355
,96.97205
,97.002175
,97.030875
,97.0557
,97.071
,97.084375
,97.0964
,97.1106
,97.11975
,97.135875
,97.151475
,97.1762
,97.201675
,97.231475
,97.25475
,97.2812
,97.30235
,97.317375
,97.33275
,97.3633
,97.39075
,97.4054
,97.436125
,97.459075
,97.475625
,97.4897
,97.5081
,97.52965
,97.54855
,97.566475
,97.595425
,97.624175
,97.647325
,97.67015
,97.69345
,97.719275
,97.744975
,97.7717
,97.79095
,97.8107
,97.827125
,97.84785
,97.8692
,97.887275
,97.905475
,97.917675
,97.93415
,97.949625
,97.9656
,97.979725
,97.998875
,98.017325
,98.050675
,98.073825
,98.10175
,98.119125
,98.132375
,98.14485
,98.16095
,98.17945
,98.20575
,98.230075
,98.253625
,98.2646
,98.281025
,98.2926
,98.309575
,98.32645
,98.335975
,98.354375
,98.39745
,98.4519
,98.4761
,98.493
,98.51375
,98.5239
,98.537425
,98.547475
,98.56565
,98.594925
,98.614125
,98.62965
,98.648875
,98.664675
,98.677275
,98.690375
,98.6977
,98.708225
,98.71535
,98.7293
,98.73595
,98.7452
,98.7498
,98.7557
,98.7591
,98.77295
,98.78275
,98.7963
,98.81545
,98.82565
,98.837875
,98.847675
,98.8637
,98.87995
,98.8923
,98.9021
,98.913625
,98.9267
,98.9435
,98.9621
,98.9736
,98.98955
,99.0083
,99.024025
,99.04425
,99.055225
,99.070975
,99.0868
,99.112825
,99.136425
,99.143875
,99.1612
,99.192825
,99.227025
,99.2631
,99.3043
,99.351375
,99.3818
,99.400275
,99.414825
,99.433675
,99.4629
,99.4813
,99.513225
,99.540775
,99.568575
,99.598025
,99.622275
,99.643675
,99.662975
,99.67865
,99.68935
,99.706925
,99.723825
,99.7386
,99.774775
,99.823875
,99.857
,99.891825
,99.9156
,99.93675
,99.955625
,99.972175
,99.994525
,100.005325
,100.021175
,100.03745
,100.060575
,100.091375
,100.12
,100.1425
,100.15955
,100.171525
,100.186575
,100.193725
,100.20565
,100.21855
,100.234225
,100.2482
,100.2623
,100.273225
,100.28665
,100.309975
,100.326125
,100.342625
,100.358025
,100.373375
,100.38645
,100.41205
,100.447225
,100.475675
,100.497375
,100.51875
,100.532425
,100.557175
,100.565825
,100.578325
,100.593075
,100.622625
,100.643425
,100.6645
,100.70345
,100.746825
,100.8036
,100.855925
,100.8841
,100.900675
,100.917575
,100.93095
,100.94685
,100.956725
,100.9664
,100.97255
,100.981225
,100.992425
,101.003725
,101.013375
,101.02615
,101.039575
,101.0406
,101.052825
,101.0614
,101.069425
,101.088625
,101.09825
,101.10425
,101.135675
,101.15355
,101.186675
,101.23195
,101.268025
,101.28845
,101.30895
,101.3306
,101.3476
,101.360675
,101.378325
,101.3932
,101.40965
,101.426575
,101.44245
,101.46105
,101.474775
,101.4861
,101.501075
,101.525425
,101.53955
,101.565675
,101.588225
,101.618875
,101.664925
,101.698575
,101.724175
,101.742625
,101.756425
,101.762925
,101.770425
,101.778525
,101.7883
,101.794025
,101.800625
,101.809075
,101.8149
,101.81955
,101.825975
,101.831775
,101.838175
,101.853825
,101.864675
,101.876375
,101.885425
,101.89715
,101.9075
,101.91835
,101.933375
,101.949025
,101.960525
,101.971275
,101.980825
,101.995375
,102.012
,102.025925
,102.04005
,102.0554
,102.0595
,102.06995
,102.083025
,102.098075
,102.111775
,102.13465
,102.161375
,102.1806
,102.198875
,102.223775
,102.244275
,102.2637
,102.278375
,102.308325
,102.3324
,102.3584
,102.38535
,102.408575
,102.4268
,102.4467
,102.460275
,102.495075
,102.521725
,102.5523
,102.576975
,102.616625
,102.659325
,102.69385
,102.717175
,102.746925
,102.764775
,102.77895
,102.793875
,102.805425
,102.816325
,102.83245
,102.847925
,102.86575
,102.8942
,102.9177
,102.95055
,102.97495
,102.998325
,103.01765
,103.031725
,103.042025
,103.047975
,103.05355
,103.055175
,103.059475
,103.064675
,103.07265
,103.07715
,103.08375
,103.0939
,103.10055
,103.107025
,103.12055
,103.12605
,103.136625
,103.14645
,103.1543
,103.177025
,103.18395
,103.1924
,103.2003
,103.206475
,103.2124
,103.2169
,103.224
,103.23445
,103.246775
,103.2551
,103.266475
,103.281225
,103.292225
,103.302425
,103.308475
,103.318975
,103.324475
,103.329925
,103.337175
,103.35925
,103.36385
,103.370775
,103.37995
,103.38705
,103.38865
,103.39295
,103.4054
,103.425975
,103.432075
,103.44235
,103.448125
,103.465675
,103.4759
,103.4838
,103.494575
