SPK_SPKC06a (inhi),SPK_SPKC10a (exc),SPK_SPKC11a (short inhi)
46.18225,38.521225,31.270275
46.193525,38.534325,31.277525
46.216925,38.548375,31.283425
46.226425,38.56765,31.293675
46.23525,38.5752,31.301175
46.243425,38.58405,31.31415
46.278075,38.5948,31.3206
46.28775,38.600825,31.334425
46.296925,38.60835,31.340475
46.3059,38.6152,31.34775
46.322675,38.647825,31.368075
46.3468,38.666925,31.37435
46.37435,38.6788,31.382475
46.39115,38.692675,31.388125
46.4007,38.7146,31.3946
46.4071,38.756175,31.4015
46.43625,38.782,31.41735
46.445375,38.8171,31.471575
46.45505,38.856875,31.4764
46.48325,38.939,31.479975
46.4927,38.95205,31.4899
46.561075,38.9627,31.49695
46.58795,38.972525,31.5154
46.597,38.98115,31.523125
46.605825,38.992325,31.547175
46.633025,39.040125,31.564325
46.659725,39.0553,31.589575
46.6882,39.072175,31.5981
46.721,39.094475,31.60725
46.7327,39.112225,31.6161
46.7646,39.12725,31.63955
46.777225,39.144575,31.65645
46.786875,39.156375,31.660075
46.8164,39.1723,31.66285
46.82855,39.192325,31.669075
46.84535,39.213925,31.686525
46.855625,39.23505,31.69865
46.866325,39.261725,31.714
46.8863,39.281575,31.72035
46.907975,39.3073,31.7589
46.930925,39.3265,31.764125
46.95625,39.355375,31.791275
46.990625,39.3753,31.82215
47.0138,39.3862,31.83605
47.08045,39.392925,31.88
47.13135,39.407375,31.895225
47.1464,39.413275,31.904025
47.162975,39.41695,31.9127
47.175525,39.420325,31.936475
47.18785,39.42475,31.9556
47.197975,39.43265,31.962
47.210625,39.436375,31.9752
47.22045,39.445075,31.9815
47.232675,39.4502,31.996025
47.244375,39.46625,32.011325
47.2773,39.478975,32.03125
47.315925,39.48695,32.0385
47.331475,39.49205,32.044975
47.35035,39.4986,32.083475
47.373425,39.512875,32.11495
47.3954,39.52095,32.137925
47.4056,39.529175,32.17415
47.416325,39.542525,32.18215
47.4258,39.567525,32.189625
47.43615,39.605425,32.197325
47.4484,39.623025,32.205825
47.4587,39.64915,32.224025
47.467875,39.664625,32.2676
47.4908,39.6879,32.3101
47.50505,39.696025,32.332325
47.51595,39.7162,32.376475
47.5393,39.739825,32.3873
47.548425,39.7527,32.447325
47.5853,39.770425,32.459675
47.5931,39.79705,32.46595
47.59935,39.80795,32.469675
47.614475,39.83305,32.470825
47.62255,39.84885,32.4842
47.6282,39.8648,32.490375
47.634275,39.906025,32.502275
47.637325,39.9223,32.52815
47.67175,39.942275,32.53755
47.67895,39.973625,32.5633
47.68825,39.988925,32.569775
47.7048,40.010325,32.57515
47.713925,40.031,32.580175
47.7221,40.06405,32.5843
47.729525,40.0767,32.600775
47.7361,40.087,32.602925
47.7532,40.095925,32.615675
47.78005,40.109875,32.6476
47.78365,40.12545,32.66475
47.816225,40.143825,32.72065
47.824225,40.151025,32.727
47.83325,40.172675,32.739175
47.8411,40.182725,32.747025
47.8504,40.1938,32.7609
47.8755,40.2144,32.768925
47.91055,40.22405,32.786375
47.941025,40.23385,32.8191
47.948275,40.241875,32.8466
47.96705,40.27495,32.903
47.97555,40.292,32.916475
47.98495,40.355725,32.9218
47.99495,40.367875,32.9458
48.020225,40.385625,32.9767
48.030725,40.4079,32.988075
48.0803,40.42695,33.01255
48.100575,40.4479,33.020475
48.11795,40.4708,33.0278
48.1359,40.4909,33.035975
48.146075,40.512425,33.0382
48.154375,40.53035,33.047075
48.19285,40.550625,33.054475
48.2013,40.57655,33.0702
48.210075,40.611825,33.076725
48.21985,40.635,33.0921
48.227725,40.655275,33.099825
48.23615,40.672,33.13165
48.2441,40.695625,33.1386
48.25335,40.71545,33.1604
48.261025,40.738125,33.167575
48.278075,40.7663,33.175125
48.3042,40.808625,33.188325
48.3138,40.823175,33.195775
48.3223,40.848075,33.204175
48.386575,40.86245,33.21715
48.396225,40.88065,33.244475
48.4172,40.89385,33.24865
48.4268,40.90075,33.25175
48.446975,40.90475,33.259725
48.456775,40.915325,33.274175
48.474375,40.923975,33.28415
48.495275,40.935025,33.301375
48.5282,40.93895,33.307175
48.536225,40.945475,33.349175
48.5657,40.949725,33.354575
48.60705,40.955425,33.355625
48.622675,40.9641,33.359475
48.698,40.969875,33.36555
48.705575,40.98095,33.370275
48.72305,40.989125,33.383075
48.74875,41.0035,33.40545
48.75655,41.01645,33.438275
48.775175,41.042025,33.44465
48.782675,41.07695,33.465
48.79,41.101525,33.471
48.82425,41.132825,33.478025
48.83195,41.159975,33.603975
48.8494,41.191025,33.610525
48.855825,41.20455,33.617375
48.86955,41.2123,33.6235
48.87615,41.224375,33.64045
48.884025,41.2306,33.64655
48.905975,41.23525,33.6737
48.92125,41.241525,33.6869
48.93685,41.2461,33.704375
48.950775,41.25295,33.7161
48.98195,41.265,33.721825
48.9981,41.2729,33.7298
49.012875,41.285425,33.7373
49.027025,41.299275,33.75635
49.03625,41.308875,33.7631
49.043925,41.318325,33.7772
49.059825,41.332575,33.7851
49.076775,41.3896,33.792475
49.09465,41.449625,33.800075
49.10265,41.4769,33.806425
49.1103,41.50605,33.813825
49.1194,41.5367,33.84835
49.127675,41.56825,33.85805
49.143025,41.600125,33.88755
49.1528,41.63195,33.92795
49.161425,41.65225,33.9474
49.1695,41.6711,33.963175
49.25375,41.698025,33.972475
49.262825,41.7335,34.00115
49.28485,41.7597,34.013075
49.43005,41.782325,34.0226
49.4497,41.799725,34.03295
49.46505,41.841125,34.0403
49.506175,41.862925,34.056425
49.519825,41.8906,34.093025
49.5437,41.916725,34.124775
49.5595,41.938875,34.127
49.580925,41.965875,34.160275
49.597475,42.013025,34.185575
49.684475,42.03485,34.193725
49.7007,42.039875,34.200375
49.717725,42.070125,34.24415
49.7445,42.10185,34.259975
49.756975,42.121125,34.277825
49.76865,42.143075,34.309575
49.799025,42.160675,34.32355
49.811525,42.17235,34.38285
49.830675,42.192575,34.391275
49.848575,42.224625,34.394925
49.862775,42.2498,34.415875
49.8752,42.2644,34.435875
49.9267,42.274675,34.46425
49.93575,42.2862,34.47485
49.9581,42.3239,34.486325
50.008375,42.34545,34.5
50.0336,42.369425,34.5233
50.056275,42.391275,34.52905
50.071,42.410025,34.5342
50.08375,42.43965,34.547525
50.09605,42.473175,34.563975
50.1225,42.497375,34.597675
50.135675,42.5552,34.60325
50.176925,42.574925,34.60435
50.2181,42.601525,34.614425
50.2355,42.647875,34.6195
50.2533,42.686325,34.63675
50.270475,42.697225,34.656525
50.2942,42.7226,34.677625
50.333,42.726675,34.68305
50.3504,42.73135,34.705375
50.363575,42.741975,34.769
50.3804,42.745875,34.774475
50.4281,42.752225,34.78235
50.443175,42.757225,34.837725
50.508325,42.7677,34.8507
50.524525,42.7847,34.8846
50.537975,42.80705,34.890475
50.551,42.814175,34.927175
50.5693,42.821775,34.965425
50.583925,42.831625,34.987825
50.597525,42.833275,34.995175
50.610325,42.861825,35.0597
50.6223,42.874075,35.0676
50.63285,42.883925,35.093775
50.646,42.8928,35.09895
50.671675,42.9044,35.103975
50.696225,42.926875,35.116575
50.706525,42.937375,35.13155
50.71565,42.9507,35.141675
50.7268,42.967875,35.154575
50.737525,42.98445,35.17415
50.7397,43.00285,35.195075
50.749525,43.013425,35.201175
50.76265,43.036225,35.2445
50.821375,43.078475,35.393225
50.84125,43.09305,35.4098
50.851325,43.129825,35.4163
50.86285,43.18695,35.42585
50.8863,43.216075,35.441925
50.92895,43.24465,35.46265
50.9589,43.277325,35.4913
50.97195,43.3032,35.524475
50.983925,43.329725,35.5323
50.995025,43.360025,35.540025
51.004325,43.39435,35.57785
51.0228,43.4799,35.6221
51.030375,43.482375,35.629025
51.04045,43.51275,35.64875
51.0419,43.52555,35.6668
51.046575,43.53705,35.7118
51.0538,43.544425,35.715575
51.0647,43.562425,35.7291
51.06785,43.568075,35.74635
51.09505,43.575975,35.7501
51.1037,43.5869,35.752375
51.112825,43.601475,35.7721
51.134075,43.664125,35.797325
51.169475,43.667575,35.80945
51.198625,43.676975,35.814975
51.2102,43.696025,35.845275
51.2208,43.7048,35.851575
51.26945,43.718525,35.863975
51.2809,43.72825,35.883775
51.300025,43.736775,35.8901
51.308675,43.74385,35.90395
51.3182,43.749475,35.90975
51.3533,43.75625,35.922875
51.360175,43.7609,35.92925
51.3765,43.76985,35.944925
51.38405,43.7761,35.9772
51.392125,43.779725,36.000175
51.4068,43.7874,36.01275
51.414125,43.79135,36.019
51.448875,43.794525,36.0336
51.456775,43.80415,36.04805
51.4642,43.8125,36.062525
51.5018,43.817525,36.074925
51.53355,43.8229,36.081125
51.54505,43.82915,36.0873
51.623125,43.8559,36.11055
51.6416,43.8736,36.158175
51.6551,43.8872,36.188725
51.6621,43.892925,36.221425
51.6809,43.9124,36.251425
51.6916,43.92255,36.264325
51.705725,43.937425,36.270675
51.716225,43.9482,36.3296
51.7303,43.963325,36.348075
51.7425,43.977825,36.356775
51.777475,44.005025,36.3711
51.789425,44.017575,36.3778
51.80425,44.03125,36.3858
51.824225,44.04315,36.3871
51.843275,44.071825,36.4125
51.867575,44.079625,36.420475
51.8884,44.0854,36.42735
51.920875,44.103375,36.455225
51.934075,44.10945,36.468425
51.948725,44.127875,36.49225
51.96215,44.1536,36.505925
51.980425,44.180525,36.51205
51.990475,44.2117,36.544925
52.029375,44.239475,36.5588
52.040675,44.2739,36.57175
52.060475,44.291325,36.600925
52.06955,44.3182,36.616925
52.1,44.34925,36.634525
52.131975,44.393125,36.657275
52.14115,44.415675,36.6704
52.16335,44.444275,36.695175
52.18115,44.47485,36.707425
52.196175,44.504175,36.714925
52.2127,44.53635,36.726225
52.2408,44.565,36.746525
52.260225,44.58595,36.758325
52.296625,44.603925,36.7739
52.315175,44.629625,36.779225
52.386025,44.63645,36.7902
52.40025,44.6435,36.794825
52.4097,44.6497,36.799475
52.42195,44.657225,36.8068
52.4343,44.663425,36.837925
52.445875,44.668275,36.847075
52.4706,44.6734,36.8668
52.483625,44.6801,36.88215
52.510575,44.692725,36.89395
52.532675,44.707925,36.920625
52.548425,44.732,36.9391
52.606925,44.7386,36.95185
52.716,44.7475,37.0095
52.727775,44.758175,37.02895
52.73815,44.76805,37.038825
52.74845,44.779,37.04575
52.7612,44.78645,37.051025
52.768975,44.79825,37.071075
52.791725,44.803275,37.085075
52.804525,44.809925,37.091575
52.81305,44.811775,37.098
52.822975,44.822725,37.10605
52.833075,44.832175,37.11365
52.85585,44.8547,37.121775
52.8751,44.86565,37.12955
52.88755,44.877125,37.136975
52.916125,44.926575,37.143625
52.92735,44.947925,37.1571
52.937475,44.972175,37.166925
52.946575,45.008525,37.199425
52.95535,45.02045,37.253925
52.9765,45.035425,37.2658
52.9879,45.064975,37.317325
52.9954,45.09475,37.330825
53.024925,45.133375,37.345275
53.0448,45.148075,37.3752
53.065325,45.1599,37.3928
53.099475,45.1748,37.4084
53.119775,45.192275,37.421125
53.1438,45.204775,37.440825
53.1958,45.2193,37.452875
53.22155,45.232825,37.487525
53.229875,45.24295,37.515525
53.3002,45.251425,37.523175
53.3096,45.26405,37.569325
53.32705,45.272125,37.5795
53.334,45.286225,37.59565
53.344175,45.29555,37.6069
53.383225,45.303125,37.612975
53.412325,45.310675,37.6236
53.429,45.319225,37.633125
53.445875,45.32765,37.641775
53.523825,45.34695,37.652425
53.541875,45.35335,37.6799
53.556125,45.36005,37.69
53.571925,45.36555,37.70175
53.582,45.39665,37.7131
53.610075,45.413675,37.72465
53.62315,45.4203,37.744825
53.640575,45.4357,37.7543
53.6464,45.460375,37.7617
53.6635,45.48665,37.7686
53.683,45.55795,37.77385
53.695475,45.603575,37.7974
53.732825,45.6451,37.80415
53.748275,45.6563,37.81065
53.75525,45.669975,37.82195
53.776,45.679675,37.84055
53.78305,45.6892,37.8501
53.790175,45.722125,37.85695
53.8288,45.747325,37.862925
53.8369,45.779225,37.879625
53.843375,45.792125,37.887725
53.8663,45.806825,37.894475
53.9091,45.82735,37.912375
53.923225,45.86905,37.923175
53.9446,45.901125,37.942375
53.951925,45.9305,37.95085
53.975425,45.952975,37.959575
53.983,46.004575,37.96945
53.991375,46.028375,38.036975
54.01575,46.04185,38.075225
54.03355,46.05315,38.087725
54.041625,46.06675,38.10965
54.0717,46.08405,38.1117
54.0811,46.0959,38.120525
54.09695,46.108375,38.180175
54.136325,46.120075,38.192925
54.14825,46.137325,38.204875
54.15435,46.154575,38.218975
54.160725,46.16485,38.23475
54.1711,46.1711,38.247825
54.176375,46.186375,38.2611
54.195975,46.19255,38.28335
54.2191,46.198775,38.319475
54.23285,46.205175,38.340575
54.2535,46.2275,38.3562
54.2749,46.2315,38.37475
54.31875,46.2373,38.393925
54.328275,46.23845,38.415575
54.33775,46.2436,38.424925
54.358675,46.253425,38.432425
54.370275,46.266225,38.4417
54.39935,46.2714,38.44715
54.415375,46.276275,38.4697
54.4359,46.28215,38.4763
54.449,46.289575,38.494575
54.495425,46.326675,38.505525
54.527175,46.33345,38.511875
54.5564,46.34235,38.5185
54.590975,46.350375,38.52545
54.606925,46.35645,38.552875
54.617275,46.3583,38.568875
54.620675,46.364775,38.576775
54.634425,46.3854,38.585775
54.657375,46.40585,38.59525
54.6683,46.4438,38.627575
54.679875,46.4715,38.6353
54.6899,46.49605,38.645575
54.72505,46.5185,38.67855
54.736825,46.54295,38.685675
54.746375,46.57365,38.69285
54.7811,46.600425,38.700375
54.811575,46.62935,38.72965
54.824,46.6504,38.735775
54.8751,46.6568,38.744775
54.88665,46.67155,38.7534
54.906025,46.680775,38.7782
54.916,46.688775,38.7914
54.924275,46.697725,38.805225
54.932375,46.70515,38.822175
54.993325,46.715725,38.834075
55.002825,46.727075,38.843825
55.01275,46.742925,38.8472
55.02195,46.759075,38.860725
55.031225,46.7749,38.872375
55.070875,46.793825,38.881925
55.08195,46.820975,38.89335
55.09325,46.846625,38.911375
55.10415,46.882925,38.926975
55.10535,46.915475,38.9527
55.127275,46.9334,38.965875
55.143375,46.952225,38.978175
55.153675,46.966625,38.996675
55.165325,46.9808,39.010525
55.17775,46.99915,39.029675
55.189475,47.01275,39.038375
55.199675,47.02655,39.044675
55.212525,47.042275,39.0556
55.224325,47.068125,39.0621
55.25315,47.0854,39.088975
55.272425,47.118475,39.09815
55.284225,47.1429,39.1071
55.294875,47.171325,39.120225
55.3046,47.22405,39.14615
55.313825,47.242725,39.16445
55.325475,47.262425,39.19295
55.3348,47.272675,39.3179
55.345375,47.28755,39.336
55.35685,47.301475,39.356575
55.371025,47.309925,39.362575
55.3977,47.3195,39.373625
55.41195,47.328675,39.390325
55.4402,47.34095,39.39965
55.449025,47.37985,39.41255
55.516625,47.420275,39.4215
55.529175,47.454625,39.444775
55.587975,47.476775,39.462275
55.609875,47.492825,39.471675
55.6218,47.503725,39.4792
55.640525,47.529775,39.493075
55.649625,47.53395,39.50165
55.662025,47.551725,39.51095
55.670175,47.566675,39.5135
55.689525,47.571675,39.517825
55.732475,47.575775,39.5267
55.741,47.5813,39.54145
55.75995,47.591675,39.55715
55.776375,47.6022,39.58085
55.78655,47.60795,39.5845
55.831825,47.62125,39.605025
55.886175,47.625925,39.612
55.904975,47.630825,39.623675
55.91715,47.63455,39.631775
55.95155,47.64295,39.63965
55.9619,47.650525,39.64925
55.971875,47.66525,39.655875
55.98135,47.675425,39.659875
55.99345,47.682325,39.662
56.004475,47.688075,39.6849
56.015525,47.694975,39.6924
56.026975,47.7031,39.7359
56.037675,47.712625,39.7444
56.047075,47.73005,39.771275
56.058475,47.7584,39.779275
56.08775,47.784175,39.78995
56.09915,47.804225,39.79835
56.132925,47.810825,39.810575
56.14345,47.826675,39.821075
56.15295,47.835375,39.8344
56.18115,47.838025,39.84615
56.194425,47.8452,39.854575
56.220925,47.851625,39.86705
56.2472,47.875525,39.8882
56.272975,47.886875,39.8963
56.285075,47.8891,39.9059
56.294275,47.9043,39.93725
56.31155,47.92035,39.955
56.31935,47.947325,39.963325
56.34505,47.96735,39.971075
56.36835,48.000375,39.978675
56.3849,48.027325,39.988025
56.401725,48.062075,39.9988
56.422275,48.102125,40.009525
56.4343,48.14045,40.0271
56.4563,48.152125,40.034675
56.46625,48.168175,40.043125
56.4867,48.1783,40.05
56.49505,48.183275,40.059375
56.50485,48.189125,40.06755
56.51415,48.194925,40.089
56.5238,48.201175,40.0981
56.533675,48.20345,40.106675
56.55115,48.2104,40.12545
56.56755,48.21505,40.1328
56.5768,48.221725,40.1391
56.5953,48.22615,40.1461
56.6065,48.2369,40.15525
56.62775,48.24115,40.1632
56.6369,48.24245,40.170775
56.646875,48.279075,40.180825
56.660075,48.28805,40.206775
56.671375,48.322,40.229075
56.6815,48.347775,40.235975
56.688975,48.3826,40.244725
56.699475,48.424875,40.254225
56.705975,48.445925,40.262725
56.720925,48.4872,40.29045
56.7348,48.521025,40.3024
56.741975,48.522925,40.32025
56.769975,48.5352,40.328
56.7776,48.5411,40.33915
56.7859,48.5519,40.350225
56.8314,48.557,40.359
56.8536,48.5637,40.366875
56.8636,48.57685,40.376675
56.896675,48.58425,40.386275
56.91795,48.60125,40.39555
56.954325,48.613975,40.423
56.981175,48.6254,40.434125
57.028625,48.63415,40.4455
57.03655,48.64615,40.468475
57.0617,48.669025,40.47925
57.08945,48.700175,40.49055
57.10515,48.722825,40.498425
57.130325,48.75795,40.5094
57.1515,48.771375,40.5203
57.171075,48.820625,40.52905
57.193325,48.82485,40.538025
57.201725,48.831475,40.54845
57.255275,48.836025,40.569475
57.279325,48.839475,40.579775
57.300625,48.84945,40.59265
57.313975,48.852225,40.601925
57.321925,48.8618,40.623625
57.32985,48.865425,40.6416
57.342475,48.885625,40.652275
57.3516,48.8978,40.6742
57.36115,48.9041,40.675775
57.370325,48.90825,40.734925
57.399375,48.9141,40.749675
57.408275,48.92735,40.777625
57.417275,48.946425,40.79525
57.454725,48.95525,40.813475
57.471725,48.963575,40.828525
57.4825,48.982175,40.83625
57.4917,49.014875,40.8491
57.50075,49.029125,40.86515
57.529375,49.131625,40.878375
57.538275,49.19185,40.8892
57.555325,49.1952,40.9015
57.56465,49.28175,40.9129
57.5844,49.291525,40.923525
57.6108,49.299375,40.93085
57.630475,49.30975,40.937725
57.65375,49.315,40.9761
57.681,49.31975,40.98675
57.690575,49.336725,41.001075
57.699475,49.3492,41.009325
57.71055,49.367175,41.016075
57.7314,49.373075,41.022775
57.759925,49.37895,41.03055
57.773725,49.3932,41.045675
57.793775,49.4056,41.05875
57.818075,49.413075,41.068075
57.8288,49.423075,41.079375
57.847125,49.4313,41.09275
57.865775,49.44045,41.1394
57.87385,49.4556,41.149325
57.9168,49.466875,41.159675
57.9248,49.4914,41.1711
57.9326,49.504775,41.1899
57.941525,49.517075,41.205475
57.955475,49.52695,41.211175
57.968,49.54465,41.216925
57.9805,49.557975,41.234425
57.9863,49.5742,41.241275
57.992925,49.58915,41.259025
58.0044,49.615025,41.26585
58.0117,49.639075,41.27275
58.018075,49.683225,41.281475
58.025375,49.707075,41.2895
58.054175,49.740225,41.29515
58.089425,49.781575,41.3026
58.111075,49.805475,41.316875
58.117425,49.816025,41.322725
58.131825,49.8275,41.33005
58.140625,49.8388,41.336725
58.148675,49.856425,41.34945
58.246025,49.86215,41.36225
58.253675,49.879525,41.3751
58.2675,49.88675,41.3822
58.28285,49.895575,41.39615
58.289925,49.900575,41.41
58.298425,49.90625,41.4178
58.316525,49.91665,41.429375
58.3411,49.92605,41.436475
58.390175,49.93165,41.444
58.396825,49.936125,41.451025
58.403775,49.940375,41.459325
58.411975,49.944075,41.463325
58.42705,49.9656,41.465175
58.43525,49.969825,41.47195
58.44225,49.97815,41.48935
58.526825,49.98785,41.49575
58.5498,50.031075,41.532575
58.573225,50.055875,41.53955
58.58135,50.070075,41.557175
58.5988,50.0842,41.571
58.6243,50.11125,41.577475
58.632225,50.1275,41.5841
58.6563,50.170975,41.59165
58.6771,50.206725,41.599825
58.6981,50.232975,41.6055
58.705375,50.295175,41.613125
58.7498,50.311,41.627325
58.76455,50.321625,41.642575
58.8168,50.32645,41.65425
58.8234,50.335725,41.665225
58.83025,50.340675,41.677325
58.911575,50.357325,41.711625
58.926975,50.372275,41.748
58.951175,50.386225,41.77255
58.957625,50.39775,41.79115
58.964275,50.405125,41.808775
59.0112,50.41805,41.847925
59.01555,50.43145,41.85715
59.05135,50.4718,41.86635
59.05965,50.4858,41.8792
59.068175,50.511,41.8879
59.07455,50.546525,41.89705
59.097875,50.56095,41.909175
59.12475,50.575775,41.91745
59.14595,50.592175,41.9289
59.160925,50.6083,41.935625
59.171075,50.6191,41.943925
59.185125,50.653275,41.950275
59.19405,50.678475,41.9605
59.20795,50.691025,41.96945
59.26245,50.71465,41.979375
59.26885,50.74135,41.987025
59.2759,50.772725,41.99355
59.28955,50.7776,42.000275
59.2974,50.802275,42.008425
59.31125,50.844725,42.0139
59.327475,50.870825,42.015075
59.378075,50.9216,42.021975
59.426075,50.939575,42.035225
59.435025,50.9597,42.042075
59.4505,50.97555,42.0481
59.45855,50.980825,42.061225
59.46755,51.003625,42.07315
59.476725,51.019025,42.081425
59.501375,51.026775,42.09345
59.53685,51.03465,42.106525
59.5467,51.03895,42.112275
59.580275,51.044025,42.11685
59.613175,51.04755,42.122425
59.630675,51.05535,42.125875
59.638625,51.058375,42.1441
59.6562,51.0624,42.156875
59.673,51.065375,42.16415
59.680475,51.06995,42.1785
59.697275,51.07425,42.1901
59.7053,51.10465,42.22355
59.7413,51.112175,42.23315
59.74915,51.118025,42.246575
59.7697,51.1276,42.26155
59.777625,51.1394,42.269525
59.8045,51.157225,42.2813
59.816875,51.17095,42.28935
59.8496,51.19885,42.328075
59.858875,51.221325,42.3393
59.868775,51.23905,42.3478
59.884975,51.253125,42.356875
59.89275,51.276,42.36565
59.90035,51.30755,42.3784
59.90915,51.334325,42.38635
59.918775,51.3514,42.393275
59.9268,51.366525,42.40225
59.96325,51.389025,42.42105
59.973925,51.409925,42.42915
59.982125,51.43485,42.436675
59.999625,51.455575,42.445
60.028025,51.519325,42.4534
60.0402,51.54585,42.46505
60.1213,51.5836,42.471625
60.132875,51.60605,42.48485
60.144375,51.625375,42.4982
60.150975,51.666175,42.504925
60.1675,51.67995,42.508175
60.177675,51.68995,42.54155
60.188625,51.709025,42.550975
60.219475,51.719975,42.571
60.2307,51.724775,42.5922
60.24915,51.740225,42.611675
60.259325,51.7563,42.621875
60.278625,51.77755,42.63325
60.287075,51.829525,42.64815
60.3053,51.86365,42.663875
60.33975,51.900975,42.6762
60.349275,51.930675,42.678525
60.383975,51.97185,42.685775
60.3969,51.991325,42.691675
60.46105,52.00585,42.69785
60.4756,52.013025,42.72585
60.48645,52.0183,42.737525
60.517725,52.0243,42.746575
60.527975,52.029225,42.748175
60.536075,52.035475,42.754325
60.5679,52.0473,42.7767
60.577175,52.0543,42.7817
60.59705,52.064725,42.7942
60.611575,52.071475,42.80015
60.620875,52.083225,42.828475
60.632575,52.100675,42.82955
60.653,52.118925,42.85705
60.680675,52.139925,42.884475
60.700775,52.165925,42.89015
60.715625,52.1964,42.896775
60.72795,52.215425,42.9033
60.75195,52.23605,42.909075
60.761825,52.281625,42.937975
60.793975,52.3145,42.948625
60.8178,52.3574,42.96895
60.8408,52.37305,43.032875
60.85035,52.3883,43.042475
60.902675,52.406975,43.04415
60.9158,52.428125,43.0515
60.9548,52.455125,43.075575
60.9655,52.48935,43.0919
60.977775,52.559175,43.137375
60.984275,52.5905,43.14815
60.993675,52.624775,43.157525
61.001025,52.64965,43.1677
61.01345,52.670475,43.178675
61.027275,52.6786,43.188425
61.0609,52.6926,43.19995
61.0955,52.7003,43.21835
61.1047,52.70925,43.242
61.117025,52.717325,43.264225
61.14155,52.72365,43.270975
61.1576,52.729025,43.278175
61.17605,52.736075,43.293625
61.216275,52.74415,43.309325
61.232325,52.769075,43.3199
61.245225,52.803475,43.336525
61.25795,52.828825,43.3467
61.268125,52.8549,43.3547
61.280325,52.8807,43.360975
61.302925,52.906125,43.374225
61.335275,52.92815,43.382975
61.34425,52.954375,43.398525
61.351925,52.965875,43.405775
61.382925,52.977025,43.42865
61.3929,52.98855,43.4443
61.404525,53.006975,43.45265
61.42315,53.019825,43.460625
61.44035,53.03395,43.48405
61.4772,53.0496,43.4906
61.5014,53.068625,43.497175
61.6249,53.10175,43.527675
61.640225,53.177175,43.533775
61.65115,53.20895,43.5422
61.67585,53.25035,43.564075
61.686575,53.29235,43.570475
61.694525,53.300475,43.578175
61.703575,53.30225,43.584925
61.710975,53.312875,43.59445
61.71875,53.3272,43.599625
61.747575,53.335475,43.647075
61.7577,53.346025,43.662975
61.773825,53.3559,43.68445
61.793775,53.4,43.6936
61.82905,53.47505,43.707525
61.857625,53.51005,43.722325
61.8757,53.542025,43.736
61.884175,53.56915,43.7472
61.89385,53.5832,43.75455
61.913675,53.6061,43.761275
61.932225,53.624925,43.791575
61.940225,53.6349,43.80455
61.95005,53.65135,43.807925
61.984,53.660375,43.821675
61.9927,53.6717,43.841
62.001325,53.683075,43.848275
62.01865,53.70575,43.855025
62.027175,53.722375,43.862
62.03655,53.728375,43.87665
62.0533,53.736825,43.8998
62.0604,53.745375,43.907625
62.070075,53.750225,43.913475
62.097875,53.75465,43.924975
62.113425,53.758125,43.9306
62.1232,53.76755,43.93815
62.132375,53.77375,43.94575
62.155075,53.78235,43.954275
62.1643,53.78755,43.978975
62.18705,53.792325,43.988325
62.216,53.808325,43.9966
62.277125,53.8187,44.013525
62.306375,53.826775,44.02215
62.3236,53.836725,44.040775
62.336175,53.844825,44.05915
62.35875,53.8563,44.118525
62.39945,53.8638,44.134
62.411025,53.89855,44.303225
62.431025,53.9104,44.316175
62.45805,53.920275,44.32795
62.465,53.93055,44.339425
62.50205,53.94905,44.3513
62.5099,53.970675,44.362775
62.578325,53.973525,44.364625
62.588425,53.9905,44.374775
62.5964,54.0107,44.387525
62.62815,54.02635,44.400775
62.647,54.04915,44.42585
62.65705,54.094425,44.4501
62.667725,54.1175,44.4618
62.6773,54.141825,44.49435
62.698775,54.1591,44.499875
62.717375,54.166075,44.513175
62.727825,54.1706,44.5257
62.73745,54.1751,44.54635
62.747175,54.1828,44.555625
62.7754,54.1888,44.57445
62.799275,54.19375,44.582425
62.898925,54.199725,44.592575
62.915425,54.203675,44.607325
62.94785,54.208875,44.617
62.960875,54.213875,44.62505
62.9705,54.2244,44.631925
62.9811,54.229225,44.64655
62.993125,54.23505,44.652025
63.017775,54.241625,44.6582
63.05415,54.24775,44.671425
63.074825,54.25345,44.694675
63.10625,54.261525,44.715225
63.131425,54.291175,44.7365
63.14185,54.299575,44.74475
63.156975,54.30965,44.7816
63.17715,54.350325,44.789675
63.19445,54.370025,44.799075
63.22155,54.38905,44.813025
63.2358,54.407475,44.8279
63.2474,54.433675,44.85155
63.259625,54.4596,44.87185
63.344925,54.486925,44.8932
63.34625,54.5152,44.895225
63.381125,54.55595,44.91285
63.392875,54.596075,44.93865
63.41525,54.7107,44.956225
63.438575,54.73515,44.97155
63.4689,54.7535,44.9857
63.4796,54.7863,45.000975
63.51925,54.8416,45.033
63.54805,54.937675,45.070625
63.555725,54.988075,45.08445
63.594475,55.032925,45.1011
63.60445,55.06565,45.111575
63.6123,55.161,45.124775
63.6228,55.182675,45.143525
63.698175,55.20005,45.16145
63.708775,55.202825,45.17215
63.7213,55.22065,45.18695
63.733675,55.2367,45.2009
63.746725,55.26025,45.2162
63.7567,55.2762,45.2227
63.7819,55.291175,45.231475
63.804,55.31165,45.253
63.824175,55.319875,45.272825
63.834875,55.330925,45.293925
63.845975,55.346075,45.296425
63.8568,55.367325,45.30685
63.902275,55.39235,45.31585
63.915775,55.4277,45.32505
63.9274,55.45265,45.335775
63.9387,55.46145,45.346025
63.953475,55.4964,45.361325
63.964025,55.566475,45.37045
