SPK_SPKC06a (inhi),SPK_SPKC10a (exc),SPK_SPKC11a (short inhi)
137.46225,116.88045,96.49475
137.48925,116.885425,96.501175
137.516025,116.892,96.5081
137.524275,116.910975,96.515225
137.532475,116.918125,96.524075
137.541025,116.9243,96.538575
137.574725,116.93335,96.5451
137.5947,116.9393,96.5517
137.61145,116.957825,96.558325
137.62915,116.966825,96.571175
137.662675,116.9727,96.58485
137.672525,116.979875,96.5939
137.724925,116.9921,96.60135
137.75715,117.001825,96.60915
137.767875,117.024625,96.617675
137.785875,117.034425,96.6311
137.79465,117.047,96.641025
137.812625,117.085175,96.65115
137.832575,117.10485,96.66235
137.841,117.126575,96.66865
137.850575,117.13855,96.70055
137.8875,117.143725,96.7105
137.8971,117.16815,96.7207
137.908025,117.20685,96.722925
137.948275,117.23225,96.72995
137.9583,117.25875,96.740225
137.97735,117.284125,96.749575
137.98645,117.3059,96.758425
137.99595,117.31735,96.777725
138.02095,117.328075,96.7863
138.053675,117.33525,96.80825
138.06035,117.340875,96.82
138.076225,117.34635,96.827775
138.083575,117.350675,96.83755
138.1222,117.351775,96.85535
138.138125,117.355125,96.862575
138.147325,117.35875,96.87125
138.1637,117.3698,96.881125
138.17195,117.374975,96.9092
138.18055,117.37845,96.918525
138.19865,117.38365,96.936725
138.2254,117.405725,96.947825
138.2348,117.4126,96.9611
138.255425,117.420175,96.976575
138.27365,117.424075,96.988
138.31085,117.42725,97.0007
138.32235,117.430625,97.015025
138.350525,117.435975,97.0563
138.37695,117.4558,97.0696
138.425075,117.4747,97.08205
138.4359,117.486475,97.094325
138.44645,117.491475,97.106475
138.477025,117.50545,97.115175
138.5334,117.513525,97.12275
138.5462,117.517475,97.129275
138.57545,117.5235,97.136525
138.5895,117.53835,97.14425
138.6127,117.546275,97.15145
138.628975,117.552125,97.15925
138.666325,117.56075,97.168
138.676875,117.56665,97.1749
138.685925,117.579175,97.2069
138.7054,117.589325,97.21365
138.723525,117.596975,97.2201
138.742475,117.603625,97.227225
138.760675,117.609475,97.24505
138.7833,117.6176,97.252425
138.7922,117.6244,97.26045
138.80215,117.6292,97.268325
138.812325,117.637425,97.27445
138.823925,117.642975,97.28415
138.8607,117.65855,97.29885
138.896675,117.66425,97.3141
138.9188,117.669625,97.32025
138.93055,117.678125,97.343575
138.9532,117.684,97.3826
138.965175,117.689325,97.39225
138.98105,117.694525,97.40045
139.004675,117.698125,97.4084
139.028,117.71115,97.418925
139.075475,117.7186,97.427075
139.094175,117.725375,97.43785
139.103125,117.73295,97.450175
139.11175,117.7393,97.476875
139.11935,117.74625,97.495575
139.145575,117.7532,97.50675
139.15305,117.7599,97.517925
139.1611,117.772975,97.526775
139.176325,117.78045,97.5365
139.183775,117.7887,97.54795
139.1946,117.7936,97.563125
139.20215,117.79915,97.5718
139.2117,117.805925,97.58005
139.22165,117.8195,97.6001
139.239675,117.8271,97.619675
139.249175,117.833725,97.626675
139.27745,117.84905,97.634975
139.285425,117.8596,97.654025
139.294075,117.86695,97.67155
139.303225,117.8742,97.67965
139.320275,117.8862,97.69
139.328875,117.89785,97.7004
139.33835,117.9029,97.710575
139.34555,117.906975,97.720525
139.353775,117.912725,97.741925
139.363325,117.935225,97.761275
139.37175,117.96655,97.782375
139.388375,117.9762,97.794275
139.397425,117.9831,97.8027
139.405075,117.989375,97.81
139.46075,118.0028,97.834
139.4688,118.0067,97.84145
139.478075,118.013125,97.84895
139.4856,118.016975,97.860075
139.49425,118.0398,97.86965
139.5028,118.04435,97.880825
139.549475,118.0508,97.894325
139.643775,118.059425,97.9083
139.674775,118.070575,97.922875
139.744625,118.073175,97.933825
139.760175,118.076625,97.94735
139.770625,118.083675,97.9559
139.77285,118.10485,97.97405
139.78595,118.112575,97.9891
139.7991,118.1216,98.002675
139.86575,118.12295,98.0183
139.8785,118.136775,98.035975
139.90715,118.143625,98.056675
139.944825,118.15435,98.084525
139.959175,118.17465,98.097175
139.9962,118.180675,98.1043
140.008275,118.1894,98.122325
140.02015,118.2119,98.133525
140.054975,118.233575,98.141225
140.074475,118.24435,98.150675
140.084325,118.249325,98.158475
140.094025,118.260675,98.16665
140.136325,118.275475,98.174
140.14655,118.302575,98.2047
140.168025,118.30865,98.22335
140.21755,118.3142,98.233825
140.227325,118.324925,98.262875
140.238375,118.331675,98.28375
140.262975,118.34555,98.292625
140.273925,118.362625,98.31775
140.286325,118.37075,98.3258
140.297375,118.38055,98.334425
140.3098,118.391125,98.341825
140.328575,118.4236,98.3492
140.338325,118.429975,98.3573
140.3607,118.44765,98.3785
140.393725,118.45715,98.402975
140.4299,118.471025,98.4214
140.441725,118.4783,98.426975
140.4556,118.482625,98.433525
140.4696,118.48745,98.45615
140.496375,118.4955,98.465175
140.5087,118.506025,98.473375
140.52235,118.517875,98.492
140.549075,118.53165,98.499875
140.56615,118.5452,98.508125
140.5867,118.55585,98.521825
140.6156,118.566025,98.530275
140.630425,118.57625,98.546225
140.725625,118.598025,98.554175
140.7385,118.6083,98.562475
140.76785,118.63155,98.570175
140.8186,118.638725,98.574075
140.8368,118.644925,98.57835
140.8573,118.657575,98.599575
140.86845,118.66325,98.608825
140.877425,118.6684,98.618075
140.9242,118.675375,98.648975
140.9347,118.69705,98.6596
140.9445,118.709525,98.67245
140.952925,118.71635,98.682325
140.963875,118.72345,98.6926
140.974975,118.753025,98.70735
140.993925,118.760725,98.72315
141.00155,118.7659,98.73705
141.0111,118.790275,98.752
141.019025,118.801425,98.75835
141.03625,118.8072,98.806525
141.052425,118.816275,98.81775
141.0702,118.83745,98.828775
141.0775,118.853575,98.838
141.080075,118.86785,98.85725
141.088475,118.878375,98.865225
141.098175,118.888575,98.887
141.115175,118.8976,98.896675
141.13725,118.90595,98.935925
141.157175,118.91375,98.9462
141.202625,118.920975,98.958375
141.2201,118.9319,98.967725
141.22795,118.936475,98.979975
141.263725,118.939775,98.987575
141.280525,118.943425,99.018475
141.297475,118.951775,99.036075
141.30605,118.96995,99.0492
141.313975,118.982225,99.062925
141.322225,118.987425,99.096025
141.356125,118.997575,99.13595
141.41465,119.0078,99.1514
141.420575,119.01315,99.162425
141.45485,119.017625,99.176475
141.461525,119.022675,99.191675
141.4682,119.047875,99.204625
141.501575,119.0649,99.218825
141.508475,119.0714,99.23405
141.54645,119.07945,99.24865
141.57065,119.0846,99.2624
141.5875,119.09675,99.27525
141.602725,119.11085,99.286225
141.611925,119.11775,99.30065
141.63955,119.13935,99.316425
141.64825,119.15125,99.325225
141.6567,119.159925,99.3569
141.68475,119.167,99.3732
141.709025,119.18455,99.410225
141.722325,119.18945,99.4283
141.754375,119.209225,99.439375
141.7606,119.221625,99.462625
141.784175,119.23765,99.4715
141.808875,119.2452,99.4827
141.8174,119.2758,99.499975
141.825175,119.286725,99.5107
141.84965,119.29245,99.525
141.85745,119.298525,99.533625
141.86605,119.3064,99.544425
141.8741,119.312475,99.564275
141.882075,119.319375,99.573275
141.88945,119.338725,99.58165
141.948275,119.3468,99.5913
141.9571,119.354325,99.60015
141.967325,119.3909,99.610575
141.993225,119.39755,99.635475
142.03365,119.411175,99.645575
142.040625,119.421875,99.657
142.04885,119.434575,99.667125
142.0573,119.44165,99.68035
142.095975,119.453075,99.68925
142.105925,119.472475,99.710975
142.133575,119.482275,99.7192
142.148675,119.48745,99.728075
142.158025,119.49545,99.7385
142.166425,119.503225,99.749575
142.174975,119.513025,99.76385
142.19285,119.520625,99.775025
142.231775,119.548975,99.80475
142.240925,119.5638,99.81195
142.2516,119.586625,99.82715
142.2614,119.59415,99.83385
142.29775,119.6065,99.840675
142.306525,119.615975,99.84915
142.316075,119.6353,99.85525
142.325325,119.643725,99.86135
142.367225,119.652775,99.869725
142.383275,119.661575,99.8734
142.392575,119.67,99.88005
142.401875,119.699125,99.881175
142.410325,119.73895,99.886825
142.4216,119.747975,99.893625
142.44095,119.772225,99.909675
142.45935,119.779725,99.9169
142.467125,119.79625,99.93355
142.483975,119.811575,99.941475
142.49345,119.82015,99.950925
142.49935,119.83085,99.960975
142.507675,119.8375,99.9799
142.54125,119.844675,99.988875
142.56775,119.872,99.997875
142.5788,119.88425,100.001575
142.585075,119.897325,100.04005
142.6222,119.89965,100.077875
142.659975,119.90795,100.096875
142.6696,119.92555,100.126725
142.67665,119.942325,100.137
142.7027,119.951125,100.15725
142.729325,119.968925,100.16705
142.747775,119.984375,100.1771
142.75675,119.993275,100.18545
142.780275,120.01535,100.19595
142.7878,120.026225,100.22565
142.805075,120.033825,100.23405
142.83755,120.05525,100.247125
142.849125,120.08255,100.25715
142.876275,120.090575,100.265175
142.891175,120.103725,100.27235
142.89945,120.112925,100.291625
142.9073,120.119925,100.2991
142.91545,120.137675,100.3118
142.923375,120.144625,100.31375
142.9319,120.156125,100.319725
142.9418,120.176875,100.3283
142.97585,120.1923,100.3335
143.022675,120.2001,100.33845
143.037175,120.206625,100.3446
143.0547,120.215875,100.350925
143.06595,120.228225,100.358975
143.1019,120.23735,100.37405
143.112975,120.248325,100.380675
143.12365,120.256675,100.38715
143.1689,120.271875,100.400825
143.17835,120.28445,100.426425
143.2417,120.3043,100.4372
143.276725,120.321525,100.4558
143.285375,120.332875,100.46175
143.295325,120.353125,100.485125
143.305825,120.36695,100.491875
143.316075,120.38675,100.498525
143.326375,120.481325,100.505175
143.346125,120.49585,100.517325
143.364075,120.512625,100.522675
143.411725,120.53815,100.537225
143.433975,120.553325,100.553375
143.4551,120.570175,100.570975
143.4749,120.57595,100.578225
143.48475,120.599625,100.619325
143.50405,120.618875,100.633875
143.53065,120.624525,100.6488
143.560775,120.6345,100.684925
143.570775,120.6489,100.696275
143.579225,120.658275,100.70735
143.58775,120.66695,100.73925
143.597875,120.67265,100.749125
143.607325,120.6792,100.759125
143.62715,120.686825,100.77055
143.6373,120.692225,100.78115
143.6512,120.701,100.7911
143.692625,120.717525,100.799175
143.72325,120.7254,100.807475
143.740675,120.732725,100.815775
143.750375,120.741725,100.83305
143.79595,120.7528,100.8422
143.830925,120.76265,100.852225
143.852575,120.783525,100.866425
143.887325,120.79095,100.8904
143.912525,120.797975,100.8987
143.931675,120.84365,100.90625
143.94075,120.8525,100.9216
143.95145,120.874275,100.945825
143.97185,120.884,100.954275
144.011675,120.892425,100.97035
144.0214,120.897,100.99185
144.030775,120.90215,101.020525
144.0582,120.92535,101.03735
144.064825,120.930425,101.040475
144.077425,120.934175,101.047575
144.087725,120.943375,101.055975
144.09535,120.9487,101.0587
144.105625,120.958125,101.06665
144.115275,120.981775,101.0748
144.123725,121.004025,101.110225
144.147525,121.026325,101.121475
144.1653,121.0388,101.134975
144.1747,121.081425,101.153
144.2111,121.097975,101.182225
144.218925,121.11245,101.190525
144.228675,121.131125,101.2
144.236875,121.1503,101.207875
144.2448,121.177175,101.22175
144.255375,121.194275,101.231075
144.2637,121.2062,101.241225
144.272425,121.228175,101.263825
144.281775,121.239025,101.2733
144.3279,121.25,101.2851
144.334725,121.2728,101.298475
144.341775,121.2992,101.311825
144.34935,121.36365,101.333575
144.35945,121.40535,101.346825
144.385125,121.42945,101.3601
144.39385,121.441025,101.36995
144.40135,121.45795,101.41675
144.41015,121.465175,101.455725
144.431625,121.4977,101.49205
144.44255,121.507675,101.55135
144.4544,121.526175,101.5817
144.4648,121.5326,101.595275
144.47745,121.53865,101.6215
144.491125,121.548875,101.63155
144.502675,121.557675,101.647475
144.517725,121.59085,101.655925
144.5725,121.606225,101.667125
144.5885,121.630175,101.678925
144.605425,121.67,101.6918
144.61885,121.6801,101.71355
144.636,121.696425,101.723775
144.671875,121.7106,101.733475
144.68645,121.7289,101.745025
144.694825,121.762125,101.749475
144.70265,121.77005,101.753625
144.7199,121.7885,101.78715
144.72835,121.799325,101.797975
144.7472,121.809425,101.81955
144.7573,121.8382,101.828575
144.774525,121.847625,101.839375
144.803375,121.854825,101.84915
144.82155,121.865725,101.8588
144.8506,121.873575,101.870625
144.85975,121.880025,101.879275
144.87065,121.886975,101.888475
144.881425,121.894025,101.900325
144.908875,121.93935,101.9025
144.925525,121.9682,101.9119
144.942125,121.983925,101.91935
144.954825,121.993975,101.9294
144.96645,122.0025,101.93695
144.976775,122.020525,101.946225
145.00035,122.036225,101.968575
145.01125,122.048,101.98655
145.035925,122.062,101.999075
145.05095,122.07765,102.0163
145.068625,122.090925,102.029075
145.08305,122.10825,102.04245
145.094875,122.120975,102.064075
145.154,122.163575,102.077675
145.17325,122.18535,102.089375
145.2023,122.206175,102.100475
145.21125,122.227375,102.112725
145.223725,122.242175,102.12905
145.23605,122.262625,102.141575
145.259275,122.28395,102.1592
145.269025,122.3069,102.175775
145.2896,122.325475,102.187775
145.3354,122.3585,102.199925
145.345775,122.37595,102.212775
145.356425,122.387975,102.230175
145.379,122.40775,102.2586
145.390375,122.4396,102.2746
145.4058,122.47025,102.289525
145.41775,122.507125,102.307
145.43265,122.5438,102.34045
145.446075,122.56045,102.356725
145.463,122.56725,102.380125
145.500875,122.572675,102.40465
145.52845,122.578575,102.4162
145.5629,122.58505,102.42455
145.6031,122.59005,102.43495
145.62235,122.595275,102.4514
145.715925,122.600275,102.4582
145.7306,122.60515,102.463025
145.732125,122.610675,102.4654
145.74705,122.61495,102.481075
145.76265,122.619675,102.5005
145.775475,122.6247,102.506625
145.7916,122.6364,102.512575
145.8627,122.641725,102.519375
145.879675,122.650475,102.540775
145.896125,122.660125,102.549575
145.927425,122.671425,102.56285
145.955725,122.678075,102.567275
145.967425,122.689075,102.571875
145.99155,122.706925,102.581225
146.0038,122.720475,102.58785
146.015275,122.734325,102.6004
146.027575,122.741725,102.606175
146.039825,122.774725,102.6206
146.08495,122.797125,102.627
146.1177,122.861125,102.651925
146.129025,122.87255,102.658075
146.158475,122.8805,102.671925
146.1782,122.898,102.6841
146.19435,122.91035,102.70795
146.208275,122.919675,102.715375
146.25295,122.92775,102.728275
146.298525,122.947875,102.733975
146.3126,122.957725,102.758425
146.322025,122.965925,102.7724
146.335075,122.980075,102.780825
146.34525,122.989,102.7961
146.35635,123.0042,102.804
146.3768,123.018225,102.8225
146.38335,123.04475,102.83035
146.392075,123.0598,102.8439
146.4077,123.08985,102.854875
146.428425,123.11985,102.87355
146.448775,123.138725,102.88345
146.459025,123.152725,102.9037
146.487475,123.1585,102.9088
146.498475,123.163625,102.911375
146.50885,123.178225,102.922625
146.519625,123.1855,102.928125
146.54115,123.193125,102.935925
146.55205,123.208275,102.951925
146.561025,123.21465,102.958425
146.58175,123.22835,102.97395
146.60485,123.236025,102.98255
146.627075,123.241575,102.99215
146.642225,123.26165,102.99945
146.6519,123.272225,103.008325
146.670925,123.2807,103.016575
146.68115,123.290825,103.024275
146.68965,123.2984,103.042975
146.707925,123.3209,103.06115
146.732025,123.33205,103.06965
146.749275,123.340775,103.078225
146.7589,123.352875,103.086025
146.766825,123.36135,103.107925
146.776075,123.377075,103.13315
146.787075,123.3896,103.177925
146.796225,123.397175,103.195925
146.804075,123.412075,103.216175
146.8209,123.4192,103.23275
146.830225,123.434725,103.250975
146.8396,123.441775,103.25995
146.84835,123.447675,103.2812
146.864775,123.4621,103.3021
146.884075,123.471025,103.342625
146.907975,123.485675,103.34515
146.9205,123.5034,103.351075
146.9462,123.516125,103.35915
146.9574,123.52975,103.367325
146.966675,123.537725,103.3746
146.9744,123.54365,103.381875
146.9954,123.555325,103.392475
147.0111,123.563575,103.39965
147.0669,123.571775,103.407925
147.0802,123.5874,103.422125
147.089925,123.593375,103.43805
147.1231,123.60925,103.4463
147.1341,123.634325,103.44895
147.15495,123.6416,103.456625
147.17545,123.6606,103.466025
147.184975,123.669875,103.475725
147.1949,123.678475,103.5029
147.3181,123.70945,103.5165
147.3313,123.73255,103.55655
147.36355,123.757675,103.56615
147.37135,123.76505,103.5755
147.3792,123.77295,103.584725
147.38975,123.780675,103.596875
147.403075,123.7884,103.606875
147.415,123.794925,103.617275
147.43095,123.802325,103.626725
147.443425,123.815525,103.656075
147.454325,123.8236,103.6643
147.465675,123.82885,103.67205
147.486675,123.85285,103.6807
147.4945,123.86575,103.687775
147.50725,123.87225,103.6989
147.5322,123.888525,103.70605
147.56075,123.89915,103.7416
147.575725,123.90875,103.750025
147.58665,123.9255,103.760275
147.59925,123.935675,103.77015
147.614425,123.94115,103.77865
147.638225,123.94765,103.787525
147.6736,123.96325,103.796425
147.69305,123.9736,103.80375
147.73005,123.988325,103.8208
147.74275,124.01595,103.827625
147.871525,124.03755,103.845525
147.9019,124.05735,103.8523
148.03755,124.0732,103.86345
148.054075,124.084875,103.872025
148.0903,124.096825,103.88135
148.117275,124.1101,103.8933
148.143025,124.121375,103.903675
148.173575,124.136125,103.920275
148.215475,124.152125,103.934925
148.252375,124.15625,103.94435
148.269375,124.1802,103.95915
148.288375,124.200825,103.965475
148.327225,124.22365,103.97485
148.3596,124.249925,103.9834
148.372,124.279475,103.992125
148.38795,124.3303,104.0014
148.404175,124.374175,104.018425
148.419125,124.398,104.0253
148.432275,124.408975,104.04355
148.46205,124.414725,104.051
148.473175,124.4206,104.057
148.4894,124.438975,104.064825
148.502925,124.441425,104.07255
148.55525,124.443575,104.09585
148.56945,124.448075,104.112275
148.581325,124.453875,104.119775
148.593825,124.459675,104.12805
148.60625,124.46415,104.135475
148.61735,124.485425,104.1423
148.628175,124.496725,104.144575
148.648175,124.537875,104.1543
148.67015,124.554125,104.17495
148.69265,124.601575,104.2
148.7106,124.63845,104.2337
148.716925,124.660325,104.243525
148.73445,124.6787,104.256375
148.74465,124.686875,104.269125
148.776275,124.697075,104.2806
148.786175,124.700725,104.295225
148.805875,124.704725,104.3235
148.826875,124.710225,104.33545
148.83485,124.71635,104.34855
148.845075,124.721675,104.365925
148.8572,124.730875,104.391225
148.8763,124.74455,104.41265
148.89765,124.750575,104.427625
148.90535,124.757875,104.4411
148.913,124.7687,104.469675
148.940775,124.7829,104.48465
148.95885,124.7923,104.4964
148.9675,124.8075,104.50135
148.975425,124.8212,104.507825
149.005125,124.854375,104.514775
149.023125,124.862075,104.52025
149.0429,124.870875,104.527075
149.052825,124.881225,104.534925
149.062375,124.889075,104.551575
149.072075,124.90505,104.568225
149.0808,124.911225,104.5759
149.098125,124.9178,104.5932
149.117475,124.920525,104.6078
149.128,124.9278,104.614475
149.16535,124.932825,104.629
149.177825,124.936475,104.635
149.202225,124.9444,104.6423
149.211775,124.954375,104.649725
149.223175,124.96535,104.655425
149.244025,124.982175,104.673575
149.253525,124.998975,104.67935
149.26605,125.013475,104.690275
149.276125,125.0219,104.6961
149.297275,125.049075,104.72665
149.3063,125.07515,104.732025
149.3155,125.089725,104.742625
149.334425,125.1016,104.74795
149.35145,125.118825,104.77355
149.361625,125.1405,104.778675
149.369275,125.158275,104.795225
149.379425,125.224575,104.804625
149.3983,125.2373,104.80665
149.416325,125.257075,104.816675
149.435475,125.275975,104.823925
149.453875,125.29055,104.83125
149.470225,125.338,104.864
149.4783,125.3576,104.8727
149.49915,125.385675,104.8798
149.506325,125.435775,104.892375
149.51415,125.475025,104.904025
149.521075,125.50645,104.91975
149.5285,125.52705,104.92795
149.5353,125.540525,104.9425
149.543775,125.55635,104.949575
149.5722,125.58505,104.962
149.59765,125.633,104.972075
149.605575,125.66815,104.9799
149.6227,125.70545,104.98675
149.64045,125.75835,104.9984
149.649525,125.776375,105.0134
149.6856,125.786125,105.02435
149.7029,125.793775,105.032125
149.747025,125.7997,105.0702
149.7553,125.81385,105.07895
149.77475,125.8323,105.0857
149.82105,125.843875,105.103625
149.832775,125.852225,105.117075
149.873525,125.8731,105.124175
149.88175,125.911625,105.131425
149.910875,125.95095,105.140375
149.91645,125.9766,105.1477
149.926075,126.005925,105.1543
149.95025,126.02535,105.163
149.958775,126.032775,105.195375
150.003425,126.039275,105.217375
150.0112,126.053975,105.233125
150.0199,126.058775,105.242
150.0269,126.068325,105.257
150.036675,126.075175,105.26945
150.044775,126.080025,105.301575
150.069325,126.0991,105.310225
150.0789,126.138525,105.321575
150.086375,126.16895,105.32985
150.103725,126.19025,105.3389
150.111075,126.209075,105.35365
150.1162,126.22365,105.360675
150.133225,126.2434,105.371075
150.1383,126.303425,105.37685
150.1439,126.309425,105.384725
150.157375,126.31695,105.39245
150.162125,126.338325,105.399625
150.1714,126.3515,105.406575
150.188725,126.367175,105.41885
150.196475,126.401825,105.4258
150.248475,126.43675,105.434825
150.2608,126.4626,105.464425
150.276075,126.496925,105.472925
150.283,126.502475,105.4789
150.297275,126.535625,105.4859
150.3126,126.564475,105.500125
150.319825,126.60675,105.506125
150.326075,126.63515,105.515025
150.339375,126.6606,105.521025
150.3527,126.7053,105.5238
150.372175,126.7235,105.531825
150.411275,126.755425,105.54625
150.41735,126.76315,105.55325
150.4236,126.772275,105.571375
150.4338,126.781375,105.5768
150.434825,126.787075,105.588725
150.438375,126.793675,105.6022
150.4659,126.799975,105.617275
150.4845,126.8023,105.6256
150.489175,126.805325,105.634125
150.509625,126.816525,105.6431
150.5302,126.82545,105.64905
150.534575,126.833575,105.65795
150.603675,126.8385,105.667525
150.6196,126.8524,105.688925
150.6383,126.867475,105.701275
150.651425,126.877025,105.708475
150.70735,126.886075,105.71215
150.749725,126.90445,105.720725
150.757775,126.9224,105.74395
150.782475,126.938575,105.7527
150.788825,126.96165,105.760925
150.8067,126.985625,105.768275
150.812975,127.026475,105.78295
150.819425,127.05305,105.790475
150.840525,127.09,105.8065
150.84805,127.1137,105.81305
150.869625,127.153225,105.827675
150.877575,127.22835,105.836325
150.91595,127.250875,105.84435
150.92965,127.26115,105.8536
150.965925,127.272375,105.870675
150.9741,127.280025,105.880675
150.983325,127.287725,105.899625
151.016425,127.29385,105.90655
151.0243,127.299925,105.915975
151.05725,127.30445,105.9424
151.0812,127.316275,105.9509
151.088825,127.320575,105.9583
151.096225,127.3227,105.967275
151.110525,127.325675,105.977525
151.1242,127.33045,105.98575
151.130275,127.33365,105.9936
151.143875,127.341475,106.0025
151.1505,127.34615,106.0113
151.156125,127.35285,106.03575
151.16855,127.3634,106.04275
151.182375,127.369,106.052325
151.19035,127.37615,106.0546
151.202775,127.3836,106.067075
151.20935,127.394275,106.069925
151.22095,127.416375,106.074325
151.256825,127.428575,106.082625
151.280425,127.4457,106.089675
151.28645,127.4663,106.1056
151.333825,127.48005,106.1184
151.340875,127.501575,106.124775
151.371175,127.527325,106.1393
151.386425,127.570125,106.1555
151.393,127.605,106.18625
151.408375,127.636525,106.197625
151.424125,127.669425,106.2109
151.468325,127.73675,106.2172
151.4896,127.769875,106.223375
151.49735,127.803825,106.232025
151.5138,127.81795,106.23925
151.539675,127.835725,106.2452
151.56125,127.85425,106.251425
151.56785,127.86165,106.261025
151.574275,127.8724,106.267325
151.597175,127.909325,106.27455
151.620425,127.946525,106.279325
151.635175,127.96605,106.28345
151.642975,128.00305,106.29125
151.6502,128.0338,106.297325
151.6566,128.07245,106.311175
151.677875,128.09145,106.3376
151.698225,128.130625,106.34585
151.70425,128.14755,106.3533
151.7104,128.15,106.366625
151.72455,128.17485,106.39685
151.740275,128.1983,106.406925
151.7558,128.2261,106.41445
151.779625,128.247375,106.42815
151.796425,128.277475,106.451325
151.8097,128.3017,106.4601
151.831425,128.32685,106.469425
151.85365,128.377825,106.486325
151.9005,128.406225,106.4995
151.913025,128.4455,106.511675
151.999825,128.481475,106.523375
152.00575,128.516275,106.5368
152.01065,128.547475,106.551375
152.0175,128.575925,106.567675
152.03105,128.59615,106.579325
152.0444,128.627625,106.589675
152.089275,128.6451,106.599925
152.1113,128.653725,106.60105
152.13085,128.665075,106.61115
152.1421,128.673075,106.648075
152.1482,128.685125,106.656375
152.196125,128.692475,106.664375
152.210675,128.69955,106.672525
152.253,128.71,106.6797
152.3252,128.7274,106.6881
152.355225,128.737325,106.693575
152.3977,128.748825,106.705225
152.41305,128.7687,106.7178
152.422025,128.78215,106.72605
152.429175,128.7982,106.7393
152.4375,128.812475,106.7539
152.44075,128.82745,106.775525
152.44465,128.84075,106.80665
152.4515,128.85835,106.8258
152.4738,128.898275,106.832025
152.488025,128.936,106.845425
152.5018,128.9808,106.852325
152.508275,129.005475,106.883875
152.517675,129.039775,106.8918
152.5283,129.062825,106.900875
152.53435,129.10915,106.9098
152.541625,129.1246,106.920425
152.54825,129.146625,106.9401
152.5576,129.165775,106.94715
152.586425,129.181725,106.9532
152.59465,129.191975,106.961075
152.618325,129.19905,106.967025
152.626275,129.204575,106.973575
152.633875,129.209,106.98085
152.64085,129.21295,107.0133
152.648325,129.224025,107.02135
152.6719,129.227775,107.02845
152.687475,129.23155,107.035625
152.727275,129.23555,107.05235
152.744125,129.241075,107.05855
152.75335,129.24815,107.074625
152.781625,129.2553,107.083775
152.789175,129.26135,107.098075
152.797875,129.265275,107.105125
152.8062,129.273725,107.11515
152.81325,129.291275,107.12265
152.829675,129.338875,107.1252
152.846375,129.361125,107.14225
152.869375,129.4264,107.172925
152.8868,129.456975,107.181775
152.89655,129.50265,107.19705
152.90455,129.53165,107.2043
152.93005,129.548825,107.21085
152.945975,129.55875,107.218
152.962225,129.56675,107.22495
152.9768,129.574525,107.23355
153.014125,129.581025,107.24285
153.0209,129.588425,107.25275
153.04345,129.5943,107.2612
153.052775,129.603675,107.269325
153.059475,129.6169,107.29445
153.066925,129.623925,107.3019
153.0747,129.631575,107.323925
153.09015,129.6485,107.3299
153.0989,129.6552,107.34525
153.148125,129.667275,107.35205
153.157375,129.675325,107.3592
153.16695,129.684025,107.367325
153.195975,129.695575,107.382375
153.217875,129.706475,107.38895
153.2269,129.7237,107.3959
153.236175,129.7331,107.400575
153.246225,129.7561,107.417075
153.256075,129.796675,107.433025
153.2773,129.8035,107.446625
153.286475,129.8086,107.44795
153.294375,129.8121,107.4691
153.3034,129.81785,107.479175
153.31315,129.820775,107.4988
153.322025,129.823525,107.510475
153.33765,129.82815,107.514475
153.34705,129.831775,107.5202
153.354975,129.83445,107.528525
153.37175,129.84315,107.549375
153.37945,129.851,107.5594
153.389625,129.86105,107.5673
153.396675,129.877325,107.5734
153.41705,129.8942,107.607625
153.4765,129.89895,107.62695
153.487,129.90415,107.6361
153.4985,129.9091,107.64995
153.51075,129.9227,107.657975
153.56315,129.928875,107.67105
153.584525,129.942925,107.684625
153.614875,129.9516,107.6886
153.63285,129.963525,107.691975
153.64505,129.9777,107.7004
153.676325,129.986075,107.712625
153.7098,129.993125,107.720375
153.730075,130.00305,107.7486
153.745275,130.015975,107.755875
153.7887,130.02185,107.764825
153.79895,130.027725,107.7815
153.807225,130.0328,107.789475
153.816725,130.054675,107.826775
153.836425,130.0804,107.834875
153.8458,130.089675,107.8424
153.854875,130.1038,107.853075
153.877325,130.116575,107.873875
153.8805,130.12245,107.880825
153.88875,130.127625,107.8952
153.923675,130.14075,107.910825
153.930675,130.145025,107.92765
153.95535,130.15475,107.93215
153.962875,130.174825,107.93345
153.979825,130.180925,107.944875
153.996175,130.1894,107.96135
154.014425,130.195725,107.966975
154.0226,130.2028,107.9809
154.063325,130.209075,108.02435
154.07105,130.215575,108.029525
154.080475,130.2286,108.035075
154.114225,130.2487,108.047025
154.162225,130.281925,108.0541
154.203525,130.294525,108.0576
154.235875,130.302225,108.0697
154.24405,130.308775,108.094875
154.2613,130.3143,108.09965
154.2874,130.31905,108.124025
154.303725,130.32195,108.13045
154.31155,130.3306,108.1358
154.338375,130.34175,108.148925
154.346275,130.3652,108.1559
154.354725,130.3742,108.169125
154.363525,130.38315,108.183575
154.380475,130.3992,108.20425
154.431225,130.40605,108.218675
154.47495,130.42235,108.24535
154.52535,130.42935,108.25185
154.562825,130.43625,108.2585
154.5735,130.4447,108.274425
154.587575,130.450725,108.2843
154.599625,130.459975,108.2922
154.622925,130.47435,108.30045
154.6323,130.480225,108.3268
154.641775,130.486375,108.341625
