SPK_SPKC01a (NA),SPK_SPKC04a (inhibited),SPK_SPKC08b (excitation + inhibition),SPK_SPKC11a (inhibited),SPK_SPKC11b (inhibited),SPK_SPKC13a (NA)
113.3281,263.526475,102.704275,,,
113.34095,263.708475,102.7308,,,
113.37295,263.7389,102.752025,,,
113.390675,263.803275,102.7967,,,
113.3946,263.8382,102.83405,,,
113.412,263.979475,102.877175,,,
113.81025,264.103525,102.9218,,,
113.87885,264.210625,102.950075,,,
113.921825,264.235775,103.00825,,,
113.936975,264.32395,103.07575,,,
113.94975,264.44545,103.092375,,,
113.983725,264.626125,103.1166,,,
114.0001,264.63685,103.168,,,
114.0089,264.679175,103.182675,,,
114.017425,264.857575,103.235475,,,
114.026725,264.881775,103.26695,,,
114.053925,264.90935,103.2799,,,
114.062675,264.93735,103.283675,,,
114.069475,265.03185,103.3111,,,
114.07815,265.044375,103.316775,,,
114.0835,265.106025,103.3629,,,
114.103375,265.145075,103.38965,,,
114.35355,265.23575,103.467425,,,
114.371525,265.273025,103.521475,,,
114.3791,265.4718,103.553925,,,
114.38715,265.738875,103.59685,,,
114.403575,265.870875,103.65635,,,
114.412175,266.098825,103.719825,,,
114.420275,266.14255,103.7444,,,
114.424175,266.174025,103.781675,,,
114.431475,266.19585,103.84595,,,
114.436225,266.250075,103.861675,,,
114.439375,266.62885,103.898375,,,
114.44815,266.754925,103.93595,,,
114.459075,266.777725,103.95245,,,
114.47835,266.847725,103.97835,,,
114.5197,266.9086,104.0274,,,
114.720125,266.986275,104.0415,,,
114.73345,267.022475,104.079225,,,
114.73935,267.03265,104.129375,,,
114.75235,267.13815,104.139,,,
114.776975,267.271425,104.182625,,,
114.78625,267.48315,104.21285,,,
114.792175,267.61805,104.257225,,,
114.81435,267.654425,104.299475,,,
114.822925,267.725725,104.305625,,,
114.833325,267.7673,104.3193,,,
114.844225,267.810625,104.347225,,,
114.852125,267.82175,104.383375,,,
114.861675,267.8333,104.40285,,,
114.8787,267.8547,104.421625,,,
114.887775,267.934625,104.44775,,,
114.898075,268.311275,104.5529,,,
114.9256,268.339475,104.601575,,,
114.931775,268.4103,104.634325,,,
114.960225,268.581725,104.6685,,,
115.355525,268.598725,104.67255,,,
115.3713,268.673675,104.729575,,,
115.384275,268.689775,104.758,,,
115.389975,268.814475,104.812625,,,
115.4102,268.89775,104.84595,,,
115.4192,269.0168,104.877275,,,
115.426825,269.106725,104.925575,,,
115.43295,269.165775,104.951925,,,
115.4419,269.3062,104.97685,,,
115.44775,269.382425,104.99525,,,
115.4532,269.610475,105.013525,,,
115.455775,269.663,105.074075,,,
115.4643,269.7459,105.116875,,,
115.4698,269.762,105.215675,,,
115.486975,269.94255,105.26795,,,
115.55995,270.021875,105.288475,,,
115.5688,270.094075,105.329175,,,
115.6269,270.103825,105.3407,,,
115.8531,270.2717,105.351875,,,
115.879475,270.3785,105.386375,,,
115.88875,270.492175,105.402175,,,
115.914,270.631575,105.4164,,,
115.92685,270.78645,105.45815,,,
115.94745,270.852325,105.50275,,,
115.968675,271.124325,105.53175,,,
115.98055,271.438325,105.568925,,,
115.995325,271.464075,105.60695,,,
116.014375,271.59195,105.69225,,,
116.0213,271.630275,105.70765,,,
116.47775,271.65305,105.725425,,,
116.488475,271.767975,105.743525,,,
116.507125,271.876225,105.764675,,,
116.52555,271.88055,105.788875,,,
116.5314,272.0358,105.8082,,,
116.533925,272.050425,105.878125,,,
116.537425,272.104275,105.892225,,,
116.5432,272.16055,105.908425,,,
116.549475,272.170725,105.96115,,,
116.563975,272.3136,105.9879,,,
116.5745,272.35445,106.010625,,,
116.89225,272.4568,106.047475,,,
116.902275,272.5573,106.068625,,,
116.9102,272.6081,106.0882,,,
116.9275,272.636375,106.09725,,,
116.940475,272.67895,106.124725,,,
116.943375,272.715,106.16525,,,
116.948975,272.93265,106.18115,,,
116.9586,272.95885,106.20205,,,
116.983925,273.165775,106.222375,,,
116.992375,273.302025,106.2396,,,
117.0178,273.47525,106.289625,,,
117.020475,273.4938,106.3127,,,
117.02755,273.65935,106.352675,,,
117.0396,273.7567,106.36685,,,
117.07405,274.271575,106.39335,,,
117.0809,274.290775,106.396125,,,
117.28265,274.376625,106.411375,,,
117.490725,274.54655,106.443525,,,
117.617725,274.612875,106.492275,,,
117.6265,274.665025,106.516075,,,
117.668725,274.742975,106.558325,,,
117.694375,274.758925,106.624375,,,
117.717875,274.797925,106.68885,,,
117.727,274.81425,106.7009,,,
117.73705,274.8878,106.711075,,,
117.7734,274.9109,106.722625,,,
117.7894,275.138575,106.733525,,,
117.805425,275.151675,106.7442,,,
117.823575,275.162975,106.7589,,,
117.829175,275.1776,106.8366,,,
117.838025,275.297975,106.929575,,,
117.92375,275.544925,106.984,,,
118.284925,275.660775,107.050975,,,
118.29995,275.705725,107.068275,,,
118.307325,275.74005,107.076475,,,
118.327875,275.862475,107.14225,,,
118.34725,275.96785,107.15675,,,
118.376175,276.0835,107.16685,,,
118.384575,276.177775,107.1793,,,
118.677075,276.26815,107.196525,,,
118.710275,276.415575,107.2293,,,
118.7971,276.654325,107.25125,,,
118.813925,276.7653,107.263425,,,
118.828275,277.113875,107.281425,,,
118.858725,277.1882,107.29855,,,
118.864825,277.415075,107.310325,,,
118.87035,277.534875,107.3365,,,
118.881225,277.560675,107.39205,,,
119.10745,277.585925,107.48005,,,
119.123225,277.7646,107.513375,,,
119.1449,277.7967,107.521875,,,
119.162425,277.923675,107.59575,,,
119.182525,278.4655,107.6247,,,
119.18785,278.6321,107.6447,,,
119.2042,278.7416,107.661925,,,
119.22665,279.0653,107.6763,,,
119.2305,279.1882,107.68735,,,
119.23765,279.63165,107.72125,,,
119.2437,279.74605,107.735675,,,
119.24935,279.82875,107.74525,,,
119.251825,280.06675,107.792075,,,
119.263725,280.280825,107.83055,,,
119.2695,280.356375,107.930025,,,
119.273675,280.39315,108.03355,,,
119.280925,280.62995,108.0724,,,
119.28765,280.7016,108.1062,,,
119.48165,280.7275,108.1268,,,
119.5761,280.83935,108.13615,,,
119.6168,281.1138,108.145375,,,
119.66575,281.161325,108.1533,,,
119.677175,281.171675,108.201925,,,
119.694125,281.45765,108.232625,,,
119.7007,281.467975,108.3121,,,
119.71335,281.493825,108.374525,,,
119.721125,281.625475,108.415275,,,
119.7406,281.65765,108.512775,,,
119.764375,281.84865,108.58855,,,
119.7671,281.93385,108.60945,,,
119.777875,282.7542,108.62405,,,
119.7867,282.795275,108.6314,,,
119.79545,282.894725,108.6667,,,
119.8108,283.163875,108.676625,,,
119.82365,283.3555,108.728975,,,
119.894525,283.3742,108.740175,,,
120.003475,283.510875,108.7643,,,
120.0327,283.587325,108.8047,,,
120.07425,283.688975,108.8661,,,
120.134675,283.774425,108.92705,,,
120.189625,283.90685,108.966425,,,
120.19435,283.955675,108.9855,,,
120.21905,284.0291,109.00195,,,
120.223175,284.0724,109.0358,,,
120.23085,284.2746,109.0637,,,
120.250525,284.291325,109.159825,,,
120.261575,284.30415,109.183175,,,
120.2724,284.348275,109.196775,,,
120.279225,284.585325,109.2616,,,
120.28125,284.9582,109.317425,,,
120.2964,285.069225,109.3527,,,
120.579425,285.2102,109.36265,,,
120.624125,285.304,109.410575,,,
120.843175,285.327625,109.4387,,,
120.859,285.460175,109.466525,,,
120.86705,285.6187,109.492875,,,
120.8752,285.9858,109.513325,,,
120.883175,286.022725,109.526225,,,
120.89025,286.1087,109.540675,,,
120.8934,286.16375,109.569125,,,
120.898875,286.2512,109.590425,,,
120.91995,286.30275,109.61395,,,
120.93495,286.35165,109.656875,,,
120.9423,286.424275,109.68335,,,
121.015375,286.52435,109.726125,,,
121.302075,286.567675,109.741175,,,
121.3376,286.572275,109.7566,,,
121.3596,286.615175,109.781125,,,
121.38925,286.9279,109.7899,,,
121.396375,287.10965,109.82175,,,
121.424,287.31255,109.845225,,,
121.442825,287.40335,109.919525,,,
121.4599,287.487825,109.960775,,,
121.46525,287.508775,109.9901,,,
121.58165,287.563725,110.0066,,,
121.626,287.68275,110.042575,,,
121.832475,287.6997,110.0744,,,
121.88615,287.95145,110.08985,,,
121.90105,288.22885,110.118625,,,
121.9279,288.318325,110.18525,,,
121.937825,288.345475,110.22115,,,
121.9444,288.6037,110.23445,,,
121.950025,288.6733,110.2796,,,
121.974825,288.759375,110.39975,,,
121.984275,288.79255,110.439,,,
121.994575,288.808825,110.457675,,,
122.00065,288.87945,110.474175,,,
122.006625,288.89505,110.487975,,,
122.020975,288.947325,110.51805,,,
122.033525,289.0396,110.550975,,,
122.256225,289.0955,110.57115,,,
122.271,289.1688,110.593,,,
122.28605,289.260125,110.6131,,,
122.2998,289.302525,110.6395,,,
122.306675,289.498475,110.682525,,,
122.31995,289.5065,110.721125,,,
122.352575,289.587625,110.7443,,,
122.3728,289.653175,110.769775,,,
122.383575,289.983275,110.78545,,,
122.392175,290.05565,110.797675,,,
122.40385,290.198075,110.825675,,,
122.410975,290.23755,110.84115,,,
122.4196,290.3129,110.85905,,,
122.4243,290.371125,110.863875,,,
122.441025,290.48485,110.90655,,,
122.450375,290.671075,110.9363,,,
122.473575,291.10345,110.95715,,,
122.49055,291.154075,110.9815,,,
122.68215,291.1709,111.0016,,,
122.9036,291.1876,111.01605,,,
122.933675,291.26605,111.09285,,,
122.96765,291.332425,111.160525,,,
122.9945,291.380175,111.188825,,,
123.00625,291.38595,111.217675,,,
123.01925,291.4289,111.25175,,,
123.04045,291.5751,111.331525,,,
123.048675,291.595,111.360025,,,
123.053075,291.7228,111.5127,,,
123.064125,291.752175,111.57995,,,
123.06775,291.896375,111.603025,,,
123.073375,291.951975,111.626225,,,
123.0769,292.009725,111.657,,,
123.103575,292.021175,111.667375,,,
123.29445,292.031275,111.67625,,,
123.32955,292.0639,111.685475,,,
123.34645,292.136925,111.700725,,,
123.3575,292.322325,111.708175,,,
123.39275,292.8493,111.736375,,,
123.4211,293.15765,111.7489,,,
123.433725,293.33505,111.77165,,,
123.686675,293.4975,111.784625,,,
123.717775,293.543775,111.81895,,,
123.744875,293.559725,111.8346,,,
123.7713,293.717625,111.9375,,,
123.775525,293.74585,111.95265,,,
123.7973,293.891175,112.034375,,,
123.817725,293.900975,112.109525,,,
123.84375,293.98075,112.126025,,,
123.8558,294.01315,112.1822,,,
124.3648,294.19145,112.191025,,,
124.399975,294.219075,112.20365,,,
124.4177,294.497275,112.25305,,,
124.4309,294.57275,112.2592,,,
124.45305,294.76165,112.3791,,,
124.61145,294.783975,112.40885,,,
124.672775,295.316125,112.464525,,,
125.397225,295.367725,112.4802,,,
125.4315,295.4142,112.582725,,,
125.466675,295.442925,112.60915,,,
125.481375,295.56595,112.640575,,,
125.51265,295.6265,112.654425,,,
125.5717,295.65995,112.70145,,,
125.9457,295.676375,112.7445,,,
125.97225,295.6866,112.753475,,,
126.1363,295.772925,112.826075,,,
126.231575,295.9169,112.92585,,,
126.26955,295.95945,113.0544,,,
126.318225,296.109675,113.06825,,,
126.63345,296.339875,113.080525,,,
126.6448,296.36885,113.0957,,,
126.65395,296.47705,113.10965,,,
126.663425,296.552425,113.135125,,,
126.668375,296.66475,113.157975,,,
126.675475,296.9125,113.1839,,,
126.699425,297.114375,113.2336,,,
126.9212,297.187575,113.277625,,,
126.95335,297.2302,113.33395,,,
126.962425,297.252575,113.408525,,,
126.992525,297.265375,113.4321,,,
127.00415,297.3716,113.4497,,,
127.0174,297.4681,113.46535,,,
127.020375,297.645625,113.471275,,,
127.038425,297.663275,113.48695,,,
127.0496,298.00015,113.505125,,,
127.054325,298.035325,113.5187,,,
127.06035,298.111725,113.5294,,,
127.0829,298.162925,113.544425,,,
127.224,298.3291,113.551425,,,
127.25785,298.36495,113.566975,,,
127.2705,298.482875,113.57945,,,
127.274975,298.524025,113.58925,,,
127.2832,298.578525,113.616425,,,
127.2887,298.66445,113.691075,,,
127.29655,298.803875,113.737925,,,
127.300775,298.915625,113.761925,,,
127.3064,298.951525,113.79755,,,
127.310875,299.084125,113.799825,,,
127.31625,299.262525,113.837475,,,
127.32915,299.27915,113.842075,,,
127.339525,299.460925,113.9049,,,
127.47895,299.491925,113.9241,,,
127.502575,299.559325,113.9896,,,
127.521675,299.6265,114.0232,,,
127.533,299.7943,114.041675,,,
127.5539,299.8171,114.07445,,,
127.55875,299.965675,114.083675,,,
127.566575,300.009125,114.095,,,
127.570975,300.0294,114.11765,,,
127.59265,300.069625,114.243625,,,
127.60945,300.1301,114.400325,,,
127.642,300.14395,114.442875,,,
127.654725,300.33725,114.445925,,,
127.675225,300.361675,114.5031,,,
127.685025,300.442975,114.553175,,,
127.699275,300.51585,114.5638,,,
127.7153,300.825925,114.5871,,,
127.943375,300.88515,114.61135,,,
127.956175,301.0108,114.621075,,,
127.9749,301.03645,114.629775,,,
127.978,301.141,114.73625,,,
127.985725,301.1485,114.77805,,,
127.9965,,114.79915,,,
128.00135,,114.85845,,,
128.014825,,114.859575,,,
128.0499,,114.895825,,,
128.059025,,114.950275,,,
128.236175,,114.9782,,,
128.248425,,114.996975,,,
128.2555,,115.010875,,,
128.26215,,115.044175,,,
128.26535,,115.0938,,,
128.29115,,115.133375,,,
128.300875,,115.1685,,,
128.304475,,115.237275,,,
128.31295,,115.275075,,,
128.329575,,115.398525,,,
128.348575,,115.42575,,,
128.3634,,115.4951,,,
128.37495,,115.5086,,,
128.39205,,115.55145,,,
128.39845,,115.5707,,,
128.426725,,115.608975,,,
128.663575,,115.63375,,,
128.68085,,115.683075,,,
128.689025,,115.73135,,,
128.704725,,115.7476,,,
128.7169,,115.764625,,,
128.748225,,115.78815,,,
128.75945,,115.877225,,,
128.7674,,115.905825,,,
129.010675,,115.91045,,,
129.037775,,115.9532,,,
129.04675,,116.0387,,,
129.0568,,116.066625,,,
129.09005,,116.083325,,,
129.09875,,116.0914,,,
129.10255,,116.1058,,,
129.127275,,116.12875,,,
129.1322,,116.1973,,,
129.1397,,116.213825,,,
129.1474,,116.24655,,,
129.15195,,116.2938,,,
129.1685,,116.30805,,,
129.177325,,116.397475,,,
129.183525,,116.44815,,,
129.19105,,116.4723,,,
129.197675,,116.563675,,,
129.2205,,116.60925,,,
129.224975,,116.641075,,,
129.24305,,116.664575,,,
129.505725,,116.690675,,,
129.623775,,116.71195,,,
129.67115,,116.773475,,,
129.698475,,116.797,,,
129.71685,,116.814925,,,
129.726425,,116.855,,,
129.7556,,116.905975,,,
129.76655,,116.91315,,,
129.793475,,116.94815,,,
130.09375,,117.0159,,,
130.1371,,117.02315,,,
130.155625,,117.0913,,,
130.170475,,117.1085,,,
130.18435,,117.126,,,
130.226525,,117.133525,,,
130.296775,,117.144,,,
130.494525,,117.15785,,,
130.505625,,117.1991,,,
130.524475,,117.219525,,,
130.541275,,117.2249,,,
130.549425,,117.257275,,,
130.565375,,117.27905,,,
130.569725,,117.346075,,,
130.579575,,117.355175,,,
130.58985,,117.368575,,,
130.617525,,117.490375,,,
130.623775,,117.56205,,,
130.79415,,117.574625,,,
130.804875,,117.594125,,,
130.81225,,117.632075,,,
130.82745,,117.635875,,,
130.83735,,117.701275,,,
130.84265,,117.751825,,,
130.853675,,117.7618,,,
130.8696,,117.7658,,,
130.88065,,117.782825,,,
130.89545,,117.817625,,,
130.903475,,117.850025,,,
130.912275,,117.88285,,,
130.91345,,117.91535,,,
130.91805,,117.967325,,,
130.929275,,117.983525,,,
130.93795,,118.0006,,,
130.9517,,118.008575,,,
130.96145,,118.021925,,,
131.0665,,118.0342,,,
131.093025,,118.047225,,,
131.104775,,118.1781,,,
131.143275,,118.191525,,,
131.155975,,118.243475,,,
131.1651,,118.260725,,,
131.199825,,118.324125,,,
131.29665,,118.37595,,,
131.310525,,118.39195,,,
131.327075,,118.4174,,,
131.33895,,118.433375,,,
131.373275,,118.4572,,,
131.468575,,118.483025,,,
131.5258,,118.49635,,,
131.53195,,118.5162,,,
131.53885,,118.5426,,,
131.5488,,118.563725,,,
131.559075,,118.60165,,,
131.56885,,118.6331,,,
131.600125,,118.641375,,,
131.62245,,118.6493,,,
131.859675,,118.701475,,,
131.903475,,118.734575,,,
131.9152,,118.7873,,,
131.927975,,118.817675,,,
131.933275,,118.838075,,,
131.9403,,118.846125,,,
131.969075,,118.887375,,,
131.979325,,118.907025,,,
131.997325,,118.93155,,,
132.0017,,118.945675,,,
132.012025,,118.954125,,,
132.029275,,118.96345,,,
132.0379,,119.018575,,,
132.042275,,119.0351,,,
132.297475,,119.090975,,,
132.322275,,119.164325,,,
132.336225,,119.1985,,,
132.339875,,119.216325,,,
132.3522,,119.298325,,,
132.358775,,119.33285,,,
132.363225,,119.361675,,,
132.366475,,119.383925,,,
132.372175,,119.41735,,,
132.380325,,119.4496,,,
132.3978,,119.46025,,,
132.45385,,119.47645,,,
132.50695,,119.559625,,,
132.708725,,119.581525,,,
132.8644,,119.60785,,,
132.91115,,119.660175,,,
132.950625,,119.6949,,,
132.95815,,119.74035,,,
132.9743,,119.76985,,,
133.000975,,119.801975,,,
133.009175,,119.8295,,,
133.018575,,119.86285,,,
133.02435,,119.9023,,,
133.03265,,119.989775,,,
133.04405,,120.005375,,,
133.047225,,120.021425,,,
133.076675,,120.042725,,,
133.121275,,120.050425,,,
133.132025,,120.068975,,,
133.486325,,120.087575,,,
133.494675,,120.106875,,,
133.509025,,120.156825,,,
133.52495,,120.183525,,,
133.540275,,120.2212,,,
133.553,,120.2227,,,
133.555775,,120.2595,,,
133.566925,,120.290475,,,
133.582625,,120.31235,,,
133.6059,,120.33335,,,
133.608875,,120.34745,,,
133.615875,,120.3804,,,
133.62145,,120.397375,,,
133.651175,,120.403775,,,
133.654625,,120.465225,,,
133.6848,,120.471925,,,
133.694825,,120.49325,,,
133.86255,,120.516975,,,
133.924075,,120.608525,,,
133.949925,,120.612275,,,
133.9562,,120.633375,,,
133.993,,120.6363,,,
134.0202,,120.675125,,,
134.0299,,120.7212,,,
134.184125,,120.737325,,,
134.20125,,120.74645,,,
134.2389,,120.785375,,,
134.268425,,120.816975,,,
134.276875,,120.8326,,,
134.28115,,120.90935,,,
134.2943,,120.9457,,,
134.303075,,120.9784,,,
134.3099,,121.015075,,,
134.312575,,121.06365,,,
134.318625,,121.113325,,,
134.32435,,121.1241,,,
134.381625,,121.135375,,,
134.393175,,121.13665,,,
134.45985,,121.143925,,,
134.486325,,121.18905,,,
134.657225,,121.20275,,,
134.6752,,121.231225,,,
134.692025,,121.277075,,,
134.707625,,121.297175,,,
134.7267,,121.303475,,,
134.75425,,121.3522,,,
134.778375,,121.37945,,,
134.786675,,121.406675,,,
134.791175,,121.442925,,,
134.79515,,121.46175,,,
134.815825,,121.49845,,,
134.831675,,121.514975,,,
134.84425,,121.52575,,,
134.862475,,121.57425,,,
135.125075,,121.62185,,,
135.2731,,121.69405,,,
135.2839,,121.7719,,,
135.3161,,121.775925,,,
135.32855,,121.8181,,,
135.3393,,121.859575,,,
135.557025,,121.880075,,,
135.5823,,121.900625,,,
135.607125,,121.926625,,,
135.636125,,121.9331,,,
135.668225,,121.969375,,,
135.6776,,122.0002,,,
135.690225,,122.03015,,,
135.703525,,122.068075,,,
135.724075,,122.0893,,,
135.744125,,122.1665,,,
135.9396,,122.181125,,,
135.9599,,122.2022,,,
136.24635,,122.22095,,,
136.273275,,122.230375,,,
136.27975,,122.2549,,,
136.290825,,122.297475,,,
136.297575,,122.30055,,,
136.329525,,122.312525,,,
136.3498,,122.334625,,,
136.851575,,122.351725,,,
136.879025,,122.36915,,,
136.900475,,122.383225,,,
136.913575,,122.43265,,,
136.917775,,122.446475,,,
136.92815,,122.473725,,,
136.95965,,122.499125,,,
136.97295,,122.5313,,,
136.98045,,122.5412,,,
136.99915,,122.56015,,,
137.0085,,122.6194,,,
137.2008,,122.681675,,,
137.224575,,122.73225,,,
137.23765,,122.753525,,,
137.255375,,122.768525,,,
137.275125,,122.779225,,,
137.28,,122.794625,,,
137.306475,,122.819075,,,
137.314975,,122.8406,,,
137.3247,,122.885775,,,
137.347125,,122.903225,,,
137.4041,,122.91525,,,
137.5867,,122.985575,,,
137.59775,,122.99185,,,
137.612225,,123.049125,,,
137.672375,,123.0648,,,
137.685925,,123.11315,,,
137.705075,,123.120825,,,
137.72445,,123.125775,,,
137.927175,,123.12985,,,
137.942025,,123.26475,,,
137.95285,,123.322225,,,
137.96445,,123.351475,,,
137.978825,,123.389,,,
137.9926,,123.45665,,,
138.001075,,123.4749,,,
138.012925,,123.48965,,,
138.08665,,123.50545,,,
138.30925,,123.5189,,,
138.329075,,123.522025,,,
138.358375,,123.529675,,,
138.37645,,123.595575,,,
138.37845,,123.6139,,,
138.404775,,123.6388,,,
138.4368,,123.663325,,,
138.439,,123.694975,,,
138.442925,,123.750625,,,
138.4608,,123.786725,,,
138.4828,,123.8548,,,
138.490225,,123.890075,,,
138.7146,,123.927275,,,
138.74155,,123.954025,,,
138.74715,,123.969525,,,
138.767775,,123.983325,,,
138.798125,,124.011375,,,
138.8088,,124.025325,,,
138.8198,,124.040225,,,
138.832925,,124.115675,,,
139.3332,,124.11895,,,
139.380425,,124.127675,,,
139.404175,,124.13995,,,
139.432675,,124.16215,,,
139.95785,,124.18,,,
140.2765,,124.212,,,
140.343675,,124.319,,,
140.353625,,124.3328,,,
140.35805,,124.3925,,,
140.36715,,124.417125,,,
140.378925,,124.4272,,,
140.3824,,124.4496,,,
140.388825,,124.46195,,,
140.400325,,124.484025,,,
140.405125,,124.490375,,,
140.411775,,124.5006,,,
140.4149,,124.520475,,,
140.4328,,124.539775,,,
140.4431,,124.545225,,,
140.45015,,124.55715,,,
140.645025,,124.603925,,,
140.79305,,124.6078,,,
140.918675,,124.617225,,,
140.983,,124.628075,,,
141.016875,,124.65245,,,
141.023025,,124.70505,,,
141.029375,,124.750975,,,
141.03975,,124.769025,,,
141.05195,,124.789225,,,
141.062625,,124.807375,,,
141.094075,,124.82535,,,
141.1016,,124.87275,,,
141.115125,,124.891075,,,
141.1445,,124.926725,,,
141.153725,,124.955425,,,
141.1724,,124.969675,,,
141.218425,,124.98175,,,
141.395125,,125.031625,,,
141.40435,,125.044625,,,
141.41515,,125.0682,,,
141.43085,,125.12455,,,
141.448875,,125.271375,,,
141.46315,,125.29725,,,
141.487025,,125.305375,,,
141.850325,,125.332225,,,
141.926075,,125.353875,,,
141.939775,,125.37385,,,
141.948875,,125.427325,,,
141.9815,,125.5372,,,
141.9952,,125.616225,,,
142.003475,,125.6526,,,
142.019225,,125.671975,,,
142.02875,,125.7019,,,
142.0426,,125.736975,,,
142.088825,,125.869425,,,
142.252625,,125.88085,,,
142.290325,,125.898575,,,
142.3467,,125.910875,,,
142.368825,,125.928775,,,
142.413425,,125.94325,,,
142.431125,,125.970025,,,
142.4367,,125.989475,,,
142.59595,,126.001525,,,
142.6048,,126.0543,,,
142.640825,,126.05885,,,
142.6673,,126.06725,,,
142.701625,,126.07935,,,
142.932975,,126.167675,,,
142.9527,,126.189025,,,
142.95645,,126.275875,,,
142.970425,,126.290525,,,
143.00315,,126.331125,,,
143.21205,,126.344675,,,
143.305275,,126.363825,,,
143.333075,,126.382075,,,
143.353425,,126.405225,,,
143.3671,,126.43195,,,
143.372125,,126.472825,,,
143.4167,,126.514675,,,
143.5442,,126.52125,,,
143.582375,,126.5557,,,
143.60125,,126.571125,,,
143.60545,,126.622825,,,
143.628675,,126.650925,,,
143.828175,,126.687075,,,
143.844725,,126.708775,,,
143.858525,,126.743875,,,
143.878825,,126.7668,,,
143.889775,,126.799475,,,
143.967575,,126.856475,,,
143.99955,,126.87265,,,
144.01435,,126.88995,,,
144.171075,,126.91225,,,
144.2086,,126.92525,,,
144.25205,,126.952775,,,
144.30815,,126.99835,,,
144.318275,,127.0253,,,
144.3361,,127.05985,,,
144.343575,,127.09585,,,
144.348,,127.14965,,,
144.3551,,127.17895,,,
144.360375,,127.2163,,,
144.365425,,127.235175,,,
144.368375,,127.24405,,,
144.375575,,127.27225,,,
144.39255,,127.286,,,
144.4,,127.3424,,,
144.414575,,127.36365,,,
144.425725,,127.376775,,,
144.4444,,127.3905,,,
144.519,,127.4101,,,
144.747825,,127.4272,,,
144.768325,,127.43965,,,
144.7874,,127.505575,,,
144.816875,,127.5525,,,
145.096425,,127.601775,,,
145.130625,,127.634975,,,
145.17375,,127.65285,,,
145.1909,,127.696325,,,
145.20045,,127.744875,,,
145.2065,,127.771925,,,
145.236725,,127.79105,,,
145.259125,,127.80285,,,
145.5914,,127.81675,,,
145.620525,,127.83495,,,
145.6282,,127.8482,,,
145.637975,,127.85855,,,
145.6601,,127.886575,,,
145.691575,,127.90605,,,
145.903425,,127.9235,,,
145.947425,,127.974275,,,
145.9903,,128.04455,,,
146.0302,,128.060975,,,
146.03765,,128.072025,,,
146.0457,,128.1082,,,
146.08855,,128.1203,,,
146.1148,,128.217625,,,
146.1285,,128.279675,,,
146.133975,,128.4487,,,
146.14815,,128.46565,,,
146.156725,,128.4722,,,
146.16405,,128.481025,,,
146.46555,,128.490875,,,
146.472575,,128.498775,,,
146.50995,,128.506075,,,
146.52215,,128.516725,,,
146.537775,,128.613075,,,
146.555725,,128.64205,,,
146.564475,,128.7115,,,
146.57005,,128.72385,,,
146.842175,,128.7395,,,
146.863625,,128.75785,,,
146.870775,,128.80665,,,
146.900775,,128.820475,,,
146.91725,,128.829425,,,
146.928,,128.849275,,,
146.940675,,128.863825,,,
146.9435,,128.898425,,,
146.964,,128.90785,,,
146.96665,,128.9309,,,
147.01515,,128.953725,,,
147.0236,,128.9968,,,
147.03655,,129.0197,,,
147.2808,,129.05145,,,
147.29465,,129.0728,,,
147.429225,,129.099275,,,
147.45175,,129.1199,,,
147.520275,,129.149925,,,
147.78275,,129.189025,,,
147.80005,,129.2397,,,
147.872775,,129.27235,,,
147.876425,,129.291725,,,
147.8896,,129.3078,,,
147.89915,,129.330275,,,
147.903,,129.34545,,,
147.91415,,129.353075,,,
147.9181,,129.3598,,,
147.927425,,129.366425,,,
147.957625,,129.373925,,,
148.241575,,129.4636,,,
148.2849,,129.481025,,,
148.326125,,129.49765,,,
148.3469,,129.52265,,,
148.3669,,129.5675,,,
148.377825,,129.631625,,,
148.637675,,129.641625,,,
148.661675,,129.67865,,,
148.666875,,129.70655,,,
148.67265,,129.734675,,,
148.677575,,129.7503,,,
148.69425,,129.820275,,,
148.7283,,129.8371,,,
148.739625,,129.859125,,,
148.7896,,129.8804,,,
148.832875,,129.887475,,,
148.8498,,129.907875,,,
149.2961,,129.94775,,,
149.305025,,130.024525,,,
149.357425,,130.1433,,,
149.3777,,130.160625,,,
149.59285,,130.1724,,,
149.635575,,130.1762,,,
149.662775,,130.219175,,,
149.67145,,130.272575,,,
149.680975,,130.336225,,,
150.003325,,130.34285,,,
150.04185,,130.35585,,,
150.074025,,130.362975,,,
150.078925,,130.368375,,,
150.0888,,130.38415,,,
150.102475,,130.3935,,,
150.1094,,130.414425,,,
150.1398,,130.5414,,,
150.19595,,130.6415,,,
150.42375,,130.654025,,,
150.486375,,130.661,,,
150.505325,,130.67055,,,
150.52945,,130.678075,,,
150.547925,,130.7026,,,
150.8119,,130.7145,,,
150.82195,,130.725775,,,
150.829025,,130.7865,,,
150.842725,,130.79645,,,
150.84745,,130.818925,,,
150.86935,,130.8702,,,
150.883575,,130.87485,,,
150.891725,,130.893075,,,
150.9275,,130.92875,,,
151.178475,,130.94585,,,
151.194225,,130.998925,,,
151.20745,,131.0254,,,
151.334625,,131.048175,,,
151.394525,,131.084425,,,
151.40595,,131.10655,,,
151.422475,,131.115425,,,
151.440725,,131.11945,,,
151.4506,,131.140675,,,
151.4604,,131.186875,,,
151.46245,,131.200025,,,
151.46555,,131.22425,,,
151.4764,,131.2568,,,
151.495,,131.326425,,,
151.509125,,131.380375,,,
151.513975,,131.39715,,,
151.79815,,131.42655,,,
