SPK_SPKC01a (NA),SPK_SPKC04a (inhibited),SPK_SPKC08b (excitation + inhibition),SPK_SPKC11a (inhibited),SPK_SPKC11b (inhibited),SPK_SPKC13a (NA)
33.6046,81.3213,31.95905,,167.4894,88.2291
33.662075,81.414075,31.982925,,167.5958,88.40725
33.684025,81.5301,32.024425,,168.014925,88.465275
33.696625,81.542075,32.073475,,168.143125,88.56
33.748975,81.566325,32.07875,,168.49675,88.7316
34.0078,81.7425,32.114,,169.385,88.8048
34.061075,81.756425,32.1893,,169.4321,88.99805
34.1197,81.799225,32.26875,,169.565775,89.068875
34.133825,81.880175,32.2911,,169.946775,89.129175
34.13745,81.888775,32.349475,,170.0338,89.30315
34.1426,81.9109,32.375675,,170.08095,89.36335
34.15045,82.08715,32.395125,,170.270425,89.4788
34.1648,82.138125,32.414,,170.3668,89.5317
34.173275,82.156725,32.449825,,170.54535,89.589325
34.1802,82.21325,32.4801,,170.6569,89.643975
34.186875,82.362875,32.49685,,170.734275,89.7022
34.191075,82.61745,32.5399,,171.179375,89.74645
34.213825,82.770025,32.552725,,171.4431,89.79815
34.2197,82.782575,32.571925,,171.518425,89.92405
34.2366,82.80965,32.594775,,171.59795,90.00355
34.243025,82.9867,32.642975,,171.72595,90.087575
34.253025,83.034875,32.66935,,171.79555,90.23945
34.261425,83.048575,32.72225,,171.872175,90.308425
34.343,83.056275,32.73825,,172.020625,90.358375
34.370025,83.118325,32.77055,,172.1271,90.45715
34.48135,83.160525,32.783,,172.170275,90.526925
34.525925,83.196775,32.801525,,172.30965,90.780725
34.5438,83.2549,32.820975,,172.431275,91.0036
34.55875,83.273775,32.828475,,172.463275,91.1205
34.564775,83.278725,32.847875,,172.834225,91.266325
34.601575,83.32275,32.87615,,172.92515,91.3351
34.613425,83.50445,32.8814,,172.958175,91.424275
34.619025,83.524375,32.9092,,173.09205,91.536975
34.662625,83.60495,32.9375,,173.267225,91.67015
34.6672,83.612775,33.13105,,173.3388,91.737625
34.683775,83.6691,33.1482,,173.58745,91.8343
34.691275,83.690075,33.1574,,173.633875,91.8873
34.7069,83.75735,33.176275,,174.014775,92.015225
34.71055,83.9859,33.21425,,174.187725,92.075725
34.716675,84.043925,33.250675,,174.2326,92.201625
34.7346,84.058725,33.29295,,174.5238,92.360925
34.748375,84.098775,33.367725,,174.55415,92.439025
34.7583,84.1922,33.37425,,174.583225,92.52005
34.76755,84.21815,33.393325,,174.889875,92.56665
34.77335,84.243025,33.45575,,174.9633,92.6378
34.778625,84.3226,33.459075,,175.153075,92.704
34.7849,84.4725,33.477475,,175.228625,92.8893
34.79305,84.560825,33.5229,,175.2522,92.94645
34.799425,84.666875,33.549,,175.284,93.0091
34.803975,84.678775,33.604425,,175.3198,93.066425
34.82405,84.756625,33.649725,,175.514725,93.147675
34.8329,84.88355,33.69195,,175.552375,93.202975
35.009825,84.93395,33.731175,,175.599275,93.253425
35.03425,84.951725,33.75395,,175.653175,93.33995
35.053575,85.0258,33.768725,,175.74885,93.4667
35.070225,85.082575,33.77655,,175.7769,93.660975
35.1016,85.106925,33.792075,,175.799175,93.664975
35.1181,85.125975,33.7999,,175.819275,93.8048
35.1263,85.139725,33.81245,,175.886275,93.878325
35.131775,85.1632,33.88785,,175.941825,93.963
35.13765,85.175875,33.9506,,176.30585,94.017175
35.142675,85.235475,33.975825,,176.6076,94.13435
35.16715,85.471975,33.99135,,176.82,94.14985
35.175675,85.554,34.174275,,176.854975,94.208275
35.186925,85.754925,34.17615,,176.875625,94.293625
35.19195,86.045075,34.197475,,176.92055,94.391325
35.19705,86.10165,34.234825,,176.951925,94.44615
35.20465,86.1276,34.27155,,177.0104,94.6275
35.211975,86.207375,34.29205,,177.1881,94.717175
35.2208,86.275025,34.31325,,177.247925,94.841725
35.225375,86.28975,34.3382,,177.333575,94.964025
35.231225,86.3849,34.34615,,177.51185,95.051325
35.2431,86.55885,34.3668,,177.54145,95.161175
35.25425,86.626475,34.37675,,177.957525,95.290525
35.265425,86.6626,34.43705,,178.01455,95.382775
35.2715,86.80185,34.517375,,178.024175,95.7227
35.296325,86.907175,34.53605,,178.324675,95.8421
35.305375,86.97305,34.5643,,178.336875,95.98965
35.319925,87.07885,34.580825,,178.38325,96.029825
35.54115,87.24265,34.6092,,178.389475,96.0906
35.5679,87.344325,34.6195,,178.730925,96.28205
35.5927,87.463525,34.665625,,178.7862,96.332575
35.617475,87.49015,34.74855,,178.805525,96.459925
35.64015,87.584425,34.783825,,178.880025,96.5114
35.660225,87.608225,34.817125,,179.092375,96.619775
35.684775,87.624275,34.81885,,179.144575,96.77205
35.69455,87.655975,34.84265,,179.165725,96.822575
35.702825,87.68435,34.862725,,179.224175,96.881975
35.713425,87.72355,34.906225,,179.275925,96.93275
35.734525,87.8998,34.9628,,179.293925,97.060575
35.933325,88.05995,34.9705,,179.373775,97.126425
35.948925,88.26675,35.11235,,179.5433,97.205475
35.961175,88.337275,35.1338,,179.694725,97.23545
35.990925,88.44855,35.16355,,179.7112,97.26215
36.00925,88.47775,35.2322,,179.812675,97.36235
36.059325,88.799425,35.280575,,179.8282,97.434125
36.076425,88.93985,35.2829,,179.86085,97.530975
36.083325,88.9652,35.3431,,179.9702,97.623675
36.091425,88.9839,35.353975,,180.18585,97.737625
36.1301,89.0545,35.364975,,180.7572,97.802725
36.135275,89.0752,35.407025,,180.903675,97.93675
36.1468,89.110725,35.422775,,180.95295,98.04655
36.159175,89.2014,35.4388,,180.983275,98.135625
36.16655,89.2294,35.46685,,181.009325,98.220325
36.17955,89.41325,35.491775,,181.13125,98.27865
36.184825,89.463975,35.518175,,181.198625,98.3693
36.205625,89.481725,35.549125,,181.23895,98.483525
36.211175,89.53995,35.574675,,181.293125,98.566675
36.23395,89.5622,35.66435,,181.3237,98.654275
36.242725,89.58915,35.6908,,181.479575,98.872325
36.260375,89.631725,35.73505,,181.495675,99.165175
36.28495,89.782425,35.763225,,181.5121,99.2814
36.316075,89.857075,35.787925,,181.542375,99.3383
36.355525,89.962475,35.8061,,181.5634,99.42935
36.524575,89.97785,35.86555,,181.779175,99.52695
36.53865,90.219775,35.886925,,181.814475,99.579875
36.5487,90.26105,36.0561,,181.989125,99.607425
36.55775,90.322725,36.072775,,182.04335,99.6624
36.566825,90.353475,36.102575,,182.074825,99.728775
36.5806,90.43225,36.17375,,182.132475,99.836575
36.6078,90.484275,36.209175,,182.2253,99.95005
36.620775,90.54,36.23545,,182.287275,100.149675
36.632225,90.6844,36.274575,,182.337725,100.22635
36.64225,90.69515,36.308325,,182.58945,100.30675
36.65385,90.936975,36.323625,,182.634725,100.372975
36.67155,90.967325,36.349525,,182.68455,100.42615
36.9662,91.071575,36.380575,,182.714875,100.496125
37.121575,91.1074,36.410275,,182.75645,100.5576
37.157975,91.162925,36.526,,182.94125,100.725025
37.176575,91.247525,36.54215,,183.1933,100.765425
37.190775,91.452925,36.5647,,183.27675,100.8489
37.204575,91.490925,36.5722,,183.31845,100.941
37.22555,91.523675,36.5853,,183.3452,101.149875
37.23715,91.53265,36.602125,,183.4184,101.192275
37.269875,91.5423,36.61375,,183.5293,101.246775
37.276175,91.551425,36.6203,,183.674025,101.5122
37.2856,91.5706,36.629225,,183.7572,101.6178
37.292275,91.6177,36.638025,,183.977625,101.767
37.305,91.673125,36.654975,,184.125925,101.84485
37.3159,91.842075,36.656725,,184.156425,101.938375
37.333425,91.920075,36.68165,,184.310725,102.044425
37.52685,92.123525,36.691925,,184.486075,102.111925
37.53835,92.130825,36.7149,,184.527425,102.16555
37.544875,92.18915,36.735525,,184.855725,102.2404
37.612575,92.22775,36.75815,,184.922325,102.3953
37.62645,92.33465,36.764525,,184.97715,102.4712
37.64315,92.447225,36.90245,,185.458625,102.60015
37.669725,92.48765,36.914075,,185.48875,102.65855
37.684525,92.6058,36.931625,,185.62335,102.754225
37.700375,92.68865,36.978125,,185.64435,102.913225
37.970625,92.745975,37.0053,,185.7201,103.007625
37.979575,92.781425,37.051625,,185.917825,103.157325
37.98805,92.833775,37.086475,,185.9566,103.270825
37.998075,92.84625,37.146225,,186.236125,103.448675
38.014775,92.88585,37.1705,,186.275725,103.51765
38.02155,93.10065,37.184475,,186.30905,103.61305
38.031725,93.14025,37.22645,,186.3724,103.7065
38.04025,93.38525,37.251325,,186.69925,103.803475
38.045675,93.430975,37.297825,,186.8073,103.97615
38.05025,93.47445,37.302325,,186.861425,104.064325
38.07735,93.5177,37.337275,,186.910625,104.141275
38.27035,93.5726,37.361775,,187.0246,104.255425
38.280225,93.723525,37.36765,,187.103825,104.3246
38.292575,93.824675,37.390175,,187.457725,104.513175
38.29845,93.878925,37.40765,,187.7107,104.561
38.3093,93.89395,37.418925,,187.771775,104.6115
38.316525,94.189675,37.4274,,187.8692,104.648825
38.35425,94.29775,37.43595,,187.90165,104.690525
38.36705,94.504325,37.4544,,187.93385,104.9297
38.3781,94.66575,37.5196,,188.010525,105.03645
38.530725,94.8321,37.556325,,188.06875,105.1912
38.55435,94.94335,37.6139,,188.26415,105.264625
38.56875,94.956375,37.63565,,188.33965,105.4377
38.58525,95.02975,37.71795,,188.425475,105.507825
38.592025,95.092625,37.749125,,188.556575,105.541125
38.607625,95.25695,37.77765,,188.598275,105.68475
38.6408,95.277675,37.798675,,188.66605,105.8192
38.6674,95.32,37.8289,,188.70055,105.88315
38.695475,95.3293,37.84485,,188.8631,105.97415
38.706475,95.34465,37.869125,,188.881275,106.216925
38.7251,95.447775,37.917425,,189.02075,106.35115
38.743,95.502775,37.9367,,189.211925,106.43905
38.75615,95.83685,37.96205,,189.4327,106.4951
38.785475,95.857625,37.964325,,189.470875,106.705
38.844875,95.9708,37.974525,,189.528725,106.8496
38.88245,96.01255,37.993825,,189.56945,106.995475
38.909825,96.06025,38.007925,,189.633625,107.040375
38.935375,96.093025,38.022275,,189.727325,107.089325
38.938025,96.23655,38.026575,,189.839475,107.18485
38.942075,96.294025,38.0398,,189.98615,107.3058
38.953625,96.3369,38.109225,,190.019275,107.3933
39.006625,96.598075,38.12825,,190.23255,107.486275
39.0664,96.608325,38.161,,190.2907,107.575025
39.15995,96.755275,38.196825,,190.41595,107.646275
39.171325,97.053825,38.25645,,190.424625,107.742125
39.19385,97.173275,38.27365,,190.464475,107.815575
39.20935,97.210825,38.2894,,190.535975,107.888775
39.226125,97.26,38.292725,,190.597675,108.0163
39.244725,97.33165,38.31165,,191.1259,108.106525
39.25265,97.33705,38.3918,,191.164675,108.27415
39.25575,97.391825,38.417975,,191.228925,108.40285
39.2732,97.47205,38.461725,,191.3753,108.516925
39.2904,97.54085,38.464125,,191.442225,108.614725
39.2982,97.57355,38.4941,,191.462125,108.72795
39.304975,97.626625,38.536775,,191.4831,108.90375
39.345975,97.8354,38.629325,,191.571025,109.00815
39.355525,97.85535,38.7093,,191.6873,109.113525
39.36005,98.143125,38.7652,,191.922125,109.17425
39.386425,98.15865,38.78155,,192.0597,109.34535
39.678375,98.17895,38.791975,,192.152025,109.5059
39.69355,98.20465,38.85705,,192.219075,109.6132
39.7,98.22905,38.873775,,192.406625,109.798675
39.714925,98.346975,38.8948,,192.458225,109.884375
39.7234,98.486325,38.904275,,192.5912,110.1163
39.736025,98.513875,38.923675,,192.737875,110.14535
39.742175,98.7081,38.950325,,192.837625,110.19345
39.762025,98.715425,38.953975,,192.88125,110.255075
39.7702,98.8058,38.970775,,192.93825,110.293825
39.774775,98.8728,39.02645,,192.99165,110.3951
39.782475,98.944225,39.02945,,193.025075,110.449475
39.802625,98.993375,39.0958,,193.048525,110.52925
39.87805,99.00885,39.1209,,193.2184,110.59895
40.26085,99.053575,39.1354,,193.3833,110.70215
40.276375,99.114175,39.16785,,193.54635,110.75835
40.293,99.223875,39.18725,,193.67245,110.8544
40.307575,99.283975,39.223,,193.7956,110.911325
40.317125,99.29045,39.22465,,193.82325,110.964825
40.35045,99.31805,39.279425,,194.051025,111.066175
40.378825,99.4111,39.31475,,194.423575,111.17945
40.387275,99.51825,39.336125,,194.58275,111.238625
40.392275,99.582875,39.370775,,194.7116,111.284525
40.400825,99.66685,39.399875,,194.8384,111.381675
40.4057,99.748675,39.432075,,194.9954,111.517775
40.412725,99.769075,39.451425,,195.2969,111.6164
40.4293,99.7799,39.458575,,195.54105,111.676
40.434825,99.857,39.465875,,195.777275,111.7867
40.482925,99.86975,39.472625,,195.828725,111.792825
40.684175,100.094075,39.479375,,195.887975,111.93825
40.693825,100.1626,39.561025,,195.906625,112.051
40.71545,100.195375,39.61915,,196.00145,112.118275
40.719475,100.25365,39.646,,196.131625,112.187025
40.7236,100.279075,39.6675,,196.1678,112.264975
40.7313,100.339575,39.68215,,196.2132,112.365375
40.736125,100.563,39.70545,,196.233775,112.592525
40.769675,100.729225,39.76665,,196.284825,112.725125
40.775875,100.740725,39.799275,,196.659,112.946325
40.784425,100.778125,39.85615,,196.681875,113.081975
40.79285,100.912475,39.8679,,196.729,113.1918
40.800625,101.000575,39.889,,197.009225,113.225925
40.817425,101.0127,39.92745,,197.096775,113.309875
40.87445,101.1694,39.947,,197.12465,113.38655
41.19705,101.236575,39.9607,,197.20055,113.6288
41.208,101.2428,39.96975,,197.4229,113.918275
41.223325,101.283475,39.980925,,197.47975,113.97165
41.2309,101.449725,39.9893,,197.501925,114.054075
41.242625,101.4911,40.17895,,197.552275,114.13095
41.2568,101.5335,40.1828,,197.60765,114.19535
41.261925,101.57515,40.1952,,197.731525,114.419425
41.268075,101.5854,40.2356,,197.758575,114.5898
41.281425,101.635625,40.286375,,197.92515,114.84795
41.295175,101.725825,40.324475,,197.954075,114.917975
41.303725,101.786725,40.32955,,198.263,115.0152
41.32265,101.79755,40.400525,,198.281925,115.1117
41.331825,102.005325,40.439925,,198.547325,115.193275
41.34665,102.016225,40.4645,,198.6331,115.247575
41.373625,102.21695,40.4809,,198.787175,115.370625
41.519025,102.289,40.498775,,198.82435,115.439875
41.65095,102.313625,40.506975,,198.9027,115.592175
41.711475,102.420325,40.51455,,199.06295,115.861825
41.78,102.471575,40.52145,,199.111225,115.93865
41.7964,102.569475,40.52805,,199.15445,116.0505
41.80885,102.61615,40.546625,,199.193775,116.1957
41.8259,102.6247,40.6302,,199.3179,116.469575
41.85225,102.63695,40.662575,,199.37715,116.59075
41.865675,102.8596,40.697575,,199.525225,116.69895
41.93915,103.2568,40.8132,,199.6243,116.819225
42.135925,103.52525,40.89295,,199.822625,116.960675
42.2217,103.5466,40.9088,,199.913275,117.021475
42.249625,103.612675,40.93285,,199.95655,117.09615
42.2579,103.6342,40.9537,,200.04205,117.14205
42.276225,103.6542,40.966975,,200.157575,117.21275
42.2833,103.741075,41.033475,,200.340675,117.355375
42.291625,103.8038,41.04665,,200.484675,117.452175
42.2943,103.83005,41.066425,,200.532025,117.625675
42.300475,103.84925,41.081425,,200.56125,117.691975
42.317675,103.931075,41.0845,,200.649975,117.7536
42.323025,103.95005,41.0981,,200.811775,117.802825
42.330775,103.964575,41.11925,,200.833675,117.868475
42.33995,103.984125,41.143575,,200.9042,117.933725
42.351675,104.0348,41.1642,,200.990875,118.060275
42.35805,104.047675,41.18035,,201.0828,118.073525
42.364475,104.103275,41.275225,,201.1848,118.327325
42.3696,104.1464,41.327775,,201.326325,118.400325
42.376825,104.1609,41.363475,,201.53605,118.637175
42.383575,104.165075,41.39425,,201.54975,118.7067
42.4088,104.324225,41.4255,,201.589975,118.7612
42.411875,104.4483,41.44025,,201.785525,118.88565
42.4331,104.56165,41.465225,,201.9344,119.1377
42.690025,104.742675,41.50845,,202.056275,119.29425
42.722275,104.794875,41.584125,,202.11035,119.437075
42.731625,104.9109,41.6479,,202.35145,119.46945
42.741775,104.941075,41.667675,,202.43895,119.57225
42.747625,105.0539,41.673175,,202.502875,119.675175
42.770175,105.0668,41.709525,,202.664375,119.79315
42.776925,105.086225,41.82515,,202.77695,119.8521
42.7842,105.121575,41.840975,,202.8025,119.972875
42.7914,105.1558,41.9648,,202.926425,120.112675
42.80085,105.189525,41.9841,,202.9803,120.193875
42.806875,105.23755,42.021475,,203.052925,120.279775
42.81495,105.327825,42.077125,,203.247725,120.317675
42.8271,105.456575,42.196925,,203.44625,120.528825
42.832425,105.5415,42.246225,,203.48475,120.744275
42.836625,105.6298,42.293675,,203.526075,120.8452
42.86305,105.704525,42.336125,,203.6502,120.91785
43.033475,105.858675,42.339575,,203.81035,121.036525
43.054575,105.9682,42.42205,,203.853,121.15905
43.06915,106.0208,42.4567,,203.9358,121.2388
43.07795,106.111225,42.4791,,203.9624,121.3405
43.104125,106.149825,42.507275,,204.043675,121.488525
43.1349,106.1618,42.545625,,204.21265,121.5751
43.140675,106.252825,42.5549,,204.457375,121.730675
43.159025,106.2721,42.562525,,204.58745,121.81235
43.177075,106.301725,42.6177,,204.78085,121.9132
43.2011,106.566275,42.697725,,204.839,121.987025
43.204825,106.59615,42.76005,,204.928975,122.2516
43.22295,106.758375,42.785325,,204.986325,122.340075
43.2446,106.856,42.88345,,205.0129,122.409575
43.4926,106.952725,42.9354,,205.0362,122.49425
43.5075,106.973475,42.95965,,205.25365,122.7921
43.5136,107.083925,42.9755,,205.3725,122.929025
43.521125,107.256225,42.996075,,205.404075,122.9674
43.530675,107.261175,43.015325,,205.43645,123.023625
43.5338,107.411925,43.04085,,205.5273,123.218075
43.544725,107.511875,43.0831,,205.8544,123.3027
43.5501,107.55185,43.11185,,205.913775,123.355775
43.554175,107.57075,43.1364,,205.990675,123.4203
43.557825,107.6519,43.16915,,206.1188,123.48445
43.5626,107.732225,43.184,,206.183725,123.6091
43.566075,107.802425,43.235575,,206.28525,123.686075
43.569275,107.85175,43.260025,,206.36395,123.77625
43.579325,107.865225,43.276975,,206.38855,123.877625
43.591725,107.950525,43.293975,,206.4518,124.0013
43.59575,107.985775,43.307475,,206.514425,124.18425
43.599725,108.0041,43.35865,,206.536325,124.236375
43.6079,108.033825,43.373225,,206.774375,124.30085
43.612625,108.056825,43.3886,,206.911525,124.377
43.61775,108.073125,43.4063,,207.35665,124.507675
43.623025,108.21385,43.43115,,207.418525,124.57785
43.637725,108.2309,43.456375,,207.554275,124.6668
43.6533,108.26555,43.511575,,207.70055,124.81065
43.660025,108.459275,43.5726,,207.8714,124.892225
43.666325,108.4993,43.585575,,207.9418,124.990075
43.6814,108.77895,43.6308,,207.9775,125.07845
43.68975,108.8448,43.67795,,208.04295,125.1472
43.6976,108.867525,43.724975,,208.219225,125.2167
43.7188,108.9561,43.7728,,208.2477,125.2886
43.964575,109.119175,43.79995,,208.304425,125.35075
43.9913,109.156375,43.847525,,208.345,125.397725
43.99745,109.178825,43.88145,,208.501825,125.558
44.004775,109.209525,43.934275,,208.690625,125.66035
44.0086,109.27495,43.97375,,208.868375,125.724675
44.0199,109.30265,44.098325,,208.9424,125.81995
44.036825,109.359775,44.155825,,209.085675,126.0286
44.04215,109.39715,44.15805,,209.1216,126.08065
44.046,109.4426,44.187525,,209.527725,126.128625
44.051575,109.51275,44.226925,,209.725675,126.296025
44.0552,109.5478,44.234475,,209.82695,126.3501
44.0585,109.660075,44.280225,,209.9535,126.5543
44.078975,109.68315,44.29555,,210.158675,126.6227
44.0844,109.699175,44.3108,,210.20385,126.672275
44.09445,109.743525,44.3255,,210.307625,126.80055
44.099275,109.761225,44.35115,,210.391625,126.922025
44.108275,109.77265,44.393475,,210.438475,127.1412
44.132675,109.819825,44.425,,210.508375,127.3033
44.17035,109.85615,44.4582,,210.558175,127.3847
44.32915,109.8703,44.4617,,210.613925,127.459975
44.393775,110.1156,44.524175,,210.778175,127.528825
44.403825,110.215425,44.616525,,210.87565,127.661925
44.425975,110.3238,44.64305,,210.913225,127.7197
44.434775,110.360275,44.67495,,211.203925,127.78715
44.442875,110.408075,44.74105,,211.361225,128.0287
44.457575,110.60695,44.75295,,211.47955,128.200075
44.481175,110.646575,44.77465,,212.0036,128.41165
44.4895,110.702575,44.7967,,212.06845,128.498425
44.493475,110.71865,44.812475,,212.160675,128.504975
44.53665,110.7331,44.87555,,212.249025,128.67355
44.544925,110.7504,44.896075,,212.2964,128.765275
44.5495,110.911925,44.94325,,212.6469,128.8847
44.569875,111.030175,45.017425,,212.679,129.12635
44.591825,111.0751,45.042925,,212.8081,129.18975
45.00925,111.09265,45.0571,,212.959775,129.47365
45.181525,111.1176,45.067975,,213.030175,129.52295
45.18875,111.126925,45.098375,,213.039225,129.5394
45.193975,111.161625,45.203475,,213.06175,129.67375
45.204,111.186925,45.232925,,213.10325,129.718775
45.21285,111.234925,45.2414,,213.23745,129.7773
45.229775,111.252675,45.27505,,213.257075,129.82475
45.238175,111.331275,45.3285,,213.33295,130.187
45.26425,111.347375,45.37615,,213.449975,130.269775
45.268975,111.500475,45.39335,,213.52325,130.35895
45.271475,111.715275,45.402375,,213.760125,130.46485
45.28505,111.783525,45.449125,,213.780125,130.526175
45.288875,111.83135,45.4648,,214.0489,130.912825
45.302475,111.849725,45.47325,,214.133775,131.074075
45.5329,112.12575,45.4996,,214.275525,131.190175
45.643625,112.271925,45.52845,,214.3965,131.308075
45.7065,112.284975,45.563575,,214.4473,131.386925
45.731,112.316875,45.666125,,214.5898,131.46875
45.743475,112.4127,45.681375,,214.933875,131.549375
45.7771,112.4314,45.695725,,214.98385,131.607925
45.780825,112.4704,45.788325,,215.05045,131.6803
45.7964,112.5823,45.878075,,215.144925,131.687875
45.8359,112.607725,45.928,,215.3762,132.1222
45.84555,112.77175,45.94815,,215.47025,132.22325
45.8622,112.915075,45.95485,,215.529825,132.3937
45.866575,112.936875,46.0257,,215.90355,132.459
45.873175,112.962075,46.0967,,216.19395,132.603475
45.8864,113.063775,46.1167,,216.746275,132.738825
45.890625,113.1074,46.2957,,217.0804,132.8781
45.896525,113.14405,46.3137,,217.6426,133.05275
45.900775,113.19215,46.331875,,217.665875,133.128775
45.916125,113.255925,46.383175,,217.999275,133.300825
46.103275,113.267525,46.461125,,218.291825,133.55095
46.1319,113.2894,46.49385,,218.4576,133.673825
46.13845,113.31025,46.5117,,218.5458,133.883225
46.148875,113.38325,46.53105,,218.64295,133.9924
46.15745,113.466825,46.59475,,218.823225,134.07045
46.174625,113.532325,46.6751,,218.830175,134.092675
46.181075,113.639575,46.702475,,218.9038,134.33285
46.191075,113.743725,46.7745,,219.3147,134.474075
46.2029,113.7745,46.805525,,219.40205,134.583675
46.211575,113.7904,46.8488,,219.4224,134.668825
46.214625,113.868075,46.86785,,219.58715,134.738925
46.22245,113.8946,46.909675,,219.64075,134.772975
46.2248,113.9062,46.93245,,219.67145,134.835775
46.2332,113.951275,46.979025,,219.7562,134.87335
46.235825,114.0275,46.98965,,219.85095,134.914525
46.255325,114.053475,47.0351,,220.067425,135.0611
46.258325,114.104,47.051,,220.25565,135.317125
46.435025,114.131225,47.12645,,220.283975,135.41305
46.455075,114.36555,47.14765,,220.416425,135.4882
46.468925,114.4462,47.1687,,220.469225,135.60975
46.4933,114.547975,47.171625,,220.54185,135.660025
46.496725,114.630475,47.1939,,220.590325,135.794625
46.503275,114.6601,47.223725,,220.95835,136.20335
46.505825,114.70145,47.243875,,221.026525,136.351525
46.533275,114.725625,47.3484,,221.231825,136.435125
46.537325,114.7394,47.412175,,221.370025,136.979875
46.55755,114.818,47.4299,,221.435625,137.069275
46.569275,114.848275,47.4445,,221.4668,137.1118
46.57425,114.980275,47.45375,,221.69715,137.1841
46.606025,115.10565,47.46265,,221.754025,137.2954
46.6148,115.146,47.47065,,221.942125,137.3534
46.61795,115.165175,47.484075,,221.9788,137.548775
46.629425,115.27715,47.498025,,222.01435,137.738375
46.64985,115.2933,47.52305,,222.045375,137.776675
46.653775,115.3527,47.56795,,222.20515,137.897025
46.6642,115.429825,47.591675,,222.528825,137.99235
46.670875,115.54955,47.6167,,222.591,138.06745
46.68445,115.635075,47.637925,,222.613775,138.196
46.772025,115.6834,47.6539,,222.832075,138.2869
46.81275,115.789575,47.78555,,222.987325,138.42475
46.836325,115.815,47.851525,,223.0593,138.692775
46.88405,115.8395,47.886325,,223.1433,138.954025
46.896375,115.8633,47.91255,,223.17425,139.006625
47.27905,115.9787,47.944,,223.430225,139.211525
47.300575,116.096425,47.980425,,223.5351,139.263225
47.306375,116.17185,48.00405,,223.558175,139.365525
47.3147,116.22265,48.024825,,223.669425,139.59025
47.32145,116.242175,48.08795,,223.7016,139.734075
47.32685,116.342325,48.089525,,223.77815,139.7471
47.331025,116.43055,48.11205,,223.8793,139.882275
47.340225,116.4659,48.1702,,224.06935,140.013725
47.3449,116.4897,48.19025,,224.12695,140.03955
47.35455,116.544325,48.24745,,224.2152,140.2494
47.374425,116.633675,48.2718,,224.37345,140.3101
47.385825,116.7168,48.297425,,224.528275,140.3858
47.4015,116.7594,48.315875,,224.63955,140.499525
47.4098,116.83775,48.3722,,224.756,140.7251
47.4367,116.8858,48.39905,,224.844375,140.8315
47.5618,116.9011,48.410875,,224.8862,140.901475
47.572525,116.95025,48.42815,,224.924125,141.060275
47.5953,117.026675,48.443125,,225.214175,141.12555
47.809075,117.066525,48.4876,,225.435325,141.194825
47.832125,117.0808,48.53185,,225.54965,141.420725
47.850525,117.259525,48.55145,,225.992,141.550175
47.905875,117.30465,48.5641,,226.057575,141.663725
47.92915,117.386225,48.586575,,226.1912,141.7305
47.951425,117.523,48.6202,,226.225425,141.856125
47.96965,117.6005,48.656625,,226.32165,141.922275
48.1582,117.665975,48.722475,,226.43715,141.997675
48.18435,117.741125,48.7585,,226.46745,142.029375
48.2089,117.85385,48.78185,,226.6213,142.09265
48.224975,117.942525,48.784375,,226.74975,142.225175
48.23235,118.17065,48.796375,,226.851225,142.370425
48.260475,118.1857,48.818775,,226.9757,142.591125
48.282425,118.20225,48.830475,,227.005625,142.662575
48.2934,118.2176,48.881375,,227.24595,142.7779
48.3122,118.22585,48.899075,,227.326575,142.87655
48.318525,118.325225,48.94035,,227.3575,142.95435
48.323025,118.398575,48.953275,,227.419875,143.00975
48.355125,118.462925,48.98795,,227.565225,143.180675
48.366575,118.541525,49.0033,,227.87575,143.269875
48.374075,118.61735,49.0296,,227.94775,143.4492
48.40555,118.62845,49.056025,,228.013675,143.684225
48.465175,118.6905,49.091775,,228.22045,143.723275
48.4895,118.702625,49.111275,,228.436875,143.837425
48.75895,118.7209,49.123375,,228.5085,143.901775
48.773025,118.73525,49.135175,,228.57,143.9479
48.778175,118.757975,49.154125,,228.601075,144.010125
48.79245,118.837675,49.201,,228.6203,144.105125
48.79955,118.87415,49.22085,,228.67185,144.15065
48.81995,118.895725,49.229625,,228.719575,144.274375
48.8341,119.036025,49.25145,,228.815925,144.336825
48.842975,119.046075,49.26345,,228.96505,144.4216
48.857525,119.06205,49.311625,,229.054975,144.67855
48.8742,119.092475,49.345125,,229.34215,144.751975
48.8791,119.147425,49.39385,,229.455175,144.925075
48.917525,119.271775,49.408525,,229.56555,144.975875
48.94315,119.416875,49.416,,229.666525,145.031425
48.97605,119.435,49.449275,,229.723225,145.083575
49.026525,119.454925,49.458525,,229.8602,145.215675
49.08335,119.540425,49.516525,,229.973925,145.30065
49.09325,119.5802,49.604175,,229.989225,145.392075
49.36235,119.5917,49.67765,,230.21535,145.456925
49.408325,119.608125,49.747275,,230.258725,145.515875
49.422025,119.6226,49.796925,,230.458675,145.580025
49.58255,119.655525,49.8023,,230.521775,145.688225
49.68855,119.67765,49.8814,,230.79165,145.724625
49.708925,119.7092,49.938225,,230.974025,145.877525
49.72565,119.748925,49.975225,,231.144675,145.95495
49.73895,119.851825,49.987775,,231.225475,146.133675
49.7613,120.074175,50.011425,,231.3992,146.367775
49.83325,120.195875,50.045725,,231.860425,146.3949
49.838575,120.24025,50.077225,,231.907125,146.444275
49.8436,120.2644,50.108675,,231.961475,146.532325
49.85155,120.280125,50.12325,,232.171225,146.562575
