SPK_SPKC01a (NA),SPK_SPKC06a (weak excitation),SPK_SPKC09a (excited),SPK_SPKC10a (no effect),SPK_SPKC12b (short inhibition),SPK_SPKC13a (excited)
,,,,,20.346
,,,,,20.3551
,,,,,20.3632
,,,,,20.378025
,,,,,20.4002
,,,,,20.42435
,,,,,20.431625
,,,,,20.441625
,,,,,20.450875
,,,,,20.459475
,,,,,20.4868
,,,,,20.4976
,,,,,20.5058
,,,,,20.514975
,,,,,20.53575
,,,,,20.580725
,,,,,20.587675
,,,,,20.60265
,,,,,20.613325
,,,,,20.6327
,,,,,20.65095
,,,,,20.66345
,,,,,20.680075
,,,,,20.686825
,,,,,20.71875
,,,,,20.72765
,,,,,20.764125
,,,,,20.7764
,,,,,20.781775
,,,,,20.789125
,,,,,20.7978
,,,,,20.81
,,,,,20.82715
,,,,,20.83225
,,,,,20.8401
,,,,,20.848975
,,,,,20.866925
,,,,,20.8788
,,,,,20.90125
,,,,,20.915025
,,,,,20.9229
,,,,,20.9357
,,,,,20.94845
,,,,,20.95845
,,,,,20.985525
,,,,,20.995075
,,,,,21.01325
,,,,,21.02495
,,,,,21.036375
,,,,,21.05055
,,,,,21.065475
,,,,,21.08205
,,,,,21.097325
,,,,,21.11235
,,,,,21.1279
,,,,,21.144925
,,,,,21.171625
,,,,,21.186325
,,,,,21.20585
,,,,,21.22525
,,,,,21.2489
,,,,,21.26535
,,,,,21.2765
,,,,,21.281525
,,,,,21.2971
,,,,,21.304075
,,,,,21.3134
,,,,,21.33665
,,,,,21.365675
,,,,,21.3787
,,,,,21.387725
,,,,,21.397325
,,,,,21.41655
,,,,,21.4279
,,,,,21.449625
,,,,,21.46055
,,,,,21.484425
,,,,,21.493775
,,,,,21.514075
,,,,,21.52365
,,,,,21.5364
,,,,,21.55635
,,,,,21.61705
,,,,,21.637825
,,,,,21.6573
,,,,,21.68445
,,,,,21.750175
,,,,,21.756925
,,,,,21.7684
,,,,,21.77255
,,,,,21.780625
,,,,,21.790325
,,,,,21.792525
,,,,,21.8008
,,,,,21.809125
,,,,,21.81885
,,,,,21.8296
,,,,,21.8374
,,,,,21.8545
,,,,,21.86255
,,,,,21.876775
,,,,,21.886825
,,,,,21.90115
,,,,,21.91015
,,,,,21.93735
,,,,,21.9487
,,,,,21.985325
,,,,,21.990025
,,,,,22.002175
,,,,,22.049425
,,,,,22.06055
,,,,,22.082175
,,,,,22.093025
,,,,,22.10715
,,,,,22.122125
,,,,,22.13015
,,,,,22.140525
,,,,,22.14565
,,,,,22.153575
,,,,,22.1612
,,,,,22.185575
,,,,,22.195425
,,,,,22.2107
,,,,,22.22335
,,,,,22.236675
,,,,,22.25985
,,,,,22.278075
,,,,,22.295475
,,,,,22.316625
,,,,,22.339825
,,,,,22.346475
,,,,,22.3564
,,,,,22.3644
,,,,,22.3895
,,,,,22.40655
,,,,,22.417675
,,,,,22.42105
,,,,,22.4244
,,,,,22.435375
,,,,,22.45865
,,,,,22.466775
,,,,,22.47905
,,,,,22.484875
,,,,,22.4995
,,,,,22.507625
,,,,,22.50915
,,,,,22.5182
,,,,,22.5292
,,,,,22.540025
,,,,,22.549925
,,,,,22.557425
,,,,,22.57185
,,,,,22.583775
,,,,,22.607325
,,,,,22.620275
,,,,,22.633
,,,,,22.65335
,,,,,22.671375
,,,,,22.68365
,,,,,22.69575
,,,,,22.7067
,,,,,22.715375
,,,,,22.7347
,,,,,22.78845
,,,,,22.821525
,,,,,22.8292
,,,,,22.8544
,,,,,22.86485
,,,,,22.8968
,,,,,22.911375
,,,,,22.93355
,,,,,22.9477
,,,,,22.94905
,,,,,22.97655
,,,,,22.990625
,,,,,22.993375
,,,,,23.0159
,,,,,23.0238
,,,,,23.03985
,,,,,23.0425
,,,,,23.0664
,,,,,23.07815
,,,,,23.09065
,,,,,23.1016
,,,,,23.127125
,,,,,23.13285
,,,,,23.151525
,,,,,23.1623
,,,,,23.17505
,,,,,23.197325
,,,,,23.2135
,,,,,23.239725
,,,,,23.250375
,,,,,23.2652
,,,,,23.2931
,,,,,23.31635
,,,,,23.32595
,,,,,23.339425
,,,,,23.34995
,,,,,23.3709
,,,,,23.390325
,,,,,23.413125
,,,,,23.439675
,,,,,23.48795
,,,,,23.507725
,,,,,23.5306
,,,,,23.5515
,,,,,23.575425
,,,,,23.586
,,,,,23.59695
,,,,,23.609725
,,,,,23.63055
,,,,,23.645625
,,,,,23.654275
,,,,,23.6605
,,,,,23.664825
,,,,,23.6711
,,,,,23.688775
,,,,,23.70525
,,,,,23.7159
,,,,,23.734725
,,,,,23.7442
,,,,,23.751375
,,,,,23.770275
,,,,,23.790725
,,,,,23.807025
,,,,,23.8236
,,,,,23.8356
,,,,,23.8535
,,,,,23.869175
,,,,,23.8801
,,,,,23.89285
,,,,,23.905125
,,,,,23.919
,,,,,23.92935
,,,,,23.939725
,,,,,23.965675
,,,,,23.9684
,,,,,23.97475
,,,,,23.99355
,,,,,24.000575
,,,,,24.010275
,,,,,24.016425
,,,,,24.026225
,,,,,24.041225
,,,,,24.05775
,,,,,24.07045
,,,,,24.07645
,,,,,24.0785
,,,,,24.0853
,,,,,24.0937
,,,,,24.130175
,,,,,24.141575
,,,,,24.1553
,,,,,24.169325
,,,,,24.172325
,,,,,24.186125
,,,,,24.2354
,,,,,24.259225
,,,,,24.2684
,,,,,24.284475
,,,,,24.302425
,,,,,24.328675
,,,,,24.340075
,,,,,24.363675
,,,,,24.374125
,,,,,24.3796
,,,,,24.39165
,,,,,24.3991
,,,,,24.41215
,,,,,24.418425
,,,,,24.4328
,,,,,24.43615
,,,,,24.4468
,,,,,24.452425
,,,,,24.4562
,,,,,24.458875
,,,,,24.46635
,,,,,24.467725
,,,,,24.474875
,,,,,24.48175
,,,,,24.504675
,,,,,24.520575
,,,,,24.5316
,,,,,24.541075
,,,,,24.549675
,,,,,24.55955
,,,,,24.566925
,,,,,24.57095
,,,,,24.578575
,,,,,24.589275
,,,,,24.5969
,,,,,24.6117
,,,,,24.621775
,,,,,24.6281
,,,,,24.630725
,,,,,24.646375
,,,,,24.659175
,,,,,24.671225
,,,,,24.692725
,,,,,24.7118
,,,,,24.7278
,,,,,24.7336
,,,,,24.7495
,,,,,24.767175
,,,,,24.778475
,,,,,24.79415
,,,,,24.82625
,,,,,24.838375
,,,,,24.8507
,,,,,24.879375
,,,,,24.893525
,,,,,24.901775
,,,,,24.937875
,,,,,24.945275
,,,,,24.96045
,,,,,24.96655
,,,,,24.9685
,,,,,24.974
,,,,,24.98545
,,,,,25.009725
,,,,,25.0198
,,,,,25.03905
,,,,,25.054175
,,,,,25.09065
,,,,,25.103825
,,,,,25.114825
,,,,,25.1212
,,,,,25.145175
,,,,,25.1529
,,,,,25.163975
,,,,,25.17155
,,,,,25.18895
,,,,,25.209975
,,,,,25.230925
,,,,,25.23965
,,,,,25.26065
,,,,,25.26195
,,,,,25.2742
,,,,,25.285025
,,,,,25.300975
,,,,,25.309075
,,,,,25.31625
,,,,,25.319175
,,,,,25.32385
,,,,,25.33545
,,,,,25.34195
,,,,,25.3484
,,,,,25.35565
,,,,,25.363425
,,,,,25.37165
,,,,,25.390925
,,,,,25.392175
,,,,,25.397775
,,,,,25.406075
,,,,,25.417675
,,,,,25.4231
,,,,,25.439025
,,,,,25.457675
,,,,,25.464875
,,,,,25.470425
,,,,,25.478025
,,,,,25.482775
,,,,,25.49065
,,,,,25.491775
,,,,,25.49825
,,,,,25.5036
,,,,,25.51245
,,,,,25.525525
,,,,,25.53835
,,,,,25.5456
,,,,,25.5531
,,,,,25.569075
,,,,,25.588175
,,,,,25.600775
,,,,,25.63575
,,,,,25.664725
,,,,,25.6705
,,,,,25.67835
,,,,,25.697125
,,,,,25.71155
,,,,,25.7296
,,,,,25.770325
,,,,,25.78155
,,,,,25.787275
,,,,,25.7931
,,,,,25.81595
,,,,,25.82215
,,,,,25.830675
,,,,,25.836825
,,,,,25.839925
,,,,,25.842
,,,,,25.859325
,,,,,25.8817
,,,,,25.8868
,,,,,25.89915
,,,,,25.90565
,,,,,25.915125
,,,,,25.92255
,,,,,25.953275
,,,,,25.96285
,,,,,25.969425
,,,,,25.97815
,,,,,25.98325
,,,,,26.0001
,,,,,26.007125
,,,,,26.01705
,,,,,26.02685
,,,,,26.0336
,,,,,26.041
,,,,,26.047475
,,,,,26.061875
,,,,,26.068975
,,,,,26.08275
,,,,,26.1021
,,,,,26.1345
,,,,,26.1506
,,,,,26.165475
,,,,,26.20485
,,,,,26.2308
,,,,,26.2357
,,,,,26.2431
,,,,,26.24945
,,,,,26.258325
,,,,,26.268975
,,,,,26.2737
,,,,,26.2895
,,,,,26.2991
,,,,,26.304825
,,,,,26.337125
,,,,,26.3414
,,,,,26.348325
,,,,,26.35265
,,,,,26.3694
,,,,,26.38235
,,,,,26.39485
,,,,,26.404125
,,,,,26.41035
,,,,,26.424725
,,,,,26.449825
,,,,,26.460325
,,,,,26.487225
,,,,,26.494575
,,,,,26.49775
,,,,,26.508325
,,,,,26.51425
,,,,,26.525625
,,,,,26.533475
,,,,,26.54215
,,,,,26.55135
,,,,,26.562575
,,,,,26.571975
,,,,,26.576575
,,,,,26.600775
,,,,,26.604775
,,,,,26.627125
,,,,,26.654525
,,,,,26.67545
,,,,,26.705275
,,,,,26.707275
,,,,,26.71945
,,,,,26.74925
,,,,,26.762875
,,,,,26.786475
,,,,,26.7977
,,,,,26.809
,,,,,26.8201
,,,,,26.8427
,,,,,26.84905
,,,,,26.8579
,,,,,26.866875
,,,,,26.87225
,,,,,26.8762
,,,,,26.8797
,,,,,26.901775
,,,,,26.909675
,,,,,26.913825
,,,,,26.9231
,,,,,26.9289
,,,,,26.936425
,,,,,26.942925
,,,,,26.96375
,,,,,26.9743
,,,,,26.97935
,,,,,26.98455
,,,,,26.986275
,,,,,27.008675
,,,,,27.015825
,,,,,27.0586
,,,,,27.065875
,,,,,27.077025
,,,,,27.094125
,,,,,27.12685
,,,,,27.135025
,,,,,27.163725
,,,,,27.17875
,,,,,27.19245
,,,,,27.2075
,,,,,27.23
,,,,,27.249575
,,,,,27.273625
,,,,,27.277975
,,,,,27.2952
,,,,,27.301225
,,,,,27.312775
,,,,,27.3238
,,,,,27.338175
,,,,,27.347025
,,,,,27.371225
,,,,,27.383875
,,,,,27.389475
,,,,,27.396175
,,,,,27.44005
,,,,,27.450775
,,,,,27.45905
,,,,,27.46665
,,,,,27.496575
,,,,,27.51025
,,,,,27.51925
,,,,,27.525575
,,,,,27.53395
,,,,,27.541725
,,,,,27.54805
,,,,,27.56575
,,,,,27.57395
,,,,,27.5855
,,,,,27.594475
,,,,,27.606975
,,,,,27.640225
,,,,,27.6609
,,,,,27.666975
,,,,,27.69275
,,,,,27.7045
,,,,,27.72225
,,,,,27.7425
,,,,,27.75645
,,,,,27.786625
,,,,,27.80675
,,,,,27.820825
,,,,,27.84225
,,,,,27.85925
,,,,,27.870275
,,,,,27.87985
,,,,,27.887975
,,,,,27.916225
,,,,,27.9261
,,,,,27.9352
,,,,,27.94835
,,,,,27.954775
,,,,,27.969625
,,,,,27.976125
,,,,,27.987
,,,,,28.005425
,,,,,28.020725
,,,,,28.028325
,,,,,28.035775
,,,,,28.0445
,,,,,28.05395
,,,,,28.075075
,,,,,28.0878
,,,,,28.0971
,,,,,28.105275
,,,,,28.11895
,,,,,28.12765
,,,,,28.1506
,,,,,28.157225
,,,,,28.193025
,,,,,28.204025
,,,,,28.219375
,,,,,28.22915
,,,,,28.23775
,,,,,28.2623
,,,,,28.2718
,,,,,28.281225
,,,,,28.28885
,,,,,28.29805
,,,,,28.30865
,,,,,28.3157
,,,,,28.324275
,,,,,28.337125
,,,,,28.34445
,,,,,28.35245
,,,,,28.354525
,,,,,28.366425
,,,,,28.387625
,,,,,28.397775
,,,,,28.4079
,,,,,28.41505
,,,,,28.4235
,,,,,28.4307
,,,,,28.438025
,,,,,28.46385
,,,,,28.470175
,,,,,28.47975
,,,,,28.487125
,,,,,28.49925
,,,,,28.505625
,,,,,28.51415
,,,,,28.52715
,,,,,28.537025
,,,,,28.543
,,,,,28.561775
,,,,,28.581175
,,,,,28.588475
,,,,,28.59995
,,,,,28.621975
,,,,,28.642975
,,,,,28.65615
,,,,,28.6839
,,,,,28.6922
,,,,,28.701425
,,,,,28.7108
,,,,,28.719325
,,,,,28.72825
,,,,,28.735475
,,,,,28.744225
,,,,,28.74705
,,,,,28.749775
,,,,,28.757675
,,,,,28.762075
,,,,,28.771975
,,,,,28.777125
,,,,,28.78415
,,,,,28.78945
,,,,,28.796625
,,,,,28.802775
,,,,,28.817025
,,,,,28.822975
,,,,,28.8281
,,,,,28.840175
,,,,,28.859675
,,,,,28.86895
,,,,,28.885525
,,,,,28.8932
,,,,,28.9043
,,,,,28.9117
,,,,,28.92135
,,,,,28.93065
,,,,,28.941525
,,,,,28.954525
,,,,,28.965075
,,,,,28.976975
,,,,,29.0205
,,,,,29.03725
,,,,,29.05305
,,,,,29.0662
,,,,,29.076725
,,,,,29.092725
,,,,,29.11615
,,,,,29.12985
,,,,,29.142025
,,,,,29.162225
,,,,,29.186625
,,,,,29.208375
,,,,,29.2178
,,,,,29.22515
,,,,,29.235125
,,,,,29.265
,,,,,29.273525
,,,,,29.278975
,,,,,29.28445
,,,,,29.29245
,,,,,29.300925
,,,,,29.312325
,,,,,29.3292
,,,,,29.3408
,,,,,29.346925
,,,,,29.36805
,,,,,29.3754
,,,,,29.382275
,,,,,29.399
,,,,,29.4126
,,,,,29.4329
,,,,,29.438825
,,,,,29.4484
,,,,,29.456575
,,,,,29.463075
,,,,,29.4695
,,,,,29.472975
,,,,,29.478975
,,,,,29.484575
,,,,,29.492925
,,,,,29.49845
,,,,,29.505175
,,,,,29.51145
,,,,,29.522975
,,,,,29.53215
,,,,,29.5395
,,,,,29.54455
,,,,,29.549275
,,,,,29.5635
,,,,,29.5754
,,,,,29.582575
,,,,,29.593
,,,,,29.598075
,,,,,29.60495
,,,,,29.619275
,,,,,29.647725
,,,,,29.65895
,,,,,29.669775
,,,,,29.675225
,,,,,29.681025
,,,,,29.6872
,,,,,29.701525
,,,,,29.7091
,,,,,29.72175
,,,,,29.733675
,,,,,29.738475
,,,,,29.74865
,,,,,29.75805
,,,,,29.7651
,,,,,29.783825
,,,,,29.798
,,,,,29.81195
,,,,,29.8179
,,,,,29.822225
,,,,,29.834575
,,,,,29.8549
,,,,,29.860425
,,,,,29.873275
,,,,,29.8841
,,,,,29.897875
,,,,,29.9047
,,,,,29.921
,,,,,29.939475
,,,,,29.943275
,,,,,29.95835
,,,,,29.9874
,,,,,29.99895
,,,,,30.017575
,,,,,30.04515
,,,,,30.054175
,,,,,30.0643
,,,,,30.077425
,,,,,30.099625
,,,,,30.106025
,,,,,30.1112
,,,,,30.118875
,,,,,30.127875
,,,,,30.137425
,,,,,30.149425
,,,,,30.16245
,,,,,30.1699
,,,,,30.183325
,,,,,30.19155
,,,,,30.198825
,,,,,30.2134
,,,,,30.22115
,,,,,30.2414
,,,,,30.248925
,,,,,30.26455
,,,,,30.2722
,,,,,30.27815
,,,,,30.285225
,,,,,30.293125
,,,,,30.30105
,,,,,30.321575
,,,,,30.3343
,,,,,30.34345
,,,,,30.3677
,,,,,30.378125
,,,,,30.382675
,,,,,30.38825
,,,,,30.399775
,,,,,30.40945
,,,,,30.4163
,,,,,30.42605
,,,,,30.439025
,,,,,30.458225
,,,,,30.46785
,,,,,30.472975
,,,,,30.474575
,,,,,30.48675
,,,,,30.496075
,,,,,30.503475
,,,,,30.52235
,,,,,30.547475
,,,,,30.5546
,,,,,30.56245
,,,,,30.573825
,,,,,30.5843
,,,,,30.59205
,,,,,30.600775
,,,,,30.604075
,,,,,30.615675
,,,,,30.62355
,,,,,30.637225
,,,,,30.650725
,,,,,30.6627
,,,,,30.672825
,,,,,30.688275
,,,,,30.6973
,,,,,30.707425
,,,,,30.717125
,,,,,30.729625
,,,,,30.73775
,,,,,30.74485
,,,,,30.769425
,,,,,30.776675
,,,,,30.790625
,,,,,30.795375
,,,,,30.805875
,,,,,30.810525
,,,,,30.8179
,,,,,30.822875
,,,,,30.8296
,,,,,30.836575
,,,,,30.85025
,,,,,30.858125
,,,,,30.86375
,,,,,30.869925
,,,,,30.892575
,,,,,30.897475
,,,,,30.907025
,,,,,30.92055
,,,,,30.93825
,,,,,30.9432
,,,,,30.95555
,,,,,30.9614
,,,,,30.983075
,,,,,31.02055
,,,,,31.02785
,,,,,31.0356
,,,,,31.050675
,,,,,31.0676
,,,,,31.0809
,,,,,31.0886
,,,,,31.12095
,,,,,31.1322
,,,,,31.137075
,,,,,31.147975
,,,,,31.15795
,,,,,31.195525
,,,,,31.206525
,,,,,31.215975
,,,,,31.226975
,,,,,31.250325
,,,,,31.259075
,,,,,31.26475
,,,,,31.277825
,,,,,31.287425
,,,,,31.29395
,,,,,31.29945
,,,,,31.305675
,,,,,31.3293
,,,,,31.342325
,,,,,31.3802
,,,,,31.388625
,,,,,31.40555
,,,,,31.420275
,,,,,31.428225
,,,,,31.433775
,,,,,31.444725
,,,,,31.4676
,,,,,31.47575
,,,,,31.4842
,,,,,31.494325
,,,,,31.5345
,,,,,31.5438
,,,,,31.564275
,,,,,31.5882
,,,,,31.60525
,,,,,31.620575
,,,,,31.63535
,,,,,31.645425
,,,,,31.66445
,,,,,31.684125
,,,,,31.716625
,,,,,31.726375
,,,,,31.735425
,,,,,31.748325
,,,,,31.752825
,,,,,31.76275
,,,,,31.76925
,,,,,31.777475
,,,,,31.784075
,,,,,31.795025
,,,,,31.796525
,,,,,31.803075
,,,,,31.81005
,,,,,31.843975
,,,,,31.856425
,,,,,31.864575
,,,,,31.8729
,,,,,31.89335
,,,,,31.904625
,,,,,31.913325
,,,,,31.934325
,,,,,31.94345
,,,,,31.949675
,,,,,31.9579
,,,,,31.96965
,,,,,31.995975
,,,,,31.99875
,,,,,32.0068
,,,,,32.015
,,,,,32.02895
,,,,,32.043675
,,,,,32.0584
,,,,,32.063325
,,,,,32.0882
,,,,,32.094
,,,,,32.109125
,,,,,32.118675
,,,,,32.151575
,,,,,32.16715
,,,,,32.176875
,,,,,32.1904
,,,,,32.200025
,,,,,32.223925
,,,,,32.252575
,,,,,32.2644
,,,,,32.2802
,,,,,32.29465
,,,,,32.3037
,,,,,32.3131
,,,,,32.32735
,,,,,32.33685
,,,,,32.34875
,,,,,32.356575
,,,,,32.365425
,,,,,32.37305
,,,,,32.3847
,,,,,32.40585
,,,,,32.416025
,,,,,32.4316
,,,,,32.4604
,,,,,32.4671
,,,,,32.46815
,,,,,32.47565
,,,,,32.4873
,,,,,32.49445
,,,,,32.504
,,,,,32.51605
,,,,,32.531625
,,,,,32.540175
,,,,,32.5502
,,,,,32.5596
,,,,,32.576775
,,,,,32.5884
,,,,,32.603175
,,,,,32.614825
,,,,,32.631375
,,,,,32.641125
,,,,,32.650675
,,,,,32.6627
,,,,,32.6787
,,,,,32.6875
,,,,,32.70555
,,,,,32.71465
,,,,,32.726425
,,,,,32.735425
,,,,,32.7468
,,,,,32.759375
,,,,,32.768875
,,,,,32.774225
,,,,,32.787275
,,,,,32.795325
,,,,,32.803975
,,,,,32.81125
,,,,,32.819075
,,,,,32.824925
,,,,,32.84275
,,,,,32.84765
,,,,,32.8527
,,,,,32.863875
,,,,,32.86495
,,,,,32.8722
,,,,,32.90925
,,,,,32.921575
,,,,,32.934825
,,,,,32.94595
,,,,,32.953875
,,,,,32.9786
,,,,,33.0127
,,,,,33.0243
,,,,,33.039925
,,,,,33.0586
,,,,,33.0757
,,,,,33.0838
,,,,,33.117075
,,,,,33.131525
,,,,,33.147125
,,,,,33.157175
,,,,,33.164975
,,,,,33.188625
,,,,,33.19875
,,,,,33.21525
,,,,,33.226025
,,,,,33.23565
,,,,,33.244725
,,,,,33.2563
,,,,,33.2624
,,,,,33.282925
,,,,,33.29
,,,,,33.2961
,,,,,33.2976
,,,,,33.3045
,,,,,33.322475
,,,,,33.338925
,,,,,33.351
,,,,,33.3651
,,,,,33.371425
,,,,,33.389375
,,,,,33.405425
,,,,,33.414775
,,,,,33.4241
,,,,,33.429875
,,,,,33.44055
,,,,,33.459975
,,,,,33.47685
,,,,,33.4873
,,,,,33.4942
,,,,,33.505275
,,,,,33.515575
,,,,,33.533025
,,,,,33.5516
,,,,,33.561575
,,,,,33.568775
,,,,,33.5755
,,,,,33.615725
,,,,,33.637375
,,,,,33.654225
,,,,,33.729225
,,,,,33.738725
,,,,,33.758725
,,,,,33.774425
,,,,,33.802375
,,,,,33.8296
,,,,,33.841025
,,,,,33.866025
,,,,,33.875075
,,,,,33.901725
,,,,,33.9105
,,,,,33.920375
,,,,,33.930875
,,,,,33.94295
,,,,,33.956225
,,,,,33.968275
,,,,,33.99005
,,,,,34.006675
,,,,,34.018675
,,,,,34.05895
,,,,,34.086275
,,,,,34.134825
,,,,,34.161425
,,,,,34.16865
,,,,,34.1972
,,,,,34.219425
,,,,,34.23445
,,,,,34.2538
,,,,,34.263575
,,,,,34.274525
,,,,,34.29215
,,,,,34.30555
,,,,,34.318275
,,,,,34.34375
,,,,,34.364775
,,,,,34.374075
,,,,,34.38795
,,,,,34.39755
,,,,,34.407775
,,,,,34.4289
,,,,,34.43475
,,,,,34.445625
,,,,,34.4513
,,,,,34.462075
,,,,,34.4695
,,,,,34.4767
,,,,,34.485525
,,,,,34.48705
,,,,,34.5025
,,,,,34.513775
,,,,,34.5831
,,,,,34.591975
,,,,,34.60585
,,,,,34.616775
,,,,,34.633775
,,,,,34.65095
,,,,,34.66575
,,,,,34.6867
,,,,,34.707225
,,,,,34.734
,,,,,34.75615
,,,,,34.792375
,,,,,34.8129
,,,,,34.836275
,,,,,34.854875
,,,,,34.879825
,,,,,34.8956
,,,,,34.9015
,,,,,34.906525
,,,,,34.921975
,,,,,34.9316
,,,,,34.9413
,,,,,34.953375
,,,,,34.961725
,,,,,34.964075
,,,,,34.99225
,,,,,35.002925
,,,,,35.0094
,,,,,35.0399
,,,,,35.06715
,,,,,35.085475
,,,,,35.094825
,,,,,35.107925
,,,,,35.1145
,,,,,35.133675
,,,,,35.15135
,,,,,35.158225
,,,,,35.1606
,,,,,35.18665
,,,,,35.197225
,,,,,35.222975
,,,,,35.225625
,,,,,35.238575
,,,,,35.261925
,,,,,35.26945
,,,,,35.271425
,,,,,35.282425
,,,,,35.2902
,,,,,35.303725
,,,,,35.322225
,,,,,35.345875
,,,,,35.362025
,,,,,35.37855
,,,,,35.397725
,,,,,35.4184
,,,,,35.43405
,,,,,35.47905
,,,,,35.497425
,,,,,35.516325
,,,,,35.531925
,,,,,35.566975
,,,,,35.593
,,,,,35.624475
,,,,,35.644075
,,,,,35.656375
,,,,,35.666025
,,,,,35.67615
,,,,,35.684575
,,,,,35.689525
,,,,,35.7017
,,,,,35.7167
,,,,,35.728725
,,,,,35.7345
,,,,,35.7384
,,,,,35.7469
,,,,,35.751675
,,,,,35.77855
,,,,,35.7909
,,,,,35.8019
,,,,,35.834375
,,,,,35.84435
,,,,,35.886275
,,,,,35.9046
,,,,,35.92635
,,,,,35.9372
,,,,,35.945175
,,,,,35.94975
,,,,,35.9585
,,,,,35.967025
,,,,,35.98085
,,,,,35.9884
,,,,,36.00765
,,,,,36.02115
,,,,,36.0339
,,,,,36.046875
,,,,,36.08555
,,,,,36.099225
,,,,,36.125375
,,,,,36.1292
,,,,,36.143875
,,,,,36.15415
,,,,,36.1695
,,,,,36.185925
,,,,,36.196525
,,,,,36.2335
,,,,,36.2405
,,,,,36.264575
,,,,,36.2685
,,,,,36.277275
,,,,,36.284575
,,,,,36.29365
,,,,,36.33635
,,,,,36.34255
,,,,,36.34645
,,,,,36.355075
,,,,,36.367
,,,,,36.375
,,,,,36.383325
,,,,,36.397
,,,,,36.4179
,,,,,36.431975
,,,,,36.439975
,,,,,36.468425
,,,,,36.479175
,,,,,36.49875
,,,,,36.514675
,,,,,36.533325
,,,,,36.562725
,,,,,36.587125
,,,,,36.597875
,,,,,36.619575
,,,,,36.655675
,,,,,36.66605
,,,,,36.6832
,,,,,36.710425
,,,,,36.723425
,,,,,36.7807
,,,,,36.787525
,,,,,36.7919
,,,,,36.796475
,,,,,36.811125
,,,,,36.821425
,,,,,36.8326
,,,,,36.84215
,,,,,36.8488
,,,,,36.86225
,,,,,36.877625
,,,,,36.8887
,,,,,36.89835
,,,,,36.907175
,,,,,36.909225
,,,,,36.944675
,,,,,36.955875
,,,,,36.96635
,,,,,36.979325
,,,,,36.995625
,,,,,37.009425
,,,,,37.0127
,,,,,37.03025
,,,,,37.039925
,,,,,37.041125
,,,,,37.055425
,,,,,37.072775
,,,,,37.0833
,,,,,37.094225
,,,,,37.109375
,,,,,37.110475
,,,,,37.120875
,,,,,37.160325
,,,,,37.172275
,,,,,37.185625
,,,,,37.200625
,,,,,37.213925
,,,,,37.222225
,,,,,37.22695
,,,,,37.238325
,,,,,37.24625
,,,,,37.253525
,,,,,37.26955
,,,,,37.273925
,,,,,37.280275
,,,,,37.2973
,,,,,37.3034
,,,,,37.34395
,,,,,37.349525
,,,,,37.353775
,,,,,37.359125
,,,,,37.36355
,,,,,37.381625
,,,,,37.38265
,,,,,37.389925
,,,,,37.403325
,,,,,37.41145
,,,,,37.4288
,,,,,37.4356
,,,,,37.451825
,,,,,37.4591
,,,,,37.467825
,,,,,37.475675
,,,,,37.4923
,,,,,37.5047
,,,,,37.51405
,,,,,37.530575
,,,,,37.542875
,,,,,37.551225
,,,,,37.5636
,,,,,37.57315
,,,,,37.585475
,,,,,37.60425
,,,,,37.622475
,,,,,37.636
,,,,,37.648675
,,,,,37.6617
,,,,,37.673675
,,,,,37.7032
,,,,,37.711575
,,,,,37.725425
,,,,,37.75365
,,,,,37.763225
,,,,,37.772525
,,,,,37.7817
,,,,,37.798825
,,,,,37.806225
,,,,,37.81715
,,,,,37.855575
,,,,,37.86365
,,,,,37.881225
,,,,,37.8923
,,,,,37.921075
,,,,,37.968275
,,,,,38.0135
,,,,,38.0367
,,,,,38.065875
,,,,,38.07035
,,,,,38.0794
,,,,,38.095725
,,,,,38.113975
,,,,,38.142775
,,,,,38.149525
,,,,,38.181325
,,,,,38.2
,,,,,38.2117
,,,,,38.227875
,,,,,38.2429
,,,,,38.25925
,,,,,38.26575
,,,,,38.282475
,,,,,38.3057
,,,,,38.309575
,,,,,38.3604
,,,,,38.396175
,,,,,38.429325
,,,,,38.4651
,,,,,38.50905
,,,,,38.5257
,,,,,38.561075
,,,,,38.58045
,,,,,38.594775
,,,,,38.613325
,,,,,38.6379
,,,,,38.655625
,,,,,38.674575
,,,,,38.690575
,,,,,38.70235
,,,,,38.7337
,,,,,38.748375
,,,,,38.76735
,,,,,38.831975
,,,,,38.85765
,,,,,38.883975
,,,,,38.894
,,,,,38.91075
,,,,,38.924225
,,,,,38.945
,,,,,38.9699
,,,,,39.01305
,,,,,39.024675
,,,,,39.04175
,,,,,39.05615
,,,,,39.062375
,,,,,39.078475
,,,,,39.086525
,,,,,39.09665
,,,,,39.11105
,,,,,39.141275
,,,,,39.1529
,,,,,39.154725
,,,,,39.16555
,,,,,39.1797
,,,,,39.1909
,,,,,39.202875
,,,,,39.213825
,,,,,39.224175
,,,,,39.235475
,,,,,39.245375
,,,,,39.288775
,,,,,39.31445
,,,,,39.361475
,,,,,39.38435
,,,,,39.47115
,,,,,39.4836
,,,,,39.498675
,,,,,39.517875
,,,,,39.533675
,,,,,39.544725
,,,,,39.55295
,,,,,39.5585
,,,,,39.577975
,,,,,39.585425
,,,,,39.59215
,,,,,39.602275
,,,,,39.6049
,,,,,39.6103
,,,,,39.619675
,,,,,39.630275
,,,,,39.642175
,,,,,39.655575
,,,,,39.664825
,,,,,39.666125
,,,,,39.67275
