SPK_SPKC01a (NA),SPK_SPKC06a (weak excitation),SPK_SPKC09a (excited),SPK_SPKC10a (no effect),SPK_SPKC12b (short inhibition),SPK_SPKC13a (excited)
,,,,,70.11195
,,,,,70.137925
,,,,,70.149575
,,,,,70.175025
,,,,,70.192975
,,,,,70.202125
,,,,,70.231325
,,,,,70.246725
,,,,,70.273675
,,,,,70.285725
,,,,,70.324275
,,,,,70.34635
,,,,,70.415925
,,,,,70.437525
,,,,,70.482075
,,,,,70.4959
,,,,,70.50685
,,,,,70.5229
,,,,,70.53265
,,,,,70.5377
,,,,,70.54825
,,,,,70.557075
,,,,,70.568425
,,,,,70.57885
,,,,,70.594375
,,,,,70.611525
,,,,,70.632225
,,,,,70.676925
,,,,,70.695425
,,,,,70.7444
,,,,,70.76455
,,,,,70.78975
,,,,,70.8476
,,,,,70.86095
,,,,,70.875025
,,,,,70.8991
,,,,,70.904175
,,,,,70.91795
,,,,,70.92695
,,,,,70.988775
,,,,,71.00825
,,,,,71.026475
,,,,,71.055775
,,,,,71.085975
,,,,,71.095375
,,,,,71.1186
,,,,,71.14095
,,,,,71.15155
,,,,,71.17745
,,,,,71.20835
,,,,,71.2236
,,,,,71.239375
,,,,,71.28
,,,,,71.290175
,,,,,71.297925
,,,,,71.30845
,,,,,71.326175
,,,,,71.340225
,,,,,71.351075
,,,,,71.3817
,,,,,71.400175
,,,,,71.426925
,,,,,71.440225
,,,,,71.4616
,,,,,71.48145
,,,,,71.500575
,,,,,71.521475
,,,,,71.537475
,,,,,71.546725
,,,,,71.56465
,,,,,71.5837
,,,,,71.5988
,,,,,71.606425
,,,,,71.61895
,,,,,71.629125
,,,,,71.630175
,,,,,71.6401
,,,,,71.656725
,,,,,71.666725
,,,,,71.683575
,,,,,71.70065
,,,,,71.716325
,,,,,71.731325
,,,,,71.7415
,,,,,71.75845
,,,,,71.768125
,,,,,71.797
,,,,,71.865325
,,,,,71.868925
,,,,,71.8907
,,,,,71.916675
,,,,,71.9357
,,,,,71.942325
,,,,,71.9686
,,,,,72.00075
,,,,,72.019425
,,,,,72.030825
,,,,,72.0366
,,,,,72.0438
,,,,,72.052125
,,,,,72.0626
,,,,,72.0715
,,,,,72.0804
,,,,,72.083475
,,,,,72.090925
,,,,,72.10375
,,,,,72.115925
,,,,,72.128575
,,,,,72.13965
,,,,,72.1497
,,,,,72.16075
,,,,,72.170225
,,,,,72.1945
,,,,,72.20715
,,,,,72.225375
,,,,,72.24125
,,,,,72.257725
,,,,,72.270225
,,,,,72.277625
,,,,,72.2896
,,,,,72.30165
,,,,,72.328275
,,,,,72.346575
,,,,,72.359025
,,,,,72.37285
,,,,,72.387075
,,,,,72.40015
,,,,,72.409125
,,,,,72.42265
,,,,,72.43505
,,,,,72.445725
,,,,,72.462375
,,,,,72.49235
,,,,,72.510775
,,,,,72.54105
,,,,,72.555
,,,,,72.57845
,,,,,72.5995
,,,,,72.6508
,,,,,72.66835
,,,,,72.6837
,,,,,72.7003
,,,,,72.71665
,,,,,72.7278
,,,,,72.73845
,,,,,72.7481
,,,,,72.7589
,,,,,72.776375
,,,,,72.7868
,,,,,72.794325
,,,,,72.803875
,,,,,72.813075
,,,,,72.825225
,,,,,72.8326
,,,,,72.840825
,,,,,72.853475
,,,,,72.8644
,,,,,72.876525
,,,,,72.8888
,,,,,72.904725
,,,,,72.914525
,,,,,72.93425
,,,,,72.935775
,,,,,72.949225
,,,,,72.966
,,,,,72.9793
,,,,,72.989125
,,,,,73.00505
,,,,,73.0303
,,,,,73.055
,,,,,73.08655
,,,,,73.105775
,,,,,73.150975
,,,,,73.177875
,,,,,73.1924
,,,,,73.204125
,,,,,73.21075
,,,,,73.218825
,,,,,73.222675
,,,,,73.235375
,,,,,73.249875
,,,,,73.29695
,,,,,73.3085
,,,,,73.322925
,,,,,73.338775
,,,,,73.34995
,,,,,73.360725
,,,,,73.3671
,,,,,73.37245
,,,,,73.390425
,,,,,73.413075
,,,,,73.42685
,,,,,73.439725
,,,,,73.44865
,,,,,73.45815
,,,,,73.47275
,,,,,73.48505
,,,,,73.497175
,,,,,73.519675
,,,,,73.561625
,,,,,73.596975
,,,,,73.610575
,,,,,73.623025
,,,,,73.651275
,,,,,73.660975
,,,,,73.693125
,,,,,73.711975
,,,,,73.75395
,,,,,73.774375
,,,,,73.787425
,,,,,73.80055
,,,,,73.813825
,,,,,73.823525
,,,,,73.831275
,,,,,73.848425
,,,,,73.860275
,,,,,73.8773
,,,,,73.88795
,,,,,73.910275
,,,,,73.943375
,,,,,73.9591
,,,,,73.968975
,,,,,73.982525
,,,,,73.99825
,,,,,74.010725
,,,,,74.01575
,,,,,74.0212
,,,,,74.0299
,,,,,74.043625
,,,,,74.06335
,,,,,74.073175
,,,,,74.086925
,,,,,74.091625
,,,,,74.10095
,,,,,74.1111
,,,,,74.121725
,,,,,74.133025
,,,,,74.1537
,,,,,74.1576
,,,,,74.164025
,,,,,74.17055
,,,,,74.17855
,,,,,74.19855
,,,,,74.2247
,,,,,74.242
,,,,,74.2538
,,,,,74.262275
,,,,,74.273475
,,,,,74.2817
,,,,,74.29325
,,,,,74.30125
,,,,,74.31265
,,,,,74.320975
,,,,,74.329425
,,,,,74.333225
,,,,,74.34055
,,,,,74.350975
,,,,,74.356275
,,,,,74.372225
,,,,,74.37695
,,,,,74.41245
,,,,,74.4239
,,,,,74.4312
,,,,,74.457075
,,,,,74.4657
,,,,,74.47875
,,,,,74.4871
,,,,,74.50025
,,,,,74.50645
,,,,,74.515375
,,,,,74.5298
,,,,,74.538425
,,,,,74.548875
,,,,,74.556025
,,,,,74.569025
,,,,,74.578225
,,,,,74.589625
,,,,,74.59735
,,,,,74.601475
,,,,,74.603625
,,,,,74.617625
,,,,,74.6299
,,,,,74.6389
,,,,,74.65235
,,,,,74.6612
,,,,,74.674025
,,,,,74.688875
,,,,,74.706325
,,,,,74.711925
,,,,,74.722175
,,,,,74.726275
,,,,,74.7314
,,,,,74.747775
,,,,,74.7599
,,,,,74.77705
,,,,,74.7882
,,,,,74.800325
,,,,,74.808625
,,,,,74.819625
,,,,,74.83035
,,,,,74.8364
,,,,,74.8463
,,,,,74.85635
,,,,,74.86305
,,,,,74.8792
,,,,,74.88585
,,,,,74.89925
,,,,,74.9077
,,,,,74.9293
,,,,,74.9414
,,,,,74.947925
,,,,,74.955625
,,,,,74.965525
,,,,,74.971075
,,,,,74.979475
,,,,,75.0024
,,,,,75.01685
,,,,,75.026125
,,,,,75.037825
,,,,,75.049725
,,,,,75.059775
,,,,,75.084
,,,,,75.091425
,,,,,75.1019
,,,,,75.1077
,,,,,75.121
,,,,,75.143625
,,,,,75.150125
,,,,,75.190025
,,,,,75.2013
,,,,,75.217225
,,,,,75.23335
,,,,,75.247275
,,,,,75.259375
,,,,,75.2745
,,,,,75.291275
,,,,,75.3092
,,,,,75.3292
,,,,,75.343775
,,,,,75.363625
,,,,,75.38605
,,,,,75.404225
,,,,,75.4084
,,,,,75.41395
,,,,,75.416575
,,,,,75.42885
,,,,,75.43415
,,,,,75.436125
,,,,,75.457175
,,,,,75.468025
,,,,,75.48805
,,,,,75.496625
,,,,,75.5024
,,,,,75.5101
,,,,,75.5345
,,,,,75.54135
,,,,,75.55015
,,,,,75.559475
,,,,,75.5654
,,,,,75.58025
,,,,,75.59175
,,,,,75.613925
,,,,,75.618475
,,,,,75.62435
,,,,,75.633075
,,,,,75.638075
,,,,,75.670675
,,,,,75.6773
,,,,,75.687625
,,,,,75.6956
,,,,,75.702375
,,,,,75.7093
,,,,,75.716975
,,,,,75.7267
,,,,,75.731625
,,,,,75.74055
,,,,,75.75605
,,,,,75.762325
,,,,,75.773375
,,,,,75.7796
,,,,,75.78715
,,,,,75.8039
,,,,,75.8121
,,,,,75.82135
,,,,,75.8269
,,,,,75.83115
,,,,,75.838625
,,,,,75.84305
,,,,,75.854625
,,,,,75.8599
,,,,,75.8652
,,,,,75.875375
,,,,,75.8799
,,,,,75.883675
,,,,,75.8902
,,,,,75.893575
,,,,,75.9017
,,,,,75.924275
,,,,,75.930375
,,,,,75.934075
,,,,,75.94275
,,,,,75.948075
,,,,,75.9534
,,,,,75.98675
,,,,,76.013375
,,,,,76.0285
,,,,,76.04085
,,,,,76.059775
,,,,,76.0668
,,,,,76.073675
,,,,,76.0795
,,,,,76.091075
,,,,,76.09675
,,,,,76.1138
,,,,,76.119175
,,,,,76.128175
,,,,,76.139225
,,,,,76.1624
,,,,,76.166275
,,,,,76.17105
,,,,,76.20105
,,,,,76.21315
,,,,,76.2273
,,,,,76.243925
,,,,,76.2506
,,,,,76.2579
,,,,,76.266725
,,,,,76.26795
,,,,,76.282725
,,,,,76.303425
,,,,,76.311475
,,,,,76.33755
,,,,,76.342475
,,,,,76.34675
,,,,,76.35305
,,,,,76.365825
,,,,,76.37915
,,,,,76.389075
,,,,,76.4009
,,,,,76.4076
,,,,,76.413725
,,,,,76.41905
,,,,,76.424925
,,,,,76.42945
,,,,,76.43775
,,,,,76.448725
,,,,,76.467375
,,,,,76.474175
,,,,,76.48125
,,,,,76.485375
,,,,,76.49065
,,,,,76.502875
,,,,,76.521
,,,,,76.52615
,,,,,76.5481
,,,,,76.5626
,,,,,76.57815
,,,,,76.5838
,,,,,76.59505
,,,,,76.6109
,,,,,76.617125
,,,,,76.62315
,,,,,76.63465
,,,,,76.641
,,,,,76.64715
,,,,,76.650975
,,,,,76.66285
,,,,,76.669825
,,,,,76.6811
,,,,,76.72875
,,,,,76.734125
,,,,,76.74265
,,,,,76.747975
,,,,,76.75945
,,,,,76.76745
,,,,,76.77925
,,,,,76.784275
,,,,,76.79505
,,,,,76.803375
,,,,,76.812875
,,,,,76.82645
,,,,,76.842675
,,,,,76.8472
,,,,,76.85095
,,,,,76.8585
,,,,,76.863725
,,,,,76.867775
,,,,,76.88475
,,,,,76.8887
,,,,,76.893475
,,,,,76.899
,,,,,76.9063
,,,,,76.912625
,,,,,76.9213
,,,,,76.9429
,,,,,76.9504
,,,,,76.9545
,,,,,76.9613
,,,,,76.98395
,,,,,76.988475
,,,,,76.9944
,,,,,77.006975
,,,,,77.016175
,,,,,77.023325
,,,,,77.0298
,,,,,77.037625
,,,,,77.060325
,,,,,77.07955
,,,,,77.086175
,,,,,77.09255
,,,,,77.10065
,,,,,77.102775
,,,,,77.113325
,,,,,77.118975
,,,,,77.1363
,,,,,77.164
,,,,,77.178125
,,,,,77.192575
,,,,,77.2018
,,,,,77.20895
,,,,,77.218075
,,,,,77.2369
,,,,,77.2501
,,,,,77.26455
,,,,,77.275375
,,,,,77.285775
,,,,,77.314825
,,,,,77.32815
,,,,,77.335025
,,,,,77.3434
,,,,,77.355375
,,,,,77.36605
,,,,,77.372575
,,,,,77.390275
,,,,,77.408775
,,,,,77.414
,,,,,77.4227
,,,,,77.42845
,,,,,77.435175
,,,,,77.442025
,,,,,77.450575
,,,,,77.45585
,,,,,77.463575
,,,,,77.480175
,,,,,77.4853
,,,,,77.5005
,,,,,77.508525
,,,,,77.514325
,,,,,77.519425
,,,,,77.53245
,,,,,77.536175
,,,,,77.549325
,,,,,77.5547
,,,,,77.560975
,,,,,77.5758
,,,,,77.58865
,,,,,77.600675
,,,,,77.6158
,,,,,77.62685
,,,,,77.64195
,,,,,77.647825
,,,,,77.664825
,,,,,77.6733
,,,,,77.68625
,,,,,77.70295
,,,,,77.7153
,,,,,77.72305
,,,,,77.73735
,,,,,77.74295
,,,,,77.7607
,,,,,77.774925
,,,,,77.780575
,,,,,77.78845
,,,,,77.79675
,,,,,77.802975
,,,,,77.822175
,,,,,77.829925
,,,,,77.847175
,,,,,77.861475
,,,,,77.8768
,,,,,77.8969
,,,,,77.9114
,,,,,77.9176
,,,,,77.930675
,,,,,77.93685
,,,,,77.948325
,,,,,77.960025
,,,,,77.96595
,,,,,77.980225
,,,,,78.0018
,,,,,78.008175
,,,,,78.03135
,,,,,78.04865
,,,,,78.05435
,,,,,78.064375
,,,,,78.0719
,,,,,78.080575
,,,,,78.092
,,,,,78.0997
,,,,,78.1073
,,,,,78.115175
,,,,,78.132575
,,,,,78.1527
,,,,,78.166125
,,,,,78.172625
,,,,,78.177775
,,,,,78.19555
,,,,,78.201425
,,,,,78.210675
,,,,,78.2165
,,,,,78.22515
,,,,,78.2418
,,,,,78.24755
,,,,,78.258125
,,,,,78.2645
,,,,,78.27125
,,,,,78.27615
,,,,,78.286725
,,,,,78.293275
,,,,,78.312725
,,,,,78.333025
,,,,,78.349825
,,,,,78.35905
,,,,,78.365575
,,,,,78.373475
,,,,,78.38885
,,,,,78.394575
,,,,,78.421
,,,,,78.469
,,,,,78.473625
,,,,,78.475875
,,,,,78.49215
,,,,,78.517325
,,,,,78.52715
,,,,,78.5372
,,,,,78.54985
,,,,,78.5644
,,,,,78.57505
,,,,,78.592475
,,,,,78.6131
,,,,,78.62245
,,,,,78.63235
,,,,,78.645175
,,,,,78.65985
,,,,,78.665975
,,,,,78.676325
,,,,,78.695775
,,,,,78.711975
,,,,,78.717075
,,,,,78.72455
,,,,,78.746275
,,,,,78.753925
,,,,,78.776025
,,,,,78.778875
,,,,,78.7864
,,,,,78.801275
,,,,,78.808975
,,,,,78.8347
,,,,,78.872425
,,,,,78.884275
,,,,,78.889475
,,,,,78.89625
,,,,,78.945975
,,,,,78.962275
,,,,,78.97415
,,,,,78.9865
,,,,,78.993875
,,,,,79.00175
,,,,,79.0214
,,,,,79.03725
,,,,,79.043925
,,,,,79.07405
,,,,,79.09175
,,,,,79.10245
,,,,,79.112025
,,,,,79.13415
,,,,,79.14455
,,,,,79.151925
,,,,,79.1608
,,,,,79.176975
,,,,,79.18405
,,,,,79.192725
,,,,,79.200725
,,,,,79.207275
,,,,,79.2146
,,,,,79.23005
,,,,,79.254
,,,,,79.263575
,,,,,79.26955
,,,,,79.286425
,,,,,79.30005
,,,,,79.3058
,,,,,79.31285
,,,,,79.342075
,,,,,79.3566
,,,,,79.36225
,,,,,79.36885
,,,,,79.381675
,,,,,79.39365
,,,,,79.3999
,,,,,79.406425
,,,,,79.43135
,,,,,79.43645
,,,,,79.4448
,,,,,79.474175
,,,,,79.49255
,,,,,79.497275
,,,,,79.50315
,,,,,79.52905
,,,,,79.537425
,,,,,79.5516
,,,,,79.56895
,,,,,79.583125
,,,,,79.59275
,,,,,79.5984
,,,,,79.616525
,,,,,79.62595
,,,,,79.634225
,,,,,79.653775
,,,,,79.665325
,,,,,79.67155
,,,,,79.71185
,,,,,79.7317
,,,,,79.752225
,,,,,79.774125
,,,,,79.785
,,,,,79.799575
,,,,,79.8076
,,,,,79.81525
,,,,,79.82895
,,,,,79.84305
,,,,,79.848775
,,,,,79.860925
,,,,,79.867325
,,,,,79.87285
,,,,,79.880225
,,,,,79.88885
,,,,,79.9071
,,,,,79.912575
,,,,,79.917575
,,,,,79.93
,,,,,79.935825
,,,,,79.963225
,,,,,79.967625
,,,,,79.97405
,,,,,79.99095
,,,,,80.00335
,,,,,80.0174
,,,,,80.0419
,,,,,80.06045
,,,,,80.12445
,,,,,80.14305
,,,,,80.174775
,,,,,80.186225
,,,,,80.22215
,,,,,80.23185
,,,,,80.24745
,,,,,80.256575
,,,,,80.26025
,,,,,80.268975
,,,,,80.2767
,,,,,80.28885
,,,,,80.31255
,,,,,80.325725
,,,,,80.33785
,,,,,80.379525
,,,,,80.3861
,,,,,80.394925
,,,,,80.400775
,,,,,80.408775
,,,,,80.415775
,,,,,80.43275
,,,,,80.440525
,,,,,80.44675
,,,,,80.4544
,,,,,80.459525
,,,,,80.46825
,,,,,80.475175
,,,,,80.490675
,,,,,80.4973
,,,,,80.508775
,,,,,80.51805
,,,,,80.528725
,,,,,80.563075
,,,,,80.571775
,,,,,80.582225
,,,,,80.6024
,,,,,80.61405
,,,,,80.62855
,,,,,80.64775
,,,,,80.656875
,,,,,80.676525
,,,,,80.69055
,,,,,80.7051
,,,,,80.713575
,,,,,80.72935
,,,,,80.73855
,,,,,80.757675
,,,,,80.779775
,,,,,80.7855
,,,,,80.79225
,,,,,80.810875
,,,,,80.816375
,,,,,80.821275
,,,,,80.82795
,,,,,80.837425
,,,,,80.84235
,,,,,80.8611
,,,,,80.876825
,,,,,80.900975
,,,,,80.90965
,,,,,80.928275
,,,,,80.96205
,,,,,80.977825
,,,,,80.9917
,,,,,81.012975
,,,,,81.03135
,,,,,81.06595
,,,,,81.075525
,,,,,81.084275
,,,,,81.09715
,,,,,81.119025
,,,,,81.137875
,,,,,81.148275
,,,,,81.1559
,,,,,81.169375
,,,,,81.181475
,,,,,81.20595
,,,,,81.22085
,,,,,81.23865
,,,,,81.249175
,,,,,81.264275
,,,,,81.274775
,,,,,81.298175
,,,,,81.306025
,,,,,81.320125
,,,,,81.329
,,,,,81.335575
,,,,,81.34465
,,,,,81.35
,,,,,81.359175
,,,,,81.381825
,,,,,81.393
,,,,,81.40235
,,,,,81.4136
,,,,,81.420675
,,,,,81.427125
,,,,,81.474275
,,,,,81.487
,,,,,81.50905
,,,,,81.51645
,,,,,81.5415
,,,,,81.553975
,,,,,81.567625
,,,,,81.578975
,,,,,81.589125
,,,,,81.602975
,,,,,81.61795
,,,,,81.6307
,,,,,81.64205
,,,,,81.6616
,,,,,81.6716
,,,,,81.682025
,,,,,81.7024
,,,,,81.709575
,,,,,81.7245
,,,,,81.733875
,,,,,81.740325
,,,,,81.74345
,,,,,81.750075
,,,,,81.75865
,,,,,81.76695
,,,,,81.772675
,,,,,81.783975
,,,,,81.79005
,,,,,81.80535
,,,,,81.82445
,,,,,81.8325
,,,,,81.84
,,,,,81.8535
,,,,,81.879875
,,,,,81.888125
,,,,,81.909
,,,,,81.927575
,,,,,81.93445
,,,,,81.936725
,,,,,81.94345
,,,,,81.958225
,,,,,81.963125
,,,,,81.968575
,,,,,81.986625
,,,,,82.00285
,,,,,82.00635
,,,,,82.0271
,,,,,82.041325
,,,,,82.048175
,,,,,82.061775
,,,,,82.08565
,,,,,82.090875
,,,,,82.102075
,,,,,82.107375
,,,,,82.117325
,,,,,82.13015
,,,,,82.153425
,,,,,82.1736
,,,,,82.186925
,,,,,82.201425
,,,,,82.208
,,,,,82.2231
,,,,,82.230625
,,,,,82.238875
,,,,,82.253075
,,,,,82.258675
,,,,,82.27965
,,,,,82.28655
,,,,,82.30085
,,,,,82.308125
,,,,,82.3178
,,,,,82.325075
,,,,,82.332725
,,,,,82.3531
,,,,,82.36115
,,,,,82.370825
,,,,,82.422075
,,,,,82.42855
,,,,,82.436925
,,,,,82.441975
,,,,,82.45665
,,,,,82.4609
,,,,,82.46225
,,,,,82.4674
,,,,,82.480375
,,,,,82.488825
,,,,,82.54945
,,,,,82.5603
,,,,,82.56975
,,,,,82.585325
,,,,,82.605025
,,,,,82.6111
,,,,,82.61875
,,,,,82.626675
,,,,,82.643
,,,,,82.650575
,,,,,82.669925
,,,,,82.67945
,,,,,82.684375
,,,,,82.689925
,,,,,82.69975
,,,,,82.705125
,,,,,82.721325
,,,,,82.727925
,,,,,82.732775
,,,,,82.738525
,,,,,82.742525
,,,,,82.74955
,,,,,82.76325
,,,,,82.770475
,,,,,82.7756
,,,,,82.782175
,,,,,82.8129
,,,,,82.8226
,,,,,82.84
,,,,,82.861
,,,,,82.866925
,,,,,82.88
,,,,,82.90315
,,,,,82.909025
,,,,,82.91885
,,,,,82.934675
,,,,,82.9523
,,,,,82.963075
,,,,,82.983975
,,,,,82.9985
,,,,,83.010625
,,,,,83.01905
,,,,,83.031975
,,,,,83.0409
,,,,,83.054675
,,,,,83.06415
,,,,,83.07015
,,,,,83.110425
,,,,,83.1241
,,,,,83.134425
,,,,,83.147625
,,,,,83.157875
,,,,,83.172
,,,,,83.178
,,,,,83.198425
,,,,,83.2239
,,,,,83.23435
,,,,,83.238725
,,,,,83.25215
,,,,,83.265725
,,,,,83.2727
,,,,,83.2815
,,,,,83.289425
,,,,,83.30195
,,,,,83.30725
,,,,,83.322025
,,,,,83.349275
,,,,,83.35685
,,,,,83.37345
,,,,,83.403525
,,,,,83.423025
,,,,,83.434675
,,,,,83.44155
,,,,,83.452325
,,,,,83.46275
,,,,,83.467875
,,,,,83.4946
,,,,,83.533775
,,,,,83.555675
,,,,,83.562575
,,,,,83.57305
,,,,,83.631225
,,,,,83.647375
,,,,,83.6684
,,,,,83.684825
,,,,,83.695925
,,,,,83.707225
,,,,,83.741175
,,,,,83.787775
,,,,,83.806375
,,,,,83.8365
,,,,,83.845525
,,,,,83.863475
,,,,,83.880175
,,,,,83.887975
,,,,,83.90285
,,,,,83.91405
,,,,,83.9363
,,,,,83.948825
,,,,,83.95725
,,,,,83.964475
,,,,,83.97755
,,,,,83.9863
,,,,,83.9927
,,,,,84.001675
,,,,,84.01005
,,,,,84.02325
,,,,,84.031175
,,,,,84.04145
,,,,,84.04695
,,,,,84.053875
,,,,,84.066625
,,,,,84.07125
,,,,,84.093775
,,,,,84.113825
,,,,,84.119325
,,,,,84.175125
,,,,,84.183675
,,,,,84.195075
,,,,,84.201925
,,,,,84.216875
,,,,,84.2268
,,,,,84.260775
,,,,,84.2779
,,,,,84.2833
,,,,,84.2918
,,,,,84.303525
,,,,,84.312375
,,,,,84.316975
,,,,,84.33025
,,,,,84.339725
,,,,,84.360475
,,,,,84.364675
,,,,,84.372175
,,,,,84.378325
,,,,,84.38775
,,,,,84.394225
,,,,,84.41895
,,,,,84.433275
,,,,,84.4412
,,,,,84.448875
,,,,,84.456125
,,,,,84.4807
,,,,,84.503775
,,,,,84.512475
,,,,,84.5226
,,,,,84.544
,,,,,84.55945
,,,,,84.568325
,,,,,84.573775
,,,,,84.593625
,,,,,84.6003
,,,,,84.60895
,,,,,84.6165
,,,,,84.624325
,,,,,84.64925
,,,,,84.663925
,,,,,84.674725
,,,,,84.695425
,,,,,84.7034
,,,,,84.712325
,,,,,84.72215
,,,,,84.738
,,,,,84.767725
,,,,,84.776175
,,,,,84.78875
,,,,,84.79035
,,,,,84.7999
,,,,,84.82595
,,,,,84.836425
,,,,,84.84425
,,,,,84.8539
,,,,,84.868
,,,,,84.88375
,,,,,84.894875
,,,,,84.914575
,,,,,84.9304
,,,,,84.941975
,,,,,84.95915
,,,,,84.968075
,,,,,84.98235
,,,,,84.998875
,,,,,85.019575
,,,,,85.0322
,,,,,85.04725
,,,,,85.0571
,,,,,85.07155
,,,,,85.085475
,,,,,85.1151
,,,,,85.134925
,,,,,85.147925
,,,,,85.162725
,,,,,85.180275
,,,,,85.189075
,,,,,85.19365
,,,,,85.2018
,,,,,85.226825
,,,,,85.250625
,,,,,85.263175
,,,,,85.2766
,,,,,85.2848
,,,,,85.295625
,,,,,85.31405
,,,,,85.354975
,,,,,85.384075
,,,,,85.407675
,,,,,85.456425
,,,,,85.47675
,,,,,85.48325
,,,,,85.49295
,,,,,85.5154
,,,,,85.51955
,,,,,85.5257
,,,,,85.5354
,,,,,85.583025
,,,,,85.598
,,,,,85.620975
,,,,,85.638725
,,,,,85.65105
,,,,,85.66085
,,,,,85.672725
,,,,,85.70595
,,,,,85.7254
,,,,,85.739175
,,,,,85.760175
,,,,,85.779075
,,,,,85.79485
,,,,,85.820475
,,,,,85.8431
,,,,,85.87295
,,,,,85.926525
,,,,,85.94015
,,,,,85.96605
,,,,,85.999825
,,,,,86.007
,,,,,86.025925
,,,,,86.05725
,,,,,86.09185
,,,,,86.1041
,,,,,86.12095
,,,,,86.149275
,,,,,86.18105
,,,,,86.22585
,,,,,86.255375
,,,,,86.284125
,,,,,86.363125
,,,,,86.3902
,,,,,86.4603
,,,,,86.490175
,,,,,86.545375
,,,,,86.5782
,,,,,86.5926
,,,,,86.60465
,,,,,86.6246
,,,,,86.6381
,,,,,86.6516
,,,,,86.68195
,,,,,86.6937
,,,,,86.71285
,,,,,86.7331
,,,,,86.75165
,,,,,86.774075
,,,,,86.7893
,,,,,86.798875
,,,,,86.80635
,,,,,86.8139
,,,,,86.83255
,,,,,86.85485
,,,,,86.88025
,,,,,86.91925
,,,,,86.975625
,,,,,86.99385
,,,,,87.008775
,,,,,87.014175
,,,,,87.01915
,,,,,87.03095
,,,,,87.047625
,,,,,87.057825
,,,,,87.07885
,,,,,87.095225
,,,,,87.115775
,,,,,87.124475
,,,,,87.140525
,,,,,87.168875
,,,,,87.175925
,,,,,87.20285
,,,,,87.2123
,,,,,87.22795
,,,,,87.2686
,,,,,87.290875
,,,,,87.30755
,,,,,87.320725
,,,,,87.3339
,,,,,87.3392
,,,,,87.36975
,,,,,87.38695
,,,,,87.401725
,,,,,87.417575
,,,,,87.430025
,,,,,87.4657
,,,,,87.478775
,,,,,87.50455
,,,,,87.52435
,,,,,87.55245
,,,,,87.580025
,,,,,87.5963
,,,,,87.6106
,,,,,87.63595
,,,,,87.657525
,,,,,87.68875
,,,,,87.699
,,,,,87.708325
,,,,,87.731475
,,,,,87.739675
,,,,,87.749775
,,,,,87.758975
,,,,,87.7652
,,,,,87.776275
,,,,,87.789025
,,,,,87.79575
,,,,,87.806325
,,,,,87.8203
,,,,,87.82855
,,,,,87.8417
,,,,,87.8581
,,,,,87.86765
,,,,,87.90005
,,,,,87.91045
,,,,,87.922425
,,,,,87.9364
,,,,,87.962375
,,,,,87.982525
,,,,,87.99515
,,,,,88.01475
,,,,,88.037675
,,,,,88.1028
,,,,,88.14795
,,,,,88.16625
,,,,,88.184025
,,,,,88.191525
,,,,,88.202625
,,,,,88.20885
,,,,,88.219125
,,,,,88.2293
,,,,,88.23715
,,,,,88.260075
,,,,,88.27085
,,,,,88.281075
,,,,,88.29035
,,,,,88.31485
,,,,,88.3388
,,,,,88.36405
,,,,,88.375625
,,,,,88.392425
,,,,,88.404625
,,,,,88.429275
,,,,,88.44925
,,,,,88.46945
,,,,,88.487225
,,,,,88.512125
,,,,,88.531825
,,,,,88.54935
,,,,,88.569775
,,,,,88.605625
,,,,,88.652225
,,,,,88.678625
,,,,,88.70795
,,,,,88.744925
,,,,,88.767875
,,,,,88.776625
,,,,,88.79255
,,,,,88.7969
,,,,,88.807775
,,,,,88.823525
,,,,,88.871325
,,,,,88.878925
,,,,,88.8902
,,,,,88.902775
,,,,,88.910925
,,,,,88.91395
,,,,,88.929375
,,,,,88.930475
,,,,,88.9438
,,,,,88.952225
,,,,,88.974025
,,,,,88.9917
,,,,,89.003225
,,,,,89.020625
,,,,,89.029275
,,,,,89.0477
,,,,,89.062425
,,,,,89.075725
,,,,,89.098425
,,,,,89.120575
,,,,,89.14875
,,,,,89.16995
,,,,,89.189375
,,,,,89.2015
,,,,,89.22245
,,,,,89.237875
,,,,,89.257425
,,,,,89.284275
,,,,,89.306775
,,,,,89.323175
,,,,,89.336525
,,,,,89.346575
,,,,,89.357375
,,,,,89.3666
,,,,,89.397775
,,,,,89.418075
,,,,,89.4332
,,,,,89.440775
,,,,,89.4511
,,,,,89.4586
,,,,,89.481975
,,,,,89.4886
,,,,,89.523775
,,,,,89.536975
,,,,,89.5525
,,,,,89.5668
,,,,,89.583575
,,,,,89.611525
,,,,,89.660925
,,,,,89.678725
,,,,,89.7327
,,,,,89.7569
,,,,,89.7799
,,,,,89.798675
,,,,,89.81175
,,,,,89.82255
,,,,,89.82845
,,,,,89.8411
,,,,,89.8588
,,,,,89.863925
,,,,,89.875375
,,,,,89.892775
,,,,,89.902825
,,,,,89.9308
,,,,,89.943675
,,,,,89.958975
,,,,,90.005225
,,,,,90.02905
,,,,,90.0522
,,,,,90.0629
,,,,,90.071925
,,,,,90.0855
,,,,,90.09845
,,,,,90.10895
,,,,,90.131725
,,,,,90.144975
,,,,,90.16435
,,,,,90.1834
,,,,,90.204675
,,,,,90.230025
,,,,,90.294725
,,,,,90.30055
,,,,,90.3075
,,,,,90.31925
,,,,,90.33415
,,,,,90.34415
,,,,,90.3519
