SPK_SPKC01a (inhi),SPK_SPKC05a (inhi),SPK_SPKC07a (exc),SPK_SPKC13a (inhi)
,302.976,324.77405,316.30745
,303.034775,324.844025,316.464875
,303.17075,324.900825,316.572425
,303.285975,324.9514,316.65305
,303.42125,325.020725,316.7328
,303.492225,325.2559,316.90605
,303.6164,325.291725,316.96385
,303.665175,325.3195,317.12375
,303.919225,325.379075,317.21185
,304.349575,325.401575,317.43885
,304.423925,325.432025,317.486875
,304.6941,325.505875,317.52285
,304.775825,325.750625,317.562425
,304.9975,325.8279,317.770625
,305.06795,325.8503,317.846575
,305.133075,325.8951,317.907325
,305.162625,325.925225,318.05715
,305.201475,326.00585,318.138
,305.2319,326.0482,318.188525
,305.383325,326.1066,318.26125
,305.605675,326.140975,318.450225
,305.6678,326.17945,318.654575
,305.851875,326.285825,318.774625
,305.99675,326.354875,318.806425
,306.07365,326.378575,318.9196
,306.397,326.428125,319.00025
,306.4686,326.53955,319.18345
,306.745275,326.58605,319.266175
,306.828075,326.665025,319.423725
,306.9561,326.709725,319.4997
,306.99625,326.723325,319.5307
,307.0494,326.779125,319.5634
,307.143825,326.877475,319.62095
,307.2816,326.91325,319.68585
,307.3651,326.9557,319.75775
,307.44655,326.9591,319.882225
,307.512425,326.986175,320.275025
,307.5493,327.0123,320.4365
,307.6129,327.0451,320.488075
,307.7676,327.091725,320.59905
,308.0393,327.11695,320.78195
,308.1858,327.197725,320.794525
,308.2485,327.251775,320.7968
,308.28665,327.40385,320.97725
,308.355075,327.425575,321.04835
,308.41265,327.4431,321.175275
,308.464825,327.5278,321.283
,308.61555,327.52975,321.523175
,308.67355,327.6334,321.59105
,308.796775,327.737975,321.717475
,308.8746,327.769525,321.77525
,308.94875,327.8214,321.865125
,309.06,327.85555,321.92945
,309.128225,327.867275,322.238925
,309.2304,327.961225,322.4723
,309.424425,327.977975,322.62305
,309.49825,328.053375,322.76065
,309.551675,328.07545,322.8897
,309.67685,328.4205,323.069225
,309.934675,328.485025,323.257575
,310.1813,328.510825,323.3474
,310.482175,328.544825,323.4662
,310.566375,328.577275,323.764325
,310.69645,328.668075,323.80615
,310.830725,328.6869,323.880075
,311.041,328.826975,324.01285
,311.26705,328.90225,324.19925
,311.32735,329.0552,324.23525
,311.430725,329.3813,324.380275
,311.4765,329.456875,324.437425
,311.570625,329.53625,324.515975
,311.782575,329.6457,324.67775
,311.841425,329.647275,324.92805
,311.944275,329.830025,325.27235
,312.084225,329.904725,325.3377
,312.28025,330.123425,325.456075
,312.39605,330.167875,325.50335
,312.516075,330.206175,325.611575
,312.588175,330.301075,325.6834
,312.643575,330.560425,325.8337
,312.7442,330.65005,326.117875
,312.77485,330.67225,326.16465
,312.8133,330.749775,326.351225
,312.88345,330.807625,326.49925
,313.009475,330.84785,326.549
,313.071775,330.902975,326.6494
,313.18105,330.965825,326.726
,313.26655,331.013525,326.7847
,313.39,331.030375,326.866325
,313.7643,331.11225,326.995075
,314.185625,331.12125,327.10925
,314.31225,331.2322,327.1591
,314.3602,331.33055,327.367625
,314.409375,331.403175,327.420575
,314.460475,331.453625,327.4499
,314.59955,331.5042,327.691875
,314.704225,331.539525,327.7606
,314.844275,331.637725,327.896625
,314.907,331.66345,327.947175
,315.036825,331.7204,327.996725
,315.108125,331.770975,328.034825
,315.20655,331.85375,328.0841
,315.267125,331.95265,328.2762
,315.313225,332.0593,328.55365
,315.376625,332.2527,328.582425
,315.46045,332.3067,328.623
,315.504875,332.4794,328.702425
,315.6414,332.58465,328.77695
,315.6867,332.69935,328.80705
,315.7435,332.823825,328.82825
,315.873075,332.863875,328.970375
,315.938875,332.923525,329.0577
,316.001475,333.046825,329.270675
,316.049375,333.13755,329.36485
,316.09295,333.320425,329.393275
,316.30745,333.437075,329.4579
,316.464925,333.652125,329.543425
,316.842675,333.7961,329.587175
,316.90605,333.834125,329.805175
,316.963875,333.94605,329.841575
,317.03605,334.01205,329.99525
,317.3736,334.089925,330.0291
,317.6157,334.12005,330.03905
,317.699725,334.155175,330.1611
,317.8466,334.304275,330.366775
,317.941725,334.36635,330.446875
,318.358525,334.417275,330.486575
,318.450225,334.547425,330.539525
,318.7184,334.61735,330.575675
,318.77465,334.63805,330.67775
,318.8064,334.801725,330.717225
,319.00025,334.880125,330.8029
,319.423725,334.975075,330.850375
,319.473525,335.2689,330.874925
,319.499725,335.313975,330.940525
,319.563425,335.4005,330.96215
,319.620925,335.48795,330.995325
,319.8229,335.512475,331.048675
,319.882225,335.5407,331.0654
,320.135375,335.55975,331.118425
,320.199325,335.562775,331.159025
,320.275075,335.75175,331.191625
,320.488075,335.867775,331.221025
,320.79675,336.033075,331.25285
,320.92605,336.2757,331.35395
,320.97725,336.352675,331.44485
,321.2413,336.38865,331.48105
,321.378125,336.463625,331.63095
,321.64545,336.50875,331.657425
,321.775225,336.62865,331.72785
,322.034225,336.657575,331.72895
,322.142425,336.669375,331.75825
,322.422975,336.683375,331.782575
,322.62305,336.93185,331.991775
,322.705175,336.946275,332.02145
,322.7607,336.96585,332.027025
,322.889725,336.988075,332.076125
,323.0452,337.00815,332.0951
,323.06,337.152575,332.154775
,323.110725,337.264125,332.214775
,323.30845,337.36185,332.2836
,323.347425,337.431525,332.399725
,323.375825,337.489375,332.406775
,323.42225,337.49675,332.4503
,323.651625,337.54485,332.52425
,323.76435,337.5922,332.575475
,323.80615,337.656625,332.682275
,324.1242,337.769125,332.7297
,324.235275,337.824275,332.9622
,324.295275,337.8268,333.0898
,324.3247,337.8993,333.194425
,324.380325,338.046975,333.270175
,324.516,338.1549,333.38595
,324.604825,338.18465,333.4443
,324.677775,338.31065,333.620075
,324.79835,338.37295,333.829675
,324.8658,338.451525,333.87745
,325.0313,338.567025,334.145175
,325.2724,338.7198,334.1879
,325.3377,338.7802,334.25135
,325.419775,338.984775,334.30985
,325.50335,339.016925,334.561425
,325.611575,339.0344,334.96485
,325.683425,339.045175,335.0367
,325.7459,339.061125,335.299075
,325.9045,339.110275,335.4456
,326.117875,339.270375,335.498125
,326.351225,339.321225,335.5354
,326.548975,339.3619,335.5902
,326.725975,339.3866,335.8837
,326.7847,339.574625,336.014025
,326.8206,339.57885,336.152075
,326.86635,339.629575,336.1896
,326.94325,339.669025,336.299375
,326.9951,339.737275,336.412425
,327.035075,339.781275,336.666025
,327.313425,339.89855,336.940325
,327.3676,339.917675,336.975075
,327.420625,339.95355,337.03825
,327.529475,340.0128,337.0917
,327.634775,340.088075,337.24275
,327.6919,340.178275,337.3808
,327.760625,340.434475,337.4406
,327.831,340.462975,337.47795
,327.89665,340.484375,337.597525
,327.947175,340.5024,337.656175
,328.084075,340.5467,337.925575
,328.582475,340.6435,338.00645
,328.623,340.998575,338.192225
,328.70245,341.02965,338.271325
,328.776975,341.0607,338.35475
,328.80705,341.1505,338.454425
,328.970425,341.222475,338.55455
,329.0577,341.450025,338.6195
,329.1531,341.62605,338.67085
,329.2707,341.630125,338.817275
,329.3649,341.694825,338.945525
,329.4579,341.86625,338.988075
,329.606,342.044725,339.0281
,329.639825,342.068625,339.1421
,329.805225,342.08545,339.20165
,329.8416,342.100625,339.280375
,329.970275,342.32465,339.33255
,329.995275,342.380625,339.386225
,330.0291,342.4496,339.42085
,330.11385,342.491375,339.574275
,330.232325,342.498425,339.624225
,330.260375,342.51835,339.747825
,330.3908,342.765575,339.834875
,330.4281,342.79495,339.890275
,330.45805,342.832075,340.053875
,330.53955,343.015275,340.11995
,330.5757,343.090025,340.50835
,330.6191,343.1192,340.836975
,330.649325,343.232225,340.94935
,330.802925,343.3833,341.324425
,330.90765,343.539725,341.4058
,330.94055,343.600675,341.613125
,330.995325,343.63525,341.667625
,331.0487,343.6776,341.715875
,331.065425,343.77525,341.86515
,331.118425,343.81695,341.93195
,331.159075,343.8931,342.0012
,331.25105,344.21055,342.066575
,331.44485,344.288675,342.126925
,331.481075,344.317525,342.161075
,331.514375,344.341475,342.321175
,331.630925,344.359775,342.43175
,331.65745,344.440125,342.603725
,331.6832,344.6175,342.771875
,331.72785,344.634525,343.0197
,331.758325,344.6987,343.080425
,331.7826,344.77475,343.16635
,331.991775,344.7918,343.304475
,332.02145,344.83485,343.37645
,332.07615,344.8803,343.434025
,332.095075,344.9021,343.486475
,332.1548,344.9094,343.650125
,332.2836,344.923775,343.69625
,332.34685,344.9478,343.718825
,332.40685,344.984725,343.772725
,332.545075,345.0678,343.80035
,332.5755,345.225925,343.95775
,332.6103,345.286725,344.034425
,332.682275,345.3145,344.333625
,333.156825,345.32755,344.46715
,333.19445,345.40675,344.613
,333.218925,345.450475,344.67825
,333.270175,345.465525,344.822175
,333.496975,345.531525,344.85845
,333.67075,345.58305,344.894925
,333.690725,345.62265,344.9495
,334.187925,345.7791,345.0046
,334.620675,345.780975,345.151575
,334.691175,345.87935,345.2863
,334.73575,345.94125,345.4534
,334.964875,346.004375,345.5187
,335.0367,346.1556,345.553975
,335.0782,346.337225,345.704275
,335.133125,346.397425,345.778825
,335.299075,346.4397,346.05105
,335.49815,346.4503,346.112575
,335.590225,346.490875,346.358475
,335.615675,346.700275,346.4917
,335.8837,346.78185,346.605525
,335.96045,346.812875,346.6649
,336.1012,346.82525,346.764625
,336.2994,346.844575,346.81665
,336.412475,346.922475,346.92005
,336.7094,347.26085,347.008275
,336.87805,347.295375,347.14455
,336.940325,347.40615,347.268025
,337.315175,347.412,347.332425
,337.413025,347.45905,347.414075
,337.440625,347.681525,347.504425
,337.59755,347.712025,347.705325
,337.7631,347.86505,347.883975
,337.818625,348.06645,348.0313
,338.0065,348.8904,348.2326
,338.086225,348.946925,348.550575
,338.1922,348.962675,348.691175
,338.232875,348.969925,348.692975
,338.271325,348.995225,348.8305
,338.354775,349.26155,348.895175
,338.454475,349.39085,348.97285
,338.670925,349.414825,349.08745
,338.817225,349.4334,349.153225
,338.9881,349.73605,349.20065
,339.028075,349.835075,349.27155
,339.054325,350.0655,349.31865
,339.087375,350.407975,349.4547
,339.201675,350.4808,349.765525
,339.2804,350.50655,349.895125
,339.3862,350.684125,349.9557
,339.420875,350.7523,350.130425
,339.74785,351.206925,350.222175
,339.834875,351.3353,350.291525
,339.942375,351.699225,350.346425
,340.05385,352.461975,350.427725
,340.119975,352.61005,350.580875
,340.1882,352.663875,350.64635
,340.243725,352.697575,350.689275
,340.318325,353.02355,350.99125
,340.3706,353.143625,351.044775
,340.5083,353.239375,351.123
,340.6269,353.858875,351.15065
,340.73835,354.570225,351.179675
,340.792725,354.574475,351.21215
,340.9023,354.861425,351.241475
,341.0282,354.953325,351.332075
,341.080775,355.067375,351.464925
,341.3244,355.756175,351.5148
,341.3645,356.000175,351.631725
,341.4058,357.290225,351.672675
,341.7797,357.44235,351.701375
,341.82755,357.759625,351.7511
,341.93195,358.60995,351.802975
,342.0012,358.82615,351.9425
,342.1269,358.89535,352.0197
,342.16105,358.9546,352.1165
,342.3212,359.16975,352.17185
,342.830775,359.201225,352.2285
,342.895275,359.25085,352.276275
,342.9647,359.3411,352.408475
,343.20085,359.39285,352.472025
,343.3045,359.559725,352.64035
,343.3765,359.71595,352.65915
,343.486525,359.71935,352.7463
,343.590575,359.76175,352.7778
,343.650125,359.8176,352.8134
,343.6963,359.99645,352.960525
,343.71885,360.252275,353.0657
,343.77275,360.47585,353.112125
,343.800325,360.56985,353.185175
,343.82035,360.703875,353.24405
,343.919625,360.814225,353.270575
,343.957775,360.88345,353.378825
,344.0914,360.973125,353.5107
,344.151075,360.995175,353.6557
,344.2559,361.068675,353.71855
,344.33365,361.099725,353.753625
,344.4672,361.168475,353.845975
,344.61305,361.29545,353.920225
,344.775775,361.3632,353.988325
,344.822175,361.513,354.07215
,344.835075,361.67105,354.1275
,344.858425,361.70765,354.1624
,344.89495,361.75925,354.205625
,345.151575,361.828725,354.35465
,345.220025,361.992,354.4612
,345.3081,362.09235,354.562075
,345.453425,362.1801,354.574025
,345.63535,362.261525,354.630825
,345.9387,362.40175,354.633275
,345.99505,362.52595,354.695625
,346.11255,362.666375,355.119075
,346.1898,362.726875,355.18715
,346.24285,362.78705,355.313875
,346.3585,362.873725,355.3673
,346.491725,362.988,355.507275
,346.605525,363.0512,355.569075
,346.664925,363.203775,355.822575
,346.708075,363.34375,355.9893
,346.816675,363.407325,355.9951
,346.86155,363.456925,356.000775
,346.920025,363.4965,356.242525
,347.078675,363.567275,356.6203
,347.222325,363.72745,356.67555
,347.268025,363.8256,356.780675
,347.3324,363.9722,356.854825
,347.443275,364.18615,356.91645
,347.5044,364.306175,357.047
,347.585525,364.4322,357.11995
,347.661775,364.45635,357.1812
,347.705325,364.513275,357.278275
,347.827375,364.590225,357.3075
,348.064775,364.648625,357.345375
,348.44965,364.767025,357.435875
,348.55055,364.8279,357.43815
,348.595375,364.990675,357.769675
,348.69115,365.271275,357.83785
,348.8305,365.3423,358.036825
,349.00325,365.413675,358.0937
,349.051325,365.456575,358.242275
,349.087525,365.4926,358.39535
,349.2716,365.538,358.756175
,349.424625,365.59775,358.9115
,349.4547,365.66175,359.247175
,349.6965,365.755125,359.272375
,349.8951,365.8394,359.2992
,349.955675,365.948575,359.33425
,350.130425,366.340125,359.385475
,350.173575,366.367,359.4362
,350.291525,366.454625,359.545
,350.346425,366.57115,359.7375
,350.5034,366.7907,359.814075
,350.580875,367.461925,359.85615
,350.6893,367.8901,359.955
,350.82295,368.326575,360.0111
,350.99125,368.42985,360.10265
,351.123,368.828575,360.154175
,351.150675,368.885575,360.205425
,351.179675,369.14675,360.2745
,351.212175,369.1872,360.309575
,351.464925,369.219375,360.32335
,351.631675,369.249925,360.409675
,351.751125,369.276825,360.44595
,351.803075,369.52315,360.5854
,351.8704,369.589975,360.662075
,351.942475,369.63445,360.759425
,352.019725,369.655,360.76755
,352.2285,369.675525,360.843525
,352.2763,369.7064,360.92785
,352.408475,369.75015,360.9537
,352.472025,369.97145,360.995575
,352.65915,370.042275,361.033925
,352.71405,370.0687,361.04195
,352.7463,370.28385,361.124575
,352.813375,370.331275,361.182475
,352.857575,370.353425,361.19365
,352.923425,370.40385,361.243775
,352.9605,370.71855,361.3201
,353.0657,370.777275,361.3262
,353.138475,370.812825,361.370575
,353.1852,370.867175,361.4455
,353.35105,371.1679,361.4478
,353.3931,371.240625,361.4769
,353.510725,371.28445,361.511525
,353.566175,371.325075,361.564375
,353.791375,371.45595,361.6658
,353.846,371.5976,361.730625
,354.072175,372.0876,361.77375
,354.205575,372.441825,361.81655
,354.35465,372.66325,361.83865
,354.412175,372.705225,361.862925
,354.5621,372.941325,361.8847
,354.63085,373.069375,361.9146
,354.69565,373.22745,361.937825
,355.11915,373.322,361.96365
,355.24455,373.37125,362.044025
,355.44075,373.543175,362.11425
,355.507275,373.6626,362.1612
,355.5691,373.80905,362.23115
,355.7791,373.81755,362.28455
,355.9444,374.11605,362.397125
,355.9893,374.163375,362.464925
,356.186625,374.309275,362.4947
,356.242525,374.451575,362.5286
,356.39055,374.97685,362.57665
,356.535375,375.055425,362.596375
,356.6203,375.390575,362.602125
,356.6756,375.425825,362.61845
,356.73785,375.636475,362.668725
,356.85485,375.685875,362.7687
,356.9165,375.778125,362.7955
,357.181225,375.848025,362.833675
,357.2438,375.9459,362.86635
,357.278275,376.074975,362.879775
,357.4416,376.3162,362.9267
,357.71065,376.42915,362.970925
,358.0368,376.584825,363.03985
,358.0937,376.612725,363.1932
,358.16455,376.685475,363.284575
,358.242275,376.7681,363.33995
,358.612925,376.946825,363.40615
,358.911525,377.103325,363.534475
,358.966225,377.242025,363.685375
,359.299175,377.519025,363.697375
,359.385475,377.537225,363.75535
,359.436225,377.56635,363.864075
,359.68175,377.72035,363.981
,359.737525,377.934825,364.027325
,359.776125,378.169575,364.1419
,359.9025,378.428125,364.18925
,359.954975,378.66945,364.282875
,360.0111,378.91135,364.33265
,360.060625,378.91475,364.398775
,360.102675,379.14425,364.4281
,360.27455,379.16965,364.47735
,360.3731,379.605475,364.697825
,360.409725,379.9272,364.7793
,360.66205,380.280225,365.0588
,360.927875,380.2832,365.11255
,361.041975,380.285975,365.2437
,361.078325,380.304625,365.336825
,361.124575,380.305725,365.3522
,361.24375,380.4147,365.4754
,361.297925,380.429075,365.876825
,361.3694,380.6458,365.996675
,361.476925,380.654925,366.12905
,361.5644,380.70305,366.1892
,361.63145,380.76,366.2654
,361.66585,380.79675,366.31865
,361.7306,380.874525,366.35075
,361.81655,381.0055,366.376825
,361.8387,381.084825,366.406175
,361.99735,381.08995,366.4582
,362.08105,381.356675,366.5245
,362.114275,381.50415,366.660525
,362.138875,381.616425,366.70685
,362.23115,381.6849,366.75105
,362.257925,381.866625,366.800675
,362.284575,381.9194,366.959675
,362.464975,381.95965,367.049825
,362.4947,382.0057,367.116175
,362.5457,382.0715,367.17915
,362.576675,382.100125,367.31105
,362.596375,382.236825,367.43075
,362.7272,382.32065,367.982875
,362.83375,382.513025,368.0888
,362.9267,382.553225,368.1688
,362.9709,382.6523,368.290925
,362.99975,382.75025,368.356375
,363.039875,382.9255,368.444725
,363.14035,383.013775,368.487675
,363.160725,383.123,368.55305
,363.1932,383.180025,368.6235
,363.33995,383.19425,368.68805
,363.4724,383.2136,369.098
,363.5345,383.308525,369.162
,363.981,383.395825,369.3566
,364.02735,383.412375,369.457775
,364.141925,383.448325,369.586375
,364.189275,383.5141,369.750225
,364.28285,383.525175,369.8254
,364.33265,383.64915,369.941175
,364.428125,383.70515,370.004825
,364.44735,383.841825,370.064375
,364.5468,384.12715,370.129125
,364.58715,384.196925,370.3389
,364.697875,384.43735,370.443425
,364.9451,384.718,370.511925
,365.352225,384.880375,370.714875
,365.408125,384.98015,370.843175
,365.4754,384.98955,370.942025
,365.6569,385.016575,371.0097
,365.682775,385.034225,371.071
,365.876825,385.09835,371.142975
,366.189175,385.1824,371.455975
,366.350725,385.29915,371.5839
,366.52455,385.378375,371.6351
,366.59805,385.390775,371.753975
,366.66055,385.46055,371.8674
,366.95965,385.55155,371.9174
,367.049875,385.63725,372.0433
,367.238875,385.66065,372.0941
,367.311125,385.687675,372.220975
,367.5465,385.761825,372.2584
,367.7057,385.816675,372.30795
,367.883475,386.050675,372.4051
,367.98285,386.129375,372.57055
,368.168825,386.334325,372.628825
,368.242525,386.586625,372.732725
,368.290925,386.744375,372.888575
,368.356375,386.77415,372.910325
,368.409525,387.171225,372.946725
,368.444725,387.6797,373.1085
,368.487625,388.499475,373.263275
,368.553075,388.50275,373.396475
,368.68805,388.518675,373.4396
,368.732425,389.878825,373.518775
,369.162,389.906075,373.630375
,369.35665,389.938575,373.773975
,369.5271,390.2448,373.968
,369.586375,390.42525,374.06395
,369.75025,390.4398,374.13805
,369.825425,390.565475,374.204625
,370.004825,390.81305,374.25585
,370.214875,390.8399,374.415775
,370.511925,390.946875,374.619025
,370.84315,391.0328,374.95735
,370.897425,391.194575,375.15705
,370.942025,391.269075,375.198175
,371.009675,391.39895,375.245075
,371.071025,391.461075,375.305525
,371.302575,391.53875,375.363425
,371.456,391.5588,375.737375
,371.583925,391.563825,375.806675
,371.6351,391.698725,375.910525
,371.75405,392.003825,376.03735
,372.0433,392.077075,376.239
,372.220975,392.107575,376.3086
,372.258425,392.125225,376.37295
,372.348475,392.4424,376.70935
,372.4051,392.468675,376.767
,372.628825,392.505525,376.819575
,372.73275,392.6082,376.974225
,372.868125,392.822275,376.981825
,372.946725,392.8791,377.07425
,373.1085,393.002575,377.23905
,373.16805,393.1443,377.28265
,373.263275,393.584075,377.39685
,373.34645,393.928775,377.52135
,373.3965,394.258625,377.568
,373.518825,394.328525,377.763925
,373.58335,394.772575,377.89625
,373.6304,395.15385,377.930125
,373.774,395.2028,377.994475
,373.8783,395.2518,378.062525
,373.968025,395.468225,378.32025
,374.138,395.6221,378.48125
,374.255875,395.648375,378.525475
,374.619025,395.8943,378.576
,374.876525,396.265875,378.836375
,374.957325,396.33875,378.888
,374.999175,396.396,378.936475
,375.096275,396.43715,379.009175
,375.15705,396.7017,379.141275
,375.42055,397.767625,379.215375
,375.6134,397.819675,379.273275
,375.7374,397.90135,379.35095
,375.806675,398.0444,379.407375
,375.858325,398.422125,379.467175
,376.0374,398.54645,379.61695
,376.10025,398.67035,379.68295
,376.660075,398.748225,379.758575
,376.70935,398.9524,379.89545
,376.767,398.960375,379.96335
,376.98185,399.074825,380.09355
,377.074275,399.307,380.3525
,377.183775,399.318,380.35705
,377.239075,399.422775,380.408875
,377.282675,399.492625,380.47295
,377.3001,399.546025,380.55395
,377.349025,399.69865,380.62155
,377.459325,399.75755,380.789175
,377.568,399.7845,380.8517
,377.6075,399.852225,380.9799
,377.763925,399.9866,381.2937
,377.908725,400.0708,381.3615
,378.12005,400.102425,381.4264
,378.32025,400.231175,381.548975
,378.481275,400.276225,381.63965
,378.6803,400.37805,381.73205
,379.009175,400.487175,381.7977
,379.1413,400.513575,381.859125
,379.17635,400.51625,381.9273
,379.4074,400.615525,382.03135
,379.616925,400.671575,382.20905
,379.68295,400.696675,382.253725
,379.8381,400.866925,382.430875
,380.09355,401.017775,382.546175
,380.287725,401.0762,382.676725
,380.322775,401.098175,382.813875
,380.408875,401.179075,382.895275
,380.6216,401.2171,382.9363
,380.979975,401.37405,382.996275
,381.293725,401.45255,383.242425
,381.361575,401.466325,383.3372
,381.484025,401.537925,383.359225
,381.548975,401.557975,383.426
,381.639675,401.6463,383.60425
,381.678925,401.732675,383.65435
,381.7977,401.854675,383.707575
,381.97275,401.9214,383.762575
,382.031325,402.001175,383.962725
,382.151425,402.14455,384.03175
,382.209,402.28995,384.230975
,382.253775,402.521525,384.241075
,382.294,402.6507,384.440375
,382.493325,402.76555,384.506375
,382.5462,402.8088,384.575025
,382.936325,402.890725,384.6523
,383.047575,403.181275,384.859
,383.168225,403.322575,384.971175
,383.22565,403.375825,385.1002
,383.33725,403.5233,385.1434
,383.411325,403.594625,385.173625
,383.46285,403.78355,385.214725
,383.504475,404.134075,385.277075
,383.65445,404.3153,385.29565
,383.707575,404.605775,385.321375
,383.762575,404.6325,385.427
,383.803175,404.776575,385.46615
,383.96275,404.81995,385.5063
,384.081325,404.845975,385.5415
,384.189075,404.873525,385.60055
,384.28525,404.961725,385.63035
,384.351925,405.0515,385.666425
,384.506375,405.13755,385.809825
,384.575025,405.256325,385.872225
,384.65235,405.395025,385.9799
,384.971175,405.589125,386.068775
,385.0658,405.6077,386.122225
,385.143425,405.660925,386.1625
,385.2771,405.67945,386.20715
,385.321375,405.769275,386.32995
,385.389925,405.80495,386.3939
,385.466175,405.829925,386.435725
,385.541575,405.867225,386.478175
,385.60055,405.949275,386.607025
,385.630375,406.024425,386.68465
,385.66645,406.16335,386.74635
,385.691975,406.24235,386.79445
,385.9277,406.301175,386.88505
,385.979925,406.33495,386.933975
,386.01905,406.515425,386.99965
,386.4357,406.684725,387.244
,386.47815,406.787875,387.29225
,386.547325,406.819225,387.42705
,386.684675,406.994025,387.543325
,386.746375,407.062175,387.6965
,386.79445,407.138325,387.746525
,387.14155,407.72305,387.836525
,387.292275,407.7931,387.9039
,387.427075,407.8096,388.271075
,387.479625,407.92245,388.41005
,387.5433,407.949875,388.482225
,387.83655,407.993425,388.622175
,387.903925,408.040325,388.74935
,388.191875,408.1528,388.825975
,388.271075,408.281625,388.903425
,388.341525,408.287175,389.027225
,388.410075,408.306175,389.1726
,388.749375,408.336175,389.395675
,389.027225,408.349225,389.492675
,389.0438,408.39415,389.55165
,389.3107,408.491475,389.567775
,389.395675,408.581975,389.60255
,389.4927,408.629725,389.651575
,389.5517,408.686375,389.747575
,389.913775,408.7414,389.801575
,389.98825,408.8331,389.9138
,390.144975,408.972475,390.14495
,390.19225,409.169325,390.19225
,390.3335,409.178925,390.4012
,390.401225,409.2416,390.45235
,390.448925,409.3467,390.5119
,390.6267,409.392825,390.626675
,390.691175,409.478975,390.6912
,390.9378,409.501425,390.80925
,390.9906,409.5954,390.935
,391.062575,409.6422,390.937775
,391.1321,409.657825,391.07065
,391.384325,409.6809,391.076225
,391.5041,409.695375,391.132025
,391.55465,409.719275,391.2112
,391.6465,409.775575,391.262225
,391.697175,409.8213,391.334575
,391.878675,409.888825,391.384325
,391.936375,409.980075,391.392525
,392.269525,410.086525,391.45145
,392.3424,410.25145,391.554625
,392.397775,410.52115,391.610425
,392.778475,410.677275,391.6465
,392.83895,410.9974,391.767075
,392.891725,411.056425,391.7975
,392.960425,411.29445,391.93635
,393.0882,411.303375,392.06715
,393.215275,411.31125,392.123025
,393.53155,411.3189,392.269525
,394.097975,411.335825,392.3424
,394.2614,411.351375,392.556325
,394.99765,411.367475,392.604825
,395.1876,411.519625,392.642575
,395.51125,411.63745,392.71945
,395.8526,411.7002,392.838925
,395.9018,411.725575,392.8917
,395.9674,411.750425,392.9604
,396.013775,411.793275,393.08815
,396.0773,411.813975,393.21525
,396.640725,411.87345,393.475975
,396.759525,411.876225,393.531525
,396.881725,411.95,393.75735
,397.00615,411.967525,393.96445
,397.065325,412.0354,394.097975
,397.303075,412.059325,394.371225
,397.3799,412.116625,394.537075
,397.44905,412.1432,394.582025
,397.519075,412.18615,394.85465
,397.5662,412.253525,394.946975
,397.758025,412.424,395.12755
,397.8135,412.709275,395.187625
,397.879275,412.739275,395.36685
,397.9177,412.788575,395.43895
,397.989075,412.807325,395.57845
,398.037775,412.825475,395.7056
,398.130525,412.837,395.901775
,398.1838,412.960725,395.9674
,398.23155,412.9777,396.01375
,398.354125,413.074425,396.0754
,398.440625,413.164,396.077275
,398.57125,413.183475,396.13705
,398.5889,413.208925,396.190825
,398.86575,413.25945,396.368
,398.89175,413.286375,396.398875
,398.9868,413.342675,396.496925
,398.991175,413.421425,396.548
,399.167525,413.5487,396.640725
,399.192475,413.7105,396.759525
,399.241775,413.780675,396.805875
,399.276025,413.84555,396.9508
,399.337875,413.871475,396.985175
,399.437475,413.9222,397.006175
,399.5341,413.972475,397.065325
,399.553075,413.993175,397.148225
,399.659325,414.0069,397.21195
,399.758525,414.02285,397.449025
,399.798025,414.051525,397.5191
,399.814525,414.069775,397.566175
,399.840125,414.086625,397.7044
,399.853425,414.232725,397.813475
,399.8745,414.25415,397.821375
,399.90185,414.296,397.917625
,399.933125,414.365875,398.03775
,399.97285,414.394025,398.18375
,400.145625,414.418875,398.298175
,400.23665,414.420225,398.3541
,400.558,414.43915,398.4406
,400.637775,414.45795,398.52165
,400.858125,414.48255,398.588925
,400.89265,414.7097,398.662725
,400.934825,414.79795,398.865725
,400.9917,414.8271,398.8917
,401.05065,414.9647,398.986725
,401.1876,415.128575,399.063275
,401.25425,415.19875,399.1374
,401.34485,415.561825,399.2418
,401.399625,415.58645,399.276
,401.47425,415.602775,399.337925
,401.5243,415.708275,399.382275
,401.537525,415.81865,399.55305
,401.6128,415.893175,399.659325
,401.84185,415.9116,399.73475
,401.974625,415.989175,399.7585
,402.388225,415.993125,399.814475
,402.418375,416.02595,399.840075
,402.4479,416.120575,399.85335
,402.476425,416.1741,399.874475
,402.58,416.2239,399.9331
,402.612725,416.280225,399.94725
,402.662725,416.37295,400.105775
,402.842775,416.374625,400.1091
,402.977225,416.415575,400.14565
,403.06565,416.446025,400.1643
,403.17565,416.57335,400.236625
,403.2483,416.6076,400.296425
,403.3126,416.676025,400.359325
,403.4653,416.751725,400.5341
,403.499825,416.80225,400.539875
,403.64665,416.84755,400.702275
,403.7403,416.912275,400.73225
,403.792675,416.944175,400.757175
,403.92085,416.988325,400.892625
,404.0556,417.0561,400.93485
,404.1761,417.1284,400.953175
,404.38235,417.13095,400.956
,404.40315,417.205975,400.9917
,404.452425,417.2696,401.007025
,404.625375,417.501525,401.0304
,404.65015,417.62985,401.2542
,404.72565,417.773475,401.278275
,404.96365,417.81865,401.31355
,405.040075,418.01495,401.3996
,405.181125,418.1278,401.42925
