SPK_SPKC02a,SPK_SPKC05a,SPK_SPKC06a,SPK_SPKC08a,SPK_SPKC08b,SPK_SPKC13a
344.42595,344.389175,342.529725,338.7476,380.059625,396.77205
344.4316,344.392725,342.564875,338.794625,380.3248,396.814375
344.43705,344.40075,342.587825,339.090825,380.600775,396.8636
344.457475,344.40805,342.614775,339.217475,380.89065,396.94525
344.4771,344.413225,342.68135,339.324725,380.934975,397.02945
344.49535,344.4262,342.6911,339.3921,380.944975,397.075075
344.5075,344.433525,342.733325,339.404925,380.9508,397.1436
344.5138,344.452475,342.744475,339.458625,380.955325,397.1909
344.52355,344.465575,342.76485,339.4977,380.96345,397.3192
344.52955,344.48545,342.785675,339.509225,380.973525,397.3983
344.536825,344.500725,342.838075,339.554075,381.400275,397.472975
344.5463,344.522325,342.877375,339.575375,381.6036,397.5378
344.5746,344.539575,342.883625,339.620425,381.6087,397.578475
344.5986,344.5587,342.8934,340.22765,381.61325,397.64275
344.607825,344.585425,342.909125,340.23625,381.61995,397.709
344.636475,344.599875,342.918575,340.575925,381.62545,397.778
344.65205,344.6111,342.92825,340.63625,381.63485,397.8091
344.66595,344.62165,342.934725,340.705025,381.645775,397.920825
344.6766,344.636475,342.95395,340.722075,381.6622,397.9367
344.695375,344.651475,342.96805,341.0149,381.66825,397.991425
344.71665,344.6709,343.015625,341.02645,381.683075,398.051225
344.72545,344.685625,343.04005,341.057725,381.692275,398.05485
344.731675,344.708625,343.0643,341.127675,381.717775,398.13675
344.73725,344.7209,343.092,341.36285,381.726875,398.245025
344.7458,344.7439,343.1163,341.3754,381.831225,398.3104
344.754425,344.75805,343.16095,341.42295,381.856075,398.3601
344.762,344.7829,343.19115,341.445425,381.95965,398.39605
344.768325,344.790975,343.214125,341.4579,381.96815,398.456075
344.776475,344.7994,343.248225,341.504225,382.0135,398.519625
344.7861,344.81385,343.301325,341.539825,382.0328,398.575025
344.7968,344.827525,343.352775,341.57595,382.08905,398.615825
344.806475,344.8401,343.388225,341.657975,382.099775,398.66005
344.82015,344.86155,343.4096,341.675125,382.110075,398.73055
344.831875,344.875525,343.4325,341.823825,382.11965,398.780525
344.8411,344.8916,343.47375,341.877075,382.156725,398.833325
344.861225,344.91165,343.5421,342.0213,382.298325,398.867475
344.879975,344.926975,343.611025,342.0596,382.34135,398.949075
344.88925,344.9392,343.683425,342.30525,382.537175,398.972325
344.911,344.961675,343.726525,342.3378,382.6924,399.060325
344.934525,344.977325,343.7504,342.461025,383.0396,399.1118
344.953875,345.02365,343.776125,342.562125,383.3886,399.1871
344.96585,345.052625,343.81175,342.633325,383.4469,399.2556
344.976975,345.074175,343.850525,342.69325,384.861825,399.282675
344.987325,345.093525,343.888225,342.713075,385.38615,399.300975
345.012525,345.1117,343.918975,342.730925,385.576525,399.32615
345.0146,345.1299,343.952125,342.7415,385.816425,399.36035
345.023825,345.15195,343.991575,342.75645,386.13815,399.402875
345.044275,345.168975,344.01175,342.76795,386.1741,399.465875
345.05705,345.1953,344.062425,342.7883,386.21505,399.472175
345.0848,345.222175,344.086775,342.8116,386.229275,399.49665
345.097625,345.253575,344.098125,342.863125,386.25205,399.541
345.11,345.280575,344.144275,342.9614,386.284025,399.564425
345.1165,345.308775,344.165725,342.97,386.2972,399.5785
345.13395,345.3346,344.197325,343.052825,386.41505,399.593075
345.1417,345.351325,344.22475,343.1505,386.5046,399.606225
345.153175,345.383275,344.259275,343.172325,386.68975,399.6168
345.183675,345.406825,344.2847,343.18185,386.691075,399.6566
345.20635,345.4298,344.310025,343.201725,386.700475,399.7568
345.228975,345.456225,344.337625,343.44185,386.70575,399.793675
345.258075,345.4929,344.35475,343.53435,386.718275,399.80695
345.283125,345.53215,344.363825,343.553,386.7257,399.8632
345.3196,345.560975,344.370025,343.7176,386.73115,399.877425
345.34045,345.58575,344.383125,343.769,386.806375,399.891775
345.355525,345.60935,344.3892,343.80735,386.8277,399.907225
345.37915,345.62405,344.39645,343.8511,386.857725,399.928475
345.42395,345.648,344.403075,343.880175,386.8973,399.94615
345.437975,345.68045,344.408525,343.9327,386.90945,400.047725
345.460175,345.700525,344.41965,343.969,386.91825,400.0882
345.4824,345.72965,344.428175,344.000125,386.939125,400.1216
345.49395,345.779875,344.4335,344.0176,386.946,400.13755
345.51725,345.8296,344.4418,344.038425,386.955125,400.1532
345.53475,345.87035,344.454575,344.07305,387.2324,400.192025
345.601325,345.9218,344.46305,344.09015,387.6364,400.2369
345.62335,345.968925,344.47055,344.10595,387.977625,400.266475
345.652325,346.048575,344.489825,344.136775,388.0167,400.3104
345.6905,346.06545,344.4967,344.16455,388.413775,400.337025
345.765,346.0749,344.50875,344.1816,388.687825,400.400975
345.82155,346.08415,344.5205,344.225075,388.70415,400.4278
345.8518,346.093375,344.528,344.292825,389.085775,400.439425
345.931025,346.10265,344.5511,344.324575,389.354275,400.509375
345.965725,346.117275,344.568175,344.361325,389.600975,400.556025
346.02855,346.155275,344.5811,344.373675,390.4557,400.576575
346.0521,346.1821,344.5944,344.381,391.024,400.6944
346.062775,346.206575,344.610725,344.39175,391.08,400.764975
346.0773,346.243975,344.6464,344.398475,391.319625,400.804225
346.090575,346.28995,344.659525,344.42985,391.367975,400.8285
346.0985,346.35655,344.675225,344.4467,391.6652,400.87495
346.10925,346.398725,344.68995,344.45695,391.67625,400.900425
346.121625,346.4565,344.699225,344.4622,391.684375,400.923875
346.132625,346.484875,344.70985,344.522325,391.7105,400.96725
346.1576,346.51135,344.71875,344.529675,391.71475,401.054875
346.206875,346.530375,344.727025,344.5568,391.7318,401.1001
346.245625,346.559275,344.742575,344.565325,391.746675,401.12085
346.289475,346.613,344.748325,344.631925,391.7685,401.15695
346.321625,346.677475,344.753475,344.69255,391.81885,401.1613
346.3786,346.722025,344.760975,344.747275,391.88575,401.21115
346.4474,346.781225,344.766975,344.75295,391.898275,401.24935
346.4661,346.822075,344.7792,344.82065,391.9394,401.298325
346.477025,346.850175,344.8303,344.8765,391.95115,401.348525
346.49095,346.86945,344.836475,344.904575,392.001575,401.400025
346.506975,346.890275,344.86485,344.9165,392.0116,401.460575
346.528025,346.920775,344.88135,344.94505,392.3965,401.5142
346.562725,346.965125,344.895725,344.970675,392.39815,401.582775
346.59445,347.039525,344.916675,345.068025,392.500775,401.599475
346.6386,347.0738,344.9367,345.1734,392.530225,401.616525
346.705775,347.12785,344.957575,345.1834,392.536175,401.6366
346.734625,347.165625,344.968675,345.188475,393.41385,401.655625
346.77505,347.19475,345.01305,345.21035,394.544175,401.685475
346.797225,347.228625,345.030725,345.216675,394.550525,401.744425
346.81155,347.269375,345.057825,345.251725,394.613525,401.7678
346.822425,347.30555,345.071675,345.270425,394.667125,401.802575
346.8302,347.3475,345.1049,345.33445,394.729425,401.846925
346.837275,347.399325,345.112875,345.50545,394.754375,402
346.848025,347.4952,345.14115,345.56085,394.76,402.070025
346.867,347.536775,345.164325,345.568325,394.76415,402.089975
346.880425,347.569475,345.1677,345.593025,394.79325,402.113225
346.909,347.58905,345.190375,345.6198,394.799625,402.119975
346.944375,347.61035,345.213575,345.64895,394.821175,402.1339
346.97825,347.6381,345.24235,345.66175,394.852675,402.165675
347.014575,347.693475,345.27255,345.684325,394.8619,402.201525
347.091725,347.7236,345.297725,345.709075,394.87785,402.23655
347.1469,347.76635,345.35,345.7299,394.896525,402.2714
347.158075,347.79555,345.359275,345.775025,394.904625,402.2893
347.169625,347.817025,345.374575,345.815075,394.9406,402.35225
347.188775,347.836625,345.415225,345.898775,394.96045,402.3894
347.204925,347.85465,345.443175,345.9308,394.97045,402.40645
347.2482,347.8687,345.463075,345.951975,395.011625,402.41475
347.317825,347.8864,345.482075,345.99805,395.0294,402.499275
347.350925,347.90355,345.502825,346.0223,395.03285,402.508075
347.36715,347.91785,345.524125,346.0419,395.04515,402.532025
347.391325,347.94495,345.544475,346.0646,395.070875,402.57275
347.43275,347.96265,345.57925,346.109375,395.082925,402.616
347.47765,347.98585,345.593425,346.1402,395.097325,402.723
347.543025,348.0186,345.611225,346.17335,395.104925,402.7664
347.549875,348.0483,345.6592,346.23,395.11215,402.84705
347.563125,348.086575,345.68535,346.2679,395.11915,402.880625
347.577575,348.1058,345.70955,346.3122,395.13185,402.926825
347.593975,348.129175,345.736075,346.362125,395.1396,403.1558
347.62035,348.1637,345.76485,346.4174,395.150425,403.20985
347.64155,348.18475,345.79085,346.45215,395.197975,403.3837
347.69755,348.222175,345.815825,346.5113,395.2601,403.41045
347.77635,348.266575,345.85445,346.54905,395.302575,403.425575
347.791475,348.290925,345.91115,346.576625,395.324575,403.440575
347.8059,348.324925,345.933825,346.6149,395.3415,403.4626
347.824725,348.36425,345.953075,346.635125,395.36105,403.496025
347.84575,348.40615,345.983075,346.66975,395.377425,403.519375
347.8681,348.4508,346.00545,346.692525,395.381975,403.5537
347.883525,348.5052,346.032225,346.743725,395.38645,403.585225
347.901175,348.543675,346.05975,346.75795,395.39525,403.6106
347.9215,348.59825,346.068975,346.78235,395.4776,403.64135
347.9569,348.65605,346.081,346.79535,395.518475,403.72815
347.989375,348.720475,346.089675,346.819275,395.587625,403.7654
348.01125,348.749425,346.09965,346.8309,395.60995,403.845025
348.0474,348.79415,346.114775,346.8411,395.614925,403.876375
348.101025,348.82725,346.127025,346.854375,395.61905,403.91515
348.1072,348.8573,346.137475,346.890075,395.624375,403.956225
348.1267,348.871075,346.1483,346.9244,395.63355,404.014075
348.141075,348.906375,346.201175,346.979175,395.63995,404.056925
348.17615,348.93875,346.2478,347.016625,395.655425,404.09415
348.210725,349.0021,346.290175,347.04645,395.665725,404.117975
348.250775,349.027675,346.3193,347.07765,395.6754,404.161925
348.320775,349.084075,346.351375,347.10575,395.69525,404.179625
348.377575,349.12725,346.3846,347.15165,395.7121,404.21645
348.411,349.228425,346.417,347.187075,395.756,404.285175
348.482575,349.2713,346.436375,347.225875,395.80035,404.3387
348.5294,349.311925,346.4469,347.24475,395.908825,404.387175
348.555425,349.3442,346.46085,347.28605,395.92555,404.428475
348.6011,349.3926,346.471175,347.3255,396.025925,404.5165
348.6434,349.44905,346.480825,347.367775,396.244875,404.738225
348.70125,349.490575,346.488125,347.390925,396.32005,404.78375
348.7275,349.5183,346.499575,347.415025,396.4004,404.83265
348.788025,349.540425,346.50995,347.4627,398.1522,404.8415
348.825375,349.5732,346.524675,347.51925,398.93955,404.863725
348.835725,349.6196,346.53655,347.5527,399.237125,404.898825
348.857575,349.67385,346.5553,347.557675,399.253575,404.933275
348.877975,349.723675,346.5682,347.564775,399.279125,404.961975
348.899575,349.78005,346.59485,347.5722,399.495225,405.007375
348.92695,349.86085,346.632325,347.58025,399.53765,405.07765
348.9811,349.9541,346.67595,347.5945,399.562975,405.1299
349.038825,349.986725,346.7008,347.605,399.566225,405.18005
349.05095,350.0091,346.7251,347.615425,399.576375,405.218025
349.072025,350.0343,346.75435,347.6268,399.5846,405.2683
349.075025,350.062725,346.777225,347.6342,399.613825,405.34605
349.0826,350.10965,346.788425,347.6441,399.7225,405.39845
349.107175,350.1552,346.800775,347.6669,399.762025,405.43975
349.150325,350.1914,346.810375,347.703,399.78265,405.457375
349.1929,350.2359,346.831,347.78225,399.800675,405.4759
349.2061,350.291825,346.84495,347.8025,399.81075,405.508325
349.22945,350.347625,346.8591,347.8155,399.8173,405.52255
349.253925,350.40475,346.86595,347.82655,399.857475,405.5248
349.3018,350.438,346.884075,347.836275,399.86285,405.559
349.333375,350.49305,346.892875,347.84635,399.8678,405.5934
349.369325,350.545175,346.90365,347.86685,399.95515,405.616675
349.452725,350.598425,346.9355,347.898125,399.9893,405.64025
349.4794,350.65435,346.952475,347.92085,400.0036,405.678325
349.505975,350.697875,346.983775,347.945675,400.040975,405.699475
349.5256,350.7415,346.998025,347.974725,400.0737,405.73735
349.546275,350.78035,347.0207,347.993375,400.102,405.76795
349.566925,350.830425,347.057975,348.005225,400.132275,405.83425
349.597,350.87065,347.070875,348.028975,400.2332,405.837
349.62005,350.902575,347.09645,348.05175,400.28125,405.88825
349.637575,350.92045,347.1167,348.0735,400.298825,405.938025
349.678275,350.93415,347.130925,348.097275,400.373125,405.983
349.721375,350.95185,347.14305,348.11825,400.4473,406.040925
349.753325,350.969575,347.154,348.16105,401.145875,406.04635
349.7702,350.9869,347.173525,348.18535,401.7977,406.07845
349.7819,351.017225,347.1854,348.2099,402.082325,406.09345
349.820725,351.03355,347.20115,348.234,402.168375,406.107675
349.927075,351.050775,347.21695,348.25395,402.534475,406.130875
349.9451,351.095525,347.237625,348.268175,402.55095,406.138475
349.9639,351.12055,347.26355,348.302575,403.21555,406.1687
350.00385,351.13105,347.29205,348.336075,403.54155,406.247
350.0333,351.1458,347.334025,348.3725,403.5493,406.289075
350.06305,351.16715,347.362825,348.39385,403.572275,406.298875
350.095725,351.18295,347.378975,348.441625,403.585475,406.35445
350.136975,351.199075,347.40425,348.468375,403.60535,406.405125
350.16265,351.20805,347.42655,348.510225,403.648375,406.416125
350.189075,351.233775,347.44675,348.56165,404.254775,406.456975
350.214725,351.280875,347.470375,348.611975,404.409125,406.482825
350.244675,351.31895,347.48835,348.65895,404.54385,406.550875
350.3095,351.37685,347.504425,348.680975,404.90335,406.6405
350.33975,351.394775,347.520675,348.712075,405.24805,406.687975
350.3587,351.4094,347.5322,348.7427,405.2743,406.735675
350.3965,351.431675,347.5523,348.772225,405.329275,406.779875
350.42945,351.45195,347.559725,348.80665,405.4696,406.7995
350.468225,351.471675,347.5747,348.8205,405.52765,406.82305
350.566575,351.496375,347.588575,348.8475,405.54735,406.878675
350.6,351.51845,347.6084,348.868625,405.5559,406.95025
350.6245,351.533025,347.61715,348.88865,405.5703,406.9973
350.658275,351.54915,347.628225,348.9132,405.597875,407.0251
350.688475,351.5702,347.63595,348.925525,405.7691,407.053925
350.715925,351.594825,347.647975,348.9401,405.930625,407.159
350.74375,351.611925,347.66875,348.953125,406.117425,407.221325
350.77155,351.637325,347.688625,349.044975,406.17925,407.2909
350.875075,351.66295,347.707325,349.0641,406.1853,407.331
350.902275,351.699325,347.719975,349.091975,406.518175,407.4029
350.954725,351.7399,347.747875,349.105475,406.538025,407.438
350.975975,351.790075,347.7803,349.1209,406.779675,407.454575
350.99785,351.829825,347.79755,349.147825,406.904225,407.48145
351.0217,351.8861,347.8101,349.17015,406.9292,407.5043
351.0383,351.9035,347.821375,349.18765,406.97465,407.532875
351.064425,351.92435,347.842625,349.21035,407.3504,407.553975
351.083275,351.967375,347.86005,349.23995,407.356925,407.578075
351.104325,352.007825,347.867975,349.255975,407.365525,407.6078
351.142725,352.040825,347.875775,349.273775,407.367725,407.610325
351.161475,352.091575,347.88925,349.3067,407.375825,407.645675
351.179725,352.12555,347.9015,349.344675,407.37865,407.6962
351.200125,352.162775,347.909525,349.36895,407.385975,407.748725
351.20635,352.1921,347.9301,349.391675,407.53325,407.830375
351.217575,352.22435,347.960875,349.4506,407.5424,407.876225
351.248,352.25175,347.9799,349.4778,407.561125,407.923425
351.313525,352.2948,347.996825,349.490525,407.626425,407.97115
351.35105,352.319725,348.022375,349.515775,407.64575,408.0421
351.371025,352.34925,348.03175,349.54005,407.679625,408.092775
351.3882,352.373625,348.0528,349.5546,408.83005,408.131575
351.406375,352.389975,348.06975,349.57595,409.198875,408.324325
351.450025,352.411125,348.085425,349.611975,409.26905,408.379275
351.4719,352.425475,348.10405,349.6304,409.97865,408.433725
351.4889,352.4464,348.1172,349.663225,410.2123,408.471775
351.5078,352.458725,348.130575,349.692675,410.59245,408.5113
351.5207,352.476725,348.149975,349.7245,410.607,408.553775
351.5336,352.495275,348.161225,349.76055,410.62415,408.61485
351.545775,352.517525,348.195825,349.78075,410.742875,408.680225
351.55615,352.549,348.2402,349.79765,410.767825,408.729375
351.568325,352.576825,348.26025,349.82635,410.797625,408.789325
351.6023,352.6024,348.27685,349.84595,410.815825,408.861225
351.635275,352.6248,348.29895,349.876375,410.833525,408.913625
351.66905,352.654425,348.330825,349.8954,410.8402,408.992425
351.7074,352.670725,348.353525,349.910625,410.844625,409.065925
351.7362,352.684925,348.371025,349.92595,410.870075,409.114
351.78405,352.71855,348.4022,349.94205,410.88395,409.156725
351.809125,352.729575,348.419325,349.967225,410.93225,409.194925
351.85195,352.75135,348.435625,349.989175,410.958275,409.2472
351.873325,352.783125,348.467,350.008125,411.168175,409.279025
351.903275,352.80705,348.48075,350.027375,411.253625,409.321975
351.91805,352.83005,348.497625,350.050275,411.275,409.36835
351.946425,352.8562,348.53525,350.0739,411.35305,409.4244
351.963275,352.8751,348.55185,350.1025,411.38815,409.47145
351.9822,352.8864,348.5715,350.1301,411.688375,409.49735
352.00015,352.93175,348.594075,350.1603,411.702425,409.508025
352.009725,352.9559,348.6141,350.182775,411.82265,409.526625
352.017175,352.9898,348.640875,350.204125,411.96895,409.56815
352.025475,353.018825,348.6589,350.242325,412.234575,409.602575
352.0359,353.040425,348.6836,350.276525,412.579125,409.6217
352.050775,353.0604,348.706825,350.2952,412.6515,409.644825
352.06185,353.0712,348.726175,350.316625,413.416,409.711475
352.077375,353.0884,348.7715,350.353625,413.7364,409.755825
352.09465,353.102225,348.815825,350.415775,414.005675,409.7619
352.11635,353.11795,348.847375,350.460575,414.029725,409.7891
352.140875,353.140575,348.86085,350.48615,414.04675,409.805025
352.194825,353.173,348.876425,350.52085,414.1552,409.8107
352.223775,353.206675,348.898375,350.55245,414.286925,409.82945
352.320975,353.25305,348.9225,350.562075,414.4675,409.83445
352.35105,353.2878,348.9456,350.587775,414.51,409.847825
352.36385,353.32245,348.958975,350.608,414.51895,409.863
352.37635,353.338525,348.982975,350.6293,414.5798,409.909075
352.396725,353.354125,349.01445,350.65015,414.62515,409.93475
352.4144,353.36995,349.036625,350.661475,414.65715,409.9662
352.438625,353.3837,349.050875,350.689575,414.72905,410.0212
352.455025,353.394625,349.080875,350.70755,414.769375,410.062025
352.4722,353.4099,349.099675,350.727425,414.917225,410.09345
352.490975,353.427375,349.12435,350.74315,416.713675,410.14205
352.54865,353.454825,349.138025,350.766825,417.0141,410.193575
352.5745,353.486025,349.159175,350.790125,417.314525,410.23285
352.613,353.526,349.172225,350.860725,418.27205,410.291475
352.6588,353.557625,349.192725,350.8705,418.315775,410.377975
352.6742,353.588075,349.21465,350.897725,418.32915,410.447675
352.693275,353.631275,349.2341,350.91,418.337625,410.46635
352.7141,353.680025,349.2492,350.917125,418.361625,410.47535
352.733375,353.712325,349.265625,350.92305,418.446875,410.480525
352.75945,353.732825,349.29335,350.928375,418.617975,410.48715
352.804275,353.740225,349.3091,350.936575,418.736775,410.4931
352.8652,353.752675,349.337925,350.950825,418.756525,410.497225
352.896925,353.763925,349.356925,350.963775,418.761275,410.501025
352.91525,353.772875,349.39885,350.973825,418.786425,410.56055
352.934675,353.7848,349.452775,350.9815,418.801075,410.584575
352.94635,353.794925,349.469325,350.9937,418.807,410.63715
352.981375,353.81295,349.500075,351.004975,418.811525,410.65695
353.00755,353.83185,349.512925,351.010425,418.84705,410.686625
353.03805,353.858575,349.5326,351.03665,418.87315,410.746825
353.05915,353.8825,349.559125,351.067025,418.883275,410.794625
353.071475,353.920775,349.575425,351.090075,418.918525,410.81635
353.1083,353.95825,349.60135,351.109375,418.9369,410.829575
353.134075,353.9864,349.6329,351.13025,418.986025,410.833275
353.18395,354.011325,349.668975,351.149125,419.0312,410.848
353.233925,354.030675,349.692575,351.19345,419.038125,410.866925
353.27565,354.04745,349.705775,351.2079,419.060625,410.871525
353.296725,354.0591,349.727125,351.2191,419.078975,410.955025
353.3248,354.069225,349.755175,351.23385,419.11435,410.969675
353.350875,354.0795,349.775475,351.2496,419.125275,411.0224
353.365725,354.0878,349.78725,351.263725,419.155875,411.067775
353.38135,354.103975,349.8048,351.28615,419.16175,411.0793
353.397975,354.116575,349.841475,351.32595,419.18725,411.093825
353.42375,354.126575,349.87165,351.350325,419.193825,411.131125
353.4453,354.132325,349.905175,351.3773,419.201225,411.218375
353.464325,354.14195,349.930175,351.409325,419.212125,411.238725
353.493275,354.1526,350.002625,351.4204,419.215625,411.268525
353.55405,354.161225,350.0224,351.435525,419.2189,411.2861
353.6891,354.174125,350.05375,351.447125,419.223375,411.347675
353.7175,354.188775,350.073725,351.4581,419.230125,411.3713
353.73815,354.239375,350.093475,351.48925,419.2386,411.45125
353.75485,354.27445,350.116725,351.506875,419.251525,411.504075
353.769175,354.304675,350.142425,351.519725,419.264475,411.53445
353.7828,354.344125,350.175225,351.5308,419.272425,411.561125
353.808675,354.38695,350.19565,351.546375,419.27715,411.5836
353.8444,354.397375,350.217225,351.5582,419.286725,411.61425
353.88555,354.4049,350.234175,351.569125,419.317675,411.6473
353.936925,354.418,350.262375,351.593675,419.324725,411.659525
354.0089,354.432575,350.302525,351.61745,419.3395,411.689525
354.02155,354.4514,350.32765,351.646175,419.348625,411.72995
354.0334,354.46225,350.366925,351.666475,419.358725,411.764175
354.042875,354.47445,350.3973,351.6951,419.415825,411.842225
354.04855,354.499475,350.440675,351.72535,419.4293,411.8974
354.056575,354.535,350.47745,351.7702,419.448775,411.945825
354.061925,354.557175,350.507,351.786425,419.458975,412.055625
354.064975,354.604725,350.542575,351.8206,419.56085,412.15975
354.06845,354.621125,350.579475,351.836975,419.6075,412.223575
354.074975,354.63515,350.60055,351.8541,419.640475,412.27965
354.078875,354.6589,350.63495,351.865975,419.651975,412.395475
354.08205,354.66705,350.68615,351.890825,419.659625,412.5146
354.086825,354.681775,350.703575,351.904225,419.690775,412.59685
354.0908,354.693775,350.713625,351.926225,419.712575,412.604275
354.09275,354.7056,350.727675,351.9455,419.72585,412.65675
354.094925,354.71795,350.75225,351.982275,419.75255,412.709775
354.098,354.74125,350.769275,352.0068,419.7755,412.79515
354.106,354.7553,350.8343,352.022025,419.78385,412.844875
354.109875,354.76695,350.85755,352.039325,419.7974,412.91365
354.112825,354.78295,350.863125,352.052725,419.810825,412.968675
354.11545,354.7991,350.8714,352.07295,419.87655,413.141175
354.119075,354.817175,350.87995,352.085875,419.9319,413.205725
354.12255,354.84435,350.895175,352.12705,419.9543,413.292325
354.127225,354.8662,350.914875,352.1447,419.96215,413.3372
354.131325,354.905825,350.928625,352.1765,419.96965,413.379175
354.13685,355.00085,350.94215,352.21195,420.014575,413.401775
354.1431,355.028425,350.967925,352.259575,420.036575,413.426325
354.151925,355.04215,350.97895,352.3038,420.29095,413.460075
354.16255,355.0436,350.9984,352.331325,420.693375,413.495825
354.174375,355.055075,351.03195,352.3473,421.482175,413.535775
354.19505,355.068775,351.0484,352.37835,424.408725,413.595875
354.28195,355.100525,351.06795,352.394325,424.417775,413.642175
354.3183,355.114825,351.08005,352.4036,424.487575,413.7532
354.339325,355.135775,351.098775,352.416375,424.58325,413.784325
354.353725,355.149675,351.11935,352.43845,424.62615,413.799375
354.373775,355.16955,351.127875,352.4543,424.6589,413.94185
354.382175,355.1927,351.14795,352.477,424.68395,414.011225
354.39665,355.211325,351.1734,352.485225,424.7209,414.030375
354.409,355.2421,351.1908,352.52775,424.81295,414.04065
354.4192,355.2631,351.216075,352.55225,424.829075,414.054225
354.433825,355.274925,351.24215,352.587525,424.83915,414.0558
354.452625,355.285675,351.268025,352.62395,424.911975,414.068125
354.458725,355.2949,351.30115,352.650425,424.969475,414.1004
354.466775,355.303875,351.3555,352.666675,425.73535,414.1106
354.480125,355.3172,351.36735,352.6917,425.7433,414.121325
354.5037,355.3268,351.383575,352.724925,425.7445,414.138625
354.52515,355.33615,351.403025,352.7423,426.074125,414.15185
354.56875,355.344225,351.417175,352.7629,426.36585,414.205975
354.6017,355.3699,351.4437,352.773625,426.520175,414.268125
354.623875,355.3892,351.4569,352.79745,426.524325,414.323925
354.646975,355.4118,351.480475,352.8163,426.535875,414.34685
354.6603,355.44755,351.488675,352.83465,426.547325,414.450675
354.67745,355.472525,351.499225,352.8508,426.595775,414.47505
354.68705,355.49195,351.5096,352.85525,426.60385,414.49295
354.71065,355.5111,351.521575,352.863675,426.6273,414.51125
354.7251,355.524375,351.549125,352.877025,426.6513,414.5392
354.734175,355.5317,351.56135,352.8842,426.667475,414.55675
354.7439,355.539725,351.58195,352.89615,426.674825,414.57735
354.765475,355.55255,351.611675,352.905825,426.680375,414.591375
354.784425,355.559075,351.63135,352.919,426.6856,414.611675
354.8212,355.564725,351.646725,352.9365,426.690225,414.638175
354.84575,355.571125,351.66995,352.960425,426.7036,414.72595
354.873325,355.5767,351.724275,352.987875,426.709275,414.7433
354.926,355.5873,351.751925,353.029725,426.713775,414.77725
354.990575,355.594325,351.776625,353.075875,426.73545,414.807525
355.005575,355.601225,351.818225,353.107075,426.74605,414.853175
355.02275,355.609625,351.831625,353.141,426.767025,414.91855
355.0328,355.6172,351.84605,353.173625,426.778975,414.949225
355.0359,355.6246,351.8748,353.2243,426.787075,414.9789
355.041225,355.63975,351.897675,353.268275,426.9442,415.0708
355.04465,355.65725,351.9092,353.31415,426.971625,415.103275
355.050075,355.66765,351.940825,353.334375,426.9775,415.159725
355.0538,355.675675,351.956025,353.347675,426.98535,415.209775
355.06475,355.688875,351.96915,353.3627,427.005475,415.25375
355.0704,355.709725,351.989175,353.38855,427.0237,415.304075
355.07765,355.72235,352.001925,353.405225,427.03655,415.36785
355.089575,355.73315,352.010675,353.4213,427.0462,415.428775
355.10935,355.743325,352.019375,353.4492,427.072525,415.479875
355.145275,355.748875,352.03075,353.471225,427.07845,415.540725
355.1619,355.7559,352.04325,353.51425,427.081675,415.5879
355.1722,355.76415,352.051025,353.5461,427.088875,415.70025
355.210375,355.771825,352.0688,353.5729,427.09585,415.770275
355.2431,355.7784,352.094925,353.606475,427.10125,415.825125
355.2645,355.785725,352.1096,353.649325,427.171125,415.834625
355.27125,355.794325,352.130125,353.670575,427.185125,415.95355
355.2793,355.801825,352.15025,353.708425,427.221825,416.008275
355.28895,355.8101,352.167,353.741975,427.23075,416.071775
355.295225,355.8167,352.22275,353.764125,427.247075,416.188025
355.3049,355.8222,352.251525,353.78515,427.279425,416.24825
355.3233,355.828225,352.2712,353.8011,427.3076,416.27655
355.3345,355.834175,352.297425,353.82205,427.3147,416.31555
355.357275,355.84285,352.308825,353.835775,427.3462,416.33485
355.414525,355.8487,352.331,353.865725,427.351975,416.3643
355.462375,355.8593,352.355725,353.898875,427.38705,416.415825
355.49495,355.86745,352.362325,353.93195,427.405,416.4923
355.50915,355.879175,352.378175,353.950675,427.41345,416.551625
355.530875,355.9091,352.39045,353.9747,427.422175,416.6216
355.54245,355.9392,352.40705,353.991375,427.426875,416.656425
355.55125,355.979075,352.4155,354.0172,427.43225,416.68085
355.561775,356.013675,352.4395,354.045,427.437175,416.6918
355.565375,356.0428,352.457675,354.069325,427.444975,416.72425
355.575625,356.059525,352.469375,354.0777,427.46065,416.73905
355.588925,356.083,352.4842,354.094225,427.468925,416.763125
355.5962,356.11245,352.495525,354.09985,427.475725,416.8023
355.6018,356.14135,352.510975,354.107275,427.481525,416.93565
355.61925,356.17525,352.543725,354.11815,427.4908,416.9586
355.627175,356.20245,352.5598,354.124575,427.500225,416.9631
355.63775,356.211975,352.57585,354.14475,427.5482,416.991725
355.655775,356.224125,352.58225,354.169525,427.573825,417.0218
355.66885,356.231425,352.596,354.181525,427.5935,417.05445
355.680425,356.2429,352.610525,354.196675,427.6127,417.1072
355.713125,356.267075,352.617225,354.2255,427.632175,417.177
355.7374,356.276875,352.62735,354.261775,427.636175,417.207175
355.778125,356.29,352.63995,354.27765,427.640075,417.24005
355.8022,356.297925,352.650175,354.29815,427.643025,417.258825
355.83155,356.312525,352.6576,354.313825,427.6524,417.3028
355.84925,356.330225,352.672325,354.3302,427.6563,417.43915
355.8831,356.343375,352.6899,354.34325,427.66475,417.4889
355.973775,356.382425,352.705225,354.3589,427.675825,417.4993
