SPK_SPKC01a,SPK_SPKC03a,SPK_SPKC03b,SPK_SPKC06a,SPK_SPKC07a,SPK_SPKC10a,SPK_SPKC11a
404.010175,305.05345,465.38395,528.6746,933.20475,414.1806,311.5238
404.051875,305.17325,465.55235,528.71925,933.255175,414.25355,312.212325
404.064975,305.219675,465.569925,528.792125,933.39985,414.27965,313.728225
404.22365,305.2745,465.605975,529.235775,933.503075,414.32565,314.31395
404.287075,305.458675,465.735125,529.342425,933.573675,414.381975,314.667225
404.3473,305.569875,465.923575,529.5521,933.614775,414.528475,314.698625
404.561575,305.82425,465.93385,529.6287,934.04615,414.562725,314.7178
404.68495,305.9001,465.961025,529.8043,934.20435,414.71585,315.044975
404.775025,305.908825,466.02845,529.982175,934.5633,414.77145,315.350175
404.83465,306.0104,466.210625,530.0534,934.941075,414.8364,316.4101
404.90685,306.19415,466.233925,530.17755,935.1228,414.974175,316.724725
405.0292,306.31565,466.262775,530.29265,935.127825,415.03275,317.8267
405.13905,306.544375,466.28615,530.367075,935.219875,415.14685,318.15805
405.1954,306.656875,466.527975,530.52895,935.751425,415.17245,318.181725
405.413125,306.658325,466.5649,530.810175,936.00435,415.253225,319.630275
405.7071,306.707,466.849375,530.825675,936.464075,415.38675,319.648025
405.786475,306.77865,467.15345,530.87325,936.4976,415.448825,321.3247
405.825825,306.7878,467.243225,531.04705,936.55895,415.468525,321.40065
405.895825,306.87805,467.454125,531.210775,936.790775,415.50405,321.4784
406.0534,307.088725,467.7735,531.275425,936.99395,415.523025,321.6425
406.09035,307.24645,467.8335,531.5175,937.013675,415.536475,322.631775
406.1398,307.270375,467.9323,531.600775,937.342925,415.56975,322.7345
406.193925,307.3288,467.968375,531.847875,937.903775,415.603,322.848575
406.243925,307.335475,468.048075,532.07435,937.951375,415.6633,323.374475
406.261325,307.560025,468.735725,532.207325,938.02365,415.723075,324.218575
406.3321,307.6182,468.880725,532.37295,938.1926,415.7495,324.27805
406.623825,307.931725,469.0375,532.5647,938.4324,415.7857,324.6835
406.784775,308.00525,469.2867,532.682925,938.646425,415.927075,326.1772
406.787925,308.016275,469.662525,532.801225,938.7458,415.9749,327.5749
407.0731,308.11215,469.7443,532.937075,938.7815,416.034775,330.08995
407.1779,308.11615,469.849275,532.970975,938.895725,416.1165,330.524525
407.3144,308.418775,469.9792,533.01065,938.9284,416.1463,334.86445
407.659,308.48735,470.211175,533.1342,939.002825,416.191175,335.16185
407.754525,308.4983,470.309475,533.2319,939.3211,416.23785,335.363325
407.840275,308.543625,470.394375,533.25045,939.557425,416.391925,335.468625
407.891525,308.544575,471.072275,533.43105,939.6004,416.486375,335.49135
407.961725,308.581675,471.498825,533.664175,939.62875,416.520225,335.7557
408.0984,308.683225,471.882925,533.9688,940.3543,416.564825,336.420125
408.412725,308.708325,472.508675,534.4504,941.19185,416.63695,336.748325
408.4713,308.771325,473.60755,534.5101,941.398125,416.6908,337.03105
408.541175,308.821575,474.1148,534.6059,941.422225,416.724775,337.051575
408.67805,308.852525,474.44865,534.839375,941.6189,416.761125,337.36365
408.825525,308.904075,474.56795,534.901525,941.9551,416.89955,337.39195
408.919225,308.965875,474.816525,534.953175,942.636475,416.972075,337.444775
409.000125,309.065075,474.82045,535.0581,943.04685,416.998275,337.4634
409.07545,309.126825,474.890325,535.114625,943.0974,417.018975,337.48425
409.133525,309.14625,475.024325,535.342,943.2373,417.134875,337.5249
409.304675,309.368975,475.04765,535.421025,943.46105,417.16325,337.63575
409.342425,309.5159,475.130425,535.516575,944.055125,417.186025,337.980325
409.373175,309.6897,475.15025,535.54925,944.144925,417.3316,338.423925
409.45275,309.824275,475.370525,535.690125,944.17845,417.362425,338.769025
409.4953,309.8277,475.473925,536.035075,944.366475,417.47315,339.0504
409.623775,309.9273,475.533575,536.074875,944.392075,417.494925,339.111375
409.667125,309.96545,475.596025,536.110275,944.401575,417.564425,339.49445
409.87255,310.088,475.6819,536.12655,944.56055,417.5888,344.584275
410.04535,310.14485,475.818175,536.24585,944.8567,417.6523,344.63335
410.107,310.14845,475.8566,536.47755,944.878075,417.7707,344.647
410.442175,310.312575,475.9093,536.61325,944.90285,417.8523,345.2865
410.86075,310.507425,476.03755,536.66055,944.9662,417.9192,345.3287
411.05675,310.563575,476.07255,536.743375,945.097825,418.026175,345.36455
411.3052,310.669975,476.137125,536.79915,945.30905,418.110225,345.81365
411.532525,310.700375,476.318225,536.975725,945.510025,418.213675,346.03145
411.667225,310.7406,476.499225,537.048975,945.66095,418.292225,347.521475
412.063575,310.884725,476.5712,537.077125,945.697775,418.479925,348.222575
412.156125,310.942825,476.66135,537.23555,945.830875,418.57365,348.905575
412.417175,310.984775,476.85105,537.4936,945.919975,418.653025,349.360675
412.48685,311.071375,477.02465,537.6055,946.0347,418.69255,349.4876
412.653975,311.094775,477.111925,537.711025,946.421,418.7296,349.507975
412.746025,311.109275,477.31555,537.874075,946.538625,418.77835,349.766725
412.819575,311.39985,477.366625,538.1229,946.581025,418.834125,350.642725
412.97725,311.664425,477.432375,538.580975,947.012,418.87535,350.66495
413.035975,311.827925,477.4609,538.6623,947.144825,418.8921,351.336125
413.19755,311.83045,477.567675,538.938075,947.22155,419.00935,352.353425
413.295875,312.086175,477.637225,538.988,947.357,419.038475,353.36825
413.368925,312.1127,477.719125,539.1966,948.03245,419.104475,354.908075
413.440125,312.12875,477.8138,539.337375,948.15545,419.168125,355.012075
413.511925,312.133175,477.816075,539.414025,948.24155,419.31285,358.992725
413.5742,312.2789,477.875425,539.541325,948.34965,419.426975,360.3874
413.663025,312.2812,477.928,539.8207,948.90555,419.685175,360.62245
413.822,312.47375,478.109025,539.921675,948.9277,419.71635,361.106675
413.899475,312.5931,478.1622,539.962625,948.943275,419.746675,364.6733
413.944825,312.629875,478.203975,539.9977,949.028775,419.8759,365.14345
413.952325,312.63175,478.235,540.23915,949.4723,419.899025,365.825
414.07305,312.812375,478.290775,540.736475,949.560775,419.9999,365.994425
414.2002,312.87085,478.379475,540.81585,949.640425,420.08195,367.478425
414.4572,312.901375,478.41145,541.8895,950.1301,420.335525,368.08125
414.557725,312.9967,478.45895,541.98745,950.163425,420.375425,368.614675
414.5817,313.005575,478.468675,542.01495,950.361775,420.431225,368.6368
414.641375,313.05685,478.615775,542.06985,950.839225,420.57125,368.68825
414.789625,313.194925,478.760525,542.34965,950.98225,420.5941,369.5977
414.885475,313.245575,478.78675,542.4099,951.15645,420.75525,369.6721
415.00945,313.305025,478.81615,542.555575,951.2333,420.8497,370.1254
415.086775,313.362175,478.8388,542.8109,951.3107,420.917375,372.54655
415.191975,313.412225,478.841225,542.862925,951.45745,421.00065,372.615025
415.429275,313.4344,478.943675,543.0532,951.59555,421.040575,379.0712
415.5124,313.6395,479.008925,543.77305,951.605225,421.064825,379.5404
415.6404,313.836775,479.064375,544.116225,951.82165,421.093025,379.6123
415.734225,313.91015,479.156525,544.16515,952.2556,421.1271,380.180975
415.830775,313.93715,479.4048,544.2326,952.3944,421.387975,380.450925
415.90885,313.964625,479.5282,544.329675,952.520575,421.439375,383.588325
416.020875,314.023975,479.573275,544.405325,952.690275,421.45655,384.591325
416.121725,314.36705,479.635975,544.450625,952.9374,421.4819,384.678675
416.2887,314.4217,479.657625,544.822675,953.047675,421.497675,385.1218
416.532525,314.559975,479.71955,544.89545,953.35535,421.5173,386.62885
416.579325,314.893775,479.8091,544.973325,953.52275,421.54035,389.609025
416.6218,314.9426,479.905075,545.01265,953.65655,421.575225,391.646575
416.63825,315.004675,480.121275,545.166125,953.774025,421.6655,391.671875
416.756875,315.081375,480.387525,545.3219,953.964525,421.69025,391.773575
416.9112,315.16645,480.4848,545.528475,954.32445,421.7861,391.830375
417.0526,315.281425,480.5172,545.650775,954.549325,421.928825,392.2763
417.25885,315.44145,480.5589,545.6641,954.846775,421.9534,392.624075
417.3542,315.479225,480.63955,546.36645,954.90345,421.97485,393.31905
417.502625,315.5565,480.940525,546.4178,954.979275,421.992375,393.433775
417.6371,315.689125,481.03915,546.4729,955.45385,422.0781,396.027625
417.81745,315.708875,481.142225,546.48405,955.488725,422.365075,396.5981
417.9499,315.741425,481.60025,546.583525,955.568475,422.405625,397.4527
418.041275,315.780725,481.63125,546.649625,955.59845,422.5245,400.6254
418.113425,315.82085,481.69125,546.950425,956.302775,422.57005,400.669675
418.234975,315.880325,481.7313,546.970325,956.662625,422.61455,401.51115
418.416925,316.10285,481.7719,547.06075,956.807025,422.688375,402.36015
418.52655,316.3026,481.816375,547.121525,956.9219,422.78965,403.860625
418.6364,316.3156,481.86665,547.3442,956.999,422.802975,404.2452
418.663625,316.34275,481.930475,547.627675,957.1059,422.81755,404.310625
418.736,316.6797,482.7099,548.040125,957.354075,422.84385,405.5431
418.92355,316.711925,482.7666,548.9595,957.653575,423.10695,406.504225
419.0028,316.857825,482.841325,549.061925,957.6568,423.277375,406.66575
419.0966,316.883725,482.93285,549.10655,957.745325,423.6212,408.7803
419.185725,317.046475,483.006425,549.36075,957.819575,423.658075,409.600925
419.309125,317.1418,483.02845,549.72365,958.038325,423.721525,410.139375
419.45315,317.183175,483.159925,549.787475,958.1826,423.77525,411.009075
419.55645,317.228625,483.6957,549.9026,958.26585,424.041525,411.07675
419.64215,317.4165,483.770575,550.16485,958.3811,424.0842,411.097125
419.681225,317.4456,483.88145,550.2946,958.4143,424.110675,411.870475
419.736725,317.457975,483.94435,550.43745,958.509375,424.136075,413.771925
419.73945,317.586875,484.051125,550.44305,958.551375,424.255025,416.56015
419.786525,317.7396,484.1854,550.480075,959.021675,424.30135,416.64295
419.896125,317.7485,484.537725,550.980425,959.097375,424.34195,417.699025
419.967275,317.8,484.564775,551.133175,959.24015,424.3964,418.2039
420.09,317.88505,484.819725,551.738225,959.363,424.512925,418.225225
420.246825,317.983625,485.0526,551.890225,959.382725,424.5566,418.941775
420.2612,318.0584,485.105525,552.6469,959.426125,424.6352,419.1287
420.66745,318.061125,485.192025,552.69175,959.54345,424.661225,419.801625
420.77735,318.1489,485.2906,552.75155,959.891425,424.68855,419.86575
420.933425,318.2046,485.316725,552.85465,960.0177,424.752825,420.266975
421.4187,318.224225,485.4432,552.9102,960.070875,424.78485,422.851575
421.573025,318.23735,485.5042,552.979175,960.291375,424.8939,424.201
421.695875,318.38665,485.5701,553.105175,960.339675,424.9163,424.692975
421.736875,318.41985,486.06615,553.293825,960.53945,424.9385,425.5513
421.906525,318.460025,486.2005,553.9365,960.822975,424.979425,426.559125
422.02005,318.52575,486.55035,554.09695,960.842225,425.076525,426.639625
422.090975,318.604525,486.8286,554.315075,961.052775,425.111625,426.7112
422.18335,318.650875,486.964975,554.359875,961.204475,425.24695,427.189225
422.343525,318.763875,487.04175,554.439175,961.538225,425.350375,428.436225
422.55755,318.931,487.537475,554.59795,961.623825,425.492325,428.930725
422.676775,318.96425,487.87325,554.694475,961.719475,425.5214,429.19605
422.710725,319.21175,487.958025,554.770725,961.969575,425.5451,429.404325
422.786975,319.631925,487.976475,554.882675,962.0589,425.560025,431.827175
422.8275,319.708425,488.018775,555.272375,962.0694,425.570675,431.857075
422.995175,319.77305,488.34665,555.322325,962.29565,425.58105,432.16895
423.167,319.8013,488.430725,555.40245,962.5926,425.904525,432.25905
423.57595,319.815175,488.475075,555.479175,962.6098,425.965175,434.16875
423.8345,319.8715,488.56755,556.0147,962.798575,426.019725,434.54475
424.044875,319.9045,488.72675,556.1964,962.928425,426.097225,434.92415
424.16595,319.918125,489.02115,556.2057,963.095425,426.117275,435.4133
424.2752,319.956275,489.0742,556.2754,963.447,426.145625,435.562425
424.338075,320.00455,489.13545,556.56945,963.51435,426.19375,436.143525
424.482275,320.0475,489.181875,556.7762,963.696775,426.21545,436.2243
424.531975,320.0878,489.3074,557.0669,963.707525,426.24165,436.35805
424.627275,320.090225,489.4738,557.230675,963.76915,426.2993,436.836925
424.757125,320.154575,489.5658,557.2818,963.79775,426.32425,438.16885
424.8274,320.23085,489.60985,557.34025,963.880275,426.49885,438.964225
424.8617,320.35425,490.371375,557.95525,963.929225,426.6191,438.98625
424.992025,320.3844,490.4241,557.991375,963.95175,426.692575,439.072325
425.25345,320.407325,490.532675,558.49725,964.0084,426.738775,439.0914
425.3578,320.47385,490.60855,558.550625,964.090125,426.881175,439.10615
425.4969,320.5618,490.7169,558.632975,964.2604,427.023075,439.594275
425.574575,320.63685,490.778025,559.163325,964.4716,427.069075,440.27305
425.6889,320.69935,490.84205,559.286325,964.600875,427.09815,440.379125
425.7756,320.828925,490.90465,559.411975,965.3046,427.15345,441.021225
425.903725,320.941825,491.0166,559.868275,965.414125,427.18295,441.170075
426.250775,321.087825,491.0629,559.96595,965.5834,427.2253,441.775675
426.359625,321.22675,491.076,560.175625,965.639825,427.262575,441.796325
426.514625,321.299375,491.19935,561.024525,965.858725,427.30725,441.814275
426.65075,321.48815,491.40375,561.139125,966.005775,427.439475,441.898675
426.719975,321.560375,491.466425,561.1516,966.470025,427.48865,442.360025
426.92745,321.648275,491.497225,561.2059,966.8195,427.540025,442.703775
427.137975,321.797825,491.548525,561.37445,966.978475,427.569675,443.56385
427.47345,321.8001,491.5604,561.44115,967.0021,427.58665,443.5847
427.54535,321.9043,491.57495,561.7154,967.0266,427.8283,443.632
427.6343,322.0698,491.637375,561.815725,967.2018,428.098375,443.7617
427.71165,322.1871,491.66635,562.07375,967.3533,428.288825,444.855675
427.87465,322.232325,491.738525,562.270775,967.941375,428.438175,446.38425
427.971175,322.336575,491.772575,562.2898,968.117125,428.46185,449.041875
428.1457,322.368625,491.8962,562.305375,968.32445,428.48725,450.312775
428.202625,322.409,492.00785,562.373075,968.48085,428.536525,451.61275
428.28195,322.5322,492.012625,562.4927,968.744025,428.679775,453.03945
428.35335,322.548475,492.1661,562.59675,969.03695,428.699375,453.17785
428.4543,322.77365,492.288175,562.758525,969.258775,428.73195,454.09645
428.490575,322.879925,492.357475,562.80035,969.516625,428.7744,455.287475
428.513175,322.936575,492.45765,563.049425,969.597675,428.80905,455.622675
428.51795,322.95105,492.571075,563.3096,969.823625,429.018125,460.46975
428.6081,322.9835,492.645025,563.326975,969.8479,429.079025,463.140475
428.6776,323.02295,492.719575,563.492125,970.22025,429.1896,463.1967
428.685375,323.063375,492.77475,564.069875,970.3533,429.2341,463.219
428.972975,323.0869,492.877925,564.1823,970.43805,429.2655,463.65285
429.1086,323.258475,492.934875,564.269325,970.509475,429.39965,463.814
429.19345,323.302675,493.0259,564.774025,970.74295,429.443075,463.946825
429.244125,323.3118,493.0312,564.9734,971.006525,429.4876,463.9992
429.254025,323.382825,493.1967,565.11255,971.170675,429.6075,464.1158
429.279925,323.536625,493.253425,565.1146,971.316825,429.783575,464.152025
429.380375,323.565725,493.33995,565.3526,971.412275,429.848825,464.21425
429.530875,323.694875,493.38035,565.39385,971.97585,429.956575,464.282225
429.753975,323.7236,493.46095,565.43,972.168525,430.12015,464.49895
429.87955,323.97065,493.517375,565.582475,972.744775,430.22465,464.563375
429.936325,324.06065,493.577725,565.65285,972.7795,430.6234,464.6203
430.0222,324.16375,493.630125,566.023,972.80185,430.748025,464.692925
430.220375,324.188525,493.7926,566.1905,972.942625,430.80825,464.76165
430.35515,324.264375,493.833975,566.23675,973.18565,430.837675,464.968075
430.551025,324.4114,493.964175,566.238425,973.274725,430.867,465.412025
430.729875,324.670625,494.227175,566.3278,973.33325,430.929875,465.434575
431.063625,324.735525,494.2936,566.361425,973.47975,431.08105,465.5538
431.1463,324.837075,494.53095,566.92315,973.544475,431.158425,465.566575
431.23565,324.8556,494.5479,567.277375,974.27115,431.178825,465.644225
431.290575,324.8991,494.596975,567.419125,974.504575,431.200725,465.744775
431.4212,324.939975,494.67065,567.475675,974.9887,431.300925,466.0964
431.71185,325.1593,494.7213,567.631,975.106575,431.3576,466.110425
431.821025,325.163475,495.08635,567.78885,975.292275,431.4087,466.148525
431.919725,325.215225,495.156675,567.90905,975.727,431.593125,466.2888
431.9794,325.42435,495.226375,567.974925,975.912825,431.73865,466.84365
432.072375,325.4578,495.50365,568.342925,976.013375,431.776725,466.877275
432.1388,325.49365,495.78565,568.701475,976.8963,431.8229,466.895625
432.196125,325.5539,495.896625,568.75335,977.02955,431.850725,467.303175
432.2533,325.622675,495.95995,569.007475,977.3075,432.001925,467.5544
432.314675,325.652225,496.0016,569.2564,977.7212,432.088625,468.009275
432.669875,325.701825,496.00365,569.48785,977.859675,432.2316,468.25285
432.7468,325.772125,496.092025,569.54265,978.00715,432.320475,468.44465
432.8076,325.7971,496.538275,569.7571,978.047925,432.3628,468.5114
432.928925,325.844725,496.887775,569.799825,978.110575,432.41415,468.602675
433.033525,326.08495,496.945175,569.95945,978.23375,432.50515,468.6962
433.269475,326.1359,497.018475,570.09205,978.2651,432.555825,468.725875
433.33985,326.3376,497.377925,570.33035,978.348075,432.61825,468.778375
433.639625,326.38885,497.744275,570.50855,978.616,432.681575,468.88155
433.8115,326.40405,497.79555,570.760075,978.66645,432.723375,468.91815
433.92445,326.52305,497.8571,571.0366,978.76485,432.734475,469.4987
434.0859,326.620125,497.91775,571.065325,979.410725,432.913525,469.51635
434.21895,326.714775,497.9331,571.155875,979.455,433.003175,469.53545
434.3478,326.743675,497.980425,571.50405,979.62295,433.056,469.58685
434.557175,326.800225,498.033175,571.6952,979.791425,433.087525,469.619025
434.6364,326.8406,498.106975,571.706675,979.877575,433.181575,469.68065
434.684625,326.876275,498.2394,571.72255,980.41645,433.2622,471.67835
434.7907,327.11525,498.7344,571.860525,980.46805,433.322025,473.834575
434.813225,327.184825,498.74985,571.9037,980.9271,433.419375,474.357925
434.896025,327.203175,498.809625,572.547825,981.341625,433.573725,476.9857
434.978675,327.2755,498.88955,572.6682,981.357775,433.6247,477.013575
435.12425,327.361425,498.9626,572.781375,981.84255,433.69275,477.096825
435.249475,327.439025,499.129425,572.967975,981.937475,433.7474,477.74505
435.45625,327.5466,499.21195,573.079575,981.963025,433.768825,477.878525
435.49215,327.551925,499.335925,573.3002,981.995525,433.8336,479.1267
435.75105,327.670625,499.50145,573.589825,982.003175,433.860675,479.40185
435.808225,327.707225,499.548975,573.716725,982.040475,433.895975,479.876775
435.95505,327.96645,499.580875,573.781925,982.189325,434.048925,479.950125
436.0665,328.0529,499.638925,574.1097,982.2007,434.261475,481.046775
436.104725,328.2645,499.66885,574.37055,982.383125,434.311025,481.097725
436.150925,328.3331,499.733525,574.430725,982.44095,434.360325,481.303475
436.229825,328.501125,499.77285,574.479125,982.583225,434.37675,481.57805
436.298425,328.57125,499.866875,575.036225,982.6414,434.479925,481.6115
436.378825,328.70425,499.99855,575.248225,982.6678,434.5154,482.5449
436.554275,328.875725,500.012525,575.275525,982.76245,434.592825,482.630175
436.57875,328.90025,500.0599,575.2999,982.973875,434.707775,483.277725
436.61345,328.993925,500.086275,575.778025,983.00195,434.826425,484.27235
436.706625,329.030325,500.160075,576.062175,983.212025,434.88815,484.328875
436.777175,329.12345,500.179075,576.197475,983.3977,434.9176,485.321225
436.9117,329.3432,500.1844,576.37085,983.484025,434.938725,485.476025
436.9535,329.35975,500.189675,576.48265,983.514675,434.976225,485.77555
437.07235,329.39495,500.39885,576.671325,983.63605,435.022325,487.541375
437.083475,329.419,500.538375,576.80205,983.6523,435.116975,487.57995
437.1723,329.44895,500.7099,576.989275,983.881025,435.163875,488.037075
437.283125,329.521675,500.738975,577.115875,984.0504,435.230075,489.898325
437.34015,329.5236,500.80235,577.319725,984.416475,435.4059,490.15495
437.3668,329.58525,500.883125,577.7044,984.8092,435.608475,490.3212
437.436975,329.793725,500.99255,577.8007,985.087825,435.756225,490.5216
437.6843,329.866175,500.99795,577.831025,985.2934,436.003625,490.81325
437.758075,329.90085,501.052625,578.222825,985.593525,436.13985,490.840325
437.863575,330.010575,501.071975,578.538175,985.7109,436.1698,490.923225
438.04495,330.259775,501.093425,578.829225,985.9418,436.290975,491.01495
438.123875,330.380625,501.115275,578.8703,986.16815,436.6592,491.13
438.171275,330.9104,501.14845,580.680925,986.183475,436.79315,491.1318
438.2513,331.084925,501.265825,581.43585,986.248275,437.295475,491.1759
438.35515,331.243025,501.3215,581.5178,986.3912,437.479325,491.19165
438.4223,331.2702,501.6458,582.50495,986.50795,437.5036,491.67735
438.56235,331.379225,501.674475,582.51195,987.52025,437.601975,491.930225
438.64075,331.419975,501.725025,583.1183,987.70645,437.642225,492.1137
438.69925,331.6778,501.803,583.2682,987.8689,437.7131,492.429275
438.75765,331.817525,502.227875,583.490925,987.9301,437.98015,492.493075
438.82545,331.968625,502.303725,583.506325,988.10365,437.9955,492.64795
438.896675,332.073975,502.376925,583.679075,988.185575,438.09595,492.749825
438.96715,332.087375,502.60385,583.77705,988.5293,438.172225,492.76655
439.05655,332.196725,502.754925,583.871625,989.066925,438.23525,493.025425
439.12565,332.297525,502.916425,584.19185,989.206525,438.2993,493.089825
439.27825,332.44905,502.971275,584.55995,989.254675,438.387125,493.213625
439.46395,332.549925,502.993475,584.69215,989.68845,438.543725,493.246125
439.5589,332.617375,503.03875,584.776825,989.785925,438.5788,493.26375
439.62365,332.73965,503.191175,584.89355,989.905075,438.820325,493.278075
439.69905,332.7614,503.33525,585.09825,990.0352,438.884925,493.2946
439.713525,332.970425,503.381225,585.253525,990.1942,438.958725,493.381225
439.750125,333.110575,503.436375,585.4886,990.244825,439.27585,493.48625
439.9321,333.177,503.4679,585.628375,990.452775,439.440575,493.5469
440.02055,333.3769,503.52795,585.86655,991.068625,439.6501,493.665425
440.16435,333.552575,503.551425,585.9062,991.394225,439.7599,493.677525
440.288575,333.72235,503.59295,585.907175,991.484175,439.7895,494.383475
440.369375,333.79945,503.628275,585.989,991.677075,439.83205,494.44815
440.407075,333.86975,503.662,586.036475,991.69895,439.9091,494.520325
440.432475,334.0367,503.67655,586.257675,992.332425,440.0357,495.4661
440.512875,334.05465,503.71105,586.56605,992.518775,440.264075,495.8311
440.565125,334.1381,504.047025,586.8396,992.55165,440.413225,495.882975
440.688,334.2915,504.166775,586.87045,992.7447,440.46365,495.906675
440.7559,334.53835,504.4059,586.93365,992.9023,440.6772,495.9607
441.04415,334.60495,504.499375,587.02505,993.18065,440.7418,496.0788
441.162175,334.7491,505.099025,587.262275,993.299475,440.7965,496.7459
441.3154,334.79915,505.23475,587.789825,993.30595,440.90775,496.77645
441.407875,334.863475,505.550175,587.98465,993.35475,441.045,496.7921
441.7245,335.018725,505.61015,588.173675,993.769,441.08285,496.806075
441.786025,335.028175,505.6529,588.214625,993.849825,441.300125,496.888825
441.856625,335.249575,505.6721,588.38355,994.3972,441.381975,496.929125
441.92065,335.352025,505.8712,588.90495,994.73635,441.48535,497.253825
441.988925,335.486575,506.0475,589.1394,995.13905,441.54325,499.7733
442.079025,335.57575,506.102675,589.4539,995.165925,441.597325,499.940625
442.1249,335.7477,506.2572,589.51975,995.2807,441.666675,499.99355
442.2093,335.75925,506.300125,590.445325,995.34445,441.91425,500.021375
442.227075,335.872775,506.42125,590.660775,995.3601,441.992,500.0681
442.5042,335.95035,507.245,590.799275,995.703775,442.002075,500.091075
442.657,336.02365,511.0639,590.881525,995.83725,442.023675,500.1118
442.8044,336.040975,511.717,591.045625,996.296375,442.297775,500.1415
442.93015,336.12905,511.830425,591.300975,996.844725,442.478475,500.3789
443.0628,336.147475,511.9415,591.374425,996.9767,442.656425,500.65965
443.2067,336.34835,512.017975,591.6334,997.000225,442.679325,501.5025
443.300025,336.636675,512.48565,591.651425,997.30095,442.727175,502.309125
443.4824,336.68345,512.6031,592.16255,997.4261,442.760025,502.37535
443.5399,336.766275,512.6638,592.25255,997.90225,442.908625,503.508525
443.59805,336.8997,512.733125,592.436975,998.135775,442.93305,503.619825
443.65765,337.1215,512.79165,592.5993,998.3906,442.96035,503.8091
443.704825,337.166425,512.888075,592.75655,999.461975,443.068125,503.821025
443.770475,337.322775,512.991,593.16155,1000.42315,443.2442,503.891675
443.788725,337.5369,513.02285,593.18105,1000.53245,443.480925,504.098675
443.828975,337.83005,513.1383,593.685025,1000.579675,443.5302,504.29825
443.9389,337.841325,513.229475,593.699325,1000.825775,443.547125,504.392525
444.07295,337.845475,513.4044,593.92515,1001.0381,443.58255,504.4786
444.08245,337.875225,513.461,593.9289,1001.145825,443.678625,504.612225
444.20835,338.00445,513.487025,594.1259,1001.237825,443.729325,504.682325
444.495075,338.044425,513.5019,594.1867,1001.42745,443.74565,504.821475
444.732425,338.36155,513.545625,594.274925,1001.5838,443.802475,504.9122
444.74255,338.4097,513.652025,594.347275,1001.797775,443.99595,505.0381
444.830075,338.493,513.718925,594.36525,1001.91575,444.111275,505.518825
444.968825,338.55005,513.759375,594.749475,1002.024975,444.1574,505.612625
445.0609,338.572375,513.808225,595.098625,1002.28545,444.234825,506.154375
445.252125,338.62825,513.9142,596.1448,1002.52845,444.348775,506.27175
445.35615,338.661025,513.9636,596.6825,1002.64535,444.44375,508.139475
445.42725,338.677325,514.078025,596.729325,1002.76455,444.55855,508.1757
445.502125,338.722275,514.109,596.74115,1003.059375,444.762875,508.990475
445.6017,338.746575,514.145075,596.777525,1003.101475,444.80105,510.641325
445.7901,338.796325,514.4257,597.065025,1003.3389,444.835975,511.909325
445.879825,338.828825,514.556875,597.1171,1003.385375,445.00725,511.984025
446.521075,339.1148,514.584875,597.238175,1003.453375,445.042875,512.5515
446.6888,339.124375,514.665625,597.39065,1003.9179,445.2148,513.02245
447.263125,339.153875,514.7058,597.684475,1004.08795,445.2592,513.034475
447.6146,339.167375,514.7518,597.802625,1004.415975,445.303425,513.046025
448.622825,339.2613,514.800525,598.10715,1004.52925,445.335525,513.41735
448.7867,339.37575,514.89305,598.307725,1004.536575,445.372975,513.5537
448.843725,339.409725,514.9448,598.3559,1004.7684,445.4111,513.800075
448.941225,339.546575,515.002475,598.4131,1004.991875,445.466025,514.20145
449.200325,339.59935,515.019425,598.5138,1005.251125,445.5515,514.2552
449.415625,339.622475,515.400575,598.574625,1005.4201,445.6595,514.277425
449.532325,339.684775,515.52265,598.7983,1005.682575,445.70135,514.40235
449.630675,339.71155,515.62515,599.074875,1005.8742,445.779725,514.965325
449.678975,339.88545,515.70625,599.13335,1006.00305,445.809225,515.0786
449.7556,339.942725,515.789425,599.3837,1006.313075,445.9194,515.43395
449.8812,339.97865,515.799225,599.43195,1006.3354,446.03145,515.77775
449.99485,340.1052,515.81535,599.628825,1006.481275,446.124325,515.9336
450.25675,340.146,515.82315,600.1966,1006.67345,446.17005,516.013325
450.4662,340.17985,515.876575,600.351675,1006.763025,446.2256,516.125125
450.69575,340.18105,515.9618,600.475,1007.07545,446.25955,516.15915
450.775625,340.410875,516.0445,600.63545,1007.124425,446.41825,516.173125
450.88865,340.4845,516.1964,601.023825,1007.190375,446.5108,516.334325
450.98545,340.557575,516.247725,601.292175,1007.314025,446.562625,516.362725
451.028075,340.6646,516.3127,601.4452,1008.01985,446.708975,516.65715
451.08525,340.704125,516.364425,601.51105,1008.02615,446.736,516.953875
451.2278,340.781825,516.4384,601.646275,1008.43095,446.833025,516.966975
451.691325,340.839475,516.489225,602.28695,1008.494825,446.87625,517.01165
451.72375,340.9113,516.54055,602.54905,1008.58095,447.01595,517.047675
451.7959,340.935625,516.669075,602.8042,1008.591975,447.126025,517.094825
451.991075,340.943425,516.751175,602.866275,1008.59875,447.27975,517.1503
452.111025,341.08985,516.792675,602.932575,1008.69315,447.3931,517.850575
452.2024,341.3237,516.842075,603.0358,1008.718325,447.45195,517.898975
452.37555,341.4692,516.849375,603.099025,1008.8593,447.5514,517.94395
452.3932,341.52665,516.9006,603.636175,1008.8984,447.673575,518.105
452.5311,341.65555,516.9455,603.7114,1009.452625,447.752175,518.12135
452.5676,341.663,516.977225,604.013075,1009.558125,447.79655,519.453925
