SPK_SPKC01a,SPK_SPKC03a,SPK_SPKC03b,SPK_SPKC06a,SPK_SPKC07a,SPK_SPKC10a,SPK_SPKC11a
208.43075,158.3388,280.96325,249.02395,609.4029,275.9348,75.849
208.4805,158.350625,281.01355,249.268275,609.717025,276.115275,75.850775
208.586975,158.718225,281.0507,249.285725,610.16285,276.130875,75.860625
208.75735,158.8091,281.112825,249.330075,610.31295,276.16605,75.872375
208.9463,158.840075,281.2172,249.399325,610.412225,276.392925,75.899775
209.016275,158.923725,281.244075,249.498025,610.5513,276.42935,75.9137
209.09755,158.9459,281.287875,249.518,610.7196,276.465575,75.92635
209.24605,158.9911,281.3696,249.65215,610.744225,276.5867,75.94005
209.371525,159.041175,281.735675,249.71915,610.7963,276.627225,75.9514
209.56095,159.2675,281.800125,249.8759,610.983725,276.7232,75.966475
209.718725,159.304575,281.8151,250.02875,611.0193,276.755925,75.981925
209.88545,159.3945,281.865725,250.0437,611.42695,276.794775,76.2783
209.984675,159.478475,281.9126,250.09975,611.657,276.83495,76.31485
210.04545,159.51715,281.93325,250.3375,611.674175,276.847775,76.37635
210.21255,159.66115,281.97655,250.727325,611.878175,276.9805,76.66935
210.29505,159.685725,282.04185,250.95755,611.942475,277.1744,76.729725
210.4704,159.770475,282.04635,251.240975,612.19235,277.2304,76.764075
210.53175,159.852125,282.235775,251.29115,612.24845,277.291675,76.8021
210.617175,159.871325,282.25005,251.393625,612.4296,277.4966,76.8966
210.746925,159.8953,282.305825,251.87725,612.4848,277.526875,76.9195
210.856125,160.02725,282.54535,252.078275,612.618425,277.62265,77.027575
210.931525,160.0562,282.839525,252.22305,612.713675,277.64005,77.0893
211.030875,160.078,283.243225,252.282925,612.79415,277.703675,77.180375
211.2923,160.137025,283.249675,252.398125,613.003375,277.90875,77.216475
211.40975,160.282225,283.36575,252.557175,613.129975,278.16975,77.25815
211.4765,160.4081,283.548675,252.710225,613.192525,278.2071,77.5178
211.55835,160.74015,286.367375,253.113775,613.439325,278.27965,77.532375
211.6254,160.89825,287.0403,253.173675,613.552325,278.534075,77.549625
211.68795,160.975125,287.353175,253.235975,613.6071,278.596475,77.57355
211.7136,161.002875,288.63805,253.3586,614.0381,278.75855,77.5992
211.8863,161.1031,288.94245,253.3959,614.0876,278.8035,77.682825
211.9042,161.158875,289.52395,253.572025,614.157325,278.8501,78.011525
211.985075,161.3641,289.69305,253.64655,614.788725,278.9175,78.024025
212.13595,161.4569,289.83255,253.732175,614.80375,278.968375,78.043525
212.168,161.62695,289.859175,253.748275,615.01015,278.982475,78.059775
212.31395,161.6729,289.895025,253.77725,615.48075,279.0958,78.066525
212.4121,161.688175,290.007875,253.94525,615.57465,279.155875,78.081475
212.52575,161.781875,290.5972,254.057775,615.669375,279.176825,78.154025
212.640575,161.83105,290.6211,254.47,615.69055,279.20145,78.16595
212.973475,161.856475,290.74115,254.573025,615.889075,279.23515,78.175325
213.226775,161.878575,290.789875,254.709175,616.056825,279.3317,78.18635
213.2611,161.9909,290.825825,254.866525,616.193975,279.396725,78.2
213.278575,162.04465,290.9681,255.0337,616.205125,279.5588,78.208125
213.7254,162.159675,291.1254,255.44955,616.21435,279.610475,78.25355
213.7879,162.167775,291.131225,255.629225,616.37695,279.734725,78.2833
213.890475,162.26015,291.141775,256.0592,616.38325,279.75045,78.2931
213.93055,162.3045,291.288375,256.256925,616.415525,279.79915,78.3313
213.9611,162.30975,291.33695,256.3406,616.479925,279.97785,78.358075
214.08465,162.40915,291.380325,257.4228,616.552925,280.0637,78.370475
214.21735,162.7257,291.4319,257.596825,617.147825,280.13445,78.381125
214.3401,162.974925,291.479775,257.795525,617.371175,280.222225,78.408275
214.416625,163.0497,291.667225,258.010725,617.649925,280.2658,78.42995
214.49365,163.075325,291.7604,258.21275,617.759725,280.46795,78.48025
214.5837,163.105675,291.86665,258.595275,617.8022,280.5171,78.52755
214.85655,163.107275,291.903925,258.9948,617.891475,280.6762,78.530175
214.94505,163.17745,291.939825,259.155475,619.319975,280.758275,78.544525
215.044025,163.2203,291.9771,259.4694,619.6482,280.819875,78.561675
215.136225,163.273025,291.990325,259.940825,619.82725,280.846825,78.585325
215.208125,163.37535,292.021575,260.460925,619.84665,280.9189,78.60135
215.302525,163.45435,292.048325,261.270725,620.4786,281.2632,78.61525
215.3775,163.47155,292.111925,261.51825,620.510675,281.409075,78.758225
215.3814,163.536925,292.197825,261.78675,621.0902,281.561925,78.780325
215.4746,163.587,292.2392,262.38015,621.2599,281.67895,78.796625
215.547775,163.7123,292.4805,262.757725,621.994975,281.78785,78.86125
215.7301,163.8465,292.5465,262.933825,622.110825,282.13055,78.889825
215.805375,163.927425,292.5992,262.990175,622.85955,282.140225,78.9084
216.035075,163.985975,292.639025,263.0693,623.13085,282.389825,79.072425
216.098775,164.109425,292.69175,263.20535,623.270875,282.451075,79.204575
216.1868,164.221725,292.7777,263.36025,623.392025,282.4787,79.326425
216.259625,164.2248,292.9376,263.516875,623.69025,282.56995,79.345925
216.42935,164.2578,293.0584,263.75345,625.001875,282.5908,79.358825
216.604825,164.2866,293.0891,263.768975,625.012125,282.642225,79.399475
216.847175,164.305875,293.166925,263.861875,625.06355,283.011575,79.445025
216.9403,164.316125,293.197025,263.9422,625.28745,283.4779,79.4723
217.0355,164.367575,293.2175,263.985625,625.29745,283.5988,79.517975
217.093725,164.39985,293.25595,264.1299,625.3904,283.80355,79.57595
217.367475,164.488225,293.29875,264.192475,625.742625,283.924125,79.60275
217.58925,164.54015,293.337425,264.19475,625.98625,283.934275,79.62025
217.891875,164.6301,293.382825,264.265425,626.1014,283.977525,79.6429
218.00455,164.88975,293.56135,264.44535,626.2103,284.00755,79.666375
218.06105,164.918525,293.6136,264.640675,626.952925,284.07615,79.69995
218.1376,165.147425,293.629375,264.64395,627.149175,284.325275,79.8334
218.4091,165.2883,293.81335,264.6964,627.5682,284.715325,79.861525
218.618425,165.2934,293.867825,264.811925,627.96645,284.821675,80.29565
218.763825,165.433,293.9357,264.833125,628.0072,284.96755,80.378725
218.849975,165.471325,293.988975,264.984425,628.42625,285.229,80.402075
218.929675,165.49585,294.03585,265.04835,628.435675,285.29835,80.4194
219.009625,165.5596,294.06455,265.16615,628.4737,285.574675,80.442175
219.358125,165.56295,294.13835,265.32415,628.630725,285.6751,80.45525
219.4222,165.7063,294.218425,265.489525,628.659325,285.759525,80.4677
219.729825,165.7719,294.285575,265.5189,628.806375,285.909925,80.5029
219.8849,165.825575,294.399025,265.746775,628.819925,286.194275,80.516575
220.094225,165.862425,294.475675,265.808475,629.3901,286.250125,80.528125
220.225275,165.877775,294.541275,265.905925,629.524425,286.619425,80.533125
220.4564,165.928175,294.741875,265.956275,629.745275,286.647675,80.547575
220.564025,166.0868,294.843275,266.064625,629.9145,287.22705,80.559075
220.58585,166.1682,294.876,266.158525,630.061675,287.294825,80.573575
220.678125,166.23525,294.8876,266.205125,630.255225,287.539475,80.59125
220.74515,166.25395,294.920575,266.274675,630.610675,287.620325,80.622025
220.8186,166.363875,294.9522,266.324775,630.904475,287.786925,80.664475
220.889025,166.37385,294.9746,266.4061,631.310175,288.079075,80.686825
220.9826,166.438,295.012225,266.456375,631.749975,288.102325,80.731425
220.99095,166.647325,295.01505,266.490325,631.9823,288.117175,80.797775
221.042675,166.7135,295.032125,266.58085,633.05535,288.29055,80.924325
221.104275,166.800075,295.03925,266.631725,633.2121,288.57895,81.24925
221.327175,166.863375,295.0844,266.739375,633.364625,288.72525,81.2704
221.533675,166.897125,295.13665,266.800275,633.594325,288.754,81.2957
221.71515,166.98905,295.162475,267.02275,633.702975,288.93645,81.306175
221.951675,167.070525,295.4862,267.104225,633.794575,288.9837,81.325425
222.093325,167.250725,295.58335,267.146925,633.8006,289.173225,81.343975
222.23865,167.3105,295.6526,267.54845,633.9542,289.287525,81.359975
222.34685,167.41735,295.70275,267.9485,634.46665,289.42705,81.3759
222.690375,167.459375,295.74095,268.179475,634.56295,289.464625,81.43675
222.7433,167.52815,295.8294,268.310175,634.721925,289.5449,81.45375
222.8859,167.6453,295.869425,268.428175,634.8344,289.903925,81.473925
223.00315,167.7329,295.888925,268.764925,634.98405,289.93145,81.550825
223.0799,167.7417,295.95035,268.8165,634.998125,289.97465,81.580975
223.228525,167.7831,296.056975,269.2744,635.130775,290.01775,81.6493
223.5464,167.8266,296.112925,269.420575,635.4866,290.08805,81.686975
223.570375,167.87015,296.2035,269.57815,635.796125,290.204625,81.699175
223.705,167.990675,296.239125,269.853275,636.133325,290.2618,81.71545
223.7575,168.126275,296.325675,269.977825,636.3932,290.38105,81.727175
223.978425,168.248675,296.4058,270.022025,636.500275,290.44495,81.736225
223.997275,168.299575,296.461875,270.09105,636.660625,290.56235,81.76945
224.016075,168.3362,296.62855,270.5731,636.80565,290.661075,81.865675
224.2548,168.349975,296.668975,270.885525,636.8236,290.712775,82.428925
224.334775,168.4468,296.70225,271.195,636.862175,290.733375,82.4552
224.48125,168.557125,296.747375,271.19995,636.969275,290.759175,82.472725
224.53885,168.722025,296.797875,271.34915,637.08605,290.860525,82.480825
224.615375,168.7495,296.863625,271.375,637.1243,290.89875,82.500325
224.85025,168.8333,296.949275,271.44155,637.13745,290.928525,82.58595
224.903425,168.9389,297.036775,271.622225,637.17005,290.980075,82.6077
224.978225,169.099225,297.16425,271.7057,637.1942,291.257075,82.627
225.0471,169.148825,297.257925,271.77685,637.417075,291.297975,82.687575
225.118175,169.199025,297.294475,271.793075,637.626725,291.412525,82.690225
225.150275,169.311275,297.345275,271.8531,638.3347,291.528875,82.755825
225.2923,169.425075,297.4068,271.917275,638.635475,291.615225,82.806625
225.3734,169.45665,297.46975,272.338525,638.75925,291.661325,82.900825
225.420875,169.494925,297.52525,272.5397,638.877,291.839775,83.075
225.441,169.515925,297.883775,272.572575,639.335425,291.9909,83.1498
225.5474,169.554525,298.1031,272.723575,639.37585,292.03225,83.160575
225.61725,169.693125,298.1827,272.839425,639.490175,292.1376,83.197025
225.71725,169.720875,298.326075,272.9254,639.724125,292.244175,83.430775
225.80895,169.790325,298.400825,273.27415,639.72795,292.5377,83.5166
225.953075,169.82895,298.470225,273.6163,639.836325,292.583425,83.627925
226.067625,169.84525,298.541125,274.094475,639.902175,292.663225,83.644375
226.256075,169.859025,298.62845,274.202575,640.431675,292.707575,83.6723
226.43015,169.89915,298.727475,274.389725,640.571,292.777175,83.7525
226.5088,170.1128,298.840275,274.597225,640.7369,292.827175,83.78535
226.5327,170.245925,299.275875,274.63635,640.998775,292.859175,83.801175
226.558975,170.33725,299.36635,274.693275,641.263275,293.05965,83.848825
226.613175,170.382,299.47025,274.8292,641.885275,293.092675,83.975925
226.713475,170.478425,299.9219,274.9544,641.9876,293.181175,84.024275
226.8612,170.555375,300.1141,274.990325,642.249075,293.356775,84.12015
227.034225,170.607275,300.941725,275.09265,642.286325,293.4372,84.651975
227.0921,170.7976,301.040475,275.134225,642.944025,293.543625,84.7571
227.133525,170.969,301.21145,275.263625,642.956525,293.7481,84.778925
227.173275,171.09595,301.3256,275.6083,643.062975,293.95805,84.78115
227.256925,171.26195,301.364525,275.6603,643.318475,294.061275,84.79935
227.432,171.286,301.420375,275.7012,643.367475,294.0855,84.81855
227.623175,171.4208,301.471675,275.876975,643.572475,294.117425,84.83325
227.6322,171.4712,301.5151,275.993475,643.61825,294.200575,84.847175
227.678525,171.541575,301.5775,276.410725,643.724,294.27375,84.8849
227.7731,171.551,301.7051,276.531925,644.39875,294.3072,84.895225
227.7761,171.687225,302.0266,276.5722,644.46645,294.3312,84.907375
227.7835,171.75975,302.3714,276.610925,644.61565,294.40185,84.9506
227.836125,171.854375,302.720925,276.988075,645.293625,294.49935,84.9805
227.91295,171.9077,303.109975,277.00695,645.3997,294.530075,84.993975
227.9663,172.009225,303.2829,277.089175,646.217475,294.578,85.00715
228.01595,172.0595,304.034325,277.287925,646.25255,294.70205,85.12965
228.040675,172.111825,304.107525,278.12365,646.6905,294.72565,85.142075
228.080875,172.15965,304.300875,278.462025,646.8675,294.7533,85.1879
228.11685,172.2046,304.745125,279.217775,647.5886,294.856,85.200275
228.196975,172.314875,305.029825,279.51865,648.10705,294.882525,85.241825
228.307075,172.3909,305.399425,279.806225,648.817425,294.945,85.266075
228.317,172.85945,305.449525,279.875425,648.820275,294.99495,85.282025
228.364,172.947875,305.62775,280.176125,648.92935,295.0468,85.2833
228.43135,172.97965,305.64265,280.2378,649.105825,295.1499,85.30325
228.6498,173.14245,305.709075,280.589725,649.47765,295.253175,85.355125
228.7708,173.420025,305.742875,280.913325,650.191775,295.284875,85.374475
228.9641,173.58015,305.825725,281.280725,650.2366,295.5293,85.3978
229.149825,173.62125,305.87065,281.5538,650.414725,295.573375,85.4119
229.238,173.6562,305.948175,281.6341,650.540425,295.68815,85.450225
229.401225,173.820725,305.985225,281.682075,650.8347,295.94665,85.520625
229.486425,174.163525,306.097675,281.75555,651.000925,295.9745,85.5729
229.6144,174.237075,306.16985,281.887375,651.161075,295.98885,85.60445
229.735825,174.315225,306.269725,281.957125,651.5723,296.006325,85.611925
229.85395,174.334475,306.43395,282.1409,652.1338,296.06945,85.632825
229.902775,174.37725,306.81445,282.5827,652.1413,296.083625,85.704
230.03,174.6289,306.914825,282.83305,652.2812,296.1594,85.7721
230.130425,174.7145,307.03105,282.886275,652.4128,296.202675,85.7737
230.21155,174.846975,307.201875,283.09895,652.73945,296.2452,85.804875
230.5055,174.884675,307.3231,283.216575,653.316125,296.3075,85.86055
230.596125,174.916975,307.377375,283.27675,653.475325,296.35615,85.9223
230.666375,174.9417,307.425725,283.282525,654.03575,296.3981,86.007125
230.725025,174.95015,307.47605,283.337,654.3648,296.52025,86.016475
231.0907,175.101425,307.582675,283.439325,654.6407,296.549525,86.146875
231.218575,175.147425,307.73105,283.645175,654.7514,296.570675,86.20255
231.272225,175.15865,307.96305,283.9507,655.0084,296.808075,86.31535
231.330625,175.379075,308.0431,284.2534,655.0201,297.0264,86.348825
231.403275,175.450325,308.240175,284.2642,655.228675,297.076325,86.3705
231.527425,175.5266,308.381675,284.319575,655.501375,297.126675,86.519625
231.574125,175.762875,308.605125,284.71165,655.588225,297.1374,86.54905
231.6519,175.77535,308.6611,284.821825,656.0085,297.164,86.581825
231.72015,175.86855,308.7094,285.070425,656.88095,297.393325,86.60685
231.898025,175.879875,308.77025,285.3261,657.52355,297.456625,86.6571
231.977675,175.9227,308.882625,285.5968,657.5376,297.486775,86.669425
232.050725,175.9538,308.91475,285.89455,657.860975,297.604375,86.6962
232.137475,175.9991,308.9358,286.214375,658.0078,297.682875,86.722975
232.341325,176.09635,308.993075,286.36725,658.453375,297.743525,86.7421
232.45745,176.404925,309.05155,286.64695,658.505925,298.09055,86.76765
232.507775,176.51935,309.139825,286.6788,658.5926,298.19405,86.770675
232.58255,176.5964,309.336975,286.7575,658.67205,298.22225,86.808325
232.641625,176.699075,309.495225,286.8257,658.823775,298.264675,86.8398
232.714,176.802225,309.553925,287.0797,658.89755,298.323025,86.863625
232.7354,176.832175,309.7455,287.1428,659.00335,298.46145,86.8978
232.8716,176.85395,309.796525,287.47305,659.27265,298.52355,86.99605
232.97515,176.954475,309.844475,287.5729,659.2903,298.553275,87.110275
233.146525,177.3172,309.931425,287.9484,659.59785,298.723875,87.411575
233.24305,177.358825,310.035575,288.2279,659.675975,298.769725,87.43345
233.348475,177.4344,310.10045,288.303725,659.75695,299.065525,87.4465
233.46015,177.530225,310.185175,288.584175,660.11205,299.2605,87.4575
233.6197,177.65815,310.274675,288.779975,660.306925,299.300625,87.46935
233.723725,177.949225,310.336875,288.95055,660.693925,299.32725,87.50035
233.74575,178.137775,310.56725,288.9606,661.04105,299.442875,87.53415
233.8315,178.205175,310.63135,289.11115,661.298,299.534375,87.55785
234.012675,178.34305,310.656175,289.84435,661.8628,299.572075,87.576225
234.15705,178.3995,310.671625,290.158175,662.044925,299.656175,87.825
234.240875,178.41495,310.77825,290.26665,662.567875,299.76005,87.905625
234.429925,178.520825,310.868375,290.385625,662.8647,299.909325,88.278475
234.5774,178.530975,310.9095,290.48095,663.33155,299.999075,88.48085
234.825475,178.6829,310.99195,290.6326,664.128425,300.080225,88.779325
234.912275,178.738125,311.080625,290.78915,664.17335,300.14275,89.1014
235.009,178.80855,311.156225,290.8521,664.266375,300.205625,89.144475
235.16165,178.94475,311.2875,290.853325,664.744375,300.3592,89.158925
235.344725,179.109625,311.332125,290.9306,665.11435,300.544075,89.188425
235.48385,179.124725,311.3884,290.97455,665.636,300.588675,89.215025
235.6035,179.165075,311.41685,291.1146,666.41935,300.65025,89.533875
235.762925,179.26175,311.4713,291.170625,666.678875,300.6981,89.5771
235.996875,179.3203,311.511425,291.2435,666.884225,300.750825,89.631375
236.179325,179.3498,311.54665,291.46385,667.140925,300.77395,89.6464
236.5974,179.600325,311.5647,291.77985,667.34075,300.793675,89.667175
236.746025,179.624225,311.575375,291.906775,668.162,300.849725,89.708225
236.916275,179.733025,311.796175,291.9091,668.37895,300.871125,89.717275
237.0316,179.763,311.85555,291.982625,668.451875,300.885975,89.773075
237.209925,179.95595,311.91835,292.013,668.681575,300.902775,89.872025
237.38845,180.026275,311.958775,292.09265,668.91085,300.922675,89.91975
237.500825,180.0736,311.98705,292.134225,668.92535,300.98415,90.260375
237.758425,180.2761,312.03115,292.18005,668.9403,301.0177,90.29195
237.945225,180.338525,312.1089,292.29445,669.045775,301.0767,90.405925
238.0192,180.43745,312.1272,292.39315,669.330775,301.1455,90.43155
238.068075,180.736075,312.221375,292.483975,669.569825,301.377475,90.44825
238.32025,180.96735,312.25655,292.6001,669.8848,301.4714,90.463225
238.3985,181.000575,312.329325,292.663875,670.13165,301.540425,90.57075
238.49365,181.057075,312.363425,292.718975,670.2279,301.791,90.771525
238.66845,181.096575,312.5417,292.7744,670.342,302.123675,90.791975
238.9236,181.133175,312.9366,292.83085,670.6732,302.34015,90.946825
239.102125,181.214875,313.040875,293.007725,671.007725,302.668025,90.975875
239.17435,181.4085,313.0831,293.49295,671.035475,302.7054,91.032675
239.286725,181.535675,313.351575,293.547375,671.585075,302.724225,91.08735
239.41305,181.75835,313.388225,293.613775,672.6616,302.758475,91.128675
239.419125,181.95535,313.454125,293.78335,672.704425,302.78575,91.46115
239.4833,181.976075,313.467775,294.06075,673.764225,302.81235,91.487775
239.66485,182.1021,313.5567,294.137225,673.7972,302.861775,91.538675
239.975525,182.173375,313.894825,294.277925,673.806725,302.91285,91.5988
240.08685,182.2066,314.218325,294.315875,673.9918,302.980225,91.616275
240.18465,182.2493,314.284925,294.39355,674.168625,303.03455,91.6532
240.32665,182.3707,314.4376,294.40145,674.30955,303.197575,91.7342
240.449475,182.494725,314.4737,294.46785,674.4296,303.389725,91.814075
240.80405,182.507825,314.5796,294.6015,674.520025,303.403675,91.884175
240.896125,182.51485,314.625225,294.791125,674.972425,303.466625,92.121225
240.984825,182.5831,314.672525,294.823125,675.239175,303.4952,92.187925
241.09665,182.645975,314.860925,294.832,675.342175,303.5586,92.200275
241.343375,182.690275,314.929825,295.012675,675.854,303.927075,92.221375
241.438025,182.7181,315.16485,295.0315,676.110075,303.977025,92.2401
241.57585,182.7536,315.229475,295.101725,676.2181,304.163775,92.2671
241.634525,182.766975,315.32595,295.2114,676.825775,304.208925,92.3103
241.72235,182.804875,315.332025,295.282475,677.16905,304.24245,92.4431
241.884225,182.857675,315.459825,295.61075,677.74005,304.31,92.46775
241.961125,183.193625,315.5852,295.701825,678.095825,304.35365,92.50935
242.083275,183.322025,315.71775,295.733525,678.356625,304.3967,92.5516
242.163425,183.403175,315.755175,295.791925,678.415925,304.74005,92.599775
242.2754,183.404375,315.831575,296.032775,678.7069,304.942525,92.634825
242.27765,183.48095,315.89355,296.1531,679.170175,304.973175,92.7237
242.34745,183.516175,316.197325,296.305025,679.5261,304.9958,92.737775
242.7212,183.56435,316.249525,296.48995,679.697525,305.0088,92.7801
242.772425,183.600025,316.339,296.808525,679.77965,305.264425,92.823275
242.843425,183.684725,316.3668,296.887725,679.877425,305.303,93.353225
242.9336,183.687425,316.4247,297.10695,679.921275,305.330975,93.416675
243.0127,183.829275,316.461125,297.2601,680.01305,305.346425,93.578725
243.071325,183.842925,316.62525,297.365075,680.0801,305.4036,93.666225
243.14705,183.87345,316.78,297.823025,680.283275,305.7201,93.681225
243.164025,183.89785,316.871275,297.90385,680.316125,305.77495,93.726225
243.237875,184.020525,316.900025,298.07165,680.58995,306.096425,93.741325
243.248875,184.142375,317.092125,298.2995,680.619275,306.119875,93.777625
243.492875,184.2752,317.194675,298.43245,681.3288,306.1726,93.81015
243.616125,184.280875,317.243225,298.820425,681.377975,306.2027,93.839275
243.708225,184.3546,317.412975,299.11315,681.62375,306.31225,93.913475
243.82585,184.41785,317.881375,299.272975,681.87415,306.34685,94.011025
243.936775,184.64545,318.069275,299.324075,681.972825,306.500525,94.028575
244.065475,184.77945,318.13525,299.597075,682.011875,306.55545,94.163725
244.126425,184.8184,318.1668,299.7356,682.03175,306.710325,94.2184
244.2113,184.91555,318.424875,299.883375,682.1055,306.78365,94.2644
244.274775,184.923125,318.46445,299.96615,682.281625,306.821375,94.309625
244.358325,184.9373,318.576575,300.255625,682.5951,306.857225,94.37355
244.412125,184.9964,318.74335,300.80535,682.72005,306.97045,94.40445
244.41485,185.028075,318.8899,301.0388,682.987075,307.089225,94.474875
244.494,185.207525,319.067725,301.10385,683.14015,307.3306,94.544475
244.550525,185.2089,319.18995,301.1132,683.6121,307.37075,94.5702
244.59095,185.4556,319.299675,301.247325,684.025,307.4282,94.57965
244.664375,185.463125,322.57075,301.249,684.210875,307.553675,94.590325
244.7533,185.487675,322.719325,301.333675,684.583725,307.5667,94.6056
244.79165,185.572325,322.791225,301.738925,684.65155,307.713875,94.622425
244.82995,185.66285,322.9457,301.98065,684.706,307.9297,94.63785
244.87535,185.752425,323.0562,301.986025,684.88985,307.996875,94.653325
244.94585,185.8449,323.0888,302.2303,685.1272,308.0253,94.6701
245.029875,185.845925,323.1772,302.367875,685.464425,308.104125,94.6876
245.0562,186.0644,323.401,302.4424,685.474725,308.2637,94.70995
245.141775,186.136075,323.53975,303.069675,685.699,308.286925,94.7367
245.362075,186.22705,323.665575,303.17815,686.059,308.497475,94.968225
245.531,186.401875,323.740425,303.226275,686.20645,308.57075,94.98425
245.616875,186.509025,323.793425,303.468175,686.29205,308.6179,95.031975
245.6466,186.53765,323.881575,303.64205,686.663825,308.6509,95.0404
245.66015,186.86275,323.94835,303.782175,686.9081,308.6998,95.06665
245.715075,186.866025,324.08885,303.7978,687.148325,308.765925,95.1033
245.7892,186.9101,324.23755,303.99675,687.2957,308.917475,95.13515
245.805075,186.951275,324.2658,304.422225,687.416825,308.9514,95.140925
245.870775,186.978225,324.267,305.1028,688.0138,309.061175,95.149675
245.907325,187.131875,324.294,305.159875,688.313825,309.099175,95.174925
246.01655,187.2411,324.35,305.166075,688.367025,309.216325,95.196075
246.136225,187.387375,324.382325,305.239325,688.564875,309.31775,95.2235
246.218225,187.4943,324.45185,305.249425,688.6737,309.43535,95.234925
246.382775,187.701575,324.48405,305.30045,688.9011,309.60845,95.2803
246.443525,187.7524,324.614775,305.399,688.933425,309.6488,95.290325
246.54895,187.795675,324.6476,305.4031,689.1262,309.698925,95.31685
246.91285,187.83685,324.8087,305.489325,689.451925,309.775225,95.432875
247.000375,187.874675,324.91085,305.710625,690.076025,309.901775,95.49705
247.097975,187.9079,325.0538,305.818725,690.239875,309.940825,95.539925
247.21975,187.9358,325.123175,305.8451,690.344075,310.019275,95.619775
247.47745,188.023575,325.2061,305.951275,690.53185,310.107875,95.654875
247.61945,188.06105,325.28805,306.166225,690.942475,310.23975,95.719325
247.785575,188.120925,325.3774,306.372975,691.2067,310.252375,95.747
248.0603,188.410825,325.4365,306.66905,691.291375,310.332925,95.857675
248.0641,188.51555,325.4784,306.76215,691.725875,310.36985,95.86655
248.565875,188.636625,325.52385,306.961675,691.7693,310.4092,95.879525
248.710475,188.68955,325.60455,307.028925,692.11845,310.510325,95.9049
248.816525,188.7491,325.64035,307.299175,692.18035,310.554125,95.92215
249.099575,188.7683,325.703525,307.453225,692.4433,310.679275,95.935
249.29475,188.7826,325.724975,308.052375,692.5674,310.8059,95.9478
249.517625,188.80805,325.727125,308.2199,692.664225,310.8463,95.960625
249.677975,189.142825,325.792825,308.346675,692.7324,310.901275,95.9905
249.81675,189.189825,325.830225,308.52635,692.9087,310.9927,96.004175
249.858975,189.221025,325.89665,308.570125,693.1459,311.04145,96.0135
250.160575,189.247925,325.91895,308.85375,693.17275,311.07795,96.041475
250.28,189.32235,325.92945,308.889825,693.19615,311.13105,96.091675
250.4303,189.371975,325.934175,309.061725,693.21745,311.19545,96.294575
250.4872,189.42095,325.997575,309.074,693.3971,311.2145,96.3096
250.536075,189.564575,326.058325,309.324625,693.608925,311.299725,96.349975
250.669425,189.722875,326.1107,309.3612,694.144625,311.3608,96.3641
250.740475,189.772025,326.18425,309.669975,694.4258,311.3853,96.37715
250.8934,189.8308,326.387325,309.745975,694.778225,311.487325,96.39185
250.992675,190.079325,326.47015,309.82815,694.966225,311.5951,96.418275
251.281825,190.100825,326.63775,309.87665,695.0602,311.671725,96.438725
251.429425,190.29685,326.675775,309.93905,695.137925,311.6909,96.44815
251.635725,190.386425,326.73445,310.028775,695.16155,311.9967,96.4609
251.805575,190.424325,326.816525,310.102825,695.3157,312.059675,96.470025
251.861525,190.465175,326.865325,310.1049,695.732175,312.2615,96.47205
251.919675,190.48585,326.92705,310.150525,695.976625,312.30295,96.4965
252.00475,190.5237,327.180525,310.293075,696.252675,312.325975,96.5495
252.06065,190.5371,327.211775,310.436075,696.8326,312.373725,96.55965
252.0961,190.684125,327.21415,310.589275,696.88735,312.5532,96.564725
252.17415,190.78215,327.3004,310.65025,697.232525,312.613725,96.572825
252.313375,190.93555,327.465975,310.703,697.325925,312.722375,96.605825
252.452425,191.00755,327.5537,310.714225,697.42645,312.871375,96.644475
252.6156,191.067675,327.57735,311.2389,697.48325,312.978925,96.658775
252.683075,191.087325,327.668875,311.337625,697.658025,313.147175,96.68025
252.757675,191.301525,327.85735,311.39925,697.97865,313.19645,96.688675
252.819675,191.33195,327.92455,311.50255,698.023775,313.2389,96.794325
253.023225,191.524825,327.95545,311.6885,698.497575,313.284225,96.8142
253.118175,191.70565,328.009325,311.812975,698.63775,313.335225,96.85115
253.143975,191.888475,328.016275,311.84655,698.696175,313.36685,96.9417
253.2796,192.063525,328.124525,311.85495,699.3417,313.426525,97.0288
253.350675,192.142625,328.301825,311.886625,699.511625,313.5232,97.192875
253.475625,192.1849,328.3411,312.071475,699.537925,313.53025,97.205925
253.548775,192.433025,328.4372,312.1495,699.5753,313.551375,97.220525
253.60435,192.5401,328.47055,312.274875,700.340725,313.561475,97.23485
253.62465,192.559075,328.847475,312.6474,700.421925,313.5849,97.251825
253.67255,192.623475,328.9338,312.84295,700.909625,313.598775,97.264825
253.796375,192.730325,329.098825,313.105225,701.085375,313.68045,97.277125
253.85335,192.83895,329.1058,313.12065,701.100125,313.716275,97.323575
253.9729,193.00525,330.8003,313.4073,701.2626,313.774675,97.34455
253.995225,193.11015,332.010825,313.577025,701.35645,313.84855,97.3515
254.160525,193.17375,332.3931,313.870125,701.614,313.8796,97.3541
254.24495,193.31985,332.73345,313.925825,702.00595,313.920975,97.368575
254.322975,193.38855,332.762875,314.1246,702.2784,313.9777,97.4111
254.477225,193.455475,333.365925,314.780175,702.293325,314.04365,97.564
254.51285,193.47,333.4157,314.8466,702.340375,314.19915,97.62395
254.521125,193.5841,333.5554,315.074625,702.350675,314.27085,97.6464
254.698825,193.629925,333.58405,315.3185,702.61855,314.292575,97.684125
