SPK_SPKC08a (no opto-tagging),SPK_SPKC10a (inhi),SPK_SPKC11a (exc),SPK_SPKC12a (no response),SPK_SPKC12b (exc),SPK_SPKC14a (short inhi)
,43.84025,52.31405,,61.10935,46.907125
,43.849825,52.31815,,61.115725,46.9272
,43.85695,52.325325,,61.121975,46.9434
,43.865925,52.344875,,61.13135,46.966775
,43.8729,52.362275,,61.142975,47.008175
,43.8862,52.367925,,61.153775,47.03685
,43.9034,52.372625,,61.1612,47.08605
,43.9127,52.38935,,61.166775,47.1436
,43.928,52.421625,,61.171275,47.1633
,43.9455,52.451725,,61.180025,47.178425
,43.980775,52.47675,,61.18855,47.189425
,44.02845,52.493775,,61.2056,47.2048
,44.045525,52.5249,,61.22425,47.218025
,44.0582,52.556,,61.248925,47.24115
,44.088075,52.59105,,61.273075,47.261625
,44.12005,52.6119,,61.31065,47.291175
,44.13675,52.62675,,61.355775,47.316675
,44.17025,52.644225,,61.38795,47.354475
,44.1998,52.657975,,61.426175,47.41055
,44.20815,52.664725,,61.4584,47.468525
,44.2178,52.66645,,61.48405,47.502775
,44.227,52.670475,,61.494825,47.514775
,44.23415,52.677475,,61.50185,47.52945
,44.24265,52.683525,,61.5073,47.538
,44.250775,52.6901,,61.51505,47.549525
,44.26415,52.7021,,61.521225,47.5587
,44.273275,52.7077,,61.52865,47.560325
,44.28265,52.713475,,61.5677,47.567075
,44.29305,52.733225,,61.5774,47.569725
,44.301975,52.747125,,61.58875,47.5787
,44.312175,52.761325,,61.608975,47.587925
,44.3221,52.776425,,61.626225,47.595875
,44.343625,52.79665,,61.64645,47.6034
,44.36115,52.817725,,61.680025,47.61265
,44.408525,52.82775,,61.71025,47.626
,44.4254,52.8552,,61.74975,47.6412
,44.442225,52.87175,,61.7921,47.655525
,44.457475,52.893325,,61.833525,47.668375
,44.4698,52.9152,,61.8502,47.6815
,44.48185,52.929425,,61.866375,47.699225
,44.50765,52.93885,,61.890175,47.713525
,44.5149,52.9705,,61.90375,47.725275
,44.5255,52.982425,,61.92,47.7418
,44.555375,53.016375,,61.9279,47.75285
,44.56495,53.03755,,61.937175,47.756775
,44.574425,53.07695,,61.9465,47.777375
,44.58675,53.093475,,61.95595,47.785975
,44.62575,53.1221,,61.9656,47.79925
,44.6407,53.1405,,61.97085,47.8169
,44.671875,53.151225,,61.978425,47.835875
,44.680525,53.164075,,61.98565,47.8648
,44.7146,53.17495,,61.99225,47.876575
,44.73355,53.2047,,61.99885,47.911575
,44.751625,53.22145,,62.00735,47.924525
,44.763625,53.234125,,62.012825,47.93365
,44.781925,53.245425,,62.026525,47.9454
,44.801625,53.2809,,62.041825,47.96385
,44.81165,53.297075,,62.07055,47.9819
,44.82515,53.314075,,62.10665,47.996875
,44.839025,53.338,,62.148475,48.019475
,44.848675,53.36235,,62.197425,48.0407
,44.85895,53.381975,,62.21885,48.062175
,44.871375,53.410575,,62.23805,48.076375
,44.888475,53.4359,,62.24745,48.09275
,44.90555,53.480975,,62.25815,48.09925
,44.91945,53.489075,,62.261825,48.104075
,44.947775,53.4993,,62.27855,48.111975
,44.977325,53.506875,,62.283325,48.121975
,45.01235,53.531275,,62.2878,48.128725
,45.06285,53.55325,,62.299775,48.135975
,45.077625,53.56875,,62.309825,48.141575
,45.101,53.5868,,62.315175,48.147225
,45.1166,53.608275,,62.323075,48.1531
,45.135325,53.630475,,62.3275,48.15965
,45.149875,53.654825,,62.33225,48.17315
,45.166775,53.704275,,62.345425,48.182975
,45.188075,53.7416,,62.354325,48.190125
,45.20595,53.771,,62.36125,48.19955
,45.228525,53.809325,,62.37025,48.210225
,45.26485,53.83835,,62.37715,48.2172
,45.29355,53.85155,,62.38485,48.22855
,45.3347,53.859225,,62.4384,48.247275
,45.370025,53.865275,,62.4608,48.255875
,45.40475,53.876225,,62.4784,48.2784
,45.43005,53.8855,,62.5084,48.293375
,45.448125,53.8946,,62.532625,48.30335
,45.455125,53.903575,,62.5547,48.311625
,45.46375,53.91155,,62.580425,48.323725
,45.484625,53.9184,,62.604025,48.331575
,45.501875,53.9289,,62.6191,48.3382
,45.531925,53.94215,,62.635375,48.351275
,45.5429,53.95195,,62.655125,48.3615
,45.55655,53.96295,,62.66545,48.3738
,45.570625,53.97595,,62.68505,48.389975
,45.59145,53.97815,,62.696425,48.403925
,45.59855,53.9931,,62.716225,48.417425
,45.60605,54.0203,,62.72495,48.43555
,45.6148,54.0408,,62.7362,48.450225
,45.621775,54.0562,,62.7526,48.461325
,45.625725,54.079,,62.761375,48.4754
,45.6346,54.107325,,62.769125,48.484875
,45.642525,54.1377,,62.777975,48.4966
,45.65835,54.15955,,62.7917,48.51125
,45.686125,54.192925,,62.80345,48.52615
,45.708925,54.20655,,62.8444,48.541175
,45.7275,54.224125,,62.86415,48.5646
,45.753175,54.2337,,62.88265,48.58295
,45.784375,54.24215,,62.915125,48.603425
,45.81515,54.2554,,62.9612,48.6257
,45.8459,54.25905,,62.97635,48.64655
,45.8689,54.2832,,62.993775,48.66865
,45.8911,54.291425,,63.013225,48.688125
,45.903575,54.298825,,63.03315,48.705175
,45.91615,54.31705,,63.044125,48.716225
,45.935275,54.325325,,63.057425,48.7205
,45.986425,54.336725,,63.07125,48.73155
,46.01145,54.341075,,63.088925,48.74675
,46.03335,54.36225,,63.1034,48.761875
,46.05355,54.370225,,63.1421,48.782475
,46.06005,54.38445,,63.16885,48.79785
,46.070625,54.401125,,63.190375,48.815475
,46.084225,54.4155,,63.217125,48.831125
,46.0921,54.425225,,63.23955,48.8471
,46.105475,54.4336,,63.271775,48.8655
,46.116325,54.440675,,63.305275,48.902175
,46.130275,54.46095,,63.324525,48.9261
,46.13705,54.4683,,63.3624,48.951875
,46.143075,54.48465,,63.40025,48.974875
,46.155975,54.500675,,63.420925,48.991675
,46.159125,54.52115,,63.4447,49.01065
,46.1637,54.528475,,63.46385,49.0381
,46.198375,54.5491,,63.49205,49.058375
,46.23275,54.557125,,63.509625,49.082
,46.2633,54.575975,,63.528325,49.091575
,46.28925,54.603725,,63.536475,49.099125
,46.3141,54.618875,,63.544025,49.114025
,46.32515,54.62845,,63.552325,49.1307
,46.342675,54.650825,,63.560475,49.145
,46.3603,54.661,,63.576425,49.17325
,46.387825,54.668925,,63.600025,49.1831
,46.414275,54.675675,,63.62105,49.19845
,46.474525,54.68545,,63.645975,49.21675
,46.50125,54.696675,,63.66375,49.234325
,46.515125,54.7054,,63.6761,49.245425
,46.5447,54.728125,,63.686775,49.258625
,46.565925,54.755125,,63.7032,49.267625
,46.59025,54.7663,,63.73255,49.27665
,46.612225,54.7689,,63.7518,49.283225
,46.6294,54.788625,,63.76285,49.2906
,46.64375,54.804025,,63.782725,49.303225
,46.656125,54.82325,,63.8031,49.325075
,46.666975,54.84535,,63.822025,49.34025
,46.68245,54.8662,,63.84815,49.363225
,46.69515,54.88755,,63.901375,49.37775
,46.7064,54.9064,,63.9405,49.392125
,46.72845,54.912675,,63.9938,49.4084
,46.765525,54.927625,,64.0287,49.422975
,46.7953,54.947925,,64.06845,49.434975
,46.8177,54.960975,,64.09065,49.451675
,46.85195,54.971275,,64.10295,49.4754
,46.908625,54.99215,,64.127825,49.4966
,46.9321,55.00585,,64.141825,49.521175
,46.9547,55.0199,,64.1634,49.54045
,46.967425,55.025925,,64.18055,49.5566
,46.9863,55.0345,,64.209475,49.581875
,47.008975,55.04415,,64.223025,49.613425
,47.022325,55.055775,,64.2352,49.6481
,47.038025,55.065275,,64.250525,49.69525
,47.05745,55.07895,,64.275975,49.72625
,47.065575,55.09295,,64.301125,49.746575
,47.0798,55.112075,,64.314375,49.77
,47.1036,55.12475,,64.346775,49.81335
,47.1207,55.169175,,64.386525,49.825475
,47.14335,55.1824,,64.454775,49.837075
,47.146825,55.196025,,64.467725,49.85515
,47.173225,55.21575,,64.490775,49.8789
,47.1854,55.225875,,64.5116,49.90495
,47.198225,55.2427,,64.526275,49.918425
,47.2059,55.27805,,64.5441,49.9443
,47.21635,55.29305,,64.5554,49.973325
,47.227775,55.317325,,64.5666,50.00615
,47.234975,55.3408,,64.57705,50.03485
,47.243425,55.3578,,64.5882,50.055025
,47.25275,55.374825,,64.599825,50.069275
,47.260375,55.3949,,64.623775,50.082875
,47.271375,55.42055,,64.662975,50.10125
,47.29015,55.442,,64.770775,50.12155
,47.31895,55.457075,,64.805525,50.142525
,47.335375,55.469175,,64.856125,50.169625
,47.3524,55.483925,,64.90605,50.19885
,47.36595,55.497125,,64.93375,50.2166
,47.378225,55.50495,,64.9401,50.2362
,47.3835,55.512375,,64.946825,50.266475
,47.393725,55.520625,,64.9518,50.288525
,47.39985,55.5307,,64.957625,50.315925
,47.4093,55.538,,64.966325,50.340725
,47.434425,55.57695,,64.980675,50.369925
,47.438525,55.585675,,64.999875,50.371525
,47.45135,55.596425,,65.019675,50.3826
,47.46805,55.607175,,65.03065,50.396525
,47.487375,55.6127,,65.0702,50.417925
,47.51635,55.62685,,65.084775,50.432775
,47.5348,55.652675,,65.119225,50.453775
,47.548975,55.6741,,65.1304,50.470425
,47.559675,55.693825,,65.14425,50.486
,47.5736,55.712175,,65.161475,50.5048
,47.584175,55.729425,,65.177,50.523525
,47.6025,55.765675,,65.208825,50.539025
,47.61435,55.79165,,65.223425,50.551975
,47.625775,55.814625,,65.242875,50.566825
,47.639525,55.84015,,65.2659,50.577775
,47.6488,55.853925,,65.31985,50.5897
,47.6593,55.867625,,65.372375,50.6016
,47.66885,55.8959,,65.4258,50.61575
,47.676425,55.9211,,65.460825,50.6304
,47.689025,55.9315,,65.4765,50.6408
,47.7162,55.9513,,65.502825,50.64635
,47.724025,55.9537,,65.52895,50.65435
,47.7401,55.975925,,65.538725,50.6805
,47.7537,55.9834,,65.5566,50.69915
,47.7626,55.998775,,65.5731,50.71935
,47.7749,56.02505,,65.58835,50.731025
,47.787575,56.0455,,65.606925,50.734225
,47.800275,56.061775,,65.630725,50.74985
,47.813075,56.0693,,65.6541,50.760325
,47.828075,56.097675,,65.6766,50.771825
,47.8462,56.107325,,65.72145,50.78195
,47.8673,56.1243,,65.739,50.79105
,47.891775,56.13455,,65.754075,50.80075
,47.920775,56.151075,,65.770275,50.810375
,47.9482,56.181275,,65.77695,50.8143
,47.988875,56.198,,65.783075,50.8245
,48.0142,56.215375,,65.79495,50.83595
,48.02795,56.2305,,65.810425,50.838775
,48.038075,56.26395,,65.824525,50.846925
,48.0402,56.280875,,65.842525,50.87385
,48.052875,56.309975,,65.86815,50.889975
,48.062075,56.331925,,65.881725,50.90045
,48.073225,56.350875,,65.890425,50.917275
,48.075475,56.3639,,65.90805,50.93115
,48.0912,56.406275,,65.924725,50.944975
,48.093125,56.425425,,65.93685,50.956325
,48.0994,56.458075,,65.961125,50.968925
,48.1149,56.471425,,65.976925,50.983325
,48.129475,56.494375,,66.018675,50.998225
,48.1471,56.5145,,66.0327,51.0131
,48.155825,56.529925,,66.0421,51.0385
,48.16425,56.562725,,66.05095,51.062825
,48.171,56.5713,,66.06055,51.090125
,48.181175,56.579225,,66.0687,51.112425
,48.18775,56.5863,,66.076275,51.146375
,48.201,56.594475,,66.091725,51.157875
,48.211175,56.606325,,66.10785,51.170025
,48.223175,56.613825,,66.130775,51.1898
,48.228725,56.627025,,66.142,51.2077
,48.233725,56.6361,,66.153525,51.244275
,48.2387,56.644625,,66.170525,51.263325
,48.24325,56.666825,,66.1841,51.287
,48.24775,56.678325,,66.20025,51.3405
,48.255675,56.68665,,66.21095,51.3649
,48.261425,56.70185,,66.2265,51.39035
,48.272475,56.71395,,66.24035,51.4251
,48.27925,56.7202,,66.2549,51.451475
,48.28735,56.733775,,66.270875,51.45905
,48.2985,56.749275,,66.29875,51.46545
,48.31395,56.771425,,66.31745,51.47285
,48.3308,56.7935,,66.32885,51.482025
,48.346,56.818725,,66.35705,51.490325
,48.35855,56.831,,66.388675,51.507375
,48.36785,56.8687,,66.4255,51.51665
,48.38455,56.889625,,66.4498,51.52975
,48.39585,56.9059,,66.463425,51.5408
,48.411825,56.93135,,66.478225,51.5556
,48.4194,56.938725,,66.5093,51.569775
,48.427725,56.94535,,66.53245,51.58375
,48.435025,56.955725,,66.54325,51.6001
,48.43765,56.987375,,66.559425,51.61985
,48.44515,57.01675,,66.58405,51.64075
,48.45455,57.05255,,66.619975,51.661875
,48.464875,57.085675,,66.6803,51.6934
,48.472075,57.10335,,66.71395,51.725175
,48.484375,57.113925,,66.741975,51.744925
,48.49345,57.123725,,66.77025,51.778175
,48.517125,57.135825,,66.779275,51.821125
,48.52675,57.173175,,66.789775,51.848725
,48.5352,57.1801,,66.80205,51.876825
,48.550975,57.211075,,66.809825,51.898725
,48.561275,57.221875,,66.823375,51.90275
,48.576325,57.233,,66.8294,51.9096
,48.58685,57.24865,,66.8353,51.922475
,48.608525,57.2612,,66.8428,51.93325
,48.64005,57.2805,,66.85455,51.94745
,48.6609,57.29885,,66.8613,51.960075
,48.6763,57.31785,,66.86835,51.974475
,48.687925,57.34285,,66.880775,51.992
,48.705025,57.360825,,66.89715,52.001175
,48.723975,57.389425,,66.9036,52.0123
,48.737625,57.403975,,66.91845,52.0284
,48.77365,57.42315,,66.925675,52.0414
,48.7953,57.4352,,66.94185,52.056925
,48.81075,57.45775,,66.968025,52.074225
,48.83105,57.4611,,66.984575,52.088175
,48.85175,57.468475,,66.9978,52.10735
,48.866775,57.47485,,67.01685,52.1335
,48.904075,57.4802,,67.0262,52.153575
,48.934975,57.487,,67.042825,52.186125
,48.94235,57.50455,,67.058425,52.220425
,48.944425,57.519375,,67.066375,52.257725
,48.95555,57.533675,,67.084175,52.282275
,48.970175,57.539375,,67.094125,52.3066
,49.00005,57.547275,,67.1141,52.3231
,49.0122,57.554875,,67.1431,52.336575
,49.0229,57.5769,,67.203225,52.3563
,49.030025,57.59865,,67.227975,52.374675
,49.035575,57.611725,,67.2523,52.398475
,49.0434,57.61315,,67.2777,52.415025
,49.04995,57.62115,,67.291375,52.43575
,49.05645,57.634425,,67.302925,52.453275
,49.06395,57.64985,,67.3122,52.478925
,49.071925,57.656925,,67.319525,52.503125
,49.081575,57.672825,,67.329875,52.5376
,49.088975,57.6883,,67.34765,52.5784
,49.09365,57.7009,,67.37065,52.621175
,49.103875,57.715575,,67.385375,52.65205
,49.123125,57.73855,,67.391575,52.6725
,49.161125,57.7443,,67.4304,52.6819
,49.18895,57.750475,,67.444525,52.6931
,49.21635,57.78775,,67.460175,52.69695
,49.2305,57.80165,,67.514625,52.70705
,49.24475,57.82135,,67.528025,52.718225
,49.2682,57.837575,,67.54225,52.738375
,49.313275,57.867125,,67.558425,52.745575
,49.330075,57.88215,,67.571,52.7507
,49.349125,57.8954,,67.59475,52.76235
,49.360225,57.902425,,67.6415,52.779675
,49.37885,57.92455,,67.68395,52.799925
,49.40345,57.946025,,67.721275,52.8232
,49.42135,57.96695,,67.757125,52.840575
,49.451825,57.983175,,67.78915,52.865675
,49.481825,57.99615,,67.8247,52.88145
,49.5133,58.021475,,67.848675,52.901175
,49.534375,58.0393,,67.86355,52.925725
,49.556725,58.054225,,67.87485,52.947575
,49.56845,58.09485,,67.880325,52.978825
,49.583775,58.125875,,67.884625,53.005475
,49.6228,58.157825,,67.8922,53.031575
,49.62715,58.1781,,67.899875,53.05105
,49.6535,58.196025,,67.9254,53.08925
,49.669775,58.2015,,67.961425,53.11855
,49.6858,58.223325,,67.974475,53.145725
,49.7073,58.229525,,67.9858,53.182175
,49.7242,58.236075,,67.99955,53.203975
,49.749675,58.242675,,68.02225,53.227925
,49.76625,58.268225,,68.080275,53.243975
,49.783,58.2742,,68.1232,53.256975
,49.7893,58.287425,,68.1891,53.26605
,49.798175,58.295825,,68.22195,53.2748
,49.804825,58.3055,,68.242125,53.28515
,49.81315,58.320775,,68.265525,53.289375
,49.817025,58.33645,,68.283875,53.30445
,49.820225,58.361725,,68.320375,53.32045
,49.82335,58.379825,,68.345825,53.330525
,49.8297,58.393725,,68.362725,53.34575
,49.840025,58.4186,,68.376925,53.368425
,49.844825,58.457425,,68.38655,53.387125
,49.8496,58.480575,,68.3947,53.415725
,49.864725,58.5139,,68.40595,53.435225
,49.868,58.575925,,68.43905,53.4604
,49.88535,58.6074,,68.449275,53.478825
,49.8986,58.6224,,68.456575,53.493325
,49.908125,58.638775,,68.4685,53.50585
,49.920475,58.668525,,68.4765,53.524525
,49.931125,58.677575,,68.506225,53.554425
,49.9414,58.685475,,68.515475,53.5683
,49.948675,58.6943,,68.520575,53.585
,49.959025,58.7006,,68.528525,53.598775
,49.96825,58.729125,,68.53975,53.6327
,49.980525,58.741575,,68.557925,53.6493
,49.997675,58.7561,,68.5655,53.669075
,50.0087,58.770525,,68.57965,53.6967
,50.01385,58.7978,,68.591025,53.730075
,50.0222,58.816625,,68.60155,53.77515
,50.03235,58.833425,,68.62855,53.808975
,50.05665,58.8528,,68.653575,53.87715
,50.0598,58.886925,,68.6843,53.8847
,50.084325,58.918,,68.72875,53.9008
,50.100675,58.938275,,68.77625,53.923525
,50.1102,58.953325,,68.8414,53.9582
,50.11635,58.9691,,68.88325,53.9792
,50.1247,58.98675,,68.91115,53.9963
,50.1287,59.015275,,68.920725,54.0163
,50.1331,59.03435,,68.927375,54.04535
,50.1365,59.0496,,68.942075,54.061425
,50.1442,59.06665,,68.95305,54.0881
,50.148225,59.078825,,68.960825,54.122675
,50.155475,59.08655,,68.968125,54.158925
,50.15915,59.103925,,68.97235,54.19045
,50.162725,59.143875,,68.97675,54.233325
,50.180975,59.17685,,68.981375,54.260225
,50.186775,59.198,,68.986675,54.27985
,50.1983,59.22785,,69.004225,54.28625
,50.2068,59.239875,,69.0219,54.296275
,50.214475,59.2609,,69.031075,54.305975
,50.220025,59.284275,,69.059325,54.312425
,50.22355,59.300975,,69.074625,54.320925
,50.234925,59.3181,,69.085925,54.329125
,50.24085,59.337775,,69.109875,54.335625
,50.248525,59.36095,,69.13595,54.344675
,50.25415,59.38505,,69.158425,54.357025
,50.25765,59.4075,,69.187075,54.3786
,50.26415,59.42485,,69.2154,54.4055
,50.2687,59.439925,,69.230225,54.420575
,50.274,59.453025,,69.258875,54.43685
,50.278675,59.46745,,69.2914,54.46385
,50.28375,59.485875,,69.30885,54.472775
,50.28655,59.49485,,69.3331,54.474525
,50.28975,59.50735,,69.359275,54.48675
,50.2923,59.519425,,69.3828,54.496925
,50.30075,59.533025,,69.409975,54.512575
,50.3214,59.5567,,69.4271,54.523825
,50.3254,59.579875,,69.4459,54.530325
,50.336175,59.5911,,69.457325,54.540925
,50.342425,59.599875,,69.46555,54.549425
,50.359325,59.62135,,69.471225,54.55885
,50.367875,59.654875,,69.47725,54.570775
,50.38535,59.674075,,69.484825,54.5791
,50.4066,59.693675,,69.490325,54.6026
,50.4324,59.716525,,69.4962,54.6111
,50.493525,59.7704,,69.500625,54.622375
,50.551075,59.7784,,69.504225,54.629575
,50.598775,59.797475,,69.50855,54.634
,50.62765,59.82485,,69.5136,54.646025
,50.6354,59.846325,,69.526,54.66135
,50.63955,59.866025,,69.563475,54.675975
,50.643525,59.8838,,69.5856,54.690425
,50.648325,59.90125,,69.600225,54.705625
,50.651425,59.92315,,69.61015,54.715525
,50.654575,59.9412,,69.62495,54.733925
,50.6575,59.96005,,69.635375,54.74925
,50.661375,59.9787,,69.64905,54.767525
,50.662575,59.9943,,69.670875,54.783625
,50.675125,60.004525,,69.687025,54.805325
,50.67795,60.02875,,69.695725,54.8243
,50.6864,60.053025,,69.7063,54.840675
,50.690175,60.0743,,69.7299,54.850275
,50.697,60.09085,,69.738825,54.869425
,50.7018,60.11255,,69.766075,54.89005
,50.706725,60.136875,,69.78075,54.905425
,50.723875,60.161875,,69.793625,54.929875
,50.73035,60.18335,,69.8085,54.94085
,50.73495,60.198275,,69.8299,54.95495
,50.740275,60.20135,,69.861875,54.9732
,50.749,60.214525,,69.898175,54.985775
,50.756125,60.2263,,69.922075,54.995925
,50.762175,60.245975,,69.944325,55.008025
,50.7732,60.256875,,69.955625,55.01875
,50.785675,60.271925,,69.972275,55.0334
,50.801425,60.283475,,69.9836,55.050175
,50.8126,60.293525,,69.990725,55.06315
,50.838625,60.3035,,70.014075,55.0762
,50.877425,60.318525,,70.020925,55.0915
,50.909025,60.335175,,70.03105,55.09815
,50.9336,60.342825,,70.03865,55.11565
,50.96805,60.349525,,70.0486,55.133175
,50.981975,60.384075,,70.078375,55.15055
,50.990275,60.397125,,70.096875,55.167425
,51.000525,60.410375,,70.12015,55.18385
,51.04615,60.426025,,70.1449,55.2019
,51.049925,60.44215,,70.169925,55.222425
,51.06505,60.4695,,70.200875,55.24115
,51.0685,60.49265,,70.2424,55.257625
,51.0721,60.512975,,70.260975,55.260975
,51.07615,60.543325,,70.302325,55.268875
,51.081,60.56045,,70.3238,55.2826
,51.085975,60.5687,,70.34895,55.299
,51.091675,60.5805,,70.3757,55.3216
,51.095275,60.597625,,70.387825,55.34385
,51.098725,60.610025,,70.397075,55.37645
,51.109325,60.646,,70.409925,55.398925
,51.1176,60.648275,,70.428425,55.43265
,51.1214,60.65395,,70.442875,55.45245
,51.135275,60.660175,,70.47515,55.477175
,51.163525,60.670025,,70.509525,55.4981
,51.18435,60.67605,,70.53195,55.524125
,51.203625,60.679475,,70.56895,55.540075
,51.211875,60.685825,,70.601925,55.561275
,51.225825,60.695325,,70.64445,55.580325
,51.2398,60.7031,,70.65295,55.597075
,51.265375,60.715975,,70.67125,55.62295
,51.29295,60.7332,,70.6818,55.6371
,51.317525,60.739625,,70.6894,55.655475
,51.354275,60.75205,,70.6988,55.681575
,51.3729,60.783325,,70.710525,55.7059
,51.39575,60.792925,,70.720775,55.7453
,51.413175,60.811625,,70.730675,55.77635
,51.42125,60.8324,,70.75505,55.8174
,51.4367,60.862275,,70.78595,55.855175
,51.443125,60.867425,,70.840175,55.893125
,51.459775,60.8831,,70.879625,55.926175
,51.48335,60.933275,,70.907825,55.9371
,51.498825,60.95005,,70.928,55.94705
,51.51015,60.9691,,70.9736,55.960225
,51.5213,60.9915,,70.991375,55.96845
,51.527,60.998175,,71.010125,55.98215
,51.53475,61.0104,,71.0312,55.99125
,51.539525,61.0165,,71.046675,55.99995
,51.553875,61.021825,,71.05845,56.009925
,51.559775,61.03245,,71.069375,56.02565
,51.56325,61.040425,,71.078,56.034325
,51.56655,61.0624,,71.0893,56.040375
,51.570425,61.068925,,71.1103,56.049275
,51.577025,61.078575,,71.14005,56.058775
,51.58255,61.09045,,71.155925,56.0662
,51.606175,61.0947,,71.171575,56.075475
,51.62295,61.0994,,71.1933,56.085075
,51.63075,61.10905,,71.219675,56.09695
,51.634375,61.115525,,71.24355,56.107825
,51.643125,61.1204,,71.266675,56.11725
,51.65125,61.12875,,71.286,56.12965
,51.6643,61.129775,,71.3225,56.14715
,51.68635,61.135575,,71.353025,56.163575
,51.6924,61.13715,,71.389975,56.18
,51.707275,61.148225,,71.4147,56.19855
,51.754825,61.1682,,71.458175,56.21265
,51.7877,61.180275,,71.48125,56.235625
,51.8142,61.192075,,71.504225,56.276025
,51.840425,61.207125,,71.524225,56.353175
,51.878225,61.222775,,71.57075,56.388425
,51.8864,61.23605,,71.591125,56.416675
,51.922825,61.272675,,71.60965,56.4504
,51.93365,61.2962,,71.62795,56.47855
,51.944775,61.31505,,71.65365,56.50965
,51.955025,61.329925,,71.679,56.522375
,51.961975,61.35345,,71.699875,56.5335
,51.970625,61.376325,,71.71765,56.562525
,51.97785,61.382275,,71.75405,56.57655
,51.983525,61.395175,,71.7726,56.587625
,51.98725,61.417425,,71.808375,56.5993
,51.991475,61.428975,,71.829075,56.612575
,51.9961,61.4436,,71.85805,56.62505
,52.00245,61.4558,,71.87335,56.6549
,52.00655,61.467175,,71.8922,56.678225
,52.01105,61.4818,,71.90735,56.6994
,52.0167,61.492475,,71.9273,56.719325
,52.024025,61.5012,,71.94275,56.750025
,52.04335,61.51595,,71.95595,56.78295
,52.0486,61.524425,,71.97785,56.8191
,52.079575,61.5413,,71.99315,56.84385
,52.13575,61.554275,,72.00845,56.860975
,52.181125,61.571125,,72.026575,56.874675
,52.2197,61.587625,,72.039025,56.891125
,52.246275,61.606075,,72.0525,56.90775
,52.2526,61.62195,,72.076475,56.9325
,52.25785,61.638675,,72.101775,56.947725
,52.262825,61.65695,,72.1223,56.96205
,52.2676,61.676175,,72.14745,56.991925
,52.27675,61.697975,,72.16375,57.01675
,52.301925,61.7176,,72.1834,57.04565
,52.3116,61.732625,,72.20235,57.05785
,52.318025,61.752975,,72.219725,57.072025
,52.325925,61.768875,,72.24565,57.086375
,52.3325,61.7878,,72.261275,57.118925
,52.337625,61.806075,,72.286575,57.13145
,52.34455,61.83265,,72.306375,57.149125
,52.348475,61.848775,,72.3232,57.166275
,52.35235,61.857425,,72.343075,57.186675
,52.355575,61.87095,,72.35275,57.204725
,52.358775,61.881825,,72.3682,57.22155
,52.36155,61.89255,,72.3816,57.2378
,52.363025,61.90055,,72.421825,57.260725
,52.367325,61.91105,,72.44925,57.28225
,52.3712,61.924375,,72.476525,57.31045
,52.374575,61.935225,,72.485925,57.3582
,52.385925,61.9829,,72.501075,57.38465
,52.39745,61.99255,,72.5092,57.406375
,52.4052,62.01195,,72.5186,57.429325
,52.42415,62.0228,,72.527425,57.443125
,52.460475,62.056025,,72.539675,57.479575
,52.503875,62.098825,,72.544525,57.48865
,52.5388,62.117475,,72.5488,57.496875
,52.58215,62.14185,,72.55925,57.50515
,52.619475,62.163825,,72.569675,57.510575
,52.637825,62.191075,,72.591075,57.520125
,52.664225,62.2082,,72.5938,57.52995
,52.686725,62.220625,,72.596675,57.5391
,52.6928,62.229025,,72.598825,57.5498
,52.70155,62.234,,72.617025,57.559275
,52.712875,62.26555,,72.628,57.5675
,52.717275,62.268675,,72.635375,57.5783
,52.720525,62.270775,,72.64335,57.584425
,52.7231,62.28365,,72.650075,57.591
,52.731025,62.29035,,72.66045,57.5966
,52.7346,62.302425,,72.6669,57.603
,52.737525,62.30965,,72.692475,57.608525
,52.743575,62.3155,,72.703725,57.61295
,52.751025,62.325925,,72.716875,57.632225
,52.76015,62.350375,,72.730075,57.648275
,52.771525,62.35415,,72.745275,57.665675
,52.77725,62.367775,,72.752875,57.6785
,52.783375,62.378475,,72.76265,57.68915
,52.79305,62.395275,,72.76925,57.7024
,52.810475,62.4039,,72.776325,57.710925
,52.817025,62.411925,,72.78455,57.721625
,52.825125,62.422425,,72.79465,57.736525
,52.831,62.43945,,72.8048,57.744675
,52.835825,62.4471,,72.8101,57.75185
,52.843275,62.458325,,72.8203,57.7591
,52.8599,62.46875,,72.83445,57.7724
,52.897175,62.488125,,72.839325,57.780725
,52.952975,62.499075,,72.8428,57.80455
,52.983725,62.509175,,72.85095,57.81875
,53.019725,62.51905,,72.855025,57.83575
,53.056725,62.5334,,72.862975,57.84555
,53.07165,62.54855,,72.868325,57.86445
,53.086,62.55585,,72.872875,57.87745
,53.098075,62.564325,,72.877625,57.88885
,53.142675,62.602275,,72.88225,57.896925
,53.14985,62.610425,,72.88825,57.9163
,53.15425,62.622375,,72.8959,57.9326
,53.157975,62.6293,,72.902575,57.94905
,53.1613,62.63635,,72.9127,57.968075
,53.1644,62.668175,,72.925,57.98635
,53.16785,62.678525,,72.951225,58.013725
,53.171425,62.693625,,72.99555,58.0398
,53.1811,62.69525,,73.0278,58.0662
,53.186075,62.7047,,73.0537,58.10815
,53.18945,62.7185,,73.06985,58.1142
,53.1924,62.753275,,73.08255,58.1526
,53.19595,62.763,,73.0879,58.17775
,53.20045,62.7798,,73.110475,58.20535
,53.205575,62.7928,,73.1173,58.219175
,53.2093,62.823425,,73.1214,58.2285
,53.213025,62.8412,,73.12695,58.24005
,53.221675,62.858475,,73.1406,58.24915
