SPK_SPKC08a (no opto-tagging),SPK_SPKC10a (inhi),SPK_SPKC11a (exc),SPK_SPKC12a (no response),SPK_SPKC12b (exc),SPK_SPKC14a (short inhi)
,154.7049,172.292125,,,166.82995
,154.717075,172.303675,,,166.840325
,154.738675,172.32175,,,166.8517
,154.772175,172.343075,,,166.8648
,154.79245,172.370375,,,166.8735
,154.81295,172.395075,,,166.88375
,154.8351,172.41105,,,166.905375
,154.85475,172.4413,,,166.916675
,154.863475,172.455675,,,166.927025
,154.8787,172.473525,,,166.938625
,154.888225,172.503475,,,166.95025
,154.902425,172.526275,,,166.96115
,154.914925,172.545925,,,166.973275
,154.933625,172.564325,,,166.9872
,154.9438,172.574625,,,167.00175
,154.951,172.583825,,,167.009
,154.958725,172.599475,,,167.0255
,154.974975,172.6102,,,167.0365
,154.995775,172.62015,,,167.0504
,155.017875,172.634275,,,167.06465
,155.067325,172.6441,,,167.079
,155.091475,172.653375,,,167.096925
,155.135375,172.663075,,,167.113925
,155.17325,172.67295,,,167.130475
,155.23705,172.68815,,,167.1554
,155.260775,172.704125,,,167.16985
,155.2739,172.7112,,,167.18365
,155.289925,172.72165,,,167.2005
,155.3063,172.73455,,,167.214175
,155.31625,172.743525,,,167.223975
,155.331175,172.75265,,,167.240375
,155.342425,172.762975,,,167.2572
,155.357725,172.775675,,,167.271225
,155.383825,172.782,,,167.284225
,155.3959,172.795675,,,167.30415
,155.40545,172.80365,,,167.3275
,155.424725,172.81615,,,167.341325
,155.435025,172.825125,,,167.361675
,155.4441,172.833,,,167.372025
,155.4549,172.856725,,,167.382675
,155.4645,172.873275,,,167.407275
,155.478925,172.884825,,,167.41605
,155.481375,172.894225,,,167.439925
,155.495325,172.914625,,,167.451225
,155.51985,172.919275,,,167.460525
,155.545575,172.926275,,,167.4776
,155.564225,172.941575,,,167.481525
,155.574,172.9506,,,167.486275
,155.58975,172.961175,,,167.49245
,155.59985,172.97885,,,167.496875
,155.61795,172.990425,,,167.500475
,155.624525,173.0041,,,167.5056
,155.62985,173.018875,,,167.51175
,155.63375,173.033525,,,167.528225
,155.63515,173.049825,,,167.53555
,155.640725,173.06655,,,167.55355
,155.646875,173.085775,,,167.5653
,155.650775,173.1038,,,167.575575
,155.65695,173.119175,,,167.584675
,155.669425,173.13405,,,167.5971
,155.682925,173.1451,,,167.603725
,155.6924,173.15395,,,167.611525
,155.7112,173.160975,,,167.6176
,155.73405,173.17745,,,167.625475
,155.75445,173.190975,,,167.640075
,155.77945,173.200575,,,167.647675
,155.821075,173.22385,,,167.6558
,155.83465,173.237225,,,167.6639
,155.86145,173.24875,,,167.679
,155.8864,173.2606,,,167.6906
,155.91505,173.273925,,,167.720475
,155.9311,173.288425,,,167.728275
,155.93945,173.30005,,,167.7353
,155.94335,173.31295,,,167.741225
,155.9452,173.323175,,,167.746075
,155.9543,173.332775,,,167.7729
,155.959625,173.342225,,,167.779125
,155.96445,173.351525,,,167.790675
,155.9677,173.36205,,,167.807925
,155.973025,173.3677,,,167.816475
,155.97715,173.380825,,,167.824875
,155.981175,173.388775,,,167.831975
,155.98605,173.407975,,,167.838975
,155.995825,173.41725,,,167.8469
,156.007025,173.435975,,,167.853275
,156.013,173.444025,,,167.85985
,156.02945,173.455675,,,167.869325
,156.050175,173.47975,,,167.8876
,156.076025,173.4987,,,167.89625
,156.09025,173.511175,,,167.902425
,156.123425,173.5221,,,167.911675
,156.144275,173.53955,,,167.9278
,156.17045,173.552875,,,167.9341
,156.197875,173.585125,,,167.94255
,156.226675,173.596325,,,167.9509
,156.255125,173.6131,,,167.96335
,156.286375,173.629475,,,167.9723
,156.311425,173.64135,,,167.987025
,156.3177,173.655325,,,167.996225
,156.336325,173.671125,,,168.005525
,156.344075,173.680475,,,168.027425
,156.35145,173.700325,,,168.0531
,156.35665,173.715425,,,168.06095
,156.3592,173.7342,,,168.0783
,156.403375,173.753375,,,168.094725
,156.410425,173.7787,,,168.1145
,156.413225,173.78825,,,168.129725
,156.432675,173.8014,,,168.17145
,156.451925,173.82015,,,168.192925
,156.459925,173.82775,,,168.212925
,156.466225,173.84915,,,168.236375
,156.482425,173.863125,,,168.25345
,156.489475,173.87605,,,168.270775
,156.504325,173.8851,,,168.290775
,156.513425,173.911575,,,168.3039
,156.52435,173.924375,,,168.32165
,156.531575,173.93475,,,168.3346
,156.5498,173.94585,,,168.3533
,156.561275,173.958725,,,168.3808
,156.5804,173.968275,,,168.4034
,156.595325,173.980875,,,168.436375
,156.60635,173.98905,,,168.44965
,156.616125,173.9977,,,168.463925
,156.63545,174.00555,,,168.47515
,156.6468,174.017675,,,168.481975
,156.66525,174.02935,,,168.4958
,156.685475,174.042775,,,168.50805
,156.715225,174.051775,,,168.516075
,156.732125,174.07205,,,168.52595
,156.7544,174.089425,,,168.527675
,156.7738,174.1135,,,168.533225
,156.79255,174.1406,,,168.5412
,156.830225,174.1688,,,168.550375
,156.846475,174.19475,,,168.559175
,156.876175,174.21955,,,168.565625
,156.90505,174.2401,,,168.57895
,156.92565,174.252825,,,168.59035
,156.94165,174.266375,,,168.600175
,156.95575,174.28495,,,168.61055
,156.966375,174.30165,,,168.6213
,156.987025,174.31395,,,168.636875
,156.99625,174.3168,,,168.653125
,157.008025,174.3316,,,168.6673
,157.0185,174.3524,,,168.678175
,157.0437,174.37355,,,168.687025
,157.0562,174.389525,,,168.6967
,157.06995,174.40065,,,168.703275
,157.083625,174.43055,,,168.711425
,157.104375,174.44845,,,168.7281
,157.123875,174.4674,,,168.747175
,157.14725,174.482175,,,168.756725
,157.15715,174.5094,,,168.77515
,157.17145,174.529825,,,168.790175
,157.173375,174.5509,,,168.8064
,157.197475,174.566875,,,168.8205
,157.2252,174.59145,,,168.8474
,157.25965,174.60165,,,168.868825
,157.28365,174.616725,,,168.8974
,157.312,174.640325,,,168.911775
,157.3313,174.65,,,168.929175
,157.3348,174.66175,,,168.9502
,157.346825,174.6967,,,168.96535
,157.370825,174.720625,,,168.998875
,157.390325,174.743375,,,169.026
,157.4042,174.7682,,,169.0491
,157.4199,174.784025,,,169.0787
,157.43,174.796275,,,169.099775
,157.449,174.8146,,,169.129875
,157.4676,174.839225,,,169.1452
,157.47525,174.853725,,,169.1559
,157.48635,174.873625,,,169.16475
,157.497575,174.89885,,,169.176825
,157.51245,174.935,,,169.184375
,157.5203,174.95865,,,169.1934
,157.5306,174.976625,,,169.209
,157.551425,174.9873,,,169.22035
,157.57315,175.013775,,,169.254425
,157.595425,175.042125,,,169.2759
,157.6168,175.0605,,,169.29865
,157.632675,175.072825,,,169.31635
,157.6486,175.0857,,,169.368025
,157.68855,175.097525,,,169.392075
,157.695675,175.105125,,,169.40515
,157.709925,175.114925,,,169.4199
,157.725275,175.13005,,,169.432325
,157.747375,175.143425,,,169.446975
,157.7608,175.155775,,,169.4587
,157.7807,175.17695,,,169.468075
,157.8075,175.19655,,,169.481275
,157.822975,175.229,,,169.4942
,157.85505,175.2525,,,169.5037
,157.8648,175.277075,,,169.51345
,157.8873,175.310375,,,169.524125
,157.9054,175.334425,,,169.538025
,157.927275,175.3503,,,169.5551
,157.930775,175.37735,,,169.5735
,157.954975,175.399225,,,169.586425
,157.96165,175.40785,,,169.60605
,157.997775,175.413075,,,169.630925
,158.017125,175.428025,,,169.6513
,158.050475,175.434575,,,169.67065
,158.07455,175.44325,,,169.69245
,158.088775,175.452375,,,169.719975
,158.096675,175.464375,,,169.74625
,158.10205,175.4714,,,169.7816
,158.10885,175.5033,,,169.8259
,158.1165,175.5108,,,169.865475
,158.125925,175.5388,,,169.88135
,158.135325,175.5462,,,169.897325
,158.14285,175.556825,,,169.915525
,158.150775,175.5741,,,169.93305
,158.15815,175.5833,,,169.954325
,158.163925,175.59395,,,169.976325
,158.1687,175.604075,,,169.99185
,158.173075,175.617175,,,170.014225
,158.183575,175.6341,,,170.037775
,158.197575,175.6543,,,170.0615
,158.21845,175.672175,,,170.076575
,158.238925,175.690125,,,170.097275
,158.2688,175.700075,,,170.116675
,158.278425,175.715375,,,170.130275
,158.29435,175.72525,,,170.1443
,158.296025,175.73495,,,170.159925
,158.33595,175.756125,,,170.173475
,158.340425,175.767625,,,170.185625
,158.3558,175.782125,,,170.200425
,158.3644,175.78815,,,170.218575
,158.3705,175.804375,,,170.2335
,158.37725,175.812275,,,170.252825
,158.4002,175.82695,,,170.271925
,158.4053,175.842425,,,170.293275
,158.406825,175.86235,,,170.32105
,158.41845,175.88265,,,170.347025
,158.428425,175.895625,,,170.37685
,158.4366,175.93155,,,170.407
,158.45895,175.95575,,,170.4395
,158.4671,175.966825,,,170.47075
,158.4812,175.976125,,,170.48955
,158.49275,175.986275,,,170.51355
,158.505375,175.999325,,,170.534775
,158.514675,176.009725,,,170.54805
,158.531625,176.026675,,,170.56245
,158.53345,176.04185,,,170.582625
,158.54305,176.0535,,,170.59325
,158.553925,176.07215,,,170.604525
,158.575325,176.084475,,,170.61305
,158.58645,176.105025,,,170.621625
,158.5991,176.11535,,,170.627125
,158.623025,176.136525,,,170.63525
,158.63555,176.150475,,,170.64375
,158.64825,176.161825,,,170.66225
,158.66485,176.17635,,,170.670975
,158.675275,176.19065,,,170.67825
,158.693625,176.208025,,,170.68975
,158.702675,176.217475,,,170.6958
,158.71635,176.234225,,,170.7074
,158.72785,176.25335,,,170.718
,158.74395,176.26735,,,170.72545
,158.762425,176.2775,,,170.73975
,158.777675,176.3088,,,170.7448
,158.782775,176.32865,,,170.76895
,158.801875,176.34825,,,170.77665
,158.80845,176.36485,,,170.78905
,158.819525,176.382025,,,170.811225
,158.8296,176.3891,,,170.817575
,158.8389,176.40595,,,170.82445
,158.845225,176.419825,,,170.837275
,158.8597,176.43785,,,170.839825
,158.870225,176.462325,,,170.850275
,158.88165,176.4748,,,170.855575
,158.923,176.49415,,,170.859725
,158.94355,176.506825,,,170.867925
,158.9582,176.53045,,,170.8756
,158.96785,176.554125,,,170.895075
,158.9744,176.566525,,,170.902625
,158.981425,176.583625,,,170.9243
,158.988675,176.594675,,,170.9407
,159.0017,176.608625,,,170.951075
,159.022,176.632775,,,170.95675
,159.0932,176.648525,,,170.962425
,159.108925,176.666225,,,170.97545
,159.127475,176.680125,,,170.990175
,159.15315,176.689925,,,171.0008
,159.174275,176.703425,,,171.013025
,159.190325,176.719075,,,171.020825
,159.198525,176.73695,,,171.02595
,159.201825,176.756875,,,171.03735
,159.214675,176.77385,,,171.0476
,159.2255,176.7972,,,171.059075
,159.2377,176.812325,,,171.07575
,159.25735,176.8312,,,171.0852
,159.269725,176.8514,,,171.094125
,159.27635,176.860375,,,171.102875
,159.28435,176.881275,,,171.11505
,159.29375,176.89525,,,171.12615
,159.300975,176.9139,,,171.1394
,159.3071,176.9206,,,171.15325
,159.31135,176.930875,,,171.16595
,159.317775,176.941525,,,171.201625
,159.3258,176.955775,,,171.2137
,159.332225,176.982925,,,171.2241
,159.3392,177.018,,,171.235275
,159.3529,177.036075,,,171.259175
,159.374775,177.0579,,,171.268925
,159.379925,177.0818,,,171.28215
,159.38615,177.097775,,,171.29805
,159.400275,177.1155,,,171.3167
,159.404125,177.13605,,,171.336
,159.435175,177.148375,,,171.35175
,159.44865,177.1687,,,171.3679
,159.508525,177.196025,,,171.389675
,159.54295,177.2124,,,171.408975
,159.565175,177.234825,,,171.428975
,159.5838,177.249975,,,171.450625
,159.600225,177.281675,,,171.48275
,159.63905,177.292875,,,171.501675
,159.651775,177.310275,,,171.525625
,159.662675,177.3265,,,171.542275
,159.671575,177.33855,,,171.554125
,159.6805,177.355475,,,171.564575
,159.68415,177.372425,,,171.57705
,159.694325,177.3901,,,171.593725
,159.7084,177.4122,,,171.610575
,159.726,177.4349,,,171.62615
,159.742675,177.463675,,,171.64505
,159.757975,177.485725,,,171.6687
,159.766525,177.49915,,,171.69715
,159.77445,177.530875,,,171.71005
,159.787825,177.543775,,,171.7257
,159.809275,177.56455,,,171.741675
,159.829775,177.577525,,,171.749575
,159.841375,177.60005,,,171.7592
,159.85125,177.621475,,,171.77795
,159.8627,177.642275,,,171.808275
,159.872175,177.66085,,,171.85685
,159.8788,177.6807,,,171.8859
,159.88575,177.69835,,,171.92825
,159.89785,177.7248,,,171.974075
,159.91415,177.73815,,,171.9834
,159.931675,177.750625,,,171.988775
,159.939725,177.7591,,,171.99325
,159.941225,177.7757,,,172.0003
,159.954525,177.794875,,,172.008
,159.9625,177.812875,,,172.01265
,159.9768,177.838525,,,172.018825
,159.9896,177.8619,,,172.023025
,160.0194,177.88335,,,172.028275
,160.05795,177.895425,,,172.03435
,160.091325,177.910575,,,172.0396
,160.11235,177.92505,,,172.046825
,160.1335,177.954675,,,172.054125
,160.1487,177.977475,,,172.061225
,160.156625,177.9935,,,172.07065
,160.16255,178.013175,,,172.0801
,160.1717,178.036775,,,172.0876
,160.1963,178.06835,,,172.095775
,160.2558,178.093,,,172.106575
,160.278725,178.121425,,,172.113925
,160.31475,178.137925,,,172.121925
,160.33775,178.1631,,,172.133525
,160.350825,178.178225,,,172.1418
,160.38035,178.19075,,,172.1586
,160.405425,178.199175,,,172.16725
,160.4235,178.2274,,,172.1745
,160.43935,178.242375,,,172.189275
,160.441225,178.247725,,,172.19875
,160.451475,178.26335,,,172.210125
,160.462,178.281425,,,172.22095
,160.474825,178.28995,,,172.228975
,160.49835,178.3017,,,172.23635
,160.51405,178.31585,,,172.2528
,160.5299,178.330725,,,172.258325
,160.5453,178.341825,,,172.2716
,160.55145,178.35355,,,172.279875
,160.556775,178.36855,,,172.29215
,160.595975,178.40825,,,172.296775
,160.610775,178.431425,,,172.305475
,160.619075,178.460125,,,172.311275
,160.627825,178.4974,,,172.3184
,160.633575,178.5364,,,172.33715
,160.63935,178.559825,,,172.349225
,160.65195,178.609375,,,172.3625
,160.65985,178.61835,,,172.3725
,160.6718,178.624575,,,172.382025
,160.702,178.638325,,,172.395025
,160.711025,178.67385,,,172.406425
,160.724075,178.684025,,,172.4206
,160.734225,178.69435,,,172.43145
,160.74735,178.707075,,,172.44125
,160.758975,178.71765,,,172.45485
,160.783425,178.731,,,172.461925
,160.797825,178.7483,,,172.468475
,160.8007,178.7714,,,172.478125
,160.809325,178.803125,,,172.48395
,160.8249,178.837625,,,172.50805
,160.83845,178.8622,,,172.51765
,160.841325,178.8919,,,172.5242
,160.8537,178.9095,,,172.53255
,160.87505,178.918525,,,172.545325
,160.8789,178.931625,,,172.55225
,160.88425,178.941875,,,172.561525
,160.899975,178.947175,,,172.5682
,160.918375,178.953125,,,172.5815
,160.94095,178.9594,,,172.58845
,160.99445,178.9796,,,172.59755
,161.031325,179.002425,,,172.6051
,161.058625,179.016175,,,172.613625
,161.076175,179.037875,,,172.63085
,161.0879,179.061125,,,172.638225
,161.0894,179.09015,,,172.648725
,161.121,179.118725,,,172.659375
,161.15175,179.14115,,,172.6682
,161.159725,179.161525,,,172.674475
,161.175525,179.176575,,,172.681725
,161.18925,179.179,,,172.704
,161.2169,179.20195,,,172.711725
,161.24445,179.2176,,,172.717675
,161.25065,179.2417,,,172.72375
,161.276775,179.2706,,,172.72985
,161.284675,179.295225,,,172.7364
,161.2916,179.3266,,,172.743525
,161.297025,179.354525,,,172.752875
,161.306525,179.377475,,,172.76085
,161.326025,179.418625,,,172.767025
,161.33845,179.446425,,,172.774
,161.3459,179.449425,,,172.780175
,161.36505,179.4542,,,172.785725
,161.3743,179.460125,,,172.7943
,161.39385,179.4671,,,172.8061
,161.460175,179.473575,,,172.81515
,161.50005,179.482225,,,172.822325
,161.528475,179.49155,,,172.828125
,161.56185,179.498875,,,172.84645
,161.588375,179.502625,,,172.865775
,161.598725,179.5268,,,172.872225
,161.6257,179.535,,,172.8937
,161.641425,179.552975,,,172.90265
,161.662625,179.573075,,,172.918075
,161.672625,179.5914,,,172.9257
,161.6775,179.609425,,,172.941775
,161.690025,179.645725,,,172.949325
,161.698975,179.662825,,,172.97445
,161.714825,179.667225,,,172.986425
,161.72855,179.678325,,,172.99555
,161.7381,179.68775,,,173.00315
,161.75845,179.7045,,,173.0118
,161.7858,179.71225,,,173.0198
,161.8056,179.722175,,,173.03365
,161.8179,179.738975,,,173.054225
,161.82485,179.76075,,,173.065925
,161.833975,179.78335,,,173.0771
,161.8817,179.80825,,,173.102275
,161.904275,179.839775,,,173.11295
,161.913725,179.8679,,,173.120175
,161.9189,179.902375,,,173.1296
,161.953425,179.940575,,,173.13985
,161.982725,179.97105,,,173.1576
,162.009325,179.9933,,,173.18055
,162.027375,180.039075,,,173.190325
,162.05425,180.0681,,,173.198025
,162.0704,180.086875,,,173.207725
,162.0797,180.103125,,,173.2147
,162.092075,180.12765,,,173.2268
,162.101625,180.138225,,,173.237825
,162.11655,180.159575,,,173.2465
,162.157275,180.1853,,,173.2525
,162.168175,180.20705,,,173.258825
,162.181225,180.225175,,,173.2674
,162.202325,180.2472,,,173.27345
,162.214525,180.27245,,,173.278525
,162.222225,180.2955,,,173.28495
,162.2385,180.330475,,,173.3013
,162.248625,180.3435,,,173.307075
,162.284975,180.370725,,,173.314775
,162.30455,180.3777,,,173.323175
,162.32695,180.39065,,,173.328125
,162.3484,180.3984,,,173.35745
,162.37035,180.405425,,,173.368525
,162.375625,180.410825,,,173.37935
,162.38625,180.41805,,,173.384925
,162.410275,180.42795,,,173.399675
,162.43945,180.435775,,,173.4049
,162.4544,180.456475,,,173.420825
,162.47155,180.4706,,,173.4361
,162.49895,180.4807,,,173.442
,162.524375,180.4945,,,173.461625
,162.55675,180.504875,,,173.46945
,162.574275,180.514025,,,173.475225
,162.596925,180.53465,,,173.48805
,162.609675,180.5428,,,173.51075
,162.63535,180.553,,,173.525725
,162.6696,180.562575,,,173.536075
,162.680025,180.5748,,,173.5611
,162.7062,180.590625,,,173.574475
,162.720925,180.610575,,,173.599575
,162.737975,180.627325,,,173.619975
,162.760575,180.64695,,,173.634025
,162.786,180.66465,,,173.653275
,162.80165,180.678025,,,173.668275
,162.813425,180.688625,,,173.68455
,162.817225,180.699525,,,173.71325
,162.84095,180.709975,,,173.7281
,162.864625,180.721325,,,173.742625
,162.8912,180.7303,,,173.759625
,162.913375,180.740725,,,173.771125
,162.927625,180.752,,,173.791
,162.951575,180.7587,,,173.81055
,162.963925,180.7655,,,173.8248
,162.984325,180.775175,,,173.839275
,163.038925,180.782925,,,173.8498
,163.06415,180.7916,,,173.856875
,163.0786,180.80045,,,173.876175
,163.097375,180.8057,,,173.881275
,163.115475,180.8265,,,173.887125
,163.1324,180.8371,,,173.891475
,163.150325,180.8498,,,173.89675
,163.1569,180.8641,,,173.9021
,163.17865,180.875575,,,173.906675
,163.186925,180.8937,,,173.913075
,163.199,180.912325,,,173.9177
,163.217425,180.924775,,,173.936925
,163.242275,180.93865,,,173.9465
,163.26175,180.956575,,,173.959575
,163.274875,180.9788,,,173.98
,163.296025,180.99575,,,173.9876
,163.3136,181.010725,,,173.995975
,163.3345,181.03265,,,174.006475
,163.356175,181.05855,,,174.021275
,163.374025,181.085075,,,174.036875
,163.382275,181.111675,,,174.0671
,163.4001,181.13535,,,174.078375
,163.427425,181.1634,,,174.086975
,163.453675,181.186425,,,174.0998
,163.466525,181.2058,,,174.14065
,163.477825,181.215975,,,174.165725
,163.492175,181.220475,,,174.193375
,163.50505,181.250075,,,174.212325
,163.5194,181.25635,,,174.23055
,163.52785,181.263475,,,174.2457
,163.5373,181.2707,,,174.272275
,163.54795,181.27685,,,174.300025
,163.577625,181.284025,,,174.336075
,163.604225,181.29395,,,174.3557
,163.621375,181.30215,,,174.3795
,163.634125,181.3109,,,174.397925
,163.645275,181.31995,,,174.4218
,163.664275,181.327675,,,174.4499
,163.675775,181.336575,,,174.47835
,163.68865,181.3486,,,174.5072
,163.699975,181.365775,,,174.546875
,163.7125,181.3781,,,174.563575
,163.725475,181.40115,,,174.59875
,163.738675,181.41555,,,174.630325
,163.75215,181.428825,,,174.656425
,163.762375,181.465475,,,174.6805
,163.774325,181.4929,,,174.7136
,163.7836,181.506475,,,174.74965
,163.791675,181.520575,,,174.771475
,163.79945,181.5506,,,174.789
,163.82095,181.579525,,,174.805975
,163.828375,181.604775,,,174.825975
,163.8369,181.6318,,,174.838275
,163.8473,181.65315,,,174.849125
,163.903575,181.667975,,,174.86075
,163.9282,181.6956,,,174.8707
,163.96295,181.727075,,,174.88205
,163.9802,181.7447,,,174.894875
,164.0065,181.7685,,,174.90545
,164.018575,181.787225,,,174.92895
,164.051725,181.80415,,,174.947875
,164.066925,181.81535,,,174.9789
,164.07055,181.82865,,,175.02685
,164.093975,181.841025,,,175.062875
,164.110925,181.85445,,,175.08155
,164.134625,181.876275,,,175.096025
,164.150775,181.88985,,,175.1027
,164.16635,181.9028,,,175.111575
,164.19165,181.915075,,,175.120225
,164.20725,181.926025,,,175.126025
,164.227225,181.9507,,,175.132875
,164.230675,181.97335,,,175.13985
,164.25045,181.9895,,,175.14685
,164.267225,182.022775,,,175.155875
,164.281275,182.0549,,,175.16645
,164.306575,182.0799,,,175.177075
,164.32215,182.118075,,,175.200525
,164.34045,182.128125,,,175.275375
,164.351975,182.159325,,,175.335825
,164.373175,182.1859,,,175.359425
,164.3884,182.210875,,,175.37955
,164.40885,182.229175,,,175.394075
,164.424575,182.283925,,,175.405475
,164.4601,182.301325,,,175.415
,164.4837,182.30685,,,175.421
,164.52625,182.3126,,,175.426175
,164.5448,182.323025,,,175.431925
,164.58185,182.330325,,,175.4358
,164.602125,182.3517,,,175.443
,164.616375,182.374425,,,175.446225
,164.6427,182.384475,,,175.45755
,164.65535,182.398775,,,175.460825
,164.66825,182.413,,,175.4677
,164.68745,182.42285,,,175.475175
,164.7102,182.4318,,,175.5032
,164.730475,182.4453,,,175.5364
,164.762175,182.455525,,,175.543025
,164.792625,182.466775,,,175.550475
,164.8157,182.480425,,,175.558475
,164.83035,182.494075,,,175.565325
,164.842325,182.5072,,,175.57525
,164.85915,182.526775,,,175.580375
,164.889775,182.542925,,,175.5876
,164.9114,182.555625,,,175.595525
,164.954125,182.576125,,,175.60245
,164.9663,182.60085,,,175.60835
,164.99155,182.61795,,,175.613575
,165.003375,182.6324,,,175.6184
,165.0232,182.64705,,,175.624325
,165.0348,182.6759,,,175.64045
,165.0443,182.692025,,,175.648225
,165.0568,182.695625,,,175.67095
,165.082875,182.725625,,,175.68975
,165.122425,182.75815,,,175.7018
,165.1581,182.79495,,,175.70865
,165.177025,182.821775,,,175.715575
,165.21455,182.849875,,,175.727725
,165.22725,182.87355,,,175.73755
,165.2423,182.890525,,,175.7508
,165.24605,182.898475,,,175.764425
,165.2588,182.906825,,,175.783675
,165.2721,182.9134,,,175.80195
,165.292625,182.923025,,,175.812375
,165.3074,182.944575,,,175.819125
,165.313525,182.956175,,,175.82805
,165.323975,182.970225,,,175.8341
,165.340775,182.996775,,,175.839375
,165.37785,183.02055,,,175.847775
,165.40045,183.033325,,,175.856375
,165.432275,183.0519,,,175.869425
,165.47435,183.0773,,,175.888375
,165.50035,183.096125,,,175.9034
,165.5127,183.13815,,,175.915575
,165.546625,183.157775,,,175.9252
,165.571225,183.1854,,,175.93315
,165.58885,183.2314,,,175.94535
,165.6097,183.275225,,,175.95635
,165.627075,183.31435,,,175.964325
,165.65445,183.393775,,,175.97035
,165.690575,183.41015,,,175.98335
,165.704825,183.41765,,,175.992325
,165.7173,183.42375,,,176.003025
,165.730125,183.42875,,,176.0093
,165.753125,183.433925,,,176.02905
,165.7704,183.441325,,,176.0359
,165.7856,183.452775,,,176.045375
,165.80095,183.463775,,,176.0514
,165.8089,183.470475,,,176.057275
,165.835525,183.48065,,,176.073375
,165.84895,183.49545,,,176.0831
,165.86265,183.503375,,,176.088375
,165.878175,183.513625,,,176.0957
,165.9296,183.52375,,,176.125775
,165.94095,183.536875,,,176.135075
,165.950825,183.54805,,,176.141725
,165.967425,183.565525,,,176.14885
,165.98545,183.581275,,,176.155025
,166.00085,183.594225,,,176.1617
,166.0098,183.607625,,,176.167775
,166.027075,183.6187,,,176.176375
,166.047625,183.631575,,,176.187025
,166.06405,183.643425,,,176.192925
,166.0865,183.6548,,,176.1998
,166.093425,183.66295,,,176.215325
,166.106125,183.674875,,,176.22595
,166.1077,183.694975,,,176.23425
,166.121075,183.721375,,,176.247975
,166.1349,183.757725,,,176.2664
,166.161675,183.7851,,,176.2727
,166.1653,183.82575,,,176.280475
,166.174825,183.849725,,,176.288425
,166.1855,183.898,,,176.30115
,166.200425,183.905625,,,176.3069
,166.22355,183.9316,,,176.3135
,166.237975,183.953175,,,176.319925
,166.240475,183.981325,,,176.33485
,166.251925,184.0024,,,176.34295
,166.2637,184.01675,,,176.362125
,166.28745,184.035375,,,176.371575
,166.30305,184.0442,,,176.38
,166.321625,184.057375,,,176.385875
,166.3366,184.064475,,,176.3922
,166.3568,184.074025,,,176.41305
,166.36835,184.0838,,,176.41915
,166.37915,184.094175,,,176.43505
,166.406325,184.10585,,,176.445925
,166.419925,184.117175,,,176.46475
,166.434075,184.130275,,,176.473975
,166.456075,184.13205,,,176.48585
,166.491875,184.144625,,,176.49525
,166.527675,184.1653,,,176.50525
,166.550125,184.1832,,,176.520825
,166.5745,184.2067,,,176.5344
,166.584175,184.222225,,,176.543175
,166.61555,184.239625,,,176.550225
,166.6415,184.260225,,,176.5641
,166.651575,184.27285,,,176.569725
,166.665025,184.286525,,,176.576775
,166.68185,184.298375,,,176.5989
,166.694475,184.312075,,,176.611475
,166.712375,184.32505,,,176.620725
,166.724175,184.3389,,,176.6339
,166.747925,184.3479,,,176.64155
,166.76175,184.357,,,176.65035
,166.78095,184.36595,,,176.659425
,166.784525,184.37915,,,176.668575
,166.799875,184.387,,,176.6808
,166.820625,184.39685,,,176.689375
,166.838325,184.42555,,,176.69745
,166.86025,184.43985,,,176.71865
,166.883375,184.46045,,,176.73115
,166.9046,184.483225,,,176.74045
,166.9209,184.508275,,,176.7465
,166.9325,184.53685,,,176.754075
,166.951925,184.557725,,,176.7611
,166.955275,184.571,,,176.771175
,166.981325,184.602575,,,176.786525
,167.007275,184.623575,,,176.7981
,167.02895,184.657325,,,176.807925
,167.045625,184.6813,,,176.81675
,167.065775,184.70495,,,176.822775
,167.073925,184.73385,,,176.829925
,167.0926,184.7589,,,176.8371
,167.12105,184.7874,,,176.849
,167.13085,184.80735,,,176.85815
,167.152775,184.83105,,,176.871675
,167.15415,184.842025,,,176.87795
,167.184875,184.85225,,,176.886475
,167.2058,184.86155,,,176.896125
,167.23185,184.8695,,,176.90855
,167.2589,184.889625,,,176.914275
,167.289225,184.89605,,,176.920275
,167.30955,184.90195,,,176.935375
,167.3263,184.9033,,,176.943425
,167.3387,184.911975,,,176.95935
,167.362825,184.922025,,,176.970475
,167.37245,184.9265,,,176.980325
,167.380375,184.936225,,,176.98675
,167.3912,184.9434,,,176.992325
,167.39795,184.954475,,,176.999575
,167.403725,184.9679,,,177.01045
,167.41145,184.981125,,,177.0199
,167.43325,184.99655,,,177.039025
,167.446425,185.00585,,,177.045
,167.465075,185.0233,,,177.06255
,167.470575,185.03385,,,177.07085
,167.48475,185.04495,,,177.082525
,167.49425,185.0552,,,177.088425
,167.50445,185.0667,,,177.098875
,167.5248,185.075275,,,177.111825
,167.5432,185.08315,,,177.12105
,167.5858,185.10215,,,177.128275
,167.602125,185.1157,,,177.13685
,167.62,185.127475,,,177.1453
,167.643825,185.144375,,,177.15345
,167.654725,185.1617,,,177.1629
,167.66155,185.17955,,,177.16975
,167.670175,185.210775,,,177.179575
,167.680525,185.228475,,,177.2071
,167.6952,185.2522,,,177.2164
,167.70555,185.2894,,,177.2272
,167.714625,185.32,,,177.2338
,167.72735,185.347525,,,177.2401
,167.73455,185.3839,,,177.2487
,167.739125,185.40435,,,177.25805
,167.756175,185.40835,,,177.269675
