SPK_SPKC03a (sharp exc?)
0.608425
6.524925
8.6408
8.998425
9.27585
9.419225
9.454025
9.622975
9.67725
9.706225
9.7191
9.885475
9.961575
10.060175
10.1362
10.254125
10.354225
10.386875
10.454075
10.515375
10.541375
10.69055
10.8547
10.908725
11.02775
11.071
11.1238
11.1493
11.274625
11.34755
11.4241
11.430575
11.54075
11.6155
11.68415
11.730425
11.781325
11.807075
11.87515
11.90785
11.93375
12.01915
12.2063
12.2134
12.2627
12.37895
12.42945
12.501975
12.574275
12.69175
12.736375
12.781325
12.8606
12.8749
12.91265
13.01615
13.026875
13.039825
13.079025
13.14795
13.206975
13.21935
13.294725
13.330425
13.411925
13.479425
13.5145
13.53415
13.6039
13.707275
13.77715
13.817575
13.8954
13.90195
13.9622
14.011225
14.28395
14.312875
14.31895
14.3473
14.522675
14.561575
14.641775
14.742825
14.755025
14.93955
14.953875
15.02105
15.228725
15.250075
15.268875
15.48725
15.6515
15.740875
15.8248
15.8515
15.8637
15.874575
15.94015
15.97775
16.01
16.07185
16.11415
16.14535
16.1692
16.293475
16.29465
16.325075
16.332075
16.388075
16.41515
16.439
16.492975
16.530975
16.53805
16.5742
16.623175
16.645075
16.66765
16.72145
16.731725
16.78125
16.83285
16.86445
16.887425
16.9171
17.0309
17.06625
17.0716
17.204575
17.2299
17.2675
17.30645
17.352575
17.3645
17.409575
17.442625
17.474475
17.4952
17.6337
17.733775
17.751425
17.760625
17.8183
17.890825
17.90335
17.987725
18.0129
18.283575
18.400475
18.44175
18.4582
18.495025
18.538425
18.62205
18.696725
18.72745
18.8305
19.106825
19.2343
19.420575
19.46275
19.5529
19.666275
19.71785
19.731825
19.809425
19.914575
20.029925
20.07185
20.108975
20.157075
20.264025
20.331875
20.3886
20.415725
20.42985
20.43635
20.54355
20.869675
20.8757
20.965825
21.00425
21.14835
21.2558
21.3233
21.55865
21.633175
21.704025
22.18975
22.227725
22.380325
22.4564
22.497925
22.558625
22.7627
23.25495
23.609925
24.2377
24.2624
24.9897
25.145075
25.21625
25.37255
25.744025
25.9617
26.80425
27.132475
27.271425
27.325825
27.5077
27.80315
27.97155
28.18775
28.234925
28.406375
28.5493
28.58655
28.8645
29.055375
29.27835
29.365375
29.46405
32.40595
35.3222
36.327975
36.565425
36.7882
36.911425
37.13105
37.62105
37.745925
37.881475
38.125025
38.440075
38.528775
38.61645
38.672925
38.7749
38.810775
38.94955
38.993075
39.1146
39.183525
39.22835
39.473425
39.601225
39.75775
39.8354
39.89385
39.9529
39.966575
40.055425
40.07615
40.106475
40.14915
40.160125
40.21245
40.243525
40.300125
40.34015
40.37625
40.4776
40.572425
40.635925
40.646975
40.736325
40.802725
40.83065
40.8431
40.898
40.9387
40.98755
41.008525
41.0324
41.0694
41.144625
41.3449
41.3716
41.507475
41.543
41.58125
41.65595
41.688325
41.746675
41.8193
41.859025
41.9472
42.014575
42.05135
42.1097
42.1644
42.174625
42.298525
42.346525
42.39975
42.503
42.572225
42.6123
42.6828
42.7173
42.8245
43.000025
43.006675
43.197525
43.385475
43.5027
43.512
43.565
43.609725
43.8205
43.8586
43.88225
43.990975
44.0283
44.07495
44.181425
44.192575
44.315925
44.3558
44.428725
44.442875
44.64685
44.704325
44.74725
44.785975
44.813875
44.99195
44.99775
45.028225
45.051575
45.159025
45.32705
45.5205
45.6394
45.7158
45.76015
45.8359
45.9229
46.05115
46.09775
46.169275
46.288475
46.307675
46.359575
46.375025
46.49585
46.786925
46.927875
46.989525
47.1521
47.266775
47.5341
47.713625
47.96535
48.05595
48.066025
49.014
49.361125
50.523575
52.79605
54.234825
54.2787
55.355075
56.993925
67.457075
68.0051
68.106625
68.394175
68.692525
69.512475
69.878675
69.932475
70.23095
70.343625
70.861825
71.030775
71.06315
71.248975
71.4121
71.539875
71.64985
71.815375
71.87765
71.9639
71.99195
72.071725
72.085575
72.1527
72.188675
72.270675
72.2965
72.353625
72.3842
72.574375
72.636275
72.724525
72.763475
72.796175
72.8237
72.8743
72.8855
72.913375
72.967225
73.009075
73.09825
73.128675
73.140775
73.2822
73.29395
73.342875
73.412925
73.499975
73.68115
73.731425
73.79255
73.9269
73.938175
73.9903
74.01855
74.079775
74.1373
74.15945
74.221725
74.297475
74.474925
74.8243
74.865175
74.926275
74.935025
75.053225
75.155275
75.202
75.25765
75.267825
75.3551
75.426075
75.463975
75.49925
75.5797
75.629325
75.680525
75.7829
75.86985
75.972525
76.0059
76.01935
76.18835
76.268475
76.35055
76.40705
76.42515
76.49965
76.5322
76.568525
76.6285
76.780975
76.8152
76.886325
76.981975
77.10995
77.2308
77.446375
77.50055
77.6187
77.712325
77.74505
77.831825
78.1148
78.13095
78.469675
78.4927
78.562
79.42925
79.8912
79.9736
80.991
81.488475
81.609725
89.08545
89.271225
89.31315
89.388075
89.4495
89.53785
89.586675
89.622175
89.662275
89.79275
89.852925
89.974425
90.130825
90.145175
90.21575
90.41845
90.47455
90.528625
90.613425
90.663725
90.83085
90.8847
90.89005
90.98415
91.1646
91.2567
91.29535
91.32525
91.4221
91.429775
91.479575
91.543125
91.75015
91.85025
91.9418
92.07685
92.16225
92.2262
