SPK_SPKC12a (no effect)
0.0025
0.050475
0.1017
0.15245
0.222625
0.289875
0.3319
0.3886
0.431725
0.46225
0.490075
0.5056
0.51885
0.591275
0.650175
0.691075
0.71905
0.735175
0.7607
0.77405
0.806975
0.846075
0.8836
0.922925
0.9477
1.00015
1.047375
1.0898
1.135875
1.175275
1.20055
1.22935
1.2605
1.289875
1.34475
1.38905
1.439
1.4556
1.4716
1.5071
1.54115
1.5785
1.60925
1.652925
1.68845
1.7266
1.777275
1.8092
1.84555
1.88335
1.95805
1.983875
2.063575
2.173525
2.211075
2.213725
2.26075
2.3098
2.356675
2.422075
2.46655
2.48305
2.49675
2.529225
2.555475
2.575225
2.612025
2.636875
2.657525
2.6715
2.679
2.684975
2.693075
2.70535
2.71545
2.725375
2.740375
2.7611
2.7754
2.786675
2.79585
2.81715
2.8198
2.825575
2.836925
2.86175
2.876825
2.89125
2.90405
2.93575
2.9372
2.95075
2.96625
2.978825
3.002425
3.035225
3.07155
3.1158
3.149225
3.18295
3.215575
3.296575
3.403075
3.42485
3.4671
3.4962
3.51975
3.543425
3.57505
3.61415
3.636675
3.6454
3.6486
3.6705
3.69935
3.745175
3.8274
3.882625
3.927825
3.9743
4.01385
4.069675
4.096275
4.130025
4.15075
4.162125
4.174175
4.188925
4.1937
4.1986
4.204275
4.20885
4.214025
4.220825
4.227025
4.23315
4.263
4.293125
4.303125
4.30935
4.3175
4.325375
4.3612
4.4124
4.437875
4.47955
4.509075
4.5446
4.580225
4.621675
4.646825
4.6638
4.7139
4.73665
4.7714
4.80795
4.845225
4.88055
4.9414
4.9606
4.971075
4.977475
5.006825
5.072725
5.1166
5.159325
5.20805
5.253225
5.325375
5.3683
5.407525
5.425525
5.433925
5.44835
5.484625
5.555725
5.608725
5.621425
5.642575
5.713825
5.744625
5.761
5.781725
5.80015
5.8172
5.8276
5.8377
5.85185
5.870675
5.90135
5.9524
5.9892
6.01995
6.070375
6.09795
6.1098
6.126925
6.140725
6.148875
6.161
6.17015
6.1875
6.201375
6.222025
6.2298
6.234
6.238025
6.241675
6.245425
6.25085
6.2572
6.26935
6.29335
6.323425
6.3425
6.354275
6.35795
6.373375
6.40955
6.4418
6.46765
6.505525
6.58885
6.6234
6.655275
6.6884
6.742425
6.834575
6.875275
6.906375
6.97665
7.021325
7.060675
7.11175
7.22175
7.26365
7.293475
7.301975
7.32525
7.328675
7.3389
7.3579
7.378975
7.3938
7.3993
7.40605
7.4113
7.4142
7.421975
7.424575
7.42745
7.430175
7.435925
7.439375
7.4434
7.488725
7.526425
7.55245
7.605425
7.6255
7.642725
7.659625
7.67105
7.69725
7.6995
7.7201
7.7469
7.7485
7.76675
7.7855
7.807
7.836225
7.86175
7.879075
7.90225
7.94145
7.97635
8.007425
8.06705
8.077725
8.0883
8.1199
8.126725
8.131125
8.14195
8.1593
8.2064
8.224625
8.2396
8.2407
8.264875
8.276875
8.282925
8.289975
8.294325
8.301675
8.304275
8.3096
8.31295
8.320075
8.35585
8.364575
8.370575
8.3969
8.40695
8.449925
8.472625
8.4944
8.5234
8.5509
8.5748
8.619775
8.6609
8.702425
8.7403
8.7828
8.8115
8.835825
8.8586
8.88775
8.911675
8.9377
8.950625
8.9522
8.996225
9.040425
9.0991
9.13675
9.17325
9.198275
9.24325
9.28135
9.32135
9.34585
9.358875
9.373775
9.3986
9.420725
9.4584
9.49095
9.532175
9.562975
9.593475
9.63315
9.658625
9.688425
9.73175
9.768275
9.805725
9.833675
9.88615
9.93995
9.952375
9.96625
9.997225
10.044025
10.10115
10.156325
10.18515
10.230525
10.2716
10.31695
10.3509
10.358975
10.361725
10.368825
10.3756
10.389175
10.448125
10.489275
10.52945
10.57855
10.61585
10.6462
10.69975
10.7466
10.801375
10.8351
10.857575
10.918175
10.94285
11.011325
11.0454
11.064225
11.0689
11.087425
11.13925
11.212475
11.2405
11.351725
11.384275
11.4383
11.5356
11.581775
11.628875
11.666825
11.718975
11.796725
11.82235
11.84505
11.89885
11.937775
11.979475
12.0143
12.09755
12.1402
12.1665
12.17755
12.186125
12.192925
12.1981
12.20235
12.205175
12.20785
12.21095
12.22115
12.237
12.2688
12.292275
12.34815
12.3775
12.405825
12.4274
12.4435
12.453925
12.4658
12.487175
12.504275
12.519275
12.535625
12.549925
12.577575
12.597375
12.619225
12.647575
12.674625
12.707425
12.737325
12.762275
12.791475
12.82
12.838175
12.841825
12.8583
12.86145
12.9066
12.957575
13.01565
13.046175
13.073175
13.096125
13.108575
13.134525
13.171975
13.242475
13.29015
13.349225
13.379775
13.41225
13.447775
13.46515
13.4928
13.53295
13.54515
13.559475
13.582575
13.60675
13.647575
13.67245
13.69735
13.71335
13.72815
13.7545
13.7651
13.797575
13.83
13.855
13.8777
13.9058
13.940175
13.958125
13.985225
14.01665
14.042425
14.07905
14.115
14.1465
14.18695
14.2009
14.20695
14.208725
14.2222
14.239725
14.257475
14.27335
14.29565
14.317125
14.3435
14.362125
14.372375
14.405325
14.4384
14.46125
14.4805
14.504075
14.52445
14.587625
14.60725
14.621775
14.65245
14.690575
14.716575
14.745525
14.767825
14.791325
14.804025
14.811925
14.838725
14.864475
14.887925
14.9057
14.91645
14.935325
14.95395
14.966725
14.98965
15.0285
15.055575
15.0745
15.0967
15.1269
15.152225
15.1763
15.193575
15.20595
15.2324
15.256175
15.268425
15.29105
15.3209
15.341275
15.358425
15.368275
15.392825
15.423125
15.44225
15.461025
15.480325
15.49865
15.501125
15.517575
15.53315
15.544625
15.566275
15.580925
15.59955
15.6102
15.626725
15.650025
15.677025
15.696625
15.7148
15.7374
15.7853
15.8217
15.848275
15.87945
15.90985
15.9366
15.9428
15.9704
15.97265
16.006325
16.0142
16.033125
16.0663
16.086375
16.145875
16.1812
16.20745
16.238
16.241925
16.27475
16.30115
16.3198
16.3896
16.43385
16.473
16.4889
16.5214
16.544825
16.5622
16.590025
16.630575
16.657
16.662925
16.705375
16.728325
16.753375
16.787675
16.829825
16.861025
16.896725
16.9294
16.9625
17.01065
17.051675
17.075275
17.086475
17.09285
17.09925
17.1048
17.1164
17.184475
17.215425
17.25625
17.26485
17.293775
17.318525
17.3416
17.356875
17.369375
17.39305
17.41895
17.456875
17.479125
17.49485
17.516125
17.57125
17.618625
17.6503
17.679
17.721625
17.769575
17.79125
17.82835
17.863175
17.910425
17.916125
17.949975
17.9669
17.970125
18.014225
18.0414
18.13525
18.17925
18.24155
18.29935
18.329925
18.35565
18.395125
18.441725
18.489025
18.52825
18.566775
18.608425
18.63945
18.6863
18.730325
18.776975
18.847675
18.889625
18.919175
18.95775
19.004225
19.05895
19.101075
19.155075
19.22925
19.332725
19.37
19.404525
19.45605
19.49275
19.521125
19.548575
19.573175
19.5976
19.639175
19.6844
19.7141
19.74595
19.772125
19.80625
19.872625
19.9036
19.919275
19.956925
20.010975
20.031125
20.03955
20.049525
20.07755
20.179625
20.214475
20.238475
20.2417
20.269225
20.290025
20.294775
20.29935
20.306475
20.31295
20.319875
20.322025
20.329075
20.334975
20.346825
20.357275
20.35945
20.364775
20.38
20.4094
20.426375
20.42925
20.434675
20.436775
20.44575
20.4661
20.488325
20.533775
20.57375
20.616675
20.664725
20.687425
20.703525
20.71545
20.72305
20.736725
20.7462
20.761
20.77675
20.79325
20.88005
20.913075
20.94125
20.97475
21.001425
21.025875
21.0366
21.055375
21.088025
21.126175
21.159425
21.1987
21.238375
21.259025
21.261625
21.271025
21.2801
21.306725
21.333275
21.358
21.38465
21.4262
21.437925
21.452825
21.45635
21.495275
21.511075
21.532425
21.537075
21.53955
21.549525
21.57825
21.589975
21.660475
21.68925
21.734425
21.737025
21.742975
21.745925
21.748375
21.758075
21.762975
21.768525
21.78045
21.788075
21.7974
21.806075
21.8166
21.82265
21.8336
21.84105
21.865375
21.872525
21.87705
21.8837
21.8889
21.894025
21.90045
21.913475
21.9173
21.93025
21.943
21.965075
21.9905
22.011625
22.026725
22.05125
22.057625
22.0741
22.130625
22.181675
22.21015
22.25125
22.290425
22.32165
22.345225
22.37985
22.399475
22.416
22.4411
22.452675
22.456825
22.478225
22.494175
22.520625
22.5598
22.633675
22.658325
22.72315
22.758475
22.832925
22.8689
22.906425
22.959075
23.00565
23.03935
23.077775
23.097725
23.123075
23.160225
23.167875
23.26075
23.27595
23.303575
23.326225
23.348125
23.369
23.3982
23.4281
23.448475
23.47275
23.504875
23.5571
23.5923
23.595275
23.63695
23.656575
23.6916
23.7177
23.7414
23.76975
23.805925
23.8087
23.85405
23.891925
23.942525
23.975375
24.004825
24.032175
24.04135
24.091575
24.12245
24.157
24.190675
24.223975
24.2444
24.25375
24.26275
24.2705
24.275225
24.2819
24.31335
24.339775
24.367475
24.381025
24.397775
24.406025
24.418975
24.433275
24.490825
24.5313
24.563575
24.619375
24.651575
24.697325
24.744325
24.7632
24.78865
24.812325
24.829775
24.8556
24.885375
24.9273
24.945675
24.9577
24.978225
24.99415
25.009725
25.06265
25.09845
25.12585
25.166
25.188525
25.220325
25.257125
25.304225
25.33945
25.372225
25.403875
25.430625
25.4466
25.48865
25.536925
25.588325
25.6346
25.6636
25.68625
25.6924
25.70185
25.714
25.724475
25.7361
25.77355
25.7951
25.832625
25.85385
25.87095
25.8874
25.899725
25.9233
25.967875
25.9869
25.998775
26.03585
26.072425
26.116825
26.154875
26.184675
26.2194
26.2618
26.293025
26.326375
26.3487
26.3724
26.384925
26.395425
26.416375
26.435475
26.448775
26.4763
26.487475
26.5038
26.5207
26.5579
26.584075
26.6187
26.69605
26.73555
26.777475
26.8168
26.831425
26.839925
26.845475
26.85735
26.869975
26.880275
26.891425
26.9007
26.90705
26.913775
26.921
26.927875
26.937175
26.94695
26.9528
26.9628
27.032025
27.053725
27.0692
27.0904
27.119175
27.137075
27.14915
27.175175
27.20705
27.233675
27.24315
27.267075
27.336875
27.348025
27.355175
27.3616
27.3651
27.369175
27.374325
27.3804
27.3849
27.390075
27.400225
27.411125
27.44425
27.492125
27.538525
27.5677
27.5918
27.6285
27.6716
27.707825
27.7575
27.78065
27.79175
27.7994
27.811125
27.83245
27.86105
27.895325
27.92225
27.961275
28.004075
28.057825
28.097
28.1269
28.20875
28.230575
28.2381
28.260725
28.306525
28.35525
28.3871
28.40455
28.4178
28.46565
28.534925
28.58375
28.673575
28.71445
28.7381
28.7539
28.7721
28.827375
28.89115
28.902175
28.90835
28.9152
28.921275
28.9331
28.955925
28.964825
28.966075
28.978025
28.9851
29.053975
29.08
29.123625
29.167375
29.191875
29.2081
29.23415
29.24285
29.25315
29.319325
29.3595
29.384025
29.430675
29.4759
29.538925
29.545575
29.56625
29.58135
29.60585
29.639775
29.67225
29.712675
29.7398
29.784675
29.881375
29.91125
29.9553
30.004375
30.058925
30.121825
30.1455
30.1585
30.17545
30.203
30.22095
30.227925
30.249475
30.257875
30.263775
30.27415
30.288025
30.303175
30.323075
30.352825
30.3738
30.4165
30.44235
30.48445
30.508
30.52435
30.542275
30.58925
30.621325
30.66325
30.6905
30.71365
30.7451
30.7779
30.813075
30.837575
30.8811
30.913925
30.9462
30.982175
31.03595
31.0576
31.081875
31.083375
31.121525
31.156925
31.1655
31.1855
31.19715
31.236125
31.246375
31.32265
31.371125
31.431625
31.47515
31.52055
31.5849
31.617675
31.646175
31.719875
31.780375
31.79075
31.80395
31.850375
31.89445
31.920425
31.930425
31.9355
31.9392
31.9565
32.027125
32.071275
32.084925
32.09305
32.144175
32.17625
32.193225
32.210775
32.23625
32.25435
32.293875
32.3089
32.37365
32.42925
32.518775
32.585075
32.6153
32.621725
32.62535
32.62855
32.631725
32.63345
32.636125
32.6428
32.644625
32.65065
32.652775
32.657775
32.725625
32.754475
32.771
32.785
32.7977
32.8071
32.817225
32.82575
32.8326
32.853275
32.8961
32.939575
32.992375
33.0327
33.082375
33.13185
33.163875
33.19995
33.231625
33.2499
33.26185
33.271825
33.28195
33.2893
33.30265
33.322425
33.348225
33.378425
33.3975
33.4156
33.42065
33.456975
33.49805
33.52855
33.54845
33.578575
33.6026
33.629375
33.6481
33.666675
33.7092
33.7379
33.789525
33.81025
33.825475
33.8463
33.8606
33.87285
33.884425
33.92445
33.95315
34.008275
34.06515
34.09485
34.178625
34.2663
34.30825
34.4401
34.49535
34.506675
34.5121
34.5193
34.528875
34.550375
34.6149
34.681225
34.753375
34.816025
34.8337
34.9049
34.962525
35.00885
35.03035
35.061675
35.1109
35.119775
35.1463
35.16975
35.2106
35.24175
35.27985
35.323475
35.343325
35.390025
35.4369
35.515
35.5525
35.60265
35.62985
35.673675
35.703725
35.78835
35.826725
35.86935
35.93995
35.986925
36.0402
36.081275
36.110675
36.143925
36.1696
36.195625
36.228475
36.26435
36.308325
36.3332
36.359775
36.385075
36.43075
36.465975
36.522525
36.594575
36.641925
36.6441
36.687775
36.726425
36.787525
36.821375
36.85905
36.9201
37.001275
37.064575
37.2124
37.2541
37.280925
37.2985
37.3155
37.34745
37.38095
37.42645
37.46545
37.51155
37.545925
37.551275
37.5674
37.58435
37.60825
37.6673
37.701075
37.7289
37.76895
37.80415
37.8339
37.8583
37.882325
37.901125
37.925675
37.93605
37.98045
37.99375
38.005075
