SPK_SPKC04a (no effect),SPK_SPKC08a (excited)
113.008425,60.96315
113.257525,60.98265
113.2698,60.993025
113.347075,61.0008
113.57425,61.04845
113.65315,61.0725
114.086475,61.135975
114.192175,61.192975
114.231075,61.260275
114.390275,61.294325
114.91325,61.31435
114.9178,61.3467
114.940625,61.374125
114.943025,61.402075
114.9827,61.4325
115.583625,61.508375
115.696825,61.536275
115.901775,61.574025
115.923475,61.599725
115.99155,61.62415
116.12215,61.667575
116.27285,61.693125
116.499475,61.733125
116.724625,61.764925
116.91015,61.81305
117.180425,61.8601
117.3785,61.8898
117.414075,61.9125
117.5515,61.93255
117.563325,61.970275
118.310025,61.989275
118.510925,62.0221
118.71605,62.066075
119.14135,62.079025
119.727975,62.099825
120.6215,62.148925
120.627,62.2042
120.8555,62.241575
120.9179,62.269125
121.19975,62.290975
121.330625,62.305875
121.360075,62.33265
121.386775,62.358425
121.60035,62.400625
121.60535,62.420375
121.654525,62.46385
122.0596,62.534175
122.0782,62.5558
122.24915,62.582425
122.47765,62.59885
122.5288,62.642825
122.603425,62.677525
122.703775,62.76015
122.7602,62.7851
123.205,62.830675
123.222625,62.84985
123.290025,62.87835
123.398525,62.89605
123.498475,62.932225
123.73195,62.953725
123.7409,62.9706
123.7642,63.006175
124.463725,63.037375
124.5475,63.06485
124.772025,63.09135
124.915575,63.11335
124.99465,63.1412
125.0624,63.172175
125.162825,63.2109
125.453,63.257075
125.686925,63.269275
125.8671,63.290375
125.9748,63.36405
126.27755,63.393925
126.425625,63.41505
126.6198,63.450425
127.11435,63.498975
127.232625,63.58955
127.292,63.614575
127.970125,63.63765
128.104375,63.65855
128.1304,63.68565
128.203,63.72595
128.405325,63.7486
129.20765,63.7828
129.4326,63.818475
129.859425,63.875775
130.23815,63.908325
130.272925,63.96545
130.357325,64.0065
130.6004,64.044425
130.89095,64.117725
131.32605,64.16995
131.85865,64.1882
131.897325,64.21125
131.901725,64.27425
131.95665,64.30785
132.07535,64.3655
132.18515,64.390825
132.5839,64.424275
132.756225,64.4567
133.027125,64.4755
133.09935,64.504
133.15195,64.56695
133.22335,64.587225
133.26365,64.62775
133.2963,64.67895
133.334575,64.701275
133.520525,64.7322
133.7886,64.754975
133.894125,64.79235
134.341825,64.8345
134.988375,64.87205
135.179425,64.9199
135.212875,64.974775
135.384,65.038575
135.451525,65.073375
135.72865,65.11455
135.9342,65.1329
135.990375,65.2066
136.13945,65.24935
136.2306,65.279625
136.2933,65.362275
136.47185,65.38595
137.042675,65.433525
137.5156,65.496325
137.63455,65.50755
137.968825,65.522
138.58565,65.5446
138.91475,65.560075
139.198225,65.567475
139.2701,65.5784
139.291325,65.587425
139.318975,65.6072
139.590575,65.63055
139.941475,65.65005
140.5185,65.725225
140.8698,65.7497
140.93815,65.7793
141.35715,65.846625
141.40165,65.87955
141.883,65.919225
141.984675,65.972825
142.15695,66.0372
142.7327,66.075925
143.2175,66.141375
143.3587,66.184525
143.386525,66.218975
143.46915,66.2294
143.659625,66.258475
143.710025,66.30445
143.866325,66.37375
143.87275,66.4674
144.329925,66.503425
144.363875,66.571725
144.480125,66.60575
144.490525,66.654975
145.3225,66.672075
145.73085,66.692975
145.86105,66.72575
145.90885,66.747475
146.355575,66.790975
146.4248,66.879575
146.53295,67.014825
146.560725,67.0518
146.786075,67.069375
146.860525,67.090175
147.11175,67.136825
147.2658,67.171925
147.39285,67.21215
147.405275,67.31165
147.747575,67.39155
148.127975,67.4248
148.329275,67.4396
148.640225,67.46935
148.691475,67.532725
148.789325,67.5523
148.994525,67.571775
149.01725,67.61845
149.018425,67.62685
149.298025,67.635475
149.43135,67.651375
149.445825,67.697
149.5711,67.70925
149.877725,67.73485
150.086025,67.759425
150.264875,67.7957
150.4902,67.83725
150.60635,67.8671
150.7529,67.881025
151.05975,67.905375
151.2236,67.930475
151.260075,67.9445
151.5073,67.958825
151.532475,67.968925
151.6153,67.98195
151.661575,67.996975
151.67455,68.01245
151.69805,68.0363
151.725125,68.050025
151.8379,68.06745
152.753575,68.0814
152.78935,68.10255
153.067075,68.114625
153.4962,68.168725
153.650075,68.203725
153.822375,68.24315
154.3281,68.280475
154.411725,68.3407
154.77215,68.375825
154.958675,68.401175
155.36725,68.4635
155.685675,68.499925
156.35785,68.547825
156.4599,68.581475
156.78765,68.620625
157.39755,68.644725
157.554675,68.674475
157.71695,68.6997
157.721225,68.723725
157.779175,68.740825
158.130375,68.764075
158.265725,68.79325
158.286975,68.83165
158.430775,68.898925
158.4432,68.9433
158.691675,68.996325
158.7215,69.008725
159.036875,69.01055
159.310025,69.0385
159.500325,69.056475
159.698175,69.0766
159.886425,69.097675
159.927375,69.11165
160.0201,69.122475
160.233775,69.1333
160.735075,69.196975
160.825225,69.22175
160.92325,69.253775
161.08315,69.285575
161.1383,69.332125
161.291,69.34985
161.3544,69.381875
161.389575,69.40765
161.66665,69.441575
161.853,69.464875
161.944775,69.472525
161.998125,69.478825
162.093275,69.483975
162.096975,69.48825
162.3499,69.49425
162.427025,69.49835
162.574775,69.5027
162.61705,69.50685
162.665925,69.5248
162.699175,69.564275
162.852025,69.62845
162.994675,69.65685
163.078575,69.705725
163.090625,69.718825
163.774725,69.7309
164.0597,69.7553
164.3012,69.77165
164.3347,69.785225
164.559475,69.793225
164.621275,69.807775
164.99095,69.838525
165.05035,69.873025
165.16735,69.947225
165.392225,70.0103
165.462025,70.0818
165.756,70.11275
166.1519,70.13885
166.246525,70.1732
166.3335,70.1955
166.57005,70.2451
166.587925,70.265425
166.81275,70.286975
166.862175,70.343475
167.35595,70.373275
167.734375,70.4114
168.34,70.456775
168.4631,70.463375
168.474325,70.501125
168.48275,70.54655
168.696925,70.620575
168.70225,70.674975
168.73735,70.696525
169.317,70.710075
169.544675,70.72155
169.56785,70.72875
169.8511,70.738425
169.863875,70.750175
169.88745,70.792725
169.95925,70.852175
170.223025,70.886375
170.2404,70.942575
170.515475,70.969625
171.095025,70.9983
171.3183,71.0306
171.43805,71.05175
171.619975,71.06365
171.658125,71.1221
171.71425,71.1905
171.994975,71.226375
172.030925,71.242175
172.0573,71.27545
172.061475,71.324175
172.19605,71.359875
172.36095,71.393475
172.568875,71.423325
172.5902,71.446275
172.71045,71.474275
172.7361,71.510375
172.810675,71.5653
172.89005,71.605275
172.98045,71.64445
173.0125,71.7113
173.0733,71.76135
173.11015,71.802825
173.196875,71.816125
173.38005,71.847375
173.41015,71.871225
173.43715,71.897625
173.629125,71.9188
173.6538,71.950325
173.67425,72.003775
173.813075,72.04455
173.8303,72.081775
173.876225,72.1157
173.881225,72.16015
173.9792,72.1817
174.044525,72.191175
174.703575,72.220625
174.784575,72.26715
174.849575,72.3002
174.867375,72.3459
175.158525,72.400575
175.596575,72.4565
175.60215,72.5064
175.660875,72.54675
175.8115,72.5897
175.99635,72.64375
176.248825,72.68445
176.3096,72.723
176.430475,72.74825
176.559425,72.782725
177.0245,72.8354
177.0402,72.909
177.067375,72.9532
177.615825,73.00095
177.67925,73.042125
178.430575,73.087375
178.612325,73.149225
178.77695,73.20615
178.9628,73.227375
179.096625,73.242225
179.2197,73.289725
179.247325,73.33345
179.3028,73.3487
179.6838,73.3642
179.702325,73.3787
179.747475,73.41675
179.862725,73.43315
180.2981,73.468775
180.33185,73.48515
180.491825,73.51225
180.7102,73.56285
181.2409,73.60035
181.28425,73.64965
181.473425,73.69235
181.510425,73.72075
181.542325,73.76655
181.708025,73.790925
181.945075,73.8102
182.06325,73.871825
182.090925,73.9035
182.149225,73.947775
182.210575,73.97525
182.2475,73.9999
182.257075,74.080375
182.350225,74.120875
182.509525,74.1639
182.59905,74.199075
182.65865,74.2307
182.702225,74.2712
182.725025,74.3043
182.790075,74.35885
182.8831,74.40715
182.975925,74.4534
183.00465,74.50845
183.026625,74.5945
183.0415,74.648125
183.116575,74.7297
183.6005,74.7308
183.694,74.764775
183.7458,74.80205
183.864775,74.851925
184.016025,74.85725
184.28465,74.902125
184.29655,74.960925
184.350825,75.0219
184.39135,75.0608
184.55995,75.1587
184.744175,75.198675
184.871025,75.22835
184.9238,75.236675
185.53105,75.2487
185.7775,75.274375
186.2606,75.288125
186.460675,75.2939
186.7771,75.31875
187.128225,75.45555
187.21385,75.47625
187.2691,75.490875
187.503125,75.513325
187.50995,75.54275
187.6728,75.56175
187.79345,75.59185
188.07455,75.625225
188.161725,75.63185
188.39475,75.652825
188.43165,75.6872
188.76455,75.719875
189.156175,75.73185
189.45045,75.8225
189.48765,75.862925
189.620075,75.903325
189.7042,75.949775
189.9147,75.99105
190.4137,76.037425
190.45045,76.0749
190.484325,76.16025
190.607725,76.241425
190.7479,76.267825
191.2385,76.294275
191.399075,76.332225
191.44725,76.35715
191.782725,76.44005
191.815375,76.5065
192.0823,76.524825
192.625625,76.5457
192.945975,76.56715
192.98765,76.603925
193.3792,76.63545
193.4117,76.646825
193.62905,76.657975
193.66955,76.668775
194.107125,76.68875
194.3254,76.69535
194.5097,76.7038
194.7543,76.74065
194.77395,76.7793
195.62705,76.803025
195.826,76.831825
195.9242,76.851475
196.556825,76.875725
196.711575,76.904725
196.740725,76.9482
196.85615,76.9913
197.0701,77.011075
197.56915,77.0317
197.965625,77.045625
197.979225,77.06165
197.988625,77.11155
198.183625,77.155475
198.40095,77.200675
198.50035,77.233675
198.85885,77.256025
198.9216,77.2819
199.1386,77.32805
199.220325,77.353725
199.319425,77.383225
199.632025,77.473975
199.880925,77.519475
200.0207,77.580725
200.70465,77.6208
200.82025,77.6541
200.8649,77.687175
201.10865,77.719175
201.22365,77.752425
201.27405,77.8004
201.388375,77.859725
201.415575,77.9028
201.5816,77.93935
201.645925,77.9843
202.29235,77.986975
202.687225,78.0088
203.263325,78.0278
203.3629,78.04825
203.627225,78.0921
203.673475,78.136275
203.875375,78.188325
204.1574,78.23805
204.474425,78.285825
204.587525,78.310025
204.5988,78.32895
204.9255,78.38605
204.936625,78.42475
205.2675,78.4767
205.535425,78.503825
205.74745,78.52855
205.968625,78.554925
206.0696,78.5791
206.363675,78.604025
206.390225,78.629075
206.4438,78.709275
206.563725,78.736575
206.738275,78.755025
206.8423,78.819375
206.8807,78.84845
206.9134,78.88835
206.931925,78.914825
207.013225,78.954075
207.7706,79.05495
208.129875,79.090125
208.2487,79.123225
208.495025,79.179725
208.5001,79.19985
208.508825,79.214825
208.608425,79.261025
208.92525,79.31325
209.00515,79.3442
209.631825,79.388475
209.6996,79.40795
209.808625,79.44275
209.909075,79.503475
210.5516,79.593275
210.861575,79.627125
211.068075,79.6807
211.346575,79.7415
211.47375,79.775
211.4877,79.792925
211.80045,79.80695
211.938325,79.816725
212.52755,79.83445
212.9754,79.895775
213.2683,79.955525
213.546575,80.004625
213.968575,80.029575
214.270275,80.10795
214.7064,80.135525
214.711325,80.15545
214.75195,80.182275
215.436525,80.229075
215.670875,80.316675
215.684525,80.372325
215.776,80.40785
216.6598,80.4321
216.897125,80.4783
217.0318,80.50675
217.04565,80.538775
217.155775,80.583125
217.437725,80.607675
218.03735,80.631775
218.071325,80.665875
218.079475,80.695825
218.119625,80.7178
218.33885,80.754975
218.4319,80.816675
218.480275,80.845425
218.5262,80.866125
218.709475,80.899125
219.146575,80.926775
219.29025,80.963025
219.6476,80.99605
219.690925,81.017425
220.02575,81.031575
220.395775,81.076225
220.610675,81.131475
220.66195,81.1744
221.305725,81.19555
221.3375,81.25275
221.46475,81.28855
221.5916,81.3535
221.6267,81.387175
222.276825,81.423325
222.5934,81.4665
222.72585,81.505975
223.169475,81.5443
223.24555,81.578875
223.44765,81.60035
223.667125,81.62815
224.032375,81.654675
224.0615,81.710675
224.152,81.764275
224.333,81.7928
224.378325,81.822075
224.46775,81.878125
224.659025,81.964175
224.986275,82.02295
225.4973,82.061225
226.0005,82.163475
226.046475,82.1903
226.11755,82.263125
226.24125,82.32855
226.47395,82.35125
226.510475,82.374375
226.91055,82.3862
226.9849,82.410275
227.52645,82.444275
227.8905,82.4701
227.9866,82.50305
228.6257,82.51805
228.63665,82.537475
229.38175,82.5784
229.4514,82.6078
229.645975,82.64
229.832675,82.671725
229.9405,82.727775
229.991025,82.77165
230.09095,82.807475
230.145325,82.8501
230.183525,82.89635
230.2403,82.9178
231.00065,82.93465
231.650125,82.95305
231.710125,82.971175
232.09335,82.990975
232.1626,83.02305
232.214675,83.053175
232.27235,83.104525
232.328425,83.13955
232.3394,83.170325
232.511325,83.209525
232.835625,83.248575
232.8604,83.274725
232.900675,83.32125
233.185475,83.4162
233.469625,83.441575
233.5045,83.453675
233.641775,83.486625
233.712825,83.524725
234.08265,83.612725
234.280775,83.6442
234.49435,83.67715
234.7993,83.7351
235.0223,83.7638
235.4161,83.800075
235.7477,83.85305
235.883075,83.8972
236.036125,83.94295
236.6124,83.979725
236.979775,84.02015
237.5358,84.039325
237.56795,84.075
238.133875,84.1076
238.188425,84.16675
238.35825,84.221275
238.717025,84.263175
238.921525,84.31505
238.984275,84.349875
239.08135,84.37515
239.184375,84.434075
239.277975,84.49635
240.154525,84.531575
240.2278,84.57325
240.3435,84.61
240.3792,84.6856
240.45515,84.764425
240.6533,84.808775
240.665225,84.84525
241.2426,84.876475
241.5149,84.925775
241.5888,84.963125
241.901275,85.05775
242.805725,85.090075
243.409025,85.13585
244.15725,85.1864
244.553,85.22725
244.79035,85.2623
244.808025,85.291
244.954325,85.3203
245.153,85.3608
245.7699,85.380575
245.95095,85.393025
246.053075,85.421075
246.235325,85.454075
246.680525,85.4893
247.0589,85.5155
247.19135,85.5422
247.379025,85.590375
247.773625,85.616475
248.36645,85.6338
248.94285,85.66945
249.000575,85.744325
249.043125,85.775725
249.27995,85.812525
249.29235,85.855825
249.3165,85.881075
249.55245,85.926
249.743375,85.955275
250.2183,85.99095
250.250775,86.031975
250.42115,86.06365
250.561475,86.089375
250.6031,86.138525
250.65525,86.157675
250.945075,86.178775
251.04935,86.182675
251.09305,86.208025
251.2481,86.24145
251.299075,86.261
251.5823,86.3006
251.6504,86.3354
252.2158,86.36215
252.68565,86.3983
252.770575,86.463475
252.8753,86.505425
252.996175,86.540675
253.1401,86.562875
253.1935,86.5951
253.3959,86.62505
253.601725,86.642375
253.928675,86.668425
254.496225,86.68875
254.6244,86.7043
255.048875,86.7293
255.07395,86.758
255.07795,86.80315
255.317275,86.828675
255.84085,86.854175
256.075475,86.8639
256.2239,86.90755
256.333575,86.92385
256.349,86.946275
256.525225,86.984975
256.87245,87.02665
257.8271,87.102525
257.880475,87.147025
257.996875,87.1729
258.696625,87.1868
258.814625,87.21575
258.8628,87.250425
259.069375,87.291725
259.274025,87.35835
259.3999,87.388025
259.624325,87.4444
259.83565,87.49415
260.376875,87.517625
260.398625,87.538175
260.431125,87.570675
260.552525,87.611875
260.617475,87.6715
261.56255,87.698125
262.201275,87.728475
262.777125,87.770425
263.0577,87.82055
263.116075,87.85465
263.156925,87.92335
263.5058,88.000025
263.98625,88.072375
264.13785,88.100825
264.620875,88.128425
265.339925,88.157875
265.585075,88.20355
265.7387,88.23795
265.87825,88.306625
265.981175,88.312925
266.082375,88.35975
266.087725,88.422425
266.625775,88.466425
267.040575,88.50595
267.968525,88.532925
268.381875,88.56245
268.683575,88.59185
268.80465,88.62725
268.9941,88.6503
269.04175,88.678275
269.478925,88.689775
269.6916,88.70825
269.710975,88.724
270.753625,88.76325
270.854375,88.78975
271.034675,88.811375
271.3622,88.84955
271.43455,88.879275
271.466,88.913075
271.4943,88.935375
271.7798,89.0085
272.007625,89.042725
272.10375,89.082025
272.65995,89.102125
272.7439,89.12265
272.876925,89.15245
272.9992,89.184375
273.320925,89.21
273.92645,89.261975
274.020925,89.30495
274.139875,89.36395
274.18025,89.398875
274.39395,89.43515
274.616425,89.5024
274.845375,89.5737
274.890125,89.610125
274.896025,89.63405
275.5411,89.6542
276.014075,89.66095
276.26625,89.66405
276.4044,89.66865
276.819275,89.672275
276.99985,89.67595
277.170475,89.687125
277.19275,89.70275
277.328175,89.70945
277.364075,89.722775
277.42725,89.7809
277.583725,89.805025
277.993425,89.808775
278.492575,89.83445
278.877525,89.8637
279.6362,89.883525
279.77865,89.895725
279.822575,89.912925
280.506325,89.9302
280.544725,89.9563
281.095575,89.984125
281.190275,90.010675
281.2214,90.026625
281.7335,90.03385
281.955575,90.0434
282.332375,90.0647
282.451825,90.0921
282.4972,90.112525
282.82955,90.135375
283.14035,90.170825
283.44295,90.173125
283.689125,90.1892
283.70555,90.224375
283.881175,90.2352
284.306825,90.245275
284.4804,90.269525
284.926975,90.296125
285.017625,90.346175
285.07625,90.385075
285.4948,90.42995
286.152825,90.45555
286.2932,90.49055
286.817,90.5175
287.111675,90.563625
287.1604,90.608225
287.3511,90.6432
287.393925,90.670425
287.72745,90.694925
287.7981,90.723625
288.999475,90.744175
289.306175,90.77085
289.673425,90.7916
289.8901,90.806325
289.90865,90.834025
290.1426,90.8767
290.2372,90.889475
290.252725,90.91165
290.5009,90.938775
290.78685,90.95815
291.7719,90.980725
291.910475,91.007575
291.963375,91.0247
292.220625,91.04225
292.2326,91.0764
292.31185,91.0977
292.3949,91.117775
292.5268,91.146875
292.74765,91.16305
293.079875,91.20255
293.691375,91.240125
293.93575,91.296275
294.74915,91.3253
294.84465,91.3493
294.975275,91.374025
295.260725,91.3987
295.4209,91.43725
295.78545,91.49925
295.94425,91.5592
296.1322,91.5947
296.596725,91.651575
296.6679,91.6814
296.9083,91.735625
297.26795,91.793
297.672875,91.828175
297.70575,91.88585
298.01105,91.907925
298.468875,91.9515
298.935925,92.011125
298.987325,92.042975
299.1016,92.099075
299.762025,92.175875
299.987025,92.2252
300.059875,92.281375
300.268425,92.30425
300.698725,92.33765
301.1275,92.34825
301.680975,92.357225
301.7355,92.3661
301.8612,92.3747
301.96705,92.38055
303.320625,92.393875
303.417025,92.409825
303.52635,92.443625
303.5434,92.50595
303.7085,92.51865
303.817725,92.53715
303.833025,92.63245
304.096775,92.6867
304.141575,92.714975
305.3328,92.7383
305.63005,92.751725
306.09155,92.768425
307.86105,92.7937
308.406825,92.80095
308.55115,92.8174
308.662575,92.8409
309.097175,92.859775
309.280075,92.8758
309.359775,92.916175
309.393325,92.93625
309.495225,92.95205
309.75315,92.977
309.888625,93.002975
310.100875,93.0331
310.1443,93.0817
310.845475,93.127125
311.253325,93.1595
311.259125,93.2251
311.26295,93.2604
311.27125,93.270975
312.068425,93.29415
312.453225,93.3317
312.758475,93.357225
313.3791,93.420475
313.7731,93.4596
314.4971,93.51385
315.31225,93.5606
315.480625,93.646475
315.5688,93.70635
317.76905,93.775625
318.834175,93.797475
319.0101,93.858125
319.6785,93.881275
319.714225,93.900175
320.098075,93.936425
320.82625,93.95565
321.1232,93.987425
321.3589,94.064725
321.696075,94.087525
322.483325,94.14235
322.939225,94.184625
323.327675,94.2145
324.3994,94.238525
324.7838,94.26275
324.822725,94.3107
324.9287,94.354725
325.595225,94.401125
325.770775,94.492675
326.49125,94.563875
326.59225,94.6068
327.364225,94.617625
327.538925,94.625875
327.633325,94.666925
329.259825,94.70035
329.277025,94.725225
329.4816,94.770225
329.925675,94.833925
330.312875,94.868925
330.8564,94.9015
330.94505,94.954075
331.137625,95.011025
331.842225,95.06845
332.031825,95.127075
332.23235,95.171075
332.496725,95.24905
333.08295,95.272075
333.7426,95.2921
334.059125,95.3159
334.32525,95.33665
335.7074,95.35035
336.1179,95.361875
336.910475,95.375
337.327475,95.385725
337.3744,95.401525
337.6365,95.425375
337.894,95.452975
337.8958,95.499875
338.107425,95.52635
338.421425,95.58675
338.6321,95.652825
339.8419,95.693425
340.9929,95.740625
341.342675,95.78185
341.522925,95.799825
342.0685,95.817575
342.6907,95.844275
342.731125,95.8752
342.896125,95.92005
342.974075,95.92865
343.009225,95.95955
343.851525,95.97345
344.132625,95.99255
344.289575,96.016775
344.34805,96.0506
344.396625,96.08695
344.985225,96.1149
345.039375,96.1284
347.0765,96.158575
347.808175,96.173525
347.83865,96.19785
348.500325,96.213175
348.509275,96.230075
348.697675,96.2667
349.055025,96.29305
349.225375,96.328825
349.6781,96.347
349.68645,96.3757
349.9761,96.383275
350.3693,96.3974
350.859975,96.528875
351.44505,96.580925
351.515575,96.6108
351.800425,96.643675
352.1988,96.6617
352.3264,96.7286
352.35275,96.79115
352.5169,96.837675
352.9757,96.883375
353.215475,96.936175
353.388575,96.95165
353.52215,96.965225
354.014775,96.975125
355.0402,97.001275
355.5952,97.0703
356.34065,97.122375
356.85585,97.139125
357.19135,97.1542
357.7523,97.164375
358.71065,97.173275
359.366425,97.20595
359.655325,97.227275
359.99975,97.30535
360.44915,97.34575
360.498875,97.371975
362.77685,97.434325
362.9999,97.47805
363.531,97.536225
363.8171,97.638225
363.87205,97.687925
364.270925,97.730175
364.955025,97.778825
365.18245,97.8114
366.0002,97.9222
366.8323,97.9778
367.717025,98.050625
367.86495,98.093975
368.003825,98.15495
368.17735,98.18735
368.504475,98.2183
369.471375,98.234575
369.512425,98.25275
369.931675,98.277325
370.165,98.30095
370.8271,98.323725
371.13325,98.349575
371.364225,98.3804
371.455375,98.40315
372.791825,98.439825
373.368725,98.47305
373.395725,98.5287
374.5688,98.588625
374.85245,98.65135
374.9372,98.697225
375.560825,98.71205
375.58505,98.773325
376.43925,98.82935
376.480775,98.907625
378.359225,98.98985
378.42445,99.02375
379.032775,99.049975
379.1046,99.0843
379.60665,99.13165
379.839275,99.177
380.645425,99.2304
380.6545,99.26035
380.99635,99.29525
381.495125,99.32505
381.519125,99.355925
381.81185,99.364625
382.20685,99.41015
382.9215,99.4424
384.53725,99.491675
384.8862,99.5153
385.117975,99.544575
385.452675,99.5707
385.692225,99.60015
385.7034,99.64435
386.26375,99.684975
386.505625,99.731725
386.581075,99.772525
386.6203,99.7851
387.65005,99.7972
387.6776,99.822075
387.978175,99.857575
388.38035,99.8696
388.637675,99.890325
389.0917,99.922675
389.1266,99.95345
389.38985,99.9698
389.4523,100.029975
389.6484,100.130575
390.300575,100.239375
391.912,100.264075
392.4143,100.28575
393.08435,100.30575
394.295625,100.32595
394.443925,100.40285
394.513625,100.423
395.596875,100.44575
395.789,100.4739
395.97835,100.508725
397.449375,100.547925
397.468,100.566525
398.07065,100.5976
398.679575,100.6125
399.110875,100.62925
399.32,100.651625
399.792625,100.719975
400.0373,100.76995
400.720675,100.804625
400.97065,100.830275
401.3228,100.853075
401.59765,100.892675
401.80875,100.927225
402.12895,100.943075
402.375875,100.97105
402.88495,101.0036
403.4427,101.05235
403.5189,101.1128
403.74545,101.1437
403.767475,101.176875
404.530575,101.245325
404.639875,101.268
404.737825,101.29605
405.611475,101.337375
405.9036,101.430625
406.850975,101.4535
407.192775,101.4799
407.3625,101.52295
407.37985,101.552425
408.0198,101.610675
408.28305,101.6439
409.46905,101.6856
409.655975,101.745175
409.6868,101.777275
409.8527,101.810475
410.1874,101.812975
410.737575,101.836325
410.941625,101.883625
411.292025,101.933925
411.34125,102.019625
411.750475,102.0544
411.845575,102.084075
413.1103,102.18315
413.1366,102.2752
413.1516,102.319
413.213375,102.347425
414.078825,102.364575
415.700875,102.406675
416.380875,102.43955
416.5782,102.505575
417.0371,102.542775
417.81835,102.631575
417.976975,102.7378
418.0063,102.774825
418.14585,102.8001
418.194725,102.850625
418.210925,102.93545
418.519525,102.982925
418.651,103.059475
418.822975,103.073225
418.9484,103.115375
419.039425,103.151575
419.3121,103.17825
419.872775,103.20255
420.107,103.215725
420.3365,103.2429
420.577475,103.2765
420.6001,103.2996
421.0821,103.31785
421.08865,103.346825
421.5757,103.379
421.61765,103.40785
421.663125,103.43505
421.7765,103.481
423.210625,103.5058
423.821425,103.5468
423.9452,103.5873
424.00735,103.652775
424.151875,103.70135
424.4459,103.792725
424.534375,103.84
425.2751,103.88315
425.692475,103.90475
425.753325,103.912
425.96655,103.932275
426.7523,103.94885
426.878725,103.96315
427.04385,103.981975
427.14165,104.010175
427.369875,104.042675
428.44965,104.07345
428.471025,104.15415
428.778,104.33955
429.43845,104.3572
429.451675,104.37015
429.8068,104.374675
430.090925,104.3801
430.4728,104.3889
431.765225,104.4011
432.014625,104.411875
432.029325,104.43395
432.227425,104.474175
432.80835,104.5265
433.23955,104.549125
433.267425,104.55925
433.418225,104.602325
434.51525,104.68
435.5524,104.7251
435.702075,104.754475
435.747075,104.809675
435.762875,104.88235
436.068175,104.93215
436.26625,105.023125
436.7291,105.0327
436.959725,105.038475
437.179225,105.044825
437.476125,105.055375
437.912775,105.061975
438.34335,105.076675
438.5051,105.123625
438.62645,105.155925
438.696725,105.178625
438.70035,105.1971
438.72065,105.24225
438.9813,105.2751
439.1595,105.297125
439.185375,105.332125
440.38835,105.360925
440.5471,105.384075
441.8723,105.4136
442.314625,105.481975
442.705675,105.539825
443.348425,105.58435
443.519725,105.6793
443.7256,105.722275
444.242475,105.753075
444.34575,105.816575
444.578625,105.89035
444.851325,105.933525
445.51135,105.96835
446.047375,106.03355
446.355675,106.049675
447.361725,106.091375
447.403925,106.15725
447.66595,106.192475
447.838475,106.233625
448.8327,106.24845
449.19755,106.26135
449.44115,106.2847
450.66275,106.30075
450.936725,106.322575
451.112725,106.382875
451.260175,106.42105
451.32195,106.4621
451.3676,106.48395
451.600375,106.50945
452.3137,106.555375
452.92965,106.5757
453.02875,106.584225
453.12985,106.6435
455.243625,106.672275
456.275625,106.702375
456.411125,106.7727
457.337275,106.83005
457.4651,106.8944
458.23055,106.941
458.6022,106.9992
458.76955,107.022775
458.8152,107.0382
459.214675,107.052525
460.414275,107.079575
460.53425,107.09685
460.5394,107.1172
460.982725,107.12755
461.109875,107.163925
461.96355,107.208175
462.10395,107.265975
462.91225,107.303925
463.075975,107.3404
465.23955,107.3565
465.604825,107.367225
465.66335,107.384275
465.8856,107.4033
466.561575,107.416775
466.95365,107.4524
466.969875,107.465125
467.008325,107.500875
467.163775,107.5319
467.586825,107.551525
468.032325,107.56975
469.379,107.5906
469.5526,107.60735
469.599925,107.627125
470.1569,107.650375
470.227375,107.65155
470.522025,107.694475
470.682875,107.76685
470.958625,107.795825
471.144575,107.824575
471.330325,107.838125
471.3349,107.8727
472.05065,107.914
472.089575,107.965875
472.611625,108.002475
473.4167,108.029625
475.835175,108.062
476.24275,108.09855
477.411175,108.12845
478.146875,108.1863
479.5079,108.215325
480.5712,108.24415
480.63665,108.27295
480.6654,108.3056
481.030925,108.341575
482.014875,108.384625
482.088875,108.4031
482.267375,108.42
482.277775,108.4411
482.75365,108.45445
483.051625,108.5028
483.081325,108.51705
483.405175,108.535975
483.503275,108.5773
483.96715,108.634075
486.28395,108.6601
486.301875,108.686125
486.48885,108.73125
488.368575,108.756625
488.7666,108.806025
489.7995,108.8422
490.81705,108.854475
491.216925,108.88605
491.6903,108.9324
492.724125,108.989975
492.836375,108.995525
492.858925,109.01975
493.2849,109.059075
493.531,109.07655
493.5351,109.156875
493.912575,109.1702
493.93075,109.184775
493.950075,109.222325
494.201925,109.2778
494.84605,109.330675
494.872725,109.384575
495.3428,109.411
495.457575,109.440525
495.6831,109.456125
496.4941,109.479675
496.768775,109.494275
497.6264,109.54025
498.7887,109.582275
498.98205,109.645025
499.25865,109.6951
500.2119,109.7496
500.657025,109.7848
500.740375,109.81995
501.24355,109.8546
502.1164,109.9022
502.3641,109.984
502.962475,110.0574
503.01005,110.095475
503.083625,110.1422
503.375225,110.156525
503.4031,110.1766
503.489075,110.1869
503.628925,110.205375
503.92225,110.220425
504.048125,110.238025
504.59335,110.2909
505.07585,110.3283
505.137825,110.3673
505.997775,110.402425
506.0105,110.43035
506.447925,110.4859
506.517775,110.524475
507.05295,110.546375
507.38365,110.576675
507.672475,110.5915
508.1376,110.600975
508.236525,110.62125
508.776025,110.656725
509.086625,110.68945
509.78615,110.7175
510.0037,110.735475
510.630575,110.77685
