SPK_SPKC04a (no effect),SPK_SPKC08a (excited)
511.23705,110.809975
511.693475,110.8385
512.121775,110.8678
512.333925,110.894875
512.36475,110.92935
512.443625,110.948275
512.52375,111.00505
512.7822,111.032125
513.1763,111.082375
513.26215,111.1344
513.36555,111.161775
514.89215,111.1909
514.905025,111.223525
515.865025,111.239025
516.671225,111.264275
517.1675,111.290525
517.3484,111.34195
517.38185,111.442175
517.67545,111.48505
517.816625,111.524975
521.2069,111.57005
522.960075,111.59145
523.241575,111.615325
523.466975,111.664325
523.498975,111.68455
523.529425,111.707075
523.59315,111.718675
523.6807,111.73875
526.4721,111.76335
526.540825,111.808775
526.664175,111.82945
526.7763,111.87205
527.545625,111.903625
528.18185,111.94845
528.493975,111.974425
528.888525,112.0201
530.726,112.07875
530.970425,112.097275
531.179425,112.134325
531.23075,112.21655
531.68715,112.26435
532.296875,112.2993
532.7141,112.342625
533.777125,112.449675
533.851575,112.472125
534.36575,112.533725
534.574725,112.57155
534.66135,112.6019
535.4502,112.6462
535.83705,112.6503
536.508325,112.677575
537.283675,112.73175
537.3697,112.7669
537.799025,112.793925
538.4056,112.866575
538.80245,112.927875
539.565275,112.943125
539.626125,112.951975
540.218875,112.991075
540.515,113.01035
540.945275,113.097875
541.06655,113.215775
542.140025,113.271625
543.0346,113.3041
544.260875,113.334125
544.337675,113.39545
544.79755,113.50965
546.10175,113.554175
546.183975,113.5787
546.486025,113.603
547.795875,113.6248
548.1571,113.652775
548.90665,113.693825
549.26135,113.718125
549.3718,113.744275
549.6445,113.794375
550.1254,113.806725
550.232725,113.818975
550.321875,113.8729
550.5223,113.915825
550.8507,113.941975
550.925025,113.970175
551.51755,113.996825
552.2227,114.0393
552.23585,114.071375
552.71375,114.107775
554.667925,114.1702
554.9134,114.22405
555.24485,114.254225
555.51175,114.314
558.05395,114.425725
558.367175,114.4426
558.5056,114.4874
560.6078,114.50615
560.72245,114.55635
560.975875,114.598575
561.545975,114.655375
561.905525,114.731525
562.012125,114.835725
562.28725,114.86205
562.398775,114.893125
563.3846,114.9352
563.725325,114.957675
563.74255,114.976875
564.03885,114.98545
564.883125,115.001975
565.535725,115.01925
565.551525,115.0437
565.603025,115.068025
566.413725,115.099625
566.46705,115.131225
566.991025,115.156125
567.0208,115.188025
567.415425,115.2147
568.530725,115.2318
568.64825,115.25055
569.55455,115.27195
569.724425,115.287975
570.448875,115.304125
571.52235,115.32185
571.913,115.3368
572.48635,115.3658
574.041775,115.39555
574.129775,115.435075
574.1906,115.467625
574.34015,115.49235
574.686525,115.509175
575.150125,115.528025
575.7561,115.549375
575.8318,115.56305
575.857,115.589125
576.106875,115.613825
576.72985,115.6444
577.365925,115.67795
578.1992,115.707725
578.814625,115.75395
579.739475,115.799325
579.90485,115.82275
580.371175,115.879825
580.395275,115.8973
580.47405,115.929025
580.871275,115.958025
582.0431,115.99555
582.452975,116.040375
582.80545,116.067175
582.824425,116.098375
583.016575,116.160575
584.25535,116.181175
584.65745,116.222725
585.012875,116.262025
585.125775,116.2829
585.433025,116.31685
586.427225,116.3455
586.616125,116.3813
587.299375,116.4156
587.407525,116.447175
588.596975,116.467475
588.663325,116.52345
588.779525,116.544925
588.891,116.569875
589.70435,116.5831
589.71565,116.62705
590.793725,116.681825
591.59445,116.790075
592.5097,116.835825
593.426925,116.874075
594.6985,116.89565
595.518675,116.9098
596.10975,116.94175
597.172625,116.990975
597.198575,117.0095
598.279075,117.0708
598.91275,117.097325
599.283425,117.1157
599.32565,117.14825
599.63145,117.17935
600.09035,117.2029
600.15685,117.2253
601.428125,117.2578
602.11395,117.287725
602.22535,117.335525
602.565675,117.400725
603.64115,117.475425
604.760425,117.525475
605.00055,117.542725
605.25495,117.564675
605.778425,117.57295
605.8367,117.600475
605.975175,117.621975
606.522275,117.665225
606.722325,117.6949
606.8549,117.716075
607.0827,117.78635
607.666825,117.8473
608.16605,117.915425
608.17405,117.967575
608.2351,117.986725
608.933,118.006525
608.9549,118.030975
610.60155,118.0836
610.6735,118.13295
611.312575,118.15665
612.088075,118.203175
612.9237,118.274975
613.138975,118.3086
613.9992,118.3501
614.46155,118.382075
615.3725,118.40355
615.485225,118.432775
615.810525,118.455625
615.84495,118.512925
615.95035,118.5641
617.6452,118.60035
617.709225,118.618975
617.96045,118.64595
618.104325,118.689675
619.192625,118.7462
619.9132,118.7784
620.643425,118.81175
621.1408,118.858075
621.543225,118.895825
622.35485,118.945875
622.397325,118.994725
622.610725,119.0414
623.768725,119.077125
624.29325,119.103075
624.42195,119.167
624.658425,119.252425
625.046925,119.288975
625.247375,119.322775
625.689575,119.34285
626.032975,119.393675
627.269425,119.4274
627.41935,119.432075
628.606025,119.466
628.866275,119.513725
629.127425,119.594375
629.618725,119.6497
630.72155,119.679925
630.86575,119.7106
631.119875,119.724075
631.16,119.734875
631.921725,119.7593
632.504325,119.774375
632.665825,119.790225
632.833675,119.7972
632.904875,119.81905
633.6375,119.83635
633.805425,119.8533
635.0697,119.87995
635.248075,119.917925
635.48785,119.95975
636.79215,119.980475
638.7595,120.016175
639.017375,120.04755
640.1931,120.0735
641.985175,120.10235
642.104475,120.141075
642.1785,120.25545
642.96955,120.282
643.6631,120.307825
643.6858,120.32205
644.833875,120.360075
644.939225,120.37325
644.9733,120.400375
645.4462,120.4276
645.96895,120.441175
646.92325,120.4741
647.37805,120.53545
647.644025,120.556375
647.703125,120.5897
647.77595,120.609875
648.9381,120.632025
648.957675,120.651225
649.39635,120.690175
650.0446,120.717725
650.351525,120.777075
651.538275,120.813475
651.92105,120.844125
652.269375,120.8856
652.797225,120.932125
655.02145,120.962375
659.9518,120.996675
660.405275,121.023575
662.02165,121.055175
662.2989,121.1196
662.59005,121.1538
662.713375,121.194375
662.766625,121.23895
663.6226,121.259825
664.1518,121.309175
665.882775,121.32465
666.9665,121.356975
669.463675,121.415575
669.789625,121.469325
669.80575,121.49265
670.648875,121.51635
670.75545,121.539925
670.928125,121.57315
671.106325,121.599675
671.2261,121.617825
672.67455,121.652
673.06605,121.66895
673.4474,121.747275
673.470275,121.767625
673.512475,121.806
,121.847875
,121.8832
,121.9396
,121.98885
,122.03725
,122.08135
,122.1289
,122.1727
,122.198575
,122.234975
,122.26145
,122.3425
,122.406425
,122.438375
,122.5021
,122.538925
,122.586025
,122.6246
,122.703325
,122.733
,122.75865
,122.81895
,122.846575
,122.88585
,122.925375
,122.94465
,123.008375
,123.074425
,123.130575
,123.16875
,123.16995
,123.2292
,123.269325
,123.291075
,123.352325
,123.4671
,123.502525
,123.5302
,123.54975
,123.6139
,123.65465
,123.67785
,123.766675
,123.793025
,123.847925
,123.86605
,123.909925
,123.936225
,123.9586
,123.9752
,123.994825
,124.009025
,124.031875
,124.05425
,124.102375
,124.141175
,124.16305
,124.20215
,124.21685
,124.288975
,124.323125
,124.3954
,124.4552
,124.49035
,124.523
,124.55135
,124.5737
,124.5897
,124.61775
,124.65515
,124.67775
,124.696
,124.766475
,124.8073
,124.860825
,124.896875
,124.9203
,124.946925
,124.988425
,125.026675
,125.0697
,125.08875
,125.136875
,125.165525
,125.194125
,125.222875
,125.2495
,125.292825
,125.3138
,125.344275
,125.4087
,125.4553
,125.47625
,125.5021
,125.51815
,125.53705
,125.555925
,125.5788
,125.608975
,125.661725
,125.701175
,125.739925
,125.8083
,125.8677
,125.93805
,125.999775
,126.0492
,126.080175
,126.1927
,126.236175
,126.271875
,126.30185
,126.3356
,126.3723
,126.409575
,126.45725
,126.4976
,126.52165
,126.5433
,126.57195
,126.608325
,126.622175
,126.68405
,126.723075
,126.7398
,126.77515
,126.797925
,126.827675
,126.886375
,126.942075
,126.9792
,127.001475
,127.043375
,127.087425
,127.13205
,127.1555
,127.199
,127.2373
,127.28255
,127.316475
,127.3945
,127.4548
,127.534725
,127.58485
,127.662125
,127.733275
,127.781975
,127.8687
,127.8992
,127.90585
,127.920425
,127.943275
,127.95925
,128.01005
,128.070825
,128.100275
,128.14105
,128.174425
,128.2027
,128.22505
,128.275075
,128.40435
,128.45995
,128.500325
,128.560575
,128.60195
,128.640825
,128.682275
,128.70155
,128.734875
,128.775025
,128.8137
,128.83985
,128.893025
,128.921875
,128.9433
,128.985775
,129.01795
,129.088075
,129.1448
,129.196375
,129.21025
,129.224875
,129.26495
,129.324225
,129.381675
,129.5018
,129.538475
,129.59665
,129.704975
,129.735325
,129.74785
,129.755725
,129.766225
,129.77285
,129.80955
,129.87335
,129.93845
,129.986125
,130.021975
,130.061375
,130.143675
,130.212625
,130.2414
,130.26055
,130.284875
,130.3059
,130.3293
,130.363925
,130.405775
,130.444475
,130.51185
,130.568
,130.58535
,130.6031
,130.6348
,130.682975
,130.7556
,130.77485
,130.815975
,130.8455
,130.8892
,130.9299
,130.9785
,131.0414
,131.087475
,131.13105
,131.186125
,131.2358
,131.278
,131.321425
,131.370125
,131.421525
,131.44095
,131.4423
,131.4747
,131.510125
,131.531
,131.5742
,131.60685
,131.637875
,131.656175
,131.681525
,131.708525
,131.733125
,131.789575
,131.80505
,131.82565
,131.83875
,131.862375
,131.897075
,131.915225
,131.9618
,131.978875
,132.024825
,132.0749
,132.121625
,132.15455
,132.213325
,132.2405
,132.27855
,132.294125
,132.3224
,132.350425
,132.39495
,132.42635
,132.463875
,132.495525
,132.52725
,132.562225
,132.607225
,132.6292
,132.6552
,132.6943
,132.747525
,132.79695
,132.83025
,132.86875
,132.91
,132.95115
,133.0041
,133.048375
,133.082
,133.116275
,133.14485
,133.1742
,133.1902
,133.212175
,133.23105
,133.268875
,133.294825
,133.3262
,133.344975
,133.370375
,133.408375
,133.4388
,133.4515
,133.4832
,133.5228
,133.56165
,133.5978
,133.653125
,133.714625
,133.7978
,133.869
,133.896675
,133.9489
,133.97555
,133.98075
,134.035375
,134.066125
,134.088575
,134.1427
,134.168625
,134.20355
,134.2243
,134.240425
,134.26055
,134.28215
,134.310575
,134.32385
,134.354975
,134.37595
,134.404275
,134.474475
,134.521975
,134.599175
,134.641825
,134.692175
,134.81535
,134.942725
,134.97655
,135.0409
,135.132475
,135.157875
,135.200875
,135.2443
,135.2719
,135.327625
,135.3524
,135.379025
,135.41335
,135.4432
,135.48565
,135.51855
,135.5713
,135.589425
,135.626475
,135.658025
,135.71235
,135.748875
,135.774125
,135.800175
,135.8335
,135.862425
,135.9084
,135.9717
,136.0301
,136.062925
,136.11615
,136.133025
,136.2229
,136.24545
,136.27785
,136.321025
,136.369
,136.38965
,136.41425
,136.441975
,136.467175
,136.51505
,136.5717
,136.67605
,136.715725
,136.7504
,136.778325
,136.78955
,136.82385
,136.8763
,136.90785
,136.9471
,136.988375
,137.0198
,137.03185
,137.049525
,137.080075
,137.1011
,137.13365
,137.213
,137.28755
,137.362175
,137.4122
,137.465225
,137.5272
,137.598075
,137.656575
,137.689075
,137.723625
,137.78765
,137.867175
,137.884925
,137.9242
,137.941
,137.95875
,138.001625
,138.0613
,138.1082
,138.154625
,138.1763
,138.237975
,138.2912
,138.3443
,138.372025
,138.399125
,138.458275
,138.50135
,138.5396
,138.568925
,138.684775
,138.717675
,138.778325
,138.798525
,138.860175
,138.938
,138.973475
,138.9991
,139.009225
,139.0244
,139.15815
,139.207575
,139.254375
,139.2998
,139.329775
,139.362375
,139.384175
,139.407475
,139.450725
,139.4887
,139.513875
,139.55965
,139.614025
,139.6933
,139.735675
,139.784825
,139.871175
,139.9904
,140.053975
,140.07205
,140.10025
,140.142975
,140.186175
,140.22235
,140.227175
,140.2586
,140.2958
,140.331575
,140.34285
,140.3778
,140.401975
,140.4442
,140.5212
,140.568225
,140.5976
,140.625575
,140.6646
,140.726025
,140.77345
,140.8254
,140.855725
,140.8896
,140.97095
,141.0453
,141.073175
,141.13955
,141.181225
,141.22045
,141.290175
,141.311
,141.327625
,141.38305
,141.39855
,141.444325
,141.476325
,141.508475
,141.542025
,141.574475
,141.6058
,141.638725
,141.70155
,141.73215
,141.785975
,141.865775
,141.91855
,141.935925
,141.965125
,141.981125
,142.017875
,142.05225
,142.1205
,142.168575
,142.23955
,142.32255
,142.335875
,142.385325
,142.46065
,142.521575
,142.571475
,142.66325
,142.691825
,142.716725
,142.7383
,142.759425
,142.806125
,142.83495
,142.871575
,142.986
,143.009725
,143.044975
,143.088975
,143.1682
,143.22085
,143.24305
,143.278775
,143.30335
,143.349125
,143.383225
,143.423575
,143.46265
,143.549525
,143.5894
,143.614975
,143.6526
,143.6911
,143.738975
,143.774525
,143.8041
,143.819175
,143.83205
,143.84175
,143.848025
,143.856325
,143.867275
,143.873625
,143.8824
,143.90565
,143.9598
,143.99325
,144.0258
,144.063775
,144.104275
,144.1327
,144.2001
,144.243875
,144.29915
,144.3644
,144.38675
,144.418075
,144.44725
,144.479775
,144.510125
,144.525225
,144.5555
,144.577525
,144.60295
,144.682325
,144.695075
,144.726275
,144.75235
,144.80705
,144.83975
,144.8751
,144.9217
,144.945175
,144.98875
,145.04685
,145.09345
,145.121125
,145.152875
,145.17815
,145.221325
,145.2673
,145.3302
,145.4044
,145.4574
,145.4816
,145.50245
,145.526275
,145.572325
,145.616875
,145.66975
,145.747625
,145.7942
,145.83385
,145.879775
,145.90065
,145.956375
,145.994575
,146.0298
,146.065575
,146.116325
,146.15305
,146.191175
,146.23575
,146.3038
,146.3404
,146.412575
,146.46015
,146.49285
,146.5271
,146.55715
,146.606575
,146.65485
,146.711025
,146.756225
,146.77735
,146.7952
,146.8061
,146.87925
,146.9394
,147.0066
,147.04735
,147.10715
,147.172375
,147.212675
,147.24915
,147.2885
,147.35785
,147.42215
,147.48285
,147.52315
,147.56885
,147.6208
,147.675875
,147.730125
,147.785475
,147.84675
,147.886975
,147.924625
,147.947425
,147.94945
,147.988025
,148.050975
,148.1364
,148.201625
,148.224575
,148.283775
,148.340175
,148.423475
,148.4682
,148.53865
,148.583175
,148.6433
,148.68235
,148.73505
,148.7689
,148.795775
,148.835625
,148.8702
,148.9092
,148.96495
,148.99415
,149.00555
,149.018975
,149.09115
,149.1287
,149.18695
,149.222075
,149.2528
,149.2792
,149.2858
,149.318125
,149.3529
,149.36905
,149.39855
,149.4347
,149.469275
,149.559275
,149.6129
,149.6616
,149.68165
,149.767275
,149.799125
,149.866575
,149.887825
,149.918525
,149.97695
,150.0151
,150.016475
,150.084325
,150.117875
,150.163025
,150.23205
,150.292925
,150.31595
,150.424025
,150.448775
,150.4546
,150.514125
,150.5537
,150.60155
,150.674
,150.718625
,150.779525
,150.815925
,150.847425
,150.889025
,150.927675
,150.995425
,151.04955
,151.10935
,151.1519
,151.2149
,151.29485
,151.3899
,151.422725
,151.4488
,151.46825
,151.503725
,151.5446
,151.570175
,151.603
,151.6239
,151.63975
,151.6857
,151.70675
,151.727175
,151.750175
,151.781775
,151.809675
,151.857825
,151.908375
,151.9339
,151.98185
,152.02295
,152.05035
,152.10385
,152.17355
,152.1922
,152.222925
,152.241475
,152.30115
,152.3263
,152.3487
,152.365275
,152.38455
,152.399925
,152.4266
,152.445975
,152.488875
,152.54015
,152.624075
,152.651375
,152.693175
,152.730025
,152.736975
,152.7631
,152.80135
,152.8214
,152.863325
,152.895675
,152.920325
,152.9462
,152.9875
,153.018425
,153.063425
,153.117075
,153.136425
,153.172825
,153.218225
,153.248375
,153.327525
,153.398625
,153.4494
,153.4904
,153.534575
,153.547125
,153.565425
,153.633775
,153.66675
,153.693025
,153.7426
,153.762375
,153.7852
,153.8306
,153.84745
,153.9043
,153.94565
,154.0572
,154.123425
,154.1553
,154.19885
,154.200375
,154.244075
,154.3054
,154.375
,154.41675
,154.455
,154.5307
,154.590325
,154.63085
,154.676675
,154.79985
,154.83455
,154.896525
,154.981
,155.015525
,155.0772
,155.1839
,155.232475
,155.273525
,155.320075
,155.387525
,155.453075
,155.487125
,155.54835
,155.606075
,155.64085
,155.668725
,155.6851
,155.696275
,155.700825
,155.743375
,155.780225
,155.803025
,155.85975
,155.962625
,156.031275
,156.065525
,156.24795
,156.30525
,156.333125
,156.388075
,156.400075
,156.44915
,156.536125
,156.561675
,156.58795
,156.6366
,156.68445
,156.7056
,156.72075
,156.7327
,156.754225
,156.824475
,156.915625
,156.962025
,157.01335
,157.055675
,157.096775
,157.2261
,157.2417
,157.257125
,157.315325
,157.39595
,157.438025
,157.472225
,157.497575
,157.5186
,157.5344
,157.57775
,157.65345
,157.7016
,157.757975
,157.83115
,157.86485
,157.954625
,158.064575
,158.08245
,158.102725
,158.1453
,158.174375
,158.202725
,158.238875
,158.29035
,158.32435
,158.370825
,158.40175
,158.45165
,158.50535
,158.584825
,158.614475
,158.6576
,158.670325
,158.7249
,158.768875
,158.81235
,158.8989
,158.93485
,158.966425
,159.01495
,159.0425
,159.11005
,159.1474
,159.192575
,159.2511
,159.31235
,159.41115
,159.467775
,159.58565
,159.65125
,159.683775
,159.70435
,159.72915
,159.7591
,159.78525
,159.81545
,159.83255
,159.848875
,159.85945
,159.887125
,159.930325
,159.981575
,160.046025
,160.070475
,160.1096
,160.140975
,160.1716
,160.208475
,160.2388
,160.3012
,160.33525
,160.4056
,160.4698
,160.51525
,160.5505
,160.5679
,160.583575
,160.605675
,160.63045
,160.659425
,160.675675
,160.708625
,160.7333
,160.77375
,160.812175
,160.892475
,160.966475
,161.04185
,161.08385
,161.142175
,161.18015
,161.215925
,161.2753
,161.32645
,161.351575
,161.429375
,161.465625
,161.526475
,161.59305
,161.660575
,161.7308
,161.74935
,161.7636
,161.783975
,161.831125
,161.878025
,161.90875
,161.949975
,161.96435
,161.97995
,162.00875
,162.03045
,162.095
,162.164475
,162.2293
,162.27285
,162.31675
,162.4021
,162.457275
,162.480675
,162.545925
,162.581375
,162.603925
,162.621025
,162.6623
,162.712275
,162.77855
,162.804175
,162.9286
,162.96075
,162.9826
,163.006575
,163.02545
,163.046425
,163.0772
,163.125125
,163.267875
,163.30375
,163.341225
,163.373575
,163.40005
,163.420575
,163.43605
,163.45655
,163.48005
,163.510325
,163.581725
,163.613275
,163.634225
,163.657675
,163.690125
,163.73935
,163.78065
,163.8065
,163.827525
,163.9118
,163.934425
,163.9526
,163.9693
,164.011225
,164.066
,164.104975
,164.159825
,164.2141
,164.263075
,164.29235
,164.354825
,164.38155
,164.419125
,164.43925
,164.458925
,164.481725
,164.50395
,164.530075
,164.5584
,164.585625
,164.59125
,164.679825
,164.74745
,164.8908
,164.9605
,164.98555
,165.006575
,165.03185
,165.06455
,165.093525
,165.1412
,165.185975
,165.21295
,165.252975
,165.350775
,165.390025
,165.431425
,165.483175
,165.5421
,165.60575
,165.669775
,165.721575
,165.76115
,165.8623
,165.928825
,166.001475
,166.041975
,166.073775
,166.11425
,166.1759
,166.26975
,166.2986
,166.318825
,166.448475
,166.52025
,166.548225
,166.602875
,166.65295
,166.7228
,166.759
,166.7846
,166.804825
,166.818525
,166.890875
,166.97825
,167.0497
,167.0925
,167.1161
,167.1296
,167.15875
,167.1879
,167.1959
,167.23175
,167.298025
,167.34595
,167.40955
,167.48355
,167.539
,167.604625
,167.634575
,167.69745
,167.7818
,167.8451
,167.883575
,167.90905
,168.007
,168.06315
,168.09485
,168.1764
,168.228825
,168.26455
,168.299575
,168.31785
,168.35965
,168.423275
,168.438925
,168.474475
,168.5065
,168.53305
,168.56205
,168.58795
,168.622125
,168.691725
,168.7163
,168.74765
,168.80855
,168.85705
,168.932875
,168.98515
,169.00215
,169.03585
,169.0991
,169.118775
,169.160125
,169.182225
,169.2103
,169.244675
,169.28385
,169.3071
,169.340225
,169.37605
,169.4059
,169.468125
,169.496825
,169.532025
,169.566725
,169.589075
,169.630575
,169.653275
,169.6974
,169.745075
,169.777875
,169.8143
,169.844775
,169.8685
,169.9043
,169.934125
,169.957075
,169.9897
,170.029825
,170.0835
,170.13785
,170.18185
,170.2366
,170.2809
,170.3189
,170.36615
,170.439625
,170.498525
,170.544125
,170.568975
,170.615725
,170.63835
,170.6713
,170.6983
,170.79025
,170.840475
,170.882475
,170.89935
,170.934425
,170.951225
,170.992725
,171.0344
,171.09475
,171.124525
,171.160225
,171.18045
,171.200625
,171.219575
,171.24
,171.272575
,171.322625
,171.346925
,171.391675
,171.4113
,171.42705
,171.452575
,171.482625
,171.5041
,171.531275
,171.580225
,171.6007
,171.640875
,171.6759
,171.72325
,171.757325
,171.81145
,171.856225
,171.913475
,171.919375
,171.963825
,171.990775
,172.038775
,172.077525
,172.139625
,172.1834
,172.222225
,172.257825
,172.282
,172.317075
,172.355625
,172.376825
,172.434125
,172.459
,172.48775
,172.5087
,172.530725
,172.549575
,172.614975
,172.648425
,172.7128
,172.719075
,172.749075
,172.7813
,172.83815
,172.879975
,172.92925
,172.990225
,173.040725
,173.10775
,173.142025
,173.172075
,173.2088
,173.243475
,173.292575
,173.3281
,173.412325
,173.43955
,173.468875
,173.50215
,173.5289
,173.57125
,173.5864
,173.613225
,173.655175
,173.66145
,173.706075
,173.74335
,173.782975
,173.830925
,173.879525
,173.9171
,173.96525
,174.014225
,174.0573
,174.105925
,174.152975
,174.191125
,174.195875
,174.218875
,174.236
,174.27915
,174.34265
,174.37295
,174.40185
,174.5015
,174.549125
,174.583
,174.661425
,174.70085
,174.73075
,174.7604
,174.80165
,174.90595
,174.9295
,174.975225
,175.025275
,175.04775
,175.093025
,175.14405
,175.172175
,175.223
,175.3224
,175.379725
,175.505475
,175.521825
,175.544375
,175.637425
,175.6773
,175.800525
,175.868975
,175.8964
,175.921275
,175.9932
,176.0228
,176.0864
,176.128075
,176.206875
,176.239175
,176.2975
,176.402525
,176.4301
,176.466075
,176.48935
,176.538625
,176.549825
,176.652875
,176.680875
,176.764775
,176.83995
,176.93175
,176.9424
,176.962225
,176.97595
,177.0048
,177.0505
,177.093725
,177.137375
,177.150125
,177.180375
,177.222475
,177.27925
,177.327225
,177.361075
,177.383975
,177.407675
,177.42175
,177.45505
,177.493375
,177.53095
,177.5478
,177.5932
,177.61885
,177.647475
,177.6733
,177.759075
,177.79495
,177.8324
,177.866975
,177.91375
,177.95545
,177.98505
,178.009875
,178.043875
,178.06565
,178.089025
,178.131375
,178.146525
,178.19145
,178.22585
,178.2753
,178.294225
,178.33525
,178.361575
,178.4011
,178.424625
,178.449675
,178.492475
,178.522825
,178.554
,178.598025
,178.628975
,178.6552
,178.676075
,178.710075
,178.73845
,178.767175
,178.80985
,178.86975
,178.8867
,178.91745
,178.970375
,179.011975
,179.03035
,179.0423
,179.069075
,179.103625
,179.123175
,179.15575
,179.191575
,179.205975
,179.22605
,179.252675
,179.27475
,179.276425
,179.309
,179.341025
,179.381625
,179.43245
,179.461675
,179.539925
,179.633225
,179.690525
,179.720475
,179.7587
,179.802025
,179.838225
,179.865275
,179.909725
,179.961225
,179.9947
,180.017325
,180.048475
,180.084775
,180.1067
,180.12415
,180.148275
,180.155
,180.177025
,180.1958
,180.220975
,180.241725
,180.26085
,180.2811
,180.313475
,180.32995
,180.3492
,180.38025
,180.403
,180.4439
,180.500775
,180.56265
,180.612525
,180.647325
,180.6663
,180.69885
,180.73335
,180.80205
,180.8588
,180.931725
,180.974825
,181.0428
,181.064275
,181.084825
,181.10535
,181.142125
,181.19605
,181.296225
,181.3765
,181.4424
,181.4799
,181.49085
,181.51715
,181.56135
,181.618875
,181.703025
,181.722775
,181.758
,181.784975
,181.827925
,181.873375
,181.896025
,181.9236
,182.000775
,182.058425
,182.076175
,182.1238
,182.1417
,182.15205
,182.159025
,182.168875
,182.1753
,182.213825
,182.2386
,182.268975
,182.31535
,182.3389
,182.362275
,182.39905
,182.431225
,182.457175
,182.4838
,182.514325
,182.544775
,182.6461
,182.694275
,182.743425
,182.76945
,182.818525
,182.8554
,182.89175
,182.9284
,182.96805
,183.010575
,183.0545
,183.08865
,183.124375
,183.166425
,183.197875
,183.2375
,183.281725
,183.342025
,183.37945
,183.44305
,183.4842
,183.5048
,183.542775
,183.58105
,183.616475
,183.711275
,183.7685
,183.79785
,183.8373
,183.887425
,183.935775
,183.980875
,184.027925
,184.096575
,184.155575
,184.1966
,184.25045
,184.3075
,184.38465
,184.495975
,184.589625
,184.62695
,184.65
,184.709575
,184.76845
,184.87025
,184.8791
,184.8938
,184.916625
,184.9503
,184.998475
,185.0511
,185.088875
,185.12925
,185.183375
,185.265
,185.321775
,185.40225
,185.426275
,185.4964
,185.591175
,185.6424
,185.719625
,185.777925
,185.8381
,185.85515
,185.890075
,185.918675
,185.93785
,185.9716
,185.99455
,186.023
,186.055525
,186.09725
,186.147825
,186.196925
,186.24725
,186.293975
,186.328225
,186.42795
,186.4909
,186.57755
,186.62015
,186.6954
,186.750225
,186.77765
,186.856425
,186.95265
,187.0323
,187.14345
,187.168875
,187.189
,187.219775
,187.243575
,187.2547
,187.2813
,187.326775
,187.411975
,187.459325
,187.487275
,187.5265
,187.56175
,187.59365
,187.605325
,187.62615
,187.684875
,187.7316
,187.768425
,187.80835
,187.8763
,187.91295
,187.945925
,188.003175
,188.042725
,188.0754
,188.111625
,188.137375
,188.16375
,188.266025
,188.33405
,188.364525
,188.39365
,188.462225
,188.5275
,188.597325
,188.688275
,188.735025
,188.7941
,188.861675
,188.908925
,189.0482
,189.116425
,189.14795
,189.176375
,189.20785
,189.24795
,189.29
,189.354175
,189.39475
,189.43105
,189.455175
,189.479825
,189.488925
,189.49905
,189.525825
,189.55325
,189.582975
,189.610975
,189.627725
,189.686225
,189.705925
,189.738575
,189.77855
,189.83365
,189.875825
,189.9132
,189.94405
,189.987275
,190.033875
,190.053825
,190.0745
,190.1128
,190.14405
,190.17905
,190.24305
,190.271425
,190.363
,190.39025
,190.42805
,190.47635
,190.528825
,190.564125
,190.5929
,190.6443
,190.6804
,190.719475
,190.747
,190.7953
,190.83185
,190.88505
,190.947625
,190.9866
,191.03355
,191.069425
,191.10815
,191.137475
,191.162075
,191.168525
,191.209
,191.30735
,191.32935
,191.369075
,191.3908
,191.5085
,191.5362
,191.5691
,191.6112
,191.657875
,191.687075
,191.72185
,191.760325
,191.8862
,191.99825
,192.07405
,192.1152
,192.1633
,192.293025
,192.3345
,192.358275
,192.413225
,192.4609
,192.53265
,192.5682
,192.6038
,192.67465
,192.707075
,192.747125
,192.850775
,192.910675
,192.932925
,192.952075
,192.982775
,192.992175
,193.00915
,193.0871
,193.16395
,193.21425
,193.270675
,193.31535
,193.3313
,193.3723
,193.405775
,193.4386
,193.519975
,193.6048
,193.6793
,193.7613
,193.80715
,193.8497
,193.905725
,193.927075
,193.9384
,193.962475
,194.0079
,194.096575
,194.1543
,194.226875
,194.2722
,194.312625
,194.34305
,194.408225
,194.45785
,194.525875
,194.54435
,194.578525
,194.62015
,194.676525
,194.701575
,194.72385
,194.745
,194.785525
,194.8154
,194.835025
,194.856375
,194.866525
,194.8884
,194.903775
,194.9342
,194.94315
,194.96735
,194.9967
,195.013825
,195.045
,195.08305
,195.12575
,195.224075
,195.2681
,195.2915
,195.311675
,195.327525
,195.345075
,195.41305
,195.4285
,195.4738
,195.511525
,195.5372
,195.56645
,195.631825
,195.66605
,195.690225
,195.7092
,195.7375
,195.75395
,195.7799
,195.807
,195.8347
,195.86845
,195.899075
,195.944875
,195.9802
,196.029575
,196.08835
,196.127275
,196.1862
,196.228075
,196.271725
,196.30175
,196.334425
,196.380225
,196.391225
,196.43365
,196.4807
,196.5084
,196.522725
,196.542275
,196.548375
,196.58265
,196.5992
,196.635075
,196.66735
,196.7042
,196.72875
,196.7707
,196.80785
,196.83135
,196.858225
,196.94085
,196.975825
,197.0073
,197.065525
,197.110425
,197.150675
,197.20705
,197.23655
,197.2616
,197.297775
,197.3349
,197.361475
,197.3712
,197.40675
,197.45145
,197.492425
,197.520325
,197.5525
,197.59895
,197.644825
,197.69305
,197.737775
,197.763275
,197.784025
,197.8138
,197.834975
,197.87025
,197.8967
,197.958075
,197.976375
,198.0381
,198.09825
