SPK_SPKC01a (inhi),SPK_SPKC02a (maybe inhi),SPK_SPKC02b (inhi),SPK_SPKC06a (inhi),SPK_SPKC13a (inhi),SPK_SPKC13b (exc),SPK_SPKC16a (no opto-tagging)
397.544175,309.918125,268.406025,247.312775,255.496525,,412.5902
397.55225,309.9264,268.4234,247.323575,255.516575,,412.598375
397.561625,309.95005,268.4425,247.334475,255.5519,,412.6064
397.567875,309.961675,268.455475,247.34215,255.5931,,412.622475
397.601475,309.974675,268.4705,247.35345,255.63155,,412.6288
397.623925,309.9984,268.4876,247.36145,255.65625,,412.73705
397.631975,310.038775,268.514975,247.369275,255.68315,,412.768475
397.63985,310.05125,268.5439,247.376,255.693225,,412.88335
397.6761,310.100975,268.572125,247.384825,255.701475,,412.896425
397.6846,310.114,268.64885,247.39405,255.7071,,412.919525
397.703,310.129425,268.661725,247.4041,255.7163,,412.92885
397.72115,310.14755,268.672325,247.41095,255.72325,,413.075575
397.7352,310.174725,268.6795,247.41915,255.736225,,413.10965
397.767625,310.217375,268.6868,247.428725,255.745125,,413.166725
397.78655,310.228975,268.695625,247.44045,255.75015,,413.182875
397.80015,310.23755,268.705625,247.45895,255.7565,,413.197775
397.807075,310.33035,268.744975,247.468825,255.76365,,413.212
397.827725,310.351925,268.79795,247.47905,255.76795,,413.231625
397.85435,310.372625,268.813375,247.490975,255.774275,,413.243525
397.892775,310.388225,268.8428,247.499275,255.7784,,413.2517
397.899275,310.403775,268.8605,247.507475,255.784225,,413.4585
397.90605,310.426575,268.869425,247.5149,255.790025,,413.528775
397.93455,310.511925,268.880175,247.522275,255.798225,,413.5835
398.003925,310.519325,268.889575,247.5322,255.8051,,413.65365
398.027125,310.536925,268.9045,247.5447,255.812825,,413.876775
398.065625,310.545575,268.91555,247.553325,255.8207,,413.8828
398.1445,310.555625,268.94225,247.56335,255.845675,,413.898125
398.195,310.565,268.953675,247.574975,255.87245,,413.9027
398.209575,310.580525,268.963525,247.588025,255.9056,,413.92445
398.227825,310.5981,268.97835,247.598875,255.94115,,413.942625
398.2594,310.635175,268.989525,247.61855,255.990625,,413.953225
398.277675,310.654875,269.0256,247.628875,256.025025,,414.01605
398.2867,310.6799,269.043025,247.641575,256.051325,,414.0313
398.318175,310.69275,269.057125,247.653925,256.08205,,414.041975
398.329975,310.702775,269.06815,247.662075,256.1037,,414.08685
398.356475,310.708,269.09525,247.669625,256.1167,,414.155225
398.41215,310.711975,269.119025,247.679975,256.131275,,414.182375
398.426875,310.729425,269.147875,247.6901,256.13935,,414.401675
398.43935,310.736275,269.157425,247.701025,256.145725,,414.42045
398.46135,310.748125,269.165375,247.71295,256.1537,,414.4287
398.485725,310.7836,269.175525,247.7233,256.1588,,414.44285
398.502675,310.801925,269.18855,247.7473,256.165675,,414.457425
398.53715,310.811875,269.20635,247.75555,256.1705,,414.51205
398.5447,310.833875,269.23745,247.766725,256.175325,,414.8054
398.55455,310.853775,269.26065,247.777625,256.182175,,414.869875
398.58185,310.861725,269.27485,247.788725,256.187025,,414.89065
398.598375,310.909525,269.289575,247.80925,256.1919,,414.8945
398.607775,310.930275,269.3111,247.819425,256.198125,,414.921
398.624725,310.93865,269.3373,247.83155,256.2062,,415.024125
398.636875,310.948475,269.36305,247.848275,256.21275,,415.266125
398.653325,310.9614,269.398175,247.86395,256.2206,,415.293225
398.690325,310.9852,269.4113,247.874425,256.227375,,415.308625
398.707,310.999225,269.443825,247.884375,256.238975,,415.32725
398.7382,311.044075,269.4685,247.894675,256.246125,,415.33955
398.789425,311.06575,269.48225,247.924175,256.25285,,415.386825
398.825925,311.1882,269.500175,247.937325,256.26125,,415.419475
398.8491,311.2202,269.516625,247.952575,256.266225,,415.46445
398.873125,311.24185,269.536325,247.9677,256.272225,,415.62085
398.8945,311.25375,269.5629,247.99305,256.279175,,415.64505
399.011975,311.2782,269.6116,248.00535,256.28525,,415.788925
399.03135,311.3306,269.636775,248.017925,256.29525,,415.846775
399.07885,311.3519,269.660725,248.0291,256.299725,,415.86675
399.099125,311.368575,269.6785,248.04105,256.3047,,415.891875
399.109275,311.380425,269.689975,248.053875,256.308925,,415.899075
399.120125,311.441475,269.7281,248.066775,256.3146,,415.90485
399.145425,311.48805,269.772325,248.0784,256.32045,,415.941375
399.206125,311.5133,269.793975,248.093875,256.324875,,416.201925
399.2281,311.563775,269.81205,248.1062,256.329175,,416.2909
399.257875,311.57455,269.830925,248.116475,256.335475,,416.304775
399.277725,311.62715,269.84195,248.127825,256.3402,,416.3083
399.31405,311.647475,269.903375,248.139075,256.344925,,416.520625
399.32385,311.657175,269.923,248.1515,256.3493,,416.6484
399.339375,311.6806,269.952475,248.160625,256.3534,,416.79095
399.3411,311.693675,269.9657,248.170725,256.35715,,416.80215
399.361475,311.741875,269.9773,248.180725,256.361525,,416.803225
399.367375,311.76275,269.98915,248.190975,256.365475,,416.81175
399.3812,311.7742,269.997275,248.20155,256.369,,416.8935
399.427575,311.8031,270.0124,248.2133,256.372975,,416.903025
399.437125,311.82295,270.02335,248.2196,256.3799,,416.9126
399.443725,311.8323,270.0307,248.230675,256.384475,,416.9447
399.500725,311.84345,270.038375,248.23865,256.388525,,416.966175
399.5146,311.854675,270.047725,248.257725,256.39905,,416.97265
399.570575,311.86525,270.057675,248.2705,256.40615,,417.030875
399.583775,311.907375,270.06565,248.28325,256.413025,,417.05405
399.651625,311.9214,270.084225,248.301725,256.416325,,417.1654
399.69015,311.969275,270.104875,248.313325,256.4198,,417.30615
399.727325,311.981725,270.14965,248.326425,256.42315,,417.32325
399.87495,312.01245,270.161025,248.340075,256.426325,,417.345525
399.88725,312.023575,270.1862,248.355575,256.43035,,417.370475
399.896975,312.0362,270.225,248.389,256.441625,,417.377225
399.9088,312.0497,270.252175,248.40315,256.445725,,417.40225
399.92105,312.07845,270.2852,248.428,256.449,,417.49875
399.94935,312.09175,270.29345,248.44185,256.4571,,417.5476
399.95955,312.12965,270.2994,248.452575,256.460375,,417.548975
399.96895,312.1583,270.3069,248.46795,256.484175,,417.582025
399.994875,312.199175,270.313175,248.47725,256.489675,,417.586
,312.2393,270.326675,248.507225,256.493875,,417.650975
,312.279725,270.335525,248.52395,256.50735,,417.65575
,312.3117,270.3431,248.537,256.512225,,417.73885
,312.329125,270.369525,248.55095,256.517625,,417.882075
,312.342925,270.378,248.56425,256.53115,,417.893
,312.3468,270.39135,248.5732,256.543175,,417.9479
,312.38905,270.409425,248.582225,256.5551,,417.9595
,312.4547,270.42575,248.59065,256.5637,,418.14245
,312.46625,270.4496,248.6001,256.572275,,418.174225
,312.468525,270.4676,248.609575,256.58095,,418.20125
,312.488175,270.490275,248.617375,256.588925,,418.21755
,312.507875,270.55495,248.6273,256.5954,,418.23825
,312.5201,270.5581,248.63805,256.602625,,418.251175
,312.5677,270.59995,248.6456,256.608025,,418.252375
,312.574625,270.6359,248.653425,256.613225,,418.352475
,312.58635,270.6568,248.6622,256.618025,,418.3669
,312.622325,270.672125,248.6802,256.62205,,418.386275
,312.6349,270.688575,248.6923,256.627575,,418.441175
,312.64635,270.7012,248.69915,256.64005,,418.5408
,312.6689,270.712575,248.7092,256.6463,,418.56405
,312.70095,270.720225,248.721375,256.6525,,418.618975
,312.71495,270.728175,248.742175,256.6561,,418.6343
,312.756125,270.74675,248.749725,256.660975,,418.74285
,312.7843,270.757,248.759,256.665925,,418.783725
,312.855225,270.7667,248.768875,256.67005,,418.8147
,312.86675,270.778825,248.77855,256.673725,,418.9342
,312.923275,270.78815,248.7862,256.677575,,418.982225
,312.968075,270.806725,248.78815,256.68285,,419.0751
,312.998725,270.8259,248.8013,256.687825,,419.1438
,313.03825,270.8605,248.8068,256.693225,,419.1679
,313.15235,270.8862,248.82045,256.699775,,419.1948
,313.26165,270.908,248.82635,256.709175,,419.20575
,313.287175,270.933375,248.835175,256.715275,,419.22495
,313.56015,270.9542,248.84145,256.7257,,419.306075
,313.626525,270.978775,248.8516,256.734425,,419.3991
,313.6952,271.004025,248.859075,256.750825,,419.47965
,313.706875,271.0382,248.880975,256.787375,,419.526575
,313.732875,271.048625,248.890275,256.8295,,419.552925
,313.737775,271.06935,248.899825,256.869,,419.6025
,313.7415,271.08665,248.909675,256.89305,,419.66955
,313.896375,271.10375,248.92085,256.91545,,419.728575
,313.943575,271.12785,248.9321,256.92715,,419.806475
,313.964975,271.1471,248.9398,256.935675,,419.892275
,313.974525,271.225825,248.9504,256.949125,,420.085025
,314.03245,271.259125,248.95645,256.9557,,420.204725
,314.04755,271.278075,248.9669,256.967075,,420.2121
,314.080875,271.291775,248.976225,256.9752,,420.21945
,314.092,271.30455,248.9829,256.98225,,420.223325
,314.1206,271.322675,248.9923,256.988425,,420.225325
,314.2034,271.33535,249.026375,256.993625,,420.237725
,314.214275,271.354225,249.053775,256.999675,,420.30555
,314.239975,271.375875,249.06545,257.005325,,420.334475
,314.2564,271.40155,249.073175,257.010475,,420.41275
,314.27935,271.4203,249.080725,257.0153,,420.416925
,314.304575,271.465525,249.08975,257.020975,,420.46165
,314.312025,271.48585,249.096625,257.02545,,420.46465
,314.3498,271.5121,249.10445,257.0296,,420.4895
,314.38445,271.58385,249.1194,257.03455,,420.616425
,314.41905,271.599325,249.126775,257.039275,,420.7491
,314.4281,271.6321,249.132575,257.0495,,420.80605
,314.4419,271.67755,249.141375,257.053125,,420.833925
,314.463825,271.7071,249.1499,257.05725,,420.871075
,314.47535,271.7543,249.15295,257.06255,,420.9012
,314.488325,271.7875,249.165,257.06775,,420.90655
,314.5212,271.799575,249.17295,257.07185,,420.913925
,314.5536,271.8231,249.17895,257.0818,,420.93685
,314.563475,271.8277,249.1869,257.0866,,420.9916
,314.5793,271.8344,249.1952,257.092625,,421.159275
,314.591175,271.8418,249.2023,257.09635,,421.205225
,314.603375,271.84965,249.20835,257.107975,,421.3009
,314.6192,271.857475,249.213025,257.122675,,421.3588
,314.64485,271.864575,249.21815,257.126,,421.40385
,314.653125,271.87025,249.224975,257.133725,,421.41975
,314.695525,271.883025,249.231475,257.141175,,421.66255
,314.780525,271.886975,249.239925,257.1447,,421.75645
,314.9009,271.907725,249.248925,257.147925,,421.785675
,314.923125,271.91745,249.25935,257.15125,,421.833525
,314.934525,271.9326,249.2688,257.15605,,421.865325
,314.945075,271.938025,249.278175,257.171275,,421.907
,314.9653,271.95175,249.2856,257.175225,,422.186425
,314.987,271.9581,249.296825,257.17915,,422.195975
,314.99505,271.973225,249.309125,257.18315,,422.22305
,315.02185,271.9836,249.324825,257.190025,,422.25515
,315.0622,271.998175,249.332725,257.196475,,422.2604
,315.107675,272.0141,249.3553,257.201975,,422.270875
,315.118475,272.0238,249.38535,257.205925,,422.276775
,315.132925,272.036175,249.392525,257.21085,,422.308675
,315.159225,272.044475,249.399575,257.2154,,422.314925
,315.1731,272.05715,249.40795,257.223475,,422.33405
,315.20395,272.066375,249.41485,257.23085,,422.40745
,315.21705,272.07905,249.42285,257.237925,,422.4167
,315.268225,272.0894,249.42915,257.2444,,422.604875
,315.2797,272.09835,249.447375,257.2505,,422.62195
,315.315725,272.113475,249.453775,257.256275,,422.7128
,315.326625,272.127075,249.462075,257.2759,,422.73925
,315.36265,272.147475,249.471725,257.28035,,422.787925
,315.372775,272.172275,249.47985,257.2862,,422.846
,315.384575,272.18755,249.4879,257.2919,,422.918975
,315.394125,272.225825,249.503475,257.297275,,423.108825
,315.42035,272.2341,249.5111,257.307625,,423.115975
,315.4217,272.250875,249.5185,257.3124,,423.124925
,315.45585,272.2655,249.525625,257.31725,,423.176175
,315.482225,272.298025,249.534225,257.323925,,423.18065
,315.52555,272.3141,249.5423,257.328525,,423.22325
,315.5485,272.33815,249.548725,257.34585,,423.225825
,315.56335,272.356875,249.556025,257.352075,,423.2633
,315.6278,272.378175,249.56095,257.35735,,423.301625
,315.639,272.40635,249.5696,257.362425,,423.367875
,315.655875,272.419,249.577925,257.369575,,423.460925
,315.676475,272.447075,249.587,257.3787,,423.615925
,315.689825,272.465725,249.5937,257.387925,,423.686125
,315.69715,272.491175,249.60065,257.3982,,423.6921
,315.758575,272.5331,249.614625,257.4018,,423.696575
,315.857625,272.551725,249.623075,257.40535,,423.699425
,315.8691,272.582475,249.63145,257.41135,,423.706875
,315.925725,272.59965,249.637675,257.417375,,423.74345
,315.944375,272.6273,249.644725,257.421225,,423.765275
,315.952075,272.64935,249.66485,257.425175,,423.79635
,315.963625,272.691375,249.67145,257.42915,,423.805
,315.974525,272.705425,249.681025,257.43695,,423.8552
,316.03235,272.7243,249.687625,257.44435,,424.04765
,316.060125,272.745675,249.701725,257.452525,,424.06965
,316.072425,272.759425,249.71935,257.481725,,424.11355
,316.085025,272.777075,249.726975,257.492525,,424.12775
,316.111775,272.783625,249.738775,257.49675,,424.16285
,316.16035,272.784625,249.759025,257.50035,,424.2716
,316.17395,272.7899,249.768875,257.508725,,424.338875
,316.188275,272.80545,249.77625,257.515625,,424.44145
,316.20875,272.81445,249.7826,257.5288,,424.461
,316.233225,272.82355,249.791475,257.5328,,424.481975
,316.244025,272.833625,249.797025,257.539075,,424.493375
,316.266525,272.85405,249.805525,257.5425,,424.5989
,316.27615,272.866075,249.8127,257.5502,,424.72565
,316.296025,272.874475,249.8283,257.553625,,424.926775
,316.322875,272.9116,249.8353,257.5579,,424.946825
,316.329475,272.9186,249.84115,257.56665,,424.987825
,316.34145,272.94375,249.851975,257.57135,,425.012025
,316.34895,272.991825,249.8615,257.575525,,425.06565
,316.3643,273.0211,249.868675,257.579325,,425.07265
,316.458625,273.048425,249.87765,257.58265,,425.0807
,316.478875,273.0631,249.91385,257.59045,,425.09005
,316.515,273.0832,249.92435,257.594025,,425.096525
,316.53315,273.1051,249.94015,257.59905,,425.103725
,316.540375,273.1182,249.949075,257.611125,,425.120475
,316.554475,273.13445,249.965325,257.620725,,425.14185
,316.58515,273.158,249.978275,257.63665,,425.1619
,316.594,273.179575,249.99165,257.6411,,425.175675
,316.6014,273.202325,250.001525,257.6444,,425.3948
,316.61765,273.250475,250.011275,257.65335,,425.500125
,316.62005,273.2762,250.021275,257.65765,,425.63575
,316.6293,273.30535,250.0326,257.671175,,425.740825
,316.638875,273.34535,250.042675,257.687025,,425.868525
,316.6696,273.360725,250.047925,257.69285,,425.90495
,316.6796,273.3723,250.0571,257.70425,,425.950425
,316.68955,273.388325,250.065625,257.712,,425.975275
,316.70085,273.4363,250.076025,257.723325,,426.0794
,316.7341,273.4613,250.08395,257.72995,,426.1273
,316.746025,273.5138,250.092725,257.736975,,426.252175
,316.76645,273.536875,250.0991,257.7439,,426.28465
,316.783575,273.56735,250.113825,257.752725,,426.2965
,316.796625,273.624075,250.123075,257.76155,,426.324875
,316.832025,273.645775,250.143275,257.778425,,426.494125
,316.8427,273.661525,250.1507,257.785675,,426.6069
,316.896925,273.679525,250.15665,257.7948,,426.666425
,316.939875,273.704125,250.16415,257.815475,,426.6854
,316.979175,273.729625,250.170175,257.836825,,426.728475
,316.988325,273.76895,250.181075,257.846525,,426.794575
,317.063775,273.79955,250.190475,257.8543,,426.9628
,317.098925,273.8367,250.19945,257.865025,,426.991575
,317.1186,273.86365,250.206975,257.878375,,427.065
,317.1711,273.88965,250.21935,257.88605,,427.132525
,317.176725,273.907725,250.23115,257.903125,,427.137675
,317.177925,273.937225,250.239,257.909275,,427.1507
,317.20235,273.95945,250.24785,257.919075,,427.155875
,317.227225,273.97635,250.257425,257.928025,,427.160325
,317.236025,274.018275,250.262225,257.93575,,427.180075
,317.2415,274.02885,250.26885,257.942075,,427.281375
,317.247775,274.0742,250.2754,257.950875,,427.355175
,317.2556,274.09605,250.28485,257.95785,,427.386775
,317.257525,274.11255,250.293525,257.96715,,427.46565
,317.2862,274.14055,250.301175,257.974,,427.522375
,317.294475,274.16195,250.306175,257.9864,,427.530425
,317.305875,274.17185,250.314025,257.993825,,427.739875
,317.3174,274.20065,250.32345,258.00635,,427.85095
,317.3187,274.2101,250.350775,258.0194,,427.8596
,317.33415,274.246225,250.358675,258.030125,,427.86095
,317.36495,274.2789,250.369075,258.04405,,427.864725
,317.373425,274.29525,250.37755,258.069325,,427.87485
,317.387375,274.310975,250.38165,258.083675,,427.87705
,317.419525,274.3367,250.389375,258.09955,,427.968225
,317.4332,274.361725,250.3963,258.11045,,427.977575
,317.482,274.371525,250.40835,258.123575,,428.068625
,317.4996,274.41515,250.414625,258.13695,,428.14815
,317.507575,274.427575,250.42245,258.149225,,428.261125
,317.515525,274.4428,250.43485,258.160425,,428.287975
,317.533325,274.471,250.44135,258.177375,,428.298675
,317.542175,274.48255,250.4519,258.19205,,428.31435
,317.550425,274.4943,250.460575,258.20495,,428.327575
,317.57325,274.50825,250.467425,258.214,,428.3443
,317.58205,274.525675,250.473425,258.224225,,428.351875
,317.591225,274.54285,250.481275,258.23625,,428.36885
,317.6165,274.557,250.491025,258.2494,,428.382525
,317.633075,274.59695,250.5009,258.260025,,428.6482
,317.640075,274.62445,250.514525,258.272875,,428.7103
,317.6663,274.641925,250.5266,258.28125,,428.7899
,317.674375,274.64975,250.536125,258.297975,,428.8778
,317.6842,274.661075,250.54385,258.306625,,428.947525
,317.69845,274.67285,250.551125,258.313975,,429.04945
,317.713575,274.6832,250.561775,258.32265,,429.05705
,317.75565,274.75365,250.5705,258.341125,,429.278325
,317.772675,274.778875,250.57635,258.356825,,429.286825
,317.782625,274.788,250.582375,258.366275,,429.2937
,317.8523,274.79375,250.595025,258.383525,,429.385425
,317.860825,274.820375,250.601625,258.409825,,429.460175
,317.87015,274.83395,250.61145,258.4331,,429.51175
,317.875475,274.848875,250.619575,258.45355,,429.5866
,317.908025,274.87625,250.63005,258.470975,,429.647675
,317.925925,274.8978,250.636875,258.50095,,429.662225
,317.934375,274.9158,250.643825,258.515675,,429.6691
,317.944175,274.92505,250.6692,258.523925,,429.709725
,317.97615,274.927325,250.6793,258.530925,,429.80245
,317.983175,274.956025,250.68755,258.537225,,429.839625
,317.9919,274.967025,250.696625,258.544225,,429.97415
,318.001775,274.97425,250.705275,258.55995,,430.063425
,318.03695,274.982475,250.715175,258.5734,,430.088725
,318.060775,275.00115,250.72125,258.586275,,430.258375
,318.101875,275.022825,250.7291,258.605075,,430.266925
,318.1096,275.032325,250.7473,258.6259,,430.272625
,318.118525,275.051525,250.767,258.6457,,430.29955
,318.132525,275.06445,250.78335,258.66055,,430.3007
,318.15585,275.0765,250.8022,258.6812,,430.3539
,318.19,275.092075,250.8125,258.700675,,430.394475
,318.2447,275.115375,250.8195,258.7313,,430.524675
,318.26425,275.1392,250.8458,258.751275,,430.562825
,318.300775,275.161025,250.87915,258.767175,,430.5648
,318.357625,275.19485,250.891725,258.794,,430.5667
,318.36035,275.20755,250.8984,258.80885,,430.580975
,318.399325,275.22615,250.90065,258.8215,,430.828325
,318.422275,275.235925,250.90865,258.843125,,430.8533
,318.48525,275.246475,250.910225,258.87185,,430.900675
,318.492975,275.256725,250.917775,258.890525,,431.184625
,318.497325,275.274425,250.92575,258.9271,,431.2015
,318.5116,275.301325,250.94505,258.958275,,431.2178
,318.52835,275.322725,250.951725,258.9798,,431.244
,318.549425,275.333225,250.9595,258.99575,,431.25315
,318.5573,275.345625,250.9743,259.01095,,431.26575
,318.5662,275.3695,250.982175,259.0218,,431.28715
,318.57355,275.388225,250.988,259.030775,,431.290475
,318.620225,275.41375,250.993675,259.041625,,431.313225
,318.643475,275.4358,251.002425,259.0493,,431.4741
,318.651475,275.454225,251.011875,259.0569,,431.5135
,318.689375,275.469775,251.02895,259.06375,,431.54655
,318.733775,275.481625,251.043125,259.070175,,431.5495
,318.7496,275.507225,251.0483,259.096225,,431.569675
,318.7588,275.52235,251.058425,259.10485,,431.593
,318.76425,275.5338,251.067375,259.1117,,431.81395
,318.776825,275.54745,251.07775,259.11805,,431.929025
,318.784,275.56235,251.085825,259.1237,,432.044025
,318.789875,275.5776,251.0952,259.131825,,432.126575
,318.817725,275.588375,251.1029,259.1397,,432.174325
,318.836675,275.61305,251.111925,259.14765,,432.21755
,318.84335,275.638925,251.128225,259.1569,,432.2544
,318.851825,275.66835,251.14105,259.165975,,432.2594
,318.89005,275.682975,251.14615,259.176575,,432.264925
,318.900625,275.702575,251.163575,259.191275,,432.33655
,318.9078,275.716875,251.17095,259.2166,,432.359325
,318.915425,275.729925,251.1816,259.253925,,432.426475
,318.9257,275.7449,251.19035,259.296975,,432.48305
,318.93375,275.7557,251.19985,259.32,,432.689025
,318.970425,275.768875,251.206475,259.34845,,432.7053
,318.9851,275.780775,251.228775,259.370125,,432.72325
,318.99955,275.795125,251.234825,259.393725,,432.732775
,319.0432,275.811125,251.244425,259.4018,,432.7442
,319.0671,275.82215,251.252075,259.4138,,432.774525
,319.101125,275.83295,251.2597,259.43535,,432.776775
,319.1076,275.85575,251.26645,259.444075,,432.794975
,319.121225,275.86595,251.272125,259.455125,,433.07345
,319.129975,275.8762,251.278175,259.4651,,433.078275
,319.139475,275.8864,251.28625,259.47875,,433.185525
,319.1597,275.8969,251.3035,259.4934,,433.216925
,319.166925,275.91785,251.3114,259.508975,,433.229125
,319.175075,275.926875,251.321525,259.52395,,433.4147
,319.194225,275.9651,251.33135,259.5507,,433.519925
,319.21345,275.979575,251.337,259.59345,,433.541125
,319.229975,276.0009,251.338175,259.66925,,433.569375
,319.2769,276.014725,251.345225,259.679325,,433.57655
,319.286675,276.042025,251.355825,259.691675,,433.6763
,319.29605,276.0883,251.36305,259.7015,,433.701
,319.309375,276.11055,251.37525,259.71055,,433.715525
,319.325,276.1458,251.385,259.72,,433.739125
,319.3483,276.2308,251.394975,259.729775,,433.850925
,319.47995,276.253275,251.403575,259.737675,,433.8755
,319.4895,276.2709,251.4143,259.743525,,433.912775
,319.499475,276.293025,251.424175,259.748525,,433.95165
,319.5116,276.3143,251.433725,259.753125,,433.9984
,319.5628,276.346475,251.44195,259.757475,,434.02195
,319.614775,276.3652,251.451125,259.764225,,434.040775
,319.6729,276.378525,251.46405,259.769925,,434.17695
,319.70535,276.4185,251.471275,259.774175,,434.246175
,319.7386,276.44395,251.477625,259.778925,,434.255575
,319.781625,276.460675,251.49835,259.783775,,434.272125
,319.79665,276.477925,251.522375,259.78725,,434.3024
,319.81785,276.5405,251.5401,259.792575,,434.35135
,319.842925,276.5584,251.5539,259.795975,,434.4883
,319.8507,276.592725,251.5613,259.800175,,434.541225
,319.853275,276.623925,251.5698,259.803975,,434.626375
,319.917225,276.65195,251.58115,259.807325,,434.69535
,319.948475,276.70175,251.586675,259.81845,,434.700375
,319.980875,276.73635,251.595825,259.82845,,434.71555
,319.99375,276.766725,251.604,259.835125,,434.820125
,320.0507,276.79545,251.61895,259.8429,,434.8256
,320.069275,276.835425,251.628975,259.854475,,434.8517
,320.07675,276.851725,251.63695,259.864225,,434.8886
,320.0849,276.86565,251.6463,259.878125,,434.894025
,320.212625,276.87445,251.6537,259.8968,,434.94165
,320.2243,276.898825,251.6598,259.904725,,435.038625
,320.2352,276.905725,251.670425,259.91545,,435.0802
,320.25775,276.92495,251.687325,259.92445,,435.258075
,320.283275,276.9313,251.697,259.954075,,435.358275
,320.319675,276.951625,251.705925,259.96535,,435.39165
,320.3402,276.9657,251.723125,259.978225,,435.400775
,320.3504,276.973325,251.737375,259.994625,,435.4112
,320.3686,276.98045,251.745375,260.012675,,435.417825
,320.380775,276.988,251.752125,260.035925,,435.630275
,320.395475,276.995575,251.7576,260.119775,,435.662375
,320.42345,277.0181,251.770975,260.13615,,435.812075
,320.4389,277.02915,251.7793,260.160275,,435.853525
,320.500075,277.037875,251.78505,260.18595,,435.862975
,320.5147,277.048075,251.792325,260.213,,435.8835
,320.526625,277.059375,251.798175,260.230275,,435.958275
,320.53955,277.0832,251.8076,260.250825,,435.976675
,320.555425,277.098925,251.81505,260.27125,,436.043125
,320.57625,277.128075,251.824475,260.2893,,436.21315
,320.66505,277.138825,251.83525,260.31245,,436.270875
,320.70635,277.1514,251.8429,260.334375,,436.315475
,320.73785,277.16565,251.8476,260.35475,,436.322175
,320.75145,277.1842,251.85945,260.404375,,436.3505
,320.80565,277.211925,251.868125,260.435125,,436.5549
,320.808175,277.234075,251.875775,260.4591,,436.6441
,320.82675,277.259325,251.88185,260.48455,,436.71075
,320.845125,277.277725,251.8915,260.5046,,436.7792
,320.8853,277.29405,251.898925,260.55155,,436.80625
,320.945125,277.31055,251.904925,260.565975,,436.905125
,320.971825,277.331875,251.91915,260.576875,,437.0056
,321.02915,277.36735,251.925025,260.59295,,437.0613
,321.0421,277.382425,251.943625,260.6087,,437.062725
,321.0905,277.399925,251.95145,260.636475,,437.075975
,321.116275,277.413175,251.964225,260.6961,,437.09755
,321.16205,277.428275,251.97415,260.752975,,437.237375
,321.169125,277.4631,251.983975,260.825675,,437.270625
,321.18315,277.47645,251.99165,260.856525,,437.337875
,321.195025,277.494725,252.006625,260.86755,,437.376125
,321.264025,277.530175,252.014125,260.87595,,437.4839
,321.2864,277.541525,252.023,260.884475,,437.524375
,321.2967,277.555175,252.03215,260.89405,,437.53125
,321.308375,277.5699,252.0403,260.904075,,437.558725
,321.33625,277.5912,252.05045,260.91255,,437.57065
,321.412625,277.60665,252.053625,260.919825,,437.583
,321.43165,277.622875,252.057925,260.928125,,437.601425
,321.45295,277.662575,252.068575,260.938325,,437.615325
,321.468925,277.68985,252.074275,260.946225,,437.6622
,321.497375,277.69745,252.082675,260.960775,,437.665375
,321.5179,277.7091,252.089825,260.9855,,437.7194
,321.534275,277.717575,252.10015,261.006175,,437.732425
,321.566925,277.7249,252.1101,261.066275,,437.836375
,321.65515,277.735025,252.12905,261.106975,,438.036725
,321.667325,277.7463,252.153825,261.140575,,438.114425
,321.723325,277.755825,252.16205,261.1732,,438.186725
,321.7381,277.76845,252.1685,261.192175,,438.231625
,321.752125,277.778475,252.176625,261.199625,,438.25535
,321.85155,277.803525,252.183075,261.20745,,438.317275
,321.8832,277.81385,252.19305,261.2186,,438.442875
,321.922125,277.835625,252.204075,261.22625,,438.54245
,321.97635,277.9279,252.21455,261.233075,,438.7232
,322.01805,278.00755,252.228075,261.242025,,438.752775
,322.027725,278.051325,252.23885,261.24905,,438.77225
,322.043925,278.064375,252.250775,261.257075,,439.02155
,322.05455,278.083175,252.2612,261.27145,,439.0452
,322.0668,278.104275,252.273775,261.279,,439.085175
,322.12085,278.1064,252.287025,261.292525,,439.10485
,322.1341,278.17325,252.299325,261.302575,,439.17635
,322.15295,278.184675,252.31175,261.31505,,439.497
,322.207725,278.19665,252.322825,261.346625,,439.50365
,322.217725,278.2077,252.32455,261.376375,,439.526675
,322.24125,278.219,252.34215,261.4079,,439.566325
,322.253625,278.22805,252.352675,261.430475,,439.6207
,322.2933,278.239725,252.36405,261.44155,,439.658675
,322.303325,278.257275,252.38655,261.47225,,439.91635
,322.31265,278.269725,252.3958,261.4939,,439.954675
,322.33415,278.296425,252.40265,261.509125,,439.9572
,322.338225,278.30865,252.424675,261.523025,,439.989525
,322.3558,278.3265,252.4349,261.537425,,440.013875
,322.36595,278.353375,252.442775,261.550275,,440.030275
,322.46015,278.37495,252.4553,261.57005,,440.119725
,322.484,278.391625,252.463925,261.592925,,440.255825
,322.494325,278.422125,252.471275,261.646075,,440.342825
,322.513525,278.482825,252.48005,261.699125,,440.48265
,322.537125,278.54805,252.4912,261.749025,,440.565825
,322.546675,278.5643,252.495575,261.79225,,440.62615
,322.557425,278.59575,252.5027,261.817875,,440.733675
,322.5845,278.656025,252.5184,261.836175,,440.7858
,322.607175,278.6759,252.530675,261.848625,,440.8364
,322.636075,278.689125,252.542725,261.8573,,440.867025
,322.6495,278.697925,252.5506,261.87,,440.9427
,322.660225,278.705425,252.565175,261.877275,,441.131525
,322.736125,278.714525,252.572775,261.889725,,441.205375
