SPK_SPKC01a (inhi),SPK_SPKC02a (maybe inhi),SPK_SPKC02b (inhi),SPK_SPKC06a (inhi),SPK_SPKC13a (inhi),SPK_SPKC13b (exc),SPK_SPKC16a (no opto-tagging)
328.32185,256.455525,229.766275,224.182675,224.6375,389.527675,300.633525
328.402175,256.46345,229.774275,224.1877,224.64695,389.5391,300.668
328.425375,256.500475,229.7891,224.195075,224.6559,389.762125,300.70125
328.470625,256.50775,229.806725,224.205925,224.666825,389.798375,300.7161
328.477225,256.5179,229.814925,224.213575,224.68025,389.92375,300.898075
328.538525,256.52855,229.82845,224.222425,224.697625,390.115875,300.93865
328.57695,256.5411,229.843275,224.227275,224.7183,390.402825,300.997175
328.582575,256.553725,229.87985,224.236525,224.72845,390.558025,301.031425
328.716425,256.5645,229.91755,224.2433,224.74325,390.585525,301.080875
328.726375,256.57435,229.931025,224.2482,224.761625,390.65785,301.108275
328.7748,256.636225,229.943325,224.261325,224.773725,390.766925,301.115025
328.8421,256.702675,229.979625,224.2691,224.7882,391.1329,301.13875
328.900475,256.721025,229.995175,224.27535,224.799525,391.196925,301.3012
328.906525,256.7375,230.01045,224.28215,224.830575,391.29495,301.3102
328.908,256.775375,230.032425,224.286225,224.848925,391.59635,301.3575
328.944575,256.8109,230.065225,224.301725,224.8791,391.83125,301.47445
329.0444,256.820475,230.106075,224.308925,224.91285,391.951425,301.53245
329.0572,256.8397,230.15315,224.31605,224.9346,391.9926,301.5619
329.101525,256.848175,230.19555,224.324425,224.9509,392.028725,301.56455
329.1872,256.8643,230.23905,224.332375,224.962825,392.09685,301.6091
329.270025,256.879325,230.257725,224.3407,224.974375,392.318775,301.6577
329.2751,256.89535,230.2738,224.347925,224.98745,392.377675,301.769175
329.458875,256.926025,230.2847,224.362025,224.9998,392.570675,301.855225
329.537775,256.933275,230.2926,224.371375,225.015475,392.6139,301.85975
329.5995,256.955425,230.30945,224.384625,225.030125,392.8066,301.872525
329.7406,257.0175,230.337375,224.3958,225.043625,392.83275,301.8837
329.769675,257.0267,230.347575,224.40165,225.057025,392.882,301.9027
329.845775,257.04935,230.362,224.411375,225.08155,393.013975,302.1035
329.8562,257.062375,230.39305,224.4187,225.101775,393.40775,302.203625
329.927175,257.09475,230.430325,224.424875,225.1145,393.9253,302.225275
330.031125,257.1227,230.464825,224.434775,225.127275,394.036825,302.25
330.135075,257.1296,230.488525,224.44095,225.1428,394.060175,302.253525
330.317225,257.13765,230.510575,224.4492,225.160525,394.123325,302.27515
330.33375,257.2032,230.5296,224.46005,225.195225,394.36615,302.2916
330.51095,257.218525,230.552125,224.468325,225.219825,394.452425,302.312525
330.51785,257.2681,230.572775,224.476575,225.2449,394.68985,302.3261
330.58005,257.30785,230.590725,224.494225,225.260675,394.7368,302.4486
330.59295,257.319925,230.615175,224.499775,225.274625,394.76665,302.65795
330.602375,257.3734,230.638375,224.509775,225.287725,395.051575,302.694075
330.814125,257.379675,230.6843,224.517125,225.300475,395.32555,302.71655
330.834175,257.3852,230.707825,224.5339,225.3123,395.6693,302.72615
330.84745,257.40275,230.7101,224.555075,225.321625,395.804675,302.732175
330.87035,257.40775,230.733975,224.5614,225.331875,395.816375,302.7498
330.880175,257.415775,230.756225,224.5657,225.3437,395.8704,302.8246
331.08335,257.465325,230.7828,224.572925,225.363375,395.87715,302.855075
331.089075,257.493375,230.821225,224.589,225.37545,395.951675,302.906675
331.096025,257.4949,230.84265,224.608325,225.38765,395.9767,302.99635
331.133925,257.5156,230.888275,224.615125,225.3998,396.357175,303.005725
331.2112,257.536375,230.911775,224.626475,225.417075,396.418475,303.0486
331.45625,257.542575,230.932975,224.644425,225.434625,396.497575,303.108475
331.5457,257.596675,230.953125,224.649675,225.454475,396.5656,303.113025
331.5898,257.62175,230.9603,224.657625,225.4736,396.6799,303.195825
331.599975,257.62915,230.98345,224.664,225.4903,397.3349,303.202675
331.728225,257.6419,231.036475,224.678925,225.51575,397.4188,303.208625
331.8516,257.65525,231.061975,224.6845,225.5386,397.443625,303.2178
331.93635,257.675375,231.102425,224.69185,225.572925,397.523225,303.268675
332.008025,257.70085,231.12555,224.699775,225.584425,397.581575,303.27435
332.10085,257.7195,231.14705,224.70765,225.598475,397.768025,303.2965
332.113175,257.74905,231.194175,224.71435,225.61415,397.848675,303.333225
332.122075,257.757025,231.21355,224.72995,225.63175,397.93625,303.352025
332.16105,257.7713,231.2257,224.74655,225.65055,397.971325,303.4085
332.2647,257.77955,231.24835,224.751975,225.668925,397.99115,303.521325
332.344725,257.7871,231.267675,224.7587,225.685475,398.087525,303.55545
332.40545,257.80255,231.286775,224.7669,225.706725,398.102425,303.562475
332.677675,257.83765,231.317175,224.775075,225.72865,398.1884,303.574925
332.7068,257.93405,231.3337,224.787775,225.74965,398.22845,303.613
332.7383,257.9396,231.350425,224.795075,225.762075,398.308625,303.8976
332.848375,257.99065,231.360925,224.805375,225.7818,398.5995,303.94495
333.016825,257.99855,231.3787,224.815325,225.796,398.697825,303.96495
333.02375,258.086225,231.3948,224.8214,225.813375,398.72325,303.970325
333.1792,258.109025,231.418,224.83575,225.82935,398.799025,304.0388
333.2199,258.111175,231.440825,224.8477,225.866975,398.876875,304.07335
333.22865,258.122275,231.490125,224.853925,225.896075,398.990425,304.286975
333.246125,258.159975,231.51,224.8604,225.92105,399.006825,304.34235
333.262025,258.232875,231.544875,224.871125,225.95005,399.19615,304.35355
333.274325,258.24695,231.574825,224.88555,225.969025,399.388875,304.43165
333.285475,258.315925,231.5998,224.899625,225.984975,399.8216,304.482225
333.302475,258.3216,231.636625,224.9078,225.9924,399.8628,304.488025
333.318025,258.3361,231.67655,224.919625,226.004975,399.991725,304.50485
333.4536,258.368225,231.70815,224.925375,226.01345,400.008575,304.57295
333.505475,258.39215,231.7411,224.939325,226.022925,400.02325,304.589625
333.6007,258.399975,231.8486,224.947175,226.03195,400.2458,304.746975
333.608675,258.407425,231.8806,224.95925,226.047025,400.404275,304.893825
333.713375,258.4766,231.928925,224.9664,226.05625,400.83335,304.93315
333.774475,258.49385,231.96205,224.97265,226.064925,400.948525,304.969475
333.7852,258.5059,232.038825,224.990525,226.075425,401.059125,305.055375
333.84065,258.543625,232.059675,224.99825,226.085925,401.1142,305.145175
333.85945,258.5935,232.0769,225.00735,226.10055,401.152425,305.245925
333.880025,258.6001,232.0993,225.01425,226.107875,401.227225,305.2558
333.898025,258.6208,232.1013,225.0237,226.1173,401.248225,305.297275
334.031875,258.648575,232.1401,225.038375,226.141625,401.469775,305.3194
334.0501,258.670875,232.165675,225.04575,226.16215,401.52815,305.3726
334.09825,258.678125,232.19765,225.0535,226.18685,401.6092,305.378725
334.2263,258.687375,232.237275,225.059775,226.25025,401.835825,305.383925
334.237325,258.7028,232.26045,225.075825,226.29505,401.943175,305.415075
334.310275,258.7465,232.281225,225.0849,226.31525,402.02795,305.524575
334.33615,258.78015,232.33075,225.091,226.33185,402.0834,305.592875
334.3388,258.84805,232.35115,225.0965,226.349475,402.23175,305.601525
334.4997,258.866325,232.373475,225.10435,226.36065,402.65575,305.674025
334.596375,258.878275,232.3905,225.1146,226.375125,402.6651,305.7086
334.607725,258.9009,232.40845,225.1267,226.386675,402.677225,305.7096
334.61915,258.939875,232.4601,225.13355,226.40455,402.7271,305.787875
334.644375,258.961075,232.531725,225.138625,226.41805,402.7932,305.811575
334.664675,258.98475,232.56285,225.1458,226.44805,402.895775,305.87305
334.68615,259.018925,232.574075,225.152825,226.462575,402.95045,305.95205
334.703325,259.066675,232.5881,225.16125,226.47905,402.98485,306.002525
334.781275,259.09185,232.59725,225.170475,226.503625,403.02225,306.080075
334.791075,259.257075,232.605525,225.181425,226.522525,403.076475,306.12915
334.870725,259.274625,232.62095,225.187875,226.549525,403.37855,306.26405
334.88385,259.28165,232.628225,225.19685,226.55525,403.588825,306.2712
334.900025,259.298475,232.63525,225.22105,226.560575,403.84065,306.364475
334.967625,259.358925,232.6544,225.231525,226.56695,404.101925,306.3774
335.123875,259.374525,232.672125,225.2407,226.573075,404.224425,306.485975
335.13345,259.39855,232.679675,225.249925,226.57895,404.3898,306.5669
335.141825,259.40725,232.687775,225.2586,226.589325,404.447325,306.589
335.166,259.441875,232.694075,225.26475,226.593275,404.488775,306.600225
335.1901,259.46375,232.70045,225.27355,226.597625,404.516125,306.625825
335.390575,259.475925,232.7066,225.287175,226.60195,404.672,306.716425
335.401175,259.485125,232.7139,225.297125,226.606,404.728825,306.755625
335.418125,259.532025,232.765025,225.308325,226.61075,404.877825,306.804525
335.434175,259.608675,232.77545,225.31935,226.61565,404.8922,306.939725
335.474725,259.6382,232.796525,225.351775,226.620025,405.102375,306.95665
335.646,259.650425,232.81265,225.3829,226.6242,405.202875,307.23205
335.739075,259.69315,232.8442,225.3995,226.629775,405.290475,307.4885
335.862975,259.8065,232.8678,225.40745,226.633925,405.298575,307.514125
335.93605,259.83225,232.8878,225.423925,226.6383,405.329825,307.526725
335.95725,259.889075,232.9085,225.439375,226.64145,405.3696,307.652175
336.0217,259.9029,232.924975,225.44585,226.6451,405.39405,307.653625
336.097,259.912325,232.945375,225.456925,226.6535,405.462075,307.7706
336.21055,259.92785,232.963225,225.467125,226.6647,405.682325,307.810325
336.248125,259.94205,232.9839,225.47805,226.6742,405.782775,307.820775
336.302025,259.97185,233.004625,225.486975,226.679775,405.825575,307.8291
336.326325,260.001275,233.021025,225.4971,226.685,405.99305,307.834975
336.354025,260.009675,233.0426,225.507,226.69645,406.2857,307.8456
336.451775,260.02595,233.057275,225.5181,226.711475,406.294725,307.8735
336.65355,260.04295,233.0933,225.528925,226.716025,406.413,307.879125
336.838875,260.068875,233.1096,225.540975,226.720825,406.447125,308.12875
336.952975,260.103225,233.1218,225.55195,226.72985,406.50235,308.1507
336.980225,260.128625,233.138475,225.56395,226.741775,406.651425,308.165325
337.026925,260.146775,233.156875,225.57355,226.753275,406.673275,308.227525
337.061825,260.1572,233.192125,225.58315,226.7595,406.694175,308.2631
337.121925,260.1599,233.210875,225.587425,226.76405,406.714525,308.324
337.18945,260.18215,233.227725,225.597625,226.76845,406.787925,308.32685
337.38795,260.223625,233.2895,225.606925,226.78155,406.874325,308.3925
337.4192,260.23215,233.318125,225.624025,226.787675,407.0991,308.401525
337.58015,260.24305,233.350475,225.632,226.79865,407.145475,308.42665
337.610475,260.2578,233.391675,225.63785,226.804575,407.28025,308.45865
337.635125,260.2757,233.4174,225.6484,226.81075,407.377925,308.6098
337.662175,260.304,233.43865,225.66585,226.816775,407.4821,308.894625
337.6682,260.32335,233.4663,225.67455,226.820725,407.74735,308.958
337.7064,260.3321,233.501225,225.6837,226.826225,407.8078,308.985775
337.74085,260.353875,233.549375,225.69635,226.842475,407.955725,308.991475
337.746725,260.3789,233.622275,225.704625,226.85055,408.00015,309.011725
337.974275,260.39645,233.6629,225.716825,226.864475,408.377175,309.0307
338.030925,260.40495,233.7082,225.723675,226.870675,408.57835,309.043
338.088175,260.4136,233.744275,225.7365,226.876275,408.729025,309.060925
338.101325,260.437875,233.786,225.748125,226.8834,408.757425,309.1158
338.118775,260.46435,233.830525,225.756675,226.889,408.9343,309.125075
338.1339,260.480225,233.8494,225.776825,226.894575,409.055475,309.1452
338.18915,260.508775,233.87175,225.7844,226.899025,409.202775,309.163825
338.234175,260.5355,233.89275,225.793025,226.90315,409.219925,309.185275
338.3353,260.544425,233.9089,225.802625,226.907925,409.78545,309.2217
338.356275,260.555125,233.92335,225.81365,226.912475,409.83675,309.276075
338.3775,260.568575,233.9388,225.828625,226.917825,409.9936,309.291975
338.418575,260.5792,233.948975,225.8378,226.922425,410.239125,309.3481
338.426725,260.62035,233.9611,225.84675,226.92605,410.29375,309.38885
338.439375,260.628175,233.97645,225.85595,226.934675,410.527625,309.46865
338.45245,260.648325,233.990075,225.875375,226.93855,410.538425,309.484375
338.493475,260.665875,234.004325,225.8843,226.9421,410.57555,309.5305
338.5002,260.685975,234.028425,225.893,226.9457,410.68655,309.58595
338.52685,260.7205,234.047575,225.90165,226.94915,410.890625,309.592
338.544825,260.77245,234.0654,225.908425,226.9534,411.34145,309.610075
338.5524,260.7923,234.082475,225.9152,226.960325,411.64155,309.6561
338.560425,260.812375,234.10575,225.924775,226.967475,411.85015,309.6836
338.6106,260.8231,234.1206,225.939175,226.9718,411.883475,309.689175
338.65015,260.8362,234.1429,225.94715,226.98035,411.948525,309.71175
338.6571,260.8932,234.15635,225.954925,226.99235,412.019575,309.9372
338.70535,260.984075,234.1666,225.96905,226.99885,412.138175,309.948725
338.719775,261.0102,234.18145,225.97805,227.0021,412.2269,309.977825
338.76335,261.040525,234.186225,225.999225,227.006825,412.241975,310.00415
338.8241,261.052225,234.216325,226.0103,227.012225,412.415625,310.017125
338.86325,261.084,234.235975,226.0208,227.020125,412.7763,310.0204
338.979575,261.162325,234.268625,226.030575,227.036775,412.78665,310.25565
339.0495,261.1757,234.3004,226.0411,227.046775,413.198425,310.320275
339.1662,261.1866,234.336325,226.052275,227.057275,413.291725,310.362475
339.245275,261.210475,234.366725,226.07225,227.066525,413.46185,310.490275
339.269825,261.244125,234.385275,226.0794,227.0771,413.591725,310.54505
339.28435,261.274625,234.42075,226.08755,227.08305,413.60885,310.614975
339.5031,261.286,234.45205,226.0943,227.0909,413.6439,310.647475
339.656725,261.3097,234.477325,226.115075,227.098675,413.75125,310.720475
339.665275,261.319175,234.5016,226.1225,227.111575,413.77595,310.851125
339.952475,261.35305,234.5119,226.132925,227.1219,413.952675,310.91015
340.025075,261.3661,234.51705,226.142525,227.1321,414.182175,310.963325
340.155925,261.372325,234.52135,226.151525,227.139825,414.4616,311.20795
340.178225,261.43775,234.5255,226.159675,227.1455,414.5138,311.2247
340.248575,261.4561,234.53245,226.16805,227.160075,414.58975,311.232075
340.292575,261.506275,234.5353,226.1805,227.17995,414.677225,311.248275
340.32175,261.540975,234.543675,226.18785,227.19735,414.6879,311.25895
340.36975,261.568125,234.55575,226.197075,227.22055,414.8529,311.2735
340.384725,261.5794,234.563525,226.21175,227.2307,414.897175,311.324075
340.427325,261.58765,234.575375,226.22035,227.239775,415.131475,311.338175
340.44525,261.596875,234.591275,226.232075,227.26675,415.26535,311.420575
340.475025,261.605675,234.6281,226.240375,227.28945,415.269525,311.47605
340.479775,261.627275,234.649225,226.25185,227.317975,415.31325,311.5973
340.510475,261.642775,234.6687,226.262725,227.33525,415.7584,311.698175
340.5222,261.760975,234.732225,226.2878,227.3605,415.9487,311.7313
340.540425,261.775075,234.7726,226.295575,227.3987,416.062675,311.76185
340.545525,261.7937,234.839725,226.304125,227.422775,416.6092,311.765375
340.581,261.8028,234.840775,226.310275,227.439425,416.656375,311.774
340.6014,261.814875,234.865325,226.322775,227.458425,416.703225,311.77955
340.61585,261.8367,234.892875,226.330775,227.493575,416.901875,311.807775
340.645675,261.88175,234.896125,226.33865,227.529825,416.923225,311.856225
340.6619,261.920175,234.925875,226.345825,227.556425,417.31035,312.041825
340.68045,261.950875,234.963375,226.35345,227.5807,417.373525,312.21635
340.772175,261.963125,234.9834,226.354825,227.591475,417.485025,312.314375
340.896625,261.973725,235.002925,226.364575,227.607425,417.496575,312.434675
340.93615,262.013725,235.0204,226.3705,227.624675,417.690925,312.5946
340.98705,262.025625,235.0435,226.377175,227.63825,417.974225,312.62605
341.0391,262.0623,235.067925,226.383925,227.655675,418.098375,312.668575
341.045475,262.077,235.07545,226.3922,227.6802,418.396175,312.684025
341.084025,262.0872,235.08425,226.4055,227.70885,418.581825,312.6887
341.112325,262.110775,235.125975,226.4255,227.730575,418.596325,312.692775
341.1383,262.120875,235.150775,226.433125,227.7412,418.8299,312.698525
341.142875,262.1444,235.17455,226.4438,227.753125,418.8631,312.72475
341.155125,262.184825,235.199,226.452,227.761375,419.088975,312.8414
341.1704,262.206125,235.287325,226.45935,227.768375,419.156825,312.935875
341.322525,262.2255,235.316125,226.46585,227.77415,419.222925,312.9803
341.335225,262.243075,235.352825,226.4752,227.779525,419.315475,313.1291
341.342425,262.256275,235.3858,226.481925,227.786125,419.577825,313.13205
341.468225,262.2683,235.41075,226.49535,227.7928,419.592625,313.15055
341.568675,262.27925,235.443275,226.5026,227.79855,419.685525,313.16585
341.581075,262.292475,235.472175,226.51235,227.803275,419.713025,313.178675
341.653125,262.323525,235.507375,226.518425,227.8071,420.349225,313.1918
341.692825,262.374025,235.521425,226.52435,227.8142,420.458775,313.21035
341.789575,262.386275,235.540125,226.551125,227.8185,420.5232,313.23515
341.814375,262.3975,235.578325,226.560075,227.82265,420.589725,313.259425
341.845125,262.409775,235.581575,226.5714,227.8274,420.6447,313.513575
341.88675,262.50515,235.60085,226.583375,227.83085,420.7459,313.554875
341.98785,262.518025,235.6142,226.60085,227.835625,420.800225,313.56245
342.070375,262.58,235.6326,226.6138,227.8393,420.884975,313.56745
342.14765,262.60155,235.6558,226.637375,227.84315,420.894075,313.617725
342.221675,262.653325,235.669475,226.64375,227.847225,420.9238,313.624125
342.236725,262.68225,235.693375,226.6516,227.85125,420.97335,313.654825
342.2469,262.687125,235.7019,226.659625,227.856125,421.0601,313.6637
342.4074,262.715025,235.709875,226.666775,227.861125,421.193525,313.75055
342.48295,262.727925,235.724875,226.6781,227.864675,421.2066,313.755975
342.5084,262.7381,235.753075,226.6834,227.86895,421.334025,313.83285
342.547875,262.8314,235.762025,226.694,227.880725,421.49365,313.85215
342.60255,262.860575,235.777375,226.70065,227.8908,421.54455,313.87925
342.6142,262.87935,235.7851,226.706875,227.897325,421.593,313.91515
342.647575,262.890575,235.794475,226.711775,227.903975,421.620725,313.92545
342.70075,262.91665,235.816575,226.7174,227.911125,421.721625,313.954075
342.73615,262.9258,235.826375,226.724225,227.916125,421.880225,314.087825
342.80875,262.948975,235.84005,226.731575,227.921475,422.153675,314.2001
342.899425,262.95875,235.8522,226.73955,227.925275,422.26405,314.266225
342.913225,262.96775,235.86515,226.744475,227.9315,422.36805,314.285175
343.050875,262.98725,235.893375,226.755675,227.93515,422.404825,314.293975
343.089,263.0102,235.918575,226.761125,227.938825,422.45015,314.30055
343.128075,263.033675,235.9326,226.76705,227.942975,422.50355,314.302075
343.148125,263.0546,235.949925,226.7723,227.94635,422.53415,314.332575
343.173475,263.067,235.964575,226.786425,227.9613,422.61855,314.33825
343.243225,263.095375,235.9839,226.79285,227.9658,422.757,314.373075
343.257075,263.139725,236.0057,226.803125,227.973625,422.97765,314.4447
343.269575,263.159675,236.0246,226.8101,227.9845,423.033025,314.56815
343.3204,263.186275,236.0451,226.815175,227.989075,423.23315,314.621325
343.3462,263.198225,236.06475,226.8227,227.992575,423.448425,314.700025
343.35225,263.22105,236.077925,226.829175,228.008175,423.4633,314.711
343.38915,263.2417,236.09495,226.83615,228.015625,423.66295,314.814925
343.406225,263.3108,236.1139,226.8415,228.01925,423.800875,314.92605
343.458725,263.34085,236.143825,226.84805,228.023525,423.892175,315.08805
343.482475,263.362625,236.2474,226.857475,228.036925,423.916125,315.109575
343.5415,263.42915,236.274875,226.863975,228.043325,424.025875,315.1198
343.6218,263.43925,236.303575,226.87195,228.060175,424.082975,315.1725
343.69955,263.46285,236.32445,226.8796,228.065175,424.328475,315.20825
343.70945,263.50015,236.34935,226.885575,228.069775,424.4893,315.344075
343.759975,263.518575,236.402625,226.9033,228.07555,424.5256,315.45955
343.778575,263.56115,236.429025,226.90525,228.0807,424.56005,315.4888
343.779575,263.57075,236.52895,226.9152,228.0847,424.571625,315.49445
343.79845,263.628775,236.5511,226.920975,228.090825,424.580925,315.5599
343.828125,263.714175,236.598325,226.92915,228.096875,424.76935,315.702025
343.865125,263.76065,236.62015,226.93625,228.116225,425.1603,315.719225
343.876725,263.77085,236.661475,226.953,228.12525,425.220575,315.7548
343.881425,263.7804,236.675675,226.963375,228.137675,425.25445,315.800575
343.89185,263.79435,236.6975,226.973125,228.14795,425.407075,315.858275
343.935325,263.8054,236.71275,226.984675,228.1652,425.5073,315.88485
343.958975,263.8151,236.75255,226.9904,228.17665,425.816625,315.896775
343.9689,263.826675,236.775125,226.995775,228.189075,425.86595,315.924825
343.975125,263.892275,236.799,227.004375,228.203725,426.09945,315.970525
344.0193,263.9191,236.815275,227.012175,228.217425,426.157875,316.129725
344.133975,263.92925,236.8606,227.02035,228.2306,426.189825,316.1921
344.2453,263.937475,236.871175,227.02735,228.24385,426.3135,316.360375
344.31425,263.94595,236.8837,227.03545,228.254125,426.32425,316.395325
344.346225,263.95595,236.897125,227.042475,228.2712,426.54285,316.4144
344.4426,263.9685,236.909825,227.053875,228.29315,426.683775,316.4278
344.448675,263.979175,236.92585,227.061075,228.31265,426.740475,316.452125
344.47855,264.024075,236.94085,227.0694,228.330525,426.7851,316.50835
344.53235,264.07035,236.956575,227.076125,228.34525,427.5847,316.5594
344.570725,264.08215,236.971675,227.0846,228.36195,427.679875,316.596275
344.638725,264.10695,236.9855,227.09285,228.383525,427.862375,316.608775
344.6449,264.120325,236.996575,227.111425,228.4068,428.3884,316.682175
344.725625,264.14395,237.023375,227.121425,228.42755,428.6352,316.773675
344.772725,264.186375,237.0346,227.143525,228.488425,428.6736,316.80945
344.967125,264.207175,237.058275,227.155775,228.541075,428.6802,316.889625
345.066375,264.248525,237.059525,227.1622,228.597725,429.157025,316.9736
345.218225,264.27065,237.073,227.170275,228.633275,429.20755,316.99935
345.263075,264.282175,237.08935,227.177725,228.673275,429.34925,317.1292
345.3451,264.29155,237.112525,227.18515,228.6968,429.568025,317.158725
345.375025,264.30225,237.129475,227.193025,228.708725,429.5823,317.22685
345.43415,264.3251,237.16005,227.2013,228.72095,429.65305,317.253725
345.467975,264.335725,237.174325,227.210475,228.731925,429.7207,317.276275
345.626675,264.344,237.1949,227.22275,228.7426,429.844075,317.30775
345.65675,264.3683,237.202925,227.2309,228.7557,429.928625,317.3709
345.739475,264.379025,237.212725,227.24015,228.768375,430.2514,317.441125
345.785975,264.3889,237.221775,227.2498,228.77875,430.289775,317.450525
345.9672,264.4497,237.232075,227.258125,228.789375,430.481125,317.45715
346.012975,264.480525,237.25495,227.26345,228.8049,430.49395,317.488775
346.076,264.48675,237.285,227.27605,228.854675,430.63665,317.604275
346.116,264.5648,237.291875,227.285075,228.9797,430.758675,317.79935
346.16715,264.581525,237.31065,227.29225,229.000975,430.849475,317.912325
346.2154,264.595875,237.3176,227.29975,229.014325,430.860875,317.9226
346.4469,264.64985,237.329025,227.307125,229.027325,431.02185,317.954825
346.47325,264.678525,237.34385,227.31405,229.038525,431.2765,317.955925
346.505675,264.690975,237.358925,227.3213,229.05675,431.3754,317.980325
346.5457,264.720325,237.37505,227.3293,229.076,431.52155,317.98835
346.610975,264.748775,237.39355,227.3358,229.088525,431.536025,318.0083
346.639875,264.762525,237.4388,227.34465,229.099675,431.56445,318.11065
346.715825,264.785125,237.463175,227.352875,229.10795,431.723825,318.129675
346.76965,264.79765,237.516325,227.3617,229.1152,431.918775,318.14905
346.79765,264.8097,237.537675,227.3719,229.1267,431.953075,318.292775
346.89165,264.819975,237.5501,227.3802,229.1469,432.02545,318.30725
346.928625,264.855825,237.5796,227.390525,229.15375,432.098,318.35675
346.954,264.864875,237.607575,227.3983,229.167,432.503225,318.4909
347.141575,264.874825,237.624575,227.406375,229.181325,432.5411,318.542275
347.145825,264.8915,237.67695,227.41795,229.1908,432.732625,318.555925
347.249275,264.92525,237.7298,227.428425,229.2013,432.7575,318.8184
347.291675,264.94775,237.75465,227.442975,229.2119,432.807225,318.832075
347.297625,264.974,237.769,227.45675,229.220125,432.84585,318.9654
347.31515,265.0377,237.7883,227.4753,229.2257,433.049025,319.108925
347.446775,265.05735,237.800275,227.48785,229.2321,433.06525,319.1419
347.5629,265.0915,237.819975,227.50145,229.23815,433.356575,319.1927
347.56855,265.10775,237.830025,227.52055,229.245975,433.40275,319.22275
347.580325,265.129625,237.85715,227.53775,229.250375,433.4433,319.239275
347.6081,265.175425,237.8703,227.5597,229.26295,433.72835,319.534
347.6623,265.2197,237.883125,227.575975,229.268325,434.020725,319.53835
347.683125,265.25755,237.89335,227.592875,229.2775,434.081725,319.599275
347.7345,265.268875,237.903,227.6153,229.2882,434.266675,319.652
347.781825,265.293325,237.924975,227.6252,229.300225,434.323175,319.6634
347.8663,265.305375,237.939925,227.637075,229.325625,434.4177,319.667975
347.891275,265.32995,237.99135,227.646925,229.46495,434.88925,319.702825
347.89795,265.3405,238.011075,227.649175,229.476425,434.914,319.71665
347.918375,265.362875,238.049475,227.6609,229.481175,435.036,319.747925
347.9671,265.40555,238.080775,227.672025,229.486975,435.06175,319.990175
347.989325,265.495775,238.107075,227.69285,229.492175,435.33415,320.059375
348.114375,265.513475,238.13385,227.707375,229.49745,435.367925,320.0667
348.1699,265.519425,238.15995,227.71615,229.50205,435.37455,320.099225
348.204425,265.5208,238.18215,227.727925,229.508125,435.49695,320.1471
348.24235,265.55095,238.197225,227.7418,229.51435,435.596125,320.194175
348.33735,265.568625,238.209525,227.7502,229.51875,435.765725,320.332275
348.358925,265.598725,238.223775,227.75755,229.525025,436.06775,320.401525
348.3899,265.67025,238.2356,227.769,229.529,436.1609,320.419075
348.42695,265.71715,238.249275,227.7807,229.53445,436.2217,320.485525
348.480025,265.7444,238.26245,227.789125,229.541675,436.2865,320.53785
348.49735,265.762,238.277625,227.7976,229.54795,436.4583,320.68315
348.501775,265.770025,238.329175,227.804725,229.5534,436.47145,320.7159
348.5121,265.816375,238.348175,227.813725,229.571775,436.485025,320.72995
348.5443,265.85015,238.36485,227.822,229.596025,436.65725,320.7548
348.5936,265.889975,238.38235,227.83025,229.630725,436.7308,320.75945
348.6101,265.8978,238.400625,227.8355,229.72655,436.76175,320.7742
348.69785,265.950425,238.41555,227.85225,229.732775,436.84965,320.7899
348.734075,265.9597,238.442125,227.857675,229.740375,436.942875,320.844375
348.744575,266.072575,238.453725,227.862925,229.7464,436.996325,320.8973
348.775975,266.08505,238.4696,227.869875,229.7523,437.152025,320.905775
348.874875,266.092125,238.488375,227.87505,229.759325,437.393675,321.112325
348.918075,266.107,238.501625,227.881475,229.764725,437.642125,321.144575
348.9385,266.1369,238.51815,227.88995,229.7707,437.76925,321.180375
348.950675,266.15875,238.549275,227.91325,229.7773,438.1138,321.2045
348.968675,266.1816,238.60475,227.926975,229.784025,438.230075,321.2206
348.9983,266.19695,238.6118,227.940725,229.78975,438.258825,321.249525
349.042325,266.20505,238.625325,227.9458,229.795175,438.3044,321.270925
349.11245,266.21285,238.656325,227.961775,229.80005,438.41125,321.3005
349.144075,266.285675,238.69405,227.967475,229.806825,438.437725,321.352525
349.166925,266.319275,238.70695,227.973225,229.8152,438.518025,321.422575
349.195925,266.325425,238.724,227.990425,229.826225,438.534575,321.461525
349.272025,266.349125,238.741675,227.997325,229.834425,438.65155,321.491275
349.2896,266.36845,238.758325,228.004125,229.848475,438.67255,321.658725
349.29605,266.3889,238.760675,228.008425,229.8598,438.85435,321.7079
349.330825,266.40295,238.773875,228.023725,229.87585,439.22655,321.73075
349.364175,266.435075,238.792525,228.029975,229.89285,439.36475,321.747175
349.4787,266.46405,238.807425,228.033325,229.903525,439.38765,321.770125
349.514175,266.466425,238.825375,228.039825,229.91855,439.49275,321.806575
349.609475,266.4894,238.83655,228.049375,229.929475,439.739475,321.8341
349.621675,266.558375,238.86665,228.05605,229.9352,439.752975,321.866525
349.63265,266.58065,238.88445,228.07525,229.94665,439.82975,321.949575
349.690575,266.60785,238.9478,228.0816,229.962075,439.893525,322.0396
349.740725,266.654225,239.01705,228.0903,229.971675,439.929925,322.3147
349.872925,266.6628,239.03405,228.09625,229.983725,439.962825,322.3214
349.881275,266.67305,239.047175,228.1043,229.99335,440.3431,322.323625
349.904475,266.7019,239.064275,228.115375,230.015225,440.55915,322.33765
