SPK_SPKC01a (excited),SPK_SPKC04a (inhibited),SPK_SPKC09b (excited),SPK_SPKC10b (excitation + inhibition),SPK_SPKC11a (inhibited),SPK_SPKC11b (excited),SPK_SPKC12a (excited),SPK_SPKC13a (excited),SPK_SPKC14a (excited),SPK_SPKC15a (NA),SPK_SPKC16a (excited)
135.38335,62.176925,188.443875,184.58335,236.9041,198.934175,147.88785,226.280125,,,
135.416175,62.188575,188.5638,184.629625,236.9136,198.95565,147.931225,226.30735,,,
135.448825,62.198275,188.63875,184.672375,236.926275,199.004575,147.961825,226.324325,,,
135.49375,62.211325,188.700825,184.717025,236.9356,199.036675,148.15635,226.3409,,,
135.546825,62.222475,188.72305,184.74495,236.94955,199.068275,148.25665,226.359025,,,
135.5706,62.239375,188.76515,184.785125,237.0397,199.120125,148.318,226.395475,,,
135.5917,62.253375,188.801875,184.8031,237.061925,199.1861,148.395325,226.42285,,,
135.624125,62.266925,188.8325,184.921075,237.079375,199.24195,148.411525,226.442475,,,
135.65445,62.279425,188.861775,184.9807,237.09395,199.259675,148.46445,226.458375,,,
135.679125,62.2889,188.93705,185.3869,237.12385,199.289,148.493025,226.47765,,,
135.702725,62.29915,189.055125,185.484025,237.131475,199.314475,148.5209,226.498625,,,
135.7342,62.325875,189.112875,185.9061,237.175,199.3542,148.55355,226.521,,,
135.760275,62.3413,189.148625,185.992425,237.193275,199.374825,148.60275,226.53985,,,
135.797075,62.353575,189.28945,186.192925,237.218775,199.404175,148.63215,226.573575,,,
135.866775,62.364775,189.3096,187.733575,237.23745,199.47735,148.6702,226.596975,,,
135.91085,62.382,189.344425,187.76885,237.29705,199.517525,148.694175,226.611625,,,
135.9244,62.39335,189.3722,187.794625,237.323075,199.541325,148.73115,226.6393,,,
135.93185,62.40785,189.3955,187.824075,237.3701,199.569925,148.756175,226.65665,,,
135.9525,62.420825,189.430875,187.8416,237.402975,199.60295,148.781925,226.68585,,,
135.9702,62.43325,189.459175,187.859625,237.41295,199.6267,148.842275,226.70255,,,
135.99505,62.444025,189.4734,187.879675,237.420825,199.649875,148.8611,226.728375,,,
136.011825,62.467175,189.502025,187.899325,237.465975,199.67125,148.933725,226.7473,,,
136.0367,62.4805,189.510075,187.9295,237.48215,199.71455,148.95845,226.766275,,,
136.06535,62.49095,189.521525,187.969125,237.519975,199.7269,149.0258,226.82355,,,
136.08855,62.50325,189.536175,187.998075,237.571075,199.747225,149.0488,226.8532,,,
136.119025,62.51735,189.549625,188.020325,237.596925,199.762475,149.079075,226.878925,,,
136.151425,62.531725,189.557225,188.049325,237.68915,199.78905,149.094375,226.90015,,,
136.19155,62.5589,189.571475,188.0741,237.6996,199.8187,149.12695,226.928725,,,
136.22245,62.57145,189.58585,188.103325,237.73795,199.84865,149.15205,226.9477,,,
136.277825,62.596775,189.60165,188.144275,237.7577,199.8735,149.16965,226.976225,,,
136.3045,62.60755,189.630875,188.199975,237.775125,199.8989,149.1936,226.995425,,,
136.330225,62.622525,189.651775,188.23335,237.794025,199.921075,149.22355,227.01565,,,
136.37105,62.637025,189.6631,188.33125,237.8087,199.94445,149.24855,227.04465,,,
136.408825,62.651225,189.6782,188.40305,237.84455,199.969125,149.28995,227.068275,,,
136.44385,62.664675,189.692675,188.443825,237.868625,200.02315,149.31445,227.0858,,,
136.5059,62.679425,189.70495,188.563775,237.88775,200.0893,149.3465,227.113725,,,
136.536525,62.688525,189.71355,188.6387,237.901425,200.115625,149.371725,227.1351,,,
136.5664,62.70035,189.729875,188.723025,237.91735,200.134775,149.430075,227.166875,,,
136.59045,62.71075,189.745275,188.7651,237.9322,200.15395,149.465725,227.18545,,,
136.62255,62.7229,189.7594,188.80185,237.93495,200.186075,149.508475,227.206675,,,
136.6498,62.739425,189.77245,188.83245,237.9448,200.206875,149.54035,227.23325,,,
136.6644,62.748375,189.78525,188.861725,238.042225,200.224625,149.574825,227.258925,,,
136.6785,62.76225,189.81535,188.937025,238.0685,200.288925,149.60925,227.278,,,
136.7113,62.773075,189.830875,189.055075,238.088825,200.313,149.63665,227.299125,,,
136.731125,62.783275,189.850375,189.112825,238.100525,200.3369,149.644725,227.31915,,,
136.753,62.811625,189.861075,189.148575,238.159625,200.352025,149.7043,227.336975,,,
136.7888,62.819925,189.87595,189.289425,238.174525,200.3738,149.740025,227.354225,,,
136.8122,62.828375,189.89205,189.30955,238.29315,200.402875,149.83665,227.378175,,,
136.84245,62.8424,189.9087,189.344375,238.306675,200.416425,149.89145,227.405775,,,
136.87035,62.857425,189.92505,189.372175,238.3788,200.461225,149.92685,227.42365,,,
136.91035,62.87625,189.934575,189.395475,238.40775,200.478675,149.969975,227.4499,,,
136.9505,62.89065,189.947075,189.43085,238.42655,200.5044,149.989325,227.4706,,,
136.986375,62.903775,189.956725,189.459125,238.45935,200.528025,150.000125,227.49205,,,
137.02105,62.91435,189.96895,189.487775,238.504125,200.5446,150.022075,227.5167,,,
137.057925,62.938875,189.9793,189.51005,238.5642,200.562175,150.126675,227.548875,,,
137.08975,62.954375,189.9924,189.521475,238.582975,200.59,150.151575,227.583025,,,
137.127675,62.968125,190.0039,189.536125,238.596475,200.634975,150.175,227.606725,,,
137.150475,62.980575,190.01685,189.5496,238.643725,200.666225,150.199,227.629575,,,
137.1875,62.995575,190.0383,189.5572,238.697575,200.69565,150.218025,227.66205,,,
137.2233,63.01125,190.048325,189.57145,238.7176,200.71725,150.253,227.680525,,,
137.253825,63.020925,190.057925,189.585825,238.74185,200.73185,150.294775,227.7008,,,
137.3059,63.04895,190.06765,189.6016,238.80265,200.748825,150.3148,227.7298,,,
137.335075,63.0636,190.076225,189.63085,238.83355,200.768475,150.33715,227.7492,,,
137.36305,63.07645,190.089575,189.651725,238.856575,200.778225,150.36,227.78985,,,
137.389925,63.092775,190.101825,189.66305,238.8777,200.7967,150.438075,227.8058,,,
137.427875,63.1057,190.111425,189.67815,238.896725,200.8127,150.4629,227.826275,,,
137.454975,63.11905,190.1213,189.69265,238.915,200.8525,150.483325,227.853325,,,
137.47735,63.135425,190.1311,189.704925,238.925275,200.871225,150.50355,227.88025,,,
137.5073,63.146475,190.146075,189.7135,238.9333,200.891675,150.51445,227.90835,,,
137.5299,63.1608,190.15925,189.72985,238.98865,200.91815,150.5526,227.94015,,,
137.559675,63.170425,190.168275,189.74525,239.002625,200.9403,150.5985,227.969175,,,
137.585575,63.181,190.181925,189.759375,239.00525,200.972325,150.65095,227.992875,,,
137.608125,63.2102,190.197,189.772425,239.03425,201.0101,150.693775,228.0169,,,
137.671225,63.2217,190.21625,189.7852,239.043125,201.02535,150.7328,228.05285,,,
137.6876,63.254975,190.229025,189.8153,239.06135,201.06815,150.75155,228.07165,,,
137.720175,63.264775,190.248025,189.83085,239.064525,201.12435,150.7677,228.0956,,,
137.752575,63.274875,190.265025,189.85035,239.07105,201.14685,150.7864,228.121875,,,
137.80895,63.297275,190.27745,189.861025,239.086175,201.1701,150.81415,228.1656,,,
137.82845,63.3103,190.295275,189.875925,239.11985,201.21065,150.83715,228.201125,,,
137.853025,63.328325,190.309025,189.892025,239.14545,201.2457,150.855875,228.2201,,,
137.884425,63.34645,190.316925,189.908675,239.155975,201.2602,150.874675,228.256825,,,
137.912375,63.35595,190.3284,189.925,239.2198,201.27395,150.898925,228.28075,,,
137.930925,63.36815,190.33815,189.934525,239.253775,201.345975,150.940425,228.30325,,,
137.96305,63.38155,190.345725,189.947025,239.27045,201.380075,150.975375,228.32195,,,
137.990125,63.39315,190.3569,189.956675,239.277025,201.3957,151.00335,228.3453,,,
138.01835,63.405925,190.370925,189.968825,239.285075,201.414975,151.0237,228.36265,,,
138.065925,63.429925,190.387425,189.97925,239.30005,201.442925,151.036675,228.386275,,,
138.0915,63.440525,190.4052,189.99235,239.32555,201.462375,151.05415,228.42235,,,
138.136375,63.451225,190.4168,190.00385,239.326825,201.48385,151.095,228.441575,,,
138.2108,63.462375,190.425625,190.0168,239.350425,201.508425,151.109175,228.456575,,,
138.242575,63.478125,190.450525,190.038275,239.355,201.53055,151.1293,228.4745,,,
138.297075,63.490775,190.46895,190.048275,239.365025,201.572125,151.146875,228.494925,,,
138.318775,63.49995,190.4803,190.057875,239.39085,201.615575,151.207375,228.5424,,,
138.381775,63.5116,190.49165,190.0676,239.39785,201.6501,151.235775,228.580425,,,
138.4136,63.523275,190.529075,190.089525,239.41515,201.6859,151.2821,228.60075,,,
138.44305,63.536775,190.540175,190.1018,239.4822,201.773425,151.31455,228.627625,,,
138.469475,63.548775,190.556425,190.1114,239.503925,201.788325,151.3312,228.650925,,,
138.516875,63.563475,190.565275,190.12125,239.52665,201.8227,151.3555,228.683125,,,
138.534025,63.581275,190.579225,190.131075,239.5533,201.83795,151.38365,228.7086,,,
138.56695,63.6081,190.596,190.14605,239.5783,201.883225,151.4005,228.736425,,,
138.5907,63.6221,190.6158,190.159225,239.62595,201.90355,151.4182,228.7966,,,
138.62175,63.6335,190.6281,190.168225,239.63645,201.925525,151.436275,228.83175,,,
138.653075,63.64685,190.6389,190.181875,239.6602,201.94105,151.46965,228.855225,,,
138.683725,63.659675,190.664375,190.19695,239.67715,201.956725,151.49355,228.8836,,,
138.706125,63.6701,190.68185,190.2162,239.70265,201.97225,151.52705,228.910275,,,
138.733925,63.684075,190.691575,190.228975,239.745525,201.98805,151.5684,228.927675,,,
138.773275,63.699325,190.71065,190.238375,239.80875,202.0102,151.58785,228.953875,,,
138.792525,63.7207,190.7202,190.247975,239.83145,202.026725,151.610575,228.9949,,,
138.8099,63.733375,190.73215,190.265,239.8427,202.044525,151.653225,229.026975,,,
138.829825,63.76505,190.750775,190.2774,239.937425,202.06325,151.68375,229.063175,,,
138.8456,63.7749,190.76635,190.29525,240.002475,202.0727,151.700925,229.127625,,,
138.872325,63.785025,190.78665,190.309,240.021725,202.0805,151.7268,229.159525,,,
138.927925,63.7952,190.812725,190.3169,240.0506,202.099925,151.751025,229.1805,,,
138.9804,63.828825,190.835925,190.328375,240.0913,202.11495,151.774025,229.207425,,,
139.004175,63.8399,190.859625,190.338125,240.11045,202.1301,151.816575,229.229325,,,
139.026275,63.889775,190.89625,190.345675,240.123875,202.14955,151.837225,229.25305,,,
139.04825,63.904825,190.918525,190.356875,240.160675,202.21195,151.876,229.2834,,,
139.072475,63.9154,190.92995,190.3709,240.2037,202.24435,151.897675,229.35125,,,
139.111375,63.929025,190.946225,190.3874,240.234425,202.25885,151.925275,229.39455,,,
139.136275,63.944175,190.99755,190.40515,240.275525,202.3312,151.950225,229.425,,,
139.17105,63.95955,191.035875,190.416775,240.435,202.35175,151.985625,229.458425,,,
139.197825,63.96955,191.06725,190.425575,240.450875,202.37785,152.02575,229.5576,,,
139.2184,63.982225,191.089275,190.438725,240.47465,202.402975,152.05175,229.59135,,,
139.24905,63.9965,191.11095,190.4689,240.50025,202.427525,152.076925,229.613375,,,
139.2754,64.00875,191.12865,190.48025,240.52015,202.443525,152.097275,229.628975,,,
139.2898,64.0208,191.1481,190.491625,240.544625,202.465075,152.15415,229.653,,,
139.32095,64.0355,191.185,190.5066,240.61245,202.47935,152.1884,229.671375,,,
139.3494,64.04515,191.2173,190.519025,240.7984,202.5247,152.20725,229.691625,,,
139.3958,64.05425,191.256675,190.540125,240.8782,202.53925,152.225275,229.712375,,,
139.422675,64.0649,191.283375,190.5564,240.998875,202.56335,152.251725,229.7434,,,
139.431225,64.0816,191.3091,190.565225,241.04575,202.58725,152.274925,229.7791,,,
139.460525,64.09565,191.328075,190.579175,241.085325,202.60545,152.293425,229.81595,,,
139.474425,64.106525,191.34725,190.61575,241.18435,202.687425,152.317525,229.836825,,,
139.499025,64.116775,191.38085,190.62805,241.6576,202.707325,152.332325,229.86825,,,
139.526325,64.128225,191.39415,190.638875,241.68315,202.722525,152.355675,229.898875,,,
139.547875,64.1364,191.405625,190.649975,241.70535,202.735525,152.375975,229.918625,,,
139.56135,64.145875,191.429425,190.664325,241.7291,202.74855,152.39125,229.95365,,,
139.586475,64.15655,191.4523,190.6818,241.790725,202.75925,152.407625,229.97815,,,
139.615275,64.1636,191.46785,190.691525,241.836275,202.77465,152.4194,229.996275,,,
139.634775,64.17625,191.47955,190.7106,241.8818,202.79055,152.463925,230.0592,,,
139.664975,64.189725,191.4874,190.72015,241.90985,202.801875,152.48395,230.08,,,
139.69175,64.1963,191.5002,190.732125,241.92745,202.81295,152.503825,230.107075,,,
139.711725,64.20805,191.509475,190.750725,241.940775,202.82245,152.5143,230.12655,,,
139.73855,64.218925,191.522325,190.766325,241.961275,202.8514,152.5285,230.151275,,,
139.761075,64.22945,191.532425,190.786625,241.962825,202.863425,152.5626,230.2011,,,
139.80495,64.242625,191.5551,190.812675,241.988725,202.88575,152.5791,230.22375,,,
139.827125,64.252225,191.568325,190.8359,241.990675,202.907125,152.589925,230.2527,,,
139.843675,64.263825,191.592425,190.859575,242.001425,202.91465,152.605875,230.273725,,,
139.883175,64.28,191.62865,190.8962,242.013025,202.9222,152.625575,230.2967,,,
139.948525,64.29245,191.6558,190.9185,242.02575,202.97745,152.63535,230.31495,,,
139.9967,64.306975,191.670275,190.9299,242.036325,202.98645,152.653575,230.337225,,,
140.0253,64.319575,191.69405,190.9462,242.058775,203.0052,152.668625,230.3656,,,
140.054625,64.327225,191.71535,190.997525,242.084075,203.0097,152.68375,230.3908,,,
140.07195,64.3403,191.744225,191.03585,242.0945,203.02905,152.700375,230.406975,,,
140.104625,64.350575,191.786625,191.067225,242.192625,203.040175,152.72435,230.427425,,,
140.135125,64.362375,191.812425,191.089225,242.2169,203.049225,152.73865,230.446425,,,
140.157275,64.373275,191.84125,191.1109,242.25275,203.07305,152.7485,230.4711,,,
140.194375,64.388075,191.8816,191.128625,242.270525,203.08365,152.758475,230.485525,,,
140.2215,64.4005,192.1471,191.14805,242.29075,203.144375,152.7762,230.504725,,,
140.24545,64.412625,192.2023,191.184975,242.3155,203.155025,152.7899,230.52455,,,
140.263175,64.436725,192.220275,191.217275,242.36785,203.170275,152.803125,230.556,,,
140.2865,64.444925,192.240675,191.256625,242.384925,203.185025,152.81685,230.58265,,,
140.349375,64.455,192.259525,191.28335,242.403075,203.19715,152.8253,230.603975,,,
140.375675,64.4692,192.2952,191.30905,242.425875,203.215925,152.83725,230.6664,,,
140.394,64.479425,192.311075,191.328025,242.438975,203.256275,152.84655,230.721675,,,
140.412825,64.4899,192.335225,191.3472,242.447975,203.2718,152.85635,230.743975,,,
140.4376,64.50595,192.389725,191.380825,242.477675,203.304125,152.866675,230.76935,,,
140.462775,64.52085,192.463625,191.3941,242.4956,203.315325,152.87765,230.791175,,,
140.4845,64.534175,192.5362,191.4056,242.5458,203.34545,152.9028,230.8148,,,
140.501375,64.5467,192.65445,191.429375,242.559475,203.35565,152.918275,230.8361,,,
140.521125,64.5542,192.6893,191.452275,242.571925,203.4202,152.927,230.84955,,,
140.552125,64.56445,192.718375,191.4678,242.609225,203.4605,152.93705,230.8758,,,
140.61585,64.5825,192.765275,191.48735,242.631275,203.47185,152.946475,230.8987,,,
140.645575,64.58895,192.8683,191.500175,242.64855,203.531725,152.961075,230.924675,,,
140.67045,64.601775,192.901475,191.50945,242.80795,203.53935,152.97345,230.962125,,,
140.69165,64.61815,192.968,191.522275,242.810575,203.548075,152.981,230.9822,,,
140.714875,64.630525,193.065025,191.532375,242.874175,203.55845,152.993975,231.001375,,,
140.737725,64.639775,193.114425,191.555075,242.919875,203.57015,153.00395,231.020825,,,
140.76165,64.651275,193.2517,191.568275,242.9295,203.57995,153.01475,231.04935,,,
140.79065,64.662975,193.424775,191.592375,242.9656,203.591275,153.035825,231.070775,,,
140.8214,64.678975,193.497475,191.6286,243.04215,203.622275,153.04895,231.1021,,,
140.853525,64.689575,193.5383,191.655775,243.086875,203.63235,153.10225,231.120875,,,
140.8826,64.7105,193.819925,191.670225,243.100375,203.641875,153.1184,231.155475,,,
140.918625,64.725825,193.90935,191.694025,243.13785,203.69555,153.13865,231.191025,,,
140.942325,64.7364,194.15,191.715325,243.15695,203.7107,153.15465,231.2188,,,
140.963525,64.752,194.220625,191.744175,243.1879,203.729125,153.180225,231.245,,,
140.999825,64.76075,194.27815,191.812375,243.202375,203.75445,153.194125,231.260325,,,
141.033675,64.76845,194.5318,191.841225,243.229775,203.809875,153.21875,231.293275,,,
141.06145,64.77625,194.5798,191.881575,243.261425,203.8253,153.234025,231.363175,,,
141.0913,64.782525,196.019075,192.14705,243.281825,203.845575,153.26,231.40035,,,
141.141225,64.790925,196.50325,192.20225,243.3358,203.8555,153.277425,231.4554,,,
141.19325,64.800175,196.5685,192.22025,243.344425,203.8691,153.2986,231.485075,,,
141.2222,64.8153,196.611425,192.24065,243.357325,203.87995,153.315275,231.51285,,,
141.275025,64.833125,196.64205,192.2595,243.39485,203.8961,153.329125,231.5427,,,
141.30745,64.849975,196.705175,192.295175,243.41205,203.9081,153.347325,231.588025,,,
141.34565,64.867225,196.740375,192.31105,243.47695,203.92125,153.403575,231.613125,,,
141.364125,64.8755,196.894375,192.3352,243.489125,203.9402,153.439325,231.6358,,,
141.3687,64.882375,196.929525,192.389675,243.509275,203.9566,153.453975,231.667,,,
141.394175,64.8947,196.9573,192.463575,243.53485,203.967825,153.4738,231.6877,,,
141.42415,64.91045,196.984,192.536175,243.5445,203.97635,153.49985,231.711525,,,
141.451725,64.925925,197.023125,192.654425,243.617225,203.989275,153.55505,231.72895,,,
141.482125,64.9394,197.041475,192.68925,243.63205,203.99805,153.617,231.755775,,,
141.539875,64.947575,197.051775,192.718325,243.689275,204.0087,153.680125,231.78075,,,
141.571875,64.958575,197.0565,192.765225,243.7117,204.015175,153.710925,231.829225,,,
141.60145,64.969125,197.072075,192.868275,243.71965,204.047125,153.739125,231.87125,,,
141.635825,64.982675,197.082275,192.90145,243.727325,204.063,153.7772,231.919625,,,
141.665325,64.992225,197.093575,192.967975,243.74145,204.082025,153.79945,231.94025,,,
141.701025,65.004675,197.109475,193.064975,243.96085,204.0922,153.822875,231.983025,,,
141.7149,65.01915,197.126225,193.114375,244.0238,204.1103,153.857325,232.0083,,,
141.72975,65.030025,197.14275,193.25165,244.0484,204.1188,153.871175,232.05355,,,
141.75985,65.042625,197.156175,193.42475,244.055675,204.128,153.88905,232.07645,,,
141.786275,65.05245,197.173525,193.497425,244.09875,204.1375,153.897825,232.096475,,,
141.80795,65.064725,197.199875,193.53825,244.14865,204.147325,153.9165,232.119425,,,
141.844625,65.07475,197.211975,193.8199,244.191425,204.163975,153.9298,232.145375,,,
141.866275,65.0881,197.226775,193.9093,244.214775,204.199375,153.96895,232.167225,,,
141.896375,65.10345,197.245325,194.149975,244.247925,204.211375,153.99635,232.189825,,,
141.9012,65.118425,197.2563,194.220575,244.291125,204.2522,154.02215,232.2085,,,
141.93195,65.127425,197.268075,194.2781,244.339175,204.2706,154.055175,232.2273,,,
141.963075,65.141575,197.286075,194.531775,244.3778,204.278275,154.101725,232.26325,,,
141.986225,65.151625,197.29695,194.579775,244.41785,204.317425,154.22385,232.27825,,,
142.022075,65.163025,197.312225,196.019025,244.428375,204.327725,154.23755,232.305525,,,
142.048275,65.17265,197.330275,196.503225,244.4329,204.332425,154.2601,232.3455,,,
142.072225,65.18465,197.352625,196.568475,244.4581,204.34295,154.2856,232.3864,,,
142.101425,65.20905,197.3821,196.6114,244.4959,204.3507,154.30825,232.42125,,,
142.1215,65.2233,197.432275,196.642,244.502375,204.3622,154.338225,232.447275,,,
142.150025,65.23975,197.47425,196.705125,244.539375,204.371875,154.3598,232.473,,,
142.166075,65.25535,197.49635,196.894325,244.646775,204.38025,154.38085,232.490975,,,
142.185825,65.278425,197.62885,196.908475,244.6951,204.41975,154.39515,232.50875,,,
142.2088,65.291525,197.663025,196.929475,244.72065,204.451825,154.4097,232.530825,,,
142.228975,65.3055,197.7285,196.957275,244.7534,204.475475,154.484675,232.5998,,,
142.245775,65.31675,197.76615,196.983975,244.770125,204.48105,154.523125,232.6474,,,
142.2663,65.3305,197.7866,197.0231,244.855125,204.51625,154.5641,232.68095,,,
142.306875,65.3417,197.80485,197.04145,244.894675,204.52455,154.576875,232.71425,,,
142.334225,65.35495,197.820925,197.07205,244.93825,204.552325,154.598125,232.743975,,,
142.3647,65.371,197.838925,197.08225,245.016025,204.5627,154.6235,232.76845,,,
142.4129,65.3877,197.85785,197.093525,245.037025,204.575175,154.689225,232.783725,,,
142.444225,65.39995,197.90305,197.109425,245.113,204.58175,154.6904,232.807575,,,
142.469025,65.4119,197.9288,197.126175,245.286925,204.588675,154.742675,232.839075,,,
142.499525,65.42145,197.95655,197.1427,245.380775,204.599075,154.789175,232.8812,,,
142.5193,65.4342,197.998975,197.156125,245.39705,204.606525,154.805525,232.907025,,,
142.53525,65.444475,198.02415,197.173475,245.40695,204.622475,154.829025,232.946725,,,
142.555475,65.457725,198.06705,197.19985,245.538425,204.6508,154.86625,232.9713,,,
142.57355,65.467725,198.118425,197.211925,245.592575,204.6584,154.88355,232.997875,,,
142.5976,65.481725,198.135425,197.2267,245.6253,204.66545,154.918375,233.023625,,,
142.642075,65.49545,198.163025,197.245275,245.6778,204.673575,154.94745,233.0506,,,
142.666075,65.50845,198.22735,197.25625,245.68965,204.6896,154.97285,233.0741,,,
142.698225,65.52325,198.2803,197.26805,245.699925,204.7176,154.98875,233.0928,,,
142.760875,65.533625,198.322975,197.286025,245.712625,204.732475,155.007375,233.1805,,,
142.789475,65.54215,198.3489,197.2969,245.7835,204.73715,155.0416,233.22575,,,
142.81215,65.5534,198.394075,197.312175,245.8958,204.779375,155.06195,233.2486,,,
142.842225,65.58295,198.447275,197.330225,245.957625,204.7879,155.109175,233.2715,,,
142.8739,65.60365,198.5068,197.352575,245.9693,204.798425,155.1863,233.290925,,,
142.90675,65.62365,198.5319,197.38205,245.987075,204.83065,155.206575,233.312,,,
142.92715,65.6337,198.57065,197.432225,246.0221,204.848575,155.2204,233.33245,,,
142.95705,65.65205,198.5961,197.4742,246.04555,204.855425,155.239375,233.347825,,,
142.97615,65.665225,198.61415,197.496325,246.1035,204.874775,155.2544,233.367275,,,
142.996325,65.67725,198.647075,197.628825,246.148125,204.885775,155.29185,233.390925,,,
143.01885,65.69315,198.7011,197.662975,246.175075,204.8929,155.337025,233.41075,,,
143.046775,65.7008,198.839475,197.728475,246.197575,204.910675,155.34965,233.426,,,
143.084175,65.71585,198.96905,197.766125,246.251575,204.93195,155.365475,233.445925,,,
143.116225,65.7255,199.402225,197.78655,246.3333,204.94865,155.38335,233.4626,,,
143.14015,65.73615,199.5623,197.8048,246.6362,204.994975,155.398625,233.4861,,,
143.16065,65.752175,199.59315,197.820875,246.948975,205.029625,155.4182,233.5048,,,
143.19985,65.7652,199.6292,197.838875,247.2354,205.0674,155.435825,233.5218,,,
143.23325,65.779375,199.655475,197.8578,247.681825,205.08495,155.454,233.5424,,,
143.286925,65.795925,199.686275,197.903,247.9322,205.1002,155.479425,233.56515,,,
143.32315,65.820125,199.7293,197.928775,247.973225,205.110725,155.503425,233.601575,,,
143.359475,65.829875,199.7386,197.956525,249.2467,205.1435,155.5275,233.6333,,,
143.38435,65.84575,199.75475,197.99895,249.78555,205.16935,155.556525,233.65865,,,
143.404225,65.85755,199.778625,198.0241,249.8655,205.184075,155.5613,233.686475,,,
143.427525,65.8699,199.803375,198.067,249.924575,205.2003,155.60595,233.706,,,
143.484025,65.88005,199.825625,198.118375,249.967175,205.267,155.6483,233.745925,,,
143.515475,65.89125,199.843925,198.2273,249.9887,205.31815,155.6658,233.768975,,,
143.545375,65.913475,199.8717,198.280275,250.028275,205.33385,155.681875,233.810075,,,
143.57215,65.92805,199.91405,198.32295,250.224975,205.378075,155.7031,233.83145,,,
143.5952,65.943625,199.9392,198.34885,250.464975,205.39175,155.726925,233.861225,,,
143.614125,65.95325,200.011225,198.394025,250.49875,205.404925,155.7462,233.8808,,,
143.63345,65.9647,200.14135,198.447225,250.590875,205.423275,155.7701,233.90495,,,
143.65025,65.981725,200.257075,198.506675,250.61985,205.46095,155.7872,233.924825,,,
143.6737,66.00095,200.278,198.531875,250.666125,205.476,155.805125,233.956975,,,
143.69475,66.015825,200.29135,198.5706,250.706375,205.4909,155.82945,233.980725,,,
143.71545,66.022075,200.31435,198.596075,250.737475,205.508525,155.8614,233.99895,,,
143.735125,66.0305,200.329825,198.614125,250.812225,205.523575,155.890075,234.02835,,,
143.7563,66.047025,200.3751,198.64705,251.1297,205.55465,155.92165,234.05775,,,
143.75785,66.0635,200.4351,198.701075,251.201925,205.5854,156.0046,234.07375,,,
143.77975,66.08825,200.559075,198.83945,251.268725,205.615725,156.039625,234.089675,,,
143.799175,66.095425,200.6484,198.969025,251.315325,205.62925,156.06135,234.1102,,,
143.8151,66.1179,200.717925,199.402175,251.38275,205.690725,156.0926,234.1143,,,
143.830525,66.14455,200.751675,199.562275,251.4121,205.7047,156.10905,234.124825,,,
143.86175,66.159475,200.7698,199.5931,251.7664,205.728425,156.126775,234.1426,,,
143.8771,66.170975,200.78855,199.62915,251.808275,205.77035,156.137375,234.1575,,,
143.8986,66.181925,200.807875,199.655425,252.21525,205.817525,156.154425,234.17745,,,
143.928,66.195375,200.835875,199.68625,252.253125,205.84985,156.178225,234.19995,,,
143.95195,66.211375,200.861175,199.7126,252.277025,205.8598,156.19115,234.222925,,,
143.966975,66.22195,201.03315,199.729275,252.2934,205.880725,156.252125,234.2631,,,
143.98895,66.23905,201.1503,199.738575,252.36975,205.94445,156.266975,234.294025,,,
144.005325,66.248,201.253625,199.778575,252.4368,205.9595,156.281125,234.321,,,
144.024875,66.260575,201.28215,199.80335,252.4543,205.972875,156.29585,234.349925,,,
144.057125,66.273475,201.3087,199.825575,252.51605,206.000725,156.313075,234.3833,,,
144.09075,66.2905,201.3547,199.8439,252.56615,206.02435,156.3257,234.409525,,,
144.111325,66.303475,201.38275,199.87165,252.6203,206.04165,156.343275,234.435975,,,
144.1263,66.318325,201.42035,199.914,252.785625,206.055725,156.360775,234.460325,,,
144.148975,66.334125,201.46695,199.939175,252.9223,206.076225,156.372925,234.482775,,,
144.164925,66.361325,201.50605,200.011175,252.952525,206.084125,156.39135,234.510175,,,
144.188225,66.3714,201.7131,200.1413,252.975325,206.1063,156.404375,234.538,,,
144.209425,66.38065,201.79005,200.25705,253.025875,206.128375,156.428975,234.5661,,,
144.229725,66.39085,201.81855,200.27795,253.112725,206.1492,156.4408,234.586525,,,
144.247275,66.403225,201.85475,200.2913,253.184125,206.16505,156.4541,234.603075,,,
144.2782,66.433675,201.89115,200.329775,253.400525,206.192425,156.469025,234.629325,,,
144.3049,66.460775,201.91805,200.37505,253.4096,206.205675,156.4823,234.65275,,,
144.321,66.4832,201.940525,200.435075,253.9801,206.234675,156.4932,234.69015,,,
144.3462,66.496525,201.972875,200.559025,253.991325,206.264775,156.5148,234.71055,,,
144.3693,66.511175,202.005325,200.64835,253.999975,206.28125,156.53015,234.73695,,,
144.396325,66.525875,202.02965,200.75165,254.1299,206.290175,156.535975,234.75625,,,
144.4354,66.536225,202.048075,200.769775,254.16435,206.306875,156.55335,234.779925,,,
144.45855,66.54755,202.07275,200.7885,254.17615,206.320175,156.567575,234.8065,,,
144.475975,66.5587,202.095075,200.807825,254.1926,206.329525,156.587075,234.8265,,,
144.501575,66.569825,202.1212,200.83585,254.21735,206.3409,156.627275,234.852525,,,
144.53325,66.5809,202.16965,200.861125,254.241175,206.364625,156.684625,234.88575,,,
144.5541,66.59155,202.1889,201.033125,254.260425,206.375575,156.6999,234.9094,,,
144.592,66.608875,202.2179,201.150275,254.298125,206.403875,156.72555,234.935675,,,
144.611675,66.625125,202.2773,201.2536,254.39095,206.427625,156.74715,234.955925,,,
144.635725,66.639725,202.3119,201.308675,254.432,206.452575,156.758825,234.976175,,,
