SPK_SPKC01a (excited),SPK_SPKC04a (inhibited),SPK_SPKC09b (excited),SPK_SPKC10b (excitation + inhibition),SPK_SPKC11a (inhibited),SPK_SPKC11b (excited),SPK_SPKC12a (excited),SPK_SPKC13a (excited),SPK_SPKC14a (excited),SPK_SPKC15a (NA),SPK_SPKC16a (excited)
97.05055,45.312425,138.558775,136.6565,180.493,158.6945,111.707825,192.72185,,,
97.071675,45.3246,138.57375,136.68085,180.5152,158.7236,111.7313,192.745925,,,
97.089475,45.33515,138.589125,136.733925,180.56515,158.80225,111.746575,192.769675,,,
97.101425,45.3504,138.607875,136.776125,180.580575,158.830175,111.759325,192.79085,,,
97.1246,45.3685,138.637125,136.82405,180.593,158.853575,111.78665,192.821125,,,
97.153,45.378975,138.646525,136.843,180.62975,158.871725,111.823775,192.8503,,,
97.1956,45.3877,138.6612,136.864375,180.6639,158.882875,111.86715,192.873925,,,
97.21985,45.3971,138.680975,136.892125,180.750475,158.8941,111.89835,192.890825,,,
97.23565,45.4049,138.716275,136.93465,180.7675,158.929875,111.9321,192.914825,,,
97.26735,45.414,138.738925,137.021625,180.833075,158.97975,111.955525,192.940525,,,
97.3303,45.42505,138.759475,137.072225,180.853625,159.01195,111.994625,192.9667,,,
97.36245,45.4537,138.772575,137.2483,180.87325,159.053175,112.0273,193.00255,,,
97.38775,45.4713,138.788175,137.270625,180.920275,159.084675,112.06495,193.0451,,,
97.413475,45.479425,138.81775,137.347425,180.9571,159.122225,112.088625,193.0782,,,
97.44005,45.491475,138.83275,137.37845,180.981575,159.168425,112.1315,193.106875,,,
97.47375,45.5018,138.8509,137.44525,181.023925,159.2098,112.16015,193.126425,,,
97.505875,45.507925,138.8671,137.488675,181.0954,159.310025,112.188475,193.14915,,,
97.5314,45.51615,138.8795,137.50935,181.09885,159.33055,112.273625,193.196025,,,
97.56165,45.526575,138.892625,137.537075,181.14445,159.38595,112.33105,193.21615,,,
97.582075,45.534525,138.9002,137.557225,181.159775,159.4202,112.3486,193.2354,,,
97.6201,45.54965,138.913125,137.60125,181.210975,159.502975,112.3625,193.26015,,,
97.641625,45.5605,138.925725,137.649175,181.272775,159.5399,112.37745,193.310875,,,
97.65725,45.573475,138.934775,137.679125,181.2965,159.561525,112.3921,193.3408,,,
97.678025,45.58135,138.942575,137.716525,181.332825,159.5956,112.409925,193.386375,,,
97.7006,45.5928,138.95025,137.74975,181.466275,159.6897,112.4452,193.465875,,,
97.71705,45.6051,138.96205,137.76345,181.5209,159.717375,112.4835,193.49515,,,
97.734325,45.6191,138.985675,137.770875,181.58405,159.7484,112.54785,193.518025,,,
97.7558,45.63105,139.00075,137.78355,181.607225,159.798425,112.61605,193.5382,,,
97.774875,45.640575,139.010225,137.793375,181.620075,159.840825,112.662625,193.560725,,,
97.79845,45.650775,139.023125,137.8167,181.672225,159.898,112.684775,193.5845,,,
97.8225,45.65785,139.036975,137.83165,181.714425,159.945025,112.70895,193.602775,,,
97.845175,45.6684,139.06055,137.840575,181.722175,160.029425,112.7754,193.633125,,,
97.883425,45.68115,139.066925,137.855725,181.746425,160.060875,112.798775,193.655575,,,
97.916925,45.693875,139.078225,137.8655,181.7975,160.1184,112.823475,193.74965,,,
97.939775,45.7053,139.088925,137.8767,181.8898,160.182325,112.885275,193.78005,,,
97.9651,45.7154,139.0995,137.890825,181.915625,160.202625,112.913875,193.805975,,,
97.994875,45.728725,139.11485,137.905675,181.929275,160.25735,113.006125,193.842975,,,
98.0212,45.743675,139.12425,137.918625,181.9498,160.310125,113.0215,193.865925,,,
98.05475,45.75275,139.1334,137.93675,181.996775,160.3497,113.048675,193.880775,,,
98.0874,45.76575,139.1522,137.94825,182.018675,160.476675,113.07685,193.9058,,,
98.134075,45.773725,139.165225,137.96125,182.04645,160.502425,113.102,193.929625,,,
98.172875,45.786625,139.17655,137.97015,182.06885,160.606825,113.13275,193.9511,,,
98.19955,45.804125,139.185975,137.983275,182.0889,160.6648,113.150425,193.971425,,,
98.219175,45.81655,139.2061,137.991875,182.1101,160.7031,113.170175,193.996875,,,
98.252225,45.82585,139.221325,138.003775,182.138425,160.7264,113.189675,194.019,,,
98.2762,45.836425,139.23065,138.0134,182.185975,160.753075,113.2248,194.042,,,
98.293125,45.8429,139.243475,138.021525,182.216625,160.79425,113.2784,194.06555,,,
98.31995,45.85065,139.255475,138.033125,182.2414,160.866025,113.31475,194.08925,,,
98.343375,45.85795,139.268725,138.042,182.267625,160.93205,113.3537,194.106725,,,
98.366775,45.876125,139.282625,138.053675,182.279575,160.9886,113.38265,194.145775,,,
98.38985,45.88635,139.29805,138.0644,182.2819,161.054975,113.39415,194.251425,,,
98.41045,45.903875,139.323025,138.0797,182.292525,161.0899,113.4087,194.2794,,,
98.4411,45.918125,139.3386,138.08555,182.318025,161.121775,113.42865,194.30375,,,
98.458775,45.9281,139.357475,138.102725,182.3269,161.153075,113.48025,194.3281,,,
98.48865,45.93545,139.36685,138.1126,182.338475,161.190325,113.513625,194.351925,,,
98.5143,45.951275,139.382225,138.127225,182.3712,161.2199,113.539125,194.37555,,,
98.53775,45.962025,139.402925,138.161425,182.39065,161.25,113.568375,194.407025,,,
98.56835,45.971425,139.4167,138.175075,182.40655,161.306,113.586575,194.4301,,,
98.595025,45.978725,139.4346,138.18905,182.46785,161.338875,113.6613,194.457525,,,
98.617675,45.9896,139.4573,138.1997,182.4942,161.365125,113.697075,194.48455,,,
98.64795,45.997875,139.46575,138.228475,182.50655,161.42245,113.720075,194.50575,,,
98.676075,46.012,139.477,138.236425,182.560875,161.486725,113.7413,194.523775,,,
98.706925,46.029,139.503025,138.247925,182.578425,161.516725,113.75995,194.55075,,,
98.7361,46.040275,139.519675,138.26165,182.593025,161.554325,113.785275,194.611075,,,
98.7714,46.0482,139.547025,138.2733,182.609875,161.571525,113.8018,194.678275,,,
98.79745,46.057825,139.55865,138.2982,182.616325,161.61615,113.83835,194.716775,,,
98.8367,46.06365,139.5688,138.3114,182.630175,161.6795,113.878075,194.74795,,,
98.861675,46.072075,139.586725,138.33015,182.64055,161.71315,113.9255,194.7746,,,
98.88025,46.08015,139.61135,138.347075,182.64705,161.7936,113.95745,194.8476,,,
98.920875,46.088125,139.6248,138.361275,182.662575,161.8154,113.994475,194.8815,,,
98.94755,46.099575,139.63535,138.376825,182.6881,161.83085,114.029625,195.004675,,,
98.9712,46.1139,139.644675,138.391975,182.6984,161.8875,114.0464,195.04255,,,
99.00935,46.123125,139.680075,138.404775,182.7109,161.904425,114.062325,195.0626,,,
99.0494,46.141625,139.70405,138.41825,182.714125,161.92215,114.0798,195.08495,,,
99.0762,46.154975,139.716925,138.431625,182.7197,161.9546,114.11405,195.1073,,,
99.132375,46.168275,139.726825,138.444625,182.74565,161.9813,114.126475,195.129375,,,
99.16305,46.18245,139.752475,138.456425,182.76615,162.03065,114.13845,195.15565,,,
99.1936,46.1932,139.770875,138.4758,182.77345,162.06405,114.150125,195.17885,,,
99.223425,46.199225,139.7883,138.490775,182.7789,162.0956,114.171725,195.202525,,,
99.2671,46.20675,139.799325,138.499925,182.79155,162.1175,114.1893,195.229725,,,
99.3022,46.215225,139.805975,138.509175,182.8049,162.13635,114.207025,195.379025,,,
99.327325,46.223525,139.815,138.5281,182.8117,162.1683,114.2169,195.417275,,,
99.358925,46.2374,139.8239,138.541775,182.830975,162.2091,114.23565,195.43685,,,
99.38235,46.24665,139.831925,138.55875,182.84525,162.2453,114.260875,195.4628,,,
99.41275,46.2598,139.85405,138.573725,182.856225,162.287375,114.3022,195.486175,,,
99.4324,46.2711,139.87955,138.5891,182.864725,162.3681,114.317825,195.5126,,,
99.456825,46.29695,139.903175,138.60785,182.87635,162.404675,114.33205,195.5348,,,
99.486425,46.306625,139.92115,138.6371,182.9095,162.4827,114.3527,195.556175,,,
99.5167,46.3162,139.931275,138.6465,182.9418,162.5052,114.366375,195.587175,,,
99.55295,46.32995,139.93925,138.66115,182.953225,162.535825,114.380325,195.61235,,,
99.5801,46.3491,139.970825,138.680925,182.962975,162.564525,114.40025,195.63605,,,
99.606125,46.362825,140.003425,138.71625,182.976725,162.591125,114.430825,195.657325,,,
99.655575,46.3815,140.0442,138.7389,182.989625,162.619425,114.446975,195.6781,,,
99.699625,46.3956,140.08725,138.75945,182.995,162.65605,114.4587,195.703125,,,
99.733725,46.41625,140.11095,138.772525,183.02005,162.675775,114.478625,195.744425,,,
99.761275,46.428925,140.148875,138.78815,183.059775,162.6994,114.51455,195.773475,,,
99.782725,46.4466,140.22665,138.832725,183.08015,162.725425,114.524125,195.796425,,,
99.81025,46.459975,140.239125,138.85085,183.120875,162.742475,114.550775,195.872525,,,
99.8418,46.475225,140.25935,138.86705,183.1357,162.819725,114.562975,195.895425,,,
99.862425,46.482925,140.280225,138.87945,183.1522,162.877725,114.58715,195.919175,,,
99.888475,46.49465,140.304425,138.8926,183.15965,162.917775,114.61525,195.94045,,,
99.91585,46.514025,140.337275,138.90015,183.1853,162.974025,114.66625,195.96345,,,
99.953,46.529,140.3521,138.9131,183.187925,163.006725,114.694,195.986775,,,
99.9858,46.5399,140.3766,138.925675,183.2479,163.0395,114.71735,196.0089,,,
100.0228,46.55245,140.4188,138.94255,183.25595,163.0824,114.74705,196.042975,,,
100.0524,46.5671,140.4336,138.950225,183.285675,163.1167,114.786875,196.06365,,,
100.083175,46.574125,140.4508,138.985625,183.31085,163.137275,114.80335,196.093075,,,
100.110725,46.596825,140.479075,139.0007,183.336575,163.160625,114.822775,196.119825,,,
100.150175,46.614575,140.512575,139.010175,183.3549,163.2447,114.844775,196.1486,,,
100.207575,46.621925,140.55535,139.0231,183.363375,163.256775,114.878925,196.169975,,,
100.233225,46.632825,140.575675,139.036925,183.383975,163.3385,114.896775,196.1974,,,
100.24975,46.6421,140.6057,139.060525,183.3989,163.359825,114.915325,196.2212,,,
100.26885,46.659375,140.6281,139.066875,183.4114,163.387275,115.027,196.245025,,,
100.293175,46.672575,140.6521,139.0782,183.4235,163.417625,115.042425,196.267125,,,
100.303925,46.684725,140.69415,139.0889,183.428925,163.4521,115.06735,196.2874,,,
100.3342,46.6952,140.713275,139.099475,183.461925,163.486,115.0966,196.31045,,,
100.3533,46.7046,140.7426,139.114825,183.497775,163.5118,115.122225,196.32975,,,
100.369725,46.715825,140.76525,139.124225,183.5344,163.58025,115.1476,196.353575,,,
100.418575,46.729625,140.7923,139.133375,183.549025,163.62895,115.157225,196.37325,,,
100.43355,46.740575,140.825,139.152175,183.57715,163.651925,115.1815,196.40145,,,
100.45745,46.749325,140.843725,139.1652,183.6246,163.68715,115.195775,196.430725,,,
100.47435,46.760875,140.8572,139.1765,183.639375,163.7207,115.210775,196.4564,,,
100.4923,46.769325,140.874575,139.18595,183.6541,163.766825,115.234175,196.505425,,,
100.51515,46.781225,140.890225,139.20605,183.677475,163.7941,115.26645,196.588125,,,
100.537525,46.787975,140.905575,139.2213,183.70515,163.81345,115.300375,196.615575,,,
100.5648,46.80045,140.92515,139.230625,183.716425,163.869025,115.328325,196.640525,,,
100.591225,46.816525,140.950725,139.24345,183.741325,163.97015,115.345675,196.67245,,,
100.614325,46.829225,141.001625,139.25545,183.774675,164.056275,115.374275,196.73475,,,
100.63195,46.843075,141.023375,139.268675,183.795425,164.071075,115.3955,196.779625,,,
100.662725,46.855125,141.047875,139.282575,183.808525,164.09715,115.415175,196.8132,,,
100.687475,46.86585,141.0775,139.298,183.8444,164.1138,115.44265,196.8347,,,
100.71145,46.877625,141.094675,139.323,183.8682,164.14665,115.45185,196.8583,,,
100.7476,46.887275,141.11535,139.33855,183.88445,164.17265,115.4621,196.877025,,,
100.7742,46.89785,141.140525,139.35745,183.897675,164.206125,115.47245,196.895775,,,
100.81475,46.910175,141.1749,139.366825,183.965875,164.24605,115.48455,196.9148,,,
100.846925,46.92245,141.197025,139.3822,183.9853,164.288025,115.495025,196.945975,,,
100.888225,46.933975,141.213075,139.4029,183.99635,164.315625,115.504175,196.978075,,,
100.931225,46.944675,141.230425,139.416675,184.034875,164.336575,115.5117,197.002525,,,
100.98515,46.9554,141.244475,139.434575,184.051825,164.38175,115.53105,197.044725,,,
101.001875,46.96285,141.2536,139.457275,184.08225,164.412,115.5448,197.091375,,,
101.033325,46.980675,141.2671,139.4657,184.097225,164.45595,115.576825,197.1391,,,
101.06345,46.9916,141.2845,139.476975,184.109625,164.515725,115.59805,197.208025,,,
101.08245,47.009025,141.299475,139.503,184.1387,164.547625,115.639575,197.23005,,,
101.123925,47.01965,141.324825,139.519625,184.1778,164.5754,115.668275,197.260275,,,
101.148975,47.035825,141.3386,139.547,184.18565,164.61995,115.680275,197.2794,,,
101.16525,47.051825,141.35245,139.568775,184.19825,164.663575,115.695625,197.3099,,,
101.219675,47.0631,141.3656,139.5867,184.226175,164.684775,115.708025,197.35115,,,
101.26415,47.074275,141.376325,139.5997,184.231475,164.694425,115.72755,197.39935,,,
101.29035,47.09255,141.383625,139.611325,184.30615,164.709175,115.7464,197.41945,,,
101.312525,47.103625,141.399525,139.624775,184.34875,164.72345,115.761575,197.445175,,,
101.371475,47.109775,141.41065,139.635325,184.39435,164.751925,115.812125,197.4621,,,
101.403675,47.132625,141.422075,139.64465,184.4572,164.77345,115.838675,197.488875,,,
101.435475,47.146275,141.4377,139.66345,184.478525,164.79035,115.8582,197.522875,,,
101.480025,47.166675,141.445775,139.680025,184.515,164.834775,115.8742,197.54255,,,
101.542275,47.17385,141.45745,139.704025,184.55365,164.849975,115.89815,197.566325,,,
101.591125,47.18965,141.473175,139.7169,184.5833,164.895225,115.919875,197.5867,,,
101.61175,47.204975,141.490775,139.75245,184.62955,164.921575,115.948975,197.608225,,,
101.630425,47.2137,141.5233,139.770825,184.66865,164.950275,115.96985,197.62965,,,
101.6532,47.2263,141.536825,139.788275,184.717,164.990825,116.027125,197.6557,,,
101.68665,47.23575,141.548025,139.7993,184.744925,165.017125,116.072975,197.680725,,,
101.7134,47.24795,141.5562,139.80595,184.803075,165.115525,116.117575,197.7349,,,
101.741425,47.258625,141.579375,139.814975,184.9156,165.170475,116.13985,197.75635,,,
101.780075,47.274625,141.599925,139.823875,184.92105,165.2023,116.204325,197.776775,,,
101.831025,47.292775,141.6203,139.831875,185.484,165.23095,116.25845,197.798575,,,
101.8526,47.302175,141.643325,139.854025,185.906075,165.25215,116.287425,197.825075,,,
101.879175,47.31565,141.65945,139.8795,185.9924,165.272625,116.314,197.86865,,,
101.907475,47.326,141.67395,139.90315,186.1929,165.287925,116.338625,197.8946,,,
101.967925,47.3397,141.693075,139.921125,186.500925,165.320475,116.3734,197.926675,,,
101.98905,47.347625,141.723925,139.931225,187.73355,165.3782,116.40705,197.950475,,,
102.01225,47.358,141.7386,139.939225,187.768825,165.394,116.5033,197.9658,,,
102.038875,47.36905,141.752775,139.9708,187.7946,165.42075,116.538975,197.985,,,
102.067425,47.383375,141.76935,140.0034,187.8596,165.44075,116.573,198.006975,,,
102.15105,47.394075,141.78645,140.044175,187.899325,165.466875,116.599325,198.025325,,,
102.177675,47.41635,141.81185,140.087225,187.929475,165.482975,116.601475,198.040225,,,
102.2033,47.42915,141.8391,140.1109,187.9691,165.5094,116.6371,198.057475,,,
102.21925,47.442825,141.860575,140.14885,187.99805,165.552925,116.667075,198.079575,,,
102.22235,47.452025,141.885475,140.226625,188.0203,165.572175,116.682425,198.1155,,,
102.2352,47.45825,141.898375,140.2391,188.1033,165.610925,116.709825,198.1343,,,
102.27,47.46825,141.913025,140.259325,188.14425,165.623625,116.7551,198.161425,,,
102.284625,47.47645,141.938475,140.280175,188.19995,165.653675,116.788225,198.186025,,,
102.307775,47.485825,141.967575,140.3044,188.233325,165.68955,116.840625,198.204375,,,
102.327425,47.5024,141.981975,140.337225,188.403025,165.71145,116.880975,198.22635,,,
102.3476,47.523175,141.995375,140.376575,188.638675,165.749025,116.9097,198.2413,,,
102.36625,47.536525,142.007425,140.418775,188.700775,165.77735,116.95995,198.25805,,,
102.3906,47.561525,142.03755,140.43355,188.765075,165.80485,116.992975,198.275175,,,
102.406675,47.573775,142.055275,140.45075,188.832425,165.827425,117.064575,198.29495,,,
102.423725,47.585,142.07005,140.479025,188.8617,165.8567,117.09775,198.31765,,,
102.447975,47.59835,142.086025,140.51255,189.05505,165.908275,117.117475,198.33845,,,
102.469725,47.608925,142.105475,140.5553,189.1128,165.93045,117.153375,198.357325,,,
102.49,47.634725,142.1221,140.575625,189.148575,165.967325,117.29705,198.381625,,,
102.51515,47.647975,142.13865,140.60565,189.2894,165.996925,117.3813,198.40185,,,
102.5378,47.65925,142.14995,140.628075,189.309525,166.038725,117.406925,198.425425,,,
102.554975,47.668175,142.161475,140.652075,189.372125,166.18135,117.427725,198.443075,,,
102.5751,47.6781,142.186875,140.694125,189.3786,166.23655,117.445125,198.467,,,
102.598825,47.69,142.201975,140.71325,189.390775,166.27055,117.4723,198.490875,,,
102.64235,47.698575,142.218875,140.742575,189.39545,166.29945,117.50205,198.50945,,,
102.6665,47.708075,142.23425,140.7652,189.4308,166.3182,117.52,198.524775,,,
102.69975,47.720725,142.249575,140.792275,189.4591,166.3409,117.53495,198.5418,,,
102.723775,47.732625,142.28475,140.8437,189.48775,166.3687,117.558725,198.571175,,,
102.752125,47.7489,142.312325,140.85715,189.501425,166.391525,117.5993,198.59295,,,
102.77445,47.761025,142.34655,140.87455,189.52145,166.41085,117.61275,198.6118,,,
102.798725,47.776275,142.36745,140.8902,189.5361,166.447025,117.627325,198.63925,,,
102.820325,47.7916,142.388125,140.90555,189.54955,166.46925,117.65065,198.67445,,,
102.837825,47.8028,142.4074,140.9251,189.571425,166.5032,117.679075,198.694275,,,
102.8609,47.818525,142.4349,140.950675,189.601575,166.54825,117.7227,198.7174,,,
102.886275,47.82795,142.454075,140.982875,189.630825,166.561025,117.758725,198.737275,,,
102.944375,47.84335,142.501875,141.001575,189.6517,166.5817,117.791525,198.7581,,,
102.96605,47.8538,142.540775,141.02335,189.663025,166.5971,117.8281,198.78,,,
103.0155,47.862575,142.563025,141.047825,189.678125,166.632,117.867,198.80225,,,
103.03895,47.880625,142.579925,141.077475,189.7049,166.64355,117.888825,198.822325,,,
103.0605,47.89385,142.59415,141.09465,189.745225,166.6606,117.905075,198.84435,,,
103.088575,47.9046,142.6173,141.115325,189.75935,166.692875,117.982,198.864225,,,
103.10965,47.91855,142.627875,141.1405,189.772375,166.714025,117.999175,198.890125,,,
103.13,47.9265,142.65085,141.174875,189.785175,166.728825,118.092425,198.908175,,,
103.16045,47.9385,142.66665,141.197,189.850325,166.742725,118.109075,198.9347,,,
103.178375,47.9522,142.68285,141.213025,189.8759,166.762675,118.19725,198.95105,,,
103.196425,47.96855,142.7046,141.230375,189.88395,166.796225,118.232025,198.970925,,,
103.22915,47.976475,142.723825,141.24445,189.90865,166.83885,118.315325,198.986075,,,
103.24455,47.9869,142.738925,141.253575,189.924975,166.855325,118.349075,198.9892,,,
103.2718,48.000725,142.74765,141.26705,189.95665,166.871775,118.3742,199.008075,,,
103.301175,48.009775,142.758525,141.284475,189.979225,166.88495,118.419925,199.02875,,,
103.32395,48.0194,142.770525,141.29945,190.03825,166.908825,118.4616,199.0632,,,
103.344025,48.0295,142.7968,141.309375,190.05785,166.927525,118.51665,199.083275,,,
103.367925,48.037125,142.807,141.3248,190.076175,166.9454,118.5749,199.11425,,,
103.382675,48.047775,142.8177,141.33855,190.0895,166.974325,118.627675,199.154375,,,
103.405575,48.0559,142.831475,141.352425,190.10175,166.996075,118.667925,199.205375,,,
103.4305,48.0674,142.84965,141.365575,190.111375,167.0126,118.761225,199.2335,,,
103.464625,48.076875,142.8665,141.3763,190.131025,167.045025,118.78605,199.253675,,,
103.4953,48.087725,142.876575,141.3836,190.146,167.064825,118.813625,199.279425,,,
103.514025,48.09825,142.89295,141.3995,190.196925,167.094425,118.82885,199.3238,,,
103.534575,48.107075,142.91505,141.410625,190.228925,167.135175,118.866425,199.3565,,,
103.564125,48.11745,142.948,141.43765,190.23835,167.167,118.880425,199.3804,,,
103.589425,48.1321,142.96705,141.457425,190.24795,167.1924,118.894875,199.421275,,,
103.608975,48.14495,142.98475,141.47315,190.2774,167.228725,118.9414,199.44365,,,
103.63275,48.157225,142.997775,141.490725,190.295225,167.2709,118.9646,199.4662,,,
103.6591,48.167075,143.012525,141.523275,190.30895,167.288125,119.006625,199.495875,,,
103.6744,48.1837,143.029525,141.548,190.316875,167.315125,119.06085,199.557725,,,
103.70015,48.19515,143.051025,141.556175,190.328325,167.340775,119.094525,199.576925,,,
103.72585,48.210375,143.08005,141.579325,190.338075,167.398175,119.140575,199.596025,,,
103.7462,48.225625,143.093275,141.5999,190.34565,167.431275,119.1753,199.61965,,,
103.776575,48.2368,143.111075,141.620275,190.35685,167.48825,119.22135,199.6353,,,
103.801575,48.2521,143.13065,141.6433,190.38345,167.51965,119.237325,199.65245,,,
103.8291,48.261525,143.144125,141.6594,190.38735,167.537575,119.295575,199.668225,,,
103.8494,48.283175,143.163,141.673925,190.41675,167.5776,119.319675,199.6984,,,
103.86915,48.2966,143.1874,141.69305,190.468875,167.638975,119.352775,199.746725,,,
103.896825,48.307225,143.2017,141.70855,190.4916,167.6681,119.4066,199.8218,,,
103.91885,48.31995,143.222925,141.7239,190.519,167.692725,119.48225,199.852625,,,
103.9214,48.334875,143.243525,141.738575,190.5536,167.709575,119.501,199.892225,,,
103.97235,48.343875,143.259075,141.75275,190.55635,167.74745,119.520425,199.910675,,,
104.015875,48.35565,143.2748,141.769325,190.5652,167.761825,119.5541,199.929975,,,
104.034975,48.367625,143.292525,141.786425,190.57915,167.782925,119.57,199.94905,,,
104.0533,48.378475,143.32675,141.811825,190.615725,167.80185,119.616625,199.968,,,
104.0792,48.392775,143.346,141.839075,190.628025,167.833525,119.6421,199.98645,,,
104.102825,48.40295,143.368175,141.860525,190.638825,167.8691,119.67415,200.0084,,,
104.120425,48.4131,143.407675,141.898325,190.681775,167.8984,119.715175,200.0304,,,
104.139525,48.442575,143.443725,141.912975,190.691475,167.918,119.729625,200.046825,,,
104.167625,48.45355,143.481025,141.938425,190.720125,167.95255,119.766,200.066075,,,
104.191025,48.462625,143.50275,141.967525,190.732075,167.99545,119.776225,200.086075,,,
104.22985,48.471625,143.529725,141.98195,190.7507,168.021275,119.78995,200.12605,,,
104.257175,48.4869,143.541525,141.99535,190.766275,168.045125,119.799925,200.1508,,,
104.2751,48.49885,143.56825,142.007375,190.8359,168.0966,119.8122,200.169225,,,
104.29545,48.50995,143.608775,142.023525,190.85955,168.109475,119.82675,200.192175,,,
104.3146,48.51785,143.616125,142.037525,190.918475,168.138925,119.84445,200.2507,,,
104.36825,48.528575,143.637275,142.05525,190.9975,168.162675,119.8676,200.275975,,,
104.389575,48.53965,143.676425,142.070025,191.035825,168.1816,119.8847,200.2966,,,
104.411975,48.5493,143.6989,142.086,191.067175,168.226675,119.920775,200.32965,,,
104.445,48.558675,143.71325,142.105425,191.11085,168.244625,119.94455,200.351425,,,
104.46415,48.574325,143.724275,142.1386,191.128575,168.313025,119.958925,200.37085,,,
104.494425,48.5943,143.74005,142.1499,191.148025,168.3528,119.974075,200.386725,,,
104.508325,48.60875,143.76595,142.161425,191.18495,168.39745,119.998375,200.407525,,,
104.560425,48.621275,143.80385,142.18685,191.217225,168.419975,120.022,200.426,,,
104.579575,48.631975,143.836525,142.20195,191.262475,168.436425,120.0661,200.4473,,,
104.609475,48.640075,143.8919,142.21885,191.283325,168.4661,120.088475,200.47335,,,
104.635375,48.6552,143.9347,142.234175,191.3472,168.5033,120.1147,200.5005,,,
104.6595,48.662725,144.06125,142.24955,191.380775,168.542825,120.1349,200.52075,,,
104.684575,48.670875,144.0929,142.284725,191.3941,168.554025,120.1601,200.547975,,,
104.711275,48.68465,144.1597,142.3123,191.467775,168.5841,120.204475,200.5748,,,
104.768075,48.694025,144.24085,142.3465,191.487325,168.602625,120.2372,200.601675,,,
104.78335,48.705525,144.266575,142.367425,191.49245,168.626425,120.255925,200.651625,,,
104.812375,48.718875,144.329675,142.3881,191.500125,168.650625,120.28005,200.677425,,,
104.83135,48.7278,144.375025,142.407375,191.509425,168.68715,120.329375,200.69665,,,
104.855425,48.736725,144.397675,142.434875,191.5177,168.719475,120.3466,200.71585,,,
104.88165,48.74455,144.69925,142.454025,191.52225,168.73535,120.357325,200.7346,,,
104.9089,48.755775,144.777175,142.4774,191.53235,168.760625,120.395375,200.766825,,,
104.931675,48.7693,145.0995,142.501825,191.555125,168.775475,120.428475,200.790875,,,
104.951125,48.7807,145.1541,142.52605,191.59235,168.802025,120.4674,200.844675,,,
104.973675,48.79045,145.74845,142.540725,191.628575,168.8225,120.4999,200.8836,,,
105.0134,48.804725,145.7887,142.562975,191.65575,168.856575,120.51715,200.9033,,,
105.035975,48.81415,145.85045,142.5799,191.6702,168.878575,120.53305,200.928175,,,
105.055425,48.825675,146.429925,142.5941,191.694,168.9094,120.55865,200.94905,,,
105.083825,48.8348,146.7858,142.61725,191.715275,168.956325,120.623825,200.977225,,,
105.101275,48.849075,146.99075,142.62785,191.74415,168.972475,120.67345,200.997675,,,
105.12675,48.8577,147.146125,142.650825,191.812325,169.0632,120.68785,201.01615,,,
105.148825,48.87125,147.2171,142.666625,191.88155,169.07685,120.709375,201.03735,,,
105.17015,48.8815,147.6038,142.7238,192.147025,169.107325,120.728425,201.0603,,,
105.196425,48.8961,147.71745,142.738875,192.202225,169.123325,120.747075,201.082125,,,
105.219675,48.91335,148.422925,142.7585,192.2202,169.1407,120.767625,201.100725,,,
105.239175,48.9283,148.453525,142.7705,192.240625,169.160125,120.786,201.1218,,,
105.2708,48.952475,148.471775,142.796775,192.259475,169.182925,120.8002,201.141675,,,
105.308625,48.9618,148.507725,142.80695,192.277875,169.2082,120.8301,201.170125,,,
105.357,48.973325,148.5875,142.81765,192.29455,169.2332,120.860975,201.21105,,,
105.418625,48.98525,148.6295,142.831425,192.463575,169.24875,120.8975,201.23555,,,
105.439325,48.998275,148.6658,142.849625,192.53615,169.266725,120.92345,201.255825,,,
105.465875,49.0125,148.694925,142.86645,192.6544,169.295025,120.94345,201.2712,,,
105.491075,49.02415,148.72445,142.87655,192.689225,169.3137,120.9944,201.293725,,,
105.519025,49.036675,148.738275,142.892875,192.718275,169.41325,121.02,201.32065,,,
105.549625,49.05005,148.7774,142.915,192.86825,169.445275,121.04015,201.360175,,,
105.571525,49.064975,148.819275,142.947975,192.9014,169.476875,121.055925,201.38385,,,
105.6013,49.077425,148.839425,142.967,192.96795,169.494875,121.08335,201.412975,,,
105.628875,49.085925,148.86355,142.984725,193.064975,169.5297,121.100075,201.440275,,,
105.6569,49.096475,149.0029,142.99775,193.11435,169.54215,121.119675,201.460325,,,
105.685325,49.10825,149.087425,143.012475,193.25165,169.5585,121.136475,201.49165,,,
105.71735,49.122825,149.1926,143.0295,193.424725,169.593275,121.15155,201.5149,,,
105.743425,49.1335,149.21615,143.051,193.4974,169.616275,121.167325,201.5418,,,
105.7731,49.1447,149.237725,143.09325,193.538225,169.6355,121.182225,201.5696,,,
105.79905,49.15965,149.252175,143.11105,193.81985,169.6921,121.2045,201.61145,,,
105.835675,49.170925,149.30255,143.130625,193.9093,169.727575,121.2183,201.632925,,,
105.874625,49.191425,149.997375,143.1441,194.063625,169.753275,121.236675,201.674025,,,
105.9022,49.2145,150.15645,143.162975,194.22055,169.78,121.2514,201.696775,,,
105.925,49.227175,150.2031,143.187375,194.278075,169.798375,121.262225,201.714825,,,
105.95155,49.24025,150.2392,143.201675,194.531725,169.835275,121.278575,201.733825,,,
105.981775,49.25905,150.2869,143.2229,194.57975,169.854525,121.2922,201.74975,,,
106.0111,49.2732,150.330125,143.2435,196.019,169.87705,121.31185,201.7668,,,
