SPK_SPKC13b
274.879725
276.0682
276.1321
279.917875
284.1346
284.2329
284.778325
284.872625
288.842625
289.237575
289.3606
290.488325
291.0438
293.116075
298.330625
300.552975
303.595875
303.81305
308.1507
308.681225
308.69605
309.3992
309.47025
309.527775
309.9845
311.11895
311.656975
311.9254
312.041125
312.125575
312.487025
312.810025
312.854325
312.8772
312.9316
312.94425
312.9636
312.9911
313.0179
313.387075
314.037575
314.187525
314.261675
314.35365
314.3759
314.704425
314.73695
314.822575
314.8862
315.243775
315.27815
315.57365
315.606925
315.798175
316.069225
316.1404
316.15205
316.404925
316.851075
316.8787
316.96355
316.9819
317.00935
317.099075
317.188425
317.2479
317.314675
317.367125
317.385425
317.466925
317.52165
317.579725
317.6377
317.7004
317.73615
317.77905
317.817225
317.85555
317.88915
318.11305
318.17765
318.281875
318.3007
318.360925
318.378775
318.5248
318.6158
318.7462
318.82645
318.841525
319.36055
319.37305
319.389175
319.455525
319.51015
319.65665
319.7597
319.811375
319.88745
319.9289
319.954625
319.9739
320.134175
320.1596
320.1666
320.175325
320.196125
320.23365
320.2633
320.3785
320.488375
320.52665
320.570825
320.599875
320.651475
320.7391
320.7632
320.78455
320.8065
320.881425
320.910725
321.12105
321.129325
321.138025
321.159975
321.17295
321.2741
321.43555
321.447325
321.460675
321.4786
321.4911
321.538075
321.799125
321.828775
321.842225
321.872525
321.9617
322.183025
322.1947
322.203675
322.212775
322.29365
322.3175
322.40875
322.4888
322.508625
322.5247
322.77845
322.938825
322.981675
322.9916
323.020575
323.06365
323.0806
323.321075
323.324925
323.366475
323.37575
323.4753
323.54785
323.625375
323.6695
323.688175
323.758575
323.942125
323.9874
324.009325
324.071175
324.13605
324.32625
324.371875
324.382375
324.394325
324.463875
324.50825
324.557475
324.73275
324.7493
324.7756
324.918875
324.930575
324.954775
324.990475
325.0055
325.0212
325.0453
325.08535
325.2022
325.26345
325.479375
325.48855
325.495075
325.501925
325.53165
325.589
325.628325
325.768325
325.84235
325.90125
325.9642
326.04035
326.051175
326.13535
326.161325
326.21945
326.2902
326.329825
326.37915
326.3859
326.4938
326.564075
326.574375
326.58975
326.651075
326.77725
326.790775
326.84175
326.892375
326.93825
327.0611
327.081375
327.152025
327.192225
327.2196
327.2676
327.314
327.325675
327.3589
327.38445
327.43995
327.48805
327.52985
327.597025
327.68725
327.7339
327.873725
328.050775
328.064975
328.084825
328.1062
328.123625
328.152825
328.34745
328.390175
328.4099
328.458225
328.577625
328.601225
328.6093
328.62635
328.65115
328.672775
328.77985
328.815675
328.8688
328.903175
328.960125
329.061975
329.091175
329.141925
329.1758
329.252575
329.263925
329.28045
329.381825
329.4218
329.494075
329.514325
329.555575
329.58095
329.611125
329.628975
329.703025
329.750875
329.811175
329.839875
329.861975
329.8806
329.92235
329.9465
