SPK_SPKC04a (NA),SPK_SPKC08a (excited),SPK_SPKC12a (inhibited)
,201.5734,113.786525
,201.643675,113.800925
,201.69265,113.813675
,201.71975,113.82225
,201.755375,113.839175
,201.78935,113.848975
,201.840975,113.864825
,201.8918,113.87035
,201.8986,113.875725
,201.934425,113.882925
,201.950275,113.896675
,201.9761,113.9077
,202.01655,113.90955
,202.070075,113.91365
,202.108525,113.92205
,202.163725,113.9381
,202.189275,113.9453
,202.212225,113.957025
,202.26055,113.967975
,202.298125,113.973975
,202.30075,113.97785
,202.3303,114.0142
,202.39255,114.025325
,202.47575,114.0412
,202.5013,114.05445
,202.518425,114.06725
,202.549875,114.08815
,202.571525,114.097475
,202.580675,114.10945
,202.6177,114.120075
,202.70245,114.12535
,202.759025,114.134925
,202.8019,114.146075
,202.819475,114.157975
,202.902575,114.17085
,202.976325,114.195775
,203.00545,114.201675
,203.041125,114.22375
,203.075725,114.236775
,203.12355,114.261375
,203.146275,114.300125
,203.165625,114.3639
,203.241925,114.394025
,203.31055,114.416425
,203.342075,114.429925
,203.354325,114.4523
,203.3846,114.472275
,203.422875,114.524325
,203.468825,114.54775
,203.489775,114.577325
,203.49545,114.59185
,203.544175,114.6168
,203.567,114.62555
,203.629075,114.65255
,203.652825,114.68745
,203.691025,114.706625
,203.760325,114.727325
,203.7747,114.756675
,203.787625,114.78045
,203.79455,114.8572
,203.812025,114.87945
,203.85825,114.907225
,203.892475,114.98135
,203.9174,115.0203
,203.9547,115.042075
,204.02995,115.07615
,204.056725,115.092125
,204.0788,115.154675
,204.142175,115.1765
,204.161175,115.193875
,204.1679,115.20805
,204.1818,115.2162
,204.21205,115.233025
,204.234375,115.240425
,204.270025,115.253775
,204.295725,115.268475
,204.3311,115.292675
,204.37105,115.312025
,204.405175,115.32305
,204.4435,115.343625
,204.45225,115.3504
,204.46295,115.379075
,204.519725,115.391875
,204.524375,115.406325
,204.567675,115.413075
,204.6135,115.42145
,204.6431,115.43105
,204.66155,115.456175
,204.715475,115.469375
,204.7688,115.48295
,204.820925,115.50195
,204.83865,115.513825
,204.878125,115.5461
,204.93315,115.577375
,204.972175,115.59065
,204.98185,115.617625
,205.0287,115.645475
,205.044325,115.692875
,205.065475,115.708475
,205.1424,115.7437
,205.181625,115.7665
,205.1961,115.78785
,205.201475,115.80965
,205.24395,115.83645
,205.291825,115.848875
,205.348225,115.859725
,205.36,115.89735
,205.369425,115.918875
,205.452525,115.93375
,205.500875,115.944675
,205.5277,115.968125
,205.541525,116.01055
,205.593125,116.038425
,205.620675,116.049925
,205.6371,116.062275
,205.6723,116.07775
,205.71115,116.0941
,205.7773,116.1084
,205.7879,116.123875
,205.80695,116.139625
,205.84125,116.163275
,205.8872,116.179475
,205.910575,116.193975
,205.974925,116.2355
,205.992225,116.258575
,206.02465,116.2818
,206.0491,116.29945
,206.067525,116.319875
,206.099125,116.32245
,206.18025,116.334975
,206.20465,116.3494
,206.238775,116.372825
,206.29095,116.38435
,206.3253,116.4175
,206.3686,116.434025
,206.412825,116.44945
,206.456725,116.4621
,206.473125,116.4727
,206.5107,116.49745
,206.552375,116.5044
,206.61075,116.51705
,206.621425,116.52675
,206.66735,116.5515
,206.72435,116.61025
,206.7255,116.617925
,206.785375,116.64155
,206.875,116.66075
,206.88855,116.678025
,206.907175,116.714475
,206.9366,116.732
,206.966875,116.75475
,206.999275,116.77385
,207.036375,116.7864
,207.0817,116.809325
,207.100825,116.824675
,207.14905,116.832075
,207.203075,116.841425
,207.23365,116.856075
,207.253075,116.87605
,207.2755,116.88895
,207.2843,116.90415
,207.3243,116.928175
,207.33915,116.9461
,207.4572,116.96055
,207.470675,116.973425
,207.48825,116.99535
,207.5623,117.007225
,207.610575,117.0231
,207.6601,117.03275
,207.7013,117.05355
,207.718225,117.065675
,207.74055,117.07215
,207.764675,117.08395
,207.794325,117.097075
,207.8268,117.10695
,207.86595,117.1212
,207.914,117.127375
,207.9418,117.13675
,207.973375,117.1567
,208.031825,117.166575
,208.057,117.1804
,208.103425,117.198225
,208.1383,117.212725
,208.211425,117.2372
,208.235175,117.254875
,208.253025,117.280775
,208.2745,117.29495
,208.2992,117.33975
,208.3371,117.357375
,208.38075,117.370325
,208.439,117.394275
,208.46665,117.413325
,208.522425,117.435
,208.554575,117.470725
,208.572025,117.489175
,208.624,117.502375
,208.6308,117.51455
,208.671925,117.5366
,208.74005,117.547875
,208.775825,117.5547
,208.8079,117.5751
,208.833275,117.58445
,208.853775,117.61585
,208.869325,117.619325
,208.892175,117.63425
,208.9173,117.643875
,208.948,117.660075
,209.034625,117.686475
,209.0515,117.7007
,209.081,117.718725
,209.106425,117.736675
,209.1308,117.750775
,209.1481,117.78005
,209.20665,117.800775
,209.220825,117.8339
,209.2533,117.884925
,209.288475,117.89945
,209.3192,117.911075
,209.342925,117.929275
,209.366025,117.94925
,209.397125,117.96035
,209.452125,117.9759
,209.488675,117.9808
,209.504425,117.99415
,209.5247,118.0054
,209.5324,118.012025
,209.55795,118.03075
,209.57485,118.04335
,209.618,118.059275
,209.637525,118.08325
,209.651725,118.100525
,209.705575,118.13715
,209.729625,118.19595
,209.778725,118.219825
,209.827625,118.268125
,209.839575,118.299125
,209.84235,118.30435
,209.8477,118.31615
,209.9247,118.328
,209.9491,118.342675
,209.9811,118.356
,209.9858,118.38805
,210.021625,118.39015
,210.04395,118.408975
,210.0508,118.430725
,210.070875,118.43915
,210.105175,118.459175
,210.11435,118.4952
,210.127525,118.53985
,210.1465,118.553475
,210.148625,118.58185
,210.178375,118.633675
,210.225625,118.6438
,210.245425,118.675275
,210.308025,118.683575
,210.34485,118.7236
,210.366675,118.741825
,210.4149,118.755525
,210.43785,118.78255
,210.460175,118.8156
,210.482325,118.832025
,210.4836,118.8646
,210.5127,118.894375
,210.527925,118.91435
,210.5724,118.9436
,210.5888,118.9707
,210.624325,118.979375
,210.661875,119.00615
,210.70685,119.0317
,210.76765,119.061575
,210.8383,119.091825
,210.873675,119.1168
,210.90775,119.14665
,210.926925,119.157575
,210.94195,119.17065
,210.975525,119.186875
,211.012875,119.19525
,211.067925,119.216125
,211.1025,119.23225
,211.1368,119.25865
,211.163825,119.267
,211.20545,119.285125
,211.28365,119.31605
,211.30495,119.34855
,211.332975,119.370225
,211.368725,119.404175
,211.3851,119.456525
,211.4072,119.472175
,211.4438,119.47835
,211.479625,119.521525
,211.526425,119.541325
,211.54965,119.579275
,211.552075,119.599075
,211.645925,119.6357
,211.68625,119.66385
,211.705,119.6923
,211.71305,119.72495
,211.74355,119.753225
,211.773225,119.78255
,211.790625,119.865225
,211.81045,119.89635
,211.8125,119.918525
,211.86445,119.93215
,211.91425,119.9698
,211.940975,120.009675
,211.962,120.01785
,211.98915,120.044175
,212.03885,120.0833
,212.085325,120.120675
,212.128475,120.147525
,212.134925,120.17025
,212.14005,120.19445
,212.162375,120.2274
,212.176175,120.24545
,212.189475,120.269875
,212.232775,120.305975
,212.270125,120.3323
,212.313075,120.34015
,212.3388,120.361575
,212.36975,120.3892
,212.384875,120.429475
,212.43995,120.474225
,212.511925,120.518975
,212.539325,120.53695
,212.57005,120.5869
,212.662225,120.625825
,212.668325,120.65645
,212.67615,120.690625
,212.701175,120.719825
,212.727825,120.7695
,212.73835,120.7897
,212.80105,120.80185
,212.8303,120.8758
,212.8547,120.897675
,212.9081,120.9145
,212.93585,120.925525
,212.989125,120.9426
,213.042275,120.965025
,213.073175,120.977775
,213.10195,120.987025
,213.1147,120.991975
,213.14535,121.0154
,213.160075,121.0233
,213.1916,121.037425
,213.2358,121.069
,213.3017,121.077575
,213.3779,121.09875
,213.4223,121.123525
,213.46215,121.142325
,213.49985,121.15665
,213.518825,121.177675
,213.546925,121.193025
,213.5732,121.225825
,213.594775,121.246175
,213.617025,121.268575
,213.665575,121.29595
,213.70335,121.3045
,213.737375,121.33015
,213.7646,121.34105
,213.8051,121.357825
,213.82345,121.375
,213.836825,121.400175
,213.91625,121.409875
,213.94345,121.430475
,213.976125,121.442625
,214.024875,121.4732
,214.041875,121.4877
,214.079225,121.499025
,214.125725,121.5166
,214.1432,121.534025
,214.18695,121.558175
,214.198725,121.5987
,214.2507,121.6184
,214.2755,121.640225
,214.3087,121.656
,214.3528,121.68985
,214.383125,121.6934
,214.416375,121.703375
,214.44255,121.706375
,214.48145,121.72015
,214.4941,121.7352
,214.5118,121.741925
,214.546725,121.756725
,214.584525,121.772575
,214.611925,121.790625
,214.635225,121.808225
,214.65905,121.81795
,214.683675,121.84025
,214.7101,121.8616
,214.7521,121.894025
,214.771925,121.908275
,214.800275,121.921075
,214.8268,121.947075
,214.8526,121.95345
,214.87485,121.9665
,214.887575,121.974875
,214.91115,121.9968
,214.932475,122.019275
,214.94655,122.06735
,214.962075,122.07685
,214.99955,122.0846
,215.018725,122.10115
,215.0597,122.11655
,215.08235,122.13355
,215.116925,122.146325
,215.1412,122.1545
,215.18965,122.16815
,215.20865,122.18165
,215.234475,122.1946
,215.26025,122.204575
,215.2879,122.23155
,215.30705,122.248075
,215.32715,122.27
,215.3361,122.285275
,215.341125,122.302325
,215.36075,122.315775
,215.3758,122.331725
,215.3952,122.34175
,215.42335,122.35925
,215.454625,122.375275
,215.48875,122.3899
,215.5251,122.397575
,215.583175,122.406075
,215.619125,122.42355
,215.63585,122.442725
,215.641475,122.44815
,215.657525,122.466825
,215.65975,122.481975
,215.68615,122.498075
,215.718925,122.514575
,215.745725,122.55555
,215.785125,122.588275
,215.8014,122.62295
,215.832925,122.632425
,215.838275,122.6444
,215.88285,122.65925
,215.89855,122.676125
,215.926675,122.6909
,215.9533,122.708925
,216.049,122.725075
,216.130875,122.747075
,216.1625,122.756675
,216.181725,122.786225
,216.2386,122.8036
,216.292,122.82325
,216.31715,122.83205
,216.355325,122.85475
,216.38745,122.88515
,216.435725,122.8942
,216.459425,122.9172
,216.4882,122.93985
,216.502075,122.9504
,216.532175,122.972425
,216.55655,122.984925
,216.624975,123.0048
,216.6439,123.020975
,216.671875,123.036075
,216.7023,123.05385
,216.739675,123.0663
,216.820475,123.076225
,216.8225,123.093625
,216.835775,123.1057
,216.86175,123.1204
,216.903025,123.1569
,216.933825,123.2081
,216.96925,123.23305
,216.99915,123.246925
,217.0509,123.279125
,217.151625,123.291075
,217.175475,123.3061
,217.22035,123.323425
,217.261425,123.329475
,217.298025,123.340825
,217.3214,123.358775
,217.349425,123.371975
,217.379875,123.388125
,217.399725,123.404075
,217.430175,123.4245
,217.4653,123.440375
,217.4929,123.456225
,217.534075,123.473225
,217.5591,123.4842
,217.600825,123.50075
,217.6329,123.51325
,217.64685,123.5313
,217.684075,123.549575
,217.72015,123.558475
,217.739675,123.566675
,217.802975,123.58445
,217.8292,123.607
,217.8305,123.61165
,217.859375,123.64925
,217.866525,123.67185
,217.881625,123.70485
,217.90285,123.719675
,217.9167,123.7534
,218.005875,123.765875
,218.041575,123.790525
,218.062225,123.8025
,218.096775,123.810775
,218.143325,123.8281
,218.182,123.8353
,218.21275,123.849525
,218.351025,123.8686
,218.384975,123.881925
,218.416,123.895975
,218.47365,123.9145
,218.517525,123.923725
,218.549225,123.945325
,218.567125,123.954875
,218.590575,123.98005
,218.60295,123.986875
,218.62685,123.999075
,218.689325,124.008525
,218.70995,124.021525
,218.71945,124.0315
,218.7562,124.03965
,218.772975,124.0487
,218.905275,124.058425
,218.926125,124.074375
,218.961075,124.1012
,218.9996,124.12435
,219.04545,124.138625
,219.129875,124.146675
,219.17215,124.16665
,219.1904,124.1848
,219.207775,124.186475
,219.286875,124.223125
,219.338475,124.24385
,219.360875,124.27345
,219.387275,124.29975
,219.4223,124.330475
,219.4441,124.346
,219.468725,124.36365
,219.4716,124.37955
,219.4942,124.383
,219.52675,124.3949
,219.54835,124.40455
,219.551875,124.414025
,219.570975,124.434675
,219.57915,124.448425
,219.59275,124.45375
,219.61855,124.47645
,219.683725,124.48485
,219.7176,124.4956
,219.73675,124.504725
,219.769925,124.508875
,219.798825,124.517875
,219.801725,124.52765
,219.819675,124.53925
,219.83665,124.55245
,219.846975,124.5751
,219.888725,124.5891
,219.906775,124.59645
,219.9249,124.60755
,219.947525,124.619975
,219.966775,124.627975
,219.9868,124.6368
,220.005625,124.6493
,220.0843,124.679975
,220.10905,124.6882
,220.174375,124.70975
,220.1941,124.717125
,220.217825,124.72165
,220.27985,124.7302
,220.2953,124.739125
,220.349225,124.75505
,220.3667,124.776975
,220.39125,124.7801
,220.406525,124.78635
,220.4144,124.78985
,220.429325,124.80095
,220.4569,124.8075
,220.4862,124.8133
,220.527725,124.817075
,220.5419,124.82875
,220.569925,124.8399
,220.63475,124.84865
,220.644825,124.869
,220.6596,124.883325
,220.665775,124.888875
,220.685,124.90265
,220.70945,124.90985
,220.745475,124.9334
,220.7924,124.95935
,220.824825,124.974
,220.8811,124.982225
,220.894175,124.986975
,220.9261,124.998475
,220.9524,125.009275
,220.984175,125.017125
,221.0508,125.0279
,221.071775,125.038025
,221.1088,125.054625
,221.11535,125.073125
,221.126075,125.08555
,221.155925,125.098275
,221.22175,125.110375
,221.2354,125.121175
,221.274575,125.13765
,221.290875,125.164525
,221.307625,125.182275
,221.34105,125.187975
,221.3654,125.2008
,221.390275,125.2273
,221.437775,125.23995
,221.51495,125.253525
,221.552575,125.277225
,221.61305,125.294825
,221.6739,125.31595
,221.69065,125.317575
,221.715225,125.373975
,221.735875,125.390025
,221.755975,125.4698
,221.794,125.49885
,221.81985,125.518575
,221.924525,125.5321
,221.9408,125.559575
,221.95345,125.571375
,221.973725,125.59375
,221.97805,125.61055
,222.007375,125.646625
,222.019275,125.685275
,222.04975,125.7099
,222.083375,125.731175
,222.104775,125.753125
,222.123475,125.80805
,222.15325,125.828175
,222.2188,125.8555
,222.24655,125.8759
,222.273875,125.8912
,222.30495,125.918725
,222.36235,125.9414
,222.38995,125.97515
,222.397825,125.998925
,222.4347,126.030725
,222.46495,126.044925
,222.4926,126.076625
,222.5285,126.109825
,222.53885,126.15845
,222.575625,126.1791
,222.6249,126.1954
,222.63565,126.2308
,222.675625,126.2458
,222.7166,126.25605
,222.7472,126.268525
,222.76375,126.294525
,222.79745,126.317025
,222.83225,126.342375
,222.851425,126.3709
,222.88555,126.4122
,222.9017,126.46
,222.9235,126.49015
,222.963975,126.529025
,222.98145,126.5489
,223.011175,126.5708
,223.063875,126.589225
,223.1111,126.6073
,223.14715,126.62775
,223.164225,126.649225
,223.198725,126.6975
,223.21925,126.752425
,223.258975,126.772575
,223.29065,126.791475
,223.313075,126.798625
,223.339,126.8318
,223.38775,126.858625
,223.4015,126.8891
,223.4146,126.9085
,223.46145,126.920775
,223.499625,126.935
,223.521475,127.005725
,223.575225,127.04265
,223.605675,127.084725
,223.6334,127.098175
,223.651925,127.11745
,223.6909,127.1278
,223.70715,127.1432
,223.7235,127.17045
,223.750575,127.19525
,223.76475,127.23005
,223.809975,127.2817
,223.824175,127.306325
,223.848,127.354725
,223.885275,127.39365
,223.922425,127.4146
,223.96675,127.4293
,223.9815,127.443075
,224.02075,127.4718
,224.087125,127.48465
,224.1287,127.495225
,224.131975,127.517675
,224.15575,127.530325
,224.159,127.549375
,224.183325,127.562625
,224.19355,127.577525
,224.216725,127.59815
,224.223525,127.615
,224.240575,127.635975
,224.26465,127.650375
,224.31265,127.66715
,224.329025,127.691925
,224.342125,127.70395
,224.3667,127.727425
,224.40425,127.74765
,224.4308,127.77865
,224.4338,127.791125
,224.485275,127.804725
,224.504975,127.820575
,224.54055,127.83755
,224.554025,127.84615
,224.57705,127.8669
,224.620775,127.875875
,224.675225,127.89065
,224.7087,127.917325
,224.751125,127.94545
,224.776275,127.95695
,224.802975,127.970275
,224.82785,127.99385
,224.85315,128.007475
,224.8984,128.030125
,224.9459,128.052775
,225.050675,128.0828
,225.07755,128.1071
,225.10755,128.11755
,225.127625,128.131
,225.151025,128.17815
,225.1927,128.2016
,225.233425,128.216775
,225.248125,128.228825
,225.286575,128.244225
,225.308225,128.27325
,225.339175,128.2821
,225.357925,128.294575
,225.378575,128.3131
,225.40155,128.319775
,225.407975,128.3521
,225.454275,128.3781
,225.4754,128.39655
,225.545025,128.416675
,225.56975,128.441875
,225.618475,128.481575
,225.62965,128.503225
,225.660725,128.548175
,225.685075,128.5768
,225.722,128.599425
,225.749625,128.654675
,225.782475,128.6873
,225.876925,128.722075
,225.89,128.741575
,225.92895,128.757775
,225.97095,128.783375
,225.979225,128.81755
,225.9997,128.835925
,226.018175,128.883275
,226.0533,128.9032
,226.13695,128.9092
,226.177325,128.921225
,226.19245,128.950525
,226.219025,128.978875
,226.3367,128.9949
,226.345975,129.023325
,226.361775,129.040725
,226.368725,129.074275
,226.379825,129.100125
,226.399425,129.149925
,226.434675,129.187675
,226.48295,129.2027
,226.50585,129.2278
,226.583425,129.244
,226.6101,129.265
,226.6548,129.27295
,226.6743,129.2939
,226.724575,129.3149
,226.75625,129.334325
,226.776325,129.35655
,226.802875,129.39535
,226.83125,129.417875
,226.85745,129.441425
,226.903775,129.482525
,226.974825,129.528725
,227.00865,129.555475
,227.04915,129.59475
,227.1055,129.642
,227.1287,129.6539
,227.162375,129.671225
,227.18595,129.6838
,227.24705,129.697125
,227.273525,129.720075
,227.338075,129.732375
,227.3852,129.7417
,227.4172,129.762825
,227.4684,129.7723
,227.478175,129.78755
,227.555125,129.79965
,227.59655,129.8142
,227.671075,129.8181
,227.70365,129.82445
,227.759575,129.831875
,227.80735,129.837775
,227.880175,129.844225
,227.911625,129.874775
,227.927075,129.887175
,227.959725,129.90815
,227.98795,129.921625
,228.0246,129.936275
,228.0662,129.9516
,228.195,129.964975
,228.1987,129.977225
,228.22375,129.983325
,228.262075,129.998975
,228.27895,130.01745
,228.297475,130.0361
,228.329225,130.0468
,228.35495,130.056125
,228.368225,130.0691
,228.453625,130.081225
,228.4759,130.09845
,228.484475,130.1225
,228.512625,130.135025
,228.545475,130.1457
,228.594525,130.204175
,228.6162,130.21915
,228.646475,130.245825
,228.67355,130.25515
,228.69075,130.279575
,228.723125,130.2867
,228.75665,130.2989
,228.791225,130.3214
,228.827125,130.334175
,228.8665,130.34755
,228.91595,130.36005
,228.939425,130.3742
,228.9917,130.385475
,229.032725,130.397725
,229.069475,130.4136
,229.114675,130.425325
,229.133525,130.448925
,229.1597,130.463575
,229.186875,130.480175
,229.238275,130.49515
,229.2802,130.51815
,229.328975,130.536075
,229.3554,130.54245
,229.385925,130.552475
,229.387075,130.57025
,229.4144,130.57995
,229.4486,130.59375
,229.466625,130.607575
,229.509775,130.61735
,229.537475,130.630175
,229.559725,130.640575
,229.59355,130.649
,229.61715,130.659075
,229.702475,130.6712
,229.742675,130.68455
,229.795475,130.69575
,229.812275,130.705125
,229.832025,130.7187
,229.9085,130.738425
,229.952525,130.74205
,229.98355,130.755375
,230.02935,130.762025
,230.04215,130.77465
,230.0881,130.791675
,230.114675,130.803725
,230.1244,130.812075
,230.169775,130.81935
,230.212075,130.826425
,230.2329,130.8329
,230.30205,130.8385
,230.337325,130.854075
,230.390225,130.86105
,230.41015,130.862925
,230.5074,130.8768
,230.528925,130.886675
,230.60545,130.896925
,230.666225,130.90385
,230.69815,130.9144
,230.7339,130.921575
,230.80355,130.9346
,230.8469,130.944825
,230.874175,130.94635
,230.9244,130.957625
,230.957725,130.96545
,231.0714,130.97775
,231.116375,130.996125
,231.189375,131.008175
,231.21835,131.028225
,231.24065,131.03375
,231.26485,131.043725
,231.3159,131.051475
,231.329925,131.0645
,231.358025,131.0816
,231.422025,131.086725
,231.4856,131.098775
,231.5032,131.1148
,231.54225,131.1274
,231.56845,131.13955
,231.76375,131.1478
,231.803525,131.15475
,231.849325,131.16985
,231.86625,131.180375
,231.8885,131.200525
,231.908725,131.212575
,231.941875,131.23085
,231.95595,131.238925
,231.981725,131.248375
,232.027825,131.2555
,232.04305,131.26725
,232.0647,131.271175
,232.075475,131.286325
,232.092175,131.3033
,232.1069,131.314275
,232.1216,131.3313
,232.135025,131.340525
,232.156125,131.357
,232.18325,131.368025
,232.2111,131.38525
,232.246375,131.4047
,232.25405,131.418475
,232.2669,131.436475
,232.278325,131.452775
,232.305975,131.479075
,232.328075,131.488025
,232.351775,131.506225
,232.36835,131.51445
,232.41675,131.544475
,232.46495,131.564925
,232.50145,131.570825
,232.51795,131.578125
,232.54305,131.590875
,232.558825,131.60065
,232.572075,131.61545
,232.61695,131.62325
,232.670275,131.634575
,232.689575,131.6469
,232.717825,131.659375
,232.7831,131.662525
,232.79335,131.68245
,232.80825,131.70835
,232.838175,131.72395
,232.882,131.755975
,232.909175,131.804575
,232.9122,131.814775
,232.94145,131.821125
,232.99965,131.850375
,233.022825,131.8614
,233.052775,131.866975
,233.071225,131.881375
,233.126525,131.897525
,233.173525,131.90555
,233.29095,131.918575
,233.3379,131.9255
,233.51895,131.94265
,233.576775,131.959
,233.58465,131.968625
,233.596125,131.97245
,233.622025,131.986425
,233.63665,132.000825
,233.729125,132.015325
,233.769875,132.031375
,233.84945,132.04435
,233.888,132.057525
,233.93635,132.0816
,233.96525,132.103625
,233.999175,132.119775
,234.0315,132.130425
,234.059275,132.146825
,234.087675,132.197175
,234.12725,132.214775
,234.1307,132.2205
,234.179175,132.22935
,234.28975,132.234475
,234.291775,132.247625
,234.327625,132.2584
,234.362,132.266025
,234.374975,132.278025
,234.39515,132.289625
,234.431075,132.29995
,234.44305,132.314075
,234.45395,132.3237
,234.5159,132.33565
,234.60995,132.365875
,234.663975,132.372925
,234.697075,132.3875
,234.7187,132.39825
,234.743925,132.4352
,234.7698,132.449025
,234.825325,132.491625
,234.85555,132.5036
,234.883575,132.53905
,234.900675,132.555375
,234.951975,132.586375
,235.034325,132.6002
,235.059125,132.612475
,235.107925,132.629825
,235.126275,132.659425
,235.1459,132.6788
,235.208625,132.6974
,235.23555,132.717
,235.276625,132.7347
,235.308375,132.7504
,235.36865,132.775075
,235.420875,132.7988
,235.4958,132.828525
,235.56755,132.8417
,235.6037,132.8597
,235.655625,132.87155
,235.683475,132.8872
,235.686725,132.91235
,235.7574,132.925625
,235.817125,132.939675
,235.841625,132.9509
,235.86865,132.958275
,235.8726,133.028375
,235.909875,133.056125
,235.960775,133.087525
,235.983575,133.113575
,236.052675,133.1326
,236.09845,133.141125
,236.12945,133.16115
,236.193725,133.182575
,236.2176,133.190325
,236.225575,133.2067
,236.31415,133.2127
,236.32105,133.23655
,236.358575,133.263
,236.39485,133.2954
,236.465975,133.32805
,236.536975,133.34885
,236.562375,133.362775
,236.6084,133.38785
,236.65725,133.41405
,236.7364,133.446525
,236.87645,133.472575
,236.914625,133.50845
,236.961875,133.5162
,237.0005,133.527
,237.044675,133.539875
,237.07605,133.561375
,237.1073,133.5876
,237.133625,133.5947
,237.16835,133.611375
,237.182225,133.63375
,237.210525,133.663475
,237.24325,133.675475
,237.2928,133.68675
,237.327225,133.71935
,237.347175,133.775025
,237.387125,133.7972
,237.447525,133.80695
,237.477225,133.8229
,237.49115,133.833925
,237.51875,133.84395
,237.574775,133.8533
,237.61525,133.875125
,237.664875,133.891875
,237.6672,133.906275
,237.73095,133.931175
,237.759225,133.947175
,237.774975,133.982
,237.794125,134.05965
,237.843275,134.0779
,237.858475,134.088225
,237.889,134.114025
,237.986225,134.125725
,238.014175,134.138725
,238.04725,134.161425
,238.10105,134.17195
,238.131325,134.1945
,238.160775,134.210925
,238.212775,134.237625
,238.2583,134.255275
,238.30585,134.2968
,238.344375,134.328825
,238.48185,134.362175
,238.55165,134.401725
,238.57265,134.436725
,238.61795,134.458925
,238.672825,134.474725
,238.709475,134.4773
,238.7597,134.499275
,238.7955,134.525625
,238.8334,134.5431
,238.85335,134.57915
,238.890575,134.6069
,238.916725,134.6337
,238.957725,134.654475
,238.988975,134.665775
,239.052475,134.688175
,239.074275,134.726675
,239.113225,134.739425
,239.15635,134.755825
,239.21645,134.7892
,239.2384,134.81975
,239.275775,134.836
,239.359525,134.8538
,239.382925,134.8814
,239.401125,134.9296
,239.484925,134.96695
,239.497275,135.01905
,239.511775,135.072025
,239.52705,135.091675
,239.54395,135.1131
,239.6308,135.133325
,239.70365,135.1517
,239.7154,135.17225
,239.718775,135.18475
,239.742375,135.229325
,239.774,135.249525
,239.807025,135.26635
,239.8308,135.276075
,239.84825,135.299025
,239.8856,135.3194
,239.893925,135.3321
,239.9213,135.341425
,239.954575,135.35405
,240.004775,135.364025
,240.0268,135.3764
,240.047425,135.386675
,240.059875,135.41165
,240.089275,135.4272
,240.12615,135.44085
,240.155075,135.452425
,240.178525,135.4822
,240.2174,135.4939
,240.259575,135.506425
,240.32265,135.519975
,240.342825,135.5305
,240.36535,135.5502
,240.386925,135.569
,240.400875,135.5999
,240.426225,135.63005
,240.454625,135.656775
,240.495325,135.706275
,240.63345,135.7666
,240.69405,135.77775
,240.752075,135.811675
,240.775375,135.8313
,240.792675,135.845675
,240.818125,135.860125
,240.827825,135.88045
,240.8511,135.9104
,240.87695,135.93745
,240.90955,135.950125
,240.9339,135.9572
,240.94745,135.99095
,240.960475,136.0103
,240.98205,136.022275
,240.9976,136.05265
,241.001475,136.064225
,241.02205,136.086525
,241.04605,136.09835
,241.12305,136.115225
,241.17865,136.13145
,241.203075,136.155575
,241.275,136.175875
,241.302425,136.19525
,241.333725,136.21505
,241.347725,136.24895
,241.3685,136.2762
,241.389125,136.28765
,241.4947,136.314625
,241.526225,136.33995
,241.56965,136.34635
,241.6159,136.362975
,241.670125,136.365575
,241.70205,136.37645
,241.77315,136.3904
,241.78435,136.4026
,241.84305,136.42385
,241.856375,136.4376
,241.880175,136.466025
,241.90705,136.495825
,241.921075,136.519375
,241.96135,136.543675
,242.02095,136.559525
,242.047825,136.598175
,242.082525,136.61965
,242.10215,136.646325
,242.137425,136.67485
,242.1651,136.6964
,242.191175,136.714
,242.2051,136.7366
,242.216025,136.761475
,242.226425,136.79205
,242.25495,136.8507
,242.278175,136.904925
,242.296675,136.92915
,242.317,136.94575
,242.361375,136.979975
,242.41925,137.013975
,242.4521,137.039825
,242.493475,137.0821
,242.521125,137.112975
,242.5932,137.139675
,242.6237,137.171825
,242.66585,137.1881
,242.711475,137.2549
,242.74165,137.26855
,242.77885,137.278
,242.843325,137.3043
,242.86535,137.347775
,242.8883,137.3922
,242.920975,137.429625
,242.930475,137.446225
,242.942625,137.458575
,242.97585,137.49565
,243.001525,137.52605
,243.0353,137.54445
,243.08585,137.57445
,243.10835,137.596525
,243.1452,137.617425
,243.198525,137.658025
,243.22195,137.681875
,243.236425,137.704825
,243.277075,137.798375
,243.3328,137.82955
,243.389925,137.86025
,243.411625,137.890325
,243.46465,137.917875
,243.508875,137.957725
,243.536125,137.988275
,243.566975,138.0136
,243.597475,138.024825
,243.609,138.0365
,243.6199,138.050575
,243.65765,138.06415
,243.67495,138.0879
,243.704475,138.1075
,243.749375,138.137925
,243.7643,138.153725
,243.7869,138.1869
,243.8124,138.199775
,243.858875,138.22865
,243.902125,138.257575
,243.92395,138.267675
,243.95725,138.28935
,243.988525,138.3063
,244.006825,138.332475
,244.014825,138.36545
,244.0426,138.38085
,244.077075,138.394825
,244.094525,138.4179
,244.106775,138.4668
,244.142275,138.518325
,244.177875,138.535425
,244.27275,138.548125
,244.296075,138.558625
,244.33305,138.598
,244.342525,138.625025
,244.367875,138.649125
,244.410975,138.66105
,244.4284,138.678225
,244.494125,138.697975
,244.52115,138.709925
,244.55335,138.72255
,244.592375,138.737075
,244.673475,138.75
,244.696425,138.76445
,244.73945,138.7897
,244.7714,138.803025
,244.798,138.82255
,244.848375,138.84205
,244.8558,138.8474
,244.8638,138.864
,244.880975,138.87855
,244.915,138.88835
,244.923375,138.918375
,244.960575,138.928525
,244.985925,138.940775
,245.0282,138.96245
,245.074025,138.9892
