SPK_SPKC04a (NA),SPK_SPKC08a (excited),SPK_SPKC12a (inhibited)
,100.702775,41.09365
,100.74955,41.097725
,100.78125,41.119
,100.877025,41.158025
,100.912525,41.1733
,100.922375,41.201375
,100.923875,41.21165
,100.937375,41.222675
,100.98615,41.22795
,101.00035,41.24095
,101.0577,41.25945
,101.082175,41.274275
,101.2121,41.290925
,101.2402,41.3063
,101.24585,41.32115
,101.285375,41.32785
,101.392475,41.353175
,101.471125,41.35825
,101.5071,41.38635
,101.55175,41.40485
,101.595625,41.44515
,101.6349,41.463975
,101.698175,41.468275
,101.763575,41.52615
,101.791275,41.55205
,101.8199,41.566175
,101.8488,41.590925
,101.85985,41.6036
,101.894025,41.6283
,101.922325,41.644275
,101.938275,41.661975
,101.948525,41.669725
,101.991825,41.673475
,102.019175,41.684975
,102.058075,41.69895
,102.069625,41.71265
,102.092725,41.717175
,102.0993,41.7282
,102.10515,41.738975
,102.17615,41.753875
,102.190575,41.75915
,102.252575,41.7818
,102.328125,41.791875
,102.34645,41.80745
,102.37745,41.82065
,102.394175,41.8357
,102.4056,41.854275
,102.440075,41.855625
,102.45085,41.88115
,102.459225,41.906475
,102.50605,41.9361
,102.527675,41.97575
,102.54385,41.989075
,102.568625,42.0304
,102.6336,42.0525
,102.6479,42.06445
,102.669375,42.0713
,102.6895,42.090825
,102.7505,42.120125
,102.831025,42.1218
,102.8762,42.151825
,102.879,42.1599
,103.031725,42.1874
,103.067325,42.20595
,103.072725,42.22025
,103.09505,42.228175
,103.1385,42.2423
,103.15945,42.2565
,103.21015,42.276875
,103.2351,42.300775
,103.242725,42.3181
,103.288975,42.336975
,103.30525,42.3543
,103.337925,42.396025
,103.35875,42.419575
,103.389425,42.433975
,103.39645,42.47665
,103.40445,42.522975
,103.4355,42.562925
,103.450975,42.567825
,103.507825,42.5734
,103.53585,42.59515
,103.5489,42.622225
,103.569525,42.676375
,103.584325,42.6933
,103.591825,42.70555
,103.6195,42.73605
,103.63735,42.7801
,103.67925,42.808575
,103.71505,42.8254
,103.7417,42.916375
,103.776325,42.92885
,103.801075,42.95955
,103.8362,42.9827
,103.870225,43.033675
,103.888425,43.058625
,103.922475,43.07845
,103.961825,43.0977
,103.98745,43.14105
,104.016275,43.1839
,104.04595,43.236275
,104.0655,43.268625
,104.10755,43.293625
,104.1476,43.299325
,104.1859,43.31355
,104.204175,43.334075
,104.2266,43.372225
,104.24675,43.409825
,104.2726,43.419025
,104.32865,43.462675
,104.3501,43.51865
,104.375575,43.52515
,104.408425,43.561425
,104.42835,43.6162
,104.448075,43.6332
,104.464825,43.6498
,104.496775,43.658875
,104.52965,43.672225
,104.567675,43.719225
,104.579825,43.747875
,104.622175,43.788525
,104.647475,43.82855
,104.66985,43.8503
,104.702325,43.880875
,104.731975,43.913775
,104.759125,44.00905
,104.804825,44.0494
,104.850025,44.087775
,104.920625,44.09155
,104.930975,44.10165
,104.978925,44.110475
,105.0232,44.1557
,105.053825,44.208625
,105.09615,44.225525
,105.1368,44.26135
,105.171475,44.2927
,105.192925,44.351575
,105.223625,44.440625
,105.2834,44.475575
,105.331475,44.48565
,105.34325,44.49525
,105.372925,44.50985
,105.4084,44.5354
,105.54835,44.55395
,105.60805,44.59865
,105.682675,44.663175
,105.705225,44.6795
,105.743925,44.7368
,105.814,44.758175
,105.83245,44.805025
,105.870125,44.81315
,105.9034,44.86245
,105.951775,44.887425
,105.9615,44.918925
,106.027525,44.947325
,106.0608,44.990175
,106.087275,44.995525
,106.12625,45.0005
,106.24175,45.020575
,106.2665,45.031375
,106.28025,45.065525
,106.31965,45.075075
,106.350025,45.0903
,106.364575,45.11755
,106.3718,45.124325
,106.378025,45.1614
,106.412425,45.206125
,106.4426,45.241375
,106.478775,45.25785
,106.54155,45.275075
,106.565425,45.288225
,106.579375,45.294125
,106.61185,45.314625
,106.648775,45.33965
,106.682,45.343125
,106.709725,45.364275
,106.782075,45.3798
,106.8478,45.408225
,106.8818,45.418275
,106.9488,45.427925
,106.97355,45.460525
,106.992875,45.4764
,107.004975,45.48875
,107.029325,45.494775
,107.046925,45.508675
,107.08815,45.519975
,107.12775,45.527675
,107.19075,45.547225
,107.25615,45.56155
,107.298375,45.575975
,107.347175,45.585375
,107.364525,45.597725
,107.4462,45.608175
,107.491075,45.61935
,107.523575,45.647375
,107.576025,45.65245
,107.643425,45.659575
,107.689375,45.67345
,107.7182,45.688175
,107.7417,45.6977
,107.823875,45.713475
,107.84505,45.72615
,107.870125,45.734175
,107.98015,45.740575
,108.000425,45.7749
,108.038975,45.792425
,108.0524,45.795775
,108.073675,45.807975
,108.103825,45.8305
,108.125325,45.8613
,108.1363,45.87905
,108.17205,45.900075
,108.215725,45.912575
,108.247225,45.9477
,108.273675,45.96385
,108.34315,46.006875
,108.369725,46.0647
,108.409925,46.07815
,108.41795,46.09555
,108.44905,46.117375
,108.479475,46.135625
,108.6133,46.168625
,108.625525,46.210925
,108.63655,46.2976
,108.65695,46.309275
,108.73895,46.326325
,108.7576,46.34265
,108.790425,46.35595
,108.8392,46.3626
,108.909925,46.371925
,108.97685,46.40655
,108.99725,46.431175
,109.039325,46.4523
,109.0834,46.46695
,109.098025,46.4706
,109.13395,46.4821
,109.16325,46.50525
,109.225525,46.514825
,109.24335,46.521575
,109.277225,46.542575
,109.324575,46.578325
,109.353975,46.59635
,109.389925,46.643325
,109.44605,46.657425
,109.465225,46.66145
,109.5612,46.6862
,109.592125,46.712875
,109.666475,46.732
,109.6965,46.742325
,109.70835,46.76125
,109.7554,46.77495
,109.78335,46.787425
,109.810475,46.7951
,109.89115,46.815
,109.9195,46.834625
,109.9902,46.851625
,110.01065,46.8693
,110.07805,46.8861
,110.0879,46.91065
,110.14725,46.94095
,110.19605,46.9618
,110.243125,47.009175
,110.274975,47.03905
,110.312425,47.08245
,110.363125,47.1004
,110.390475,47.141375
,110.4671,47.184825
,110.494875,47.224325
,110.5123,47.23915
,110.55115,47.303025
,110.57305,47.328075
,110.597575,47.35775
,110.64295,47.3641
,110.678825,47.37775
,110.7228,47.402625
,110.735575,47.41345
,110.8078,47.447275
,110.8514,47.476875
,110.870275,47.494
,110.918275,47.501675
,110.96715,47.509825
,110.991175,47.52535
,111.049875,47.5547
,111.1111,47.585575
,111.148225,47.60485
,111.16295,47.6991
,111.205175,47.72215
,111.240325,47.734975
,111.273975,47.750025
,111.29755,47.783225
,111.336875,47.8291
,111.344075,47.84895
,111.377375,47.890825
,111.4255,47.93025
,111.4678,47.955325
,111.51135,47.981925
,111.57305,47.984075
,111.614075,47.986225
,111.643175,47.9942
,111.73225,48.00405
,111.7559,48.062975
,111.80075,48.102625
,111.822875,48.1603
,111.863475,48.254225
,111.88615,48.28395
,111.937275,48.30415
,112.0001,48.34605
,112.02935,48.383075
,112.066125,48.4515
,112.159825,48.482925
,112.174125,48.498075
,112.181125,48.518225
,112.204325,48.54655
,112.25985,48.55655
,112.323325,48.584475
,112.353325,48.69885
,112.3972,48.731475
,112.423625,48.759125
,112.460625,48.8052
,112.499475,48.84995
,112.5255,48.881775
,112.540825,48.906825
,112.578875,48.945075
,112.668725,48.95835
,112.6965,48.98185
,112.728175,49.014325
,112.793,49.035525
,112.824775,49.1148
,112.879225,49.142875
,112.92565,49.167625
,112.9433,49.190275
,112.9603,49.1984
,112.994825,49.20315
,113.012825,49.2301
,113.060225,49.26035
,113.097525,49.345675
,113.118925,49.428775
,113.29265,49.453875
,113.306875,49.48855
,113.332925,49.510275
,113.36645,49.54745
,113.414025,49.58645
,113.4682,49.59545
,113.490225,49.64995
,113.5549,49.764925
,113.5594,49.7829
,113.5787,49.8176
,113.6184,49.84115
,113.642875,49.867175
,113.6583,49.89425
,113.6629,49.917575
,113.711125,49.93165
,113.748225,49.955975
,113.7613,49.96615
,113.835125,49.9918
,113.838625,50.004975
,113.86,50.012875
,113.8771,50.0207
,113.911275,50.048675
,113.92245,50.0622
,113.9709,50.10325
,113.9798,50.136875
,114.009075,50.2084
,114.036175,50.3299
,114.0437,50.351825
,114.14625,50.381875
,114.162675,50.388025
,114.1707,50.408
,114.192575,50.428875
,114.2351,50.440025
,114.32175,50.4668
,114.3591,50.52225
,114.459825,50.54425
,114.489425,50.559625
,114.528925,50.56945
,114.5371,50.577125
,114.593425,50.586375
,114.641175,50.600075
,114.709175,50.6134
,114.73985,50.67385
,114.77645,50.7038
,114.833075,50.733525
,114.863775,50.774975
,114.931825,50.8055
,114.955475,50.879125
,115.00895,50.899125
,115.151675,50.909
,115.215725,50.9162
,115.2344,50.94725
,115.264775,50.97425
,115.29475,50.9967
,115.30275,51.056625
,115.35035,51.08025
,115.3747,51.1108
,115.39445,51.121725
,115.50255,51.2004
,115.528625,51.227375
,115.5454,51.2884
,115.721425,51.314575
,115.777975,51.338125
,115.803325,51.3621
,115.827875,51.40655
,115.858525,51.4533
,115.86285,51.53615
,115.872875,51.563375
,115.883325,51.5737
,115.919325,51.58745
,115.943925,51.60735
,115.95195,51.617875
,116.019575,51.62625
,116.101475,51.646875
,116.130675,51.730825
,116.18765,51.752675
,116.2122,51.82505
,116.2775,51.842225
,116.2951,51.90665
,116.3246,51.92975
,116.3473,51.95875
,116.38735,51.96875
,116.404325,51.99435
,116.50135,52.0073
,116.543475,52.0277
,116.5671,52.052225
,116.61375,52.111125
,116.6396,52.130425
,116.6615,52.143375
,116.723275,52.1656
,116.7481,52.2016
,116.7779,52.228675
,116.82605,52.2445
,116.859425,52.2538
,116.913325,52.26445
,116.9661,52.27385
,116.98955,52.29415
,117.051725,52.299575
,117.097725,52.346125
,117.1219,52.361
,117.1898,52.40935
,117.21665,52.44375
,117.241975,52.458175
,117.264875,52.4804
,117.319225,52.5442
,117.3687,52.596725
,117.418325,52.609175
,117.455025,52.6155
,117.4895,52.6221
,117.556375,52.632925
,117.587125,52.645275
,117.608275,52.66535
,117.660925,52.6743
,117.683625,52.69455
,117.736625,52.7165
,117.7678,52.74825
,117.8204,52.759925
,117.852875,52.796775
,117.888475,52.804575
,117.902725,52.8523
,117.93545,52.87345
,117.95735,52.8773
,117.9686,52.888825
,118.007975,52.89405
,118.0448,52.903875
,118.0613,52.91135
,118.100425,52.91625
,118.17455,52.921325
,118.214375,52.923675
,118.262175,52.9283
,118.299725,52.939475
,118.321575,52.949825
,118.341825,52.967125
,118.3537,52.975475
,118.395025,52.97975
,118.4357,52.9856
,118.462575,53.003925
,118.4934,53.022275
,118.526225,53.03
,118.54575,53.042075
,118.58005,53.05925
,118.608225,53.081875
,118.645025,53.095375
,118.6976,53.1026
,118.720275,53.1178
,118.75565,53.130875
,118.784125,53.1598
,118.8211,53.185075
,118.868075,53.199025
,118.90695,53.218225
,118.953225,53.228225
,118.977875,53.249825
,119.028875,53.2556
,119.08275,53.270925
,119.11365,53.285125
,119.15425,53.302975
,119.1883,53.313725
,119.2145,53.33935
,119.265175,53.34235
,119.314475,53.3583
,119.3485,53.374725
,119.38095,53.39115
,119.4024,53.426825
,119.4758,53.477425
,119.4958,53.5006
,119.512675,53.5267
,119.549425,53.531075
,119.574325,53.546575
,119.5959,53.55745
,119.63015,53.562475
,119.67235,53.56865
,119.7046,53.57815
,119.7501,53.587125
,119.783725,53.59755
,119.825925,53.6059
,119.858,53.623275
,119.887425,53.646975
,119.931575,53.6561
,119.942425,53.6654
,119.988875,53.6784
,119.99855,53.689075
,120.003625,53.705325
,120.01485,53.72865
,120.0379,53.740525
,120.059675,53.7461
,120.077675,53.7612
,120.137525,53.774175
,120.183325,53.782275
,120.21095,53.799275
,120.214375,53.8052
,120.23445,53.83175
,120.2631,53.8431
,120.30995,53.862675
,120.347175,53.8744
,120.38895,53.889475
,120.410625,53.9125
,120.42775,53.933175
,120.491325,53.936775
,120.52255,53.9661
,120.5584,53.996025
,120.585,54.005875
,120.62265,54.036125
,120.650825,54.052025
,120.67495,54.0675
,120.695175,54.077675
,120.753525,54.099375
,120.770625,54.1097
,120.78275,54.127275
,120.7967,54.1589
,120.81515,54.1826
,120.830425,54.1993
,120.850925,54.212825
,120.861325,54.250875
,120.86805,54.2608
,120.88135,54.267325
,120.912,54.2829
,120.93685,54.29485
,120.961025,54.310725
,121.0122,54.32835
,121.057325,54.3394
,121.08195,54.349225
,121.111075,54.364925
,121.15135,54.375475
,121.1566,54.384825
,121.17955,54.39415
,121.21925,54.40565
,121.223525,54.407425
,121.249825,54.416025
,121.272625,54.426
,121.308,54.43295
,121.32165,54.441525
,121.3242,54.44505
,121.36045,54.46505
,121.368625,54.470725
,121.453375,54.48835
,121.4769,54.498475
,121.50015,54.507475
,121.5373,54.52085
,121.630725,54.53835
,121.678,54.55145
,121.686275,54.5607
,121.705675,54.572825
,121.7172,54.588525
,121.7505,54.595975
,121.783975,54.618175
,121.85145,54.6405
,121.8701,54.656625
,121.92405,54.684575
,121.93915,54.720575
,121.991425,54.7738
,122.0095,54.7915
,122.02275,54.803725
,122.04785,54.82765
,122.130525,54.836375
,122.13595,54.847825
,122.156875,54.85215
,122.26895,54.858425
,122.28945,54.872025
,122.322375,54.8869
,122.327425,54.897075
,122.37435,54.90715
,122.39975,54.923375
,122.459825,54.935375
,122.4936,54.937275
,122.516725,54.94485
,122.56395,54.964175
,122.5816,54.9749
,122.598975,54.97595
,122.6144,54.987425
,122.649325,55.005325
,122.668475,55.01705
,122.6896,55.0282
,122.7098,55.03975
,122.76645,55.052075
,122.791725,55.0617
,122.8052,55.071
,122.82315,55.093125
,122.90375,55.1142
,122.92955,55.1272
,122.957725,55.128525
,123.005125,55.14995
,123.021475,55.168925
,123.058,55.205225
,123.09465,55.215175
,123.1377,55.235675
,123.150175,55.248425
,123.1843,55.271475
,123.24735,55.28125
,123.277125,55.298775
,123.30565,55.30405
,123.332625,55.3212
,123.345825,55.32995
,123.36255,55.34
,123.39445,55.347325
,123.3964,55.351575
,123.4297,55.362575
,123.446825,55.3746
,123.46435,55.383075
,123.4819,55.3899
,123.50425,55.405625
,123.52345,55.4131
,123.570875,55.42035
,123.598325,55.424025
,123.60605,55.431475
,123.62665,55.4336
,123.722675,55.44995
,123.751725,55.456
,123.8408,55.46545
,123.86985,55.4869
,123.9036,55.492925
,123.921925,55.5009
,123.9746,55.512875
,124.028975,55.521225
,124.0573,55.52955
,124.09545,55.53885
,124.117825,55.54355
,124.146875,55.556175
,124.198425,55.5636
,124.213775,55.571125
,124.2882,55.58145
,124.325625,55.593525
,124.347275,55.606225
,124.371925,55.622425
,124.4118,55.63015
,124.432975,55.6395
,124.458975,55.653925
,124.4673,55.675925
,124.49685,55.69025
,124.525675,55.70295
,124.56005,55.739125
,124.56715,55.75325
,124.6019,55.8259
,124.621975,55.871975
,124.672075,55.91355
,124.71125,55.927
,124.726125,55.9445
,124.73905,55.960475
,124.77535,55.966275
,124.8089,55.984525
,124.889725,56.003925
,124.93195,56.01405
,124.9586,56.032275
,124.96725,56.0407
,124.999225,56.051325
,125.0741,56.07595
,125.09375,56.077175
,125.1088,56.08595
,125.13635,56.114825
,125.20505,56.127625
,125.228825,56.1498
,125.324325,56.167975
,125.390525,56.179175
,125.451525,56.219525
,125.476175,56.236625
,125.487625,56.26155
,125.501825,56.277775
,125.52285,56.2887
,125.533725,56.297725
,125.556475,56.308875
,125.596625,56.3169
,125.673375,56.326275
,125.707675,56.356725
,125.74435,56.37545
,125.800125,56.385925
,125.856275,56.3905
,125.887125,56.407725
,125.9207,56.427275
,125.944575,56.46155
,125.9843,56.4845
,126.02695,56.48925
,126.05495,56.5035
,126.092525,56.512175
,126.101475,56.52075
,126.1572,56.53375
,126.166075,56.554275
,126.182975,56.564725
,126.2046,56.5937
,126.224875,56.61175
,126.24695,56.616525
,126.2674,56.641625
,126.29995,56.65125
,126.323875,56.65725
,126.377525,56.66665
,126.407375,56.6832
,126.44575,56.704725
,126.4666,56.717475
,126.506625,56.8242
,126.5595,56.908125
,126.58055,57.0188
,126.6201,57.07585
,126.6397,57.09365
,126.68275,57.123075
,126.746225,57.13555
,126.783275,57.163475
,126.806325,57.17505
,126.82725,57.185725
,126.8776,57.194825
,126.914175,57.205975
,126.9489,57.212825
,127.012275,57.21675
,127.03385,57.2201
,127.068175,57.228625
,127.0846,57.233875
,127.1385,57.237525
,127.2143,57.243475
,127.25325,57.24955
,127.331125,57.253075
,127.3607,57.259925
,127.388775,57.270225
,127.414,57.275075
,127.43235,57.2829
,127.47025,57.291175
,127.519325,57.295325
,127.528075,57.3021
,127.57215,57.306725
,127.593775,57.31185
,127.63265,57.3175
,127.6695,57.326675
,127.741675,57.33215
,127.79785,57.336
,127.8378,57.343075
,127.88005,57.34615
,127.915475,57.351425
,127.95375,57.357125
,127.96485,57.36535
,127.97515,57.372075
,127.9901,57.3851
,128.0239,57.394025
,128.033275,57.397
,128.036375,57.407125
,128.07435,57.41825
,128.10205,57.427525
,128.12915,57.432675
,128.1325,57.444325
,128.2269,57.45205
,128.28515,57.463525
,128.31075,57.4732
,128.370975,57.48295
,128.39825,57.4914
,128.405025,57.4967
,128.44265,57.500325
,128.467775,57.516375
,128.485475,57.5294
,128.51315,57.54965
,128.523625,57.58445
,128.57705,57.58815
,128.607725,57.602175
,128.62885,57.609975
,128.64845,57.61855
,128.660725,57.6224
,128.661975,57.6344
,128.692975,57.6506
,128.72915,57.656625
,128.7631,57.664525
,128.786675,57.67295
,128.873725,57.677975
,128.900725,57.6845
,128.912525,57.696675
,128.929775,57.6988
,128.9405,57.7087
,128.975925,57.718975
,128.993725,57.72645
,129.11325,57.73155
,129.1232,57.74155
,129.191325,57.748075
,129.219825,57.756975
,129.2543,57.771975
,129.2847,57.774225
,129.3527,57.785925
,129.3826,57.79605
,129.39855,57.798425
,129.41495,57.812125
,129.43515,57.8185
,129.447125,57.822825
,129.488625,57.826025
,129.4978,57.8396
,129.519575,57.847875
,129.5634,57.851475
,129.574175,57.8604
,129.5984,57.867175
,129.645075,57.874225
,129.664425,57.87885
,129.67885,57.8908
,129.72235,57.900475
,129.75235,57.932425
,129.768075,57.95035
,129.796975,57.96325
,129.811025,57.96755
,129.834225,58.002025
,129.90685,58.013175
,129.920575,58.022025
,129.95005,58.047775
,129.9553,58.0597
,130.008725,58.0731
,130.064,58.11315
,130.10145,58.122525
,130.134675,58.15265
,130.181625,58.1583
,130.19825,58.1844
,130.2325,58.193525
,130.267975,58.200775
,130.303875,58.22245
,130.322525,58.254525
,130.3394,58.269975
,130.345,58.305325
,130.374775,58.31
,130.409375,58.333375
,130.4252,58.3438
,130.446125,58.356275
,130.478625,58.36525
,130.519425,58.39105
,130.552525,58.419025
,130.5721,58.430075
,130.59115,58.445325
,130.621725,58.46875
,130.651325,58.49805
,130.6726,58.510975
,130.693875,58.555525
,130.7127,58.616175
,130.75735,58.63415
,130.789925,58.65215
,130.81475,58.739775
,130.827275,58.8008
,130.855825,58.803725
,130.907075,58.843275
,130.93555,58.86425
,130.96275,58.882525
,130.98705,58.888725
,131.0346,58.906475
,131.1461,58.91925
,131.181725,58.929675
,131.229,58.948525
,131.25335,58.97775
,131.262875,59.032225
,131.286125,59.063325
,131.33265,59.15465
,131.410225,59.177975
,131.4575,59.19975
,131.49475,59.2145
,131.529975,59.216375
,131.5644,59.219075
,131.578325,59.23355
,131.605725,59.23865
,131.642175,59.256025
,131.6731,59.269475
,131.715,59.29085
,131.77105,59.306825
,131.79175,59.333675
,131.808025,59.3498
,131.816675,59.390025
,131.8178,59.415125
,131.8206,59.43315
,131.83035,59.474525
,131.8477,59.52755
,131.8894,59.557225
,131.899425,59.582975
,131.915575,59.61995
,131.936775,59.726925
,131.9552,59.740975
,131.992775,59.7621
,132.037125,59.8205
,132.0694,59.823175
,132.107425,59.85535
,132.11925,59.864975
,132.137925,59.95545
,132.183275,59.99255
,132.221475,60.0042
,132.227175,60.033775
,132.2535,60.0827
,132.325275,60.1487
,132.4033,60.313
,132.43195,60.3587
,132.465625,60.37165
,132.484125,60.446925
,132.5231,60.487675
,132.55655,60.538425
,132.574925,60.576625
,132.5981,60.612375
,132.61645,60.6892
,132.6557,60.780625
,132.683125,60.8477
,132.701,60.87865
,132.74315,60.880975
,132.764925,60.929375
,132.82345,60.9557
,132.8342,60.965375
,132.8659,61.060575
,132.87835,61.106025
,132.915025,61.1389
,132.94155,61.2431
,132.9867,61.437625
,133.002575,61.43875
,133.081375,61.448875
,133.08265,61.459375
,133.096,61.4942
,133.1203,61.52415
,133.2461,61.541675
,133.277275,61.57775
,133.3351,61.589825
,133.411675,61.73195
,133.45385,62.074675
,133.48355,62.17545
,133.5031,62.2595
,133.508425,62.315275
,133.519125,62.356125
,133.536,62.366525
,133.586025,62.3677
,133.6128,62.389925
,133.64755,62.4197
,133.672175,62.469725
,133.70705,62.527325
,133.755925,62.74035
,133.8092,62.7569
,133.8469,62.788725
,133.873525,62.827675
,133.908475,62.837075
,133.93625,62.842425
,133.9462,62.85345
,133.9505,62.864575
,133.98835,62.897825
,134.002075,62.909
,134.018525,62.912675
,134.048775,62.92605
,134.0626,62.930425
,134.084325,62.9418
,134.126575,62.955075
,134.153525,62.9645
,134.188275,62.9859
,134.23175,62.997475
,134.255175,63.014675
,134.2657,63.023125
,134.2923,63.069775
,134.340075,63.10145
,134.352125,63.12275
,134.392625,63.132125
,134.435875,63.139225
,134.4692,63.152975
,134.510875,63.252475
,134.525425,63.299375
,134.5445,63.314175
,134.624325,63.341525
,134.634225,63.3834
,134.661975,63.396375
,134.685375,63.42125
,134.715075,63.4224
,134.725175,63.42685
,134.77355,63.442475
,134.810425,63.478
,134.82495,63.49515
,134.85735,63.507325
,134.88865,63.531625
,134.919675,63.547775
,134.961925,63.569325
,134.991775,63.587
,135.028425,63.614
,135.054225,63.6257
,135.086275,63.724975
,135.114125,64.0211
,135.15835,64.104125
,135.187125,64.120675
,135.27065,64.15075
,135.32365,64.185675
,135.3252,64.21645
,135.35465,64.22675
,135.369975,64.2528
,135.40025,64.2741
,135.415625,64.293875
,135.442625,64.3069
,135.45545,64.326375
,135.5034,64.37205
,135.51455,64.43925
,135.530775,64.482
,135.549575,64.494675
,135.59845,64.600575
,135.611275,64.660725
,135.6184,64.6915
,135.649075,64.702475
,135.67565,64.717275
,135.684475,64.73045
,135.703925,65.0081
,135.74975,65.026875
,135.781075,65.048875
,135.810325,65.0787
,135.84515,65.504225
,135.880125,65.6184
,135.913675,65.6619
,135.94785,65.7374
,135.96475,65.8795
,135.9926,65.9192
,136.008625,66.0038
,136.045125,66.027125
,136.0725,66.03015
,136.086775,66.046575
,136.09075,66.058225
,136.1059,66.0643
,136.144575,66.07125
,136.172825,66.086425
,136.18975,66.096125
,136.245075,66.105175
,136.27385,66.116675
,136.33755,66.127125
,136.346875,66.1379
,136.366825,66.158025
,136.450575,66.175325
,136.487925,66.185225
,136.513875,66.246125
,136.528125,66.298625
,136.54855,66.3489
,136.578175,66.40175
,136.590875,66.5895
,136.629075,66.605525
,136.679275,66.61915
,136.711625,66.641
,136.76085,66.65045
,136.78045,66.658325
,136.801575,66.67565
,136.835575,66.685975
,136.8944,66.703675
,136.933675,66.726225
,137.0029,66.7475
,137.022425,66.778125
,137.05365,66.848375
,137.08245,66.8947
,137.11295,66.970725
,137.141175,67.139575
,137.17765,67.162225
,137.208475,67.27725
,137.2364,67.3056
,137.255875,67.33325
,137.319075,67.362575
,137.35755,67.396825
,137.3808,67.411475
,137.406925,67.43255
,137.4783,67.442975
,137.48115,67.465225
,137.494825,67.4942
,137.51775,67.51835
,137.5333,67.543025
,137.5443,67.607025
,137.56085,67.6771
,137.59915,67.8009
,137.63225,67.819975
,137.6715,67.841925
,137.717225,67.874125
,137.7307,67.93375
,137.758625,68.086125
,137.76715,68.10675
,137.804125,68.156775
,137.8483,68.248475
,137.86925,68.28765
,137.90765,68.3502
,137.9347,68.361925
,137.9587,68.385025
,137.986775,68.418425
,138.004875,68.44735
,138.024625,68.493875
,138.0595,68.513575
,138.078375,68.94525
,138.08575,68.959
,138.11405,69.088825
,138.124975,69.641
,138.144325,69.693375
,138.1665,69.789025
,138.221625,69.80345
,138.2514,69.8221
,138.28135,70.0213
,138.35005,70.432475
,138.376575,70.85685
,138.40495,71.003
,138.4303,71.6239
,138.4555,72.20315
,138.48935,72.2245
,138.5181,72.256825
,138.525275,72.298975
,138.546825,72.446375
,138.571,72.46
,138.573025,72.513275
,138.5843,72.53345
,138.595125,72.548125
,138.60525,72.5551
,138.6337,72.56185
,138.660175,72.571575
,138.68495,72.58095
,138.751975,72.58755
,138.790575,72.6012
,138.817225,72.6078
,138.834225,72.62145
,138.8839,72.632475
,138.9071,72.637675
,138.918225,72.640925
,138.940675,72.642675
,138.96875,72.65295
,139.008425,72.663225
,139.121125,72.6681
,139.141875,72.683375
,139.1684,72.69625
,139.184125,72.706175
,139.200925,72.728525
,139.224825,72.74845
,139.2415,72.76275
,139.280975,72.7883
,139.349675,72.80885
,139.406025,72.841225
,139.428075,72.903575
,139.45415,72.985
,139.4798,72.997625
,139.50035,73.025625
,139.512625,73.03565
,139.567625,73.051975
,139.6161,73.058725
,139.64055,73.081775
,139.661325,73.138475
,139.70295,73.159975
,139.714425,73.19765
,139.747425,73.385025
,139.77715,73.404475
,139.797825,73.422025
,139.87395,73.477975
,139.899375,73.63565
,139.926425,73.678575
,139.969825,73.779875
,140.000075,73.816125
,140.006275,73.94215
,140.01485,74.032125
,140.04995,74.117925
,140.082975,74.154175
,140.1,74.181225
,140.146275,74.2022
,140.181925,74.227575
,140.187275,74.279025
,140.24695,74.441625
,140.30265,74.497525
,140.343375,74.5211
,140.3977,74.531025
,140.429775,74.555525
,140.4714,74.574875
,140.493375,74.5952
,140.551,74.612
,140.5938,74.619
,140.62905,74.622275
,140.63035,74.636225
,140.67015,74.651225
,140.719625,74.67085
,140.744125,74.69935
,140.770175,74.729325
,140.80405,74.769325
,140.8282,74.844275
,140.878575,74.8756
,140.903575,74.882525
,140.917675,74.919825
,140.932275,74.9329
,140.9581,74.967225
,141.03385,75.002025
,141.076275,75.063125
,141.15,75.211825
,141.1681,75.32505
,141.1961,75.5075
,141.2209,75.557375
,141.279275,75.647975
,141.337875,75.70745
,141.3517,76.14575
,141.36435,76.270625
,141.415175,76.6309
,141.456175,76.639725
,141.48565,76.647
,141.51725,76.66175
,141.544625,76.672825
,141.572425,76.6893
,141.600275,76.702975
,141.626625,76.74595
,141.701525,76.764725
,141.7596,76.8258
,141.844125,76.953525
,141.882525,77.002725
,141.905425,77.005325
,141.962125,77.037775
,141.978175,77.0552
,141.997,77.081325
,142.034825,77.12695
,142.062125,77.150625
,142.093775,77.3567
,142.1196,77.3656
,142.172225,77.384975
,142.193,77.404575
,142.211825,77.4347
,142.221425,77.534825
,142.25305,77.576925
,142.322625,77.629675
,142.366175,77.906625
,142.39525,77.9511
,142.406325,77.9745
,142.461625,77.998025
,142.53225,78.376375
,142.5461,78.385725
,142.57705,78.409475
,142.615725,78.43985
,142.6863,78.4738
,142.70885,78.510425
,142.786275,78.84195
,142.8158,78.8503
,142.845825,78.88725
,142.857025,78.92735
,143.00965,78.951525
,143.021775,79.08845
,143.06975,79.214925
,143.078075,79.217375
,143.17485,79.23145
,143.18365,79.251875
,143.220675,79.2683
,143.2405,79.29855
,143.255525,79.491225
,143.272575,79.818575
,143.29935,79.9643
,143.32925,80.00875
,143.3533,80.092575
,143.3684,80.194875
,143.385175,80.216825
,143.434275,80.225725
,143.4473,80.2849
,143.4601,80.383
,143.49025,80.4051
,143.505075,80.450825
,143.563225,80.4682
,143.594175,80.4884
,143.724975,80.4973
,143.7615,80.52425
,143.790825,80.54165
,143.85585,80.546125
,143.877925,80.5545
,144.018575,80.56215
,144.045625,80.570225
,144.080775,80.5771
,144.12215,80.5851
,144.13875,80.591
,144.2021,80.59495
,144.218375,80.6124
