SPK_SPKC03a (inhibited),SPK_SPKC10a (inhibited),SPK_SPKC10b (inhibited),SPK_SPKC11a (short inhibition),SPK_SPKC11c (NA),SPK_SPKC12a (NA),SPK_SPKC13a (NA),SPK_SPKC16a (NA)
109.504375,179.878175,14.468225,70.539925,12.599025,58.67145,40.301825,226.2282
109.5916,179.90165,14.478175,70.562425,12.6032,58.763525,40.329175,226.253025
109.594475,180.26705,14.511625,70.598675,12.620375,58.80275,40.352775,226.291875
109.60255,180.382225,14.52035,70.661625,12.62755,58.915275,40.38045,226.308025
109.629075,180.640925,14.5323,70.700875,12.63295,58.982325,40.40755,226.326475
109.901125,181.730975,14.55325,70.766625,12.663575,59.009525,40.4341,226.343525
110.019775,181.7438,14.559775,70.812425,12.67555,59.05735,40.4483,226.35645
110.0324,181.849225,14.565275,70.85625,12.683025,59.125125,40.459125,226.371175
110.0402,182.297225,14.597525,70.903,12.6901,59.15985,40.4955,226.37985
110.084975,182.433275,14.642975,70.9085,12.6977,59.188925,40.5484,226.393875
110.131225,182.51225,14.65105,70.951375,12.7057,59.2208,40.604475,226.410475
110.201225,182.759925,14.658275,71.069725,12.7366,59.34785,40.629825,226.4239
110.54715,182.920475,14.68675,71.08435,12.74845,59.3991,40.667075,226.441675
110.915875,182.925075,14.717425,71.1235,12.76365,59.419525,40.705225,226.4557
111.023975,183.154875,14.7368,71.18255,12.7872,59.485125,40.73335,226.4695
111.49615,183.343425,14.79395,71.21895,12.797725,59.57975,40.749375,226.476775
111.51325,183.5218,14.8142,71.2798,12.80505,59.621675,40.77515,226.8998
111.51895,183.591375,14.8407,71.325,12.819475,59.6863,40.797175,226.937125
111.52755,183.65155,14.852775,71.34955,12.8273,59.750025,40.841575,226.9647
111.5316,183.6869,14.868775,71.38875,12.859975,59.803275,40.85225,226.989275
111.5544,183.8776,14.887775,71.4184,12.8708,59.8285,40.89315,227.012175
111.5686,184.17355,14.89525,71.437825,12.8808,59.85525,40.9174,227.033525
111.577775,184.306425,14.91295,71.51915,12.892925,59.901625,40.966225,227.05395
111.58115,184.350325,14.942925,71.5543,12.9048,59.945525,41.004825,227.071325
111.601775,184.720025,14.95595,71.595925,12.905825,59.957875,41.01965,227.109525
111.899225,184.8462,14.962225,71.72395,12.9302,59.97435,41.04205,227.1227
112.02405,184.885425,14.968525,71.765825,12.946475,60.007475,41.071275,227.1398
112.049975,185.0372,14.972475,71.83495,12.971875,60.058175,41.107975,227.1559
112.113025,185.55905,14.975875,71.878025,12.973875,60.098,41.1496,227.167575
112.1241,185.635725,14.980325,71.90915,12.98745,60.133525,41.198225,227.188125
112.134975,186.02785,14.989675,71.959875,13.0027,60.201875,41.2283,227.1991
112.1625,186.037475,15.003275,72.001375,13.00835,60.224075,41.272675,227.21465
112.25475,186.106175,15.0099,72.016775,13.019775,60.26175,41.281775,227.233725
112.55775,186.313775,15.013075,72.077875,13.0271,60.370575,41.302275,227.2466
112.559775,186.556525,15.0187,72.1252,13.039875,60.3943,41.3352,227.26315
112.6549,186.803675,15.024875,72.143675,13.0681,60.417025,41.3597,227.273525
112.920175,186.963075,15.03025,72.1765,13.093825,60.447,41.389425,227.287725
113.113525,187.08795,15.03405,72.256125,13.11065,60.467,41.4303,227.302575
113.159225,187.339625,15.054825,72.284475,13.142375,60.498875,41.50375,227.725825
113.16025,187.35965,15.07975,72.339775,13.160725,60.551075,41.5421,227.745675
113.19745,187.40985,15.09635,72.37675,13.17985,60.620325,41.5662,227.77195
113.23335,187.4421,15.1061,72.437175,13.187475,60.701675,41.6065,227.80235
113.439075,187.7672,15.12365,72.502425,13.20585,60.760175,41.6228,227.829375
113.7143,187.795175,15.1358,72.544075,13.21875,60.87335,41.64,227.87025
114.22055,187.8388,15.148,72.562825,13.239325,60.922475,41.684475,227.892425
114.393,187.915975,15.16945,72.59065,13.24925,60.981725,41.735925,227.909975
114.56075,187.98855,15.179475,72.6292,13.269075,61.01075,41.761225,227.937825
115.1162,188.021375,15.1914,72.7033,13.286575,61.02485,41.787725,227.956175
115.1183,188.075975,15.22615,72.768075,13.307,61.0508,41.8422,227.96665
115.1205,188.189575,15.235975,72.78975,13.316325,61.100125,41.8756,227.9986
115.133825,188.3076,15.245475,72.834875,13.32415,61.124325,41.9018,228.016875
115.14325,188.50095,15.260675,72.85435,13.331375,61.177325,41.94815,228.034525
115.2736,188.549825,15.2749,72.856275,13.345225,61.190125,41.959525,228.048125
115.346875,188.791725,15.303975,72.8808,13.363775,61.236075,42.0048,228.0624
115.357625,188.9661,15.324175,72.915975,13.38945,61.261375,42.0475,228.0807
115.5666,189.409225,15.336075,73.031175,13.4029,61.2843,42.066975,228.099125
115.60565,189.416525,15.3521,73.035525,13.4234,61.399425,42.112275,228.116075
115.630125,189.5042,15.361675,73.072475,13.42955,61.422775,42.13825,228.134275
115.7445,189.5454,15.36765,73.13515,13.43675,61.489625,42.1627,228.14705
115.80425,189.686275,15.378525,73.1923,13.460625,61.520175,42.200025,228.16075
116.130425,189.79185,15.388875,73.2079,13.47515,61.598625,42.21885,228.20305
116.13375,189.84725,15.406975,73.233875,13.52205,61.66105,42.260075,228.21825
116.2506,190.0892,15.415225,73.36235,13.533825,61.699475,42.300475,228.234825
116.2546,190.275775,15.4255,73.3954,13.540125,61.734275,42.322375,228.2499
116.257,190.4395,15.445575,73.5024,13.5547,61.7821,42.351675,228.276275
116.2867,190.576625,15.459225,73.5639,13.57385,61.860875,42.402075,228.289425
116.294475,190.585025,15.469025,73.6532,13.612,61.93395,42.42455,228.5435
116.3718,190.596,15.4805,73.6732,13.6222,61.952725,42.464775,228.585925
116.569125,190.601425,15.4874,73.710825,13.6297,61.982275,42.498525,228.6875
116.57315,190.793575,15.50145,73.7217,13.641975,62.01795,42.534075,228.7199
116.575325,190.978475,15.50965,73.74315,13.658675,62.0677,42.565625,228.746175
116.5776,190.983675,15.516375,73.760925,13.669425,62.112125,42.623375,228.785325
116.588375,191.157825,15.5408,73.786475,13.684525,62.184375,42.648075,228.817575
116.61575,191.1929,15.552225,73.813225,13.720175,62.221925,42.6767,228.8467
116.863175,191.575175,15.5663,73.839075,13.74725,62.33195,42.710675,228.86685
116.8653,191.671075,15.580975,73.8658,13.75945,62.408025,42.737775,228.90655
116.924225,191.9043,15.5928,73.884225,13.77245,62.447375,42.7638,228.92775
117.00135,192.156,15.61765,73.9218,13.786425,62.506125,42.796075,228.94825
117.0132,192.2246,15.62825,73.92835,13.796275,62.5754,42.828,228.963425
117.0574,193.19775,15.6667,73.9488,13.8013,62.5932,42.852225,228.989575
117.06935,193.269,15.6925,73.95775,13.803275,62.645025,42.87985,229.0042
117.10005,193.290175,15.7365,73.967025,13.8134,62.6818,42.91025,229.020175
117.200775,193.3502,15.7726,73.994025,13.826625,62.7112,42.93085,229.033
117.243275,193.419425,15.78875,74.008825,13.839575,62.7521,42.95085,229.0453
117.321725,193.461425,15.801225,74.0514,13.853175,62.800225,42.978425,229.061725
117.3243,193.5867,15.816025,74.07365,13.875225,62.83795,43.01015,229.07545
117.39945,193.8018,15.849225,74.099,13.88845,62.90155,43.02995,229.091675
117.430775,193.8316,15.870325,74.1198,13.90775,62.935375,43.04745,229.10055
117.433475,193.978375,15.880175,74.130475,13.922925,63.018975,43.091575,229.130825
117.535675,194.364325,15.88935,74.142275,13.9473,63.0601,43.11025,229.156575
117.53965,194.373325,15.8982,74.1494,13.95725,63.15185,43.13095,229.1672
117.570975,194.75615,15.9103,74.205675,13.9716,63.2301,43.1553,229.181975
117.583475,194.8303,15.91725,74.2223,13.983275,63.2606,43.179425,229.1956
117.64145,195.161725,15.92265,74.238475,13.991,63.2932,43.216175,229.2056
117.98075,195.42425,15.937675,74.26105,14.00855,63.323375,43.260425,229.221975
118.039525,195.616725,15.946175,74.29555,14.0551,63.351925,43.3113,229.23285
118.23685,195.7003,15.9554,74.316025,14.063775,63.376325,43.3445,229.254225
118.306575,195.727025,15.9672,74.331175,14.076375,63.41215,43.386925,229.2671
118.432425,195.9004,15.979925,74.3649,14.106825,63.4562,43.405625,229.276125
118.489075,195.993675,15.985175,74.376375,14.11465,63.48595,43.425125,229.285575
118.672775,196.181125,15.994825,74.415925,14.136225,63.52645,43.45285,229.296725
118.72975,196.510925,16.002725,74.439075,14.141325,63.55335,43.48075,229.304375
118.731475,196.55575,16.0056,74.479425,14.157775,63.573225,43.519525,229.32565
118.747275,196.6765,16.008825,74.526525,14.1919,63.59955,43.535775,229.33515
118.79025,196.7133,16.034025,74.5492,14.2037,63.628325,43.5535,229.34475
118.797775,196.74775,16.04605,74.577825,14.2201,63.649475,43.575025,229.3636
118.838375,196.86035,16.052775,74.594325,14.23365,63.681875,43.600075,229.373475
118.84955,196.92495,16.068825,74.6134,14.244825,63.718075,43.625275,229.383475
119.141925,197.3572,16.075825,74.640575,14.260125,63.760975,43.64285,229.390925
119.14385,197.556725,16.09005,74.66505,14.28085,63.7961,43.70345,229.401775
119.158225,198.17935,16.101425,74.7198,14.300325,63.832,43.74885,229.924325
119.162625,198.1876,16.1088,74.7335,14.31375,63.873325,43.7788,229.984675
119.177,198.21305,16.126175,74.758275,14.32955,63.91125,43.79875,230.012925
119.1891,198.283975,16.1379,74.771875,14.34375,63.938175,43.8324,230.05855
119.213175,198.459925,16.15535,74.845875,14.3458,63.9722,43.855175,230.1152
119.223925,198.524525,16.159825,74.860675,14.3683,64.01945,43.87435,230.140625
119.233675,198.977875,16.19125,74.89385,14.3792,64.0539,43.896525,230.1845
119.2562,199.02845,16.251475,74.9381,14.406375,64.107125,43.933625,230.2507
119.26075,199.415475,16.265925,75.011075,14.42905,64.15105,43.974975,230.297375
119.72235,199.6711,16.269575,75.0284,14.43455,64.168075,44.033075,230.3477
119.74965,199.937675,16.274525,75.09,14.4497,64.211425,44.083,230.3761
119.76705,199.9487,16.28405,75.109525,14.46825,64.2494,44.09625,230.410275
119.909025,200.03245,16.301125,75.13275,14.478175,64.291275,44.124075,230.4358
120.0474,200.383425,16.3239,75.15255,14.48675,64.327975,44.1739,230.475925
120.069575,200.4026,16.3331,75.1726,14.500825,64.368925,44.198825,230.49605
120.2477,200.51425,16.337825,75.2033,14.51165,64.385875,44.22045,230.5243
120.27305,200.60525,16.346725,75.23485,14.520375,64.4169,44.248325,230.55085
120.656925,200.766,16.356125,75.257825,14.5323,64.436775,44.260275,230.576125
120.6714,200.890675,16.375825,75.2732,14.55325,64.4621,44.282075,230.6008
120.8049,200.92415,16.383175,75.316275,14.5598,64.489625,44.336225,230.6156
120.810475,201.32625,16.39015,75.38495,14.5726,64.505225,44.360225,230.63805
120.83455,201.42025,16.40515,75.413225,14.588625,64.5232,44.407825,230.65905
121.03365,201.58625,16.419775,75.43035,14.597525,64.559925,44.422525,230.684625
121.0705,201.618,16.430375,75.4811,14.624675,64.60235,44.43475,230.7314
121.443175,201.778325,16.49035,75.554725,14.651075,64.631675,44.46045,230.774475
121.447675,201.8507,16.50305,75.588475,14.671025,64.664775,44.4733,230.792525
121.450575,202.063575,16.50585,75.740325,14.692075,64.68645,44.490275,230.8176
121.45385,202.13205,16.520125,75.769975,14.69875,64.71875,44.51675,230.83785
121.47395,202.17465,16.53035,75.787925,14.71745,64.746725,44.553925,230.854575
121.578625,202.415575,16.58425,75.801675,14.736825,64.7743,44.579625,230.8807
121.58215,202.65345,16.5919,75.829275,14.7562,64.79535,44.6017,230.92405
121.587325,202.816775,16.60035,75.8845,14.770325,64.807325,44.6231,230.942375
121.617975,202.9589,16.6162,75.907175,14.8142,64.872075,44.650175,231.007775
121.6236,203.1481,16.626375,75.92635,14.824225,64.91465,44.6853,231.0209
121.630075,203.390825,16.6347,75.946475,14.8407,64.952475,44.70925,231.039725
121.6406,203.56895,16.6412,75.978475,14.852775,64.980675,44.738325,231.05815
121.644425,203.60085,16.65135,76.0253,14.86875,65.015325,44.759125,231.07605
121.66035,203.795975,16.68695,76.05495,14.887775,65.0335,44.777275,231.092525
121.722475,203.995775,16.701275,76.0899,14.89525,65.1141,44.798475,231.11785
122.072725,204.7806,16.725925,76.13385,14.91295,65.147325,44.8166,231.135075
122.08885,204.919325,16.74145,76.2033,14.927625,65.1703,44.848225,231.156325
122.0975,205.029175,16.74385,76.283275,14.94295,65.202325,44.869525,231.178925
122.104125,205.155175,16.747725,76.33165,14.955975,65.247325,44.8891,231.202475
122.120575,205.1929,16.75935,76.352925,14.95975,65.285975,44.9149,231.2253
122.2144,205.240425,16.770325,76.370075,14.962225,65.306175,44.945175,231.2412
122.224775,205.3798,16.8123,76.431225,14.975875,65.327225,44.960925,231.261025
122.27465,205.402825,16.830275,76.512725,14.980325,65.34155,44.989075,231.299875
122.281725,205.5895,16.84555,76.62555,14.989675,65.375475,45.00865,231.318075
122.34855,205.7247,16.86795,76.666425,15.0033,65.398,45.027325,231.34415
122.7095,205.89505,16.887875,76.720175,15.013075,65.429675,45.044375,231.360825
122.829625,206.0227,16.89795,76.73915,15.01875,65.4916,45.064925,231.3861
123.102425,206.44215,16.912775,76.75705,15.024875,65.5204,45.075075,231.432375
123.4926,206.51705,16.919775,76.768675,15.034075,65.5627,45.099525,231.459625
123.4973,206.8958,16.9313,76.797925,15.05485,65.601825,45.113625,231.51495
123.633375,207.0963,16.9543,76.849425,15.072175,65.6182,45.1697,231.54735
123.962125,207.4711,16.973725,76.945575,15.07975,65.63755,45.19845,231.566825
123.98325,208.41745,16.98605,77.120625,15.089525,65.672025,45.210475,231.589975
124.02765,208.571175,17.000975,77.226275,15.1061,65.687125,45.226625,231.6107
124.06965,208.868075,17.026625,77.523675,15.1358,65.708425,45.244075,231.643475
124.071925,208.984525,17.036075,77.5699,15.148025,65.7367,45.261725,231.6737
124.107225,209.038125,17.042775,77.60485,15.1585,65.748,45.28,231.68985
124.136325,209.342625,17.06115,77.619175,15.170875,65.7879,45.32525,231.7098
124.158775,210.016175,17.076325,77.633075,15.190125,65.8205,45.34625,231.733525
124.27125,210.2485,17.101475,77.688925,15.1919,65.85195,45.365575,231.7487
124.29645,210.433825,17.120875,77.70655,15.206675,65.91095,45.3899,231.8063
124.2989,210.52645,17.13925,77.7235,15.22615,65.9495,45.4261,231.830825
124.33635,211.0579,17.14615,77.758275,15.24545,66.006725,45.439675,231.8491
124.38365,211.705175,17.153325,77.7818,15.260675,66.0301,45.46215,231.8752
124.413125,211.8677,17.167375,77.81325,15.2749,66.12015,45.471925,231.902825
124.4158,212.2296,17.1795,77.82335,15.304,66.188175,45.4956,231.92905
124.42165,212.262,17.18985,77.851525,15.324175,66.236025,45.519675,231.968925
124.4358,212.471825,17.23325,77.935525,15.33605,66.26635,45.54665,231.9936
124.4677,213.01065,17.2453,77.96915,15.352125,66.2817,45.5598,232.029075
124.82105,213.169775,17.2548,78.01685,15.367675,66.326325,45.576025,232.08585
125.077475,213.52575,17.26545,78.060225,15.3785,66.3592,45.6107,232.135875
125.107075,213.661675,17.26965,78.110175,15.397,66.393375,45.642125,232.1937
125.11705,214.426875,17.273975,78.1514,15.406975,66.4043,45.6623,232.215775
125.130975,215.118775,17.282325,78.166925,15.41525,66.439475,45.680325,232.236475
125.22095,215.2602,17.2959,78.205675,15.4255,66.4569,45.70165,232.263
125.283225,215.2938,17.307825,78.2805,15.43545,66.4988,45.7587,232.290525
125.71835,215.6897,17.323325,78.320325,15.459225,66.525825,45.80805,232.31585
125.768575,215.916775,17.334375,78.3597,15.469025,66.55975,45.823775,232.338325
125.77315,216.139875,17.3475,78.422375,15.480525,66.57555,45.8434,232.362425
125.883725,216.372825,17.368775,78.45675,15.4874,66.5987,45.883675,232.410975
126.170725,216.388875,17.37875,78.480475,15.501475,66.62395,45.900575,232.433075
126.188,216.420475,17.383325,78.505725,15.50755,66.6774,45.913475,232.4627
126.5161,216.5463,17.3891,78.54725,15.5164,66.6877,45.943725,232.49115
127.00605,216.5712,17.39135,78.580625,15.5408,66.7481,45.9688,232.503525
127.008,216.612775,17.3949,78.622375,15.552225,66.771275,45.990375,232.52895
127.038275,216.75995,17.400725,78.68565,15.5663,66.788575,46.0268,232.5507
127.067625,216.9208,17.409925,78.734075,15.58045,66.808075,46.0559,232.583175
127.1054,217.186225,17.414075,78.773925,15.617675,66.83245,46.07245,232.613975
127.458875,217.607075,17.418475,78.838425,15.62825,66.8625,46.0915,232.645775
127.636525,217.616725,17.423,78.884125,15.640425,66.886325,46.12585,232.672875
127.65335,217.6577,17.429075,78.8891,15.645,66.904475,46.1551,234.3611
127.955125,217.94425,17.435925,78.908975,15.666725,66.93665,46.192725,235.518825
127.9728,218.05815,17.439725,78.9449,15.6925,66.95755,46.227225,235.554275
127.976975,218.064175,17.444425,78.992575,15.70285,66.977475,46.2288,235.610825
128.044725,218.42735,17.469225,79.146675,15.736525,66.986575,46.2526,235.64215
128.16035,218.656125,17.4741,79.17775,15.754825,66.9941,46.280125,235.675575
128.245375,218.836875,17.4777,79.2229,15.772625,67.02985,46.32575,235.69915
128.582325,218.887725,17.492425,79.2845,15.788775,67.062175,46.347625,235.72665
128.58535,218.952175,17.533975,79.349875,15.801225,67.080025,46.371775,236.211525
129.1878,219.4722,17.536575,79.439775,15.816025,67.1011,46.39495,236.2707
130.02045,219.607425,17.538675,79.565975,15.8239,67.115875,46.4185,236.301125
130.0228,219.7011,17.553475,79.6707,15.83715,67.149425,46.4367,236.323025
130.207675,219.80235,17.578875,79.68605,15.849225,67.1768,46.440975,236.352075
130.213975,219.832075,17.58165,79.71345,15.87035,67.21285,46.468625,236.711625
130.312225,219.903925,17.588875,79.72635,15.880175,67.245175,46.4876,236.930075
130.373675,220.010275,17.604975,79.734625,15.88935,67.265525,46.5058,236.984525
130.592,220.34215,17.626325,79.7397,15.898225,67.300325,46.522625,237.111525
130.62445,220.425025,17.6393,79.76335,15.9056,67.329825,46.537075,237.167175
130.87705,221.00025,17.652475,79.819725,15.9103,67.352625,46.550475,237.189425
130.952025,221.04695,17.664575,79.9637,15.9173,67.37665,46.56795,237.214975
130.974125,221.19455,17.691525,79.987875,15.922675,67.40415,46.5933,237.22875
130.9819,221.3021,17.7065,80.00805,15.929325,67.4511,46.6115,237.248
130.994625,221.345975,17.72,80.044225,15.946175,67.46145,46.6272,237.273725
131.147925,221.52675,17.733925,80.127625,15.961275,67.4893,46.6536,237.2957
131.2366,221.65875,17.741825,80.247225,15.9672,67.505675,46.676825,237.306675
131.292025,222.007275,17.754425,80.27835,15.97995,67.522625,46.693775,237.32955
131.35955,222.6681,17.768225,80.330275,15.9852,67.53785,46.7148,237.354675
131.4467,222.9804,17.7894,80.3394,15.994825,67.56985,46.73195,237.377925
131.564075,223.472775,17.8042,80.391425,16.002725,67.591625,46.75365,237.397625
131.5724,223.4874,17.809875,80.412175,16.0176,67.60695,46.7825,237.417725
131.592875,223.73895,17.819275,80.67965,16.025075,67.629075,46.80315,237.44775
131.650275,223.765575,17.8238,80.7321,16.029525,67.660375,46.81045,237.922025
131.802375,224.092275,17.836,80.979225,16.034025,67.69555,46.82415,237.9544
132.109,224.124875,17.848075,81.02795,16.04605,67.71705,46.8377,237.99135
132.1132,224.37195,17.85695,81.154375,16.0528,67.7378,46.8625,238.006875
132.180575,224.3961,17.860775,81.2737,16.075825,67.770475,46.869625,238.029575
132.18345,224.609075,17.869325,81.2977,16.0842,67.78265,46.887175,238.0535
132.189675,224.7627,17.8746,81.3417,16.090025,67.811275,46.91115,238.068775
132.2282,224.9813,17.882125,81.387675,16.101425,67.863475,46.92785,238.093075
132.25025,225.311525,17.88785,81.4243,16.1088,67.897925,46.9397,238.113375
132.27925,225.34355,17.910425,81.445175,16.118475,67.94155,46.962625,238.129975
132.54545,225.35205,17.91285,81.4955,16.1262,67.96705,46.996525,238.16245
132.614975,225.4573,17.9253,81.5484,16.1379,67.99855,47.016575,238.17735
132.630775,225.588375,17.935175,81.6079,16.19125,68.029,47.0383,238.188825
132.633925,225.7519,17.943475,81.672075,16.262375,68.0964,47.058775,238.20105
132.75465,226.000825,17.949075,81.685925,16.269575,68.12335,47.08435,238.2125
132.808825,226.04765,17.996425,81.7408,16.274525,68.1442,47.1118,238.228
132.97165,226.183075,17.99985,81.83955,16.284075,68.204975,47.137275,238.553725
133.130275,226.776125,18.0184,81.856225,16.289475,68.25455,47.190525,238.573675
133.132225,226.856375,18.022875,81.936875,16.30115,68.273875,47.22155,238.618775
133.236775,226.86485,18.043325,81.961275,16.311675,68.30935,47.2585,238.64315
133.381975,227.05015,18.054625,82.0071,16.323925,68.3559,47.2871,238.663075
133.50615,227.16705,18.062275,82.1339,16.3331,68.3813,47.323475,238.68475
133.5209,227.390775,18.06605,82.182175,16.337825,68.40655,47.349575,238.70505
133.537225,227.416625,18.072975,82.1983,16.3467,68.4334,47.375825,238.726375
133.540225,228.2906,18.08855,82.2085,16.37055,68.46585,47.3928,238.7463
133.5565,228.318475,18.114625,82.240925,16.383175,68.532825,47.418025,238.76545
133.711925,228.341725,18.1225,82.295025,16.390175,68.57195,47.448775,238.802825
133.787775,228.421,18.130275,82.33755,16.40515,68.651975,47.47615,238.835275
133.9156,228.50795,18.1512,82.390175,16.419775,68.7053,47.491375,238.879275
133.91875,228.52275,18.16045,82.42995,16.4304,68.7289,47.517775,238.8921
133.92385,229.1019,18.197175,82.4579,16.440625,68.771375,47.528325,238.90595
133.950375,229.18445,18.2239,82.47885,16.444,68.8824,47.553375,238.922275
133.95235,230.027575,18.2335,82.5977,16.476175,68.930025,47.578925,238.933325
134.0133,230.4344,18.238475,82.651625,16.4812,68.9428,47.60585,238.949425
134.015325,230.568725,18.269025,82.6756,16.49035,68.979,47.637475,238.962
134.308875,230.622175,18.2844,82.686975,16.50305,69.00115,47.655875,238.97325
134.324175,230.858475,18.30025,82.71785,16.520125,69.090425,47.68665,238.980175
134.3413,230.91025,18.310225,82.76935,16.53035,69.160225,47.71935,238.994075
134.349325,230.9596,18.318975,82.783175,16.54435,69.214875,47.7313,239.0077
134.375925,231.161075,18.32275,82.793675,16.56845,69.26925,47.76395,239.018275
134.380325,231.449175,18.3317,82.83495,16.584275,69.316075,47.777325,239.032275
134.4297,231.767525,18.34035,82.868525,16.591925,69.387575,47.790675,239.0424
134.4449,232.1985,18.3456,82.936875,16.60035,69.45585,47.8,239.057725
134.453025,232.4837,18.358075,82.962825,16.616175,69.496075,47.817275,239.068825
134.46045,232.983925,18.38135,83.00125,16.626375,69.54895,47.8713,239.081475
134.469,233.0578,18.3909,83.033675,16.634725,69.57315,47.908425,239.093825
134.472125,233.17765,18.392275,83.1123,16.64125,69.60885,47.94135,239.105925
134.49065,233.2161,18.403975,83.277325,16.656225,69.629525,47.964125,239.12515
134.54315,233.2802,18.41425,83.312925,16.6723,69.63855,47.99265,239.13635
134.54545,233.295025,18.424425,83.333975,16.68695,69.701975,48.005425,239.14595
134.79845,233.386525,18.436975,83.380925,16.701275,69.78665,48.040025,239.16075
134.803825,233.487975,18.445175,83.476525,16.7145,69.9314,48.055075,239.173125
134.827825,233.537575,18.4525,83.548925,16.72595,69.98605,48.0713,239.423425
134.83865,233.550375,18.457775,83.749225,16.735375,70.006425,48.108775,239.449975
134.845575,233.8348,18.4642,83.785225,16.74145,70.027825,48.12805,239.5115
134.925625,233.88105,18.4758,83.810575,16.743875,70.0388,48.145275,239.542025
135.1392,233.90735,18.480025,83.81325,16.75935,70.043925,48.167375,239.608575
135.1457,233.912425,18.49775,83.88065,16.77035,70.054125,48.21605,239.625025
135.3811,234.01035,18.51005,83.9162,16.7776,70.067075,48.279975,239.642075
135.5139,234.19395,18.5141,83.9343,16.8123,70.080175,48.342025,239.672625
135.52015,234.427125,18.5322,83.982575,16.81985,70.0888,48.3757,239.688075
135.5335,234.438125,18.535375,84.03115,16.853025,70.09775,48.41815,239.715025
135.53755,234.614875,18.55965,84.042375,16.86795,70.116325,48.457225,239.727125
135.5769,234.917475,18.5741,84.07705,16.874775,70.132125,48.48505,239.7424
135.6856,234.946625,18.595,84.1425,16.8879,70.152375,48.5014,239.753075
135.89125,235.817475,18.647375,84.2336,16.89795,70.179975,48.515975,239.78295
135.906175,235.85835,18.666475,84.25555,16.912775,70.2098,48.5255,239.800025
135.9607,236.0176,18.67435,84.347625,16.91975,70.22535,48.54275,239.810475
135.966525,236.36185,18.6869,84.350125,16.9313,70.254525,48.559,239.8239
135.986975,236.801125,18.714475,84.38995,16.9543,70.2786,48.576675,239.8391
135.991325,237.319025,18.718925,84.465725,16.97375,70.29505,48.600325,239.862225
136.247375,237.662925,18.726725,84.503525,16.986075,70.315725,48.618175,239.877725
136.2773,238.350725,18.76575,84.574625,17.001,70.3335,48.6541,239.882975
136.282725,238.7234,18.778725,84.589975,17.013075,70.3745,48.692225,239.899325
136.2859,238.7321,18.812425,84.642175,17.026625,70.4027,48.723825,239.933075
136.291975,238.7528,18.825775,84.796775,17.06115,70.43785,48.75115,239.94465
136.306375,239.123325,18.856775,84.848525,17.076325,70.467625,48.8047,239.96655
136.3611,239.183275,18.865625,84.885825,17.09,70.5623,48.83585,239.98895
136.71905,239.23475,18.877825,84.9571,17.101475,70.5985,48.873025,240.00325
136.746425,239.5704,18.91825,85.02355,17.120875,70.66145,48.907125,240.0126
136.77075,239.601075,18.92285,85.146675,17.153325,70.70075,48.940175,240.02395
136.880475,239.81545,18.928475,85.21395,17.167375,70.766525,48.968825,240.04995
136.934725,239.859775,18.946225,85.2928,17.179475,70.834475,49.0167,240.062775
136.96545,239.912675,18.957225,85.36465,17.189875,70.8561,49.043375,240.072725
136.9686,240.131075,18.97605,85.483575,17.209275,70.8842,49.068525,240.081875
136.974,240.162875,18.98585,85.6049,17.21385,70.9028,49.08685,240.093525
136.994975,240.1754,19.0051,85.64535,17.224725,70.951225,49.12355,240.355275
137.153975,240.693275,19.020725,85.7641,17.23325,70.976825,49.16235,240.398125
137.158525,240.9507,19.029975,85.8116,17.2453,71.006175,49.204675,240.506725
137.1736,241.160575,19.04185,85.8527,17.26545,71.03365,49.239875,240.561775
137.19145,241.428125,19.052975,85.8776,17.283175,71.069575,49.2731,240.592675
137.238725,241.817575,19.065825,85.905875,17.289975,71.084175,49.29305,240.63945
137.26825,242.16645,19.084875,85.946775,17.30785,71.143625,49.333025,240.6623
137.3423,242.281975,19.107175,86.0086,17.32335,71.182375,49.38285,240.67545
137.37445,242.312775,19.1116,86.020025,17.334375,71.2188,49.407875,240.69265
137.403575,242.650475,19.12805,86.0595,17.342125,71.279625,49.434075,240.7127
137.4413,242.911175,19.143,86.1081,17.347525,71.299925,49.48465,240.732725
137.491525,243.103425,19.156475,86.13285,17.35685,71.32485,49.51635,240.751325
137.65935,243.1178,19.166525,86.294475,17.368725,71.3886,49.546775,240.77535
137.81095,243.4451,19.175375,86.3321,17.37875,71.4182,49.579775,240.797575
137.817725,244.17285,19.191925,86.3789,17.38335,71.43775,49.60645,240.81245
137.851325,244.83695,19.202225,86.4189,17.391375,71.51905,49.62385,240.829675
137.913525,245.005375,19.2183,86.45365,17.3949,71.595775,49.6463,240.866925
137.918825,245.07715,19.22525,86.49935,17.40075,71.6683,49.679225,240.8959
137.924175,245.377175,19.233325,86.514375,17.405325,71.723825,49.71705,240.90775
137.928,245.489025,19.24415,86.5324,17.409925,71.76565,49.7624,241.339825
137.9924,245.545,19.252175,86.566175,17.414075,71.8348,49.775175,241.553575
138.100025,245.61495,19.27545,86.649775,17.4185,71.909,49.797725,241.58865
138.234225,245.6559,19.285275,86.674375,17.423,71.959725,49.82465,241.62195
138.328225,245.709425,19.294075,86.697775,17.429075,72.001225,49.8636,241.6519
138.68105,245.7606,19.29735,86.749025,17.4359,72.0166,49.89505,241.674625
138.690075,245.84855,19.3081,86.79135,17.44445,72.0777,49.932125,241.7026
138.873175,245.85845,19.3182,86.8601,17.447925,72.12505,49.9553,241.757775
