SPK_SPKC03a (inhibited),SPK_SPKC10a (inhibited),SPK_SPKC10b (inhibited),SPK_SPKC11a (short inhibition),SPK_SPKC11c (NA),SPK_SPKC12a (NA),SPK_SPKC13a (NA),SPK_SPKC16a (NA)
,,71.51445,284.794675,99.39325,269.53735,,
,,71.5298,284.81405,99.422825,269.581925,,
,,71.55125,284.838275,99.4366,269.64475,,
,,71.56705,284.864975,99.479775,269.747325,,
,,71.5764,284.902675,99.53145,269.8412,,
,,71.594425,284.93865,99.5547,269.93095,,
,,71.60335,284.951275,99.5688,269.964875,,
,,71.629,284.9844,99.58735,270.009625,,
,,71.64145,285.02165,99.614875,270.062975,,
,,71.660275,285.083775,99.667025,270.163075,,
,,71.6643,285.13035,99.682175,270.195325,,
,,71.6711,285.1825,99.7393,270.240825,,
,,71.69385,285.20835,99.74845,270.2809,,
,,71.711475,285.278175,99.768275,270.317075,,
,,71.726225,285.29655,99.83435,270.367275,,
,,71.736025,285.303825,99.884325,270.39815,,
,,71.74445,285.323525,99.89415,270.476125,,
,,71.758625,285.33405,99.901125,270.56815,,
,,71.776825,285.34775,99.909,270.6468,,
,,71.790825,285.370175,99.945775,270.706475,,
,,71.805275,285.386325,99.964025,270.76155,,
,,71.82205,285.4137,99.973575,270.803575,,
,,71.842775,285.430825,99.979125,270.850675,,
,,71.861575,285.447275,100.01585,270.883125,,
,,71.87655,285.4779,100.09485,270.941325,,
,,71.894,285.513475,100.11965,270.9932,,
,,71.9098,285.57145,100.1572,271.051925,,
,,71.918025,285.604875,100.179,271.10425,,
,,71.94175,285.686125,100.19215,271.1543,,
,,71.974325,285.725,100.255325,271.209775,,
,,71.9885,285.780725,100.2665,271.253075,,
,,71.99495,285.849375,100.298025,271.308825,,
,,72.006225,285.888575,100.354675,271.44215,,
,,72.0163,285.924975,100.4916,271.4749,,
,,72.024175,285.95955,100.502375,271.497725,,
,,72.0342,286.000175,100.52425,271.52195,,
,,72.04575,286.055625,100.62905,271.60425,,
,,72.060425,286.061875,100.65385,271.660375,,
,,72.069925,286.12765,100.681875,271.719025,,
,,72.081625,286.197325,100.6923,271.7673,,
,,72.097725,286.2375,100.72345,271.794175,,
,,72.115175,286.26105,100.864025,271.86475,,
,,72.130925,286.27705,101.009575,271.91515,,
,,72.138225,286.290575,101.01835,271.95265,,
,,72.151175,286.314875,101.033125,271.98115,,
,,72.1708,286.343025,101.056675,272.0085,,
,,72.180425,286.35485,101.115425,272.039825,,
,,72.20005,286.373575,101.138825,272.0644,,
,,72.221725,286.409125,101.14425,272.116425,,
,,72.231475,286.4282,101.1659,272.1919,,
,,72.248125,286.450475,101.20095,272.22195,,
,,72.261475,286.49815,101.310925,272.2644,,
,,72.2736,286.519675,101.3339,272.307625,,
,,72.291525,286.568675,101.3902,272.339775,,
,,72.3249,286.584225,101.39685,272.3792,,
,,72.35555,286.6343,101.526975,272.41765,,
,,72.37815,286.659825,101.5697,272.4606,,
,,72.3848,286.694525,101.578225,272.53525,,
,,72.41105,286.840625,101.63255,272.5699,,
,,72.4221,286.8774,101.692,272.6066,,
,,72.43895,286.930475,101.7256,272.631325,,
,,72.451875,287.022575,101.739775,272.660925,,
,,72.47555,287.0576,101.803225,272.6972,,
,,72.47785,287.076775,101.8719,272.7229,,
,,72.48915,287.108975,101.882925,272.759875,,
,,72.515475,287.1214,101.8941,272.78395,,
,,72.52465,287.1481,101.92195,272.83895,,
,,72.5393,287.177325,101.95005,272.912925,,
,,72.556875,287.2108,101.961425,272.9622,,
,,72.581125,287.24135,101.969825,273.010725,,
,,72.604275,287.281975,102.000225,273.035725,,
,,72.631475,287.315675,102.0371,273.0569,,
,,72.639375,287.35145,102.0575,273.095675,,
,,72.65335,287.397375,102.102225,273.122925,,
,,72.666325,287.429625,102.11595,273.144125,,
,,72.680725,287.466975,102.156925,273.170675,,
,,72.690175,287.49485,102.3266,273.233875,,
,,72.708075,287.562625,102.473775,273.2546,,
,,72.7283,287.5785,102.489475,273.285125,,
,,72.740375,287.605575,102.5546,273.3253,,
,,72.746075,287.628125,102.576125,273.353775,,
,,72.755725,287.65305,102.61085,273.37855,,
,,72.764525,287.681725,102.618625,273.418375,,
,,72.774875,287.717525,102.7006,273.43895,,
,,72.795775,287.7741,102.7255,273.4642,,
,,72.812675,287.833825,102.78555,273.496525,,
,,72.828325,287.8567,102.811125,273.5376,,
,,72.876775,287.876225,102.875175,273.610925,,
,,72.914175,287.88645,102.883175,273.6566,,
,,72.951725,287.896375,102.976775,273.726875,,
,,72.976775,287.905175,102.985775,273.7623,,
,,72.987875,287.916575,103.017125,273.809075,,
,,73.00865,287.92575,103.133275,273.852775,,
,,73.024175,287.938775,103.15955,273.874,,
,,73.0355,287.95685,103.1876,273.907775,,
,,73.051125,287.9778,103.1932,273.955425,,
,,73.071825,287.993575,103.229075,273.983425,,
,,73.089375,288.020325,103.247975,274.022875,,
,,73.096,288.052975,103.254375,274.085575,,
,,73.11085,288.06325,103.262375,274.142,,
,,73.13865,288.0755,103.404875,274.174025,,
,,73.139875,288.094,103.4549,274.2011,,
,,73.156775,288.151075,103.49075,274.27725,,
,,73.21405,288.19525,103.53955,274.332325,,
,,73.243675,288.23825,103.553425,274.455725,,
,,73.260025,288.25655,103.58575,274.5225,,
,,73.27605,288.2713,103.67935,274.679925,,
,,73.2924,288.2831,103.698025,274.826775,,
,,73.303625,288.2993,103.79765,274.865275,,
,,73.322,288.325375,103.804025,274.9193,,
,,73.333175,288.3472,103.861825,275.1639,,
,,73.348125,288.37615,103.887825,275.301925,,
,,73.356925,288.41415,103.91985,275.510775,,
,,73.364875,288.456275,103.934975,275.65325,,
,,73.372275,288.519725,103.95635,275.701275,,
,,73.378725,288.55745,103.974325,275.947375,,
,,73.382225,288.594425,104.0192,276.047825,,
,,73.39205,288.628225,104.0222,276.10265,,
,,73.4064,288.66335,104.04635,276.155975,,
,,73.41465,288.6967,104.09145,276.249125,,
,,73.4297,288.7127,104.14905,276.31215,,
,,73.436825,288.73255,104.164075,276.376975,,
,,73.45345,288.743175,104.20525,276.46995,,
,,73.46435,288.759625,104.22325,276.533625,,
,,73.483475,288.803025,104.378525,276.56155,,
,,73.4923,288.8901,104.468075,276.612375,,
,,73.5018,288.934225,104.5238,276.659025,,
,,73.521425,288.969325,104.552625,276.69375,,
,,73.5329,289.02545,104.604075,276.7218,,
,,73.5663,289.096825,104.74115,276.7541,,
,,73.5917,289.1446,104.76225,276.798325,,
,,73.618425,289.184825,104.7867,276.846275,,
,,73.64375,289.437475,104.808525,276.88745,,
,,73.659375,289.4668,104.810325,276.941425,,
,,73.67475,289.49475,104.8461,276.97865,,
,,73.6825,289.57815,104.85545,277.001775,,
,,73.70265,289.668675,104.8708,277.04645,,
,,73.71115,289.765475,104.8894,277.090875,,
,,73.72565,289.955175,104.909175,277.13275,,
,,73.7406,289.992675,104.9252,277.215275,,
,,73.755575,290.012575,104.94405,277.249675,,
,,73.76335,290.073975,104.9995,277.31735,,
,,73.783325,290.16435,105.040025,277.3824,,
,,73.800325,290.170175,105.119125,277.425725,,
,,73.824875,290.420275,105.13265,277.461775,,
,,73.839775,290.46645,105.17205,277.49225,,
,,73.857375,290.503525,105.269525,277.513,,
,,73.88245,290.53025,105.310575,277.5374,,
,,73.8933,290.557125,105.414775,277.569175,,
,,73.9077,290.690275,105.429525,277.62405,,
,,73.915125,290.8181,105.456875,277.669,,
,,73.9374,290.941625,105.483,277.7279,,
,,73.9493,290.971275,105.52865,277.78855,,
,,73.965,290.9985,105.59555,277.810425,,
,,73.99455,291.0147,105.5998,277.83585,,
,,74.01325,291.029675,105.659575,277.897725,,
,,74.05035,291.0495,105.67245,277.931425,,
,,74.06575,291.075825,105.67355,277.951125,,
,,74.080575,291.2381,105.697725,277.97105,,
,,74.09645,291.320725,105.76095,277.99995,,
,,74.125425,291.634675,105.818525,278.01405,,
,,74.1369,291.698325,105.841075,278.04815,,
,,74.173825,291.874675,105.85545,278.0699,,
,,74.19605,291.877875,105.964125,278.093125,,
,,74.20955,291.91615,106.025925,278.108475,,
,,74.226925,291.97455,106.149775,278.147125,,
,,74.267675,292.0337,106.16835,278.18025,,
,,74.294475,292.05815,106.179325,278.2109,,
,,74.3065,292.10745,106.2351,278.251075,,
,,74.334925,292.14435,106.241175,278.2874,,
,,74.345875,292.1792,106.365,278.362825,,
,,74.362025,292.2134,106.375275,278.395725,,
,,74.38355,292.248975,106.46865,278.473475,,
,,74.413425,292.341625,106.507675,278.556925,,
,,74.434025,292.422925,106.584925,278.632325,,
,,74.448375,292.894975,106.594575,278.6585,,
,,74.472475,292.992025,106.626425,278.683175,,
,,74.487525,292.995425,106.687825,278.694175,,
,,74.496125,293.023175,106.71885,278.71475,,
,,74.51295,293.071775,106.730175,278.75475,,
,,74.5299,293.104225,106.83725,278.76755,,
,,74.552975,293.1334,106.882175,278.794075,,
,,74.567825,293.1794,106.894425,278.808625,,
,,74.586,293.891775,106.92595,278.82875,,
,,74.594975,294.04575,106.97445,278.858325,,
,,74.609375,294.2501,106.989175,278.890975,,
,,74.633225,294.49585,107.071375,278.9407,,
,,74.638225,294.533275,107.132625,278.975125,,
,,74.651125,294.60935,107.14565,279.0154,,
,,74.664475,294.6371,107.180575,279.0592,,
,,74.680975,294.66005,107.265625,279.1337,,
,,74.713875,294.7376,107.279525,279.187325,,
,,74.735875,294.752575,107.315675,279.273475,,
,,74.769775,295.171975,107.347575,279.30315,,
,,74.800075,295.463075,107.3797,279.32105,,
,,74.82015,295.546625,107.400125,279.33825,,
,,74.829675,295.5656,107.408175,279.35515,,
,,74.838675,295.776225,107.436925,279.369825,,
,,74.87215,295.923775,107.441,279.401625,,
,,74.884325,295.96595,107.44485,279.427125,,
,,74.901525,296.0015,107.45655,279.470575,,
,,74.918725,296.043625,107.4942,279.4995,,
,,74.93215,296.138325,107.5232,279.58265,,
,,74.94555,296.3503,107.602425,279.620525,,
,,74.9625,296.41805,107.62165,279.658025,,
,,74.972475,296.464125,107.67425,279.75345,,
,,74.981875,296.747375,107.717125,279.7894,,
,,75.000925,296.824425,107.760825,279.83825,,
,,75.0195,296.851075,107.848925,279.8852,,
,,75.031575,296.99465,107.86225,279.91305,,
,,75.036925,297.084275,107.886975,279.979575,,
,,75.043875,297.1462,107.9606,280.047225,,
,,75.053975,297.233825,107.9759,280.143225,,
,,75.0991,297.280725,108.0489,280.220325,,
,,75.109525,297.30065,108.058325,280.26685,,
,,75.153025,297.314425,108.083125,280.2867,,
,,75.16965,297.37695,108.112225,280.320925,,
,,75.186475,297.496725,108.1464,280.36045,,
,,75.212,297.5327,108.156525,280.3995,,
,,75.2245,298.18085,108.1914,280.41825,,
,,75.246425,298.37395,108.2052,280.4946,,
,,75.27585,298.8022,108.224325,280.5817,,
,,75.284725,298.928275,108.2348,280.607825,,
,,75.290225,298.935875,108.262725,280.6362,,
,,75.30155,299.6249,108.284975,280.654275,,
,,75.310175,300.663775,108.294475,280.67115,,
,,75.31875,300.981225,108.309475,280.690025,,
,,75.338875,301.054175,108.3277,280.696325,,
,,75.37025,301.111825,108.35025,280.711575,,
,,75.390175,301.78545,108.375,280.751675,,
,,75.4037,302.259425,108.4225,280.785275,,
,,75.423325,302.529025,108.447,280.8281,,
,,75.445,302.604425,108.460625,280.852675,,
,,75.462125,303.422475,108.503025,280.916125,,
,,75.478025,303.70165,108.551625,281.0745,,
,,75.493025,303.89115,108.60205,281.1156,,
,,75.50585,306.65065,108.645125,281.148725,,
,,75.52075,306.904,108.6809,281.170725,,
,,75.545,308.67925,108.7529,281.1927,,
,,75.56245,310.10715,108.767725,281.226425,,
,,75.563575,312.291825,108.928375,281.277625,,
,,75.57415,313.68705,108.9597,281.313775,,
,,75.59255,313.9633,109.029925,281.522225,,
,,75.598175,315.7495,109.03535,281.553975,,
,,75.602475,315.780825,109.052,281.572125,,
,,75.60875,315.810025,109.222375,281.58875,,
,,75.616525,315.839275,109.246475,281.610075,,
,,75.6211,315.928375,109.271775,281.62245,,
,,75.627025,316.1345,109.30575,281.63845,,
,,75.631825,316.208325,109.335975,281.659075,,
,,75.63865,316.9212,109.3515,281.6789,,
,,75.64345,317.150025,109.436375,281.727825,,
,,75.66595,317.30255,109.46875,281.7767,,
,,75.6814,317.464425,109.481,281.824175,,
,,75.705275,317.89065,109.5061,281.87965,,
,,75.728025,317.926,109.51625,281.970075,,
,,75.750525,318.1979,109.529975,282.006675,,
,,75.768075,318.36025,109.545325,282.027175,,
,,75.788375,318.681475,109.55275,282.0507,,
,,75.82755,318.910075,109.558775,282.0691,,
,,75.843925,319.0155,109.568025,282.094275,,
,,75.857,319.3177,109.622175,282.124,,
,,75.86675,319.936,109.66165,282.165825,,
,,75.897225,,109.702325,282.23995,,
,,75.9124,,109.7363,282.29595,,
,,75.918175,,109.775575,282.413225,,
,,75.926325,,109.79905,282.44535,,
,,75.94525,,109.8125,282.4644,,
,,75.97125,,109.901625,282.48985,,
,,75.98355,,109.91915,282.50395,,
,,76.026475,,109.981625,282.522225,,
,,76.067925,,110.06525,282.55005,,
,,76.088475,,110.104725,282.61015,,
,,76.108775,,110.137675,282.6592,,
,,76.13005,,110.21585,282.69905,,
,,76.147075,,110.231875,282.725375,,
,,76.16325,,110.2568,282.7821,,
,,76.171625,,110.30325,282.813825,,
,,76.191675,,110.317875,282.835025,,
,,76.198825,,110.3797,282.85125,,
,,76.205625,,110.389,282.87345,,
,,76.2191,,110.4186,282.894425,,
,,76.233625,,110.443825,282.933725,,
,,76.25705,,110.46615,282.964825,,
,,76.273175,,110.521325,282.9991,,
,,76.287075,,110.570825,283.064325,,
,,76.310575,,110.66445,283.1036,,
,,76.324775,,110.72235,283.17195,,
,,76.3413,,110.73635,283.191325,,
,,76.356775,,110.77005,283.374975,,
,,76.3802,,110.85135,283.4069,,
,,76.3903,,110.93455,283.429325,,
,,76.40995,,110.9441,283.4478,,
,,76.425425,,110.961725,283.473775,,
,,76.4434,,111.007725,283.490275,,
,,76.4662,,111.03815,283.507075,,
,,76.47825,,111.056875,283.537775,,
,,76.493875,,111.111675,283.5752,,
,,76.506125,,111.12535,283.6198,,
,,76.51385,,111.137425,283.66125,,
,,76.523525,,111.172975,283.6927,,
,,76.535825,,111.20265,283.758375,,
,,76.557825,,111.2101,283.827825,,
,,76.592725,,111.251875,283.85865,,
,,76.60775,,111.33745,283.873675,,
,,76.62155,,111.35955,283.890525,,
,,76.648075,,111.397025,283.92185,,
,,76.65675,,111.4061,283.939275,,
,,76.6784,,111.57045,283.9689,,
,,76.693075,,111.585425,283.9944,,
,,76.7031,,111.601425,284.018025,,
,,76.733,,111.60875,284.040075,,
,,76.745325,,111.628775,284.087125,,
,,76.764725,,111.635475,284.1372,,
,,76.7801,,111.65275,284.1696,,
,,76.79255,,111.7021,284.231525,,
,,76.80535,,111.7619,284.2682,,
,,76.8167,,111.7964,284.2927,,
,,76.830975,,111.8113,284.3246,,
,,76.84535,,111.82815,284.34895,,
,,76.867475,,111.843375,284.3659,,
,,76.87695,,111.874375,284.3718,,
,,76.88715,,111.937175,284.390475,,
,,76.90505,,112.02125,284.399325,,
,,76.926575,,112.035775,284.414025,,
,,76.944575,,112.052825,284.438725,,
,,76.957925,,112.0762,284.453825,,
,,76.97535,,112.09095,284.466625,,
,,76.9895,,112.127075,284.528725,,
,,77.013925,,112.28915,284.570375,,
,,77.03225,,112.335425,284.6211,,
,,77.052775,,112.349325,284.666925,,
,,77.0648,,112.40495,284.70095,,
,,77.07075,,112.42385,284.713225,,
,,77.0807,,112.503425,284.77125,,
,,77.08355,,112.542525,284.79455,,
,,77.092425,,112.55625,284.8139,,
,,77.09855,,112.592375,284.838125,,
,,77.1091,,112.605325,284.86485,,
,,77.129525,,112.63645,284.902525,,
,,77.138975,,112.655675,284.951125,,
,,77.17855,,112.684075,285.021525,,
,,77.19235,,112.768425,285.08365,,
,,77.212325,,112.810775,285.130225,,
,,77.235425,,112.84075,285.182375,,
,,77.252375,,112.88095,285.2082,,
,,77.269775,,112.9237,285.278025,,
,,77.295425,,112.943125,285.296425,,
,,77.310725,,112.963675,285.303675,,
,,77.32435,,112.979775,285.3234,,
,,77.340825,,113.022675,285.333875,,
,,77.3746,,113.06805,285.347625,,
,,77.386025,,113.08285,285.37,,
,,77.395425,,113.106725,285.3862,,
,,77.3967,,113.11555,285.413525,,
,,77.408125,,113.140075,285.430675,,
,,77.418725,,113.15895,285.44715,,
,,77.432325,,113.168225,285.477775,,
,,77.44845,,113.2432,285.513325,,
,,77.46335,,113.2656,285.5713,,
,,77.471825,,113.297175,285.604725,,
,,77.48745,,113.320925,285.685975,,
,,77.5003,,113.33475,285.724875,,
,,77.5282,,113.378625,285.780575,,
,,77.551425,,113.3923,285.849225,,
,,77.565725,,113.4069,285.88845,,
,,77.581425,,113.527075,285.924825,,
,,77.605775,,113.58345,285.959425,,
,,77.639825,,113.633,286.00005,,
,,77.66,,113.647475,286.0555,,
,,77.672575,,113.69185,286.127525,,
,,77.692075,,113.739125,286.197175,,
,,77.720525,,113.818275,286.2374,,
,,77.748875,,113.828075,286.260925,,
,,77.7591,,113.87745,286.276925,,
,,77.77855,,113.906575,286.290475,,
,,77.783625,,114.07875,286.31475,,
,,77.789675,,114.096525,286.3429,,
,,77.7956,,114.126675,286.354725,,
,,77.804725,,114.1362,286.373425,,
,,77.81585,,114.191225,286.409,,
,,77.8249,,114.2404,286.42805,,
,,77.832725,,114.486175,286.450325,,
,,77.841975,,114.606675,286.498025,,
,,77.855825,,114.634125,286.51955,,
,,77.873,,114.6462,286.568525,,
,,77.888,,114.741325,286.58405,,
,,77.910125,,114.8359,286.634175,,
,,77.9244,,114.841825,286.6597,,
,,77.9449,,114.9021,286.69435,,
,,77.97235,,114.9393,286.71835,,
,,77.992875,,114.9472,286.750525,,
,,78.01105,,114.9577,286.8405,,
,,78.024725,,115.00385,286.877275,,
,,78.039525,,115.035275,286.93035,,
,,78.055875,,115.0471,287.022425,,
,,78.08705,,115.17585,287.05745,,
,,78.1011,,115.301925,287.07665,,
,,78.1125,,115.33525,287.10885,,
,,78.1337,,115.36145,287.121225,,
,,78.143025,,115.383275,287.147975,,
,,78.156,,115.41385,287.177175,,
,,78.1589,,115.485875,287.21065,,
,,78.1668,,115.49365,287.24125,,
,,78.17745,,115.5018,287.281825,,
,,78.183225,,115.510525,287.3513,,
,,78.19125,,115.57935,287.39725,,
,,78.2018,,115.601675,287.4295,,
,,78.205725,,115.620425,287.466825,,
,,78.210275,,115.676425,287.494725,,
,,78.216075,,115.698425,287.5408,,
,,78.22015,,115.711275,287.562475,,
,,78.223975,,115.751025,287.57835,,
,,78.2394,,115.8079,287.605475,,
,,78.257325,,115.817525,287.627975,,
,,78.267825,,115.852575,287.652875,,
,,78.280525,,115.89925,287.681575,,
,,78.29475,,116.002775,287.7174,,
,,78.311775,,116.011625,287.77395,,
,,78.342075,,116.0839,287.833675,,
,,78.36795,,116.097775,287.85655,,
,,78.3793,,116.117025,287.8761,,
,,78.404425,,116.137175,287.8863,,
,,78.420975,,116.166175,287.896225,,
,,78.433825,,116.18625,287.905025,,
,,78.4514,,116.196475,287.916425,,
,,78.46205,,116.207225,287.9256,,
,,78.4752,,116.2593,287.9386,,
,,78.479725,,116.2667,287.9567,,
,,78.48935,,116.27975,287.977675,,
,,78.494175,,116.36625,287.993425,,
,,78.5,,116.38165,288.052825,,
,,78.504075,,116.418125,288.0631,,
,,78.510775,,116.4751,288.093875,,
,,78.523,,116.4948,288.15095,,
,,78.5266,,116.502425,288.195125,,
,,78.534825,,116.5152,288.2381,,
,,78.54105,,116.58855,288.256425,,
,,78.553975,,116.63335,288.2712,,
,,78.5646,,116.644675,288.282975,,
,,78.57175,,116.67225,288.29915,,
,,78.5816,,116.696375,288.3252,,
,,78.58405,,116.7154,288.347025,,
,,78.60545,,116.7327,288.376,,
,,78.6233,,116.75975,288.414,,
,,78.651,,116.778675,288.4561,,
,,78.6556,,116.8029,288.519575,,
,,78.684125,,116.82925,288.5573,,
,,78.715675,,116.849925,288.594275,,
,,78.729275,,116.944175,288.628075,,
,,78.752175,,116.956375,288.663225,,
,,78.771825,,116.974,288.696575,,
,,78.79995,,116.997825,288.7126,,
,,78.8118,,117.1249,288.732425,,
,,78.821375,,117.140725,288.743,,
,,78.832125,,117.2176,288.75945,,
,,78.845725,,117.238625,288.8029,,
,,78.871575,,117.2563,288.88995,,
,,78.89175,,117.297625,288.934075,,
,,78.903175,,117.318725,288.969175,,
,,78.916025,,117.418175,289.0253,,
,,78.924075,,117.432375,289.096675,,
,,78.933125,,117.469175,289.144475,,
,,78.94275,,117.56705,289.437375,,
,,78.951225,,117.576875,289.466675,,
,,78.958325,,117.671675,289.4946,,
,,78.963025,,117.69005,289.57805,,
,,78.9686,,117.73165,289.668575,,
,,78.99005,,117.76325,289.765375,,
,,78.99425,,117.78515,289.95505,,
,,79.0096,,117.856525,289.99255,,
,,79.01535,,117.9308,290.01245,,
,,79.020825,,117.95415,290.07385,,
,,79.03005,,117.988825,290.1642,,
,,79.0385,,118.000175,290.420175,,
,,79.04285,,118.038225,290.4663,,
,,79.063525,,118.049075,290.503425,,
,,79.072325,,118.09235,290.53015,,
,,79.080425,,118.1704,290.557025,,
,,79.0851,,118.222025,290.69015,,
,,79.091975,,118.2587,290.818,,
,,79.103325,,118.2915,290.941525,,
,,79.11105,,118.299525,290.971175,,
,,79.133,,118.37365,290.998375,,
,,79.1756,,118.3885,291.014575,,
,,79.188575,,118.4232,291.02955,,
,,79.198025,,118.519025,291.04935,,
,,79.212725,,118.60355,291.075725,,
,,79.23155,,118.625525,291.237975,,
,,79.241375,,118.65225,291.3206,,
,,79.252425,,118.667,291.634575,,
,,79.26325,,118.68325,291.87455,,
,,79.273125,,118.7562,291.91605,,
,,79.2861,,118.77985,291.974425,,
,,79.292125,,118.7881,292.058025,,
,,79.315075,,118.874275,292.107325,,
,,79.3422,,118.91995,292.1442,,
,,79.361,,119.015225,292.179075,,
,,79.374825,,119.04005,292.213275,,
,,79.401375,,119.05145,292.24885,,
,,79.40825,,119.079025,292.287825,,
,,79.4142,,119.11665,292.3415,,
,,79.421725,,119.22985,292.422825,,
,,79.431475,,119.238375,292.894875,,
,,79.43865,,119.250875,292.991925,,
,,79.449425,,119.321425,293.0231,,
,,79.455075,,119.408625,293.1041,,
,,79.462,,119.514,293.133275,,
,,79.467475,,119.584,293.179275,,
,,79.475275,,119.601,294.575475,,
,,79.48895,,119.695175,297.376875,,
,,79.494875,,119.701975,323.737675,,
,,79.501225,,119.72205,,,
,,79.5065,,119.8243,,,
,,79.514725,,119.837775,,,
,,79.5229,,119.928925,,,
,,79.543225,,119.94465,,,
,,79.5578,,119.9743,,,
,,79.575275,,119.981725,,,
,,79.58855,,120.0256,,,
,,79.606675,,120.06385,,,
,,79.615275,,120.137225,,,
,,79.6286,,120.168025,,,
,,79.63045,,120.229,,,
,,79.646075,,120.2557,,,
,,79.6632,,120.271575,,,
,,79.671225,,120.302,,,
,,79.69845,,120.323675,,,
,,79.7113,,120.327825,,,
,,79.726875,,120.33315,,,
,,79.7654,,120.382575,,,
,,79.77765,,120.4041,,,
,,79.7848,,120.427275,,,
,,79.798675,,120.47135,,,
,,79.808375,,120.473625,,,
,,79.8237,,120.548675,,,
,,79.8351,,120.562725,,,
,,79.8453,,120.575625,,,
,,79.857175,,120.59125,,,
,,79.880725,,120.6999,,,
,,79.901125,,120.709675,,,
,,79.907875,,120.741,,,
,,79.93035,,120.7741,,,
,,79.93985,,120.807675,,,
,,79.96035,,120.876575,,,
,,79.981875,,120.884075,,,
,,79.99665,,120.905175,,,
,,80.03685,,120.94575,,,
,,80.05775,,120.957275,,,
,,80.07625,,120.962925,,,
,,80.0929,,120.966375,,,
,,80.1065,,121.054025,,,
,,80.1182,,121.05775,,,
,,80.13705,,121.071025,,,
,,80.14815,,121.13825,,,
,,80.17975,,121.14695,,,
,,80.196925,,121.175725,,,
,,80.210225,,121.236825,,,
,,80.223525,,121.318275,,,
,,80.2364,,121.337575,,,
,,80.2453,,121.458475,,,
,,80.2542,,121.5219,,,
,,80.263475,,121.627075,,,
,,80.27205,,121.635925,,,
,,80.28685,,121.644775,,,
,,80.293975,,121.656425,,,
,,80.299725,,121.750675,,,
,,80.30875,,121.77295,,,
,,80.3141,,121.848425,,,
,,80.321775,,121.94115,,,
,,80.340275,,121.9974,,,
,,80.3494,,122.005575,,,
,,80.35585,,122.03175,,,
,,80.365725,,122.061075,,,
,,80.39665,,122.075525,,,
,,80.404975,,122.089175,,,
,,80.419325,,122.1106,,,
,,80.437925,,122.1246,,,
,,80.449975,,122.180525,,,
,,80.471025,,122.199525,,,
,,80.487025,,122.2166,,,
,,80.5097,,122.22875,,,
,,80.524,,122.2684,,,
,,80.535275,,122.282175,,,
,,80.55485,,122.288075,,,
,,80.572575,,122.3185,,,
,,80.589825,,122.326825,,,
,,80.598275,,122.3396,,,
,,80.6174,,122.398875,,,
,,80.637575,,122.43985,,,
,,80.652775,,122.44305,,,
,,80.684575,,122.52585,,,
,,80.6984,,122.541675,,,
,,80.70565,,122.63425,,,
,,80.707175,,122.659025,,,
,,80.722025,,122.6752,,,
,,80.728575,,122.694325,,,
,,80.7364,,122.70205,,,
,,80.74725,,122.743025,,,
,,80.75095,,122.752025,,,
,,80.762,,122.75905,,,
,,80.773525,,122.780825,,,
,,80.777525,,122.80515,,,
,,80.783625,,122.838875,,,
,,80.78955,,122.8498,,,
,,80.800475,,122.909075,,,
,,80.814625,,122.948625,,,
,,80.8178,,122.979175,,,
,,80.8207,,122.98705,,,
,,80.82575,,123.02625,,,
,,80.8313,,123.058525,,,
,,80.845575,,123.077375,,,
,,80.8676,,123.087425,,,
,,80.88025,,123.1027,,,
,,80.88525,,123.117825,,,
,,80.890125,,123.1239,,,
,,80.897625,,123.196825,,,
,,80.903675,,123.2295,,,
,,80.9087,,123.30355,,,
,,80.918125,,123.314175,,,
,,80.94015,,123.35925,,,
,,80.955975,,123.36635,,,
,,80.9639,,123.401775,,,
,,80.978325,,123.422925,,,
,,80.983975,,123.515875,,,
,,81.009875,,123.578025,,,
,,81.046025,,123.589475,,,
,,81.053575,,123.6267,,,
,,81.0695,,123.644025,,,
,,81.081525,,123.698325,,,
,,81.0921,,123.6995,,,
,,81.108,,123.7245,,,
,,81.1212,,123.77255,,,
,,81.134775,,123.791775,,,
,,81.152025,,123.7976,,,
,,81.162675,,123.82535,,,
,,81.2043,,123.834325,,,
,,81.218575,,123.8617,,,
,,81.232025,,123.88025,,,
,,81.241475,,123.950325,,,
,,81.248575,,123.953125,,,
,,81.254425,,123.972,,,
,,81.2616,,124.010625,,,
,,81.27005,,124.022775,,,
,,81.28105,,124.05285,,,
,,81.28655,,124.08845,,,
,,81.291,,124.10755,,,
,,81.296575,,124.130925,,,
,,81.3028,,124.155025,,,
,,81.3111,,124.168325,,,
,,81.3155,,124.205675,,,
,,81.320675,,124.214225,,,
,,81.32695,,124.21975,,,
,,81.332125,,124.2259,,,
,,81.3561,,124.258925,,,
,,81.36725,,124.27145,,,
,,81.38905,,124.276575,,,
,,81.397325,,124.28475,,,
,,81.4046,,124.296775,,,
,,81.409175,,124.356675,,,
,,81.416625,,124.380625,,,
,,81.4283,,124.40795,,,
,,81.43575,,124.569375,,,
,,81.439475,,124.590125,,,
,,81.443375,,124.632325,,,
,,81.45105,,124.72525,,,
,,81.460525,,124.76585,,,
,,81.46895,,124.826275,,,
,,81.4758,,124.85125,,,
,,81.495975,,124.8917,,,
,,81.5134,,124.912,,,
,,81.52235,,124.926075,,,
,,81.53215,,124.94225,,,
,,81.54605,,125.035125,,,
,,81.58695,,125.06515,,,
,,81.6091,,125.09045,,,
,,81.62365,,125.150275,,,
