SPK_SPKC13a (no response)
0.02815
0.095275
0.167625
0.2483
0.3983
0.490975
0.680375
0.864725
1.09815
1.181125
1.293675
1.500075
1.553675
1.65115
1.6661
1.7017
1.7504
1.8123
1.9034
2.422575
2.534075
2.67145
2.76255
2.84785
2.9633
3.0269
3.089475
3.3055
3.528775
3.5993
3.6253
3.758375
3.9564
4.159875
4.20775
4.384925
4.432575
4.45905
4.51585
4.593975
4.65345
4.713675
4.72995
4.7574
4.77845
4.8055
4.841175
4.87455
4.9313
4.988025
5.0058
5.04925
5.102625
5.15
5.20555
5.2704
5.345
5.381575
5.416675
5.46895
5.56015
5.6321
5.6804
5.754975
5.8315
5.920775
6.079575
6.1881
6.260725
6.34625
6.41215
6.4822
6.67795
6.88555
6.981425
7.082025
7.2695
7.511425
7.558575
7.576325
7.599425
7.610875
7.637625
7.649625
7.684375
7.7063
7.726925
7.7564
7.7894
7.820925
7.8471
7.8637
7.8968
7.919825
7.951475
7.984175
8.01225
8.04295
8.069275
8.098125
8.12855
8.15545
8.1754
8.193925
8.2291
8.27665
8.304825
8.3396
8.39325
8.4469
8.486075
8.51005
8.556625
8.631475
8.69445
8.7358
8.792125
8.87065
8.922675
8.972175
9.00215
9.0324
9.06965
9.1216
9.169025
9.199425
9.303825
9.3604
9.4247
9.47175
9.5245
9.57885
9.64095
9.6882
9.7397
9.8205
9.86975
9.9173
9.957075
10.0031
10.04545
10.09805
10.1776
10.237425
10.26665
10.309825
10.3833
10.4388
10.502875
10.54285
10.6096
10.6421
10.703125
10.7643
10.81195
10.8619
10.922025
10.99705
11.0322
11.0863
11.14885
11.221025
11.266
11.33135
11.374525
11.4338
11.495925
11.551275
11.603875
11.664275
11.723875
11.7911
11.837275
11.9075
11.983025
12.031125
12.098575
12.173225
12.2603
12.3186
12.4005
12.452625
12.503025
12.5753
12.73725
12.8168
12.9287
13.014125
13.082075
13.13495
13.1862
13.244
13.305075
13.3585
13.426075
13.486175
13.60645
13.718925
13.7609
13.899125
13.9542
14.0158
14.1126
14.21985
14.37885
14.41305
14.454725
14.502025
14.5761
14.63775
14.677275
14.727475
14.800125
14.89695
14.92985
14.954175
15.000225
15.050375
15.083625
15.117025
15.145125
15.189275
15.218275
15.2644
15.28595
15.327125
15.35815
15.39025
15.43115
15.47575
15.520325
15.56625
15.588325
15.63455
15.6583
15.712975
15.772975
15.82205
15.8907
15.9274
15.958025
16.0087
16.08275
16.117825
16.172275
16.21525
16.258225
16.322475
16.3574
16.400525
16.45805
16.5036
16.542925
16.569275
16.60465
16.657525
16.69375
16.74385
16.796175
16.830725
16.8689
16.9064
16.979175
17.02085
17.050825
17.1163
17.1438
17.211625
17.24205
17.26475
17.28965
17.335625
17.35565
17.39845
17.428075
17.47035
17.4961
17.520825
17.54305
17.576175
17.61225
17.63605
17.6722
17.706925
17.73615
17.77165
17.8345
17.860825
17.90595
17.92775
17.956375
17.9774
17.9963
18.017975
18.048425
18.0613
18.0966
18.120025
18.1571
18.177575
18.2208
18.236575
18.26275
18.285575
18.3052
18.331925
18.35
18.375275
18.4021
18.4294
18.4677
18.496425
18.521025
18.548475
18.572275
18.60305
18.6338
18.6433
18.6796
18.73035
18.771125
18.807575
18.82145
18.853875
18.922525
18.968325
18.9882
19.019575
19.056375
19.08265
19.09575
19.1391
19.1559
19.192975
19.2125
19.249975
19.272475
19.297675
19.316425
19.357475
19.3857
19.405675
19.447625
19.477325
19.4959
19.554175
19.578875
19.62055
19.652725
19.698475
19.738
19.791775
19.805425
19.827575
19.854875
19.88295
19.91135
19.922675
19.945775
19.95705
19.9706
20.0003
20.019625
