SPK_SPKC02a,SPK_SPKC02b,SPK_SPKC06a,SPK_SPKC08a,SPK_SPKC10a
234.3064,,40.770725,58.33155,46.05105
234.4663,,40.790725,58.342075,46.0629
234.600275,,40.80165,58.366575,46.081175
234.610975,,40.8195,58.38145,46.09315
234.6586,,40.836025,58.445525,46.113175
234.7334,,40.8606,58.4645,46.127225
234.810525,,40.884225,58.493675,46.13845
234.85255,,40.9064,58.527925,46.165075
234.865275,,40.916925,58.5505,46.177925
234.882825,,40.938975,58.57015,46.197125
234.91015,,40.952775,58.59535,46.2383
235.4392,,40.971475,58.613725,46.2529
235.4542,,40.9873,58.6292,46.2741
235.749825,,41.004225,58.66295,46.285325
236.139775,,41.034825,58.67515,46.298075
236.213875,,41.06595,58.693,46.322925
236.569075,,41.090625,58.70295,46.33605
237.105025,,41.12495,58.71735,46.350175
237.398375,,41.161125,58.72305,46.358875
237.584175,,41.18785,58.724475,46.366325
237.594525,,41.202375,58.748175,46.3781
237.79165,,41.210675,58.7545,46.384175
237.8231,,41.22645,58.7636,46.411775
237.857475,,41.2342,58.76985,46.42505
238.24835,,41.242875,58.7873,46.438425
238.26525,,41.2535,58.942125,46.465475
238.325675,,41.261575,58.9773,46.48065
238.367425,,41.28055,59.036875,46.52245
238.577175,,41.286625,59.092475,46.55255
238.775975,,41.3039,59.10575,46.5612
238.831275,,41.317175,59.1224,46.582775
238.939,,41.331825,59.1399,46.602175
238.97555,,41.349425,59.154225,46.628475
239.1009,,41.366925,59.17675,46.6622
239.112925,,41.3845,59.219675,46.684575
239.50555,,41.4073,59.229925,46.71005
239.72665,,41.430075,59.254575,46.738225
239.78995,,41.4619,59.32575,46.760275
239.7949,,41.477475,59.35715,46.8176
240.005075,,41.511325,59.382425,46.85025
240.26475,,41.5288,59.41175,46.86165
240.4264,,41.551625,59.4265,46.8739
240.5326,,41.5705,59.45945,46.89185
240.5915,,41.5858,59.52235,46.913775
240.7043,,41.599525,59.5378,46.920675
241.101275,,41.620875,59.557625,46.93725
241.132625,,41.648075,59.609775,46.953825
241.14125,,41.663975,59.6199,46.97355
241.356525,,41.68455,59.633875,46.98185
241.460675,,41.7025,59.665125,47.01305
241.5347,,41.720975,59.688825,47.019975
241.79835,,41.72765,59.742975,47.026925
241.814825,,41.73245,59.81295,47.0546
242.3995,,41.7387,59.842525,47.073425
242.476925,,41.74245,59.92955,47.107625
242.524175,,41.7457,60.015125,47.123125
242.854575,,41.758625,60.04115,47.17185
242.961525,,41.76575,60.091775,47.2044
243.071775,,41.779075,60.107975,47.2648
243.254775,,41.786875,60.114125,47.2965
243.4044,,41.79315,60.12285,47.31825
243.41785,,41.802975,60.130575,47.353775
243.427125,,41.812525,60.154875,47.374525
243.4462,,41.823425,60.169,47.387425
243.635025,,41.841725,60.198425,47.40805
243.8065,,41.855425,60.211,47.42025
244.09315,,41.9062,60.275075,47.431375
244.40125,,41.924425,60.33585,47.440725
244.54545,,41.954475,60.35955,47.45955
244.73525,,41.976225,60.369675,47.475375
244.7921,,42.003375,60.380725,47.479325
245.0325,,42.023225,60.41385,47.490075
245.5013,,42.041125,60.43935,47.525075
245.711875,,42.056925,60.45375,47.537475
245.798025,,42.08125,60.501225,47.560025
245.8779,,42.1043,60.511975,47.5766
246.10215,,42.127975,60.530925,47.597575
246.16505,,42.14115,60.5548,47.649875
246.280375,,42.1554,60.600825,47.673425
246.3728,,42.171175,60.619075,47.704875
246.55495,,42.183575,60.649475,47.73475
246.634275,,42.1948,60.67355,47.759975
246.709025,,42.203475,60.736875,47.81245
247.18815,,42.21945,60.748225,47.823525
247.32925,,42.23085,60.784175,47.830125
247.35615,,42.238975,60.842625,47.836825
247.47745,,42.2625,60.856,47.843875
247.496325,,42.3061,60.87305,47.865
247.50585,,42.3157,60.904525,47.872675
247.55215,,42.3243,60.979625,47.881225
247.68465,,42.338875,60.990775,47.92725
247.705375,,42.3459,61.0027,47.938725
247.74285,,42.3526,61.014975,47.949325
247.867475,,42.3669,61.06685,47.96435
247.96305,,42.37415,61.097025,47.98235
248.035275,,42.387025,61.11175,47.99325
248.13215,,42.401425,61.142625,48.012375
248.150775,,42.41545,61.163275,48.045975
248.17175,,42.425075,61.174875,48.047125
248.1787,,42.445975,61.196975,48.0527
248.259425,,42.454025,61.20625,48.066975
248.54195,,42.4788,61.2148,48.09765
248.558825,,42.501675,61.220025,48.11285
248.577925,,42.545575,61.22485,48.140225
248.5967,,42.56165,61.230275,48.16465
248.821325,,42.5672,61.23535,48.184125
248.8731,,42.58515,61.2411,48.2187
249.13495,,42.6094,61.29485,48.230275
249.21515,,42.63345,61.304275,48.24605
249.30195,,42.660625,61.3129,48.26745
249.369,,42.689625,61.327525,48.2924
249.43565,,42.7122,61.452725,48.302825
249.57335,,42.7394,61.469775,48.3121
249.78785,,42.751275,61.500675,48.3374
249.826525,,42.754525,61.54045,48.347375
249.845275,,42.7671,61.566575,48.357125
249.85335,,42.772625,61.5972,48.366925
250.3797,,42.782325,61.6144,48.395625
250.406925,,42.788825,61.640775,48.41415
250.412425,,42.805375,61.68295,48.421325
250.881175,,42.81385,61.7141,48.442475
251.2227,,42.820875,61.715475,48.459275
251.2401,,42.839125,61.73015,48.488925
251.5633,,42.859275,61.743975,48.4999
252.07975,,42.891275,61.773275,48.514125
252.183625,,42.94225,61.787775,48.529425
252.58415,,42.95595,61.7963,48.5495
252.826375,,42.9751,61.818875,48.6062
252.853725,,42.995075,61.904225,48.628425
252.929525,,43.007025,61.9215,48.666875
253.227775,,43.025625,61.940675,48.681025
253.40155,,43.05295,61.959275,48.699175
253.874425,,43.072725,61.9891,48.72455
253.9011,,43.08785,62.05805,48.740575
254.020425,,43.106775,62.08065,48.750825
254.933675,,43.120175,62.115625,48.7742
254.949325,,43.16825,62.147875,48.83055
254.9744,,43.180475,62.1611,48.844425
254.985,,43.19225,62.230175,48.856075
255.035625,,43.20445,62.2667,48.8646
255.19405,,43.21255,62.285475,48.877775
255.552975,,43.21885,62.2957,48.95015
255.78115,,43.2296,62.3418,48.962975
255.966075,,43.242425,62.47495,48.994
256.853075,,43.298825,62.48385,49.011175
257.07635,,43.311975,62.498525,49.055475
257.8631,,43.325025,62.509875,49.1109
258.085625,,43.33955,62.58525,49.2155
258.10745,,43.350875,62.613925,49.230175
258.28605,,43.371175,62.622975,49.2643
258.2948,,43.398325,62.632925,49.29335
258.395925,,43.434225,62.671175,49.3583
258.666925,,43.44985,62.683075,49.3778
258.718,,43.47665,62.705575,49.457575
258.737575,,43.510875,62.725725,49.5102
258.80575,,43.5317,62.731425,49.523225
258.961475,,43.550475,62.76575,49.655825
259.161325,,43.564625,62.783975,49.6806
259.185,,43.580975,62.81185,49.71115
259.28915,,43.591,62.824325,49.735275
259.453175,,43.60035,62.879525,49.7573
259.659325,,43.60665,62.901225,49.7681
259.85255,,43.612825,62.916725,49.774025
259.926125,,43.621575,62.94405,49.815025
260.0129,,43.627875,62.95745,49.838125
260.079275,,43.640175,62.991325,49.85225
260.59895,,43.668575,63.020725,49.8845
260.6573,,43.721575,63.081975,49.9001
260.810525,,43.753975,63.30105,49.91395
260.87285,,43.786475,63.328775,49.93365
260.9284,,43.809875,63.3384,49.969275
260.963325,,43.84955,63.34495,49.980975
261.2077,,43.882625,63.361075,50.03615
261.96155,,43.91965,63.447525,50.1751
263.595575,,43.955975,63.461775,50.2121
263.61985,,44.011975,63.4955,50.2479
263.631925,,44.038675,63.515525,50.253775
263.643325,,44.05115,63.546575,50.262925
263.77205,,44.052675,63.566225,50.2764
264.011925,,44.0577,63.59565,50.308825
264.312875,,44.063825,63.62475,50.317825
264.7347,,44.106575,63.641025,50.33645
264.7516,,44.123425,63.665225,50.36645
264.758925,,44.156775,63.719625,50.435
264.946375,,44.192225,63.74315,50.46115
265.09785,,44.194475,63.785725,50.49285
265.33105,,44.22445,63.817025,50.516675
265.346875,,44.248075,63.827975,50.6267
265.369825,,44.275625,63.8421,50.6543
265.4789,,44.308075,63.854125,50.666025
265.50045,,44.325075,63.867125,50.6754
265.54785,,44.351075,63.882625,50.679875
265.60115,,44.402475,63.910525,50.686375
265.90965,,44.4313,63.923375,50.690225
265.980725,,44.462675,63.940975,50.699125
266.1771,,44.5052,63.962475,50.703175
266.315925,,44.520025,64.030925,50.706875
266.37465,,44.548625,64.040175,50.7106
266.829625,,44.570825,64.05715,50.715375
266.86525,,44.60765,64.112925,50.719675
267.0013,,44.62685,64.165075,50.7248
267.634325,,44.6359,64.19245,50.729625
267.880025,,44.64655,64.229125,50.74515
267.8898,,44.658775,64.246775,50.755525
268.01075,,44.677925,64.257125,50.770325
268.1805,,44.69315,64.2733,50.780075
268.36925,,44.706075,64.295175,50.790375
268.40435,,44.72805,64.3159,50.814225
268.425875,,44.756575,64.3302,50.838175
268.577025,,44.783225,64.34955,50.86335
268.628875,,44.8067,64.3804,50.88605
268.961375,,44.8522,64.40565,50.9177
269.022,,44.864175,64.420475,50.9526
269.06565,,44.874575,64.436125,50.989825
269.10975,,44.89835,64.4835,51.0155
269.290625,,44.914725,64.495875,51.0466
269.43545,,44.92505,64.500975,51.0764
269.458875,,44.93815,64.5436,51.1506
269.512125,,44.949075,64.564025,51.160225
269.542775,,44.964825,64.577525,51.164825
269.54895,,44.97565,64.592975,51.178725
269.690475,,44.9892,64.6113,51.1861
269.851,,45.004325,64.648275,51.1915
270.21675,,45.017825,64.668825,51.198175
270.2254,,45.030575,64.686175,51.20765
270.394225,,45.052925,64.70135,51.2119
270.413425,,45.068675,64.734725,51.216675
270.43185,,45.08205,64.781625,51.238075
270.439275,,45.09475,64.794825,51.244675
270.4572,,45.10425,64.829575,51.253425
270.495225,,45.12545,64.8414,51.28355
270.558075,,45.1353,64.887,51.3093
270.914125,,45.14595,64.92105,51.345375
270.935675,,45.16865,64.952575,51.366075
271.08605,,45.185025,65.044975,51.381825
271.24195,,45.237625,65.0594,51.400075
271.538125,,45.26735,65.07825,51.42845
271.6127,,45.2812,65.146875,51.472925
271.631175,,45.2926,65.1734,51.5058
271.6497,,45.307725,65.18335,51.5385
271.6842,,45.32,65.19175,51.5737
271.724075,,45.331125,65.209025,51.5969
271.732175,,45.346775,65.21735,51.609525
271.774675,,45.356775,65.23385,51.621725
271.985025,,45.3648,65.2549,51.63625
272.000125,,45.377475,65.263675,51.64925
272.070375,,45.3832,65.27705,51.672275
272.2212,,45.38785,65.2877,51.6838
272.364175,,45.394725,65.38705,51.710325
272.3968,,45.40875,65.4221,51.720025
272.45555,,45.416775,65.4835,51.74765
272.613775,,45.4358,65.539075,51.794325
272.632625,,45.445325,65.56835,51.809925
272.664075,,45.4523,65.58955,51.83325
272.713925,,45.461125,65.6114,51.868925
272.847425,,45.4668,65.63015,51.895875
273.058025,,45.473825,65.6501,51.90925
273.11905,,45.51595,65.680525,51.923425
273.20505,,45.53075,65.73685,51.935625
273.264875,,45.544575,65.7545,51.9462
273.3073,,45.551625,65.779225,51.9628
273.424625,,45.56205,65.81825,51.984975
273.483175,,45.569075,65.846825,51.993375
273.511775,,45.57545,65.863725,52.00235
274.0856,,45.5874,65.885175,52.009075
274.2297,,45.595925,65.9048,52.0249
274.420025,,45.608175,65.920525,52.030375
274.50725,,45.618175,65.933675,52.037125
274.592175,,45.639125,65.950025,52.057675
274.93025,,45.64725,65.98585,52.08165
275.016325,,45.654675,65.9999,52.1122
275.09525,,45.6661,66.039575,52.11825
275.291825,,45.67515,66.05595,52.1327
275.455525,,45.72225,66.0688,52.14545
275.498425,,45.732875,66.088525,52.185625
275.51685,,45.7613,66.1036,52.2041
275.568825,,45.76725,66.130175,52.219475
275.76605,,45.7762,66.1888,52.23795
275.90695,,45.7867,66.2406,52.262625
275.93025,,45.79585,66.28835,52.28475
275.997125,,45.809225,66.317225,52.303075
276.19325,,45.8144,66.335025,52.3672
276.60165,,45.82385,66.346575,52.4149
276.62145,,45.84715,66.3759,52.4545
276.9838,,45.854225,66.4251,52.496325
276.988875,,45.87835,66.43875,52.52025
277.1674,,45.8933,66.479175,52.539225
277.239125,,45.91525,66.486775,52.5637
277.25195,,45.93545,66.49605,52.582275
277.569975,,45.952625,66.503675,52.59505
277.592725,,45.975725,66.5109,52.606325
277.834575,,46.004275,66.512775,52.6186
278.016275,,46.015725,66.516575,52.631275
278.074125,,46.02785,66.5291,52.637775
278.189025,,46.053475,66.5467,52.66385
278.83405,,46.0701,66.580175,52.6715
278.857175,,46.097925,66.638725,52.70145
278.889675,,46.117275,66.705775,52.7115
279.000425,,46.130125,66.783,52.72125
279.076475,,46.144525,66.7985,52.774475
279.5264,,46.168725,66.811975,52.787225
279.747525,,46.193875,66.837725,52.81255
279.77655,,46.213625,66.884175,52.851975
280.033925,,46.229325,66.8947,52.866925
280.044975,,46.2488,66.94015,52.894475
280.05855,,46.2655,66.974125,52.9224
280.0742,,46.282725,67.066925,52.945775
280.319575,,46.2994,67.083425,52.963375
280.3991,,46.3181,67.085575,52.976375
280.514725,,46.344625,67.129675,52.983775
280.595125,,46.359675,67.187125,52.998625
280.682175,,46.36515,67.27295,53.00685
280.82795,,46.3693,67.300575,53.01365
280.897125,,46.372175,67.33035,53.05735
281.126825,,46.38385,67.344775,53.0803
281.299375,,46.38665,67.399175,53.089275
281.310725,,46.39775,67.54545,53.11025
281.36775,,46.4031,67.604975,53.14615
281.5957,,46.40845,67.622275,53.18165
281.61235,,46.41585,67.667625,53.1974
281.62275,,46.421825,67.679325,53.209525
281.6356,,46.439175,67.7544,53.2229
281.80355,,46.44755,67.796675,53.231725
282.00425,,46.45925,67.812375,53.242825
282.108275,,46.467,67.820275,53.2503
282.5824,,46.4746,67.8338,53.26245
282.648125,,46.49185,67.8421,53.267475
282.7038,,46.51655,67.8697,53.272675
282.70975,,46.5459,67.881375,53.28535
282.895275,,46.580925,67.887425,53.3015
282.999475,,46.610025,67.962875,53.314475
283.026775,,46.657425,68.023125,53.323975
283.040925,,46.6805,68.034325,53.356575
283.0839,,46.694875,68.046325,53.3898
283.1943,,46.744425,68.106675,53.402225
283.21705,,46.764,68.136225,53.42375
283.4239,,46.7807,68.167425,53.43695
283.535825,,46.7903,68.181025,53.46475
283.55835,,46.801375,68.201775,53.47495
283.737675,,46.806525,68.235175,53.50855
283.7813,,46.83425,68.246675,53.52965
283.8649,,46.84705,68.261825,53.544925
284.380225,,46.86185,68.274775,53.556675
284.4722,,46.8855,68.298675,53.566825
284.478325,,46.8994,68.31685,53.575475
284.7012,,46.9225,68.33625,53.597975
284.7282,,47.01985,68.368725,53.619675
284.88745,,47.0326,68.3976,53.6329
284.924175,,47.042025,68.4223,53.659325
284.9969,,47.104525,68.4332,53.6724
285.09825,,47.15795,68.45015,53.686525
285.105225,,47.2111,68.4598,53.706175
285.115925,,47.22835,68.46775,53.7337
285.12985,,47.238325,68.47415,53.75145
285.1996,,47.2629,68.50565,53.793125
285.2492,,47.2765,68.513325,53.8314
285.26415,,47.2969,68.519825,53.843425
285.280175,,47.307875,68.59695,53.8473
285.300275,,47.3196,68.711225,53.853025
285.3564,,47.32685,68.7245,53.85685
285.37295,,47.34725,68.7515,53.86055
285.441525,,47.3542,68.770025,53.8644
285.513525,,47.36305,68.7984,53.86815
285.51825,,47.375575,68.840525,53.87575
285.753175,,47.383075,68.847175,53.891475
285.968975,,47.4021,68.864675,53.937675
286.05275,,47.409925,68.8887,53.951325
286.199425,,47.434475,68.9057,53.95935
286.374125,,47.512925,68.9341,53.987725
286.389975,,47.534225,68.95405,53.992875
286.6902,,47.559675,68.975575,54.0049
286.717475,,47.587225,68.996975,54.0169
286.7645,,47.6091,69.0281,54.026925
286.9304,,47.63575,69.0435,54.04205
287.058875,,47.66145,69.121825,54.057225
287.124575,,47.681275,69.13835,54.06965
287.2508,,47.7012,69.173275,54.098525
287.257075,,47.718125,69.18365,54.1053
287.2783,,47.755075,69.193425,54.1384
287.297525,,47.76715,69.2263,54.14665
287.3516,,47.790525,69.2646,54.179575
287.5963,,47.79565,69.29075,54.20235
287.6029,,47.805475,69.336675,54.22325
287.65585,,47.813525,69.370775,54.249375
287.687575,,47.827575,69.392075,54.27655
287.742525,,47.8346,69.424175,54.3165
287.744875,,47.840025,69.48295,54.3667
287.834475,,47.845125,69.519725,54.378225
287.9029,,47.88395,69.5661,54.397475
288.121225,,47.916475,69.622225,54.4042
288.3889,,47.938625,69.6407,54.41105
288.75185,,47.9656,69.66125,54.416725
288.776125,,47.981425,69.675175,54.4223
288.7841,,48.0198,69.71145,54.4352
288.8432,,48.041825,69.7249,54.449325
288.8609,,48.08295,69.818325,54.457375
288.88155,,48.1263,69.83485,54.464525
288.915375,,48.1824,69.850275,54.4743
289.087075,,48.20715,69.862875,54.4948
289.096325,,48.249275,69.892375,54.5162
289.11535,,48.274625,69.919,54.531375
289.3994,,48.295025,69.930375,54.551575
289.410175,,48.31975,69.9422,54.56485
289.428275,,48.36605,69.972175,54.5859
289.54065,,48.3822,69.988125,54.61145
289.72225,,48.4019,70.013,54.641075
289.787075,,48.410375,70.0296,54.673475
289.83395,,48.4183,70.0436,54.6892
289.89775,,48.429425,70.053875,54.705125
289.99715,,48.4396,70.1046,54.7191
290.0804,,48.443825,70.125925,54.72765
290.267475,,48.448325,70.14335,54.737575
290.45795,,48.472525,70.1631,54.7468
290.51705,,48.481825,70.188125,54.7533
290.539175,,48.503975,70.2032,54.766025
290.557225,,48.5104,70.221525,54.7711
290.591,,48.5317,70.25325,54.781575
290.6679,,48.569975,70.263125,54.7932
290.705875,,48.5951,70.279,54.799575
290.749725,,48.6286,70.2981,54.825175
290.773875,,48.65225,70.33085,54.83625
290.8018,,48.686825,70.34665,54.8464
290.810275,,48.715375,70.38045,54.883475
290.92305,,48.74945,70.3942,54.895725
291.488975,,48.77685,70.4039,54.91105
291.508775,,48.80095,70.41835,54.9302
291.534175,,48.816425,70.506475,54.963475
291.587625,,48.8261,70.517425,55.002525
291.685925,,48.831725,70.53605,55.042975
291.700025,,48.838825,70.5534,55.0648
291.791225,,48.8574,70.612725,55.08155
291.814225,,48.88305,70.682575,55.0874
291.9357,,48.901075,70.7009,55.093125
291.9577,,48.929375,70.72325,55.10735
292.032125,,48.944425,70.73355,55.11145
292.15735,,48.963925,70.745575,55.11555
292.250825,,48.979375,70.752425,55.119525
292.261175,,48.99925,70.821575,55.1419
292.27,,49.0137,70.85395,55.156275
292.3121,,49.024,70.89555,55.164675
292.3512,,49.0428,70.936,55.186625
292.36025,,49.075875,71.0282,55.201525
292.39545,,49.104,71.100375,55.22515
292.397325,,49.152875,71.112925,55.233775
292.533,,49.199825,71.21985,55.2482
292.56005,,49.2446,71.2351,55.263825
292.61765,,49.265,71.2433,55.303175
292.807675,,49.27375,71.266175,55.33975
292.92555,,49.27685,71.316475,55.402475
292.94505,,49.28055,71.338175,55.4532
293.15975,,49.296925,71.3615,55.493625
293.373375,,49.3062,71.394425,55.5009
293.383925,,49.3254,71.452575,55.508425
293.39925,,49.33595,71.46355,55.5126
293.42415,,49.34255,71.498725,55.516875
293.432775,,49.35795,71.540675,55.5207
293.44425,,49.372525,71.557375,55.527425
293.472725,,49.383825,71.5735,55.531
293.510675,,49.42045,71.633425,55.540675
293.525525,,49.435175,71.669,55.5456
293.716325,,49.45885,71.68275,55.550925
293.771,,49.485275,71.801175,55.571675
293.815875,,49.49775,71.829175,55.616475
293.92135,,49.528925,71.841825,55.634325
293.927975,,49.559925,71.84775,55.652175
294.151825,,49.601075,71.858975,55.6667
294.15795,,49.624325,71.874025,55.67915
294.22325,,49.65165,71.9249,55.690725
294.436675,,49.687025,71.938975,55.6999
294.44545,,49.72345,71.9495,55.713
294.54845,,49.73865,71.9657,55.72665
294.59605,,49.750225,72.0165,55.7431
294.60805,,49.75575,72.03905,55.749125
294.662575,,49.766625,72.070525,55.781275
294.921175,,49.7771,72.08785,55.790975
294.99545,,49.784625,72.108575,55.84355
295.093375,,49.820775,72.129925,55.862125
295.51045,,49.841625,72.157775,55.879025
295.58965,,49.864,72.174725,55.923125
295.614125,,49.880175,72.20025,55.953575
295.714875,,49.912325,72.201525,56.03005
295.73865,,49.936975,72.2715,56.049
295.769025,,49.9593,72.295575,56.060825
295.8481,,50.0064,72.440075,56.064975
295.85975,,50.043875,72.455325,56.07275
295.9389,,50.07905,72.50265,56.077125
296.152575,,50.104625,72.515725,56.0801
296.1675,,50.120825,72.55075,56.0883
296.21145,,50.162025,72.660925,56.09715
296.227475,,50.189625,72.682625,56.100525
296.335425,,50.21475,72.704525,56.10535
296.359275,,50.241375,72.723275,56.12225
296.36985,,50.253925,72.751,56.1383
296.380525,,50.2759,72.774925,56.14715
296.403375,,50.28255,72.794225,56.1761
296.454425,,50.2915,72.8183,56.21555
296.5046,,50.308375,72.835925,56.2231
296.53785,,50.317125,72.845075,56.257975
296.6337,,50.323825,72.85245,56.27165
296.6507,,50.332975,72.929375,56.2927
296.820025,,50.3416,73.0066,56.317625
296.836975,,50.349475,73.05415,56.34475
296.843975,,50.3684,73.068975,56.38345
296.853375,,50.378725,73.09655,56.3971
297.175125,,50.385625,73.114075,56.403375
297.30465,,50.39635,73.150425,56.40995
297.39015,,50.407325,73.161875,56.419325
297.418275,,50.4195,73.1999,56.4282
297.6436,,50.439075,73.260075,56.437075
297.6704,,50.49575,73.275875,56.44765
297.686,,50.523975,73.290375,56.464075
297.70775,,50.55355,73.30745,56.473475
297.736125,,50.614275,73.327275,56.490875
297.820175,,50.6465,73.344725,56.50735
297.904625,,50.67175,73.357275,56.530275
297.91425,,50.68055,73.40035,56.55755
297.940975,,50.688925,73.4153,56.609325
298.0835,,50.69365,73.4364,56.6306
298.182175,,50.7037,73.45845,56.650325
298.3227,,50.70925,73.4771,56.700225
298.360325,,50.715675,73.495925,56.74565
298.402425,,50.72235,73.524675,56.7626
298.5113,,50.7446,73.534425,56.7739
298.549275,,50.751725,73.544175,56.783875
298.5602,,50.7617,73.566575,56.78745
298.619125,,50.77535,73.5763,56.797575
298.7005,,50.7902,73.61475,56.802975
298.821925,,50.8314,73.638525,56.8078
298.830825,,50.87935,73.6911,56.816025
298.840025,,50.90315,73.7097,56.829175
298.881825,,50.933575,73.724325,56.839875
298.96835,,50.96265,73.741425,56.85915
298.9801,,50.980325,73.759375,56.86585
299.06885,,51.0122,73.784375,56.877475
299.109075,,51.035775,73.7983,56.88505
299.128125,,51.0602,73.82555,56.89225
299.1466,,51.093825,73.8382,56.908825
299.21145,,51.11495,73.858675,56.943625
299.283375,,51.149875,73.9187,56.957325
299.61955,,51.172375,73.9321,56.96735
299.64625,,51.190425,73.9623,56.985975
299.75325,,51.217425,73.98565,56.995725
299.756875,,51.2259,74.006475,57.021125
299.833725,,51.23785,74.03465,57.04385
299.9812,,51.271975,74.04665,57.064575
300.007225,,51.28195,74.0641,57.08255
300.076625,,51.29535,74.091425,57.14085
300.2277,,51.30965,74.104525,57.16765
300.28465,,51.3259,74.1504,57.17985
300.30955,,51.3396,74.181725,57.1895
300.3339,,51.3604,74.230375,57.2023
300.36285,,51.37935,74.283675,57.2094
,,51.41375,74.296275,57.21965
,,51.463425,74.338675,57.227725
,,51.51185,74.37635,57.2388
,,51.573,74.415725,57.250775
,,51.589425,74.434925,57.261625
,,51.611375,74.468875,57.26925
,,51.617825,74.505375,57.284475
,,51.636225,74.521975,57.29795
,,51.643725,74.53795,57.31625
,,51.653175,74.556675,57.33175
,,51.666175,74.60585,57.352475
,,51.681075,74.625075,57.3712
,,51.704075,74.654125,57.400975
,,51.729525,74.665825,57.42395
,,51.754275,74.678325,57.447825
,,51.7917,74.6879,57.47365
,,51.82955,74.70275,57.499525
,,51.85855,74.71305,57.537575
,,51.890025,74.740925,57.559525
,,51.93675,74.7548,57.571875
,,51.967725,74.768325,57.5789
,,51.9802,74.807525,57.59195
,,51.9961,74.8197,57.59935
,,52.01265,74.83475,57.619725
,,52.0263,74.849,57.63105
,,52.03965,74.881,57.6441
,,52.0537,74.8965,57.652875
,,52.06365,74.906725,57.6918
,,52.080925,74.93,57.699525
,,52.101225,75.106475,57.711075
,,52.1207,75.128975,57.7225
,,52.134075,75.14925,57.739475
,,52.173675,75.16095,57.755825
,,52.19275,75.1842,57.774575
,,52.208475,75.19965,57.803325
,,52.22435,75.236175,57.828675
,,52.2304,75.246375,57.8596
,,52.241225,75.2577,57.88215
,,52.2524,75.30805,57.92305
,,52.279975,75.325,57.9629
,,52.32205,75.338475,58.042425
,,52.340275,75.36635,58.08175
,,52.362725,75.379075,58.10025
,,52.411675,75.396525,58.1078
,,52.43385,75.416875,58.11725
,,52.457,75.430925,58.124575
,,52.4759,75.4463,58.1313
,,52.501225,75.466925,58.1376
,,52.5276,75.4872,58.1452
,,52.54465,75.497075,58.15775
,,52.562575,75.5164,58.172525
,,52.573225,75.535475,58.18515
,,52.593475,75.54945,58.218575
,,52.601775,75.571875,58.2285
,,52.617725,75.582875,58.23695
,,52.626575,75.59505,58.27175
,,52.6394,75.61355,58.2807
,,52.673025,75.64135,58.31025
,,52.689775,75.653275,58.31745
,,52.7053,75.6641,58.340675
,,52.732325,75.67565,58.355925
,,52.748625,75.70345,58.38145
,,52.770425,75.719525,58.39525
,,52.78265,75.739375,58.42925
,,52.810275,75.768675,58.55505
,,52.8314,75.7813,58.594225
,,52.869875,75.80965,58.61485
,,52.88175,75.852925,58.675625
,,52.9018,75.871025,58.6976
,,52.921975,75.911425,58.708675
,,52.9443,75.925775,58.73665
,,52.972225,75.95855,58.7436
,,52.9851,75.973575,58.748875
,,52.99465,75.993475,58.754025
,,53.018475,76.01405,58.767325
,,53.02645,76.030075,58.781525
,,53.034775,76.04785,58.804
,,53.0462,76.078075,58.822525
,,53.064925,76.106375,58.835975
,,53.07535,76.120525,58.846875
,,53.0904,76.136325,58.862625
,,53.1333,76.1685,58.876775
,,53.1596,76.239275,58.89205
,,53.177575,76.25525,58.901975
,,53.219925,76.27075,58.94375
,,53.256725,76.335925,58.982625
,,53.2945,76.364525,59.0173
,,53.2993,76.38235,59.0492
,,53.33775,76.413925,59.086375
,,53.369825,76.4389,59.1023
,,53.386875,76.457675,59.13995
,,53.4074,76.476075,59.1677
,,53.42255,76.509475,59.177625
,,53.431075,76.522425,59.19505
,,53.43685,76.54975,59.2102
,,53.444025,76.569425,59.22585
,,53.453075,76.58475,59.245775
,,53.467025,76.6833,59.2753
,,53.476925,76.7344,59.2844
,,53.49175,76.752575,59.302775
,,53.5031,76.7745,59.3213
,,53.538225,76.799875,59.34395
,,53.560325,76.828,59.366775
,,53.5806,76.8934,59.402175
,,53.6204,76.903525,59.425125
,,53.6523,76.92695,59.444275
,,53.7168,76.94205,59.471725
,,53.762925,76.95545,59.4869
,,53.776675,76.9778,59.505475
,,53.805525,77.00325,59.53175
,,53.82725,77.019825,59.547525
,,53.8349,77.03555,59.559425
,,53.84275,77.079175,59.586875
,,53.862875,77.111725,59.610425
,,53.9221,77.130525,59.61775
,,53.9432,77.150725,59.62275
,,53.969275,77.1993,59.6298
,,53.9895,77.216675,59.6348
,,54.00895,77.2265,59.6404
,,54.0267,77.260025,59.649625
,,54.0552,77.279925,59.6578
,,54.095075,77.30755,59.683325
,,54.103225,77.3315,59.705125
,,54.113375,77.34815,59.72345
,,54.126425,77.406725,59.73395
,,54.148125,77.4226,59.8186
,,54.17025,77.470725,59.83415
,,54.2019,77.4839,59.8471
,,54.2161,77.502175,59.8599
,,54.231425,77.546575,59.900175
,,54.264975,77.5634,59.908475
,,54.279775,77.599075,59.944025
,,54.32525,77.62295,59.9579
,,54.361875,77.645825,60.022225
,,54.381175,77.65935,60.046925
,,54.39715,77.679725,60.070775
,,54.4121,77.698575,60.087475
,,54.42865,77.7174,60.096375
,,54.44285,77.732925,60.105875
,,54.452,77.760275,60.11125
,,54.459975,77.76755,60.1174
