SPK_SPKC03a,SPK_SPKC08a,SPK_SPKC09a,SPK_SPKC09b
4.843125,24.0802,44.385,4.60455
4.858175,24.16525,44.585475,4.615075
4.874775,24.274575,44.709875,4.63265
4.8904,24.3146,44.7961,4.6503
4.928,24.356325,45.181725,4.65955
4.93595,24.45085,45.43945,4.674275
4.94495,24.5251,45.5691,4.690175
4.953275,24.678475,45.928,4.70705
4.962825,24.7355,46.53795,4.729
4.974425,24.9007,46.67735,4.7431
4.9848,24.907475,46.782725,4.75665
4.999625,25.004775,46.832625,4.776125
5.02085,25.0079,46.84895,4.7965
5.03985,25.1567,46.938625,4.81785
5.05605,25.261175,46.99765,4.8379
5.086225,25.28425,47.40275,4.8629
5.115075,25.32045,47.67215,4.882125
5.125775,25.412725,47.694275,4.900125
5.14185,25.419725,47.8584,4.9264
5.151225,25.51725,48.1478,4.938025
5.1909,25.545275,48.26135,4.942875
5.205225,25.790275,48.331975,4.947375
5.242525,25.8207,48.379075,4.9519
5.26845,25.91485,48.484075,4.956625
5.31225,26.02405,48.527775,4.96865
5.3331,26.088625,48.918775,4.97895
5.353575,26.15015,48.944325,4.987
5.380675,26.2001,49.0001,4.99655
5.39285,26.3067,49.017175,5.004625
5.410225,26.359425,49.0997,5.010875
5.44425,26.449225,49.44205,5.019825
5.4594,26.56725,49.478125,5.04165
5.4743,26.812625,49.551525,5.0477
5.50375,26.869125,49.684375,5.055725
5.529225,27.0677,49.7324,5.069325
5.551625,27.302375,50.043325,5.080275
5.57805,27.3646,50.09475,5.088275
5.597075,27.3943,50.53415,5.096975
5.621125,27.4167,50.667675,5.119175
5.637225,27.53365,50.960375,5.12675
5.664375,27.61525,51.4817,5.13335
5.686675,27.669575,51.664175,5.144775
5.709575,27.792475,52.066,5.1524
5.7215,27.821425,52.116975,5.16125
5.739525,27.837925,52.213675,5.170675
5.762175,27.861125,52.262325,5.179725
5.80105,27.86675,52.616775,5.189975
5.813225,28.04575,52.7739,5.2012
5.83195,28.056375,53.0755,5.209575
5.841225,28.07945,53.0896,5.217375
5.850825,28.107,53.205625,5.227725
5.861375,28.14325,53.448925,5.235525
5.867725,28.193475,53.51,5.24225
5.87755,28.421575,53.570025,5.25175
5.89205,28.43085,53.949325,5.262525
5.8993,28.487175,53.964425,5.27015
5.908625,28.52165,54.098875,5.2792
5.923375,28.5699,54.5329,5.2855
5.9403,28.637325,54.732325,5.295
5.9553,28.90675,55.567575,5.305675
5.969,28.985075,55.60955,5.3125
5.9994,29.053225,55.83635,5.31915
6.008425,29.095725,55.8419,5.328075
6.0227,29.09715,55.883075,5.338425
6.033975,29.15385,55.92115,5.346025
6.07445,29.15845,56.348725,5.354275
6.0941,29.32315,56.469575,5.3619
6.108225,29.523225,56.7228,5.3727
6.12835,29.5412,56.7626,5.381975
6.148275,29.7041,57.052,5.3889
6.1657,29.762,57.19835,5.396125
6.197725,29.793725,57.436925,5.40645
6.2279,29.8163,57.450975,5.4128
6.24625,29.8354,57.55705,5.4242
6.265525,29.926525,58.20705,5.430175
6.2892,30.081975,58.445025,5.43575
6.309775,30.21125,58.510225,5.456975
6.334025,30.29505,58.564325,5.463625
6.358775,30.34755,58.917525,5.478475
6.3822,30.395075,58.963675,5.492575
6.4092,30.981225,59.404725,5.5007
6.4324,31.0184,59.6583,5.515775
6.452375,31.022725,59.6693,5.5271
6.473575,31.17915,60.0453,5.5337
6.520775,31.2124,60.078975,5.553575
6.547425,31.310025,60.128425,5.57935
6.5742,31.36835,60.334025,5.596575
6.5929,31.4607,60.371075,5.6173
6.61505,31.762375,60.6462,5.630275
6.638925,31.80565,60.912475,5.6541
6.655825,31.85495,61.09525,5.66575
6.679675,31.951475,61.383875,5.6932
6.70085,32.164875,61.4548,5.717725
6.7229,32.2361,61.468775,5.729625
6.742025,32.83415,61.47635,5.770675
6.768625,32.86355,61.818475,5.787075
6.790075,32.961975,62.063425,5.79935
6.808675,33.170525,62.169175,5.817775
6.8272,33.337675,62.2263,5.8314
6.856125,33.528075,62.47015,5.8494
6.87045,33.57495,62.50415,5.85575
6.888675,33.6166,62.606525,5.86905
6.906425,33.73885,62.803225,5.877025
6.92515,33.9683,62.927775,5.8868
6.9363,34.0239,62.95535,5.895375
6.95165,34.061325,62.9725,5.90645
6.988475,34.154075,62.996375,5.9148
7.031,34.1888,63.13955,5.940675
7.048875,34.24975,63.36815,5.95245
7.0716,34.61005,63.53325,5.9633
7.090475,34.66225,63.813,5.9739
7.11545,34.7257,63.99655,5.983475
7.140575,34.730725,64.51605,5.99275
7.1659,34.818525,64.571775,6.004525
7.187475,34.862825,64.8962,6.010825
7.2016,34.884775,64.9303,6.023425
7.21465,35.019425,65.04625,6.035025
7.22305,35.10895,65.17535,6.044575
7.24165,35.30025,65.213475,6.05585
7.253575,35.385525,65.8731,6.0628
7.2649,35.452275,66.35975,6.076925
7.35045,35.761025,66.38945,6.085175
7.3682,36.003275,66.528775,6.100575
7.38665,36.0719,66.855725,6.108775
7.4316,36.201,67.1024,6.117425
7.455025,36.382425,67.2191,6.13605
7.483675,36.387325,67.671,6.149475
7.498425,36.450225,67.8861,6.158325
7.52215,36.72385,67.99325,6.169725
7.546825,36.77,68.131075,6.1764
7.570175,37.1094,68.2768,6.1854
7.588975,37.15825,68.301625,6.199975
7.6152,37.365975,68.5754,6.2064
7.6327,37.470925,68.669875,6.21445
7.657125,37.5086,68.961375,6.22435
7.6816,37.5271,69.05055,6.232675
7.70535,37.5423,69.282975,6.239975
7.72265,37.581375,69.291975,6.246675
7.741575,37.699825,69.3725,6.25705
7.76585,37.7266,69.4971,6.2706
7.7809,37.870825,69.50505,6.2764
7.797175,37.8763,69.5777,6.28545
7.816125,37.896275,69.62245,6.294175
7.82655,37.92105,69.91945,6.30525
7.839375,38.00435,70.241425,6.32125
7.849025,38.03745,70.68215,6.33205
7.8674,38.0522,70.7623,6.345825
7.878325,38.0903,71.47855,6.3659
7.919325,38.20275,71.57935,6.3713
7.95785,38.239875,72.09035,6.384375
7.9918,38.27595,72.127275,6.400225
8.0128,38.335575,72.276325,6.4162
8.035875,38.367275,72.318725,6.4243
8.0574,38.457025,72.37445,6.43425
8.083775,38.463575,72.623275,6.44615
8.103475,38.6911,72.804325,6.4579
8.123975,38.71455,73.04175,6.467725
8.143425,38.77355,73.056225,6.474825
8.17175,38.78945,73.1251,6.4877
8.186225,38.903075,73.177675,6.497975
8.202975,39.05935,73.640925,6.50575
8.21735,39.222525,73.765075,6.5192
8.227275,39.28275,73.814425,6.52695
8.23715,39.4441,74.012275,6.5447
8.24605,39.613075,74.08555,6.55845
8.253225,39.7117,74.27145,6.572225
8.2685,39.719175,74.3804,6.58515
8.319575,39.728125,74.64855,6.607275
8.3361,39.903075,74.745575,6.6213
8.35755,39.919025,74.768025,6.6443
8.378725,39.982425,74.97165,6.676875
8.398625,40.057825,75.401175,6.692175
8.416475,40.140475,75.545875,6.721075
8.43235,40.162675,75.696675,6.7412
8.4638,40.2419,75.839275,6.75795
8.47835,40.313175,75.8557,6.78205
8.497775,40.349875,75.897875,6.798425
8.51275,40.44695,75.982375,6.8145
8.526125,40.4833,76.08285,6.837
8.53585,40.63985,76.4766,6.84745
8.5484,40.746125,76.7809,6.8564
8.57595,40.772275,76.997825,6.87605
8.600875,40.963975,77.039575,6.8836
8.62925,41.065325,77.094625,6.891225
8.64375,41.0939,77.1608,6.8993
8.661075,41.112925,77.245125,6.906675
8.67795,41.196,77.26545,6.917625
8.69395,41.26795,77.38065,6.929325
8.698475,41.689775,77.4653,6.940525
8.7207,41.72965,77.524925,6.95155
8.767875,41.7914,77.5886,6.95875
8.795975,41.849375,77.679625,6.974125
8.812575,41.897775,77.806625,6.98535
8.829775,41.927375,77.836025,6.998375
8.851025,41.9361,77.86515,7.00705
8.870625,42.0659,77.876575,7.014825
8.9005,42.15675,77.8937,7.0383
8.91985,42.22345,77.912175,7.049
8.943675,42.2653,77.9492,7.062
8.966425,42.278975,77.9636,7.0718
8.9839,42.466575,78.1842,7.08375
9.006675,42.59515,78.215525,7.0937
9.025175,42.71965,78.227675,7.104375
9.046875,42.897275,78.28435,7.114425
9.0732,42.92945,78.312975,7.14715
9.124775,42.973825,78.33665,7.156675
9.14405,42.991525,78.4788,7.177575
9.165725,43.095,78.7051,7.1903
9.19215,43.44205,78.909925,7.197125
9.211975,43.463825,79.2197,7.2057
9.225425,43.57815,79.274825,7.21415
9.24555,43.652675,79.485175,7.2232
9.265925,43.687525,79.659225,7.234125
9.2831,43.7165,79.670275,7.24735
9.30615,43.835225,79.798875,7.25615
9.33185,43.8616,79.8428,7.262975
9.3538,43.9213,79.904125,7.270575
9.371725,43.94685,80.04015,7.278075
9.38875,43.96605,80.061025,7.285075
9.412975,44.150425,80.151925,7.2969
9.437625,44.154625,80.359575,7.310275
9.451725,44.361175,80.545475,7.31595
9.461725,44.423475,80.7024,7.3233
9.473,44.487525,80.88055,7.330725
9.482275,44.555925,80.93675,7.342675
9.494075,44.588225,80.9729,7.34895
9.503175,44.74665,81.01545,7.366875
9.533325,44.8717,81.322075,7.3722
9.5476,45.017175,81.3972,7.38495
9.555725,45.096175,81.4437,7.391375
9.56715,45.17195,81.48455,7.403025
9.574025,45.24965,81.517725,7.4084
9.6037,45.405225,81.5459,7.421425
9.623825,45.52495,81.62335,7.4289
9.639925,45.72765,81.694625,7.43475
9.6884,45.934925,81.7463,7.44545
9.7275,46.09015,81.7901,7.45565
9.748,46.21215,82.03965,7.46335
9.77425,46.26205,82.08255,7.4705
9.80665,46.73345,82.11415,7.485275
9.8218,46.813575,82.183775,7.49205
9.848725,46.81525,82.1972,7.506075
9.8697,46.980975,82.235225,7.5307
9.8932,46.983525,82.3233,7.5495
9.905625,47.08855,82.4122,7.587975
9.93155,47.115875,82.44035,7.611125
9.94915,47.27025,82.49635,7.6293
9.97215,47.4963,82.6779,7.6443
