SPK_SPKC02a (short excitation),SPK_SPKC05a (no effect),SPK_SPKC07a (no effect),SPK_SPKC09a (no effect),SPK_SPKC11a (no effect),SPK_SPKC11b (no effect)
,,,,220.594825,
,,,,220.611425,
,,,,220.63275,
,,,,220.6546,
,,,,220.6833,
,,,,220.7137,
,,,,220.73145,
,,,,220.758175,
,,,,220.790625,
,,,,220.81235,
,,,,220.92685,
,,,,221.013775,
,,,,221.03045,
,,,,221.04315,
,,,,221.054125,
,,,,221.06235,
,,,,221.07455,
,,,,221.0942,
,,,,221.142775,
,,,,221.163825,
,,,,221.183475,
,,,,221.200775,
,,,,221.2135,
,,,,221.235075,
,,,,221.2467,
,,,,221.26215,
,,,,221.28265,
,,,,221.302,
,,,,221.3265,
,,,,221.3447,
,,,,221.391875,
,,,,221.4402,
,,,,221.4798,
,,,,221.515725,
,,,,221.5623,
,,,,221.644725,
,,,,221.6965,
,,,,221.725775,
,,,,221.74775,
,,,,221.765175,
,,,,221.77565,
,,,,221.800125,
,,,,221.812975,
,,,,221.830525,
,,,,221.8579,
,,,,221.8965,
,,,,221.955,
,,,,221.995325,
,,,,222.02135,
,,,,222.05135,
,,,,222.07145,
,,,,222.08075,
,,,,222.08805,
,,,,222.0967,
,,,,222.113475,
,,,,222.136275,
,,,,222.147275,
,,,,222.170425,
,,,,222.189375,
,,,,222.2246,
,,,,222.2406,
,,,,222.25915,
,,,,222.2812,
,,,,222.29655,
,,,,222.318475,
,,,,222.3552,
,,,,222.37725,
,,,,222.405525,
,,,,222.442,
,,,,222.493375,
,,,,222.51785,
,,,,222.554125,
,,,,222.58195,
,,,,222.605525,
,,,,222.655725,
,,,,222.724675,
,,,,222.773425,
,,,,222.849425,
,,,,222.892825,
,,,,222.9063,
,,,,222.919075,
,,,,222.93895,
,,,,222.9555,
,,,,222.9809,
,,,,223.026925,
,,,,223.096725,
,,,,223.2301,
,,,,223.25635,
,,,,223.2786,
,,,,223.299675,
,,,,223.31645,
,,,,223.3293,
,,,,223.34555,
,,,,223.365925,
,,,,223.38445,
,,,,223.4197,
,,,,223.4393,
,,,,223.4581,
,,,,223.477575,
,,,,223.493975,
,,,,223.517625,
,,,,223.545475,
,,,,223.57255,
,,,,223.6387,
,,,,223.691025,
,,,,223.718975,
,,,,223.73805,
,,,,223.806,
,,,,223.8813,
,,,,223.9212,
,,,,223.952775,
,,,,223.973275,
,,,,223.9883,
,,,,223.99845,
,,,,224.006675,
,,,,224.02695,
,,,,224.042825,
,,,,224.058075,
,,,,224.08025,
,,,,224.0925,
,,,,224.1126,
,,,,224.12545,
,,,,224.137775,
,,,,224.161175,
,,,,224.217925,
,,,,224.278225,
,,,,224.31665,
,,,,224.348075,
,,,,224.3718,
,,,,224.387575,
,,,,224.407275,
,,,,224.4276,
,,,,224.456675,
,,,,224.487975,
,,,,224.538075,
,,,,224.56015,
,,,,224.573625,
,,,,224.593975,
,,,,224.615675,
,,,,224.64385,
,,,,224.675125,
,,,,224.706125,
,,,,224.7587,
,,,,224.8013,
,,,,224.8486,
,,,,224.89215,
,,,,224.9259,
,,,,224.939925,
,,,,224.9566,
,,,,224.971625,
,,,,224.983,
,,,,224.996075,
,,,,225.035875,
,,,,225.051625,
,,,,225.072975,
,,,,225.090825,
,,,,225.1172,
,,,,225.141725,
,,,,225.166475,
,,,,225.18585,
,,,,225.228375,
,,,,225.269075,
,,,,225.285275,
,,,,225.355825,
,,,,225.401375,
,,,,225.4384,
,,,,225.46755,
,,,,225.494175,
,,,,225.50895,
,,,,225.53155,
,,,,225.55865,
,,,,225.579,
,,,,225.611975,
,,,,225.639275,
,,,,225.669375,
,,,,225.705825,
,,,,225.76145,
,,,,225.814,
,,,,225.8352,
,,,,225.89545,
,,,,225.944125,
,,,,225.982925,
,,,,226.02635,
,,,,226.05785,
,,,,226.09645,
,,,,226.124475,
,,,,226.183525,
,,,,226.2773,
,,,,226.34095,
,,,,226.3815,
,,,,226.410175,
,,,,226.416025,
,,,,226.427425,
,,,,226.435675,
,,,,226.4525,
,,,,226.46315,
,,,,226.476325,
,,,,226.498,
,,,,226.517,
,,,,226.528425,
,,,,226.5685,
,,,,226.594825,
,,,,226.61795,
,,,,226.650375,
,,,,226.68475,
,,,,226.873475,
,,,,226.915375,
,,,,226.961875,
,,,,226.967175,
,,,,226.97935,
,,,,227.01655,
,,,,227.023425,
,,,,227.03285,
,,,,227.0448,
,,,,227.06515,
,,,,227.075175,
,,,,227.114375,
,,,,227.14015,
,,,,227.162975,
,,,,227.180775,
,,,,227.20645,
,,,,227.217125,
,,,,227.22935,
,,,,227.276175,
,,,,227.315075,
,,,,227.378575,
,,,,227.45285,
,,,,227.515575,
,,,,227.549325,
,,,,227.576125,
,,,,227.59525,
,,,,227.610925,
,,,,227.631275,
,,,,227.6723,
,,,,227.681975,
,,,,227.695775,
,,,,227.706675,
,,,,227.71655,
,,,,227.74925,
,,,,227.764775,
,,,,227.792575,
,,,,227.81335,
,,,,227.834475,
,,,,227.860175,
,,,,227.87315,
,,,,227.881575,
,,,,227.898625,
,,,,227.929,
,,,,227.9715,
,,,,227.9992,
,,,,228.0146,
,,,,228.02905,
,,,,228.122075,
,,,,228.210175,
,,,,228.245625,
,,,,228.301725,
,,,,228.3088,
,,,,228.317775,
,,,,228.331675,
,,,,228.362975,
,,,,228.39095,
,,,,228.425525,
,,,,228.448175,
,,,,228.470875,
,,,,228.4884,
,,,,228.50725,
,,,,228.54045,
,,,,228.56145,
,,,,228.5849,
,,,,228.605075,
,,,,228.65365,
,,,,228.7097,
,,,,228.800725,
,,,,228.8546,
,,,,228.8827,
,,,,228.905675,
,,,,228.94845,
,,,,228.95745,
,,,,228.967525,
,,,,228.973425,
,,,,228.979825,
,,,,229.02045,
,,,,229.0381,
,,,,229.0547,
,,,,229.0694,
,,,,229.078275,
,,,,229.088775,
,,,,229.111175,
,,,,229.127925,
,,,,229.159125,
,,,,229.192825,
,,,,229.264875,
,,,,229.352775,
,,,,229.398125,
,,,,229.4097,
,,,,229.4425,
,,,,229.44945,
,,,,229.45415,
,,,,229.466575,
,,,,229.47155,
,,,,229.476725,
,,,,229.482275,
,,,,229.4953,
,,,,229.50205,
,,,,229.5117,
,,,,229.5209,
,,,,229.537975,
,,,,229.5654,
,,,,229.57895,
,,,,229.5905,
,,,,229.632425,
,,,,229.647825,
,,,,229.659525,
,,,,229.669475,
,,,,229.709625,
,,,,229.727025,
,,,,229.747625,
,,,,229.780525,
,,,,229.830275,
,,,,229.8833,
,,,,229.9219,
,,,,229.9653,
,,,,230.001325,
,,,,230.011725,
,,,,230.018875,
,,,,230.02375,
,,,,230.02965,
,,,,230.0354,
,,,,230.042575,
,,,,230.05585,
,,,,230.137075,
,,,,230.199275,
,,,,230.2342,
,,,,230.268575,
,,,,230.2952,
,,,,230.3144,
,,,,230.327575,
,,,,230.334525,
,,,,230.346825,
,,,,230.368425,
,,,,230.3858,
,,,,230.3938,
,,,,230.41735,
,,,,230.427925,
,,,,230.439775,
,,,,230.478,
,,,,230.50475,
,,,,230.5262,
,,,,230.578925,
,,,,230.6836,
,,,,230.714575,
,,,,230.73205,
,,,,230.8161,
,,,,230.8289,
,,,,230.8527,
,,,,230.8732,
,,,,230.900825,
,,,,230.9473,
,,,,230.99155,
,,,,231.007225,
,,,,231.01645,
,,,,231.0351,
,,,,231.0401,
,,,,231.04435,
,,,,231.048325,
,,,,231.054,
,,,,231.05735,
,,,,231.061075,
,,,,231.06555,
,,,,231.073725,
,,,,231.080275,
,,,,231.0852,
,,,,231.091425,
,,,,231.160525,
,,,,231.19,
,,,,231.22375,
,,,,231.238875,
,,,,231.266175,
,,,,231.295475,
,,,,231.325425,
,,,,231.352025,
,,,,231.395925,
,,,,231.432425,
,,,,231.4488,
,,,,231.4611,
,,,,231.516425,
,,,,231.538975,
,,,,231.5494,
,,,,231.63715,
,,,,231.649425,
,,,,231.6677,
,,,,231.70885,
,,,,231.765675,
,,,,231.806875,
,,,,231.87785,
,,,,232.02875,
,,,,232.0356,
,,,,232.041825,
,,,,232.06225,
,,,,232.075575,
,,,,232.086625,
,,,,232.090875,
,,,,232.100225,
,,,,232.1055,
,,,,232.10985,
,,,,232.11695,
,,,,232.143975,
,,,,232.16045,
,,,,232.180975,
,,,,232.19895,
,,,,232.229975,
,,,,232.259575,
,,,,232.276175,
,,,,232.291875,
,,,,232.301475,
,,,,232.3385,
,,,,232.351575,
,,,,232.371025,
,,,,232.39945,
,,,,232.4815,
,,,,232.569425,
,,,,232.616275,
,,,,232.627075,
,,,,232.663,
,,,,232.6711,
,,,,232.6772,
,,,,232.683025,
,,,,232.6888,
,,,,232.69645,
,,,,232.702475,
,,,,232.708925,
,,,,232.720375,
,,,,232.743475,
,,,,232.752725,
,,,,232.769625,
,,,,232.785425,
,,,,232.805925,
,,,,232.819225,
,,,,232.833375,
,,,,232.8611,
,,,,232.879,
,,,,232.898325,
,,,,232.925725,
,,,,232.9603,
,,,,232.99885,
,,,,233.046225,
,,,,233.0754,
,,,,233.097475,
,,,,233.131025,
,,,,233.1508,
,,,,233.185975,
,,,,233.19675,
,,,,233.208325,
,,,,233.225225,
,,,,233.23845,
,,,,233.246325,
,,,,233.255525,
,,,,233.266875,
,,,,233.281125,
,,,,233.296825,
,,,,233.31395,
,,,,233.329575,
,,,,233.3556,
,,,,233.368625,
,,,,233.387975,
,,,,233.401975,
,,,,233.41995,
,,,,233.436325,
,,,,233.44685,
,,,,233.457625,
,,,,233.472225,
,,,,233.483275,
,,,,233.5015,
,,,,233.513625,
,,,,233.5288,
,,,,233.540425,
,,,,233.5511,
,,,,233.578625,
,,,,233.604575,
,,,,233.635625,
,,,,233.655675,
,,,,233.6861,
,,,,233.7033,
,,,,233.729375,
,,,,233.7503,
,,,,233.7772,
,,,,233.8131,
,,,,233.85265,
,,,,233.88905,
,,,,233.918,
,,,,233.9526,
,,,,234.015725,
,,,,234.02945,
,,,,234.036575,
,,,,234.0476,
,,,,234.0664,
,,,,234.08205,
,,,,234.13525,
,,,,234.180675,
,,,,234.235125,
,,,,234.318325,
,,,,234.37855,
,,,,234.4127,
,,,,234.4181,
,,,,234.430825,
,,,,234.447575,
,,,,234.451875,
,,,,234.4571,
,,,,234.46205,
,,,,234.4681,
,,,,234.475925,
,,,,234.484275,
,,,,234.4885,
,,,,234.4943,
,,,,234.505275,
,,,,234.5145,
,,,,234.526875,
,,,,234.54045,
,,,,234.5498,
,,,,234.5658,
,,,,234.58195,
,,,,234.59665,
,,,,234.615425,
,,,,234.633775,
,,,,234.659,
,,,,234.6989,
,,,,234.781,
,,,,234.885975,
,,,,234.956175,
,,,,235.000125,
,,,,235.01185,
,,,,235.0306,
,,,,235.0405,
,,,,235.0471,
,,,,235.056175,
,,,,235.06265,
,,,,235.07035,
,,,,235.0765,
,,,,235.082825,
,,,,235.103375,
,,,,235.113225,
,,,,235.13115,
,,,,235.1472,
,,,,235.16245,
,,,,235.182075,
,,,,235.202675,
,,,,235.221925,
,,,,235.236725,
,,,,235.26265,
,,,,235.3236,
,,,,235.448375,
,,,,235.468275,
,,,,235.491975,
,,,,235.500125,
,,,,235.51405,
,,,,235.529525,
,,,,235.541375,
,,,,235.551675,
,,,,235.560625,
,,,,235.568375,
,,,,235.57865,
,,,,235.585825,
,,,,235.59545,
,,,,235.6049,
,,,,235.614925,
,,,,235.6321,
,,,,235.64575,
,,,,235.667525,
,,,,235.689225,
,,,,235.723825,
,,,,235.763325,
,,,,235.78975,
,,,,235.843125,
,,,,235.8808,
,,,,235.915975,
,,,,235.9499,
,,,,235.964875,
,,,,235.9841,
,,,,236.021325,
,,,,236.037825,
,,,,236.0682,
,,,,236.09535,
,,,,236.119575,
,,,,236.147225,
,,,,236.16515,
,,,,236.219275,
,,,,236.2979,
,,,,236.35225,
,,,,236.393625,
,,,,236.4163,
,,,,236.433125,
,,,,236.45235,
,,,,236.460075,
,,,,236.4652,
,,,,236.4726,
,,,,236.477775,
,,,,236.48505,
,,,,236.4907,
,,,,236.497625,
,,,,236.5084,
,,,,236.519575,
,,,,236.525375,
,,,,236.54035,
,,,,236.555875,
,,,,236.5796,
,,,,236.61405,
,,,,236.62675,
,,,,236.6575,
,,,,236.68065,
,,,,236.8142,
,,,,236.8778,
,,,,236.8927,
,,,,236.9274,
,,,,236.93825,
,,,,236.94635,
,,,,236.95505,
,,,,236.95985,
,,,,236.964,
,,,,236.969525,
,,,,236.98435,
,,,,236.9947,
,,,,237.00945,
,,,,237.020175,
,,,,237.036675,
,,,,237.04935,
,,,,237.062375,
,,,,237.09445,
,,,,237.140825,
,,,,237.19105,
,,,,237.44145,
,,,,237.4709,
,,,,237.523175,
,,,,237.53365,
,,,,237.54975,
,,,,237.56765,
,,,,237.5799,
,,,,237.611225,
,,,,237.6328,
,,,,237.681475,
,,,,237.6978,
,,,,237.71945,
,,,,237.776625,
,,,,237.9338,
,,,,237.959575,
,,,,237.987175,
,,,,238.04175,
,,,,238.047675,
,,,,238.0515,
,,,,238.058175,
,,,,238.064975,
,,,,238.0821,
,,,,238.099375,
,,,,238.120825,
,,,,238.137125,
,,,,238.15965,
,,,,238.1804,
,,,,238.20015,
,,,,238.241525,
,,,,238.439025,
,,,,238.489,
,,,,238.499675,
,,,,238.5181,
,,,,238.5464,
,,,,238.5515,
,,,,238.557825,
,,,,238.563825,
,,,,238.589975,
,,,,238.597525,
,,,,238.61485,
,,,,238.640825,
,,,,238.69195,
,,,,238.7137,
,,,,238.747325,
,,,,238.754975,
,,,,238.77225,
,,,,238.877725,
,,,,238.9685,
,,,,238.9945,
,,,,239.0101,
,,,,239.040375,
,,,,239.04925,
,,,,239.0577,
,,,,239.0626,
,,,,239.068625,
,,,,239.077825,
,,,,239.088025,
,,,,239.105,
,,,,239.134275,
,,,,239.152325,
,,,,239.1868,
,,,,239.230825,
,,,,239.263725,
,,,,239.282925,
,,,,239.31525,
,,,,239.338025,
,,,,239.36735,
,,,,239.41135,
,,,,239.4331,
,,,,239.465225,
,,,,239.4966,
,,,,239.55885,
,,,,239.5801,
,,,,239.59865,
,,,,239.6437,
,,,,239.649725,
,,,,239.659,
,,,,239.6754,
,,,,239.685125,
,,,,239.709575,
,,,,239.7236,
,,,,239.756675,
,,,,239.7895,
,,,,239.8236,
,,,,239.897475,
,,,,239.938075,
,,,,240.0022,
,,,,240.163625,
,,,,240.185975,
,,,,240.1995,
,,,,240.23935,
,,,,240.2453,
,,,,240.267675,
,,,,240.293125,
,,,,240.3251,
,,,,240.33725,
,,,,240.3711,
,,,,240.390625,
,,,,240.417175,
,,,,240.44435,
,,,,240.45215,
,,,,240.4721,
,,,,240.57145,
,,,,240.645025,
,,,,240.684525,
,,,,240.70425,
,,,,240.73115,
,,,,240.783125,
,,,,240.79435,
,,,,240.803275,
,,,,240.826225,
,,,,240.839075,
,,,,240.85235,
,,,,240.8664,
,,,,240.893525,
,,,,240.929925,
,,,,241.064925,
,,,,241.11995,
,,,,241.167675,
,,,,241.238,
,,,,241.246225,
,,,,241.2571,
,,,,241.268975,
,,,,241.28115,
,,,,241.302775,
,,,,241.319675,
,,,,241.35905,
,,,,241.595225,
,,,,241.65465,
,,,,241.6638,
,,,,241.706325,
,,,,241.73185,
,,,,241.7523,
,,,,241.7667,
,,,,241.785275,
,,,,241.802625,
,,,,241.823425,
,,,,242.100975,
,,,,242.133225,
,,,,242.181025,
,,,,242.188125,
,,,,242.20095,
,,,,242.2051,
,,,,242.216575,
,,,,242.232475,
,,,,242.246525,
,,,,242.253025,
,,,,242.274475,
,,,,242.2876,
,,,,242.2937,
,,,,242.300175,
,,,,242.308025,
,,,,242.33325,
,,,,242.34405,
,,,,242.361425,
,,,,242.387975,
,,,,242.4594,
,,,,242.50815,
,,,,242.695975,
,,,,242.797925,
,,,,242.813525,
,,,,242.8237,
,,,,242.839575,
,,,,242.855725,
,,,,242.9033,
,,,,242.9147,
,,,,242.931375,
,,,,242.9414,
,,,,242.952075,
,,,,242.9854,
,,,,243.016275,
,,,,243.3052,
,,,,243.3216,
,,,,243.36625,
,,,,243.375175,
,,,,243.3853,
,,,,243.3914,
,,,,243.39915,
,,,,243.404825,
,,,,243.417325,
,,,,243.4278,
,,,,243.438475,
,,,,243.4443,
,,,,243.460025,
,,,,243.471425,
,,,,243.499075,
,,,,243.54515,
,,,,243.564675,
,,,,243.57015,
,,,,243.590925,
,,,,243.608,
,,,,243.616775,
,,,,243.638925,
,,,,243.651875,
,,,,243.66705,
,,,,243.6818,
,,,,243.6909,
,,,,243.70295,
,,,,243.71825,
,,,,243.7346,
,,,,243.760625,
,,,,243.79235,
,,,,243.83405,
,,,,243.916375,
,,,,243.965075,
,,,,244.0181,
,,,,244.0373,
,,,,244.057625,
,,,,244.0786,
,,,,244.095625,
,,,,244.110375,
,,,,244.130825,
,,,,244.154625,
,,,,244.182125,
,,,,244.203775,
,,,,244.235875,
,,,,244.26815,
,,,,244.291075,
,,,,244.312975,
,,,,244.347725,
,,,,244.40885,
,,,,244.4504,
,,,,244.523325,
,,,,244.571875,
,,,,244.62625,
,,,,244.63585,
,,,,244.6587,
,,,,244.66735,
,,,,244.6864,
,,,,244.7006,
,,,,244.71595,
,,,,244.75555,
,,,,244.7871,
,,,,244.8281,
,,,,244.87665,
,,,,244.9417,
,,,,244.96765,
,,,,244.98985,
,,,,245.0001,
,,,,245.01325,
,,,,245.01865,
,,,,245.024275,
,,,,245.036425,
,,,,245.041425,
,,,,245.048025,
,,,,245.0578,
,,,,245.069725,
,,,,245.091825,
,,,,245.10925,
,,,,245.12985,
,,,,245.16285,
,,,,245.18635,
,,,,245.2193,
,,,,245.230025,
,,,,245.2606,
,,,,245.308725,
,,,,245.389375,
,,,,245.441475,
,,,,245.4941,
,,,,245.5124,
,,,,245.543975,
,,,,245.56335,
,,,,245.6192,
,,,,245.64695,
,,,,245.700525,
,,,,245.755875,
,,,,245.801125,
,,,,245.869425,
,,,,245.9307,
,,,,245.9365,
,,,,245.950825,
,,,,245.95635,
,,,,245.962325,
,,,,245.971425,
,,,,245.982475,
,,,,245.98915,
,,,,245.995825,
,,,,246.002725,
,,,,246.008875,
,,,,246.026125,
,,,,246.04355,
,,,,246.0738,
,,,,246.09815,
,,,,246.13635,
,,,,246.29285,
,,,,246.3535,
,,,,246.359775,
,,,,246.36835,
,,,,246.3793,
,,,,246.3874,
,,,,246.39585,
,,,,246.40015,
,,,,246.408725,
,,,,246.420525,
,,,,246.42805,
,,,,246.438175,
,,,,246.44745,
,,,,246.4658,
,,,,246.472925,
,,,,246.49235,
,,,,246.51925,
,,,,246.555325,
,,,,246.667575,
,,,,246.71445,
,,,,246.79035,
,,,,246.806575,
,,,,246.81265,
,,,,246.825675,
,,,,246.84655,
,,,,246.855075,
,,,,246.86495,
,,,,246.875825,
,,,,246.891075,
,,,,246.900675,
,,,,246.9152,
,,,,246.937925,
,,,,246.956725,
,,,,247.0268,
,,,,247.04665,
,,,,247.086875,
,,,,247.11625,
,,,,247.13275,
,,,,247.1558,
,,,,247.194375,
,,,,247.219075,
,,,,247.235025,
,,,,247.272,
,,,,247.33315,
,,,,247.372925,
,,,,247.430075,
,,,,247.46385,
,,,,247.51165,
,,,,247.550275,
,,,,247.577975,
,,,,247.5991,
,,,,247.6152,
,,,,247.6293,
,,,,247.635125,
,,,,247.643325,
,,,,247.651325,
,,,,247.661625,
,,,,247.672775,
,,,,247.684725,
,,,,247.706225,
,,,,247.7378,
,,,,247.77225,
,,,,247.803775,
,,,,247.835425,
,,,,247.8556,
,,,,247.872975,
,,,,247.896825,
,,,,247.91325,
,,,,247.929375,
,,,,247.955475,
,,,,247.96935,
,,,,248.00715,
,,,,248.047125,
,,,,248.074925,
,,,,248.0894,
,,,,248.112825,
,,,,248.135775,
,,,,248.205375,
,,,,248.23125,
,,,,248.2908,
,,,,248.391575,
,,,,248.458275,
,,,,248.50755,
,,,,248.528425,
,,,,248.547075,
,,,,248.560925,
,,,,248.573525,
,,,,248.58515,
,,,,248.6077,
,,,,248.620975,
,,,,248.64755,
,,,,248.668425,
,,,,248.693575,
,,,,248.71435,
,,,,248.747225,
,,,,248.785,
,,,,248.811775,
,,,,248.86175,
,,,,248.9593,
,,,,249.0045,
,,,,249.028425,
,,,,249.0764,
,,,,249.091525,
,,,,249.102975,
,,,,249.11025,
,,,,249.1548,
,,,,249.164525,
,,,,249.174525,
,,,,249.190825,
,,,,249.212675,
,,,,249.24525,
,,,,249.279125,
,,,,249.3077,
,,,,249.333275,
,,,,249.3865,
,,,,249.4217,
,,,,249.457125,
,,,,249.49685,
,,,,249.519225,
,,,,249.52765,
,,,,249.552525,
,,,,249.5678,
,,,,249.585025,
,,,,249.6106,
,,,,249.636825,
,,,,249.661725,
,,,,249.67765,
,,,,249.6944,
,,,,249.7126,
,,,,249.7339,
,,,,249.761225,
,,,,249.778325,
,,,,249.788075,
,,,,249.802275,
,,,,249.813675,
,,,,249.82615,
,,,,249.85025,
,,,,249.86495,
,,,,249.90395,
,,,,249.93205,
,,,,249.98375,
,,,,250.0114,
,,,,250.0324,
,,,,250.046,
,,,,250.07065,
,,,,250.106875,
,,,,250.17165,
,,,,250.240425,
,,,,250.263975,
,,,,250.296175,
,,,,250.318225,
,,,,250.437275,
,,,,250.457325,
,,,,250.478175,
,,,,250.48795,
,,,,250.4964,
,,,,250.50625,
,,,,250.51525,
,,,,250.520775,
,,,,250.527375,
,,,,250.533775,
,,,,250.5402,
,,,,250.550275,
,,,,250.559525,
,,,,250.572525,
,,,,250.595975,
,,,,250.625525,
,,,,250.6443,
,,,,250.71015,
,,,,250.74485,
,,,,250.778875,
,,,,250.8086,
,,,,250.850775,
,,,,250.93375,
,,,,250.995825,
,,,,251.05025,
,,,,251.06975,
,,,,251.078175,
,,,,251.08615,
,,,,251.097525,
,,,,251.113075,
,,,,251.12925,
,,,,251.132625,
,,,,251.139275,
,,,,251.14715,
,,,,251.1517,
,,,,251.16385,
,,,,251.175075,
,,,,251.1831,
,,,,251.189825,
,,,,251.209975,
,,,,251.242125,
,,,,251.250225,
,,,,251.2651,
,,,,251.2823,
,,,,251.291975,
,,,,251.30165,
,,,,251.3227,
,,,,251.33575,
,,,,251.350475,
,,,,251.368575,
,,,,251.398475,
,,,,251.422825,
,,,,251.450625,
,,,,251.46815,
,,,,251.51155,
,,,,251.57655,
,,,,251.59705,
,,,,251.622525,
,,,,251.630525,
,,,,251.64065,
,,,,251.65625,
,,,,251.660525,
,,,,251.670025,
,,,,251.68305,
,,,,251.6958,
,,,,251.727175,
,,,,251.7379,
,,,,251.76045,
,,,,251.7849,
,,,,251.8418,
,,,,251.965025,
,,,,252.019575,
,,,,252.036825,
,,,,252.0546,
,,,,252.074275,
,,,,252.08015,
,,,,252.092375,
,,,,252.1237,
,,,,252.144725,
,,,,252.17995,
,,,,252.252725,
,,,,252.294425,
,,,,252.32025,
,,,,252.34875,
,,,,252.402175,
,,,,252.464625,
,,,,252.530175,
,,,,252.56475,
,,,,252.58305,
,,,,252.599425,
,,,,252.61245,
,,,,252.625575,
,,,,252.646175,
,,,,252.667875,
,,,,252.690825,
,,,,252.71145,
,,,,252.730975,
,,,,252.750975,
,,,,252.773275,
,,,,252.788375,
,,,,252.8079,
,,,,252.815925,
,,,,252.83235,
,,,,252.8696,
,,,,252.946375,
,,,,253.01815,
,,,,253.03685,
,,,,253.057325,
,,,,253.07555,
,,,,253.1006,
,,,,253.1235,
,,,,253.1522,
,,,,253.213325,
,,,,253.35395,
,,,,253.3891,
,,,,253.3988,
,,,,253.4055,
,,,,253.415525,
,,,,253.423225,
,,,,253.433625,
,,,,253.44105,
,,,,253.447925,
,,,,253.463225,
,,,,253.473775,
,,,,253.490675,
,,,,253.518475,
,,,,253.542675,
,,,,253.585725,
,,,,253.6525,
,,,,253.692125,
,,,,253.730075,
,,,,253.744225,
,,,,253.755825,
,,,,253.782075,
,,,,253.8125,
,,,,253.8566,
,,,,253.900325,
,,,,253.937875,
,,,,253.97955,
,,,,254.025625,
,,,,254.060275,
,,,,254.091325,
,,,,254.126725,
,,,,254.153325,
,,,,254.1782,
,,,,254.23075,
,,,,254.30075,
,,,,254.34045,
,,,,254.372125,
,,,,254.40095,
,,,,254.43565,
,,,,254.498075,
,,,,254.718275,
,,,,254.73915,
,,,,254.767225,
,,,,254.77585,
,,,,254.7951,
,,,,254.802975,
,,,,254.81735,
,,,,254.82165,
,,,,254.827375,
,,,,254.831075,
,,,,254.8345,
,,,,254.851225,
,,,,254.8554,
,,,,254.872675,
,,,,254.887125,
,,,,254.905425,
,,,,254.92505,
,,,,254.941925,
,,,,254.954575,
,,,,254.9674,
,,,,254.981725,
,,,,254.9942,
,,,,255.0081,
,,,,255.02265,
,,,,255.0464,
,,,,255.05965,
,,,,255.09405,
,,,,255.15365,
,,,,255.209425,
,,,,255.22345,
,,,,255.232425,
,,,,255.2528,
,,,,255.2612,
,,,,255.271575,
,,,,255.281725,
,,,,255.2924,
,,,,255.30225,
,,,,255.311925,
,,,,255.32805,
,,,,255.34965,
,,,,255.37395,
,,,,255.400925,
,,,,255.418475,
,,,,255.455275,
,,,,255.4983,
,,,,255.545,
,,,,255.60765,
,,,,255.700925,
,,,,255.72895,
,,,,255.739425,
,,,,255.7474,
,,,,255.764975,
,,,,255.773275,
,,,,255.7837,
,,,,255.79165,
,,,,255.80815,
,,,,255.840625,
,,,,255.86635,
,,,,255.890875,
,,,,255.9175,
,,,,255.9377,
,,,,255.9538,
,,,,255.98095,
,,,,256.016925,
,,,,256.0447,
,,,,256.067525,
,,,,256.1008,
,,,,256.1352,
,,,,256.2482,
,,,,256.28355,
,,,,256.3068,
,,,,256.3226,
,,,,256.3329,
,,,,256.339875,
,,,,256.364475,
,,,,256.37775,
,,,,256.385375,
,,,,256.39705,
,,,,256.43025,
,,,,256.453175,
,,,,256.487225,
,,,,256.5334,
,,,,256.76485,
,,,,256.777425,
,,,,256.788225,
,,,,256.7948,
,,,,256.8,
,,,,256.8121,
,,,,256.81655,
,,,,256.82055,
,,,,256.826325,
,,,,256.830325,
,,,,256.835975,
,,,,256.839425,
,,,,256.8434,
,,,,256.851275,
,,,,256.858325,
,,,,256.863425,
,,,,256.8768,
,,,,256.890925,
,,,,256.912525,
,,,,256.9371,
,,,,256.9661,
,,,,257.0002,
,,,,257.115775,
,,,,257.18015,
,,,,257.259275,
,,,,257.284375,
,,,,257.29375,
,,,,257.331925,
,,,,257.359175,
,,,,257.369375,
,,,,257.3786,
,,,,257.387875,
,,,,257.4056,
,,,,257.4147,
,,,,257.428175,
,,,,257.439425,
,,,,257.461725,
,,,,257.493025,
,,,,257.5122,
,,,,257.533625,
,,,,257.57915,
,,,,257.63855,
,,,,257.73855,
,,,,257.75985,
,,,,257.7789,
,,,,257.78625,
,,,,257.79275,
,,,,257.7973,
,,,,257.8056,
,,,,257.8186,
,,,,257.8429,
,,,,257.857875,
,,,,257.87565,
,,,,257.899,
,,,,257.92,
,,,,257.953425,
,,,,257.981575,
,,,,258.005625,
,,,,258.028675,
,,,,258.06455,
,,,,258.10755,
,,,,258.142475,
,,,,258.2536,
,,,,258.33325,
,,,,258.35215,
,,,,258.38975,
,,,,258.4041,
,,,,258.42345,
,,,,258.4427,
,,,,258.450275,
,,,,258.4813,
,,,,258.509775,
,,,,258.54645,
,,,,258.572875,
,,,,258.607,
,,,,258.6789,
,,,,258.7768,
,,,,258.789775,
,,,,258.801475,
,,,,258.806525,
,,,,258.813325,
,,,,258.81745,
,,,,258.81955,
,,,,258.830325,
,,,,258.835025,
,,,,258.84505,
,,,,258.851025,
,,,,258.86805,
,,,,258.8759,
,,,,258.8838,
,,,,258.889525,
,,,,258.906325,
,,,,258.91755,
,,,,258.929875,
,,,,258.949425,
,,,,258.99625,
