SPK_SPKC02a (short excitation),SPK_SPKC05a (no effect),SPK_SPKC07a (no effect),SPK_SPKC09a (no effect),SPK_SPKC11a (no effect),SPK_SPKC11b (no effect)
,,,,42.4996,
,,,,42.536125,
,,,,42.58215,
,,,,42.6073,
,,,,42.61975,
,,,,42.64385,
,,,,42.680275,
,,,,42.724425,
,,,,42.986875,
,,,,42.996825,
,,,,43.00365,
,,,,43.015875,
,,,,43.0224,
,,,,43.03095,
,,,,43.0367,
,,,,43.0417,
,,,,43.046175,
,,,,43.0528,
,,,,43.059525,
,,,,43.069625,
,,,,43.0846,
,,,,43.093075,
,,,,43.110225,
,,,,43.12625,
,,,,43.147975,
,,,,43.1713,
,,,,43.182775,
,,,,43.196175,
,,,,43.20595,
,,,,43.229175,
,,,,43.2515,
,,,,43.261325,
,,,,43.288075,
,,,,43.298125,
,,,,43.311375,
,,,,43.323325,
,,,,43.358,
,,,,43.424375,
,,,,43.5665,
,,,,43.584975,
,,,,43.591925,
,,,,43.612775,
,,,,43.618075,
,,,,43.62325,
,,,,43.6293,
,,,,43.641675,
,,,,43.649475,
,,,,43.659075,
,,,,43.666125,
,,,,43.673175,
,,,,43.681275,
,,,,43.693625,
,,,,43.7049,
,,,,43.7131,
,,,,43.724875,
,,,,43.74645,
,,,,43.76685,
,,,,43.788625,
,,,,43.8039,
,,,,43.8345,
,,,,43.89605,
,,,,43.9747,
,,,,44.02495,
,,,,44.039725,
,,,,44.049875,
,,,,44.061075,
,,,,44.08515,
,,,,44.106175,
,,,,44.111725,
,,,,44.122525,
,,,,44.1282,
,,,,44.1451,
,,,,44.159275,
,,,,44.1756,
,,,,44.191775,
,,,,44.202575,
,,,,44.2235,
,,,,44.245325,
,,,,44.272375,
,,,,44.326025,
,,,,44.37275,
,,,,44.40925,
,,,,44.4728,
,,,,44.561475,
,,,,44.5841,
,,,,44.6009,
,,,,44.61175,
,,,,44.61645,
,,,,44.621175,
,,,,44.628675,
,,,,44.635775,
,,,,44.641825,
,,,,44.6486,
,,,,44.652625,
,,,,44.6594,
,,,,44.664825,
,,,,44.669475,
,,,,44.672525,
,,,,44.676675,
,,,,44.6841,
,,,,44.6895,
,,,,44.7062,
,,,,44.733675,
,,,,44.7707,
,,,,44.8054,
,,,,44.85295,
,,,,44.88395,
,,,,44.914275,
,,,,45.05765,
,,,,45.0874,
,,,,45.09985,
,,,,45.112725,
,,,,45.1245,
,,,,45.130675,
,,,,45.1405,
,,,,45.147725,
,,,,45.15605,
,,,,45.163175,
,,,,45.181475,
,,,,45.2017,
,,,,45.231025,
,,,,45.2492,
,,,,45.28275,
,,,,45.429625,
,,,,45.500525,
,,,,45.528225,
,,,,45.5737,
,,,,45.579625,
,,,,45.588025,
,,,,45.59985,
,,,,45.613775,
,,,,45.632025,
,,,,45.678875,
,,,,45.703475,
,,,,45.780625,
,,,,45.95295,
,,,,45.966375,
,,,,45.9728,
,,,,45.9795,
,,,,45.985675,
,,,,45.993975,
,,,,45.99835,
,,,,46.006175,
,,,,46.014475,
,,,,46.023075,
,,,,46.03015,
,,,,46.036625,
,,,,46.04675,
,,,,46.052775,
,,,,46.063025,
,,,,46.085025,
,,,,46.0882,
,,,,46.10215,
,,,,46.122475,
,,,,46.1441,
,,,,46.1747,
,,,,46.215475,
,,,,46.27155,
,,,,46.3329,
,,,,46.4288,
,,,,46.4502,
,,,,46.463325,
,,,,46.5707,
,,,,46.58245,
,,,,46.60735,
,,,,46.6388,
,,,,46.661575,
,,,,46.6989,
,,,,46.745325,
,,,,46.77015,
,,,,46.802825,
,,,,46.901675,
,,,,46.961,
,,,,47.02625,
,,,,47.06065,
,,,,47.083375,
,,,,47.1398,
,,,,47.1578,
,,,,47.16765,
,,,,47.197025,
,,,,47.220975,
,,,,47.233475,
,,,,47.249875,
,,,,47.267325,
,,,,47.288625,
,,,,47.311,
,,,,47.34785,
,,,,47.589875,
,,,,47.6061,
,,,,47.676725,
,,,,47.689925,
,,,,47.7,
,,,,47.707275,
,,,,47.714975,
,,,,47.74985,
,,,,47.76405,
,,,,47.7759,
,,,,47.79035,
,,,,47.847975,
,,,,47.88035,
,,,,47.902375,
,,,,47.92295,
,,,,47.9545,
,,,,47.9736,
,,,,48.030725,
,,,,48.045475,
,,,,48.0592,
,,,,48.070275,
,,,,48.08895,
,,,,48.109775,
,,,,48.20135,
,,,,48.242225,
,,,,48.263275,
,,,,48.272975,
,,,,48.286675,
,,,,48.3038,
,,,,48.319725,
,,,,48.326775,
,,,,48.3362,
,,,,48.351125,
,,,,48.3584,
,,,,48.376675,
,,,,48.391725,
,,,,48.4118,
,,,,48.4262,
,,,,48.4421,
,,,,48.451425,
,,,,48.464325,
,,,,48.481175,
,,,,48.530275,
,,,,48.565725,
,,,,48.607525,
,,,,48.7082,
,,,,48.738625,
,,,,48.758925,
,,,,48.771575,
,,,,48.786,
,,,,48.8096,
,,,,48.8186,
,,,,48.832925,
,,,,48.8459,
,,,,48.858825,
,,,,48.868325,
,,,,48.873025,
,,,,48.88095,
,,,,48.888025,
,,,,48.893875,
,,,,48.90205,
,,,,48.909475,
,,,,48.9177,
,,,,48.9342,
,,,,48.961925,
,,,,48.98175,
,,,,49.0039,
,,,,49.077975,
,,,,49.2337,
,,,,49.31175,
,,,,49.344375,
,,,,49.368075,
,,,,49.3971,
,,,,49.422675,
,,,,49.449525,
,,,,49.477775,
,,,,49.50985,
,,,,49.69995,
,,,,49.7133,
,,,,49.721125,
,,,,49.726025,
,,,,49.738425,
,,,,49.755575,
,,,,49.762725,
,,,,49.77025,
,,,,49.783,
,,,,49.794075,
,,,,49.808425,
,,,,49.8291,
,,,,49.844275,
,,,,49.86835,
,,,,49.907625,
,,,,49.941125,
,,,,50.2273,
,,,,50.23305,
,,,,50.241,
,,,,50.25885,
,,,,50.26365,
,,,,50.266075,
,,,,50.276775,
,,,,50.300975,
,,,,50.3093,
,,,,50.32675,
,,,,50.357375,
,,,,50.381975,
,,,,50.407125,
,,,,50.449525,
,,,,50.460425,
,,,,50.488175,
,,,,50.64425,
,,,,50.72905,
,,,,50.7457,
,,,,50.75445,
,,,,50.764625,
,,,,50.8015,
,,,,50.8364,
,,,,50.84565,
,,,,50.862275,
,,,,50.883875,
,,,,50.908125,
,,,,50.9385,
,,,,50.99325,
,,,,51.103575,
,,,,51.1676,
,,,,51.17845,
,,,,51.1883,
,,,,51.19415,
,,,,51.21085,
,,,,51.219725,
,,,,51.2339,
,,,,51.2614,
,,,,51.28775,
,,,,51.315725,
,,,,51.3239,
,,,,51.374,
,,,,51.38175,
,,,,51.397275,
,,,,51.44655,
,,,,51.473075,
,,,,51.48695,
,,,,51.735075,
,,,,51.773475,
,,,,51.789125,
,,,,51.8021,
,,,,51.828775,
,,,,51.842275,
,,,,51.854375,
,,,,51.873675,
,,,,51.906875,
,,,,51.965975,
,,,,52.0242,
,,,,52.057325,
,,,,52.08205,
,,,,52.092275,
,,,,52.11875,
,,,,52.1331,
,,,,52.141675,
,,,,52.156725,
,,,,52.2001,
,,,,52.240525,
,,,,52.291875,
,,,,52.325575,
,,,,52.331925,
,,,,52.34385,
,,,,52.360975,
,,,,52.369925,
,,,,52.38905,
,,,,52.413075,
,,,,52.4393,
,,,,52.498275,
,,,,52.709475,
,,,,52.73695,
,,,,52.747825,
,,,,52.780325,
,,,,52.79125,
,,,,52.796025,
,,,,52.80085,
,,,,52.8153,
,,,,52.828125,
,,,,52.838725,
,,,,52.8496,
,,,,52.8624,
,,,,52.8802,
,,,,52.9039,
,,,,52.917575,
,,,,52.940825,
,,,,52.950125,
,,,,52.9805,
,,,,52.99715,
,,,,53.03235,
,,,,53.0626,
,,,,53.09095,
,,,,53.107,
,,,,53.122875,
,,,,53.140225,
,,,,53.15295,
,,,,53.165525,
,,,,53.17115,
,,,,53.17755,
,,,,53.190325,
,,,,53.199125,
,,,,53.208225,
,,,,53.2131,
,,,,53.217225,
,,,,53.22225,
,,,,53.23255,
,,,,53.242325,
,,,,53.24925,
,,,,53.27215,
,,,,53.2873,
,,,,53.299625,
,,,,53.317,
,,,,53.335675,
,,,,53.35625,
,,,,53.401825,
,,,,53.49135,
,,,,53.605875,
,,,,53.6217,
,,,,53.653225,
,,,,53.65765,
,,,,53.661725,
,,,,53.667275,
,,,,53.68545,
,,,,53.69195,
,,,,53.7146,
,,,,53.735625,
,,,,53.7695,
,,,,53.7815,
,,,,53.813175,
,,,,53.861775,
,,,,53.9081,
,,,,54.03505,
,,,,54.0713,
,,,,54.099,
,,,,54.114575,
,,,,54.14875,
,,,,54.188625,
,,,,54.227775,
,,,,54.24125,
,,,,54.256775,
,,,,54.27875,
,,,,54.305475,
,,,,54.550075,
,,,,54.585625,
,,,,54.5979,
,,,,54.607575,
,,,,54.621025,
,,,,54.627775,
,,,,54.64885,
,,,,54.65545,
,,,,54.66255,
,,,,54.6748,
,,,,54.683775,
,,,,54.6987,
,,,,54.71675,
,,,,54.730575,
,,,,54.741075,
,,,,54.787625,
,,,,54.821075,
,,,,54.84515,
,,,,54.869225,
,,,,54.87665,
,,,,54.885475,
,,,,54.90805,
,,,,54.96235,
,,,,55.07685,
,,,,55.12645,
,,,,55.14525,
,,,,55.153825,
,,,,55.164,
,,,,55.179875,
,,,,55.206475,
,,,,55.212975,
,,,,55.217225,
,,,,55.23035,
,,,,55.240825,
,,,,55.25185,
,,,,55.27935,
,,,,55.2904,
,,,,55.31665,
,,,,55.3597,
,,,,55.546525,
,,,,55.58965,
,,,,55.597025,
,,,,55.606225,
,,,,55.621025,
,,,,55.63125,
,,,,55.6351,
,,,,55.64305,
,,,,55.6495,
,,,,55.6558,
,,,,55.661225,
,,,,55.669775,
,,,,55.676675,
,,,,55.680425,
,,,,55.68485,
,,,,55.694325,
,,,,55.70615,
,,,,55.7266,
,,,,55.7441,
,,,,55.7626,
,,,,55.78425,
,,,,55.8241,
,,,,55.87635,
,,,,55.89585,
,,,,55.915725,
,,,,55.98125,
,,,,56.102075,
,,,,56.177075,
,,,,56.207175,
,,,,56.223325,
,,,,56.235375,
,,,,56.246625,
,,,,56.2565,
,,,,56.268975,
,,,,56.270575,
,,,,56.279575,
,,,,56.29015,
,,,,56.302475,
,,,,56.321075,
,,,,56.337175,
,,,,56.37555,
,,,,56.399,
,,,,56.491275,
,,,,56.675425,
,,,,56.685775,
,,,,56.697625,
,,,,56.70885,
,,,,56.7473,
,,,,56.758325,
,,,,56.7708,
,,,,56.7779,
,,,,56.79925,
,,,,56.831675,
,,,,56.8655,
,,,,56.905475,
,,,,56.95955,
,,,,57.038325,
,,,,57.043575,
,,,,57.06505,
,,,,57.09195,
,,,,57.0992,
,,,,57.1158,
,,,,57.132125,
,,,,57.1502,
,,,,57.156875,
,,,,57.169,
,,,,57.17555,
,,,,57.19005,
,,,,57.198,
,,,,57.210525,
,,,,57.2236,
,,,,57.233075,
,,,,57.2449,
,,,,57.2561,
,,,,57.265575,
,,,,57.276625,
,,,,57.28385,
,,,,57.297225,
,,,,57.311025,
,,,,57.324425,
,,,,57.338,
,,,,57.351375,
,,,,57.36465,
,,,,57.3718,
,,,,57.37915,
,,,,57.384775,
,,,,57.39955,
,,,,57.409775,
,,,,57.4215,
,,,,57.44435,
,,,,57.4675,
,,,,57.503225,
,,,,57.58265,
,,,,57.66075,
,,,,57.688725,
,,,,57.743775,
,,,,57.759875,
,,,,57.776025,
,,,,57.794175,
,,,,57.807375,
,,,,57.8164,
,,,,57.834925,
,,,,57.847975,
,,,,57.875375,
,,,,57.889425,
,,,,57.899575,
,,,,57.928825,
,,,,57.93985,
,,,,57.969825,
,,,,57.997825,
,,,,58.06725,
,,,,58.093875,
,,,,58.1497,
,,,,58.207575,
,,,,58.240075,
,,,,58.273025,
,,,,58.305275,
,,,,58.31695,
,,,,58.32935,
,,,,58.342575,
,,,,58.351,
,,,,58.358425,
,,,,58.366225,
,,,,58.376975,
,,,,58.38695,
,,,,58.3934,
,,,,58.406075,
,,,,58.418175,
,,,,58.4419,
,,,,58.458025,
,,,,58.470725,
,,,,58.486825,
,,,,58.5214,
,,,,58.60175,
,,,,58.825025,
,,,,58.8431,
,,,,58.869825,
,,,,58.8929,
,,,,58.90435,
,,,,58.920975,
,,,,58.9391,
,,,,58.950625,
,,,,58.959625,
,,,,58.9671,
,,,,58.986625,
,,,,59.000125,
,,,,59.010925,
,,,,59.024675,
,,,,59.03975,
,,,,59.05095,
,,,,59.061975,
,,,,59.071225,
,,,,59.082125,
,,,,59.106775,
,,,,59.14195,
,,,,59.2372,
,,,,59.392375,
,,,,59.3973,
,,,,59.409875,
,,,,59.41865,
,,,,59.43415,
,,,,59.442675,
,,,,59.449425,
,,,,59.455225,
,,,,59.4713,
,,,,59.4973,
,,,,59.51535,
,,,,59.548025,
,,,,59.576,
,,,,59.690525,
,,,,59.79845,
,,,,59.812175,
,,,,59.83465,
,,,,59.842275,
,,,,59.850025,
,,,,59.858475,
,,,,59.862825,
,,,,59.867775,
,,,,59.879675,
,,,,59.887925,
,,,,59.9137,
,,,,59.92865,
,,,,59.95515,
,,,,59.9776,
,,,,59.999675,
,,,,60.0188,
,,,,60.04505,
,,,,60.162675,
,,,,60.248275,
,,,,60.3083,
,,,,60.328675,
,,,,60.337375,
,,,,60.3534,
,,,,60.36805,
,,,,60.376475,
,,,,60.394025,
,,,,60.422675,
,,,,60.43615,
,,,,60.49205,
,,,,60.662025,
,,,,60.68695,
,,,,60.69635,
,,,,60.70995,
,,,,60.718975,
,,,,60.72565,
,,,,60.732975,
,,,,60.743325,
,,,,60.74735,
,,,,60.751325,
,,,,60.759275,
,,,,60.7684,
,,,,60.773625,
,,,,60.779175,
,,,,60.786075,
,,,,60.790825,
,,,,60.79595,
,,,,60.800775,
,,,,60.804475,
,,,,60.811175,
,,,,60.818225,
,,,,60.826225,
,,,,60.83695,
,,,,60.845025,
,,,,60.859125,
,,,,60.8728,
,,,,60.88935,
,,,,60.9157,
,,,,60.93935,
,,,,60.968475,
,,,,61.011925,
,,,,61.0419,
,,,,61.083475,
,,,,61.15595,
,,,,61.217275,
,,,,61.22945,
,,,,61.239225,
,,,,61.2468,
,,,,61.26065,
,,,,61.266175,
,,,,61.27555,
,,,,61.2814,
,,,,61.290125,
,,,,61.305875,
,,,,61.3223,
,,,,61.332325,
,,,,61.3425,
,,,,61.3537,
,,,,61.36525,
,,,,61.377725,
,,,,61.396875,
,,,,61.425425,
,,,,61.46685,
,,,,61.5258,
,,,,61.60425,
,,,,61.6132,
,,,,61.648275,
,,,,61.656075,
,,,,61.661625,
,,,,61.667825,
,,,,61.67935,
,,,,61.693725,
,,,,61.707625,
,,,,61.715875,
,,,,61.735225,
,,,,61.750575,
,,,,61.77065,
,,,,61.7921,
,,,,61.8244,
,,,,61.885975,
,,,,62.07725,
,,,,62.086825,
,,,,62.093175,
,,,,62.09815,
,,,,62.118175,
,,,,62.129875,
,,,,62.1352,
,,,,62.137825,
,,,,62.1438,
,,,,62.164875,
,,,,62.176325,
,,,,62.1901,
,,,,62.206675,
,,,,62.2256,
,,,,62.255675,
,,,,62.29415,
,,,,62.327825,
,,,,62.46975,
,,,,62.548975,
,,,,62.555325,
,,,,62.568575,
,,,,62.58895,
,,,,62.596275,
,,,,62.6014,
,,,,62.608025,
,,,,62.61315,
,,,,62.61675,
,,,,62.620325,
,,,,62.629775,
,,,,62.640425,
,,,,62.6481,
,,,,62.6533,
,,,,62.664625,
,,,,62.67025,
,,,,62.67975,
,,,,62.694325,
,,,,62.70255,
,,,,62.71545,
,,,,62.734275,
,,,,62.747375,
,,,,62.769225,
,,,,62.795625,
,,,,62.82515,
,,,,62.8607,
,,,,62.933625,
,,,,62.978175,
,,,,62.99435,
,,,,63.0157,
,,,,63.026575,
,,,,63.034175,
,,,,63.0407,
,,,,63.048425,
,,,,63.053325,
,,,,63.057425,
,,,,63.0621,
,,,,63.07105,
,,,,63.07935,
,,,,63.08575,
,,,,63.0928,
,,,,63.1028,
,,,,63.106875,
,,,,63.111075,
,,,,63.1167,
,,,,63.12955,
,,,,63.134475,
,,,,63.1471,
,,,,63.155025,
,,,,63.165725,
,,,,63.1707,
,,,,63.176925,
,,,,63.184325,
,,,,63.193175,
,,,,63.201675,
,,,,63.206425,
,,,,63.217825,
,,,,63.22205,
,,,,63.2283,
,,,,63.238675,
,,,,63.252725,
,,,,63.261875,
,,,,63.271875,
,,,,63.284025,
,,,,63.29605,
,,,,63.315175,
,,,,63.3383,
,,,,63.356975,
,,,,63.3913,
,,,,63.427975,
,,,,63.494825,
,,,,63.5253,
,,,,63.55315,
,,,,63.579575,
,,,,63.586525,
,,,,63.592425,
,,,,63.6037,
,,,,63.6136,
,,,,63.620575,
,,,,63.6468,
,,,,63.66565,
,,,,63.6926,
,,,,63.715175,
,,,,63.7393,
,,,,63.7862,
,,,,63.894025,
,,,,63.9409,
,,,,63.959775,
,,,,63.9922,
,,,,64.0169,
,,,,64.03645,
,,,,64.052775,
,,,,64.082725,
,,,,64.1451,
,,,,64.222575,
,,,,64.25095,
,,,,64.322675,
,,,,64.33505,
,,,,64.343375,
,,,,64.357825,
,,,,64.3701,
,,,,64.388525,
,,,,64.404225,
,,,,64.419075,
,,,,64.430425,
,,,,64.45565,
,,,,64.4712,
,,,,64.4966,
,,,,64.5133,
,,,,64.533175,
,,,,64.5806,
,,,,64.737375,
,,,,64.93915,
,,,,64.963625,
,,,,64.981825,
,,,,64.993875,
,,,,65.0136,
,,,,65.0262,
,,,,65.037275,
,,,,65.06215,
,,,,65.088425,
,,,,65.181775,
,,,,65.25065,
,,,,65.2644,
,,,,65.2691,
,,,,65.274025,
,,,,65.278475,
,,,,65.28155,
,,,,65.28445,
,,,,65.28725,
,,,,65.2902,
,,,,65.292625,
,,,,65.296275,
,,,,65.299525,
,,,,65.302475,
,,,,65.306,
,,,,65.30925,
,,,,65.313375,
,,,,65.316975,
,,,,65.322025,
,,,,65.33295,
,,,,65.3391,
,,,,65.3474,
,,,,65.368875,
,,,,65.386975,
,,,,65.4067,
,,,,65.42115,
,,,,65.43375,
,,,,65.46935,
,,,,65.508275,
,,,,65.57015,
,,,,65.636,
,,,,65.725,
,,,,65.78275,
,,,,65.8011,
,,,,65.8112,
,,,,65.826125,
,,,,65.839975,
,,,,65.852,
,,,,65.86415,
,,,,65.883475,
,,,,65.90115,
,,,,65.92225,
,,,,65.94995,
,,,,65.98585,
,,,,66.11455,
,,,,66.12915,
,,,,66.176125,
,,,,66.180575,
,,,,66.1823,
,,,,66.193475,
,,,,66.195225,
,,,,66.213525,
,,,,66.22775,
,,,,66.2491,
,,,,66.26155,
,,,,66.2837,
,,,,66.311875,
,,,,66.337025,
,,,,66.377375,
,,,,66.613125,
,,,,66.643375,
,,,,66.663975,
,,,,66.682325,
,,,,66.69065,
,,,,66.6988,
,,,,66.707875,
,,,,66.7127,
,,,,66.7256,
,,,,66.73385,
,,,,66.7493,
,,,,66.76675,
,,,,66.799775,
,,,,66.8251,
,,,,66.925875,
,,,,67.03125,
,,,,67.060675,
,,,,67.07435,
,,,,67.09125,
,,,,67.104875,
,,,,67.110925,
,,,,67.1233,
,,,,67.1305,
,,,,67.14875,
,,,,67.1746,
,,,,67.2821,
,,,,67.30445,
,,,,67.327,
,,,,67.348475,
,,,,67.39545,
,,,,67.445875,
,,,,67.46265,
,,,,67.4728,
,,,,67.493125,
,,,,67.51615,
,,,,67.539025,
,,,,67.556825,
,,,,67.5721,
,,,,67.5824,
,,,,67.595775,
,,,,67.605975,
,,,,67.616025,
,,,,67.62835,
,,,,67.6515,
,,,,67.67075,
,,,,67.692325,
,,,,67.740325,
,,,,67.826675,
,,,,67.94905,
,,,,67.96235,
,,,,67.9826,
,,,,67.992025,
,,,,68.003525,
,,,,68.00875,
,,,,68.01255,
,,,,68.022,
,,,,68.026925,
,,,,68.0325,
,,,,68.0392,
,,,,68.053725,
,,,,68.062,
,,,,68.06745,
,,,,68.0799,
,,,,68.0941,
,,,,68.1075,
,,,,68.130175,
,,,,68.140375,
,,,,68.15615,
,,,,68.173575,
,,,,68.192075,
,,,,68.2093,
,,,,68.227575,
,,,,68.2447,
,,,,68.277175,
,,,,68.289025,
,,,,68.30675,
,,,,68.331075,
,,,,68.3517,
,,,,68.373725,
,,,,68.3973,
,,,,68.446925,
,,,,68.526375,
,,,,68.607375,
,,,,68.63945,
,,,,68.66285,
,,,,68.672625,
,,,,68.687075,
,,,,68.70085,
,,,,68.7069,
,,,,68.714425,
,,,,68.72195,
,,,,68.72815,
,,,,68.744975,
,,,,68.761525,
,,,,68.7799,
,,,,68.812575,
,,,,68.8306,
,,,,68.853175,
,,,,68.873325,
,,,,68.89175,
,,,,68.903025,
,,,,68.9194,
,,,,68.93225,
,,,,68.946625,
,,,,68.953425,
,,,,68.963475,
,,,,68.99395,
,,,,69.0124,
,,,,69.024675,
,,,,69.039125,
,,,,69.057175,
,,,,69.079675,
,,,,69.09655,
,,,,69.12975,
,,,,69.14985,
,,,,69.198825,
,,,,69.321575,
,,,,69.389475,
,,,,69.396,
,,,,69.40635,
,,,,69.414125,
,,,,69.41935,
,,,,69.4326,
,,,,69.4378,
,,,,69.445,
,,,,69.45125,
,,,,69.459475,
,,,,69.467775,
,,,,69.4785,
,,,,69.490575,
,,,,69.50765,
,,,,69.54205,
,,,,69.576375,
,,,,69.727775,
,,,,69.754,
,,,,69.779075,
,,,,69.788375,
,,,,69.7946,
,,,,69.8031,
,,,,69.81305,
,,,,69.820625,
,,,,69.8273,
,,,,69.83305,
,,,,69.8404,
,,,,69.846675,
,,,,69.85085,
,,,,69.856925,
,,,,69.863925,
,,,,69.8685,
,,,,69.873775,
,,,,69.888525,
,,,,69.90735,
,,,,69.917375,
,,,,69.925975,
,,,,69.9471,
,,,,69.96615,
,,,,69.9803,
,,,,69.995,
,,,,70.034025,
,,,,70.100675,
,,,,70.220225,
,,,,70.232975,
,,,,70.24155,
,,,,70.247375,
,,,,70.2583,
,,,,70.265425,
,,,,70.270475,
,,,,70.277125,
,,,,70.284775,
,,,,70.3069,
,,,,70.327175,
,,,,70.342875,
,,,,70.3658,
,,,,70.399125,
,,,,70.442825,
,,,,70.474925,
,,,,70.487625,
,,,,70.511825,
,,,,70.551075,
,,,,70.776925,
,,,,70.797075,
,,,,70.807325,
,,,,70.8146,
,,,,70.819725,
,,,,70.82565,
,,,,70.8297,
,,,,70.837525,
,,,,70.8435,
,,,,70.84655,
,,,,70.8522,
,,,,70.8614,
,,,,70.86675,
,,,,70.8711,
,,,,70.877025,
,,,,70.89265,
,,,,70.909275,
,,,,70.9262,
,,,,70.946425,
,,,,70.966275,
,,,,70.985675,
,,,,71.01855,
,,,,71.056,
,,,,71.0737,
,,,,71.1012,
,,,,71.15555,
,,,,71.179875,
,,,,71.2044,
,,,,71.2229,
,,,,71.2444,
,,,,71.310125,
,,,,71.351775,
,,,,71.470375,
,,,,71.547925,
,,,,71.5642,
,,,,71.5872,
,,,,71.59935,
,,,,71.6128,
,,,,71.62375,
,,,,71.633425,
,,,,71.643225,
,,,,71.655725,
,,,,71.657925,
,,,,71.684275,
,,,,71.7169,
,,,,71.910625,
,,,,71.964525,
,,,,71.988525,
,,,,71.9988,
,,,,72.0157,
,,,,72.030925,
,,,,72.0377,
,,,,72.0419,
,,,,72.049,
,,,,72.054025,
,,,,72.0715,
,,,,72.07715,
,,,,72.08695,
,,,,72.10045,
,,,,72.106925,
,,,,72.11165,
,,,,72.1199,
,,,,72.1346,
,,,,72.144425,
,,,,72.157975,
,,,,72.180225,
,,,,72.219525,
,,,,72.25005,
,,,,72.27495,
,,,,72.329975,
,,,,72.36195,
,,,,72.392825,
,,,,72.406325,
,,,,72.4213,
,,,,72.4318,
,,,,72.4434,
,,,,72.4532,
,,,,72.46645,
,,,,72.4788,
,,,,72.4861,
,,,,72.502125,
,,,,72.513575,
,,,,72.522125,
,,,,72.5305,
,,,,72.539725,
,,,,72.5496,
,,,,72.565825,
,,,,72.5777,
,,,,72.617725,
,,,,72.670875,
,,,,72.701925,
,,,,72.725275,
,,,,72.74005,
,,,,72.754325,
,,,,72.764625,
,,,,72.77635,
,,,,72.782625,
,,,,72.79455,
,,,,72.80095,
,,,,72.809325,
,,,,72.81915,
,,,,72.829975,
,,,,72.843625,
,,,,72.864775,
,,,,72.89475,
,,,,72.9328,
,,,,72.984,
,,,,73.05755,
,,,,73.101475,
,,,,73.124175,
,,,,73.138925,
,,,,73.15315,
,,,,73.166475,
,,,,73.17685,
,,,,73.185375,
,,,,73.19345,
,,,,73.20345,
,,,,73.215325,
,,,,73.225025,
,,,,73.2342,
,,,,73.24645,
,,,,73.2585,
,,,,73.273175,
,,,,73.291475,
,,,,73.30345,
,,,,73.32585,
,,,,73.350275,
,,,,73.382775,
,,,,73.482,
,,,,73.534175,
,,,,73.5524,
,,,,73.562325,
,,,,73.569,
,,,,73.576425,
,,,,73.58345,
,,,,73.59285,
,,,,73.608475,
,,,,73.621225,
,,,,73.629025,
,,,,73.642025,
,,,,73.66235,
,,,,73.677775,
,,,,73.6891,
,,,,73.697375,
,,,,73.7162,
,,,,73.737275,
,,,,73.76185,
,,,,73.782975,
,,,,73.8133,
,,,,73.8593,
,,,,73.8835,
,,,,73.9139,
,,,,74.05305,
,,,,74.08895,
,,,,74.10295,
,,,,74.112325,
,,,,74.119675,
,,,,74.126375,
,,,,74.141225,
,,,,74.147875,
,,,,74.155875,
,,,,74.161125,
,,,,74.166425,
,,,,74.17555,
,,,,74.185775,
,,,,74.195025,
,,,,74.204475,
,,,,74.2101,
,,,,74.2228,
,,,,74.237325,
,,,,74.2601,
,,,,74.3026,
,,,,74.3539,
,,,,74.45465,
,,,,74.508825,
,,,,74.561225,
,,,,74.572725,
,,,,74.5796,
,,,,74.587325,
,,,,74.59415,
,,,,74.599375,
,,,,74.6029,
,,,,74.6243,
,,,,74.62905,
,,,,74.63335,
,,,,74.6411,
,,,,74.64485,
,,,,74.65455,
,,,,74.66115,
,,,,74.6672,
,,,,74.6717,
,,,,74.68585,
,,,,74.696525,
,,,,74.70685,
,,,,74.727825,
,,,,74.78815,
,,,,74.831625,
,,,,74.913225,
,,,,74.93915,
,,,,74.96415,
,,,,74.983075,
,,,,74.992625,
,,,,75.0084,
,,,,75.017725,
,,,,75.0299,
,,,,75.040825,
,,,,75.0502,
,,,,75.061775,
,,,,75.0763,
,,,,75.09,
,,,,75.11135,
,,,,75.13685,
,,,,75.16545,
,,,,75.18365,
,,,,75.20885,
,,,,75.23185,
,,,,75.2666,
,,,,75.30615,
,,,,75.3355,
,,,,75.37605,
,,,,75.410975,
,,,,75.4402,
,,,,75.48075,
,,,,75.510175,
,,,,75.52835,
,,,,75.555825,
,,,,75.637675,
,,,,75.712925,
,,,,75.721675,
,,,,75.732325,
,,,,75.739225,
,,,,75.752125,
,,,,75.762225,
,,,,75.7748,
,,,,75.78285,
,,,,75.79555,
,,,,75.8077,
,,,,75.823075,
,,,,75.83105,
,,,,75.848025,
,,,,75.860075,
,,,,75.873825,
,,,,75.8865,
,,,,75.9059,
,,,,75.97015,
,,,,76.00665,
,,,,76.050325,
,,,,76.0972,
,,,,76.1359,
,,,,76.16465,
,,,,76.1791,
,,,,76.1916,
,,,,76.211375,
,,,,76.2278,
,,,,76.24335,
,,,,76.257075,
,,,,76.273825,
,,,,76.309925,
,,,,76.323225,
,,,,76.349025,
,,,,76.37885,
,,,,76.39725,
,,,,76.4272,
,,,,76.455475,
,,,,76.5044,
,,,,76.523625,
,,,,76.5462,
,,,,76.581275,
,,,,76.59525,
,,,,76.627,
,,,,76.64135,
,,,,76.657625,
,,,,76.693775,
,,,,76.7128,
,,,,76.734275,
,,,,76.750225,
,,,,76.7727,
,,,,76.8022,
,,,,76.819975,
,,,,76.850375,
