SPK_SPKC06a (no effect),SPK_SPKC09a (excited),SPK_SPKC11a (no effect),SPK_SPKC11b (excited),SPK_SPKC13a (no effect),SPK_SPKC14a (no effect),SPK_SPKC15a (excited)
48.2977,37.03375,21.18715,19.764775,19.6767,9.7274,46.770925
48.345675,37.060875,21.323425,19.79555,19.681025,9.759175,46.850075
48.458725,37.09455,21.4081,19.82455,19.683425,9.77285,46.881
48.5079,37.16795,21.442175,19.83395,19.6867,9.785725,47.111025
48.534275,37.424125,21.527075,19.837475,19.703875,9.80285,47.1322
48.637775,37.53085,21.53885,19.85135,19.71795,9.834325,47.23455
48.740675,37.746275,21.572375,19.9582,19.72715,9.855725,47.296875
48.7932,37.79545,21.60845,19.969025,19.876825,9.87745,47.4885
48.9005,37.97925,21.689,19.9878,20.00365,9.915,47.5937
48.938,38.039675,21.812525,20.1142,20.07215,9.95115,47.624325
49.0468,38.07055,21.914375,20.221075,20.110325,9.994425,48.176775
49.19665,38.1025,21.97155,20.343225,20.122,10.00715,48.3783
49.32665,38.178725,22.035975,20.41375,20.131125,10.036925,48.645925
49.527025,38.224425,22.074475,20.43845,20.296875,10.0571,48.738625
49.656175,38.263025,22.105825,20.566175,20.448625,10.077425,48.770125
49.729225,38.292375,22.13995,20.68415,20.50025,10.1077,49.234925
49.88785,38.310375,22.15245,20.7628,20.5298,10.1185,49.328
50.14015,38.360575,22.167025,20.9811,20.57485,10.1464,49.335175
50.2217,38.397275,22.1756,20.982275,20.5986,10.165625,49.3757
50.3344,38.532425,22.249325,21.010025,20.6171,10.17875,49.5965
50.5881,38.575175,22.27785,21.03015,20.6588,10.190875,49.615325
50.727225,38.589075,22.365025,21.072325,20.734725,10.204925,49.671325
50.874975,38.62885,22.6451,21.11255,20.861325,10.215075,49.722725
51.74695,38.705975,22.6565,21.1624,20.889325,10.226725,49.794225
51.768525,38.74715,22.683525,21.2112,20.9304,10.24865,49.827875
51.837175,38.7929,22.74945,21.27575,20.963025,10.27025,50.35935
52.009825,38.85045,22.796225,21.285925,21.00075,10.2866,50.478175
52.11125,38.86715,22.81535,21.29855,21.256,10.3114,50.5219
52.1848,38.96895,22.852475,21.309175,21.29065,10.3232,50.544625
52.205925,38.9925,23.024875,21.345875,21.3042,10.3779,50.6492
52.336325,39.0259,23.044075,21.4486,21.38855,10.389025,50.78615
52.36435,39.144725,23.051075,21.4855,21.401625,10.41465,50.942275
52.3959,39.21155,23.07355,21.5126,21.5556,10.42645,51.12655
52.45995,39.22925,23.096825,21.528675,21.6139,10.4469,51.16545
52.53235,39.236825,23.14185,21.59765,21.650975,10.458125,51.893175
52.721925,39.250575,23.229375,21.603475,21.672675,10.4655,52.001575
52.938625,39.290625,23.261,21.6266,21.715175,10.4784,52.3872
53.020925,39.302825,23.272625,21.71265,21.896525,10.49945,52.926175
53.085175,39.4542,23.366225,21.72405,21.97385,10.508875,53.2576
53.247425,39.477825,23.37695,21.733825,22.0064,10.530725,53.49795
53.480875,39.484575,23.3846,21.73735,22.114375,10.543275,53.716975
53.536625,39.59065,23.50335,21.79065,22.140275,10.55245,53.937875
53.693075,39.61545,23.531775,21.8535,22.15665,10.558825,54.449775
53.752625,39.78615,23.588,21.86335,22.165625,10.5932,55.0026
53.866125,39.837025,23.5915,21.9522,22.2226,10.604175,55.23315
53.972725,39.859175,23.63285,22.004575,22.266125,10.618275,55.2412
53.993525,39.974925,23.7015,22.062125,22.2905,10.646625,55.24255
54.084875,40.03875,23.77935,22.154525,22.381275,10.67385,55.3036
54.181475,40.088375,23.802275,22.225175,22.431675,10.684,55.426225
54.3476,40.096275,23.848575,22.259925,22.5206,10.703475,55.49635
54.550275,40.1094,23.913475,22.379775,22.5577,10.716175,55.715975
54.621575,40.17885,23.938225,22.4172,22.629075,10.79965,55.8801
55.173875,40.2171,23.96435,22.447525,22.634225,10.828675,56.24505
55.27025,40.34095,23.984375,22.6639,22.6647,10.853075,56.465825
55.422225,40.410025,23.9963,22.67665,22.66845,10.877625,56.5646
55.503025,40.4408,24.030775,22.68805,22.682425,10.898075,56.64835
55.61035,40.468825,24.0494,22.704475,22.70845,10.920575,56.931775
55.7525,40.494975,24.057275,22.74025,22.751275,10.94235,57.284625
55.7684,40.5164,24.074075,22.774025,22.83305,10.962925,57.329325
55.7907,40.5892,24.088175,22.820575,23.021125,10.976825,57.539925
55.86455,40.608025,24.127625,22.97,23.03785,10.9923,57.541075
55.946675,40.647425,24.1798,23.1096,23.047675,11.01215,57.861675
56.02825,40.6559,24.253925,23.15795,23.077225,11.0273,57.97185
56.108775,40.688575,24.266425,23.188575,23.086575,11.057975,58.1706
56.316025,40.740525,24.2943,23.269425,23.092775,11.083275,58.349225
56.466125,40.75545,24.3398,23.3563,23.103125,11.096925,58.517675
56.60825,40.770075,24.35445,23.422775,23.13545,11.125925,58.7905
56.741475,40.8423,24.364475,23.47645,23.143925,11.14685,58.866925
56.814475,40.89675,24.37525,23.496525,23.184325,11.1881,58.895025
56.834975,40.942775,24.38125,23.670425,23.210075,11.2039,59.009775
56.840825,41.0099,24.416925,23.7291,23.21225,11.22405,59.2648
56.844275,41.111675,24.4639,23.7895,23.23245,11.237475,59.994725
56.848725,41.1501,24.487375,23.830825,23.2454,11.24885,60.0766
56.8588,41.23595,24.572775,23.9047,23.257925,11.264,60.31315
56.91345,41.334925,24.579575,23.9949,23.27265,11.2872,60.478825
56.998425,41.4144,24.5926,24.056,23.292875,11.303875,60.548625
57.020675,41.4715,24.610325,24.20175,23.32855,11.32665,60.5938
57.043525,41.494525,24.645,24.258475,23.35275,11.3543,60.707425
57.0868,41.512625,24.731225,24.30805,23.37795,11.384775,60.9337
57.1397,41.54035,24.791175,24.35595,23.390925,11.40845,61.04315
57.322425,41.567625,24.9432,24.3845,23.40535,11.46615,61.220025
57.418575,41.59745,25.036825,24.3955,23.42075,11.542275,61.3209
57.5871,41.692825,25.041675,24.405925,23.426875,11.58185,61.3305
57.6347,41.7234,25.1432,24.449675,23.4381,11.59415,61.34865
57.657725,41.801375,25.205925,24.46565,23.4583,11.603425,61.5549
57.667,41.840725,25.273225,24.526925,23.73725,11.6188,61.62485
57.77675,41.87995,25.2909,24.61765,23.75895,11.625975,61.6418
57.815075,41.9887,25.326375,24.6591,23.9294,11.631575,61.655325
57.93395,42.009425,25.45495,24.68945,24.129525,11.6395,61.69325
57.9685,42.02245,25.481775,24.747625,24.1786,11.6673,61.90475
58.036525,42.0405,25.5438,24.759475,24.244075,11.7828,62.054825
58.131675,42.11185,25.554075,24.784675,24.303425,11.871475,62.144625
58.281625,42.229925,25.587675,24.8949,24.34045,11.88525,62.2174
58.3744,42.2643,25.6189,24.934575,24.40585,11.90835,62.507775
58.464325,42.2927,25.655975,24.975275,24.41915,11.90945,62.797375
58.519075,42.340325,25.696325,25.083675,24.4935,11.91345,62.838475
58.567475,42.42945,25.701925,25.225175,24.49895,11.91645,62.847975
58.621775,42.455525,25.731375,25.321025,24.51815,11.92045,63.091075
58.650925,42.511225,25.885325,25.382,24.537725,11.92655,63.104925
58.719975,42.515375,25.9139,25.43925,24.632525,11.933175,63.1132
58.94265,42.5633,25.95855,25.44255,24.728725,11.956475,63.17595
59.069825,42.586025,26.000625,25.4874,24.7491,11.9746,63.387275
59.1684,42.678975,26.085725,25.53135,24.812975,11.9834,63.49135
59.4541,42.905675,26.137225,25.6908,24.84155,11.9893,63.542525
59.886975,42.972075,26.16065,25.76095,24.89275,12.012375,63.789775
59.972525,42.986675,26.168075,25.7997,24.9515,12.020775,63.9982
60.151,43.03705,26.22145,25.872375,25.00845,12.029325,64.375
60.18565,43.11545,26.3216,25.9266,25.026625,12.0399,64.9241
60.380575,43.151275,26.360675,25.9551,25.0509,12.068675,65.496225
60.460525,43.1771,26.369925,25.99075,25.0852,12.087675,65.6084
60.539875,43.191975,26.45295,26.17235,25.1087,12.095275,65.727275
60.63885,43.2053,26.491425,26.20855,25.121625,12.1049,65.9533
60.664275,43.2316,26.537275,26.217375,25.157625,12.11305,66.4141
60.676425,43.2448,26.58825,26.286875,25.3089,12.122275,66.483925
60.68305,43.2968,26.601625,26.362925,25.370425,12.138025,66.55635
60.687025,43.309975,26.62845,26.39945,25.419075,12.143075,66.731175
60.692125,43.339175,26.634375,26.475075,25.480625,12.147975,66.763625
60.709475,43.349875,26.65705,26.5272,25.486225,12.153875,67.093325
60.721525,43.41885,26.658975,26.59395,25.61455,12.161775,67.11385
60.8491,43.5556,26.726175,26.623025,25.90265,12.167425,67.5804
60.90265,43.595975,26.754575,26.652025,25.9565,12.177725,67.762325
60.987375,43.6231,26.762075,26.8167,25.967125,12.224775,67.842525
61.08295,43.6676,26.779725,26.861225,26.04125,12.24325,67.85385
61.10035,43.760875,26.78565,26.974875,26.05875,12.271125,67.92395
61.16495,43.824075,26.80115,27.076075,26.187475,12.2796,68.112875
61.20375,43.874825,26.83885,27.094125,26.254375,12.32325,68.13325
61.27315,43.9733,26.8523,27.170125,26.2578,12.34565,68.23375
61.323625,44.13485,26.885175,27.18545,26.290825,12.3617,68.545275
61.413,44.158575,26.934125,27.22485,26.3658,12.376775,68.838
61.458525,44.17855,26.949425,27.27785,26.36995,12.391225,69.0115
61.518575,44.2515,26.9854,27.320375,26.396775,12.40355,69.0357
61.555925,44.303875,27.010625,27.344125,26.4987,12.416775,69.44595
61.59655,44.35285,27.103175,27.351975,26.524775,12.425975,69.760775
61.740075,44.37445,27.12575,27.3779,26.567525,12.436225,69.88725
61.78545,44.4133,27.204375,27.407425,26.633325,12.450425,69.9088
61.820575,44.439425,27.2063,27.42825,26.743175,12.466325,69.95075
61.870175,44.52695,27.2667,27.44905,26.758425,12.471725,70.005575
61.8886,44.532925,27.37675,27.4688,26.8057,12.4734,70.10535
61.953,44.57125,27.384325,27.4985,26.873825,12.4782,70.1672
61.96905,44.5815,27.40325,27.514225,26.89305,12.484475,70.196725
62.048625,44.587275,27.406275,27.62205,26.89935,12.492575,70.4169
62.08695,44.594775,27.43105,27.6585,26.933075,12.503125,70.64325
62.213175,44.79685,27.4497,27.728175,26.9934,12.539725,70.85335
62.354525,44.93465,27.49455,27.7545,27.035,12.552325,71.010125
62.4496,45.065125,27.533925,27.766175,27.10445,12.5781,71.040375
62.453725,45.29975,27.573725,27.77145,27.26135,12.5868,71.092
62.5307,45.426225,27.575725,27.784075,27.328425,12.609725,71.242375
62.5799,45.58525,27.600925,27.79925,27.454725,12.61135,71.334225
62.6922,45.7161,27.630125,27.83,27.480625,12.66175,71.39455
62.858075,46.027875,27.6335,27.8542,27.501475,12.7016,71.39845
62.9244,46.10495,27.636675,27.865925,27.590125,12.72535,71.528075
62.991625,46.151975,27.6529,27.896,27.615225,12.751125,71.5701
63.0175,46.169975,27.665125,27.9906,27.651375,12.773775,71.678825
63.2783,46.360025,27.69645,28.017925,27.6769,12.793575,71.8098
63.3841,46.8954,27.73295,28.051325,27.6979,12.81105,72.34355
63.459475,47.11025,27.748,28.084075,27.722425,12.8354,73.019925
63.500325,47.599175,27.762025,28.1191,27.74965,12.875525,73.03935
63.592875,47.85165,27.7888,28.328975,27.783975,12.890725,73.1703
63.674625,48.077225,27.790925,28.3338,27.80405,12.908825,73.5318
63.741975,48.254875,27.8064,28.35455,27.86215,12.9912,73.6579
63.809625,49.3508,27.85265,28.4069,27.894675,13.0064,73.861125
63.9624,49.544175,27.8579,28.428,27.940475,13.022525,73.955825
64.04985,49.72755,27.9183,28.452325,27.97995,13.0376,74.6691
64.14315,50.04355,28.274525,28.479125,27.9827,13.0528,74.847525
64.203125,50.51595,28.294525,28.51525,27.993175,13.0627,74.87425
64.340925,50.825625,28.301275,28.52315,28.019425,13.0865,74.942375
64.445025,51.0263,28.3154,28.5465,28.03025,13.101825,75.059175
64.55645,51.28685,28.3252,28.567475,28.0871,13.1204,75.126075
64.6524,51.42975,28.401175,28.592425,28.105675,13.130725,75.260975
64.77045,51.596975,28.4022,28.651375,28.107125,13.140325,75.3318
64.821775,51.632425,28.457175,28.781375,28.254775,13.147875,75.722375
64.886475,51.826125,28.4761,28.855575,28.27985,13.1812,75.9258
64.973375,51.886575,28.5121,29.050725,28.28505,13.190825,75.9962
65.14545,52.150975,28.541,29.0624,28.30325,13.196275,76.04875
65.20145,52.3798,28.56395,29.088775,28.366075,13.2171,76.3308
65.28385,52.4112,28.615375,29.0975,28.405925,13.228625,76.49195
65.3166,52.4909,28.6321,29.132425,28.4734,13.240575,76.557175
65.41135,52.59295,28.6477,29.172425,28.503175,13.251175,76.6562
65.485425,52.612225,28.6725,29.372625,28.778475,13.258225,76.745125
65.583975,52.92895,28.702575,29.407375,28.884075,13.267775,77.242225
65.66905,53.079625,28.726425,29.415675,28.954275,13.284225,77.3836
65.7872,53.0889,28.76245,29.4393,29.052,13.30335,77.507075
65.89435,53.19435,28.789925,29.456,29.070575,13.3117,77.59625
66.037225,53.27475,28.928,29.4987,29.09545,13.31665,77.700725
66.205275,53.54885,29.05485,29.530225,29.178025,13.3296,77.778075
66.47645,53.634025,29.083675,29.55605,29.3294,13.336925,78.009575
66.826925,53.6559,29.093575,29.63125,29.355725,13.34395,78.1946
67.031375,53.767375,29.125925,29.7021,29.4234,13.349625,78.216625
68.211275,53.853575,29.197725,29.744375,29.44035,13.357675,78.23155
68.215425,53.8994,29.4234,29.846725,29.470175,13.362225,78.41895
68.2268,53.926225,29.457525,29.8741,29.4728,13.373825,78.635225
68.2376,54.0958,29.48315,29.890275,29.4784,13.3819,78.69875
68.271025,54.2148,29.516525,29.922225,29.497225,13.40755,78.72025
68.30065,54.2992,29.541975,29.94985,29.5069,13.430475,78.8141
68.39075,54.31475,29.545975,29.975925,29.5312,13.445325,78.816125
68.522,54.4189,29.602875,29.9886,29.5515,13.467925,78.846
68.589725,54.62655,29.6203,29.994675,29.559475,13.491025,78.8834
68.681,54.75535,29.658325,30.013875,29.574875,13.51255,78.918375
68.824925,54.773875,29.73695,30.079425,29.598075,13.53105,79.0856
68.853325,54.811575,29.76235,30.1211,29.635875,13.5615,79.0973
68.982025,54.814475,29.777675,30.161725,29.741175,13.584375,79.274775
69.030125,54.82755,29.8036,30.17085,29.745725,13.6007,79.288175
69.159875,54.8781,29.82355,30.2084,29.796025,13.6103,79.433725
69.308875,54.880875,29.88245,30.259875,29.81315,13.625375,79.43915
69.4392,54.911125,29.8867,30.321025,29.84305,13.637825,79.4411
69.482525,54.96695,29.9061,30.3297,29.84695,13.647975,79.4991
69.66035,55.08795,29.9575,30.354575,29.876725,13.6652,79.566125
69.72475,55.15005,30.000725,30.477325,29.88055,13.679075,79.609175
69.899575,55.4766,30.009925,30.733425,29.883,13.6991,79.634025
69.942775,55.608525,30.019725,30.735925,29.917325,13.73555,79.65045
69.964375,55.698075,30.0465,30.77405,29.977675,13.7581,79.699875
70.020375,55.7381,30.057525,30.794325,30.0348,13.774225,79.7238
70.183925,55.76465,30.072175,30.85465,30.082125,13.81485,79.86955
70.2751,55.83295,30.09095,30.883075,30.121525,13.83535,79.878925
70.3234,55.930525,30.095725,30.946125,30.161975,13.8912,79.9681
70.370625,55.988225,30.1078,31.03435,30.18725,13.972575,80.008025
70.4143,56.040525,30.127775,31.069775,30.210725,13.9944,80.031375
70.472225,56.061725,30.1322,31.146325,30.263875,14.0138,80.0414
70.479525,56.161075,30.146875,31.287475,30.316425,14.02225,80.09925
70.64515,56.18065,30.15945,31.346625,30.328125,14.035025,80.10725
70.8519,56.2226,30.188975,31.435875,30.3736,14.043375,80.1672
70.968875,56.2559,30.19735,31.44595,30.44445,14.055725,80.2297
71.0781,56.4312,30.21675,31.465825,30.484475,14.0759,80.24115
71.107375,56.4506,30.25385,31.469725,30.496125,14.106625,80.24255
71.18655,56.5017,30.439075,31.5313,30.5382,14.137575,80.2742
71.295525,56.53435,30.49895,31.5451,30.591025,14.159125,80.300875
71.327075,56.625275,30.501975,31.624525,30.6435,14.177925,80.325825
71.40945,56.6465,30.5922,31.705175,30.759625,14.20185,80.3594
71.5228,56.6962,30.71715,31.748625,30.77785,14.2581,80.360575
71.6864,56.7547,30.73085,31.772325,30.79035,14.31445,80.38885
71.835075,56.777575,30.7499,31.807525,30.8747,14.34485,80.409625
71.934,56.859325,30.792125,31.820575,30.893525,14.373925,80.414025
72.076075,56.924025,30.79955,31.8441,30.921175,14.4056,80.437825
72.2636,56.95615,30.818225,31.9003,30.9462,14.427375,80.476425
72.47245,56.997875,30.861675,31.9389,31.019675,14.45905,80.549075
72.603375,57.0269,30.91845,32.006,31.0662,14.495425,80.6533
72.74225,57.086725,30.947525,32.048725,31.10835,14.5141,80.671425
72.8599,57.192225,30.9674,32.079175,31.135525,14.534175,80.835825
73.094375,57.25045,30.98365,32.097125,31.25635,14.559625,80.99105
73.214075,57.270625,31.008675,32.131575,31.2706,14.58375,81.031325
73.410725,57.3031,31.027075,32.16885,31.295725,14.611225,81.077375
73.697525,57.331375,31.053,32.27565,31.328475,14.6437,81.12515
73.93845,57.367,31.0642,32.31535,31.348525,14.65235,81.326875
74.0714,57.5379,31.06605,32.347675,31.37215,14.669625,81.345125
74.3475,57.56295,31.0799,32.3701,31.385925,14.687675,81.35425
74.358425,57.7551,31.1243,32.40805,31.43445,14.708925,81.507675
74.405625,57.82505,31.19885,32.4674,31.452425,14.7232,81.9458
74.457075,57.869675,31.2259,32.537275,31.462475,14.747575,82.104075
74.47635,58.01285,31.2472,32.567275,31.465825,14.76995,82.11045
74.482125,58.06725,31.265375,32.592275,31.476275,14.7825,82.119275
74.49235,58.2193,31.274875,32.6617,31.4773,14.802825,82.169175
74.5836,58.48495,31.28365,32.68035,31.574275,14.8264,82.20025
75.515575,58.62765,31.357675,32.8105,31.63235,14.838225,82.242025
75.51945,58.83905,31.430075,32.90805,31.65775,14.879175,82.290025
75.54265,58.8759,31.43755,32.9585,31.70615,14.996525,82.37045
75.71835,58.888175,31.455325,32.987525,31.72615,15.021875,82.41725
75.7609,59.0651,31.461075,33.00015,31.743775,15.056025,82.451625
75.919275,59.102975,31.46665,33.1384,31.783975,15.0624,82.5219
76.3202,59.12585,31.494275,33.1488,31.802775,15.075825,82.685875
76.36835,59.13895,31.541925,33.157075,31.8521,15.08165,82.734775
76.425425,59.14955,31.56725,33.1692,31.8802,15.09915,82.784675
76.980025,59.2038,31.580325,33.23135,31.917075,15.1244,82.821225
77.058775,59.358425,31.6387,33.3069,31.9252,15.132375,82.881225
77.359575,59.552325,31.664825,33.354225,31.9415,15.14105,82.919075
77.421475,59.58515,31.673325,33.41355,31.979125,15.146475,82.960075
77.50485,59.6793,31.710275,33.46195,31.9899,15.152525,83.036675
77.886325,59.782775,31.762175,33.55055,32.112275,15.1583,83.15845
78.241675,59.828075,31.778425,33.604425,32.1341,15.16315,83.308725
78.264675,59.907325,31.783225,33.608925,32.218875,15.168325,83.585725
78.517325,59.946625,31.80435,33.753125,32.228075,15.17825,83.73765
78.93125,59.972225,31.840925,33.7726,32.236125,15.182825,83.752025
79.436975,59.99955,31.934425,33.81755,32.295775,15.200375,83.7566
79.515825,60.056225,31.950575,33.84325,32.338225,15.217075,83.8333
80.02435,60.124225,31.9608,34.047375,32.362625,15.23545,83.8916
80.067025,60.265225,32.03085,34.057475,32.38255,15.245275,84.069925
80.332,60.31,32.0502,34.072875,32.432725,15.24985,84.20525
80.438225,60.3603,32.073975,34.1005,32.436125,15.273475,84.272925
80.474025,60.403825,32.0846,34.1136,32.4498,15.281125,84.325575
80.5254,60.455175,32.095525,34.12085,32.50215,15.2966,84.434625
80.63645,60.52255,32.120675,34.3257,32.593875,15.3052,84.45905
80.840225,60.628525,32.13365,34.366025,32.639725,15.3117,84.46205
81.064975,60.70075,32.187925,34.37985,32.712825,15.3373,84.8594
81.154675,60.781175,32.224675,34.412025,32.75185,15.344475,84.87755
81.233375,60.8254,32.23375,34.421375,32.79395,15.35965,84.9939
81.384175,60.85345,32.26395,34.431925,32.79795,15.3902,85.00185
81.440025,60.904625,32.277375,34.439275,32.828975,15.393975,85.151075
81.547025,60.92375,32.282025,34.523825,32.928375,15.39905,85.21415
81.635575,61.003125,32.297325,34.578175,32.9487,15.404275,85.288825
81.67335,61.058075,32.317725,34.6523,32.963875,15.4118,85.34415
81.735925,61.0764,32.355675,34.753975,32.9668,15.415475,85.400725
81.891425,61.1576,32.374825,34.777775,32.97015,15.4212,85.43955
82.1066,61.191025,32.3836,35.005525,33.03035,15.42625,85.56655
82.2425,61.263225,32.454575,35.036575,33.038975,15.444075,85.655425
82.29805,61.274075,32.471375,35.056925,33.0719,15.461925,85.698475
82.3583,61.348425,32.4941,35.12345,33.109925,15.469225,85.745125
82.512475,61.3908,32.522675,35.179425,33.127,15.5089,85.84935
82.516975,61.442075,32.569575,35.2794,33.15475,15.556775,85.882225
82.583975,61.460675,32.5724,35.32305,33.166325,15.5892,86.0077
82.69205,61.479825,32.5882,35.33465,33.2183,15.608225,86.027625
82.704,61.5696,32.645125,35.367225,33.258775,15.6284,86.088675
82.7078,61.621175,32.666575,35.394075,33.358025,15.642275,86.091975
82.7118,61.878075,32.673325,35.569425,33.4499,15.65715,86.286775
82.717825,61.981175,32.7006,35.69675,33.482225,15.6793,86.363775
82.72555,62.085625,32.755925,35.737675,33.724025,15.699975,86.544425
82.73405,62.357,32.8902,35.8288,33.74415,15.735225,86.7749
82.74155,62.553325,32.9641,35.8483,33.75435,15.760875,86.91415
82.751225,62.69035,32.9668,35.85185,33.78505,15.805375,86.94565
82.75845,62.847625,32.97835,35.8696,33.80605,15.857825,87.0454
82.921225,62.8809,33.0228,35.8836,33.824475,15.8877,87.2228
83.05445,63.2066,33.02455,35.9013,33.849775,15.916125,87.235425
83.117525,63.308175,33.064475,35.92255,33.87465,15.93335,87.302175
83.1969,63.3807,33.070625,35.9633,34.037775,15.95905,87.372725
83.310125,63.4205,33.141625,36.00075,34.0466,15.974625,87.464325
83.3638,63.543225,33.15325,36.0194,34.050925,16.010875,87.576575
83.427,63.592775,33.1648,36.0903,34.076425,16.0721,87.782225
