SPK_SPKC01a,SPK_SPKC04a,SPK_SPKC05a,SPK_SPKC08a,SPK_SPKC13a,SPK_SPKC13b
580.170425,666.303025,580.608675,,543.066275,
580.224675,666.373725,580.63065,,543.094575,
580.29465,666.43345,580.718025,,543.108075,
580.32755,666.534475,580.8174,,543.156425,
580.367475,666.60265,580.92165,,543.172775,
580.42015,666.642225,580.977525,,543.17745,
580.458875,666.730075,581.0131,,543.208975,
580.497075,667.0318,581.043225,,543.231425,
580.5327,667.148875,581.066125,,543.243425,
580.5601,667.186925,581.096175,,543.279925,
580.61435,667.255475,581.125325,,543.36255,
580.67025,667.48075,581.183725,,543.3969,
580.672275,667.611475,581.246425,,543.441425,
580.735575,667.717575,581.3021,,543.490075,
580.76215,667.922925,581.34585,,543.513,
580.79265,668.016825,581.4383,,543.5399,
580.820725,668.0876,581.488425,,543.56405,
580.92535,668.179075,581.54495,,543.6036,
580.995575,668.19465,581.5874,,543.62175,
581.0054,668.255575,581.6111,,543.687375,
581.024875,668.787675,581.638675,,543.728525,
581.057575,668.841825,581.66515,,543.7667,
581.0882,668.890575,581.70085,,543.7719,
581.131775,668.9406,581.7245,,543.7928,
581.14205,669.017875,581.7547,,543.830775,
581.2062,669.1176,581.7983,,543.855,
581.346475,669.249775,581.867725,,543.87955,
581.367175,669.280175,581.9428,,543.89165,
581.4001,669.5598,581.991475,,543.928125,
581.4426,669.744925,582.040275,,543.9509,
581.4497,669.816,582.094225,,544.0425,
581.459,670.075475,582.14085,,544.06575,
581.481925,670.144125,582.164275,,544.130375,
581.49335,670.2826,582.191125,,544.172375,
581.519625,670.719275,582.228125,,544.210575,
581.5299,670.7798,582.318125,,544.360675,
581.63275,670.971925,582.3679,,544.38905,
581.683675,671.035725,582.436275,,544.401175,
581.700625,671.137175,582.4662,,544.40805,
581.79895,671.18805,582.484275,,544.44315,
581.828775,671.393425,582.515725,,544.467775,
581.942225,671.466575,582.55195,,544.48635,
582.00225,671.631725,582.58515,,544.50215,
582.03605,671.69385,582.6222,,544.535,
582.080575,672.071475,582.666425,,544.5919,
582.1529,672.289075,582.70965,,544.62895,
582.2096,672.465225,582.73805,,544.668425,
582.2481,672.6532,582.79125,,544.69685,
582.2538,673.003675,582.872525,,544.7413,
582.272525,673.16945,582.927125,,544.76655,
582.43255,673.564025,582.96625,,544.8151,
582.4761,673.663975,583.006525,,544.832875,
582.522075,673.711025,583.048975,,544.842475,
582.590875,673.7463,583.103975,,544.860375,
582.62885,673.77995,583.1642,,544.884825,
582.675225,673.964075,583.2053,,544.89905,
582.703775,674.069325,583.2287,,544.92265,
582.727475,674.1821,583.256475,,544.96875,
582.752625,674.3071,583.27955,,544.998825,
582.855775,674.491175,583.308025,,545.0114,
582.8879,674.6052,583.401925,,545.035225,
582.911825,674.840775,583.4439,,545.06615,
582.962275,675.034025,583.481,,545.1248,
582.999025,675.103775,583.5113,,545.148375,
583.03485,675.228075,583.538925,,545.18265,
583.04005,675.7429,583.5682,,545.211325,
583.063025,675.9369,583.595425,,545.266025,
583.146375,676.26995,583.635775,,545.2916,
583.2206,676.69145,583.71245,,545.308575,
583.250925,677.08235,583.74265,,545.31765,
583.28825,677.104825,583.823325,,545.3436,
583.307475,677.59505,583.8694,,545.36135,
583.328125,677.614025,583.926325,,545.3801,
583.4038,677.94695,583.99535,,545.3917,
583.437,678.399825,584.05495,,545.410425,
583.4471,678.60025,584.0994,,545.42915,
583.479925,678.83605,584.146925,,545.44395,
583.5004,678.988575,584.19585,,545.46045,
583.52155,679.05175,584.23215,,545.492175,
583.5665,679.1958,584.298025,,545.513,
583.705,680.6509,584.349825,,545.52305,
583.7453,680.680875,584.394025,,545.53595,
583.7977,681.0051,584.4449,,545.5662,
583.824125,681.785325,584.49285,,545.603125,
583.954,682.588475,584.535825,,545.72445,
583.96785,683.093775,584.58725,,545.74325,
584.0448,683.438125,584.644875,,546.0797,
584.1062,683.758675,584.70805,,546.111475,
584.145975,683.851175,584.74245,,546.1355,
584.177575,683.920075,584.8053,,546.24285,
584.196425,684.073175,584.84375,,546.275825,
584.2409,684.72565,584.92605,,546.35475,
584.297375,685.025,585.007,,546.386525,
584.33385,685.115225,585.0591,,546.46055,
584.3353,685.23935,585.1007,,546.4798,
584.338025,685.789525,585.2464,,546.5161,
584.3847,686.26105,585.356575,,546.595375,
584.407175,686.56795,585.418525,,546.642725,
584.424175,686.8884,585.453975,,546.70265,
584.498725,687.235125,585.498825,,546.7249,
584.55115,687.295125,585.5335,,546.7899,
584.5827,687.5257,585.55685,,546.832625,
584.634275,687.60415,585.576475,,546.838,
584.64645,687.755475,585.62435,,546.86735,
584.67255,688.453975,585.661525,,546.895125,
584.6857,688.51875,585.720425,,546.906375,
584.709575,688.589175,585.81215,,546.9362,
584.7608,689.087,585.8783,,546.93995,
584.810075,689.183975,586.000775,,546.97065,
584.834075,689.7015,586.0025,,546.97515,
584.8617,689.89205,586.1041,,547.0638,
584.8927,689.9954,586.192625,,547.103425,
585.019625,690.1691,586.268725,,547.231525,
585.03625,690.227025,586.326525,,547.28635,
585.06835,690.74345,586.37935,,547.3976,
585.0906,690.7921,586.470075,,547.423475,
585.15405,690.97825,586.5536,,547.43015,
585.228675,691.05325,586.600725,,547.537975,
585.251675,691.0852,586.6449,,547.603825,
585.272625,691.403125,586.6982,,547.6632,
585.334025,691.813875,586.760625,,547.735175,
585.3579,691.9959,586.850125,,547.870425,
585.431575,692.13825,587.05225,,547.91065,
585.49715,692.209225,587.114375,,547.951975,
585.5506,692.53455,587.160425,,547.968525,
585.562875,692.5559,587.205275,,547.994825,
585.614225,692.9657,587.2386,,548.032,
585.663225,693.095975,587.272775,,548.1804,
585.67195,693.220575,587.310975,,548.2822,
585.7171,693.244725,587.354425,,548.361025,
585.813575,693.305375,587.400875,,548.462825,
585.89785,693.742925,587.4922,,548.7533,
585.926525,693.805825,587.542075,,548.953175,
585.92975,694.297775,587.604175,,548.997775,
585.981775,694.545425,587.66045,,549.03715,
586.0144,694.797675,587.761775,,549.0588,
586.167375,694.983425,587.815625,,549.085525,
586.175175,695.15,587.8623,,549.18315,
586.2293,696.3395,587.9274,,549.200225,
586.240825,697.679825,587.971725,,549.2375,
586.31755,697.91555,588.049775,,549.27125,
586.4013,698.1339,588.092375,,549.298175,
586.422825,698.6678,588.114975,,549.33455,
586.5066,698.708525,588.15485,,549.355575,
586.567275,698.768025,588.2291,,549.387425,
586.601475,699.24285,588.271225,,549.40055,
586.620425,700.5043,588.307175,,549.42085,
586.713325,700.868875,588.342625,,549.436,
586.787325,701.43105,588.3824,,549.456625,
586.8711,702.125725,588.428175,,549.477525,
586.8982,702.583125,588.481,,549.488975,
586.931025,702.959225,588.564475,,549.51195,
586.963225,703.122675,588.62875,,549.5306,
587.001975,703.289675,588.68885,,549.5419,
587.0442,703.332175,588.745225,,549.55745,
587.076325,703.9611,588.80895,,549.572225,
587.12795,704.836925,588.855475,,549.5879,
587.209725,704.954925,588.89065,,549.6106,
587.25645,705.62465,588.91405,,549.62615,
587.289625,706.314175,588.96545,,549.646,
587.325725,706.7848,589.01225,,549.661325,
587.338425,707.157,589.055,,549.670525,
587.3617,707.35715,589.112475,,549.683675,
587.4939,708.10665,589.15495,,549.718475,
587.526025,708.35005,589.20585,,549.750025,
587.6015,708.627775,589.317025,,549.78835,
587.652675,708.730175,589.365725,,549.806975,
587.758225,708.893325,589.405675,,549.8381,
587.793275,709.151825,589.456075,,549.8632,
587.851525,709.6464,589.4934,,549.8986,
587.8887,709.72945,589.53915,,549.922125,
587.91095,710.447275,589.60905,,549.952625,
587.975625,710.580525,589.650225,,550.01115,
588.0154,710.6102,589.776725,,550.03585,
588.092425,710.672475,589.8544,,550.039575,
588.12145,710.90735,589.913175,,550.061375,
588.135575,711.7463,589.95705,,550.08665,
588.186025,712.14905,590.006225,,550.1399,
588.23235,712.5651,590.0767,,550.2145,
588.26015,712.82415,590.1317,,550.2526,
588.2984,713.787875,590.1921,,550.275175,
588.40335,714.3131,590.231975,,550.327575,
588.53205,714.467825,590.233475,,550.365975,
588.578625,714.4778,590.3375,,550.40505,
588.642,715.203425,590.449675,,550.46155,
588.739925,715.798025,590.485975,,550.4883,
588.81975,715.994625,590.53575,,550.601175,
588.859025,716.295075,590.5777,,550.690975,
588.9434,716.598875,590.62655,,550.7074,
588.995025,716.931025,590.683975,,550.72105,
589.032725,717.605675,590.719675,,550.7437,
589.093875,720.710525,590.76,,550.755275,
589.119625,721.313475,590.7978,,550.771475,
589.25275,722.486875,590.840375,,550.788225,
589.279525,723.6122,590.886275,,550.799725,
589.29145,723.6925,590.916975,,550.8497,
589.3158,723.9724,590.961875,,550.851975,
589.342225,724.065825,590.99755,,550.8966,
589.522475,724.774325,591.022025,,550.917275,
589.52525,724.82365,591.0527,,550.96785,
589.53695,727.80875,591.103925,,551.000125,
589.55495,728.063025,591.148375,,551.06955,
589.5735,728.276875,591.228275,,551.103375,
589.60565,731.753,591.285875,,551.126325,
589.649325,732.520175,591.3375,,551.127675,
589.715125,732.679,591.384525,,551.146225,
589.7749,732.767575,591.4299,,551.1723,
589.8165,733.492325,591.493275,,551.211925,
589.82475,734.215075,591.567125,,551.2746,
589.846775,734.71145,591.6134,,551.3223,
589.915,735.26465,591.64825,,551.35575,
589.9534,735.52665,591.692925,,551.36115,
590.025275,735.881175,591.74375,,551.3885,
590.06,736.5377,591.775375,,551.407825,
590.153075,737.47555,591.855375,,551.420475,
590.197475,737.57975,591.88205,,551.42845,
590.23375,737.963075,591.966675,,551.43965,
590.281475,739.2502,592.00745,,551.450225,
590.3393,739.34015,592.05515,,551.459425,
590.422975,739.893875,592.11195,,551.46495,
590.458,739.991175,592.171775,,551.483475,
590.52405,740.516275,592.216025,,551.54045,
590.573325,741.023275,592.260625,,551.572025,
590.5791,741.9094,592.3217,,551.584475,
590.616475,742.179125,592.3734,,551.624625,
590.685475,743.20285,592.446025,,551.640725,
590.74375,743.3715,592.524225,,551.6984,
590.773575,743.72205,592.58215,,551.7298,
590.786,743.896,592.62105,,551.757025,
590.854775,744.3839,592.666625,,551.7773,
590.8805,744.4196,592.70295,,551.789525,
590.964925,744.767025,592.73655,,551.800625,
590.981575,744.93385,592.7733,,551.8131,
591.00905,745.143625,592.828225,,551.8336,
591.104175,745.460275,592.8872,,551.8794,
591.1158,745.766,592.935025,,551.914925,
591.1292,746.055675,592.97605,,551.953925,
591.17005,746.6017,593.03815,,552.00215,
591.40845,746.73015,593.07545,,552.024975,
591.4753,746.77685,593.1122,,552.05275,
591.533375,746.8223,593.160475,,552.06875,
591.617325,746.933925,593.230575,,552.0976,
591.63765,747.12095,593.29905,,552.1369,
591.647225,747.414525,593.396725,,552.167925,
591.6927,748.00925,593.451775,,552.191025,
591.7426,748.028,593.538425,,552.3163,
591.80725,748.118225,593.5845,,552.386825,
591.83805,748.2201,593.632725,,552.462475,
591.87805,748.2571,593.70335,,552.510325,
591.9056,749.378825,593.7604,,552.62835,
591.9476,750.763425,593.808925,,552.662525,
591.959525,751.870875,593.87495,,552.700625,
591.9977,751.949425,593.941875,,552.7163,
592.0528,752.067725,594.057075,,552.72935,
592.103325,752.2094,594.14895,,552.76175,
592.108475,752.35135,594.204925,,552.773,
592.1759,752.356025,594.243825,,552.78695,
592.21205,752.367375,594.2852,,552.810775,
592.244725,752.446525,594.340975,,552.837525,
592.268225,752.4802,594.39435,,552.86455,
592.2953,752.493925,594.461625,,552.8802,
592.3142,752.567875,594.51035,,552.906075,
592.35635,753.159725,594.560925,,552.95485,
592.3964,753.760475,594.610925,,552.97015,
592.487625,754.280525,594.679125,,552.979475,
592.522975,754.42065,594.746025,,552.99825,
592.571575,754.47495,594.868775,,553.0021,
592.600475,754.544725,594.96165,,553.044,
592.6438,754.821875,594.991425,,553.075525,
592.670975,754.941975,595.032475,,553.09,
592.708425,755.08305,595.064325,,553.120525,
592.826625,755.774075,595.09205,,553.13735,
592.8793,755.807675,595.116525,,553.171175,
592.907375,755.835725,595.176775,,553.202625,
592.933025,755.95755,595.20575,,553.213675,
592.96145,756.969925,595.242725,,553.23995,
592.994775,757.836125,595.2916,,553.282375,
593.028175,758.3408,595.347525,,553.30065,
593.1,758.4091,595.442625,,553.3558,
593.14275,758.47415,595.483725,,553.376675,
593.206525,758.640125,595.5243,,553.4103,
593.2796,758.8436,595.5872,,553.43835,
593.30135,758.942475,595.625575,,553.471725,
593.3195,759.7414,595.67975,,553.50185,
593.34505,760.434275,595.724525,,553.52835,
593.34675,761.565475,595.767,,553.63035,
593.361875,761.61505,595.82485,,553.6561,
593.38765,761.8657,595.898,,553.671825,
593.47895,762.52855,595.952675,,553.69815,
593.53425,762.652275,595.990425,,553.73075,
593.58345,763.084825,596.08215,,553.770375,
593.721675,763.4369,596.125925,,553.90395,
593.734925,763.58605,596.168575,,554.02665,
593.7938,764.319025,596.210475,,554.057925,
593.829525,765.181225,596.242325,,554.338575,
593.840125,765.528375,596.269675,,554.359975,
593.919925,766.272725,596.325825,,554.389825,
593.9402,766.59265,596.346575,,554.4127,
593.970675,766.62925,596.3689,,554.43845,
594.028275,767.664125,596.3994,,554.4722,
594.0536,768.5723,596.4248,,554.502425,
594.0785,768.609075,596.454375,,554.530225,
594.1059,769.299225,596.535575,,554.5479,
594.139725,770.289975,596.553125,,554.5778,
594.16955,771.068875,596.607525,,554.59485,
594.195575,771.298875,596.7097,,554.59665,
594.232625,772.1364,596.780475,,554.60305,
594.263225,772.7749,596.874525,,554.6133,
594.359925,774.276075,596.9167,,554.645925,
594.382025,774.36695,596.9451,,554.682075,
594.409925,774.404,596.984575,,554.70455,
594.475175,774.981975,597.002525,,554.7222,
594.512475,775.5196,597.037525,,554.7472,
594.54475,776.222325,597.067375,,554.759,
594.567025,776.921025,597.108875,,554.773075,
594.59095,777.423075,597.170675,,554.789,
594.604275,778.57135,597.22745,,554.795975,
594.6428,778.687825,597.364,,554.801675,
594.6709,779.14155,597.504175,,554.811575,
594.745425,779.4716,597.5794,,554.87415,
594.847975,779.663275,597.6552,,554.919725,
594.91005,780.238475,597.748025,,554.946675,
594.941225,780.499475,597.866425,,554.975175,
595.046825,781.3556,598.068325,,554.994325,
595.09515,781.497025,598.1289,,555.021,
595.1538,781.86625,598.16745,,555.039825,
595.2372,782.099975,598.229325,,555.056675,
595.304975,782.33425,598.33085,,555.073125,
595.3582,783.200525,598.4251,,555.108475,
595.50385,783.264325,598.46935,,555.17,
595.623,783.81835,598.542,,555.202025,
595.715725,784.034725,598.62735,,555.2158,
595.76875,784.507325,598.679175,,555.23535,
595.8047,785.03935,598.71245,,555.30375,
595.83315,785.073025,598.771775,,555.345825,
595.858825,785.491175,598.826175,,555.359375,
595.904,785.625325,598.92735,,555.4454,
595.960075,786.064025,598.970775,,555.50645,
595.998975,786.1358,599.010275,,555.523325,
596.252275,787.51615,599.055825,,555.548275,
596.343975,787.958675,599.126325,,555.558125,
596.413425,788.372475,599.1575,,555.583325,
596.446575,791.5634,599.1973,,555.602125,
596.4949,795.802325,599.25185,,555.634625,
596.557875,796.611525,599.2817,,555.656675,
596.62885,796.648875,599.313975,,555.82965,
596.6461,799.831875,599.36975,,555.87105,
596.6817,,599.41995,,555.896375,
596.726825,,599.446775,,555.961625,
596.745425,,599.469475,,555.97065,
596.77765,,599.5045,,556.0756,
596.792475,,599.559625,,556.6639,
596.904875,,599.617875,,556.741875,
596.9395,,599.669375,,556.811125,
596.961925,,599.72425,,557.136925,
597.0067,,599.818625,,557.184425,
597.032725,,599.8988,,557.526725,
597.05615,,599.930175,,557.6288,
597.0628,,599.972675,,557.6828,
597.1392,,600.025125,,557.9023,
597.336,,600.0573,,557.962275,
597.400275,,600.0874,,557.9885,
597.418675,,600.119925,,558.30475,
597.463325,,600.178775,,558.627975,
597.472275,,600.287475,,558.6776,
597.50615,,600.3187,,558.72195,
597.618025,,600.35035,,558.753625,
597.732725,,600.398575,,558.8564,
597.75985,,600.495375,,558.8773,
597.994275,,600.545775,,558.89805,
598.058525,,600.650925,,558.915375,
598.1316,,600.790375,,558.9574,
598.1593,,600.83305,,559.016125,
598.225225,,600.871975,,559.07405,
598.322925,,600.92625,,559.377875,
598.38745,,601.01685,,559.6078,
598.483325,,601.076975,,559.61505,
598.71995,,601.1343,,559.79195,
598.762325,,601.190625,,559.88345,
598.823925,,601.2545,,559.93915,
598.846175,,601.320375,,560.103925,
598.995875,,601.438825,,560.13225,
599.049275,,601.517725,,560.1515,
599.0733,,601.589275,,560.182025,
599.14045,,601.6492,,560.2135,
599.143875,,601.67565,,560.2555,
599.199575,,601.7508,,560.2998,
599.33275,,601.9085,,560.38955,
599.396,,601.967575,,560.4159,
599.42525,,602.069225,,560.500075,
599.4457,,602.13555,,560.529325,
599.481175,,602.185675,,560.6118,
599.535325,,602.2569,,560.634475,
599.55595,,602.301725,,560.859425,
599.5573,,602.337725,,560.88135,
599.564975,,602.3697,,560.915675,
599.590575,,602.406125,,560.967925,
599.618875,,602.45915,,561.086225,
599.6616,,602.49555,,561.18065,
599.739075,,602.5214,,561.250075,
599.7942,,602.5703,,561.2875,
599.8577,,602.619725,,561.312575,
599.906275,,602.6628,,561.32785,
599.955875,,602.72625,,561.355175,
599.999025,,602.762125,,561.391175,
600.064825,,602.79695,,561.4361,
600.17695,,602.8701,,561.46995,
600.2215,,602.9112,,561.511475,
600.254725,,602.967575,,561.637075,
600.2806,,603.02465,,561.732125,
600.334175,,603.067425,,561.76515,
600.366025,,603.121,,561.8435,
600.39765,,603.20215,,562.109125,
600.506525,,603.279775,,562.2419,
600.5619,,603.333125,,562.47755,
600.64095,,603.416375,,562.523425,
600.73085,,603.494425,,562.558975,
600.77875,,603.558975,,562.582525,
600.838225,,603.593575,,562.6074,
600.885575,,603.6381,,562.637625,
600.928925,,603.689275,,562.6662,
600.9887,,603.7329,,562.728475,
601.172725,,603.76925,,562.821625,
601.2317,,603.797125,,562.854475,
601.261975,,603.843975,,562.8768,
601.2843,,603.896825,,562.892875,
601.313125,,603.93525,,562.907075,
601.345625,,604.00035,,562.932125,
601.369075,,604.05015,,562.997425,
601.397525,,604.1024,,563.04585,
601.434375,,604.1597,,563.06895,
601.585575,,604.19385,,563.07845,
601.648,,604.237075,,563.0919,
601.73115,,604.302025,,563.10535,
601.838825,,604.37455,,563.1131,
601.870475,,604.4256,,563.120675,
601.916775,,604.48905,,563.1404,
601.944725,,604.558775,,563.142675,
601.97465,,604.630625,,563.15595,
602.0182,,604.6676,,563.171975,
602.048125,,604.7019,,563.19725,
602.1702,,604.732,,563.210825,
602.228575,,604.7724,,563.231225,
602.2688,,604.82605,,563.24175,
602.29635,,604.88725,,563.26005,
602.375475,,604.99205,,563.26755,
602.4084,,605.034625,,563.2793,
602.4517,,605.088725,,563.286825,
602.483025,,605.141375,,563.29505,
602.553075,,605.190575,,563.3123,
602.58085,,605.2135,,563.320625,
602.61085,,605.252975,,563.3429,
602.64865,,605.2868,,563.363125,
602.68445,,605.33085,,563.3771,
602.72645,,605.356925,,563.38595,
602.763975,,605.4293,,563.397325,
602.830775,,605.4936,,563.416625,
602.861125,,605.529,,563.431025,
602.927025,,605.601475,,563.456575,
602.963125,,605.666275,,563.477425,
602.9709,,605.727975,,563.494775,
602.996375,,605.774825,,563.512275,
603.04735,,605.911925,,563.539625,
603.09005,,605.958675,,563.56715,
603.09305,,606.015075,,563.5914,
603.1482,,606.055325,,563.610625,
603.187675,,606.1089,,563.6258,
603.2366,,606.142675,,563.652975,
603.3736,,606.1742,,563.6797,
603.440425,,606.2558,,563.705975,
603.5191,,606.292125,,563.720275,
603.566175,,606.369075,,563.7424,
603.60755,,606.42645,,563.7555,
603.646875,,606.50495,,563.766725,
603.678025,,606.558125,,563.777125,
603.694575,,606.673925,,563.797575,
603.69925,,606.726675,,563.81315,
603.7864,,606.764875,,563.829525,
603.820725,,606.76685,,563.890275,
603.823425,,606.801575,,563.915925,
603.866875,,606.861425,,563.943225,
603.892025,,606.92035,,563.993375,
603.9562,,606.95855,,564.049475,
603.97,,607.042525,,564.066025,
604.00945,,607.088725,,564.0763,
604.0529,,607.192975,,564.0934,
604.110175,,607.226,,564.112,
604.158475,,607.27125,,564.127775,
604.21425,,607.323,,564.15245,
604.268825,,607.364825,,564.165775,
604.314225,,607.3977,,564.17755,
604.403925,,607.451525,,564.218425,
604.440525,,607.48905,,564.238525,
604.495775,,607.524675,,564.26375,
604.522925,,607.575925,,564.3384,
604.558075,,607.640225,,564.368175,
604.617775,,607.68795,,564.382625,
604.668875,,607.745,,564.407575,
604.69665,,607.8334,,564.433025,
604.7445,,607.880975,,564.471225,
604.8393,,607.9511,,564.484775,
604.94835,,608.033225,,564.506475,
604.998725,,608.09095,,564.5336,
605.03125,,608.155725,,564.587525,
605.146575,,608.202475,,564.641275,
605.15295,,608.257875,,564.686,
605.182275,,608.31385,,564.7055,
605.20985,,608.36695,,564.7397,
605.250875,,608.414325,,564.754775,
605.292175,,608.4644,,564.774175,
605.391975,,608.508975,,564.80055,
605.433725,,608.56675,,564.81,
605.5479,,608.616675,,564.953075,
605.60955,,608.6719,,565.03065,
605.674375,,608.74615,,565.03235,
605.7297,,608.77855,,565.05435,
605.837775,,608.82135,,565.061075,
605.9775,,608.8782,,565.0914,
606.0555,,608.917025,,565.128175,
606.065725,,608.9729,,565.16095,
606.1234,,609.02595,,565.195825,
606.179175,,609.117325,,565.26885,
606.197075,,609.18465,,565.3118,
606.264075,,609.214775,,565.34485,
606.3326,,609.235375,,565.371575,
606.39335,,609.257925,,565.414825,
606.472525,,609.305825,,565.46325,
606.555,,609.339,,565.508075,
606.670475,,609.370525,,565.53915,
606.712025,,609.401575,,565.6215,
606.7478,,609.4361,,565.6488,
606.767025,,609.4848,,565.6628,
606.793975,,609.555125,,565.6845,
606.87815,,609.60825,,565.7046,
606.92,,609.6501,,565.720475,
607.093625,,609.680475,,565.746325,
607.124575,,609.7171,,565.796775,
607.206775,,609.734675,,565.818525,
607.2779,,609.76705,,565.8327,
607.34305,,609.7968,,565.8495,
607.406575,,609.82605,,565.862875,
607.46655,,609.85675,,565.885475,
607.495725,,609.87925,,565.93215,
607.549075,,609.97375,,565.9458,
607.57735,,610.029075,,565.964775,
607.62535,,610.0766,,565.9871,
607.64835,,610.12265,,566.00465,
607.68195,,610.162625,,566.01995,
607.728575,,610.187,,566.041025,
607.817475,,610.214125,,566.09645,
607.96245,,610.228275,,566.133725,
608.008625,,610.244975,,566.158425,
608.0775,,610.277675,,566.220525,
608.15735,,610.309975,,566.23935,
608.207325,,610.331275,,566.2654,
608.301125,,610.34275,,566.284025,
608.3515,,610.354975,,566.31225,
608.390925,,610.405975,,566.3365,
608.4146,,610.44465,,566.36015,
608.4462,,610.495625,,566.3776,
608.4881,,610.543575,,566.402375,
608.566925,,610.5567,,566.40595,
608.637225,,610.570175,,566.419175,
608.669175,,610.605025,,566.443725,
608.69725,,610.632,,566.459,
608.7597,,610.691375,,566.486475,
608.885975,,610.73145,,566.501025,
608.951375,,610.782475,,566.5262,
609.107875,,610.84535,,566.536625,
609.195275,,610.925425,,566.549725,
609.236,,610.975225,,566.56955,
609.2849,,611.0204,,566.5818,
609.311475,,611.0572,,566.5938,
609.34115,,611.109675,,566.60925,
609.3883,,611.16355,,566.630275,
609.4043,,611.233,,566.661175,
609.4463,,611.36775,,566.6981,
609.470625,,611.46,,566.72105,
609.614225,,611.55175,,566.82855,
609.66515,,611.614525,,566.864475,
609.737575,,611.678125,,566.8851,
609.79285,,611.75455,,566.925175,
609.80895,,611.80055,,566.9466,
609.8262,,611.8333,,566.9848,
609.846825,,611.87685,,566.9988,
609.8589,,611.898,,567.023225,
609.873525,,611.922,,567.04725,
609.93265,,611.9645,,567.0654,
610.0346,,612.011125,,567.0897,
610.04635,,612.082725,,567.1136,
610.071275,,612.155075,,567.132825,
610.11265,,612.302225,,567.168825,
610.152025,,612.375025,,567.184125,
610.17195,,612.413025,,567.23065,
610.178275,,612.462575,,567.257125,
610.242125,,612.555425,,567.286575,
610.259225,,612.610025,,567.30475,
610.3221,,612.66145,,567.326575,
610.361825,,612.7426,,567.367825,
610.43825,,612.89055,,567.375575,
610.495725,,612.95295,,567.383625,
610.5359,,612.9663,,567.4157,
610.567275,,612.999775,,567.45055,
610.6294,,613.04355,,567.49605,
610.68355,,613.061875,,567.5355,
610.71305,,613.119725,,567.5937,
610.745975,,613.150225,,567.6253,
610.790075,,613.204925,,567.648275,
610.89465,,613.27775,,567.66885,
610.9325,,613.31225,,567.71285,
610.981575,,613.370175,,567.7536,
611.0343,,613.391525,,567.788975,
611.051175,,613.4143,,567.836025,
611.141325,,613.454225,,567.883425,
611.160625,,613.48525,,567.901375,
611.2525,,613.54395,,567.92655,
611.2983,,613.594225,,567.947725,
611.341675,,613.623125,,567.955475,
611.3478,,613.666875,,567.963525,
611.4028,,613.704525,,567.9751,
611.54315,,613.751475,,567.984925,
611.606225,,613.80495,,567.995925,
611.642275,,613.8474,,568.01115,
611.6866,,613.882375,,568.05535,
611.844075,,613.909125,,568.075975,
611.880525,,613.940225,,568.107725,
611.887625,,613.98435,,568.130325,
611.947975,,614.03465,,568.158325,
611.97105,,614.08805,,568.163125,
611.980825,,614.20805,,568.1823,
612.0073,,614.277925,,568.206075,
612.032175,,614.3129,,568.230375,
612.082525,,614.3473,,568.24435,
612.08565,,614.3787,,568.286925,
612.123,,614.40565,,568.3041,
612.23505,,614.4602,,568.336175,
612.2862,,614.5038,,568.3651,
612.359025,,614.618225,,568.38605,
612.384675,,614.71125,,568.39815,
612.412925,,614.7815,,568.413975,
612.43465,,614.828575,,568.43285,
612.500225,,614.8903,,568.476125,
612.5932,,614.942625,,568.506525,
612.616025,,614.973825,,568.53105,
612.620025,,615.0569,,568.541325,
612.6959,,615.1697,,568.5566,
612.768225,,615.4282,,568.59925,
612.7946,,615.491475,,568.626225,
612.837625,,615.6568,,568.649075,
612.8616,,615.71725,,568.6763,
612.9124,,615.722675,,568.711025,
612.9421,,615.836875,,568.7364,
612.98705,,615.919925,,568.760675,
613.030375,,616.04985,,568.787075,
613.052275,,616.095175,,568.79445,
613.1186,,616.14375,,568.8434,
613.153,,616.201275,,568.870625,
613.2088,,616.278725,,568.888275,
613.22105,,616.334275,,568.90585,
613.296125,,616.421325,,568.950025,
613.32205,,616.48235,,568.991175,
613.414075,,616.526325,,569.04315,
613.44605,,616.56915,,569.094475,
613.581975,,616.60535,,569.114175,
613.607625,,616.6496,,569.12075,
613.75985,,616.67065,,569.153975,
613.8137,,616.7095,,569.1782,
613.845175,,616.7668,,569.18935,
613.873575,,616.8326,,569.2079,
613.88235,,616.866175,,569.2229,
613.904675,,616.939975,,569.2537,
613.96105,,616.989125,,569.292425,
613.98815,,616.99865,,569.31385,
614.0786,,617.0486,,569.315875,
614.112375,,617.09375,,569.339275,
614.12765,,617.134375,,569.3715,
614.1593,,617.217375,,569.385525,
614.188225,,617.327725,,569.4213,
614.2197,,617.41935,,569.44025,
614.2905,,617.496525,,569.455625,
614.3027,,617.529825,,569.51085,
614.322875,,617.68295,,569.536225,
614.359575,,617.7529,,569.582125,
614.44225,,617.8488,,569.623375,
614.4591,,618.019375,,569.651575,
614.53435,,618.096725,,569.684525,
614.560175,,618.23575,,569.780325,
614.596575,,618.312475,,569.900125,
614.601525,,618.3811,,569.969725,
614.6211,,618.44335,,569.99335,
614.676825,,618.485625,,570.0114,
614.748525,,618.529875,,570.023675,
614.789575,,618.5693,,570.04445,
614.843275,,618.71075,,570.06015,
614.9542,,618.75275,,570.090725,
614.9984,,618.78945,,570.1296,
615.0089,,618.91365,,570.15385,
615.108225,,618.95575,,570.20005,
615.15665,,618.99295,,570.248375,
615.1899,,619.028475,,570.2767,
615.26945,,619.06445,,570.3023,
