SPK_SPKC01a,SPK_SPKC03a,SPK_SPKC07a,SPK_SPKC09b,SPK_SPKC10a,SPK_SPKC15a
3885.528025,,,,,3897.52975
3885.8275,,,,,3897.901075
3885.90715,,,,,3898.265
3885.922825,,,,,3898.434225
3886.07735,,,,,3898.508225
3886.1509,,,,,3898.66965
3886.313375,,,,,3898.992625
3886.402075,,,,,3899.04595
3886.7301,,,,,3899.1984
3886.769425,,,,,3899.3914
3886.850375,,,,,3899.538375
3887.21885,,,,,3899.796425
3887.266525,,,,,3899.82005
3887.782575,,,,,3899.8824
3887.87495,,,,,3899.907275
3887.940025,,,,,3900.022075
3888.30645,,,,,3900.1356
3888.607,,,,,3900.187825
3888.6899,,,,,3900.2695
3888.70045,,,,,3900.327275
3889.253725,,,,,3900.3647
3889.303375,,,,,3900.409625
3889.472925,,,,,3900.42675
3889.56265,,,,,3900.4553
3889.611,,,,,3900.4805
3889.65265,,,,,3900.54465
3889.82975,,,,,3900.650825
3889.83605,,,,,3900.67735
3890.0711,,,,,3900.775625
3890.426875,,,,,3900.97655
3890.709375,,,,,3901.20165
3890.76055,,,,,3901.293525
3890.823975,,,,,3901.4115
3890.838525,,,,,3901.515725
3890.84045,,,,,3901.6673
3890.8842,,,,,3901.985275
3891.087575,,,,,3902.105075
3891.20125,,,,,3902.66845
3891.25355,,,,,3903.10205
3891.2777,,,,,3903.2945
3891.437425,,,,,3903.37515
3891.478625,,,,,3903.633575
3891.499375,,,,,3904.13025
3892.29305,,,,,3904.2298
3892.39285,,,,,3904.79675
3892.523925,,,,,3904.930275
3892.5964,,,,,3905.0933
3892.63185,,,,,3905.3665
3892.698125,,,,,3905.43325
3892.88235,,,,,3905.578525
3893.35725,,,,,3906.001925
3893.697425,,,,,3906.09355
3893.726625,,,,,3906.38495
3893.79585,,,,,3906.506975
3894.150125,,,,,3906.52995
3894.20825,,,,,3906.920475
3894.71405,,,,,3907.026625
3894.976675,,,,,3907.081825
3895.1388,,,,,3907.12675
3895.4125,,,,,3907.367375
3895.646175,,,,,3907.4995
3896.44825,,,,,3907.618525
3897.711325,,,,,3907.957825
3897.974325,,,,,3907.991175
3898.344375,,,,,3908.4593
3898.676575,,,,,3908.8651
3898.76675,,,,,3909.102775
3898.9945,,,,,3909.21495
3899.745925,,,,,3909.60975
3899.90575,,,,,3909.8875
3900.024675,,,,,3910.0021
3900.093825,,,,,3910.3494
3900.257275,,,,,3910.483475
3900.3431,,,,,3910.84885
3900.381775,,,,,3911.12445
3900.432325,,,,,3911.42775
3900.569,,,,,3911.620175
3900.693375,,,,,3911.8814
3901.193125,,,,,3911.946575
3901.3696,,,,,3912.07095
3901.448025,,,,,3912.1638
3901.61285,,,,,3912.344525
3901.902475,,,,,3912.365425
3902.04175,,,,,3912.41225
3902.2967,,,,,3912.44505
3902.401225,,,,,3912.633425
3902.521525,,,,,3912.7319
3903.20945,,,,,3912.761625
3903.4342,,,,,3912.91365
3903.50885,,,,,3912.95915
3903.580025,,,,,3913.207475
3903.8094,,,,,3913.584525
3903.84625,,,,,3913.718875
3903.95735,,,,,3913.9095
3904.13245,,,,,3913.997325
3904.219375,,,,,3914.06715
3904.36215,,,,,3914.159875
3904.370075,,,,,3914.2453
3904.55765,,,,,3914.3094
3904.56185,,,,,3914.3183
3905.102825,,,,,3914.3552
3905.212075,,,,,3914.45315
3905.3078,,,,,3914.52885
3906.0711,,,,,3914.57435
3906.404425,,,,,3914.8334
3906.466625,,,,,3914.880475
3906.523175,,,,,3915.1556
3906.931025,,,,,3915.429225
3907.041375,,,,,3915.52855
3907.198275,,,,,3915.620075
3907.267475,,,,,3915.786125
3907.656425,,,,,3915.88535
3907.7946,,,,,3915.94865
3907.8713,,,,,3916.021175
3908.174975,,,,,3916.116975
3908.7024,,,,,3916.34225
3908.840675,,,,,3916.5136
3909.04825,,,,,3916.689725
3909.112875,,,,,3916.783575
3909.17425,,,,,3916.9099
3909.227,,,,,3917.0281
3909.4684,,,,,3917.0966
3909.5118,,,,,3917.42565
3909.70875,,,,,3917.5126
3909.92625,,,,,3917.985725
3910.108025,,,,,3918.217725
3910.220075,,,,,3918.430375
3910.282875,,,,,3918.5156
3910.46235,,,,,3918.592875
3910.915,,,,,3918.8637
3911.094225,,,,,3918.91535
3911.15665,,,,,3919.034925
3911.2188,,,,,3919.2862
3911.239675,,,,,3919.499225
3911.427525,,,,,3919.53695
3911.682175,,,,,3919.66435
3912.271,,,,,3919.76445
3912.409225,,,,,3920.0417
3912.61495,,,,,3920.343225
3912.668025,,,,,3920.43945
3913.287375,,,,,3920.5536
3913.701525,,,,,3920.60675
3913.765875,,,,,3920.76295
3913.81685,,,,,3920.870625
3913.8598,,,,,3921.295275
3913.8847,,,,,3921.456025
3914.0294,,,,,3921.57255
3914.06515,,,,,3921.744525
3914.1198,,,,,3922.02445
3914.4134,,,,,3922.114775
3914.66085,,,,,3922.389625
3914.75605,,,,,3922.491525
3914.828925,,,,,3922.679675
3915.0082,,,,,3922.9318
3915.248725,,,,,3923.20225
3915.37885,,,,,3923.2236
3915.93805,,,,,3923.4299
3916.1613,,,,,3923.7585
3916.3556,,,,,3924.59575
3916.607575,,,,,3924.8061
3916.8607,,,,,3924.884275
3916.942325,,,,,3925.23265
3917.894875,,,,,3925.328475
3918.2669,,,,,3925.477225
3918.338075,,,,,3925.659775
3918.40795,,,,,3925.742325
3918.557525,,,,,3925.872275
3919.475425,,,,,3925.990625
3919.6787,,,,,3926.0981
3919.889525,,,,,3926.266325
3920.0362,,,,,3926.498575
3920.444275,,,,,3926.5195
3920.49365,,,,,3927.4004
3920.590525,,,,,3927.55095
3920.64605,,,,,3927.617875
3920.80595,,,,,3927.87285
3920.884925,,,,,3928.2615
3920.992575,,,,,3928.5036
3921.022975,,,,,3928.872875
3921.359275,,,,,3929.0737
3921.4977,,,,,3929.174875
3921.5672,,,,,3929.679425
3921.6306,,,,,3929.779775
3921.7483,,,,,3929.968375
3921.802625,,,,,3930.516625
3921.970575,,,,,3930.620175
3922.053325,,,,,3930.95585
3922.363275,,,,,3931.358275
3922.486025,,,,,3931.568525
3922.552425,,,,,3932.005425
3922.678975,,,,,3932.05835
3922.951425,,,,,3932.19045
3923.099875,,,,,3932.28995
3923.31385,,,,,3932.433025
3923.488375,,,,,3932.90665
3923.64315,,,,,3933.077575
3923.72655,,,,,3933.256925
3923.786825,,,,,3933.499325
3924.526525,,,,,3933.53945
3924.7645,,,,,3933.7039
3924.951075,,,,,3933.967475
3925.014775,,,,,3934.1002
3925.02525,,,,,3934.2285
3925.469725,,,,,3934.684825
3925.75275,,,,,3934.772825
3925.857625,,,,,3935.00375
3925.874775,,,,,3935.01315
3926.089875,,,,,3935.053475
3926.262575,,,,,3935.212075
3926.513125,,,,,3935.386125
3926.65745,,,,,3935.4466
3926.877125,,,,,3935.505625
3926.967825,,,,,3935.8113
3927.028825,,,,,3935.98035
3927.511175,,,,,3936.11995
3927.59275,,,,,3936.7066
3927.94995,,,,,3936.92485
3928.110375,,,,,3936.983125
3928.29125,,,,,3937.3524
3928.651625,,,,,3937.54785
3928.7538,,,,,3937.6397
3928.827,,,,,3937.68355
3929.011825,,,,,3937.73215
3929.151375,,,,,3937.917575
3929.2924,,,,,3938.201475
3929.355325,,,,,3938.24565
3929.462925,,,,,3938.403775
3929.599375,,,,,3938.530025
3929.615675,,,,,3938.729375
3929.669025,,,,,3938.817275
3929.744125,,,,,3939.128975
3929.829125,,,,,3939.177275
3929.96235,,,,,3939.510825
3930.018975,,,,,3939.6553
3930.275175,,,,,3939.98165
3930.420375,,,,,3940.05455
3930.559375,,,,,3940.20295
3930.5901,,,,,3940.255225
3930.6491,,,,,3940.331925
3930.8484,,,,,3940.542125
3931.199975,,,,,3940.648625
3931.2645,,,,,3940.751475
3931.361,,,,,3940.958875
3931.503375,,,,,3941.07485
3931.5574,,,,,3941.42625
3931.8454,,,,,3941.574425
3932.108825,,,,,3941.991125
3932.262575,,,,,3942.1578
3932.392725,,,,,3942.32565
3932.4549,,,,,3942.51205
3932.4583,,,,,3942.685575
3932.5708,,,,,3943.04175
3932.62525,,,,,3943.29645
3933.0249,,,,,3943.5388
3933.087675,,,,,3943.56735
3933.16855,,,,,3943.687
3933.229325,,,,,3944.023425
3933.291275,,,,,3944.1541
3933.367375,,,,,3944.2661
3933.44635,,,,,3944.419025
3933.782775,,,,,3944.474675
3934.182675,,,,,3944.77385
3934.380775,,,,,3944.979225
3934.66225,,,,,3945.075425
3934.7629,,,,,3945.1341
3935.003,,,,,3945.293425
3935.1557,,,,,3945.388075
3935.263975,,,,,3945.60315
3935.3635,,,,,3945.698925
3935.70405,,,,,3945.85165
3936.04315,,,,,3946.004125
3936.278975,,,,,3946.0319
3936.31745,,,,,3946.18295
3936.419175,,,,,3946.32665
3936.535225,,,,,3946.489325
3937.0668,,,,,3946.705025
3937.434075,,,,,3947.3343
3937.489975,,,,,3947.359875
3938.11205,,,,,3947.70195
3938.188075,,,,,3947.7134
3938.33115,,,,,3947.9854
3938.401225,,,,,3948.12475
3938.546075,,,,,3948.2024
3938.771075,,,,,3948.275525
3939.048225,,,,,3948.4159
3939.532275,,,,,3948.453075
3939.639625,,,,,3948.493
3939.825275,,,,,3948.6449
3939.883825,,,,,3948.7851
3940.0434,,,,,3948.992775
3940.322425,,,,,3949.2774
3940.79915,,,,,3949.55285
3941.005575,,,,,3949.629875
3941.3401,,,,,3949.76605
3941.399875,,,,,3949.9207
3941.6074,,,,,3949.925925
3941.624475,,,,,3950.012625
3941.8127,,,,,3950.06995
3941.8854,,,,,3950.08265
3941.99145,,,,,3950.139525
3942.3763,,,,,3950.1713
3942.5324,,,,,3950.29965
3942.650625,,,,,3950.37755
3942.75665,,,,,3950.407475
3943.31975,,,,,3950.46815
3943.6021,,,,,3950.600025
3943.6846,,,,,3950.6567
3944.8179,,,,,3950.735275
3944.89205,,,,,3950.769275
3944.986125,,,,,3950.792975
3945.29545,,,,,3950.8393
3945.370675,,,,,3950.963525
3945.591525,,,,,3951.133775
3946.172325,,,,,3951.322025
3946.438825,,,,,3951.40285
3946.819225,,,,,3951.4139
3947.201325,,,,,3951.522025
3947.26295,,,,,3951.54635
3947.454625,,,,,3951.578125
3947.516475,,,,,3951.604975
3947.566325,,,,,3951.651225
3947.641125,,,,,3951.6963
3947.7289,,,,,3951.730875
3947.784975,,,,,3951.822375
3947.909,,,,,3951.850725
3948.078575,,,,,3951.879275
3948.682975,,,,,3951.99325
3948.805525,,,,,3951.999475
3949.08835,,,,,3952.04915
3949.282825,,,,,3952.078075
3949.3528,,,,,3952.326225
3949.61285,,,,,3952.415875
3949.754225,,,,,3952.54875
3949.82455,,,,,3952.7052
3949.98305,,,,,3952.751175
3950.224525,,,,,3952.9082
3950.285175,,,,,3952.966625
3950.32575,,,,,3953.014175
3950.6539,,,,,3953.059225
3950.815125,,,,,3953.1176
3951.0005,,,,,3953.341425
3951.089275,,,,,3953.4127
3951.250725,,,,,3953.610275
3951.4309,,,,,3953.653725
3951.8069,,,,,3953.700225
3952.107825,,,,,3953.7522
3952.151225,,,,,3953.867
3952.23905,,,,,3953.999425
3952.2549,,,,,3954.053775
3952.40075,,,,,3954.06855
3952.466875,,,,,3954.19845
3952.53925,,,,,3954.372175
3952.78875,,,,,3954.463575
3952.8688,,,,,3954.63195
3952.936075,,,,,3955.0315
3952.975525,,,,,3955.177375
3953.067425,,,,,3955.348975
3953.129275,,,,,3955.4488
3953.140875,,,,,3955.48965
3953.18215,,,,,3955.69065
3953.29605,,,,,3955.877
3953.81895,,,,,3955.902975
3954.0531,,,,,3955.93415
3954.368575,,,,,3955.9553
3954.408375,,,,,3955.974
3954.61365,,,,,3956.183875
3955.21565,,,,,3956.223175
3955.22935,,,,,3956.2621
3955.31515,,,,,3956.333625
3955.3417,,,,,3956.350675
3955.693975,,,,,3956.3832
3955.851675,,,,,3956.395875
3956.10625,,,,,3956.589475
3956.194425,,,,,3956.759675
3956.434025,,,,,3957.039525
3957.2059,,,,,3957.2518
3957.311225,,,,,3957.4622
3957.4593,,,,,3957.767525
3958.23125,,,,,3958.2506
3958.48995,,,,,3958.527075
3958.50715,,,,,3958.5826
3958.67335,,,,,3958.61735
3958.869575,,,,,3958.711175
3958.920975,,,,,3958.7944
3958.9267,,,,,3958.83875
3959.063,,,,,3958.8934
3959.257275,,,,,3959.116525
3959.464725,,,,,3959.35635
3959.606975,,,,,3959.620275
3959.679375,,,,,3959.7146
3960.063875,,,,,3959.806875
3960.166275,,,,,3960.0192
3960.2936,,,,,3960.092575
3960.42995,,,,,3960.183275
3960.437275,,,,,3960.510925
3960.604875,,,,,3960.6269
3960.9011,,,,,3960.7731
3961.29175,,,,,3960.976775
3961.39885,,,,,3961.047375
3961.5003,,,,,3961.114925
3961.639675,,,,,3961.14685
3961.785425,,,,,3961.257975
3961.854525,,,,,3961.417875
3961.8729,,,,,3961.533925
3961.959275,,,,,3961.573575
3962.2345,,,,,3961.6862
3962.354125,,,,,3961.833875
3962.76485,,,,,3961.8661
3962.970675,,,,,3961.910725
3963.106975,,,,,3961.964475
3963.39615,,,,,3962.255675
3963.550875,,,,,3962.4386
3964.153575,,,,,3962.679075
3964.433475,,,,,3962.72585
3964.860225,,,,,3962.9645
3964.9733,,,,,3962.9689
3965.145,,,,,3963.214
3965.739125,,,,,3963.554325
3965.930675,,,,,3964.03905
3966.064525,,,,,3964.1957
3966.1417,,,,,3964.28215
3966.58415,,,,,3964.457925
3966.732375,,,,,3964.7494
3966.799575,,,,,3964.9881
3967.1491,,,,,3965.1018
3967.96755,,,,,3965.2159
3968.3595,,,,,3965.3559
3968.506675,,,,,3965.667325
3968.67295,,,,,3965.7148
3968.68415,,,,,3966
3968.8197,,,,,3966.13115
3969.349275,,,,,3966.313825
3969.5022,,,,,3966.684275
3969.789875,,,,,3966.759475
3969.9977,,,,,3966.927175
3970.06495,,,,,3967.2947
3970.779025,,,,,3967.34205
3971.40415,,,,,3967.502775
3972.3249,,,,,3967.77205
3972.60975,,,,,3967.922175
3972.778675,,,,,3968.24365
3972.8779,,,,,3968.357675
3972.982775,,,,,3968.422675
3973.0074,,,,,3968.494575
3973.188875,,,,,3968.9138
3973.24205,,,,,3968.986875
3973.4571,,,,,3969.1059
3973.696075,,,,,3969.325925
3973.793875,,,,,3969.7336
3974.0315,,,,,3969.953775
3974.102,,,,,3970.277275
3974.52685,,,,,3970.42075
3974.666625,,,,,3970.8007
3974.794825,,,,,3971.009675
3974.86015,,,,,3971.19525
3975.0959,,,,,3971.7484
3975.429875,,,,,3972.417
3975.719025,,,,,3972.618025
3975.950325,,,,,3972.651275
3976.38755,,,,,3972.753525
3976.877575,,,,,3972.778325
3977.031075,,,,,3972.869875
3977.538875,,,,,3972.8806
3977.571,,,,,3972.904325
3977.5933,,,,,3972.9441
3977.5957,,,,,3972.966975
3977.76675,,,,,3972.9883
3977.896425,,,,,3973.0421
3977.90685,,,,,3973.086475
3977.954175,,,,,3973.104575
3978.1497,,,,,3973.1879
3978.184375,,,,,3973.2226
3978.33435,,,,,3973.472525
3978.559425,,,,,3973.555475
3978.6316,,,,,3973.594275
3978.7058,,,,,3973.620825
3978.739775,,,,,3973.724325
3978.903975,,,,,3973.75255
3979.3973,,,,,3973.78665
3979.52035,,,,,3973.817325
3979.5867,,,,,3973.86795
3979.598675,,,,,3973.885675
3979.690875,,,,,3973.93275
3979.850425,,,,,3974.0195
3979.973075,,,,,3974.0596
3980.095075,,,,,3974.110825
3980.1338,,,,,3974.151075
3980.2352,,,,,3974.22905
3980.80715,,,,,3974.274225
3980.97405,,,,,3974.329
3981.077875,,,,,3974.5277
3981.11415,,,,,3974.595525
3981.17365,,,,,3975.05825
3981.202575,,,,,3975.193175
3981.205975,,,,,3975.329125
3981.319275,,,,,3975.462
3981.525525,,,,,3975.540425
3981.55845,,,,,3975.5891
3981.579575,,,,,3975.6667
3981.618725,,,,,3975.77145
3981.6697,,,,,3975.79895
3981.889375,,,,,3976.163175
3981.928525,,,,,3976.261025
3981.991275,,,,,3976.32215
3982.0636,,,,,3976.523925
3982.17015,,,,,3976.696425
3982.224375,,,,,3976.808175
3982.458325,,,,,3976.914225
3982.57845,,,,,3976.91575
3982.69195,,,,,3976.9438
3982.829925,,,,,3977.181975
3982.961725,,,,,3977.282975
3982.9978,,,,,3977.33275
3983.0439,,,,,3977.353775
3983.1682,,,,,3977.45575
3983.2474,,,,,3977.50825
3983.444675,,,,,3977.634475
3983.56025,,,,,3977.739425
3983.64025,,,,,3977.816075
3983.7576,,,,,3977.895475
3983.7874,,,,,3977.965675
3983.907975,,,,,3978.21975
3983.92565,,,,,3978.281175
3984.372425,,,,,3978.528025
3984.44485,,,,,3978.57765
3984.52975,,,,,3978.668575
3984.911,,,,,3978.742125
3985.06335,,,,,3978.855825
3985.198,,,,,3979.21975
3985.728075,,,,,3979.418825
3985.734675,,,,,3979.4524
3985.764875,,,,,3979.543925
3985.93005,,,,,3979.60835
3986.39295,,,,,3979.770925
3986.59255,,,,,3979.851025
3986.869375,,,,,3979.95725
3986.90385,,,,,3980.176775
3986.9546,,,,,3980.2265
3987.258375,,,,,3980.2985
3987.332725,,,,,3980.433625
3987.7241,,,,,3980.553
3987.82465,,,,,3980.7863
3987.9347,,,,,3980.977575
3987.96985,,,,,3981.009725
3988.201925,,,,,3981.125775
3988.408075,,,,,3981.175025
3988.545025,,,,,3981.23125
3988.77915,,,,,3981.293575
3988.89495,,,,,3981.35345
3988.98005,,,,,3981.408175
3989.105025,,,,,3981.4748
3989.1764,,,,,3981.772925
3989.333875,,,,,3981.967525
3989.438575,,,,,3982.0134
3990.046175,,,,,3982.06065
3990.093125,,,,,3982.177275
3990.281725,,,,,3982.2426
3990.318125,,,,,3982.270225
3990.53865,,,,,3982.327075
3990.7218,,,,,3982.527125
3990.932125,,,,,3982.554425
3991.3501,,,,,3982.6103
3991.76955,,,,,3982.67155
3991.852525,,,,,3982.798625
3991.929125,,,,,3982.889725
3991.97325,,,,,3982.93265
3992.082725,,,,,3983.0049
3992.1195,,,,,3983.035725
3992.2432,,,,,3983.192525
3992.2762,,,,,3983.2644
3992.323725,,,,,3983.32185
3992.35825,,,,,3983.465
3992.449175,,,,,3983.525825
3992.6422,,,,,3983.559275
3992.718625,,,,,3983.5843
3992.8298,,,,,3983.629525
3993.168275,,,,,3983.661775
3993.559575,,,,,3983.689725
3993.614675,,,,,3983.709925
3993.775625,,,,,3983.737
3993.804175,,,,,3983.75775
3993.930675,,,,,3983.78675
3993.98875,,,,,3983.79875
3994.03935,,,,,3983.9509
3994.171225,,,,,3983.971325
3994.279625,,,,,3984.076475
3994.417675,,,,,3984.1742
3994.56795,,,,,3984.28265
3994.684075,,,,,3984.376075
3994.775775,,,,,3984.45745
3994.8152,,,,,3984.479675
3994.905225,,,,,3984.567675
3995.095325,,,,,3984.7104
3995.1558,,,,,3984.79395
3995.493125,,,,,3984.821825
3995.5312,,,,,3984.84405
3995.56935,,,,,3985.007925
3995.917225,,,,,3985.0334
3996.334625,,,,,3985.0618
3996.500375,,,,,3985.081275
3996.55645,,,,,3985.157475
3996.614875,,,,,3985.166375
3996.917775,,,,,3985.3296
3997.08275,,,,,3985.3504
3997.23445,,,,,3985.447275
3997.325725,,,,,3985.562775
3998.148075,,,,,3985.89455
3998.26495,,,,,3986.036275
3998.35945,,,,,3986.136375
3998.609925,,,,,3986.215325
3998.98165,,,,,3986.2682
3999.63295,,,,,3986.322775
3999.7465,,,,,3986.588025
3999.84085,,,,,3986.658275
3999.910125,,,,,3986.693125
3999.940625,,,,,3986.75645
3999.955575,,,,,3986.80615
4000.002325,,,,,3986.92395
4000.26625,,,,,3987.0178
4000.337175,,,,,3987.019725
4000.50115,,,,,3987.241925
4000.674225,,,,,3987.429
4000.705225,,,,,3987.708725
4000.73945,,,,,3987.720875
4001.290875,,,,,3987.74275
4001.553075,,,,,3987.81815
4001.707775,,,,,3987.862075
4001.7791,,,,,3987.970075
4001.8627,,,,,3988.09235
4002.034725,,,,,3988.2189
4002.2123,,,,,3988.401525
4002.27375,,,,,3988.569175
4002.316275,,,,,3988.630875
4002.4234,,,,,3988.66305
4002.5061,,,,,3988.7027
4002.5755,,,,,3988.767125
4002.674125,,,,,3989.008925
4002.871425,,,,,3989.133025
4003.044875,,,,,3989.34465
4003.205875,,,,,3989.41545
4003.318625,,,,,3989.462175
4003.361225,,,,,3989.577375
4003.497625,,,,,3989.618125
4003.599825,,,,,3989.865925
4003.887975,,,,,3989.909975
4003.995125,,,,,3989.966125
4004.253675,,,,,3990.10665
4004.4436,,,,,3990.1818
4004.44645,,,,,3990.586625
4004.613075,,,,,3990.6574
4004.66545,,,,,3990.662775
4004.718775,,,,,3990.719
4004.8404,,,,,3990.837775
4005.013375,,,,,3990.854075
4005.224175,,,,,3990.929325
4005.27905,,,,,3991.0994
4005.30515,,,,,3991.216275
4006.2752,,,,,3991.421575
4006.776675,,,,,3991.5662
4007.11335,,,,,3991.61605
4007.218225,,,,,3991.729925
4007.42415,,,,,3991.75595
4008.053425,,,,,3991.803125
4008.776825,,,,,3991.846675
4008.9128,,,,,3992.074775
4009.018325,,,,,3992.2179
4009.0725,,,,,3992.27865
4009.15335,,,,,3992.3533
4009.409,,,,,3992.778075
4009.6125,,,,,3992.809625
4010.2851,,,,,3992.86135
4010.391525,,,,,3992.9111
4010.58065,,,,,3992.99755
4010.74895,,,,,3993.037875
4011.06365,,,,,3993.18465
4011.06715,,,,,3993.29005
4011.13375,,,,,3993.41955
4011.18645,,,,,3993.609375
4011.524375,,,,,3993.6786
4011.733,,,,,3993.836625
4011.7368,,,,,3993.9287
4012.306375,,,,,3994.16945
4012.64485,,,,,3994.281025
4012.9378,,,,,3994.361675
4013.21765,,,,,3994.410525
4013.5693,,,,,3994.54725
4013.62595,,,,,3994.600325
4013.938975,,,,,3994.753325
4014.115475,,,,,3995.011975
4014.35655,,,,,3995.081025
4014.4876,,,,,3995.12785
4014.526425,,,,,3995.281075
4014.528575,,,,,3995.3915
4014.55435,,,,,3995.507125
4014.672225,,,,,3995.579375
4014.8139,,,,,3995.906725
4014.98385,,,,,3995.961575
4015.559925,,,,,3996.041775
4015.968725,,,,,3996.100575
4016.4173,,,,,3996.15155
4017.2712,,,,,3996.176875
4017.522425,,,,,3996.2253
4017.62535,,,,,3996.237575
4017.7266,,,,,3996.269325
4018.3632,,,,,3996.285775
4018.444575,,,,,3996.312425
4018.69205,,,,,3996.339025
4018.905725,,,,,3996.40205
4019.368175,,,,,3996.431475
4019.385525,,,,,3996.4748
4019.556075,,,,,3996.502375
4019.687575,,,,,3996.5483
4019.8212,,,,,3996.719625
4019.851275,,,,,3996.79215
4019.915475,,,,,3996.92655
4020.0387,,,,,3997.017075
4020.084675,,,,,3997.177825
4020.2041,,,,,3997.372725
4020.444475,,,,,3997.407625
4020.5178,,,,,3997.5213
4021.262875,,,,,3997.775075
4021.31615,,,,,3997.8976
4021.60245,,,,,3998.042125
4021.85605,,,,,3998.14915
4021.95495,,,,,3998.166775
4022.301025,,,,,3998.234475
4022.4746,,,,,3998.412625
4022.5696,,,,,3998.492225
4022.65505,,,,,3998.530725
4022.80395,,,,,3998.638725
4022.982525,,,,,3998.73035
4023.29925,,,,,3998.804775
4023.354025,,,,,3998.860075
4023.6773,,,,,3998.990325
4023.74895,,,,,3999.06585
4023.91515,,,,,3999.11365
4024.257825,,,,,3999.185
4024.3334,,,,,3999.28355
4024.404525,,,,,3999.410925
4024.461725,,,,,3999.447525
4024.55745,,,,,3999.76075
4024.718525,,,,,3999.77965
4024.81815,,,,,3999.8341
4024.982475,,,,,3999.8949
4025.072525,,,,,
4025.32085,,,,,
4025.494675,,,,,
4025.596925,,,,,
4025.648425,,,,,
4025.8677,,,,,
4025.976175,,,,,
4025.990825,,,,,
4026.116,,,,,
4026.25515,,,,,
4026.30635,,,,,
4027.001425,,,,,
4027.0839,,,,,
4027.116075,,,,,
4027.19765,,,,,
4027.26285,,,,,
4027.3105,,,,,
4027.3773,,,,,
4027.44465,,,,,
4027.484775,,,,,
4027.5778,,,,,
4027.97825,,,,,
4028.073425,,,,,
4028.108125,,,,,
4028.12295,,,,,
4028.441525,,,,,
4028.72765,,,,,
4029.3855,,,,,
4029.47545,,,,,
4029.6973,,,,,
4029.82405,,,,,
4029.975225,,,,,
4029.98915,,,,,
4030.5169,,,,,
4031.29245,,,,,
4031.39005,,,,,
4031.41905,,,,,
4031.7852,,,,,
4031.91295,,,,,
4032.1341,,,,,
4032.221575,,,,,
4032.2891,,,,,
4032.801825,,,,,
4032.991125,,,,,
4033.4637,,,,,
4033.681125,,,,,
4033.8986,,,,,
4034.183875,,,,,
4034.21225,,,,,
4034.5626,,,,,
4034.7873,,,,,
4034.864825,,,,,
4034.91815,,,,,
4035.0566,,,,,
4035.0861,,,,,
4035.853075,,,,,
4035.857625,,,,,
4036.061875,,,,,
4036.382875,,,,,
4037.059525,,,,,
4037.19665,,,,,
4037.230475,,,,,
4037.259375,,,,,
4037.2692,,,,,
4037.44655,,,,,
4038.15485,,,,,
4038.156225,,,,,
4038.34735,,,,,
4038.48905,,,,,
4038.5822,,,,,
4038.64755,,,,,
4038.833625,,,,,
4038.919075,,,,,
4039.0186,,,,,
4039.2205,,,,,
4039.2679,,,,,
4039.7384,,,,,
4039.831275,,,,,
4039.88275,,,,,
4040.4851,,,,,
4040.5347,,,,,
4040.71155,,,,,
4040.787925,,,,,
4040.997675,,,,,
4041.329475,,,,,
4041.45235,,,,,
4041.51365,,,,,
4041.63225,,,,,
4041.673725,,,,,
4041.6912,,,,,
4041.79135,,,,,
4041.88955,,,,,
4042.38305,,,,,
4042.48745,,,,,
4042.5847,,,,,
4042.654125,,,,,
4042.900275,,,,,
4042.9725,,,,,
4043.060575,,,,,
4043.131225,,,,,
4043.408175,,,,,
4043.4652,,,,,
4043.47175,,,,,
4043.5727,,,,,
4043.650575,,,,,
4043.801025,,,,,
4044.04945,,,,,
4044.334225,,,,,
4044.39645,,,,,
4044.4808,,,,,
4044.684475,,,,,
4044.741975,,,,,
4044.866975,,,,,
4044.95595,,,,,
4045.018825,,,,,
4045.129825,,,,,
4045.298575,,,,,
4045.380875,,,,,
4045.539875,,,,,
4045.6632,,,,,
4046.0096,,,,,
4046.2762,,,,,
4046.342625,,,,,
4046.41205,,,,,
4046.43775,,,,,
4046.8759,,,,,
4046.95155,,,,,
4047.005875,,,,,
4047.2883,,,,,
4047.518975,,,,,
4047.813825,,,,,
4047.896875,,,,,
4047.949375,,,,,
4048.072325,,,,,
4048.1431,,,,,
4048.486725,,,,,
4048.836875,,,,,
4049.095225,,,,,
4049.3668,,,,,
4049.4377,,,,,
4049.8548,,,,,
4050.153025,,,,,
4050.4238,,,,,
4050.47795,,,,,
4050.718125,,,,,
4050.8945,,,,,
4051.3414,,,,,
4051.522,,,,,
4051.632125,,,,,
4051.7935,,,,,
4051.840625,,,,,
4051.858475,,,,,
4052.0921,,,,,
4052.188875,,,,,
4052.721125,,,,,
4052.82935,,,,,
4052.891,,,,,
4052.93305,,,,,
4053.1839,,,,,
4053.392125,,,,,
4053.505175,,,,,
4053.564775,,,,,
4053.626675,,,,,
4053.849175,,,,,
4053.92695,,,,,
4054.173475,,,,,
4054.331725,,,,,
4054.410225,,,,,
4054.4213,,,,,
4055.044,,,,,
4055.183125,,,,,
4055.330225,,,,,
4055.37625,,,,,
4055.541275,,,,,
4055.943975,,,,,
4056.068025,,,,,
4056.499825,,,,,
4056.60405,,,,,
4056.713825,,,,,
4056.774,,,,,
4057.056325,,,,,
4057.300225,,,,,
4057.4489,,,,,
4057.542775,,,,,
4057.87405,,,,,
4058.343825,,,,,
4058.447375,,,,,
4058.83105,,,,,
