SPK_SPKC01a (exc),SPK_SPKC10a (exc),SPK_SPKC16a (exc)
201.422475,207.041025,201.14125
201.456425,207.06915,201.162925
201.49865,207.1059,201.244
201.531775,207.14465,201.3228
201.566475,207.17675,201.34985
201.590575,207.1995,201.396775
201.623925,207.23975,201.465525
201.6488,207.27605,201.494625
201.67425,207.323325,201.575825
201.695625,207.352775,201.620725
201.71785,207.3648,201.63855
201.7453,207.413025,201.6619
201.772225,207.443575,201.6763
201.81275,207.47285,201.702175
201.8387,207.5039,201.7569
201.863125,207.52345,201.778075
201.959225,207.570525,201.796525
201.997925,207.655575,201.829925
202.0264,207.683925,201.852575
202.065575,207.723625,201.8822
202.104375,207.763775,201.9149
202.1469,207.805575,202.00515
202.180775,207.834875,202.0403
202.24,207.86475,202.05995
202.279025,207.954675,202.07875
202.34545,208.023675,202.113025
202.3875,208.052125,202.1542
202.44595,208.108375,202.313025
202.49195,208.160675,202.37435
202.5512,208.195325,202.425025
202.586125,208.232525,202.515525
202.61855,208.2785,202.544
202.644675,208.3701,202.55795
202.671875,208.371775,202.5803
202.724925,208.397275,202.65265
202.74685,208.433575,202.718975
202.773975,208.4641,202.772325
202.80345,208.4945,202.8021
202.8396,208.5485,202.8371
202.888775,208.618975,202.856225
202.93175,208.6421,202.906575
202.960925,208.6849,202.952825
202.989475,208.7273,202.9667
203.0208,208.782375,203.047375
203.055825,208.911125,203.103675
203.0859,208.942075,203.120125
203.1174,208.9755,203.175775
203.165625,209.025775,203.204875
203.203225,209.05,203.22685
203.237875,209.094525,203.25565
203.276675,209.1238,203.5141
203.306325,209.12845,203.542925
203.335975,209.15895,203.571325
203.38305,209.1866,203.587375
203.41075,209.219725,203.607175
203.449825,209.248125,203.65285
203.50105,209.280075,203.747875
203.5342,209.322175,203.8295
203.5826,209.34505,203.88185
203.623075,209.40855,203.971675
203.64915,209.438275,203.98445
203.681425,209.48065,204.011725
203.714175,209.531125,204.032825
203.743125,209.5786,204.0845
203.769225,209.628525,204.13755
203.80945,209.670975,204.17875
203.834425,209.72395,204.2524
203.88495,209.769325,204.277525
203.9219,209.80325,204.31125
203.9493,209.836775,204.332775
203.9709,209.860375,204.366025
204.00065,209.87855,204.393775
204.026025,209.90975,204.42105
204.056475,209.930375,204.457775
204.0917,209.966775,204.536225
204.12735,209.99055,204.621175
204.152575,210.02825,204.7067
204.1791,210.06925,204.71765
204.227675,210.1045,204.756375
204.2528,210.1481,204.8177
204.273875,210.1868,204.84385
204.3028,210.23785,204.8898
204.3428,210.3025,204.9981
204.378325,210.32945,205.0373
204.39635,210.355225,205.112025
204.428825,210.368775,205.137025
204.45665,210.39405,205.240375
204.474825,210.41835,205.273425
204.506625,210.453675,205.339625
204.54,210.48355,205.383125
204.550675,210.51035,205.425975
204.598,210.537675,205.477675
204.6338,210.58735,205.499125
204.6551,210.613575,205.51865
204.68115,210.651125,205.55035
204.71055,210.6934,205.59645
204.749375,210.72535,205.6821
204.776025,210.74325,205.83855
204.79645,210.780975,205.8561
204.82985,210.8125,205.905125
204.856575,210.8494,205.972675
204.8843,210.879775,206.03555
204.9089,210.895,206.1247
204.932875,210.912,206.270825
204.966,210.94175,206.297975
204.985275,211.001925,206.3239
205.00955,211.028575,206.409325
205.040975,211.0578,206.55465
205.080475,211.093275,206.6113
205.11525,211.134625,206.8007
205.14425,211.17065,206.81495
205.1781,211.20035,206.846
205.22035,211.233375,206.879025
205.25275,211.252,206.936475
205.28715,211.2816,206.98835
205.317975,211.3181,207.0384
205.3386,211.3533,207.1024
205.359325,211.38975,207.14875
205.39495,211.4338,207.266275
205.4252,211.490775,207.292825
205.454,211.52185,207.40875
205.495275,211.55245,207.513975
205.51405,211.620875,207.578025
205.546575,211.663425,207.657075
205.590975,211.6975,207.706425
205.629375,211.7533,207.7608
205.65505,211.795625,207.84715
205.6809,211.819375,207.99125
205.6991,211.852725,208.0705
205.7223,211.893625,208.089025
205.7549,211.958075,208.101875
205.790025,212.004225,208.212025
205.835275,212.080825,208.31785
205.857525,212.12935,208.37205
205.873725,212.177625,208.4177
205.911,212.21285,208.435025
205.9683,212.257575,208.47925
206.044725,212.34075,208.5059
206.080675,212.382125,208.522825
206.114025,212.4177,208.545675
206.137975,212.49935,208.57775
206.1781,212.54675,208.61485
206.209375,212.59035,208.64725
206.2298,212.648625,208.677225
206.2711,212.70155,208.723975
206.308575,212.757275,208.745575
206.3482,212.822575,208.7991
206.3718,212.859225,208.8579
206.414825,212.901675,208.890975
206.48505,212.9565,208.92935
206.53515,213.00135,208.973625
206.54925,213.06925,209.0278
206.594,213.1241,209.044
206.630375,213.1926,209.06465
206.6897,213.25075,209.19095
206.732825,213.308875,209.207025
206.7759,213.381375,209.242725
206.817275,213.4721,209.2996
206.850125,213.522975,209.34735
206.889,213.6595,209.401025
206.937775,213.714625,209.444925
206.96405,213.77335,209.5122
207.046125,213.80965,209.535325
207.0745,213.841725,209.55665
207.1016,213.888,209.613625
207.127525,213.923675,209.657725
207.163575,213.949675,209.677525
207.20605,213.998775,209.7393
207.2362,214.0299,209.7571
207.261875,214.072225,209.778025
207.27925,214.119875,209.806525
207.30375,214.158325,209.853875
207.3362,214.26635,209.9971
207.365825,214.295175,210.023525
207.3861,214.324325,210.0407
207.426,214.374525,210.06945
207.454275,214.41435,210.099925
207.4877,214.432175,210.11715
207.5167,214.489475,210.138175
207.5512,214.534575,210.162325
207.5933,214.583975,210.178725
207.630375,214.627425,210.270875
207.657225,214.70075,210.3022
207.73045,214.74985,210.32915
207.78615,214.80055,210.37155
207.8191,214.853925,210.4091
207.859025,214.903225,210.437425
207.89425,214.94015,210.46975
207.961475,214.9794,210.489225
208.021875,215.022525,210.55945
208.074775,215.074125,210.589725
208.121125,215.12775,210.62345
208.1658,215.2049,210.642125
208.231925,215.237675,210.6645
208.2769,215.385125,210.69765
208.32035,215.44715,210.766425
208.347375,215.4928,210.80835
208.381475,215.5466,210.85475
208.418425,215.59975,210.90035
208.46265,215.6534,210.924775
208.49795,215.689725,210.94125
208.548625,215.73505,210.957525
208.58535,215.849925,211.08745
208.62185,215.925325,211.10975
208.647575,215.99305,211.126875
208.697475,216.040525,211.3739
208.7324,216.09445,211.433375
208.778475,216.133875,211.5435
208.8241,216.18345,211.560225
208.961775,216.24295,211.591825
209.0125,216.304975,211.6946
209.057925,216.3529,211.70975
209.13525,216.3974,211.749675
209.190125,216.4304,211.80835
209.241675,216.49885,211.858525
209.28275,216.53795,211.9989
209.323325,216.59735,212.131125
209.351525,216.63065,212.1753
209.423675,216.658125,212.2119
209.47365,216.704375,212.296875
209.523425,216.73835,212.326875
209.5526,216.7751,212.428075
209.6611,216.80125,212.471675
209.693125,216.8436,212.5105
209.726325,216.894975,212.539325
209.75465,216.9553,212.5777
209.787675,217.02525,212.6391
209.832825,217.1229,212.662
209.86195,217.200025,212.70105
209.89765,217.2415,212.8001
209.9273,217.268425,212.837575
209.966075,217.30595,212.8973
209.992475,217.3304,212.978825
210.08315,217.37985,213.013275
210.132825,217.4061,213.09315
210.16115,217.432575,213.163975
210.198125,217.45645,213.203325
210.2498,217.48055,213.22965
210.30795,217.5088,213.2873
210.36465,217.53395,213.3524
210.392725,217.577925,213.43705
210.435475,217.6089,213.529475
210.4829,217.63105,213.5768
210.5943,217.69045,213.641025
210.6427,217.720175,213.731425
210.70425,217.75195,213.787475
210.757275,217.780275,213.831775
210.8138,217.79715,213.9201
210.83785,217.821625,213.97435
210.897425,217.84045,214.021525
210.9636,217.87235,214.058925
211.010275,217.901375,214.1064
211.059025,217.91865,214.14875
211.106,217.9465,214.190925
211.178525,217.999975,214.213
211.228075,218.044575,214.28065
211.293,218.074425,214.31835
211.3541,218.1039,214.336275
211.4058,218.1422,214.369075
211.45935,218.217225,214.426
211.50445,218.2415,214.496475
211.5676,218.2841,214.531025
211.636375,218.3083,214.563525
211.6988,218.3324,214.6115
211.7551,218.366075,214.6379
211.7997,218.3844,214.715975
211.854025,218.438125,214.787725
211.901975,218.465625,214.8124
211.941,218.491725,214.8356
212.017125,218.523425,214.90485
212.065825,218.5556,214.928525
212.101775,218.586175,214.97745
212.145175,218.620925,215.03525
212.205375,218.65015,215.079625
212.260275,218.6695,215.1466
212.303525,218.73175,215.264525
212.35615,218.757275,215.303475
212.416925,218.778525,215.32585
212.48035,218.8,215.3785
212.55605,218.82665,215.414225
212.604375,218.855,215.4433
212.6674,218.9672,215.49175
212.7404,218.983375,215.555575
212.78005,219.000675,215.596175
212.83315,219.019575,215.6249
212.885775,219.04125,215.69575
212.926425,219.070025,215.82255
213.015925,219.099775,215.885725
213.074825,219.128025,215.921075
213.1426,219.151325,216.10555
213.237825,219.179925,216.14365
213.2915,219.206325,216.187575
213.3609,219.25625,216.300975
213.400425,219.29145,216.462525
213.458875,219.318175,216.487625
213.51395,219.342475,216.5385
213.55935,219.368125,216.5838
213.679975,219.395125,216.66365
213.771275,219.425925,216.68425
213.8229,219.459675,216.70455
213.8615,219.48455,216.751825
213.909425,219.50705,216.778875
213.961275,219.550725,216.8047
214.014125,219.569475,216.8329
214.0506,219.59265,216.836625
214.1107,219.606275,216.87955
214.16075,219.634525,216.93755
214.207025,219.66615,217.085375
214.269625,219.6884,217.183825
214.29895,219.71195,217.236475
214.35145,219.744425,217.267475
214.387225,219.79395,217.3025
214.43025,219.8388,217.341475
214.46405,219.8684,217.36325
214.499825,219.90585,217.420325
214.553875,219.96405,217.453975
214.603425,219.99715,217.47715
214.64275,220.024075,217.485575
214.701475,220.070575,217.542325
214.768225,220.092475,217.6209
214.82455,220.124825,217.640475
214.882775,220.147925,217.676825
214.94895,220.2035,217.6887
214.994475,220.2277,217.705375
215.1,220.259325,217.74895
215.1577,220.3007,217.778825
215.200725,220.329675,217.8001
215.2556,220.349075,217.876825
215.325725,220.395325,217.892475
215.382075,220.41435,217.95045
215.4182,220.4439,217.984375
215.449675,220.478575,218.010025
215.530925,220.513825,218.084125
215.552225,220.548975,218.11105
215.593425,220.5769,218.186525
215.64265,220.598975,218.2061
215.676625,220.689925,218.2408
215.716225,220.73215,218.2533
215.742425,220.75295,218.2716
215.81805,220.78265,218.359825
215.873875,220.805125,218.380775
215.929025,220.8521,218.450275
215.9898,220.87245,218.4643
216.049175,220.90355,218.54045
216.094225,220.921825,218.54665
216.1679,220.96295,218.588875
216.23025,220.9834,218.612775
216.271875,221.006725,218.622075
216.3325,221.022875,218.6617
216.374725,221.0485,218.67975
216.41415,221.097575,218.708175
216.458825,221.154625,218.77965
216.505475,221.16995,218.812175
216.532875,221.1829,218.8566
216.57795,221.195875,218.8745
216.63255,221.250925,218.877825
216.6835,221.299125,218.91045
216.720375,221.312625,218.92335
216.74865,221.3253,218.96345
216.783375,221.368525,218.9928
216.833925,221.3869,219.0118
216.87625,221.413925,219.04495
216.9229,221.43435,219.10655
216.97105,221.452375,219.179675
217.008,221.4897,219.19395
217.0692,221.509325,219.242725
217.0959,221.532425,219.2552
217.12635,221.563325,219.280325
217.161775,221.583775,219.297425
217.19965,221.613125,219.4366
217.23295,221.6323,219.4464
217.2653,221.65925,219.48095
217.290025,221.67745,219.49395
217.308725,221.71315,219.52125
217.335075,221.7408,219.569625
217.389075,221.758275,219.578925
217.431025,221.783725,219.6118
217.456925,221.811375,219.647575
217.485875,221.846275,219.69175
217.52015,221.868725,219.72545
217.543375,221.89145,219.88555
217.571575,221.9125,219.93625
217.59355,221.940025,219.95605
217.6299,221.9613,220.0096
217.6639,221.991875,220.08505
217.6954,222.021125,220.14065
217.716225,222.04705,220.155725
217.777225,222.0878,220.187175
217.8163,222.116525,220.199675
217.834325,222.142975,220.22785
217.868975,222.167775,220.2756
217.89815,222.199575,220.3146
217.938275,222.2327,220.335
217.9594,222.2688,220.4665
217.986975,222.31145,220.486525
218.0091,222.370375,220.54575
218.034125,222.401225,220.604125
218.072575,222.4375,220.6497
218.098775,222.4733,220.6845
218.1253,222.509525,220.7234
218.169325,222.5424,220.751525
218.1902,222.562475,220.78075
218.2207,222.592825,220.802
218.259825,222.639475,220.825975
218.3138,222.681525,220.8539
218.3539,222.717875,220.8818
218.41575,222.7533,220.92125
218.482,222.863675,220.952725
218.511875,222.903475,220.972075
218.57295,222.93365,221.07925
218.616975,222.97385,221.1094
218.644275,223.018225,221.1422
218.672375,223.04985,221.1985
218.708925,223.074525,221.23155
218.75875,223.136975,221.252425
218.7962,223.158575,221.262275
218.85455,223.207575,221.33555
218.892275,223.22905,221.359675
218.918925,223.259625,221.396075
218.962075,223.3052,221.50075
218.999175,223.342775,221.60855
219.02415,223.3713,221.65795
219.0624,223.399225,221.712875
219.08625,223.4251,221.77975
219.1155,223.463125,221.826125
219.146125,223.507075,221.8872
219.184775,223.5441,221.9345
219.240275,223.582775,221.96485
219.3038,223.62045,222.01685
219.343125,223.65215,222.0446
219.369775,223.748425,222.0865
219.415325,223.78875,222.151075
219.4717,223.8341,222.216875
219.504575,223.8542,222.2537
219.536975,223.8803,222.394525
219.571975,223.901125,222.44095
219.594075,224.0002,222.48395
219.607825,224.030125,222.5312
219.6398,224.061225,222.572925
219.6763,224.11055,222.66265
219.71145,224.15275,222.698825
219.82825,224.199925,222.7918
219.879625,224.243925,222.8302
219.916425,224.27655,222.87075
219.969425,224.314425,222.942075
220.017675,224.34835,222.96265
220.0496,224.39715,222.988975
220.070025,224.4347,223.0585
220.086725,224.4721,223.080475
220.11255,224.49545,223.109275
220.1395,224.5145,223.165375
220.180575,224.564425,223.193725
220.216875,224.6093,223.215025
220.253475,224.63365,223.24465
220.29745,224.65815,223.26155
220.329425,224.72555,223.329375
220.388175,224.78025,223.35605
220.416775,224.813575,223.38215
220.42335,224.856075,223.404075
220.454275,224.893475,223.54875
220.493725,224.950325,223.57825
220.524675,224.984975,223.606375
220.5544,225.02085,223.653675
220.584775,225.059825,223.6979
220.627025,225.111375,223.7595
220.6732,225.166925,223.976475
220.699925,225.212475,224.03855
220.7344,225.31135,224.07535
220.7674,225.350975,224.15055
220.8018,225.442775,224.191225
220.833625,225.48295,224.22685
220.861025,225.521825,224.34365
220.9004,225.568725,224.35425
220.93565,225.61705,224.47695
220.95995,225.668275,224.544925
220.98745,225.697775,224.6028
221.0045,225.746625,224.632925
221.03715,225.799525,224.65715
221.058675,225.838275,224.693325
221.079575,225.85725,224.738625
221.106,225.9216,224.785125
221.138475,225.9667,224.857125
221.162125,226.023625,224.892825
221.190625,226.077275,225.028075
221.239625,226.130775,225.073525
221.25285,226.18355,225.09875
221.286525,226.23115,225.14715
221.3123,226.277825,225.193125
221.3486,226.3203,225.220075
221.37965,226.415925,225.335375
221.409575,226.444,225.5454
221.43035,226.54625,225.609775
221.4633,226.5927,225.692825
221.5023,226.640325,225.752
221.54115,226.668475,225.84455
221.591325,226.72415,225.96255
221.6306,226.764975,226.030775
221.670875,226.83605,226.078875
221.697025,226.87405,226.1297
221.732375,226.90665,226.193775
221.791325,226.95855,226.2341
221.84645,227.00505,226.2578
221.89515,227.10115,226.277575
221.9777,227.18065,226.319125
222.0032,227.239425,226.358375
222.02485,227.29555,226.4312
222.035975,227.3525,226.545675
222.072625,227.40355,226.58535
222.111825,227.447075,226.627
222.152925,227.4782,226.6453
222.19985,227.571225,226.6638
222.240075,227.61345,226.697825
222.275725,227.6654,226.761975
222.3065,227.727975,226.842925
222.335425,227.77575,226.88345
222.366625,227.852775,226.9261
222.406725,227.916125,227.01295
222.447,227.974225,227.07015
222.49465,228.053375,227.11465
222.529725,228.094925,227.156325
222.5743,228.140375,227.223175
222.60945,228.184075,227.2466
222.749025,228.23695,227.2709
222.775925,228.30465,227.3077
222.819975,228.3504,227.393475
222.850725,228.3859,227.436825
222.902525,228.47105,227.4727
222.943475,228.516175,227.520125
223.004925,228.5542,227.547975
223.053775,228.623275,227.58985
223.097375,228.662525,227.64315
223.1295,228.7126,227.685625
223.16295,228.774925,227.747125
223.2173,228.844225,227.7878
223.2914,228.88465,227.816075
223.324825,228.94605,227.85645
223.3703,228.9834,227.895825
223.449575,229.028475,227.932375
223.510075,229.073525,228.00225
223.56355,229.124475,228.03945
223.60755,229.16905,228.072125
223.667575,229.20845,228.103575
223.7056,229.239975,228.141975
223.77195,229.27285,228.194975
223.811125,229.307325,228.3002
223.857725,229.448575,228.333625
223.89445,229.5163,228.368525
223.9419,229.575625,228.386175
224.003625,229.6491,228.49015
224.04475,229.721725,228.557725
224.091875,229.825975,228.615975
224.1179,229.9503,228.766725
224.162425,229.98395,228.7932
224.21835,230.02005,228.8095
224.25595,230.062,228.83695
224.293225,230.108625,228.8775
224.33915,230.149175,228.89695
224.376775,230.19275,228.9132
224.4167,230.2241,228.978
224.4483,230.292075,229.010875
224.5031,230.349275,229.03955
224.53565,230.40345,229.056275
224.569175,230.470875,229.17775
224.60585,230.521575,229.21655
224.631275,230.60015,229.28945
224.6628,230.674125,229.3452
224.714425,230.749075,229.450875
224.746675,230.795875,229.48795
224.798075,230.841875,229.52315
224.839125,230.889275,229.671875
224.903575,230.925,229.722925
224.96315,230.9604,229.755125
225.0233,231.00505,229.783675
225.07205,231.068475,229.812925
225.140625,231.230525,229.890025
225.19555,231.29235,229.920575
225.2216,231.3446,229.97465
225.243175,231.417975,230.05145
225.3059,231.478725,230.106425
225.350075,231.538975,230.1362
225.428875,231.587225,230.16285
225.473975,231.632125,230.19725
225.522225,231.701375,230.226575
225.578375,231.751,230.245175
225.62205,231.825975,230.296625
225.671275,231.859225,230.345875
225.6991,231.899,230.43565
225.7277,231.930475,230.4831
225.782075,231.969975,230.541375
225.841925,232.0606,230.59175
225.879875,232.11835,230.621625
225.9206,232.1598,230.68955
225.955625,232.245775,230.745675
226.003075,232.284825,230.93355
226.035075,232.328325,230.971925
226.105375,232.367325,231.05255
226.15385,232.4202,231.070175
226.215425,232.4725,231.087475
226.300825,232.524025,231.137825
226.352475,232.562675,231.214675
226.404425,232.606375,231.257675
226.465875,232.677675,231.3066
226.513625,232.7252,231.355925
226.558475,232.767225,231.398
226.601775,232.815875,231.48615
226.647775,232.8529,231.6067
226.708625,232.962,231.641925
226.750225,232.990375,231.69415
226.7871,233.0414,231.737825
226.8323,233.07785,231.7874
226.8815,233.1257,231.8541
226.93795,233.167725,231.910875
226.984325,233.20585,231.9466
227.036725,233.235725,232.0134
227.093525,233.312675,232.211425
227.0996,233.346625,232.29725
227.14955,233.384725,232.331375
227.2038,233.428525,232.36035
227.2472,233.463575,232.4081
227.292525,233.4974,232.444225
227.33685,233.534175,232.5188
227.40335,233.585975,232.599575
227.445125,233.6183,232.648225
227.49215,233.648275,232.701125
227.53725,233.672,232.726475
227.587775,233.708675,232.789675
227.6373,233.74125,232.872675
227.6728,233.784175,232.92775
227.72545,233.814425,232.9561
227.777625,233.835575,233.085125
227.83265,233.86255,233.10475
227.87505,233.894125,233.17485
227.928325,233.92415,233.253725
228.000625,233.94825,233.3124
228.06455,233.9873,233.353325
228.102975,234.02705,233.399275
228.1532,234.0648,233.5739
228.21065,234.10875,233.613225
228.281625,234.1672,233.70855
228.34335,234.211925,233.766025
228.42905,234.2385,233.78075
228.48115,234.271625,233.8088
228.5088,234.30655,233.8317
228.547225,234.340575,233.916075
228.5863,234.3725,233.979975
228.639675,234.4047,234.080875
228.691825,234.446875,234.216625
228.726875,234.4717,234.28525
228.77805,234.507575,234.574425
228.827775,234.53295,234.6519
228.89655,234.57835,234.779275
228.96105,234.627175,234.848525
229.0308,234.6548,234.91035
229.0784,234.68615,234.985225
229.103875,234.7149,235.173
229.1409,234.757675,235.20425
229.2047,234.784575,235.28015
229.254575,234.822125,235.30855
229.309275,234.852025,235.39255
229.345,234.945025,235.397825
229.402475,234.99035,235.42325
229.4572,235.02035,235.44595
229.502675,235.083425,235.49285
229.553,235.1204,235.540475
229.606175,235.165375,235.5427
229.6636,235.2024,235.5848
229.70795,235.245875,235.67955
229.758375,235.273675,235.7847
229.80375,235.3007,235.8171
229.8568,235.341125,235.87605
229.87815,235.370325,235.955075
229.909725,235.399175,235.974675
229.96825,235.4288,236.0424
230.01175,235.463725,236.07335
230.040575,235.5122,236.119925
230.0833,235.561875,236.26295
230.130875,235.591925,236.489825
230.199125,235.612425,236.5789
230.253,235.645575,236.623025
230.2998,235.6852,236.7106
230.365275,235.7313,236.757525
230.450975,235.760625,236.838025
230.51125,235.79935,236.842625
230.5535,235.822925,236.863975
230.609975,235.889825,236.923725
230.669275,235.909025,236.993675
230.717325,235.938225,237.066975
230.779225,235.975025,237.09465
230.82085,235.997675,237.128025
230.859475,236.029325,237.16625
230.902,236.06475,237.197975
230.96515,236.106375,237.2916
231.018675,236.13355,237.313475
231.0815,236.1801,237.44865
231.1706,236.220775,237.6055
231.218475,236.2533,237.878875
231.2805,236.298225,237.912325
231.344825,236.35075,238.018925
231.389925,236.394225,238.080725
231.461575,236.438275,238.132975
231.533975,236.4684,238.1509
231.587875,236.49755,238.3291
231.645675,236.52175,238.51295
231.709325,236.5536,238.6282
231.782125,236.584225,238.673325
231.849925,236.617875,238.705425
231.949725,236.65315,238.774375
232.026125,236.6704,238.801525
232.1107,236.695075,238.832375
232.159625,236.727,238.836
232.21165,236.770575,238.887275
232.26275,236.81045,239.053075
232.293775,236.841625,239.222775
232.346725,236.8828,239.6062
232.42345,236.912,239.656775
232.447675,236.952875,239.971225
232.474825,237.021425,240.177725
232.50415,237.06005,240.281775
232.5407,237.1008,240.371875
232.595375,237.133225,240.45985
232.630325,237.177975,240.509575
232.667875,237.2148,240.5633
232.7314,237.25815,240.6505
232.78895,237.304225,240.75145
232.8322,237.340575,240.8089
232.9027,237.3743,241.09875
232.946,237.43,241.396425
232.99085,237.47655,241.443125
233.0445,237.511325,241.479575
233.088075,237.579275,241.48385
233.13465,237.6232,241.5285
233.1701,237.6618,241.629825
233.201525,237.6894,241.871975
233.241325,237.715725,241.9707
233.277275,237.7697,242.567775
233.3195,237.819225,242.812
233.360225,237.9009,242.87475
233.415125,237.947425,242.914175
233.4717,237.982125,242.991925
233.511975,238.03725,243.06735
233.570125,238.056,243.094375
233.6029,238.075075,243.1055
233.642975,238.110875,243.160375
233.703925,238.182225,243.194525
233.740925,238.2208,243.260675
233.777,238.263825,243.342425
233.8215,238.302525,243.3712
233.87455,238.3518,243.444875
233.906375,238.4228,243.599625
233.964425,238.451925,243.636875
234.0182,238.538225,243.75395
234.063875,238.58315,243.8867
234.11065,238.6339,243.9064
234.168425,238.651675,244.498775
234.210475,238.686175,244.565
234.24585,238.72215,244.601675
234.2875,238.75365,244.792225
234.352425,238.788075,245.274025
234.3982,238.8284,245.360325
234.436975,238.862475,245.519225
234.4905,238.88515,245.6862
234.54365,238.92005,245.688275
234.572525,238.94255,245.757875
234.630475,238.9757,245.81905
234.679425,239.001825,245.9174
234.721375,239.03055,246.007125
234.75585,239.059875,246.14885
234.80695,239.07815,246.55065
234.854675,239.1426,246.615975
234.909275,239.173625,246.6699
234.953825,239.228875,246.674825
235.018475,239.27165,246.704425
235.0694,239.35535,246.77405
235.14675,239.402125,246.822
235.2091,239.438525,246.871025
235.261525,239.482125,246.933375
235.299325,239.532525,246.989875
235.353475,239.5619,247.02915
235.41225,239.623175,247.0403
235.42475,239.6548,247.06965
235.45715,239.678375,247.084975
235.4903,239.70175,247.093925
235.548275,239.734925,247.112875
235.60025,239.761875,247.1205
235.654975,239.806775,247.142425
235.69665,239.834375,247.1557
235.740375,239.869975,247.18315
235.78975,239.92375,247.210275
235.835225,239.954575,247.2716
235.862675,239.997625,247.3038
235.9048,240.058675,247.32255
235.94875,240.087025,247.40695
235.98695,240.1189,247.440425
236.016775,240.16115,247.689
236.0657,240.195925,247.7094
236.11435,240.227,247.7204
236.173325,240.2686,247.732075
236.2126,240.312275,247.743625
236.2758,240.3474,247.757525
236.339075,240.366,247.781525
236.4181,240.40975,247.834025
236.487275,240.447075,247.87805
236.5222,240.4848,247.906025
236.5725,240.5323,247.946375
236.62285,240.58315,248.013975
236.660375,240.624725,248.349775
236.697,240.656525,248.484675
236.7354,240.6869,248.754625
236.775275,240.7281,248.920525
236.821725,240.765675,249.0493
236.86155,240.79015,249.201925
236.90515,240.8253,249.31075
236.9254,240.856975,249.363675
236.980525,240.939,249.481025
237.02055,240.972025,250.075325
237.06725,241.022025,250.1374
237.109675,241.083475,250.283125
237.15765,241.1289,250.508525
237.187125,241.167725,250.6414
237.275625,241.2024,250.907425
237.31875,241.22345,251.053
237.39005,241.325025,251.179975
237.432625,241.345975,251.33635
237.495225,241.374475,251.35955
237.56495,241.4132,251.397175
237.61925,241.4447,251.427925
237.665725,241.492175,251.452
237.710575,241.524475,251.497525
237.76815,241.567675,251.606225
237.829825,241.6144,251.638025
237.8888,241.6597,251.736325
237.9332,241.69655,252.180225
237.989125,241.724775,252.23335
238.041625,241.76825,252.653125
238.088725,241.8394,252.86175
238.1373,241.886,253.006325
238.142475,241.9226,253.1268
238.202575,241.943575,253.2728
238.2095,241.9803,253.447525
238.23825,242.03805,253.550575
238.28845,242.0629,253.573425
238.3338,242.098625,253.6382
238.377575,242.13,254.344675
238.4209,242.180675,254.815025
238.4852,242.227125,254.84465
238.534525,242.278575,254.924075
238.5462,242.333075,254.9784
238.6161,242.3631,255.006825
238.67015,242.40735,255.049725
238.709375,242.4589,255.0923
238.7508,242.50515,255.160375
238.80255,242.56895,255.18185
238.850775,242.59735,255.250525
238.922025,242.63165,255.4076
238.989175,242.692575,255.509225
239.052725,242.7826,255.537025
239.092625,242.8225,256.195325
239.1514,242.8644,256.27115
239.233875,242.88995,256.591075
239.281825,242.916025,256.985625
239.343,242.959425,257.114525
239.394325,242.9948,257.1717
239.444575,243.0392,257.23025
239.5032,243.08035,257.2903
239.574525,243.118975,257.3171
239.61935,243.152375,257.4248
239.666625,243.17215,257.462225
239.709275,243.199075,257.485425
239.7706,243.24585,257.9289
239.83485,243.27685,258.0204
239.876575,243.320625,258.16665
239.93495,243.3607,258.538075
240.08295,243.3942,258.61685
240.11045,243.43385,258.715075
240.15265,243.487175,258.766575
240.1934,243.526125,258.84515
240.23865,243.5739,258.880075
240.28055,243.592325,258.95725
240.329725,243.6265,258.978775
240.368025,243.658125,259.04835
240.411875,243.681075,259.079175
240.46995,243.80955,259.122175
240.50715,243.8333,259.160125
240.548625,243.87195,259.202725
240.597725,243.900375,259.3434
240.653575,243.943225,259.457725
240.708825,243.997,259.513825
240.768825,244.043475,259.6087
240.8167,244.073825,259.695025
240.90135,244.106325,259.891275
240.9577,244.149775,260.102025
240.9955,244.186075,260.2397
241.049325,244.227175,260.249825
241.1046,244.266075,260.397775
241.17185,244.316575,260.6274
241.227575,244.364575,260.751675
241.326525,244.414,260.830375
241.38145,244.4691,260.861125
241.434975,244.50165,260.960575
241.49255,244.557825,260.999575
241.535075,244.60965,261.067425
241.577,244.6531,261.2045
241.64855,244.6882,261.234575
241.71785,244.743875,261.530925
241.779125,244.785075,261.860575
241.832875,244.826225,262.06365
241.89145,244.873125,262.107575
241.93725,244.9156,262.154775
242.006675,244.971175,262.19
242.0727,245.019025,262.21835
242.10895,245.042325,262.225775
242.16025,245.06745,262.270525
242.1933,245.098125,262.302975
242.23655,245.1302,262.35645
242.290275,245.177775,262.387675
242.337875,245.227525,262.45565
242.397875,245.279125,262.5083
242.4655,245.307725,262.553175
242.54165,245.3429,263.620325
242.60695,245.3795,263.744925
242.690025,245.408625,263.76285
242.7574,245.507875,263.8053
242.8021,245.541075,263.8887
242.844375,245.581675,264.0893
242.88675,245.6012,264.1174
242.925575,245.63545,264.254475
242.9715,245.672225,264.356725
243.001,245.7105,264.815375
243.03165,245.74165,264.974525
243.084775,245.78105,265.238675
243.11985,245.814525,265.406425
243.15595,245.860675,265.579275
243.2031,245.893825,266.065125
243.25765,245.938925,266.093775
243.301925,245.9822,266.12555
