SPK_SPKC01a (exc),SPK_SPKC10a (exc),SPK_SPKC16a (exc)
243.323,246.0864,266.181575
243.372,246.1842,266.2285
243.4258,246.30275,266.3931
243.478425,246.362875,266.4175
243.548675,246.41985,266.470275
243.593675,246.45225,266.635325
243.6449,246.4999,266.8527
243.705075,246.5405,266.9934
243.754025,246.598725,267.008675
243.797675,246.64775,267.025475
243.841,246.69655,267.05705
243.89365,246.7128,267.085525
243.94145,246.714075,267.170675
244.002875,246.742225,267.321525
244.06105,246.755,267.691475
244.127375,246.790075,267.727775
244.16615,246.8062,267.775475
244.2095,246.844925,267.790425
244.267475,246.867225,268.031375
244.306625,246.894775,268.041675
244.364975,246.9155,268.07305
244.3821,246.94205,268.094175
244.442375,246.972425,268.108625
244.5025,247.00015,268.126675
244.5603,247.03705,268.15095
244.6083,247.06845,268.201275
244.66365,247.0894,268.285625
244.70285,247.117125,268.3162
244.753925,247.1467,268.369875
244.808475,247.190375,268.47875
244.864425,247.2223,268.546075
244.89885,247.256775,268.660675
244.949675,247.296875,268.6828
245.01565,247.3261,268.9881
245.06875,247.36255,269.010225
245.129525,247.391825,269.04055
245.17555,247.433,269.0619
245.217525,247.4822,269.0763
245.236625,247.535775,269.14735
245.24615,247.58575,269.177025
245.302825,247.619775,269.200725
245.3939,247.678725,269.234725
245.453925,247.723825,269.255625
245.5267,247.78395,269.28935
245.581775,247.8131,269.34835
245.634775,247.85835,269.37725
245.706225,247.903025,269.42405
245.7473,247.979275,269.474975
245.848575,248.018675,269.71775
245.941075,248.057475,269.807525
246.025625,248.10585,270.08175
246.113375,248.16665,270.282975
246.1757,248.20275,270.439975
246.234525,248.307825,270.4708
246.33415,248.3715,270.558625
246.417075,248.41425,270.61845
246.477925,248.448525,270.7547
246.539475,248.483475,270.792775
246.6067,248.53255,270.81345
246.63745,248.584925,270.824075
246.6903,248.63385,270.894375
246.738575,248.667625,270.968675
246.759075,248.709825,271.0189
246.7929,248.756925,271.093225
246.8166,248.81445,271.3244
246.8521,248.861675,271.5612
246.897975,248.910075,271.6118
246.92565,248.956775,272.0482
246.9574,248.997225,272.235
246.987925,249.053625,272.386825
247.03195,249.1104,272.455925
247.0692,249.1429,272.507675
247.1422,249.170925,272.57325
247.20505,249.219075,272.662925
247.2672,249.2836,272.8013
247.293325,249.3244,272.88875
247.29955,249.36925,273.1055
247.342125,249.414475,273.17775
247.3797,249.460625,273.32935
247.423975,249.505025,273.409875
247.485425,249.56125,273.519225
247.578425,249.6024,273.659275
247.6193,249.637375,273.728225
247.69085,249.692875,273.782275
247.7629,249.76675,273.909925
247.822975,249.803575,273.93875
247.911425,249.84285,273.958275
247.973475,249.88895,273.978775
248.033375,249.9342,273.9946
248.096525,249.99515,274.017475
248.19515,250.051375,274.03
248.2629,250.11625,274.05405
248.324275,250.190525,274.073975
248.37785,250.27115,274.094375
248.430025,250.320125,274.11075
248.49535,250.377875,274.150475
248.5585,250.42295,274.185575
248.595475,250.4913,274.203175
248.6392,250.51145,274.2195
248.6928,250.554775,274.223
248.760525,250.603175,274.257525
248.816525,250.663125,274.308225
248.881275,250.711275,274.441625
248.927925,250.755825,274.4814
248.9731,250.809225,274.514725
249.020925,250.90855,274.531475
249.110875,250.954675,274.570775
249.15995,251.003575,274.59455
249.214025,251.0598,274.629375
249.265,251.1287,274.650175
249.314175,251.187075,274.6859
249.366425,251.230875,274.7546
249.45495,251.257125,275.026675
249.530025,251.3073,275.103925
249.5738,251.36075,275.355325
249.635025,251.406725,275.4124
249.688225,251.461225,275.48395
249.73655,251.5158,275.591675
249.787975,251.5576,275.6948
249.85205,251.5951,276.022825
249.8982,251.63365,276.032775
249.9979,251.662525,276.21795
250.06145,251.723925,276.31555
250.134125,251.79495,276.398725
250.20565,251.865575,276.517125
250.273625,251.9336,276.560075
250.330675,251.9784,276.663075
250.4019,252.0291,276.71775
250.48345,252.0773,276.82525
250.539475,252.1304,276.855575
250.603375,252.189275,276.8878
250.6731,252.2547,276.94795
250.74095,252.31035,276.964125
250.82945,252.3494,276.969875
250.87765,252.37615,277.0145
250.936175,252.429325,277.073075
250.99555,252.465525,277.127675
251.05365,252.507125,277.1554
251.18225,252.561375,277.165975
251.244925,252.60025,277.179075
251.29905,252.639975,277.203325
251.3403,252.6865,277.242975
251.389675,252.723,277.271825
251.49605,252.76845,277.338575
251.55805,252.86615,277.3701
251.629475,252.91335,277.44335
251.716925,252.967,277.4713
251.793375,253.01435,277.507125
251.8455,253.05,277.5336
251.896925,253.088375,277.5592
251.954925,253.115075,277.5851
252.021175,253.157025,277.604475
252.06055,253.199675,277.613675
252.125375,253.253525,277.65025
252.225925,253.314525,277.67135
252.286075,253.352775,277.723425
252.367725,253.381575,277.811975
252.430525,253.430275,277.881825
252.491675,253.532175,277.90295
252.5574,253.57205,277.9255
252.6269,253.61645,277.9455
252.688225,253.636125,277.99595
252.7883,253.72105,278.021725
252.873725,253.813975,278.049875
252.933825,253.88295,278.106375
252.994025,253.95915,278.1302
253.0679,254.01525,278.1668
253.124325,254.1177,278.19795
253.1681,254.1891,278.2288
253.243,254.234125,278.2435
253.36265,254.287225,278.305925
253.45735,254.362275,278.3441
253.5209,254.442025,278.367375
253.60035,254.5279,278.432725
253.69365,254.56125,278.50075
253.7568,254.601975,278.5774
253.8525,254.655825,278.630225
253.94425,254.690975,278.6705
254.048725,254.73485,278.81965
254.120825,254.772875,278.92065
254.2133,254.81295,279.032225
254.30315,254.85805,279.0723
254.401625,254.88795,279.228375
254.500475,254.9419,279.298725
254.5736,254.977625,279.346525
254.64995,255.02475,279.4677
254.692875,255.0842,279.524125
254.7717,255.12525,279.569525
254.888875,255.19025,279.593725
254.98625,255.255375,279.6677
255.0365,255.28485,279.714
255.132625,255.3462,279.7583
255.19305,255.376,279.7823
255.253425,255.417225,279.804725
255.3116,255.4594,279.84775
255.376075,255.484875,279.88175
255.4346,255.517675,279.9044
255.495575,255.5551,279.960925
255.567875,255.589125,280.03055
255.623875,255.630375,280.116275
255.682975,255.685625,280.156225
255.78175,255.7217,280.2136
255.8198,255.765675,280.364425
255.8803,255.8046,280.48045
255.934675,255.841275,280.525975
256.004725,255.895425,280.5619
256.06985,255.931925,280.570375
256.119375,256.0005,280.6767
256.1413,256.038975,280.6942
256.185225,256.078225,280.74265
256.222425,256.107975,280.865625
256.26785,256.13285,280.88505
256.322575,256.1689,280.9163
256.385875,256.20395,280.9362
256.416925,256.265125,280.9509
256.474575,256.309225,280.981575
256.52135,256.35645,281.009625
256.5752,256.4075,281.037125
256.6314,256.4426,281.07615
256.690225,256.4859,281.099375
256.743,256.527325,281.129575
256.802075,256.574425,281.1557
256.84395,256.646475,281.244475
256.8892,256.692425,281.268475
256.956175,256.7478,281.299075
257.0218,256.793075,281.34345
257.07905,256.835175,281.41765
257.120325,256.866625,281.4358
257.16775,256.90325,281.45745
257.2114,256.93825,281.564775
257.265825,256.972425,281.59795
257.3046,257.03035,281.642925
257.3561,257.101125,281.663
257.402625,257.144975,281.79655
257.4485,257.19225,281.85875
257.484125,257.227175,281.9248
257.549675,257.2519,281.9884
257.59795,257.285675,282.121875
257.640775,257.31275,282.2284
257.69515,257.34845,282.256625
257.770975,257.383625,282.3124
257.8485,257.422025,282.34585
257.902575,257.45345,282.470325
257.94335,257.502675,282.48285
257.990525,257.554875,282.541525
258.022825,257.606625,282.56275
258.08115,257.64975,282.583675
258.1394,257.694125,282.627
258.217875,257.720525,282.701675
258.2809,257.784925,282.729675
258.348275,257.82535,282.79455
258.398675,257.869375,282.8246
258.463125,257.89275,282.876225
258.5255,257.9205,282.926775
258.57515,257.9641,283.008675
258.611125,257.994725,283.0309
258.66715,258.013575,283.101525
258.707925,258.041825,283.131125
258.735,258.08155,283.254
258.7594,258.120725,283.27865
258.796525,258.153125,283.3505
258.8274,258.186475,283.39215
258.864,258.232575,283.412875
258.898125,258.281725,283.438875
258.939475,258.318825,283.458125
258.972525,258.349375,283.52865
259.009525,258.428875,283.57165
259.0919,258.476325,283.60325
259.138175,258.506825,283.671975
259.1909,258.55055,283.73945
259.2325,258.607925,283.808775
259.28395,258.657725,283.8547
259.3662,258.693775,283.903675
259.42305,258.737075,283.93735
259.477825,258.7621,283.965075
259.53685,258.786475,284.007025
259.609025,258.81215,284.018525
259.72185,258.834125,284.0958
259.760225,258.864325,284.1534
259.809225,258.89995,284.19265
259.889775,258.94745,284.255925
259.9592,259.014325,284.29435
260.02325,259.04865,284.310075
260.077575,259.080225,284.353175
260.1316,259.1092,284.3814
260.193475,259.14215,284.3909
260.24925,259.2055,284.408475
260.306325,259.2412,284.428325
260.35055,259.2716,284.443825
260.39505,259.31885,284.50875
260.4548,259.356175,284.535775
260.4987,259.393775,284.559125
260.54375,259.441225,284.575425
260.60565,259.480175,284.616875
260.673475,259.52025,284.6536
260.72845,259.559475,284.667775
260.766775,259.605825,284.6729
260.8161,259.644825,284.719175
260.864975,259.691,284.78805
260.90875,259.73245,284.816175
260.948425,259.787525,284.842825
260.992875,259.872425,284.877475
261.044875,259.908,284.9238
261.111025,259.95705,284.951775
261.16825,260.01905,284.9981
261.21285,260.06665,285.04795
261.2658,260.11545,285.06795
261.3443,260.194725,285.112775
261.39845,260.238425,285.124875
261.44435,260.269075,285.22195
261.522475,260.3445,285.274925
261.585475,260.37995,285.288175
261.634175,260.407,285.306575
261.694225,260.4411,285.4162
261.746825,260.475275,285.4591
261.804225,260.512,285.51735
261.856875,260.54665,285.540275
261.91865,260.58635,285.5679
261.9716,260.634275,285.580575
262.0127,260.66275,285.595925
262.041775,260.697525,285.650325
262.070625,260.732975,285.69075
262.10085,260.765775,285.729575
262.132575,260.8025,285.785975
262.178475,260.83085,285.803475
262.2111,260.853125,285.86455
262.235325,260.8804,285.913675
262.28255,260.907,285.946
262.330925,260.941225,285.9684
262.3759,260.961425,286.00275
262.418,261.012025,286.08135
262.46925,261.056825,286.1395
262.52015,261.11675,286.17565
262.58485,261.159075,286.231225
262.653,261.2023,286.315575
262.7026,261.246725,286.3696
262.767275,261.30745,286.3827
262.8439,261.361075,286.423675
262.9214,261.394675,286.439175
262.974525,261.4401,286.483675
263.05075,261.491725,286.557075
263.11575,261.553925,286.6214
263.1817,261.60145,286.663275
263.2162,261.702925,286.724775
263.264375,261.7501,286.7488
263.329625,261.80385,286.786175
263.4124,261.8522,286.81625
263.47685,261.904575,286.836
263.553525,261.9435,286.877225
263.630525,261.9795,286.904425
263.672675,262.00795,286.930675
263.761575,262.062025,286.95775
263.8146,262.120125,287.038575
263.868325,262.1635,287.111575
263.96695,262.1932,287.218175
264.036725,262.2187,287.246
264.0858,262.254825,287.262575
264.1334,262.292975,287.30545
264.183925,262.3521,287.340725
264.2501,262.392125,287.3653
264.30715,262.43365,287.402975
264.35855,262.47575,287.444375
264.454025,262.523775,287.4951
264.5146,262.56655,287.513375
264.574075,262.599275,287.5659
264.61655,262.620325,287.5818
264.67525,262.6532,287.60715
264.725975,262.681575,287.641275
264.7902,262.72685,287.663775
264.8342,262.76445,287.71095
264.90215,262.802,287.727775
264.9705,262.84025,287.7562
265.007925,262.877925,287.78185
265.057825,262.9353,287.82835
265.110525,262.972725,287.8442
265.170625,263.00885,287.890175
265.227825,263.05865,287.910275
265.26265,263.109625,287.9693
265.301875,263.154425,287.984725
265.352375,263.19735,288.00145
265.40505,263.24995,288.04155
265.44265,263.301825,288.0678
265.49105,263.33865,288.0863
265.52845,263.39155,288.1392
265.5936,263.4402,288.162825
265.6626,263.495775,288.198225
265.6973,263.5538,288.232125
265.752475,263.600475,288.27595
265.793175,263.62565,288.29195
265.8475,263.656725,288.315825
265.888075,263.682125,288.364225
265.936425,263.7312,288.38445
265.975225,263.7691,288.4078
266.0191,263.86045,288.4292
266.0671,263.929525,288.437925
266.109425,263.986625,288.49065
266.174875,264.02515,288.510325
266.2056,264.073775,288.537425
266.24725,264.10265,288.548675
266.28325,264.1369,288.570525
266.32495,264.17115,288.58235
266.396375,264.209525,288.5937
266.45,264.250825,288.6152
266.505575,264.29785,288.638775
266.534975,264.342325,288.658175
266.60135,264.3573,288.71265
266.65545,264.400975,288.72065
266.695375,264.456875,288.751475
266.735525,264.496975,288.769625
266.789,264.5374,288.9726
266.828275,264.565075,289.00215
266.88375,264.61475,289.016225
266.933025,264.646875,289.14875
266.979475,264.675075,289.1713
267.015825,264.7279,289.20985
267.058725,264.777325,289.255575
267.09065,264.8153,289.331475
267.143225,264.843175,289.3467
267.211775,264.871725,289.375375
267.263825,264.900625,289.406875
267.3016,264.946225,289.449575
267.31745,264.9753,289.4836
267.354,265.011775,289.51055
267.397375,265.039675,289.597525
267.4521,265.129125,289.627475
267.499925,265.163525,289.6963
267.5458,265.2082,289.723625
267.59905,265.24525,289.81005
267.642025,265.27965,289.858575
267.708575,265.3188,289.8984
267.76105,265.388425,289.9453
267.791975,265.412375,290.014525
267.8597,265.451175,290.0486
267.8954,265.504025,290.070725
267.946025,265.545525,290.1373
267.9918,265.590025,290.186275
268.037525,265.613625,290.2045
268.069675,265.651075,290.364
268.102725,265.68065,290.476475
268.137825,265.758925,290.553175
268.18075,265.792875,290.61945
268.21835,265.8383,290.678775
268.28795,265.86825,290.700725
268.324275,265.906325,290.739225
268.371425,265.953075,290.8195
268.411875,266.00295,290.8513
268.4534,266.0372,290.869675
268.49035,266.06935,290.873375
268.529375,266.11195,290.90575
268.551975,266.159425,290.919725
268.583575,266.185025,290.983125
268.618675,266.2352,291.0122
268.655875,266.2733,291.0576
268.696975,266.34505,291.0927
268.715575,266.38635,291.11385
268.74705,266.417675,291.1309
268.776575,266.44445,291.19685
268.809325,266.482275,291.22415
268.871225,266.5179,291.299675
268.93255,266.5541,291.319225
268.968375,266.589925,291.386675
269.022225,266.6348,291.44075
269.066975,266.675225,291.497175
269.1129,266.6968,291.52885
269.145125,266.738825,291.59765
269.206075,266.7726,291.607725
269.257875,266.81375,291.637275
269.301975,266.855925,291.701875
269.3474,266.887975,292.0123
269.39485,266.9384,292.0635
269.443225,266.971225,292.08605
269.51585,266.989575,292.115375
269.56555,267.0279,292.14015
269.598375,267.0697,292.1817
269.651375,267.121225,292.2072
269.707525,267.182925,292.2656
269.750225,267.230025,292.32535
269.7904,267.2583,292.383
269.8264,267.285275,292.44825
269.8762,267.311275,292.4925
269.91325,267.359275,292.524025
269.968225,267.393025,292.542525
270.002525,267.41655,292.60645
270.04065,267.4576,292.681075
270.106125,267.4931,292.708775
270.1434,267.5239,292.7353
270.195725,267.5607,292.77105
270.238775,267.6012,292.808925
270.2773,267.62805,292.825
270.3128,267.652475,292.883525
270.3365,267.695625,292.931675
270.369,267.74145,292.9737
270.422325,267.797525,293.002575
270.44975,267.840875,293.03015
270.497125,267.8798,293.053125
270.527625,267.9089,293.085975
270.562175,267.99675,293.145125
270.592475,268.0371,293.280275
270.6254,268.065575,293.3151
270.686725,268.099425,293.3386
270.726175,268.132325,293.363625
270.77415,268.17415,293.37775
270.83125,268.20955,293.398875
270.88905,268.238775,293.507975
270.9394,268.271525,293.52155
271.002125,268.294875,293.577575
271.0484,268.3211,293.6275
271.114325,268.367,293.663925
271.155525,268.400175,293.67555
271.21655,268.44465,293.708325
271.261325,268.465425,293.80695
271.326825,268.50935,293.860425
271.3709,268.550525,293.9604
271.41715,268.593825,293.97055
271.463675,268.6146,294.003725
271.513325,268.642525,294.06405
271.5444,268.6721,294.092575
271.59405,268.699875,294.13665
271.657675,268.73665,294.1781
271.77775,268.809125,294.233075
271.818675,268.83055,294.24795
271.873375,268.8516,294.34445
271.914775,268.875275,294.45185
271.9695,268.901375,294.491125
272.031325,268.926125,294.575825
272.102975,268.951375,294.6582
272.1595,268.976325,294.7179
272.20885,269.0121,294.755325
272.249225,269.048775,294.826675
272.311875,269.075575,294.841975
272.36165,269.104075,294.874575
272.39175,269.14135,294.920525
272.42795,269.1669,294.986575
272.481975,269.251275,295.0306
272.516025,269.2851,295.112375
272.573025,269.34075,295.143225
272.63245,269.381925,295.22575
272.690275,269.4168,295.237575
272.74515,269.4549,295.2953
272.805025,269.489525,295.330825
272.8527,269.5284,295.399475
272.90615,269.5657,295.41065
272.966925,269.605775,295.45265
273.0201,269.6346,295.51915
273.071525,269.68125,295.555075
273.120125,269.72005,295.62215
273.15715,269.759975,295.663
273.199975,269.792725,295.69475
273.234675,269.8344,295.736525
273.2899,269.8826,295.755375
273.31845,269.91235,295.7784
273.385875,269.9378,295.814275
273.44775,270.0051,295.828025
273.5026,270.037475,295.89875
273.5384,270.0745,295.94285
273.593625,270.1042,295.98585
273.649675,270.15335,296.003775
273.69445,270.17985,296.0187
273.7467,270.22665,296.022175
273.783825,270.268625,296.042025
273.824675,270.300575,296.060725
273.878625,270.33695,296.080825
273.920075,270.359025,296.09615
273.962525,270.395875,296.127525
274.00115,270.43325,296.163675
274.0408,270.456975,296.204925
274.085075,270.488925,296.25975
274.13135,270.52825,296.29305
274.179,270.571425,296.377625
274.247825,270.602075,296.405425
274.316075,270.666175,296.42875
274.37335,270.70165,296.4481
274.422375,270.74215,296.480225
274.4718,270.79715,296.496475
274.54935,270.8592,296.507425
274.619075,270.88065,296.536625
274.663,270.906025,296.57955
274.7126,270.936675,296.680225
274.762525,270.97075,296.73135
274.847725,271.0071,296.83215
274.920925,271.049575,296.865575
274.98475,271.103825,296.9014
275.0537,271.1374,296.979
275.10585,271.1859,297.088025
275.1684,271.218275,297.12625
275.228775,271.2671,297.1397
275.267875,271.3504,297.194275
275.31565,271.4032,297.21345
275.381275,271.471775,297.232725
275.44325,271.501275,297.312125
275.511275,271.529775,297.357075
275.572425,271.5603,297.396025
275.6312,271.61165,297.433575
275.6979,271.664325,297.464675
275.777675,271.720425,297.51925
275.845425,271.765925,297.56665
275.88995,271.805575,297.740975
275.9472,271.838675,297.788575
276.010575,271.843125,297.8226
276.075625,271.89445,297.912825
276.131975,271.951025,298.00305
276.204925,272.00515,298.052675
276.29145,272.051625,298.183975
276.3701,272.1123,298.186975
276.423025,272.15605,298.208275
276.46505,272.230525,298.465925
276.5227,272.271275,298.525825
276.564425,272.328325,298.612275
276.619375,272.364125,298.679225
276.68385,272.406175,298.772825
276.72755,272.45145,298.86365
276.79,272.480625,298.93005
276.8747,272.515,298.982575
276.9139,272.557025,299.07955
276.985325,272.6081,299.1102
277.046425,272.64755,299.25885
277.10065,272.681,299.311875
277.15325,272.73135,299.341475
277.214075,272.7683,299.48565
277.2705,272.81815,299.551275
277.332,272.86535,299.5669
277.4624,272.916125,299.60675
277.51645,272.959275,299.6541
277.584575,272.99265,299.680025
277.641775,273.044075,299.693625
277.68365,273.132525,299.72875
277.732025,273.165225,299.757325
277.7867,273.20675,299.800675
277.82335,273.268025,299.835375
277.9286,273.331125,299.946325
278.01735,273.382025,300.00165
278.083325,273.41525,300.028275
278.135875,273.463975,300.051975
278.187125,273.499325,300.093075
278.226725,273.5457,300.154125
278.2679,273.592575,300.206125
278.3061,273.623875,300.23305
278.337175,273.7132,300.266275
278.368825,273.7501,300.320475
278.44475,273.784625,300.3642
278.49455,273.8107,300.395725
278.563725,273.839025,300.404
278.605025,273.863225,300.459775
278.66955,273.897875,300.56205
278.705225,273.9317,300.683175
278.732675,273.99155,300.724375
278.7747,274.034325,300.7803
278.8198,274.0929,300.8233
278.867775,274.131775,300.8699
278.924375,274.17125,300.937275
278.96795,274.215875,301.03715
279.006625,274.2702,301.05365
279.050025,274.3156,301.116725
279.088475,274.3551,301.6312
279.13185,274.40395,301.659925
279.20575,274.446775,301.666775
279.25145,274.4841,301.749825
279.291525,274.5338,301.7949
279.3454,274.5819,301.9791
279.376075,274.63765,302.128225
279.426825,274.67295,302.288075
279.46955,274.7292,302.3345
279.50565,274.780325,302.423025
279.552575,274.8214,302.46055
279.594825,274.86385,302.57025
279.6435,274.900475,302.624575
279.676475,274.9877,302.891225
279.722775,275.034025,302.97905
279.764225,275.0782,303.1452
279.810175,275.126275,303.230125
279.85035,275.15885,303.303975
279.881475,275.216475,303.470625
279.927175,275.24845,303.534725
279.949675,275.28865,303.60045
279.9774,275.322425,303.673175
280.0153,275.36465,303.705525
280.047475,275.3914,303.74235
280.0879,275.429525,303.78235
280.14645,275.47225,303.80515
280.174525,275.511275,303.83995
280.198975,275.556325,303.891725
280.226425,275.605575,303.9006
280.2734,275.681825,304.045
280.334725,275.735275,304.093875
280.385225,275.775675,304.25895
280.4188,275.824175,304.299125
280.432675,275.876925,304.321025
280.48825,275.930025,304.366225
280.508675,275.998675,304.453575
280.535225,276.04865,304.5828
280.5616,276.1247,304.745775
280.579375,276.166625,304.768525
280.597525,276.21895,304.84915
280.62695,276.261975,304.891125
280.668375,276.30075,304.985475
280.700225,276.344125,305.033875
280.74515,276.376525,305.06845
280.788475,276.417425,305.111925
280.824175,276.4564,305.1312
280.853775,276.495225,305.145
280.88995,276.52655,305.199325
280.92315,276.560825,305.231875
280.964475,276.602725,305.245675
280.9893,276.643725,305.424775
281.008275,276.702625,305.574075
281.119,276.75765,305.708025
281.17045,276.8082,305.806325
281.21385,276.859825,305.878325
281.2411,276.94425,305.923225
281.277575,276.97885,305.974975
281.31005,277.007825,306.056
281.3257,277.0379,306.15415
281.34895,277.075025,306.2133
281.3961,277.119725,306.23965
281.4334,277.14985,306.3233
281.465125,277.18465,306.414025
281.5164,277.24675,306.4553
281.55065,277.2926,306.547775
281.585125,277.3294,306.611825
281.634175,277.371525,306.65265
281.669525,277.41455,306.678675
281.723625,277.4459,306.7194
281.756875,277.4922,306.761225
281.80415,277.53715,306.79525
281.826425,277.5643,306.81485
281.864175,277.600475,306.868525
281.8888,277.632825,306.904525
281.923925,277.6626,306.97065
281.944025,277.7008,307.006625
281.975575,277.7364,307.026875
282.0075,277.777125,307.0783
282.0413,277.8068,307.14315
282.074525,277.854925,307.204275
282.1149,277.8982,307.25925
282.16195,277.9495,307.288125
282.199925,277.999525,307.31605
282.23655,278.039825,307.36105
282.280725,278.067075,307.40025
282.313425,278.103975,307.43915
282.36085,278.13385,307.482375
282.4,278.19385,307.515225
282.42515,278.231575,307.598675
282.4583,278.254975,307.6353
282.488075,278.2952,307.69995
282.5299,278.323825,307.7315
282.56445,278.3508,307.793275
282.5972,278.39525,307.84265
282.642725,278.434175,307.88845
282.703675,278.4762,307.923125
282.742125,278.54195,307.963875
282.784925,278.572125,307.99275
282.808775,278.607475,308.050375
282.8525,278.62465,308.13795
282.889125,278.672675,308.16905
282.925475,278.72045,308.2372
282.9697,278.75195,308.284075
283.008825,278.79255,308.3215
283.031725,278.818825,308.351575
283.058825,278.852475,308.414625
283.082125,278.87625,308.481925
283.10295,278.9111,308.51025
283.131425,278.933125,308.533025
283.151925,278.968975,308.59095
283.17785,279.00125,308.646075
283.198975,279.043275,308.67515
283.224825,279.0836,308.6981
283.252925,279.124825,308.717775
283.269125,279.143925,308.734675
283.306475,279.176825,308.7506
283.336975,279.203825,308.79855
283.371225,279.2349,308.84705
283.41155,279.26855,308.869575
283.44235,279.295775,308.9239
283.4781,279.3185,308.956875
283.5032,279.345275,309.054525
283.5541,279.369675,309.08155
283.582525,279.389,309.128025
283.65,279.42175,309.17325
283.67625,279.452425,309.208275
283.718375,279.48465,309.26305
283.745275,279.518225,309.26495
283.779525,279.552175,309.286125
283.83825,279.578425,309.31615
283.8597,279.59495,309.37735
283.88505,279.624875,309.3943
283.91085,279.66045,309.40685
283.9421,279.68215,309.471775
283.95985,279.720575,309.503925
283.99275,279.7505,309.536325
284.012275,279.77605,309.567375
284.032025,279.8059,309.578125
284.066525,279.839025,309.5889
284.0785,279.8696,309.6547
284.121075,279.88905,309.731
284.147875,279.9176,309.763425
284.175425,279.948075,309.85105
284.192125,279.9805,309.889225
284.210475,280.0066,309.94595
284.227725,280.041275,310.037775
284.2704,280.066225,310.0819
284.305525,280.10025,310.1132
284.342675,280.134075,310.1748
284.402825,280.153925,310.193275
284.447275,280.214225,310.272125
284.493275,280.229125,310.3226
284.514775,280.2829,310.381275
284.544925,280.306425,310.448
284.581575,280.330275,310.522125
284.5968,280.359675,310.584675
284.626275,280.382325,310.635925
284.660275,280.43075,310.6638
284.684875,280.45925,310.7811
284.715725,280.494775,310.83345
284.741775,280.521525,311.01885
284.7725,280.54405,311.078
284.799625,280.5672,311.177025
284.825925,280.58955,311.2285
284.8633,280.613025,311.2797
284.89835,280.643325,311.386525
284.933725,280.666225,311.514
284.96155,280.68315,311.617975
284.9992,280.717,311.71285
285.027775,280.747525,311.834875
285.053475,280.791775,311.96855
285.0795,280.816425,312.068775
285.101675,280.8367,312.1488
285.13255,280.890125,312.23975
285.156025,280.9214,312.281225
285.17985,280.93935,312.32105
285.2092,280.970425,312.54075
285.225125,280.990925,312.56645
285.251125,281.00755,312.583625
285.28135,281.0243,312.60625
285.309375,281.051725,312.6296
285.336825,281.0813,312.658
285.3639,281.101325,312.68705
285.384,281.188125,312.7761
285.40575,281.22175,312.8247
285.44075,281.25575,312.9979
285.4623,281.2731,313.084325
285.482125,281.308375,313.127
285.50475,281.327425,313.170475
285.527625,281.348675,313.41135
285.550225,281.369625,313.489325
285.56445,281.385,313.5302
285.5931,281.413975,313.5756
285.617725,281.43235,313.63935
285.64195,281.458075,313.685325
285.66465,281.4772,313.93055
285.6879,281.533975,313.9655
285.71135,281.55735,314.02265
285.740925,281.5901,314.102375
285.76055,281.63175,314.23485
285.78515,281.6648,314.284125
285.832325,281.69165,314.323775
285.860075,281.7255,314.446625
285.8745,281.757775,314.518725
285.905775,281.787825,314.537575
285.941775,281.829575,314.558825
285.97065,281.851925,314.58445
285.998425,281.8853,314.624425
286.02975,281.941125,314.658825
286.056225,282.00225,314.7849
286.086475,282.03485,314.92005
286.1035,282.060225,314.956125
286.122825,282.0913,315.169775
286.140875,282.145225,315.35525
286.1669,282.190775,315.405275
286.191925,282.2159,315.4347
286.22115,282.2345,315.4663
286.2463,282.255975,315.490825
286.273675,282.283025,315.51725
286.2902,282.31795,315.55765
286.332575,282.371525,315.5691
286.346525,282.406825,315.593575
286.3825,282.434725,315.608775
286.4152,282.45785,315.619925
286.43825,282.488225,315.630875
286.46905,282.51795,315.643075
286.497125,282.55555,315.655575
286.52135,282.575725,315.66365
286.551525,282.6066,315.670225
286.572525,282.632175,315.68395
286.5936,282.6561,315.69075
286.6165,282.67685,315.706225
286.65095,282.71965,315.721125
286.683125,282.7434,315.736225
286.712825,282.771025,315.764525
286.7692,282.80575,315.84015
286.819625,282.823925,315.862
286.845525,282.8623,315.954525
286.88385,282.889725,316.06865
286.910075,282.973125,316.0852
286.9301,283.049875,316.127075
286.9659,283.066625,316.165275
286.994675,283.097875,316.3078
287.01165,283.117825,316.34875
287.04855,283.141925,316.37055
287.0733,283.18065,316.4003
287.12135,283.203075,316.472475
287.15175,283.2439,316.506425
287.19685,283.262175,316.5545
287.231425,283.287725,316.63135
287.271175,283.3029,316.7025
287.297425,283.340375,316.76535
287.3364,283.368675,316.906275
287.365475,283.3901,316.95105
287.39855,283.418825,317.03075
287.433975,283.442725,317.175775
287.46065,283.45895,317.259225
287.502325,283.47745,317.270625
287.5197,283.4943,317.316875
287.57215,283.593125,317.39195
287.6265,283.60465,317.40055
287.6664,283.6229,317.445075
287.7071,283.665025,317.50605
287.76375,283.7068,317.547725
287.79525,283.728375,317.584
287.8196,283.763775,317.625325
287.845925,283.808075,317.728125
287.8871,283.851325,317.7747
287.911675,283.86745,317.830675
287.93845,283.904275,317.8612
287.982375,283.9229,317.954
288.0232,283.9432,317.9919
288.0522,283.95705,318.077525
288.081325,283.985075,318.1001
288.115125,284.002075,318.150275
288.167625,284.02985,318.19015
288.195,284.060975,318.321175
288.24185,284.0852,318.401425
288.2857,284.0968,318.46305
288.32755,284.12325,318.551425
288.3596,284.144025,318.5678
288.389325,284.244025,318.665875
