SPK_SPKC04b,SPK_SPKC11a
403.72675,409.435975
403.747125,409.595975
403.758275,409.6479
403.77605,409.6639
403.79705,409.669975
403.80915,409.6735
403.84045,409.6763
403.8595,409.70335
403.883125,409.726325
403.933375,409.7506
403.969975,409.757725
404.109925,410.019675
404.16465,410.165125
404.19185,410.206675
404.2108,410.21125
404.2255,410.22035
404.239475,410.297175
404.25415,410.38315
404.27305,410.43355
404.2874,410.568
404.30515,410.576525
404.325625,410.62785
404.3514,410.7154
404.363525,410.723825
404.372425,410.759925
404.382225,410.7905
404.4106,410.820625
404.419825,410.982275
404.4785,411.020725
404.54955,411.1106
404.577425,411.164825
404.60545,411.427725
404.63925,411.500675
404.656825,411.52185
404.67285,411.690325
404.698125,411.700275
404.712225,411.707475
404.7241,411.90865
404.776925,412.034975
404.803725,412.39775
404.835725,412.49845
404.862025,412.519575
404.884775,412.57125
404.893925,412.644575
404.93525,412.668025
404.9542,412.70545
404.97005,412.76135
404.9949,412.77215
405.039375,412.875275
405.092575,412.96345
405.20155,413.13045
405.225925,413.2984
405.2539,413.4057
405.276925,413.4461
405.29055,413.574775
405.31465,413.749175
405.334,413.844425
405.360475,413.87745
405.3856,413.91365
405.430775,414.0305
405.459175,414.03575
405.57185,414.0643
405.592475,414.078025
405.62095,414.098075
405.7708,414.20935
405.7937,414.365125
405.828375,414.50875
405.859025,414.5728
405.8794,414.637
405.909625,414.705075
405.9343,414.757625
405.9444,414.773425
405.95265,414.8448
405.964425,414.9485
405.9763,415.1043
405.992325,415.1559
406.034825,415.256025
406.0697,415.361475
406.1153,415.393475
406.1749,415.445675
406.2093,415.452075
406.2532,415.466625
406.27645,415.485825
406.29685,415.6002
406.430425,415.610425
406.566025,415.743125
406.6146,415.74835
406.66335,415.7524
406.6728,415.765175
406.689475,415.77685
406.7116,415.77875
406.737075,415.78765
406.752475,415.8043
406.773875,415.8135
406.79565,415.8386
406.8279,415.93085
406.850075,416.167175
406.8633,416.3654
406.886625,416.3891
406.9066,416.423775
406.9246,416.474825
406.93925,416.550425
406.96815,416.5742
406.984725,416.715775
407.048075,416.79555
407.13115,416.8763
407.2299,416.940725
407.244175,417.048275
407.2596,417.0685
407.272875,417.11065
407.29755,417.196625
407.309475,417.3214
407.335575,417.362775
407.36505,417.423775
407.383325,417.51625
407.4295,417.628175
407.6441,417.8808
407.6889,417.917475
407.716275,418.132925
407.7487,418.184625
407.79195,418.202125
407.8056,418.210075
407.847,418.213625
407.89585,418.4454
407.953225,418.491475
408.005575,418.558925
408.07725,418.720025
408.15365,418.820575
408.198075,418.840525
408.217675,418.865
408.27905,418.8668
408.2976,418.92925
408.315575,418.95405
408.3372,418.986175
408.356275,419.141775
408.37545,419.30365
408.385625,419.32345
408.40065,419.33335
408.412175,419.39845
408.42145,419.5277
408.42655,419.61545
408.440825,419.74875
408.45275,419.76765
408.46895,419.778025
408.4785,419.807675
408.513075,419.87845
408.5873,419.9102
408.6124,419.935575
408.70775,419.981175
408.732525,420.1788
408.752275,420.20255
408.793875,420.23065
408.831525,420.511925
408.87085,420.57985
408.88725,420.668225
408.9182,420.67155
408.9551,420.7087
408.97175,420.71605
408.98975,420.7188
409.010525,420.724625
409.02755,420.757025
409.048125,420.765775
409.074125,420.777075
409.091075,421.007375
409.221025,421.213025
409.28485,421.378225
409.312275,421.476225
409.39,421.644475
409.41295,421.69825
409.430025,421.772325
409.4564,421.838375
409.47425,421.862675
409.490075,422.092475
409.509,422.14005
409.543725,422.3598
409.6274,422.45915
409.630775,422.50495
409.8479,422.5644
409.90455,422.639075
409.939625,422.667625
409.983725,422.70515
410.00005,422.714475
410.03325,422.73365
410.069775,422.796275
410.4445,422.810775
410.468475,423.03465
410.4885,423.049825
410.51355,423.100075
410.532525,423.1097
410.543275,423.16815
410.564575,423.176225
410.586925,423.19515
410.599725,423.196225
410.615175,423.222
410.665875,423.23435
410.694325,423.2435
410.767025,423.2476
410.7973,423.252175
410.817825,423.292325
410.838325,423.414875
410.853825,423.4646
410.871875,423.484675
410.88335,423.526675
410.902,423.632675
410.916675,423.701025
410.94775,423.74935
410.99695,423.78325
411.045675,423.828325
411.092925,423.83115
411.130025,423.836525
411.18915,423.8496
411.2285,423.882425
411.2481,423.897875
411.283925,423.910275
411.3092,424.1072
411.3437,424.29825
411.381925,424.43715
411.47405,424.452175
411.5522,424.498875
411.5786,424.524275
411.74355,424.61685
411.783375,424.638275
411.8289,424.754225
411.8682,424.9198
411.8909,425.22925
411.90425,425.265375
411.9283,425.358775
411.957875,425.4846
411.98435,425.520025
412.014575,425.562225
412.14075,425.662475
412.263525,425.771125
412.288575,425.839025
412.31685,425.932925
412.35325,426.087175
412.390925,426.09615
412.550075,426.13735
412.577175,426.162025
412.637975,426.233
412.8277,426.2415
412.8706,426.3124
412.895375,426.390125
412.931025,426.3963
412.95785,426.429575
412.993525,426.4954
413.0992,426.6664
413.182225,426.72025
413.2233,426.816225
413.265,426.88255
413.3143,426.922225
413.3561,426.931075
413.39725,426.938125
413.4327,427.025375
413.4699,427.06475
413.497625,427.09725
413.52175,427.10185
413.550175,427.266525
413.5952,427.33535
413.66115,427.3983
413.708025,427.52945
413.728525,427.58955
413.751425,427.7424
413.852975,427.899525
413.8707,428.0967
413.8918,428.16505
413.93165,428.199925
413.984025,428.383625
414.0286,428.42
414.0482,428.5792
414.1019,428.6694
414.1169,428.729
414.12955,428.7766
414.15345,428.78555
414.186375,428.810575
414.206,428.8482
414.223625,429.006475
414.2455,429.0678
414.278675,429.256875
414.330675,429.28185
414.3536,429.678075
414.38235,429.719175
414.4053,429.73285
414.425425,429.783575
414.48645,429.8307
414.543325,429.835025
414.599025,429.848175
414.631225,429.871475
414.657925,429.880625
414.67535,429.907975
414.6922,429.9238
414.707575,429.9947
414.722675,430.113225
414.73725,430.172175
414.816025,430.1874
414.854625,430.22175
414.92145,430.31965
414.94395,430.34
414.989875,430.369725
415.0031,430.423875
415.025225,430.53395
415.0528,430.538825
415.061375,430.5467
415.089025,430.573225
415.10295,430.991225
415.1151,430.993025
415.130925,431.11395
415.253625,431.600025
415.27545,431.65345
415.299325,431.804875
415.3214,431.9396
415.337125,431.9918
415.364275,432.24295
415.38885,432.2504
415.409275,432.25335
415.4312,432.269375
415.46175,432.28115
415.482775,432.28925
415.5097,432.337625
415.546725,432.468075
415.56245,432.48935
415.577275,432.5223
415.594175,432.73525
415.60875,432.817625
415.629075,432.827725
415.63735,432.96675
415.647125,433.018925
415.713825,433.036975
415.750125,433.1398
415.8734,433.1547
415.900075,433.169575
415.9138,433.1921
415.933225,433.207225
415.9453,433.29655
415.957325,433.460675
415.97115,433.8305
415.982975,434.081575
416.020525,434.140975
416.046825,434.2711
416.0573,434.340825
416.076475,434.531375
416.1,434.67775
416.11805,434.72905
416.151775,434.831375
416.16985,434.9397
416.18795,434.959
416.19385,434.975675
416.22235,435.061075
416.24,435.063225
416.2482,435.07495
416.2659,435.293
416.27745,435.343775
416.38485,435.3961
416.433675,435.643675
416.49685,435.79595
416.541375,435.844975
416.5621,435.863525
416.57475,435.874575
416.5865,436.095075
416.598425,436.139675
416.61075,436.158675
416.62595,436.2842
416.636175,436.306925
416.664025,436.35875
416.696775,436.59465
416.762975,436.63345
416.80665,436.717525
416.85055,436.7615
416.923725,436.781925
416.942075,436.89455
416.985875,436.972275
416.99675,437.16735
417.00755,437.3475
417.02775,437.48405
417.039025,437.59635
417.0512,437.605475
417.074225,437.626775
417.089375,437.637225
417.105325,437.642375
417.112275,437.679175
417.132725,437.6933
417.16095,437.929625
417.19945,438.272725
417.219025,438.48665
417.239825,438.624325
417.281375,438.62725
417.31175,438.73165
417.34085,438.73485
417.37425,439.0759
417.39215,439.09835
417.416975,439.130525
417.432425,439.282025
417.441075,439.523575
417.45365,439.547475
417.471325,439.6073
417.498425,439.6322
417.511325,439.704675
417.529875,439.72255
417.57745,439.73875
417.608425,439.772425
417.6356,439.789
417.687925,439.798975
417.704775,439.940075
417.7321,440.378175
417.743825,440.403425
417.764975,440.42235
417.781925,440.43715
417.797925,440.463625
417.8183,440.477475
417.82785,440.488925
417.846075,440.53955
417.861275,440.565275
417.870075,440.763475
417.88855,440.824575
417.893725,441.13965
417.907625,441.2065
417.915375,441.241725
417.92645,441.2709
417.9455,441.28665
