SPK_SPKC04b,SPK_SPKC11a
417.957625,441.293375
417.977475,441.348525
418.0059,441.36255
418.03275,441.4241
418.05845,441.48045
418.07355,441.49305
418.087075,441.501725
418.10975,441.52285
418.148425,441.574225
418.171225,441.598775
