SPK_SPKC04a (artef),SPK_SPKC12b (exc)
499.6921,
499.7541,
499.7986,
499.913475,
500.053325,
500.115,
500.14535,
500.227925,
500.31445,
500.37595,
500.4853,
500.55525,
500.8678,
500.9493,
501.033025,
501.2212,
501.298525,
501.308825,
501.35875,
501.42395,
501.480675,
501.69315,
501.73655,
501.75745,
501.8108,
501.861725,
501.932575,
502.0433,
502.0979,
502.132325,
502.191475,
502.248,
502.307175,
502.355575,
502.411825,
502.4772,
502.53555,
502.59835,
502.650975,
502.734825,
502.789325,
502.85805,
502.9153,
502.9764,
503.023825,
503.089475,
503.195525,
503.277125,
503.3192,
503.374675,
503.44325,
503.487825,
503.5448,
503.595125,
503.636675,
503.678475,
503.723075,
503.751175,
503.829525,
503.882,
503.95825,
503.99865,
504.077625,
504.177625,
504.212475,
504.2526,
504.361975,
504.41775,
504.4678,
504.505625,
504.6763,
504.7092,
504.7813,
504.827075,
504.8456,
504.8826,
505.406825,
505.599825,
505.708025,
506.28525,
506.320825,
506.38785,
506.502325,
506.775625,
506.899375,
506.91505,
506.9306,
507.224375,
507.28135,
507.3673,
507.4128,
507.47145,
507.526025,
507.65715,
507.6799,
507.77495,
507.8016,
507.863275,
507.955575,
508.0201,
508.032825,
508.089975,
508.20095,
508.22435,
508.28665,
508.311175,
508.35415,
508.45555,
508.7767,
509.1031,
509.32375,
509.479875,
509.650825,
510.1574,
510.459725,
510.56825,
510.6247,
510.72375,
510.785525,
510.811525,
510.829225,
510.942775,
511.07255,
511.174775,
511.217075,
511.28345,
511.3089,
511.754625,
512.07845,
512.16975,
512.31865,
512.40555,
512.4306,
512.46975,
512.5911,
512.844425,
512.952025,
513.028275,
513.22845,
513.313875,
513.5773,
513.99735,
514.432825,
514.47075,
514.52095,
514.600375,
514.9865,
515.035275,
515.146125,
515.2872,
515.526325,
515.598825,
515.79285,
515.851725,
515.953075,
516.020475,
516.09585,
516.565525,
516.6919,
516.885325,
516.967275,
517.02545,
517.266625,
517.5389,
517.791925,
517.891525,
518.1899,
518.629875,
518.75715,
518.913825,
519.154925,
519.374825,
519.376475,
519.415725,
519.782175,
519.99375,
520.099625,
520.16015,
520.437375,
521.335325,
521.6323,
521.680925,
521.88345,
522.0085,
522.177575,
522.42825,
522.546825,
522.680225,
522.730625,
522.82615,
522.8672,
522.926725,
522.968675,
523.0237,
523.129725,
523.2239,
523.302575,
523.3741,
523.426675,
523.5426,
523.62785,
523.66605,
523.7185,
523.7538,
523.83055,
523.921375,
523.96365,
523.99745,
524.104,
524.167925,
524.240625,
524.285,
524.34735,
524.3892,
524.4809,
524.518,
524.581275,
524.626875,
524.698025,
524.767275,
524.84335,
524.944375,
525.0009,
525.0531,
525.119925,
525.1761,
525.270975,
525.31405,
525.35545,
525.4127,
525.44575,
525.51875,
525.553775,
525.6277,
525.69545,
525.727725,
525.7701,
525.864875,
525.9031,
525.95645,
526.00825,
526.0655,
526.121025,
526.164075,
526.2915,
526.3958,
526.475775,
526.594475,
526.65395,
526.69545,
526.75575,
526.9916,
527.07825,
527.11895,
527.161675,
527.19445,
527.272925,
527.31835,
527.377875,
527.422075,
527.46115,
527.50845,
527.6065,
527.70205,
527.7403,
527.78305,
527.834975,
527.8789,
527.903325,
527.967575,
528.00535,
528.0751,
528.135475,
528.218175,
528.263725,
528.305475,
528.377175,
528.434775,
528.46655,
528.504475,
528.605225,
528.65865,
528.69555,
528.7249,
528.76555,
528.813425,
528.91555,
528.947375,
528.99615,
529.028975,
529.0752,
529.147225,
529.2189,
529.2793,
529.330025,
529.36125,
529.412125,
529.4684,
529.55275,
529.60515,
529.651625,
529.697425,
529.75135,
529.805675,
529.84555,
529.8732,
529.941675,
529.975025,
530.0433,
530.08685,
530.2395,
530.295325,
530.3479,
530.4475,
530.481525,
530.65115,
530.6824,
530.7367,
530.810675,
530.86065,
530.92535,
531.022575,
531.05845,
531.10865,
531.15105,
531.210175,
531.267825,
531.3018,
531.321925,
531.36685,
531.408775,
531.473575,
531.51185,
531.5592,
531.6086,
531.655875,
531.7259,
531.768125,
531.802875,
531.83745,
531.889025,
531.920375,
532.022475,
532.21345,
532.24175,
532.2777,
532.321325,
532.324275,
532.373825,
532.453625,
532.518,
532.55785,
532.59595,
532.668375,
532.7625,
532.829425,
532.924925,
532.987475,
533.03295,
533.09055,
533.133125,
533.15755,
533.219375,
533.2551,
533.29895,
533.343375,
533.411125,
533.5272,
533.656925,
533.688875,
533.7811,
533.8278,
533.891275,
533.94755,
534.04725,
534.122075,
534.17525,
534.24225,
534.2853,
534.342925,
534.363675,
534.409475,
534.46405,
534.50415,
534.550925,
534.57435,
534.62035,
534.667375,
534.707975,
534.7507,
534.83285,
534.86705,
534.942425,
534.99655,
535.0544,
535.104825,
535.21115,
535.25305,
535.280325,
535.33155,
535.362475,
535.40425,
535.455625,
535.48545,
535.547025,
535.5816,
535.614675,
535.672425,
535.718625,
535.770625,
535.825125,
535.880425,
535.925125,
535.970925,
536.00345,
536.044175,
536.083025,
536.137225,
536.185525,
536.2346,
536.296625,
536.36935,
536.400875,
536.45935,
536.513575,
536.538125,
536.5688,
536.624475,
536.67225,
536.741975,
536.802025,
536.840525,
536.873375,
537.02845,
537.143275,
537.90905,
538.37785,
538.767225,
538.862975,
538.90495,
538.973325,
539.004975,
539.06855,
539.120525,
539.13845,
539.169325,
539.2186,
539.30125,
539.37185,
539.4608,
539.52755,
539.529625,
539.558275,
539.620575,
539.719875,
539.768175,
539.81425,
539.889,
539.907775,
540.075175,
540.403475,
540.582,
541.0183,
541.5381,
541.700225,
541.702,
541.824025,
541.827375,
542.029825,
542.135425,
542.3034,
542.753875,
542.836175,
542.884975,
543.210675,
543.3881,
543.592375,
543.6349,
543.787125,
543.898825,
544.013725,
544.0544,
544.720175,
544.879375,
544.98215,
545.259775,
545.369975,
545.4594,
545.5309,
545.777975,
545.86685,
545.925975,
545.9925,
546.122875,
546.58535,
546.654475,
546.7314,
546.8014,
546.830275,
547.308175,
547.446025,
547.5317,
547.59135,
547.670975,
547.705875,
547.75445,
547.808875,
547.957825,
548.150625,
548.2323,
548.3142,
548.36575,
548.925425,
549.06165,
549.21475,
549.668225,
549.899575,
549.95695,
550.094875,
550.480125,
550.5945,
551.482875,
551.9846,
552.273525,
552.351975,
552.39045,
552.42045,
552.612725,
552.72735,
552.864725,
552.8834,
552.91975,
553.160975,
553.571025,
553.870225,
553.912725,
554.115525,
554.1794,
554.429925,
554.43275,
554.485,
554.545975,
554.69895,
554.7923,
554.828675,
554.8793,
554.910525,
554.9804,
555.019575,
555.07565,
555.2559,
555.358575,
555.4113,
555.4588,
555.492925,
555.747825,
555.84465,
555.960325,
556.021,
556.394425,
556.43035,
556.448925,
556.505875,
556.56085,
556.64515,
556.7701,
556.88665,
556.9321,
557.006825,
557.070775,
557.11415,
557.282425,
557.3644,
557.4098,
557.442525,
557.6452,
557.6972,
557.754425,
557.964325,
558.098675,
558.148775,
558.255875,
558.30335,
558.34825,
558.48855,
558.522675,
558.58405,
558.680575,
558.707925,
558.75175,
558.795225,
558.87395,
558.935375,
559.049475,
559.09765,
559.2546,
559.574075,
559.684825,
559.738,
559.766025,
559.8477,
559.958475,
560.0015,
560.037175,
560.14215,
560.350125,
560.49095,
560.52115,
560.786625,
561.101275,
561.3746,
561.43545,
561.508975,
561.57555,
561.776375,
561.79945,
561.8542,
561.915175,
562.217725,
562.306575,
562.390025,
562.49635,
562.830925,
562.87525,
563.137375,
563.312675,
563.34695,
563.42185,
563.721825,
563.824025,
563.87685,
564.0229,
564.069375,
564.12775,
564.204375,
564.29775,
564.33925,
564.369175,
564.422125,
564.485325,
564.553175,
564.597375,
564.8054,
564.897425,
564.996975,
565.054325,
565.167175,
565.3072,
565.37815,
565.502975,
565.54025,
565.5603,
565.8604,
565.924075,
566.140975,
566.252625,
566.323,
566.4461,
566.73575,
566.931175,
567.865325,
567.91225,
567.9586,
568.16525,
568.23665,
568.34525,
569.622475,
569.682025,
569.74565,
