SPK_SPKC03a,SPK_SPKC04a,SPK_SPKC05a,SPK_SPKC06b,SPK_SPKC10b,SPK_SPKC11a,SPK_SPKC16a
473.662825,472.718625,524.84055,458.653525,524.363525,437.8421,414.657725
473.87725,472.80035,525.026925,458.70675,524.43665,437.858625,414.7416
473.967875,472.91275,525.03045,458.760525,524.47525,437.90825,414.79435
474.0562,473.091325,525.1441,458.882025,524.521675,437.96795,414.808875
474.104525,473.139875,525.53065,458.9313,524.571625,438.010325,414.828375
474.1857,473.169675,525.65565,459.01725,524.636625,438.0446,414.850475
474.2638,473.22425,525.876475,459.065425,524.6731,438.123475,414.8667
474.43505,473.3421,526.085725,459.108825,524.705925,438.175075,414.885275
474.611825,473.38225,526.2609,459.196775,524.89435,438.1789,414.9083
474.82155,473.40725,526.346375,459.3268,525.02875,438.242275,414.947325
474.971425,473.464875,526.6923,459.42105,525.09105,438.279775,414.997875
475.0309,473.6629,526.72545,459.5149,525.19335,438.4354,415.03155
475.0927,473.8773,526.79305,459.629975,525.241625,438.462575,415.08435
475.198625,473.96795,526.965775,459.7598,525.264675,438.519275,415.097675
475.29555,474.0562,527.326825,459.81135,525.315625,438.612875,415.1025
475.3151,474.10465,527.347225,459.913325,525.4027,438.67765,415.128975
475.34125,474.115175,527.48535,459.9768,525.507075,438.7924,415.143775
475.349875,474.18575,527.621125,460.02105,525.575825,438.8454,415.156625
475.408425,474.263825,528.041625,460.197325,525.623575,438.91085,415.169975
475.47135,474.4351,528.3271,460.325675,525.687625,438.95045,415.178575
475.548525,474.61185,528.735225,460.4473,525.698825,439.03175,415.199475
475.5787,474.82165,528.751,460.55385,525.761175,439.0712,415.2119
475.6077,474.927175,529.0035,460.5999,525.779375,439.1157,415.247825
475.6341,474.97145,529.0433,460.764625,525.811525,439.177775,415.26705
475.7665,475.030925,529.1458,460.83805,525.832675,439.232775,415.2802
475.815075,475.198675,529.41465,460.9515,525.843425,439.291975,415.298825
475.85435,475.2956,529.4163,461.0412,525.90645,439.3524,415.3121
475.9756,475.3151,529.5551,461.1633,525.971975,439.3731,415.33285
476.0035,475.3413,529.9245,461.208575,526,439.394025,415.347575
476.0786,475.349975,530.11775,461.3401,526.043325,439.432225,415.368875
476.106825,475.408475,530.146225,461.396,526.166425,439.472375,415.3992
476.171725,475.47135,530.325,461.4848,526.2422,439.56085,415.455325
476.387925,475.578825,530.357,461.5424,526.304475,439.633625,415.485175
476.4492,475.6077,530.5998,461.645975,526.512625,439.701725,415.503775
476.4952,475.634125,530.65455,461.733425,526.5306,439.99075,415.52135
476.553,475.766525,531.69655,461.79665,526.5638,440.02445,415.538125
476.609175,475.81515,531.754125,461.90485,526.642325,440.0462,415.564575
476.676525,475.854425,531.8115,462.115625,526.705375,440.08125,415.59355
476.714525,475.9757,532.07,462.201025,526.72485,440.1232,415.61985
476.765575,476.00355,532.195175,462.277675,526.79505,440.173675,415.633525
476.882575,476.078625,532.56375,462.327925,526.8292,440.1938,415.639075
476.927625,476.10685,532.733575,462.3475,526.91125,440.261525,415.64465
476.99945,476.38795,532.8702,462.384825,527.00395,440.280575,415.6514
477.075425,476.4492,533.07555,462.412475,527.1244,440.418325,415.659975
477.140075,476.495225,533.270325,462.457225,527.14245,440.46315,415.667925
477.2322,476.54845,534.129725,462.50225,527.201775,440.5154,415.6728
477.273775,476.553025,534.3137,462.54785,527.2608,440.5867,415.68245
477.353525,476.609325,534.553925,462.587375,527.341175,440.590875,415.6926
477.4132,476.676625,534.8517,462.6646,527.35835,440.597725,415.72935
477.455675,476.71455,535.002375,462.761475,527.53555,440.662475,415.748375
477.488625,476.765675,535.333775,462.836025,527.593775,440.731575,415.774
477.5218,476.8826,535.450525,462.91775,527.662975,440.822,415.807625
477.57285,476.9277,535.737,463.02335,527.689575,440.893525,415.9014
477.67045,476.9995,536.636075,463.099325,527.758575,440.991,415.906875
477.7003,477.075425,536.795225,463.16275,527.82975,441.007075,415.911525
477.75275,477.140125,536.903125,463.2534,527.91555,441.038725,415.91945
477.808975,477.232225,536.98285,463.366475,527.994775,441.081875,415.930075
477.854775,477.353525,537.7228,463.4411,528.0956,441.0955,415.945725
477.945925,477.41325,537.964175,463.504825,528.115475,441.14095,415.962875
478.07515,477.488725,538.434525,463.5597,528.283,441.23665,415.974125
478.138175,477.52185,538.591775,463.631175,528.465025,441.254975,415.984325
478.20855,477.572875,538.9962,463.73505,528.4935,441.32155,416.004075
478.250175,477.670475,539.6264,463.848775,528.542825,441.386025,416.0142
478.3472,477.7528,539.682725,463.9626,528.7015,441.658825,416.023925
478.374525,477.809075,539.99525,464.0377,528.771,441.733275,416.03635
478.40355,477.854775,540.093925,464.2457,528.786075,441.8011,416.059
478.46065,477.946,541.05065,464.30935,528.81955,441.851175,416.074275
478.49535,478.0752,541.2223,464.4066,528.84185,441.85895,416.08865
478.636925,478.208625,541.357975,464.491325,528.911075,441.924475,416.12025
478.658325,478.250275,541.4065,464.5906,528.925775,441.9797,416.155125
478.711975,478.3472,541.43355,464.637675,529.0809,441.988225,416.18475
478.973775,478.3746,542.09885,464.68735,529.1656,442.030725,416.22875
479.027575,478.40355,542.649425,464.71855,529.194775,442.0808,416.287125
479.069825,478.460675,542.651775,464.809775,529.256625,442.10575,416.441575
479.163325,478.495375,542.799375,464.988925,529.293875,442.17845,416.456575
479.205675,478.63695,543.103775,465.113325,529.318375,442.20545,416.466125
479.256825,478.658375,543.221775,465.22655,529.439675,442.324875,416.4746
479.41585,478.712075,543.765975,465.3359,529.446475,442.346825,416.4914
479.4659,478.973875,544.331775,465.402525,529.5374,442.3887,416.5071
479.543325,479.0276,544.8063,465.45135,529.582625,442.4424,416.525175
479.595525,479.069825,545.236125,465.489975,529.616675,442.4747,416.5363
479.67465,479.163325,545.53665,465.516925,529.68115,442.5291,416.5506
479.78175,479.4159,545.72965,465.551275,529.932575,442.593975,416.56365
479.860025,479.54335,546.12465,465.632225,529.96075,442.62275,416.58705
480.03725,479.595625,546.225525,465.70315,529.97125,442.632225,416.602825
480.07345,479.6747,546.43575,465.795825,530.0136,442.67105,416.63215
480.1378,479.781775,546.6443,465.8563,530.047875,442.72705,416.644425
480.2119,479.8601,546.9515,465.9988,530.0701,442.775325,416.655825
480.2876,480.07355,547.217475,466.035675,530.242975,442.840675,416.675375
480.3175,480.137975,547.463275,466.157225,530.274675,442.860075,416.6906
480.385925,480.212025,547.691825,466.215825,530.30175,442.885375,416.700725
480.440675,480.28765,547.721375,466.302325,530.327325,442.8974,416.711775
480.507525,480.38605,548.047075,466.403325,530.46705,442.988225,416.7199
480.578875,480.44075,548.466525,466.528025,530.537025,443.069725,416.7349
480.6243,480.5076,549.223775,466.649325,530.660725,443.09165,416.749475
480.65915,480.659275,549.23685,466.685625,530.6962,443.094275,416.761075
480.708375,480.810075,549.304025,466.763425,530.7948,443.106975,416.773775
480.81005,480.821875,551.596275,466.892,530.82975,443.1847,416.786675
480.8218,480.86435,551.830875,466.98655,531.0575,443.222175,416.79655
480.864275,480.873825,552.288175,467.0272,531.079175,443.2557,416.829075
480.87375,480.99555,552.664125,467.1043,531.100425,443.277425,416.851125
480.9266,481.091825,552.829025,467.238475,531.152625,443.4366,416.891775
480.956825,481.1434,553.115275,467.32905,531.1831,443.468575,416.955625
480.995525,481.1941,553.225125,467.397025,531.2571,443.48735,417.0024
481.0917,481.349975,553.310475,467.509375,531.396075,443.550625,417.01795
481.143275,481.4222,553.954225,467.583925,531.50935,443.64395,417.038225
481.19405,481.507375,553.97265,467.62935,531.516525,443.6498,417.0485
481.29445,481.55765,554.28245,467.69335,531.5664,443.6796,417.079025
481.349925,481.5993,554.43365,467.7509,531.606,443.715175,417.09315
481.42205,481.630725,554.924525,467.802,531.61685,443.743975,417.106775
481.453375,481.6625,555.079675,467.879075,531.680325,443.8129,417.11945
481.50735,481.8844,555.2957,467.9603,531.82445,443.84715,417.134775
481.528275,481.919075,555.385625,468.053875,531.9056,443.851175,417.14775
481.55765,482.06345,555.418825,468.114775,531.9252,443.912325,417.162575
481.599275,482.129425,555.625525,468.1638,532.088325,443.997525,417.173475
481.6307,482.1511,555.658425,468.2527,532.1867,444.017525,417.194575
481.6623,482.214275,555.877325,468.42245,532.32965,444.04985,417.215775
481.70985,482.2715,555.9298,468.57115,532.369125,444.05395,417.231125
481.802475,482.352275,556.499225,468.701425,532.40415,444.094075,417.2555
481.884225,482.445475,556.5887,468.8049,532.47975,444.1396,417.282025
481.91905,482.4827,557.094975,468.921775,532.524175,444.178175,417.3045
482.063375,482.709575,557.1913,469.007275,532.556775,444.1962,417.320875
482.129425,482.79385,557.489425,469.076475,532.597825,444.206425,417.36535
482.151075,482.8243,557.585725,469.150725,532.623475,444.265625,417.401925
482.2142,482.88545,557.66745,469.22175,532.76185,444.43015,417.445525
482.271475,482.902975,557.9557,469.296075,532.86995,444.522475,417.459175
482.29295,482.9575,558.00625,469.345,532.947625,444.601575,417.47105
482.352175,483.07,558.3939,469.423225,533.0423,444.612825,417.4808
482.445375,483.10025,558.403225,469.484625,533.260125,444.637075,417.531125
482.482625,483.1637,558.462975,469.538775,533.31565,444.653875,417.54215
482.709575,483.238825,559.02075,469.556,533.358,444.695775,417.56185
482.793825,483.252875,559.15025,469.651575,533.375675,444.8144,417.579
482.8242,483.333175,559.39585,469.8207,533.457675,444.935075,417.593125
482.885375,483.393625,560.004275,469.902175,533.633025,444.949925,417.639475
482.90295,483.454275,560.058475,469.94515,533.732,445.079725,417.6894
482.957475,483.6317,560.453625,469.96945,533.777775,445.30245,417.748625
483.029725,483.657675,560.80345,470.06305,533.788925,445.3221,417.9089
483.069925,483.72185,561.30435,470.081475,533.83835,445.347875,417.92415
483.100225,483.77275,561.3248,470.1388,533.85645,445.42565,417.9359
483.13505,483.89155,561.488925,470.1573,533.90115,445.61585,417.9469
483.163575,483.990375,561.5264,470.260125,534.139775,445.66015,417.976825
483.2387,484.01,562.0217,470.333925,534.163625,445.839275,417.982675
483.2528,484.062125,562.805725,470.369625,534.2287,446.109725,417.988075
483.333025,484.14145,564.280925,470.435875,534.33335,446.1746,417.993975
483.35945,484.193175,564.4235,470.464625,534.471525,446.280925,418.00415
483.3935,484.28745,564.516775,470.5379,534.517825,446.357875,418.0436
483.53155,484.41025,564.58135,470.651675,534.56535,446.383325,418.05915
483.631675,484.558175,564.9049,470.716,534.619925,446.448075,418.0696
483.65765,484.699,564.999125,470.7704,534.644575,446.4587,418.079925
483.721825,484.7916,565.90105,470.852275,534.6899,446.485975,418.10175
483.772725,484.836275,566.894725,470.935475,534.74655,446.529225,418.115075
483.891525,485.120175,566.9878,471.016075,534.82245,446.55625,418.138425
483.909325,485.266625,567.258825,471.080025,534.8392,446.5978,418.157425
483.9903,485.3088,567.391275,471.11165,534.92175,446.60235,418.17045
484.009975,485.363775,567.6219,471.181,535.0311,446.626375,418.18455
484.062075,485.411,567.736325,471.2084,535.12065,446.718425,418.2039
484.14145,485.46405,567.990925,471.32815,535.190225,446.791625,418.2158
484.287425,485.51345,568.58805,471.411175,535.312825,446.806175,418.22795
484.410175,485.587325,569.0335,471.476625,535.466425,446.821425,418.2507
484.48185,485.7951,570.019275,471.520575,535.545075,446.83735,418.282175
484.55815,485.92715,570.0843,471.589825,535.54935,446.891975,418.28885
484.698925,486.31825,570.667725,471.78255,535.565425,446.934425,418.296625
484.791575,486.6028,571.1098,471.833675,535.571125,446.953825,418.303925
485.12015,486.6939,571.571825,471.9007,535.574825,446.9721,418.3119
485.1944,486.79585,571.69,471.99005,535.635525,447.019025,418.334225
485.2666,487.0115,571.69965,472.09855,535.783925,447.075625,418.3407
485.3087,487.16115,573.15345,472.180925,535.8305,447.17945,418.3696
485.363625,487.25475,573.5732,472.25465,535.8769,447.2559,418.389525
485.410875,487.31375,573.7513,472.468,535.998925,447.2666,418.40525
485.464025,487.3638,573.8739,472.55225,536.028725,447.272525,418.410125
485.513325,487.411325,574.02435,472.599975,536.172675,447.3195,418.418675
485.587325,487.759875,574.081375,472.664025,536.230925,447.366925,418.4252
485.79505,487.95475,574.097,472.822575,536.30505,447.392,418.446575
485.82085,488.130025,574.189,472.856,536.312775,447.4333,418.477075
485.92705,488.191275,574.352225,472.894475,536.42315,447.49715,418.49415
486.318175,488.2892,574.505575,472.9496,536.774125,447.584925,418.508125
486.6028,488.46055,574.711725,473.0844,536.796975,447.611925,418.56345
486.693825,488.516575,574.907725,473.20565,536.85955,447.67445,418.626925
486.795825,488.5857,575.632675,473.320275,536.9008,447.762,418.704725
487.01145,488.63875,575.74795,473.429375,537.1992,447.769275,418.72115
487.16115,488.7052,575.799625,473.6029,537.36795,447.812725,418.739825
487.31375,488.826625,577.022375,473.777175,537.411375,447.8467,418.756575
487.363775,488.87575,577.3745,473.915075,537.4919,447.92985,418.7662
487.411325,488.89275,577.7132,474.0099,537.504975,448.035575,418.7774
487.75985,488.91305,578.431325,474.0829,537.599,448.070625,418.793575
487.954675,488.97925,578.7011,474.155125,537.708125,448.120825,418.805225
488.129975,489.025175,580.753975,474.190425,537.7415,448.1407,418.813175
488.1912,489.056025,580.7902,474.239175,537.831225,448.20625,418.8275
488.2891,489.28015,581.387125,474.382925,538.0384,448.260725,418.84085
488.51655,489.40525,581.612275,474.412925,538.093975,448.328125,418.8539
488.58565,489.538125,581.925225,474.475875,538.215675,448.394625,418.862425
488.638775,489.67315,582.3177,474.528175,538.299425,448.483875,418.874425
488.7052,489.68495,582.6607,474.665625,538.423325,448.52035,418.883875
488.826575,489.733075,583.02515,474.72615,538.4538,448.53485,418.885875
488.87575,489.83975,583.1866,474.786325,538.4704,448.57305,418.8956
488.91305,490.021975,583.609975,474.8369,538.5142,448.62115,418.91425
488.979175,490.233525,583.688725,474.89215,538.6019,448.658925,418.927925
489.02515,490.56855,583.9063,474.9623,539.06145,448.665825,418.93695
489.0559,490.91695,584.520325,475.023725,539.091075,448.703175,418.959525
489.160675,491.327025,585.411975,475.1094,539.139075,448.778025,418.97185
489.280125,491.469675,585.467,475.164275,539.158775,448.83575,418.984475
489.405225,491.69275,585.475175,475.224975,539.2741,448.918825,418.99395
489.5381,491.7883,585.86545,475.36125,539.39875,448.9583,419.002825
489.673125,491.846725,586.036425,475.415475,539.470525,448.96375,419.0115
489.684825,492.0037,586.3129,475.475075,539.66315,448.9911,419.0309
489.73305,492.36565,586.70965,475.540675,539.707375,449.1186,419.04765
489.867025,492.413625,587.11295,475.626125,539.75025,449.1899,419.054575
489.96475,492.511425,587.8195,475.719975,539.783625,449.241575,419.076575
490.021875,492.704475,587.8285,475.8009,539.898275,449.298725,419.083375
490.23335,492.770475,588.290275,475.876925,540.0043,449.33015,419.08535
490.568425,492.818625,588.39985,475.9166,540.07145,449.413275,419.101575
490.9169,492.946775,588.86755,475.977025,540.236025,449.431125,419.109125
491.326925,493.074025,588.893175,476.033,540.28885,449.466875,419.12195
491.469575,493.207525,588.898975,476.081675,540.4568,449.519125,419.138025
491.59195,493.25735,589.293925,476.143025,540.5461,449.55655,419.172025
491.6927,493.44535,589.32785,476.1699,540.62795,449.60075,419.187625
491.788275,493.5394,589.357125,476.214125,541.018125,449.655975,419.20645
491.84665,493.63745,589.733825,476.293625,541.0619,449.689825,419.232775
492.003675,493.922925,590.234875,476.4543,541.071,449.717325,419.238975
492.19795,493.974475,590.9878,476.52545,541.128125,449.764625,419.248875
492.3656,494.04405,591.22645,476.7026,541.178925,449.79355,419.259075
492.4135,494.1259,591.39085,476.73725,541.2281,449.85015,419.268725
492.511325,494.189325,591.694025,476.88805,541.46985,449.876025,419.303575
492.608475,494.288225,592.30915,476.9507,541.511525,449.9117,419.32155
492.704425,494.47705,592.690475,477.087725,541.7013,449.945075,419.341175
492.770375,494.575425,593.416525,477.155025,541.746,449.9622,419.372025
492.818575,494.619875,593.69655,477.209575,541.77995,450.049175,419.415425
492.94665,495.16325,593.81965,477.35535,541.82745,450.05915,419.470175
493.010375,495.24455,594.03945,477.391875,541.840275,450.073125,419.4938
493.0739,495.3555,594.554675,477.47885,541.8583,450.086825,419.534275
493.112225,495.411825,595.231375,477.582125,541.8977,450.1786,419.550575
493.207425,495.529,595.438025,477.714625,541.93195,450.207275,419.574825
493.25735,495.610525,595.9604,477.743025,541.97455,450.389575,419.593675
493.445275,496.0841,596.54435,477.8457,542.0386,450.415825,419.625675
493.53935,496.187975,596.5526,477.97515,542.111625,450.506725,419.640025
493.585425,496.35475,596.7608,478.12645,542.326025,450.541,419.650175
493.637425,496.500275,597.789975,478.2236,542.357575,450.5899,419.662025
493.701875,496.55815,597.792725,478.266475,542.4296,450.645875,419.67825
493.922825,496.6063,598.11095,478.38585,542.5269,450.89085,419.69275
493.9745,496.66465,598.1752,478.43885,542.63945,450.89985,419.7184
494.0439,496.795575,598.50965,478.505525,542.676375,450.905125,419.7681
494.18925,496.896725,598.63115,478.5838,542.786325,450.957825,419.876225
494.28815,497.232125,599.5539,478.650575,543.20015,450.96965,419.91155
494.308875,497.612075,599.8135,478.71055,543.258,451.010125,419.947275
494.437175,497.710975,600.0802,478.7672,543.338275,451.07685,419.95645
494.476925,497.754725,,478.81015,543.37655,451.126175,419.9661
494.61975,498.147875,,478.952775,543.46915,451.1571,419.97795
494.705225,498.486825,,479.02445,543.519125,451.33455,419.996325
495.163125,498.697725,,479.09905,543.686775,451.4433,420.0082
495.244375,498.7952,,479.17785,543.690425,451.4848,420.02125
495.3554,498.894,,479.256,543.823725,451.50125,420.0317
495.4117,499.33855,,479.331425,543.8412,451.53725,420.042075
495.528975,499.384075,,479.47795,544.045025,451.6095,420.052
495.6105,499.504725,,479.5766,544.166525,451.6232,420.06505
495.9653,499.66865,,479.640675,544.2728,451.703025,420.07215
496.08405,500.02165,,479.7154,544.475775,451.70705,420.08595
496.155075,500.070675,,479.939275,544.587025,451.802675,420.097375
496.1879,500.67455,,480.007625,544.878725,451.81615,420.1113
496.256175,500.734275,,480.070475,544.987275,451.83705,420.1407
496.354775,500.839475,,480.15765,545.066625,451.847225,420.1499
496.374175,500.95405,,480.1887,545.32745,451.95795,420.16215
496.42705,501.1359,,480.2794,545.345425,452.02825,420.173425
496.454625,501.208225,,480.357975,545.35365,452.07455,420.1875
496.50015,501.459375,,480.5022,545.452925,452.196425,420.2032
496.55805,501.63795,,480.581225,545.512125,452.2717,420.232
496.60625,501.66675,,480.6586,545.56855,452.33465,420.245875
496.664575,501.72975,,480.8163,545.6491,452.352425,420.276475
496.795575,501.78915,,481.071,545.684625,452.353825,420.3324
496.89665,501.828325,,481.172925,545.7247,452.40405,420.542725
497.2321,502.36065,,481.2868,545.729075,452.44265,420.545275
497.323475,502.477775,,481.4892,545.878025,452.47815,420.575575
497.61195,502.50715,,481.574625,545.9387,452.49235,420.58515
497.71095,502.556525,,481.63485,546.154225,452.66495,420.596275
497.754675,502.6058,,481.7188,546.226725,452.756,420.6083
497.9152,503.647375,,481.918975,546.3542,452.7697,420.62115
498.147825,503.674275,,481.997225,546.470825,452.803625,420.627875
498.4867,504.014725,,482.461325,546.481,452.832925,420.65255
498.697625,504.08415,,482.5361,546.51715,452.838325,420.6694
498.7952,504.134625,,482.5879,546.592275,453.058625,420.6812
498.894,504.2262,,482.641275,546.6294,453.167125,420.6908
499.338525,504.376,,482.772275,546.786125,453.1963,420.715175
499.38405,504.7273,,482.93515,546.824025,453.201175,420.730725
499.50465,504.8065,,483.065675,546.8413,453.2283,420.74025
499.668625,504.8613,,483.151775,546.873925,453.249075,420.7648
500.021675,504.889225,,483.27565,547.270475,453.2587,420.77685
500.070625,505.099875,,483.3548,547.317575,453.289875,420.791325
500.674525,505.162725,,483.43375,547.321625,453.30385,420.797825
500.7342,505.997375,,483.49715,547.3784,453.31585,420.816175
500.8394,506.079125,,483.552825,547.45295,453.436775,420.8441
500.95405,506.2197,,483.681225,547.597225,453.5458,420.882025
501.135775,506.2838,,483.76635,547.66875,453.560875,420.8982
501.208125,506.4914,,483.882925,547.7066,453.602325,420.9085
501.459325,506.60505,,483.975,547.7389,453.6296,420.921275
501.63795,506.783575,,484.04325,547.804775,453.656525,420.929575
501.666725,506.84705,,484.099375,547.845075,453.75675,420.946975
501.72975,506.995975,,484.1725,547.871075,453.804525,420.953825
501.78905,507.11655,,484.288475,548.041425,453.8298,420.969475
501.8283,507.186175,,484.454075,548.21315,453.85875,420.98425
501.974025,507.237475,,484.538525,548.227475,453.87315,421.0024
502.360575,507.3192,,484.626325,548.231225,453.911875,421.016225
502.47775,507.3939,,484.719625,548.238,453.916,421.024675
502.55655,507.430675,,484.836125,548.268125,453.975925,421.036375
502.60575,507.4746,,484.9021,548.27165,454.015725,421.05225
502.652275,507.57855,,484.9672,548.368475,454.04475,421.062425
502.713775,507.655125,,485.083075,548.472075,454.057175,421.07255
503.67415,507.809275,,485.17665,548.51375,454.090975,421.08515
504.014675,508.263275,,485.29705,548.6052,454.1267,421.1043
504.084125,508.6711,,485.362425,548.613525,454.2123,421.122975
504.134475,508.7736,,485.4735,548.63715,454.34725,421.130375
504.226075,508.88685,,485.507825,548.64745,454.3871,421.1403
504.375925,508.941425,,485.59875,548.753225,454.4783,421.161
504.666325,509.043775,,485.715925,548.9075,454.551875,421.1872
504.727225,509.27425,,485.87415,548.97635,454.60035,421.207725
504.8065,509.69935,,486.00985,549.00315,454.630725,421.22685
504.889225,509.860675,,486.06305,549.154675,454.6349,421.24165
504.976525,509.893225,,486.190825,549.2191,454.76015,421.279825
505.09985,509.915125,,486.2481,549.27675,454.81085,421.2982
505.16265,509.9512,,486.435875,549.296675,454.8509,421.318175
505.997275,510.01915,,486.57095,549.60475,454.923925,421.3314
506.07905,510.10965,,486.66435,549.742,454.98175,421.354875
506.219675,510.2183,,486.83965,549.8144,455.030075,421.3754
506.283775,510.34955,,486.9657,549.847825,455.047,421.39345
506.605,511.21295,,487.047175,550.12655,455.0708,421.408525
506.7835,511.967775,,487.154925,550.157025,455.1393,421.42735
506.847,512.23745,,487.2841,550.187,455.17525,421.450225
507.116525,512.38495,,487.400675,550.215725,455.187875,421.4671
507.18615,512.439025,,487.465,550.264075,455.256175,421.534975
507.23745,512.486825,,487.557375,550.274825,455.307625,421.548375
507.3191,512.7552,,487.61945,550.297725,455.3687,421.575425
507.3939,513.100525,,487.780425,550.327225,455.38025,421.59965
507.43055,513.24925,,487.90535,550.623075,455.626475,421.635175
507.474575,513.40195,,487.991875,550.73425,455.6837,421.652525
507.57845,513.593175,,488.08335,550.762925,455.804125,421.682
507.6551,513.71685,,488.27015,550.8243,456.0118,421.71985
507.809225,513.86355,,488.380125,550.8574,456.042725,421.7473
508.26315,514.123275,,488.514125,550.9278,456.179225,421.792775
508.671,514.2132,,488.5799,551.0259,456.18265,421.81585
508.715425,514.34265,,488.6813,551.04105,456.22385,421.824225
508.8868,514.501,,488.7447,551.068625,456.268625,421.839825
508.9413,514.7882,,488.827125,551.1442,456.281575,421.85545
509.04365,514.855575,,488.893525,551.262375,456.42965,421.870675
509.115975,515.02385,,488.980925,551.315175,456.4665,421.894525
509.2742,515.3416,,489.018225,551.356575,456.50525,421.932225
509.699225,515.46755,,489.09975,551.45505,456.51425,421.9525
509.860625,515.6566,,489.173975,551.523375,456.568675,421.9678
509.893125,515.755875,,489.2427,551.54485,456.616025,421.975675
509.915075,516.0093,,489.27725,551.62105,456.656025,421.997025
509.95115,516.03205,,489.3159,551.62985,456.68605,422.00875
510.0191,516.0766,,489.433125,551.661575,456.707875,422.028875
510.109625,516.76855,,489.5346,551.699525,456.8011,422.047725
510.218175,516.96505,,489.630875,551.73895,456.838575,422.08315
510.349525,517.011925,,489.70865,551.818525,456.84585,422.0984
511.212925,517.072775,,489.75705,551.8604,456.888625,422.115425
511.967725,517.225975,,489.859525,552.1525,456.916675,422.127075
512.237375,517.461925,,489.945925,552.19515,456.9423,422.14435
512.384925,518.129075,,490.021875,552.3692,456.97445,422.1674
512.438925,518.24,,490.097425,552.437325,457.01045,422.17465
512.486775,518.371725,,490.1628,552.450675,457.0815,422.205875
512.622625,518.456375,,490.4049,552.53165,457.12415,422.218325
512.755175,518.515075,,490.5612,552.56235,457.1434,422.241675
513.100525,518.580275,,490.7076,552.623925,457.20675,422.2733
513.2492,518.658725,,490.789125,552.695675,457.328225,422.290375
513.401925,518.708125,,490.89735,552.745775,457.3739,422.305075
513.5931,519.0219,,490.992375,552.761525,457.462725,422.3137
513.71685,519.09515,,491.161575,552.8202,457.5239,422.32555
513.863475,519.2329,,491.36045,552.845675,457.550675,422.341475
514.123225,519.310675,,491.566925,552.877025,457.624775,422.35285
514.2131,519.519975,,491.7233,552.996175,457.654825,422.389125
514.34265,519.6155,,491.8216,553.028875,457.65635,422.418225
514.500975,519.76605,,491.956125,553.14085,457.679825,422.440175
514.650725,519.923825,,492.084875,553.248225,457.687225,422.45335
514.7882,519.999375,,492.21325,553.33465,457.74695,422.473375
514.855525,520.06535,,492.287175,553.4292,457.89495,422.4887
515.023725,520.078275,,492.442875,553.5626,457.9961,422.51905
515.3415,520.166625,,492.567325,553.6608,458.0612,422.54595
515.4675,520.311025,,492.792975,553.68175,458.0673,422.559775
515.65655,520.450425,,492.909725,553.75855,458.123125,422.596
515.7558,520.56265,,492.9762,553.847825,458.195425,422.646675
516.009275,520.72135,,493.08805,553.85935,458.211375,422.67105
516.032,520.82405,,493.23375,553.967525,458.315625,422.686225
516.076525,520.903225,,493.3289,553.98625,458.330725,422.6992
516.7685,521.239675,,493.53365,554.01585,458.449675,422.7101
516.965025,521.361825,,493.62285,554.0569,458.50055,422.71845
517.011925,521.4846,,493.8266,554.13275,458.564125,422.7487
517.072775,521.55415,,493.881775,554.2084,458.6193,422.763075
517.225975,521.85745,,493.9694,554.244825,458.6362,422.7797
517.4619,521.931125,,494.0899,554.34605,458.6788,422.791725
518.2399,522.024575,,494.199875,554.441475,458.69435,422.834425
518.37165,522.33015,,494.288075,554.601975,458.716925,422.8511
518.45625,522.431975,,494.5872,554.666325,458.726475,422.8854
518.51505,522.659,,494.66105,554.8827,458.790925,422.91035
518.580225,522.7104,,494.744925,554.950425,458.808,422.9544
518.6586,522.851625,,494.87795,554.989425,458.815525,422.9836
518.708125,522.975675,,494.944875,555.147475,459.030075,423.001825
518.74305,523.020925,,495.080625,555.1931,459.058825,423.029825
519.0219,523.191425,,495.372625,555.290125,459.1425,423.046275
519.0951,523.30805,,495.489225,555.351525,459.14725,423.06365
519.232825,523.32615,,495.526,555.4029,459.186325,423.091375
519.310475,523.423,,495.6164,555.497975,459.1986,423.108525
519.378575,523.57715,,495.671825,555.535525,459.29905,423.12955
519.51995,523.614125,,495.74175,555.5956,459.382375,423.16575
519.615425,523.652875,,495.920325,555.73695,459.404075,423.180225
519.766,523.675075,,496.0917,555.7774,459.5873,423.20455
519.923775,523.8755,,496.179425,555.93135,459.58945,423.224275
519.999325,523.916,,496.2817,555.937175,459.652075,423.244875
520.078175,524.000575,,496.407725,555.969175,459.702575,423.294325
520.143425,524.08465,,496.49125,556.02985,459.733175,423.325875
520.1666,524.13925,,496.5699,556.2557,459.750025,423.36195
520.220025,524.601025,,496.6341,556.29785,459.8656,423.452225
520.311,524.645,,496.665925,556.3166,459.878075,423.481275
520.404725,524.78135,,496.69035,556.329125,459.880325,423.49455
520.450425,524.962475,,496.7186,556.334275,459.911425,423.52045
520.5197,525.054975,,496.78615,556.382025,459.97615,423.57235
520.562525,525.10195,,496.84125,556.480425,460.0085,423.601375
520.609525,525.1339,,496.854375,556.553675,460.048475,423.616075
520.651325,525.189525,,496.879225,556.624775,460.0865,423.62475
520.686,525.7214,,496.933425,556.6638,460.12785,423.659175
520.721325,526.0268,,497.083225,556.853,460.181425,423.671825
520.824025,526.085575,,497.11255,556.90805,460.183325,423.6844
520.903175,526.248175,,497.20655,556.95915,460.251975,423.698325
