SPK_SPKC01a,SPK_SPKC01b,SPK_SPKC02a,SPK_SPKC03a,SPK_SPKC04a,SPK_SPKC05b,SPK_SPKC06a,SPK_SPKC06b,SPK_SPKC06c,SPK_SPKC08a,SPK_SPKC08b,SPK_SPKC09c,SPK_SPKC11b,SPK_SPKC11c,SPK_SPKC02c
,,,,103.84885,,87.43755,95.433525,124.08985,,190.760175,213.071,154.443525,,135.3192
,,,,103.86445,,87.470975,95.448875,124.124425,,190.779425,213.172525,154.478125,,135.352625
,,,,103.930175,,87.4857,95.471175,124.18315,,190.83535,213.202075,154.50115,,135.359175
,,,,103.96245,,87.508075,95.495375,124.20685,,190.857925,213.2568,154.5231,,135.380575
,,,,103.964625,,87.525725,95.52395,124.223325,,190.90465,213.2926,154.54695,,135.40445
,,,,103.99155,,87.556425,95.551025,124.275475,,190.9525,213.345025,154.589775,,135.4194
,,,,104.0018,,87.5913,95.586425,124.292875,,190.98395,213.401175,154.68995,,135.444875
,,,,104.0144,,87.671425,95.6157,124.299025,,191.0171,213.465675,154.71335,,135.510325
,,,,104.07195,,87.6943,95.648775,124.32915,,191.12215,213.495725,154.759825,,135.512975
,,,,104.08385,,87.79325,95.6504,124.360675,,191.145625,213.6176,154.7821,,135.563325
,,,,104.128925,,87.852775,95.676225,124.3639,,191.178925,213.709925,154.805675,,135.59375
,,,,104.155025,,87.8805,95.690025,124.47555,,191.21895,213.780275,154.82365,,135.64665
,,,,104.170975,,87.892525,95.70815,124.5006,,191.248875,213.82975,154.864,,135.6653
,,,,104.24115,,87.919375,95.73605,124.570575,,191.317525,213.880425,154.865575,,135.7252
,,,,104.253025,,87.935725,95.73775,124.594,,191.378275,213.932875,154.8955,,135.739725
,,,,104.31345,,87.95545,95.756375,124.631725,,191.424525,213.9986,154.9105,,135.758125
,,,,104.340475,,87.99005,95.78525,124.649,,191.5134,214.054425,154.9464,,135.836875
,,,,104.35925,,88.0199,95.801725,124.666575,,191.56175,214.084125,154.947825,,135.848175
,,,,104.380925,,88.053,95.83125,124.6769,,191.586775,214.15965,154.9701,,135.87105
,,,,104.395375,,88.085175,95.8414,124.708375,,191.67445,214.281,154.999925,,135.903325
,,,,104.4102,,88.09665,95.8594,124.747675,,191.730275,214.3197,155.03195,,135.916275
,,,,104.450925,,88.1112,95.8754,124.764875,,191.78835,214.3426,155.03645,,135.93285
,,,,104.4728,,88.164025,95.910475,124.796425,,191.8077,214.427975,155.0947,,135.9496
,,,,104.4744,,88.18395,95.9256,124.8426,,191.854025,214.467625,155.09885,,135.988875
,,,,104.507725,,88.1976,95.9429,124.92285,,191.896925,214.538675,155.14575,,136.0231
,,,,104.5307,,88.232525,95.95545,124.93235,,191.928775,214.574375,155.1594,,136.033575
,,,,104.5958,,88.259525,95.985175,124.97195,,191.953525,214.64045,155.209975,,136.071
,,,,104.608075,,88.2828,96.00315,125.05295,,192.01945,214.689275,155.270875,,136.096725
,,,,104.625425,,88.296525,96.01755,125.0741,,192.07535,214.729525,155.351725,,136.155575
,,,,104.6896,,88.33255,96.040475,125.091875,,192.1532,214.760675,155.383825,,136.205075
,,,,104.745375,,88.370725,96.048825,125.094475,,192.227325,214.81695,155.399375,,136.217125
,,,,104.803775,,88.531075,96.060675,125.1094,,192.2998,214.872875,155.425925,,136.245825
,,,,104.846975,,88.550225,96.0907,125.11725,,192.341875,214.909025,155.499925,,136.315275
,,,,104.913725,,88.593075,96.106925,125.22045,,192.485625,214.940125,155.5705,,136.32645
,,,,104.9306,,88.6324,96.1584,125.230675,,192.5126,215.006875,155.62205,,136.371125
,,,,104.947775,,88.66265,96.1847,125.25025,,192.5576,215.04865,155.63465,,136.383275
,,,,104.96245,,88.71185,96.207825,125.2663,,192.64865,215.0615,155.671225,,136.42955
,,,,104.982775,,88.727575,96.22675,125.287425,,192.68745,215.216875,155.748525,,136.43385
,,,,105.056,,88.76475,96.26375,125.33335,,192.712175,215.32755,155.860125,,136.436675
,,,,105.074775,,88.781325,96.279175,125.342225,,192.7499,215.3707,155.861775,,136.53195
,,,,105.17535,,88.7925,96.29875,125.36435,,192.808375,215.4015,155.888625,,136.551075
,,,,105.19655,,88.8074,96.31285,125.369025,,192.917575,215.464475,155.90165,,136.588925
,,,,105.23535,,88.827475,96.3349,125.4717,,192.9912,215.5006,155.93345,,136.608975
,,,,105.29545,,88.873775,96.359875,125.473975,,193.02445,215.573525,155.945025,,136.618775
,,,,105.3136,,88.927875,96.3801,125.47835,,193.04705,215.597525,155.9594,,136.66295
,,,,105.331625,,88.98445,96.3941,125.524525,,193.086575,215.625675,155.98635,,136.6882
,,,,105.405525,,89.0136,96.411375,125.53365,,193.116825,215.802775,156.0301,,136.710725
,,,,105.440575,,89.03365,96.423125,125.550425,,193.171875,215.845375,156.04815,,136.739075
,,,,105.4581,,89.034225,96.437225,125.58145,,193.2084,215.874625,156.068675,,136.762225
,,,,105.489425,,89.071275,96.462025,125.60465,,193.254675,215.8896,156.10305,,136.789575
,,,,105.544975,,89.0869,96.4781,125.625175,,193.3258,215.9261,156.145725,,136.8191
,,,,105.577775,,89.09985,96.4948,125.648375,,193.363625,215.943325,156.178275,,136.853625
,,,,105.655975,,89.109225,96.503025,125.6791,,193.4108,216.020325,156.18725,,136.8864
,,,,105.67365,,89.124625,96.522375,125.689625,,193.490375,216.084975,156.238375,,136.9028
,,,,105.69615,,89.133625,96.5327,125.74335,,193.557425,216.13835,156.277325,,136.920875
,,,,105.711625,,89.145925,96.547175,125.758925,,193.633425,216.279225,156.2998,,136.94185
,,,,105.72815,,89.173025,96.56795,125.780425,,193.68205,216.320975,156.3368,,136.952175
,,,,105.7465,,89.187425,96.58555,125.812725,,193.7326,216.395525,156.362575,,136.9774
,,,,105.798125,,89.21685,96.605625,125.87945,,193.7885,216.412875,156.4296,,136.9894
,,,,105.819375,,89.2302,96.6147,125.94215,,193.80475,216.470225,156.467425,,137.06495
,,,,105.848075,,89.2967,96.628675,125.970875,,193.83755,216.52115,156.5046,,137.13725
,,,,105.881075,,89.31185,96.64785,126.0151,,193.877225,216.552675,156.5233,,137.14685
,,,,105.89405,,89.34915,96.665675,126.02535,,193.908425,216.581525,156.538625,,137.236775
,,,,105.9123,,89.365475,96.679575,126.052675,,193.948575,216.6362,156.541525,,137.244175
,,,,105.928325,,89.38865,96.6885,126.105725,,194.00825,216.660425,156.562625,,137.282025
,,,,105.9782,,89.410175,96.698175,126.1279,,194.052225,216.755725,156.59215,,137.285575
,,,,106.0036,,89.448675,96.70115,126.1378,,194.082625,216.882975,156.6304,,137.31615
,,,,106.0581,,89.466225,96.712275,126.184175,,194.114225,216.94465,156.65635,,137.333875
,,,,106.12595,,89.477075,96.7198,126.1931,,194.170575,217.022375,156.72235,,137.33895
,,,,106.1414,,89.49585,96.734225,126.20695,,194.21275,217.06075,156.7886,,137.382225
,,,,106.1607,,89.52725,96.7509,126.23625,,194.24685,217.127275,156.81305,,137.46225
,,,,106.180675,,89.541675,96.7679,126.30195,,194.27575,217.15835,156.925975,,137.4673
,,,,106.189375,,89.56615,96.772625,126.334275,,194.354925,217.198075,156.9557,,137.4769
,,,,106.2059,,89.59745,96.7962,126.432425,,194.391275,217.2354,157.001325,,137.48745
,,,,106.213675,,89.6323,96.810725,126.4628,,194.409775,217.263325,157.00985,,137.528075
,,,,106.2355,,89.68485,96.826775,126.466325,,194.4944,217.30545,157.022225,,137.5759
,,,,106.253225,,89.7224,96.842475,126.516075,,194.53705,217.388575,157.03715,,137.5929
,,,,106.270075,,89.738775,96.879175,126.5293,,194.57475,217.461825,157.062375,,137.618275
,,,,106.297525,,89.759375,96.9003,126.590725,,194.6146,217.490675,157.0981,,137.661375
,,,,106.32605,,89.78,96.915525,126.656175,,194.64575,217.522325,157.200425,,137.670375
,,,,106.33455,,89.797225,96.937375,126.659125,,194.69635,217.6046,157.223125,,137.746525
,,,,106.376825,,89.82295,96.9593,126.683325,,194.736325,217.635375,157.245375,,137.799025
,,,,106.3881,,89.85795,96.964225,126.7508,,194.819825,217.755525,157.3475,,137.857925
,,,,106.396025,,89.87665,96.97555,126.774425,,194.882275,217.875575,157.374775,,137.87495
,,,,106.40435,,89.904575,96.992675,126.8195,,194.905425,217.91765,157.38415,,137.88865
,,,,106.41085,,89.93795,96.99555,126.89535,,194.936975,217.94905,157.40645,,137.894125
,,,,106.4348,,89.9568,97.0228,126.9093,,194.977775,217.991675,157.479125,,137.9488
,,,,106.44815,,90.008075,97.071325,126.957025,,195.088475,218.02355,157.48765,,137.97025
,,,,106.4719,,90.049625,97.1066,127.131425,,195.173975,218.0945,157.518425,,138.04895
,,,,106.508525,,90.0956,97.139275,127.27755,,195.185,218.1469,157.569075,,138.08555
,,,,106.51585,,90.13305,97.163375,127.33935,,195.231125,218.23615,157.599375,,138.105875
,,,,106.537825,,90.19855,97.1999,127.409225,,195.25545,218.2788,157.631725,,138.146575
,,,,106.5571,,90.22705,97.21835,127.4503,,195.339825,218.3209,157.66185,,138.15755
,,,,106.5813,,90.27555,97.24,127.4927,,195.419,218.3561,157.664375,,138.172925
,,,,106.6207,,90.367525,97.260125,127.562775,,195.4439,218.39265,157.68945,,138.1883
,,,,106.627625,,90.4006,97.275225,127.5915,,195.469,218.418025,157.75105,,138.2105
,,,,106.647725,,90.41815,97.295975,127.622325,,195.522125,218.4607,157.7692,,138.2189
,,,,106.663175,,90.43055,97.336125,127.693525,,195.5451,218.490025,157.8103,,138.242275
,,,,106.67235,,90.459375,97.3564,127.71795,,195.608125,218.545625,157.81675,,138.25975
,,,,106.68305,,90.47175,97.389,127.746825,,195.661475,218.5881,157.856575,,138.284
,,,,106.71185,,90.4833,97.410875,127.767825,,195.684525,218.6551,157.876,,138.302075
,,,,106.760225,,90.4952,97.452525,127.889025,,195.70505,218.79495,157.88725,,138.44015
,,,,106.768375,,90.5227,97.479975,127.9343,,195.755375,218.913225,157.966525,,138.47495
,,,,106.78595,,90.552775,97.5254,127.976375,,195.78705,218.95565,158.013325,,138.4839
,,,,106.793725,,90.578525,97.53045,128.0249,,195.819875,219.006125,158.048875,,138.504825
,,,,106.813575,,90.631475,97.58945,128.0413,,195.93975,219.0454,158.057775,,138.513125
,,,,106.8262,,90.639125,97.635725,128.044575,,195.973675,219.093775,158.08965,,138.5209
,,,,106.8522,,90.735175,97.6751,128.080075,,195.998525,219.129875,158.095625,,138.525525
,,,,106.893375,,90.786925,97.7118,128.10525,,196.03385,219.158775,158.143175,,138.5282
,,,,106.92045,,90.9055,97.76165,128.2733,,196.06585,219.19,158.218275,,138.5317
,,,,106.9522,,90.92915,97.788175,128.3002,,196.166275,219.2288,158.26685,,138.550525
,,,,106.961825,,91.06305,97.811725,128.310075,,196.20105,219.273825,158.285225,,138.572
,,,,106.998075,,91.143125,97.84315,128.3339,,196.245925,219.323175,158.318075,,138.58355
,,,,107.01845,,91.152175,97.87395,128.388225,,196.35555,219.3617,158.3312,,138.654375
,,,,107.040075,,91.1604,97.89415,128.411225,,196.396725,219.41225,158.41125,,138.673525
,,,,107.05215,,91.18195,97.925525,128.4537,,196.454725,219.46145,158.418475,,138.70645
,,,,107.079375,,91.19295,97.9565,128.460425,,196.5665,219.49185,158.4327,,138.79
,,,,107.14155,,91.20675,97.98935,128.4855,,196.67125,219.5573,158.44055,,138.80175
,,,,107.208175,,91.224275,98.001925,128.494725,,196.712675,219.633075,158.4573,,138.8128
,,,,107.286525,,91.244475,98.0281,128.53385,,196.792925,219.66965,158.48065,,138.8352
,,,,107.30255,,91.258275,98.05195,128.562975,,196.8279,219.714425,158.512925,,138.840575
,,,,107.319075,,91.272775,98.08335,128.656525,,196.8517,219.7657,158.536175,,138.85105
,,,,107.32985,,91.2944,98.158875,128.6728,,196.86915,219.802925,158.59325,,138.85955
,,,,107.34445,,91.304625,98.182025,128.68235,,196.902725,219.848875,158.600425,,138.87135
,,,,107.356625,,91.322125,98.208,128.689675,,196.9555,219.900225,158.63225,,138.888325
,,,,107.3865,,91.3412,98.2395,128.73105,,197.003025,219.940525,158.6731,,138.91765
,,,,107.4135,,91.36505,98.2644,128.768025,,197.01455,219.9945,158.6882,,138.9521
,,,,107.4353,,91.38295,98.285275,128.8339,,197.12315,220.0341,158.70505,,139.0203
,,,,107.46315,,91.402975,98.3324,128.87155,,197.200375,220.052625,158.775275,,139.057275
,,,,107.474875,,91.469425,98.350225,128.918775,,197.22545,220.070775,158.820875,,139.086075
,,,,107.556275,,91.491575,98.371675,128.937575,,197.26185,220.103225,158.843675,,139.107975
,,,,107.662225,,91.531875,98.3869,128.94695,,197.28845,220.117325,158.876575,,139.119475
,,,,107.67755,,91.579125,98.40635,128.9831,,197.330225,220.1371,158.9299,,139.13695
,,,,107.788925,,91.659375,98.422075,129.000475,,197.36855,220.1827,159.000825,,139.199875
,,,,107.810175,,91.6661,98.43985,129.016975,,197.4093,220.221425,159.0352,,139.25595
,,,,107.8374,,91.674625,98.475875,129.12115,,197.449575,220.294475,159.049225,,139.271125
,,,,107.844925,,91.6823,98.489075,129.17305,,197.54365,220.334225,159.0798,,139.30785
,,,,107.853375,,91.687825,98.504325,129.184,,197.5857,220.376425,159.10585,,139.31295
,,,,107.875175,,91.6976,98.5179,129.20735,,197.633625,220.42035,159.127925,,139.331975
,,,,107.883925,,91.7209,98.53105,129.2541,,197.7773,220.471925,159.191975,,139.41795
,,,,107.8969,,91.7334,98.540725,129.2676,,197.8289,220.49595,159.219075,,139.4234
,,,,107.90675,,91.750275,98.547775,129.37165,,197.867425,220.578175,159.2204,,139.4348
,,,,107.926225,,91.765325,98.570025,129.386175,,197.925625,220.623275,159.2929,,139.451275
,,,,107.952525,,91.787075,98.58755,129.429075,,197.97235,220.660275,159.379825,,139.5135
,,,,107.990675,,91.845175,98.609925,129.48925,,198.03655,220.718725,159.413625,,139.52215
,,,,108.024025,,91.9183,98.658575,129.5062,,198.101075,220.765875,159.44505,,139.650825
,,,,108.03185,,91.94905,98.673675,129.5202,,198.299375,220.819925,159.5055,,139.7201
,,,,108.04035,,91.9741,98.7154,129.551525,,198.4356,220.8772,159.52565,,139.7787
,,,,108.066175,,92.00205,98.741525,129.5693,,198.484625,220.925625,159.55785,,139.856425
,,,,108.0717,,92.015125,98.762225,129.577025,,198.5441,221.040225,159.5811,,139.89855
,,,,108.0971,,92.030025,98.783825,129.651775,,198.6762,221.099425,159.603975,,139.9905
,,,,108.1139,,92.05455,98.804525,129.736225,,198.723375,221.198125,159.618025,,140.00025
,,,,108.12145,,92.066075,98.872775,129.800675,,198.746525,221.28745,159.647175,,140.054
,,,,108.12915,,92.084075,98.9029,129.82475,,198.84045,221.3415,159.663975,,140.094675
,,,,108.13955,,92.110575,98.925575,129.874375,,198.907475,221.4084,159.68605,,140.132125
,,,,108.1476,,92.12805,98.94145,129.90785,,198.965325,221.468975,159.7111,,140.148975
,,,,108.1694,,92.14585,98.94885,129.932575,,199.012,221.490025,159.736075,,140.19005
,,,,108.2254,,92.17825,98.9612,129.96015,,199.055925,221.526325,159.763025,,140.205525
,,,,108.240225,,92.209475,98.978875,130.040575,,199.1177,221.6135,159.804375,,140.32795
,,,,108.26025,,92.243925,98.99885,130.080625,,199.143225,221.659175,159.83345,,140.347725
,,,,108.39345,,92.306025,99.028975,130.18885,,199.190425,221.6918,159.9203,,140.382825
,,,,108.406025,,92.328425,99.032525,130.230825,,199.2795,221.731525,159.966375,,140.4081
,,,,108.43485,,92.35915,99.0459,130.243025,,199.314925,221.758275,159.9836,,140.45615
,,,,108.5287,,92.3932,99.062075,130.294625,,199.34715,221.85165,160.0217,,140.46795
,,,,108.57025,,92.43455,99.0772,130.34645,,199.374875,221.902025,160.094075,,140.491025
,,,,108.59885,,92.45975,99.093225,130.363225,,199.410875,221.92645,160.12315,,140.54315
,,,,108.6499,,92.4732,99.1129,130.3758,,199.458025,222.00345,160.13915,,140.5818
,,,,108.6821,,92.512,99.1524,130.413,,199.478175,222.039525,160.159175,,140.633525
,,,,108.699225,,92.561225,99.167975,130.43655,,199.529575,222.067925,160.190675,,140.692125
,,,,108.725425,,92.596975,99.190375,130.4612,,199.5444,222.110175,160.1925,,140.732825
,,,,108.779175,,92.636075,99.21895,130.463025,,199.573,222.1619,160.21605,,140.7779
,,,,108.79625,,92.659725,99.28205,130.470725,,199.5906,222.208275,160.237925,,140.826
,,,,108.821975,,92.695975,99.3046,130.4968,,199.68715,222.2413,160.255125,,140.97305
,,,,108.9185,,92.747875,99.32305,130.51975,,199.759975,222.28005,160.300675,,141.043675
,,,,108.939675,,92.768175,99.34755,130.6014,,199.80295,222.3067,160.3593,,141.1122
,,,,108.98825,,92.7918,99.358825,130.624175,,199.8606,222.3473,160.37985,,141.16415
,,,,109.01065,,92.8219,99.39,130.655825,,199.92975,222.418775,160.424325,,141.223375
,,,,109.0451,,92.8778,99.42,130.676925,,199.974325,222.47335,160.474375,,141.2382
,,,,109.05585,,92.8972,99.421425,130.737775,,199.99685,222.506825,160.505825,,141.350175
,,,,109.069,,92.915675,99.446525,130.740925,,200.0641,222.553525,160.548975,,141.45805
,,,,109.11875,,92.933175,99.4725,130.746575,,200.173575,222.568125,160.553025,,141.4901
,,,,109.1647,,92.9443,99.48425,130.764025,,200.2251,222.62935,160.634375,,141.5437
,,,,109.19855,,92.95375,99.499175,130.780475,,200.242975,222.6853,160.679975,,141.577075
,,,,109.2129,,92.978325,99.5141,130.787825,,200.262175,222.734275,160.7056,,141.6113
,,,,109.36125,,93.009275,99.542325,130.803225,,200.29305,222.7638,160.7415,,141.613825
,,,,109.4151,,93.0357,99.5617,130.844125,,200.330075,222.7986,160.7913,,141.766525
,,,,109.455175,,93.05265,99.572175,130.861375,,200.355925,222.8603,160.81875,,141.791675
,,,,109.4667,,93.073875,99.6115,130.86765,,200.460175,222.89305,160.84065,,141.890425
,,,,109.481475,,93.0946,99.6271,130.893125,,200.48605,222.944675,160.854275,,141.953225
,,,,109.498375,,93.156625,99.6392,130.934675,,200.5127,222.982725,160.8702,,142.01
,,,,109.51225,,93.189275,99.6525,130.936375,,200.622775,223.01925,160.88135,,142.06605
,,,,109.575175,,93.2109,99.66035,130.985725,,200.6495,223.07845,160.899675,,142.09495
,,,,109.59075,,93.29235,99.669875,131.012675,,200.67335,223.11845,160.9547,,142.108725
,,,,109.637825,,93.30075,99.70845,131.02995,,200.70195,223.1504,160.97755,,142.128375
,,,,109.712175,,93.3291,99.723975,131.189275,,200.74085,223.18705,161.055825,,142.16995
,,,,109.7399,,93.3625,99.739675,131.244075,,200.775975,223.212775,161.09425,,142.318075
,,,,109.757475,,93.4193,99.75075,131.26475,,200.801275,223.314925,161.156325,,142.400375
,,,,109.8529,,93.441175,99.77185,131.282875,,200.845075,223.35985,161.264475,,142.425375
,,,,109.879675,,93.49485,99.8036,131.289825,,200.965725,223.3787,161.28845,,142.4451
,,,,109.9407,,93.54545,99.832075,131.369575,,201.000375,223.420225,161.328675,,142.481775
,,,,109.951025,,93.56745,99.85985,131.389775,,201.03355,223.43845,161.331425,,142.4897
,,,,109.989775,,93.58445,99.888325,131.433025,,201.1079,223.51635,161.389025,,142.5228
,,,,110.0291,,93.605125,99.92955,131.4719,,201.133,223.554225,161.421175,,142.5421
,,,,110.060575,,93.628975,99.955625,131.4909,,201.171175,223.608125,161.436825,,142.562275
,,,,110.1107,,93.64315,99.97935,131.532925,,201.2122,223.651975,161.47565,,142.685625
,,,,110.25075,,93.685175,99.996625,131.537125,,201.26985,223.6831,161.50145,,142.6979
,,,,110.2858,,93.715725,100.0212,131.57275,,201.30625,223.723475,161.6038,,142.758725
,,,,110.302,,93.737125,100.0334,131.587375,,201.35005,223.75345,161.64485,,142.81735
,,,,110.3176,,93.75085,100.068675,131.588875,,201.396825,223.797125,161.682425,,142.889125
,,,,110.389725,,93.77915,100.095625,131.6067,,201.43115,223.8409,161.7071,,142.98185
,,,,110.445925,,93.791775,100.11735,131.63895,,201.473675,223.8905,161.726925,,143.079925
,,,,110.48955,,93.812625,100.119175,131.66015,,201.544825,223.936225,161.74475,,143.12185
,,,,110.518725,,93.825,100.15135,131.67305,,201.58265,223.9975,161.75955,,143.147575
,,,,110.585575,,93.8652,100.17915,131.692775,,201.66525,224.014825,161.771325,,143.1799
,,,,110.6468,,93.9294,100.182875,131.722725,,201.70945,224.0771,161.7938,,143.205775
,,,,110.689225,,93.964675,100.206125,131.756975,,201.8075,224.19855,161.8468,,143.2919
,,,,110.692975,,94.025375,100.22785,131.771525,,201.88995,224.236875,161.933875,,143.34365
,,,,110.7151,,94.053775,100.24525,131.780625,,201.92035,224.298275,161.9645,,143.397975
,,,,110.743675,,94.07245,100.266525,131.81085,,201.9526,224.36385,161.9949,,143.5265
,,,,110.8288,,94.09135,100.316725,131.9014,,202.003525,224.4162,161.99745,,143.58555
,,,,110.905425,,94.1251,100.354075,131.954225,,202.06075,224.47785,162.038425,,143.5893
,,,,110.938075,,94.14345,100.365925,131.9708,,202.109275,224.56705,162.039875,,143.68865
,,,,110.965425,,94.210925,100.39335,132.024025,,202.192625,224.6206,162.072975,,143.713275
,,,,110.981275,,94.248225,100.411175,132.067975,,202.228225,224.710775,162.101575,,143.738725
,,,,110.9993,,94.2659,100.44355,132.0981,,202.2955,224.763475,162.1346,,143.811775
,,,,111.02435,,94.279625,100.46505,132.132125,,202.310475,224.8279,162.198575,,143.82555
,,,,111.03495,,94.304925,100.49045,132.161225,,202.34745,224.829525,162.307225,,143.89165
,,,,111.104525,,94.327075,100.530475,132.212475,,202.4528,224.860675,162.329075,,143.923275
,,,,111.128,,94.354625,100.5651,132.225075,,202.473625,224.984475,162.3952,,143.966025
,,,,111.139575,,94.370975,100.590275,132.239975,,202.514575,225.038475,162.415475,,143.9892
,,,,111.1598,,94.38245,100.6098,132.26465,,202.5372,225.08055,162.45805,,144.038625
,,,,111.177425,,94.3988,100.622575,132.30205,,202.560375,225.12055,162.529575,,144.2076
,,,,111.18215,,94.4328,100.6393,132.364575,,202.6141,225.186075,162.541125,,144.236225
,,,,111.1899,,94.4781,100.656475,132.393075,,202.717325,225.2455,162.567675,,144.25095
,,,,111.203375,,94.545825,100.677125,132.3976,,202.7605,225.281375,162.59875,,144.284875
,,,,111.220025,,94.568375,100.687875,132.443475,,202.80305,225.320625,162.639275,,144.299075
,,,,111.22965,,94.597525,100.7059,132.45565,,202.82365,225.33105,162.6661,,144.388025
,,,,111.276625,,94.63695,100.71955,132.472975,,202.844425,225.35205,162.6687,,144.43405
,,,,111.31565,,94.650575,100.746375,132.5263,,202.87435,225.413275,162.68865,,144.466175
,,,,111.324575,,94.66795,100.762475,132.551725,,202.902825,225.461325,162.698175,,144.4776
,,,,111.337975,,94.677825,100.779325,132.568575,,202.928675,225.495525,162.72585,,144.4873
,,,,111.345525,,94.6907,100.80735,132.57655,,202.981275,225.569825,162.75745,,144.5226
,,,,111.363,,94.707025,100.82505,132.60555,,203.04095,225.61145,162.76605,,144.561525
,,,,111.3716,,94.729625,100.8387,132.6223,,203.09205,225.6641,162.78305,,144.58
,,,,111.37855,,94.744825,100.858875,132.7084,,203.16065,225.706425,162.83685,,144.617925
,,,,111.404925,,94.7604,100.874325,132.714125,,203.179425,225.76185,162.875125,,144.69335
,,,,111.413525,,94.7758,100.892175,132.7395,,203.21025,225.809475,162.9074,,144.741275
,,,,111.43955,,94.791675,100.91525,132.7677,,203.29055,225.8789,162.928275,,144.7583
,,,,111.460625,,94.862225,100.944025,132.7759,,203.33315,225.97615,163.012575,,144.7895
,,,,111.4708,,94.87955,100.971725,132.8008,,203.399125,226.0067,163.048275,,144.795975
,,,,111.5413,,94.898875,101.00305,132.89365,,203.44175,226.060575,163.08615,,144.85325
,,,,111.569525,,94.927975,101.036575,132.9698,,203.56915,226.104875,163.09005,,144.960325
,,,,111.6384,,94.9469,101.04785,132.9858,,203.61515,226.14365,163.099375,,144.991
,,,,111.65745,,94.97385,101.063825,133.055875,,203.65155,226.1914,163.160525,,145.03435
,,,,111.671275,,94.9838,101.085475,133.119625,,203.708025,226.26115,163.19495,,145.058725
,,,,111.68775,,94.999925,101.101975,133.1466,,203.743825,226.288825,163.232325,,145.07415
,,,,111.698325,,95.011525,101.117575,133.16815,,203.786675,226.3428,163.2726,,145.08395
,,,,111.7176,,95.0249,101.148025,133.2169,,203.88,226.373575,163.299825,,145.13285
,,,,111.729825,,95.04565,101.1861,133.356825,,203.894475,226.428025,163.3533,,145.166025
,,,,111.736325,,95.07795,101.2082,133.36805,,203.92355,226.495125,163.378225,,145.17835
,,,,111.7429,,95.127075,101.244975,133.4639,,203.9346,226.5198,163.4078,,145.2049
,,,,111.751075,,95.1414,101.272425,133.51775,,203.9524,226.54635,163.43365,,145.336175
,,,,111.7688,,95.158875,101.28465,133.626575,,203.99965,226.569025,163.454325,,145.35035
,,,,111.774025,,95.179425,101.3089,133.660275,,204.036125,226.604775,163.46625,,145.3663
,,,,111.78575,,95.1834,101.31895,133.71075,,204.154275,226.639025,163.494025,,145.38095
,,,,111.831775,,95.207525,101.352025,133.76995,,204.2599,226.727725,163.510425,,145.4231
,,,,111.8777,,95.2176,101.3674,133.7727,,204.28635,226.764175,163.539925,,145.443375
,,,,111.8955,,95.2331,101.38615,133.816075,,204.32595,226.900175,163.585325,,145.46025
,,,,111.9036,,95.24165,101.39915,133.8294,,204.467475,226.94425,163.64695,,145.4772
,,,,111.9279,,95.2631,101.416975,133.878425,,204.536225,226.98025,163.6648,,145.480475
,,,,111.95555,,95.276125,101.434325,133.9148,,204.576525,227.008275,163.7205,,145.5053
,,,,112.013525,,95.290175,101.43725,134.04375,,204.6043,227.0528,163.75055,,145.533425
,,,,112.058275,,95.3055,101.452175,134.077275,,204.653425,227.093575,163.767875,,145.554975
,,,,112.108525,,95.321875,101.471325,134.125425,,204.744325,227.149325,163.79145,,145.560675
,,,,112.11565,,95.33665,101.47655,134.174825,,204.8549,227.196575,163.8023,,145.579875
,,,,112.145275,,95.34565,101.486925,134.19815,,204.927175,227.212225,163.81965,,145.6048
,,,,112.165875,,95.367325,101.508125,134.240075,,204.97375,227.265375,163.877875,,145.633275
,,,,112.221925,,95.3851,101.521275,134.264925,,205.034125,227.308975,163.888725,,145.7184
,,,,112.2691,,95.411975,101.549725,134.289475,,205.183275,227.357475,163.915925,,145.729025
,,,,112.289975,,95.43575,101.56865,134.31335,,205.213625,227.39235,163.94885,,145.757925
,,,,112.30275,,95.446175,101.5871,134.331625,,205.33915,227.428375,163.97445,,145.77245
,,,,112.376125,,95.455625,101.61165,134.39945,,205.3679,227.46595,164.016975,,145.79135
,,,,112.384275,,95.46875,101.646825,134.48815,,205.39275,227.544025,164.088,,145.797125
,,,,112.425975,,95.4879,101.658075,134.516825,,205.544375,227.582075,164.14135,,145.829625
,,,,112.435425,,95.498425,101.68245,134.543275,,205.568575,227.610325,164.1627,,145.8581
,,,,112.440925,,95.512875,101.705625,134.557675,,205.653075,227.661275,164.187975,,145.89355
,,,,112.483,,95.552225,101.7232,134.563375,,205.678075,227.71815,164.21315,,145.909825
,,,,112.494775,,95.568175,101.740925,134.592175,,205.770925,227.7583,164.250825,,145.923675
,,,,112.531775,,95.579075,101.7748,134.638,,205.811175,227.813625,164.28275,,145.94825
,,,,112.554,,95.597325,101.778125,134.654675,,205.8473,227.895425,164.2998,,145.994825
,,,,112.6161,,95.60575,101.81245,134.671675,,205.87,227.9169,164.3396,,146.075775
,,,,112.665775,,95.62255,101.830225,134.682125,,206.059075,227.95615,164.374575,,146.240525
,,,,112.736725,,95.64075,101.865575,134.73525,,206.167675,228.0172,164.44185,,146.245675
,,,,112.746375,,95.6635,101.879025,134.74925,,206.255475,228.060375,164.52345,,146.2777
,,,,112.755275,,95.671625,101.88185,134.777,,206.29825,228.1122,164.561675,,146.308
