SPK_SPKC01a,SPK_SPKC01b,SPK_SPKC02a,SPK_SPKC03a,SPK_SPKC04a,SPK_SPKC05b,SPK_SPKC06a,SPK_SPKC06b,SPK_SPKC06c,SPK_SPKC08a,SPK_SPKC08b,SPK_SPKC09c,SPK_SPKC11b,SPK_SPKC11c,SPK_SPKC02c
,296.709975,,,63.48375,,52.1542,55.37695,73.975425,288.5078,109.7964,141.89275,103.98865,,79.6361
,298.6592,,,63.5586,,52.17685,55.4317,73.989675,288.5303,109.8384,141.91835,104.0207,,79.6833
,299.51925,,,63.604725,,52.1958,55.454475,74.014175,288.6272,109.866275,141.969675,104.0592,,79.7161
,299.5953,,,63.6137,,52.2752,55.47535,74.0298,288.783075,109.9031,142.0243,104.087975,,79.73685
,299.763125,,,63.624575,,52.297075,55.4959,74.0504,288.8682,109.989525,142.08795,104.145375,,79.801725
,,,,63.633925,,52.3143,55.497875,74.07255,288.904875,110.02075,142.13385,104.175325,,79.847275
,,,,63.65945,,52.329725,55.514875,74.174825,288.969425,110.114275,142.159475,104.20325,,79.89315
,,,,63.67315,,52.34365,55.523025,74.208225,289.143625,110.168875,142.199725,104.2268,,79.91675
,,,,63.71175,,52.353275,55.56235,74.2279,289.199725,110.215975,142.22785,104.237425,,79.939225
,,,,63.748575,,52.3754,55.5702,74.239425,289.301075,110.32755,142.25515,104.28185,,79.95785
,,,,63.789125,,52.47475,55.60165,74.248425,289.343275,110.380225,142.3098,104.3017,,80.035925
,,,,63.82865,,52.490675,55.622925,74.2725,289.4871,110.39755,142.350175,104.3553,,80.049225
,,,,63.8611,,52.511075,55.6547,74.276975,289.562925,110.430875,142.36955,104.3764,,80.0716
,,,,63.873775,,52.52265,55.6851,74.309425,289.6104,110.51015,142.42725,104.44385,,80.151025
,,,,63.89545,,52.538125,55.69875,74.326325,289.687625,110.576,142.478975,104.463125,,80.220125
,,,,63.907825,,52.563775,55.71215,74.329975,289.8299,110.62825,142.5161,104.486225,,80.2494
,,,,63.916325,,52.598725,55.72245,74.36205,289.87655,110.65605,142.5601,104.516825,,80.2966
,,,,63.9258,,52.64015,55.7362,74.3714,290.1142,110.6926,142.61,104.631325,,80.3054
,,,,63.9458,,52.649325,55.76215,74.3877,290.156825,110.715075,142.64195,104.663675,,80.342825
,,,,63.9608,,52.6603,55.786975,74.442675,290.262125,110.775175,142.68665,104.697025,,80.3582
,,,,63.978225,,52.670025,55.808225,74.44535,290.52525,110.80405,142.752575,104.713675,,80.385
,,,,63.985325,,52.68035,55.82715,74.467,290.6539,110.90975,142.792575,104.762275,,80.4074
,,,,63.993225,,52.7227,55.84555,74.5007,290.7389,110.973725,142.820175,104.790475,,80.438775
,,,,64.013125,,52.7333,55.868125,74.602325,290.830875,111.0022,142.867775,104.81125,,80.46465
,,,,64.047375,,52.7444,55.898425,74.648525,290.8735,111.10415,142.8997,104.84155,,80.54185
,,,,64.0714,,52.753525,55.90335,74.664475,290.993275,111.151175,142.9813,104.870525,,80.5627
,,,,64.10585,,52.761725,55.921925,74.66815,291.1727,111.200725,143.06465,104.89695,,80.62415
,,,,64.119175,,52.776175,55.963825,74.673175,291.19925,111.3627,143.152175,104.9415,,80.635775
,,,,64.130625,,52.784,55.9935,74.697875,291.44585,111.3879,143.1797,105.03695,,80.657825
,,,,64.1401,,52.794775,56.016975,74.710225,291.468875,111.4132,143.234525,105.039075,,80.69425
,,,,64.151475,,52.8062,56.03675,74.7838,291.615125,111.43765,143.26235,105.12565,,80.725
,,,,64.17445,,52.8141,56.05365,74.798425,291.787475,111.485325,143.306425,105.15465,,80.738725
,,,,64.201125,,52.82565,56.116675,74.82135,291.886,111.522175,143.3146,105.289075,,80.767925
,,,,64.2152,,52.85935,56.176825,74.8387,291.92255,111.561075,143.352775,105.32195,,80.7785
,,,,64.2388,,52.89415,56.2156,74.85095,292.02735,111.60495,143.4025,105.34605,,80.8057
,,,,64.26895,,52.9028,56.259875,74.85765,292.18585,111.6325,143.4522,105.36885,,80.8199
,,,,64.28975,,52.926775,56.29535,74.879175,292.2675,111.7002,143.495475,105.3965,,80.84915
,,,,64.35375,,52.950725,56.310225,74.896375,292.3882,111.74425,143.498875,105.422775,,80.8641
,,,,64.413175,,52.988025,56.355625,74.917125,292.43305,111.7929,143.545675,105.4512,,80.8803
,,,,64.423,,53.0113,56.3906,74.92845,292.464575,111.869575,143.5963,105.464025,,80.906875
,,,,64.42935,,53.048375,56.415325,75.065625,292.968825,111.95305,143.68095,105.48645,,80.916925
,,,,64.4571,,53.0658,56.450625,75.168225,293.0514,111.9757,143.726675,105.5187,,80.926775
,,,,64.50125,,53.07445,56.489,75.1838,293.1105,112.09235,143.75515,105.607275,,80.9548
,,,,64.520125,,53.1077,56.50955,75.209525,293.662,112.16545,143.849325,105.6557,,80.9604
,,,,64.54005,,53.120625,56.53665,75.239375,294.150125,112.221275,143.90135,105.690775,,80.9916
,,,,64.541225,,53.1302,56.563225,75.27395,294.19865,112.2805,143.932775,105.693475,,81.020375
,,,,64.55205,,53.1428,56.5829,75.283525,294.607525,112.314475,143.9652,105.7151,,81.043225
,,,,64.5866,,53.154025,56.593425,75.44475,294.738925,112.385075,144.03435,105.729425,,81.063325
,,,,64.600475,,53.16685,56.604125,75.52825,294.770775,112.4727,144.066325,105.7536,,81.092025
,,,,64.624875,,53.179325,56.615525,75.54155,294.81,112.581125,144.108675,105.766875,,81.1025
,,,,64.668525,,53.1912,56.630675,75.564925,294.8557,112.6134,144.202025,105.795575,,81.122025
,,,,64.69195,,53.20565,56.6583,75.573525,294.88425,112.656625,144.261425,105.825775,,81.140875
,,,,64.702375,,53.2267,56.690175,75.614075,294.940125,112.683025,144.374625,105.834375,,81.163925
,,,,64.71185,,53.2705,56.74305,75.6295,295.023,112.744825,144.414225,105.8584,,81.190325
,,,,64.76015,,53.28545,56.7593,75.642725,295.114175,112.81285,144.4437,105.861825,,81.21125
,,,,64.76975,,53.3446,56.77515,75.697675,295.20915,112.96175,144.477,105.88175,,81.221775
,,,,64.778225,,53.37105,56.799875,75.7042,295.362275,112.994775,144.494575,105.888075,,81.24005
,,,,64.79815,,53.3939,56.83675,75.7223,295.46765,113.04525,144.5029,105.941425,,81.259
,,,,64.80925,,53.402725,56.86945,75.743825,295.51245,113.0923,144.5918,105.9748,,81.26765
,,,,64.825475,,53.4178,56.902175,75.75755,295.539925,113.211125,144.6129,105.9949,,81.273725
,,,,64.83995,,53.439025,56.931175,75.775975,295.57215,113.251375,144.65245,105.99685,,81.282925
,,,,64.8539,,53.471475,56.947,75.7956,295.68225,113.312875,144.704425,106.0303,,81.313125
,,,,64.9225,,53.4901,56.970025,75.81305,295.708625,113.3454,144.79465,106.05395,,81.340275
,,,,64.94075,,53.50575,56.989975,75.8413,295.860075,113.448575,144.8318,106.079225,,81.35475
,,,,64.95795,,53.52355,57.012825,75.86055,295.969475,113.4853,144.88055,106.1979,,81.388725
,,,,64.968725,,53.5617,57.041,75.880875,296.085125,113.53685,144.961975,106.2138,,81.408175
,,,,64.987875,,53.575325,57.065375,75.92705,296.1228,113.56465,144.978675,106.33315,,81.468925
,,,,65.006125,,53.622675,57.0837,75.9599,296.15465,113.608,145.016175,106.352925,,81.4936
,,,,65.020625,,53.6395,57.138675,75.999025,296.193275,113.696225,145.102775,106.46325,,81.528775
,,,,65.06015,,53.652225,57.1451,76.0054,296.27165,113.76225,145.151075,106.488725,,81.539125
,,,,65.072125,,53.673325,57.179375,76.024475,296.339175,113.842725,145.18495,106.515725,,81.561775
,,,,65.0992,,53.706175,57.200575,76.0496,296.418025,113.9394,145.232225,106.54165,,81.592275
,,,,65.1525,,53.71215,57.21875,76.086075,296.4555,113.977725,145.325025,106.56785,,81.632775
,,,,65.191875,,53.721575,57.226475,76.190025,296.487125,114.058,145.3549,106.59085,,81.6453
,,,,65.20835,,53.76545,57.24635,76.20855,296.53345,114.092725,145.418975,106.59515,,81.65505
,,,,65.256975,,53.77465,57.27665,76.21905,296.561375,114.1342,145.443775,106.64825,,81.6628
,,,,65.2701,,53.807725,57.27855,76.23185,296.610425,114.306225,145.4979,106.678325,,81.708225
,,,,65.29265,,53.8198,57.295975,76.250525,296.707475,114.33545,145.530475,106.693425,,81.774325
,,,,65.309925,,53.83295,57.32235,76.277025,296.812475,114.359875,145.5822,106.717125,,81.822325
,,,,65.341025,,53.853775,57.33855,76.30835,297.04205,114.421575,145.677475,106.731075,,81.8445
,,,,65.36135,,53.864275,57.35785,76.321225,297.120825,114.459225,145.700025,106.760675,,81.863275
,,,,65.374075,,53.903775,57.383625,76.337375,297.154325,114.49,145.787275,106.7881,,81.958
,,,,65.3839,,53.9128,57.408275,76.3496,297.33055,114.63805,145.8167,106.836625,,82.02745
,,,,65.39365,,53.923475,57.42525,76.373175,297.4324,114.690475,145.898625,106.88855,,82.1149
,,,,65.40325,,53.9325,57.437875,76.389975,297.534375,114.7733,145.960875,106.9241,,82.128225
,,,,65.47995,,53.973475,57.451425,76.408425,297.6458,114.832425,145.985375,106.9834,,82.24515
,,,,65.554975,,53.98635,57.459,76.4178,297.663675,114.99195,146.00925,107.01375,,82.32115
,,,,65.571475,,53.98905,57.469225,76.440025,297.68925,115.0593,146.04315,107.106275,,82.358875
,,,,65.642975,,54.02325,57.48245,76.465775,297.724275,115.125625,146.0853,107.12415,,82.413625
,,,,65.678075,,54.0409,57.49945,76.505075,297.764775,115.234775,146.204925,107.1623,,82.541825
,,,,65.7162,,54.0492,57.506625,76.523525,297.83545,115.259425,146.22495,107.19765,,82.58325
,,,,65.7734,,54.06085,57.517425,76.56055,297.908025,115.287675,146.273125,107.245775,,82.607325
,,,,65.81375,,54.104125,57.532075,76.64685,298.0796,115.348075,146.304775,107.263,,82.6267
,,,,65.927675,,54.118275,57.545775,76.661425,298.1298,115.391075,146.337375,107.2878,,82.772125
,,,,65.94905,,54.1411,57.55835,76.707425,298.188325,115.429575,146.381325,107.30015,,82.793725
,,,,65.990025,,54.15165,57.57125,76.715825,298.3483,115.453575,146.47,107.31935,,82.88495
,,,,66.043175,,54.164975,57.59,76.748525,298.4291,115.534,146.4782,107.365425,,82.9142
,,,,66.160775,,54.206225,57.60715,76.7598,298.646025,115.5563,146.513325,107.3693,,82.95855
,,,,66.175475,,54.218275,57.623775,76.84675,298.89625,115.6021,146.548275,107.39125,,83.03145
,,,,66.192425,,54.241475,57.642075,76.884075,299.1368,115.644225,146.595275,107.434775,,83.102425
,,,,66.234675,,54.2593,57.661825,76.90945,299.15945,115.737025,146.617925,107.454675,,83.190075
,,,,66.26255,,54.2711,57.697675,76.920525,299.206775,115.778075,146.690175,107.480275,,83.203375
,,,,66.287875,,54.284475,57.7274,76.931275,299.35255,115.80205,146.725125,107.511425,,83.2421
,,,,66.315925,,54.30985,57.74825,76.954875,299.416375,115.8505,146.82395,107.5502,,83.261575
,,,,66.34335,,54.341475,57.792,76.973225,299.48035,115.9065,146.939075,107.59515,,83.287
,,,,66.39425,,54.349525,57.79875,77.006,299.505975,115.954125,147.012525,107.620575,,83.313225
,,,,66.4357,,54.36805,57.8167,77.03095,299.63445,116.0082,147.098475,107.629425,,83.36485
,,,,66.450775,,54.416275,57.828875,77.045275,299.7326,116.075225,147.1273,107.649625,,83.381775
,,,,66.469325,,54.448,57.86245,77.057225,299.77025,116.300325,147.18865,107.680025,,83.405225
,,,,66.471075,,54.455875,57.886525,77.100775,299.97375,116.39995,147.219175,107.68735,,83.43725
,,,,66.499275,,54.483525,57.915625,77.131025,299.98145,116.423,147.291175,107.693,,83.459075
,,,,66.5864,,54.499925,57.92235,77.173825,,116.461025,147.31165,107.71895,,83.591
,,,,66.600475,,54.513575,57.93685,77.18275,,116.51155,147.356525,107.754725,,83.6072
,,,,66.720475,,54.526925,57.96785,77.233925,,116.57125,147.438625,107.7753,,83.66745
,,,,66.78935,,54.546325,57.973025,77.26025,,116.608475,147.546725,107.800725,,83.71665
,,,,66.831825,,54.55555,57.985325,77.318325,,116.7925,147.5976,107.892875,,83.788825
,,,,66.868425,,54.565875,58.012025,77.4233,,116.849825,147.622625,107.95795,,83.8402
,,,,66.8927,,54.580275,58.045375,77.465475,,116.953175,147.6665,107.9988,,83.93435
,,,,66.90975,,54.5939,58.1011,77.49765,,116.98355,147.69015,108.040625,,84.11025
,,,,66.93255,,54.6126,58.1356,77.502625,,117.01455,147.7799,108.098525,,84.11475
,,,,66.94855,,54.631325,58.13735,77.539425,,117.05035,147.81315,108.174125,,84.16875
,,,,66.9622,,54.642875,58.170025,77.56385,,117.097675,147.8735,108.205325,,84.24945
,,,,66.9742,,54.654025,58.22865,77.597875,,117.14575,147.89865,108.2092,,84.2657
,,,,66.999725,,54.67055,58.23915,77.653575,,117.21855,147.93395,108.243425,,84.330825
,,,,67.013225,,54.6806,58.26295,77.66835,,117.243175,147.9691,108.2793,,84.445625
,,,,67.02635,,54.70345,58.278175,77.68085,,117.28685,148.022775,108.289075,,84.46025
,,,,67.118725,,54.721075,58.289325,77.7681,,117.3405,148.0856,108.32865,,84.46435
,,,,67.13075,,54.77015,58.299975,77.789325,,117.4027,148.119875,108.3728,,84.522
,,,,67.17415,,54.8405,58.311525,77.923,,117.4164,148.14435,108.392325,,84.551825
,,,,67.184825,,54.8618,58.32395,77.95545,,117.47925,148.18005,108.41245,,84.603225
,,,,67.20525,,54.88845,58.3577,78.043425,,117.65535,148.232275,108.417375,,84.61885
,,,,67.2927,,54.93685,58.3747,78.069825,,117.780025,148.25565,108.43805,,84.6372
,,,,67.305925,,54.953,58.39645,78.0719,,117.823375,148.2981,108.466125,,84.66055
,,,,67.315125,,54.9629,58.41365,78.12085,,117.878575,148.3444,108.499775,,84.69165
,,,,67.325425,,54.991025,58.429625,78.135175,,117.991675,148.38125,108.583525,,84.73635
,,,,67.336475,,55.0025,58.46725,78.323875,,118.0437,148.435525,108.59845,,84.740525
,,,,67.395925,,55.0163,58.48215,78.34635,,118.074375,148.468575,108.617525,,84.77835
,,,,67.405325,,55.03045,58.492975,78.361475,,118.1163,148.500725,108.6582,,84.80045
,,,,67.408525,,55.0447,58.512675,78.39815,,118.141075,148.5274,108.705225,,84.834725
,,,,67.431975,,55.056725,58.53025,78.51435,,118.249825,148.64565,108.758525,,84.848475
,,,,67.4449,,55.0824,58.567675,78.59635,,118.279525,148.707775,108.79375,,84.8659
,,,,67.49885,,55.092225,58.591425,78.73975,,118.322425,148.7481,108.818875,,84.872225
,,,,67.56285,,55.107075,58.5937,78.789475,,118.3978,148.836775,108.880275,,84.931025
,,,,67.5731,,55.144225,58.613825,78.809625,,118.42715,148.91475,108.912175,,85.01885
,,,,67.58575,,55.180925,58.63305,78.826575,,118.456225,148.9525,108.93905,,85.0406
,,,,67.593,,55.1923,58.63525,78.842725,,118.492625,149.02215,108.965225,,85.064475
,,,,67.6261,,55.202025,58.656225,78.8868,,118.5292,149.069075,108.9668,,85.09035
,,,,67.679825,,55.21865,58.660825,78.906075,,118.556925,149.122625,108.99115,,85.17685
,,,,67.709225,,55.2351,58.6828,79.0253,,118.59335,149.18725,109.001475,,85.18835
,,,,67.727525,,55.24545,58.711175,79.032725,,118.7299,149.2367,109.023275,,85.26545
,,,,67.745025,,55.270475,58.743275,79.051275,,118.774575,149.275,109.066275,,85.3172
,,,,67.78265,,55.278325,58.77515,79.091725,,118.823875,149.328275,109.10475,,85.36265
,,,,67.7904,,55.2931,58.8475,79.124925,,118.861525,149.3983,109.14195,,85.374975
,,,,67.79695,,55.29525,58.871975,79.1449,,118.9104,149.4354,109.160525,,85.470175
,,,,67.81785,,55.3039,58.899325,79.183925,,118.962775,149.463775,109.19835,,85.5146
,,,,67.855775,,55.330175,58.921575,79.2649,,118.988625,149.5329,109.238525,,85.588725
,,,,67.879825,,55.33985,58.95795,79.2995,,119.033725,149.572325,109.271275,,85.615075
,,,,67.9258,,55.3715,58.98635,79.3241,,119.0769,149.646525,109.28265,,85.65365
,,,,67.9879,,55.3749,59.015625,79.33525,,119.115925,149.6886,109.360825,,85.70925
,,,,68.008025,,55.390525,59.068475,79.33905,,119.1827,149.756425,109.379925,,85.754825
,,,,68.03765,,55.41405,59.106175,79.364075,,119.2035,149.781025,109.442875,,85.855775
,,,,68.0507,,55.4208,59.1315,79.387875,,119.22925,149.83405,109.46105,,85.88335
,,,,68.079875,,55.441525,59.143,79.422325,,119.430625,149.905875,109.549075,,85.94085
,,,,68.08965,,55.446875,59.165875,79.444075,,119.493575,149.9474,109.567325,,85.980775
,,,,68.1169,,55.462,59.18595,79.456075,,119.521475,149.991425,109.574825,,85.989725
,,,,68.1495,,55.476425,59.215125,79.493975,,119.58935,150.0163,109.63045,,86.073325
,,,,68.1612,,55.5099,59.23365,79.512025,,119.626075,150.052525,109.64405,,86.129925
,,,,68.171325,,55.526575,59.257625,79.54645,,119.6871,150.07905,109.647875,,86.1687
,,,,68.248275,,55.54565,59.261,79.58165,,119.720325,150.144325,109.671225,,86.277725
,,,,68.26885,,55.56685,59.2815,79.5989,,119.7532,150.193725,109.69735,,86.280775
,,,,68.278725,,55.580675,59.299175,79.61665,,119.797375,150.2159,109.765375,,86.405625
,,,,68.28815,,55.6,59.32355,79.651675,,119.915675,150.24925,109.825175,,86.442325
,,,,68.30715,,55.61515,59.35395,79.672,,120.0406,150.319625,109.838475,,86.459525
,,,,68.322275,,55.6428,59.37345,79.6933,,120.181875,150.358075,109.842625,,86.49075
,,,,68.33395,,55.6631,59.390525,79.69735,,120.220975,150.40565,109.8705,,86.542425
,,,,68.34845,,55.676475,59.434825,79.70165,,120.24905,150.45115,109.915625,,86.58155
,,,,68.35735,,55.688575,59.449075,79.719375,,120.3195,150.4786,109.928575,,86.59415
,,,,68.375125,,55.710175,59.467425,79.764525,,120.356975,150.5713,109.95705,,86.69485
,,,,68.414075,,55.719125,59.525825,79.774325,,120.40815,150.6066,109.994675,,86.7099
,,,,68.43065,,55.731075,59.544775,79.824525,,120.5137,150.679575,110.029675,,86.731025
,,,,68.4437,,55.74555,59.575025,79.8502,,120.58465,150.73735,110.064825,,86.7651
,,,,68.4536,,55.834075,59.6023,79.861625,,120.6294,150.762375,110.10355,,86.8186
,,,,68.466475,,55.86175,59.61285,79.87725,,120.65575,150.79295,110.13575,,86.875325
,,,,68.4779,,55.90445,59.616875,79.9093,,120.728875,150.834225,110.1588,,86.88155
,,,,68.48645,,55.931525,59.63335,79.9749,,120.753425,150.884225,110.202925,,86.924575
,,,,68.504025,,55.95155,59.65805,79.992425,,120.7743,150.913,110.243925,,87.089525
,,,,68.54815,,55.977775,59.671175,79.995425,,120.895075,150.953175,110.264675,,87.138075
,,,,68.5556,,56.001625,59.690475,80.007275,,120.926275,151.00685,110.276625,,87.2263
,,,,68.5788,,56.0324,59.712,80.040625,,121.0326,151.0384,110.350475,,87.2324
,,,,68.636825,,56.04905,59.715775,80.0478,,121.073725,151.094375,110.357375,,87.29695
,,,,68.669075,,56.067275,59.72845,80.065625,,121.092525,151.132475,110.389525,,87.435475
,,,,68.728925,,56.083825,59.755525,80.076875,,121.11975,151.252725,110.400525,,87.454175
,,,,68.750875,,56.1049,59.772575,80.1149,,121.252525,151.30655,110.4509,,87.480975
,,,,68.773825,,56.12145,59.792325,80.122275,,121.3007,151.343375,110.4804,,87.510025
,,,,68.7962,,56.169625,59.834675,80.1595,,121.393975,151.3769,110.509425,,87.57375
,,,,68.81875,,56.187475,59.86125,80.17825,,121.517275,151.412025,110.517525,,87.602
,,,,68.82665,,56.237625,59.901475,80.185725,,121.5446,151.4689,110.551975,,87.617625
,,,,68.8561,,56.2629,59.932225,80.214875,,121.5818,151.502125,110.56805,,87.666875
,,,,68.87835,,56.27765,59.974175,80.2367,,121.628025,151.5488,110.605175,,87.70165
,,,,68.917,,56.3012,60.00445,80.2658,,121.661325,151.6093,110.651375,,87.745875
,,,,68.927325,,56.3652,60.044775,80.28135,,121.705075,151.6756,110.664125,,87.752475
,,,,68.936375,,56.3766,60.08335,80.33705,,121.831675,151.728825,110.68655,,87.78815
,,,,68.945,,56.388725,60.12265,80.353925,,121.8617,151.755575,110.6927,,87.90175
,,,,68.9698,,56.399375,60.166775,80.373075,,121.8927,151.8037,110.701275,,87.978475
,,,,68.978825,,56.413,60.213325,80.39915,,121.940775,151.849,110.71115,,88.05445
,,,,68.98865,,56.4286,60.2447,80.4099,,121.969425,151.8955,110.730975,,88.06655
,,,,68.9956,,56.45755,60.27265,80.42485,,122.010225,151.936925,110.802325,,88.081425
,,,,69.01445,,56.4772,60.2894,80.430625,,122.073925,151.953975,110.811125,,88.179225
,,,,69.023425,,56.503075,60.29845,80.472975,,122.1265,152.035575,110.829575,,88.233225
,,,,69.0354,,56.539575,60.330975,80.5088,,122.274775,152.0777,110.875875,,88.32995
,,,,69.047225,,56.57795,60.36645,80.535125,,122.3102,152.123925,110.91835,,88.37485
,,,,69.070375,,56.594425,60.40165,80.5458,,122.354725,152.1857,110.957325,,88.406125
,,,,69.088775,,56.61165,60.43395,80.547575,,122.4219,152.226825,110.994075,,88.457675
,,,,69.10095,,56.625975,60.47205,80.56495,,122.557625,152.328825,111.0104,,88.52035
,,,,69.1279,,56.64745,60.50895,80.571175,,122.601825,152.38795,111.0189,,88.608225
,,,,69.16415,,56.65615,60.564675,80.603425,,122.65735,152.444675,111.070975,,88.6914
,,,,69.2216,,56.7156,60.63195,80.6149,,122.690675,152.525625,111.114225,,88.70435
,,,,69.236825,,56.735525,60.653575,80.625975,,122.749475,152.567225,111.159475,,88.755875
,,,,69.288175,,56.7466,60.669775,80.693375,,122.793125,152.6051,111.166025,,88.803775
,,,,69.315275,,56.768375,60.706475,80.7064,,122.833575,152.652675,111.279325,,88.8173
,,,,69.342325,,56.78685,60.73375,80.755875,,122.923625,152.72165,111.31535,,88.902375
,,,,69.359675,,56.80155,60.761725,80.822325,,122.998575,152.762125,111.34145,,88.9106
,,,,69.3895,,56.8131,60.77415,80.840775,,123.05765,152.81105,111.344375,,88.924725
,,,,69.40495,,56.82415,60.78745,80.85275,,123.14025,152.847025,111.372325,,88.934225
,,,,69.43315,,56.846575,60.8314,80.92645,,123.18555,152.89195,111.3847,,89.065225
,,,,69.443925,,56.88055,60.86815,80.94655,,123.334075,152.957125,111.411525,,89.08
,,,,69.48155,,56.89425,60.8998,80.971725,,123.51895,153.0004,111.43605,,89.112625
,,,,69.5096,,56.91275,60.9249,81.015225,,123.748775,153.051575,111.4848,,89.16605
,,,,69.5188,,56.93425,60.9635,81.049625,,123.86055,153.091875,111.583475,,89.231075
,,,,69.54345,,56.94425,61.005375,81.109,,123.901575,153.1294,111.59965,,89.253575
,,,,69.552675,,56.9507,61.031,81.134,,123.93015,153.167375,111.66305,,89.28105
,,,,69.565975,,56.964325,61.064625,81.2264,,123.95625,153.2135,111.696175,,89.338775
,,,,69.5763,,56.981,61.1104,81.2482,,123.9979,153.258525,111.7508,,89.3567
,,,,69.586275,,56.99545,61.16585,81.272025,,124.09395,153.291175,111.81165,,89.3876
,,,,69.61,,57.0081,61.18975,81.29785,,124.1181,153.3399,111.917425,,89.409425
,,,,69.62145,,57.02405,61.260525,81.339525,,124.172,153.397625,111.923175,,89.450425
,,,,69.667375,,57.038925,61.27665,81.38065,,124.27135,153.440875,111.9376,,89.47225
,,,,69.68635,,57.058575,61.299225,81.43775,,124.356425,153.513325,111.9703,,89.513575
,,,,69.697675,,57.0707,61.33625,81.453025,,124.4238,153.5631,111.972675,,89.53375
,,,,69.70675,,57.080875,61.3886,81.511075,,124.552675,153.616075,111.9999,,89.62335
,,,,69.7195,,57.098225,61.437475,81.56995,,124.65945,153.646425,112.063825,,89.62795
,,,,69.73055,,57.11785,61.46585,81.60975,,124.748275,153.698425,112.098125,,89.648825
,,,,69.742925,,57.15545,61.521875,81.69135,,124.840425,153.749625,112.236475,,89.671175
,,,,69.755675,,57.1734,61.545625,81.730575,,124.8739,153.80025,112.2708,,89.7232
,,,,69.781975,,57.189825,61.583925,81.7533,,124.913225,153.857625,112.307125,,89.745025
,,,,69.80075,,57.232325,61.6314,81.78345,,124.9512,153.8972,112.4162,,89.7749
,,,,69.809725,,57.2506,61.65825,81.847325,,125.050775,153.9337,112.503925,,89.823975
,,,,69.83505,,57.265975,61.68225,81.8627,,125.176775,153.974225,112.52925,,89.86365
,,,,69.8486,,57.310875,61.6943,81.966775,,125.2157,154.002575,112.568925,,89.889625
,,,,69.86295,,57.3341,61.717675,82.0627,,125.2684,154.029,112.5915,,89.895925
,,,,69.87505,,57.354825,61.7449,82.102325,,125.300675,154.0661,112.642425,,89.9098
,,,,69.889425,,57.375975,61.783825,82.113925,,125.354725,154.106725,112.66345,,89.97225
,,,,69.9019,,57.399525,61.808375,82.137925,,125.5234,154.1629,112.715075,,90.055525
,,,,69.937,,57.4125,61.847825,82.14715,,125.5517,154.2111,112.821475,,90.09605
,,,,69.946925,,57.435075,61.88665,82.17665,,125.595925,154.253725,112.829125,,90.128125
,,,,69.957275,,57.444325,61.910875,82.187975,,125.699875,154.2751,112.844625,,90.139725
,,,,69.973975,,57.45395,61.94625,82.25375,,125.7409,154.329025,112.882725,,90.158875
,,,,69.99385,,57.463025,61.96385,82.259475,,125.787775,154.41075,112.9537,,90.191575
,,,,70.0076,,57.4766,61.97875,82.29315,,125.890475,154.52845,112.97635,,90.2062
,,,,70.02455,,57.508375,61.998,82.37955,,125.9614,154.56015,113.004375,,90.30775
,,,,70.059425,,57.5161,62.0216,82.391125,,125.991975,154.5897,113.03605,,90.391225
,,,,70.0923,,57.567425,62.038525,82.394975,,126.032875,154.666975,113.067475,,90.43265
,,,,70.1162,,57.57565,62.062875,82.40975,,126.118575,154.706025,113.13835,,90.452
,,,,70.153625,,57.618625,62.096475,82.43895,,126.149,154.754575,113.164825,,90.477025
,,,,70.1647,,57.651175,62.137225,82.459625,,126.2158,154.830775,113.17495,,90.520075
,,,,70.2004,,57.663,62.1704,82.504875,,126.25555,154.871125,113.19475,,90.60475
,,,,70.271775,,57.671725,62.2011,82.515075,,126.2928,154.905075,113.254075,,90.626375
,,,,70.29505,,57.709,62.21,82.572125,,126.339025,154.92545,113.32885,,90.700425
,,,,70.304275,,57.74545,62.244325,82.592825,,126.395825,155.048475,113.351275,,90.713825
,,,,70.32245,,57.764875,62.25055,82.641525,,126.467475,155.086025,113.403825,,90.793175
,,,,70.34525,,57.781475,62.272425,82.664075,,126.526,155.133825,113.473175,,90.886125
,,,,70.3625,,57.832025,62.31915,82.6882,,126.568575,155.162875,113.47655,,90.9036
,,,,70.4211,,57.8456,62.3728,82.69455,,126.60065,155.182475,113.56105,,90.949725
,,,,70.52265,,57.87215,62.40765,82.70455,,126.64745,155.228175,113.568475,,90.980575
,,,,70.633775,,57.89545,62.41875,82.72015,,126.69335,155.267125,113.5921,,90.98335
,,,,70.71425,,57.909075,62.452525,82.758175,,126.791275,155.307,113.6282,,91.042775
,,,,70.7251,,57.9326,62.496525,82.7652,,126.879375,155.323825,113.65565,,91.05545
,,,,70.78275,,57.95555,62.552175,82.7788,,126.92355,155.358,113.6923,,91.1301
,,,,70.821225,,58.004075,62.592525,82.79165,,127.005525,155.3967,113.778225,,91.190275
,,,,70.875725,,58.033425,62.600475,82.799275,,127.0506,155.465775,113.801725,,91.238075
,,,,70.922,,58.0693,62.637125,82.819225,,127.08685,155.507975,113.867425,,91.2954
,,,,70.933125,,58.086925,62.688325,82.94775,,127.116675,155.54395,113.94465,,91.33335
,,,,70.948725,,58.088475,62.72065,82.98375,,127.163125,155.589875,113.976975,,91.4582
,,,,70.9914,,58.108225,62.801475,83.065225,,127.18765,155.623325,113.98685,,91.4627
,,,,71.0256,,58.127,62.854775,83.081875,,127.2464,155.65475,114.025675,,91.512475
