SPK_SPKC01a,SPK_SPKC04a,SPK_SPKC09a,SPK_SPKC09b,SPK_SPKC10a,SPK_SPKC10b,SPK_SPKC10c,SPK_SPKC15a
315.4527,,251.870025,231.43795,329.411725,272.625,224.54575,273.322025
315.517725,,251.882875,231.4769,329.4255,272.678575,224.554175,273.33045
315.647225,,251.89385,231.508625,329.494825,272.7847,224.6071,273.378425
315.928525,,251.948175,231.534425,329.512,272.826875,224.6193,273.3874
316.1372,,251.95365,231.551625,329.565625,272.8642,224.636525,273.434975
316.281125,,251.982275,231.5695,329.96355,273.213225,224.6552,273.473875
316.35645,,251.994725,231.581825,330.093675,273.27765,224.6679,273.51135
316.40085,,252.01365,231.592,330.096675,273.311375,224.736175,273.540975
316.44915,,252.0678,231.5984,330.188525,273.3375,224.7739,273.59765
316.624925,,252.075425,231.607775,330.3039,273.4058,224.794525,273.635975
316.649975,,252.09535,231.624025,330.3626,273.42305,224.802525,273.738375
316.87725,,252.113225,231.632075,330.39265,273.4513,224.830175,273.7593
317.002075,,252.1407,231.6654,330.456775,273.47795,224.86895,273.775675
317.036525,,252.179475,231.670125,330.904725,273.527825,224.87385,273.79785
317.08385,,252.225425,231.67635,330.93845,273.5452,224.8922,273.820125
317.133325,,252.2992,231.68925,331.053625,273.565525,224.920075,273.88025
317.18645,,252.3256,231.700125,331.22815,273.56785,224.925675,274.0497
317.219725,,252.391675,231.70605,331.425575,273.6206,224.929325,274.068975
317.407625,,252.4186,231.710575,331.43355,273.65755,224.96775,274.18305
317.4758,,252.465475,231.727725,331.438425,273.6919,224.98055,274.1962
317.741875,,252.483475,231.743325,331.483225,273.7986,224.9908,274.209425
317.8986,,252.5221,231.752575,331.917975,273.831775,225.0098,274.256325
317.94865,,252.54135,231.76305,331.96045,273.859925,225.0208,274.292925
318.05585,,252.568225,231.8737,332.03665,273.886875,225.033375,274.354525
318.166375,,252.602975,231.92875,332.0667,273.902775,225.0589,274.540525
318.2247,,252.6259,231.955725,332.1254,273.912275,225.06755,274.58715
318.360225,,252.64965,231.9868,332.41555,273.940925,225.08905,274.633375
318.5848,,252.6703,232.00405,332.506925,273.999225,225.10485,274.6828
318.675775,,252.6853,232.04365,332.5641,274.026425,225.13895,274.771275
318.7635,,252.7412,232.056875,332.56995,274.082475,225.151325,274.773675
318.7811,,252.7637,232.076025,332.737925,274.110625,225.165325,274.818475
318.96345,,252.796,232.095475,332.880125,274.12955,225.2106,274.856525
319.130175,,252.833125,232.109225,333.058075,274.15515,225.22845,274.880975
319.15235,,252.850475,232.125575,333.412475,274.197725,225.2635,274.971425
319.41135,,252.8644,232.1416,333.483475,274.2338,225.3002,275.19105
319.529625,,252.881175,232.169625,333.639525,274.4193,225.3104,275.23895
319.589425,,252.89615,232.2254,333.72425,274.4371,225.3119,275.26775
319.636825,,252.918125,232.24055,333.76435,274.459675,225.36165,275.2988
319.70025,,252.926125,232.289675,333.969425,274.512125,225.36365,275.36135
319.836525,,252.955075,232.3105,333.98825,274.53445,225.399675,275.4332
319.881375,,252.9744,232.36245,334.30825,274.7461,225.407475,275.50355
320.00575,,252.9854,232.3849,334.55435,274.78865,225.427075,275.532725
320.0497,,253.018875,232.40645,334.588675,274.834925,225.43545,275.556625
320.06905,,253.067375,232.43005,334.899525,274.842225,225.4799,275.5821
320.182875,,253.1136,232.450825,334.925825,274.877575,225.501525,275.603825
320.2073,,253.125975,232.4991,334.989625,274.893275,225.5353,275.6384
320.277475,,253.139925,232.5188,334.99475,274.8983,225.5643,275.7445
320.539725,,253.152775,232.55455,335.1608,274.92465,225.57195,275.81295
320.58035,,253.175325,232.570425,335.220525,274.931575,225.58785,275.8381
320.623475,,253.208425,232.5792,335.313675,275.0291,225.64735,275.922425
320.719875,,253.2339,232.588925,335.32455,275.076525,225.658575,275.968575
320.740825,,253.24375,232.6356,335.342675,275.105325,225.688875,276.114475
320.863825,,253.2618,232.64055,335.4209,275.316275,225.70495,276.131575
321.1481,,253.280775,232.677275,335.705025,275.378,225.723225,276.2514
321.199125,,253.328325,232.6849,335.75365,275.3897,225.765775,276.267425
321.2469,,253.345975,232.699475,335.8509,275.397125,225.7822,276.302675
321.3547,,253.364625,232.7133,335.90975,275.51045,225.794925,276.3127
321.474325,,253.40845,232.742575,335.931225,275.6185,225.823975,276.323425
321.484325,,253.436875,232.75725,336.04365,275.64265,225.843575,276.357575
321.52885,,253.454625,232.778725,336.0982,275.672725,225.846075,276.3784
321.55015,,253.48145,232.81945,336.213225,275.86615,225.957475,276.38945
321.71265,,253.51825,232.85645,336.420975,275.9158,225.984575,276.409
321.827725,,253.573575,232.888675,336.55985,275.989275,225.99335,276.4628
321.877725,,253.604725,232.92485,336.741075,276.017475,226.0035,276.478575
321.983875,,253.613025,232.956825,336.9239,276.032675,226.029725,276.503175
322.055525,,253.71295,233.022425,337.01825,276.080425,226.0426,276.518675
322.091975,,253.731425,233.037975,337.074625,276.128125,226.076275,276.562325
322.168275,,253.758025,233.045375,337.190375,276.14075,226.114025,276.620675
322.333175,,253.79075,233.06845,337.201325,276.157,226.129625,276.631725
322.384175,,253.88115,233.079775,337.312175,276.2,226.1597,276.64295
322.62465,,253.915475,233.10035,337.350525,276.211025,226.1934,276.6585
322.65055,,253.943275,233.113975,337.38,276.231125,226.201725,276.681975
322.85215,,253.982375,233.1471,337.477875,276.2877,226.2377,276.700025
322.918575,,253.993025,233.154,337.897025,276.33845,226.251175,276.7064
323.004125,,254.01325,233.17225,338.08775,276.35695,226.265675,276.722525
323.11485,,254.01965,233.2694,338.0953,276.390775,226.274875,276.72985
323.1767,,254.057825,233.311625,338.107075,276.393875,226.281775,276.781675
323.270725,,254.090175,233.350275,338.1581,276.407,226.29865,276.81885
323.517625,,254.112525,233.427675,338.21155,276.42055,226.3182,276.878825
323.56295,,254.125075,233.484975,338.217125,276.4424,226.325375,276.910575
323.666275,,254.1826,233.5044,338.25545,276.461875,226.331575,276.920525
323.709975,,254.2107,233.532,338.26715,276.474125,226.3478,276.95555
323.7323,,254.249975,233.7018,338.4015,276.48535,226.358325,277.1885
323.887475,,254.2836,233.72745,338.551125,276.495325,226.3653,277.217825
323.9745,,254.2937,233.762725,338.6878,276.5103,226.374925,277.242525
323.975925,,254.325125,233.76535,338.75955,276.52655,226.39955,277.2624
324.1073,,254.362675,233.799175,338.7621,276.538,226.410175,277.28385
324.298675,,254.39235,233.85955,338.768625,276.5417,226.439775,277.346575
324.471725,,254.393625,233.8977,338.77755,276.55325,226.45375,277.364325
324.658875,,254.422925,233.9084,338.8142,276.5727,226.466925,277.670325
324.78355,,254.44755,233.932725,338.822225,276.589125,226.479375,277.6798
324.86275,,254.459325,233.98825,338.8437,276.601325,226.4942,277.690525
324.886725,,254.483425,234.00315,338.8542,276.6301,226.519675,277.70165
325.0136,,254.4993,234.018825,338.96435,276.64355,226.53285,277.72945
325.0857,,254.561925,234.040925,338.990925,276.6583,226.5438,277.7487
325.163575,,254.576375,234.0474,339.04515,276.677375,226.559175,277.7739
325.253425,,254.6382,234.05345,339.084075,276.72375,226.5705,277.911875
325.452175,,254.666475,234.11745,339.1295,276.736975,226.58455,277.917425
325.4725,,254.67415,234.14845,339.365,276.75965,226.597375,277.9919
325.60455,,254.680175,234.174825,339.39325,276.787525,226.6286,278.0301
325.653975,,254.720525,234.19655,339.4336,276.797575,226.69005,278.0594
325.70435,,254.7999,234.23735,339.482275,276.8026,226.740775,278.111175
325.82845,,254.9208,234.28585,339.499,276.819,226.75575,278.142125
325.86045,,254.96455,234.299075,339.509625,276.833125,226.764075,278.155475
325.911475,,254.995475,234.310875,339.603975,276.839575,226.806325,278.16675
326.02855,,255.001175,234.3303,339.866975,276.847775,226.815,278.1839
326.13065,,255.01735,234.34145,339.918025,276.878725,226.87675,278.219975
326.368925,,255.042975,234.3562,339.9499,276.91595,226.8835,278.2757
326.480475,,255.050075,234.367825,339.96855,277.0099,226.9052,278.3961
326.64615,,255.076725,234.389875,340.167175,277.018975,226.914075,278.4052
326.662775,,255.117275,234.397525,340.229975,277.0357,226.9354,278.453375
326.7298,,255.149,234.404625,340.331925,277.08635,226.99455,278.46375
326.807725,,255.156625,234.422125,340.677,277.124,227.0048,278.498475
326.8908,,255.1747,234.436225,341.081625,277.134725,227.01955,278.542925
327.1551,,255.190025,234.5263,341.138,277.17395,227.028125,278.571875
327.2295,,255.205575,234.533425,341.15555,277.2096,227.094525,278.65295
327.245175,,255.21615,234.565025,341.45385,277.2311,227.114175,278.66865
327.414625,,255.23255,234.59625,341.48035,277.276775,227.1697,278.6956
327.4712,,255.25075,234.631775,341.49775,277.28535,227.184375,278.747425
327.608875,,255.26765,234.6521,341.6615,277.292275,227.1961,278.786075
327.844425,,255.2732,234.670425,341.82195,277.30725,227.20865,278.798
327.9135,,255.279475,234.672525,342.03235,277.324075,227.2277,278.838475
328.114825,,255.326375,234.688525,342.1748,277.351825,227.25545,278.921825
328.218875,,255.334075,234.708825,342.324375,277.3725,227.2854,278.9495
328.3194,,255.3717,234.74505,343.0257,277.382125,227.288,279.011425
328.713275,,255.3822,234.756375,343.057775,277.390125,227.3352,279.0217
328.752125,,255.390575,234.7651,343.0752,277.432425,227.37095,279.035125
328.7802,,255.44105,234.76915,343.2435,277.4478,227.39085,279.05075
328.806625,,255.47935,234.79905,343.4204,277.49865,227.41735,279.060675
328.909975,,255.514775,234.811425,343.43175,277.525875,227.4307,279.069725
329.003525,,255.5509,234.8249,343.47575,277.548075,227.43875,279.13725
329.073025,,255.5604,234.84975,343.503825,277.563575,227.47965,279.377925
329.17625,,255.604825,234.864925,343.535525,277.61595,227.494975,279.44355
329.1958,,255.644225,234.8769,343.6124,277.662025,227.50465,279.527625
329.2817,,255.6558,234.888275,343.640675,277.6832,227.513525,279.5761
329.36765,,255.70305,234.908775,343.665875,277.69275,227.540375,279.58445
329.428,,255.705975,234.92625,343.711925,277.7209,227.5532,279.618875
329.6643,,255.73435,234.946675,343.911225,277.760025,227.5776,279.630525
329.781175,,255.766475,234.96305,344.005625,277.773525,227.592225,279.6563
329.80835,,255.843525,234.97745,344.160125,277.8035,227.60055,279.683275
330.06275,,255.8512,234.990725,344.58425,277.81515,227.6263,279.69945
330.087775,,255.8681,235.0075,344.593375,277.835175,227.635675,279.711175
330.12965,,255.881275,235.025025,344.6024,277.8567,227.6465,279.777525
330.42255,,255.88555,235.05655,344.620375,277.88255,227.662775,279.811325
330.4509,,255.8959,235.0885,344.6873,277.9571,227.6824,279.83485
330.5023,,255.947075,235.11745,344.72655,278.016925,227.74815,279.873025
330.578575,,256.0045,235.151675,344.7849,278.0817,227.769025,279.9267
330.62435,,256.0168,235.175925,344.812725,278.14355,227.783375,279.969475
330.842025,,256.036175,235.2062,344.831725,278.22625,227.821275,280.231925
330.861175,,256.0652,235.2343,344.910425,278.25195,227.83325,280.2467
330.920375,,256.07535,235.2696,344.93135,278.265625,227.8493,280.274325
331.125375,,256.10405,235.289925,344.999575,278.342325,227.8754,280.287125
331.171675,,256.2111,235.3044,345.011025,278.358025,227.9055,280.29405
331.2079,,256.304825,235.322425,345.033025,278.3717,227.923675,280.316725
331.23415,,256.31785,235.351825,345.06385,278.39985,227.93495,280.40575
331.358475,,256.32725,235.36655,345.1121,278.4142,227.945025,280.44585
331.404575,,256.336675,235.38455,345.17235,278.447125,227.961275,280.4635
331.434,,256.364875,235.42885,345.222675,278.474325,227.99685,280.5128
331.443725,,256.38855,235.450425,345.2362,278.49075,228.008225,280.527125
331.54815,,256.393775,235.497825,345.28865,278.52265,228.0133,280.576875
331.72555,,256.493225,235.515725,345.343275,278.5847,228.04295,280.762325
332.0503,,256.601425,235.574425,345.359725,278.627525,228.0622,280.822725
332.1582,,256.708575,235.61355,345.38755,278.673375,228.06965,280.8463
332.259175,,256.72575,235.61465,345.447175,278.7096,228.078525,280.889875
332.299075,,256.809925,235.6392,345.488525,278.727075,228.122875,280.915175
332.6109,,256.818275,235.658775,345.5043,278.8054,228.12805,280.955
332.62715,,256.83305,235.68755,345.54025,278.82185,228.138,280.974825
332.639825,,256.840225,235.72495,345.591425,278.8535,228.159075,281.0393
332.652525,,256.862175,235.7424,345.81235,278.8906,228.1706,281.0761
332.6643,,256.88195,235.7586,345.843525,278.91865,228.18055,281.085775
332.667825,,256.98905,235.76895,346.178575,278.928125,228.18995,281.104
332.799,,257.066625,235.78145,346.433475,278.9501,228.21395,281.11245
332.864275,,257.080675,235.82445,346.567475,278.95305,228.22605,281.1345
333.035775,,257.143275,235.83555,346.731925,278.978075,228.23535,281.17185
333.145225,,257.1681,235.859425,346.832,278.9867,228.242975,281.370325
333.167125,,257.1779,235.8798,346.867025,279.016375,228.27145,281.414125
333.348775,,257.223675,235.913,346.889825,279.031525,228.27665,281.497875
333.552625,,257.23725,235.9352,346.971925,279.03675,228.281125,281.52935
333.570825,,257.2651,235.96265,347.013425,279.078125,228.28735,281.5693
333.592375,,257.2733,235.990925,347.021175,279.143725,228.298225,281.627075
334.068025,,257.374575,236.01115,347.11785,279.164525,228.304575,281.65175
334.20105,,257.37935,236.040975,347.2144,279.192225,228.3109,281.726
334.254975,,257.399075,236.081425,347.22965,279.22935,228.315025,281.8019
334.2955,,257.44155,236.1026,347.377075,279.2391,228.3264,282.013425
334.37185,,257.4482,236.115175,347.449525,279.2762,228.32925,282.048625
334.395025,,257.4762,236.135475,347.548675,279.323025,228.348325,282.06395
334.483525,,257.5015,236.171025,347.565875,279.4302,228.361875,282.08555
334.53225,,257.56195,236.182125,347.784975,279.441575,228.3726,282.099325
334.6083,,257.59295,236.19225,347.8034,279.533975,228.3837,282.11495
334.625825,,257.61065,236.203325,348.0291,279.545825,228.389575,282.1389
334.67945,,257.62255,236.2174,348.276225,279.560225,228.406525,282.149425
334.817075,,257.690825,236.229375,348.4411,279.5926,228.4121,282.1597
334.861725,,257.7021,236.2558,348.456325,279.6109,228.423525,282.1723
334.8638,,257.744975,236.336475,348.47205,279.615825,228.43,282.191125
334.9937,,257.7921,236.366925,348.48145,279.6405,228.436225,282.21485
335.135525,,257.833525,236.4044,348.76115,279.712075,228.449625,282.228325
335.21495,,257.87055,236.429125,348.7721,279.73195,228.4534,282.243125
335.273125,,257.899175,236.458875,348.96225,279.752575,228.47645,282.30065
335.359775,,257.9284,236.481225,349.344925,279.755425,228.4886,282.375475
335.434825,,257.9496,236.4975,349.5301,279.879975,228.505275,282.4649
335.472625,,257.969425,236.5003,349.633625,279.918875,228.538175,282.525575
335.613275,,257.997425,236.513725,349.844575,279.97375,228.54575,282.588375
335.68475,,258.010225,236.5321,349.867525,279.988175,228.5572,282.6002
335.787875,,258.01935,236.5637,349.912475,280.022775,228.580475,282.6097
335.820925,,258.054325,236.5751,350.0003,280.08365,228.595225,282.66935
336.156975,,258.081725,236.588575,350.153875,280.10545,228.6004,282.699025
336.18875,,258.157725,236.615425,350.181075,280.135425,228.619875,282.732125
336.22135,,258.167625,236.6426,350.217775,280.274725,228.723625,282.793475
336.309075,,258.184475,236.6587,350.25765,280.313725,228.74685,282.90705
336.348625,,258.191425,236.679725,350.30465,280.3599,228.7655,282.9649
336.37385,,258.197425,236.70255,350.559575,280.385,228.844,283.210075
336.513475,,258.2503,236.7464,350.57095,280.4014,228.86315,283.232825
336.655275,,258.257325,236.787875,350.791675,280.417225,228.87635,283.25385
336.9425,,258.270525,236.820025,350.88255,280.433075,228.891975,283.264725
336.96585,,258.287525,236.856075,351.1532,280.44885,228.904275,283.27475
337.085275,,258.29125,236.886875,351.27755,280.496925,228.929075,283.28505
337.13585,,258.29535,236.92475,351.4246,280.5132,228.935525,283.308025
337.159375,,258.3435,236.938625,351.610525,280.534,228.95655,283.3164
337.1691,,258.356075,236.9468,351.697175,280.575275,229.0002,283.423075
337.18865,,258.364,236.971625,351.748,280.625725,229.00675,283.451825
337.41285,,258.4345,236.9832,351.765275,280.634675,229.013775,283.687975
337.5764,,258.4761,236.999375,351.9134,280.701675,229.0337,283.793925
337.6144,,258.494825,237.01225,351.943825,280.71035,229.0422,283.8585
337.7147,,258.52545,237.032875,351.96395,280.713,229.07,283.8676
337.9911,,258.6869,237.047375,352.036,280.762075,229.10245,283.8886
338.034575,,258.699125,237.07375,352.186025,280.779675,229.1468,283.9039
338.284875,,258.719275,237.087425,352.4346,280.783075,229.1519,283.940825
338.29005,,258.738775,237.105725,352.517375,280.869675,229.16135,283.956
338.487825,,258.772075,237.1192,352.553025,280.903825,229.203975,283.9634
338.56615,,258.7885,237.17845,352.668325,280.93675,229.247325,283.971625
338.622875,,258.81835,237.2168,352.680175,280.9844,229.2618,283.98595
338.830275,,258.825,237.2435,352.69775,281.01735,229.271675,283.99235
338.872,,258.8465,237.263325,352.867825,281.030275,229.29905,284.007125
338.939225,,258.851475,237.28425,352.909225,281.0729,229.3101,284.0703
339.017825,,258.9011,237.308425,352.9512,281.09775,229.325525,284.100775
339.1545,,258.954425,237.3289,352.97595,281.13035,229.3624,284.13355
339.227,,259.02695,237.3668,353.064275,281.224025,229.378175,284.150075
339.334,,259.12305,237.367875,353.260575,281.245575,229.38395,284.182125
339.47625,,259.130225,237.3762,353.299,281.250925,229.4085,284.295775
339.490075,,259.160925,237.384875,353.3213,281.297325,229.432025,284.315
339.5079,,259.18795,237.3985,353.338475,281.320825,229.485025,284.367175
339.66855,,259.2571,237.4465,353.374425,281.350125,229.525175,284.43765
339.86065,,259.265675,237.5214,353.6493,281.3725,229.55845,284.45065
339.866575,,259.291025,237.547075,353.6678,281.409075,229.562275,284.5323
339.96875,,259.305575,237.577775,353.6769,281.4267,229.57175,284.5558
339.9887,,259.38375,237.602075,353.744025,281.4618,229.581925,284.6222
340.293775,,259.392675,237.649725,353.829425,281.5064,229.59325,284.650825
340.3398,,259.52335,237.683475,353.85355,281.512075,229.624725,284.674375
340.526075,,259.546775,237.7102,353.994975,281.582875,229.64085,284.7605
340.66495,,259.550725,237.742375,354.03575,281.60215,229.67175,284.777875
340.710925,,259.62975,237.759775,354.1221,281.619275,229.683925,284.82645
340.76505,,259.65165,237.768175,354.3035,281.654975,229.726675,284.85395
340.967575,,259.673625,237.7906,354.379125,281.67585,229.815825,284.87705
341.15025,,259.7169,237.82805,354.4127,281.711125,229.851525,284.956625
341.1949,,259.7211,237.845725,354.439325,281.72185,229.857575,284.971025
341.2967,,259.7287,237.872,354.488525,281.7344,229.87235,285.047275
341.34665,,259.80885,237.89405,354.514325,281.79115,229.890925,285.055575
341.45875,,259.90535,237.915925,354.75795,281.862,229.916125,285.10765
341.47855,,259.917125,237.9439,354.78315,281.89005,229.990875,285.144925
341.533,,259.964325,237.976675,354.80235,281.929,230.017,285.1611
341.738825,,260.00705,237.994875,354.89485,281.96145,230.0331,285.170325
341.827225,,260.073475,238.032675,355.008075,282.0866,230.0581,285.217125
342.05075,,260.103475,238.056625,355.218,282.104675,230.090575,285.2472
342.2759,,260.121,238.071825,355.233425,282.233375,230.1243,285.31405
342.405525,,260.1623,238.1132,355.2402,282.264875,230.137525,285.531675
342.508025,,260.18435,238.15165,355.293825,282.2795,230.146875,285.573025
342.8416,,260.19105,238.183975,355.352925,282.290875,230.160975,285.585
342.96645,,260.1965,238.199725,355.402775,282.37325,230.17305,285.6182
342.99455,,260.2013,238.23015,355.4149,282.38105,230.180375,285.6822
343.0788,,260.20525,238.244725,355.43355,282.406425,230.185525,285.7025
343.332675,,260.220675,238.262325,355.4821,282.4251,230.225875,285.718675
343.485275,,260.2261,238.275225,355.543725,282.4466,230.238625,285.744475
343.59335,,260.317575,238.2934,355.66135,282.500275,230.244125,285.7576
343.7252,,260.3285,238.311175,355.698625,282.5736,230.2489,285.76905
343.760125,,260.359375,238.322775,355.708525,282.6145,230.260575,285.78275
343.903425,,260.3782,238.366875,355.74345,282.6512,230.29005,285.82665
343.9136,,260.383925,238.407975,355.764875,282.70905,230.324175,286.167475
344.049,,260.401275,238.443975,355.7916,282.78045,230.349325,286.177325
344.141775,,260.413825,238.4488,355.7983,282.8588,230.366375,286.207925
344.391725,,260.443475,238.477125,355.816325,282.896125,230.395375,286.2245
344.420025,,260.47275,238.50365,356.063075,282.9357,230.41485,286.232075
344.608125,,260.47505,238.5304,356.204775,283.00405,230.4215,286.2398
344.64045,,260.4905,238.546075,356.3136,283.048,230.427875,286.246275
345.25115,,260.52355,238.575075,356.350025,283.064325,230.432675,286.257425
345.337775,,260.55335,238.58615,356.52655,283.140125,230.440925,286.288125
345.4201,,260.573375,238.597975,356.538975,283.16285,230.4621,286.3057
345.4821,,260.6009,238.60845,356.5551,283.18345,230.46565,286.33075
345.505925,,260.609975,238.6211,356.716825,283.1934,230.48455,286.37615
345.659075,,260.621225,238.6334,356.7318,283.210275,230.49425,286.3887
345.823225,,260.6504,238.6631,356.771975,283.21615,230.512475,286.395375
345.9003,,260.6663,238.688425,356.984275,283.233425,230.543875,286.406225
346.137025,,260.67725,238.720575,357.06805,283.303775,230.553725,286.416175
346.2625,,260.693875,238.7494,357.182725,283.3248,230.573925,286.450525
346.8194,,260.7082,238.807,357.25425,283.335125,230.617025,286.48915
346.8388,,260.721475,238.865675,357.4481,283.364925,230.686125,286.527175
346.870825,,260.741925,238.88715,357.4812,283.397175,230.711575,286.6081
346.88295,,260.7655,238.904775,357.494125,283.40885,230.7221,286.6408
347.022825,,260.80905,238.915625,357.823,283.443475,230.768025,286.652375
347.072225,,260.824975,238.931575,357.8392,283.4948,230.7796,286.9467
347.4629,,260.841375,238.9453,357.877925,283.509025,230.84035,286.99945
347.663175,,260.8551,238.9558,357.9523,283.5148,230.86625,287.066075
347.716575,,260.865575,238.965025,358.045875,283.6883,230.892925,287.1624
348.006625,,260.873325,238.97785,358.05735,283.70935,230.9318,287.20695
348.0719,,260.895,238.992525,358.34185,283.728375,230.9378,287.215575
348.1194,,260.901175,239.0088,358.35285,283.74435,230.945375,287.229125
348.15715,,260.907625,239.03215,358.49495,283.7813,230.957375,287.245975
348.189725,,260.922125,239.06015,358.586075,283.828925,230.979775,287.271125
348.225175,,260.9288,239.09105,358.669775,283.98875,231.008625,287.296475
348.338475,,260.93555,239.12815,358.777175,284.0335,231.01995,287.302675
348.40685,,260.9578,239.178125,359.21415,284.090675,231.0279,287.34465
348.42955,,261.025125,239.238675,359.343425,284.106725,231.04795,287.3513
348.5968,,261.0562,239.2798,359.361875,284.12425,231.061925,287.363625
348.72925,,261.08315,239.30175,359.3644,284.14835,231.0724,287.394025
348.771575,,261.10695,239.316575,359.38895,284.173125,231.093575,287.48255
348.879625,,261.118825,239.3282,359.47835,284.251525,231.098525,287.5217
348.9262,,261.137375,239.3381,359.609625,284.329425,231.111125,287.529525
349.0583,,261.163325,239.3556,359.695875,284.373075,231.120225,287.53735
349.146925,,261.185925,239.363675,359.790675,284.399225,231.138075,287.55895
349.22965,,261.2011,239.384075,359.820375,284.416675,231.208625,287.615375
349.30265,,261.253925,239.392875,359.87225,284.4238,231.2163,287.63695
349.6283,,261.28665,239.404425,359.8912,284.4514,231.2271,287.644475
349.639175,,261.347875,239.42605,359.929425,284.496375,231.239725,287.659275
349.70455,,261.3741,239.432625,359.968625,284.5206,231.269725,287.74065
349.731175,,261.44875,239.45485,360.15255,284.5865,231.2893,287.761275
349.8503,,261.472175,239.471525,360.467075,284.673275,231.2929,287.807225
349.958975,,261.49065,239.48145,360.536975,284.738575,231.297575,287.837
349.998425,,261.49725,239.541075,360.55635,284.7685,231.3436,287.845925
350.13505,,261.5069,239.573875,360.609675,284.774725,231.398075,287.888175
350.40385,,261.514575,239.624725,360.882525,284.80375,231.412425,288.000025
350.5543,,261.545425,239.675775,360.932125,284.8171,231.426875,288.015225
350.699275,,261.553475,239.7438,360.976175,284.8376,231.44875,288.052675
350.755725,,261.575575,239.7946,360.997025,284.91115,231.47955,288.0752
351.126775,,261.59105,239.836175,361.011825,284.917475,231.541475,288.11755
351.166175,,261.598075,239.85145,361.046975,284.932675,231.55395,288.14925
351.21495,,261.609125,239.863275,361.108525,284.938725,231.58795,288.159225
351.252425,,261.61395,239.874725,361.126725,284.94815,231.61485,288.201175
351.28295,,261.61805,239.91135,361.15105,284.961475,231.62075,288.209475
351.344425,,261.679925,239.94515,361.2643,284.973825,231.63755,288.217325
351.427925,,261.712175,239.964275,361.281875,285.08705,231.646075,288.2515
351.5576,,261.734925,239.999175,361.293625,285.0945,231.6634,288.3215
351.5884,,261.76325,240.01855,361.3471,285.110125,231.670125,288.329725
351.635875,,261.800125,240.03955,361.474175,285.130275,231.6911,288.341
351.775725,,261.8124,240.05535,361.49905,285.19535,231.727725,288.360475
351.812675,,261.8395,240.083275,361.5078,285.215775,231.7962,288.3794
351.9889,,261.844225,240.119725,361.53215,285.2313,231.806975,288.443
352.025025,,261.856225,240.2201,361.72475,285.23365,231.825975,288.467325
352.054725,,261.925425,240.26245,361.7436,285.2396,231.853625,288.48555
352.180175,,261.9327,240.3195,361.86035,285.24785,231.868025,288.5207
352.191975,,261.953925,240.34265,361.91905,285.262625,231.904625,288.542075
352.24745,,261.973225,240.35665,361.95775,285.28895,231.91515,288.56205
352.289825,,261.997075,240.357925,361.983225,285.3673,231.9327,288.617775
352.3785,,262.008975,240.368925,362.06295,285.395875,231.9439,288.63265
352.552425,,262.025475,240.418925,362.15475,285.436625,231.9509,288.797875
352.649875,,262.0504,240.4312,362.2893,285.4649,231.964425,288.8075
352.73265,,262.061825,240.432875,362.328,285.477275,231.974575,288.8736
352.800475,,262.092825,240.438375,362.529075,285.5155,231.9803,288.901875
352.890675,,262.1127,240.45055,362.5848,285.59295,231.987875,288.914275
353.03015,,262.1568,240.458975,362.617475,285.5979,232.00855,288.9243
353.1421,,262.19145,240.56175,362.798075,285.607225,232.01775,288.948975
353.309575,,262.207125,240.584225,362.8237,285.6856,232.028525,289.041075
353.549,,262.228525,240.629775,362.887275,285.714525,232.058325,289.0488
353.5978,,262.246,240.6788,362.8953,285.81155,232.094925,289.100225
353.7947,,262.2594,240.72905,363.183825,285.82425,232.1065,289.144225
353.872,,262.26895,240.826025,363.212425,285.837225,232.139925,289.189525
354.15285,,262.298125,240.83995,363.2532,285.8513,232.177125,289.1991
354.207475,,262.3173,240.87115,363.286425,285.86745,232.1961,289.2152
354.46175,,262.3284,240.88715,363.292325,285.890375,232.21355,289.223025
354.554225,,262.34135,240.89815,363.34125,285.898775,232.227975,289.251725
354.766225,,262.474975,240.92285,363.3478,285.957625,232.278,289.260625
355.059625,,262.507225,240.93515,363.41385,285.9609,232.2904,289.29995
355.229875,,262.515525,240.948,363.419275,285.965675,232.3179,289.463825
355.2895,,262.53365,240.9633,363.43505,286.021575,232.330725,289.51215
355.4168,,262.57855,240.97455,363.444125,286.144025,232.3435,289.5614
355.6258,,262.580075,240.98675,363.994875,286.176525,232.359825,289.608775
355.7106,,262.607375,241.03615,364.214375,286.202775,232.401175,289.691725
355.966225,,262.61775,241.049575,364.304375,286.2573,232.45515,289.7071
356.13545,,262.64255,241.06975,364.3824,286.282125,232.46565,289.732275
356.14005,,262.646075,241.0872,364.554975,286.31515,232.47375,289.777775
356.348025,,262.767225,241.108375,364.582225,286.329275,232.482475,289.815775
356.396375,,262.867925,241.14315,364.7334,286.379225,232.486,289.83775
356.548625,,262.896725,241.174,364.845575,286.3903,232.49865,289.850425
356.608575,,262.9019,241.211225,364.890375,286.54465,232.50785,289.862175
356.6831,,262.9075,241.278025,364.92105,286.568325,232.5324,289.8692
356.69175,,262.913775,241.347075,364.93995,286.66185,232.556575,289.876825
356.84395,,262.984825,241.371775,364.94905,286.720875,232.56855,289.91945
356.89345,,263.026675,241.3924,364.97445,286.7594,232.599,289.9328
356.982525,,263.042175,241.41465,364.9996,286.761075,232.62665,289.93905
357.057425,,263.0878,241.4198,365.03,286.825775,232.636975,289.97405
