SPK_SPKC02a (no effect),SPK_SPKC08a (inhibited),SPK_SPKC09a (inhibited),SPK_SPKC13a (inhibited)
,,257.275075,233.945825
,,257.3248,233.95905
,,257.3424,233.9845
,,257.3694,233.99175
,,257.3916,234.068775
,,257.407875,234.122
,,257.4226,234.158375
,,257.433075,234.230525
,,257.45185,234.247
,,257.488525,234.2638
,,257.512125,234.2951
,,257.527125,234.3409
,,257.571,234.38715
,,257.59145,234.3963
,,257.618675,234.437375
,,257.6511,234.4447
,,257.68665,234.468675
,,257.711725,234.476225
,,257.72825,234.526325
,,257.75155,234.559925
,,257.75965,234.567375
,,257.7859,234.5692
,,257.799875,234.59045
,,257.824275,234.673925
,,257.848375,234.705775
,,257.889425,234.734375
,,257.936875,234.75545
,,257.963675,234.766175
,,258.0803,234.796
,,258.127975,234.8391
,,258.155275,234.853125
,,258.163925,234.9875
,,258.173975,235.012125
,,258.2313,235.027025
,,258.25005,235.071325
,,258.2732,235.14405
,,258.31625,235.21925
,,258.35005,235.230025
,,258.39645,235.239925
,,258.425775,235.32195
,,258.5155,235.352575
,,258.5326,235.37635
,,258.554025,235.4151
,,258.57405,235.469225
,,258.598625,235.533675
,,258.615825,235.55255
,,258.651975,235.571175
,,258.66835,235.600175
,,258.6868,235.677525
,,258.721575,235.685025
,,258.754025,235.7034
,,258.76855,235.715525
,,258.8409,235.749325
,,258.858675,235.7586
,,258.885525,235.768125
,,258.909825,235.780825
,,258.943725,235.791475
,,258.962675,235.79975
,,258.9868,235.834
,,259.040225,235.854225
,,259.101025,235.8947
,,259.12315,235.903475
,,259.160125,235.914575
,,259.1904,235.9227
,,259.24725,235.940825
,,259.278625,235.976075
,,259.31085,236.1162
,,259.32645,236.149675
,,259.3535,236.1606
,,259.38525,236.183675
,,259.402475,236.21555
,,259.41365,236.22925
,,259.43855,236.2569
,,259.492325,236.2783
,,259.524825,236.310075
,,259.5488,236.348325
,,259.576675,236.359275
,,259.602825,236.3945
,,259.6463,236.4104
,,259.6672,236.4347
,,259.68135,236.442975
,,259.70455,236.473125
,,259.718425,236.482275
,,259.749375,236.4893
,,259.7881,236.5508
,,259.826075,236.578825
,,259.8496,236.589975
,,259.8745,236.6129
,,259.906825,236.632275
,,259.939975,236.646225
,,259.958075,236.675275
,,259.986175,236.684475
,,259.997375,236.7185
,,260.0126,236.748125
,,260.0268,236.78705
,,260.066675,236.802025
,,260.089125,236.826925
,,260.1373,236.84255
,,260.175825,236.929725
,,260.1888,236.97415
,,260.216375,236.9929
,,260.22875,237.04385
,,260.24305,237.05195
,,260.30315,237.1432
,,260.43,237.157325
,,260.452075,237.1667
,,260.4788,237.18255
,,260.50065,237.33955
,,260.52465,237.346625
,,260.539025,237.365
,,260.56505,237.40085
,,260.588775,237.531875
,,260.6005,237.539525
,,260.6303,237.563825
,,260.656925,237.573425
,,260.6814,237.58245
,,260.71315,237.6083
,,260.75645,237.636425
,,260.825375,237.6869
,,260.864825,237.69335
,,260.897375,237.716825
,,260.95615,237.73705
,,260.976975,237.75635
,,261.0125,237.784475
,,261.031225,237.799625
,,261.05985,237.838775
,,261.08185,237.866725
,,261.099475,237.885075
,,261.1229,237.890625
,,261.143275,237.9252
,,261.185175,237.957975
,,261.25425,237.963575
,,261.286125,237.97145
,,261.3085,237.999075
,,261.37135,238.023725
,,261.399875,238.0338
,,261.416225,238.05385
,,261.44185,238.062625
,,261.4723,238.0772
,,261.4864,238.141625
,,261.5153,238.150775
,,261.5301,238.159425
,,261.54505,238.172975
,,261.56125,238.203625
,,261.569575,238.269875
,,261.58445,238.2795
,,261.665025,238.29015
,,261.687175,238.357125
,,261.7095,238.365
,,261.71995,238.381825
,,261.730575,238.422275
,,261.747025,238.4412
,,261.760825,238.461175
,,261.7796,238.6079
,,261.7931,238.644375
,,261.811425,238.67085
,,261.8195,238.701525
,,261.853625,238.711
,,261.87935,238.727175
,,261.898275,238.7949
,,261.90495,238.837675
,,261.917025,238.88915
,,261.9322,238.9155
,,261.936525,238.93165
,,261.947025,238.949375
,,261.9585,238.965075
,,261.968175,238.97715
,,261.980675,239.0203
,,261.988925,239.029475
,,262.000875,239.120525
,,262.007825,239.171375
,,262.020425,239.190425
,,262.02605,239.20355
,,262.048,239.2055
,,262.055025,239.272125
,,262.06195,239.28505
,,262.0732,239.30795
,,262.084275,239.31555
,,262.089925,239.43465
,,262.105225,239.44575
,,262.112375,239.5164
,,262.121925,239.5184
,,262.12435,239.539275
,,262.131025,239.574575
,,262.1548,239.62085
,,262.169225,239.642875
,,262.175275,239.65445
,,262.183675,239.673325
,,262.195375,239.70015
,,262.254625,239.715825
,,262.273875,239.724025
,,262.286175,239.73995
,,262.298075,239.7528
,,262.3058,239.76725
,,262.31965,239.77925
,,262.329775,239.79095
,,262.342425,239.79895
,,262.353725,239.82715
,,262.36555,239.86355
,,262.377,239.88845
,,262.392625,239.905625
,,262.40165,239.951325
,,262.416275,239.979375
,,262.4276,240.0224
,,262.44545,240.042725
,,262.4589,240.0848
,,262.4807,240.12625
,,262.50075,240.175575
,,262.5115,240.21635
,,262.540625,240.234175
,,262.562825,240.2849
,,262.598125,240.298075
,,262.660425,240.35055
,,262.6917,240.35665
,,262.7291,240.384025
,,262.74705,240.3912
,,262.769725,240.4199
,,262.795275,240.480325
,,262.8223,240.515325
,,262.9961,240.571075
,,263.009525,240.5797
,,263.0265,240.588575
,,263.07425,240.598375
,,263.09185,240.623375
,,263.1095,240.630925
,,263.1302,240.6396
,,263.14625,240.67305
,,263.176675,240.6816
,,263.212625,240.720275
,,263.235025,240.7335
,,263.279225,240.77305
,,263.2948,240.786275
,,263.317625,240.79925
,,263.400575,240.843425
,,263.429325,240.92515
,,263.525425,240.931575
,,263.5521,240.99115
,,263.575125,241.01385
,,263.6004,241.0253
,,263.635725,241.044275
,,263.68365,241.060275
,,263.737975,241.09905
,,263.8104,241.1599
,,263.889475,241.1859
,,263.9615,241.204825
,,264.013575,241.23125
,,264.05555,241.24855
,,264.08375,241.25735
,,264.106325,241.29975
,,264.12765,241.321775
,,264.166525,241.381275
,,264.199625,241.389325
,,264.223975,241.431175
,,264.257525,241.488975
,,264.2946,241.513325
,,264.31805,241.554825
,,264.335575,241.574625
,,264.434225,241.598425
,,264.454475,241.630375
,,264.4744,241.64235
,,264.48725,241.707875
,,264.502475,241.719475
,,264.525325,241.739475
,,264.547775,241.747725
,,264.582675,241.7816
,,264.640175,241.79085
,,264.706125,241.822625
,,264.720425,241.830975
,,264.75465,241.880725
,,264.8327,241.95325
,,264.8515,241.9651
,,264.8838,241.97265
,,264.90185,242.0021
,,264.9117,242.031375
,,264.931975,242.0459
,,264.948875,242.0562
,,264.97205,242.110625
,,264.989375,242.118025
,,265.010125,242.14305
,,265.0297,242.169175
,,265.051425,242.208575
,,265.104375,242.213475
,,265.138325,242.219825
,,265.167175,242.281275
,,265.195225,242.31615
,,265.224475,242.368925
,,265.2482,242.3768
,,265.25665,242.4275
,,265.277675,242.44315
,,265.299475,242.4495
,,265.3205,242.456425
,,265.37315,242.535425
,,265.396025,242.579175
,,265.410525,242.602225
,,265.4554,242.742975
,,265.48855,242.759425
,,265.672475,242.768875
,,265.68595,242.79575
,,265.703425,242.8362
,,265.7264,242.9316
,,265.7508,242.9606
,,265.7859,242.969575
,,265.8018,242.999825
,,265.828,243.007075
,,265.852325,243.044725
,,265.886,243.051675
,,265.9029,243.06565
,,265.921025,243.113475
,,265.93555,243.154475
,,265.95125,243.16495
,,265.985525,243.2304
,,266.02065,243.250175
,,266.034775,243.2683
,,266.043425,243.29735
,,266.095,243.33385
,,266.117025,243.33825
,,266.16305,243.361675
,,266.204675,243.37475
,,266.2357,243.3855
,,266.5558,243.392575
,,266.601725,243.426625
,,266.677125,243.435875
,,266.726375,243.544275
,,266.751175,243.5515
,,266.76985,243.7208
,,266.8084,243.7573
,,266.86275,243.8106
,,266.878275,243.821225
,,266.887475,243.84095
,,266.9281,243.850425
,,267.0553,243.881825
,,267.073225,243.894775
,,267.09145,243.924875
,,267.105875,243.9399
,,267.158675,243.99775
,,267.1925,244.043325
,,267.22485,244.082325
,,267.23935,244.114175
,,267.257975,244.13225
,,267.36405,244.22055
,,267.4081,244.2433
,,267.44955,244.25235
,,267.508125,244.2749
,,267.53475,244.327925
,,267.603975,244.3632
,,267.641675,244.383475
,,267.654,244.470925
,,267.69695,244.478775
,,267.7332,244.48695
,,267.783125,244.501825
,,267.8272,244.52775
,,267.853475,244.53965
,,267.89475,244.551025
,,267.941325,244.646525
,,267.9824,244.655075
,,268.0078,244.66225
,,268.0255,244.686975
,,268.04895,244.690925
,,268.073775,244.704
,,268.117625,244.7296
,,268.139025,244.758675
,,268.164625,244.790825
,,268.206225,244.866525
,,268.25505,244.894925
,,268.309525,244.9201
,,268.378575,244.9392
,,268.401225,244.94695
,,268.422725,244.9576
,,268.44905,244.966325
,,268.463,245.017925
,,268.4798,245.046175
,,268.510375,245.13565
,,268.545975,245.1465
,,268.584875,245.1837
,,268.600625,245.223975
,,268.62735,245.235625
,,268.6582,245.26835
,,268.68235,245.302875
,,268.7132,245.315125
,,268.7312,245.33155
,,268.7564,245.358275
,,268.81665,245.3706
,,268.950225,245.3846
,,268.981875,245.3949
,,268.99595,245.456575
,,269.093175,245.4681
,,269.111325,245.518875
,,269.154525,245.555475
,,269.169925,245.6916
,,269.185675,245.732925
,,269.204875,245.741575
,,269.2362,245.76185
,,269.27925,245.772825
,,269.3148,245.87455
,,269.348975,245.89625
,,269.433,245.94535
,,269.460575,245.968625
,,269.4758,246.0642
,,269.48795,246.07935
,,269.502875,246.097575
,,269.544525,246.106675
,,269.55995,246.1268
,,269.603775,246.15015
,,269.65265,246.182075
,,269.684675,246.1877
,,269.69585,246.198725
,,269.73465,246.2409
,,269.76125,246.273125
,,269.780775,246.293325
,,269.815825,246.3091
,,269.82825,246.346025
,,269.848175,246.3579
,,269.884725,246.412525
,,269.943775,246.43345
,,269.9775,246.4719
,,270.000625,246.473775
,,270.023225,246.4897
,,270.0326,246.5316
,,270.05855,246.56115
,,270.081375,246.6409
,,270.10705,246.673725
,,270.128775,246.70505
,,270.155525,246.71345
,,270.214025,246.727475
,,270.260475,246.76615
,,270.2821,246.82665
,,270.306225,246.856025
,,270.3216,246.932725
,,270.3809,246.9387
,,270.413025,247.04545
,,270.470925,247.061875
,,270.503725,247.091125
,,270.53005,247.12385
,,270.594525,247.14595
,,270.63535,247.2095
,,270.672525,247.214675
,,270.726725,247.272525
,,270.772125,247.331725
,,270.78905,247.37685
,,270.80975,247.389825
,,270.86825,247.467325
,,270.92335,247.492225
,,270.96255,247.503625
,,270.982925,247.568325
,,271.019375,247.595425
,,271.085475,247.642225
,,271.1237,247.681
,,271.1504,247.699425
,,271.17585,247.73915
,,271.195775,247.818675
,,271.26125,247.830275
,,271.292375,247.96985
,,271.31995,248.013
,,271.3469,248.044
,,271.3644,248.051125
,,271.391225,248.054675
,,271.412625,248.078625
,,271.4894,248.07995
,,271.522675,248.08595
,,271.554925,248.1047
,,271.588325,248.110125
,,271.60395,248.14015
,,271.629775,248.18835
,,271.690875,248.215175
,,271.71755,248.2567
,,271.76425,248.2652
,,271.8068,248.2742
,,271.888125,248.30635
,,271.9201,248.31645
,,271.97385,248.39405
,,272.006125,248.405875
,,272.0213,248.4157
,,272.0556,248.421675
,,272.080475,248.42875
,,272.100975,248.465875
,,272.133425,248.627825
,,272.24015,248.654125
,,272.26315,248.686625
,,272.29855,248.7744
,,272.346575,248.780925
,,272.35565,248.797125
,,272.395975,248.80255
,,272.413825,248.8131
,,272.44425,248.893075
,,272.49525,248.90145
,,272.58555,248.91415
,,272.63645,248.92555
,,272.65555,248.936425
,,272.679675,248.98295
,,272.712175,248.988675
,,272.741575,249.029075
,,272.78515,249.058975
,,272.83655,249.069475
,,272.899275,249.1744
,,272.934225,249.18175
,,272.96745,249.25345
,,272.9964,249.272675
,,273.0317,249.28005
,,273.062875,249.290325
,,273.076275,249.304725
,,273.1247,249.312625
,,273.1354,249.358925
,,273.1674,249.365325
,,273.1724,249.43215
,,273.189075,249.45055
,,273.2184,249.5648
,,273.23075,249.573975
,,273.250725,249.627625
,,273.3285,249.6629
,,273.337125,249.768775
,,273.347275,249.77735
,,273.36255,249.787625
,,273.37335,249.802025
,,273.3898,249.818825
,,273.416075,249.8597
,,273.4398,249.879525
,,273.45335,249.88555
,,273.485925,249.941
,,273.502975,249.951275
,,273.52405,250.05505
,,273.581725,250.086
,,273.619475,250.1793
,,273.6476,250.2038
,,273.666775,250.298175
,,273.73165,250.304325
,,273.7553,250.343025
,,273.76515,250.365
,,273.789775,250.403975
,,273.8142,250.493075
,,273.85835,250.555775
,,273.885275,250.56505
,,273.90475,250.57165
,,273.915575,250.600025
,,273.9379,250.6191
,,273.9605,250.66195
,,273.983275,250.715975
,,273.9949,250.75515
,,274.002075,250.804475
,,274.04925,251.01225
,,274.064475,251.0212
,,274.122275,251.04145
,,274.19225,251.063425
,,274.220125,251.0787
,,274.25015,251.0857
,,274.2713,251.1263
,,274.299275,251.13405
,,274.33955,251.1575
,,274.371,251.1657
,,274.423,251.1939
,,274.44135,251.2562
,,274.483425,251.2745
,,274.5024,251.308075
,,274.54615,251.313925
,,274.576375,251.31975
,,274.613375,251.389625
,,274.6382,251.40865
,,274.658225,251.4391
,,274.689825,251.448625
,,274.731,251.566975
,,274.776675,251.625175
,,274.78835,251.652675
,,274.872175,251.683025
,,274.929025,251.7781
,,274.95465,251.805025
,,275.008225,251.855175
,,275.0418,251.86415
,,275.074525,251.8717
,,275.095625,251.881075
,,275.136725,251.98095
,,275.156925,251.9945
,,275.210125,252.0103
,,275.223225,252.029925
,,275.24475,252.048325
,,275.278225,252.08125
,,275.298775,252.1338
,,275.343975,252.147925
,,275.39665,252.1583
,,275.4111,252.174675
,,275.4333,252.190725
,,275.47925,252.2791
,,275.502625,252.2873
,,275.5228,252.330375
,,275.565425,252.353625
,,275.576675,252.3781
,,275.601225,252.45005
,,275.618175,252.45825
,,275.648225,252.485975
,,275.680875,252.536975
,,275.737625,252.5889
,,275.769025,252.6373
,,275.806825,252.681975
,,275.84055,252.72955
,,275.854525,252.759975
,,275.866525,252.804775
,,275.9794,252.8101
,,276.05295,252.86195
,,276.071275,252.8681
,,276.083825,252.869675
,,276.121825,252.917
,,276.151575,252.94025
,,276.18895,252.971225
,,276.21705,252.9898
,,276.248675,253.0223
,,276.26345,253.07905
,,276.291125,253.138375
,,276.3319,253.18695
,,276.352825,253.20665
,,276.380675,253.246
,,276.4116,253.272275
,,276.441075,253.3202
,,276.46615,253.328325
,,276.5417,253.3537
,,276.570325,253.461775
,,276.619575,253.470025
,,276.636325,253.475975
,,276.66425,253.48555
,,276.6812,253.498925
,,276.704175,253.563575
,,276.724425,253.5833
,,276.7261,253.7175
,,276.742075,253.88435
,,276.758025,253.903825
,,276.78235,253.9149
,,276.80365,253.939625
,,276.819375,254.0156
,,276.855925,254.0618
,,276.877825,254.168925
,,276.89475,254.213575
,,276.9113,254.2186
,,276.927175,254.25025
,,276.940275,254.258275
,,276.97765,254.306925
,,276.99975,254.3268
,,277.01965,254.37265
,,277.03335,254.40415
,,277.067575,254.421025
,,277.103775,254.442425
,,277.1232,254.475925
,,277.15035,254.491125
,,277.15825,254.53925
,,277.17615,254.55295
,,277.19,254.604475
,,277.2167,254.663325
,,277.233875,254.6734
,,277.252875,254.692525
,,277.267775,254.7685
,,277.294725,254.797
,,277.31905,254.92
,,277.34875,254.97715
,,277.370125,255.008675
,,277.4178,255.14635
,,277.463025,255.155225
,,277.493575,255.1716
,,277.515475,255.17725
,,277.534,255.22245
,,277.555375,255.23385
,,277.5698,255.239125
,,277.6129,255.26245
,,277.681375,255.272275
,,277.7041,255.299925
,,277.8974,255.35945
,,277.927275,255.379575
,,277.945475,255.402125
,,278.006075,255.429425
,,278.033025,255.4646
,,278.062925,255.469875
,,278.1314,255.4799
,,278.1813,255.496175
,,278.214,255.51225
,,278.2457,255.64235
,,278.2695,255.64995
,,278.293525,255.65565
,,278.32535,255.6832
,,278.34915,255.68985
,,278.366175,255.704575
,,278.386925,255.726425
,,278.411,255.796725
,,278.4289,255.9
,,278.463325,255.93535
,,278.496,255.98745
,,278.516375,256.016475
,,278.5281,256.083175
,,278.543525,256.09265
,,278.56105,256.15695
,,278.595375,256.193225
,,278.6222,256.235275
,,278.649975,256.3034
,,278.7113,256.33915
,,278.789875,256.3494
,,278.7973,256.37865
,,278.82005,256.38845
,,278.838725,256.40345
,,278.84165,256.4368
,,278.86775,256.49155
,,278.88825,256.554875
,,278.93395,256.602925
,,279.022925,256.69525
,,279.072575,256.746325
,,279.0991,256.762075
,,279.123525,256.7753
,,279.1818,256.99155
,,279.194475,257.002175
,,279.227525,257.0104
,,279.2431,257.0216
,,279.259175,257.043675
,,279.311525,257.0584
,,279.338775,257.160275
,,279.373725,257.16805
,,279.39485,257.1851
,,279.416175,257.198025
,,279.436925,257.344175
,,279.461325,257.384025
,,279.49165,257.3943
,,279.5577,257.437375
,,279.59245,257.487025
,,279.622225,257.5198
,,279.6389,257.550325
,,279.66715,257.568075
,,279.6842,257.586325
,,279.72125,257.628925
,,279.792675,257.684925
,,279.836,257.7266
,,279.851575,257.736925
,,279.891275,257.748325
,,279.909325,257.758775
,,279.9512,257.774825
,,279.979125,257.7956
,,280.040875,257.81565
,,280.055825,257.831475
,,280.089525,257.84865
,,280.1167,257.8743
,,280.14255,257.89915
,,280.184875,257.91335
,,280.264275,257.921575
,,280.307975,258.02445
,,280.33645,258.044575
,,280.348675,258.0479
,,280.36555,258.10795
,,280.38185,258.153575
,,280.418275,258.22165
,,280.432725,258.2279
,,280.459675,258.26925
,,280.4894,258.364575
,,280.52705,258.389825
,,280.566425,258.400175
,,280.604325,258.402275
,,280.6381,258.45395
,,280.680375,258.46795
,,280.70195,258.47345
,,280.736425,258.479325
,,280.7972,258.50115
,,280.8204,258.533275
,,280.86635,258.5629
,,281.066325,258.571575
,,281.077275,258.5773
,,281.10685,258.596
,,281.125625,258.680125
,,281.17425,258.768125
,,281.199675,258.803375
,,281.239375,258.97565
,,281.28605,258.994575
,,281.327525,259.0234
,,281.35745,259.033875
,,281.38145,259.05125
,,281.407625,259.0777
,,281.432825,259.086375
,,281.484025,259.117275
,,281.510825,259.14695
,,281.5242,259.1823
,,281.572625,259.291825
,,281.632775,259.2983
,,281.65275,259.30735
,,281.692075,259.34795
,,281.724,259.355975
,,281.80065,259.521125
,,281.8465,259.56455
,,281.88065,259.57955
,,281.92045,259.604625
,,281.965925,259.654475
,,282.0007,259.6837
,,282.038175,259.716775
,,282.12915,259.736
,,282.153075,259.802575
,,282.2121,259.91135
,,282.246675,259.94185
,,282.26975,259.97035
,,282.319525,260.029025
,,282.341925,260.14325
,,282.368275,260.182275
,,282.38555,260.253275
,,282.408675,260.3118
,,282.421925,260.366275
,,282.4412,260.43625
,,282.458175,260.44155
,,282.482975,260.464075
,,282.50935,260.525525
,,282.5316,260.575975
,,282.58795,260.617075
,,282.638225,260.6499
,,282.69035,260.6575
,,282.718725,260.703475
,,282.745375,260.760625
,,282.806425,260.78105
,,282.842,260.9503
,,282.868025,260.984475
,,282.890875,260.993325
,,282.90975,261.0023
,,282.9331,261.0263
,,282.94995,261.051625
,,282.96375,261.104625
,,282.9847,261.14125
,,283.10205,261.1877
,,283.121875,261.219375
,,283.153875,261.248275
,,283.167475,261.259775
,,283.202,261.2762
,,283.212075,261.30335
,,283.234475,261.331675
,,283.252575,261.383375
,,283.28645,261.43355
,,283.309875,261.462725
,,283.33545,261.515075
,,283.389575,261.531175
,,283.43965,261.55265
,,283.491225,261.56975
,,283.5129,261.61545
,,283.525975,261.63925
,,283.541625,261.71765
,,283.5537,261.739775
,,283.581825,261.78315
,,283.618225,261.82325
,,283.63635,261.841225
,,283.732425,261.88165
,,283.75,261.90715
,,283.771375,261.949275
,,283.793975,262.006125
,,283.8054,262.020275
,,283.823125,262.16895
,,283.842175,262.244525
,,283.85955,262.25005
,,283.876675,262.30905
,,283.9005,262.316875
,,283.912,262.360875
,,283.9274,262.37875
,,283.942475,262.39765
,,283.954975,262.4071
,,283.98145,262.445825
,,284.011475,262.529925
,,284.033,262.57055
,,284.070875,262.587225
,,284.1076,262.62955
,,284.125725,262.668325
,,284.1343,262.677375
,,284.144825,262.68555
,,284.1612,262.69165
,,284.173175,262.72715
,,284.18985,262.747325
,,284.203325,262.821975
,,284.21945,262.853775
,,284.231775,262.882375
,,284.254175,262.970575
,,284.28885,263.024575
,,284.34265,263.039525
,,284.35965,263.08685
,,284.3773,263.131825
,,284.39725,263.150425
,,284.41835,263.18105
,,284.428275,263.218425
,,284.4456,263.239825
,,284.4655,263.30125
,,284.484525,263.32955
,,284.508025,263.3535
,,284.5451,263.37575
,,284.5534,263.416075
,,284.589775,263.42015
,,284.609175,263.45845
,,284.631925,263.544025
,,284.657,263.5596
,,284.670175,263.599925
,,284.6839,263.6708
,,284.709875,263.721275
,,284.7386,263.740375
,,284.75955,263.77595
,,284.783925,263.819125
,,284.795825,263.888475
,,284.823175,263.90115
,,284.843375,263.94595
,,284.87345,263.961225
,,284.8919,263.99955
,,284.9144,264.0397
,,284.9338,264.0812
,,284.972175,264.0957
,,284.99285,264.13315
,,285.042175,264.2238
,,285.051725,264.232275
,,285.0681,264.2394
,,285.07705,264.247175
,,285.099325,264.288975
,,285.11765,264.3244
,,285.1354,264.345325
,,285.1444,264.370275
,,285.18765,264.442825
,,285.202725,264.4496
,,285.304875,264.4988
,,285.32385,264.527325
,,285.373925,264.59035
,,285.404925,264.603325
,,285.435225,264.613375
,,285.4646,264.64225
,,285.48955,264.648
,,285.52025,264.6997
,,285.575625,264.740825
,,285.600525,264.750025
,,285.642475,264.797425
,,285.663625,264.908675
,,285.6894,265.01405
,,285.697825,265.037
,,285.713325,265.06165
,,285.789125,265.07205
,,285.840675,265.104225
,,285.86655,265.11965
,,285.885525,265.129325
,,285.909575,265.142275
,,285.926275,265.20695
,,285.948375,265.24795
,,285.96355,265.2623
,,285.98735,265.28565
,,286.00855,265.319525
,,286.01885,265.4174
,,286.05325,265.4292
,,286.080625,265.486225
,,286.113675,265.51905
,,286.1931,265.56485
,,286.2202,265.62885
,,286.247275,265.653375
,,286.265775,265.68065
,,286.304925,265.696775
,,286.3518,265.76
,,286.385775,265.7697
,,286.424775,265.7894
,,286.4504,265.811775
,,286.481125,265.824075
,,286.51125,265.94975
,,286.5399,265.9719
,,286.58285,265.986875
,,286.59235,266.0372
,,286.6311,266.052525
,,286.72875,266.0827
,,286.7339,266.086425
,,286.81745,266.166775
,,286.843025,266.184225
,,286.946225,266.215925
,,287.000775,266.25165
,,287.0287,266.2711
,,287.04535,266.32495
,,287.070725,266.348675
,,287.107025,266.3716
,,287.126025,266.389925
,,287.153875,266.397625
,,287.191775,266.416225
,,287.216475,266.54305
,,287.262375,266.561275
,,287.32255,266.580175
,,287.3508,266.588825
,,287.379175,266.660475
,,287.39225,266.714375
,,287.41445,266.731175
,,287.45155,266.7651
,,287.474125,266.771125
,,287.495225,266.7914
,,287.63305,266.850275
,,287.6605,266.8536
,,287.683225,266.87515
,,287.70075,266.907175
,,287.7219,266.942025
,,287.734875,266.952
,,287.808125,266.97895
,,287.84195,267.0167
,,287.865275,267.030775
,,287.88875,267.06565
,,287.90785,267.086075
,,287.9327,267.119525
,,287.9719,267.12975
,,288.0051,267.14335
,,288.07865,267.15865
,,288.1738,267.239625
,,288.219475,267.28175
,,288.241775,267.3574
,,288.2712,267.41085
,,288.289025,267.443525
,,288.311075,267.50435
,,288.324775,267.528125
,,288.34355,267.57205
,,288.3749,267.6039
,,288.3847,267.68
,,288.39985,267.6975
,,288.433175,267.78825
,,288.461925,267.795175
,,288.4835,267.82055
,,288.500525,267.839575
,,288.55435,267.848425
,,288.5858,267.862875
,,288.631375,267.871225
,,288.72585,267.88855
,,288.765825,267.90555
,,288.7943,267.9283
,,288.818925,267.9365
,,288.835125,267.943625
,,288.860025,267.9522
,,288.9122,267.975425
,,288.950575,267.986175
,,289.0099,268.029875
,,289.055025,268.04095
,,289.078475,268.04715
,,289.1345,268.11075
,,289.161225,268.12415
,,289.17845,268.1324
,,289.199175,268.162875
,,289.246075,268.173825
,,289.302525,268.190625
,,289.3393,268.2353
,,289.368025,268.243775
,,289.391425,268.26795
,,289.4369,268.27375
,,289.46175,268.2933
,,289.481575,268.330975
,,289.502425,268.35825
,,289.527075,268.3689
,,289.54715,268.378475
,,289.588475,268.386175
,,289.606,268.4142
,,289.64585,268.435025
,,289.6746,268.4683
,,289.72515,268.47665
,,289.754975,268.49915
,,289.7808,268.519225
,,289.797325,268.5332
,,289.810225,268.5588
,,289.843275,268.623875
,,289.875175,268.683025
,,289.923125,268.7005
,,289.936125,268.754925
,,289.957175,268.79885
,,289.9871,268.8178
,,290.043375,268.842625
,,290.061025,268.86715
,,290.084175,268.8741
,,290.114375,268.88
,,290.18585,268.8879
,,290.2518,268.8964
,,290.290925,268.906975
,,290.32715,268.915675
,,290.3628,268.957025
,,290.392675,268.972
,,290.4666,269.005225
,,290.49,269.079025
,,290.501625,269.08765
,,290.6174,269.109575
,,290.62015,269.145275
,,290.647875,269.20155
,,290.6979,269.209025
,,290.75895,269.21625
,,290.800825,269.223625
,,290.83845,269.275475
,,290.881,269.293525
,,290.913175,269.3169
,,290.9263,269.327675
,,290.986475,269.362825
,,291.0061,269.38605
,,291.041025,269.41065
,,291.12185,269.44835
,,291.1558,269.4835
,,291.177375,269.55455
,,291.2101,269.57335
,,291.25535,269.61865
,,291.294575,269.6278
,,291.334475,269.634575
,,291.3538,269.69855
,,291.41175,269.803225
,,291.448575,269.8707
,,291.48325,269.87995
,,291.5042,269.903425
,,291.5203,269.911275
,,291.552675,269.9467
,,291.612475,269.96465
,,291.640975,269.97875
,,291.67325,270.023325
,,291.73415,270.062
,,291.762625,270.06685
,,291.7744,270.142425
,,291.7774,270.157175
,,291.807325,270.1751
,,291.824925,270.229325
,,291.844675,270.255125
,,291.861875,270.2675
,,291.87795,270.32825
,,291.92235,270.356725
,,291.956175,270.413275
,,291.979325,270.430925
,,291.9931,270.44905
,,292.00415,270.455675
,,292.01025,270.5422
,,292.02555,270.549825
,,292.03475,270.566725
,,292.045475,270.58265
,,292.051875,270.633225
,,292.063475,270.658175
,,292.08325,270.700575
,,292.097525,270.7551
,,292.114125,270.82285
,,292.128225,270.8445
,,292.1512,270.930125
,,292.160975,270.965425
,,292.1826,271.004725
,,292.19265,271.01605
,,292.208575,271.05035
,,292.23785,271.065525
,,292.248625,271.079125
,,292.267175,271.0914
,,292.283275,271.115275
,,292.310975,271.1321
,,292.3247,271.1555
,,292.354,271.200775
,,292.3685,271.20925
,,292.391625,271.241675
,,292.41735,271.2797
,,292.436375,271.28775
,,292.461475,271.300625
,,292.484225,271.34775
,,292.499325,271.378275
,,292.52045,271.4196
,,292.55165,271.44955
,,292.574325,271.5094
,,292.588975,271.524075
,,292.623525,271.548975
,,292.64425,271.616225
,,292.66735,271.631175
,,292.692975,271.644875
,,292.709025,271.737575
,,292.73185,271.74815
,,292.752475,271.769925
,,292.77205,271.803125
,,292.78975,271.88945
,,292.8223,271.9017
,,292.8392,271.910725
,,292.910575,271.9222
,,292.9488,271.9467
,,292.983525,271.974175
,,293.0005,272.001775
,,293.044725,272.070575
,,293.06965,272.097225
,,293.081725,272.11215
,,293.099925,272.1411
,,293.111975,272.164975
,,293.134425,272.198925
,,293.165525,272.206675
,,293.223225,272.2358
,,293.258725,272.297175
,,293.29375,272.3352
,,293.307675,272.3492
,,293.3299,272.359875
,,293.359525,272.37085
,,293.369275,272.4017
,,293.418125,272.423125
,,293.450325,272.4283
,,293.467175,272.444175
