SPK_SPKC02a (no effect),SPK_SPKC08a (inhibited),SPK_SPKC09a (inhibited),SPK_SPKC13a (inhibited)
,,396.468275,375.2181
,,396.4985,375.287375
,,396.521175,375.368125
,,396.558925,375.37445
,,396.596625,375.436025
,,396.6224,375.45
,,396.659075,375.4814
,,396.6791,375.505325
,,396.7219,375.5139
,,396.75955,375.530175
,,396.7809,375.532475
,,396.836875,375.542675
,,396.882775,375.5915
,,396.939825,375.6579
,,396.972875,375.664725
,,397.0101,375.69835
,,397.0518,375.70935
,,397.0778,375.751225
,,397.12135,375.778475
,,397.14895,375.804225
,,397.176725,375.822425
,,397.2137,375.833925
,,397.24255,375.842425
,,397.26475,375.853725
,,397.281375,375.860675
,,397.3016,375.883575
,,397.320775,375.8933
,,397.336175,375.93855
,,397.338075,375.947575
,,397.38615,375.970675
,,397.412,376.000525
,,397.44275,376.0524
,,397.469875,376.069175
,,397.4805,376.146675
,,397.516325,376.255225
,,397.549375,376.26615
,,397.577325,376.337
,,397.5934,376.37325
,,397.61225,376.416475
,,397.636075,376.4522
,,397.6614,376.467475
,,397.6898,376.476825
,,397.715,376.550475
,,397.75555,376.583
,,397.799325,376.635175
,,397.8371,376.7093
,,397.86605,376.7255
,,397.908875,376.7902
,,397.9395,376.86995
,,397.9642,376.9163
,,398.001375,376.9353
,,398.025,376.944625
,,398.04425,376.96535
,,398.079725,376.984675
,,398.16995,376.99365
,,398.193875,377.094725
,,398.21225,377.1208
,,398.254775,377.172275
,,398.341725,377.1824
,,398.35945,377.1993
,,398.3818,377.227775
,,398.40605,377.261425
,,398.415725,377.2829
,,398.42435,377.3202
,,398.468775,377.348875
,,398.482575,377.387125
,,398.509575,377.4202
,,398.578375,377.441675
,,398.596075,377.45895
,,398.621775,377.47365
,,398.6239,377.483475
,,398.650225,377.49135
,,398.6872,377.5012
,,398.7043,377.52115
,,398.71915,377.5573
,,398.741725,377.578675
,,398.78485,377.6851
,,398.816525,377.702375
,,398.85705,377.739375
,,398.8923,377.80235
,,398.912475,377.814475
,,398.930275,377.834825
,,398.956775,377.869575
,,398.971825,377.8752
,,399.01275,377.927875
,,399.03335,377.940625
,,399.076975,377.94725
,,399.1377,377.954375
,,399.162,377.972475
,,399.194575,377.985975
,,399.2077,378.07715
,,399.22955,378.085525
,,399.2499,378.093175
,,399.27165,378.11015
,,399.29555,378.157675
,,399.31155,378.209525
,,399.33165,378.21365
,,399.3475,378.22875
,,399.40485,378.245575
,,399.4342,378.322575
,,399.455025,378.387825
,,399.4924,378.4089
,,399.5221,378.4223
,,399.56185,378.460875
,,399.598575,378.5021
,,399.646825,378.519525
,,399.7071,378.530375
,,399.797575,378.563975
,,399.822425,378.581875
,,399.872975,378.673925
,,399.91295,378.708225
,,399.94185,378.765725
,,399.9816,378.8327
,,400.0058,378.8622
,,400.027075,378.89135
,,400.070375,378.929225
,,400.097525,378.945725
,,400.134725,378.96395
,,400.159475,379.012825
,,400.18265,379.0689
,,400.198375,379.11545
,,400.235375,379.1267
,,400.281925,379.1325
,,400.363375,379.175025
,,400.38885,379.197925
,,400.425675,379.23785
,,400.467375,379.281475
,,400.5042,379.34435
,,400.51915,379.354525
,,400.56775,379.39875
,,400.630875,379.4299
,,400.64475,379.489775
,,400.670925,379.5331
,,400.80345,379.543725
,,400.837925,379.56155
,,400.855125,379.5702
,,400.89305,379.584875
,,400.934475,379.59655
,,401.02465,379.645525
,,401.081725,379.675525
,,401.1178,379.7087
,,401.143425,379.736225
,,401.173425,379.756825
,,401.184575,379.77225
,,401.212025,379.811025
,,401.26355,379.827175
,,401.315175,379.846325
,,401.339225,379.852225
,,401.38405,379.867675
,,401.416975,379.869225
,,401.438075,379.998575
,,401.47625,380.040975
,,401.501375,380.05785
,,401.526225,380.067425
,,401.56365,380.110525
,,401.584675,380.12685
,,401.6003,380.1299
,,401.63655,380.1894
,,401.662825,380.23025
,,401.6768,380.278825
,,401.6917,380.322575
,,401.712625,380.3363
,,401.733075,380.361325
,,401.7787,380.411275
,,401.808425,380.4169
,,401.86285,380.444825
,,401.937875,380.468525
,,401.974275,380.56185
,,401.98585,380.610025
,,402.001075,380.620125
,,402.025,380.6439
,,402.041875,380.649525
,,402.063025,380.6781
,,402.1012,380.7013
,,402.124575,380.75685
,,402.157075,380.80815
,,402.190175,380.8303
,,402.227675,380.870425
,,402.2552,380.88035
,,402.286925,380.89195
,,402.31415,380.9017
,,402.3333,380.910525
,,402.384225,380.9326
,,402.4084,381.012925
,,402.4321,381.0545
,,402.49605,381.10275
,,402.519275,381.14965
,,402.54305,381.1612
,,402.562875,381.17095
,,402.6006,381.17985
,,402.634675,381.33895
,,402.65245,381.366425
,,402.69215,381.38005
,,402.720325,381.437325
,,402.74715,381.533425
,,402.782375,381.546475
,,402.80305,381.65175
,,402.866975,381.745725
,,402.907925,381.759525
,,402.92585,381.770175
,,402.954125,381.7954
,,402.986,381.808975
,,403.00965,381.8221
,,403.05575,381.899275
,,403.098375,381.911225
,,403.117575,381.961875
,,403.146175,381.976575
,,403.199275,382.03815
,,403.21355,382.04795
,,403.230375,382.0546
,,403.24775,382.1143
,,403.26415,382.123
,,403.280125,382.134325
,,403.300375,382.148325
,,403.317675,382.166775
,,403.3512,382.175375
,,403.36735,382.325175
,,403.4464,382.423775
,,403.46075,382.4306
,,403.482475,382.505475
,,403.499775,382.564525
,,403.531025,382.606375
,,403.552125,382.701175
,,403.570475,382.7366
,,403.590425,382.822125
,,403.61555,382.8553
,,403.62995,382.8676
,,403.643,382.887275
,,403.686225,382.903625
,,403.70045,382.998975
,,403.7151,383.03495
,,403.74445,383.0477
,,403.770575,383.157525
,,403.7891,383.174625
,,403.8018,383.207675
,,403.8137,383.23745
,,403.83275,383.2747
,,403.85445,383.298975
,,403.885475,383.348075
,,403.9058,383.350975
,,403.922175,383.361875
,,403.933,383.37595
,,403.945475,383.38675
,,403.957425,383.485075
,,403.975275,383.5395
,,403.997225,383.547825
,,404.01095,383.560025
,,404.0225,383.5996
,,404.032125,383.652325
,,404.04085,383.660725
,,404.080125,383.68645
,,404.09205,383.76655
,,404.108275,383.809075
,,404.1192,383.830025
,,404.1354,383.86865
,,404.150625,383.9175
,,404.160675,383.959025
,,404.1634,383.981275
,,404.20335,383.998675
,,404.216875,384.00985
,,404.24075,384.0771
,,404.2543,384.138
,,404.271475,384.142325
,,404.292425,384.200675
,,404.355475,384.211625
,,404.394025,384.2207
,,404.408975,384.3308
,,404.419925,384.36935
,,404.43255,384.465525
,,404.46415,384.533775
,,404.482875,384.551775
,,404.501,384.55965
,,404.52715,384.575725
,,404.548575,384.61835
,,404.55955,384.657475
,,404.58505,384.66725
,,404.615275,384.675325
,,404.654875,384.778975
,,404.668275,384.797475
,,404.687425,384.8859
,,404.730375,384.90335
,,404.764725,384.950625
,,404.789175,384.966325
,,404.837575,384.98045
,,404.85975,384.9872
,,404.887825,385.05045
,,404.916825,385.12005
,,404.95045,385.167375
,,404.97455,385.19275
,,405.00055,385.2304
,,405.03155,385.233925
,,405.05545,385.2362
,,405.079825,385.243425
,,405.1158,385.263325
,,405.1234,385.2683
,,405.154675,385.3307
,,405.1859,385.35185
,,405.290875,385.451925
,,405.317425,385.486925
,,405.39065,385.496675
,,405.4249,385.518125
,,405.47325,385.601875
,,405.5219,385.656275
,,405.539325,385.727125
,,405.55915,385.766725
,,405.567275,385.776325
,,405.59745,385.781975
,,405.625025,385.7906
,,405.6453,385.801425
,,405.683625,385.877775
,,405.727775,385.895025
,,405.78615,385.9185
,,405.812725,385.9284
,,405.8529,385.9481
,,405.87295,385.9638
,,405.927825,385.972925
,,405.94925,386.003775
,,405.990675,386.030925
,,406.04,386.078875
,,406.06985,386.16295
,,406.103125,386.171375
,,406.124125,386.180525
,,406.16195,386.19035
,,406.222125,386.229225
,,406.255475,386.295075
,,406.290775,386.311
,,406.311875,386.31945
,,406.39945,386.32805
,,406.423,386.347725
,,406.47545,386.365275
,,406.494175,386.3965
,,406.521775,386.4045
,,406.545825,386.46015
,,406.56455,386.516725
,,406.588025,386.56405
,,406.606375,386.64025
,,406.652775,386.74935
,,406.69015,386.754325
,,406.76015,386.914675
,,406.8213,386.979925
,,406.8348,387.001825
,,406.857175,387.101075
,,406.884825,387.109225
,,406.929925,387.129
,,406.957425,387.1643
,,406.988425,387.170875
,,407.022525,387.191425
,,407.046,387.2276
,,407.068325,387.23775
,,407.1035,387.2688
,,407.118075,387.31405
,,407.152825,387.34585
,,407.1693,387.385025
,,407.2124,387.43415
,,407.255875,387.491625
,,407.31425,387.501
,,407.34005,387.517625
,,407.3644,387.528325
,,407.38185,387.5502
,,407.403475,387.62585
,,407.426625,387.680775
,,407.4598,387.689175
,,407.4798,387.701025
,,407.501325,387.7468
,,407.53475,387.7632
,,407.5948,387.77065
,,407.615825,387.8005
,,407.637575,387.80685
,,407.66835,387.8265
,,407.7436,387.86285
,,407.78695,387.899675
,,407.819375,387.910375
,,407.847725,387.97145
,,407.86735,388.03395
,,407.8854,388.09095
,,407.90335,388.109925
,,407.9248,388.1154
,,407.944675,388.217125
,,407.9664,388.253625
,,407.98265,388.28705
,,407.9964,388.37745
,,408.0217,388.401125
,,408.0361,388.43345
,,408.049175,388.4501
,,408.06455,388.4666
,,408.07695,388.545025
,,408.0865,388.617025
,,408.099675,388.62545
,,408.106325,388.6762
,,408.119475,388.72075
,,408.130175,388.7726
,,408.14075,388.8104
,,408.151075,388.8293
,,408.165575,388.912875
,,408.171975,388.920175
,,408.1862,388.948575
,,408.201825,388.95685
,,408.235275,388.969225
,,408.25785,389.00365
,,408.2681,389.016925
,,408.279225,389.05605
,,408.2887,389.065075
,,408.2994,389.089375
,,408.31355,389.127
,,408.32805,389.142075
,,408.341525,389.320175
,,408.353375,389.333675
,,408.361625,389.35215
,,408.377325,389.363075
,,408.384975,389.523325
,,408.4044,389.533625
,,408.42045,389.5939
,,408.43185,389.634575
,,408.466225,389.64735
,,408.47505,389.679125
,,408.491925,389.73325
,,408.509825,389.803425
,,408.524775,389.843275
,,408.53955,389.8823
,,408.5682,389.92845
,,408.5787,389.946675
,,408.5903,389.97355
,,408.6123,390.0105
,,408.6286,390.041525
,,408.6459,390.0647
,,408.66725,390.0765
,,408.76065,390.114825
,,408.783775,390.166875
,,408.811075,390.182725
,,408.8125,390.1979
,,408.827625,390.204975
,,408.850475,390.2168
,,408.881725,390.226
,,408.91145,390.2835
,,408.944125,390.293075
,,408.96275,390.30105
,,409.01395,390.342925
,,409.052525,390.361625
,,409.086325,390.41165
,,409.131025,390.435525
,,409.16735,390.443375
,,409.189275,390.45115
,,409.227625,390.5047
,,409.266175,390.54275
,,409.302025,390.56715
,,409.32145,390.583125
,,409.361675,390.6538
,,409.377675,390.667
,,409.414925,390.67585
,,409.457575,390.738825
,,409.549675,390.775325
,,409.606175,390.795075
,,409.627075,390.82615
,,409.641125,390.8933
,,409.67725,390.90325
,,409.774025,390.911275
,,409.817525,390.933975
,,409.854125,390.940875
,,409.866675,391.02615
,,409.897725,391.032325
,,409.96465,391.056775
,,409.985875,391.132975
,,410.004375,391.14015
,,410.039275,391.173125
,,410.064625,391.1816
,,410.097075,391.184125
,,410.184875,391.207325
,,410.2219,391.268725
,,410.2575,391.32085
,,410.29145,391.344075
,,410.4024,391.3912
,,410.462075,391.40635
,,410.513575,391.4684
,,410.55575,391.479375
,,410.57675,391.63205
,,410.61565,391.637325
,,410.63565,391.657275
,,410.668575,391.6626
,,410.69035,391.679025
,,410.7187,391.7093
,,410.7458,391.71715
,,410.77445,391.724175
,,410.7995,391.741575
,,410.855825,391.779525
,,410.884425,391.78735
,,410.933175,391.799925
,,410.96875,391.8075
,,410.998725,391.812175
,,411.02575,391.8444
,,411.0471,391.8569
,,411.069425,391.87725
,,411.08675,391.885825
,,411.115175,391.963425
,,411.132875,391.99715
,,411.1491,392.002825
,,411.17505,392.073525
,,411.196325,392.08035
,,411.25295,392.10215
,,411.2881,392.125125
,,411.3129,392.19385
,,411.33345,392.319775
,,411.354025,392.35745
,,411.37065,392.3679
,,411.390425,392.3778
,,411.417175,392.3922
,,411.440475,392.399525
,,411.45445,392.421275
,,411.467375,392.4279
,,411.484925,392.445925
,,411.50135,392.45275
,,411.52705,392.477225
,,411.565725,392.482525
,,411.585525,392.49995
,,411.605325,392.533075
,,411.612675,392.587075
,,411.63055,392.664625
,,411.650225,392.7011
,,411.664675,392.715325
,,411.680875,392.7651
,,411.700125,392.984775
,,411.712675,393.001425
,,411.72925,393.022225
,,411.766975,393.0907
,,411.79515,393.10905
,,411.83045,393.12125
,,411.8647,393.169
,,411.88435,393.187675
,,411.916975,393.19765
,,411.9481,393.2364
,,411.957225,393.279825
,,411.9686,393.292975
,,411.98175,393.326125
,,411.9943,393.3466
,,412.012475,393.46795
,,412.0258,393.482175
,,412.038475,393.5107
,,412.04965,393.5223
,,412.074125,393.57145
,,412.085075,393.5859
,,412.10035,393.5972
,,412.111775,393.613125
,,412.124,393.623
,,412.138525,393.6378
,,412.1465,393.650275
,,412.15765,393.752125
,,412.16735,393.778325
,,412.177775,393.789225
,,412.1887,393.8014
,,412.19325,393.829725
,,412.199075,393.841625
,,412.2101,393.85815
,,412.222425,393.873225
,,412.235575,393.885375
,,412.247625,393.916525
,,412.262075,393.992675
,,412.2689,394.042475
,,412.289125,394.086275
,,412.312475,394.115925
,,412.328325,394.132625
,,412.34255,394.147875
,,412.3585,394.1595
,,412.378275,394.17885
,,412.394975,394.1851
,,412.41445,394.2002
,,412.4351,394.208925
,,412.48765,394.22365
,,412.504275,394.27315
,,412.521225,394.288825
,,412.53125,394.29595
,,412.544075,394.309475
,,412.55875,394.318175
,,412.570875,394.327075
,,412.5889,394.3645
,,412.65265,394.374175
,,412.6763,394.376025
,,412.6912,394.38785
,,412.70735,394.42995
,,412.728525,394.460975
,,412.74705,394.474
,,412.7689,394.485625
,,412.803775,394.510475
,,412.81465,394.525675
,,412.852325,394.6216
,,412.944775,394.631
,,412.969725,394.64135
,,412.984875,394.676275
,,413.01135,394.701
,,413.044675,394.70865
,,413.0966,394.731875
,,413.136625,394.8118
,,413.172725,394.81885
,,413.214175,394.839
,,413.2624,394.882225
,,413.2943,394.98815
,,413.3121,395.04785
,,413.3454,395.078825
,,413.3696,395.178475
,,413.41455,395.192925
,,413.4454,395.27745
,,413.464675,395.299675
,,413.476,395.32195
,,413.49225,395.3503
,,413.525025,395.408875
,,413.568275,395.442475
,,413.698475,395.48295
,,413.7484,395.547275
,,413.79505,395.5533
,,413.821725,395.6005
,,413.84135,395.615725
,,413.943325,395.62595
,,413.978425,395.6888
,,414.031825,395.7273
,,414.07,395.73455
,,414.11935,395.789325
,,414.1481,395.8319
,,414.19675,395.835475
,,414.279175,395.84535
,,414.308375,395.85945
,,414.332275,395.8777
,,414.3652,395.9272
,,414.429675,395.9892
,,414.470325,395.9926
,,414.505875,395.998975
,,414.5349,396.018475
,,414.5679,396.034325
,,414.592075,396.041575
,,414.666275,396.114975
,,414.7094,396.1304
,,414.767075,396.17465
,,414.780125,396.193175
,,414.804175,396.235425
,,414.869175,396.25615
,,414.958625,396.263625
,,415.004525,396.271575
,,415.015025,396.28345
,,415.0302,396.285075
,,415.046075,396.356875
,,415.072125,396.382825
,,415.15315,396.394375
,,415.17515,396.450925
,,415.196,396.48055
,,415.228725,396.4925
,,415.254075,396.4992
,,415.286175,396.559025
,,415.340325,396.57445
,,415.397775,396.5869
,,415.45955,396.593475
,,415.521725,396.6705
,,415.588925,396.6889
,,415.62575,396.709575
,,415.73595,396.731525
,,415.76165,396.749825
,,415.7997,396.817725
,,415.83055,396.844325
,,415.843875,396.848225
,,415.862425,396.91385
,,415.915325,396.9317
,,415.9525,396.98535
,,416.0197,397.056075
,,416.043325,397.0623
,,416.0687,397.081325
,,416.0898,397.11575
,,416.11755,397.245
,,416.1319,397.273125
,,416.198,397.3076
,,416.2271,397.349575
,,416.246875,397.420125
,,416.2734,397.461
,,416.29965,397.49255
,,416.3668,397.502575
,,416.3808,397.5102
,,416.445,397.523425
,,416.474275,397.5562
,,416.519025,397.564625
,,416.5424,397.571725
,,416.5744,397.584825
,,416.6148,397.609475
,,416.63285,397.6173
,,416.67285,397.715125
,,416.691775,397.756125
,,416.702375,397.7714
,,416.764275,397.7979
,,416.801525,397.815125
,,416.838825,397.82115
,,416.897,397.8555
,,416.94775,397.884975
,,416.99255,397.9062
,,417.007525,397.914775
,,417.0389,397.958825
,,417.066425,397.97385
,,417.087025,398.06525
,,417.118175,398.122575
,,417.166675,398.152275
,,417.191575,398.1736
,,417.243375,398.186975
,,417.331175,398.228225
,,417.36275,398.266775
,,417.39455,398.296075
,,417.4348,398.43635
,,417.45625,398.51435
,,417.492325,398.641325
,,417.525425,398.65275
,,417.568125,398.670125
,,417.6054,398.6881
,,417.628125,398.7534
,,417.674925,398.768075
,,417.751425,398.776825
,,417.793225,398.825425
,,417.8248,398.8354
,,417.837275,398.850825
,,417.8546,398.927125
,,417.88395,398.93795
,,417.937975,399.01025
,,418.009475,399.08645
,,418.03955,399.10025
,,418.0632,399.1147
,,418.11115,399.1229
,,418.140225,399.13935
,,418.162025,399.1471
,,418.2277,399.18065
,,418.2617,399.205575
,,418.31285,399.22575
,,418.3475,399.292025
,,418.356325,399.30205
,,418.397675,399.3204
,,418.43865,399.349925
,,418.5036,399.35315
,,418.5354,399.47805
,,418.5637,399.4973
,,418.59175,399.577175
,,418.6375,399.5985
,,418.661975,399.60795
,,418.683025,399.631775
,,418.7026,399.657775
,,418.7368,399.671475
,,418.7694,399.6921
,,418.9008,399.7574
,,418.9231,399.836125
,,418.943725,399.872475
,,418.9609,399.880875
,,418.982475,399.915225
,,419.002375,399.959475
,,419.01575,400.064175
,,419.0337,400.0808
,,419.04405,400.1213
,,419.056925,400.2016
,,419.07715,400.2133
,,419.101025,400.236425
,,419.127675,400.254125
,,419.1636,400.343025
,,419.195225,400.399275
,,419.23435,400.412125
,,419.27725,400.42995
,,419.314025,400.4477
,,419.31855,400.45875
,,419.35675,400.4892
,,419.386725,400.512675
,,419.432625,400.6089
,,419.456475,400.628825
,,419.530775,400.6793
,,419.5526,400.6888
,,419.596425,400.758525
,,419.616125,400.852075
,,419.6889,400.8938
,,419.7178,400.9024
,,419.771625,401.012275
,,419.816125,401.0202
,,419.84525,401.02885
,,419.874075,401.05685
,,419.95635,401.089
,,420.019475,401.099575
,,420.078925,401.110775
,,420.10545,401.116025
,,420.130375,401.14485
,,420.17355,401.192475
,,420.21635,401.25185
,,420.377075,401.26315
,,420.3989,401.28215
,,420.4343,401.303325
,,420.465525,401.332025
,,420.479375,401.339725
,,420.501375,401.3834
,,420.530325,401.446325
,,420.55875,401.4817
,,420.586675,401.49215
,,420.6167,401.499025
,,420.6648,401.530725
,,420.713125,401.59015
,,420.7179,401.5975
,,420.7386,401.6099
,,420.7724,401.6337
,,420.804,401.683075
,,420.816875,401.729125
,,420.819925,401.7455
,,420.833375,401.759125
,,420.8606,401.765475
,,420.906875,401.789825
,,420.935225,401.8431
,,420.96585,401.905725
,,421.03725,401.914325
,,421.10465,401.99625
,,421.134475,402.005725
,,421.173025,402.021075
,,421.209625,402.1101
,,421.225275,402.1266
,,421.2558,402.210325
,,421.273975,402.223225
,,421.312175,402.233275
,,421.338775,402.308575
,,421.361325,402.3236
,,421.391525,402.331375
,,421.4167,402.35205
,,421.465075,402.3754
,,421.485525,402.43895
,,421.5354,402.4641
,,421.56125,402.492075
,,421.598275,402.50185
,,421.6284,402.522075
,,421.667275,402.56635
,,421.689775,402.610475
,,421.7061,402.615525
,,421.72985,402.618025
,,421.747825,402.635075
,,421.7528,402.648725
,,421.7691,402.656275
,,421.788225,402.673525
,,421.804975,402.728625
,,421.8248,402.7501
,,421.842875,402.788925
,,421.877925,402.810075
,,421.93215,402.820875
,,421.9691,402.846175
,,422.0073,402.8571
,,422.028075,402.88265
,,422.044575,402.8953
,,422.0679,402.9713
,,422.098325,402.996
,,422.113775,403.04145
,,422.13355,403.04765
,,422.15815,403.0553
,,422.18685,403.0588
,,422.206675,403.0687
,,422.24005,403.12345
,,422.316775,403.131875
,,422.34305,403.1388
,,422.364175,403.168525
,,422.39855,403.205625
,,422.438275,403.220175
,,422.465575,403.232375
,,422.47775,403.25085
,,422.50765,403.2915
,,422.527875,403.321
,,422.564975,403.382325
,,422.5801,403.40755
,,422.662975,403.4307
,,422.708,403.4532
,,422.741625,403.4706
,,422.7619,403.480125
,,422.7958,403.495375
,,422.826075,403.499725
,,422.8455,403.5123
,,422.86655,403.514875
,,422.898025,403.52385
,,422.93365,403.55205
,,422.9633,403.5831
,,423.0181,403.602475
,,423.07335,403.613375
,,423.092675,403.64555
,,423.140975,403.684725
,,423.186825,403.69765
,,423.21275,403.7418
,,423.2449,403.746975
,,423.289325,403.772525
,,423.339425,403.7895
,,423.379525,403.80285
,,423.406175,403.807125
,,423.43465,403.825275
,,423.480475,403.8313
,,423.5497,403.841575
,,423.588725,403.887075
,,423.67615,403.9117
,,423.762325,403.921725
,,423.82795,403.937825
,,423.8457,404.040275
,,423.868475,404.0664
,,423.8851,404.0961
,,423.9343,404.111725
,,424.07245,404.133175
,,424.13215,404.144175
,,424.16785,404.1627
,,424.2072,404.205375
,,424.234425,404.220875
,,424.26205,404.2317
,,424.28295,404.2717
,,424.29265,404.301525
,,424.3234,404.3595
,,424.38195,404.449975
,,424.457325,404.4804
,,424.5125,404.4911
,,424.5526,404.54425
,,424.57145,404.60905
,,424.621125,404.660425
,,424.6674,404.677475
,,424.7075,404.688675
,,424.7919,404.697275
,,424.82265,404.769225
,,424.851575,404.7964
,,424.874,404.81565
,,424.894725,404.8487
,,424.9304,404.9453
,,424.977825,405.00525
,,424.9944,405.0534
,,425.059325,405.0669
,,425.098275,405.152775
,,425.122025,405.1964
,,425.15015,405.28235
,,425.178,405.300775
,,425.2178,405.333625
,,425.271825,405.414575
,,425.3243,405.4235
,,425.360925,405.435675
,,425.3793,405.4438
,,425.40595,405.45085
,,425.4316,405.45705
,,425.468575,405.4692
,,425.484775,405.492075
,,425.517975,405.501525
,,425.548725,405.55885
,,425.6118,405.607775
,,425.6575,405.6538
,,425.758425,405.700425
,,425.8496,405.764475
,,425.879725,405.784475
,,425.8941,405.85315
,,425.917275,405.8874
,,425.96435,405.91105
,,426.0026,405.937425
,,426.087075,406.000725
,,426.1298,406.11545
,,426.1566,406.172925
,,426.20085,406.27465
,,426.22945,406.30905
,,426.26615,406.337425
,,426.32695,406.3988
,,426.380175,406.41495
,,426.4259,406.452625
,,426.45085,406.45995
,,426.4878,406.47035
,,426.504925,406.488975
,,426.562125,406.6379
,,426.5894,406.645125
,,426.61725,406.6747
,,426.666,406.690675
,,426.685825,406.720425
,,426.706375,406.868725
,,426.7237,406.945075
,,426.7536,406.9951
,,426.78065,407.03705
,,426.802725,407.1164
,,426.823475,407.124675
,,426.844675,407.174175
,,426.87935,407.18355
,,426.892225,407.216875
,,426.91895,407.239275
,,426.9822,407.2692
,,427.00955,407.280775
,,427.02195,407.2906
,,427.059825,407.369775
,,427.086575,407.38715
,,427.115275,407.429425
,,427.1586,407.467
,,427.195575,407.476225
,,427.227725,407.54705
,,427.25815,407.61625
,,427.313075,407.6306
,,427.354675,407.6525
,,427.3745,407.680375
,,427.392725,407.7029
,,427.4217,407.80525
,,427.45625,407.870025
,,427.47405,407.914925
,,427.49565,407.959225
,,427.578575,407.9976
,,427.59615,408.0133
,,427.61625,408.046825
,,427.649375,408.07095
,,427.665475,408.0772
,,427.6942,408.085175
,,427.716075,408.106575
,,427.73255,408.198
,,427.7462,408.214875
,,427.764675,408.245925
,,427.780575,408.2584
,,427.81555,408.292625
,,427.829975,408.3061
,,427.846175,408.3282
,,427.8652,408.374025
,,427.883175,408.452075
,,427.899825,408.535225
,,427.935875,408.54585
,,427.964825,408.620125
,,427.975175,408.62645
,,428.0004,408.672825
,,428.02065,408.683
,,428.0535,408.73185
,,428.088,408.7697
,,428.1468,408.799375
,,428.1698,408.865425
,,428.18385,408.923525
,,428.198775,408.951525
,,428.206025,409.00265
,,428.2245,409.033575
,,428.230175,409.1022
,,428.24425,409.11475
,,428.265875,409.1224
,,428.299125,409.125375
,,428.32615,409.18305
,,428.369725,409.1984
,,428.383825,409.237225
,,428.431875,409.24635
,,428.44365,409.27025
,,428.496925,409.29825
,,428.525775,409.29975
,,428.545075,409.366625
,,428.5559,409.372275
,,428.573325,409.379375
,,428.59685,409.4045
,,428.642125,409.425825
,,428.6674,409.552825
,,428.737275,409.564
,,428.79435,409.5822
,,428.811625,409.59245
,,428.84385,409.6221
,,428.87565,409.7248
,,428.8901,409.735525
,,428.9235,409.7846
,,428.9437,409.860125
,,428.957275,409.864975
,,428.970875,409.870875
,,428.99735,409.964975
,,429.0206,409.99235
,,429.0535,410.025575
,,429.078175,410.0392
,,429.095575,410.054025
,,429.15725,410.081325
,,429.1851,410.103625
,,429.2177,410.117125
,,429.24545,410.133525
,,429.259275,410.14545
,,429.2781,410.153825
,,429.292275,410.176025
,,429.3075,410.238075
,,429.3337,410.2759
,,429.3553,410.303825
,,429.4318,410.334075
,,429.488325,410.359475
,,429.52665,410.380375
,,429.5637,410.448975
,,429.592625,410.477025
,,429.7001,410.516325
,,429.7846,410.54965
,,429.80295,410.5613
,,429.8272,410.56855
,,429.917775,410.591225
,,429.970125,410.6071
,,430.0503,410.618375
,,430.06795,410.664025
,,430.08495,410.71345
,,430.11705,410.7317
,,430.130425,410.759575
,,430.173225,410.7614
,,430.2157,410.791225
,,430.25125,410.826525
,,430.271925,410.83565
,,430.3138,410.85155
,,430.366125,410.9423
,,430.401025,410.9493
,,430.473375,410.97045
,,430.51355,410.995175
,,430.5294,411.059925
,,430.554925,411.0881
,,430.57795,411.15475
,,430.602775,411.17435
,,430.65245,411.186875
,,430.68225,411.194125
,,430.716225,411.2457
,,430.7496,411.24715
,,430.810525,411.290425
,,430.846275,411.313875
,,430.86345,411.3709
,,430.882,411.428025
,,430.91905,411.4857
,,430.937275,411.5009
,,430.97085,411.592475
,,431.0129,411.620675
,,431.066475,411.627925
,,431.09905,411.694925
,,431.1254,411.70245
,,431.143525,411.70955
,,431.168775,411.716225
,,431.2592,411.746525
,,431.2875,411.85435
,,431.314075,411.87575
,,431.363825,411.8821
,,431.3926,411.8973
,,431.4247,411.937475
,,431.4562,411.9604
,,431.495625,411.98105
,,431.52005,412.000975
,,431.580725,412.02895
,,431.62715,412.066875
,,431.654425,412.0774
,,431.7064,412.09615
,,431.855725,412.113325
,,431.88225,412.1314
,,431.907575,412.139675
,,431.927925,412.1409
,,431.963025,412.15185
,,431.9881,412.20275
,,432.02085,412.213775
,,432.05915,412.2223
,,432.081275,412.255875
,,432.10675,412.267125
,,432.115875,412.27545
,,432.137075,412.3661
,,432.15965,412.441175
,,432.187475,412.4732
,,432.19915,412.485575
,,432.22135,412.494525
,,432.235325,412.52105
,,432.2601,412.536375
,,432.27595,412.60935
,,432.2957,412.639175
,,432.31905,412.6684
,,432.35045,412.70225
,,432.4075,412.726575
,,432.4269,412.76365
,,432.46,412.787975
,,432.480325,412.807825
,,432.504775,412.839025
,,432.518575,412.8728
,,432.53395,412.8912
,,432.5811,412.9304
,,432.595125,412.97875
,,432.630625,412.984425
,,432.65365,413.039
,,432.672275,413.053225
,,432.6952,413.10565
,,432.7202,413.1132
,,432.763775,413.24335
,,432.780325,413.2936
,,432.798025,413.4453
,,432.821675,413.4777
,,432.8358,413.488375
,,432.856675,413.50945
,,432.889875,413.56345
,,432.90465,413.596475
,,432.9188,413.60475
,,432.9438,413.62155
,,432.956975,413.633175
,,432.975075,413.71185
,,433.00125,413.7717
,,433.0167,413.846725
,,433.0476,413.87185
,,433.065925,413.89
