SPK_SPKC02a (inhi),SPK_SPKC09a (no opto-tagging),SPK_SPKC10a (no opto-tagging)
,,125.368125
,,125.393775
,,125.41335
,,125.489
,,125.619525
,,125.639775
,,125.67895
,,125.7292
,,125.759875
,,125.790025
,,125.849275
,,125.8694
,,125.882225
,,125.8986
,,125.9181
,,125.9724
,,126.014125
,,126.0284
,,126.0503
,,126.066825
,,126.1095
,,126.14875
,,126.21305
,,126.22305
,,126.266275
,,126.290325
,,126.3565
,,126.386375
,,126.406175
,,126.430375
,,126.44395
,,126.49315
,,126.533025
,,126.6156
,,126.685325
,,126.734625
,,126.759125
,,126.796825
,,126.838625
,,126.85945
,,126.88785
,,126.9259
,,126.95245
,,126.9801
,,127.052675
,,127.080125
,,127.09585
,,127.12325
,,127.1494
,,127.215875
,,127.24015
,,127.304975
,,127.37275
,,127.43485
,,127.474175
,,127.493025
,,127.5117
,,127.527475
,,127.556325
,,127.57825
,,127.64045
,,127.678
,,127.7053
,,127.73925
,,127.7909
,,127.81155
,,127.847725
,,127.863075
,,127.913575
,,127.950375
,,128.018125
,,128.056425
,,128.078125
,,128.124725
,,128.15965
,,128.194475
,,128.2161
,,128.24255
,,128.27015
,,128.28485
,,128.331275
,,128.35285
,,128.3757
,,128.389575
,,128.415475
,,128.4415
,,128.467775
,,128.479175
,,128.4909
,,128.52335
,,128.553
,,128.5715
,,128.5865
,,128.59805
,,128.639275
,,128.663675
,,128.7966
,,128.814725
,,128.85045
,,128.868825
,,128.8791
,,128.9135
,,128.9618
,,128.9802
,,129.003675
,,129.01835
,,129.0452
,,129.066
,,129.097475
,,129.137725
,,129.157525
,,129.1842
,,129.199025
,,129.2143
,,129.24515
,,129.267275
,,129.28615
,,129.29765
,,129.3027
,,129.3092
,,129.317075
,,129.334125
,,129.35305
,,129.38785
,,129.416925
,,129.433
,,129.4455
,,129.4618
,,129.467725
,,129.501725
,,129.517575
,,129.5412
,,129.577725
,,129.59255
,,129.6207
,,129.64105
,,129.653825
,,129.6676
,,129.689275
,,129.714875
,,129.799375
,,129.834475
,,129.8502
,,129.911725
,,129.919
,,129.93335
,,129.956725
,,130.000925
,,130.04585
,,130.071425
,,130.103075
,,130.140125
,,130.162
,,130.198
,,130.226025
,,130.246375
,,130.266575
,,130.289675
,,130.311725
,,130.34515
,,130.373525
,,130.440875
,,130.457925
,,130.516075
,,130.5766
,,130.6576
,,130.915625
,,130.968425
,,130.996275
,,131.0164
,,131.03295
,,131.048125
,,131.13285
,,131.17925
,,131.216875
,,131.25165
,,131.2816
,,131.325675
,,131.340875
,,131.406975
,,131.4309
,,131.46135
,,131.487875
,,131.49325
,,131.52625
,,131.548125
,,131.582675
,,131.6049
,,131.645575
,,131.66555
,,131.683475
,,131.695725
,,131.710075
,,131.72455
,,131.7385
,,131.7548
,,131.794425
,,131.90395
,,131.943675
,,132.064525
,,132.131125
,,132.1637
,,132.206275
,,132.241375
,,132.252575
,,132.275375
,,132.3298
,,132.349225
,,132.36725
,,132.37685
,,132.395675
,,132.435375
,,132.490875
,,132.549875
,,132.586025
,,132.6079
,,132.680375
,,132.71225
,,132.9376
,,132.966675
,,132.986875
,,133.02895
,,133.044475
,,133.0596
,,133.087775
,,133.16325
,,133.194725
,,133.23645
,,133.305075
,,133.3225
,,133.35275
,,133.373875
,,133.396275
,,133.398075
,,133.45405
,,133.461375
,,133.504425
,,133.54405
,,133.5828
,,133.613375
,,133.6338
,,133.674825
,,133.74245
,,133.78665
,,133.800525
,,133.854475
,,133.880475
,,133.92925
,,133.95145
,,133.9795
,,134.012575
,,134.033025
,,134.073125
,,134.084875
,,134.1487
,,134.180575
,,134.20655
,,134.27845
,,134.290225
,,134.337175
,,134.36355
,,134.384325
,,134.431175
,,134.489725
,,134.570875
,,134.60205
,,134.631825
,,134.66025
,,134.685225
,,134.716875
,,134.7748
,,134.8129
,,134.8786
,,134.8956
,,134.926275
,,134.951025
,,134.984075
,,134.99535
,,135.027075
,,135.0522
,,135.072175
,,135.091525
,,135.1319
,,135.175625
,,135.28955
,,135.375425
,,135.401275
,,135.4547
,,135.507275
,,135.53055
,,135.57135
,,135.614
,,135.642
,,135.68705
,,135.730475
,,135.780225
,,135.914175
,,135.95805
,,135.966925
,,135.99065
,,136.04795
,,136.086975
,,136.147075
,,136.1629
,,136.2227
,,136.25085
,,136.534325
,,136.5878
,,136.6339
,,136.65255
,,136.683475
,,136.701625
,,136.71905
,,136.735225
,,136.756175
,,136.778725
,,136.797475
,,136.843925
,,136.88125
,,136.9018
,,136.928625
,,136.96385
,,136.988125
,,137.0281
,,137.0631
,,137.09595
,,137.114425
,,137.139325
,,137.16395
,,137.1844
,,137.2037
,,137.2188
,,137.24275
,,137.25925
,,137.282475
,,137.310725
,,137.373825
,,137.391225
,,137.4081
,,137.431575
,,137.44515
,,137.464875
,,137.49205
,,137.5705
,,137.72815
,,137.757425
,,137.7891
,,137.8077
,,137.83545
,,137.862575
,,137.9199
,,137.924575
,,138.02465
,,138.026475
,,138.247275
,,138.365375
,,138.420975
,,138.475625
,,138.669025
,,138.709875
,,138.754175
,,138.95255
,,138.977
,,139.23995
,,139.376725
,,139.388875
,,139.4403
,,139.555525
,,139.60245
,,139.662
,,139.760475
,,139.92825
,,139.969975
,,139.991925
,,140.020875
,,140.08545
,,140.126675
,,140.158075
,,140.1868
,,140.432225
,,140.47155
,,140.5086
,,140.565775
,,140.80775
,,140.9053
,,140.962225
,,141.062725
,,141.0968
,,141.186025
,,141.22975
,,141.2542
,,141.288625
,,141.3159
,,141.341675
,,141.3611
,,141.397475
,,141.60375
,,141.618375
,,141.642025
,,141.6699
,,141.685375
,,141.70635
,,141.728225
,,141.7535
,,141.771875
,,141.820475
,,141.9097
,,141.9322
,,141.94415
,,141.96705
,,141.991275
,,142.007325
,,142.01795
,,142.034775
,,142.0664
,,142.087275
,,142.097
,,142.1176
,,142.16335
,,142.1951
,,142.24
,,142.301875
,,142.366975
,,142.40815
,,142.4433
,,142.510725
,,142.55015
,,142.624725
,,142.64065
,,142.701625
,,142.73115
,,142.768225
,,142.872625
,,142.931075
,,143.18415
,,143.26165
,,143.454075
,,143.759425
,,143.7967
,,143.8255
,,143.87475
,,143.9014
,,143.9569
,,143.996
,,144.0862
,,144.101725
,,144.1123
,,144.16215
,,144.185175
,,144.22985
,,144.27405
,,144.334125
,,144.3572
,,144.47175
,,144.547525
,,144.572875
,,144.60115
,,144.661225
,,144.6878
,,144.7621
,,144.7888
,,144.822475
,,144.943125
,,144.98005
,,145.0057
,,145.0457
,,145.08385
,,145.154225
,,145.183825
,,145.363675
,,145.4045
,,145.434775
,,145.49545
,,145.531775
,,145.638075
,,145.6835
,,145.725725
,,145.75305
,,145.767875
,,145.796
,,145.822575
,,145.845475
,,145.865125
,,145.87705
,,145.8915
,,145.9158
,,145.94235
,,146.177725
,,146.183475
,,146.2212
,,146.258075
,,146.4252
,,146.5058
,,146.616775
,,146.648075
,,146.701275
,,146.7968
,,146.873025
,,146.9062
,,146.944025
,,146.9787
,,147.01115
,,147.046675
,,147.085975
,,147.120375
,,147.156675
,,147.177175
,,147.237125
,,147.27615
,,147.309375
,,147.398225
,,147.4747
,,147.5763
,,148.044825
,,148.1308
,,148.3553
,,148.371275
,,148.44785
,,148.579975
,,148.605975
,,148.64215
,,148.645075
,,148.70695
,,148.735975
,,148.751275
,,148.78145
,,148.7986
,,148.8219
,,148.92095
,,148.94635
,,149.0143
,,149.0598
,,149.0949
,,149.123025
,,149.1555
,,149.205575
,,149.29275
,,149.352625
,,149.39205
,,149.4165
,,149.437575
,,149.456575
,,149.5069
,,149.52395
,,149.546875
,,149.5812
,,149.611675
,,149.6671
,,149.73605
,,149.74655
,,149.847575
,,149.899375
,,149.9418
,,149.985675
,,150.0316
,,150.07665
,,150.09595
,,150.117625
,,150.218675
,,150.244375
,,150.273825
,,150.3107
,,150.392975
,,150.449525
,,150.4746
,,150.4942
,,150.53455
,,150.5548
,,150.57155
,,150.59315
,,150.6205
,,150.642275
,,150.670225
,,150.69025
,,150.70645
,,150.7285
,,150.744575
,,150.77075
,,150.817025
,,150.85105
,,150.852375
,,150.889275
,,150.905225
,,151.070825
,,151.094775
,,151.11225
,,151.138825
,,151.1613
,,151.208225
,,151.250275
,,151.286925
,,151.367075
,,151.39415
,,151.421925
,,151.4312
,,151.45025
,,151.4653
,,151.483075
,,151.5033
,,151.52295
,,151.5346
,,151.5597
,,151.580925
,,151.601775
,,151.6203
,,151.6517
,,151.683075
,,151.71425
,,151.758
,,151.78315
,,151.803325
,,151.819725
,,151.854425
,,151.875425
,,151.900375
,,151.9158
,,151.939775
,,151.9745
,,151.988775
,,152.025575
,,152.05565
,,152.080275
,,152.09755
,,152.125
,,152.156175
,,152.18885
,,152.217425
,,152.2261
,,152.25595
,,152.272825
,,152.287175
,,152.3093
,,152.3288
,,152.3469
,,152.3756
,,152.4259
,,152.4615
,,152.539275
,,152.56755
,,152.581275
,,152.606075
,,152.6714
,,152.7114
,,152.738925
,,152.76215
,,152.987975
,,153.067875
,,153.394525
,,153.434975
,,153.5303
,,153.564475
,,153.6709
,,153.699775
,,153.736425
,,153.7788
,,153.8291
,,153.8619
,,153.93915
,,153.966925
,,154.0045
,,154.050825
,,154.08465
,,154.117975
,,154.1398
,,154.18075
,,154.247475
,,154.27055
,,154.280375
,,154.307125
,,154.35855
,,154.4056
,,154.428225
,,154.447175
,,154.51345
,,154.522525
,,154.555425
,,154.586775
,,154.603
,,154.623825
,,154.639425
,,154.669225
,,154.702675
,,154.72145
,,154.7651
,,154.788075
,,154.812825
,,154.833575
,,154.877575
,,154.90695
,,154.944375
,,154.95435
,,155.009975
,,155.0468
,,155.067425
,,155.085775
,,155.126625
,,155.16905
,,155.19675
,,155.248725
,,155.2769
,,155.2837
,,155.311725
,,155.321175
,,155.334475
,,155.356675
,,155.39105
,,155.411
,,155.435175
,,155.4625
,,155.5028
,,155.560375
,,155.673075
,,155.72725
,,155.748375
,,155.774725
,,155.823275
,,155.84985
,,155.903475
,,156.117425
,,156.175325
,,156.221725
,,156.2692
,,156.2734
,,156.367375
,,156.413925
,,156.439675
,,156.463275
,,156.48795
,,156.5007
,,156.5192
,,156.5403
,,156.58025
,,156.59545
,,156.613225
,,156.62965
,,156.65475
,,156.685775
,,156.720025
,,156.7459
,,156.781725
,,156.81135
,,156.837
,,156.8662
,,156.906125
,,156.924975
,,156.98635
,,157.0948
,,157.178275
,,157.200975
,,157.226825
,,157.2569
,,157.302625
,,157.331575
,,157.431575
,,157.523025
,,157.61515
,,157.6288
,,157.6676
,,157.7173
,,157.751425
,,157.7985
,,157.82365
,,157.8612
,,157.871525
,,157.9029
,,157.93625
,,157.97905
,,157.9945
,,158.0274
,,158.051225
,,158.0807
,,158.101175
,,158.1026
,,158.1188
,,158.155275
,,158.173675
,,158.201775
,,158.233175
,,158.265425
,,158.29495
,,158.32765
,,158.35905
,,158.3814
,,158.3998
,,158.416925
,,158.429275
,,158.465675
,,158.497375
,,158.51555
,,158.539375
,,158.58555
,,158.603875
,,158.617525
,,158.638375
,,158.651
,,158.663675
,,158.681025
,,158.69665
,,158.711525
,,158.744375
,,158.76295
,,158.790975
,,158.8305
,,158.875125
,,158.9022
,,159.203625
,,159.27175
,,159.3034
,,159.34455
,,159.403875
,,159.78855
,,159.83075
,,159.87105
,,159.897125
,,159.9997
,,160.07705
,,160.1207
,,160.175475
,,160.199725
,,160.222575
,,160.256625
,,160.2913
,,160.3231
,,160.342225
,,160.362875
,,160.38445
,,160.42615
,,160.515325
,,160.54575
,,160.56965
,,160.5899
,,160.619025
,,160.65725
,,160.667225
,,160.6827
,,160.719575
,,160.7433
,,160.7946
,,160.821875
,,161.05375
,,161.097
,,161.1429
,,161.18495
,,161.234225
,,161.25705
,,161.316875
,,161.40695
,,161.430775
,,161.469125
,,161.49585
,,161.533325
,,161.560375
,,161.596225
,,161.707675
,,161.757725
,,161.7787
,,161.842875
,,161.87135
,,161.904175
,,161.963825
,,161.988725
,,162.0198
,,162.05385
,,162.06925
,,162.094475
,,162.113275
,,162.15575
,,162.211625
,,162.367
,,162.40905
,,162.4369
,,162.450925
,,162.4559
,,162.485625
,,162.5149
,,162.543875
,,162.566025
,,162.585525
,,162.608825
,,162.632225
,,162.656575
,,162.681325
,,162.71825
,,162.745625
,,162.76745
,,162.78885
,,162.809675
,,162.8361
,,162.855775
,,162.88695
,,162.9126
,,162.931825
,,162.953525
,,162.96715
,,162.986625
,,163.0059
,,163.02135
,,163.071325
,,163.08665
,,163.131575
,,163.14795
,,163.18505
,,163.218125
,,163.24545
,,163.2687
,,163.3102
,,163.327575
,,163.343675
,,163.3706
,,163.393375
,,163.414225
,,163.43505
,,163.44995
,,163.4652
,,163.4942
,,163.5389
,,163.581775
,,163.597075
,,163.61945
,,163.647225
,,163.67445
,,163.705275
,,163.726
,,163.7386
,,163.759975
,,163.782325
,,163.806925
,,163.847625
,,163.874625
,,163.9243
,,163.94795
,,164.012725
,,164.038225
,,164.074175
,,164.098825
,,164.1234
,,164.192525
,,164.22955
,,164.278175
,,164.299575
,,164.3271
,,164.347
,,164.359775
,,164.3839
,,164.402475
,,164.434325
,,164.447925
,,164.4633
,,164.51905
,,164.540975
,,164.5885
,,164.61425
,,164.64185
,,164.67355
,,164.717825
,,164.73955
,,164.79325
,,164.8389
,,164.853675
,,164.8807
,,164.902975
,,164.9303
,,164.960525
,,164.980825
,,164.999
,,165.0271
,,165.061625
,,165.094925
,,165.130975
,,165.15305
,,165.422875
,,165.5279
,,165.7235
,,165.87385
,,165.954525
,,166.042025
,,166.135325
,,166.2645
,,166.307975
,,166.387475
,,166.4323
,,166.4805
,,166.49945
,,166.52515
,,166.56645
,,166.6554
,,166.7421
,,166.7784
,,166.823
,,166.846875
,,166.906525
,,166.94155
,,167.049575
,,167.095
,,167.115125
,,167.1474
,,167.181075
,,167.20555
,,167.2169
,,167.226575
,,167.2492
,,167.276025
,,167.32285
,,167.3608
,,167.39215
,,167.431225
,,167.489025
,,167.51725
,,167.533875
,,167.5476
,,167.5893
,,167.60475
,,167.624525
,,167.6448
,,167.676425
,,167.702175
,,167.735625
,,167.78205
,,167.8228
,,167.8561
,,167.890525
,,167.9129
,,167.9312
,,167.9548
,,167.99425
,,168.025025
,,168.058325
,,168.115725
,,168.167275
,,168.2095
,,168.2657
,,168.305975
,,168.344775
,,168.359925
,,168.475575
,,168.52385
,,168.542425
,,168.65565
,,168.70745
,,168.75055
,,168.801875
,,168.852725
,,168.886
,,168.897025
,,168.92195
,,168.9466
,,168.96775
,,168.988375
,,169.0028
,,169.021625
,,169.0488
,,169.071025
,,169.11905
,,169.14665
,,169.18515
,,169.20975
,,169.249675
,,169.271975
,,169.310775
,,169.331925
,,169.37945
,,169.407325
,,169.42965
,,169.523125
,,169.53305
,,169.550975
,,169.5659
,,169.592075
,,169.61535
,,169.630475
,,169.640375
,,169.685475
,,169.70825
,,169.729975
,,169.762475
,,169.796825
,,169.84635
,,169.869
,,169.932325
,,169.98155
,,170.0099
,,170.035975
,,170.05445
,,170.10495
,,170.1176
,,170.1351
,,170.179625
,,170.2001
,,170.230575
,,170.259175
,,170.276125
,,170.3012
,,170.315675
,,170.3299
,,170.34115
,,170.37575
,,170.396225
,,170.4648
,,170.4985
,,170.546575
,,170.59105
,,170.61845
,,170.647625
,,170.66005
,,170.68455
,,170.712225
,,170.7335
,,170.761
,,170.7855
,,170.8155
,,170.83405
,,170.851575
,,170.871875
,,170.896775
,,170.92165
,,170.956425
,,171.0036
,,171.022075
,,171.045375
,,171.069425
,,171.1053
,,171.12435
,,171.1725
,,171.20455
,,171.255525
,,171.2821
,,171.309525
,,171.333025
,,171.3418
,,171.35525
,,171.375525
,,171.401125
,,171.413625
,,171.43225
,,171.4558
,,171.468975
,,171.486475
,,171.51875
,,171.5312
,,171.571275
,,171.607825
,,171.626725
,,171.675775
,,171.702525
,,171.7372
,,171.7931
,,171.854375
,,171.883375
,,171.900375
,,171.9246
,,171.95645
,,171.9744
,,171.99145
,,172.013675
,,172.0308
,,172.046775
,,172.07035
,,172.074275
,,172.115975
,,172.150225
,,172.1757
,,172.25485
,,172.30515
,,172.327975
,,172.34145
,,172.380225
,,172.446675
,,172.47215
,,172.49265
,,172.518575
,,172.541525
,,172.579225
,,172.607375
,,172.648325
,,172.6822
,,172.709675
,,172.782625
,,172.81055
,,172.8324
,,172.88545
,,172.910075
,,172.929625
,,172.943775
,,172.9601
,,172.978725
,,173.00115
,,173.0198
,,173.035625
,,173.08365
,,173.095925
,,173.120325
,,173.134825
,,173.1737
,,173.19245
,,173.220225
,,173.2541
,,173.27865
,,173.2878
,,173.332625
,,173.349375
,,173.39835
,,173.426525
,,173.446775
,,173.47605
,,173.502825
,,173.53105
,,173.542875
,,173.602
,,173.62245
,,173.64775
,,173.666375
,,173.69235
,,173.71305
,,173.726725
,,173.74135
,,173.760925
,,173.776225
,,173.80635
,,173.8313
,,173.86635
,,173.88895
,,173.91565
,,173.937475
,,173.956525
,,173.972
,,173.9921
,,174.010925
,,174.0382
,,174.0764
,,174.10905
,,174.141175
,,174.16655
,,174.190625
,,174.218575
,,174.25555
,,174.273875
,,174.292
,,174.31505
,,174.330125
,,174.352375
,,174.36275
,,174.380775
,,174.3959
,,174.40695
,,174.424125
,,174.50655
,,174.5582
,,174.601475
,,174.64905
,,174.66685
,,174.67655
,,174.688775
,,174.705075
,,174.7195
,,174.744725
,,174.76635
,,174.780575
,,174.82175
,,174.853625
,,174.903825
,,174.9493
,,174.9955
,,175.03565
,,175.0923
,,175.11965
,,175.146175
,,175.163825
,,175.183725
,,175.20415
,,175.224125
,,175.2489
,,175.260125
,,175.290775
,,175.330975
,,175.347325
,,175.362475
,,175.4058
,,175.435575
,,175.4442
,,175.45985
,,175.48835
,,175.5
,,175.52345
,,175.541225
,,175.568675
,,175.60495
,,175.6257
,,175.647975
,,175.66945
,,175.7317
,,175.7665
,,175.8162
,,175.862675
,,175.89205
,,175.908675
,,175.91695
,,175.9462
,,175.9878
,,176.032325
,,176.06235
,,176.07975
,,176.111125
,,176.138875
,,176.1529
,,176.1762
,,176.192925
,,176.21565
,,176.236
,,176.256275
,,176.2767
,,176.29395
,,176.320975
,,176.3451
,,176.3626
,,176.391775
,,176.42235
,,176.44
,,176.451675
,,176.482875
,,176.5011
,,176.533175
,,176.566725
,,176.584875
,,176.6015
,,176.65755
,,176.682325
,,176.83465
,,176.867925
,,176.890425
,,176.9247
,,176.948475
,,176.971775
,,176.990225
,,177.007575
,,177.035575
,,177.049525
,,177.0712
,,177.085675
,,177.1063
,,177.1209
,,177.143075
,,177.186275
,,177.222375
,,177.2468
,,177.251875
,,177.291525
,,177.306425
,,177.32285
,,177.339325
,,177.37435
,,177.401125
,,177.4329
,,177.452475
,,177.46935
,,177.49155
,,177.52565
,,177.564175
,,177.605825
,,177.62405
,,177.6519
,,177.682025
,,177.70485
,,177.73175
,,177.768325
,,177.7856
,,177.793975
,,177.825975
,,177.839175
,,177.860675
,,177.871525
,,177.894125
,,177.915925
,,177.953175
,,178.0062
,,178.033125
,,178.064475
,,178.079625
,,178.088575
,,178.124775
,,178.1379
,,178.15745
,,178.188025
,,178.202525
,,178.21495
,,178.250575
,,178.2626
,,178.27895
,,178.34405
,,178.366975
,,178.379025
,,178.399075
,,178.42805
,,178.452325
,,178.475475
,,178.5073
,,178.566075
,,178.584
,,178.602375
,,178.624325
,,178.64035
,,178.665325
,,178.697275
,,178.71445
,,178.770475
,,178.82
,,178.833425
,,178.84425
,,178.870925
,,178.895175
,,178.904625
,,178.92155
,,178.9431
,,178.973325
,,179.015775
,,179.028025
,,179.046475
,,179.114675
,,179.154275
,,179.185475
,,179.291025
,,179.3231
,,179.38195
,,179.41605
,,179.43745
,,179.4526
,,179.466925
,,179.49765
,,179.53785
,,179.5708
,,179.610675
,,179.6393
,,179.694375
,,179.7184
,,179.734525
,,179.766425
,,179.783325
,,179.7943
,,179.81595
,,179.8431
,,179.86795
,,179.895375
,,179.9203
,,179.938125
,,180.005675
,,180.028325
,,180.050775
,,180.063075
,,180.084325
,,180.103275
,,180.1212
,,180.129575
,,180.143325
,,180.15635
,,180.1686
,,180.184025
,,180.207725
,,180.2272
,,180.26565
,,180.2803
,,180.301325
,,180.314
,,180.323075
,,180.3451
,,180.36575
,,180.394975
,,180.427375
,,180.4409
,,180.470875
,,180.504025
,,180.51945
,,180.534575
,,180.590775
,,180.64375
,,180.692375
,,180.72835
,,180.7526
,,180.81465
,,180.833125
,,180.851775
,,180.868425
,,180.8843
,,180.91175
,,180.94575
,,181.026825
,,181.1049
,,181.12625
,,181.1525
,,181.186425
,,181.19685
,,181.237525
,,181.278775
,,181.32905
,,181.35545
,,181.38415
,,181.40275
,,181.440575
,,181.5229
,,181.5439
,,181.5725
,,181.59415
,,181.608475
,,181.63075
,,181.653625
,,181.684225
,,181.720725
,,181.754975
,,181.777325
,,181.79225
,,181.827525
,,181.8658
,,181.939775
,,181.990175
,,182.035275
,,182.10475
,,182.123625
,,182.166675
,,182.200025
,,182.2177
,,182.23705
,,182.2611
,,182.30605
,,182.35385
,,182.415525
,,182.438475
,,182.469725
,,182.5413
,,182.56175
,,182.580675
,,182.6009
,,182.640475
,,182.67065
,,182.69365
,,182.708725
,,182.744025
,,182.77975
,,182.8027
,,182.827225
,,182.845675
,,182.872625
,,182.917225
,,182.93395
,,182.9632
,,183.004175
,,183.04155
,,183.070925
,,183.11675
,,183.1493
,,183.194975
,,183.236225
,,183.266025
,,183.304675
,,183.325075
,,183.344475
,,183.357175
,,183.372025
,,183.3879
,,183.436025
,,183.457475
,,183.488975
,,183.5209
,,183.544275
,,183.555525
,,183.58015
,,183.598225
,,183.616025
,,183.64475
,,183.76675
,,183.818925
,,183.948575
,,183.984075
,,184.035375
,,184.057025
,,184.181375
,,184.25055
,,184.2774
,,184.31345
,,184.334225
,,184.3509
,,184.369825
,,184.390425
,,184.408875
,,184.436725
,,184.453675
,,184.487875
,,184.5038
,,184.559025
,,184.592775
,,184.615975
,,184.66205
,,184.688675
,,184.7148
,,184.74445
,,184.771725
,,184.80075
,,184.833825
,,184.8658
,,184.91275
,,184.98635
,,185.1175
,,185.159175
,,185.1732
,,185.198975
,,185.212225
,,185.2401
,,185.4576
,,185.547875
,,185.781975
,,185.91295
,,185.95225
,,185.980625
,,186.012125
,,186.06235
,,186.0879
,,186.309425
,,186.345875
,,186.370925
,,186.411775
,,186.438475
,,186.463325
,,186.550275
,,186.583475
,,186.62505
,,186.7268
,,186.790325
,,186.8339
,,186.854075
,,186.8691
,,187.0286
,,187.074625
,,187.154
,,187.215725
,,187.272375
,,187.325275
,,187.47615
,,187.50715
,,187.5749
,,187.635925
,,187.6734
,,187.748325
,,187.98165
,,188.068375
,,188.104
,,188.684375
,,188.752475
,,188.774775
,,188.810725
,,188.843675
,,188.8935
,,188.925525
,,189.007675
,,189.0369
,,189.13745
,,189.157725
,,189.171675
,,189.19425
,,189.240525
,,189.263175
,,189.2913
,,189.437075
,,189.4639
,,189.5326
,,189.562725
,,189.618925
,,189.638125
,,189.667525
,,189.698
,,189.713825
,,189.74055
,,189.766125
,,189.83585
,,189.851175
,,189.8962
,,189.947575
,,189.967825
,,189.989575
,,190.189875
,,190.234525
,,190.264575
,,190.302125
,,190.32425
,,190.34265
,,190.415625
,,190.5341
,,190.566975
,,190.581725
,,190.630525
,,190.77365
,,191.01415
,,191.2234
,,191.2703
,,191.32095
,,191.50225
,,191.603975
,,191.718275
,,191.827525
,,191.8554
,,191.967625
,,192.038925
,,192.0573
,,192.165
,,192.20745
,,192.231675
,,192.593925
,,192.67505
,,192.71915
,,192.744525
,,192.784325
,,192.84215
,,192.875125
,,192.899925
,,192.9243
,,192.975825
,,193.091675
,,193.123025
,,193.153825
,,193.195275
,,193.2133
,,193.225175
,,193.2856
,,193.31315
,,193.37255
,,193.3885
,,193.41505
,,193.459775
,,193.5097
,,193.576975
,,193.612175
,,193.704725
,,193.7371
,,193.75995
,,193.792675
,,193.81665
,,193.838425
,,193.8487
,,193.8822
,,193.903025
,,193.95025
,,194.017675
,,194.06535
,,194.1118
,,194.159675
,,194.18905
,,194.22635
,,194.2599
,,194.290475
,,194.30835
,,194.325925
,,194.35195
,,194.3716
,,194.3972
,,194.4212
,,194.4526
,,194.4754
,,194.510775
,,194.533625
,,194.674825
,,194.702425
,,194.730125
,,194.77215
,,194.805825
,,194.836825
,,195.059625
,,195.13385
,,195.168375
,,195.201225
,,195.488075
,,195.910475
,,196.15965
,,196.2244
,,196.331
,,196.4444
,,196.4651
,,196.500675
,,196.5308
,,196.568425
,,196.57
,,196.593125
,,196.641875
,,196.7517
,,196.7824
,,196.8066
,,196.858925
,,196.93835
,,196.96545
,,196.9942
,,197.095175
,,197.134725
,,197.239675
,,197.28715
,,197.322375
,,197.38595
,,197.51665
,,197.560625
,,197.58185
,,197.611475
,,197.637825
,,197.65175
,,197.681175
,,197.69885
,,197.712875
,,197.735875
,,197.7544
,,197.800925
,,197.82215
,,197.89385
,,197.946475
,,197.975225
,,198.010825
,,198.02585
,,198.08545
,,198.1135
,,198.138775
,,198.1737
,,198.2097
,,198.269625
,,198.3332
,,198.3584
,,198.4016
,,198.423625
,,198.430025
,,198.454475
,,198.508275
,,198.620725
,,198.70815
,,198.86705
,,198.90125
,,198.915525
,,198.9792
,,199.017925
,,199.05985
,,199.076975
,,199.099975
,,199.12855
,,199.15005
,,199.1872
,,199.227175
,,199.28115
,,199.355625
,,199.403925
,,199.42995
,,199.4979
,,199.53125
,,199.56365
,,199.5866
,,199.60255
,,199.63115
,,199.6685
,,199.683975
,,199.745425
,,199.83895
,,199.87435
,,199.8877
,,199.934275
,,199.97705
