SPK_SPKC02a (inhi),SPK_SPKC09a (no opto-tagging),SPK_SPKC10a (no opto-tagging)
113.3209,,46.82945
113.366075,,46.88685
113.406475,,46.9153
113.46465,,46.962475
113.5774,,46.9864
113.67885,,47.0169
113.7675,,47.032675
113.833475,,47.064075
113.877425,,47.173075
113.9351,,47.195575
114.022525,,47.238125
114.041475,,47.265475
114.062875,,47.29945
114.12625,,47.3269
114.2026,,47.352175
114.250975,,47.36385
114.296725,,47.384625
114.36955,,47.40115
114.4204,,47.427125
114.45285,,47.446625
114.501,,47.46605
114.551,,47.501675
114.60605,,47.5606
114.668025,,47.58235
114.74265,,47.63735
114.84735,,47.6561
114.895675,,47.689275
114.9811,,47.70625
115.0262,,47.72395
115.060025,,47.742275
115.1195,,47.764825
115.186425,,47.785975
115.270175,,47.808975
115.372475,,47.840625
115.44195,,47.869575
115.522325,,47.8813
115.5833,,47.893575
115.622475,,47.92305
115.6711,,47.933525
115.72905,,47.9552
115.8154,,47.976825
115.9058,,47.99065
115.9786,,48.054
116.04375,,48.075875
116.18085,,48.121575
116.3394,,48.1407
116.4121,,48.180075
116.559225,,48.20365
116.589025,,48.225925
116.67825,,48.250925
116.737875,,48.268125
116.84925,,48.301225
116.9802,,48.386325
117.092325,,48.402925
117.178175,,48.425525
117.24625,,48.434525
117.3041,,48.4594
117.351125,,48.48785
117.3925,,48.4982
117.4727,,48.524375
117.48875,,48.54235
117.702325,,48.56925
117.75055,,48.595925
117.891675,,48.613575
117.9822,,48.629875
118.021025,,48.6567
118.091,,48.6872
118.13975,,48.7271
118.2174,,48.759475
118.2673,,48.81305
118.340875,,48.833925
118.378325,,48.91425
118.40995,,48.961975
118.452375,,48.9819
118.564775,,49.00845
118.598325,,49.027875
118.66395,,49.0581
118.750025,,49.089025
118.8432,,49.108025
118.915325,,49.167625
118.985175,,49.192125
119.117725,,49.208725
119.15475,,49.23395
119.2164,,49.254975
119.29085,,49.27795
119.351025,,49.294875
119.42535,,49.315775
119.483525,,49.3408
119.564525,,49.36865
119.69615,,49.385525
119.7626,,49.4014
119.84895,,49.42895
119.907575,,49.44335
119.980975,,49.45845
120.0407,,49.4732
120.133175,,49.48635
120.23105,,49.5127
120.2796,,49.529325
120.3288,,49.5488
120.3648,,49.56925
120.4111,,49.59005
120.4861,,49.606825
120.5446,,49.62765
120.605025,,49.65055
120.66935,,49.6789
120.729975,,49.698725
120.82555,,49.707675
120.864075,,49.7342
120.929675,,49.7497
121.009625,,49.7667
121.03325,,49.81785
121.064125,,49.857725
121.130575,,49.8946
121.1728,,49.909675
121.275725,,49.966225
121.352175,,50.015175
121.377425,,50.03015
121.610675,,50.073
121.680325,,50.104325
121.8005,,50.151075
121.88605,,50.188675
121.96635,,50.2378
122.3165,,50.268975
123.8062,,50.2829
123.959375,,50.3042
124.157125,,50.322025
124.405875,,50.3514
124.951175,,50.37145
125.79725,,50.377075
126.7604,,50.399625
127.111525,,50.407925
127.1373,,50.428975
127.6192,,50.441275
128.377825,,50.4666
128.859675,,50.483375
129.436725,,50.49885
129.66055,,50.5298
129.909,,50.5576
129.98305,,50.6573
130.00885,,50.667225
130.186075,,50.699025
130.24235,,50.71915
130.35055,,50.748575
130.3884,,50.76145
130.450175,,50.7717
130.7896,,50.786675
130.84675,,50.80075
130.890925,,50.81015
130.923,,50.828225
130.9717,,50.850825
131.441975,,50.877
131.67475,,50.9401
131.777975,,51.0014
133.112425,,51.030775
133.33055,,51.057725
133.412975,,51.154125
133.5483,,51.1913
133.677775,,51.312125
134.26335,,51.467225
134.33045,,51.57365
134.7062,,51.6236
135.112575,,51.7233
135.217525,,51.909025
135.38625,,51.93045
135.602875,,51.9626
135.89275,,51.98875
135.90885,,52.32585
135.928075,,52.373325
135.971225,,52.56515
135.99945,,52.572425
136.0195,,52.5995
136.0571,,52.61305
136.133075,,52.625125
136.457825,,52.6417
136.964825,,52.652975
137.259925,,52.68625
137.2957,,52.70095
137.370475,,52.722575
137.3857,,52.742775
137.4035,,52.78975
137.493075,,52.82835
137.710625,,52.8687
137.90385,,52.91105
138.2615,,52.9471
138.536475,,52.96615
138.601925,,52.989725
138.7879,,53.02905
138.958025,,53.04725
139.107725,,53.082575
139.1387,,53.1113
139.221,,53.131525
139.260475,,53.167475
139.31915,,53.19135
139.5791,,53.223125
139.605025,,53.237775
139.63645,,53.289375
139.694075,,53.337325
139.820675,,53.3592
140.053075,,53.390875
140.297575,,53.425725
140.3503,,53.428825
140.39685,,53.447975
140.712975,,53.466575
140.8264,,53.4975
140.892175,,53.5344
141.4479,,53.5681
142.0263,,53.741125
142.29555,,53.801925
142.35045,,53.83035
142.589175,,53.8625
142.892175,,53.895625
142.941625,,53.911225
143.070625,,53.925775
143.0989,,53.947325
143.1604,,53.958525
143.210025,,53.980025
143.245975,,54.01165
143.297925,,54.0371
143.3525,,54.0576
143.409225,,54.0758
143.465525,,54.17605
143.494775,,54.207825
143.5801,,54.2304
143.636,,54.258725
143.68865,,54.319275
143.76035,,54.3334
143.884375,,54.352025
143.936025,,54.369875
143.9688,,54.4016
144.006525,,54.413175
144.08905,,54.439825
144.137675,,54.454825
144.25915,,54.473875
144.4032,,54.489725
144.420075,,54.50175
144.4781,,54.51695
144.806375,,54.53635
144.83595,,54.55265
144.86865,,54.600525
144.97085,,54.6273
145.080725,,54.6525
145.180025,,54.6874
145.220075,,54.7184
145.24665,,54.751525
145.262975,,54.77155
145.3134,,54.794325
145.3842,,54.835325
145.59025,,54.8542
145.679275,,54.87285
145.809975,,54.907375
145.9482,,55.0053
145.993675,,55.057875
146.08805,,55.08505
146.192175,,55.1035
146.404625,,55.128475
146.45035,,55.1529
146.535775,,55.1759
146.59015,,55.19535
146.642825,,55.214475
146.942275,,55.2369
147.238025,,55.24685
147.317225,,55.26715
147.484725,,55.277375
147.5135,,55.298675
147.568775,,55.326425
147.617675,,55.346625
147.696825,,55.36915
147.7446,,55.3887
147.7894,,55.414325
147.823525,,55.452825
147.8577,,55.466825
147.879475,,55.4798
147.918,,55.4952
147.95535,,55.518425
147.985675,,55.551225
148.0305,,55.576675
148.0851,,55.616975
148.124875,,55.660275
148.15055,,55.6724
148.209775,,55.715775
148.322075,,55.75595
148.369425,,55.796125
148.394625,,55.84805
148.434025,,55.863625
148.49755,,55.874475
148.638575,,55.886625
148.664075,,55.9
148.704525,,55.921575
148.7474,,55.94205
148.8122,,55.954775
148.934375,,55.986875
149.0301,,56.004725
149.070825,,56.033225
149.250725,,56.066575
149.3892,,56.10555
149.458425,,56.124375
149.691125,,56.139325
149.766125,,56.172025
149.918225,,56.194125
150.094275,,56.21625
150.1429,,56.241825
150.183,,56.274175
150.247575,,56.2892
150.5382,,56.3015
150.615625,,56.315225
150.9146,,56.34585
150.955825,,56.366075
151.04085,,56.38985
151.181875,,56.41195
151.51455,,56.456775
151.59855,,56.461625
151.680175,,56.479325
151.890625,,56.495875
152.10495,,56.555175
152.5778,,56.61755
152.71265,,56.6469
152.808925,,56.665975
152.872625,,56.70225
152.89535,,56.75265
152.951125,,56.795325
152.9946,,56.836725
153.023875,,56.87335
153.06435,,56.901675
153.09495,,56.907825
153.134125,,56.939875
153.1757,,56.962775
153.2079,,57.000925
153.262475,,57.01675
153.2823,,57.047225
153.33385,,57.07285
153.386375,,57.09655
153.43965,,57.135125
153.5457,,57.157975
153.675425,,57.241575
153.755125,,57.268775
153.84675,,57.310425
154.094475,,57.347725
154.185475,,57.453875
154.256125,,57.4806
154.327625,,57.503875
154.816975,,57.526025
154.961975,,57.55105
155.317275,,57.5766
155.557475,,57.617225
155.623325,,57.662175
155.669525,,57.676275
155.8574,,57.712775
156.01665,,57.728925
156.03675,,57.7516
156.074725,,57.77
156.207275,,57.79635
156.510825,,57.8386
156.6427,,57.874225
156.69745,,57.898225
157.115625,,57.924575
157.189475,,58.00015
157.263925,,58.05835
157.45635,,58.087175
157.97735,,58.10495
158.06925,,58.131675
158.5446,,58.145775
158.756325,,58.213175
158.949525,,58.274175
158.979375,,58.3152
159.012975,,58.3258
159.058025,,58.3554
159.128725,,58.394975
159.165275,,58.580025
159.246425,,58.608325
159.3208,,58.62105
159.4924,,58.631625
159.51445,,58.657
159.533475,,58.707925
159.545925,,58.7322
159.601375,,58.734475
159.619475,,58.764725
159.65915,,58.802425
159.682425,,58.826075
159.737725,,58.85405
159.77555,,58.865975
159.814425,,58.88395
159.869125,,58.90655
159.932475,,58.9352
160.0581,,58.998
160.10195,,59.00955
160.1361,,59.073
160.164775,,59.11045
160.218725,,59.133375
160.26535,,59.181675
160.432025,,59.211375
160.4915,,59.2274
160.61335,,59.246025
160.799875,,59.266775
160.84885,,59.288025
160.8751,,59.2981
160.945775,,59.3187
161.037825,,59.351825
161.18345,,59.392375
161.4115,,59.410775
161.4914,,59.436725
161.819825,,59.453425
161.984875,,59.4754
162.051,,59.5029
162.3795,,59.53505
162.587225,,59.6663
162.86145,,59.683775
163.1378,,59.74665
163.4257,,59.76785
163.476775,,59.7768
163.5849,,59.80185
163.934175,,59.814275
163.9964,,59.85485
164.07555,,59.8801
164.135625,,59.9192
164.19935,,59.936175
164.303225,,59.9727
164.50945,,59.986275
165.17875,,60.005925
165.20865,,60.0173
165.2591,,60.05705
165.35655,,60.08145
165.4571,,60.097475
165.5836,,60.126675
165.78675,,60.1421
165.887625,,60.16435
165.992525,,60.179675
166.063,,60.236175
166.09485,,60.2555
166.1465,,60.329125
166.192875,,60.353975
166.26625,,60.36795
166.3252,,60.3931
166.37115,,60.419825
166.44855,,60.469275
166.541925,,60.537025
166.5765,,60.5579
166.627675,,60.60795
166.670075,,60.64695
166.704475,,60.65795
166.737525,,60.6865
166.7749,,60.725325
166.855825,,60.760075
166.910625,,60.7835
166.98895,,60.80375
167.108475,,60.81685
167.1761,,60.839025
167.244825,,60.84225
167.528425,,60.85575
167.62885,,60.87875
167.8952,,60.895175
168.0109,,60.914325
168.269425,,60.935975
168.353,,60.9561
168.428075,,60.968375
168.60735,,60.988375
168.8156,,61.016825
169.00925,,61.035525
169.461575,,61.063825
170.6007,,61.087625
170.904725,,61.117025
171.20555,,61.165025
171.350225,,61.20305
171.49565,,61.25065
171.8057,,61.293425
171.926475,,61.3162
172.0563,,61.339775
172.2163,,61.35785
172.3105,,61.387875
172.35935,,61.403975
172.399475,,61.419725
172.46845,,61.437375
172.6098,,61.452125
172.7038,,61.4628
172.771875,,61.4782
172.97985,,61.50225
173.05895,,61.52765
173.1333,,61.549375
173.246075,,61.568275
173.40975,,61.594775
173.55185,,61.60725
173.688775,,61.616425
173.7355,,61.6514
173.811875,,61.67035
173.984475,,61.689475
174.041325,,61.715225
174.369975,,61.745525
174.433675,,61.771175
174.7644,,61.780475
174.97605,,61.82165
175.037775,,61.847225
175.188375,,61.875875
175.276825,,61.8997
175.4241,,61.95335
175.84735,,61.96425
176.14115,,61.986175
176.242025,,62.01335
176.30235,,62.039775
176.375925,,62.078575
176.4079,,62.156275
176.589875,,62.17
176.6959,,62.186625
177.181325,,62.21365
177.27765,,62.22775
177.479875,,62.246075
177.56665,,62.264975
177.74845,,62.285725
177.850175,,62.30475
177.90455,,62.3349
178.016975,,62.35105
178.113375,,62.36245
178.532275,,62.414975
178.5756,,62.479325
178.591,,62.5511
178.610875,,62.590925
178.6777,,62.614025
178.729475,,62.626025
178.76485,,62.670175
178.804975,,62.714875
178.836675,,62.73235
178.906175,,62.754
178.986675,,62.78285
179.0925,,62.80175
179.202425,,62.8219
179.219625,,62.843975
179.272125,,62.86675
179.45765,,62.89985
179.55085,,62.932325
179.604825,,62.951875
179.657175,,62.9793
179.711675,,62.995025
179.762275,,63.017425
179.78605,,63.050525
179.8062,,63.094025
179.898375,,63.111825
180.0099,,63.13465
180.119425,,63.149675
180.333225,,63.17755
180.374325,,63.218575
180.618425,,63.244325
180.70365,,63.271675
180.8281,,63.313175
181.002525,,63.376925
181.0977,,63.40315
181.1401,,63.44765
181.352375,,63.49075
181.5801,,63.5072
181.672075,,63.524075
181.7426,,63.53925
182.006375,,63.561325
182.36125,,63.576825
182.465925,,63.610075
182.5318,,63.626775
182.6389,,63.664
182.716125,,63.7112
182.982225,,63.72855
183.055725,,63.755
183.193225,,63.787625
183.288425,,63.8138
183.426275,,63.84955
183.503475,,63.875975
183.9906,,63.899725
184.15845,,63.9239
184.3483,,63.949225
184.4433,,63.9669
184.5476,,63.98145
185.0046,,63.994925
185.203975,,64.018075
185.260425,,64.038175
185.357,,64.071725
185.430575,,64.087275
185.510025,,64.15495
185.5315,,64.262675
185.661975,,64.299875
185.8459,,64.333725
185.91815,,64.35175
185.97035,,64.381125
186.094925,,64.4244
186.22665,,64.465575
186.298275,,64.5494
186.326825,,64.585025
186.3742,,64.62445
186.4501,,64.640175
186.475125,,64.66475
186.59725,,64.7046
186.704,,64.7379
186.96185,,64.74175
187.020175,,64.79015
187.06805,,64.84425
187.142975,,64.85145
187.319625,,64.871625
187.4746,,64.906025
187.52875,,64.999825
187.55615,,65.0537
187.610675,,65.086175
187.6665,,65.1124
187.8017,,65.1256
187.90965,,65.181725
187.96575,,65.2054
188.007775,,65.237675
188.056025,,65.2805
188.177925,,65.30245
188.311825,,65.3397
188.343225,,65.373825
188.387125,,65.4049
188.5201,,65.428575
188.6834,,65.46075
188.706725,,65.489
189.091675,,65.5336
189.511375,,65.55235
190.048125,,65.572625
190.172475,,65.598225
190.212025,,65.621325
190.26545,,65.6747
190.368475,,65.71305
190.4581,,65.73875
190.63215,,65.76965
190.6849,,65.79025
190.699625,,65.81685
190.757625,,65.839375
190.79845,,65.891925
190.836525,,65.91715
190.88895,,65.933425
190.926125,,65.960225
190.951875,,65.989825
191.012625,,66.019625
191.117275,,66.0414
191.24015,,66.0759
191.285675,,66.104575
191.488875,,66.119575
191.5275,,66.1455
191.6131,,66.170075
191.68745,,66.185975
191.891525,,66.195925
191.9755,,66.215375
192.0625,,66.235
192.11865,,66.26855
192.143925,,66.28365
192.262225,,66.316575
192.3346,,66.351375
192.4726,,66.377725
192.6146,,66.40895
192.65615,,66.509625
192.71725,,66.527475
192.9548,,66.56295
193.08435,,66.587625
193.36135,,66.607875
193.56305,,66.6227
193.721475,,66.62735
194.071025,,66.672125
194.33185,,66.7146
194.48705,,66.763475
194.644575,,66.797325
194.78805,,66.8313
194.838275,,66.8496
194.908475,,66.880675
194.999225,,66.9147
195.07345,,66.9365
195.2736,,66.957775
195.306525,,66.971125
195.362025,,66.9961
195.421275,,67.00685
195.493125,,67.042825
195.5302,,67.053175
195.56595,,67.079525
195.60715,,67.111
195.645275,,67.14895
195.7036,,67.1981
195.7566,,67.23195
195.8008,,67.282475
195.8721,,67.32575
195.953875,,67.4042
196.003725,,67.4305
196.03405,,67.469275
196.092625,,67.4878
196.16695,,67.507775
196.260525,,67.5274
196.327925,,67.546275
196.383775,,67.59485
196.431175,,67.641175
196.47695,,67.666375
196.68795,,67.68875
196.785225,,67.7053
196.981275,,67.744625
197.189225,,67.7718
197.436225,,67.791825
197.826225,,67.827975
198.251075,,67.84175
198.46235,,67.857275
198.895825,,67.894925
199.12115,,67.925275
199.4322,,67.94505
199.5007,,68.005375
199.678875,,68.0358
199.77115,,68.092725
199.86455,,68.1411
,,68.17575
,,68.1902
,,68.255025
,,68.302175
,,68.319675
,,68.352325
,,68.3708
,,68.38625
,,68.4151
,,68.43435
,,68.460825
,,68.4869
,,68.50365
,,68.524225
,,68.546
,,68.569225
,,68.599225
,,68.6219
,,68.644225
,,68.6709
,,68.683825
,,68.694475
,,68.71775
,,68.729
,,68.74975
,,68.7646
,,68.78
,,68.802975
,,68.8196
,,68.8555
,,68.899725
,,68.91785
,,68.929125
,,68.939325
,,68.957475
,,68.98385
,,68.99925
,,69.0175
,,69.034975
,,69.12575
,,69.14545
,,69.1643
,,69.223675
,,69.2578
,,69.28365
,,69.29835
,,69.35195
,,69.362725
,,69.3689
,,69.406175
,,69.447575
,,69.480475
,,69.52995
,,69.6214
,,69.638025
,,69.660175
,,69.676975
,,69.702475
,,69.720925
,,69.740475
,,69.8046
,,69.819175
,,69.8494
,,69.863075
,,69.889025
,,69.90415
,,69.9472
,,69.9723
,,70.008525
,,70.0421
,,70.06485
,,70.116425
,,70.176775
,,70.22175
,,70.23385
,,70.272675
,,70.30445
,,70.348375
,,70.361275
,,70.3808
,,70.420225
,,70.4797
,,70.52225
,,70.576575
,,70.603825
,,70.6269
,,70.64395
,,70.664825
,,70.6831
,,70.70355
,,70.725175
,,70.7402
,,70.749325
,,70.7602
,,70.787275
,,70.8123
,,70.828025
,,70.84235
,,70.855875
,,70.8814
,,70.910275
,,70.9369
,,70.951225
,,70.97925
,,71.037525
,,71.083125
,,71.116675
,,71.211075
,,71.23785
,,71.25775
,,71.2691
,,71.289925
,,71.300475
,,71.3167
,,71.371725
,,71.415
,,71.44435
,,71.51715
,,71.558625
,,71.59395
,,71.616425
,,71.6373
,,71.647875
,,71.66575
,,71.66815
,,71.701975
,,71.735825
,,71.755675
,,71.76325
,,71.78905
,,71.809875
,,71.84265
,,71.862575
,,71.8981
,,71.905175
,,71.9193
,,71.9449
,,71.962675
,,71.986325
,,72.066
,,72.1038
,,72.142875
,,72.159575
,,72.171425
,,72.188875
,,72.21145
,,72.22855
,,72.2414
,,72.2564
,,72.2683
,,72.282625
,,72.300775
,,72.324625
,,72.33965
,,72.354075
,,72.410225
,,72.44275
,,72.4761
,,72.489275
,,72.516275
,,72.530275
,,72.5436
,,72.553875
,,72.56135
,,72.584125
,,72.612875
,,72.628425
,,72.656325
,,72.7094
,,72.7387
,,72.7698
,,72.817175
,,72.855925
,,72.871
,,72.9032
,,73.018575
,,73.059025
,,73.082925
,,73.1094
,,73.16075
,,73.20015
,,73.22755
,,73.29485
,,73.324075
,,73.3538
,,73.370175
,,73.387825
,,73.43335
,,73.454425
,,73.480575
,,73.525475
,,73.537775
,,73.576675
,,73.627025
,,73.648175
,,73.6798
,,73.723825
,,73.74205
,,73.76565
,,73.7831
,,73.79585
,,73.80265
,,73.813675
,,73.831325
,,73.84325
,,73.85555
,,73.866175
,,73.8891
,,73.899075
,,73.909525
,,73.91485
,,73.934875
,,73.9587
,,73.983375
,,74.00465
,,74.028075
,,74.0437
,,74.0657
,,74.094425
,,74.1264
,,74.1746
,,74.2589
,,74.298225
,,74.337375
,,74.375225
,,74.411225
,,74.427525
,,74.437575
,,74.453925
,,74.4892
,,74.538175
,,74.56125
,,74.5849
,,74.615525
,,74.63105
,,74.656425
,,74.68255
,,74.729775
,,74.74735
,,74.764975
,,74.7877
,,74.8121
,,74.8409
,,74.87735
,,74.94985
,,74.96695
,,75.03145
,,75.05885
,,75.116025
,,75.158225
,,75.205175
,,75.31135
,,75.370075
,,75.392225
,,75.42055
,,75.454775
,,75.47345
,,75.4934
,,75.49895
,,75.5074
,,75.52635
,,75.541075
,,75.560375
,,75.57505
,,75.588
,,75.612
,,75.623125
,,75.639225
,,75.6614
,,75.684725
,,75.701275
,,75.7402
,,75.7795
,,75.8111
,,75.83985
,,75.901
,,76.020225
,,76.052125
,,76.069075
,,76.10615
,,76.15115
,,76.1838
,,76.208525
,,76.2393
,,76.2643
,,76.27545
,,76.2929
,,76.3284
,,76.3447
,,76.40465
,,76.467275
,,76.483075
,,76.496375
,,76.52805
,,76.56555
,,76.6019
,,76.626325
,,76.644
,,76.6659
,,76.67545
,,76.6909
,,76.701225
,,76.7198
,,76.7498
,,76.768375
,,76.784475
,,76.807375
,,76.8245
,,76.84465
,,76.8658
,,76.880975
,,76.9047
,,76.925375
,,76.945425
,,76.968
,,77.00865
,,77.049775
,,77.0603
,,77.078675
,,77.089625
,,77.110825
,,77.15075
,,77.182125
,,77.20945
,,77.22275
,,77.237425
,,77.2559
,,77.276175
,,77.308275
,,77.3402
,,77.380625
,,77.394975
,,77.4284
,,77.4673
,,77.5041
,,77.524375
,,77.58235
,,77.61105
,,77.653425
,,77.9633
,,78.0266
,,78.077025
,,78.10965
,,78.1672
,,78.203975
,,78.33725
,,78.41565
,,78.46025
,,78.491125
,,78.543275
,,78.686
,,78.729075
,,78.775775
,,78.87435
,,78.92865
,,79.251925
,,79.3521
,,79.39935
,,79.43645
,,79.524275
,,79.570375
,,79.614125
,,79.670225
,,79.73425
,,79.85215
,,79.8726
,,79.907975
,,79.9823
,,80.1601
,,80.2295
,,80.301
,,80.42275
,,80.425825
,,80.440125
,,80.467475
,,80.4938
,,80.5585
,,80.5723
,,80.5933
,,80.61565
,,80.659075
,,80.735675
,,80.8293
,,81.03485
,,81.49955
,,81.9435
,,82.271425
,,83.365125
,,83.666525
,,83.6967
,,83.811325
,,84.391525
,,84.43185
,,84.470875
,,84.492125
,,84.495975
,,85.926425
,,86.58495
,,86.847025
,,87.6902
,,88.0591
,,88.083575
,,88.118275
,,88.1516
,,88.184475
,,88.66255
,,88.9306
,,89.1478
,,89.448425
,,89.530725
,,89.63145
,,89.643875
,,89.791775
,,89.913225
,,90.036375
,,90.27295
,,90.533525
,,90.596975
,,90.68
,,90.696425
,,90.984425
,,91.176325
,,91.287775
,,91.611125
,,92.7883
,,92.8115
,,93.4769
,,94.386375
,,94.6238
,,95.1138
,,95.2428
,,95.626775
,,95.8004
,,95.991375
,,96.028575
,,96.104025
,,96.37135
,,96.421925
,,96.67475
,,96.718075
,,96.731825
,,96.7488
,,96.788075
,,96.855675
,,96.937325
,,97.0591
,,97.686475
,,97.98415
,,98.006875
,,98.073575
,,98.1145
,,98.184225
,,98.227425
,,98.248075
,,98.29155
,,98.334425
,,98.35845
,,98.386975
,,98.40225
,,98.455125
,,98.50795
,,98.6026
,,98.63045
,,98.67105
,,98.6905
,,98.729325
,,98.786775
,,98.82475
,,98.900675
,,98.985375
,,99.0534
,,99.106725
,,99.1573
,,99.419075
,,99.822325
,,99.84915
,,99.890925
,,99.93985
,,100.110275
,,100.517675
,,100.655875
,,100.727725
,,101.012075
,,101.055525
,,101.0796
,,101.463325
,,101.492525
,,101.5253
,,101.8062
,,101.838475
,,101.899625
,,102.0321
,,102.18045
,,102.34035
,,102.42165
,,102.560275
,,102.619125
,,103.02395
,,103.11695
,,103.171125
,,103.2919
,,103.318125
,,103.3456
,,103.570875
,,103.693275
,,103.770525
,,103.85565
,,104.322825
,,104.43655
,,105.1973
,,105.256825
,,105.32355
,,105.37765
,,105.410325
,,105.593
,,105.6806
,,105.7802
,,105.902575
,,105.919675
,,105.986
,,106.0207
,,106.0711
,,106.092
,,106.32935
,,106.364275
,,106.393425
,,106.4517
,,106.4807
,,106.534975
,,106.587525
,,106.66
,,106.722575
,,106.7466
,,106.7816
,,107.073575
,,107.115475
,,107.4334
,,107.652075
,,107.804075
,,107.90115
,,108.083325
,,108.120475
,,108.7232
,,108.778475
,,108.94625
,,109.047575
,,109.105275
,,109.2215
,,109.25445
,,109.28185
,,109.3441
,,109.408125
,,109.426175
,,109.499375
,,109.544725
,,109.606525
,,109.663475
,,109.715875
,,109.779775
,,109.7988
,,109.858
,,109.89975
,,109.938575
,,109.972525
,,109.999675
,,110.0119
,,110.0667
,,110.283625
,,110.52125
,,110.6228
,,110.68435
,,110.75125
,,110.76065
,,111.00775
,,111.028
,,111.1036
,,111.170375
,,111.2224
,,111.272475
,,111.318225
,,111.38915
,,111.425475
,,111.44305
,,111.454175
,,111.4584
,,111.4838
,,111.505625
,,111.535475
,,111.588675
,,111.613475
,,111.7043
,,111.778975
,,111.8474
,,111.91325
,,111.9361
,,111.968225
,,111.9945
,,112.024
,,112.08105
,,112.091575
,,112.109875
,,112.154025
,,112.19295
,,112.47895
,,112.561075
,,112.597075
,,112.629925
,,112.695025
,,112.873675
,,112.91015
,,112.936125
,,112.9972
,,113.04565
,,113.14805
,,113.20705
,,113.264425
,,113.296475
,,113.37135
,,113.45845
,,113.524925
,,113.57605
,,113.619925
,,113.662575
,,113.68575
,,113.6876
,,113.811025
,,113.954
,,113.961675
,,114.05975
,,114.296
,,114.40115
,,114.5293
,,114.564275
,,114.57855
,,114.60875
,,114.6401
,,114.6785
,,114.736175
,,114.8053
,,114.833075
,,115.014275
,,115.0781
,,115.14985
,,115.18555
,,115.2206
,,115.25115
,,115.3152
,,115.3647
,,115.65565
,,115.695225
,,115.705575
,,115.746825
,,115.775
,,115.87145
,,115.916225
,,115.93725
,,115.965775
,,116.0081
,,116.076825
,,116.0962
,,116.3369
,,116.4106
,,116.45015
,,116.48875
,,116.532975
,,116.579
,,116.592475
,,116.657675
,,116.69015
,,116.714
,,116.7422
,,116.774475
,,116.81495
,,116.851825
,,116.880725
,,116.93185
,,116.9814
,,116.993825
,,117.053
,,117.117475
,,117.150425
,,117.1668
,,117.22375
,,117.255025
,,117.298875
,,117.3991
,,117.414025
,,117.4462
,,117.496375
,,117.547
,,117.57705
,,117.592925
,,117.627025
,,117.6939
,,117.828375
,,117.861675
,,117.88035
,,117.92965
,,117.964575
,,118.0416
,,118.10725
,,118.145975
,,118.200025
,,118.226925
,,118.24395
,,118.269225
,,118.304125
,,118.36865
,,118.394
,,118.442725
,,118.505325
,,118.89625
,,118.993575
,,119.016975
,,119.0372
,,119.067675
,,119.105425
,,119.13605
,,119.177625
,,119.20635
,,119.446275
,,119.6818
,,119.73745
,,119.76365
,,119.82245
,,119.902125
,,120.006075
,,120.120625
,,120.24625
,,120.275625
,,120.2902
,,120.383825
,,120.47075
,,120.523725
,,120.558775
,,120.5831
,,120.6117
,,120.649175
,,120.778375
,,120.8083
,,120.84395
,,120.861525
,,120.896675
,,120.92125
,,120.9452
,,120.9737
,,121.107025
,,121.1367
,,121.156675
,,121.192925
,,121.2328
,,121.3149
,,121.3679
,,121.407275
,,121.44315
,,121.488225
,,121.508025
,,121.535975
,,121.574275
,,121.6034
,,121.63005
,,121.6583
,,121.682375
,,121.73405
,,121.789775
,,121.842525
,,121.860375
,,121.89195
,,121.9048
,,121.928225
,,121.95355
,,121.971475
,,121.99175
,,122.004
,,122.0231
,,122.0338
,,122.0641
,,122.07675
,,122.1098
,,122.185575
,,122.229825
,,122.308625
,,122.333375
,,122.347975
,,122.382525
,,122.4092
,,122.43425
,,122.452825
,,122.465475
,,122.48905
,,122.50735
,,122.52155
,,122.5338
,,122.545875
,,122.568475
,,122.582825
,,122.5952
,,122.618825
,,122.62475
,,122.630425
,,122.6425
,,122.658275
,,122.6788
,,122.70045
,,122.7234
,,122.7746
,,122.795775
,,122.810975
,,122.839525
,,122.85065
,,122.86655
,,122.896325
,,122.910725
,,122.940525
,,122.965325
,,122.991925
,,123.016825
,,123.066175
,,123.109175
,,123.13415
,,123.1528
,,123.169675
,,123.18835
,,123.2112
,,123.2221
,,123.23455
,,123.254125
,,123.283725
,,123.294425
,,123.308675
,,123.341825
,,123.3605
,,123.376275
,,123.397675
,,123.42005
,,123.435425
,,123.455575
,,123.4763
,,123.4879
,,123.514725
,,123.5312
,,123.55565
,,123.583975
,,123.620325
,,123.63875
,,123.675175
,,123.72205
,,123.771125
,,123.829825
,,123.878675
,,123.8941
,,123.9091
,,123.92375
,,123.93455
,,123.94435
,,123.9636
,,123.98695
,,124.00345
,,124.0235
,,124.052125
,,124.062075
,,124.081975
,,124.087575
,,124.0964
,,124.108275
,,124.117625
,,124.138625
,,124.160175
,,124.1716
,,124.19225
,,124.224325
,,124.2738
,,124.315125
,,124.340575
,,124.368125
,,124.38835
,,124.414725
,,124.4424
,,124.4645
,,124.484025
,,124.515525
,,124.541
,,124.5594
,,124.57125
,,124.59005
,,124.606775
,,124.61995
,,124.644625
,,124.691425
,,124.71805
,,124.74415
,,124.8664
,,124.899175
,,124.9284
,,124.944625
,,124.96205
,,124.966525
,,124.98295
,,125.00355
,,125.0477
,,125.06655
,,125.120175
,,125.152175
,,125.168
,,125.2104
,,125.2545
,,125.30345
,,125.325175
,,125.347625
