SPK_SPKC02a (inhibited),SPK_SPKC04b (excited),SPK_SPKC07a (excited),SPK_SPKC11a (inhibited)
110.283225,97.477375,,43.975275
110.3662,97.530375,,43.996
110.589475,97.554325,,44.0086
110.770275,97.5922,,44.021
111.152475,97.625225,,44.039325
111.190475,97.7041,,44.056925
111.428375,97.7461,,44.107275
111.4411,97.7837,,44.1225
111.451025,97.91535,,44.126
111.4557,97.969225,,44.14685
111.463975,98.023425,,44.170675
111.502225,98.087575,,44.181675
111.5396,98.123725,,44.193225
111.601925,98.1979,,44.203725
111.63355,98.2458,,44.216975
111.6616,98.2783,,44.2315
111.68565,98.3133,,44.243525
111.708575,98.377,,44.266125
111.75345,98.421625,,44.2779
111.784825,98.471575,,44.299725
111.8359,98.544075,,44.321975
111.840075,98.5872,,44.34435
111.8792,98.63545,,44.3616
111.892875,98.684625,,44.364175
111.92405,98.791525,,44.37705
111.9694,98.85225,,44.383425
112.016875,98.898375,,44.387725
112.093,98.93225,,44.398675
112.110125,98.95435,,44.420225
112.12505,98.9605,,44.44565
112.1801,99.0533,,44.456225
112.1824,99.074475,,44.4669
112.24435,99.100675,,44.480025
112.320725,99.148525,,44.4864
112.396525,99.19215,,44.492225
112.429475,99.2683,,44.50475
112.471875,99.3997,,44.51485
112.49815,99.43675,,44.529875
112.544525,99.477425,,44.53955
112.576425,99.618425,,44.54145
112.596775,99.70835,,44.564575
112.68225,99.798775,,44.5762
112.7946,99.8406,,44.58185
112.835075,99.899675,,44.6044
112.87185,99.934675,,44.61285
112.877125,100.002825,,44.6392
112.903475,100.0517,,44.64955
112.923575,100.10485,,44.687125
113.0175,100.1229,,44.69745
113.01885,100.153,,44.706925
113.052975,100.29045,,44.71785
113.099625,100.399875,,44.731075
113.1997,100.556075,,44.742025
113.2655,100.669625,,44.75455
113.29705,100.736175,,44.76685
113.36945,100.765475,,44.790325
113.3882,100.89235,,44.8166
113.452325,100.940775,,44.819975
113.490275,100.9763,,44.82575
113.56745,101.007,,44.84025
113.642475,101.0383,,44.841625
113.69595,101.07805,,44.865625
113.747525,101.11435,,44.874725
113.7567,101.167,,44.883875
113.780325,101.22225,,44.89565
113.877475,101.276225,,44.90495
113.934,101.321425,,44.914375
113.96545,101.408725,,44.9261
114.00875,101.5011,,44.9388
114.02195,101.551975,,44.9914
114.07305,101.615375,,44.995775
114.149525,101.660225,,45.003275
114.2044,101.7092,,45.058
114.254575,101.73965,,45.062175
114.28295,101.864175,,45.083725
114.31125,101.916775,,45.093775
114.344575,101.95725,,45.10545
114.387275,101.986425,,45.130375
114.4468,101.9918,,45.142925
114.505375,102.0515,,45.168075
114.555,102.090275,,45.180075
114.634725,102.134025,,45.195075
114.638075,102.188125,,45.2187
114.6809,102.23345,,45.22855
114.71695,102.32985,,45.230325
114.76125,102.38535,,45.2423
114.766625,102.40575,,45.25365
114.79125,102.441075,,45.266225
114.876425,102.501375,,45.300875
114.95485,102.599225,,45.325525
114.995625,102.619575,,45.33755
115.02675,102.6457,,45.3768
115.09485,102.676675,,45.388575
115.128125,102.713325,,45.4134
115.241125,102.741875,,45.42135
115.304675,102.764,,45.42505
115.342025,102.7937,,45.436425
115.401325,102.846525,,45.4491
115.536925,102.876,,45.4618
115.554925,102.9418,,45.473025
115.580975,102.98835,,45.498725
115.6945,103.0268,,45.5123
115.7156,103.07435,,45.52475
115.749,103.10555,,45.53755
115.7965,103.22475,,45.549325
115.839075,103.2291,,45.559625
115.9621,103.2649,,45.57325
116.0183,103.33935,,45.5843
116.0278,103.3706,,45.59715
116.054075,103.376175,,45.6101
116.119975,103.488175,,45.63525
116.1733,103.553775,,45.6471
116.178775,103.660375,,45.6865
116.19605,103.748,,45.712725
116.2039,103.8057,,45.724825
116.21085,103.9042,,45.749725
116.23695,103.955275,,45.76375
116.295375,104.00365,,45.765625
116.346425,104.048875,,45.77345
116.37555,104.108525,,45.793675
116.403475,104.15895,,45.828625
116.433375,104.23485,,45.852075
116.457425,104.27755,,45.87895
116.4909,104.357475,,45.880225
116.530625,104.41,,45.890025
116.559625,104.48215,,45.901425
116.5758,104.485975,,45.9272
116.655075,104.53775,,45.936225
116.707275,104.571375,,45.949575
116.72955,104.61715,,45.960725
116.760225,104.657175,,45.9656
116.801925,104.72205,,45.9753
116.809025,104.79825,,45.9896
116.829125,104.837475,,46.045925
116.85395,104.8389,,46.057525
116.889075,104.893825,,46.092725
116.958025,104.930425,,46.11725
117.038575,104.9763,,46.121375
117.062,105.0219,,46.140025
117.0874,105.0723,,46.148825
117.112,105.13565,,46.167675
117.157575,105.184525,,46.179175
117.2184,105.294975,,46.21575
117.287275,105.3516,,46.244675
117.331225,105.3724,,46.254325
117.382475,105.42005,,46.279225
117.394925,105.45725,,46.291575
117.403,105.52555,,46.3141
117.482925,105.57135,,46.353
117.51815,105.61545,,46.368525
117.552175,105.72075,,46.379325
117.5708,105.734525,,46.392125
117.62925,105.757475,,46.41605
117.719425,105.76385,,46.423
117.802975,105.8202,,46.427425
117.860825,105.839025,,46.439775
117.9208,105.844575,,46.452075
118.02685,105.89915,,46.4853
118.06105,105.9457,,46.496125
118.06495,105.9987,,46.5172
118.10975,106.05745,,46.52235
118.217425,106.0984,,46.54045
118.2438,106.10155,,46.5646
118.31465,106.148425,,46.577875
118.36845,106.27695,,46.592075
118.447325,106.3398,,46.60665
118.488225,106.388925,,46.62875
118.5289,106.4509,,46.66845
118.61815,106.4975,,46.682725
118.747725,106.55415,,46.696175
118.79685,106.60815,,46.71925
118.835325,106.66765,,46.74305
118.8914,106.781,,46.759025
118.92905,106.795675,,46.7841
119.023225,106.83615,,46.795525
119.0693,106.862925,,46.8194
119.213625,106.8892,,46.8293
119.26375,106.9958,,46.83705
119.313925,107.113225,,46.84105
119.477975,107.12405,,46.85305
119.5207,107.157325,,46.863425
119.55435,107.222725,,46.9009
119.614125,107.286325,,46.91325
119.62995,107.36165,,46.92015
119.64475,107.399325,,46.926525
119.660525,107.443675,,46.94085
119.722275,107.489575,,46.953175
119.817125,107.57065,,46.965275
119.866375,107.628175,,46.98
119.965275,107.68575,,46.991575
120.023325,107.805075,,47.016375
120.095975,107.8529,,47.0281
120.1998,107.9019,,47.0525
120.2671,107.9528,,47.0906
120.3261,108.014525,,47.14185
120.4874,108.1081,,47.18285
120.612125,108.1256,,47.195475
120.659675,108.163725,,47.206225
120.8023,108.208825,,47.22195
120.86265,108.250725,,47.2309
120.9019,108.361825,,47.24475
120.9402,108.4397,,47.259175
121.035775,108.4803,,47.26915
121.045325,108.518025,,47.28025
121.1463,108.561225,,47.303975
121.24615,108.618275,,47.3168
121.364575,108.66345,,47.343025
121.437375,108.693425,,47.355125
121.4833,108.7467,,47.3864
121.547375,108.784975,,47.397125
121.584225,108.81725,,47.42265
121.647775,108.8537,,47.4799
121.656175,108.910125,,47.49645
121.689925,109.008975,,47.51595
121.7489,109.054025,,47.517925
121.80675,109.059175,,47.549775
121.877125,109.14955,,47.55695
121.925475,109.210775,,47.564475
122.029825,109.275975,,47.57365
122.068675,109.391625,,47.594775
122.10545,109.426975,,47.6002
122.16275,109.45535,,47.624375
122.165125,109.5102,,47.6415
122.231575,109.566,,47.6432
122.26575,109.73655,,47.64885
122.330825,109.777325,,47.675425
122.397825,109.85085,,47.6841
122.449825,109.899,,47.688725
122.497525,109.953325,,47.69355
122.531975,110.007825,,47.6976
122.63595,110.050975,,47.70115
122.691275,110.16485,,47.7154
122.7047,110.211575,,47.718175
122.768375,110.259775,,47.723525
122.83155,110.29585,,47.72835
122.86545,110.3387,,47.73915
122.912625,110.379725,,47.758825
123.000375,110.617775,,47.784075
123.051875,110.672125,,47.8161
123.108075,110.72395,,47.838525
123.210075,110.774575,,47.8823
123.269425,110.88685,,47.89045
123.322825,110.9523,,47.906025
123.38445,111.000675,,47.913125
123.456425,111.028475,,47.930675
123.508,111.056025,,47.93745
123.5971,111.0998,,47.9487
123.603875,111.158825,,47.96155
123.634175,111.203725,,47.988725
123.697175,111.3308,,47.998875
123.839025,111.334425,,48.022325
123.87395,111.421775,,48.033725
123.914725,111.44915,,48.035325
123.9834,111.48325,,48.045975
124.02855,111.516775,,48.070225
124.0407,111.627975,,48.0813
124.080675,111.656325,,48.1025
124.129,111.69045,,48.112125
124.186775,111.759075,,48.122625
124.3565,111.762825,,48.132275
124.361125,111.767875,,48.143175
124.4398,111.818875,,48.18455
124.4562,111.87665,,48.19185
124.488075,111.91625,,48.19695
124.533325,111.98905,,48.220275
124.64535,112.0385,,48.22875
124.66835,112.25955,,48.23975
124.689125,112.297225,,48.25175
124.7332,112.33575,,48.26485
124.79735,112.3819,,48.27625
124.81655,112.4257,,48.284475
124.880225,112.448825,,48.301325
124.88205,112.4737,,48.313175
124.960525,112.4882,,48.326025
125.07185,112.544675,,48.338225
125.128925,112.603975,,48.3499
125.2096,112.643125,,48.4037
125.35085,112.7344,,48.4216
125.465,112.774825,,48.4343
125.5493,112.844175,,48.446025
125.591925,112.91975,,48.45685
125.65515,113.024225,,48.4694
125.69255,113.0657,,48.484225
125.719825,113.120775,,48.5165
125.797425,113.2214,,48.52795
125.848475,113.25365,,48.5625
125.866875,113.267425,,48.597575
125.9091,113.340175,,48.606525
125.95375,113.37695,,48.6305
126.0462,113.444175,,48.6417
126.260425,113.49575,,48.64975
126.37035,113.539775,,48.663675
126.457625,113.702125,,48.674875
126.648325,113.77055,,48.689
126.6908,113.833875,,48.71255
126.732825,113.869725,,48.72265
126.784975,113.9236,,48.7419
126.80205,113.9653,,48.752575
126.834925,114.044525,,48.766425
126.90905,114.050625,,48.769275
126.950125,114.0985,,48.789875
127.021,114.127,,48.824975
127.067225,114.201875,,48.8367
127.092225,114.2326,,48.858425
127.1162,114.3087,,48.86965
127.133425,114.3529,,48.8806
127.147575,114.38385,,48.938825
127.183525,114.453375,,48.947975
127.2147,114.5209,,48.959625
127.241225,114.5454,,48.97095
127.26715,114.5904,,49.014525
127.37465,114.7271,,49.02975
127.397625,114.815875,,49.040475
127.41195,114.869375,,49.0551
127.43005,114.923675,,49.07825
127.453425,114.95395,,49.085725
127.538275,115.017625,,49.095675
127.5821,115.072175,,49.10575
127.6536,115.117925,,49.11525
127.679925,115.15145,,49.138925
127.726125,115.19555,,49.1481
127.751575,115.2272,,49.15905
127.8221,115.27685,,49.176275
127.8279,115.366775,,49.18495
127.860175,115.419625,,49.19645
127.91135,115.456725,,49.206925
127.960175,115.496125,,49.216
128.03375,115.6021,,49.251225
128.058475,115.6584,,49.2642
128.08235,115.7639,,49.272725
128.12815,115.794975,,49.28425
128.158975,115.8326,,49.292475
128.21425,115.871225,,49.301825
128.246675,115.934625,,49.32005
128.296875,115.94785,,49.323825
128.364725,115.98715,,49.33195
128.384475,116.077775,,49.341675
128.415925,116.10185,,49.362475
128.4348,116.17775,,49.383875
128.4676,116.25895,,49.403525
128.50625,116.313625,,49.4091
128.55285,116.3537,,49.415625
128.6209,116.41185,,49.4288
128.677375,116.4559,,49.432075
128.7175,116.50555,,49.4507
128.7629,116.540875,,49.460375
128.805675,116.60465,,49.467325
128.861675,116.648975,,49.47265
128.946725,116.682275,,49.49485
128.979875,116.71715,,49.50115
129.0051,116.778975,,49.522975
129.104275,116.91955,,49.531375
129.1369,116.97555,,49.5416
129.17775,117.044,,49.55365
129.226025,117.1801,,49.5656
129.254175,117.184775,,49.589575
129.3066,117.2343,,49.599275
129.3647,117.2713,,49.60765
129.449925,117.324175,,49.61235
129.517425,117.38725,,49.625925
129.570375,117.4502,,49.651275
129.624425,117.492775,,49.66455
129.65935,117.5714,,49.6761
129.6957,117.629575,,49.6899
129.740325,117.714025,,49.7056
129.82455,117.732,,49.74655
129.8857,117.7764,,49.757725
129.907375,117.82585,,49.766375
130.031025,117.869875,,49.78075
130.0761,117.9172,,49.790925
130.146525,118.004675,,49.806775
130.2272,118.00915,,49.821075
130.281725,118.0323,,49.82905
130.362925,118.049775,,49.844175
130.394425,118.08405,,49.8506
130.4241,118.16765,,49.87155
130.49845,118.180775,,49.885225
130.527025,118.227,,49.909075
130.57435,118.269675,,49.920275
130.6181,118.3068,,49.92755
130.635025,118.343675,,49.943375
130.6653,118.375925,,49.95965
130.723,118.396475,,49.974725
130.812,118.427225,,50.03015
130.8327,118.462875,,50.04255
130.887125,118.5313,,50.0532
130.925775,118.66745,,50.067175
130.965225,118.681275,,50.077725
130.9678,118.71845,,50.090975
130.98855,118.758075,,50.104275
131.030875,118.845925,,50.11805
131.040975,118.88555,,50.129025
131.04395,118.9638,,50.1418
131.0792,119.002175,,50.150225
131.130675,119.037975,,50.16155
131.288625,119.086425,,50.214675
131.35695,119.129775,,50.243725
131.4333,119.254875,,50.256075
131.46735,119.334325,,50.29405
131.5434,119.39865,,50.30515
131.557575,119.4275,,50.34075
131.585825,119.469325,,50.38355
131.61595,119.5185,,50.4003
131.644175,119.594625,,50.4146
131.658875,119.631025,,50.42035
131.67255,119.69075,,50.42585
131.6808,119.7327,,50.4413
131.696325,119.8762,,50.454
131.7906,119.89885,,50.46795
131.87265,119.95065,,50.502325
131.897425,120.0004,,50.51375
131.90865,120.05095,,50.527925
131.9228,120.092875,,50.540425
131.92945,120.1265,,50.5558
131.970375,120.177075,,50.566675
131.97645,120.214025,,50.5808
131.99835,120.271925,,50.5916
132.028325,120.3245,,50.602025
132.143825,120.3717,,50.61525
132.165725,120.376075,,50.640175
132.226625,120.51405,,50.656075
132.37925,120.560525,,50.689575
132.41775,120.597525,,50.727625
132.42835,120.6557,,50.73785
132.48515,120.722475,,50.748475
132.50965,120.76975,,50.7818
132.561575,120.80635,,50.799725
132.5859,120.882225,,50.813125
132.62435,120.90985,,50.824875
132.7454,120.918625,,50.866325
132.795675,120.973075,,50.8946
132.816125,121.0265,,50.907475
132.85245,121.1127,,50.92025
132.8576,121.1489,,50.9357
132.906175,121.1814,,50.998675
132.90755,121.255,,51.025625
132.924275,121.303875,,51.030375
132.976175,121.40315,,51.041725
132.999825,121.441875,,51.0547
133.029575,121.4854,,51.067025
133.0948,121.495075,,51.0978
133.11715,121.5828,,51.118825
133.122675,121.62305,,51.182325
133.148575,121.6522,,51.208825
133.169275,121.686975,,51.2243
133.1941,121.736825,,51.238875
133.2273,121.792,,51.254475
133.259875,121.801725,,51.268575
133.290575,121.9157,,51.2818
133.339325,121.95885,,51.29625
133.373475,122.003875,,51.3125
133.399275,122.0797,,51.313675
133.487625,122.108875,,51.346725
133.48935,122.1611,,51.3605
133.554875,122.218575,,51.435625
133.58945,122.252525,,51.489275
133.59475,122.286475,,51.508575
133.637375,122.29115,,51.571425
133.668625,122.3202,,51.5826
133.6869,122.365325,,51.59565
133.73895,122.4569,,51.611875
133.78985,122.495,,51.6284
133.810625,122.65425,,51.641475
133.831775,122.6889,,51.6572
133.884625,122.764125,,51.674225
133.955375,122.7943,,51.686575
133.9741,122.836675,,51.6984
133.9838,122.898825,,51.70385
134.104475,122.9513,,51.7475
134.138075,122.99435,,51.760125
134.151675,123.029025,,51.77725
134.2276,123.162775,,51.7922
134.3129,123.256,,51.818075
134.328675,123.26115,,51.823825
134.3435,123.32555,,51.849375
134.346425,123.3636,,51.8874
134.5218,123.438575,,51.905725
134.5563,123.500475,,51.9555
134.640275,123.5347,,51.9739
134.70325,123.579325,,51.98125
134.76955,123.646525,,51.993425
134.828225,123.76665,,52.001525
134.877925,123.812075,,52.008925
134.890725,123.86185,,52.025
134.9752,123.90005,,52.0568
135.0177,123.953125,,52.071025
135.021475,123.994975,,52.08475
135.0444,124.038325,,52.1118
135.05875,124.132025,,52.1284
135.17295,124.173575,,52.14255
135.177425,124.324925,,52.188325
135.21325,124.3807,,52.20405
135.22705,124.422325,,52.2424
135.394025,124.440175,,52.2783
135.45725,124.659,,52.3053
135.553875,124.71175,,52.351375
135.579675,124.726725,,52.366175
135.6198,124.766,,52.3803
135.66265,124.8052,,52.39335
135.785125,124.835125,,52.40695
135.85785,124.889125,,52.41335
135.88185,125.00915,,52.427875
135.8871,125.074775,,52.445475
135.903625,125.12315,,52.474225
135.917525,125.165825,,52.49345
136.049875,125.178525,,52.4954
136.1153,125.248425,,52.508225
136.19385,125.251675,,52.535175
136.27845,125.282575,,52.57615
136.3263,125.326475,,52.5916
136.420125,125.36865,,52.617775
136.4342,125.4126,,52.631875
136.4748,125.4991,,52.6727
136.515625,125.576725,,52.6849
136.536175,125.6178,,52.689325
136.687125,125.649275,,52.7013
136.763575,125.67325,,52.714025
136.78565,125.70115,,52.72605
136.844025,125.7315,,52.744
136.883175,125.843175,,52.776075
136.904175,125.88975,,52.79085
136.92705,125.938525,,52.805275
136.985325,125.983175,,52.828675
137.001125,126.031575,,52.87905
137.01855,126.044575,,52.906475
137.093,126.0595,,52.979025
137.112475,126.143475,,52.992425
137.134375,126.2061,,53.054875
137.217975,126.2563,,53.0668
137.2446,126.310025,,53.080825
137.261825,126.390225,,53.093725
137.267225,126.470325,,53.1156
137.33175,126.51095,,53.1267
137.3655,126.519725,,53.14295
137.3982,126.694625,,53.153525
137.440975,126.7414,,53.171625
137.527425,126.76075,,53.1998
137.573175,126.77585,,53.21215
137.652125,126.81185,,53.231225
137.70295,126.9486,,53.23845
137.72835,127.00305,,53.2483
137.743825,127.049375,,53.2627
137.746475,127.0929,,53.28405
137.777325,127.17255,,53.28835
137.833575,127.23875,,53.29685
137.9073,127.286725,,53.309575
137.974475,127.307325,,53.339025
138.019425,127.353575,,53.353775
138.02095,127.356075,,53.386925
138.035775,127.404175,,53.4003
138.067,127.43465,,53.4404
138.15085,127.440125,,53.452525
138.153675,127.546825,,53.491325
138.190775,127.662575,,53.530125
138.229625,127.760625,,53.543675
138.27925,127.8134,,53.5562
138.43405,127.876775,,53.568225
138.53785,127.928075,,53.596525
138.61495,127.9929,,53.609475
138.664625,128.1092,,53.620125
138.906175,128.173925,,53.646525
138.96375,128.3511,,53.65895
139.001425,128.398525,,53.708
139.085875,128.424625,,53.731
139.1444,128.483775,,53.74125
139.1558,128.5324,,53.75975
139.209125,128.5921,,53.763325
139.3113,128.657175,,53.7886
139.49045,128.697225,,53.804925
139.5637,128.734725,,53.807525
139.618125,128.774275,,53.816175
139.67275,128.82015,,53.8179
139.705175,128.870125,,53.830325
139.73995,128.942475,,53.866625
139.756675,128.99675,,53.880425
139.841275,129.046,,53.90315
139.963225,129.132275,,53.9065
139.99475,129.180675,,53.917025
140.07475,129.233175,,53.937725
140.228375,129.2579,,53.940875
140.295325,129.359025,,53.95385
140.383625,129.413375,,53.97895
140.51215,129.433,,53.992375
140.656,129.49475,,53.997175
140.75155,129.608275,,54.009475
140.8262,129.656275,,54.021
140.878875,129.706125,,54.033375
140.984625,129.8072,,54.0617
141.01375,129.862125,,54.091425
141.01915,130.058,,54.1046
141.15075,130.101,,54.11965
141.2024,130.212425,,54.133975
141.27575,130.265625,,54.1611
141.388725,130.369725,,54.17315
141.408025,130.4518,,54.214075
141.453975,130.475825,,54.257975
141.474475,130.498325,,54.27215
141.5062,130.564475,,54.301575
141.7073,130.620375,,54.3144
141.785475,130.668675,,54.326675
141.840625,130.676125,,54.35855
141.917575,130.716525,,54.369325
142.011075,130.755125,,54.37405
142.18635,130.8541,,54.38245
142.25295,130.873375,,54.395525
142.433725,130.95975,,54.40275
142.46625,130.98705,,54.407875
142.507175,131.01695,,54.422525
142.5597,131.037975,,54.432975
142.61875,131.05445,,54.4498
142.727525,131.07925,,54.460425
142.740175,131.147525,,54.51525
142.899475,131.156275,,54.5188
143.1776,131.184725,,54.5273
143.209775,131.26585,,54.5411
143.34035,131.307625,,54.551575
143.381475,131.34525,,54.594175
143.469325,131.349175,,54.607
143.524025,131.351375,,54.609375
143.56085,131.370275,,54.66045
143.6403,131.44835,,54.702325
143.7529,131.54785,,54.7325
143.77215,131.5886,,54.74595
143.8175,131.632475,,54.77435
143.88835,131.650925,,54.802425
143.957325,131.666725,,54.816675
143.967975,131.68015,,54.841025
144.0124,131.715925,,54.867725
144.020925,131.73805,,54.8817
144.060175,131.749,,54.8962
144.099375,131.882175,,54.911
144.13905,131.926875,,54.922925
144.155125,131.970775,,54.9397
144.187725,132.007825,,54.9505
144.2381,132.0477,,55.0044
144.28855,132.094575,,55.020125
144.35765,132.1545,,55.0463
144.409525,132.170975,,55.06185
144.502875,132.29465,,55.127525
144.545725,132.412475,,55.171625
144.613375,132.493275,,55.175525
144.6361,132.602275,,55.20315
144.6731,132.62035,,55.212
144.769525,132.71255,,55.217475
144.8358,132.80565,,55.234425
144.888225,132.89665,,55.2915
145.0038,132.95045,,55.3053
145.087125,132.998425,,55.32035
145.169425,133.011825,,55.3367
145.183725,133.076575,,55.349475
145.316975,133.11045,,55.364175
145.32915,133.135325,,55.379725
145.45135,133.19245,,55.393375
145.45305,133.295675,,55.407125
145.523225,133.418625,,55.435625
145.59175,133.432675,,55.455
145.635025,133.492675,,55.46675
145.6606,133.711325,,55.480875
145.7047,133.792725,,55.5194
145.8109,133.7953,,55.559125
145.8985,133.863225,,55.571775
145.913525,133.901675,,55.616025
145.934825,133.935425,,55.704075
145.951175,134.04315,,55.718875
145.976175,134.135125,,55.73855
146.009475,134.16765,,55.760275
146.0452,134.1718,,55.7746
146.07,134.335725,,55.8134
146.157225,134.4625,,55.827925
146.455975,134.54755,,55.868925
146.51595,134.64755,,55.87115
146.57035,134.68315,,55.8953
146.575075,134.74485,,55.909175
146.596625,134.789875,,55.9228
146.6358,134.913875,,55.94945
146.752475,134.9957,,55.9812
146.89385,135.0107,,56.0215
147.004275,135.081625,,56.03755
147.10725,135.139775,,56.092175
147.149225,135.1501,,56.12295
147.16525,135.2031,,56.1381
147.202775,135.233325,,56.1536
147.260775,135.251275,,56.194375
147.308125,135.370375,,56.212625
147.453525,135.42815,,56.229975
147.532925,135.476575,,56.2688
147.58345,135.556375,,56.27725
147.698275,135.627225,,56.305525
147.75075,135.67265,,56.3421
147.7971,135.74825,,56.352625
147.892425,135.79465,,56.40625
148.00975,135.853775,,56.4203
148.0622,135.9115,,56.448225
148.12175,136.00945,,56.46175
148.1581,136.06855,,56.474575
148.22775,136.1634,,56.4899
148.2424,136.22165,,56.524625
148.275825,136.288275,,56.536325
148.35005,136.3355,,56.547725
148.4087,136.3681,,56.5614
148.544425,136.45605,,56.5862
148.571625,136.53175,,56.6145
148.603125,136.575025,,56.618
148.705775,136.60205,,56.6294
148.742375,136.64445,,56.6409
148.795575,136.7417,,56.6517
148.810775,136.7853,,56.681375
148.837775,136.787675,,56.7089
148.9154,136.83505,,56.7338
148.9697,136.88665,,56.778125
148.9844,136.93485,,56.793025
149.018475,136.992675,,56.8082
149.068625,137.02525,,56.82535
149.10695,137.0645,,56.853625
149.231625,137.10895,,56.86745
149.26185,137.161975,,56.910125
149.355125,137.196275,,56.91975
149.42785,137.202225,,56.935225
149.493875,137.29455,,56.937975
149.50705,137.311,,56.9649
149.5978,137.36085,,56.976475
149.64255,137.4108,,57.014975
149.680475,137.451575,,57.031625
149.771975,137.4987,,57.04265
149.863775,137.5112,,57.05735
150.0313,137.530675,,57.0864
150.1114,137.588675,,57.10325
150.185725,137.635825,,57.1326
150.267675,137.699075,,57.139875
150.354625,137.7107,,57.1456
150.3609,137.774225,,57.15905
150.38625,137.843375,,57.16805
150.407375,137.9106,,57.174375
150.442625,138.04485,,57.187
150.4539,138.05895,,57.275075
150.49515,138.122325,,57.287175
150.641825,138.194125,,57.298875
150.7257,138.216525,,57.3406
150.7922,138.30005,,57.37235
150.963875,138.391625,,57.383725
151.02325,138.467675,,57.39845
151.127075,138.523475,,57.412375
151.243075,138.5264,,57.423275
151.245925,138.5784,,57.43985
151.309025,138.701,,57.481425
151.32605,138.843025,,57.577475
151.4098,138.90565,,57.5856
151.482575,138.95355,,57.599475
151.609675,139.02425,,57.61195
151.621875,139.08295,,57.621475
151.70625,139.14625,,57.637625
151.755475,139.212975,,57.681475
151.855675,139.48805,,57.7088
151.90255,139.53595,,57.7256
152.02725,139.58455,,57.74385
152.0718,139.63465,,57.762625
152.18345,139.708425,,57.789575
152.191675,139.7697,,57.820225
152.20535,139.8602,,57.83665
152.27065,139.918375,,57.849825
152.332275,140.02295,,57.860775
152.3493,140.06765,,57.89055
152.40545,140.1446,,57.9107
152.4901,140.235425,,57.915275
152.525175,140.3396,,57.967175
152.56835,140.355875,,57.99485
152.613025,140.496875,,58.009075
152.702525,140.590425,,58.038325
152.713625,140.592425,,58.052925
152.777775,140.657825,,58.066275
152.8391,140.844725,,58.11405
152.841025,140.906525,,58.1427
152.843875,141.0377,,58.160225
152.883,141.0431,,58.226425
152.896275,141.1001,,58.264075
153.0001,141.18115,,58.2777
153.036275,141.265025,,58.310725
153.108425,141.311075,,58.323325
153.114775,141.364825,,58.3376
153.1624,141.461625,,58.350425
153.242525,141.5141,,58.36385
153.283175,141.566225,,58.415675
153.3097,141.62455,,58.429575
153.332775,141.72535,,58.442375
153.3659,141.7889,,58.455725
153.444425,141.83535,,58.506175
153.484075,141.973575,,58.5509
153.558875,141.996125,,58.559625
153.6284,142.0979,,58.576425
153.687325,142.1505,,58.60605
153.72855,142.2693,,58.6322
153.774225,142.320725,,58.648275
153.880375,142.42525,,58.668525
153.95555,142.549275,,58.67995
154.0253,142.648325,,58.740675
154.087625,142.7222,,58.75405
154.150725,142.727525,,58.764125
154.210625,142.771275,,58.777125
154.312775,142.852225,,58.7909
154.3601,142.87475,,58.803975
154.495325,142.991925,,58.81555
154.508425,143.0008,,58.82805
154.5328,143.05785,,58.8553
154.6174,143.126325,,58.897475
154.67755,143.15325,,58.9365
154.729575,143.220325,,58.94955
154.849775,143.262625,,59.00245
154.9162,143.341475,,59.02055
154.9228,143.384375,,59.0307
155.015425,143.477575,,59.0361
155.0452,143.5496,,59.046975
155.077875,143.59075,,59.07345
155.18285,143.6495,,59.087125
155.323675,143.846775,,59.109
155.379575,143.945375,,59.12035
155.416125,143.9802,,59.14515
155.463375,144.0471,,59.197
155.48545,144.1061,,59.205425
155.53005,144.159175,,59.2193
155.593675,144.164525,,59.234225
155.634475,144.208425,,59.2622
155.669475,144.26375,,59.3178
155.737125,144.327275,,59.33155
155.781975,144.360825,,59.3452
155.873525,144.390275,,59.430175
155.956425,144.433575,,59.4421
156.0243,144.484825,,59.45645
156.0514,144.529675,,59.471475
156.0759,144.586,,59.482425
156.1642,144.671325,,59.4992
156.2948,144.74895,,59.512625
156.35495,144.769525,,59.526825
156.442625,144.8067,,59.541675
156.524075,144.85185,,59.586
156.568625,144.985275,,59.60195
156.606625,144.997275,,59.617375
156.653625,145.043525,,59.6324
156.69205,145.05575,,59.647025
156.755425,145.104525,,59.66335
156.814475,145.158125,,59.7031
156.8434,145.209825,,59.73445
156.948625,145.226625,,59.7451
156.965125,145.27965,,59.782475
157.01645,145.3438,,59.79605
157.1143,145.394675,,59.813175
157.22755,145.4429,,59.873575
157.331825,145.47725,,59.8886
157.3551,145.5443,,59.946525
157.407525,145.6781,,59.973125
157.423375,145.721525,,60.000175
157.519925,145.763575,,60.01255
157.5299,145.858725,,60.04135
157.5975,145.894925,,60.10085
157.611575,145.9086,,60.1127
157.650275,145.970975,,60.128275
157.70135,146.010875,,60.14595
157.703475,146.1916,,60.162225
157.748375,146.250875,,60.176275
157.8344,146.3248,,60.282975
157.922675,146.4123,,60.357275
157.9768,146.460625,,60.3865
158.040425,146.51975,,60.403025
158.097875,146.58425,,60.4738
158.1367,146.631975,,60.5038
158.18995,146.667125,,60.51575
158.411225,146.701175,,60.5332
158.457575,146.758425,,60.5481
158.5102,146.867225,,60.575975
158.622525,146.92525,,60.590825
158.640875,146.996675,,60.603225
158.664575,147.015375,,60.618025
158.794325,147.066,,60.679775
158.970175,147.117625,,60.6998
159.108875,147.1688,,60.71435
159.142575,147.221425,,60.74325
