SPK_SPKC02a (inhibited),SPK_SPKC04b (excited),SPK_SPKC07a (excited),SPK_SPKC11a (inhibited)
50.117875,43.524025,179.901875,21.3613
50.12885,43.537725,180.0017,21.40285
50.169475,43.5668,180.627725,21.416825
50.1739,43.63865,180.6767,21.42855
50.328525,43.7049,180.78985,21.459125
50.477075,43.734025,180.9271,21.491475
50.5821,43.809225,181.1652,21.523825
50.613775,43.8755,181.1849,21.531875
50.6775,43.9633,,21.560325
50.7137,44.0938,,21.6045
50.7374,44.161275,,21.62325
50.759775,44.213975,,21.653225
50.81295,44.26255,,21.668
51.2241,44.442825,,21.675975
51.26325,44.481625,,21.67725
51.312325,44.5502,,21.7007
51.346575,44.655525,,21.734
51.496575,44.750425,,21.76485
51.72015,44.81265,,21.788475
51.823575,44.842625,,21.814525
51.9932,44.861575,,21.8638
52.000125,44.90025,,21.88635
52.158175,44.9884,,21.9137
52.189525,44.9956,,21.937425
52.206775,45.02915,,21.96175
52.24555,45.075175,,21.97305
52.413175,45.137875,,21.990125
52.461175,45.255475,,22.014475
52.6033,45.303225,,22.060275
52.63445,45.359525,,22.086125
52.68915,45.41805,,22.099175
53.0547,45.444875,,22.10845
53.11065,45.49345,,22.1382
53.2352,45.55445,,22.1623
53.288125,45.688275,,22.226475
53.4205,45.706625,,22.278325
53.494725,45.74335,,22.3103
53.615475,45.84395,,22.324275
53.75955,45.921725,,22.3601
53.807325,46.049375,,22.402375
53.8587,46.300175,,22.440325
53.978775,46.38485,,22.459225
54.087675,46.425875,,22.4798
54.104375,46.6135,,22.485675
54.128075,46.660825,,22.5091
54.18095,46.752075,,22.5294
54.27995,46.8675,,22.56125
54.32435,46.898575,,22.58845
54.37385,46.957075,,22.6038
54.399125,47.020775,,22.614225
54.4774,47.07395,,22.639125
54.5317,47.17935,,22.685925
54.56075,47.2027,,22.70895
54.647625,47.274575,,22.757125
54.652475,47.297425,,22.781225
54.70215,47.318,,22.790825
54.71645,47.460325,,22.8635
54.802225,47.502425,,22.967475
54.858375,47.53805,,22.983
54.939475,47.5619,,23.00425
55.047925,47.653575,,23.0245
55.1261,47.70345,,23.067675
55.22395,47.7245,,23.081025
55.3258,47.7339,,23.09625
55.371025,47.89865,,23.1262
55.43545,47.99365,,23.162075
55.511275,48.0301,,23.207675
55.566575,48.211625,,23.21395
55.601425,48.34425,,23.2835
55.628875,48.39095,,23.326975
55.68535,48.48135,,23.353725
55.73835,48.592,,23.367
55.7733,48.704925,,23.3794
55.870975,48.7428,,23.403025
55.92475,48.80765,,23.4327
55.9682,48.81925,,23.45405
56.083825,48.87155,,23.4638
56.27705,48.914525,,23.4924
56.30525,48.98315,,23.522525
56.351775,49.050425,,23.5427
56.3957,49.083575,,23.569075
56.4733,49.0905,,23.573125
56.569325,49.115075,,23.575975
56.6178,49.132275,,23.578075
56.672025,49.19305,,23.59695
56.750675,49.203925,,23.601525
56.837825,49.26795,,23.63565
56.9458,49.2947,,23.6513
56.9647,49.32145,,23.659175
57.041075,49.334725,,23.688075
57.076025,49.377925,,23.696325
57.11635,49.424525,,23.705325
57.1742,49.461925,,23.714075
57.23135,49.468775,,23.730175
57.276025,49.475575,,23.7624
57.302825,49.52,,23.774875
57.365175,49.57675,,23.809175
57.39825,49.601775,,23.8529
57.426225,49.643,,23.871675
57.439625,49.768075,,23.891375
57.510875,49.882475,,23.925925
57.6838,49.90275,,23.95155
57.8022,50.10645,,23.9783
57.941925,50.1382,,24.021575
57.996425,50.197125,,24.02355
58.1398,50.270725,,24.145525
58.242875,50.2853,,24.17365
58.340775,50.323725,,24.202175
58.386825,50.512025,,24.204725
58.437325,50.533575,,24.2257
58.479425,50.564125,,24.244725
58.550725,50.646475,,24.279025
58.596075,50.68025,,24.284975
58.705875,50.7151,,24.310125
58.742275,50.7502,,24.338475
58.818825,50.7803,,24.3638
58.906725,50.8185,,24.379575
58.957025,50.8535,,24.418275
59.035875,50.8643,,24.4481
59.074325,51.027675,,24.48465
59.104325,51.07805,,24.488475
59.19685,51.124325,,24.5101
59.259225,51.194475,,24.54675
59.314375,51.2377,,24.5488
59.31765,51.24125,,24.582425
59.376525,51.30055,,24.601275
59.423925,51.3585,,24.6291
59.510625,51.448625,,24.67745
59.67025,51.497925,,24.6956
59.7274,51.55015,,24.697125
59.756075,51.59295,,24.730225
59.812975,51.663225,,24.76075
59.9905,51.692125,,24.791125
60.242625,51.739975,,24.7945
60.3606,51.839925,,24.7985
60.4712,51.9432,,24.823875
60.5382,52.020325,,24.853825
60.579325,52.080075,,24.875125
60.6558,52.2666,,24.897625
60.797625,52.330025,,24.950925
60.860425,52.348025,,24.970475
60.906575,52.388025,,24.9881
61.038225,52.4665,,25.0107
61.09495,52.572625,,25.0306
61.113125,52.627325,,25.0542
61.184575,52.70965,,25.07425
61.246125,52.74195,,25.09465
61.50795,52.78535,,25.1076
61.589825,52.8441,,25.116325
61.625975,52.9383,,25.1322
61.68015,53.04685,,25.152275
61.716975,53.085175,,25.155325
61.749775,53.1778,,25.1744
61.7815,53.383925,,25.19915
61.829325,53.44175,,25.22375
61.840725,53.507975,,25.278525
61.84915,53.562675,,25.294725
61.8846,53.745275,,25.3661
61.8966,53.8434,,25.382925
61.942475,53.93755,,25.40575
62.030375,54.030475,,25.426775
62.037925,54.190975,,25.438325
62.16235,54.26575,,25.4523
62.3291,54.319675,,25.4646
62.382225,54.363025,,25.47595
62.4309,54.443025,,25.4836
62.544025,54.50255,,25.498625
62.58955,54.51865,,25.511075
62.6413,54.533075,,25.51945
62.843725,54.6452,,25.547225
62.888275,54.7121,,25.56135
62.911025,54.834975,,25.57085
62.98845,54.8949,,25.592625
63.0294,54.9641,,25.6115
63.119025,55.0056,,25.620525
63.20635,55.178875,,25.629725
63.219075,55.2634,,25.643125
63.2754,55.302475,,25.650275
63.31695,55.317825,,25.71325
63.35575,55.3701,,25.740375
63.45075,55.4217,,25.7624
63.5123,55.501375,,25.77445
63.554975,55.52145,,25.823
63.647775,55.544225,,25.84925
63.737075,55.660875,,25.8977
63.746275,55.715175,,25.911775
63.925375,55.7593,,25.9412
63.999425,55.80975,,25.965475
64.065125,56.041625,,26.0087
64.106175,56.0828,,26.03545
64.121975,56.1309,,26.05955
64.389125,56.152825,,26.087625
64.544825,56.172175,,26.092975
64.610975,56.184075,,26.127825
64.693475,56.253675,,26.153175
64.75495,56.3628,,26.188075
64.886475,56.4948,,26.2159
65.04225,56.5306,,26.264625
65.09905,56.630825,,26.292375
65.110225,56.691775,,26.3775
65.133,56.767325,,26.38065
65.15235,56.792225,,26.41495
65.154775,56.86925,,26.45385
65.222225,57.107325,,26.487725
65.301025,57.1694,,26.48965
65.3122,57.2431,,26.509575
65.323775,57.269075,,26.54055
65.397375,57.303125,,26.578425
65.4331,57.35465,,26.595175
65.463575,57.3896,,26.626975
65.504875,57.43385,,26.655975
65.6529,57.50425,,26.6898
65.7582,57.56115,,26.748
65.774375,57.56375,,26.7645
65.778825,57.616725,,26.77705
65.8219,57.784025,,26.829925
65.8857,57.86585,,26.8544
65.924025,58.0122,,26.8746
65.9446,58.107975,,26.903825
65.99115,58.11095,,26.91
66.08275,58.32175,,26.92045
66.120825,58.531325,,26.952475
66.134175,58.57245,,27.102275
66.242175,58.7278,,27.1498
66.3036,58.946775,,27.19345
66.32715,58.969225,,27.264175
66.40155,59.027425,,27.3716
66.494825,59.129675,,27.38485
66.513,59.22895,,27.417325
66.598375,59.3148,,27.457925
66.7133,59.474725,,27.522025
66.7143,59.5313,,27.548575
66.75525,59.636725,,27.57515
66.860775,59.704325,,27.6004
66.909875,59.759175,,27.65635
67.04305,59.7888,,27.68215
67.089625,59.879275,,27.72155
67.11305,59.9234,,27.7793
67.1479,59.9941,,27.7914
67.160425,60.089875,,27.81115
67.204775,60.113575,,27.91195
67.27195,60.184825,,27.9378
67.399425,60.3108,,28.0004
67.432025,60.39915,,28.033975
67.44885,60.491,,28.04025
67.483175,60.583325,,28.0695
67.512525,60.622675,,28.21575
67.55955,60.6457,,28.238875
67.63845,60.70205,,28.273525
67.724775,60.74595,,28.3114
67.83225,60.7628,,28.36155
67.853075,60.854225,,28.37715
67.949975,60.900825,,28.41325
67.981025,61.0346,,28.423175
67.98375,61.073725,,28.431925
68.077125,61.15955,,28.43995
68.121775,61.19075,,28.477625
68.192275,61.266525,,28.516525
68.204575,61.31265,,28.538025
68.23035,61.4027,,28.56065
68.3013,61.4493,,28.652175
68.3329,61.50615,,28.69945
68.392675,61.52815,,28.70085
68.4553,61.539475,,28.751625
68.581475,61.59705,,28.754075
68.68475,61.6441,,28.765575
68.808675,61.7271,,28.8044
68.8563,61.7914,,28.8252
68.8962,61.85295,,28.872825
68.899875,61.94175,,28.935325
69.04005,62.016425,,28.946475
69.1598,62.055275,,28.959275
69.29625,62.10365,,28.98755
69.3493,62.1633,,28.995575
69.380075,62.245525,,29.016
69.484625,62.270275,,29.040925
69.6106,62.3853,,29.05105
69.65585,62.450175,,29.065725
69.706875,62.522525,,29.088225
69.75745,62.59335,,29.117375
69.83625,62.645275,,29.142075
69.8397,62.76565,,29.1623
69.8987,62.8145,,29.169725
70.105125,62.877625,,29.214975
70.1306,62.943025,,29.23995
70.211875,62.973425,,29.264875
70.25945,62.98745,,29.26845
70.464025,63.02545,,29.319725
70.524025,63.0855,,29.34715
70.5565,63.127675,,29.38165
70.636875,63.21955,,29.409875
70.8415,63.27575,,29.440325
70.924225,63.3033,,29.4639
70.993325,63.3244,,29.486475
71.160525,63.33895,,29.52035
71.1984,63.405125,,29.558825
71.2085,63.439325,,29.61355
71.2439,63.47585,,29.631675
71.316225,63.544925,,29.6553
71.481875,63.584075,,29.68145
71.59015,63.635675,,29.716225
71.640225,63.67765,,29.74675
71.7231,63.6956,,29.765125
71.767825,63.795525,,29.787925
71.80075,63.830025,,29.8099
71.874875,63.9343,,29.812625
71.88565,64.0056,,29.837825
71.94605,64.022075,,29.85645
72.006275,64.179625,,29.872
72.04785,64.197275,,29.8873
72.105325,64.30425,,29.901275
72.21305,64.319825,,29.904825
72.262275,64.371675,,29.9224
72.312075,64.422325,,29.947025
72.391825,64.486975,,29.95895
72.442575,64.540025,,29.978625
72.46335,64.7753,,29.99565
72.501175,64.837625,,30.012375
72.552325,64.852975,,30.0263
72.5876,65.07445,,30.042925
72.744175,65.113125,,30.06555
72.829625,65.1967,,30.089725
72.891475,65.250475,,30.0995
72.969475,65.2958,,30.130225
72.9793,65.311225,,30.17375
73.026075,65.388125,,30.1943
73.08825,65.414,,30.210025
73.162875,65.46755,,30.236825
73.2586,65.503775,,30.26985
73.2732,65.526,,30.281075
73.297925,65.550075,,30.2863
73.399275,65.630675,,30.311425
73.534725,65.681275,,30.336625
73.591175,65.72725,,30.393175
73.6309,65.733075,,30.4105
73.69975,65.761175,,30.426825
73.761725,65.7994,,30.431075
73.786775,65.871625,,30.433275
73.7933,65.887375,,30.460275
73.844525,65.947125,,30.47765
73.9085,65.9815,,30.501575
73.980075,66.057125,,30.523675
74.0216,66.077775,,30.5482
74.124275,66.220875,,30.5832
74.209525,66.2409,,30.612075
74.243725,66.322575,,30.6416
74.3549,66.405775,,30.66225
74.404575,66.582675,,30.6777
74.495675,66.6596,,30.718675
74.5804,66.662325,,30.748625
74.645775,66.7136,,30.79155
74.674675,66.740375,,30.8247
74.773125,66.7731,,30.8438
74.878675,66.807525,,30.865375
74.97395,66.862875,,30.8809
75.03015,66.900775,,30.90185
75.1013,66.9558,,30.921525
75.192025,67.07435,,30.925
75.282125,67.155975,,30.9669
75.33545,67.21595,,30.984025
75.34935,67.267625,,30.989225
75.4298,67.30585,,31.025575
75.551475,67.38205,,31.050325
75.644725,67.43735,,31.070425
75.7131,67.472075,,31.1119
75.74985,67.4894,,31.13545
75.79785,67.53185,,31.1486
75.823375,67.622725,,31.1695
75.8758,67.697225,,31.191075
75.920225,67.744625,,31.21065
76.003575,67.785575,,31.22835
76.05175,67.82395,,31.251525
76.090725,67.86235,,31.25815
76.166875,67.916875,,31.27365
76.249325,67.9445,,31.286775
76.262725,68.0433,,31.30345
76.30765,68.1207,,31.314075
76.362375,68.14135,,31.336175
76.4283,68.1757,,31.357325
76.487775,68.246725,,31.372775
76.637175,68.30065,,31.40815
76.696275,68.35815,,31.420975
76.7109,68.54495,,31.437425
76.763525,68.609825,,31.4505
76.8355,68.6743,,31.4795
76.8824,68.708725,,31.496275
76.981925,68.746725,,31.5164
77.02985,68.936775,,31.5394
77.120275,68.97465,,31.550275
77.14425,69.0151,,31.55795
77.3177,69.05745,,31.5822
77.414575,69.1226,,31.600475
77.46855,69.154575,,31.625675
77.589975,69.206725,,31.64345
77.69805,69.24065,,31.690925
77.785625,69.25205,,31.741875
77.83505,69.2878,,31.79355
77.91985,69.3698,,31.811125
77.94755,69.41535,,31.832975
78.0822,69.4817,,31.87695
78.138525,69.547825,,31.897075
78.4639,69.6011,,31.93665
78.528325,69.676675,,31.95355
78.62535,69.7975,,31.959825
78.72075,69.84335,,31.98305
78.85515,69.9477,,31.994975
78.87875,69.9676,,32.033375
78.93645,70.022425,,32.037225
79.09945,70.07205,,32.0608
79.11125,70.114025,,32.07285
79.2215,70.159975,,32.0894
79.389525,70.21535,,32.103275
79.49405,70.41555,,32.1248
79.5306,70.48435,,32.147275
79.558975,70.587625,,32.1616
79.617025,70.67025,,32.178675
79.68345,70.727625,,32.18075
79.717175,70.899725,,32.191425
79.772675,70.93925,,32.2084
79.844625,70.979675,,32.236525
79.8497,71.004225,,32.2828
79.87915,71.0265,,32.318125
79.919275,71.03125,,32.360775
79.96925,71.069925,,32.37985
80.071975,71.124375,,32.4056
80.1053,71.16895,,32.434625
80.13205,71.2167,,32.49175
80.14355,71.343825,,32.4947
80.253875,71.359675,,32.5074
80.30715,71.42665,,32.5201
80.38795,71.48755,,32.52425
80.51715,71.57755,,32.5405
80.60295,71.5886,,32.556875
80.6335,71.628625,,32.606725
80.68025,71.6561,,32.625275
80.7407,71.67745,,32.64495
80.80385,71.753825,,32.6668
80.864425,71.8293,,32.6821
80.90565,71.868775,,32.7154
80.9111,72.10485,,32.73375
80.99165,72.151525,,32.744225
81.0652,72.21675,,32.74585
81.14665,72.29265,,32.77875
81.25035,72.383725,,32.7843
81.3435,72.471975,,32.84565
81.438325,72.5231,,32.856125
81.49965,72.56415,,32.870925
81.570275,72.618875,,32.88085
81.6196,72.673925,,32.890225
81.699525,72.851075,,32.891425
81.736675,72.931025,,32.897
81.7506,73.0497,,32.94485
81.80415,73.0918,,32.956725
81.860825,73.185775,,32.972225
81.943675,73.2643,,33.0046
82.258825,73.3072,,33.052225
82.27475,73.356525,,33.0751
82.33415,73.3859,,33.1089
82.337775,73.4458,,33.1334
82.3694,73.450675,,33.1738
82.461325,73.476825,,33.175525
82.53595,73.504175,,33.1939
82.64245,73.604575,,33.216825
82.651525,73.659775,,33.233625
82.683425,73.71155,,33.2643
82.721725,73.755275,,33.311975
82.832875,73.782675,,33.35695
82.90745,73.832325,,33.40615
82.97095,73.8552,,33.4625
83.0889,73.9517,,33.511075
83.199275,74.090975,,33.539225
83.25295,74.152375,,33.562
83.25535,74.16895,,33.5711
83.3799,74.2039,,33.5804
83.3862,74.251925,,33.609
83.6466,74.27125,,33.63875
83.757775,74.273175,,33.664375
83.944675,74.32025,,33.683325
84.043325,74.38895,,33.721575
84.0998,74.46905,,33.726225
84.494375,74.51805,,33.73855
84.555525,74.549125,,33.77515
84.629275,74.662825,,33.814925
84.70085,74.7951,,33.821675
84.802125,74.8362,,33.890925
84.863125,74.93905,,33.970275
84.914475,74.948425,,34.0044
84.92155,75.0043,,34.035925
84.9764,75.0646,,34.069775
85.0284,75.112525,,34.103925
85.03275,75.178525,,34.131875
85.0851,75.185325,,34.16355
85.1878,75.2334,,34.196175
85.2272,75.3904,,34.215175
85.30595,75.46855,,34.260175
85.356625,75.565275,,34.280125
85.398875,75.630375,,34.296725
85.46725,75.672275,,34.32385
85.519375,75.730025,,34.360175
85.55105,75.7641,,34.413425
85.62985,75.829375,,34.437475
85.672725,75.88875,,34.4402
85.8126,75.89095,,34.468675
85.906,75.9529,,34.498425
86.069575,76.00055,,34.507625
86.164475,76.055725,,34.5467
86.208825,76.108475,,34.559325
86.293225,76.2118,,34.561375
86.42225,76.2524,,34.564375
86.516375,76.29845,,34.58355
86.6629,76.355075,,34.61495
86.726275,76.46885,,34.65125
86.866575,76.4738,,34.680025
86.96925,76.5219,,34.701375
86.9716,76.572325,,34.70875
87.034425,76.631225,,34.7379
87.073625,76.673275,,34.7443
87.194,76.703275,,34.770025
87.2212,76.75945,,34.79845
87.335575,76.806125,,34.8284
87.383625,76.85865,,34.858375
87.47115,76.97155,,34.8959
87.52855,76.973625,,34.93185
87.530675,77.031075,,34.9573
87.53255,77.084325,,35.042575
87.5927,77.12865,,35.069
87.7056,77.17625,,35.0959
87.7675,77.22345,,35.153425
87.8383,77.412925,,35.187525
87.8806,77.474125,,35.283525
87.964475,77.56455,,35.28905
88.0401,77.611525,,35.35265
88.2096,77.673125,,35.359125
88.3158,77.739475,,35.4302
88.38895,77.7841,,35.457075
88.508325,77.8321,,35.485725
88.710275,77.866625,,35.50955
88.7896,77.927925,,35.535575
88.9182,77.93735,,35.5642
88.95145,78.04785,,35.568675
89.061225,78.136175,,35.657075
89.24395,78.1876,,35.666375
89.279925,78.276875,,35.6813
89.296125,78.3372,,35.6867
89.305575,78.374775,,35.68815
89.3667,78.407925,,35.693125
89.588625,78.441625,,35.739075
89.635075,78.461925,,35.760375
89.666375,78.495625,,35.7972
89.7083,78.5461,,35.8164
89.72805,78.57995,,35.8576
89.824675,78.662575,,35.896225
89.875575,78.706825,,35.942825
89.95765,78.75195,,35.953475
90.00695,78.80525,,35.976825
90.322775,78.84375,,36.0289
90.33155,78.88225,,36.053275
90.361875,78.92555,,36.101575
90.392475,78.977575,,36.1265
90.425075,79.030575,,36.154675
90.468125,79.0937,,36.18265
90.5315,79.163325,,36.209425
90.6411,79.22965,,36.242275
90.71865,79.27845,,36.25885
90.790775,79.32205,,36.272
90.820125,79.3677,,36.292375
90.899925,79.4092,,36.302125
90.969175,79.470975,,36.33575
90.9709,79.625925,,36.3589
91.050725,79.714275,,36.38215
91.10455,79.720875,,36.402575
91.135875,79.769225,,36.428475
91.178675,79.9416,,36.456575
91.288,79.9873,,36.475425
91.3464,80.07435,,36.477825
91.41645,80.11305,,36.48
91.45525,80.15425,,36.514075
91.501375,80.2405,,36.534725
91.5166,80.29485,,36.537425
91.581175,80.303475,,36.55445
91.717275,80.34215,,36.582825
91.79055,80.35005,,36.617025
91.8128,80.39805,,36.621925
91.825275,80.498325,,36.6381
91.85435,80.52315,,36.669175
91.905175,80.57455,,36.672875
91.939025,80.63015,,36.709425
91.978975,80.66985,,36.770975
92.034825,80.742575,,36.795725
92.068625,80.843225,,36.810125
92.124775,81.004025,,36.842725
92.20945,81.026425,,36.86925
92.236975,81.044375,,36.8845
92.2694,81.08785,,36.887175
92.35345,81.0956,,36.900825
92.4405,81.136075,,36.926225
92.445525,81.19115,,36.94645
92.4693,81.2602,,37.028
92.501125,81.358275,,37.0502
92.5467,81.39945,,37.195725
92.579,81.452175,,37.249475
92.62185,81.488125,,37.2785
92.63985,81.5238,,37.34125
92.6538,81.591625,,37.381325
92.68385,81.685275,,37.410275
92.71445,81.69645,,37.476525
92.783975,81.708675,,37.491625
92.89095,81.7477,,37.5395
92.909825,81.762625,,37.563625
92.96655,81.805025,,37.598525
92.998225,81.82185,,37.644975
93.101,81.910225,,37.6757
93.189525,81.9692,,37.682275
93.2376,82.0047,,37.7134
93.2782,82.00885,,37.761325
93.31325,82.057375,,37.789575
93.315375,82.07835,,37.821425
93.324975,82.109225,,37.894825
93.363125,82.193275,,37.9134
93.408975,82.274225,,37.9971
93.463625,82.3269,,38.081475
93.54235,82.3919,,38.10405
93.58895,82.45625,,38.1527
93.599125,82.5179,,38.188975
93.6581,82.58375,,38.287
93.706125,82.6476,,38.3577
93.790025,82.66865,,38.3848
93.88825,82.676025,,38.432925
93.950825,82.72695,,38.447825
94.0099,82.78055,,38.4953
94.076025,82.7932,,38.502675
94.138125,82.843175,,38.52535
94.18265,82.903875,,38.557775
94.2396,82.9511,,38.5856
94.293425,83.029825,,38.6016
94.35795,83.030825,,38.620425
94.41365,83.0785,,38.6826
94.473,83.096625,,38.703225
94.540625,83.116225,,38.710925
94.57005,83.161025,,38.754025
94.62345,83.19275,,38.763325
94.6569,83.239825,,38.796775
94.8088,83.2945,,38.80075
94.850075,83.335475,,38.83825
94.9826,83.3844,,38.9075
95.080725,83.418575,,38.944825
95.427475,83.4216,,38.95595
95.502675,83.455975,,38.97015
95.5687,83.6499,,38.988075
95.630975,83.7467,,38.996525
95.6638,83.7561,,39.05925
95.67265,83.780825,,39.088675
95.7466,83.847725,,39.116825
95.808975,83.8983,,39.140175
95.847825,83.94705,,39.144675
95.87375,83.949325,,39.1722
96.02195,83.984025,,39.196925
96.1749,84.142975,,39.232925
96.25995,84.26055,,39.263425
96.308675,84.36385,,39.298825
96.387175,84.452025,,39.32375
96.44645,84.554475,,39.3476
96.485425,84.640975,,39.381
96.541575,84.649325,,39.43285
96.56165,84.67815,,39.4621
96.60665,84.7618,,39.4636
96.6726,84.81435,,39.485725
96.724925,84.92375,,39.52465
96.793775,85.0071,,39.550925
96.79665,85.045475,,39.578225
96.86915,85.229325,,39.58075
96.944075,85.3206,,39.653725
97.25335,85.459,,39.65735
97.28745,85.48055,,39.694525
97.343275,85.487275,,39.726475
97.39675,85.547675,,39.75415
97.42655,85.599325,,39.8104
97.454775,85.7034,,39.816225
97.543225,85.763475,,39.852
97.620775,85.8619,,39.87375
97.685,85.918075,,39.90445
97.71745,85.94755,,39.91445
97.731425,86.02215,,39.9313
97.777,86.062375,,39.961975
97.8484,86.08145,,40.034475
97.87025,86.171775,,40.073975
97.890925,86.1813,,40.09975
97.97625,86.226175,,40.124425
97.99455,86.2875,,40.15665
98.018625,86.34565,,40.28265
98.07435,86.38995,,40.310125
98.1878,86.409325,,40.33275
98.248675,86.439275,,40.363775
98.2722,86.479375,,40.402725
98.322525,86.5249,,40.423925
98.364875,86.557125,,40.436775
98.407775,86.648325,,40.448325
98.45725,86.711775,,40.4721
98.4899,86.8172,,40.49345
98.5181,86.842325,,40.510275
98.553925,86.857075,,40.543075
98.64785,86.91335,,40.5892
98.7527,86.9154,,40.60875
98.781475,87.02855,,40.675225
98.915375,87.0392,,40.76955
98.95435,87.158275,,40.822525
98.9735,87.196875,,40.854175
99.027125,87.2303,,40.882
99.12655,87.27015,,40.95965
99.180425,87.315975,,40.965725
99.2234,87.40235,,40.988275
99.268675,87.444775,,41.038175
99.315025,87.48955,,41.06675
99.34055,87.5902,,41.1002
99.38055,87.6203,,41.112125
99.449075,87.66565,,41.14
99.581875,87.7007,,41.169875
99.631925,87.733475,,41.177875
99.70075,87.802,,41.23025
99.73805,87.845675,,41.326675
99.747075,87.90185,,41.33135
99.818825,87.9477,,41.35835
99.8783,88.020675,,41.382875
99.933125,88.081325,,41.407575
99.988825,88.11255,,41.4477
100.025725,88.13685,,41.50055
100.0737,88.17745,,41.524775
100.13975,88.222075,,41.544825
100.257525,88.26165,,41.55635
100.266475,88.295925,,41.5869
100.400325,88.320975,,41.61145
100.452425,88.33855,,41.632425
100.512275,88.37085,,41.647925
100.57025,88.401275,,41.654625
100.647325,88.478625,,41.684825
100.768125,88.530275,,41.691325
100.836725,88.61595,,41.72585
100.83985,88.663925,,41.75505
100.84195,88.703175,,41.81475
100.928325,88.73505,,41.8348
100.99375,88.7655,,41.867
101.07495,88.871175,,41.895025
101.1035,88.912575,,41.914625
101.1633,88.953425,,41.944925
101.318125,89.06575,,41.9695
101.372,89.124425,,41.99435
101.44685,89.21675,,42.003675
101.45295,89.2483,,42.010875
101.5092,89.376825,,42.03125
101.59815,89.464725,,42.04175
101.63825,89.517225,,42.051975
101.6829,89.56865,,42.06065
101.765075,89.585375,,42.070675
101.90995,89.78665,,42.10495
101.9682,89.8426,,42.11505
102.03565,89.910575,,42.12385
102.09905,89.9257,,42.131825
102.175375,89.954625,,42.140525
102.267325,90.0014,,42.150125
102.4023,90.034375,,42.159275
102.507325,90.099425,,42.166475
102.54115,90.1683,,42.177
102.621,90.24155,,42.187
102.7052,90.3106,,42.188475
102.779925,90.365775,,42.20525
102.820675,90.3824,,42.21425
102.88665,90.439675,,42.216875
103.01675,90.613825,,42.224275
103.08025,90.668375,,42.2325
103.19195,90.672525,,42.2415
103.2291,90.698625,,42.2502
103.272475,90.7641,,42.2591
103.32095,90.868125,,42.30755
103.45125,90.872,,42.316225
103.56455,90.918025,,42.32525
103.596525,90.9833,,42.3343
103.634425,91.106375,,42.34255
103.6402,91.14575,,42.355325
103.6584,91.1498,,42.365475
103.704975,91.232125,,42.373325
103.7512,91.245275,,42.3862
103.791025,91.296575,,42.3952
103.838325,91.345075,,42.42255
104.14665,91.653175,,42.433275
104.2531,91.70175,,42.4517
104.343275,91.749875,,42.4577
104.42885,91.793675,,42.46735
104.449575,91.8426,,42.484875
104.507525,91.961675,,42.49315
104.550275,92.024925,,42.51225
104.60585,92.027875,,42.526925
104.675625,92.08865,,42.53245
104.806225,92.189925,,42.539575
104.841675,92.1919,,42.5521
104.923275,92.233175,,42.5849
104.9539,92.3267,,42.61485
105.025925,92.4319,,42.633125
105.1022,92.48315,,42.640975
105.137025,92.5234,,42.645
105.1476,92.6593,,42.664325
105.14895,92.710125,,42.677675
105.1774,92.8379,,42.69915
105.2503,92.9512,,42.7085
105.27665,93.1264,,42.7175
105.307375,93.133575,,42.72915
105.36545,93.1721,,42.738
105.471375,93.218675,,42.755325
105.5044,93.244825,,42.7651
105.560625,93.279525,,42.7842
105.5999,93.355475,,42.795
105.660725,93.436825,,42.8042
105.74245,93.470375,,42.815325
105.779675,93.528275,,42.826025
105.87135,93.57175,,42.835475
105.925525,93.71305,,42.856425
106.0636,93.775425,,42.865525
106.150325,93.8119,,42.869225
106.22125,93.8788,,42.876675
106.27835,93.89085,,42.8972
106.32815,93.89535,,42.90795
106.4842,93.96045,,42.9162
106.564975,94.1332,,42.925225
106.616675,94.196875,,42.93495
106.623075,94.262875,,42.943275
106.644875,94.3885,,42.953525
106.65755,94.46615,,42.964775
106.6783,94.514675,,42.973475
106.69095,94.55135,,43.043375
106.69515,94.65585,,43.077375
106.758775,94.71035,,43.0997
106.8039,94.75505,,43.12245
106.8641,94.844675,,43.1433
106.9344,94.9006,,43.1816
107.020175,94.993375,,43.19525
107.10665,95.1709,,43.241875
107.191,95.2333,,43.2469
107.301325,95.313475,,43.2575
107.37615,95.376425,,43.267525
107.4891,95.606225,,43.287625
107.512825,95.67225,,43.34305
107.559375,95.707025,,43.3526
107.594625,95.7594,,43.36305
107.709475,95.8352,,43.373525
107.78125,95.9077,,43.38475
107.861975,95.95795,,43.3965
107.90435,96.004975,,43.405375
107.943825,96.1064,,43.451725
107.975275,96.191375,,43.460625
108.126175,96.2118,,43.471
108.16575,96.260475,,43.522225
108.28685,96.31515,,43.5319
108.464325,96.36405,,43.54235
108.488475,96.432375,,43.5503
108.67835,96.48055,,43.56885
108.7437,96.607775,,43.621
108.83515,96.6558,,43.64115
108.87825,96.677525,,43.653725
108.95285,96.7556,,43.66495
109.019075,96.773325,,43.677875
109.162025,96.808875,,43.705075
109.18725,96.857875,,43.710875
109.309575,96.929025,,43.723375
109.333925,97.0219,,43.757025
109.387375,97.048225,,43.81335
109.47975,97.076925,,43.8247
109.55505,97.112725,,43.837475
109.636,97.114425,,43.8488
109.82505,97.161175,,43.881525
109.895275,97.20695,,43.890925
110.012475,97.217325,,43.9041
110.1143,97.339375,,43.927125
110.184575,97.403425,,43.958975
