SPK_SPKC06a (NA),SPK_SPKC08a (NA),SPK_SPKC13a (excited),SPK_SPKC13b (excited),SPK_SPKC16a (NA)
,,29.287025,,
,,29.316975,,
,,29.338375,,
,,29.36945,,
,,29.393375,,
,,29.42705,,
,,29.452775,,
,,29.480525,,
,,29.51405,,
,,29.53775,,
,,29.58355,,
,,29.616025,,
,,29.653825,,
,,29.682325,,
,,29.716675,,
,,29.734925,,
,,29.7512,,
,,29.768725,,
,,29.78955,,
,,29.799225,,
,,29.855275,,
,,29.877025,,
,,29.907175,,
,,29.93345,,
,,29.9802,,
,,30.009325,,
,,30.050825,,
,,30.0581,,
,,30.09415,,
,,30.13585,,
,,30.170125,,
,,30.207625,,
,,30.237475,,
,,30.264625,,
,,30.298275,,
,,30.324325,,
,,30.351675,,
,,30.378375,,
,,30.404,,
,,30.424925,,
,,30.4573,,
,,30.476275,,
,,30.5011,,
,,30.51915,,
,,30.528225,,
,,30.5631,,
,,30.588525,,
,,30.621775,,
,,30.647075,,
,,30.676575,,
,,30.7171,,
,,30.740325,,
,,30.75655,,
,,30.774175,,
,,30.789475,,
,,30.8124,,
,,30.83185,,
,,30.847875,,
,,30.8885,,
,,30.917325,,
,,30.947225,,
,,30.97175,,
,,30.988825,,
,,31.00175,,
,,31.030925,,
,,31.062275,,
,,31.0821,,
,,31.116525,,
,,31.1635,,
,,31.201525,,
,,31.233475,,
,,31.267475,,
,,31.30185,,
,,31.334025,,
,,31.343275,,
,,31.360175,,
,,31.402275,,
,,31.4193,,
,,31.4643,,
,,31.489975,,
,,31.508975,,
,,31.5238,,
,,31.55835,,
,,31.5933,,
,,31.629725,,
,,31.659475,,
,,31.696075,,
,,31.7311,,
,,31.7645,,
,,31.79995,,
,,31.844425,,
,,31.87385,,
,,31.900225,,
,,31.922775,,
,,31.94085,,
,,31.961275,,
,,31.9742,,
,,31.987225,,
,,32.00435,,
,,32.03695,,
,,32.0618,,
,,32.0909,,
,,32.12335,,
,,32.160675,,
,,32.191,,
,,32.2149,,
,,32.2544,,
,,32.283175,,
,,32.316375,,
,,32.350625,,
,,32.38435,,
,,32.40945,,
,,32.428825,,
,,32.444725,,
,,32.46455,,
,,32.493275,,
,,32.522575,,
,,32.55945,,
,,32.59245,,
,,32.6322,,
,,32.67,,
,,32.699475,,
,,32.74495,,
,,32.754775,,
,,32.7805,,
,,32.812675,,
,,32.83745,,
,,32.851825,,
,,32.864325,,
,,32.8935,,
,,32.912575,,
,,32.93825,,
,,32.9407,,
,,32.965875,,
,,32.987775,,
,,32.991925,,
,,33.01955,,
,,33.04775,,
,,33.08805,,
,,33.122375,,
,,33.155075,,
,,33.194375,,
,,33.231375,,
,,33.270825,,
,,33.29735,,
,,33.331875,,
,,33.35885,,
,,33.38665,,
,,33.41345,,
,,33.431325,,
,,33.453525,,
,,33.468725,,
,,33.497825,,
,,33.527325,,
,,33.574475,,
,,33.61545,,
,,33.65735,,
,,33.6842,,
,,33.73375,,
,,33.7697,,
,,33.79415,,
,,33.797775,,
,,33.8092,,
,,33.90535,,
,,33.9346,,
,,33.9695,,
,,33.996825,,
,,34.025325,,
,,34.048025,,
,,34.0808,,
,,34.110725,,
,,34.1497,,
,,34.1902,,
,,34.23385,,
,,34.263825,,
,,34.2929,,
,,34.31495,,
,,34.3363,,
,,34.351825,,
,,34.37045,,
,,34.37835,,
,,34.39945,,
,,34.418325,,
,,34.45,,
,,34.473775,,
,,34.50665,,
,,34.532275,,
,,34.5536,,
,,34.576475,,
,,34.592875,,
,,34.616125,,
,,34.671375,,
,,34.691175,,
,,34.730225,,
,,34.79735,,
,,34.832925,,
,,34.8641,,
,,34.90005,,
,,34.9444,,
,,34.9797,,
,,35.016225,,
,,35.048475,,
,,35.08255,,
,,35.120475,,
,,35.143575,,
,,35.19835,,
,,35.215025,,
,,35.244825,,
,,35.276275,,
,,35.289825,,
,,35.318525,,
,,35.337025,,
,,35.37955,,
,,35.4137,,
,,35.437525,,
,,35.4735,,
,,35.521625,,
,,35.56245,,
,,35.593925,,
,,35.62435,,
,,35.66385,,
,,35.69615,,
,,35.698675,,
,,35.724475,,
,,35.771975,,
,,35.795125,,
,,35.813525,,
,,35.853275,,
,,35.890875,,
,,35.920975,,
,,35.957475,,
,,35.980625,,
,,36.00855,,
,,36.021625,,
,,36.039575,,
,,36.090575,,
,,36.121275,,
,,36.15555,,
,,36.186025,,
,,36.212275,,
,,36.227375,,
,,36.241875,,
,,36.271025,,
,,36.29295,,
,,36.30385,,
,,36.322825,,
,,36.33175,,
,,36.3397,,
,,36.349375,,
,,36.379225,,
,,36.401025,,
,,36.4339,,
,,36.46355,,
,,36.494275,,
,,36.52215,,
,,36.560375,,
,,36.603725,,
,,36.6374,,
,,36.672525,,
,,36.7008,,
,,36.728675,,
,,36.77005,,
,,36.792325,,
,,36.820875,,
,,36.872675,,
,,36.89825,,
,,36.945775,,
,,36.984675,,
,,37.0229,,
,,37.063575,,
,,37.099375,,
,,37.12745,,
,,37.149925,,
,,37.180575,,
,,37.2138,,
,,37.254375,,
,,37.288425,,
,,37.3209,,
,,37.35395,,
,,37.3945,,
,,37.4352,,
,,37.4596,,
,,37.4801,,
,,37.5143,,
,,37.522625,,
,,37.55445,,
,,37.583075,,
,,37.585425,,
,,37.6066,,
,,37.63395,,
,,37.67045,,
,,37.7066,,
,,37.740675,,
,,37.77625,,
,,37.8138,,
,,37.84685,,
,,37.877575,,
,,37.91705,,
,,37.9484,,
,,37.985525,,
,,38.0162,,
,,38.063,,
,,38.078075,,
,,38.08645,,
,,38.107325,,
,,38.121075,,
,,38.163425,,
,,38.18795,,
,,38.211725,,
,,38.23555,,
,,38.27855,,
,,38.312425,,
,,38.350225,,
,,38.3887,,
,,38.4275,,
,,38.472125,,
,,38.505275,,
,,38.5384,,
,,38.5589,,
,,38.579,,
,,38.598,,
,,38.6224,,
,,38.643725,,
,,38.6645,,
,,38.69255,,
,,38.72975,,
,,38.756075,,
,,38.78685,,
,,38.810775,,
,,38.836625,,
,,38.8719,,
,,38.90165,,
,,38.9447,,
,,38.9828,,
,,39.002875,,
,,39.009225,,
,,39.040475,,
,,39.075175,,
,,39.110075,,
,,39.1521,,
,,39.19585,,
,,39.223575,,
,,39.258725,,
,,39.286575,,
,,39.320875,,
,,39.3454,,
,,39.3643,,
,,39.396975,,
,,39.417525,,
,,39.436575,,
,,39.450025,,
,,39.471475,,
,,39.498,,
,,39.52055,,
,,39.54495,,
,,39.5682,,
,,39.59045,,
,,39.6119,,
,,39.644125,,
,,39.68795,,
,,39.703525,,
,,39.7433,,
,,39.766075,,
,,39.79835,,
,,39.8108,,
,,39.838225,,
,,39.866325,,
,,39.88235,,
,,39.9082,,
,,39.945325,,
,,39.974325,,
,,40.007075,,
,,40.044325,,
,,40.07655,,
,,40.119075,,
,,40.146025,,
,,40.17185,,
,,40.212425,,
,,40.24585,,
,,40.273825,,
,,40.334825,,
,,40.347325,,
,,40.37065,,
,,40.40535,,
,,40.44115,,
,,40.46455,,
,,40.5391,,
,,40.562475,,
,,40.60055,,
,,40.641325,,
,,40.659225,,
,,40.694475,,
,,40.70255,,
,,40.7337,,
,,40.760225,,
,,40.793225,,
,,40.822075,,
,,40.8645,,
,,40.89965,,
,,40.920725,,
,,40.936225,,
,,40.948675,,
,,40.961125,,
,,40.9833,,
,,40.99545,,
,,41.0276,,
,,41.05075,,
,,41.065925,,
,,41.103075,,
,,41.1249,,
,,41.1525,,
,,41.190375,,
,,41.22295,,
,,41.257,,
,,41.302525,,
,,41.375425,,
,,41.399275,,
,,41.425675,,
,,41.448575,,
,,41.4732,,
,,41.500975,,
,,41.516075,,
,,41.539275,,
,,41.567175,,
,,41.596225,,
,,41.62725,,
,,41.669975,,
,,41.7126,,
,,41.743925,,
,,41.774125,,
,,41.806125,,
,,41.83,,
,,41.845275,,
,,41.870275,,
,,41.880475,,
,,41.88885,,
,,41.903375,,
,,41.91365,,
,,41.92505,,
,,41.949725,,
,,41.9699,,
,,41.995225,,
,,42.022725,,
,,42.0364,,
,,42.0693,,
,,42.0955,,
,,42.136975,,
,,42.169425,,
,,42.204875,,
,,42.23995,,
,,42.264675,,
,,42.277425,,
,,42.291275,,
,,42.29995,,
,,42.307275,,
,,42.33325,,
,,42.345875,,
,,42.353075,,
,,42.362475,,
,,42.378575,,
,,42.398275,,
,,42.42245,,
,,42.4402,,
,,42.476025,,
,,42.501625,,
,,42.5252,,
,,42.550025,,
,,42.570625,,
,,42.5873,,
,,42.608225,,
,,42.65015,,
,,42.71815,,
,,42.7455,,
,,42.7996,,
,,42.82105,,
,,42.845025,,
,,42.926875,,
,,42.9397,,
,,42.953225,,
,,42.96485,,
,,42.9782,,
,,43.02315,,
,,43.03985,,
,,43.054125,,
,,43.08345,,
,,43.0989,,
,,43.125675,,
,,43.145925,,
,,43.18025,,
,,43.2048,,
,,43.23205,,
,,43.264825,,
,,43.300775,,
,,43.339575,,
,,43.373875,,
,,43.389575,,
,,43.396475,,
,,43.410625,,
,,43.44265,,
,,43.450625,,
,,43.4545,,
,,43.4658,,
,,43.475075,,
,,43.52105,,
,,43.553775,,
,,43.601875,,
,,43.6268,,
,,43.6512,,
,,43.687675,,
,,43.723525,,
,,43.751925,,
,,43.784225,,
,,43.82555,,
,,43.8549,,
,,43.888875,,
,,43.9159,,
,,43.927875,,
,,43.944675,,
,,43.9725,,
,,43.979775,,
,,44.0372,,
,,44.077125,,
,,44.12305,,
,,44.15975,,
,,44.186425,,
,,44.203725,,
,,44.2433,,
,,44.3675,,
,,44.3806,,
,,44.417075,,
,,44.442375,,
,,44.481025,,
,,44.506125,,
,,44.54485,,
,,44.56935,,
,,44.61145,,
,,44.647,,
,,44.68625,,
,,44.7119,,
,,44.73505,,
,,44.741925,,
,,44.749325,,
,,44.774975,,
,,44.8052,,
,,44.84175,,
,,44.876425,,
,,44.91755,,
,,44.948475,,
,,44.978225,,
,,44.996,,
,,45.014225,,
,,45.0321,,
,,45.053825,,
,,45.071625,,
,,45.083625,,
,,45.0979,,
,,45.11175,,
,,45.118775,,
,,45.129175,,
,,45.142025,,
,,45.1603,,
,,45.17845,,
,,45.2039,,
,,45.212125,,
,,45.23785,,
,,45.259825,,
,,45.2839,,
,,45.3126,,
,,45.33955,,
,,45.36815,,
,,45.4016,,
,,45.427525,,
,,45.456225,,
,,45.476175,,
,,45.493475,,
,,45.533325,,
,,45.572025,,
,,45.591525,,
,,45.62745,,
,,45.659325,,
,,45.6943,,
,,45.7216,,
,,45.74785,,
,,45.778375,,
,,45.82185,,
,,45.851925,,
,,45.88885,,
,,45.91995,,
,,45.943475,,
,,45.9614,,
,,45.98955,,
,,46.01875,,
,,46.05335,,
,,46.081075,,
,,46.116525,,
,,46.147875,,
,,46.178075,,
,,46.20005,,
,,46.20465,,
,,46.2292,,
,,46.24305,,
,,46.267725,,
,,46.28725,,
,,46.317425,,
,,46.335275,,
,,46.3448,,
,,46.359,,
,,46.396375,,
,,46.414225,,
,,46.435625,,
,,46.45185,,
,,46.492,,
,,46.528425,,
,,46.547425,,
,,46.578675,,
,,46.601425,,
,,46.61955,,
,,46.639075,,
,,46.658075,,
,,46.679925,,
,,46.698875,,
,,46.714025,,
,,46.73835,,
,,46.7589,,
,,46.78005,,
,,46.786375,,
,,46.805175,,
,,46.839625,,
,,46.8625,,
,,46.89385,,
,,46.929975,,
,,46.945375,,
,,46.96415,,
,,46.98125,,
,,46.9998,,
,,47.0263,,
,,47.048125,,
,,47.078225,,
,,47.118775,,
,,47.142175,,
,,47.15965,,
,,47.17835,,
,,47.2148,,
,,47.244375,,
,,47.270375,,
,,47.3064,,
,,47.343625,,
,,47.371125,,
,,47.420975,,
,,47.456575,,
,,47.4944,,
,,47.524625,,
,,47.56705,,
,,47.602875,,
,,47.622525,,
,,47.6356,,
,,47.64205,,
,,47.653775,,
,,47.672775,,
,,47.68285,,
,,47.696575,,
,,47.708925,,
,,47.71715,,
,,47.7376,,
,,47.750325,,
,,47.764925,,
,,47.775525,,
,,47.7981,,
,,47.821,,
,,47.856225,,
,,47.889075,,
,,47.933675,,
,,47.978175,,
,,48.025875,,
,,48.06175,,
,,48.090975,,
,,48.12315,,
,,48.162225,,
,,48.18025,,
,,48.197775,,
,,48.2205,,
,,48.230775,,
,,48.240225,,
,,48.2466,,
,,48.265675,,
,,48.28185,,
,,48.283025,,
,,48.2967,,
,,48.3205,,
,,48.349725,,
,,48.370525,,
,,48.38865,,
,,48.415575,,
,,48.4387,,
,,48.466325,,
,,48.50695,,
,,48.543625,,
,,48.5883,,
,,48.61725,,
,,48.6513,,
,,48.688475,,
,,48.714575,,
,,48.735925,,
,,48.754625,,
,,48.7593,,
,,48.7792,,
,,48.80215,,
,,48.824625,,
,,48.855625,,
,,48.87265,,
,,48.883975,,
,,48.900075,,
,,48.911325,,
,,48.935225,,
,,48.95715,,
,,48.97805,,
,,49.007125,,
,,49.026,,
,,49.045325,,
,,49.094175,,
,,49.11535,,
,,49.142,,
,,49.168325,,
,,49.197775,,
,,49.228425,,
,,49.275675,,
,,49.307275,,
,,49.33425,,
,,49.37645,,
,,49.40445,,
,,49.478225,,
,,49.511,,
,,49.529775,,
,,49.564175,,
,,49.60565,,
,,49.6297,,
,,49.6499,,
,,49.673575,,
,,49.68865,,
,,49.703225,,
,,49.72165,,
,,49.734775,,
,,49.7479,,
,,49.7723,,
,,49.7835,,
,,49.8135,,
,,49.83775,,
,,49.85535,,
,,49.881075,,
,,49.931725,,
,,49.967675,,
,,49.9912,,
,,50.039725,,
,,50.0776,,
,,50.109675,,
,,50.145175,,
,,50.17195,,
,,50.188225,,
,,50.2063,,
,,50.241125,,
,,50.251825,,
,,50.270025,,
,,50.302775,,
,,50.31555,,
,,50.33965,,
,,50.3639,,
,,50.38785,,
,,50.411975,,
,,50.432475,,
,,50.45965,,
,,50.4787,,
,,50.5276,,
,,50.55065,,
,,50.5779,,
,,50.60575,,
,,50.6438,,
,,50.677475,,
,,50.715425,,
,,50.76315,,
,,50.78405,,
,,50.811875,,
,,50.851175,,
,,50.895075,,
,,50.935125,,
,,50.959525,,
,,50.9775,,
,,51.00315,,
,,51.033225,,
,,51.0541,,
,,51.0758,,
,,51.09195,,
,,51.109025,,
,,51.13305,,
,,51.15055,,
,,51.167125,,
,,51.21945,,
,,51.23805,,
,,51.26285,,
,,51.291075,,
,,51.3126,,
,,51.32195,,
,,51.334325,,
,,51.3474,,
,,51.3639,,
,,51.3859,,
,,51.395525,,
,,51.412675,,
,,51.459975,,
,,51.513575,,
,,51.5373,,
,,51.5608,,
,,51.596525,,
,,51.625625,,
,,51.63615,,
,,51.6666,,
,,51.69815,,
,,51.739275,,
,,51.78545,,
,,51.8085,,
,,51.84365,,
,,51.8713,,
,,51.908675,,
,,51.9461,,
,,51.972975,,
,,51.997025,,
,,52.0406,,
,,52.081825,,
,,52.100675,,
,,52.114425,,
,,52.217675,,
,,52.2713,,
,,52.30735,,
,,52.340525,,
,,52.378725,,
,,52.42205,,
,,52.4424,,
,,52.4744,,
,,52.498675,,
,,52.521925,,
,,52.5468,,
,,52.5869,,
,,52.62055,,
,,52.664175,,
,,52.707175,,
,,52.742125,,
,,52.781125,,
,,52.820175,,
,,52.831975,,
,,52.8436,,
,,52.8669,,
,,52.886025,,
,,52.91225,,
,,52.933075,,
,,52.95545,,
,,52.978625,,
,,53.042325,,
,,53.0979,,
,,53.119825,,
,,53.1466,,
,,53.174,,
,,53.1995,,
,,53.235,,
,,53.27355,,
,,53.3021,,
,,53.336475,,
,,53.375525,,
,,53.405775,,
,,53.4437,,
,,53.46935,,
,,53.503925,,
,,53.533625,,
,,53.5729,,
,,53.588,,
,,53.595675,,
,,53.64845,,
,,53.65475,,
,,53.678675,,
,,53.70175,,
,,53.726125,,
,,53.7408,,
,,53.761775,,
,,53.772825,,
,,53.793325,,
,,53.822175,,
,,53.852125,,
,,53.86265,,
,,53.878125,,
,,53.915325,,
,,53.963275,,
,,53.984425,,
,,54.002425,,
,,54.0303,,
,,54.06255,,
,,54.098075,,
,,54.14395,,
,,54.1572,,
,,54.170675,,
,,54.191325,,
,,54.201575,,
,,54.20965,,
,,54.2206,,
,,54.23075,,
,,54.252225,,
,,54.26895,,
,,54.29625,,
,,54.307975,,
,,54.3162,,
,,54.333625,,
,,54.34935,,
,,54.369575,,
,,54.3878,,
,,54.4105,,
,,54.424175,,
,,54.44795,,
,,54.5123,,
,,54.5297,,
,,54.57265,,
,,54.59585,,
,,54.63325,,
,,54.661725,,
,,54.681675,,
,,54.700675,,
,,54.730725,,
,,54.760375,,
,,54.792825,,
,,54.829975,,
,,54.858425,,
,,54.886025,,
,,54.9164,,
,,54.945725,,
,,54.97435,,
,,55.0045,,
,,55.032325,,
,,55.0387,,
,,55.04445,,
,,55.06055,,
,,55.069075,,
,,55.0773,,
,,55.095675,,
,,55.108225,,
,,55.138775,,
,,55.161175,,
,,55.204925,,
,,55.235575,,
,,55.271975,,
,,55.297,,
,,55.331775,,
,,55.353975,,
,,55.398625,,
,,55.41085,,
,,55.45075,,
,,55.464975,,
,,55.499775,,
,,55.530925,,
,,55.557775,,
,,55.5816,,
,,55.60615,,
,,55.628775,,
,,55.6725,,
,,55.69155,,
,,55.706625,,
,,55.73495,,
,,55.76915,,
,,55.779375,,
,,55.8074,,
,,55.840275,,
,,55.876825,,
,,55.902925,,
,,55.93655,,
,,55.97345,,
,,56.007025,,
,,56.035075,,
,,56.0435,,
,,56.054275,,
,,56.0618,,
,,56.07365,,
,,56.0925,,
,,56.1087,,
,,56.117425,,
,,56.131875,,
,,56.163825,,
,,56.1922,,
,,56.20865,,
,,56.237375,,
,,56.26815,,
,,56.299025,,
,,56.328725,,
,,56.361425,,
,,56.400125,,
,,56.437,,
,,56.4675,,
,,56.510225,,
,,56.541425,,
,,56.569925,,
,,56.59975,,
,,56.63285,,
,,56.66595,,
,,56.71015,,
,,56.7474,,
,,56.798525,,
,,56.826125,,
,,56.84725,,
,,56.88005,,
,,56.904675,,
,,56.91745,,
,,56.939525,,
,,56.959925,,
,,56.973325,,
,,56.98495,,
,,57.008425,,
,,57.0229,,
,,57.045225,,
,,57.069875,,
,,57.08785,,
,,57.1053,,
,,57.138125,,
,,57.175475,,
,,57.19575,,
,,57.22645,,
,,57.2627,,
,,57.291925,,
,,57.323525,,
,,57.3563,,
,,57.3854,,
,,57.413675,,
,,57.44075,,
,,57.478575,,
,,57.5054,,
,,57.527675,,
,,57.5387,,
,,57.55765,,
,,57.5753,,
,,57.595775,,
,,57.605725,,
,,57.62735,,
,,57.650675,,
,,57.68305,,
,,57.7132,,
,,57.7519,,
,,57.81145,,
,,57.8334,,
,,57.880775,,
,,57.914975,,
,,57.98435,,
,,58.02155,,
,,58.0344,,
,,58.043,,
,,58.061025,,
,,58.076575,,
,,58.09735,,
,,58.111875,,
,,58.119325,,
,,58.1535,,
,,58.193425,,
,,58.225475,,
,,58.2525,,
,,58.287625,,
,,58.315525,,
,,58.353375,,
,,58.3776,,
,,58.42605,,
,,58.46465,,
,,58.501525,,
,,58.51395,,
,,58.52085,,
,,58.5461,,
,,58.5604,,
,,58.58895,,
,,58.61995,,
,,58.64105,,
,,58.6689,,
,,58.694325,,
,,58.75535,,
,,58.786775,,
,,58.8108,,
,,58.838525,,
,,58.88055,,
,,58.91555,,
,,58.95145,,
,,58.98385,,
,,59.028175,,
,,59.056925,,
,,59.1045,,
,,59.13235,,
,,59.1447,,
,,59.166225,,
,,59.1734,,
,,59.188525,,
,,59.2071,,
,,59.2254,,
,,59.2343,,
,,59.24915,,
,,59.26575,,
,,59.304475,,
,,59.3256,,
,,59.354625,,
,,59.4115,,
,,59.445525,,
,,59.485975,,
,,59.514975,,
,,59.541525,,
,,59.570025,,
,,59.610875,,
,,59.6339,,
,,59.63535,,
,,59.654825,,
,,59.678375,,
,,59.70105,,
,,59.723075,,
,,59.74655,,
,,59.791975,,
,,59.838275,,
,,59.8648,,
,,59.9026,,
,,59.937825,,
,,59.956275,,
,,59.992125,,
,,60.035675,,
,,60.07505,,
,,60.101825,,
,,60.122825,,
,,60.150475,,
,,60.166275,,
,,60.173475,,
,,60.181675,,
,,60.199375,,
,,60.21045,,
,,60.22915,,
,,60.2543,,
,,60.278725,,
,,60.3019,,
,,60.31725,,
,,60.34265,,
,,60.37715,,
,,60.413825,,
,,60.437425,,
,,60.44265,,
,,60.47645,,
,,60.512675,,
,,60.518025,,
,,60.546475,,
,,60.571175,,
,,60.606425,,
,,60.643675,,
,,60.663775,,
,,60.682675,,
,,60.7131,,
,,60.73315,,
,,60.755225,,
,,60.7796,,
,,60.8102,,
,,60.8324,,
,,60.859,,
,,60.887025,,
,,60.92245,,
,,60.942075,,
,,60.9787,,
,,61.014725,,
,,61.049125,,
,,61.098125,,
,,61.13165,,
,,61.163775,,
,,61.19395,,
,,61.2276,,
,,61.237075,,
,,61.241975,,
,,61.247375,,
,,61.266075,,
,,61.2749,,
,,61.290375,,
,,61.33185,,
,,61.3526,,
,,61.369325,,
,,61.40175,,
,,61.448475,,
,,61.485625,,
,,61.516,,
,,61.56235,,
,,61.597775,,
,,61.625825,,
,,61.662925,,
,,61.70585,,
,,61.734775,,
,,61.77245,,
,,61.780425,,
,,61.7964,,
,,61.80445,,
,,61.814475,,
,,61.82535,,
,,61.8454,,
,,61.861875,,
,,61.8832,,
,,61.915,,
,,61.935275,,
,,61.97075,,
,,62.0067,,
,,62.0263,,
,,62.0469,,
,,62.0699,,
,,62.0885,,
,,62.1229,,
,,62.15085,,
,,62.1633,,
,,62.19595,,
,,62.21705,,
,,62.232625,,
,,62.2708,,
,,62.3006,,
,,62.330175,,
,,62.377275,,
,,62.411075,,
,,62.440525,,
,,62.443125,,
,,62.45785,,
,,62.4808,,
,,62.49945,,
,,62.521625,,
,,62.53755,,
,,62.55125,,
,,62.566775,,
,,62.586025,,
,,62.6022,,
,,62.647475,,
,,62.671325,,
,,62.71895,,
,,62.7484,,
,,62.7824,,
,,62.8105,,
,,62.840925,,
,,62.86775,,
,,62.88635,,
,,62.89755,,
,,62.905475,,
,,62.918775,,
,,62.93185,,
,,62.945575,,
,,62.96395,,
,,62.975425,,
,,62.990725,,
,,63.006575,,
,,63.032325,,
,,63.05155,,
,,63.085075,,
,,63.101825,,
,,63.1441,,
,,63.1688,,
,,63.202775,,
,,63.234475,,
,,63.25645,,
,,63.2788,,
,,63.30965,,
,,63.357825,,
,,63.381375,,
,,63.391725,,
,,63.4098,,
,,63.430475,,
,,63.466225,,
,,63.49925,,
,,63.5253,,
,,63.555425,,
,,63.589725,,
,,63.627525,,
,,63.659625,,
,,63.705075,,
,,63.732675,,
,,63.752575,,
,,63.79125,,
,,63.80335,,
,,63.8176,,
,,63.83205,,
,,63.857875,,
,,63.883325,,
,,63.9085,,
,,63.937825,,
,,64.003225,,
,,64.034575,,
,,64.054125,,
,,64.100175,,
,,64.1265,,
,,64.1612,,
,,64.198475,,
,,64.22985,,
,,64.25615,,
,,64.27495,,
,,64.303925,,
,,64.33255,,
,,64.36695,,
,,64.39955,,
,,64.442525,,
,,64.464325,,
,,64.48085,,
,,64.505925,,
,,64.522325,,
,,64.557025,,
,,64.58755,,
,,64.609,,
,,64.638175,,
,,64.669425,,
,,64.6978,,
,,64.738275,,
,,64.781525,,
,,64.82425,,
,,64.859325,,
,,64.88465,,
,,64.90465,,
,,64.9145,,
,,64.928625,,
,,64.981625,,
,,65.003825,,
,,65.038525,,
,,65.054,,
,,65.08395,,
,,65.1024,,
,,65.1159,,
,,65.13535,,
,,65.146925,,
,,65.155975,,
,,65.1793,,
,,65.1956,,
,,65.221275,,
,,65.262275,,
,,65.2921,,
,,65.334475,,
,,65.366825,,
,,65.39915,,
,,65.43485,,
,,65.468325,,
,,65.53445,,
,,65.57735,,
,,65.606475,,
,,65.6513,,
,,65.673275,,
,,65.69485,,
,,65.712225,,
,,65.7381,,
,,65.772525,,
,,65.8174,,
,,65.849725,,
,,65.875875,,
,,65.90685,,
,,65.934,,
,,65.946825,,
,,65.957725,,
,,65.968675,,
,,65.9766,,
,,65.99235,,
,,66.01135,,
,,66.024375,,
,,66.043925,,
,,66.064025,,
,,66.08455,,
,,66.114725,,
,,66.140575,,
,,66.1799,,
,,66.210875,,
,,66.243825,,
,,66.277225,,
,,66.308475,,
,,66.325975,,
,,66.337775,,
,,66.348125,,
,,66.366775,,
,,66.391525,,
,,66.42145,,
,,66.452,,
,,66.481125,,
,,66.505975,,
,,66.537,,
,,66.5766,,
,,66.611725,,
,,66.6378,,
,,66.667025,,
,,66.696925,,
,,66.793275,,
,,66.881075,,
,,66.903,,
,,66.923625,,
,,66.942525,,
,,66.9589,,
,,66.980475,,
,,66.997175,,
,,67.04195,,
,,67.067025,,
,,67.0948,,
,,67.122375,,
,,67.15335,,
,,67.176525,,
,,67.2012,,
,,67.2201,,
,,67.2527,,
,,67.277025,,
,,67.314225,,
,,67.349525,,
,,67.364825,,
,,67.3724,,
,,67.409325,,
,,67.455125,,
,,67.499125,,
,,67.55855,,
,,67.58435,,
,,67.588825,,
,,67.6201,,
,,67.66325,,
,,67.687225,,
,,67.726325,,
,,67.761875,,
,,67.788925,,
,,67.815325,,
,,67.826,,
,,67.851325,,
,,67.87055,,
,,67.915625,,
,,67.935325,,
,,67.9759,,
,,68.00435,,
,,68.040675,,
,,68.06915,,
,,68.11305,,
,,68.14905,,
,,68.1771,,
,,68.213475,,
,,68.24535,,
,,68.273575,,
,,68.289925,,
,,68.30485,,
,,68.337,,
,,68.343725,,
,,68.3606,,
,,68.40415,,
,,68.4314,,
,,68.44975,,
,,68.522775,,
,,68.549625,,
,,68.583225,,
,,68.6181,,
,,68.639225,,
,,68.673525,,
,,68.70685,,
,,68.7262,,
,,68.73765,,
,,68.7501,,
,,68.7664,,
,,68.789125,,
,,68.8134,,
,,68.8371,,
,,68.8624,,
,,68.883225,,
,,68.90155,,
,,68.92775,,
,,68.932225,,
,,68.972825,,
,,68.992325,,
,,69.0174,,
,,69.050275,,
,,69.076075,,
,,69.10975,,
,,69.13655,,
,,69.174075,,
,,69.233325,,
,,69.238525,,
,,69.2787,,
,,69.295825,,
,,69.3316,,
,,69.353525,,
,,69.366575,,
,,69.38305,,
,,69.405975,,
,,69.43755,,
,,69.4558,,
,,69.46935,,
,,69.508425,,
,,69.528775,,
,,69.54305,,
,,69.5672,,
,,69.593925,,
,,69.608725,,
,,69.629125,,
,,69.657675,,
,,69.686425,,
,,69.712225,,
,,69.735375,,
,,69.77785,,
,,69.809125,,
,,69.838525,,
,,69.870575,,
,,69.89265,,
,,69.9216,,
,,69.9605,,
,,69.997975,,
,,70.039075,,
,,70.074875,,
,,70.109,,
,,70.13935,,
,,70.15505,,
,,70.183725,,
,,70.219025,,
,,70.240575,,
,,70.28095,,
,,70.30275,,
,,70.34555,,
,,70.3708,,
,,70.393625,,
,,70.42845,,
,,70.455175,,
,,70.49275,,
,,70.5295,,
,,70.553525,,
,,70.573975,,
,,70.591325,,
,,70.607275,,
,,70.6276,,
,,70.6411,,
,,70.66695,,
,,70.7477,,
,,70.7817,,
,,70.831675,,
,,70.8653,,
,,70.894575,,
,,70.931875,,
,,70.97145,,
,,71.0004,,
,,71.037625,,
,,71.071825,,
,,71.096925,,
,,71.121,,
,,71.138475,,
,,71.164525,,
,,71.20545,,
,,71.248775,,
,,71.2978,,
,,71.3337,,
,,71.373225,,
,,71.39705,,
,,71.43175,,
,,71.447825,,
,,71.46735,,
,,71.504825,,
,,71.538275,,
,,71.55385,,
,,71.598875,,
,,71.635575,,
,,71.6689,,
,,71.70575,,
,,71.7446,,
,,71.780375,,
,,71.805875,,
,,71.8518,,
,,71.8851,,
,,71.9199,,
,,71.953825,,
,,71.9678,,
