SPK_SPKC06a (NA),SPK_SPKC08a (NA),SPK_SPKC13a (excited),SPK_SPKC13b (excited),SPK_SPKC16a (NA)
,,71.98475,,
,,72.002775,,
,,72.0185,,
,,72.02825,,
,,72.042425,,
,,72.05685,,
,,72.065175,,
,,72.115275,,
,,72.144475,,
,,72.201725,,
,,72.232975,,
,,72.264025,,
,,72.3031,,
,,72.338075,,
,,72.35885,,
,,72.399875,,
,,72.4372,,
,,72.459725,,
,,72.4838,,
,,72.5027,,
,,72.53135,,
,,72.541275,,
,,72.57605,,
,,72.5866,,
,,72.609225,,
,,72.6392,,
,,72.664875,,
,,72.688425,,
,,72.707625,,
,,72.722525,,
,,72.752425,,
,,72.774075,,
,,72.79455,,
,,72.833025,,
,,72.84385,,
,,72.85785,,
,,72.87455,,
,,72.898075,,
,,72.926375,,
,,72.9488,,
,,72.98265,,
,,73.004825,,
,,73.049175,,
,,73.078325,,
,,73.107025,,
,,73.12945,,
,,73.143325,,
,,73.16755,,
,,73.182825,,
,,73.212125,,
,,73.224725,,
,,73.231225,,
,,73.27,,
,,73.2997,,
,,73.337075,,
,,73.366125,,
,,73.399925,,
,,73.423275,,
,,73.44885,,
,,73.481725,,
,,73.50725,,
,,73.5303,,
,,73.539675,,
,,73.564775,,
,,73.6481,,
,,73.7145,,
,,73.742425,,
,,73.85365,,
,,73.86715,,
,,73.896675,,
,,73.92255,,
,,73.9656,,
,,73.99125,,
,,74.027075,,
,,74.0748,,
,,74.10425,,
,,74.1234,,
,,74.134475,,
,,74.157425,,
,,74.1738,,
,,74.20525,,
,,74.2227,,
,,74.2492,,
,,74.28245,,
,,74.3093,,
,,74.335725,,
,,74.35165,,
,,74.38995,,
,,74.409675,,
,,74.4318,,
,,74.451475,,
,,74.470325,,
,,74.495775,,
,,74.51005,,
,,74.537,,
,,74.563825,,
,,74.59895,,
,,74.621375,,
,,74.65025,,
,,74.694075,,
,,74.732625,,
,,74.764475,,
,,74.797,,
,,74.840175,,
,,74.86825,,
,,74.897375,,
,,74.916425,,
,,74.92695,,
,,74.9481,,
,,74.994825,,
,,75.026325,,
,,75.041725,,
,,75.075025,,
,,75.10485,,
,,75.130575,,
,,75.167825,,
,,75.20245,,
,,75.2418,,
,,75.2683,,
,,75.31255,,
,,75.348725,,
,,75.3782,,
,,75.395225,,
,,75.41235,,
,,75.4319,,
,,75.4884,,
,,75.51365,,
,,75.529225,,
,,75.5478,,
,,75.562825,,
,,75.576675,,
,,75.602375,,
,,75.634125,,
,,75.6627,,
,,75.680375,,
,,75.710175,,
,,75.73735,,
,,75.766775,,
,,75.8082,,
,,75.8396,,
,,75.87415,,
,,75.89015,,
,,75.906025,,
,,75.915325,,
,,75.918525,,
,,75.93815,,
,,75.96005,,
,,75.98985,,
,,76.0555,,
,,76.094575,,
,,76.122225,,
,,76.154025,,
,,76.18055,,
,,76.2106,,
,,76.230575,,
,,76.247325,,
,,76.268675,,
,,76.283925,,
,,76.3016,,
,,76.327125,,
,,76.355425,,
,,76.363,,
,,76.395925,,
,,76.42265,,
,,76.44765,,
,,76.47675,,
,,76.499375,,
,,76.530675,,
,,76.5571,,
,,76.589575,,
,,76.62315,,
,,76.686175,,
,,76.697925,,
,,76.707275,,
,,76.71925,,
,,76.73025,,
,,76.739625,,
,,76.746225,,
,,76.7512,,
,,76.761975,,
,,76.7817,,
,,76.81165,,
,,76.84325,,
,,76.867375,,
,,76.8848,,
,,76.91795,,
,,76.961425,,
,,76.986175,,
,,77.0081,,
,,77.0421,,
,,77.07495,,
,,77.108325,,
,,77.1443,,
,,77.17385,,
,,77.212175,,
,,77.2383,,
,,77.262325,,
,,77.295325,,
,,77.31055,,
,,77.324175,,
,,77.35125,,
,,77.3717,,
,,77.3872,,
,,77.41025,,
,,77.446775,,
,,77.486425,,
,,77.5161,,
,,77.54525,,
,,77.564275,,
,,77.581175,,
,,77.608875,,
,,77.629075,,
,,77.649825,,
,,77.6734,,
,,77.707725,,
,,77.74645,,
,,77.798025,,
,,77.83355,,
,,77.865125,,
,,77.899875,,
,,77.9125,,
,,77.930825,,
,,77.948425,,
,,77.968325,,
,,77.983875,,
,,78.002625,,
,,78.0277,,
,,78.0437,,
,,78.0576,,
,,78.0682,,
,,78.0811,,
,,78.092075,,
,,78.104425,,
,,78.11885,,
,,78.1272,,
,,78.1474,,
,,78.187675,,
,,78.204075,,
,,78.241175,,
,,78.273225,,
,,78.286275,,
,,78.2927,,
,,78.31275,,
,,78.359675,,
,,78.382925,,
,,78.4176,,
,,78.4483,,
,,78.492625,,
,,78.553575,,
,,78.5694,,
,,78.594425,,
,,78.620275,,
,,78.65205,,
,,78.667175,,
,,78.686775,,
,,78.703875,,
,,78.740475,,
,,78.771225,,
,,78.8024,,
,,78.83125,,
,,78.8616,,
,,78.886525,,
,,78.898675,,
,,78.912125,,
,,78.933275,,
,,78.95375,,
,,78.980675,,
,,79.002625,,
,,79.0348,,
,,79.062775,,
,,79.08725,,
,,79.119725,,
,,79.14755,,
,,79.190275,,
,,79.220125,,
,,79.2545,,
,,79.2685,,
,,79.2803,,
,,79.289725,,
,,79.301275,,
,,79.3168,,
,,79.332125,,
,,79.352425,,
,,79.36985,,
,,79.391,,
,,79.40725,,
,,79.4306,,
,,79.4514,,
,,79.487475,,
,,79.504625,,
,,79.526075,,
,,79.52945,,
,,79.56365,,
,,79.5859,,
,,79.6181,,
,,79.6585,,
,,79.67535,,
,,79.70485,,
,,79.738475,,
,,79.764275,,
,,79.798325,,
,,79.827,,
,,79.858975,,
,,79.8899,,
,,79.9196,,
,,79.951375,,
,,79.975425,,
,,79.99925,,
,,80.020625,,
,,80.03235,,
,,80.046425,,
,,80.08255,,
,,80.11135,,
,,80.154925,,
,,80.183325,,
,,80.215725,,
,,80.24665,,
,,80.277775,,
,,80.30295,,
,,80.314775,,
,,80.319075,,
,,80.329475,,
,,80.34835,,
,,80.381675,,
,,80.396925,,
,,80.409375,,
,,80.43455,,
,,80.449725,,
,,80.4736,,
,,80.488875,,
,,80.510525,,
,,80.55575,,
,,80.5851,,
,,80.627775,,
,,80.645125,,
,,80.66515,,
,,80.7038,,
,,80.730125,,
,,80.7706,,
,,80.79195,,
,,80.801975,,
,,80.820175,,
,,80.825275,,
,,81.05615,,
,,81.09485,,
,,81.1179,,
,,81.157175,,
,,81.174725,,
,,81.2056,,
,,81.241725,,
,,81.3304,,
,,81.367325,,
,,81.389425,,
,,81.4093,,
,,81.420675,,
,,81.427025,,
,,81.434075,,
,,81.51805,,
,,81.5392,,
,,81.652825,,
,,81.70625,,
,,81.720725,,
,,81.753125,,
,,81.77885,,
,,81.799475,,
,,81.818875,,
,,81.838625,,
,,81.8732,,
,,81.90625,,
,,81.9383,,
,,81.9776,,
,,81.989525,,
,,82.013025,,
,,82.06845,,
,,82.072425,,
,,82.0881,,
,,82.103525,,
,,82.193475,,
,,82.221425,,
,,82.231175,,
,,82.2396,,
,,82.2701,,
,,82.358825,,
,,82.371875,,
,,82.3969,,
,,82.437175,,
,,82.481675,,
,,82.538675,,
,,82.58025,,
,,82.6253,,
,,82.65745,,
,,82.677175,,
,,82.692225,,
,,82.70455,,
,,82.716075,,
,,82.730575,,
,,82.7364,,
,,82.758275,,
,,82.777025,,
,,82.787825,,
,,82.8113,,
,,82.827125,,
,,82.837,,
,,82.852375,,
,,82.862275,,
,,82.86915,,
,,82.883475,,
,,82.899875,,
,,82.9092,,
,,82.917075,,
,,82.927475,,
,,82.93555,,
,,82.957225,,
,,82.971425,,
,,82.97755,,
,,83.030875,,
,,83.04425,,
,,83.0625,,
,,83.080925,,
,,83.096875,,
,,83.115175,,
,,83.124575,,
,,83.153,,
,,83.17575,,
,,83.2089,,
,,83.2381,,
,,83.272275,,
,,83.304075,,
,,83.3303,,
,,83.355575,,
,,83.388775,,
,,83.415575,,
,,83.454125,,
,,83.48485,,
,,83.51865,,
,,83.5516,,
,,83.5857,,
,,83.62385,,
,,83.651125,,
,,83.669725,,
,,83.6859,,
,,83.709,,
,,83.7238,,
,,83.735575,,
,,83.748,,
,,83.75725,,
,,83.7835,,
,,83.799225,,
,,83.8146,,
,,83.84095,,
,,83.863225,,
,,83.900875,,
,,83.927675,,
,,83.95,,
,,83.978125,,
,,84.013075,,
,,84.042875,,
,,84.079025,,
,,84.1068,,
,,84.1411,,
,,84.16855,,
,,84.205575,,
,,84.24095,,
,,84.270525,,
,,84.2902,,
,,84.306575,,
,,84.324325,,
,,84.341775,,
,,84.3771,,
,,84.406475,,
,,84.4352,,
,,84.458225,,
,,84.502025,,
,,84.533375,,
,,84.567275,,
,,84.601425,,
,,84.63785,,
,,84.674175,,
,,84.6998,,
,,84.713875,,
,,84.72795,,
,,84.74795,,
,,84.76505,,
,,84.79665,,
,,84.818975,,
,,84.82015,,
,,84.83935,,
,,84.85225,,
,,84.875925,,
,,84.890275,,
,,84.93215,,
,,84.95605,,
,,84.9747,,
,,84.994725,,
,,85.021875,,
,,85.03295,,
,,85.058825,,
,,85.08145,,
,,85.091375,,
,,85.113225,,
,,85.1247,,
,,85.169225,,
,,85.1952,,
,,85.22635,,
,,85.24735,,
,,85.27985,,
,,85.312275,,
,,85.341625,,
,,85.370425,,
,,85.397525,,
,,85.42825,,
,,85.462075,,
,,85.502675,,
,,85.546875,,
,,85.56625,,
,,85.5839,,
,,85.594675,,
,,85.6083,,
,,85.619675,,
,,85.62305,,
,,85.634,,
,,85.671825,,
,,85.6996,,
,,85.731975,,
,,85.766525,,
,,85.781675,,
,,85.806525,,
,,85.838675,,
,,85.893825,,
,,85.912875,,
,,85.9391,,
,,85.96555,,
,,86.00045,,
,,86.02755,,
,,86.06085,,
,,86.0945,,
,,86.1175,,
,,86.13115,,
,,86.146575,,
,,86.174075,,
,,86.18915,,
,,86.209725,,
,,86.226,,
,,86.247475,,
,,86.2873,,
,,86.3202,,
,,86.354575,,
,,86.383,,
,,86.423975,,
,,86.467125,,
,,86.509975,,
,,86.53405,,
,,86.563375,,
,,86.5996,,
,,86.6307,,
,,86.67055,,
,,86.701025,,
,,86.74105,,
,,86.765925,,
,,86.7921,,
,,86.81895,,
,,86.85075,,
,,86.89085,,
,,86.92165,,
,,86.96345,,
,,86.9972,,
,,87.020975,,
,,87.027325,,
,,87.05175,,
,,87.077125,,
,,87.098475,,
,,87.133375,,
,,87.17635,,
,,87.1965,,
,,87.233075,,
,,87.256375,,
,,87.286225,,
,,87.3121,,
,,87.329325,,
,,87.3452,,
,,87.357775,,
,,87.374475,,
,,87.377275,,
,,87.392625,,
,,87.423525,,
,,87.455675,,
,,87.490225,,
,,87.5198,,
,,87.5582,,
,,87.5898,,
,,87.627725,,
,,87.654825,,
,,87.68445,,
,,87.732075,,
,,87.766225,,
,,87.7987,,
,,87.840625,,
,,87.86475,,
,,87.91525,,
,,87.9478,,
,,87.987975,,
,,88.012575,,
,,88.048425,,
,,88.0892,,
,,88.11655,,
,,88.156525,,
,,88.178425,,
,,88.210825,,
,,88.2375,,
,,88.26065,,
,,88.300225,,
,,88.3302,,
,,88.378275,,
,,88.3964,,
,,88.4304,,
,,88.472225,,
,,88.51125,,
,,88.544275,,
,,88.569675,,
,,88.599425,,
,,88.6237,,
,,88.657175,,
,,88.6942,,
,,88.7316,,
,,88.76665,,
,,88.807175,,
,,88.829025,,
,,88.843925,,
,,88.856625,,
,,88.864825,,
,,88.874675,,
,,88.88795,,
,,88.9558,,
,,89.11115,,
,,89.169375,,
,,89.204575,,
,,89.2284,,
,,89.2653,,
,,89.293625,,
,,89.32525,,
,,89.35455,,
,,89.383925,,
,,89.425775,,
,,89.453825,,
,,89.475525,,
,,89.5094,,
,,89.53495,,
,,89.572625,,
,,89.610025,,
,,89.640375,,
,,89.6623,,
,,89.68625,,
,,89.701525,,
,,89.7154,,
,,89.73085,,
,,89.7607,,
,,89.783025,,
,,89.80425,,
,,89.83315,,
,,89.859825,,
,,89.890675,,
,,89.91245,,
,,89.959725,,
,,89.986375,,
,,90.01295,,
,,90.049325,,
,,90.0814,,
,,90.1138,,
,,90.14035,,
,,90.158825,,
,,90.19195,,
,,90.20875,,
,,90.22355,,
,,90.229125,,
,,90.24,,
,,90.25225,,
,,90.314225,,
,,90.3576,,
,,90.3815,,
,,90.40745,,
,,90.426275,,
,,90.447575,,
,,90.470775,,
,,90.498075,,
,,90.537775,,
,,90.589275,,
,,90.603075,,
,,90.62075,,
,,90.649825,,
,,90.670325,,
,,90.6842,,
,,90.695675,,
,,90.714725,,
,,90.7229,,
,,90.744375,,
,,90.77115,,
,,90.8001,,
,,90.81965,,
,,90.841025,,
,,90.85695,,
,,90.878725,,
,,90.908075,,
,,90.932075,,
,,90.953,,
,,90.984375,,
,,91.023125,,
,,91.05755,,
,,91.095275,,
,,91.109675,,
,,91.12525,,
,,91.1414,,
,,91.160875,,
,,91.176275,,
,,91.194625,,
,,91.222,,
,,91.2707,,
,,91.2999,,
,,91.324425,,
,,91.354225,,
,,91.388475,,
,,91.4263,,
,,91.451925,,
,,91.488025,,
,,91.516175,,
,,91.55915,,
,,91.593225,,
,,91.614925,,
,,91.621675,,
,,91.62595,,
,,91.639575,,
,,91.724375,,
,,91.759375,,
,,91.788575,,
,,91.827675,,
,,91.861475,,
,,91.8906,,
,,91.92295,,
,,91.95015,,
,,91.981975,,
,,92.0058,,
,,92.051925,,
,,92.05355,,
,,92.059325,,
,,92.06265,,
,,92.077375,,
,,92.100675,,
,,92.1083,,
,,92.127025,,
,,92.143,,
,,92.15985,,
,,92.179925,,
,,92.193825,,
,,92.209525,,
,,92.22375,,
,,92.252875,,
,,92.293225,,
,,92.314575,,
,,92.334125,,
,,92.365375,,
,,92.3962,,
,,92.4285,,
,,92.488375,,
,,92.518375,,
,,92.55785,,
,,92.575325,,
,,92.59815,,
,,92.629275,,
,,92.6582,,
,,92.686825,,
,,92.712,,
,,92.75,,
,,92.784225,,
,,92.81885,,
,,92.8562,,
,,92.883225,,
,,92.924025,,
,,92.92765,,
,,92.95685,,
,,92.9925,,
,,93.0262,,
,,93.054525,,
,,93.086225,,
,,93.1072,,
,,93.143275,,
,,93.158625,,
,,93.179075,,
,,93.2039,,
,,93.230375,,
,,93.26315,,
,,93.289575,,
,,93.3129,,
,,93.339425,,
,,93.3755,,
,,93.400625,,
,,93.4123,,
,,93.43755,,
,,93.458325,,
,,93.4739,,
,,93.511025,,
,,93.55245,,
,,93.5871,,
,,93.627225,,
,,93.66155,,
,,93.69735,,
,,93.6994,,
,,93.717775,,
,,93.734025,,
,,93.7484,,
,,93.760625,,
,,93.77485,,
,,93.784325,,
,,93.7937,,
,,93.7969,,
,,93.805675,,
,,93.821425,,
,,93.84605,,
,,93.8668,,
,,93.897925,,
,,93.949375,,
,,93.987925,,
,,94.003675,,
,,94.036525,,
,,94.06995,,
,,94.082475,,
,,94.107775,,
,,94.137525,,
,,94.165275,,
,,94.17955,,
,,94.19985,,
,,94.22235,,
,,94.235775,,
,,94.25235,,
,,94.260875,,
,,94.275,,
,,94.28385,,
,,94.2897,,
,,94.3101,,
,,94.32235,,
,,94.342875,,
,,94.361775,,
,,94.388625,,
,,94.42835,,
,,94.453725,,
,,94.4761,,
,,94.496325,,
,,94.524275,,
,,94.5397,,
,,94.562375,,
,,94.62855,,
,,94.6631,,
,,94.69575,,
,,94.724425,,
,,94.753875,,
,,94.7659,,
,,94.782075,,
,,94.7846,,
,,94.792225,,
,,94.802375,,
,,94.809875,,
,,94.819675,,
,,94.867725,,
,,94.8894,,
,,94.9097,,
,,94.95745,,
,,94.98115,,
,,95.0219,,
,,95.04335,,
,,95.08375,,
,,95.1147,,
,,95.145925,,
,,95.169925,,
,,95.18345,,
,,95.211625,,
,,95.256275,,
,,95.277475,,
,,95.297375,,
,,95.313575,,
,,95.34615,,
,,95.3709,,
,,95.396975,,
,,95.442025,,
,,95.460425,,
,,95.49115,,
,,95.513325,,
,,95.539825,,
,,95.570875,,
,,95.598875,,
,,95.62265,,
,,95.655175,,
,,95.674775,,
,,95.689075,,
,,95.71475,,
,,95.74305,,
,,95.763075,,
,,95.789825,,
,,95.824775,,
,,95.864775,,
,,95.897725,,
,,95.916375,,
,,95.9321,,
,,95.9406,,
,,95.950525,,
,,95.990175,,
,,96.023775,,
,,96.0577,,
,,96.070825,,
,,96.116775,,
,,96.14315,,
,,96.168925,,
,,96.197175,,
,,96.231575,,
,,96.2558,,
,,96.285975,,
,,96.317825,,
,,96.359675,,
,,96.380525,,
,,96.402025,,
,,96.418125,,
,,96.430125,,
,,96.4653,,
,,96.485275,,
,,96.513175,,
,,96.544925,,
,,96.5738,,
,,96.59845,,
,,96.6315,,
,,96.645875,,
,,96.6758,,
,,96.6891,,
,,96.69985,,
,,96.714025,,
,,96.725075,,
,,96.756675,,
,,96.775425,,
,,96.8015,,
,,96.836025,,
,,96.859725,,
,,96.887625,,
,,96.900075,,
,,96.9225,,
,,96.950075,,
,,96.9705,,
,,96.99915,,
,,97.03095,,
,,97.07005,,
,,97.101475,,
,,97.13515,,
,,97.1446,,
,,97.173875,,
,,97.20635,,
,,97.2447,,
,,97.281075,,
,,97.3101,,
,,97.32885,,
,,97.347,,
,,97.362575,,
,,97.36915,,
,,97.380825,,
,,97.4059,,
,,97.41435,,
,,97.44245,,
,,97.461,,
,,97.469475,,
,,97.49165,,
,,97.527775,,
,,97.558175,,
,,97.58915,,
,,97.610475,,
,,97.63335,,
,,97.642125,,
,,97.650425,,
,,97.6692,,
,,97.694025,,
,,97.7169,,
,,97.758425,,
,,97.78775,,
,,97.822575,,
,,97.864825,,
,,97.909125,,
,,97.939275,,
,,97.98595,,
,,98.008175,,
,,98.02205,,
,,98.04005,,
,,98.06085,,
,,98.069625,,
,,98.07745,,
,,98.089175,,
,,98.1015,,
,,98.116475,,
,,98.140625,,
,,98.16245,,
,,98.179075,,
,,98.201875,,
,,98.2243,,
,,98.23685,,
,,98.257325,,
,,98.28195,,
,,98.3029,,
,,98.3261,,
,,98.363925,,
,,98.39295,,
,,98.428525,,
,,98.45775,,
,,98.486275,,
,,98.506025,,
,,98.53915,,
,,98.557425,,
,,98.580175,,
,,98.595775,,
,,98.626825,,
,,98.645475,,
,,98.69405,,
,,98.726125,,
,,98.74655,,
,,98.7787,,
,,98.7953,,
,,98.831775,,
,,98.87445,,
,,98.900025,,
,,98.941225,,
,,98.966275,,
,,99.0124,,
,,99.0224,,
,,99.05635,,
,,99.078725,,
,,99.08995,,
,,99.099075,,
,,99.1117,,
,,99.124,,
,,99.14165,,
,,99.1932,,
,,99.222425,,
,,99.2574,,
,,99.3047,,
,,99.334,,
,,99.3723,,
,,99.401775,,
,,99.441825,,
,,99.486325,,
,,99.52195,,
,,99.557325,,
,,99.585975,,
,,99.634525,,
,,99.64915,,
,,99.6672,,
,,99.690225,,
,,99.70485,,
,,99.733,,
,,99.7512,,
,,99.78045,,
,,99.812575,,
,,99.8558,,
,,99.894,,
,,99.92875,,
,,99.958025,,
,,99.989725,,
,,100.01605,,
,,100.035725,,
,,100.06065,,
,,100.07765,,
,,100.09565,,
,,100.116125,,
,,100.15755,,
,,100.194,,
,,100.219925,,
,,100.241925,,
,,100.274225,,
,,100.30295,,
,,100.33225,,
,,100.364025,,
,,100.39585,,
,,100.421125,,
,,100.464675,,
,,100.4935,,
,,100.520175,,
,,100.563525,,
,,100.60935,,
,,100.631325,,
,,100.63405,,
,,100.659875,,
,,100.6853,,
,,100.702625,,
,,100.718975,,
,,100.736325,,
,,100.75735,,
,,100.797075,,
,,100.8362,,
,,100.863575,,
,,100.89435,,
,,100.918675,,
,,100.9481,,
,,100.964375,,
,,100.998475,,
,,101.022875,,
,,101.05575,,
,,101.118375,,
,,101.16605,,
,,101.223725,,
,,101.23415,,
,,101.2611,,
,,101.33055,,
,,101.3753,,
,,101.404775,,
,,101.444225,,
,,101.48605,,
,,101.52435,,
,,101.5602,,
,,101.606175,,
,,101.639925,,
,,101.68585,,
,,101.714425,,
,,101.7423,,
,,101.743725,,
,,101.76095,,
,,101.772175,,
,,101.782575,,
,,101.797475,,
,,101.807175,,
,,101.8436,,
,,101.863,,
,,101.90145,,
,,101.933275,,
,,101.9629,,
,,101.987425,,
,,102.020375,,
,,102.05225,,
,,102.091475,,
,,102.144075,,
,,102.1677,,
,,102.225525,,
,,102.253925,,
,,102.29105,,
,,102.328725,,
,,102.369125,,
,,102.410075,,
,,102.48235,,
,,102.5445,,
,,102.579825,,
,,102.598325,,
,,102.631875,,
,,102.672775,,
,,102.73025,,
,,102.764325,,
,,102.79205,,
,,102.814,,
,,102.8451,,
,,102.8565,,
,,102.872675,,
,,102.888825,,
,,102.908425,,
,,102.928575,,
,,102.968775,,
,,102.9876,,
,,103.028175,,
,,103.058775,,
,,103.088125,,
,,103.11435,,
,,103.15645,,
,,103.184325,,
,,103.227675,,
,,103.264575,,
,,103.3007,,
,,103.335,,
,,103.364575,,
,,103.403325,,
,,103.418325,,
,,103.428525,,
,,103.439575,,
,,103.4732,,
,,103.486475,,
,,103.501175,,
,,103.517075,,
,,103.52925,,
,,103.544925,,
,,103.566775,,
,,103.593475,,
,,103.612175,,
,,103.6274,,
,,103.6465,,
,,103.6745,,
,,103.6956,,
,,103.720625,,
,,103.75305,,
,,103.784975,,
,,103.81275,,
,,103.8477,,
,,103.870475,,
,,103.8791,,
,,103.906025,,
,,103.935925,,
,,103.9615,,
,,103.991625,,
,,104.01005,,
,,104.036075,,
,,104.0615,,
,,104.0952,,
,,104.1214,,
,,104.155175,,
,,104.1878,,
,,104.232225,,
,,104.2575,,
,,104.29545,,
,,104.3337,,
,,104.354225,,
,,104.3757,,
,,104.38725,,
,,104.400275,,
,,104.430975,,
,,104.446875,,
,,104.45955,,
,,104.472575,,
,,104.49415,,
,,104.524425,,
,,104.5429,,
,,104.559575,,
,,104.588625,,
,,104.610325,,
,,104.6357,,
,,104.6481,,
,,104.67105,,
,,104.6889,,
,,104.72,,
,,104.74935,,
,,104.7716,,
,,104.7928,,
,,104.81765,,
,,104.851125,,
,,104.878325,,
,,104.915875,,
,,104.94525,,
,,104.97525,,
,,104.995575,,
,,105.0138,,
,,105.048125,,
,,105.0789,,
,,105.113,,
,,105.145775,,
,,105.192025,,
,,105.23405,,
,,105.26365,,
,,105.2805,,
,,105.2843,,
,,105.293375,,
,,105.3106,,
,,105.328225,,
,,105.338825,,
,,105.350875,,
,,105.380275,,
,,105.3823,,
,,105.3947,,
,,105.41055,,
,,105.4299,,
,,105.442825,,
,,105.486175,,
,,105.51055,,
,,105.544475,,
,,105.56985,,
,,105.606225,,
,,105.62585,,
,,105.672525,,
,,105.70835,,
,,105.73205,,
,,105.77425,,
,,105.80965,,
,,105.83905,,
,,105.879225,,
,,105.9108,,
,,105.94495,,
,,105.983775,,
,,105.987325,,
,,105.98905,,
,,105.999025,,
,,106.02245,,
,,106.06045,,
,,106.091775,,
,,106.1157,,
,,106.1465,,
,,106.1894,,
,,106.210025,,
,,106.2481,,
,,106.2814,,
,,106.313825,,
,,106.3424,,
,,106.3464,,
,,106.38675,,
,,106.419625,,
,,106.446375,,
,,106.473125,,
,,106.507325,,
,,106.529875,,
,,106.55565,,
,,106.5605,,
,,106.60435,,
,,106.6251,,
,,106.629925,,
,,106.661725,,
,,106.6888,,
,,106.717075,,
,,106.75765,,
,,106.794225,,
,,106.82725,,
,,106.8526,,
,,106.87305,,
,,106.90885,,
,,106.9451,,
,,106.961525,,
,,106.98715,,
,,107.015075,,
,,107.0385,,
,,107.068575,,
,,107.1042,,
,,107.143025,,
,,107.1865,,
,,107.214475,,
,,107.250775,,
,,107.284875,,
,,107.317575,,
,,107.347,,
,,107.379575,,
,,107.409675,,
,,107.4287,,
,,107.4441,,
,,107.47095,,
,,107.496775,,
,,107.5307,,
,,107.559825,,
,,107.581625,,
,,107.604175,,
,,107.624025,,
,,107.64045,,
,,107.669525,,
,,107.708775,,
,,107.7376,,
,,107.78545,,
,,107.8252,,
,,107.8531,,
,,107.8889,,
,,107.911825,,
,,107.931425,,
,,107.948875,,
,,107.959425,,
,,107.981,,
,,107.997175,,
,,108.02445,,
,,108.0495,,
,,108.0727,,
,,108.104375,,
,,108.14135,,
,,108.1883,,
,,108.2272,,
,,108.26735,,
,,108.288225,,
,,108.300325,,
,,108.321875,,
,,108.347725,,
,,108.385225,,
,,108.4133,,
,,108.430575,,
,,108.467875,,
,,108.50765,,
,,108.537275,,
,,108.5591,,
,,108.591325,,
,,108.625625,,
,,108.66585,,
,,108.7315,,
,,108.77595,,
,,108.81095,,
,,108.8375,,
,,108.871925,,
,,108.9055,,
,,108.937975,,
,,108.967,,
,,109.011925,,
,,109.051075,,
,,109.081425,,
,,109.114975,,
,,109.1376,,
,,109.171725,,
,,109.197975,,
,,109.220175,,
,,109.2486,,
,,109.2741,,
,,109.2953,,
,,109.32295,,
,,109.340325,,
,,109.35915,,
,,109.374525,,
,,109.39445,,
,,109.428775,,
,,109.4537,,
,,109.495375,,
,,109.527225,,
,,109.5576,,
,,109.582375,,
,,109.613675,,
,,109.646575,,
,,109.68,,
,,109.708175,,
,,109.738025,,
,,109.7633,,
,,109.7848,,
,,109.81405,,
,,109.83625,,
,,109.85725,,
,,109.8661,,
,,109.88765,,
,,109.919325,,
,,109.946975,,
,,109.987,,
,,110.0219,,
,,110.04775,,
,,110.088525,,
,,110.12225,,
,,110.150775,,
,,110.1904,,
,,110.201625,,
,,110.21625,,
,,110.234975,,
,,110.26095,,
,,110.29075,,
,,110.3158,,
,,110.36985,,
,,110.4226,,
,,110.446575,,
,,110.49595,,
,,110.531675,,
,,110.564175,,
,,110.588425,,
,,110.62685,,
,,110.65965,,
,,110.6997,,
,,110.722975,,
,,110.740525,,
,,110.7724,,
,,110.79685,,
,,110.818375,,
,,110.8449,,
,,110.87775,,
,,110.90425,,
,,110.932675,,
,,110.955125,,
,,110.98435,,
,,111.0108,,
,,111.053675,,
,,111.082125,,
,,111.11525,,
,,111.160425,,
,,111.17875,,
,,111.188475,,
,,111.2006,,
,,111.214525,,
,,111.233,,
,,111.245375,,
,,111.265475,,
,,111.296125,,
,,111.324325,,
,,111.3566,,
,,111.38125,,
,,111.408475,,
,,111.441725,,
,,111.503775,,
,,111.516625,,
,,111.534425,,
,,111.5424,,
,,111.573775,,
,,111.5921,,
,,111.6069,,
,,111.630175,,
,,111.655125,,
,,111.67495,,
,,111.7143,,
,,111.74345,,
,,111.778725,,
,,111.820375,,
,,111.851875,,
,,111.867925,,
,,111.87855,,
,,111.89595,,
,,111.928775,,
,,111.953275,,
,,111.968925,,
,,111.9896,,
,,112.008175,,
,,112.032575,,
,,112.0671,,
,,112.0955,,
,,112.120925,,
,,112.159175,,
,,112.181975,,
,,112.21235,,
,,112.235475,,
,,112.257375,,
,,112.270375,,
,,112.2809,,
,,112.288225,,
,,112.293025,,
,,112.2988,,
,,112.305425,,
,,112.314575,,
,,112.32385,,
,,112.382875,,
,,112.3865,,
,,112.41115,,
,,112.438475,,
,,112.464075,,
,,112.49925,,
,,112.529125,,
,,112.55865,,
,,112.58985,,
,,112.63315,,
,,112.6523,,
,,112.67415,,
,,112.68655,,
,,112.692075,,
,,112.698425,,
,,112.70875,,
,,112.714625,,
,,112.7283,,
,,112.73365,,
,,112.740525,,
,,112.7538,,
,,112.782825,,
,,112.80325,,
,,112.819325,,
,,112.84345,,
,,112.875975,,
,,112.91125,,
,,112.94025,,
,,112.9818,,
,,113.0168,,
,,113.04505,,
,,113.067,,
,,113.086025,,
,,113.100625,,
,,113.115475,,
,,113.15035,,
,,113.235475,,
,,113.254,,
,,113.27965,,
,,113.302375,,
,,113.328275,,
,,113.356725,,
,,113.38895,,
,,113.411975,,
,,113.4157,,
,,113.4499,,
,,113.479625,,
,,113.505825,,
,,113.552475,,
,,113.592875,,
