SPK_SPKC02b,SPK_SPKC02c,SPK_SPKC09a
257.028675,281.66405,233.354525
257.040475,281.6772,233.368275
257.0478,281.68195,233.378675
257.05475,281.706825,233.3899
257.06345,281.72395,233.400675
257.089575,281.74505,233.422775
257.09735,281.7519,233.4309
257.112875,281.761775,233.4412
257.129,281.793225,233.45095
257.142325,281.811,233.4617
257.16585,281.871075,233.47365
257.19875,281.88655,233.485475
257.213225,281.901775,233.4979
257.223775,281.978925,233.505825
257.2418,282.0043,233.5204
257.2704,282.04875,233.542575
257.2857,282.0604,233.55685
257.3268,282.06485,233.57575
257.425875,282.0691,233.608525
257.48975,282.144425,233.6624
257.50325,282.2311,233.724025
257.511225,282.258525,233.778125
257.517525,282.271525,233.790625
257.557575,282.3366,233.802975
257.57005,282.36515,233.815425
257.5835,282.397375,233.829
257.59865,282.468225,233.847525
257.67225,282.47795,233.860225
257.683325,282.52145,233.871725
257.6926,282.53665,233.88475
257.69795,282.570625,233.894875
257.7172,282.594325,233.908275
257.72305,282.6099,233.91985
257.7284,282.69285,233.9277
257.733875,282.71885,233.94435
257.752575,282.723,233.965525
257.758,282.73675,233.9871
257.76315,282.742675,234.004275
257.768125,282.7655,234.06675
257.77815,282.783425,234.154775
257.782975,282.809125,234.181575
257.787225,282.812975,234.223325
257.79505,282.861625,234.238475
257.800475,282.882475,234.2518
257.805975,282.935925,234.285525
257.810725,282.969125,234.2966
257.824375,282.9918,234.31405
257.832425,283.17845,234.3248
257.836425,283.192775,234.3379
257.85085,283.4221,234.36435
257.863275,283.427375,234.3813
257.8733,283.4436,234.4294
257.878425,283.45055,234.45595
257.88305,283.464975,234.476675
257.890175,283.51815,234.502675
257.8944,283.68535,234.531925
257.8975,283.698625,234.5736
257.904975,283.709275,234.6259
257.909475,283.71215,234.6369
257.913025,283.726675,234.64095
257.930825,283.74335,234.6462
257.941,283.771075,234.649775
257.945025,283.77805,234.6532
257.948675,283.789775,234.657325
257.969025,283.80035,234.661
257.986825,283.810375,234.6701
257.995675,283.815475,234.676325
258.008975,283.843175,234.681975
258.017875,283.853875,234.6879
258.23355,284.0352,234.69465
258.250425,284.048425,234.709425
258.2574,284.05105,234.717375
258.273825,284.067225,234.725175
258.28675,284.072125,234.734625
258.295775,284.0887,234.74175
258.32905,284.09995,234.74985
258.347825,284.1058,234.75825
258.357825,284.112125,234.76695
258.36515,284.116975,234.783175
258.373125,284.135875,234.802825
258.3803,284.14055,234.827725
258.3933,284.15005,234.8409
258.4106,284.182125,234.857725
258.418025,284.33125,234.889975
258.433175,284.345225,234.904925
258.4973,284.353325,234.91125
258.605925,284.541425,234.9184
258.61045,284.566175,234.930575
258.616525,284.593925,234.9418
258.620625,284.6033,234.957475
258.625625,284.7674,234.9689
258.630125,284.817275,235.03785
258.6385,284.82505,235.0534
258.64685,284.8295,235.06005
258.66725,284.834025,235.068425
258.696725,284.846575,235.07665
258.7051,284.8531,235.0825
258.724225,284.89675,235.090225
258.752325,285.1034,235.096525
258.77285,285.1093,235.106075
258.785225,285.12105,235.1118
258.79955,285.1584,235.196175
258.95105,285.189775,235.207025
258.99115,285.19705,235.2202
259.001725,285.24705,235.2368
259.0078,285.259075,235.2456
259.02725,285.2795,235.254075
259.034575,285.397275,235.26345
259.042075,285.42695,235.28725
259.05185,285.4398,235.298825
259.060225,285.451275,235.308975
259.073675,285.690475,235.31915
259.109975,285.697425,235.391775
259.187225,285.71105,235.40645
259.20245,285.724925,235.42
259.214325,285.76705,235.4304
259.231275,285.78775,235.44005
259.24095,285.8044,235.445725
259.265,285.862825,235.4516
259.274725,285.9957,235.45825
259.315575,286.041575,235.465125
259.53905,286.06565,235.471125
259.713575,286.0784,235.493725
259.770975,286.12635,235.510025
259.7838,286.13845,235.53525
259.790225,286.1722,235.544825
259.795325,286.18855,235.5667
259.803575,286.21745,235.5784
259.808325,286.2342,235.591475
259.818675,286.476525,235.619925
259.82425,286.504125,235.6464
259.82765,286.565425,235.66095
259.832,286.6294,235.673325
259.853025,286.65005,235.69875
259.8714,286.719625,235.711175
259.8876,286.7561,235.721225
259.930475,286.778475,235.73365
259.969675,286.797325,235.7428
259.97925,286.992825,235.76285
259.988725,287.02585,235.77385
259.997625,287.064025,235.8001
260.006175,287.069225,235.809575
260.015175,287.07765,235.8183
260.02805,287.107925,235.8324
260.03545,287.124375,235.851525
260.0409,287.14415,235.869725
260.078625,287.15835,235.900325
260.092675,287.1858,235.911225
260.09995,287.2078,235.9183
260.125025,287.253325,235.932725
260.296525,287.481125,235.934125
260.358925,287.497625,235.948
260.363625,287.504175,235.983725
260.3755,287.510075,236.03615
260.38415,287.548725,236.075675
260.38955,287.56675,236.10815
260.393475,287.657175,236.131575
260.39795,287.675,236.150375
260.410525,287.751275,236.157275
260.41905,287.974525,236.162025
260.42595,288.03405,236.167025
260.434175,288.042325,236.173275
260.442075,288.058425,236.196675
260.4631,288.080375,236.205125
260.471225,288.348175,236.218575
260.6605,288.39335,236.22815
260.699775,288.401825,236.2383
260.713975,288.413175,236.24475
260.98965,288.44335,236.255275
261.02805,288.46115,236.261625
261.044125,288.51215,236.2766
261.071,288.52315,236.295475
261.131775,288.593925,236.310975
261.186125,288.63775,236.32705
261.27535,288.667025,236.33605
261.298475,288.735775,236.3531
261.331825,288.787,236.364425
261.33945,288.939025,236.378475
261.357175,289.032175,236.393375
261.36875,289.126475,236.40385
261.582275,289.14415,236.4187
261.589375,289.15335,236.427525
261.595575,289.191475,236.45105
261.60185,289.232775,236.456825
261.641725,289.2549,236.46905
261.666475,289.397075,236.4872
261.68485,289.641875,236.5433
261.69235,289.6598,236.59305
261.70275,289.77965,236.64965
261.70935,289.900325,236.7366
261.7188,289.97935,236.771325
261.736325,290.022975,236.776
262.0794,290.05625,236.779175
262.168275,290.06895,236.782975
262.192075,290.0819,236.787175
262.201325,290.0915,236.7915
262.219925,290.100425,236.797725
262.23295,290.12305,236.805325
262.2518,290.138825,236.812975
262.258675,290.158175,236.819475
262.288125,290.1801,236.827825
262.3006,290.208175,236.833925
262.358625,290.4503,236.84175
262.411425,290.48,236.8489
262.52605,290.5703,236.860775
262.55595,290.579575,236.8687
262.700275,290.60415,236.876525
262.833275,290.6336,236.890675
262.870825,290.6541,236.9066
262.878375,290.71725,236.9164
262.897575,290.8725,236.923175
262.908525,290.949,236.9327
262.9252,291.0484,236.938475
262.935925,291.068075,236.95055
262.948675,291.119475,236.96765
262.96355,291.21225,236.97815
262.96875,291.279575,236.98505
263.005925,291.612175,236.997975
263.015825,291.72965,237.015025
263.0331,291.75955,237.024425
263.037175,291.78465,237.043475
263.046175,291.8034,237.050675
263.05365,291.8153,237.06515
263.06,291.881525,237.07585
263.066475,291.90385,237.086425
263.088025,291.91275,237.093575
263.1025,292.0696,237.107875
263.11805,292.18075,237.135675
263.1258,292.191125,237.150875
263.13075,292.2032,237.16245
263.139525,292.21035,237.1677
263.147425,292.222825,237.177875
263.151675,292.22925,237.18775
263.162775,292.235925,237.207225
263.177225,292.5709,237.235625
263.1865,292.708575,237.262675
263.201025,292.78085,237.273825
263.2062,292.8281,237.282825
263.211525,292.86205,237.312875
263.22125,292.897425,237.398275
263.22645,292.91215,237.472625
263.231125,293.20765,237.48125
263.235725,293.278525,237.483725
263.24175,293.32495,237.4868
263.245225,293.51185,237.490825
263.256,293.7039,237.5413
263.2655,293.7096,237.664075
263.278,293.725675,237.673075
263.281475,293.749125,237.67975
263.285625,293.811075,237.68485
263.28985,293.8778,237.688
263.303375,293.948825,237.70045
263.317925,293.98565,237.70975
263.322,293.99745,237.731425
263.32645,294.196425,237.742525
263.33445,294.212875,237.749775
263.3379,294.2483,237.752875
263.34835,294.270675,237.761775
263.357825,294.285725,237.774725
263.3623,294.3565,237.78515
263.376175,294.619225,237.7987
263.3812,294.6929,237.804175
263.386625,294.726825,237.83345
263.40155,294.820825,237.84145
263.417575,294.83605,237.9709
263.42265,295.16695,237.992375
263.428725,295.3639,238.004175
263.441725,295.73825,238.012025
263.450475,295.7823,238.02715
263.461475,295.818475,238.038175
263.472,295.834575,238.050425
263.4766,295.907525,238.060675
263.48055,296.087675,238.06745
263.49245,296.144225,238.09825
263.50325,296.22915,238.11135
263.509325,296.375825,238.1237
263.633925,296.383025,238.135625
263.63765,296.423325,238.146025
263.644475,296.433325,238.160075
263.648425,296.45045,238.177125
263.65585,296.633825,238.186975
263.663475,296.72545,238.195525
263.66675,296.831575,238.2025
263.678725,296.928,238.214475
263.68905,297.051025,238.22015
263.70045,297.082725,238.270425
263.73185,297.181875,238.2832
263.766975,297.227025,238.291375
263.798425,297.258075,238.2993
263.813,297.40885,238.30775
263.8422,297.629675,238.31615
263.8584,297.6789,238.335975
263.870275,297.75465,238.3827
263.8887,297.830925,238.3923
263.9206,297.892425,238.41505
263.94105,298.0218,238.427825
263.95005,298.10555,238.444375
263.957375,298.113025,238.477675
263.967,298.14435,238.5189
263.977625,298.157025,238.546
263.9868,298.500525,238.559725
264.201125,298.516075,238.56805
264.2312,298.5316,238.57715
264.272725,298.7225,238.598175
264.2812,298.726425,238.6233
264.28985,298.7321,238.646325
264.29865,298.746175,238.753075
264.3239,298.7562,238.79985
264.333975,298.784725,238.8497
264.341925,298.909075,238.965325
264.38355,298.941725,238.974375
264.391425,298.945725,238.979025
264.436725,298.96015,238.987
264.5451,298.969275,238.9988
264.616275,299.158175,239.005375
264.622575,299.1716,239.010975
264.637575,299.176825,239.0202
264.6511,299.20185,239.032675
264.661375,299.21105,239.04025
264.6768,299.27105,239.04975
264.6812,299.381125,239.057425
264.7014,299.391125,239.0698
264.7066,299.39885,239.081475
264.7123,299.4112,239.092275
264.718475,299.44135,239.0975
264.724725,299.4768,239.107175
264.736875,299.4968,239.1175
264.743725,299.5179,239.1303
264.7495,299.535025,239.142075
264.755525,299.55405,239.1607
264.76755,299.5759,239.17035
264.7801,299.6125,239.18135
264.803575,299.62875,239.1938
264.81875,299.6491,239.197925
264.832725,299.664675,239.21705
264.838625,299.821225,239.233575
264.857525,299.828,239.2534
264.868225,299.834625,239.364175
264.874575,299.847525,239.3741
264.89775,299.85475,239.384925
264.904525,299.857775,239.392275
264.91005,299.882375,239.40065
264.9143,299.8896,239.412025
264.9189,299.9096,239.4194
264.928275,299.916275,239.42825
264.938375,299.92555,239.446075
264.947175,299.93015,239.454675
264.953975,299.938075,239.471175
264.9609,299.9442,239.481675
264.967825,300.10265,239.507425
264.981525,300.114975,239.521
264.9862,300.20665,239.53755
264.990975,300.21245,239.5567
264.995825,300.233,239.56835
265.004075,300.488325,239.58125
265.028875,300.495325,239.589875
265.03295,300.503875,239.602425
265.03895,300.51125,239.62285
265.044075,300.521075,239.6423
265.0579,300.526175,239.674375
265.062325,300.53175,239.69505
265.075575,300.53735,239.726375
265.087425,300.54315,239.754825
265.091575,300.5483,239.766725
265.09545,300.564225,239.7772
265.099275,300.596625,239.787275
265.106425,300.72415,239.795525
265.111,300.734,239.807675
265.1205,300.78435,239.8291
265.12405,300.8522,239.872225
265.1289,300.8699,239.91
265.137575,300.898425,240.016125
265.145725,300.959875,240.04755
265.1492,300.9707,240.05815
265.16555,300.9807,240.0665
265.200025,300.990825,240.076375
265.219225,301.01215,240.08775
265.241275,301.0827,240.0992
265.2842,301.139625,240.113975
265.288375,301.19905,240.127975
265.293425,301.25935,240.136525
265.312375,301.278125,240.15395
265.321525,301.3563,240.164975
265.37425,301.384175,240.181075
265.382075,301.409525,240.187425
265.39795,301.43775,240.19195
265.404875,301.58625,240.197825
265.41415,301.6052,240.20325
265.423925,301.6236,240.209875
265.429275,301.657425,240.2167
265.435275,301.663925,240.224075
265.446925,301.67405,240.237
265.46315,301.680125,240.244575
265.4805,301.734,240.2559
265.4944,301.915525,240.267575
265.4981,301.922375,240.295225
265.5021,301.93595,240.30975
265.520975,301.941375,240.328525
265.547925,301.969775,240.348275
265.56045,301.99675,240.358
265.5719,302.018925,240.37105
265.583375,302.23795,240.387675
265.58675,302.271825,240.40335
265.590525,302.28,240.419225
265.60435,302.292525,240.47705
265.607875,302.3011,240.522825
265.63385,302.33615,240.5411
265.64125,302.353925,240.562675
265.699625,302.373025,240.5738
265.707875,302.647475,240.600775
265.710625,302.6515,240.648175
265.7161,302.667425,240.687425
265.750775,302.689525,240.6946
265.761475,302.696625,240.70185
265.793425,302.71415,240.72335
265.8322,302.957125,240.729725
265.835325,302.97835,240.738275
265.88215,303.290375,240.743975
265.8859,303.326,240.752325
265.890075,303.35705,240.7584
265.902525,303.389825,240.7686
265.954125,303.41105,240.785575
265.965125,303.582075,240.796325
266.026675,303.607775,240.808275
266.049025,303.686475,240.816475
266.053625,303.69615,240.8262
266.06015,303.708825,240.847525
266.065125,303.72955,240.864325
266.080825,303.7694,240.99575
266.0944,303.88725,241.081325
266.09955,303.9354,241.0982
266.108075,303.956825,241.115375
266.151,303.96805,241.13815
266.2322,304.0343,241.150775
266.265375,304.06255,241.157925
266.2955,304.107725,241.1679
266.40085,304.14035,241.177
266.405375,304.206275,241.18405
266.421625,304.354825,241.19105
266.4273,304.365525,241.229225
266.479575,304.37125,241.25265
266.493525,304.3807,241.276125
266.636575,304.38995,241.282175
266.6392,304.39935,241.294375
266.642275,304.4479,241.361275
266.65075,304.552425,241.432175
266.660125,304.665575,241.450975
266.6743,304.676175,241.4848
266.678125,304.695575,241.494025
266.685875,304.8378,241.500575
266.720875,304.9733,241.51615
266.733025,305.197825,241.532675
266.908575,305.215725,241.551675
266.933275,305.244475,241.56915
266.936525,305.2736,241.608
266.93925,305.303875,241.61925
266.95035,305.356275,241.66605
266.956075,305.669125,241.71155
266.966475,305.67275,241.743525
266.9731,305.692875,241.78115
266.980875,305.72825,241.80045
266.994525,305.739775,241.849325
267.03515,305.820225,241.877725
267.0773,305.8397,241.883825
267.14975,305.9656,241.9004
267.183125,306.1244,241.923175
267.189175,306.2088,241.94355
267.195475,306.2175,241.96115
267.19835,306.2578,241.9686
267.2086,306.42405,241.974875
267.22475,306.5212,241.981725
267.23045,306.570475,241.98955
267.244575,306.604625,241.997675
267.257675,306.62475,242.026275
267.261925,306.7276,242.0424
267.28175,306.79715,242.09995
267.43875,306.959425,242.211975
267.444,307.0231,242.22495
267.45735,307.0432,242.24
267.46085,307.2162,242.255275
267.4638,307.22435,242.263675
267.46915,307.283525,242.2675
267.4728,307.434175,242.2719
267.475725,307.4654,242.27575
267.481175,307.805275,242.2849
267.484525,307.814875,242.2962
267.4938,307.8664,242.302425
267.50375,307.8766,242.30875
267.55145,308.1673,242.318
267.574025,308.211325,242.32735
267.5843,308.22335,242.33385
267.593675,308.272025,242.35395
267.65015,308.309025,242.361625
267.69735,308.45805,242.38445
267.892375,308.467825,242.39395
267.895475,308.481125,242.4032
267.90975,308.67035,242.40915
267.94025,308.738025,242.43095
267.949075,308.75115,242.440375
267.96125,308.7594,242.450275
267.969925,308.7655,242.457275
267.9751,308.7777,242.464725
267.979825,308.909625,242.47145
267.9913,308.99215,242.48225
268.01415,309.114675,242.4903
268.029175,309.23785,242.49705
268.060775,309.26075,242.5057
268.068275,309.26505,242.518925
268.074625,309.283075,242.530375
268.08605,309.299675,242.541425
268.15285,309.344625,242.568775
268.2622,309.372,242.580375
268.2652,309.518275,242.5893
268.26875,309.547675,242.6008
268.285075,309.561425,242.619975
268.291775,309.57255,242.631375
268.30945,309.591875,242.660775
268.31655,309.625925,242.7531
268.3237,309.63555,242.761275
268.33575,310.10525,242.783725
268.354725,310.134775,242.802325
268.36595,310.139125,242.8124
268.3881,310.14485,242.8179
268.40805,310.151425,242.8216
268.420525,310.160825,242.827075
268.43065,310.263575,242.833025
268.451825,310.298475,242.839775
268.4939,310.305,242.846775
268.5333,310.451675,242.858225
268.610625,310.601775,242.866775
268.6453,310.6333,242.877175
268.761575,310.6654,242.885025
268.969375,310.7604,242.893225
269.20375,310.81295,242.905425
269.226,310.84385,242.916075
269.2422,310.869675,242.927
269.267175,310.92315,242.93365
269.2824,310.995575,242.94395
269.314075,311.00255,242.9554
269.341275,311.032875,242.970025
269.38305,311.066925,242.982875
269.49445,311.077725,242.9956
269.801775,311.111175,243.011675
270.21235,311.14635,243.0235
270.22455,311.199875,243.0854
270.2343,311.340225,243.09615
270.253375,311.434525,243.10255
270.261125,311.439025,243.10965
270.277825,311.446275,243.116975
270.29045,311.464225,243.1332
270.29895,311.492625,243.142325
270.312925,311.554375,243.14905
270.36225,311.56695,243.15745
270.555825,311.609875,243.1632
270.758175,311.65215,243.171775
270.776275,311.688875,243.182225
270.80915,311.71755,243.190625
270.825775,311.72905,243.212525
270.895675,311.80325,243.22705
270.96445,312.0608,243.242525
271.00085,312.0771,243.272025
271.114675,312.0835,243.349775
271.2003,312.097625,243.3582
271.211075,312.10165,243.3708
271.245525,312.105025,243.3739
271.44185,312.11135,243.38845
271.742175,312.1278,243.393075
271.761925,312.133,243.402025
271.769925,312.1882,243.4066
271.794925,312.197425,243.413475
271.80545,312.233425,243.4204
271.813575,312.251125,243.428725
271.818225,312.257925,243.437625
271.824975,312.2962,243.4469
271.832675,312.31245,243.46115
271.84645,312.321425,243.469375
271.855675,312.369775,243.492675
271.864275,312.403775,243.52835
271.872,312.4654,243.5464
271.8774,312.585375,243.56385
271.883125,312.6131,243.619675
271.89675,312.638925,243.640675
271.900775,312.711,243.647775
271.923125,312.751175,243.65335
271.9365,312.781925,243.662475
271.942725,312.850325,243.667425
271.961775,312.9171,243.67235
271.97125,312.990325,243.694475
271.983675,313.133175,243.703225
271.999775,313.137575,243.72405
272.023225,313.20685,243.730825
272.034175,313.28215,243.751325
272.0424,313.300875,243.769
272.133225,313.309575,243.822
272.185675,313.3175,243.917575
272.21275,313.338025,243.9236
272.232475,313.346425,243.929975
272.23655,313.399925,243.943575
272.249825,313.4518,243.95025
272.26085,313.468675,243.957725
272.26525,313.49195,243.965225
272.2715,313.4993,243.9737
272.282125,313.50645,243.983725
272.302325,313.521425,244.000775
272.309225,313.5255,244.0295
272.315075,313.53305,244.0379
272.323475,313.573225,244.04895
272.328475,313.6186,244.064025
272.3323,313.8771,244.100725
272.3369,313.9076,244.14265
272.357975,313.92205,244.19735
272.372675,313.925575,244.2042
272.382975,314.02485,244.21115
272.3876,314.298975,244.215775
272.4074,314.311225,244.219925
272.412475,314.384725,244.2242
272.435425,314.40835,244.2294
272.44455,314.471525,244.240475
272.469875,314.527825,244.247575
272.494475,314.6381,244.268825
272.511975,314.68225,244.28215
272.5205,314.7106,244.312625
272.54745,314.8488,244.32505
272.5609,314.8702,244.335875
272.590275,314.894675,244.3472
272.6342,314.941375,244.356975
272.649475,314.995675,244.36875
272.665325,315.015625,244.37815
272.8455,315.023725,244.38645
272.8865,315.0325,244.395075
272.89575,315.0381,244.414525
272.908125,315.121125,244.482475
272.9235,315.1873,244.6043
272.9286,315.238175,244.624425
272.934725,315.304475,244.62875
272.939225,315.509525,244.633025
272.952,315.569325,244.638175
272.96335,315.58305,244.6416
272.9704,315.596175,244.6465
272.984525,315.661175,244.6507
272.991725,315.70285,244.661375
272.999025,315.841575,244.66945
273.017375,315.909175,244.677025
273.043825,316.032575,244.700775
273.1107,316.070325,244.709
273.195725,316.082425,244.725725
273.201725,316.09515,244.736725
273.2086,316.14175,244.7459
273.223275,316.1503,244.762075
273.230675,316.3596,244.77125
273.247625,316.3845,244.791775
273.2764,316.391975,244.84985
273.303975,316.398525,244.9211
273.420625,316.454475,244.931225
273.4535,316.509175,244.940175
273.478925,316.554075,244.9446
273.486975,316.68105,244.95265
273.51225,316.75085,244.9613
273.536825,316.7815,244.96685
273.5485,316.8184,244.9767
273.554525,316.84955,244.982875
273.562025,316.880925,244.99045
273.5731,316.9186,245.010625
273.591225,317.1633,245.0185
273.635725,317.173025,245.0334
273.7644,317.1763,245.045
273.771275,317.18285,245.054
273.776375,317.24885,245.06125
273.818975,317.409075,245.0714
273.8272,317.5188,245.101425
273.84075,317.528125,245.174525
273.850175,317.546125,245.256725
273.877475,317.61285,245.264
273.8965,317.627575,245.271025
273.917525,317.6575,245.277725
274.05225,317.661875,245.28975
274.098675,317.6853,245.2946
274.10325,317.698475,245.3001
274.10925,317.740025,245.30705
274.1137,317.82565,245.31675
274.1197,317.91065,245.325125
274.125075,317.9267,245.333925
274.131125,317.933225,245.341175
274.141775,317.937025,245.35185
274.149625,317.990525,245.35895
274.156525,317.9971,245.367425
274.168075,318.03975,245.37805
274.177325,318.051875,245.39015
274.198025,318.058475,245.40055
274.203525,318.065225,245.4185
274.210475,318.074225,245.43115
274.2246,318.0847,245.44265
274.230175,318.127725,245.4593
274.240325,318.3215,245.472025
274.26015,318.33475,245.54035
274.2704,318.34755,245.647725
274.279525,318.35735,245.658875
274.2941,318.4342,245.663575
274.320375,318.4412,245.668275
274.451325,318.4827,245.672775
274.47525,318.515775,245.67815
274.50945,318.52665,245.6824
274.516625,318.641775,245.68615
274.52175,318.67875,245.6901
274.52725,318.808775,245.695075
274.535675,318.830725,245.70005
274.5402,318.8487,245.705675
274.55705,318.8523,245.7124
274.59165,318.8595,245.719125
274.909625,318.9898,245.726975
274.922625,319.104125,245.7372
274.934825,319.109525,245.750775
274.9402,319.11385,245.77345
274.94535,319.1264,245.788625
274.950075,319.144875,245.8103
274.95725,319.1766,245.86465
274.96275,319.2477,245.904125
274.969825,319.360625,245.93695
274.97555,319.368225,245.94815
274.98315,319.3843,245.958725
274.9937,319.42715,245.96555
275.004225,319.5891,245.9773
275.028975,319.597925,245.9853
275.035575,319.613225,245.993025
275.046725,319.7161,246.000675
275.056875,319.746575,246.009775
275.0785,319.763075,246.0168
275.08845,319.8545,246.023375
275.0972,319.898825,246.033025
275.104775,320.028225,246.053475
275.1116,320.044175,246.063675
275.1457,320.095925,246.0746
275.167075,320.113625,246.0838
275.1797,320.140375,246.09285
275.227675,320.169175,246.10695
275.35955,320.17555,246.122425
275.48355,320.192125,246.139625
275.499,320.29175,246.182525
275.514225,320.312775,246.3645
275.517825,320.397125,246.3706
275.52135,320.47795,246.374625
275.529,320.515325,246.38295
275.5377,320.5211,246.3874
275.5422,320.524225,246.39155
275.546825,320.5321,246.396075
275.558,320.53535,246.40025
275.5719,320.562125,246.4047
275.585225,320.6573,246.409625
275.592,320.71125,246.4165
275.5995,320.7647,246.423475
275.6065,320.79825,246.429425
275.613275,320.803625,246.4383
275.618,320.8865,246.449075
275.634275,320.896675,246.4657
275.651,320.995425,246.4723
275.6649,321.0697,246.482925
275.702275,321.093425,246.488425
275.724825,321.099175,246.499375
275.771,321.1065,246.505175
275.946575,321.129225,246.5172
275.980275,321.142575,246.5243
276.00095,321.1488,246.53455
276.013875,321.154375,246.548075
276.022175,321.203725,246.55835
276.031775,321.209025,246.564975
276.040525,321.227725,246.584775
276.084075,321.2521,246.601575
276.1079,321.3137,246.620775
276.137375,321.41905,246.668625
276.187625,321.4383,246.693225
276.416575,321.48295,246.7777
276.49145,321.527625,246.798525
276.49945,321.542275,246.813675
276.506025,321.561025,246.82145
276.51345,321.6772,246.833325
276.52005,321.6838,246.842
276.52635,321.701975,246.8608
276.548525,321.754825,246.8704
276.5568,321.765675,246.878325
276.572725,321.815975,246.8847
276.591475,321.830125,246.90145
276.614325,321.8393,246.908175
276.623325,321.922425,246.917975
276.63365,321.97725,246.925525
276.663475,322.0002,246.93735
276.6943,322.05035,246.9467
276.76785,322.0724,246.956875
276.888475,322.088075,246.9662
276.904375,322.1291,246.984725
276.91275,322.249725,246.9943
276.9189,322.341975,247.0108
276.934625,322.357225,247.028575
276.94075,322.382425,247.0425
276.94805,322.604775,247.065525
276.95945,322.623875,247.093625
276.9662,322.648525,247.122525
276.97425,322.662725,247.152975
276.983725,322.680825,247.169775
276.999325,322.73065,247.1993
277.013175,322.741425,247.22615
277.023325,322.755425,247.2391
277.0351,322.762125,247.25145
277.048225,322.783,247.266625
277.088825,322.8014,247.276075
277.267975,322.807275,247.289425
277.29265,322.846375,247.301225
277.299275,322.867775,247.31455
277.335225,322.87775,247.34435
277.3543,322.899225,247.35335
277.364975,323.0614,247.360075
277.44645,323.12905,247.372675
277.490275,323.14255,247.38415
277.549375,323.1556,247.400525
277.76835,323.60865,247.416425
277.797275,323.64225,247.44115
277.820875,323.963875,247.4623
277.83055,323.97575,247.51805
277.843825,323.996025,247.538975
277.850925,324.000875,247.554675
277.860925,324.007725,247.573725
277.8738,324.02985,247.59365
277.89535,324.03625,247.6122
277.902475,324.048,247.620225
277.9094,324.083775,247.632
277.91705,324.1593,247.651175
277.923125,324.1678,247.671825
277.93005,324.175175,247.68725
277.9365,324.188675,247.718175
277.9458,324.319375,247.7395
277.9654,324.4174,247.765125
278.24005,324.44355,247.789825
278.249425,324.499575,247.8201
278.2529,324.515825,247.831025
278.258725,324.550075,247.855125
278.27135,324.560075,247.868825
278.280825,324.84865,247.894625
278.285075,324.8877,247.917975
278.2903,324.914375,247.936075
278.299075,324.96825,247.9566
278.306175,324.991175,247.9777
278.312275,325.054875,247.99045
278.32035,325.063525,248.012075
278.3301,325.08805,248.033925
278.336,325.1142,248.05005
278.348175,325.123575,248.06095
278.3817,325.135275,248.070225
278.388725,325.146175,248.080325
278.416575,325.23115,248.0888
278.432625,325.253125,248.101825
278.501725,325.3017,248.11735
278.5379,325.335775,248.142375
278.75785,325.594225,248.1567
278.785175,325.7642,248.17415
278.820325,325.78885,248.218125
278.83165,325.897725,248.234225
278.848325,325.94245,248.2528
278.893775,326.093375,248.26525
278.907775,326.10785,248.2758
278.925475,326.125375,248.286575
278.940775,326.18625,248.302175
278.964475,326.205725,248.31945
279.112725,326.306625,248.344225
279.123475,326.47995,248.364875
279.131575,326.48615,248.382175
279.14325,326.494625,248.397825
279.155375,326.498475,248.4183
279.16025,326.50185,248.432375
279.165275,326.505075,248.451
279.180325,326.50875,248.4642
279.18625,326.51245,248.476925
279.198725,326.52175,248.4858
279.231375,326.54715,248.49005
279.28235,326.6263,248.4999
279.305275,326.665725,248.50765
279.32145,326.709525,248.5178
279.352875,326.7324,248.5268
279.3568,326.73785,248.540925
279.36215,326.747675,248.5541
279.371275,326.7915,248.568775
279.375475,326.833125,248.57725
279.379475,326.8981,248.58815
279.383875,326.904875,248.5958
279.403875,326.91925,248.601225
279.4105,326.938725,248.607825
279.42415,327.001225,248.6186
279.430125,327.10195,248.62595
279.443275,327.120325,248.638775
279.453525,327.153875,248.65445
279.465725,327.164775,248.65965
279.476975,327.175325,248.667425
279.4918,327.2173,248.6728
279.673475,327.247575,248.67885
279.686375,327.256325,248.68525
279.70485,327.2619,248.693775
279.71405,327.2684,248.7003
279.720725,327.319625,248.708175
279.734775,327.32705,248.72215
279.747275,327.332625,248.73085
279.789825,327.350975,248.739375
279.79605,327.3587,248.7495
279.806675,327.365725,248.759025
279.812075,327.37505,248.771725
279.81645,327.39185,248.79285
279.826875,327.4134,248.801325
279.832275,327.418275,248.82595
279.852775,327.436925,248.855075
279.86,327.4412,248.872
279.868725,327.4801,248.903475
279.87815,327.536575,248.928725
279.885725,327.635325,248.962575
279.89505,327.777975,248.99895
279.9137,327.79175,249.017375
279.918125,327.9429,249.028875
279.923525,328.12705,249.04475
279.936125,328.1341,249.0572
279.94535,328.19415,249.063275
279.95165,328.2101,249.071025
279.958875,328.21705,249.078625
279.969775,328.247725,249.096925
279.977125,328.27245,249.1089
279.985525,328.30265,249.1259
279.99245,328.351125,249.145575
279.99935,328.8323,249.18085
280.01175,329.416725,249.224025
280.031475,329.528725,249.24775
280.089175,329.5581,249.2646
280.10705,329.735875,249.28205
280.1204,329.744675,249.29185
280.15105,329.754275,249.298425
280.255175,329.802825,249.312125
280.295775,329.811675,249.317425
280.318325,329.844725,249.328925
280.463125,329.91425,249.3446
280.473175,329.939125,249.354275
280.492075,329.988625,249.37115
280.501675,330.02445,249.3839
