SPK_SPKC01a,SPK_SPKC04a,SPK_SPKC09a,SPK_SPKC12b,SPK_SPKC13c,SPK_SPKC14a,SPK_SPKC16a
,,,,,193.1495,201.359825
,,,,,193.2178,201.3845
,,,,,193.270775,201.4355
,,,,,193.45605,201.44685
,,,,,193.476725,201.512525
,,,,,193.486575,201.5294
,,,,,193.5179,201.573475
,,,,,193.578775,201.58835
,,,,,193.5982,201.609325
,,,,,193.617375,201.81515
,,,,,193.701225,201.82285
,,,,,193.7775,201.8315
,,,,,193.8026,201.868075
,,,,,193.826625,201.87265
,,,,,193.84045,201.87855
,,,,,193.8621,201.889125
,,,,,193.869875,201.89575
,,,,,193.87595,201.94015
,,,,,193.887775,201.973725
,,,,,193.896825,202.00135
,,,,,193.939875,202.017225
,,,,,193.97655,202.0363
,,,,,193.992075,202.0628
,,,,,194.0149,202.118975
,,,,,194.0611,202.153725
,,,,,194.074275,202.400475
,,,,,194.090925,202.4766
,,,,,194.140375,202.54435
,,,,,194.166075,202.676625
,,,,,194.185675,202.78525
,,,,,194.199925,202.79855
,,,,,194.2226,202.8538
,,,,,194.2317,202.88415
,,,,,194.241675,202.893825
,,,,,194.259825,202.919125
,,,,,194.282025,202.92935
,,,,,194.300575,202.95155
,,,,,194.356075,202.957725
,,,,,194.360325,203.012875
,,,,,194.36805,203.0304
,,,,,194.396875,203.058
,,,,,194.408975,203.0729
,,,,,194.4552,203.12365
,,,,,194.477525,203.14155
,,,,,194.492125,203.176975
,,,,,194.846375,203.185325
,,,,,194.909475,203.188525
,,,,,195.015375,203.19025
,,,,,195.200275,203.2004
,,,,,195.228525,203.21415
,,,,,195.260625,203.2319
,,,,,195.28555,203.25885
,,,,,195.330925,203.275375
,,,,,195.374325,203.301725
,,,,,195.40065,203.31285
,,,,,195.423575,203.322425
,,,,,195.436875,203.34735
,,,,,195.504975,203.41825
,,,,,195.53065,203.43285
,,,,,195.543925,203.489
,,,,,195.56615,203.518975
,,,,,195.587,203.548025
,,,,,195.5892,203.570175
,,,,,195.6033,203.57405
,,,,,195.605475,203.587075
,,,,,195.660425,203.6157
,,,,,195.6878,203.62835
,,,,,195.697125,203.640375
,,,,,195.716825,203.651525
,,,,,195.754,203.669825
,,,,,195.810975,203.694475
,,,,,195.8783,203.733625
,,,,,196.084875,203.7638
,,,,,196.134925,203.82235
,,,,,196.1866,203.898625
,,,,,196.22015,203.94225
,,,,,196.278275,204.14605
,,,,,196.4262,204.1919
,,,,,196.73765,204.1976
,,,,,196.7586,204.2095
,,,,,196.771375,204.2151
,,,,,196.78775,204.24855
,,,,,196.82025,204.28155
,,,,,196.855825,204.332875
,,,,,196.8596,204.355075
,,,,,196.869175,204.402225
,,,,,196.893575,204.409925
,,,,,196.945325,204.418075
,,,,,196.954025,204.431425
,,,,,196.9829,204.44265
,,,,,196.990975,204.4539
,,,,,197.003625,204.463625
,,,,,197.015975,204.474575
,,,,,197.032575,204.508625
,,,,,197.049425,204.537875
,,,,,197.06765,204.561625
,,,,,197.0716,204.567625
,,,,,197.1233,204.5877
,,,,,197.15615,204.606925
,,,,,197.217725,204.6372
,,,,,197.234275,204.758225
,,,,,197.2652,204.845425
,,,,,197.297925,204.860275
,,,,,197.4648,204.911725
,,,,,197.5077,204.952925
,,,,,197.5135,204.988825
,,,,,197.5363,205.01315
,,,,,197.738825,205.064125
,,,,,197.81055,205.097175
,,,,,197.850975,205.1062
,,,,,197.85615,205.169775
,,,,,197.891675,205.182525
,,,,,197.90675,205.197525
,,,,,197.918775,205.23315
,,,,,197.92175,205.293375
,,,,,198.6534,205.31625
,,,,,198.6956,205.329
,,,,,198.7171,205.3473
,,,,,198.721125,205.448125
,,,,,198.7348,205.472025
,,,,,198.745775,205.503275
,,,,,198.757525,205.53985
,,,,,198.7627,205.563425
,,,,,198.784125,205.611375
,,,,,198.786725,205.634475
,,,,,198.7886,205.65545
,,,,,198.8415,205.71585
,,,,,198.929275,205.71785
,,,,,199.20615,205.752225
,,,,,199.235225,205.75385
,,,,,199.336875,205.7621
,,,,,199.35865,205.774925
,,,,,199.391675,205.78805
,,,,,199.408325,205.790725
,,,,,199.4207,205.8419
,,,,,199.43855,205.84415
,,,,,199.449425,206.07945
,,,,,199.469,206.1605
,,,,,199.48335,206.186775
,,,,,199.494175,206.200825
,,,,,199.507125,206.255875
,,,,,199.532575,206.291925
,,,,,199.560375,206.311675
,,,,,199.610025,206.339725
,,,,,199.740625,206.3511
,,,,,199.766225,206.424025
,,,,,199.77945,206.42555
,,,,,199.78915,206.4409
,,,,,199.812575,206.454425
,,,,,199.821525,206.470425
,,,,,199.828825,206.4963
,,,,,199.8489,206.51245
,,,,,199.8513,206.5238
,,,,,199.865475,206.585575
,,,,,199.867975,206.6006
,,,,,199.905025,206.612275
,,,,,199.92185,206.75695
,,,,,199.994075,206.8085
,,,,,200.00065,206.872275
,,,,,200.0186,206.894175
,,,,,200.039675,206.9026
,,,,,200.05885,206.91405
,,,,,200.08885,206.923825
,,,,,200.11895,206.966625
,,,,,200.182575,206.9977
,,,,,200.1982,207.00805
,,,,,200.212425,207.02195
,,,,,200.241225,207.1266
,,,,,200.2447,207.141375
,,,,,200.259425,207.211475
,,,,,200.27295,207.23925
,,,,,200.28855,207.243975
,,,,,200.290725,207.248575
,,,,,200.3022,207.26555
,,,,,200.312175,207.289625
,,,,,200.3211,207.309575
,,,,,200.345575,207.32065
,,,,,200.3733,207.3324
,,,,,200.38615,207.355425
,,,,,200.3938,207.358375
,,,,,200.42405,207.365775
,,,,,200.427075,207.38395
,,,,,200.4372,207.3912
,,,,,200.442025,207.44455
,,,,,200.48585,207.45365
,,,,,200.509275,207.466925
,,,,,200.517825,207.467925
,,,,,200.5234,207.473175
,,,,,200.556825,207.483925
,,,,,200.5668,207.5021
,,,,,200.57375,207.522775
,,,,,200.5805,207.60425
,,,,,200.608375,207.684975
,,,,,200.61145,207.76415
,,,,,200.614,207.8727
,,,,,200.632525,207.9115
,,,,,200.63565,207.920125
,,,,,200.654075,208.027425
,,,,,200.667575,208.043475
,,,,,200.688925,208.054775
,,,,,200.705425,208.089725
,,,,,200.73055,208.206775
,,,,,200.7421,208.25075
,,,,,200.755675,208.2745
,,,,,200.7712,208.28995
,,,,,200.779575,208.304175
,,,,,200.7872,208.32325
,,,,,200.81005,208.346125
,,,,,200.8338,208.3649
,,,,,200.86675,208.3694
,,,,,200.882275,208.409975
,,,,,200.897125,208.420575
,,,,,200.912125,208.423125
,,,,,200.917625,208.43345
,,,,,200.9283,208.447325
,,,,,200.935875,208.468825
,,,,,200.9613,208.485375
,,,,,200.972275,208.5098
,,,,,200.996225,208.518925
,,,,,201.00885,208.539025
,,,,,201.028775,208.606675
,,,,,201.04,208.730925
,,,,,201.0845,208.753275
,,,,,201.11545,208.778225
,,,,,201.148025,208.7942
,,,,,201.166125,208.80145
,,,,,201.176475,208.81335
,,,,,201.219575,208.823425
,,,,,201.232375,208.84165
,,,,,201.25435,208.8585
,,,,,201.275625,208.86895
,,,,,201.2987,208.87885
,,,,,201.311575,208.898225
,,,,,201.3337,208.9323
,,,,,201.3692,208.93935
,,,,,201.371225,208.94535
,,,,,201.38235,209.004
,,,,,201.3954,209.02755
,,,,,201.43695,209.093975
,,,,,201.46055,209.1319
,,,,,201.803375,209.14705
,,,,,201.815125,209.431525
,,,,,201.816525,209.458625
,,,,,201.8396,209.48115
,,,,,201.868075,209.517725
,,,,,201.901725,209.547275
,,,,,201.9187,209.5576
,,,,,201.92255,209.56665
,,,,,202.013775,209.583125
,,,,,202.0269,209.613525
,,,,,202.148,209.6278
,,,,,202.251625,209.6839
,,,,,202.773775,209.687925
,,,,,202.778025,209.69425
,,,,,202.804125,209.69785
,,,,,202.813,209.831525
,,,,,202.828225,209.8842
,,,,,202.842,209.895825
,,,,,202.858775,209.912
,,,,,202.870875,209.988125
,,,,,202.87995,210.058525
,,,,,202.8972,210.107475
,,,,,202.919125,210.212275
,,,,,202.930225,210.345525
,,,,,202.942425,210.478425
,,,,,202.97175,210.612275
,,,,,203.0349,210.627525
,,,,,203.1358,210.67705
,,,,,203.140025,210.6858
,,,,,203.1608,210.707325
,,,,,203.18095,210.71995
,,,,,203.21815,210.73035
,,,,,203.234275,210.750125
,,,,,203.250225,210.753425
,,,,,203.26365,210.852975
,,,,,203.275375,210.8682
,,,,,203.291725,210.883675
,,,,,203.30805,210.8891
,,,,,203.344025,210.968675
,,,,,203.4299,210.99365
,,,,,203.51665,211.02825
,,,,,203.5327,211.211825
,,,,,203.5401,211.226775
,,,,,203.571875,211.23
,,,,,203.60265,211.237925
,,,,,203.624575,211.2526
,,,,,203.65415,211.25345
,,,,,203.655825,211.267275
,,,,,203.676375,211.2876
,,,,,203.68415,211.300825
,,,,,203.85375,211.335575
,,,,,203.895075,211.364125
,,,,,203.970125,211.39755
,,,,,204.3126,211.404425
,,,,,204.329975,211.4125
,,,,,204.394775,211.4243
,,,,,204.424425,211.430675
,,,,,204.4455,211.432625
,,,,,204.5388,211.4372
,,,,,205.2035,211.468425
,,,,,205.609525,211.479175
,,,,,205.691775,211.489575
,,,,,205.706575,211.496525
,,,,,205.71585,211.5037
,,,,,205.726425,211.5101
,,,,,205.7466,211.5158
,,,,,205.75575,211.55665
,,,,,205.83025,211.5582
,,,,,205.8419,211.5715
,,,,,205.86585,211.58765
,,,,,206.37985,211.599425
,,,,,206.398175,211.605775
,,,,,206.404175,211.618075
,,,,,206.41035,211.631875
,,,,,206.427925,211.646925
,,,,,206.454425,211.655325
,,,,,206.4597,211.671475
,,,,,206.48025,211.68295
,,,,,206.48655,211.705325
,,,,,206.491675,211.706725
,,,,,206.5031,211.71415
,,,,,206.52865,211.718775
,,,,,206.545625,211.794375
,,,,,206.565025,211.807725
,,,,,206.593275,211.818125
,,,,,206.595925,211.843375
,,,,,206.6307,211.881125
,,,,,206.661625,211.896175
,,,,,206.707075,211.903325
,,,,,206.7089,211.911825
,,,,,206.778075,211.92955
,,,,,206.79025,211.9376
,,,,,206.79515,211.950375
,,,,,206.818625,211.966825
,,,,,206.827375,211.979225
,,,,,206.838975,211.996225
,,,,,206.840975,212.00785
,,,,,206.852475,212.057325
,,,,,206.86435,212.074325
,,,,,206.86655,212.089325
,,,,,206.894175,212.1042
,,,,,206.89825,212.106925
,,,,,206.906475,212.129725
,,,,,206.91695,212.166575
,,,,,206.926375,212.1816
,,,,,206.935975,212.2365
,,,,,206.9375,212.25475
,,,,,206.95415,212.27815
,,,,,207.02195,212.288675
,,,,,207.045725,212.299375
,,,,,207.117875,212.314475
,,,,,207.132075,212.328225
,,,,,207.146875,212.337225
,,,,,207.16285,212.3476
,,,,,207.17525,212.415025
,,,,,207.19825,212.439325
,,,,,207.20155,212.449275
,,,,,207.224025,212.457375
,,,,,207.2319,212.458375
,,,,,207.2466,212.4684
,,,,,207.253675,212.478325
,,,,,207.3074,212.488775
,,,,,207.3191,212.4973
,,,,,207.336375,212.511575
,,,,,207.351625,212.5359
,,,,,207.358375,212.548875
,,,,,207.377225,212.561175
,,,,,207.392975,212.594575
,,,,,207.399275,212.6143
,,,,,207.418675,212.6284
,,,,,207.422075,212.6405
,,,,,207.430025,212.6814
,,,,,207.440725,212.685925
,,,,,207.44455,212.71225
,,,,,207.4522,212.74815
,,,,,207.473175,212.76155
,,,,,207.480475,212.7746
,,,,,207.482875,212.79105
,,,,,207.535225,212.7991
,,,,,207.5453,212.813975
,,,,,207.5906,212.83145
,,,,,207.6365,212.83615
,,,,,207.708725,212.84825
,,,,,207.761525,212.883475
,,,,,207.765375,212.904725
,,,,,207.818725,212.9289
,,,,,207.9115,212.947675
,,,,,207.93425,212.9657
,,,,,207.939675,213.0135
,,,,,207.94845,213.169375
,,,,,208.027425,213.179125
,,,,,208.056725,213.1913
,,,,,208.226325,213.197425
,,,,,208.26715,213.21185
,,,,,208.26925,213.22415
,,,,,208.2944,213.2409
,,,,,208.312775,213.2576
,,,,,208.32735,213.269425
,,,,,208.350375,213.280975
,,,,,208.38345,213.293675
,,,,,208.423125,213.3216
,,,,,208.447325,213.3532
,,,,,208.5156,213.38355
,,,,,208.545425,213.41695
,,,,,208.722925,213.454525
,,,,,208.77715,213.464725
,,,,,208.79195,213.46865
,,,,,208.8282,213.4859
,,,,,208.84685,213.490475
,,,,,208.8533,213.500925
,,,,,208.888925,213.5029
,,,,,208.910925,213.5158
,,,,,209.30725,213.529275
,,,,,209.353675,213.5645
,,,,,209.4467,213.570075
,,,,,209.479575,213.59895
,,,,,209.493225,213.6136
,,,,,209.508275,213.642025
,,,,,209.510025,213.655
,,,,,209.520125,213.660925
,,,,,209.5326,213.67685
,,,,,209.5375,213.687625
,,,,,209.562375,213.69485
,,,,,209.576875,213.698525
,,,,,209.57915,213.721675
,,,,,209.624075,213.757225
,,,,,209.644875,213.799825
,,,,,209.675075,213.82345
,,,,,209.687925,213.842125
,,,,,209.70005,213.851275
,,,,,209.7188,213.883825
,,,,,209.759,213.9288
,,,,,209.784675,213.960075
,,,,,209.7948,214.004125
,,,,,209.831525,214.015175
,,,,,209.8727,214.037525
,,,,,209.887175,214.04865
,,,,,209.912,214.063525
,,,,,209.929275,214.10105
,,,,,209.9634,214.119575
,,,,,209.982725,214.139975
,,,,,210.026,214.1544
,,,,,210.062525,214.185975
,,,,,210.08435,214.1991
,,,,,210.204725,214.202575
,,,,,210.212275,214.22375
,,,,,210.252575,214.27805
,,,,,210.284025,214.296025
,,,,,210.366025,214.313525
,,,,,210.3754,214.371575
,,,,,210.377125,214.39615
,,,,,210.400975,214.420175
,,,,,210.667575,214.43565
,,,,,210.684225,214.47315
,,,,,210.716275,214.486675
,,,,,210.7287,214.496225
,,,,,211.2091,214.509175
,,,,,211.23,214.531675
,,,,,211.2526,214.53785
,,,,,211.26085,214.54765
,,,,,211.26235,214.571
,,,,,211.286375,214.60295
,,,,,211.2902,214.6562
,,,,,211.3111,214.6679
,,,,,211.353975,214.686025
,,,,,211.389975,214.722625
,,,,,211.4125,214.736725
,,,,,211.426525,214.76315
,,,,,211.43145,214.7799
,,,,,211.443975,214.7901
,,,,,211.453,214.804525
,,,,,211.4756,214.85125
,,,,,211.497525,214.88595
,,,,,211.5037,214.925725
,,,,,211.505275,214.9496
,,,,,211.556675,214.9633
,,,,,211.5797,214.9772
,,,,,211.592425,214.98855
,,,,,211.614975,215.03405
,,,,,211.624075,215.055325
,,,,,211.651175,215.0635
,,,,,211.65615,215.108925
,,,,,211.68675,215.11795
,,,,,211.693,215.153075
,,,,,211.6991,215.168275
,,,,,211.718775,215.18405
,,,,,211.76775,215.19265
,,,,,211.7944,215.200975
,,,,,211.8095,215.21045
,,,,,211.819775,215.263375
,,,,,211.838375,215.288275
,,,,,211.843375,215.32555
,,,,,211.855275,215.353125
,,,,,211.873175,215.38785
,,,,,211.897,215.41015
,,,,,211.911825,215.4601
,,,,,211.91585,215.4747
,,,,,211.93345,215.491725
,,,,,211.93655,215.511775
,,,,,211.95375,215.55875
,,,,,211.956725,215.57185
,,,,,211.95935,215.62385
,,,,,211.994725,215.646425
,,,,,212.00295,215.663075
,,,,,212.015575,215.6887
,,,,,212.021625,215.70305
,,,,,212.044,215.737775
,,,,,212.06015,215.749575
,,,,,212.07665,215.759375
,,,,,212.081225,215.773375
,,,,,212.1042,215.784
,,,,,212.131,215.823025
,,,,,212.135975,215.83125
,,,,,212.153,215.84335
,,,,,212.174425,215.8612
,,,,,212.19465,215.872475
,,,,,212.2039,215.891025
,,,,,212.211825,215.9132
,,,,,212.221225,215.920425
,,,,,212.2979,215.9271
,,,,,212.317575,215.94755
,,,,,212.33725,215.96275
,,,,,212.34995,215.977675
,,,,,212.36275,215.986675
,,,,,212.404225,215.9946
,,,,,212.419075,216.028325
,,,,,212.424975,216.036025
,,,,,212.432475,216.045275
,,,,,212.4463,216.05375
,,,,,212.449275,216.068225
,,,,,212.458375,216.079225
,,,,,212.470575,216.11155
,,,,,212.497275,216.13485
,,,,,212.5143,216.15465
,,,,,212.522175,216.168575
,,,,,212.54965,216.1962
,,,,,212.589225,216.21715
,,,,,212.596,216.2419
,,,,,212.633375,216.253275
,,,,,212.65785,216.26145
,,,,,212.685925,216.278625
,,,,,212.697475,216.30125
,,,,,212.719825,216.3087
,,,,,212.733825,216.324325
,,,,,212.739075,216.3446
,,,,,212.7576,216.3606
,,,,,212.768125,216.37615
,,,,,212.781125,216.4017
,,,,,212.786475,216.41395
,,,,,212.8058,216.4205
,,,,,212.8279,216.44975
,,,,,212.84415,216.464025
,,,,,212.8965,216.47305
,,,,,212.9123,216.499225
,,,,,212.95445,216.511525
,,,,,212.968075,216.549325
,,,,,212.976625,216.58365
,,,,,213.025825,216.5948
,,,,,213.0346,216.6088
,,,,,213.06705,216.625725
,,,,,213.1157,216.63585
,,,,,213.152425,216.667575
,,,,,213.15805,216.6768
,,,,,213.1723,216.692
,,,,,213.180475,216.707375
,,,,,213.1913,216.73165
,,,,,213.2027,216.74365
,,,,,213.21185,216.74875
,,,,,213.227275,216.766825
,,,,,213.2346,216.78285
,,,,,213.263375,216.7924
,,,,,213.281625,216.800525
,,,,,213.304075,216.8081
,,,,,213.365325,216.8194
,,,,,213.37605,216.831275
,,,,,213.382375,216.888225
,,,,,213.40185,216.9197
,,,,,213.41775,216.937675
,,,,,213.43575,216.952475
,,,,,213.451975,216.96955
,,,,,213.463325,216.9818
,,,,,213.46865,216.9985
,,,,,213.49385,217.0648
,,,,,213.5029,217.0907
,,,,,213.532525,217.107625
,,,,,213.534275,217.1338
,,,,,213.5645,217.1481
,,,,,213.58235,217.1533
,,,,,213.589,217.21845
,,,,,213.5908,217.224125
,,,,,213.60395,217.240175
,,,,,213.6161,217.2419
,,,,,213.644825,217.245525
,,,,,213.660925,217.255025
,,,,,213.6638,217.25975
,,,,,213.693975,217.267475
,,,,,213.710225,217.2968
,,,,,213.7334,217.307125
,,,,,213.7579,217.348225
,,,,,213.842125,217.380025
,,,,,213.872925,217.4001
,,,,,213.894475,217.437
,,,,,213.9194,217.4514
,,,,,213.949575,217.466625
,,,,,213.9923,217.487275
,,,,,214.01515,217.517975
,,,,,214.04695,217.5334
,,,,,214.056075,217.53685
,,,,,214.0851,217.54695
,,,,,214.160975,217.592825
,,,,,214.1991,217.659825
,,,,,214.2201,217.674625
,,,,,214.244075,217.69705
,,,,,214.28975,217.710725
,,,,,214.306175,217.7259
,,,,,214.35445,217.747775
,,,,,214.389975,217.79525
,,,,,214.4166,217.80685
,,,,,214.43155,217.8141
,,,,,214.4408,217.88205
,,,,,214.4555,217.94025
,,,,,214.46295,217.959775
,,,,,214.47085,217.984675
,,,,,214.482325,218.02865
,,,,,214.503275,218.0571
,,,,,214.515225,218.1159
,,,,,214.519125,218.125675
,,,,,214.536525,218.147525
,,,,,214.54765,218.1648
,,,,,214.605925,218.177175
,,,,,214.666825,218.20725
,,,,,214.680175,218.21045
,,,,,214.69805,218.235175
,,,,,214.734675,218.25745
,,,,,214.7516,218.270125
,,,,,214.780975,218.283575
,,,,,214.80735,218.29295
,,,,,214.844025,218.314025
,,,,,214.856675,218.319225
,,,,,214.872975,218.358225
,,,,,214.887675,218.39115
,,,,,214.90885,218.39635
,,,,,214.9143,218.404675
,,,,,214.937125,218.425575
,,,,,214.95435,218.44485
,,,,,214.96735,218.47605
,,,,,214.994775,218.4964
,,,,,215.039925,218.507625
,,,,,215.1063,218.52245
,,,,,215.20485,218.542575
,,,,,215.250825,218.551025
,,,,,215.2809,218.5638
,,,,,215.30275,218.579225
,,,,,215.331,218.5995
,,,,,215.335675,218.61285
,,,,,215.343625,218.620925
,,,,,215.368925,218.626825
,,,,,215.384975,218.689
,,,,,215.392625,218.70565
,,,,,215.413975,218.7133
,,,,,215.49365,218.7339
,,,,,215.49675,218.740775
,,,,,215.586425,218.745675
,,,,,215.667475,218.752675
,,,,,215.70025,218.768675
,,,,,215.703025,218.771775
,,,,,215.7311,218.7814
,,,,,215.808175,218.789025
,,,,,215.85745,218.808975
,,,,,215.88575,218.816925
,,,,,215.92045,218.8344
,,,,,215.9345,218.848475
,,,,,215.94755,218.860675
,,,,,215.97345,218.86985
,,,,,215.991825,218.8779
,,,,,215.995675,218.888475
,,,,,216.158225,218.92025
,,,,,216.2291,218.93435
,,,,,216.2469,218.9715
,,,,,216.462075,218.987125
,,,,,216.499225,219.000275
,,,,,216.60285,219.011875
,,,,,216.695775,219.03365
,,,,,216.70475,219.048975
,,,,,216.766825,219.073875
,,,,,216.787625,219.088925
,,,,,216.79985,219.109425
,,,,,216.8154,219.114025
,,,,,216.823725,219.167925
,,,,,216.942975,219.1815
,,,,,217.1087,219.204325
,,,,,217.13785,219.229
,,,,,217.151475,219.23385
,,,,,217.175225,219.2453
,,,,,217.179225,219.248525
,,,,,217.19445,219.259475
,,,,,217.21115,219.27545
,,,,,217.2419,219.29825
,,,,,217.284425,219.310175
,,,,,217.3658,219.320625
,,,,,217.408525,219.38675
,,,,,217.44235,219.408175
,,,,,217.5134,219.433775
,,,,,217.573325,219.454875
,,,,,217.59535,219.49095
,,,,,217.625525,219.5162
,,,,,217.637825,219.55715
,,,,,217.64215,219.563275
,,,,,217.660975,219.6071
,,,,,217.686075,219.6157
,,,,,217.70455,219.62315
,,,,,217.7196,219.628475
,,,,,217.735525,219.645825
,,,,,217.73895,219.655225
,,,,,217.7461,219.66955
,,,,,217.7611,219.691025
,,,,,217.769325,219.702925
,,,,,217.802225,219.71425
,,,,,217.8194,219.732775
,,,,,217.829,219.743175
,,,,,218.006825,219.745775
,,,,,218.02195,219.75315
,,,,,218.035375,219.772625
,,,,,218.071075,219.7885
,,,,,218.081225,219.81825
,,,,,218.1055,219.829025
,,,,,218.39635,219.842575
,,,,,218.423375,219.8573
,,,,,218.4403,219.868325
,,,,,218.45945,219.8956
,,,,,218.47605,219.903025
,,,,,218.529275,219.9213
,,,,,218.8534,219.931375
,,,,,218.86985,219.9383
,,,,,218.883775,219.9439
,,,,,218.91385,219.9564
,,,,,218.9293,219.99015
,,,,,218.934325,219.997
,,,,,218.93575,220.027525
,,,,,218.951375,220.0659
,,,,,219.022475,220.10045
,,,,,219.14115,220.1156
,,,,,219.1888,220.162725
,,,,,219.21215,220.199625
,,,,,219.216125,220.208325
,,,,,219.2453,220.25915
,,,,,219.266275,220.282175
,,,,,219.2952,220.28485
,,,,,219.538075,220.30435
,,,,,219.56725,220.326625
,,,,,219.57825,220.337975
,,,,,219.589075,220.3533
,,,,,219.609775,220.36905
,,,,,219.618125,220.3791
,,,,,219.62315,220.38605
,,,,,219.660725,220.396775
,,,,,219.67305,220.40865
,,,,,219.721725,220.421925
,,,,,219.743175,220.45475
,,,,,219.7631,220.478675
,,,,,219.7844,220.47985
,,,,,219.801175,220.4968
,,,,,219.8199,220.50115
,,,,,219.832175,220.5729
,,,,,219.874575,220.603
,,,,,219.8839,220.617975
,,,,,219.901325,220.655225
,,,,,219.9097,220.669575
,,,,,219.9213,220.692675
,,,,,219.926,220.726275
,,,,,219.944975,220.746475
,,,,,219.96035,220.79485
,,,,,219.96435,220.840275
,,,,,219.9859,220.861875
,,,,,220.041825,220.875325
,,,,,220.099025,221.000125
,,,,,220.11415,221.029325
,,,,,220.151075,221.06425
,,,,,220.18645,221.0994
,,,,,220.236275,221.11255
,,,,,220.2743,221.129525
,,,,,220.283225,221.142525
,,,,,220.28485,221.177
,,,,,220.32125,221.189125
,,,,,220.33995,221.19635
,,,,,220.3529,221.32765
,,,,,220.374625,221.385425
,,,,,220.387025,221.424375
,,,,,220.393475,221.4664
,,,,,220.4126,221.485375
,,,,,220.419125,221.502875
,,,,,220.463225,221.523675
,,,,,220.47985,221.56385
,,,,,220.4968,221.5888
,,,,,220.542025,221.599325
,,,,,220.552825,221.6515
,,,,,220.576725,221.671325
,,,,,220.593375,221.728775
,,,,,220.616925,221.749
,,,,,220.6382,221.775325
,,,,,220.648075,221.7951
,,,,,220.668075,221.81655
,,,,,220.691575,221.844125
,,,,,220.695825,221.873175
,,,,,220.707575,221.90825
,,,,,220.7174,221.92445
,,,,,220.72625,221.968775
,,,,,220.74875,222.013
,,,,,220.7909,222.017275
,,,,,220.81055,222.041075
,,,,,221.070225,222.086175
,,,,,221.088175,222.098175
,,,,,221.1078,222.1062
,,,,,221.13075,222.110825
,,,,,221.145975,222.1251
,,,,,221.164975,222.158075
,,,,,221.17965,222.1662
,,,,,221.196375,222.197675
,,,,,221.21,222.21795
,,,,,221.241925,222.255675
,,,,,221.269025,222.258625
,,,,,221.459725,222.272475
,,,,,221.48665,222.28585
,,,,,221.4999,222.2996
,,,,,221.5136,222.337975
,,,,,221.557375,222.373375
,,,,,221.569925,222.419625
,,,,,221.571475,222.454325
,,,,,221.634075,222.485425
,,,,,221.71915,222.501175
,,,,,221.8589,222.52775
,,,,,221.88335,222.557025
,,,,,221.9053,222.58955
,,,,,221.933475,222.5985
,,,,,221.950575,222.649775
,,,,,221.995525,222.706
,,,,,222.013,222.7225
,,,,,222.033975,222.763025
,,,,,222.036425,222.790025
,,,,,222.082225,222.8148
,,,,,222.138,222.88475
,,,,,222.31355,222.91585
,,,,,222.476625,222.9362
,,,,,222.5059,222.9557
,,,,,222.52545,222.9768
,,,,,222.541225,223.00035
,,,,,222.5513,223.0206
,,,,,222.561375,223.024725
,,,,,222.581025,223.034525
,,,,,222.6158,223.03885
,,,,,222.6518,223.0708
,,,,,222.711825,223.08105
,,,,,222.906325,223.100525
,,,,,222.92665,223.13685
,,,,,222.9389,223.173675
,,,,,222.95915,223.192025
,,,,,222.999275,223.201975
,,,,,223.010125,223.320025
,,,,,223.022175,223.349625
,,,,,223.02475,223.3765
,,,,,223.041375,223.40005
,,,,,223.04505,223.48555
,,,,,223.379275,223.4988
,,,,,223.4073,223.502475
,,,,,223.4988,223.5256
,,,,,223.702725,223.6217
,,,,,223.74055,223.71305
,,,,,223.76935,223.74215
,,,,,223.782225,223.758725
,,,,,223.818325,223.778925
,,,,,223.82955,223.814375
,,,,,223.84365,223.825825
,,,,,223.942375,223.843625
,,,,,224.093075,223.9199
,,,,,224.114575,223.9597
,,,,,224.13385,224.08595
,,,,,224.14695,224.1093
,,,,,224.15885,224.1367
,,,,,224.1699,224.14695
,,,,,224.19795,224.15085
,,,,,224.2017,224.19605
,,,,,224.2427,224.239025
,,,,,224.25215,224.2478
,,,,,224.274825,224.2676
,,,,,224.2834,224.2936
,,,,,224.307475,224.307475
,,,,,224.3158,224.3158
,,,,,224.3519,224.328775
,,,,,224.374425,224.342
,,,,,224.405975,224.3519
,,,,,224.456875,224.357175
,,,,,224.52655,224.3744
,,,,,224.545725,224.382975
,,,,,224.5683,224.397375
,,,,,224.574475,224.412575
,,,,,224.578025,224.42905
,,,,,224.61215,224.456875
,,,,,224.625875,224.52655
,,,,,224.637775,224.540425
,,,,,224.659425,224.5703
,,,,,224.678275,224.587
,,,,,224.703775,224.603925
,,,,,224.71605,224.630475
,,,,,224.773875,224.648675
,,,,,224.846175,224.691875
,,,,,224.869375,224.741725
,,,,,224.894825,224.75505
,,,,,224.913625,224.793075
,,,,,224.924375,224.833975
,,,,,224.955525,224.86655
,,,,,224.961125,224.8848
,,,,,224.97185,224.90295
,,,,,224.989475,224.91745
,,,,,225.0152,224.932575
,,,,,225.0582,224.9436
,,,,,225.0772,224.97185
,,,,,225.109675,224.975325
,,,,,225.120725,224.989475
,,,,,225.12945,225.027725
,,,,,225.13785,225.04505
,,,,,225.13945,225.083125
,,,,,225.162575,225.096875
,,,,,225.16945,225.10745
,,,,,225.3284,225.131675
,,,,,225.33685,225.1353
,,,,,225.345475,225.14365
,,,,,225.3645,225.168075
,,,,,225.3769,225.16945
,,,,,225.389625,225.3284
,,,,,225.4004,225.3415
,,,,,225.4134,225.351725
