SPK_SPKC01a,SPK_SPKC04a,SPK_SPKC09a,SPK_SPKC12b,SPK_SPKC13c,SPK_SPKC14a,SPK_SPKC16a
,,167.783275,168.910375,140.79575,55.59095,70.36705
,,167.81545,168.933425,141.0788,55.599525,70.5054
,,167.9725,168.96545,141.10175,55.610475,71.2683
,,168.020775,168.99135,141.143625,55.667175,71.573925
,,168.082725,169.008275,141.2121,55.6827,71.604975
,,168.16635,169.036825,141.427,55.782775,72.0124
,,168.285325,169.0878,141.45745,55.838125,72.25265
,,168.3319,169.153075,141.4983,55.870575,73.17765
,,168.40925,169.199675,141.533475,55.9026,73.3082
,,168.497925,169.24625,141.5684,55.915375,73.63395
,,168.524525,169.256825,141.765575,55.930625,73.648
,,168.7422,169.275975,141.8243,55.943575,73.6658
,,168.8343,169.415075,141.930325,55.963575,73.695575
,,169.275775,169.4642,142.1465,55.9754,73.7089
,,169.38125,169.4984,142.159125,55.97935,73.7733
,,169.406375,169.547725,142.222975,56.004675,73.774575
,,169.46185,169.585625,142.282875,56.01435,73.79765
,,169.5324,169.7019,142.3709,56.022175,73.83705
,,169.571525,169.74165,142.378375,56.0254,73.923325
,,169.600725,169.75545,142.408125,56.0477,74.0466
,,169.60975,169.870225,142.637175,56.05505,74.10955
,,169.6263,169.921925,142.650275,56.066375,74.141225
,,169.680675,169.985225,142.6751,56.10135,74.16685
,,169.706,169.998375,142.729275,56.121525,74.17725
,,170.03035,170.119975,142.779075,56.16025,74.1854
,,170.11995,170.163175,142.946025,56.250125,74.1994
,,170.3657,170.2149,143.14565,56.394675,74.224425
,,170.444325,170.37425,143.2503,56.426875,74.2427
,,170.668675,170.39315,143.2913,56.429725,74.287025
,,170.697625,170.4246,143.60115,56.436675,74.318475
,,171.50685,170.489175,143.609975,56.45005,74.329975
,,171.55775,170.5121,143.624,56.471325,74.367175
,,171.6759,170.733875,143.749925,56.474225,74.40175
,,171.70955,170.864175,144.020075,56.497425,74.440325
,,171.8227,170.886375,144.0231,56.5007,74.45255
,,171.85465,170.973,144.043875,56.5204,74.4804
,,171.88195,171.12975,144.171725,56.5522,74.544675
,,171.91695,171.21395,144.65915,56.564475,74.5557
,,172.0502,171.4186,144.884775,56.5921,74.58355
,,172.091775,171.52775,144.91005,56.604925,74.6002
,,172.12025,171.68945,144.9601,56.62045,74.634925
,,172.1627,171.718175,145.133125,56.82435,74.6533
,,172.1993,171.747325,145.222375,56.84275,74.681375
,,172.231175,171.78105,145.3292,56.861775,74.707075
,,172.324175,171.789125,145.543525,56.89015,74.725525
,,172.74175,171.841675,145.5982,56.9331,74.77325
,,172.8189,171.8834,146.118225,56.97045,74.901325
,,172.914275,171.9829,146.13625,56.9801,74.94385
,,172.964025,172.04285,146.16985,57.00235,74.966975
,,173.088175,172.112275,146.23855,57.1366,74.98215
,,173.099975,172.128725,146.322075,57.270025,75.10375
,,174.636475,172.199525,146.418975,57.291825,75.155175
,,174.860875,172.221775,146.8112,57.3102,75.18795
,,175.077,172.2532,146.837875,57.314325,75.256525
,,175.1903,172.282075,146.85615,57.362025,75.285225
,,175.430725,172.3017,146.86915,57.395725,75.328825
,,176.790575,172.314125,146.894,57.408675,75.359075
,,181.371725,172.377175,147.05485,57.442375,75.3729
,,181.51855,172.45795,147.0651,57.457175,75.4463
,,182.1336,172.5379,147.0809,57.46265,75.464775
,,183.09125,172.564475,147.1019,57.473575,75.507875
,,183.96065,172.5692,147.14815,57.498575,75.53375
,,183.97775,172.71785,147.1772,57.518725,75.572625
,,185.3421,172.829075,147.28745,57.572,75.644825
,,185.878725,172.8469,147.394075,57.579475,75.7322
,,186.44715,172.90455,147.64735,57.591925,75.73755
,,188.108425,173.0018,147.6693,57.612875,75.8053
,,188.19535,173.058875,147.719275,57.79795,75.9003
,,188.6288,173.154925,147.755175,57.837575,76.090475
,,188.87635,173.19395,147.7855,57.8639,76.187425
,,188.987125,173.391075,147.826325,57.8913,76.20585
,,189.216625,173.58535,147.8506,57.91375,76.2159
,,189.24095,173.8223,148.2902,57.950175,76.235675
,,190.421075,174.01195,148.33535,57.959025,76.2592
,,190.77555,174.057975,148.392975,57.971675,76.270125
,,191.034675,174.09865,148.47795,58.0038,76.2881
,,191.218425,174.1124,148.536725,58.0253,76.298275
,,191.54625,174.12055,148.745775,58.02625,76.306
,,191.630525,174.1354,148.77585,58.039375,76.31485
,,192.023025,174.1689,149.126,58.0498,76.328325
,,192.12785,174.278625,149.6273,58.0938,76.350075
,,192.444025,174.31775,149.63485,58.133175,76.36455
,,192.5717,174.32765,149.6896,58.1971,76.368725
,,192.628975,174.340875,149.83005,58.209725,76.37255
,,192.93185,174.36025,149.868,58.2473,76.38275
,,192.959275,174.406,149.8923,58.574225,76.387775
,,192.974375,174.457275,149.964225,58.639125,76.395475
,,193.084625,174.5997,150.2112,58.652775,76.432125
,,193.15595,174.61175,150.2385,59.67545,76.451925
,,193.3651,174.6198,150.402625,59.681275,76.4571
,,193.4379,174.6352,150.779,59.70545,76.467475
,,193.510025,174.665325,150.8669,59.7132,76.484575
,,193.61965,174.691775,150.99585,59.745275,76.49015
,,193.906625,174.726025,151.04305,59.76615,76.506225
,,194.049825,174.783825,151.425275,59.77945,76.51455
,,194.312325,174.8281,151.44485,59.8041,76.52195
,,194.47565,174.859225,151.53055,59.88915,76.52955
,,194.624525,174.86955,151.57675,59.918025,76.5343
,,194.903225,174.8778,151.6423,59.9205,76.545325
,,194.944825,174.90755,151.6654,59.956,76.549775
,,195.39955,174.976475,151.7131,59.95825,76.560625
,,195.55225,175.001175,151.754925,59.993325,76.605175
,,195.61565,175.04895,151.9111,60.0021,76.631225
,,195.6929,175.1619,152.3564,60.012375,76.644775
,,195.728325,175.233175,152.3924,60.01605,76.665125
,,195.91245,175.260175,152.82005,60.13535,76.692175
,,195.95545,175.301175,153.273375,60.1449,76.706675
,,196.030275,175.3166,153.29065,60.1634,76.74745
,,196.06375,175.365,153.4586,60.176,76.7544
,,196.2632,175.398875,153.6993,60.19015,76.764625
,,196.426575,175.42475,153.731225,60.222125,76.77295
,,196.63515,175.4905,153.83235,60.230075,76.782275
,,196.685675,175.5223,154.0537,60.241025,76.792125
,,196.967625,175.551975,154.060875,60.2562,76.805275
,,197.085975,175.699,154.21135,60.403,76.84085
,,197.30985,175.775475,154.5076,60.4165,76.8526
,,197.913725,175.8423,154.63445,60.42355,76.85975
,,198.13315,176.06435,154.766225,60.440375,76.8749
,,198.15875,176.1001,154.839575,60.4501,76.88825
,,198.1752,176.290625,154.892975,60.47565,76.8947
,,198.19875,176.352825,154.985825,60.492625,76.904475
,,198.2351,176.537475,155.033575,60.52955,76.92215
,,198.256575,176.89625,155.20605,60.609675,76.9246
,,198.271975,177.3515,155.285175,60.65005,76.941575
,,198.727525,177.911325,155.4082,60.65555,76.950775
,,198.88195,177.93595,155.578675,60.683425,76.961425
,,198.98355,179.29225,155.69295,60.7086,76.96945
,,199.220975,179.31825,156.017675,60.73285,76.98905
,,199.25655,179.333275,156.06935,60.738925,77.01345
,,199.54455,179.346225,156.279075,60.749025,77.026025
,,199.60935,179.38305,156.29495,60.874575,77.035325
,,199.688275,179.394325,156.364525,60.891675,77.124625
,,199.73465,179.415925,156.417425,61.07765,77.17495
,,200.060025,179.537025,156.722025,61.0977,77.2135
,,200.29235,179.750575,157.02435,61.146125,77.23695
,,200.31235,179.78245,157.2086,61.15325,77.253425
,,200.421175,179.795775,157.2641,61.157225,77.2655
,,200.461725,179.8301,157.3782,61.17265,77.271275
,,200.46275,179.847625,157.46015,61.206425,77.295975
,,200.4882,179.865825,157.8559,61.218025,77.364675
,,200.636525,179.881,157.875525,61.232725,77.40925
,,200.71425,179.905725,158.337,61.2616,77.417025
,,200.73545,179.9488,158.408775,61.2981,77.45835
,,200.89605,179.965825,158.4309,61.31305,77.48175
,,200.918175,179.99005,158.469675,61.364875,77.499475
,,200.981075,180.305875,158.5134,61.67415,77.519825
,,201.030075,180.342175,158.5809,61.7128,77.5406
,,201.117025,180.4489,158.9168,61.735925,77.57945
,,201.1436,180.608875,158.9752,61.75155,77.60345
,,201.162075,180.661375,159.1498,61.76,77.613725
,,201.23945,180.676375,159.2104,61.78025,77.6756
,,201.382975,180.689575,159.533875,61.812625,77.69215
,,201.403625,180.7038,159.624075,61.846,77.750975
,,201.42245,180.71715,159.77365,61.858675,77.77945
,,201.505825,180.731725,159.818875,61.866475,77.787575
,,201.679075,180.74645,159.864175,61.8843,77.8047
,,201.7096,180.76205,159.925425,61.886275,77.84745
,,201.75175,180.8155,160.00135,61.965975,77.8571
,,201.815375,180.83455,160.04835,62.014875,77.872575
,,201.95865,180.8454,160.073825,62.02985,77.882375
,,202.189125,180.882675,160.105775,62.07335,77.8907
,,202.320775,181.044325,160.124425,62.086975,77.9331
,,202.336325,181.124525,160.1274,62.092375,77.95275
,,202.4281,181.32135,160.135075,62.110025,77.9626
,,202.4483,181.3761,160.255475,62.141225,77.980275
,,202.4707,181.38745,160.309,62.1561,78.0083
,,202.525425,181.400475,160.367025,62.191025,78.020375
,,202.561775,181.408425,160.500375,62.19525,78.047525
,,202.57705,181.4585,160.601475,62.325375,78.064175
,,202.59905,181.48545,160.64595,62.3594,78.11
,,202.6586,181.531675,160.8427,62.423675,78.1132
,,202.708775,181.5535,160.94335,62.43995,78.130425
,,202.717625,181.5628,161.056825,62.45795,78.1444
,,202.808375,181.5943,161.241675,62.474775,78.150675
,,202.951225,181.60625,161.322175,62.48185,78.21635
,,203.549375,181.615475,161.3951,62.5011,78.23345
,,203.706775,181.628375,161.57165,62.5308,78.2455
,,203.83615,181.677925,161.711175,62.54405,78.264575
,,203.930525,181.8084,161.752325,62.564575,78.282825
,,204.033725,181.825925,161.768225,62.5796,78.30645
,,204.17385,181.84925,161.8053,62.618675,78.318025
,,204.212175,181.88825,162.041975,62.687725,78.3247
,,204.493725,181.9188,162.068775,62.690675,78.3284
,,204.5109,181.94495,162.145175,62.77,78.333425
,,204.52725,181.959625,162.1847,63.0375,78.339475
,,204.601175,181.997525,162.212,63.1927,78.370875
,,204.6623,182.1911,162.3231,63.203275,78.432025
,,204.6833,182.26665,162.38425,63.2412,78.45825
,,204.753325,182.28415,162.44865,63.245925,78.4916
,,204.791925,182.2941,162.498675,63.266475,78.73085
,,204.861725,182.518575,162.666925,63.29115,78.783125
,,204.967625,182.6282,162.6916,63.31155,78.793725
,,205.038825,182.826625,162.855125,63.3357,78.824525
,,205.064575,182.89665,162.91695,63.346575,78.8502
,,205.104025,185.019525,162.9814,63.3508,78.943775
,,205.160675,185.30655,163.0385,63.3793,79.048675
,,205.17995,185.339925,163.0655,63.392425,79.05265
,,205.19735,185.361425,163.169275,63.410925,79.069975
,,205.232425,185.46485,163.2053,63.4527,79.16635
,,205.25225,186.13175,163.2375,63.47065,79.202275
,,205.25935,186.209325,163.2809,63.507675,79.27305
,,205.30475,186.227825,163.3106,63.55275,79.277975
,,205.339125,186.640475,163.3491,63.60995,79.294675
,,205.35265,187.254375,163.515625,63.6307,79.305775
,,205.419375,187.300675,163.540875,63.641925,79.325125
,,205.4779,187.311025,163.56555,63.6436,79.3356
,,205.49525,187.384775,163.6153,63.6765,79.345925
,,205.55905,187.7863,163.629075,63.6842,79.349225
,,205.7945,188.70535,163.70775,63.70855,79.358175
,,205.82455,188.720525,163.9058,63.718075,79.3884
,,205.98825,188.7476,163.918575,63.731125,79.460375
,,205.999975,188.784575,163.93735,63.745325,79.482425
,,206.075375,188.8371,163.97015,63.758575,79.497975
,,206.10175,188.8494,164.045175,63.767775,79.524875
,,206.1051,188.892475,164.11515,63.7837,79.53295
,,206.225,188.91945,164.1714,63.804275,79.53965
,,206.28175,188.9536,164.18795,63.82145,79.555025
,,206.351875,188.985275,164.214725,63.85,79.5711
,,206.508975,189.04715,164.2283,63.863,79.587175
,,206.540325,189.067,164.252725,63.904125,79.5966
,,206.6842,189.0954,164.277275,64.09655,79.612425
,,207.93695,189.160525,164.292575,64.101025,79.662875
,,208.47525,189.17815,164.32935,64.12835,79.7035
,,208.546575,189.241425,164.342325,64.144575,79.72665
,,208.584025,189.2793,164.390275,64.163925,79.747675
,,208.6107,189.29715,164.4318,64.17085,79.76195
,,208.646525,189.384875,164.441525,64.218675,79.7879
,,208.709075,190.1404,164.461575,64.232075,79.8073
,,208.7732,190.680525,164.5049,64.236325,79.821325
,,208.813875,190.793075,164.565675,64.259475,79.837125
,,208.8783,191.15415,164.583475,64.265625,79.859675
,,208.90135,191.172875,164.614475,64.270525,79.863025
,,208.94935,191.189675,164.71955,64.311275,79.8779
,,208.9771,191.221,164.777325,64.32325,79.903025
,,209.0095,191.27695,164.81365,64.34015,79.908875
,,209.096375,191.29665,164.92315,64.373425,79.9321
,,209.181875,191.327875,164.950575,64.773525,79.9475
,,209.23675,191.329675,164.971725,64.79335,79.967775
,,209.522775,191.333275,165.331275,64.8548,80.00615
,,209.724125,191.393425,165.37965,65.064425,80.038425
,,209.93045,191.4792,165.635625,65.0734,80.1055
,,210.119275,191.49535,165.666525,65.1217,80.11525
,,210.314525,191.62295,165.719025,65.143225,80.12925
,,210.398875,191.7082,165.7518,65.153625,80.14035
,,210.522825,191.79045,165.879125,65.16325,80.1454
,,210.53185,191.812575,165.992475,65.17555,80.1805
,,210.566575,191.832825,166.027075,65.17995,80.205125
,,210.699825,191.8558,166.07825,65.184075,80.215325
,,210.73635,191.96815,166.1605,65.28085,80.21905
,,210.749475,191.999225,166.204775,65.366325,80.2823
,,210.8049,192.104725,166.2252,65.36865,80.2961
,,210.896325,192.192675,166.305,65.399875,80.31615
,,212.893925,192.33075,166.384175,65.41375,80.340425
,,212.92355,192.371275,166.5627,65.440575,80.3604
,,213.062975,192.5021,166.9387,65.449,80.371725
,,214.57695,192.5842,167.004075,65.46715,80.4025
,,219.5441,192.736575,167.04765,65.47175,80.415725
,,223.82985,192.82235,167.1106,65.50385,80.42915
,,225.148125,192.88835,167.2016,65.551225,80.438375
,,225.177925,192.9235,167.24605,65.56605,80.4476
,,225.377775,192.95955,167.347375,65.575025,80.4596
,,225.748375,192.981625,167.392275,65.7776,80.46285
,,225.7583,193.03935,167.47955,65.918825,80.478
,,225.788575,193.148675,167.5505,65.934025,80.49255
,,225.832125,193.19475,167.573,65.96755,80.502075
,,226.0243,193.27605,167.67715,66.1209,80.531375
,,226.272675,193.2944,167.69955,66.13685,80.5519
,,226.30875,193.3413,167.77915,66.14175,80.5831
,,226.345425,193.497675,167.7931,66.158175,80.594525
,,226.354925,193.50915,167.84785,66.175975,80.616275
,,226.3701,193.548675,167.975675,66.2071,80.669525
,,226.390425,193.578575,168.126675,66.23385,80.6862
,,226.5165,193.86845,168.459575,66.251775,80.724525
,,226.553425,194.315325,168.486675,66.265975,80.731225
,,226.738775,194.7102,168.69025,66.267425,80.781675
,,226.919075,194.79485,168.834325,66.4563,80.797525
,,226.981125,194.832075,168.89145,66.48455,80.859875
,,227.023725,194.87415,168.912875,66.51555,80.867275
,,227.046725,194.909175,169.168275,66.53235,80.880775
,,227.089325,194.9936,169.2446,66.554125,80.883875
,,227.31245,195.11415,169.275975,66.581475,80.892825
,,227.3427,195.146375,169.287225,66.59005,80.90575
,,227.35425,195.1711,169.37465,66.696225,80.921175
,,227.38365,195.186175,169.448875,66.917025,80.9284
,,227.549,195.49685,169.483725,66.945975,80.9399
,,227.67065,195.579775,169.528575,66.9743,80.954225
,,227.7232,195.615125,169.564475,67.007525,80.9764
,,227.7765,195.6376,169.569325,67.01665,81.043075
,,227.9585,195.8383,169.619675,67.051175,81.106675
,,227.983275,195.904275,169.64,67.07215,81.124675
,,228.333475,196.10425,169.69455,67.0747,81.15125
,,228.408325,196.237975,169.708475,67.2978,81.165
,,228.615975,196.376175,169.721325,67.30235,81.208675
,,228.84815,196.7311,169.8178,67.36825,81.218
,,228.983325,197.013775,169.964525,67.392375,81.250675
,,229.016075,197.172425,170.0842,67.40815,81.259925
,,229.12085,197.54505,170.2416,67.430875,81.267725
,,229.17455,197.557875,170.294975,67.718875,81.30605
,,229.324225,198.047825,170.544125,67.733325,81.332175
,,229.42305,198.07835,170.697725,67.755425,81.357775
,,229.4738,198.176625,171.043475,67.783,81.3939
,,229.6515,198.223,171.133475,67.79785,81.43595
,,229.7781,198.3784,171.400925,67.8125,81.466625
,,229.80195,198.417875,171.48615,67.82455,81.509875
,,229.86955,198.605925,171.5579,67.84505,81.540575
,,229.94485,198.6514,171.5625,67.86745,81.5753
,,230.1197,198.730475,171.8122,67.8804,81.61855
,,230.15985,198.94245,171.830775,67.9052,81.640075
,,230.28035,199.023825,171.87715,67.922475,81.6647
,,230.38455,199.1209,171.89925,67.934175,81.684325
,,230.4089,199.180275,171.977575,68.1434,81.7077
,,230.4943,199.191025,172.0197,68.155725,81.7233
,,230.64695,199.2727,172.032525,68.18195,81.727375
,,230.756525,199.30065,172.08595,68.1958,81.73855
,,230.864725,199.343875,172.217225,68.200825,81.757725
,,230.8932,199.393075,172.306075,68.213125,81.76265
,,230.9079,199.416625,172.567875,68.2286,81.77595
,,231.0132,199.45355,172.750025,68.234975,81.7837
,,231.263575,199.513775,172.883775,68.25065,81.813575
,,231.554225,199.532825,173.068275,68.267975,81.8406
,,232.139325,199.614425,173.318225,68.299325,81.896
,,232.7827,199.70305,173.425025,68.3047,81.9122
,,232.804675,199.7658,173.62325,68.346425,81.93275
,,232.929975,199.787725,173.6374,68.408825,82.05555
,,232.99065,199.837925,173.89195,68.483625,82.09805
,,233.04905,199.862725,174.0583,68.6001,82.143875
,,233.1711,199.90495,174.38755,68.654425,82.172675
,,233.27635,199.95915,174.50725,68.668,82.194925
,,233.5712,199.99995,174.62655,68.683975,82.21355
,,233.702,200.055025,174.7282,68.699275,82.228925
,,234.120975,200.13065,174.87135,68.708825,82.253975
,,234.23595,200.29645,174.89995,68.71515,82.276875
,,234.393875,200.3544,175.1905,68.736475,82.32275
,,234.494025,200.3782,175.200325,68.746475,82.33385
,,235.0068,200.4187,175.21325,68.764275,82.367175
,,235.141175,200.448925,175.37375,68.7678,82.4056
,,235.195,200.48,175.492975,68.76945,82.42205
,,235.647625,200.6932,175.769575,68.793675,82.45045
,,235.71385,200.74085,176.335375,68.799975,82.485625
,,235.778075,200.79925,176.5398,68.88445,82.512475
,,235.8283,200.842175,176.7535,68.896,82.5252
,,235.877025,201.31685,176.803575,68.937025,82.5432
,,235.911725,201.3336,177.506925,68.989175,82.58215
,,235.939,201.457525,177.697925,69.00545,82.6024
,,236.02445,201.49355,177.895725,69.019975,82.607775
,,236.1247,201.8465,178.5192,69.12435,82.62035
,,236.1607,201.904375,178.6412,69.1373,82.6313
,,236.53855,202.538725,178.67185,69.142875,82.634925
,,236.5883,202.617325,178.738475,69.165075,82.645275
,,236.62885,202.671625,178.786425,69.181325,82.66955
,,236.7934,202.67895,178.843575,69.200125,82.691525
,,236.899025,202.71315,178.915825,69.2121,82.720525
,,237.0958,202.809125,179.04655,69.219175,82.74835
,,237.1723,202.90155,179.121125,69.23835,82.7755
,,237.5862,202.9309,179.1306,69.2581,82.811725
,,237.587625,202.981075,179.14635,69.25975,82.86535
,,237.6942,203.051275,179.164,69.279975,82.881925
,,237.74655,203.078725,179.204725,69.281525,82.904425
,,237.79405,203.2005,179.2518,69.2835,82.925875
,,237.79915,203.266725,179.277375,69.311625,82.9352
,,237.823075,203.30785,179.297275,69.3297,82.96305
,,237.8847,203.3779,179.375725,69.3488,82.97595
,,237.9133,203.5918,179.542725,69.38305,82.98865
,,238.0097,203.637825,179.74045,69.409825,83.02385
,,238.1236,203.67545,179.771675,69.441925,83.067925
,,238.16635,203.8199,180.339225,69.516475,83.08555
,,238.215,204.2167,180.393675,69.550125,83.10555
,,238.27865,204.33365,180.653475,69.569175,83.150525
,,238.428325,204.48705,180.811525,69.593775,83.162025
,,238.566975,204.514025,180.87125,69.606775,83.17955
,,238.594975,204.567225,181.08845,69.62345,83.212425
,,238.655225,204.59125,181.34625,69.65685,83.2326
,,238.6937,204.668975,181.402675,69.66615,83.242175
,,239.619775,204.7055,181.521225,69.678375,83.251875
,,239.80725,204.762625,181.857675,69.701475,83.263475
,,239.82835,204.895075,182.3191,69.70385,83.2768
,,240.097775,205.156425,182.4899,69.7292,83.2928
,,240.3782,205.246275,182.852975,69.7497,83.32915
,,241.4258,205.301425,183.3322,69.7694,83.3458
,,241.5382,205.335075,183.56485,69.7751,83.37065
,,241.580025,205.3909,183.903825,69.780125,83.39955
,,242.33955,205.4208,184.06345,69.805725,83.49915
,,242.3985,205.468775,184.249875,69.815325,83.544225
,,242.429625,205.514725,184.4681,69.818825,83.571275
,,242.469725,205.553225,185.35975,69.82645,83.59125
,,242.564975,205.557025,185.681975,69.85555,83.627425
,,242.830575,205.632275,185.8614,69.98275,83.65555
,,243.394575,205.654675,186.126425,70.00935,83.7026
,,243.72465,205.705975,186.139775,70.0316,83.7323
,,244.1374,205.739475,186.246375,70.0682,83.7456
,,245.449525,205.767575,187.7014,70.08805,83.7548
,,246.4296,205.79165,188.150675,70.09985,83.771475
,,246.57675,205.80675,188.91065,70.102425,83.785425
,,246.6225,205.83585,188.9562,70.1355,83.819475
,,246.8459,205.847225,188.987675,70.16105,83.836175
,,246.878975,205.9131,189.0218,70.1807,83.89625
,,247.202725,205.9471,189.1937,70.1995,83.91005
,,247.48025,205.9941,189.20575,70.204025,83.9499
,,248.298325,206.054075,189.56625,70.2387,83.99035
,,248.41555,206.0784,189.677075,70.2454,84.05535
,,248.791875,206.108275,190.163275,70.279525,84.1044
,,249.0196,206.1188,190.271625,70.28245,84.1122
,,249.360575,206.13555,190.5129,70.313275,84.1256
,,249.611875,206.14985,190.60495,70.39425,84.182775
,,249.857125,206.1835,190.68875,72.900375,84.195325
,,249.91085,206.224075,190.768525,72.971075,84.2403
,,250.078125,206.258025,190.8441,72.98385,84.317125
,,250.1196,206.278675,190.9182,73.005325,84.342875
,,250.3929,206.300675,190.956675,73.14005,84.402625
,,250.619725,206.33615,191.03975,73.164775,84.408775
,,250.9095,206.38615,191.094175,73.4554,84.430725
,,250.95395,206.41195,191.143,73.571375,84.4485
,,251.1809,206.467325,191.20665,73.597525,84.459725
,,251.555325,206.4869,191.2365,73.612075,84.48325
,,251.658925,206.504125,191.45865,73.629175,84.674075
,,252.292875,206.5777,191.524125,73.631175,84.728975
,,252.298175,206.6302,191.565375,73.6419,84.764975
,,253.03,206.644925,191.61845,73.657025,84.79895
,,253.205575,206.685375,191.664075,73.664675,84.809125
,,253.526225,206.71135,191.7134,73.687975,84.834375
,,253.597875,206.7594,191.8544,73.69045,84.844325
,,253.732625,206.801625,191.90205,73.712025,84.862375
,,253.765375,206.881225,192.024725,73.723425,84.869025
,,253.84525,206.902325,192.072275,73.73595,84.886025
,,253.967075,206.93065,192.254225,73.738325,84.897725
,,253.977925,207.0377,192.33495,73.74765,84.9124
,,254.006225,207.120725,192.497525,73.7976,84.932775
,,254.06455,207.210075,192.5467,73.8138,84.96635
,,254.079375,207.254,192.714075,73.83545,85.0351
,,254.1064,207.289225,192.758925,73.8383,85.0865
,,254.122375,207.38115,192.805825,73.84935,85.1003
,,254.134925,207.51615,192.86205,73.861425,85.120825
,,254.150625,207.55885,192.9147,73.895275,85.153075
,,254.18885,207.60575,192.936125,73.90045,85.16715
,,254.206875,207.62005,192.968475,73.920775,85.178475
,,254.233025,207.654975,193.065725,73.924925,85.197075
,,254.265325,207.711175,193.34395,73.94335,85.211025
,,254.383825,207.7381,193.4126,73.95405,85.247325
,,254.4946,207.75625,193.5035,73.9859,85.262175
,,254.53165,207.84815,193.51385,74.003975,85.285475
,,254.605175,207.86025,193.52345,74.0114,85.294475
,,254.6205,207.913025,193.66265,74.01365,85.321825
,,254.650675,208.030275,193.888125,74.050875,85.342375
,,254.69525,208.052075,193.9083,74.064975,85.39725
,,254.71025,208.084275,193.9975,74.109925,85.47175
,,254.81155,208.1718,194.04625,74.113475,85.48725
,,254.8385,208.213675,194.302475,74.11925,85.5129
,,254.873,208.233875,194.329,74.122525,85.52945
,,254.9287,208.267275,194.356075,74.141225,85.55805
,,255.116425,208.357875,194.388,74.158725,85.57755
,,255.1427,208.412525,194.416625,74.17725,85.61315
,,255.160625,208.542025,194.4675,74.18315,85.644525
,,255.22875,208.7174,194.53535,74.2036,85.6729
,,255.264125,208.7306,194.568725,74.227475,85.68755
,,255.27645,208.745525,194.648375,74.25035,85.6944
,,255.333125,208.7623,194.658475,74.2641,85.6987
,,255.390175,208.77855,194.7698,74.274825,85.75625
,,255.488025,208.8312,194.92375,74.293075,85.78365
,,255.823475,208.859375,195.026075,74.3008,85.81875
,,255.89425,208.9804,195.128,74.3104,85.8644
,,256.0363,208.9845,195.20525,74.3276,85.889275
,,256.173025,209.008075,195.277025,74.34025,85.91395
,,256.1904,209.014975,195.320125,74.343775,85.938025
,,256.368025,209.067125,195.44105,74.3582,85.9622
,,256.378475,209.106425,195.6102,74.395625,85.98845
,,256.52555,209.1312,195.6243,74.4317,86.0057
,,256.62295,209.19395,195.715875,74.448675,86.0215
,,256.646125,209.208925,195.729125,74.481775,86.028825
,,256.7229,209.2223,195.917075,74.49755,86.059275
,,256.785575,209.323425,195.981175,74.507925,86.08285
,,257.06985,209.360825,196.09035,74.5194,86.11375
,,257.100675,209.5335,196.230225,74.5328,86.150475
,,257.304875,209.6274,196.2696,74.56705,86.163425
,,257.32525,209.644475,196.28285,74.581075,86.180425
,,257.3928,209.705075,196.41395,74.5981,86.35375
,,257.68635,209.816675,196.443275,74.60715,86.4003
,,257.985125,209.876475,196.513475,74.6233,86.417025
,,258.039025,209.902475,196.615825,74.662625,86.417625
,,258.12355,209.975525,196.93295,74.674575,86.429475
,,258.26505,210.03975,197.081175,74.6848,86.45145
,,258.522875,210.058425,197.180525,74.6975,86.46865
,,258.56515,210.39345,197.374375,74.709675,86.480125
,,258.61365,210.422975,197.535475,74.7183,86.503075
,,258.664375,210.485225,197.62035,74.73635,86.51665
,,258.754425,210.5024,197.7088,74.748875,86.5385
,,258.927525,210.574225,197.7831,74.75835,86.641925
,,258.947675,210.5876,197.924875,74.811475,86.793025
,,258.96725,210.756775,198.1115,74.88765,86.833
,,258.981225,210.876525,198.158275,76.24285,86.8786
,,259.087175,210.884575,198.170275,76.28095,86.9386
,,259.094075,210.961725,198.207225,76.289225,86.949975
,,259.1859,210.988125,198.23735,76.318225,86.969025
,,259.1989,211.013825,198.273975,76.33695,87.0006
,,259.265575,211.08785,198.3045,76.3667,87.030625
,,259.28265,211.135675,198.3097,76.39285,87.284775
,,259.296725,211.172075,198.391775,76.4624,87.33235
,,259.355075,211.1959,198.4721,76.479325,87.376675
,,259.52485,211.246625,198.508975,76.4816,87.454375
,,259.54375,211.265775,198.638975,76.508925,87.595175
,,259.65445,211.298675,198.8187,76.547425,87.655075
,,259.7011,211.33445,198.876225,76.54975,87.719
,,259.71735,211.43295,198.934375,76.61965,87.77725
,,259.83445,211.528275,199.022375,76.6417,87.821725
,,259.868,211.5908,199.076525,76.663925,87.834875
,,259.885475,211.714175,199.1414,76.72775,87.8503
,,259.934975,211.7304,199.179825,76.73715,87.86135
,,259.9834,211.810175,199.205225,76.7627,87.8757
,,260.5439,211.821825,199.235675,76.876,87.8983
,,260.575525,211.965125,199.257375,76.907325,87.9021
,,260.61025,211.99855,199.29,76.91765,87.9192
,,260.7479,212.117825,199.408325,77.394825,87.932625
,,260.822075,212.16145,199.539975,77.6976,87.977675
,,260.84185,212.178525,199.622825,77.717125,88.108425
,,260.87115,212.20155,199.88455,77.747325,88.1392
,,260.9365,212.239225,200.045625,77.7549,88.191375
,,260.969675,212.36735,200.0868,77.783975,88.216475
,,260.99115,212.4031,200.3116,77.807675,88.236725
