SPK_SPKC02a,SPK_SPKC03a,SPK_SPKC03b,SPK_SPKC11a
30.520575,17.070225,48.877025,64.572475
30.572675,17.157375,48.90135,64.70405
30.661525,17.2181,48.929975,64.76745
30.738975,17.2358,49.059725,64.80535
30.7938,17.285275,49.214475,65.099425
30.815725,17.301625,49.23405,65.17685
30.844125,17.335725,49.37825,65.20955
30.86665,17.35295,49.3891,65.320475
30.8908,17.4234,49.463775,65.4473
30.916775,17.49175,49.661825,65.56925
31.077475,17.53385,49.6819,65.6409
31.136325,17.60555,49.804225,65.651675
31.16565,17.676625,49.833725,65.6888
31.208125,17.708425,49.843075,65.7673
31.23625,17.764475,49.9208,65.837825
31.339975,17.778125,50.068525,66.019325
31.374025,17.789075,50.087425,66.074225
31.48015,17.824925,50.14985,66.080275
31.526675,17.900625,50.4432,66.1047
31.589525,17.950475,50.497475,66.16495
31.6346,17.98835,50.5158,66.27495
31.66615,18.016125,50.532075,66.453075
31.69855,18.03025,50.62915,66.604125
31.738025,18.0971,50.72,66.630825
31.7807,18.122425,50.75215,66.806675
31.834825,18.134525,50.894925,66.957525
31.87375,18.162475,51.094375,67.09005
31.910125,18.2306,51.144525,67.166975
31.946725,18.26555,51.168775,67.20975
31.9993,18.28775,51.180775,67.2764
32.063725,18.30795,51.3857,67.3192
32.103125,18.3175,51.451575,67.32915
32.1392,18.34665,51.5114,67.5761
32.1689,18.36085,51.52865,67.911275
32.207125,18.45195,51.5374,68.093575
32.252375,18.466475,51.632725,68.15675
32.304325,18.5207,51.706125,68.20315
32.350475,18.541275,51.865025,68.302175
32.384475,18.557125,52.0133,68.587975
32.416275,18.5759,52.04985,68.616775
32.444975,18.60905,52.25605,68.65495
32.47195,18.623,52.388525,68.9921
32.51095,18.633125,52.493975,69.14125
32.538775,18.64495,52.55145,69.1529
32.577875,18.664375,52.591325,69.279975
32.673775,18.69245,52.78775,69.40625
32.754325,18.721325,52.8531,69.4827
32.829625,18.7414,53.021925,69.55995
32.85135,18.763875,53.163575,69.5782
32.881675,18.77235,53.2355,69.999625
32.916025,18.782075,53.2831,70.10475
32.94575,18.8085,53.304325,70.208925
32.979775,18.833375,53.339675,70.31255
33.0378,18.84645,53.353025,70.3835
33.086325,18.875175,53.35865,70.531825
33.17635,18.90515,53.448125,70.5691
33.227125,18.91745,53.467575,70.6469
33.245375,18.9299,53.485225,70.737675
33.26425,18.96365,53.6334,71.03795
33.285675,19.003925,53.646825,71.081075
33.333325,19.1145,53.665125,71.129475
33.38965,19.123375,53.683825,71.20175
33.476575,19.1485,53.717275,71.20835
33.492925,19.165525,53.77145,71.237475
33.5002,19.25605,53.8085,71.274625
33.5252,19.27335,53.83585,71.328275
33.563675,19.287225,53.8774,71.330175
33.628475,19.327025,53.9261,71.383475
33.673975,19.3488,53.95755,71.504275
33.7061,19.3642,54.003125,71.75225
33.7388,19.37585,54.054475,71.79235
33.787175,19.39945,54.09045,71.80395
33.81165,19.414,54.1347,71.9863
33.83825,19.426925,54.1539,72.166275
33.895325,19.44,54.174075,72.223625
33.958025,19.45255,54.238175,72.2859
34.00805,19.472775,54.387925,72.50535
34.068375,19.4839,54.4088,72.5108
34.100825,19.506875,54.447975,72.575875
34.1428,19.517175,54.5333,72.619075
34.16795,19.533725,54.68545,72.698625
34.21,19.6314,54.717375,72.840975
34.238725,19.72435,54.761425,72.853125
34.257025,19.7717,54.805575,72.88315
34.308725,19.799625,54.890375,73.047975
34.35045,19.814275,55.117625,73.0914
34.375125,19.829075,55.18125,73.112125
34.397875,19.847925,55.2037,73.159125
34.43995,19.8643,55.29635,73.30305
34.47805,19.897075,55.348975,73.3576
34.51995,19.9309,55.377725,73.728375
34.5696,19.986575,55.408,73.751275
34.604375,19.9943,55.419625,73.76655
34.665325,20.022,55.4496,73.908275
34.6842,20.107775,55.468425,73.9931
34.712375,20.16095,55.53155,74.19785
34.738175,20.1833,55.553475,74.5234
34.8222,20.19305,55.609075,74.976675
34.870775,20.206675,55.70315,75.323125
34.939175,20.220225,55.785675,75.36265
35.03425,20.233125,55.845975,75.378925
35.055675,20.344325,55.909725,75.6232
35.08405,20.41005,55.947825,75.706475
35.11255,20.460575,55.996025,75.816425
35.146075,20.50435,56.271475,75.9772
35.173875,20.5218,56.3114,75.997375
35.195075,20.543675,56.40375,76.02365
35.227625,20.5592,56.44605,76.06265
35.32945,20.571875,56.6291,76.139275
35.431625,20.639375,56.638825,76.48625
35.500025,20.692925,56.679,76.49785
35.515075,20.7417,56.686125,76.510225
35.52895,20.805175,56.7322,76.60045
35.55075,20.8223,56.740625,76.835675
