SPK_SPKC01a (no response),SPK_SPKC05a (exc/inh),SPK_SPKC06a (no response),SPK_SPKC07a (no response),SPK_SPKC11a (no opto-tagging)
1186.050175,1250.73255,,,
1186.080925,1250.752025,,,
1186.201225,1250.781275,,,
1186.249325,1250.8128,,,
1186.278275,1250.83945,,,
1186.324625,1250.922925,,,
1186.343875,1250.9559,,,
1186.35335,1251.00135,,,
1186.391675,1251.07545,,,
1186.439575,1251.105975,,,
1186.481825,1251.14185,,,
1186.491775,1251.22595,,,
1186.51335,1251.264525,,,
1186.516125,1251.296,,,
1186.523,1251.327025,,,
1186.533825,1251.34985,,,
1186.552875,1251.425325,,,
1186.567525,1251.45585,,,
1186.58275,1251.513775,,,
1186.593025,1251.553575,,,
1186.636375,1251.621125,,,
1186.655725,1251.6575,,,
1186.668675,1251.699025,,,
1186.680025,1251.7438,,,
1186.70415,1251.78655,,,
1186.71105,1251.827,,,
1186.729875,1251.85135,,,
1186.7364,1251.8756,,,
1186.763825,1251.9877,,,
1186.7814,1252.01215,,,
1186.792925,1252.081175,,,
1186.813475,1252.1393,,,
1186.82965,1252.16675,,,
1186.845175,1252.19535,,,
1186.86925,1252.272025,,,
1186.8843,1252.420825,,,
1186.901675,1252.432825,,,
1186.92455,1252.459725,,,
1186.93235,1252.508475,,,
1186.9491,1252.547175,,,
1186.95275,1252.62025,,,
1186.971575,1252.689875,,,
1186.991725,1252.7337,,,
1187.020425,1252.742325,,,
1187.03135,1252.7762,,,
1187.048775,1252.844725,,,
1187.060075,1252.930975,,,
1187.076025,1252.965725,,,
1187.0978,1253.066775,,,
1187.114425,1253.096175,,,
1187.12775,1253.224375,,,
1187.150725,1253.247975,,,
1187.173275,1253.304475,,,
1187.1979,1253.35745,,,
1187.22625,1253.4181,,,
1187.263725,1253.492025,,,
1187.27605,1253.570225,,,
1187.288875,1253.60095,,,
1187.310375,1253.66465,,,
1187.313875,1253.705575,,,
1187.332525,1253.748225,,,
1187.351625,1253.80895,,,
1187.3605,1253.83305,,,
1187.377,1253.870675,,,
1187.38435,1253.917325,,,
1187.39305,1253.963925,,,
1187.395725,1254.009875,,,
1187.42035,1254.0736,,,
1187.4461,1254.10905,,,
1187.4574,1254.174075,,,
1187.46525,1254.235625,,,
1187.472,1254.29755,,,
1187.479625,1254.337325,,,
1187.490875,1254.3733,,,
1187.4997,1254.385675,,,
1187.504575,1254.434075,,,
1187.5164,1254.482925,,,
1187.524375,1254.513475,,,
1187.545325,1254.56115,,,
1187.5569,1254.59815,,,
1187.570325,1254.63925,,,
1187.579725,1254.663625,,,
1187.6012,1254.711525,,,
1187.6102,1254.74675,,,
1187.626925,1254.829525,,,
1187.655225,1254.925925,,,
1187.682175,1254.97445,,,
1187.71875,1255.014925,,,
1187.7602,1255.0637,,,
1187.768375,1255.13285,,,
1187.7853,1255.18135,,,
1187.791475,1255.23335,,,
1187.823625,1255.261975,,,
1187.8559,1255.305775,,,
1187.86095,1255.335725,,,
1187.8809,1255.36175,,,
1187.896225,1255.3931,,,
1187.906775,1255.437725,,,
1187.9263,1255.47445,,,
1187.931975,1255.518425,,,
1187.94585,1255.570525,,,
1187.954175,1255.614125,,,
1187.96015,1255.6643,,,
1187.97345,1255.695875,,,
1187.988425,1255.73985,,,
1188.004925,1255.777225,,,
1188.04245,1255.820225,,,
1188.05575,1255.86065,,,
1188.06975,1255.90175,,,
1188.0801,1255.94345,,,
1188.117325,1255.97915,,,
1188.13375,1256.020175,,,
1188.159725,1256.050075,,,
1188.173675,1256.075325,,,
1188.191825,1256.1076,,,
1188.207625,1256.146725,,,
1188.22015,1256.179025,,,
1188.2356,1256.2354,,,
1188.2598,1256.2709,,,
1188.27725,1256.31025,,,
1188.285175,1256.359025,,,
1188.3013,1256.39745,,,
1188.318475,1256.444875,,,
1188.33375,1256.473225,,,
1188.349475,1256.52045,,,
1188.355525,1256.554575,,,
1188.3669,1256.601825,,,
1188.389375,1256.657075,,,
1188.406575,1256.698125,,,
1188.413225,1256.720725,,,
1188.44705,1256.74135,,,
1188.46425,1256.792225,,,
1188.47505,1256.859925,,,
1188.48735,1256.899275,,,
1188.50055,1256.9527,,,
1188.528275,1256.99225,,,
1188.5433,1257.010325,,,
1188.555425,1257.0515,,,
1188.57135,1257.128875,,,
1188.58735,1257.16785,,,
1188.59285,1257.204875,,,
1188.6047,1257.26465,,,
1188.620875,1257.308275,,,
1188.640825,1257.357175,,,
1188.670925,1257.3833,,,
1188.686575,1257.440475,,,
1188.697975,1257.486975,,,
1188.707125,1257.5372,,,
1188.7335,1257.59325,,,
1188.745175,1257.658175,,,
1188.7598,1257.731825,,,
1188.771975,1257.775375,,,
1188.788,1257.839375,,,
1188.81805,1257.87585,,,
1188.8401,1257.91765,,,
1188.844975,1257.96215,,,
1188.866475,1257.9999,,,
1188.877025,1258.056875,,,
1188.886875,1258.1104,,,
1188.8991,1258.15085,,,
1188.920375,1258.2231,,,
1188.926675,1258.276525,,,
1188.936125,1258.306275,,,
1188.945325,1258.348525,,,
1188.962675,1258.3942,,,
1188.98435,1258.435275,,,
1188.99315,1258.467825,,,
1189.005375,1258.50365,,,
1189.011625,1258.532575,,,
1189.0391,1258.5731,,,
1189.04785,1258.60215,,,
1189.06,1258.6774,,,
1189.07555,1258.734675,,,
1189.1048,1258.799775,,,
1189.113725,1258.838225,,,
1189.127275,1258.877375,,,
1189.135025,1258.92875,,,
1189.15585,1258.97165,,,
1189.16375,1259.0013,,,
1189.17415,1259.0595,,,
1189.1822,1259.13035,,,
1189.199425,1259.166925,,,
1189.219775,1259.215175,,,
1189.240075,1259.293475,,,
1189.25635,1259.37155,,,
1189.26865,1259.40715,,,
1189.272025,1259.437625,,,
1189.300125,1259.491525,,,
1189.30835,1259.514875,,,
1189.319475,1259.591625,,,
1189.340925,1259.6252,,,
1189.3568,1259.671775,,,
1189.374625,1259.718325,,,
1189.388775,1259.75275,,,
1189.405625,1259.783625,,,
1189.41865,1259.825,,,
1189.4303,1259.87235,,,
1189.442025,1259.889275,,,
1189.45505,1259.916025,,,
1189.4619,1259.933175,,,
1189.513225,1259.95615,,,
1189.526275,1259.996675,,,
1189.53535,1260.014325,,,
1189.54545,1260.037125,,,
1189.560025,1260.1093,,,
1189.5671,1260.14795,,,
1189.579125,1260.173125,,,
1189.591375,1260.205425,,,
1189.60455,1260.347725,,,
1189.61535,1260.3981,,,
1189.6336,1260.428325,,,
1189.647975,1260.461625,,,
1189.66275,1260.4942,,,
1189.678975,1260.531775,,,
1189.69375,1260.556925,,,
1189.722225,1260.595725,,,
1189.733325,1260.62905,,,
1189.743675,1260.676275,,,
1189.755375,1260.716075,,,
1189.774975,1260.7366,,,
1189.79785,1260.771325,,,
1189.815425,1260.80835,,,
1189.829675,1260.8399,,,
1189.84915,1260.8643,,,
1189.85975,1260.911425,,,
1189.86555,1260.9309,,,
1189.871425,1260.969625,,,
1189.90355,1261.0025,,,
1189.91155,1261.07945,,,
1189.93565,1261.099275,,,
1189.9719,1261.144625,,,
1189.979875,1261.18295,,,
1189.991925,1261.21245,,,
1190.005725,1261.244675,,,
1190.027275,1261.280975,,,
1190.048075,1261.3388,,,
1190.0571,1261.385675,,,
1190.068,1261.4144,,,
1190.086925,1261.45665,,,
1190.101675,1261.481375,,,
1190.112275,1261.503125,,,
1190.147275,1261.522125,,,
1190.15885,1261.5562,,,
1190.2042,1261.594675,,,
1190.2177,1261.616975,,,
1190.222275,1261.68285,,,
1190.264675,1261.7186,,,
1190.27685,1261.736275,,,
1190.2993,1261.782775,,,
1190.310925,1261.8165,,,
1190.3191,1261.860725,,,
1190.32865,1261.886575,,,
1190.351575,1261.9179,,,
1190.391525,1261.9573,,,
1190.4159,1262.03475,,,
1190.432675,1262.063825,,,
1190.4557,1262.091725,,,
1190.488275,1262.1343,,,
1190.513875,1262.166675,,,
1190.521325,1262.198675,,,
1190.533375,1262.22295,,,
1190.546375,1262.27865,,,
1190.555275,1262.299975,,,
1190.57365,1262.3366,,,
1190.590975,1262.386525,,,
1190.597175,1262.413025,,,
1190.6142,1262.4526,,,
1190.628575,1262.491225,,,
1190.640025,1262.516775,,,
1190.6532,1262.5617,,,
1190.66575,1262.59235,,,
1190.6976,1262.6338,,,
1190.7138,1262.65475,,,
1190.722225,1262.703125,,,
1190.735875,1262.719925,,,
1190.74685,1262.752975,,,
1190.774175,1262.802075,,,
1190.78605,1262.8248,,,
1190.808175,1262.8815,,,
1190.818775,1262.90155,,,
1190.840375,1262.926825,,,
1190.84945,1263.00735,,,
1190.861875,1263.042125,,,
1190.872425,1263.08275,,,
1190.883275,1263.103025,,,
1190.893825,1263.13895,,,
1190.907325,1263.17295,,,
1190.920375,1263.224425,,,
1190.92825,1263.24025,,,
1190.958625,1263.25275,,,
1190.978375,1263.29535,,,
1190.9968,1263.3314,,,
1191.013575,1263.340325,,,
1191.042475,1263.359075,,,
1191.072525,1263.402075,,,
1191.08465,1263.437425,,,
1191.0947,1263.50705,,,
1191.1206,1263.546575,,,
1191.132325,1263.582,,,
1191.151675,1263.668675,,,
1191.179125,1263.7112,,,
1191.187475,1263.740425,,,
1191.1973,1263.7844,,,
1191.20765,1263.819475,,,
1191.21695,1263.8798,,,
1191.230875,1263.935325,,,
1191.238225,1263.9622,,,
1191.253025,1264.0011,,,
1191.26725,1264.05005,,,
1191.277325,1264.132575,,,
1191.3003,1264.229075,,,
1191.30795,1264.2579,,,
1191.329175,1264.37815,,,
1191.348675,1264.41155,,,
1191.37075,1264.4432,,,
1191.378975,1264.5135,,,
1191.40035,1264.552375,,,
1191.434475,1264.579475,,,
1191.448275,1264.612975,,,
1191.463825,1264.700025,,,
1191.4696,1264.775225,,,
1191.48075,1264.819625,,,
1191.49135,1264.8444,,,
1191.510975,1264.8769,,,
1191.541225,1264.93925,,,
1191.552975,1265.0027,,,
1191.564575,1265.087575,,,
1191.574475,1265.112,,,
1191.591725,1265.1705,,,
1191.60035,1265.219575,,,
1191.6146,1265.262325,,,
1191.627575,1265.31015,,,
1191.64095,1265.36145,,,
1191.658375,1265.396225,,,
1191.66925,1265.440025,,,
1191.678275,1265.46185,,,
1191.695875,1265.503675,,,
1191.712075,1265.5468,,,
1191.72175,1265.57465,,,
1191.7602,1265.641475,,,
1191.785475,1265.6692,,,
1191.807725,1265.694575,,,
1191.826525,1265.753725,,,
1191.851725,1265.8073,,,
1191.864375,1265.837275,,,
1191.893725,1265.864275,,,
1191.90955,1265.9013,,,
1191.92035,1265.9719,,,
1191.9408,1265.99295,,,
1191.953775,1266.028725,,,
1191.968625,1266.07605,,,
1191.98005,1266.119275,,,
1192.0067,1266.125475,,,
1192.022775,1266.1835,,,
1192.03095,1266.22715,,,
1192.055275,1266.2603,,,
1192.09755,1266.3285,,,
1192.113025,1266.3763,,,
1192.124575,1266.414325,,,
1192.13435,1266.44845,,,
1192.14445,1266.553375,,,
1192.153425,1266.602175,,,
1192.1738,1266.6275,,,
1192.203075,1266.6727,,,
1192.20865,1266.687425,,,
1192.221475,1266.7383,,,
1192.2343,1266.814,,,
1192.26,1266.838475,,,
1192.294925,1266.927375,,,
1192.3345,1266.98685,,,
1192.349825,1267.012225,,,
1192.378075,1267.045225,,,
1192.381725,1267.070525,,,
1192.39195,1267.099525,,,
1192.396075,1267.162025,,,
1192.39875,1267.1829,,,
1192.403375,1267.2299,,,
1192.41395,1267.2679,,,
1192.41795,1267.3157,,,
1192.428725,1267.351075,,,
1192.443725,1267.3862,,,
1192.449475,1267.420375,,,
1192.456025,1267.45255,,,
1192.465525,1267.483475,,,
1192.47825,1267.513975,,,
1192.48365,1267.549975,,,
1192.49145,1267.61225,,,
1192.495325,1267.66335,,,
1192.507675,1267.697425,,,
1192.513475,1267.740225,,,
1192.519,1267.784925,,,
1192.531475,1267.83235,,,
1192.5452,1267.886875,,,
1192.5493,1267.9316,,,
1192.56015,1267.985825,,,
1192.566725,1268.0208,,,
1192.573625,1268.0757,,,
1192.57725,1268.1095,,,
1192.5834,1268.16805,,,
1192.593675,1268.199975,,,
1192.5996,1268.257425,,,
1192.613575,1268.2869,,,
1192.621275,1268.327125,,,
1192.63535,1268.356875,,,
1192.6451,1268.38785,,,
1192.662825,1268.4414,,,
1192.6756,1268.47725,,,
1192.69965,1268.51835,,,
1192.713325,1268.55155,,,
1192.7239,1268.57925,,,
1192.784525,1268.6039,,,
1192.794825,1268.665025,,,
1192.8183,1268.7068,,,
1192.843525,1268.764125,,,
1192.853775,1268.796225,,,
1192.863925,1268.830775,,,
1192.8769,1268.884975,,,
1192.895775,1268.923475,,,
1192.90595,1268.969025,,,
1192.922925,1269.0269,,,
1192.9416,1269.073075,,,
1192.95125,1269.1136,,,
1192.967975,1269.14985,,,
1193.01555,1269.183925,,,
1193.023425,1269.216075,,,
1193.032675,1269.280875,,,
1193.0397,1269.309825,,,
1193.069425,1269.3657,,,
1193.093,1269.436025,,,
1193.113425,1269.491425,,,
1193.1295,1269.541125,,,
1193.1365,1269.565975,,,
1193.148725,1269.6088,,,
1193.181925,1269.656225,,,
1193.1945,1269.683575,,,
1193.209775,1269.70565,,,
1193.230925,1269.762375,,,
1193.252125,1269.79635,,,
1193.26855,1269.834975,,,
1193.280675,1269.855925,,,
1193.316875,1269.930575,,,
1193.348375,1269.9584,,,
1193.3558,1269.981625,,,
1193.3771,1270.045175,,,
1193.3922,1270.0771,,,
1193.4023,1270.122025,,,
1193.436725,1270.187075,,,
1193.441275,1270.225375,,,
1193.457725,1270.26355,,,
1193.491975,1270.31485,,,
1193.506725,1270.354675,,,
1193.519125,1270.406775,,,
1193.561025,1270.447125,,,
1193.578775,1270.48435,,,
1193.618425,1270.5257,,,
1193.637925,1270.55745,,,
1193.6819,1270.6023,,,
1193.691175,1270.642375,,,
1193.701125,1270.668875,,,
1193.713,1270.726325,,,
1193.7309,1270.7517,,,
1193.74175,1270.7844,,,
1193.802325,1270.8266,,,
1193.83315,1270.86465,,,
1193.846275,1270.920375,,,
1193.86395,1270.947925,,,
1193.8706,1270.98815,,,
1193.89,1271.019125,,,
1193.908425,1271.072375,,,
1193.916175,1271.10595,,,
1193.9417,1271.150625,,,
1193.95695,1271.18805,,,
1193.9706,1271.219075,,,
1193.98955,1271.27705,,,
1194.006275,1271.327025,,,
1194.023675,1271.35365,,,
1194.029225,1271.41585,,,
1194.03565,1271.4514,,,
1194.053175,1271.4739,,,
1194.07075,1271.512575,,,
1194.084325,1271.5333,,,
1194.13105,1271.59275,,,
1194.145825,1271.612875,,,
1194.1558,1271.63705,,,
1194.167775,1271.654175,,,
1194.178725,1271.695275,,,
1194.1929,1271.735375,,,
1194.2056,1271.7765,,,
1194.215175,1271.805075,,,
1194.2338,1271.85365,,,
1194.247375,1271.882825,,,
1194.276,1271.950825,,,
1194.306625,1271.969675,,,
1194.316825,1272.0076,,,
1194.324625,1272.02975,,,
1194.338575,1272.0588,,,
1194.355,1272.09435,,,
1194.3732,1272.1227,,,
1194.383975,1272.155575,,,
1194.39805,1272.217275,,,
1194.416425,1272.269725,,,
1194.428525,1272.29555,,,
1194.447875,1272.3433,,,
1194.457075,1272.383475,,,
1194.475175,1272.4332,,,
1194.47975,1272.4684,,,
1194.490775,1272.49235,,,
1194.509075,1272.52205,,,
1194.522375,1272.558675,,,
1194.54155,1272.60585,,,
1194.560525,1272.64965,,,
1194.5788,1272.69675,,,
1194.626325,1272.73925,,,
1194.64565,1272.798675,,,
1194.65805,1272.829975,,,
1194.6721,1272.870675,,,
1194.6752,1272.902675,,,
1194.692675,1272.921275,,,
1194.7062,1272.9576,,,
1194.72065,1272.994925,,,
1194.748675,1273.01655,,,
1194.764475,1273.05245,,,
1194.773675,1273.08675,,,
1194.788475,1273.1167,,,
1194.79515,1273.12855,,,
1194.802775,1273.1481,,,
1194.8175,1273.198075,,,
1194.84095,1273.221375,,,
1194.853575,1273.25215,,,
1194.871975,1273.28215,,,
1194.886225,1273.3339,,,
1194.91045,1273.3922,,,
1194.91945,1273.438625,,,
1194.929725,1273.483525,,,
1194.93795,1273.57825,,,
1194.94305,1273.665025,,,
1194.951675,1273.7913,,,
1194.9944,1273.829875,,,
1195.00755,1273.878475,,,
1195.0316,1273.9104,,,
1195.037575,1273.943925,,,
1195.05095,1273.951625,,,
1195.059925,1273.956325,,,
1195.084475,1273.977625,,,
1195.0915,1274.0075,,,
1195.10175,1274.050125,,,
1195.124375,1274.0591,,,
1195.137575,1274.10235,,,
1195.182375,1274.1439,,,
1195.200675,1274.17015,,,
1195.2188,1274.2037,,,
1195.2249,1274.2684,,,
1195.246475,1274.323825,,,
1195.2591,1274.3328,,,
1195.2727,1274.42625,,,
1195.292475,1274.430625,,,
1195.306825,1274.559175,,,
1195.317425,1274.582725,,,
1195.324875,1274.6029,,,
1195.334875,1274.674325,,,
1195.3459,1274.6957,,,
1195.353975,1274.720525,,,
1195.3752,1274.7432,,,
1195.386475,1274.767125,,,
1195.4118,1274.771125,,,
1195.422775,1274.82345,,,
1195.430025,1274.896525,,,
1195.451425,1274.902475,,,
1195.47895,1274.922025,,,
1195.49935,1274.9769,,,
1195.51005,1274.97795,,,
1195.538325,1275.08445,,,
1195.55205,1275.096025,,,
1195.5782,1275.176375,,,
1195.58195,1275.18485,,,
1195.5984,1275.215525,,,
1195.64125,1275.267125,,,
1195.6634,1275.408625,,,
1195.705575,1275.4803,,,
1195.718025,1275.53165,,,
1195.7311,1275.541575,,,
1195.74475,1275.641175,,,
1195.761325,1275.68355,,,
1195.774475,1275.69575,,,
1195.7864,1275.826075,,,
1195.81105,1275.865975,,,
1195.825975,1275.953725,,,
1195.83825,1276.00305,,,
1195.84815,1276.082525,,,
1195.853475,1276.1572,,,
1195.86385,1276.30685,,,
1195.868775,1276.462775,,,
1195.88315,1276.518975,,,
1195.8913,1276.562675,,,
1195.9063,1276.6064,,,
1195.913525,1276.621025,,,
1195.92685,1276.68805,,,
1195.95075,1276.70425,,,
1195.954925,1276.73895,,,
1195.96745,1276.94335,,,
1195.984675,1276.9954,,,
1195.9895,1277.241275,,,
1196.012125,1277.41015,,,
1196.01675,1277.640425,,,
1196.054175,1277.833775,,,
1196.0653,1277.865125,,,
1196.09595,1278.0389,,,
1196.107625,1278.10525,,,
1196.1134,1278.32305,,,
1196.13995,1278.435225,,,
1196.1495,1278.455525,,,
1196.161525,1278.525425,,,
1196.175775,1278.57695,,,
1196.200625,1278.662225,,,
1196.213175,1278.670875,,,
1196.22825,1278.76345,,,
1196.24005,1278.8456,,,
1196.255,1278.9291,,,
1196.272,1278.978,,,
1196.28315,1279.1005,,,
1196.29265,1279.16165,,,
1196.308475,1279.2379,,,
1196.3238,1279.3325,,,
1196.3453,1279.483975,,,
1196.353725,1279.5248,,,
1196.3584,1279.5731,,,
1196.378475,1279.6166,,,
1196.3887,1279.740125,,,
1196.39465,1279.787825,,,
1196.409625,1279.86355,,,
1196.417875,1279.8957,,,
1196.430375,1279.916,,,
1196.47785,1280.012825,,,
1196.500925,1280.032575,,,
1196.5531,1280.1452,,,
1196.55825,1280.195525,,,
1196.5726,1280.2832,,,
1196.57825,1280.317475,,,
1196.587775,1280.438325,,,
1196.59315,1280.514875,,,
1196.609225,1280.592725,,,
1196.614725,1280.606325,,,
1196.628525,1280.631,,,
1196.64455,1280.66095,,,
1196.65065,1280.7067,,,
1196.6639,1280.8241,,,
1196.6746,1280.826675,,,
1196.689025,1280.851175,,,
1196.700575,1280.9005,,,
1196.716975,1280.926625,,,
1196.72175,1280.928375,,,
1196.7311,1281.038175,,,
1196.746175,1281.086125,,,
1196.756225,1281.16375,,,
1196.768425,1281.291125,,,
1196.77815,1281.31575,,,
1196.7923,1281.3551,,,
1196.805175,1281.414075,,,
1196.819975,1281.449375,,,
1196.825825,1281.541925,,,
1196.833325,1281.56775,,,
1196.85305,1281.608925,,,
1196.867275,1281.679625,,,
1196.88305,1281.739,,,
1196.9296,1281.8246,,,
1196.956075,1281.88265,,,
1196.9685,1281.918075,,,
1196.97955,1281.96895,,,
1196.993975,1281.995075,,,
1196.9989,1282.085575,,,
1197.008225,1282.1511,,,
1197.017425,1282.186975,,,
1197.03005,1282.27375,,,
1197.0442,1282.34445,,,
1197.0826,1282.4695,,,
1197.10585,1282.5546,,,
1197.129275,1282.59405,,,
1197.13945,1282.6718,,,
1197.161175,1282.7056,,,
1197.176175,1282.756475,,,
1197.1875,1282.802975,,,
1197.210425,1282.847475,,,
1197.21835,1282.88635,,,
1197.2358,1282.98355,,,
1197.295725,1283.019725,,,
1197.317725,1283.043625,,,
1197.3349,1283.088675,,,
1197.349025,1283.1639,,,
1197.35485,1283.20815,,,
1197.38065,1283.24385,,,
1197.40085,1283.278,,,
1197.4124,1283.29855,,,
1197.4244,1283.325275,,,
1197.4357,1283.3717,,,
1197.4486,1283.396275,,,
1197.4595,1283.423825,,,
1197.4833,1283.468125,,,
1197.5006,1283.499675,,,
1197.508225,1283.54085,,,
1197.52055,1283.6039,,,
1197.551775,1283.643325,,,
1197.573225,1283.670075,,,
1197.579075,1283.686325,,,
1197.6147,1283.716525,,,
1197.62155,1283.751725,,,
1197.644825,1283.7723,,,
1197.65805,1283.782,,,
1197.673125,1283.8083,,,
1197.699125,1283.8422,,,
1197.7292,1283.881175,,,
1197.74115,1283.9418,,,
1197.773175,1283.9698,,,
1197.78205,1284.02495,,,
1197.794775,1284.105325,,,
1197.8541,1284.139525,,,
1197.8713,1284.171225,,,
1197.9006,1284.18765,,,
1197.91265,1284.206425,,,
1197.9225,1284.239925,,,
1197.93925,1284.276475,,,
1197.952275,1284.296875,,,
1197.9706,1284.33195,,,
1197.98855,1284.36475,,,
1197.9988,1284.402075,,,
1198.0052,1284.434625,,,
1198.0144,1284.453975,,,
1198.034925,1284.518225,,,
1198.044775,1284.5783,,,
1198.06685,1284.605325,,,
1198.082125,1284.6312,,,
1198.104475,1284.65265,,,
1198.118925,1284.689125,,,
1198.135975,1284.69625,,,
1198.15135,1284.718725,,,
1198.167125,1284.7607,,,
1198.188675,1284.801425,,,
1198.205175,1284.83645,,,
1198.2136,1284.86495,,,
1198.226725,1284.90745,,,
1198.232675,1284.957375,,,
1198.2439,1285.028,,,
1198.250725,1285.058175,,,
1198.259175,1285.09235,,,
1198.277525,1285.122025,,,
1198.298125,1285.14765,,,
1198.321925,1285.180175,,,
1198.33565,1285.221925,,,
1198.34925,1285.25185,,,
1198.359675,1285.2749,,,
1198.400175,1285.303625,,,
1198.42035,1285.32605,,,
1198.434925,1285.36445,,,
1198.447825,1285.3929,,,
1198.4561,1285.4461,,,
1198.492425,1285.477775,,,
1198.512475,1285.5034,,,
1198.518675,1285.5814,,,
1198.532225,1285.6018,,,
1198.54235,1285.627475,,,
1198.559275,1285.6648,,,
1198.5673,1285.69505,,,
1198.590575,1285.729575,,,
1198.62265,1285.75155,,,
1198.6354,1285.783,,,
1198.66115,1285.818925,,,
1198.67405,1285.8878,,,
1198.682975,1285.92705,,,
1198.691325,1285.9678,,,
1198.7149,1285.994925,,,
1198.72275,1286.019225,,,
1198.736275,1286.039575,,,
1198.746975,1286.070825,,,
1198.760475,1286.1011,,,
1198.770425,1286.1363,,,
1198.7738,1286.164825,,,
1198.7802,1286.189925,,,
1198.7909,1286.24,,,
1198.809325,1286.281975,,,
1198.8235,1286.317575,,,
1198.841225,1286.3533,,,
1198.859875,1286.37805,,,
1198.876275,1286.38615,,,
1198.90195,1286.439125,,,
1198.9154,1286.4877,,,
1198.933475,1286.512775,,,
1198.949575,1286.55225,,,
1198.96155,1286.591575,,,
1198.974475,1286.62255,,,
1199.0004,1286.6481,,,
1199.017825,1286.73555,,,
1199.02705,1286.76625,,,
1199.0514,1286.824775,,,
1199.06445,1286.85175,,,
1199.102775,1286.87225,,,
1199.13015,1286.8946,,,
1199.13705,1286.923325,,,
1199.153375,1286.946525,,,
1199.179275,1286.98845,,,
1199.20385,1287.015625,,,
1199.2188,1287.0394,,,
1199.22895,1287.09225,,,
1199.245525,1287.136,,,
1199.25005,1287.16915,,,
1199.26345,1287.211475,,,
1199.273325,1287.2353,,,
1199.28335,1287.27085,,,
1199.29185,1287.29425,,,
1199.31355,1287.325625,,,
1199.3274,1287.353425,,,
1199.334175,1287.437025,,,
1199.34715,1287.48155,,,
1199.365425,1287.525525,,,
1199.3711,1287.557825,,,
1199.425625,1287.590225,,,
1199.4358,1287.629875,,,
1199.443025,1287.678275,,,
1199.453575,1287.7008,,,
1199.465425,1287.735525,,,
1199.47045,1287.77755,,,
1199.47565,1287.810425,,,
1199.493725,1287.851825,,,
1199.5124,1287.909025,,,
1199.53155,1287.9368,,,
1199.546475,1287.97055,,,
1199.566025,1288.013,,,
1199.5976,1288.04915,,,
1199.658325,1288.109775,,,
1199.666125,1288.13485,,,
1199.6781,1288.161125,,,
1199.6909,1288.206325,,,
1199.708475,1288.241825,,,
1199.718125,1288.282575,,,
1199.73795,1288.31415,,,
1199.748525,1288.367625,,,
1199.7653,1288.390325,,,
1199.783125,1288.43785,,,
1199.789525,1288.464625,,,
1199.805425,1288.5003,,,
1199.81745,1288.52715,,,
1199.836275,1288.562175,,,
1199.852175,1288.61555,,,
1199.86635,1288.646475,,,
1199.884075,1288.680675,,,
1199.903825,1288.696825,,,
1199.924725,1288.746825,,,
1199.940025,1288.76555,,,
1199.944175,1288.789925,,,
1199.962,1288.8445,,,
1199.97295,1288.87295,,,
1199.986375,1288.87615,,,
1200.014475,1288.91145,,,
1200.04515,1288.9304,,,
1200.058525,1288.9564,,,
1200.064275,1288.986675,,,
1200.07655,1289.021325,,,
1200.088525,1289.09355,,,
1200.10495,1289.130775,,,
1200.111075,1289.167775,,,
1200.116425,1289.23735,,,
1200.1376,1289.287825,,,
1200.154975,1289.32705,,,
1200.16525,1289.3634,,,
1200.18095,1289.43315,,,
1200.19385,1289.459775,,,
1200.2111,1289.5201,,,
1200.227425,1289.583125,,,
1200.291175,1289.624675,,,
1200.308125,1289.6689,,,
1200.34075,1289.705225,,,
1200.37025,1289.74635,,,
1200.385975,1289.7777,,,
1200.39585,1289.870025,,,
1200.4113,1289.899075,,,
1200.42185,1289.92545,,,
1200.429125,1289.952325,,,
1200.47365,1289.975325,,,
1200.481475,1290.0477,,,
1200.487125,1290.11915,,,
1200.502825,1290.167025,,,
1200.524625,1290.190575,,,
1200.5382,1290.2268,,,
1200.5564,1290.28325,,,
1200.57935,1290.30815,,,
1200.58915,1290.35225,,,
1200.6005,1290.397725,,,
1200.61815,1290.45695,,,
1200.626475,1290.523325,,,
1200.6421,1290.55945,,,
1200.654975,1290.5852,,,
1200.670825,1290.608725,,,
1200.680825,1290.63405,,,
1200.6963,1290.663425,,,
1200.7167,1290.710575,,,
1200.7226,1290.7128,,,
1200.7384,1290.758,,,
1200.7527,1290.791025,,,
1200.77705,1290.8366,,,
1200.79305,1290.8655,,,
1200.801975,1290.88175,,,
1200.818,1290.922925,,,
1200.858075,1290.957625,,,
1200.86015,1290.995275,,,
1200.8718,1291.025075,,,
1200.887075,1291.11355,,,
1200.900775,1291.1416,,,
1200.905675,1291.175125,,,
1200.922275,1291.221675,,,
1200.93995,1291.256325,,,
1201.0097,1291.286625,,,
1201.018075,1291.3257,,,
1201.0347,1291.35305,,,
1201.04665,1291.379375,,,
1201.0555,1291.4103,,,
1201.0654,1291.45425,,,
1201.080925,1291.483775,,,
1201.094375,1291.528025,,,
1201.106975,1291.544725,,,
1201.1225,1291.5793,,,
1201.149975,1291.614425,,,
1201.160225,1291.652275,,,
1201.18155,1291.67515,,,
1201.195375,1291.72695,,,
1201.2127,1291.732,,,
1201.2215,1291.780075,,,
1201.23365,1291.81325,,,
1201.24355,1291.853525,,,
1201.25435,1291.8868,,,
1201.270475,1291.949025,,,
1201.280925,1291.9716,,,
1201.29265,1291.994025,,,
